ee8bf8322b5f8d4da5dd691d1daf4c860e800b08321041d7b48884846deaa99d,0f5558338b9b95c4b038c3ba0f06e90b58d718ee9a24692c21e7d1da9270e0f1,e9a18f7d45fe792a44e1e1c8f6e88986b1c6770a67f5ea075741a2e041782f54,e59e0803e69923d5e2a6775e3008710fd9f0f305be3c70acc29fdb95a46d402a,ae21887dfdfb7b2b45ce338663b626546738df80473bef6a5b45e65142197b99,bde50896f43ecf88fb83031bf3f7361947c5bf2795643db8852e67177dfc7351,5828834fd89bfd22f13b943113a732373df2dc6b9f32e94d7ae08844a9f845bc,bbe83ca60a5a7f5be8e5196f787a76467908fe064cd2d3160ff4e333bccbf87f,f3c251bb771239b370a37f6717d6bd823630046ba03fcfa0b4e74449f6d86719,56ccd95f8880ab6c2c7884ec99dc81b63aaa6fc2c93b37d381d897d927aec56a,f5cd5685bf82a3ad3d194f6b2d60497891c7e8f3494c1093a3f47eb69cded870
"5","6","1","0.6","0","6","55","-150","40012","1400120003","disappear"
"31","400100","","1","0","400100","0","1","40012","1400120004",""
"31","400101","","1","0","400101","0","1","40012","1400120005",""
"31","400102","","0","0","400102","0","1","40012","1400120006",""
"31","400103","","0","0","400103","0","1","40012","1400120007",""
"31","400104","","0","190","400104","140","1","40012","1400120008",""
"31","400105","","0","0","400105","0","1","40012","1400120009",""
"31","400001","","0","0","400001","0","1","40012","1400120010",""
"91","0","","","","0","","","40012","1400120011",""
"32","400001","","","","1","","","40012","1400120012",""
"23","se_travel_top","","","","se_travel_top_yamagami_foot","0","","40012","1400120013",""
"3","1000001","","0.2","","travel_topdrama_r_4001_A_01","1","","40012","1400120014",""
"2","1000001","","","2.3","60","-75","","40012","1400120015",""
"3","1000002","","0.2","","travel_topdrama_r_4001_B_01","1","","40012","1400120016",""
"2","1000002","","","2.3","-60","-100","","40012","1400120017",""
"93","2","","","","0","","","40012","1400120018",""
"23","se_travel_top","","","","se_travel_top_yamagami_rumble","0","","40012","1400120019",""
"122","5","","","","5","1.3","","40012","1400120020",""
"93","0.3","","","","0","","","40012","1400120021",""
"122","7.5","","","","7.5","2.5","","40012","1400120022",""
"23","se_travel_top","","","","se_travel_top_yamagami_emote_common","0","","40012","1400120023",""
"3","1000001","","0.2","","travel_topdrama_r_4001_A_02","0","","40012","1400120024",""
"12","1000001","","","0","3","0.3","0","40012","1400120025",""
"93","0.1","","","","0","","","40012","1400120026",""
"3","1000002","","0.2","","travel_topdrama_r_4001_B_02","0","","40012","1400120027",""
"12","1000002","","","0","3","0.2","0","40012","1400120028",""
"93","0.6","","","","0","","","40012","1400120029",""
"122","10","","","","10","4","","40012","1400120030",""
"3","6","","0","disappear","run","0","","40012","1400120031",""
"32","400102","","","","1","","","40012","1400120032",""
"32","400103","","","","1","","","40012","1400120033",""
"93","0.5","","","","0","","","40012","1400120034",""
"23","se_travel_top","","","","se_travel_top_yamagami_passaway","0","","40012","1400120035",""
"93","0.2","","","","0","","","40012","1400120036",""
"23","se_travel_top","","","","se_travel_top_yamagami_pass_wind","0","","40012","1400120037",""
"93","0.2","","","","0","","","40012","1400120038",""
"23","se_travel_top","","","","se_travel_top_yamagami_rumble2","0","","40012","1400120039",""
"23","se_travel_top","","","","se_travel_top_yamagami_rolling","0","","40012","1400120040",""
"32","400104","","","","1","","","40012","1400120041",""
"3","1000002","","0.2","","travel_topdrama_r_4001_B_03","0","","40012","1400120042",""
"93","0.1","","","","0","","","40012","1400120043",""
"3","1000001","","0.2","","travel_topdrama_r_4001_A_03","0","","40012","1400120044",""
"93","1.75","","","","0","","","40012","1400120045",""
"32","400105","","","","1","","","40012","1400120046",""
"93","0.2","","","","0","","","40012","1400120047",""
"23","se_travel_top","","","","se_travel_top_yamagami_drop_box","0","","40012","1400120048",""
"93","1.55","","","","0","","","40012","1400120049",""
"111","","","","","","","","40012","1400120050",""
"91","0","","","","","","","40012","1400120051",""
"1","1","0","0.8","25","1000001","50","-55","40021","1400210001","travel_topdrama_r_4001_idle_A"
"1","1","0","0.8","-25","1000002","51","-65","40021","1400210002","travel_topdrama_r_4001_idle_B"
"5","0","0","1","0","0","55","-75","40021","1400210003","normal"
"91","0","","","","0","","","40021","1400210004",""
"3","1000001","0","0.2","","travel_topdrama_r_4001_idle_A","1","","40021","1400210005",""
"3","1000002","0","0.2","","travel_topdrama_r_4001_idle_B","1","","40021","1400210006",""
"91","0","","","","0","","","40021","1400210007",""
"101","1400210005","","","","","","","40021","1400210008",""
"91","0","","","","0","","","40021","1400210009",""
"1","1","0","1.46","-390","1000001","49","-75","40022","1400220001","travel_topdrama_r_4000_idle"
"1","1","0","1.46","-510","1000002","50","-100","40022","1400220002","travel_topdrama_r_4000_idle"
"5","6","1","0.6","0","6","55","-150","40022","1400220003","disappear"
"31","400200","","1","0","400200","0","1","40022","1400220004",""
"31","400201","","1","0","400201","0","1","40022","1400220005",""
"31","400202","","0","0","400202","0","1","40022","1400220006",""
"31","400203","","0","0","400203","0","1","40022","1400220007",""
"31","400204","","0","190","400204","140","1","40022","1400220008",""
"31","400205","","0","0","400205","0","1","40022","1400220009",""
"31","400002","","0","0","400002","0","1","40022","1400220010",""
"91","0","","","","0","","","40022","1400220011",""
"32","400002","","","","1","","","40022","1400220012",""
"23","se_travel_top","","","","se_travel_top_yamagami_foot","0","","40022","1400220013",""
"3","1000001","","0.2","","travel_topdrama_r_4001_A_01","1","","40022","1400220014",""
"2","1000001","","","2.3","60","-75","","40022","1400220015",""
"3","1000002","","0.2","","travel_topdrama_r_4001_B_01","1","","40022","1400220016",""
"2","1000002","","","2.3","-60","-100","","40022","1400220017",""
"93","2","","","","0","","","40022","1400220018",""
"23","se_travel_top","","","","se_travel_top_yamagami_rumble","0","","40022","1400220019",""
"122","5","","","","5","1.3","","40022","1400220020",""
"93","0.3","","","","0","","","40022","1400220021",""
"122","7.5","","","","7.5","2.5","","40022","1400220022",""
"23","se_travel_top","","","","se_travel_top_yamagami_emote_common","0","","40022","1400220023",""
"3","1000001","","0.2","","travel_topdrama_r_4001_A_02","0","","40022","1400220024",""
"12","1000001","","","0","3","0.3","0","40022","1400220025",""
"93","0.1","","","","0","","","40022","1400220026",""
"3","1000002","","0.2","","travel_topdrama_r_4001_B_02","0","","40022","1400220027",""
"12","1000002","","","0","3","0.2","0","40022","1400220028",""
"93","0.6","","","","0","","","40022","1400220029",""
"122","10","","","","10","4","","40022","1400220030",""
"3","6","","0","disappear","run","0","","40022","1400220031",""
"32","400202","","","","1","","","40022","1400220032",""
"32","400203","","","","1","","","40022","1400220033",""
"93","0.5","","","","0","","","40022","1400220034",""
"23","se_travel_top","","","","se_travel_top_yamagami_passaway","0","","40022","1400220035",""
"93","0.2","","","","0","","","40022","1400220036",""
"23","se_travel_top","","","","se_travel_top_yamagami_pass_wind","0","","40022","1400220037",""
"93","0.2","","","","0","","","40022","1400220038",""
"23","se_travel_top","","","","se_travel_top_yamagami_rumble2","0","","40022","1400220039",""
"23","se_travel_top","","","","se_travel_top_yamagami_rolling","0","","40022","1400220040",""
"32","400204","","","","1","","","40022","1400220041",""
"3","1000002","","0.2","","travel_topdrama_r_4001_B_03","0","","40022","1400220042",""
"93","0.1","","","","0","","","40022","1400220043",""
"3","1000001","","0.2","","travel_topdrama_r_4001_A_03","0","","40022","1400220044",""
"93","1.75","","","","0","","","40022","1400220045",""
"32","400205","","","","1","","","40022","1400220046",""
"93","0.2","","","","0","","","40022","1400220047",""
"23","se_travel_top","","","","se_travel_top_yamagami_drop_box","0","","40022","1400220048",""
"23","se_travel_top","","","","se_travel_top_yamagami_drop_silverbox","0","","40022","1400220049",""
"93","1.55","","","","0","","","40022","1400220050",""
"111","","","","","","","","40022","1400220051",""
"91","0","","","","","","","40022","1400220052",""
"5","5","0","0.3","0","5","50","-23","40051","1400510001","idle"
"5","0","0","1","0","0","55","-43","40051","1400510002","normal"
"91","0","","","","0","","","40051","1400510003",""
"3","5","0","0","","idle","1","","40051","1400510004",""
"91","0","","","","0","","","40051","1400510005",""
"101","1400510004","","","","","","","40051","1400510006",""
"91","0","","","","0","","","40051","1400510007",""
"1","1","0","1.46","-640","1000001","50","-110","40052","1400520001","travel_topdrama_r_4000_idle"
"5","5","0","0.4","210","5","50","-110","40052","1400520002","disappear"
"31","400500","","1","0","400500","0","1","40052","1400520003",""
"31","400501","","0","-100","400501","0","1","40052","1400520004",""
"31","400502","","0","-100","400502","0","1","40052","1400520005",""
"31","400503","","0","0","400503","0","1","40052","1400520006",""
"31","400504","","0","0","400504","0","1","40052","1400520007",""
"31","400505","","0","0","400505","0","1","40052","1400520008",""
"31","400506","","0","0","400506","0","1","40052","1400520009",""
"31","400507","","0","0","400507","0","1","40052","1400520010",""
"31","400508","","0","0","400508","0","1","40052","1400520011",""
"31","400509","","0","0","400509","0","1","40052","1400520012",""
"31","400510","","1","-70","400510","400","1","40052","1400520013",""
"31","400005","","0","0","400005","0","1","40052","1400520014",""
"91","0","","","","0","","","40052","1400520015",""
"32","400005","","","","1","","","40052","1400520016",""
"23","se_travel_top","","","","se_travel_top_pitfall_foot1","0","","40052","1400520017",""
"3","1000001","","0.2","","travel_topdrama_r_4000_run_normal","1","","40052","1400520018",""
"2","1000001","","","1","-300","-110","","40052","1400520019",""
"93","1","","","","0","","","40052","1400520020",""
"23","se_travel_top","","","","se_travel_top_pitfall_emote_note","0","","40052","1400520021",""
"3","1000001","0.2","0.2","travel_topdrama_r_4000_idle_surprise1","travel_topdrama_r_4000_surprise","0","1","40052","1400520022",""
"12","1000001","","","0","10","0.3","0","40052","1400520023",""
"93","1.2","","","","0","","","40052","1400520024",""
"23","se_travel_top","","","","se_travel_top_pitfall_foot2","0","","40052","1400520025",""
"3","1000001","","0.2","","travel_topdrama_r_4000_run_joy","1","","40052","1400520026",""
"2","1000001","","","0.8","0","-110","","40052","1400520027",""
"93","0.8","","","","0","","","40052","1400520028",""
"23","se_travel_top","","","","se_travel_top_pitfall_open_hole","0","","40052","1400520029",""
"32","400501","","","","1","","","40052","1400520030",""
"32","400502","","","","1","","","40052","1400520031",""
"3","1000001","","0","","travel_topdrama_r_4005_fall1","1","","40052","1400520032",""
"93","0.3","","","","0","","","40052","1400520033",""
"23","se_travel_top","","","","se_travel_top_pitfall_panic","0","","40052","1400520034",""
"32","400505","","","","1","","","40052","1400520035",""
"93","1","","","","0","","","40052","1400520036",""
"23","se_travel_top","","","","se_travel_top_pitfall_fall","0","","40052","1400520037",""
"3","1000001","","0","","travel_topdrama_r_4005_fall2","0","","40052","1400520038",""
"32","400506","","","","1","","","40052","1400520039",""
"32","400507","","","","1","","","40052","1400520040",""
"93","0.3","","","","0","","","40052","1400520041",""
"23","se_travel_top","","","","se_travel_top_pitfall_drillmall1","0","","40052","1400520042",""
"3","5","","0","","appear","0","","40052","1400520043",""
"93","0.3","","","","0","","","40052","1400520044",""
"23","se_travel_top","","","","se_travel_top_pitfall_drillmall2","0","","40052","1400520045",""
"93","0.7","","","","0","","","40052","1400520046",""
"23","se_travel_top","","","","se_travel_top_pitfall_wipe","0","","40052","1400520047",""
"32","400503","","","","1","","","40052","1400520048",""
"93","0.2","","","","0","","","40052","1400520049",""
"3","1000001","","0","","travel_topdrama_r_4005_fall3","1","","40052","1400520050",""
"2","1000001","","","0.01","-200","-60","","40052","1400520051",""
"3","5","","0","","disappear","0","","40052","1400520052",""
"33","400510","","","0.01","200","-10","","40052","1400520053",""
"32","400501","","","","0","","","40052","1400520054",""
"32","400502","","","","0","","","40052","1400520055",""
"32","400504","","","","1","","","40052","1400520056",""
"32","400507","","","","0","","","40052","1400520057",""
"93","0.2","","","","0","","","40052","1400520058",""
"32","400508","","","","1","","","40052","1400520059",""
"32","400509","","","","1","","","40052","1400520060",""
"3","1000001","","0.2","","travel_topdrama_r_4005_fall4","0","","40052","1400520061",""
"93","0.1","","","","0","","","40052","1400520062",""
"23","se_travel_top","","","","se_travel_top_pitfall_bodyfall","0","","40052","1400520063",""
"93","0.9","","","","0","","","40052","1400520064",""
"23","se_travel_top","","","","se_travel_top_pitfall_lookig_around","0","","40052","1400520065",""
"93","1.3","","","","0","","","40052","1400520066",""
"23","se_travel_top","","","","se_travel_top_pitfall_emote_notice","0","","40052","1400520067",""
"12","1000001","","20","0","4","0.01","0","40052","1400520068",""
"91","1400520061","","","","","","","40052","1400520069",""
"23","se_travel_top","","","","se_travel_top_pitfall_emote_joy","0","","40052","1400520070",""
"3","1000001","","0.2","","travel_topdrama_r_4005_guts","0","","40052","1400520071",""
"93","1","","","","0","","","40052","1400520072",""
"111","","","","","","","","40052","1400520073",""
"91","0","","","","","","","40052","1400520074",""
"5","5","0","0.3","0","5","50","-23","40061","1400610001","idle"
"5","0","0","1","0","0","55","-43","40061","1400610002","normal"
"91","0","","","","0","","","40061","1400610003",""
"3","5","0","0","","idle","1","","40061","1400610004",""
"91","0","","","","0","","","40061","1400610005",""
"101","1400610004","","","","","","","40061","1400610006",""
"91","0","","","","0","","","40061","1400610007",""
"1","1","0","1.46","-640","1000001","50","-110","40062","1400620001","travel_topdrama_r_4000_idle"
"5","5","0","0.4","210","5","50","-110","40062","1400620002","disappear"
"31","400600","","1","0","400600","0","1","40062","1400620003",""
"31","400601","","0","-100","400601","0","1","40062","1400620004",""
"31","400602","","0","-100","400602","0","1","40062","1400620005",""
"31","400603","","0","0","400603","0","1","40062","1400620006",""
"31","400604","","0","0","400604","0","1","40062","1400620007",""
"31","400605","","0","0","400605","0","1","40062","1400620008",""
"31","400606","","0","0","400606","0","1","40062","1400620009",""
"31","400607","","0","0","400607","0","1","40062","1400620010",""
"31","400608","","0","0","400608","0","1","40062","1400620011",""
"31","400609","","0","0","400609","0","1","40062","1400620012",""
"31","400610","","1","-70","400610","400","1","40062","1400620013",""
"31","400611","","0","-10","400611","200","1","40062","1400620014",""
"31","400006","","0","0","400006","0","1","40062","1400620015",""
"91","0","","","","0","","","40062","1400620016",""
"32","400006","","","","1","","","40062","1400620017",""
"23","se_travel_top","","","","se_travel_top_pitfall_foot1","0","","40062","1400620018",""
"3","1000001","","0.2","","travel_topdrama_r_4000_run_normal","1","","40062","1400620019",""
"2","1000001","","","1","-300","-110","","40062","1400620020",""
"93","1","","","","0","","","40062","1400620021",""
"23","se_travel_top","","","","se_travel_top_pitfall_emote_note","0","","40062","1400620022",""
"3","1000001","0.2","0.2","travel_topdrama_r_4000_idle_surprise1","travel_topdrama_r_4000_surprise","0","1","40062","1400620023",""
"12","1000001","","","0","10","0.3","0","40062","1400620024",""
"93","1.2","","","","0","","","40062","1400620025",""
"23","se_travel_top","","","","se_travel_top_pitfall_foot2","0","","40062","1400620026",""
"3","1000001","","0.2","","travel_topdrama_r_4000_run_joy","1","","40062","1400620027",""
"2","1000001","","","0.8","0","-110","","40062","1400620028",""
"93","0.8","","","","0","","","40062","1400620029",""
"23","se_travel_top","","","","se_travel_top_pitfall_open_hole","0","","40062","1400620030",""
"32","400601","","","","1","","","40062","1400620031",""
"32","400602","","","","1","","","40062","1400620032",""
"3","1000001","","0","","travel_topdrama_r_4005_fall1","1","","40062","1400620033",""
"93","0.3","","","","0","","","40062","1400620034",""
"23","se_travel_top","","","","se_travel_top_pitfall_panic","0","","40062","1400620035",""
"32","400605","","","","1","","","40062","1400620036",""
"93","1","","","","0","","","40062","1400620037",""
"23","se_travel_top","","","","se_travel_top_pitfall_fall","0","","40062","1400620038",""
"3","1000001","","0","","travel_topdrama_r_4005_fall2","0","","40062","1400620039",""
"32","400606","","","","1","","","40062","1400620040",""
"32","400607","","","","1","","","40062","1400620041",""
"93","0.3","","","","0","","","40062","1400620042",""
"23","se_travel_top","","","","se_travel_top_pitfall_drillmall1","0","","40062","1400620043",""
"3","5","","0","","appear","0","","40062","1400620044",""
"93","0.3","","","","0","","","40062","1400620045",""
"23","se_travel_top","","","","se_travel_top_pitfall_drillmall2","0","","40062","1400620046",""
"93","0.7","","","","0","","","40062","1400620047",""
"23","se_travel_top","","","","se_travel_top_pitfall_wipe","0","","40062","1400620048",""
"32","400603","","","","1","","","40062","1400620049",""
"93","0.2","","","","0","","","40062","1400620050",""
"3","1000001","","0","","travel_topdrama_r_4005_fall3","1","","40062","1400620051",""
"2","1000001","","","0.01","-200","-60","","40062","1400620052",""
"3","5","","0","","disappear","0","","40062","1400620053",""
"32","400610","","","","0","","","40062","1400620054",""
"32","400611","","","","1","","","40062","1400620055",""
"32","400601","","","","0","","","40062","1400620056",""
"32","400602","","","","0","","","40062","1400620057",""
"32","400604","","","","1","","","40062","1400620058",""
"32","400607","","","","0","","","40062","1400620059",""
"93","0.2","","","","0","","","40062","1400620060",""
"32","400608","","","","1","","","40062","1400620061",""
"32","400609","","","","1","","","40062","1400620062",""
"3","1000001","","0.2","","travel_topdrama_r_4005_fall4","0","","40062","1400620063",""
"93","0.1","","","","0","","","40062","1400620064",""
"23","se_travel_top","","","","se_travel_top_pitfall_bodyfall","0","","40062","1400620065",""
"93","0.9","","","","0","","","40062","1400620066",""
"23","se_travel_top","","","","se_travel_top_pitfall_lookig_around","0","","40062","1400620067",""
"93","1.3","","","","0","","","40062","1400620068",""
"23","se_travel_top","","","","se_travel_top_pitfall_emote_notice","0","","40062","1400620069",""
"12","1000001","","20","0","4","0.01","0","40062","1400620070",""
"91","1400620063","","","","","","","40062","1400620071",""
"23","se_travel_top","","","","se_travel_top_pitfall_emote_joy","0","","40062","1400620072",""
"3","1000001","","0.2","","travel_topdrama_r_4005_guts","0","","40062","1400620073",""
"93","1","","","","0","","","40062","1400620074",""
"111","","","","","","","","40062","1400620075",""
"91","0","","","","","","","40062","1400620076",""
"5","9","1","0.3","0","9","50","-113","40071","1400710001","idle"
"5","0","0","1","0","0","55","-83","40071","1400710002","rare"
"91","0","","","","0","","","40071","1400710003",""
"3","9","","0","","idle","1","","40071","1400710004",""
"91","0","","","","0","","","40071","1400710005",""
"101","1400710004","","","","","","","40071","1400710006",""
"91","0","","","","0","","","40071","1400710007",""
"1","1","0","1.46","-400","1000001","51","-150","40072","1400720001","travel_topdrama_r_4000_idle_normal"
"5","9","1","1","0","9","50","-250","40072","1400720002","disappear"
"5","16","1","1","0","16","53","-250","40072","1400720003","disappear"
"31","400700","","1","0","400700","0","1","40072","1400720004",""
"31","400701","","1","0","400701","0","1","40072","1400720005",""
"31","400702","","0","0","400702","0","1","40072","1400720006",""
"31","400703","","0","0","400703","0","1","40072","1400720007",""
"31","400704","","0","0","400704","0","1","40072","1400720008",""
"31","400705","","0","0","400705","0","1","40072","1400720009",""
"31","400720","","1","0","400720","0","1","40072","1400720010",""
"31","400721","","0","0","400721","0","1","40072","1400720011",""
"31","400722","","0","0","400722","0","1","40072","1400720012",""
"31","400723","","0","0","400723","0","1","40072","1400720013",""
"31","400724","","0","0","400724","0","1","40072","1400720014",""
"31","400730","","0","0","400730","0","1","40072","1400720015",""
"31","400740","","0","0","400740","0","1","40072","1400720016",""
"31","400741","","0","0","400741","0","1","40072","1400720017",""
"31","400742","","0","0","400742","0","1","40072","1400720018",""
"31","400743","","0","0","400743","0","1","40072","1400720019",""
"31","400744","","0","0","400744","0","1","40072","1400720020",""
"31","400750","","0","0","400750","0","1","40072","1400720021",""
"31","400751","","0","0","400751","0","1","40072","1400720022",""
"31","400752","","0","0","400752","0","1","40072","1400720023",""
"31","400753","","0","0","400753","0","1","40072","1400720024",""
"31","400754","","0","0","400754","0","1","40072","1400720025",""
"31","400780","","0","0","400780","0","1","40072","1400720026",""
"31","400781","","0","0","400781","0","1","40072","1400720027",""
"31","400790","","0","0","400790","0","1","40072","1400720028",""
"31","400007","","0","0","400007","0","1","40072","1400720029",""
"91","0","","","","0","","","40072","1400720030",""
"93","0","","","","0","","","40072","1400720031",""
"32","400007","","","","1","","","40072","1400720032",""
"23","se_travel_top","","","","se_travel_top_ziz_foot","0","","40072","1400720033",""
"3","1000001","","0.2","","travel_topdrama_r_4007_walk_to_surprise","0","","40072","1400720034",""
"2","1000001","","","1.8","-100","-150","","40072","1400720035",""
"93","1","","","","0","","","40072","1400720036",""
"23","se_travel_top","","","","se_travel_top_ziz_approach","0","","40072","1400720037",""
"93","0.6","","","","0","","","40072","1400720038",""
"23","se_travel_top","","","","se_travel_top_ziz_emote_notice","0","","40072","1400720039",""
"12","1000001","","","0","4","0.5","0","40072","1400720040",""
"93","1.2","","","","0","","","40072","1400720041",""
"122","3","","","","3","1","","40072","1400720042",""
"93","0.3","","","","0","","","40072","1400720043",""
"23","se_travel_top","","","","se_travel_top_ziz_surprise","0","","40072","1400720044",""
"32","400722","","","","1","","","40072","1400720045",""
"93","0.2","","","","0","","","40072","1400720046",""
"122","5","","","","5","1","","40072","1400720047",""
"93","0.5","","","","0","","","40072","1400720048",""
"23","se_travel_top","","","","se_travel_top_ziz_whoosh","0","","40072","1400720049",""
"122","10","","","","10","1","","40072","1400720050",""
"93","0.25","","","","0","","","40072","1400720051",""
"32","400723","","","","1","","","40072","1400720052",""
"93","0.05","","","","0","","","40072","1400720053",""
"32","400700","","","","0","","","40072","1400720054",""
"32","400701","","","","0","","","40072","1400720055",""
"23","se_travel_top","","","","se_travel_top_ziz_hit","0","","40072","1400720056",""
"32","400721","","","","1","","","40072","1400720057",""
"93","0.1","","","","0","","","40072","1400720058",""
"32","400702","","","","1","","","40072","1400720059",""
"23","se_travel_top","","","","se_travel_top_ziz_wing","1","","40072","1400720060",""
"3","1000001","","0.2","","travel_topdrama_r_4007_grab","1","","40072","1400720061",""
"2","1000001","","","0.01","0","-200","","40072","1400720062",""
"3","9","","0.2","","idle","1","","40072","1400720063",""
"3","16","","0.2","","idle","1","","40072","1400720064",""
"93","0.2","","","","0","","","40072","1400720065",""
"32","400720","","","","0","","","40072","1400720066",""
"32","400721","","","","0","","","40072","1400720067",""
"32","400722","","","","0","","","40072","1400720068",""
"93","2","","","","0","","","40072","1400720069",""
"32","400790","","","","1","","","40072","1400720070",""
"103","もがいて逃げる","","","","1400720073","0","","40072","1400720071",""
"103","おとなしくしている","","","","1400720075","0","","40072","1400720072",""
"102","1","","","","0","","","40072","1400720073",""
"101","1400720077","","","","","","","40072","1400720074",""
"102","2","","","","0","","","40072","1400720075",""
"101","1400720077","","","","","","","40072","1400720076",""
"91","0","","","","","","","40072","1400720077",""
"93","0","","","","0","","","40073","1400730001",""
"24","se_travel_top_ziz_wing","","","","0.2","","","40073","1400730002",""
"32","400790","","","","0","","","40073","1400730003",""
"23","se_travel_top","","","","se_travel_top_ziz_panic","0","","40073","1400730004",""
"32","400724","","","","1","","","40073","1400730005",""
"3","1000001","","0.2","","travel_topdrama_r_4007_fall1","0","","40073","1400730006",""
"3","9","","0.2","","fall","0","","40073","1400730007",""
"3","16","","0.2","","fall","0","","40073","1400730008",""
"93","1.8","","","","0","","","40073","1400730009",""
"23","se_travel_top","","","","se_travel_top_ziz_cry","0","","40073","1400730010",""
"23","se_travel_top","","","","se_travel_top_ziz_fall","0","","40073","1400730011",""
"93","1","","","","0","","","40073","1400730012",""
"32","400740","","","","1","","","40073","1400730013",""
"93","0.2","","","","0","","","40073","1400730014",""
"3","1000001","","0","","travel_topdrama_r_4007_fall2","0","","40073","1400730015",""
"2","1000001","","","0.01","-200","-180","","40073","1400730016",""
"3","9","","0","","disappear","0","","40073","1400730017",""
"3","16","","0","","disappear","0","","40073","1400730018",""
"32","400702","","","","0","","","40073","1400730019",""
"32","400704","","","","1","","","40073","1400730020",""
"32","400705","","","","1","","","40073","1400730021",""
"32","400724","","","","0","","","40073","1400730022",""
"32","400750","","","","1","","","40073","1400730023",""
"32","400751","","","","1","","","40073","1400730024",""
"32","400753","","","","1","","","40073","1400730025",""
"93","0.3","","","","0","","","40073","1400730026",""
"23","se_travel_top","","","","se_travel_top_ziz_drop2","0","","40073","1400730027",""
"93","0.3","","","","0","","","40073","1400730028",""
"32","400741","","","","1","","","40073","1400730029",""
"32","400742","","","","1","","","40073","1400730030",""
"32","400752","","","","1","","","40073","1400730031",""
"3","1000001","","0.2","","travel_topdrama_r_4007_fall3","0","","40073","1400730032",""
"93","0.3","","","","0","","","40073","1400730033",""
"23","se_travel_top","","","","se_travel_top_ziz_drop3","0","","40073","1400730034",""
"93","0.6","","","","0","","","40073","1400730035",""
"23","se_travel_top","","","","se_travel_top_ziz_look_around","0","","40073","1400730036",""
"91","1400730032","","","","","","","40073","1400730037",""
"3","1000001","","0","","travel_topdrama_r_4007_fall4_hit","0","","40073","1400730038",""
"93","0.5","","","","0","","","40073","1400730039",""
"23","se_travel_top","","","","se_travel_top_ziz_joy2","0","","40073","1400730040",""
"12","1000001","","","0","10","0.5","0","40073","1400730041",""
"93","1.5","","","","0","","","40073","1400730042",""
"111","","","","","","","","40073","1400730043",""
"91","0","","","","","","","40073","1400730044",""
"93","0","","","","0","","","40074","1400740001",""
"24","se_travel_top_ziz_wing","","","","0.2","","","40074","1400740002",""
"32","400790","","","","0","","","40074","1400740003",""
"23","se_travel_top","","","","se_travel_top_ziz_panic","0","","40074","1400740004",""
"32","400724","","","","1","","","40074","1400740005",""
"3","1000001","","0.2","","travel_topdrama_r_4007_fall1","0","","40074","1400740006",""
"3","9","","0.2","","fall","0","","40074","1400740007",""
"3","16","","0.2","","fall","0","","40074","1400740008",""
"93","1.8","","","","0","","","40074","1400740009",""
"23","se_travel_top","","","","se_travel_top_ziz_cry","0","","40074","1400740010",""
"23","se_travel_top","","","","se_travel_top_ziz_fall","0","","40074","1400740011",""
"93","1","","","","0","","","40074","1400740012",""
"32","400740","","","","1","","","40074","1400740013",""
"93","0.2","","","","0","","","40074","1400740014",""
"3","1000001","","0","","travel_topdrama_r_4007_fall2","0","","40074","1400740015",""
"2","1000001","","","0.01","-200","-180","","40074","1400740016",""
"3","9","","0","","disappear","0","","40074","1400740017",""
"3","16","","0","","disappear","0","","40074","1400740018",""
"32","400702","","","","0","","","40074","1400740019",""
"32","400704","","","","1","","","40074","1400740020",""
"32","400705","","","","1","","","40074","1400740021",""
"32","400724","","","","0","","","40074","1400740022",""
"32","400750","","","","1","","","40074","1400740023",""
"32","400751","","","","1","","","40074","1400740024",""
"32","400754","","","","1","","","40074","1400740025",""
"93","0.3","","","","0","","","40074","1400740026",""
"23","se_travel_top","","","","se_travel_top_ziz_drop2","0","","40074","1400740027",""
"93","0.3","","","","0","","","40074","1400740028",""
"32","400741","","","","1","","","40074","1400740029",""
"32","400742","","","","1","","","40074","1400740030",""
"32","400752","","","","1","","","40074","1400740031",""
"3","1000001","","0.2","","travel_topdrama_r_4007_fall3","0","","40074","1400740032",""
"93","0.3","","","","0","","","40074","1400740033",""
"23","se_travel_top","","","","se_travel_top_ziz_drop3","0","","40074","1400740034",""
"93","0.6","","","","0","","","40074","1400740035",""
"23","se_travel_top","","","","se_travel_top_ziz_look_around","0","","40074","1400740036",""
"91","1400740032","","","","","","","40074","1400740037",""
"3","1000001","","0","","travel_topdrama_r_4007_fall4_hit","0","","40074","1400740038",""
"93","0.5","","","","0","","","40074","1400740039",""
"23","se_travel_top","","","","se_travel_top_ziz_joy2","0","","40074","1400740040",""
"12","1000001","","","0","10","0.5","0","40074","1400740041",""
"93","1.5","","","","0","","","40074","1400740042",""
"111","","","","","","","","40074","1400740043",""
"91","0","","","","","","","40074","1400740044",""
"93","0","","","","0","","","40075","1400750001",""
"24","se_travel_top_ziz_wing","","","","0.2","","","40075","1400750002",""
"32","400790","","","","0","","","40075","1400750003",""
"93","1","","","","0","","","40075","1400750004",""
"23","se_travel_top","","","","se_travel_top_ziz_passaway","0","","40075","1400750005",""
"3","1000001","","0.2","","travel_topdrama_r_4007_grab_move","0","","40075","1400750006",""
"3","9","","0.2","","grab_move","0","","40075","1400750007",""
"3","16","","0.2","","grab_move","0","","40075","1400750008",""
"93","1.5","","","","0","","","40075","1400750009",""
