f2cd3c4ab1cc8d04312244d302eff36889c8fac8305577c40cb58fdce4261344,f4e2cf8e0dec3ace79b35ebe68da9a359d60c9c18e0e25c51efaeac56953a42e,51d87f74c2721bbe8ede99b3cb5ba65e977eb1b59b3d46865949d1c333c4840c,07fe82521389c79e888e93c613db2885cc73ac8e1a83cc5fd25009432002c3d2,a6dcc42514b1a6de69beac5243ddb9970d6f35bbfec521ebf6b16a6c79a1b333,e8abe84008bace5b6abae3df2221662d8455056afcc89824eb1fd00e6d2b1285,32610ab0df055f6f80ae026df69d573b9a0d9c35a53fa425a10cf371b30b3764,bd2f34202a2e1aff8c0447ad66254e08cb87c3b71c1871e44498298587bd5022,c779abfded361676e0334c2ec03eaea75f0b2edfcbed0080911f0f90b12cdb52,47c92fdb98f959ad2488b5256863ec9051313968497511fa6fe28cb746e1bf1b,9c3b36005f4feb64c164bf5fd3d6e12a2d747f037e6e65bb4954ca5d0afa9425
"","","30091","300900","300900","1","31","1300910007","3","-57","1"
"0","normal","30091","0","0","-87","5","1300910008","110","0","1"
"","","30091","1000001","travel_topdrama_r_3007_idle_A","","3","1300910009","1","","0.2"
"","","30091","1000002","travel_topdrama_r_3007_idle_B","","3","1300910010","1","","0.2"
"","","30091","1000003","travel_topdrama_r_3007_idle_C","","3","1300910011","1","","0.2"
"","","30091","1000004","travel_topdrama_r_3007_idle_D","","3","1300910012","1","","0.2"
"","","30091","0","0","","91","1300910013","","",""
"","","30091","300915","travel_topdrama_r_3007_idleF","","3","1300910014","0","","0.2"
"","","30091","0","0","","91","1300910015","","",""
"","","30091","1300910013","","","101","1300910016","","",""
"","","30091","0","none","","3","1300910017","0","",""
"","","30091","0","","","91","1300910018","","",""
"","","30092","300901","300901","1","31","1300920001","3","-50","0"
"","","30092","0","","","91","1300920002","","d",""
"","","30092","se_travel_top","se_travel_top_geyser_rumble","","23","1300920003","0","",""
"","","30092","300915","travel_topdrama_r_3007_geyserF","","3","1300920004","0","","0"
"","","30092","300916","travel_topdrama_r_3007_geyserB","","3","1300920005","0","","0"
"","","30092","0.33","0","","93","1300920006","","",""
"","","30092","1000001","travel_topdrama_r_3007_geyser_A","","3","1300920007","0","","0.2"
"","","30092","1000002","travel_topdrama_r_3007_geyser_B","","3","1300920008","0","","0.2"
"","","30092","1000003","travel_topdrama_r_3007_geyser_C","","3","1300920009","0","","0.2"
"","","30092","1000004","travel_topdrama_r_3007_geyser_D","","3","1300920010","0","","0.2"
"","","30092","2.66","0","","93","1300920011","","",""
"","","30092","300900","0","","32","1300920012","","",""
"","","30092","300901","1","","32","1300920013","","",""
"","","30092","se_travel_top","se_travel_top_geyser_splash","","23","1300920014","0","",""
"","","30092","1.86","0","","93","1300920015","","",""
"","","30092","se_travel_top","se_travel_top_geyser_splash_rare","","23","1300920016","0","",""
"","","30092","1.14","0","","93","1300920017","","",""
"","","30092","","","","111","1300920018","","",""
"","","30092","0","","","91","1300920019","","",""
"0","travel_topdrama_r_4001_idle_A","40011","1","1000001","-55","1","1400110001","50","25","0.8"
"0","travel_topdrama_r_4001_idle_B","40011","1","1000002","-65","1","1400110002","51","-25","0.8"
"0","normal","40011","0","0","-75","5","1400110003","55","0","1"
"","","40011","0","0","","91","1400110004","","",""
"0","","40011","1000001","travel_topdrama_r_4001_idle_A","","3","1400110005","1","","0.2"
"0","","40011","1000002","travel_topdrama_r_4001_idle_B","","3","1400110006","1","","0.2"
"","","40011","0","0","","91","1400110007","","",""
"","","40011","1400110005","","","101","1400110008","","",""
"","","40011","0","0","","91","1400110009","","",""
"0","travel_topdrama_r_4000_idle","40012","1","1000001","-75","1","1400120001","49","-390","1.46"
"0","travel_topdrama_r_4000_idle","40012","1","1000002","-100","1","1400120002","50","-510","1.46"
"1","disappear","40012","6","6","-150","5","1400120003","55","0","0.6"
"","","40012","400100","400100","1","31","1400120004","0","0","1"
"","","40012","400101","400101","1","31","1400120005","0","0","1"
"","","40012","400102","400102","1","31","1400120006","0","0","0"
"","","40012","400103","400103","1","31","1400120007","0","0","0"
"","","40012","400104","400104","1","31","1400120008","140","190","0"
"","","40012","400105","400105","1","31","1400120009","0","0","0"
"","","40012","400001","400001","1","31","1400120010","0","0","0"
"","","40012","0","0","","91","1400120011","","",""
"","","40012","400001","1","","32","1400120012","","",""
"","","40012","se_travel_top","se_travel_top_yamagami_foot","","23","1400120013","0","",""
"","","40012","1000001","travel_topdrama_r_4001_A_01","","3","1400120014","1","","0.2"
"","","40012","1000001","60","","2","1400120015","-75","2.3",""
"","","40012","1000002","travel_topdrama_r_4001_B_01","","3","1400120016","1","","0.2"
"","","40012","1000002","-60","","2","1400120017","-100","2.3",""
"","","40012","2","0","","93","1400120018","","",""
"","","40012","se_travel_top","se_travel_top_yamagami_rumble","","23","1400120019","0","",""
"","","40012","5","5","","122","1400120020","1.3","",""
"","","40012","0.3","0","","93","1400120021","","",""
"","","40012","7.5","7.5","","122","1400120022","2.5","",""
"","","40012","se_travel_top","se_travel_top_yamagami_emote_common","","23","1400120023","0","",""
"","","40012","1000001","travel_topdrama_r_4001_A_02","","3","1400120024","0","","0.2"
"","","40012","1000001","3","0","12","1400120025","0.3","0",""
"","","40012","0.1","0","","93","1400120026","","",""
"","","40012","1000002","travel_topdrama_r_4001_B_02","","3","1400120027","0","","0.2"
"","","40012","1000002","3","0","12","1400120028","0.2","0",""
"","","40012","0.6","0","","93","1400120029","","",""
"","","40012","10","10","","122","1400120030","4","",""
"","","40012","6","run","","3","1400120031","0","disappear","0"
"","","40012","400102","1","","32","1400120032","","",""
"","","40012","400103","1","","32","1400120033","","",""
"","","40012","0.5","0","","93","1400120034","","",""
"","","40012","se_travel_top","se_travel_top_yamagami_passaway","","23","1400120035","0","",""
"","","40012","0.2","0","","93","1400120036","","",""
"","","40012","se_travel_top","se_travel_top_yamagami_pass_wind","","23","1400120037","0","",""
"","","40012","0.2","0","","93","1400120038","","",""
"","","40012","se_travel_top","se_travel_top_yamagami_rumble2","","23","1400120039","0","",""
"","","40012","se_travel_top","se_travel_top_yamagami_rolling","","23","1400120040","0","",""
"","","40012","400104","1","","32","1400120041","","",""
"","","40012","1000002","travel_topdrama_r_4001_B_03","","3","1400120042","0","","0.2"
"","","40012","0.1","0","","93","1400120043","","",""
"","","40012","1000001","travel_topdrama_r_4001_A_03","","3","1400120044","0","","0.2"
"","","40012","1.75","0","","93","1400120045","","",""
"","","40012","400105","1","","32","1400120046","","",""
"","","40012","0.2","0","","93","1400120047","","",""
"","","40012","se_travel_top","se_travel_top_yamagami_drop_box","","23","1400120048","0","",""
"","","40012","1.55","0","","93","1400120049","","",""
"","","40012","","","","111","1400120050","","",""
"","","40012","0","","","91","1400120051","","",""
"0","travel_topdrama_r_4001_idle_A","40021","1","1000001","-55","1","1400210001","50","25","0.8"
"0","travel_topdrama_r_4001_idle_B","40021","1","1000002","-65","1","1400210002","51","-25","0.8"
"0","normal","40021","0","0","-75","5","1400210003","55","0","1"
"","","40021","0","0","","91","1400210004","","",""
"0","","40021","1000001","travel_topdrama_r_4001_idle_A","","3","1400210005","1","","0.2"
"0","","40021","1000002","travel_topdrama_r_4001_idle_B","","3","1400210006","1","","0.2"
"","","40021","0","0","","91","1400210007","","",""
"","","40021","1400210005","","","101","1400210008","","",""
"","","40021","0","0","","91","1400210009","","",""
"0","travel_topdrama_r_4000_idle","40022","1","1000001","-75","1","1400220001","49","-390","1.46"
"0","travel_topdrama_r_4000_idle","40022","1","1000002","-100","1","1400220002","50","-510","1.46"
"1","disappear","40022","6","6","-150","5","1400220003","55","0","0.6"
"","","40022","400200","400200","1","31","1400220004","0","0","1"
"","","40022","400201","400201","1","31","1400220005","0","0","1"
"","","40022","400202","400202","1","31","1400220006","0","0","0"
"","","40022","400203","400203","1","31","1400220007","0","0","0"
"","","40022","400204","400204","1","31","1400220008","140","190","0"
"","","40022","400205","400205","1","31","1400220009","0","0","0"
"","","40022","400002","400002","1","31","1400220010","0","0","0"
"","","40022","0","0","","91","1400220011","","",""
"","","40022","400002","1","","32","1400220012","","",""
"","","40022","se_travel_top","se_travel_top_yamagami_foot","","23","1400220013","0","",""
"","","40022","1000001","travel_topdrama_r_4001_A_01","","3","1400220014","1","","0.2"
"","","40022","1000001","60","","2","1400220015","-75","2.3",""
"","","40022","1000002","travel_topdrama_r_4001_B_01","","3","1400220016","1","","0.2"
"","","40022","1000002","-60","","2","1400220017","-100","2.3",""
"","","40022","2","0","","93","1400220018","","",""
"","","40022","se_travel_top","se_travel_top_yamagami_rumble","","23","1400220019","0","",""
"","","40022","5","5","","122","1400220020","1.3","",""
"","","40022","0.3","0","","93","1400220021","","",""
"","","40022","7.5","7.5","","122","1400220022","2.5","",""
"","","40022","se_travel_top","se_travel_top_yamagami_emote_common","","23","1400220023","0","",""
"","","40022","1000001","travel_topdrama_r_4001_A_02","","3","1400220024","0","","0.2"
"","","40022","1000001","3","0","12","1400220025","0.3","0",""
"","","40022","0.1","0","","93","1400220026","","",""
"","","40022","1000002","travel_topdrama_r_4001_B_02","","3","1400220027","0","","0.2"
"","","40022","1000002","3","0","12","1400220028","0.2","0",""
"","","40022","0.6","0","","93","1400220029","","",""
"","","40022","10","10","","122","1400220030","4","",""
"","","40022","6","run","","3","1400220031","0","disappear","0"
"","","40022","400202","1","","32","1400220032","","",""
"","","40022","400203","1","","32","1400220033","","",""
"","","40022","0.5","0","","93","1400220034","","",""
"","","40022","se_travel_top","se_travel_top_yamagami_passaway","","23","1400220035","0","",""
"","","40022","0.2","0","","93","1400220036","","",""
"","","40022","se_travel_top","se_travel_top_yamagami_pass_wind","","23","1400220037","0","",""
"","","40022","0.2","0","","93","1400220038","","",""
"","","40022","se_travel_top","se_travel_top_yamagami_rumble2","","23","1400220039","0","",""
"","","40022","se_travel_top","se_travel_top_yamagami_rolling","","23","1400220040","0","",""
"","","40022","400204","1","","32","1400220041","","",""
"","","40022","1000002","travel_topdrama_r_4001_B_03","","3","1400220042","0","","0.2"
"","","40022","0.1","0","","93","1400220043","","",""
"","","40022","1000001","travel_topdrama_r_4001_A_03","","3","1400220044","0","","0.2"
"","","40022","1.75","0","","93","1400220045","","",""
"","","40022","400205","1","","32","1400220046","","",""
"","","40022","0.2","0","","93","1400220047","","",""
"","","40022","se_travel_top","se_travel_top_yamagami_drop_box","","23","1400220048","0","",""
"","","40022","se_travel_top","se_travel_top_yamagami_drop_silverbox","","23","1400220049","0","",""
"","","40022","1.55","0","","93","1400220050","","",""
"","","40022","","","","111","1400220051","","",""
"","","40022","0","","","91","1400220052","","",""
"0","idle","40051","5","5","-23","5","1400510001","50","0","0.3"
"0","normal","40051","0","0","-43","5","1400510002","55","0","1"
"","","40051","0","0","","91","1400510003","","",""
"0","","40051","5","idle","","3","1400510004","1","","0"
"","","40051","0","0","","91","1400510005","","",""
"","","40051","1400510004","","","101","1400510006","","",""
"","","40051","0","0","","91","1400510007","","",""
"0","travel_topdrama_r_4000_idle","40052","1","1000001","-110","1","1400520001","50","-640","1.46"
"0","disappear","40052","5","5","-110","5","1400520002","50","210","0.4"
"","","40052","400500","400500","1","31","1400520003","0","0","1"
"","","40052","400501","400501","1","31","1400520004","0","-100","0"
"","","40052","400502","400502","1","31","1400520005","0","-100","0"
"","","40052","400503","400503","1","31","1400520006","0","0","0"
"","","40052","400504","400504","1","31","1400520007","0","0","0"
"","","40052","400505","400505","1","31","1400520008","0","0","0"
"","","40052","400506","400506","1","31","1400520009","0","0","0"
"","","40052","400507","400507","1","31","1400520010","0","0","0"
"","","40052","400508","400508","1","31","1400520011","0","0","0"
"","","40052","400509","400509","1","31","1400520012","0","0","0"
"","","40052","400510","400510","1","31","1400520013","400","-70","1"
"","","40052","400005","400005","1","31","1400520014","0","0","0"
"","","40052","0","0","","91","1400520015","","",""
"","","40052","400005","1","","32","1400520016","","",""
"","","40052","se_travel_top","se_travel_top_pitfall_foot1","","23","1400520017","0","",""
"","","40052","1000001","travel_topdrama_r_4000_run_normal","","3","1400520018","1","","0.2"
"","","40052","1000001","-300","","2","1400520019","-110","1",""
"","","40052","1","0","","93","1400520020","","",""
"","","40052","se_travel_top","se_travel_top_pitfall_emote_note","","23","1400520021","0","",""
"0.2","","40052","1000001","travel_topdrama_r_4000_surprise","1","3","1400520022","0","travel_topdrama_r_4000_idle_surprise1","0.2"
"","","40052","1000001","10","0","12","1400520023","0.3","0",""
"","","40052","1.2","0","","93","1400520024","","",""
"","","40052","se_travel_top","se_travel_top_pitfall_foot2","","23","1400520025","0","",""
"","","40052","1000001","travel_topdrama_r_4000_run_joy","","3","1400520026","1","","0.2"
"","","40052","1000001","0","","2","1400520027","-110","0.8",""
"","","40052","0.8","0","","93","1400520028","","",""
"","","40052","se_travel_top","se_travel_top_pitfall_open_hole","","23","1400520029","0","",""
"","","40052","400501","1","","32","1400520030","","",""
"","","40052","400502","1","","32","1400520031","","",""
"","","40052","1000001","travel_topdrama_r_4005_fall1","","3","1400520032","1","","0"
"","","40052","0.3","0","","93","1400520033","","",""
"","","40052","se_travel_top","se_travel_top_pitfall_panic","","23","1400520034","0","",""
"","","40052","400505","1","","32","1400520035","","",""
"","","40052","1","0","","93","1400520036","","",""
"","","40052","se_travel_top","se_travel_top_pitfall_fall","","23","1400520037","0","",""
"","","40052","1000001","travel_topdrama_r_4005_fall2","","3","1400520038","0","","0"
"","","40052","400506","1","","32","1400520039","","",""
"","","40052","400507","1","","32","1400520040","","",""
"","","40052","0.3","0","","93","1400520041","","",""
"","","40052","se_travel_top","se_travel_top_pitfall_drillmall1","","23","1400520042","0","",""
"","","40052","5","appear","","3","1400520043","0","","0"
"","","40052","0.3","0","","93","1400520044","","",""
"","","40052","se_travel_top","se_travel_top_pitfall_drillmall2","","23","1400520045","0","",""
"","","40052","0.7","0","","93","1400520046","","",""
"","","40052","se_travel_top","se_travel_top_pitfall_wipe","","23","1400520047","0","",""
"","","40052","400503","1","","32","1400520048","","",""
"","","40052","0.2","0","","93","1400520049","","",""
"","","40052","1000001","travel_topdrama_r_4005_fall3","","3","1400520050","1","","0"
"","","40052","1000001","-200","","2","1400520051","-60","0.01",""
"","","40052","5","disappear","","3","1400520052","0","","0"
"","","40052","400510","200","","33","1400520053","-10","0.01",""
"","","40052","400501","0","","32","1400520054","","",""
"","","40052","400502","0","","32","1400520055","","",""
"","","40052","400504","1","","32","1400520056","","",""
"","","40052","400507","0","","32","1400520057","","",""
"","","40052","0.2","0","","93","1400520058","","",""
"","","40052","400508","1","","32","1400520059","","",""
"","","40052","400509","1","","32","1400520060","","",""
"","","40052","1000001","travel_topdrama_r_4005_fall4","","3","1400520061","0","","0.2"
"","","40052","0.1","0","","93","1400520062","","",""
"","","40052","se_travel_top","se_travel_top_pitfall_bodyfall","","23","1400520063","0","",""
"","","40052","0.9","0","","93","1400520064","","",""
"","","40052","se_travel_top","se_travel_top_pitfall_lookig_around","","23","1400520065","0","",""
"","","40052","1.3","0","","93","1400520066","","",""
"","","40052","se_travel_top","se_travel_top_pitfall_emote_notice","","23","1400520067","0","",""
"","","40052","1000001","4","0","12","1400520068","0.01","0","20"
"","","40052","1400520061","","","91","1400520069","","",""
"","","40052","se_travel_top","se_travel_top_pitfall_emote_joy","","23","1400520070","0","",""
"","","40052","1000001","travel_topdrama_r_4005_guts","","3","1400520071","0","","0.2"
"","","40052","1","0","","93","1400520072","","",""
"","","40052","","","","111","1400520073","","",""
"","","40052","0","","","91","1400520074","","",""
"0","idle","40061","5","5","-23","5","1400610001","50","0","0.3"
"0","normal","40061","0","0","-43","5","1400610002","55","0","1"
"","","40061","0","0","","91","1400610003","","",""
"0","","40061","5","idle","","3","1400610004","1","","0"
"","","40061","0","0","","91","1400610005","","",""
"","","40061","1400610004","","","101","1400610006","","",""
"","","40061","0","0","","91","1400610007","","",""
"0","travel_topdrama_r_4000_idle","40062","1","1000001","-110","1","1400620001","50","-640","1.46"
"0","disappear","40062","5","5","-110","5","1400620002","50","210","0.4"
"","","40062","400600","400600","1","31","1400620003","0","0","1"
"","","40062","400601","400601","1","31","1400620004","0","-100","0"
"","","40062","400602","400602","1","31","1400620005","0","-100","0"
"","","40062","400603","400603","1","31","1400620006","0","0","0"
"","","40062","400604","400604","1","31","1400620007","0","0","0"
"","","40062","400605","400605","1","31","1400620008","0","0","0"
"","","40062","400606","400606","1","31","1400620009","0","0","0"
"","","40062","400607","400607","1","31","1400620010","0","0","0"
"","","40062","400608","400608","1","31","1400620011","0","0","0"
"","","40062","400609","400609","1","31","1400620012","0","0","0"
"","","40062","400610","400610","1","31","1400620013","400","-70","1"
"","","40062","400611","400611","1","31","1400620014","200","-10","0"
"","","40062","400006","400006","1","31","1400620015","0","0","0"
"","","40062","0","0","","91","1400620016","","",""
"","","40062","400006","1","","32","1400620017","","",""
"","","40062","se_travel_top","se_travel_top_pitfall_foot1","","23","1400620018","0","",""
"","","40062","1000001","travel_topdrama_r_4000_run_normal","","3","1400620019","1","","0.2"
"","","40062","1000001","-300","","2","1400620020","-110","1",""
"","","40062","1","0","","93","1400620021","","",""
"","","40062","se_travel_top","se_travel_top_pitfall_emote_note","","23","1400620022","0","",""
"0.2","","40062","1000001","travel_topdrama_r_4000_surprise","1","3","1400620023","0","travel_topdrama_r_4000_idle_surprise1","0.2"
"","","40062","1000001","10","0","12","1400620024","0.3","0",""
"","","40062","1.2","0","","93","1400620025","","",""
"","","40062","se_travel_top","se_travel_top_pitfall_foot2","","23","1400620026","0","",""
"","","40062","1000001","travel_topdrama_r_4000_run_joy","","3","1400620027","1","","0.2"
"","","40062","1000001","0","","2","1400620028","-110","0.8",""
"","","40062","0.8","0","","93","1400620029","","",""
"","","40062","se_travel_top","se_travel_top_pitfall_open_hole","","23","1400620030","0","",""
"","","40062","400601","1","","32","1400620031","","",""
"","","40062","400602","1","","32","1400620032","","",""
"","","40062","1000001","travel_topdrama_r_4005_fall1","","3","1400620033","1","","0"
"","","40062","0.3","0","","93","1400620034","","",""
"","","40062","se_travel_top","se_travel_top_pitfall_panic","","23","1400620035","0","",""
"","","40062","400605","1","","32","1400620036","","",""
"","","40062","1","0","","93","1400620037","","",""
"","","40062","se_travel_top","se_travel_top_pitfall_fall","","23","1400620038","0","",""
"","","40062","1000001","travel_topdrama_r_4005_fall2","","3","1400620039","0","","0"
"","","40062","400606","1","","32","1400620040","","",""
"","","40062","400607","1","","32","1400620041","","",""
"","","40062","0.3","0","","93","1400620042","","",""
"","","40062","se_travel_top","se_travel_top_pitfall_drillmall1","","23","1400620043","0","",""
"","","40062","5","appear","","3","1400620044","0","","0"
"","","40062","0.3","0","","93","1400620045","","",""
"","","40062","se_travel_top","se_travel_top_pitfall_drillmall2","","23","1400620046","0","",""
"","","40062","0.7","0","","93","1400620047","","",""
"","","40062","se_travel_top","se_travel_top_pitfall_wipe","","23","1400620048","0","",""
"","","40062","400603","1","","32","1400620049","","",""
"","","40062","0.2","0","","93","1400620050","","",""
"","","40062","1000001","travel_topdrama_r_4005_fall3","","3","1400620051","1","","0"
"","","40062","1000001","-200","","2","1400620052","-60","0.01",""
"","","40062","5","disappear","","3","1400620053","0","","0"
"","","40062","400610","0","","32","1400620054","","",""
"","","40062","400611","1","","32","1400620055","","",""
"","","40062","400601","0","","32","1400620056","","",""
"","","40062","400602","0","","32","1400620057","","",""
"","","40062","400604","1","","32","1400620058","","",""
"","","40062","400607","0","","32","1400620059","","",""
"","","40062","0.2","0","","93","1400620060","","",""
"","","40062","400608","1","","32","1400620061","","",""
"","","40062","400609","1","","32","1400620062","","",""
"","","40062","1000001","travel_topdrama_r_4005_fall4","","3","1400620063","0","","0.2"
"","","40062","0.1","0","","93","1400620064","","",""
"","","40062","se_travel_top","se_travel_top_pitfall_bodyfall","","23","1400620065","0","",""
"","","40062","0.9","0","","93","1400620066","","",""
"","","40062","se_travel_top","se_travel_top_pitfall_lookig_around","","23","1400620067","0","",""
"","","40062","1.3","0","","93","1400620068","","",""
"","","40062","se_travel_top","se_travel_top_pitfall_emote_notice","","23","1400620069","0","",""
"","","40062","1000001","4","0","12","1400620070","0.01","0","20"
"","","40062","1400620063","","","91","1400620071","","",""
"","","40062","se_travel_top","se_travel_top_pitfall_emote_joy","","23","1400620072","0","",""
"","","40062","1000001","travel_topdrama_r_4005_guts","","3","1400620073","0","","0.2"
"","","40062","1","0","","93","1400620074","","",""
"","","40062","","","","111","1400620075","","",""
"","","40062","0","","","91","1400620076","","",""
"1","idle","40071","9","9","-113","5","1400710001","50","0","0.3"
"0","rare","40071","0","0","-83","5","1400710002","55","0","1"
"","","40071","0","0","","91","1400710003","","",""
"","","40071","9","idle","","3","1400710004","1","","0"
"","","40071","0","0","","91","1400710005","","",""
"","","40071","1400710004","","","101","1400710006","","",""
"","","40071","0","0","","91","1400710007","","",""
"0","travel_topdrama_r_4000_idle_normal","40072","1","1000001","-150","1","1400720001","51","-400","1.46"
"1","disappear","40072","9","9","-250","5","1400720002","50","0","1"
"1","disappear","40072","16","16","-250","5","1400720003","53","0","1"
"","","40072","400700","400700","1","31","1400720004","0","0","1"
"","","40072","400701","400701","1","31","1400720005","0","0","1"
"","","40072","400702","400702","1","31","1400720006","0","0","0"
"","","40072","400703","400703","1","31","1400720007","0","0","0"
"","","40072","400704","400704","1","31","1400720008","0","0","0"
"","","40072","400705","400705","1","31","1400720009","0","0","0"
"","","40072","400720","400720","1","31","1400720010","0","0","1"
"","","40072","400721","400721","1","31","1400720011","0","0","0"
"","","40072","400722","400722","1","31","1400720012","0","0","0"
"","","40072","400723","400723","1","31","1400720013","0","0","0"
"","","40072","400724","400724","1","31","1400720014","0","0","0"
"","","40072","400730","400730","1","31","1400720015","0","0","0"
"","","40072","400740","400740","1","31","1400720016","0","0","0"
"","","40072","400741","400741","1","31","1400720017","0","0","0"
"","","40072","400742","400742","1","31","1400720018","0","0","0"
"","","40072","400743","400743","1","31","1400720019","0","0","0"
"","","40072","400744","400744","1","31","1400720020","0","0","0"
"","","40072","400750","400750","1","31","1400720021","0","0","0"
"","","40072","400751","400751","1","31","1400720022","0","0","0"
"","","40072","400752","400752","1","31","1400720023","0","0","0"
"","","40072","400753","400753","1","31","1400720024","0","0","0"
"","","40072","400754","400754","1","31","1400720025","0","0","0"
"","","40072","400780","400780","1","31","1400720026","0","0","0"
"","","40072","400781","400781","1","31","1400720027","0","0","0"
"","","40072","400790","400790","1","31","1400720028","0","0","0"
"","","40072","400007","400007","1","31","1400720029","0","0","0"
"","","40072","0","0","","91","1400720030","","",""
"","","40072","0","0","","93","1400720031","","",""
"","","40072","400007","1","","32","1400720032","","",""
"","","40072","se_travel_top","se_travel_top_ziz_foot","","23","1400720033","0","",""
"","","40072","1000001","travel_topdrama_r_4007_walk_to_surprise","","3","1400720034","0","","0.2"
"","","40072","1000001","-100","","2","1400720035","-150","1.8",""
"","","40072","1","0","","93","1400720036","","",""
"","","40072","se_travel_top","se_travel_top_ziz_approach","","23","1400720037","0","",""
"","","40072","0.6","0","","93","1400720038","","",""
"","","40072","se_travel_top","se_travel_top_ziz_emote_notice","","23","1400720039","0","",""
"","","40072","1000001","4","0","12","1400720040","0.5","0",""
"","","40072","1.2","0","","93","1400720041","","",""
"","","40072","3","3","","122","1400720042","1","",""
"","","40072","0.3","0","","93","1400720043","","",""
"","","40072","se_travel_top","se_travel_top_ziz_surprise","","23","1400720044","0","",""
"","","40072","400722","1","","32","1400720045","","",""
"","","40072","0.2","0","","93","1400720046","","",""
"","","40072","5","5","","122","1400720047","1","",""
"","","40072","0.5","0","","93","1400720048","","",""
"","","40072","se_travel_top","se_travel_top_ziz_whoosh","","23","1400720049","0","",""
"","","40072","10","10","","122","1400720050","1","",""
"","","40072","0.25","0","","93","1400720051","","",""
"","","40072","400723","1","","32","1400720052","","",""
"","","40072","0.05","0","","93","1400720053","","",""
"","","40072","400700","0","","32","1400720054","","",""
"","","40072","400701","0","","32","1400720055","","",""
"","","40072","se_travel_top","se_travel_top_ziz_hit","","23","1400720056","0","",""
"","","40072","400721","1","","32","1400720057","","",""
"","","40072","0.1","0","","93","1400720058","","",""
"","","40072","400702","1","","32","1400720059","","",""
"","","40072","se_travel_top","se_travel_top_ziz_wing","","23","1400720060","1","",""
"","","40072","1000001","travel_topdrama_r_4007_grab","","3","1400720061","1","","0.2"
"","","40072","1000001","0","","2","1400720062","-200","0.01",""
"","","40072","9","idle","","3","1400720063","1","","0.2"
"","","40072","16","idle","","3","1400720064","1","","0.2"
"","","40072","0.2","0","","93","1400720065","","",""
"","","40072","400720","0","","32","1400720066","","",""
"","","40072","400721","0","","32","1400720067","","",""
"","","40072","400722","0","","32","1400720068","","",""
"","","40072","2","0","","93","1400720069","","",""
"","","40072","400790","1","","32","1400720070","","",""
"","","40072","もがいて逃げる","1400720073","","103","1400720071","0","",""
"","","40072","おとなしくしている","1400720075","","103","1400720072","0","",""
"","","40072","1","0","","102","1400720073","","",""
"","","40072","1400720077","","","101","1400720074","","",""
"","","40072","2","0","","102","1400720075","","",""
"","","40072","1400720077","","","101","1400720076","","",""
"","","40072","0","","","91","1400720077","","",""
"","","40073","0","0","","93","1400730001","","",""
"","","40073","se_travel_top_ziz_wing","0.2","","24","1400730002","","",""
"","","40073","400790","0","","32","1400730003","","",""
"","","40073","se_travel_top","se_travel_top_ziz_panic","","23","1400730004","0","",""
"","","40073","400724","1","","32","1400730005","","",""
"","","40073","1000001","travel_topdrama_r_4007_fall1","","3","1400730006","0","","0.2"
"","","40073","9","fall","","3","1400730007","0","","0.2"
"","","40073","16","fall","","3","1400730008","0","","0.2"
"","","40073","1.8","0","","93","1400730009","","",""
"","","40073","se_travel_top","se_travel_top_ziz_cry","","23","1400730010","0","",""
"","","40073","se_travel_top","se_travel_top_ziz_fall","","23","1400730011","0","",""
"","","40073","1","0","","93","1400730012","","",""
"","","40073","400740","1","","32","1400730013","","",""
"","","40073","0.2","0","","93","1400730014","","",""
"","","40073","1000001","travel_topdrama_r_4007_fall2","","3","1400730015","0","","0"
"","","40073","1000001","-200","","2","1400730016","-180","0.01",""
"","","40073","9","disappear","","3","1400730017","0","","0"
"","","40073","16","disappear","","3","1400730018","0","","0"
"","","40073","400702","0","","32","1400730019","","",""
"","","40073","400704","1","","32","1400730020","","",""
"","","40073","400705","1","","32","1400730021","","",""
"","","40073","400724","0","","32","1400730022","","",""
"","","40073","400750","1","","32","1400730023","","",""
"","","40073","400751","1","","32","1400730024","","",""
"","","40073","400753","1","","32","1400730025","","",""
"","","40073","0.3","0","","93","1400730026","","",""
"","","40073","se_travel_top","se_travel_top_ziz_drop2","","23","1400730027","0","",""
"","","40073","0.3","0","","93","1400730028","","",""
"","","40073","400741","1","","32","1400730029","","",""
"","","40073","400742","1","","32","1400730030","","",""
"","","40073","400752","1","","32","1400730031","","",""
"","","40073","1000001","travel_topdrama_r_4007_fall3","","3","1400730032","0","","0.2"
"","","40073","0.3","0","","93","1400730033","","",""
"","","40073","se_travel_top","se_travel_top_ziz_drop3","","23","1400730034","0","",""
"","","40073","0.6","0","","93","1400730035","","",""
"","","40073","se_travel_top","se_travel_top_ziz_look_around","","23","1400730036","0","",""
"","","40073","1400730032","","","91","1400730037","","",""
"","","40073","1000001","travel_topdrama_r_4007_fall4_hit","","3","1400730038","0","","0"
"","","40073","0.5","0","","93","1400730039","","",""
"","","40073","se_travel_top","se_travel_top_ziz_joy2","","23","1400730040","0","",""
"","","40073","1000001","10","0","12","1400730041","0.5","0",""
"","","40073","1.5","0","","93","1400730042","","",""
"","","40073","","","","111","1400730043","","",""
"","","40073","0","","","91","1400730044","","",""
"","","40074","0","0","","93","1400740001","","",""
"","","40074","se_travel_top_ziz_wing","0.2","","24","1400740002","","",""
"","","40074","400790","0","","32","1400740003","","",""
