7361862ca9b9ff574769b773b967f4c09756f8f6fa543da7d5480b406b219047,a02f69d937fecc1f7a5af1140f0748b9dbf4a5eb151b3142a94ca961b21d2bef,a36693f8a5921e29bf3bb754186e879f026af105ffe849b353a5ad971f47cdf6,4457fb4c218ca39fb60f8ebee7fd95f5bcb36d54fa4076d066fe3c364e0eb5be,dc1e198c715541705d5aa75206ea2142174bf4da33af3853b853167b5b0cab0d,ed07c5340257e455703628a21f2232171a73fd36030e0de7a7986fc63eafb1a3
"10201994","1","56011994","15","1002","1564"
"10201995","1","56011995","15","1003","1565"
"91002","50","56011995","8","0","1566"
"10201996","1","56011996","15","1001","1567"
"10201997","1","56011997","15","1002","1568"
"10201998","1","56011998","15","1003","1569"
"91002","50","56011998","8","0","1570"
"110201999","1","56111999","15","1001","1571"
"110202000","1","56112000","15","1002","1572"
"110202001","1","56112001","15","1003","1573"
"91002","50","56112001","8","0","1574"
"110202002","1","56112002","15","1001","1575"
"110202003","1","56112003","15","1002","1576"
"110202004","1","56112004","15","1003","1577"
"91002","50","56112004","8","0","1578"
"110202005","1","56112005","15","1001","1579"
"110202006","1","56112006","15","1002","1580"
"110202007","1","56112007","15","1003","1581"
"91002","50","56112007","8","0","1582"
"110202008","1","56112008","15","1001","1583"
"110202009","1","56112009","15","1002","1584"
"110202010","1","56112010","15","1003","1585"
"91002","50","56112010","8","0","1586"
"110202011","1","56112011","15","1001","1587"
"110202012","1","56112012","15","1002","1588"
"110202013","1","56112013","15","1003","1589"
"91002","50","56112013","8","0","1590"
"110202014","1","56112014","15","1001","1591"
"110202015","1","56112015","15","1002","1592"
"110202016","1","56112016","15","1003","1593"
"91002","50","56112016","8","0","1594"
"110202017","1","56112017","15","1001","1595"
"110202018","1","56112018","15","1002","1596"
"110202019","1","56112019","15","1003","1597"
"91002","50","56112019","8","0","1598"
"110202020","1","56112020","15","1001","1599"
"110202021","1","56112021","15","1002","1600"
"110202022","1","56112022","15","1003","1601"
"91002","50","56112022","8","0","1602"
"110202023","1","56112023","15","1001","1603"
"110202024","1","56112024","15","1002","1604"
"110202025","1","56112025","15","1003","1605"
"91002","50","56112025","8","0","1606"
"110202026","1","56112026","15","1001","1607"
"110202027","1","56112027","15","1002","1608"
"110202028","1","56112028","15","1003","1609"
"91002","50","56112028","8","0","1610"
"110202029","1","56112029","15","1001","1611"
"110202030","1","56112030","15","1002","1612"
"110202031","1","56112031","15","1003","1613"
"91002","50","56112031","8","0","1614"
"110202032","1","56112032","15","1001","1615"
"110202033","1","56112033","15","1002","1616"
"110202034","1","56112034","15","1003","1617"
"91002","50","56112034","8","0","1618"
"110202035","1","56112035","15","1001","1619"
"110202036","1","56112036","15","1002","1620"
"110202037","1","56112037","15","1003","1621"
"91002","50","56112037","8","0","1622"
"110202038","1","56112038","15","1001","1623"
"110202039","1","56112039","15","1002","1624"
"110202040","1","56112040","15","1003","1625"
"91002","50","56112040","8","0","1626"
"110202041","1","56112041","15","1001","1627"
"110202042","1","56112042","15","1002","1628"
"110202043","1","56112043","15","1003","1629"
"91002","50","56112043","8","0","1630"
"110202044","1","56112044","15","1001","1631"
"110202045","1","56112045","15","1002","1632"
"110202046","1","56112046","15","1003","1633"
"91002","50","56112046","8","0","1634"
"110202047","1","56112047","15","1001","1635"
"110202048","1","56112048","15","1002","1636"
"110202049","1","56112049","15","1003","1637"
"91002","50","56112049","8","0","1638"
"110202050","1","56112050","15","1001","1639"
"110202051","1","56112051","15","1002","1640"
"110202052","1","56112052","15","1003","1641"
"91002","50","56112052","8","0","1642"
"110202053","1","56112053","15","1001","1643"
"110202054","1","56112054","15","1002","1644"
"110202055","1","56112055","15","1003","1645"
"91002","50","56112055","8","0","1646"
"11901001","1","51901001","15","1003","1647"
"110202056","1","56112056","15","1003","1648"
"91002","100","56112056","8","0","1649"
"110202057","1","56112057","15","1001","1650"
"110202058","1","56112058","15","1002","1651"
"110202059","1","56112059","15","1003","1652"
"91002","50","56112059","8","0","1653"
"110202060","1","56112060","15","1001","1654"
"110202061","1","56112061","15","1002","1655"
"110202062","1","56112062","15","1003","1656"
"91002","50","56112062","8","0","1657"
"110202063","1","56112063","15","1001","1658"
"110202064","1","56112064","15","1002","1659"
"110202065","1","56112065","15","1003","1660"
"91002","50","56112065","8","0","1661"
"110202066","1","56112066","15","1001","1662"
"110202067","1","56112067","15","1002","1663"
"110202068","1","56112068","15","1003","1664"
"91002","50","56112068","8","0","1665"
"110202069","1","56112069","15","1001","1666"
"110202070","1","56112070","15","1002","1667"
"110202071","1","56112071","15","1003","1668"
"91002","50","56112071","8","0","1669"
"110202072","1","56112072","15","1001","1670"
"110202073","1","56112073","15","1002","1671"
"110202074","1","56112074","15","1003","1672"
"91002","50","56112074","8","0","1673"
"110202075","1","56112075","15","1001","1674"
"110202076","1","56112076","15","1002","1675"
"110202077","1","56112077","15","1003","1676"
"91002","50","56112077","8","0","1677"
"110202078","1","56112078","15","1001","1678"
"110202079","1","56112079","15","1002","1679"
"110202080","1","56112080","15","1003","1680"
"91002","50","56112080","8","0","1681"
"110202081","1","56112081","15","1001","1682"
"110202082","1","56112082","15","1002","1683"
"110202083","1","56112083","15","1003","1684"
"91002","50","56112083","8","0","1685"
"110202084","1","56112084","15","1001","1686"
"110202085","1","56112085","15","1002","1687"
"110202086","1","56112086","15","1003","1688"
"91002","50","56112086","8","0","1689"
"110202087","1","56112087","15","1001","1690"
"110202088","1","56112088","15","1002","1691"
"110202089","1","56112089","15","1003","1692"
"91002","50","56112089","8","0","1693"
"110202090","1","56112090","15","1001","1694"
"110202091","1","56112091","15","1002","1695"
"110202092","1","56112092","15","1003","1696"
"91002","50","56112092","8","0","1697"
"110202093","1","56112093","15","1001","1698"
"110202094","1","56112094","15","1002","1699"
"110202095","1","56112095","15","1003","1700"
"91002","50","56112095","8","0","1701"
