57d09de225253e99aaefb9f361c2b714cf7aac6a8e2eee12e746449c31a444c4,6b70d2f68981b0f07653c8414452e46326ca1b7b74d8eb23f9379803a73bcb31,9909c6233154a92eeb918008f6f39ce8b43366b2f948cf7104cbd3202e362bab,0a9d049de7eb9c8e151c576a4d4a8c40d26696339b1ee52da99d20e47750946f,603b23651d08dd8e4e61b37679bb86f28eed224454c0384757a26df7a1e006be,c6f1a50a95f967a15b406bcc6dbb52db50d04ec3f3d91be0a889ca84f48fbf79,714b4b4e9b1f536f5fcb12a1c810a15b2bfcbf77b72f691c9327acfc6c1b8de8,424945724014a81cc88433440c0dbe0cadf72836e171b2fa5ca28c99f9172d31,f18dc205db526f3986c4228361f29a654a0a16101dc6f50766595214aa653caa,24f38348d5f74d8fe8acd07b8413c17ebdd4dfe3446a210659ca78707528fdfe,9183c2668a661c10f452cfd40531e35ae7c8a8094b7f090413a54dd0ded14a0a
"0","3","0.2","132211","1","0","","16030","16","surprise2_in","surprise2_idle"
"","21","","vo_alces","","0","","16031","16","vo_alces_1603","0"
"0","11","0","5","0","10","3.9","16032","16","じゃ、ちょっと遊んでくるわ～\n虫取…じゃなくて大人の社交場に♪","1"
"","91","","16027","","0","","16033","16","","0"
"","91","","16032","","0","","16034","16","","0"
"","22","","0","","","","16035","16","0.5",""
"","23","","se_alces","","","","16036","16","se_alces_surprise",""
"0","3","0.2","5","1","0","","16037","16","iroha_shock_in","iroha_shock_loop"
"","3","0.2","1001","","0","","16038","16","iroha_shock_in",""
"","93","","1","","","","16039","16","0",""
"","3","0.2","3","","1","","16040","16","sono_armcrossed_talk",""
"","21","","vo_alces","","0","","16041","16","vo_alces_1604","0"
"0","11","0","3","0","10","1.7","16042","16","…私のフリしてどこ行くのかしら？\nイロハちゃん？","1"
"","91","","0","","0","","16043","16","","0"
"","22","","0","","","","16044","16","0.5",""
"0","3","0.2","3","1","0","","16045","16","sono_doya_in","sono_doya_idle"
"","3","0.2","5","","0","","16046","16","iroha_kyorokyoro",""
"","93","","1.8","","","","16047","16","0",""
"","23","","se_alces","","","","16048","16","se_alces_dotabata",""
"0","3","0","5","1","0","","16049","16","iroha_escape_in","iroha_escape"
"","2","","5","0","-160","","16050","16","-1200","3.5"
"","32","","11","","","","16051","16","1",""
"","37","","11","","","","16052","16","sweatR_Loop",""
"","33","","11","0","-160","","16053","16","-1200","3.5"
"","93","","0.1","","","","16054","16","0",""
"","3","0.2","3","","1","","16055","16","sono_notice_in_anger",""
"","3","0.2","1002","","0","","16056","16","sono_notice_in_anger",""
"","93","","0.3","","","","16057","16","0",""
"0","3","0.2","132211","1","0","","16058","16","surprise2_turn","surprise2R_idle"
"","93","","0.4","","","","16059","16","0",""
"","3","0.2","3","","1","","16060","16","run_chase",""
"","2","","3","0","-160","","16061","16","-1050","3.5"
"","93","","2","","","","16062","16","0",""
"","3","0.2","132211","","1","","16063","16","sadR_idle_nervous",""
"0","3","0.2","1003","1","0","","16064","16","sad_idle_nervous_in","sad_idle_nervous"
"","93","","2","","","","16065","16","0",""
"","22","","0","","","","16066","16","0",""
"","93","","3","","","","16067","16","0",""
"","101","","16067","","0","","16068","16","","0"
"0","5","1.47","5","-190","100","idle_normal","17001","17","5","-100"
"","31","0","11","1","-100","","17002","17","1101","-190"
"0","5","1.47","10","-190","101","empty","17003","17","1001","-100"
"","13","","5","","","","17004","17","130",""
"1","5","1.43","4","-190","101","idle_kyapi_normal","17005","17","4","125"
"","31","0","11","1","125","","17006","17","1102","-190"
"","91","","0","","","","17007","17","0",""
"","23","","se_alces","","","","17008","17","se_alces_breath",""
"0","3","0.2","5","1","0","","17009","17","sono_relief_in","sono_relief_talk"
"","3","0.2","1001","","0","","17010","17","sono_relief_in",""
"","93","","0.5","","","","17011","17","0",""
"","21","","vo_alces","","0","","17012","17","vo_alces_1700","0"
"0","11","0","5","0","10","2.4","17013","17","はあ…\n元の姿に戻っちゃった…","1"
"","93","","3.5","","","","17014","17","1",""
"","91","","17013","","0","","17015","17","","0"
"0","3","0.2","5","1","0","","17016","17","sono_ache_in","sono_tired_talk"
"","21","","vo_alces","","0","","17017","17","vo_alces_1701","0"
"0","11","0","5","0","10","3.7","17018","17","うぎっ…筋肉痛やば。\nあんたどんだけ走り回ってんのよ…","1"
"","91","","0","","0","","17019","17","","0"
"","3","0.2","5","","1","","17020","17","sono_tired_idle",""
"","3","0.2","4","","1","","17021","17","jump_loop",""
"","21","","vo_alces","","0","","17022","17","vo_alces_1702","0"
"0","11","0","4","0","10","1.4","17023","17","あはははーっ！！\nイロハの体、なまってるー！！","1"
"","91","","0","","0","","17024","17","","0"
"","3","0.2","4","","1","","17025","17","joy_talk_normal2",""
"","21","","vo_alces","","0","","17026","17","vo_alces_1703","0"
"0","11","0","4","0","10","0.3","17027","17","ちょっと全力で走ってくるねー！！","1"
"","91","","0","","0","","17028","17","","0"
"0","3","0.1","4","1","0","","17029","17","iroha_joy_to_run","iroha_run_dash"
"","22","","0","","","","17030","17","0.5",""
"","2","","4","0","-190","","17031","17","1200","2.1"
"","32","","1102","","","","17032","17","1",""
"","37","","1102","","","","17033","17","smokeL",""
"","33","","1102","0","-190","","17034","17","1200","2.1"
"","93","","2","","","","17035","17","0",""
"0","3","0.2","5","1","0","","17036","17","tired_to_sad","sad_talk_anger"
"","21","","vo_alces","","0","","17037","17","vo_alces_1704","0"
"0","11","0","5","0","10","4.3","17038","17","…ん？\n後でその体にまた私戻るよ？\n無理だな。死んじゃうな","1"
"","91","","0","","0","","17039","17","","0"
"","3","0.1","5","","1","","17040","17","run_chase_Ex0006",""
"","2","","5","0","-190","","17041","17","1100","3.5"
"","32","","1101","","","","17042","17","1",""
"","37","","1101","","","","17043","17","sweatL_Loop",""
"","33","","1101","0","-190","","17044","17","1100","3.5"
"","21","","vo_alces","","0","","17045","17","vo_alces_1705","0"
"0","11","0","5","0","10","0.5","17046","17","コラ待てーっ！！","1"
"","93","","3","","","","17047","17","0",""
"","91","","0","","0","","17048","17","","0"
"","22","","0","","","","17049","17","0",""
"","93","","3","","","","17050","17","0",""
"","101","","17050","","0","","17051","17","","0"
"1","5","1.4","5","-130","100","sit_drink_loop","18001","18","5","400"
"0","5","1.37","4","-145","101","iroha_sad_lookup_surprise","18002","18","4","235"
"","91","","0","","","","18003","18","0",""
"","21","","vo_alces","","0","","18004","18","vo_alces_1800","0"
"0","11","0","5","0","10","0.5","18005","18","ごきゅっ…ごきゅっ…ごきゅっ！","1"
"","91","","0","","0","","18006","18","","0"
"0","3","0.2","5","1","0","","18007","18","sit_drink_handup_in","sit_drink_handup_talk"
"","93","","0.2","","","","18008","18","0",""
"0","3","0.2","4","1","0","","18009","18","iroha_surprise_in","iroha_surprise_look_idle"
"","93","","0.2","","","","18010","18","0",""
"","21","","vo_alces","","0","","18011","18","vo_alces_1801","0"
"0","11","0","5","0","10","4.2","18012","18","ああ、喉がよろこんでる。\n地元のブドウ朱も好きだけど、\nこっちの麦しゅわもいいわ～","1"
"","91","","0","","0","","18013","18","","0"
"0","3","0.2","5","1","0","","18014","18","sit_drink_idle_in","sit_drink_idle"
"","3","0.2","4","","1","","18015","18","iroha_anger_talk_lookup",""
"","21","","vo_alces","","0","","18016","18","vo_alces_1802","0"
"20","11","0","4","0","10","3.8","18017","18","えーイロハの喉もよろこびた～い！\nソノちゃん、イロハにも飲ませて～っ！","1"
"","91","","0","","0","","18018","18","","0"
"","3","0.2","4","","1","","18019","18","iroha_anger_idle_lookup",""
"0","3","0.2","5","1","0","","18020","18","sit_drink_idle_notice","sit_drink_idle_Jitome"
"","21","","vo_alces","","0","","18021","18","vo_alces_1803","0"
"0","11","0","5","0","10","3.7","18022","18","ふ、10年早いわ。\nぐびぐび","1"
"","91","","0","","0","","18023","18","","0"
"0","3","0.2","5","1","0","","18024","18","sit_drink_idle_to_yareyare","sit_drink_yareyare"
"","21","","vo_alces","","0","","18025","18","vo_alces_1804","0"
"0","11","0","5","0","10","3.9","18026","18","あんたもいつかわかるわよ、\n麦しゅわキメないと\nやってらんない日が来るってことがね","1"
"","91","","0","","0","","18027","18","","0"
"","22","","0","","","","18028","18","0",""
"0","3","0.2","4","1","0","","18029","18","iroha_anger_to_sad","iroha_sad_lookup_shy"
"0","3","0.2","5","1","0","","18030","18","sit_drink_yareyare_to_loop","sit_drink_loop"
"","93","","2","","","","18031","18","0",""
"0","3","0.2","5","1","0","","18032","18","sit_drink_handup_in_dead","sit_drink_handup_idle_dead"
"","93","","2","","","","18033","18","0",""
"","21","","vo_alces","","0","","18034","18","vo_alces_1805","0"
"0","11","0","5","0","10","1.2","18035","18","…うぃ～、ヒックッ","1"
"","91","","0","","0","","18036","18","","0"
"","3","0.2","4","","1","","18037","18","iroha_sad_talk_lookup",""
"","21","","vo_alces","","0","","18038","18","vo_alces_1806","0"
"20","11","0","4","0","10","0.5","18039","18","ダメな大人だ…","1"
"","91","","0","","0","","18040","18","","0"
"","3","0.2","4","","1","","18041","18","iroha_sad_lookup_shy",""
"","22","","0","","","","18042","18","0",""
"","93","","3","","","","18043","18","0",""
"","101","","18043","","0","","18044","18","","0"
"1","5","1.45","1","-158","105","idle_normal","19001","19","1","407"
"0","5","1.47","2","-156","100","doyaB_idle","19002","19","2","32"
"0","5","1.42","3","-168","108","idle_normal","19003","19","3","-124"
"0","5","1.42","4","600","108","idle_kyapi_normal","19004","19","4","1500"
"0","5","1.47","5","600","100","idle_normal","19005","19","5","1500"
"","31","0","18","1","407","","19006","19","18","-158"
"","31","0","19","1","32","","19007","19","19","-156"
"","31","0","20","1","-124","","19008","19","20","-168"
"","31","0","21","1","-124","","19009","19","21","-168"
"","91","","0","","","","19010","19","0",""
"","93","","0.5","","","","19011","19","0",""
"","3","0.2","2","","1","","19012","19","doyaB_idle_look",""
"0","3","0.2","3","1","0","","19013","19","cool_in_joy_lookup","cool_talk_joy_lookup"
"","21","","vo_alces","","0","","19014","19","vo_alces_1900","0"
"0","11","0","3","0","10","2.5","19015","19","じゃあワイルドグリフォンのしっぽね。\nイロハ頼んだよ","1"
"","91","","0","","0","","19016","19","","0"
"0","3","0.2","3","1","0","","19017","19","cool_idle_normal_lookup","cool_idle_normal"
"0","3","0.2","2","1","0","","19018","19","iroha_ok_luichan","gutsB_idle_joy"
"","21","","vo_alces","","0","","19019","19","vo_alces_1901","0"
"0","11","0","2","0","10","0.5","19020","19","オッケー！\nご飯までには帰ってくるねー！\nんじゃルイちゃん、よろしく～！","1"
"","91","","0","","","","19021","19","",""
"","3","0.2","2","","1","","19022","19","idle_kyapi_normal",""
"","3","0.2","3","","1","","19023","19","idle_normal",""
"","3","0.2","1","","0","","19024","19","luis_swap",""
"","21","","vo_alces","","0","","19025","19","vo_alces_1902","0"
"10","11","0","1","0","10","1.2","19026","19","はいはい。\n『入れ替わりの秘薬』噴射～♪","1"
"","93","","1.2","","","","19027","19","0",""
"","23","","se_alces","","0","","19028","19","se_alces_replace",""
"","93","","2.8","","","","19029","19","0",""
"","32","","18","","","","19030","19","1",""
"","32","","19","","","","19031","19","1",""
"","93","","0.5","","","","19032","19","0",""
"0","6","1","2","0","0","","19033","19","1","0"
"0","6","1","3","0","0","","19034","19","1","0"
"","93","","1.5","","","","19035","19","0",""
"","2","","2","0","600","","19036","19","1500","0"
"","2","","3","0","600","","19037","19","1500","0"
"","2","","4","0","-168","","19038","19","-124","0"
"","2","","5","0","-156","","19039","19","32","0"
"","93","","1.2","","","","19040","19","0",""
"0","3","0.1","1","1","0","","19041","19","luis_swap_out","idle_normal_talkjoy1"
"","93","","0.5","","","","19042","19","0",""
"0","3","0.2","4","1","0","","19043","19","speedMode_in","speedMode_loop"
"0","3","0.1","5","1","0","","19044","19","lookback_in","lookback_idle"
"","21","","vo_alces","","0","","19045","19","vo_alces_1903","0"
"0","11","0","4","0","10","1.3","19046","19","よーしっ！！\nイロハスピードモード！！","1"
"","91","","0","","","","19047","19","",""
"","22","","0","","","","19048","19","0",""
"","93","","0.3","","","","19049","19","0",""
"","23","","se_alces","","0","","19050","19","se_alces_dash",""
"0","3","0","4","1","0","","19051","19","speedDash_in","speedDash_loop"
"0","3","0.2","5","1","0","","19052","19","sono_blown","sono_idle_glasses_crooked"
"0","3","0.2","1","1","0","","19053","19","luis_blown","luis_blown_idle"
"","32","","20","","","","19054","19","1",""
"","93","","0.4","","","","19055","19","0",""
"","2","","4","0","-156","","19056","19","1500","0.5"
"","32","","21","","","","19057","19","1",""
"","33","","21","0","-156","","19058","19","1500","0.5"
"","93","","3.5","","","","19059","19","0",""
"0","3","0.2","5","1","0","","19060","19","sono_idle_glasses_up","sono_idle_shy"
"","21","","vo_alces","","0","","19061","19","vo_alces_1904","0"
"0","11","0","5","0","10","0.5","19062","19","はっや","1"
"","91","","0","","0","","19063","19","","0"
"","22","","0","","","","19064","19","0",""
"0","5","1.47","2","-190","100","naderare_idle","20001","20","2","-60"
"0","5","1.47","10","-190","103","empty","20002","20","101","-60"
"0","5","1.42","3","-190","101","nadenade_idle","20003","20","3","50"
"0","5","1.42","10","-190","103","empty","20004","20","102","50"
"1","1","1.45","1","-190","102","idle_normal","20005","20","101111","270"
"","91","","0","","","","20006","20","0",""
"","93","","0.8","","","","20007","20","0",""
"","23","","se_alces","","","","20008","20","se_alces_emotion_note",""
"","3","0","101","","0","","20009","20","naderare_idle_note",""
"","93","","2.5","","","","20010","20","0",""
"","3","0.2","101111","","1","","20011","20","talk_normal_joy",""
"","21","","vo_alces","","0","","20012","20","vo_alces_2000","0"
"0","11","0","101111","0","10","1.3","20013","20","ふふ。\n仲のいい姉妹ですね～♪","1"
"","91","","0","","0","","20014","20","","0"
"","3","0.2","101111","","1","","20015","20","idle_normal",""
"0","3","0.2","2","1","0","","20016","20","doya_in_joy","doya_talk_joy"
"0","3","0.2","3","1","0","","20017","20","nadenade_to_idle","idle_normal"
"","93","","0.2","","","","20018","20","0",""
"","21","","vo_alces","","0","","20019","20","vo_alces_2001","0"
"0","11","0","2","0","10","1","20020","20","姉妹じゃないよ！\n姪と叔母なんだ～！","1"
"","91","","0","","0","","20021","20","","0"
"","3","0.2","2","","1","","20022","20","doya_idle_Ex0004",""
"","93","","0.2","","","","20023","20","0",""
"0.2","3","0.2","101111","1","0","","20024","20","notice_in_talk2","talk_normal_joy"
"","21","","vo_alces","","0","","20025","20","vo_alces_2002","0"
"0","11","0","101111","0","10","2.2","20026","20","あ、そうでしたか失礼しました！\nということはお二人は３頭身ですね！","1"
"","91","","0","","0","","20027","20","","0"
"","3","0.2","101111","","1","","20028","20","idle_normal_joyR",""
"","93","","0.2","","","","20029","20","0",""
"","3","0.2","3","","1","","20030","20","idle_surprise",""
"","3","0.2","2","","1","","20031","20","idle_normal",""
"","93","","0.8","","","","20032","20","0",""
"","23","","se_alces","","","","20033","20","se_alces_emotion_quiet",""
"0","12","0","3","0","1","","20034","20","12","0"
"","93","","3","","","","20035","20","0",""
"","3","0.2","3","","1","","20036","20","talk_normal_surprise",""
"","21","","vo_alces","","0","","20037","20","vo_alces_2003","0"
"0","11","0","3","0","10","0.6","20038","20","……３親等のことかしら？","1"
"","91","","0","","0","","20039","20","","0"
"","22","","0","","","","20040","20","0.5",""
"","3","0.2","3","","1","","20041","20","idle_surprise",""
"","93","","0.5","","","","20042","20","0",""
"","23","","se_alces","","","","20043","20","se_alces_emotion_question",""
"0","12","0","101111","0","1","","20044","20","5","0"
"","3","0.5","101111","","1","","20045","20","surprise_idle_normal2",""
"","3","0.2","2","","1","","20046","20","idle_surprise",""
"","93","","0.8","","","","20047","20","0",""
"","3","0.2","3","","1","","20048","20","sad_idle_Ex0007",""
"0","3","","102","1","0","","20049","20","sad_idle_in","sad_idle"
"","22","","0","","","","20050","20","0",""
"","93","","3","","","","20051","20","0",""
"","101","","20051","","0","","20052","20","","0"
"0","5","1.4","1","-140","100","adv_luis","101001","101","1","-1.7"
"","31","1","1","1","108.3","","101002","101","1","87"
"0","5","1.4","1","-140","100","adv_luis","102001","102","1","-1.7"
"","31","1","1","1","108.3","","102002","102","1","87"
"0","5","1.4","1","-140","100","adv_luis","103001","103","1","-1.7"
"","31","1","1","1","108.3","","103002","103","1","87"
"0","5","1.5","2","-190","100","adv_iroha","104001","104","2","90"
"","31","1","1","1","200","","104002","104","1","37"
"0","5","1.5","2","-190","100","adv_iroha","105001","105","2","90"
"","31","1","1","1","200","","105002","105","1","37"
"0","5","1.5","2","-190","100","adv_iroha","106001","106","2","90"
"","31","1","1","1","200","","106002","106","1","37"
"1","5","1.38","3","-130","100","adv_sono","107001","107","3","350"
"","31","1","10","1","475","","107002","107","10","-18"
"","31","1","1","1","460","","107003","107","1","125"
"1","5","1.38","3","-130","100","adv_sono","108001","108","3","350"
"","31","1","10","1","475","","108002","108","10","-18"
"","31","1","1","1","460","","108003","108","1","125"
"1","5","1.38","3","-130","100","adv_sono","109001","109","3","350"
"","31","1","10","1","475","","109002","109","10","-18"
"","31","1","1","1","460","","109003","109","1","125"
"1","5","1.38","3","-130","100","adv_sono","110001","110","3","350"
"","31","1","10","1","475","","110002","110","10","-18"
"","31","1","1","1","460","","110003","110","1","125"
"0","5","1.4","1","-140","100","adv_luis","111001","111","1","-1.7"
"","31","1","1","1","108.3","","111002","111","1","87"
"","37","","1","","","","111003","111","special",""
"1","5","1.38","3","-130","100","adv_sono","112001","112","3","350"
"","31","1","10","1","475","","112002","112","10","-18"
"","31","1","1","1","460","","112003","112","1","125"
"","37","","1","","","","112004","112","special",""
"0","5","1.5","2","-190","100","adv_iroha","113001","113","2","90"
"","31","1","1","1","200","","113002","113","1","37"
"","37","","1","","","","113003","113","special",""
"0","5","1.5","2","-190","100","adv_iroha","114001","114","2","90"
"","31","1","1","1","200","","114002","114","1","37"
"","37","","1","","","","114003","114","special",""
"0","5","1.4","1","-140","100","adv_luis","115001","115","1","-1.7"
"","31","1","1","1","108.3","","115002","115","1","87"
"","37","","1","","","","115003","115","special",""
"0","5","1.5","2","-190","100","adv_iroha","116001","116","2","90"
"","31","1","1","1","200","","116002","116","1","37"
"","37","","1","","","","116003","116","special",""
"1","5","1.38","3","-130","100","adv_sono","117001","117","3","350"
"","31","1","10","1","475","","117002","117","10","-18"
"","31","1","1","1","460","","117003","117","1","125"
"","37","","1","","","","117004","117","special",""
"0","5","1.48","4","-190","100","adv_iroha_kodomo","118001","118","4","90"
"","31","1","1","1","200","","118002","118","1","37"
"","37","","1","","","","118003","118","special",""
"1","5","1.38","3","-130","100","adv_sono","119001","119","3","350"
"","31","1","10","1","475","","119002","119","10","-18"
"","31","1","1","1","460","","119003","119","1","125"
"","37","","1","","","","119004","119","special",""
"1","5","1.38","3","-130","100","adv_sono","120001","120","3","350"
"","31","1","10","1","475","","120002","120","10","-18"
"","31","1","1","1","460","","120003","120","1","125"
"","37","","1","","","","120004","120","special",""
"0","5","1.4","1","-140","100","adv_luis","121001","121","1","-1.7"
"","31","1","1","1","108.3","","121002","121","1","87"
"","37","","1","","","","121003","121","special",""
"1","5","1.38","3","-130","100","adv_sono","122001","122","3","350"
"","31","1","10","1","475","","122002","122","10","-18"
"","31","1","1","1","460","","122003","122","1","125"
"","37","","1","","","","122004","122","special",""
"1","5","1.4","5","-130","100","adv_sono_otona","123001","123","5","350"
"","31","1","10","1","475","","123002","123","10","-18"
"","31","1","1","1","460","","123003","123","1","125"
"","37","","1","","","","123004","123","special",""
"1","5","1.38","3","-130","100","adv_sono","124001","124","3","350"
"","31","1","10","1","475","","124002","124","10","-18"
"","31","1","1","1","460","","124003","124","1","125"
"","37","","1","","","","124004","124","special",""
"0","5","1.4","1","-140","100","adv_luis","125001","125","1","-1.7"
"","31","1","1","1","108.3","","125002","125","1","87"
"","37","","1","","","","125003","125","special",""
"0","5","1.48","4","-190","100","adv_iroha_kodomo","126001","126","4","90"
"","31","1","1","1","200","","126002","126","1","37"
"","37","","1","","","","126003","126","special",""
"0","5","1.5","2","-190","100","adv_iroha","127001","127","2","90"
"","31","1","1","1","200","","127002","127","1","37"
"","37","","1","","","","127003","127","special",""
"0","5","1.4","1","-140","100","adv_luis","128001","128","1","-1.7"
"","31","1","1","1","108.3","","128002","128","1","87"
"","37","","1","","","","128003","128","special",""
"1","5","1.4","5","-130","100","adv_sono_otona","129001","129","5","350"
"","31","1","10","1","475","","129002","129","10","-18"
"","31","1","1","1","460","","129003","129","1","125"
"","37","","1","","","","129004","129","special",""
"1","5","1.38","3","-130","100","adv_sono","130001","130","3","350"
"","31","1","10","1","475","","130002","130","10","-18"
"","31","1","1","1","460","","130003","130","1","125"
"","37","","1","","","","130004","130","special",""
"0","5","1.4","1","-140","100","adv_luis","131001","131","1","-1.7"
"","31","1","1","1","108.3","","131002","131","1","87"
"","37","","1","","","","131003","131","special",""
"0","5","1.5","2","-190","100","adv_iroha","132001","132","2","90"
"","31","1","1","1","200","","132002","132","1","37"
"","37","","1","","","","132003","132","special",""
