c28a8ce708df704478eac8d14ad20662f5fe683ffcc8e191e500998418502e7a,951287e5d2891eee36a913837d76846fc60e806163c053d66a9499b70ed7f877,66fe8a2c74f214878f727b95b91a8bd005cf7adc5d390a8320334cb5fd3cd7e0,fc8c4bd1e64fa9bb88460c2724af28abb6393e679e43e0ade787e380b8a8beb0,f6b66fb8d6f035f8543595189c220d443d53de3559fbf5442f657f6632a0e690,48323c20db08b417b445c9be63ed75eaa9613c08c620d5b10ef1e1bece51edbe,7a15941161f6f09a5b4de6807cab37a4d984fde3ada41512c47b364eb398fd7f,ea7d012d6e2e8742d3adef25df5f8f654cc950441e30d7700e243e2387674a7d,fa7de80a99b902aaab2e04e5ccf1c54e313fdfd20739823c46eb9b2b0b816ec7,fda7514eb88cf2c1b35fce168a5f2b220b3fa0c977e01fec973934bb7b8dfd61,dfa3f3ac62412bd02dde01c56b323b057d86d11702d4e31506889dbf3caaaef1,17dccac0a117e9310dcf03cd8f766bf96197543bfb6ba4a499e0aceaf0f459e8,4a2359204b4a9b7775c017bc0e38dedcba8e0d97ecaa7f191d696f65faf121e1,3fa2e6ea05d914e068b6ff173ef37bd4f6d36eb24cd472f6c5b38ae1598253f8,be2f0939b8507450e543932157851929a23f5b82b2d9626e8b8f965568155c77,2f56d1cba4093016fa58b8fc7bf087c278f1745c691d9c5089d071b8139c83cf,2ed91732f05ac5edcc3d2aeb81a7c12b94db4beb063fc187e23b0d1a639e1570,f9c4de6569833b7d383d4a709466ccfed4673bc5160c66d18987097b702113e9,1a520a6aa03ef6817f4f4acec5e43fbd42a511399a5d30310a8d7880e6106561,833eefee234fccf20d02ac3d2268a48076870b6630751652a9f72f01a3a62d6c,b1e728d1ff09df40d2b0ca38e699c48ad916fe353d0793d22707938919b1d63e,06aa451efc15a1f38b16b27281e43bd7424d50717b2b26b899bbcb0e6b4b5d71
"0","101201","2","10","1","-250","0","-120","bgm_M64","101201","-30","200","-5","2","1","1","1080","0.8","0.65","1","10800102","200"
"0","101201","3","10","1","-5","-15","70","bgm_M64","101201","-30","200","0","3","1.2","1","1080","0.8","0.6","1","10800103","100"
"10","101201","4","0","1","190","0","-110","bgm_M64","101201","-30","200","-15","4","1","1","1080","0.9","0.7","1","10800104","100"
"-50","101202","5","10","1","475","-20","-30","bgm_M55","101202","-30","250","-45","5","1.45","1","1080","1","1","1","10800105","100"
"-25","101291","1","10","1","-480","0","-100","bgm_M64","101291","-30","210","-30","1","1","1","1081","0.9","0.575","1","10810101","170"
"-30","101291","2","0","1","-230","0","-10","bgm_M64","101291","-30","240","-30","2","1","1","1081","0.8","0.7","1","10810102","250"
"0","101291","3","5","1","-10","-15","-110","bgm_M64","101291","-30","200","-10","3","1.2","1","1081","1","0.75","1","10810103","100"
"-50","101291","4","-20","1","200","-10","55","bgm_M64","101291","-30","200","-50","4","1.3","1","1081","1","0.8","1","10810104","300"
"15","101292","5","30","1","490","-20","-15","bgm_M55","101292","-30","230","30","5","1.45","1","1081","1","1.1","1","10810105","100"
"20","101301","1","10","1","-470","0","0","bgm_M64","101301","-30","210","0","1","1.45","1","1082","1.1","0.8","1","10820101","100"
"0","101301","2","10","1","-270","0","-120","bgm_M64","101301","-30","200","0","2","1.2","1","1082","1.1","0.75","1","10820102","100"
"0","101301","3","0","1","0","-15","65","bgm_M64","101301","-30","200","-10","3","2.3","1","1082","2.2","1.55","1","10820103","100"
"0","101301","4","0","1","200","0","-120","bgm_M64","101301","-30","200","0","4","1","1","1082","0.7","0.7","1","10820104","100"
"-15","101302","5","10","1","470","-20","-55","bgm_M55","101302","-30","270","-30","5","1.2","1","1082","1.1","1","1","10820105","100"
"-25","101441","1","10","1","-450","0","0","bgm_M64","101441","-30","210","-30","1","1","1","1083","0.9","0.575","1","10830101","170"
"0","101441","2","0","1","-250","0","-90","bgm_M64","101441","-30","240","0","2","1.2","1","1083","1.1","0.75","1","10830102","100"
"-30","101441","3","0","1","-25","-15","60","bgm_M64","101441","-30","200","-10","3","1.4","1","1083","1","0.85","1","10830103","200"
"-30","101441","4","0","1","220","0","-70","bgm_M64","101441","-30","200","0","4","1.2","1","1083","1","0.75","1","10830104","100"
"-35","101442","5","10","1","470","-20","-70","bgm_M55","101442","-30","230","-30","5","1.2","1","1083","1.1","0.95","1","10830105","100"
"0","101451","1","10","1","-470","0","-50","bgm_M64","101451","-30","210","0","1","1.35","1","1084","1.1","0.85","1","10840101","100"
"10","101451","2","0","1","-250","0","40","bgm_M64","101451","-30","240","10","2","1.35","1","1084","1.1","1","1","10840102","200"
"0","101451","3","0","1","0","-15","-110","bgm_M64","101451","-30","200","-10","3","1.2","1","1084","1.1","0.75","1","10840103","100"
"-30","101451","4","-25","1","210","0","30","bgm_M64","101451","-30","200","-30","4","0.8","1","1084","0.6","0.6","1","10840104","300"
"-35","101452","5","0","1","510","0","-70","bgm_M55","101452","-30","290","-50","5","1.55","1.2","1084","1.4","1.25","1","10840105","100"
"0","101561","1","10","1","-480","0","-50","bgm_M64","101561","-30","210","-30","1","0.8","1","1085","0.7","0.6","1","10850101","250"
"10","101561","2","10","1","-250","0","-120","bgm_M64","101561","-30","200","0","2","1.5","1","1085","1.4","0.9","1","10850102","100"
"0","101561","3","5","1","-10","-5","65","bgm_M64","101561","-30","200","-10","3","1.1","1","1085","1","0.65","1","10850103","100"
"0","101561","4","0","1","190","0","-110","bgm_M64","101561","-30","200","0","4","1.1","1","1085","1","0.65","1","10850104","100"
"-60","101562","5","0","1","460","0","-70","bgm_M55","101562","-30","290","-50","5","1.55","1.4","1085","1.35","1.25","1","10850105","400"
"-25","101001","1","10","1","-480","0","-100","bgm_M64","101001","-30","210","-30","1","1","1","1086","0.9","0.575","1","10860101","170"
"-30","101001","2","0","1","-250","0","-10","bgm_M64","101001","-30","240","-30","2","1","1","1086","0.8","0.7","1","10860102","250"
"-30","101001","3","0","1","-10","-15","-120","bgm_M64","101001","-30","200","-10","3","1.4","1","1086","1","0.95","1","10860103","100"
"0","101001","4","0","1","210","0","40","bgm_M64","101001","-30","200","-30","4","1.2","1","1086","1","0.72","1","10860104","150"
"0","101011","5","0","1","480","0","-40","bgm_M55","101011","-30","250","0","5","1.3","1.2","1086","1","1.2","1","10860105","200"
"-25","101021","1","10","1","-450","0","0","bgm_M64","101021","-30","210","-30","1","1","1","1087","0.9","0.575","1","10870101","170"
"0","101021","2","10","1","-250","0","-120","bgm_M64","101021","-30","200","-5","2","1","1","1087","0.8","0.65","1","10870102","200"
"0","101021","3","5","1","-10","-5","65","bgm_M64","101021","-30","200","-10","3","0.9","1","1087","0.8","0.6","1","10870103","100"
"-25","101021","4","0","1","200","0","-100","bgm_M64","101021","-30","200","0","4","1","1","1087","0.85","0.7","1","10870104","100"
"0","101031","5","0","1","470","0","0","bgm_M55","101031","-30","220","0","5","1.8","1","1087","1.6","1.4","1","10870105","200"
"20","101041","1","10","1","-470","0","-100","bgm_M64","101041","-30","210","0","1","1.45","1","1088","1.1","0.85","1","10880101","100"
"0","101041","2","10","1","-220","0","30","bgm_M64","101041","-30","200","0","2","1.45","1","1088","1.1","0.85","1","10880102","100"
"-30","101041","3","0","1","-10","-15","-120","bgm_M64","101041","-30","200","-10","3","1.3","1","1088","1.1","0.75","1","10880103","100"
"-30","101041","4","0","1","200","0","40","bgm_M64","101041","-30","200","-20","4","1.4","1","1088","1.1","0.85","1","10880104","100"
"-50","101042","5","0","1.3","450","0","-55","bgm_M55","101042","-30","210","0","5","1.8","1","1088","1.35","1.1","1","10880105","150"
"0","101161","1","10","1","-470","0","-10","bgm_M64","101161","-30","210","0","1","1.35","1","1089","1.1","0.85","1","10890101","100"
"-30","101161","2","0","1","-250","0","-110","bgm_M64","101161","-30","240","-30","2","1","1","1089","0.8","0.7","1","10890102","250"
"0","101161","3","5","1","-10","-15","50","bgm_M64","101161","-30","200","-10","3","1.2","1","1089","1","0.75","1","10890103","100"
"0","101161","4","0","1","210","0","-90","bgm_M64","101161","-30","200","0","4","1.5","1","1089","1","1","1","10890104","200"
"-50","101162","5","-10","1.3","485","-40","-70","bgm_M55","101162","-30","280","-45","5","1.15","1","1089","1","0.9","1","10890105","270"
"-25","101171","1","10","1","-450","0","-90","bgm_M64","101171","-30","210","-30","1","1","1","1090","0.9","0.575","1","10900101","170"
"0","101171","2","0","1","-230","0","10","bgm_M64","101171","-30","240","0","2","1.2","1","1090","1.1","0.75","1","10900102","100"
"-30","101171","3","0","1","15","-15","-120","bgm_M64","101171","-30","200","-10","3","1.4","1","1090","1","0.9","1","10900103","100"
"-60","101171","4","0","1","200","0","40","bgm_M64","101171","-30","200","-50","4","1.3","1","1090","1","0.8","1","10900104","300"
"-50","101172","5","10","1","475","-20","-30","bgm_M55","101172","-30","250","0","5","1.45","1","1090","1","1","1","10900105","200"
"-25","101191","1","10","1","-480","0","0","bgm_M64","101191","-30","210","-30","1","1","1","1091","0.9","0.575","1","10910101","170"
"10","101191","2","10","1","-250","0","-120","bgm_M64","101191","-30","200","0","2","1.5","1","1091","1.4","0.9","1","10910102","100"
"0","101191","3","0","1","-10","-15","65","bgm_M64","101191","-30","200","-10","3","1.1","1","1091","1","0.8","1","10910103","100"
"0","101191","4","0","1","200","0","-120","bgm_M64","101191","-30","200","0","4","1","1","1091","0.7","0.7","1","10910104","100"
"-50","101192","5","-10","1","485","0","-70","bgm_M55","101192","-30","280","-45","5","1.3","1.2","1091","1","1.1","1","10910105","200"
"20","101201","1","10","1","-470","0","-100","bgm_M64","101201","-30","210","0","1","1.45","1","1092","1.1","0.85","1","10920101","100"
"0","101201","2","10","1","-250","0","-120","bgm_M64","101201","-30","200","-5","2","1","1","1092","0.8","0.65","1","10920102","200"
"0","101201","3","0","1","0","-10","-65","bgm_M64","101201","-30","200","-10","3","1.15","1","1092","1.1","0.8","1","10920103","100"
"10","101201","4","0","1","190","0","-110","bgm_M64","101201","-30","200","-15","4","1","1","1092","0.9","0.7","1","10920104","100"
"-50","101202","5","10","1","475","-20","-30","bgm_M55","101202","-30","250","-45","5","1.45","1","1092","1","1","1","10920105","100"
"0","101291","1","10","1","-480","0","-30","bgm_M64","101291","-30","210","-30","1","0.8","1","1093","0.7","0.6","1","10930101","250"
"10","101291","2","0","1","-250","0","-110","bgm_M64","101291","-30","240","10","2","1.35","1","1093","1.1","0.9","1","10930102","200"
"-50","101291","3","0","1","-10","-13","0","bgm_M64","101291","-30","200","-60","3","0.9","1.4","1093","0.55","0.6","1","10930103","150"
"0","101291","4","0","1","200","0","-120","bgm_M64","101291","-30","200","0","4","1.4","1","1093","1","1","1","10930104","100"
"15","101292","5","30","1","490","-20","20","bgm_M55","101292","-30","230","30","5","1.45","1","1093","1","1.1","1","10930105","100"
"-25","101301","1","10","1","-480","0","0","bgm_M64","101301","-30","210","-30","1","1","1","1094","0.9","0.575","1","10940101","170"
"0","101301","2","10","1","-220","0","-110","bgm_M64","101301","-30","200","0","2","1.45","1","1094","1.1","0.85","1","10940102","100"
"-20","101301","3","0","1","10","-15","55","bgm_M64","101301","-30","200","-10","3","1","1","1094","0.7","0.65","1","10940103","100"
"-30","101301","4","0","1","200","0","-110","bgm_M64","101301","-30","200","0","4","1.5","1","1094","1","0.9","1","10940104","100"
"-15","101302","5","10","1","470","-20","-50","bgm_M55","101302","-30","270","-30","5","1.2","1","1094","1.1","1","1","10940105","100"
"0","101441","1","10","1","-470","0","30","bgm_M64","101441","-30","210","0","1","1.35","1","1095","1.1","0.85","1","10950101","100"
"-30","101441","2","0","1","-250","0","-120","bgm_M64","101441","-30","240","-30","2","1","1","1095","0.8","0.7","1","10950102","250"
"-30","101441","3","0","1","20","-15","30","bgm_M64","101441","-30","200","-10","3","1.4","1","1095","1","0.95","1","10950103","100"
"0","101441","4","0","1","210","0","-110","bgm_M64","101441","-30","200","-30","4","1.2","1","1095","1","0.72","1","10950104","150"
"-35","101442","5","10","1","470","-20","-20","bgm_M55","101442","-30","230","-30","5","1.2","1","1095","1.1","0.95","1","10950105","100"
"-25","101451","1","10","1","-450","0","-90","bgm_M64","101451","-30","210","-30","1","1","1","1096","0.9","0.575","1","10960101","170"
"0","101451","2","0","1","-230","0","10","bgm_M64","101451","-30","240","0","2","1.2","1","1096","1.1","0.75","1","10960102","100"
"0","101451","3","0","1","0","0","-110","bgm_M64","101451","-30","200","0","3","1.2","1","1096","1","0.9","1","10960103","100"
"-25","101451","4","0","1","200","0","20","bgm_M64","101451","-30","200","0","4","1","1","1096","0.85","0.7","1","10960104","100"
"-35","101452","5","0","1","510","0","-70","bgm_M55","101452","-30","290","-50","5","1.55","1.2","1096","1.4","1.25","1","10960105","100"
"0","101561","1","10","1","-480","0","-30","bgm_M64","101561","-30","210","-30","1","0.8","1","1097","0.7","0.6","1","10970101","250"
"0","101561","2","10","1","-250","0","-120","bgm_M64","101561","-30","200","-5","2","1","1","1097","0.8","0.65","1","10970102","200"
"0","101561","3","0","1","0","-15","30","bgm_M64","101561","-30","200","-10","3","1.2","1","1097","1.1","0.75","1","10970103","100"
"0","101561","4","0","1","190","0","-110","bgm_M64","101561","-30","200","0","4","1.1","1","1097","1","0.65","1","10970104","100"
"-60","101562","5","0","1","460","0","-70","bgm_M55","101562","-30","290","-50","5","1.55","1.4","1097","1.35","1.25","1","10970105","400"
"20","101001","1","10","1","-470","0","-100","bgm_M64","101001","-30","210","0","1","1.45","1","1098","1.1","0.85","1","10980101","100"
"10","101001","2","10","1","-250","0","40","bgm_M64","101001","-30","200","0","2","1.5","1","1098","1.4","0.9","1","10980102","100"
"-30","101001","3","0","1","-10","-15","-120","bgm_M64","101001","-30","200","-10","3","1.3","1","1098","1.1","0.75","1","10980103","100"
"-30","101001","4","-25","1","210","0","10","bgm_M64","101001","-30","200","-30","4","0.8","1","1098","0.6","0.6","1","10980104","300"
"0","101011","5","0","1","480","0","-70","bgm_M55","101011","-30","250","0","5","1.3","1.2","1098","1","1.2","1","10980105","200"
"-25","101021","1","10","1","-470","-5","0","bgm_M64","101021","-30","210","-30","1","1.3","1","1099","1","0.8","1","10990101","120"
"10","101021","2","0","1","-250","0","-110","bgm_M64","101021","-30","240","10","2","1.4","1","1099","1.1","0.9","1","10990102","200"
"-20","101021","3","0","1","-10","-15","65","bgm_M64","101021","-30","200","-30","3","0.85","1","1099","0.7","0.5","1","10990103","100"
"0","101021","4","0","1","210","0","-90","bgm_M64","101021","-30","200","0","4","1.5","1","1099","1","1","1","10990104","200"
"0","101031","5","0","1","470","0","0","bgm_M55","101031","-30","220","0","5","1.8","1","1099","1.6","1.4","1","10990105","200"
"-25","101041","1","10","1","-470","0","-100","bgm_M64","101041","-30","210","-30","1","1","1","1100","0.9","0.575","1","11000101","170"
"0","101041","2","10","1","-250","0","40","bgm_M64","101041","-30","200","0","2","1.45","1","1100","1.1","0.85","1","11000102","100"
"-10","101041","3","0","1","-10","-15","-120","bgm_M64","101041","-30","200","-10","3","1.5","1","1100","1","0.9","1","11000103","100"
"-15","101041","5","10","1","210","0","10","bgm_M64","101041","-30","230","-30","4","1.3","1","1100","1.1","0.8","1","11000104","100"
"-50","101042","5","0","1.3","470","0","-70","bgm_M55","101042","-30","210","0","5","1.8","1","1100","1.35","1.1","1","11000105","150"
"-25","101161","1","10","1","-450","0","40","bgm_M64","101161","-30","210","-30","1","1","1","1101","0.9","0.575","1","11010101","170"
"0","101161","2","0","1","-270","0","-110","bgm_M64","101161","-30","240","0","2","1.2","1","1101","1.1","0.75","1","11010102","100"
"0","101161","3","5","1","-60","-15","40","bgm_M64","101161","-30","200","-10","3","1.2","1","1101","1","0.75","1","11010103","170"
"0","101161","4","0","1","190","0","-80","bgm_M64","101161","-30","200","-10","4","1.1","1","1101","1","0.75","1","11010104","200"
"-50","101162","5","-10","1.3","485","-40","-70","bgm_M55","101162","-30","280","-45","5","1.15","1","1101","1","0.9","1","11010105","270"
"0","101171","1","10","1","-480","0","-30","bgm_M64","101171","-30","210","-30","1","0.8","1","1102","0.7","0.6","1","11020101","250"
"10","101171","2","10","1","-250","0","-90","bgm_M64","101171","-30","200","0","2","1.5","1","1102","1.4","0.9","1","11020102","100"
"-30","101171","3","0","1","0","-15","30","bgm_M64","101171","-30","200","-10","3","1.4","1","1102","1","0.95","1","11020103","100"
"0","101171","4","0","1","235","0","-70","bgm_M64","101171","-30","200","-10","4","1.35","1","1102","1.3","0.9","1","11020104","100"
"-50","101172","5","10","1","475","-20","-30","bgm_M55","101172","-30","250","0","5","1.45","1","1102","1","1","1","11020105","200"
