44f963a1bbc18d76602f3ffb9d3e9f653ae8c4f7e4c4ad5aeef8df9aab553249,db2e79880936f1edb50875f4870525608e5448372344ba04affdb539e2897245,ec2d2e3c3decb219188e2f7409bfb32917d456f615fa01b3d30b101ea3b10f3b,09753cdfe905e13896967433558e8dfb06414b887446e15506368fee687f084f,8ad99a83d6e7a3f9c7e97fbe3e2fb70ba7a029a67b76e896bafea73b49e281b9,9699a858da5700cc8a6d0db5d8e690790153941b9faae8487f77cba1aea5a062,6c7e1b4c9cd228851eacf58bd35bf9c1f4c06efe66c381c94c47f071270fc5b1
"5","3","1440","0","10702","0","3"
"5","3","1470","0","10702","0","4"
"5","3","1500","0","10702","0","5"
"6","3","1575","0","10702","0","0"
"6","3","1590","0","10702","0","1"
"6","3","1605","0","10702","0","2"
"6","3","1620","0","10702","0","3"
"6","3","1635","0","10702","0","4"
"6","3","1650","0","10702","0","5"
"7","3","1725","0","10702","0","0"
"7","3","1740","0","10702","0","1"
"7","3","1755","0","10702","0","2"
"7","3","1770","0","10702","0","3"
"7","3","1785","0","10702","0","4"
"7","3","1800","0","10702","0","5"
"8","3","1875","0","10702","0","0"
"8","3","1890","0","10702","0","1"
"8","3","1905","0","10702","0","2"
"8","3","1920","0","10702","0","3"
"8","3","1935","0","10702","0","4"
"8","3","1950","0","10702","0","5"
"9","3","2025","0","10702","0","0"
"9","3","2040","0","10702","0","1"
"9","3","2055","0","10702","0","2"
"9","3","2070","0","10702","0","3"
"9","3","2085","0","10702","0","4"
"9","3","2100","0","10702","0","5"
"10","3","2175","0","10702","0","0"
"10","3","2190","0","10702","0","1"
"10","3","2205","0","10702","0","2"
"10","3","2220","0","10702","0","3"
"10","3","2235","0","10702","0","4"
"10","3","2250","0","10702","0","5"
"1","4","150","0","10703","0","0"
"1","4","180","0","10703","0","1"
"1","4","210","0","10703","0","2"
"1","4","240","0","10703","0","3"
"1","4","270","0","10703","0","4"
"1","4","300","0","10703","0","5"
"2","4","450","0","10703","0","0"
"2","4","480","0","10703","0","1"
"2","4","510","0","10703","0","2"
"2","4","540","0","10703","0","3"
"2","4","570","0","10703","0","4"
"2","4","600","0","10703","0","5"
"3","4","750","0","10703","0","0"
"3","4","780","0","10703","0","1"
"3","4","810","0","10703","0","2"
"3","4","840","0","10703","0","3"
"3","4","870","0","10703","0","4"
"3","4","900","0","10703","0","5"
"4","4","1050","0","10703","0","0"
"4","4","1080","0","10703","0","1"
"4","4","1110","0","10703","0","2"
"4","4","1140","0","10703","0","3"
"4","4","1170","0","10703","0","4"
"4","4","1200","0","10703","0","5"
"5","4","1350","0","10703","0","0"
"5","4","1380","0","10703","0","1"
"5","4","1410","0","10703","0","2"
"5","4","1440","0","10703","0","3"
"5","4","1470","0","10703","0","4"
"5","4","1500","0","10703","0","5"
"6","4","1575","0","10703","0","0"
"6","4","1590","0","10703","0","1"
"6","4","1605","0","10703","0","2"
"6","4","1620","0","10703","0","3"
"6","4","1635","0","10703","0","4"
"6","4","1650","0","10703","0","5"
"7","4","1725","0","10703","0","0"
"7","4","1740","0","10703","0","1"
"7","4","1755","0","10703","0","2"
"7","4","1770","0","10703","0","3"
"7","4","1785","0","10703","0","4"
"7","4","1800","0","10703","0","5"
"8","4","1875","0","10703","0","0"
"8","4","1890","0","10703","0","1"
"8","4","1905","0","10703","0","2"
"8","4","1920","0","10703","0","3"
"8","4","1935","0","10703","0","4"
"8","4","1950","0","10703","0","5"
"9","4","2025","0","10703","0","0"
"9","4","2040","0","10703","0","1"
"9","4","2055","0","10703","0","2"
"9","4","2070","0","10703","0","3"
"9","4","2085","0","10703","0","4"
"9","4","2100","0","10703","0","5"
"10","4","2175","0","10703","0","0"
"10","4","2190","0","10703","0","1"
"10","4","2205","0","10703","0","2"
"10","4","2220","0","10703","0","3"
"10","4","2235","0","10703","0","4"
"10","4","2250","0","10703","0","5"
"1","9","1000","0","10704","0","0"
"1","9","1200","0","10704","0","1"
"1","9","1400","0","10704","0","2"
"1","9","1600","0","10704","0","3"
"1","9","1800","0","10704","0","4"
"1","9","2000","0","10704","0","5"
"2","9","3000","0","10704","0","0"
"2","9","3200","0","10704","0","1"
"2","9","3400","0","10704","0","2"
"2","9","3600","0","10704","0","3"
"2","9","3800","0","10704","0","4"
"2","9","4000","0","10704","0","5"
"3","9","5000","0","10704","0","0"
"3","9","5200","0","10704","0","1"
"3","9","5400","0","10704","0","2"
"3","9","5600","0","10704","0","3"
"3","9","5800","0","10704","0","4"
"3","9","6000","0","10704","0","5"
"4","9","7000","0","10704","0","0"
"4","9","7200","0","10704","0","1"
"4","9","7400","0","10704","0","2"
"4","9","7600","0","10704","0","3"
"4","9","7800","0","10704","0","4"
"4","9","8000","0","10704","0","5"
"5","9","9000","0","10704","0","0"
"5","9","9200","0","10704","0","1"
"5","9","9400","0","10704","0","2"
"5","9","9600","0","10704","0","3"
"5","9","9800","0","10704","0","4"
"5","9","10000","0","10704","0","5"
"6","9","10500","0","10704","0","0"
"6","9","10600","0","10704","0","1"
"6","9","10700","0","10704","0","2"
"6","9","10800","0","10704","0","3"
"6","9","10900","0","10704","0","4"
"6","9","11000","0","10704","0","5"
"7","9","11500","0","10704","0","0"
"7","9","11600","0","10704","0","1"
"7","9","11700","0","10704","0","2"
"7","9","11800","0","10704","0","3"
"7","9","11900","0","10704","0","4"
"7","9","12000","0","10704","0","5"
"8","9","12500","0","10704","0","0"
"8","9","12600","0","10704","0","1"
"8","9","12700","0","10704","0","2"
"8","9","12800","0","10704","0","3"
"8","9","12900","0","10704","0","4"
"8","9","13000","0","10704","0","5"
"9","9","13500","0","10704","0","0"
"9","9","13600","0","10704","0","1"
"9","9","13700","0","10704","0","2"
"9","9","13800","0","10704","0","3"
"9","9","13900","0","10704","0","4"
"9","9","14000","0","10704","0","5"
"10","9","14500","0","10704","0","0"
"10","9","14600","0","10704","0","1"
"10","9","14700","0","10704","0","2"
"10","9","14800","0","10704","0","3"
"10","9","14900","0","10704","0","4"
"10","9","15000","0","10704","0","5"
"1","1","150","0","10801","0","0"
"1","1","180","0","10801","0","1"
"1","1","210","0","10801","0","2"
"1","1","240","0","10801","0","3"
"1","1","270","0","10801","0","4"
"1","1","300","0","10801","0","5"
"2","1","450","0","10801","0","0"
"2","1","480","0","10801","0","1"
"2","1","510","0","10801","0","2"
"2","1","540","0","10801","0","3"
"2","1","570","0","10801","0","4"
"2","1","600","0","10801","0","5"
"3","1","750","0","10801","0","0"
"3","1","780","0","10801","0","1"
"3","1","810","0","10801","0","2"
"3","1","840","0","10801","0","3"
"3","1","870","0","10801","0","4"
"3","1","900","0","10801","0","5"
"4","1","1050","0","10801","0","0"
"4","1","1080","0","10801","0","1"
"4","1","1110","0","10801","0","2"
"4","1","1140","0","10801","0","3"
"4","1","1170","0","10801","0","4"
"4","1","1200","0","10801","0","5"
"5","1","1350","0","10801","0","0"
"5","1","1380","0","10801","0","1"
"5","1","1410","0","10801","0","2"
"5","1","1440","0","10801","0","3"
"5","1","1470","0","10801","0","4"
"5","1","1500","0","10801","0","5"
"6","1","1575","0","10801","0","0"
"6","1","1590","0","10801","0","1"
"6","1","1605","0","10801","0","2"
"6","1","1620","0","10801","0","3"
"6","1","1635","0","10801","0","4"
"6","1","1650","0","10801","0","5"
"7","1","1725","0","10801","0","0"
"7","1","1740","0","10801","0","1"
"7","1","1755","0","10801","0","2"
"7","1","1770","0","10801","0","3"
"7","1","1785","0","10801","0","4"
"7","1","1800","0","10801","0","5"
"8","1","1875","0","10801","0","0"
"8","1","1890","0","10801","0","1"
"8","1","1905","0","10801","0","2"
"8","1","1920","0","10801","0","3"
"8","1","1935","0","10801","0","4"
"8","1","1950","0","10801","0","5"
"9","1","2025","0","10801","0","0"
"9","1","2040","0","10801","0","1"
"9","1","2055","0","10801","0","2"
"9","1","2070","0","10801","0","3"
"9","1","2085","0","10801","0","4"
"9","1","2100","0","10801","0","5"
"10","1","2175","0","10801","0","0"
"10","1","2190","0","10801","0","1"
"10","1","2205","0","10801","0","2"
"10","1","2220","0","10801","0","3"
"10","1","2235","0","10801","0","4"
"10","1","2250","0","10801","0","5"
"1","2","300","0","10802","0","0"
"1","2","360","0","10802","0","1"
"1","2","420","0","10802","0","2"
"1","2","480","0","10802","0","3"
"1","2","540","0","10802","0","4"
"1","2","600","0","10802","0","5"
"2","2","900","0","10802","0","0"
"2","2","960","0","10802","0","1"
"2","2","1020","0","10802","0","2"
"2","2","1080","0","10802","0","3"
"2","2","1140","0","10802","0","4"
"2","2","1200","0","10802","0","5"
"3","2","1500","0","10802","0","0"
"3","2","1560","0","10802","0","1"
"3","2","1620","0","10802","0","2"
"3","2","1680","0","10802","0","3"
"3","2","1740","0","10802","0","4"
"3","2","1800","0","10802","0","5"
"4","2","2100","0","10802","0","0"
"4","2","2160","0","10802","0","1"
"4","2","2220","0","10802","0","2"
"4","2","2280","0","10802","0","3"
"4","2","2340","0","10802","0","4"
"4","2","2400","0","10802","0","5"
"5","2","2700","0","10802","0","0"
"5","2","2760","0","10802","0","1"
"5","2","2820","0","10802","0","2"
"5","2","2880","0","10802","0","3"
"5","2","2940","0","10802","0","4"
"5","2","3000","0","10802","0","5"
"6","2","3150","0","10802","0","0"
"6","2","3180","0","10802","0","1"
"6","2","3210","0","10802","0","2"
"6","2","3240","0","10802","0","3"
"6","2","3270","0","10802","0","4"
"6","2","3300","0","10802","0","5"
"7","2","3450","0","10802","0","0"
"7","2","3480","0","10802","0","1"
"7","2","3510","0","10802","0","2"
"7","2","3540","0","10802","0","3"
"7","2","3570","0","10802","0","4"
"7","2","3600","0","10802","0","5"
"8","2","3750","0","10802","0","0"
"8","2","3780","0","10802","0","1"
"8","2","3810","0","10802","0","2"
"8","2","3840","0","10802","0","3"
"8","2","3870","0","10802","0","4"
"8","2","3900","0","10802","0","5"
"9","2","4050","0","10802","0","0"
"9","2","4080","0","10802","0","1"
"9","2","4110","0","10802","0","2"
"9","2","4140","0","10802","0","3"
"9","2","4170","0","10802","0","4"
"9","2","4200","0","10802","0","5"
"10","2","4350","0","10802","0","0"
"10","2","4380","0","10802","0","1"
"10","2","4410","0","10802","0","2"
"10","2","4440","0","10802","0","3"
"10","2","4470","0","10802","0","4"
"10","2","4500","0","10802","0","5"
"1","8","1000","0","10803","0","0"
"1","8","1200","0","10803","0","1"
"1","8","1400","0","10803","0","2"
"1","8","1600","0","10803","0","3"
"1","8","1800","0","10803","0","4"
"1","8","2000","0","10803","0","5"
"2","8","3000","0","10803","0","0"
"2","8","3200","0","10803","0","1"
"2","8","3400","0","10803","0","2"
"2","8","3600","0","10803","0","3"
"2","8","3800","0","10803","0","4"
"2","8","4000","0","10803","0","5"
"3","8","5000","0","10803","0","0"
"3","8","5200","0","10803","0","1"
"3","8","5400","0","10803","0","2"
"3","8","5600","0","10803","0","3"
"3","8","5800","0","10803","0","4"
"3","8","6000","0","10803","0","5"
"4","8","7000","0","10803","0","0"
"4","8","7200","0","10803","0","1"
"4","8","7400","0","10803","0","2"
"4","8","7600","0","10803","0","3"
"4","8","7800","0","10803","0","4"
"4","8","8000","0","10803","0","5"
"5","8","9000","0","10803","0","0"
"5","8","9200","0","10803","0","1"
"5","8","9400","0","10803","0","2"
"5","8","9600","0","10803","0","3"
"5","8","9800","0","10803","0","4"
"5","8","10000","0","10803","0","5"
"6","8","10500","0","10803","0","0"
"6","8","10600","0","10803","0","1"
"6","8","10700","0","10803","0","2"
"6","8","10800","0","10803","0","3"
"6","8","10900","0","10803","0","4"
"6","8","11000","0","10803","0","5"
"7","8","11500","0","10803","0","0"
"7","8","11600","0","10803","0","1"
"7","8","11700","0","10803","0","2"
"7","8","11800","0","10803","0","3"
"7","8","11900","0","10803","0","4"
"7","8","12000","0","10803","0","5"
"8","8","12500","0","10803","0","0"
"8","8","12600","0","10803","0","1"
"8","8","12700","0","10803","0","2"
"8","8","12800","0","10803","0","3"
"8","8","12900","0","10803","0","4"
"8","8","13000","0","10803","0","5"
"9","8","13500","0","10803","0","0"
"9","8","13600","0","10803","0","1"
"9","8","13700","0","10803","0","2"
"9","8","13800","0","10803","0","3"
"9","8","13900","0","10803","0","4"
"9","8","14000","0","10803","0","5"
"10","8","14500","0","10803","0","0"
"10","8","14600","0","10803","0","1"
"10","8","14700","0","10803","0","2"
"10","8","14800","0","10803","0","3"
"10","8","14900","0","10803","0","4"
"10","8","15000","0","10803","0","5"
"1","9","1000","0","10804","0","0"
"1","9","1200","0","10804","0","1"
"1","9","1400","0","10804","0","2"
"1","9","1600","0","10804","0","3"
"1","9","1800","0","10804","0","4"
"1","9","2000","0","10804","0","5"
"2","9","3000","0","10804","0","0"
"2","9","3200","0","10804","0","1"
"2","9","3400","0","10804","0","2"
"2","9","3600","0","10804","0","3"
"2","9","3800","0","10804","0","4"
"2","9","4000","0","10804","0","5"
"3","9","5000","0","10804","0","0"
"3","9","5200","0","10804","0","1"
"3","9","5400","0","10804","0","2"
"3","9","5600","0","10804","0","3"
"3","9","5800","0","10804","0","4"
"3","9","6000","0","10804","0","5"
"4","9","7000","0","10804","0","0"
"4","9","7200","0","10804","0","1"
"4","9","7400","0","10804","0","2"
"4","9","7600","0","10804","0","3"
"4","9","7800","0","10804","0","4"
"4","9","8000","0","10804","0","5"
"5","9","9000","0","10804","0","0"
"5","9","9200","0","10804","0","1"
"5","9","9400","0","10804","0","2"
"5","9","9600","0","10804","0","3"
"5","9","9800","0","10804","0","4"
"5","9","10000","0","10804","0","5"
"6","9","10500","0","10804","0","0"
"6","9","10600","0","10804","0","1"
"6","9","10700","0","10804","0","2"
"6","9","10800","0","10804","0","3"
"6","9","10900","0","10804","0","4"
"6","9","11000","0","10804","0","5"
"7","9","11500","0","10804","0","0"
"7","9","11600","0","10804","0","1"
"7","9","11700","0","10804","0","2"
"7","9","11800","0","10804","0","3"
"7","9","11900","0","10804","0","4"
"7","9","12000","0","10804","0","5"
"8","9","12500","0","10804","0","0"
"8","9","12600","0","10804","0","1"
"8","9","12700","0","10804","0","2"
"8","9","12800","0","10804","0","3"
"8","9","12900","0","10804","0","4"
"8","9","13000","0","10804","0","5"
"9","9","13500","0","10804","0","0"
"9","9","13600","0","10804","0","1"
"9","9","13700","0","10804","0","2"
"9","9","13800","0","10804","0","3"
"9","9","13900","0","10804","0","4"
"9","9","14000","0","10804","0","5"
"10","9","14500","0","10804","0","0"
"10","9","14600","0","10804","0","1"
"10","9","14700","0","10804","0","2"
"10","9","14800","0","10804","0","3"
"10","9","14900","0","10804","0","4"
"10","9","15000","0","10804","0","5"
