109b44c635a82b69463808c402c4b07060ce747dc29098ffef65eedadf63d021,49f7d532e50955804545e171f9bb7c398cc75661dd272c2376985724499e9705,edf723160eab50fac5c083232af2be0c9c2c5a75522d38307004a4af0afd2443,2cf452971c2c377d96d35513f30f4677bbf807e15a85fe024680b39518f52898,b071873fdbc7c640ffad6f1a7b5864538be00298f77a57f70d6e87a62a5dc5c3,9b32f2f215c0edd6fd9596b978783d3d5823e6d7d182285a736d488d8006f3bc,797c6d60563faafcc7f8fa9859456860c9d895262fe12bfd754f482d6ad2c8d1,c2b0e5f9aad1b433f58ed660ee5281a3474a355fe4a69430929ca078b88d8907,7823a2a5fc711cd222344cd117aebdf8be2b21a1d36d463ee58648d959c204ad,e10b4eb58240812ccab8fa9b714245a317170f42e20f1f95fd434b6ad2d5f65c,7b302394c387815d1a9e8d733e1000de211dce7e22e84ddec506d012c97fc124
"1","0","11","3.9","5","0","10","0","16032","じゃ、ちょっと遊んでくるわ～\n虫取…じゃなくて大人の社交場に♪","16"
"0","","91","","16027","","0","","16033","","16"
"0","","91","","16032","","0","","16034","","16"
"","","22","","0","","","","16035","0.5","16"
"","","23","","se_alces","","","","16036","se_alces_surprise","16"
"iroha_shock_loop","0.2","3","","5","1","0","0","16037","iroha_shock_in","16"
"","0.2","3","","1001","","0","","16038","iroha_shock_in","16"
"","","93","","1","","","","16039","0","16"
"","0.2","3","","3","","1","","16040","sono_armcrossed_talk","16"
"0","","21","","vo_alces","","0","","16041","vo_alces_1604","16"
"1","0","11","1.7","3","0","10","0","16042","…私のフリしてどこ行くのかしら？\nイロハちゃん？","16"
"0","","91","","0","","0","","16043","","16"
"","","22","","0","","","","16044","0.5","16"
"sono_doya_idle","0.2","3","","3","1","0","0","16045","sono_doya_in","16"
"","0.2","3","","5","","0","","16046","iroha_kyorokyoro","16"
"","","93","","1.8","","","","16047","0","16"
"","","23","","se_alces","","","","16048","se_alces_dotabata","16"
"iroha_escape","0","3","","5","1","0","0","16049","iroha_escape_in","16"
"3.5","","2","","5","0","-160","","16050","-1200","16"
"","","32","","11","","","","16051","1","16"
"","","37","","11","","","","16052","sweatR_Loop","16"
"3.5","","33","","11","0","-160","","16053","-1200","16"
"","","93","","0.1","","","","16054","0","16"
"","0.2","3","","3","","1","","16055","sono_notice_in_anger","16"
"","0.2","3","","1002","","0","","16056","sono_notice_in_anger","16"
"","","93","","0.3","","","","16057","0","16"
"surprise2R_idle","0.2","3","","132211","1","0","0","16058","surprise2_turn","16"
"","","93","","0.4","","","","16059","0","16"
"","0.2","3","","3","","1","","16060","run_chase","16"
"3.5","","2","","3","0","-160","","16061","-1050","16"
"","","93","","2","","","","16062","0","16"
"","0.2","3","","132211","","1","","16063","sadR_idle_nervous","16"
"sad_idle_nervous","0.2","3","","1003","1","0","0","16064","sad_idle_nervous_in","16"
"","","93","","2","","","","16065","0","16"
"","","22","","0","","","","16066","0","16"
"","","93","","3","","","","16067","0","16"
"0","","101","","16067","","0","","16068","","16"
"-100","1.47","5","idle_normal","5","-190","100","0","17001","5","17"
"-190","0","31","","11","1","-100","","17002","1101","17"
"-100","1.47","5","empty","10","-190","101","0","17003","1001","17"
"","","13","","5","","","","17004","130","17"
"125","1.43","5","idle_kyapi_normal","4","-190","101","1","17005","4","17"
"-190","0","31","","11","1","125","","17006","1102","17"
"","","91","","0","","","","17007","0","17"
"","","23","","se_alces","","","","17008","se_alces_breath","17"
"sono_relief_talk","0.2","3","","5","1","0","0","17009","sono_relief_in","17"
"","0.2","3","","1001","","0","","17010","sono_relief_in","17"
"","","93","","0.5","","","","17011","0","17"
"0","","21","","vo_alces","","0","","17012","vo_alces_1700","17"
"1","0","11","2.4","5","0","10","0","17013","はあ…\n元の姿に戻っちゃった…","17"
"","","93","","3.5","","","","17014","1","17"
"0","","91","","17013","","0","","17015","","17"
"sono_tired_talk","0.2","3","","5","1","0","0","17016","sono_ache_in","17"
"0","","21","","vo_alces","","0","","17017","vo_alces_1701","17"
"1","0","11","3.7","5","0","10","0","17018","うぎっ…筋肉痛やば。\nあんたどんだけ走り回ってんのよ…","17"
"0","","91","","0","","0","","17019","","17"
"","0.2","3","","5","","1","","17020","sono_tired_idle","17"
"","0.2","3","","4","","1","","17021","jump_loop","17"
"0","","21","","vo_alces","","0","","17022","vo_alces_1702","17"
"1","0","11","1.4","4","0","10","0","17023","あはははーっ！！\nイロハの体、なまってるー！！","17"
"0","","91","","0","","0","","17024","","17"
"","0.2","3","","4","","1","","17025","joy_talk_normal2","17"
"0","","21","","vo_alces","","0","","17026","vo_alces_1703","17"
"1","0","11","0.3","4","0","10","0","17027","ちょっと全力で走ってくるねー！！","17"
"0","","91","","0","","0","","17028","","17"
"iroha_run_dash","0.1","3","","4","1","0","0","17029","iroha_joy_to_run","17"
"","","22","","0","","","","17030","0.5","17"
"2.1","","2","","4","0","-190","","17031","1200","17"
"","","32","","1102","","","","17032","1","17"
"","","37","","1102","","","","17033","smokeL","17"
"2.1","","33","","1102","0","-190","","17034","1200","17"
"","","93","","2","","","","17035","0","17"
"sad_talk_anger","0.2","3","","5","1","0","0","17036","tired_to_sad","17"
"0","","21","","vo_alces","","0","","17037","vo_alces_1704","17"
"1","0","11","4.3","5","0","10","0","17038","…ん？\n後でその体にまた私戻るよ？\n無理だな。死んじゃうな","17"
"0","","91","","0","","0","","17039","","17"
"","0.1","3","","5","","1","","17040","run_chase_Ex0006","17"
"3.5","","2","","5","0","-190","","17041","1100","17"
"","","32","","1101","","","","17042","1","17"
"","","37","","1101","","","","17043","sweatL_Loop","17"
"3.5","","33","","1101","0","-190","","17044","1100","17"
"0","","21","","vo_alces","","0","","17045","vo_alces_1705","17"
"1","0","11","0.5","5","0","10","0","17046","コラ待てーっ！！","17"
"","","93","","3","","","","17047","0","17"
"0","","91","","0","","0","","17048","","17"
"","","22","","0","","","","17049","0","17"
"","","93","","3","","","","17050","0","17"
"0","","101","","17050","","0","","17051","","17"
"400","1.4","5","sit_drink_loop","5","-130","100","1","18001","5","18"
"235","1.37","5","iroha_sad_lookup_surprise","4","-145","101","0","18002","4","18"
"","","91","","0","","","","18003","0","18"
"0","","21","","vo_alces","","0","","18004","vo_alces_1800","18"
"1","0","11","0.5","5","0","10","0","18005","ごきゅっ…ごきゅっ…ごきゅっ！","18"
"0","","91","","0","","0","","18006","","18"
"sit_drink_handup_talk","0.2","3","","5","1","0","0","18007","sit_drink_handup_in","18"
"","","93","","0.2","","","","18008","0","18"
"iroha_surprise_look_idle","0.2","3","","4","1","0","0","18009","iroha_surprise_in","18"
"","","93","","0.2","","","","18010","0","18"
"0","","21","","vo_alces","","0","","18011","vo_alces_1801","18"
"1","0","11","4.2","5","0","10","0","18012","ああ、喉がよろこんでる。\n地元のブドウ朱も好きだけど、\nこっちの麦しゅわもいいわ～","18"
"0","","91","","0","","0","","18013","","18"
"sit_drink_idle","0.2","3","","5","1","0","0","18014","sit_drink_idle_in","18"
"","0.2","3","","4","","1","","18015","iroha_anger_talk_lookup","18"
"0","","21","","vo_alces","","0","","18016","vo_alces_1802","18"
"1","0","11","3.8","4","0","10","20","18017","えーイロハの喉もよろこびた～い！\nソノちゃん、イロハにも飲ませて～っ！","18"
"0","","91","","0","","0","","18018","","18"
"","0.2","3","","4","","1","","18019","iroha_anger_idle_lookup","18"
"sit_drink_idle_Jitome","0.2","3","","5","1","0","0","18020","sit_drink_idle_notice","18"
"0","","21","","vo_alces","","0","","18021","vo_alces_1803","18"
"1","0","11","3.7","5","0","10","0","18022","ふ、10年早いわ。\nぐびぐび","18"
"0","","91","","0","","0","","18023","","18"
"sit_drink_yareyare","0.2","3","","5","1","0","0","18024","sit_drink_idle_to_yareyare","18"
"0","","21","","vo_alces","","0","","18025","vo_alces_1804","18"
"1","0","11","3.9","5","0","10","0","18026","あんたもいつかわかるわよ、\n麦しゅわキメないと\nやってらんない日が来るってことがね","18"
"0","","91","","0","","0","","18027","","18"
"","","22","","0","","","","18028","0","18"
"iroha_sad_lookup_shy","0.2","3","","4","1","0","0","18029","iroha_anger_to_sad","18"
"sit_drink_loop","0.2","3","","5","1","0","0","18030","sit_drink_yareyare_to_loop","18"
"","","93","","2","","","","18031","0","18"
"sit_drink_handup_idle_dead","0.2","3","","5","1","0","0","18032","sit_drink_handup_in_dead","18"
"","","93","","2","","","","18033","0","18"
"0","","21","","vo_alces","","0","","18034","vo_alces_1805","18"
"1","0","11","1.2","5","0","10","0","18035","…うぃ～、ヒックッ","18"
"0","","91","","0","","0","","18036","","18"
"","0.2","3","","4","","1","","18037","iroha_sad_talk_lookup","18"
"0","","21","","vo_alces","","0","","18038","vo_alces_1806","18"
"1","0","11","0.5","4","0","10","20","18039","ダメな大人だ…","18"
"0","","91","","0","","0","","18040","","18"
"","0.2","3","","4","","1","","18041","iroha_sad_lookup_shy","18"
"","","22","","0","","","","18042","0","18"
"","","93","","3","","","","18043","0","18"
"0","","101","","18043","","0","","18044","","18"
"407","1.45","5","idle_normal","1","-158","105","1","19001","1","19"
"32","1.47","5","doyaB_idle","2","-156","100","0","19002","2","19"
"-124","1.42","5","idle_normal","3","-168","108","0","19003","3","19"
"1500","1.42","5","idle_kyapi_normal","4","600","108","0","19004","4","19"
"1500","1.47","5","idle_normal","5","600","100","0","19005","5","19"
"-158","0","31","","18","1","407","","19006","18","19"
"-156","0","31","","19","1","32","","19007","19","19"
"-168","0","31","","20","1","-124","","19008","20","19"
"-168","0","31","","21","1","-124","","19009","21","19"
"","","91","","0","","","","19010","0","19"
"","","93","","0.5","","","","19011","0","19"
"","0.2","3","","2","","1","","19012","doyaB_idle_look","19"
"cool_talk_joy_lookup","0.2","3","","3","1","0","0","19013","cool_in_joy_lookup","19"
"0","","21","","vo_alces","","0","","19014","vo_alces_1900","19"
"1","0","11","2.5","3","0","10","0","19015","じゃあワイルドグリフォンのしっぽね。\nイロハ頼んだよ","19"
"0","","91","","0","","0","","19016","","19"
"cool_idle_normal","0.2","3","","3","1","0","0","19017","cool_idle_normal_lookup","19"
"gutsB_idle_joy","0.2","3","","2","1","0","0","19018","iroha_ok_luichan","19"
"0","","21","","vo_alces","","0","","19019","vo_alces_1901","19"
"1","0","11","0.5","2","0","10","0","19020","オッケー！\nご飯までには帰ってくるねー！\nんじゃルイちゃん、よろしく～！","19"
"","","91","","0","","","","19021","","19"
"","0.2","3","","2","","1","","19022","idle_kyapi_normal","19"
"","0.2","3","","3","","1","","19023","idle_normal","19"
"","0.2","3","","1","","0","","19024","luis_swap","19"
"0","","21","","vo_alces","","0","","19025","vo_alces_1902","19"
"1","0","11","1.2","1","0","10","10","19026","はいはい。\n『入れ替わりの秘薬』噴射～♪","19"
"","","93","","1.2","","","","19027","0","19"
"","","23","","se_alces","","0","","19028","se_alces_replace","19"
"","","93","","2.8","","","","19029","0","19"
"","","32","","18","","","","19030","1","19"
"","","32","","19","","","","19031","1","19"
"","","93","","0.5","","","","19032","0","19"
"0","1","6","","2","0","0","0","19033","1","19"
"0","1","6","","3","0","0","0","19034","1","19"
"","","93","","1.5","","","","19035","0","19"
"0","","2","","2","0","600","","19036","1500","19"
"0","","2","","3","0","600","","19037","1500","19"
"0","","2","","4","0","-168","","19038","-124","19"
"0","","2","","5","0","-156","","19039","32","19"
"","","93","","1.2","","","","19040","0","19"
"idle_normal_talkjoy1","0.1","3","","1","1","0","0","19041","luis_swap_out","19"
"","","93","","0.5","","","","19042","0","19"
"speedMode_loop","0.2","3","","4","1","0","0","19043","speedMode_in","19"
"lookback_idle","0.1","3","","5","1","0","0","19044","lookback_in","19"
"0","","21","","vo_alces","","0","","19045","vo_alces_1903","19"
"1","0","11","1.3","4","0","10","0","19046","よーしっ！！\nイロハスピードモード！！","19"
"","","91","","0","","","","19047","","19"
"","","22","","0","","","","19048","0","19"
"","","93","","0.3","","","","19049","0","19"
"","","23","","se_alces","","0","","19050","se_alces_dash","19"
"speedDash_loop","0","3","","4","1","0","0","19051","speedDash_in","19"
"sono_idle_glasses_crooked","0.2","3","","5","1","0","0","19052","sono_blown","19"
"luis_blown_idle","0.2","3","","1","1","0","0","19053","luis_blown","19"
"","","32","","20","","","","19054","1","19"
"","","93","","0.4","","","","19055","0","19"
"0.5","","2","","4","0","-156","","19056","1500","19"
"","","32","","21","","","","19057","1","19"
"0.5","","33","","21","0","-156","","19058","1500","19"
"","","93","","3.5","","","","19059","0","19"
"sono_idle_shy","0.2","3","","5","1","0","0","19060","sono_idle_glasses_up","19"
"0","","21","","vo_alces","","0","","19061","vo_alces_1904","19"
"1","0","11","0.5","5","0","10","0","19062","はっや","19"
"0","","91","","0","","0","","19063","","19"
"","","22","","0","","","","19064","0","19"
"-60","1.47","5","naderare_idle","2","-190","100","0","20001","2","20"
"-60","1.47","5","empty","10","-190","103","0","20002","101","20"
"50","1.42","5","nadenade_idle","3","-190","101","0","20003","3","20"
"50","1.42","5","empty","10","-190","103","0","20004","102","20"
"270","1.45","1","idle_normal","1","-190","102","1","20005","101111","20"
"","","91","","0","","","","20006","0","20"
"","","93","","0.8","","","","20007","0","20"
"","","23","","se_alces","","","","20008","se_alces_emotion_note","20"
"","0","3","","101","","0","","20009","naderare_idle_note","20"
"","","93","","2.5","","","","20010","0","20"
"","0.2","3","","101111","","1","","20011","talk_normal_joy","20"
"0","","21","","vo_alces","","0","","20012","vo_alces_2000","20"
"1","0","11","1.3","101111","0","10","0","20013","ふふ。\n仲のいい姉妹ですね～♪","20"
"0","","91","","0","","0","","20014","","20"
"","0.2","3","","101111","","1","","20015","idle_normal","20"
"doya_talk_joy","0.2","3","","2","1","0","0","20016","doya_in_joy","20"
"idle_normal","0.2","3","","3","1","0","0","20017","nadenade_to_idle","20"
"","","93","","0.2","","","","20018","0","20"
"0","","21","","vo_alces","","0","","20019","vo_alces_2001","20"
"1","0","11","1","2","0","10","0","20020","姉妹じゃないよ！\n姪と叔母なんだ～！","20"
"0","","91","","0","","0","","20021","","20"
"","0.2","3","","2","","1","","20022","doya_idle_Ex0004","20"
"","","93","","0.2","","","","20023","0","20"
"talk_normal_joy","0.2","3","","101111","1","0","0.2","20024","notice_in_talk2","20"
"0","","21","","vo_alces","","0","","20025","vo_alces_2002","20"
"1","0","11","2.2","101111","0","10","0","20026","あ、そうでしたか失礼しました！\nということはお二人は３頭身ですね！","20"
"0","","91","","0","","0","","20027","","20"
"","0.2","3","","101111","","1","","20028","idle_normal_joyR","20"
"","","93","","0.2","","","","20029","0","20"
"","0.2","3","","3","","1","","20030","idle_surprise","20"
"","0.2","3","","2","","1","","20031","idle_normal","20"
"","","93","","0.8","","","","20032","0","20"
"","","23","","se_alces","","","","20033","se_alces_emotion_quiet","20"
"0","0","12","","3","0","1","0","20034","12","20"
"","","93","","3","","","","20035","0","20"
"","0.2","3","","3","","1","","20036","talk_normal_surprise","20"
"0","","21","","vo_alces","","0","","20037","vo_alces_2003","20"
"1","0","11","0.6","3","0","10","0","20038","……３親等のことかしら？","20"
"0","","91","","0","","0","","20039","","20"
"","","22","","0","","","","20040","0.5","20"
"","0.2","3","","3","","1","","20041","idle_surprise","20"
"","","93","","0.5","","","","20042","0","20"
"","","23","","se_alces","","","","20043","se_alces_emotion_question","20"
"0","0","12","","101111","0","1","0","20044","5","20"
"","0.5","3","","101111","","1","","20045","surprise_idle_normal2","20"
"","0.2","3","","2","","1","","20046","idle_surprise","20"
"","","93","","0.8","","","","20047","0","20"
"","0.2","3","","3","","1","","20048","sad_idle_Ex0007","20"
"sad_idle","","3","","102","1","0","0","20049","sad_idle_in","20"
"","","22","","0","","","","20050","0","20"
"","","93","","3","","","","20051","0","20"
"0","","101","","20051","","0","","20052","","20"
"-1.7","1.4","5","adv_luis","1","-140","100","0","101001","1","101"
"87","1","31","","1","1","108.3","","101002","1","101"
"-1.7","1.4","5","adv_luis","1","-140","100","0","102001","1","102"
"87","1","31","","1","1","108.3","","102002","1","102"
"-1.7","1.4","5","adv_luis","1","-140","100","0","103001","1","103"
"87","1","31","","1","1","108.3","","103002","1","103"
"90","1.5","5","adv_iroha","2","-190","100","0","104001","2","104"
"37","1","31","","1","1","200","","104002","1","104"
"90","1.5","5","adv_iroha","2","-190","100","0","105001","2","105"
"37","1","31","","1","1","200","","105002","1","105"
"90","1.5","5","adv_iroha","2","-190","100","0","106001","2","106"
"37","1","31","","1","1","200","","106002","1","106"
"350","1.38","5","adv_sono","3","-130","100","1","107001","3","107"
"-18","1","31","","10","1","475","","107002","10","107"
"125","1","31","","1","1","460","","107003","1","107"
"350","1.38","5","adv_sono","3","-130","100","1","108001","3","108"
"-18","1","31","","10","1","475","","108002","10","108"
"125","1","31","","1","1","460","","108003","1","108"
"350","1.38","5","adv_sono","3","-130","100","1","109001","3","109"
"-18","1","31","","10","1","475","","109002","10","109"
"125","1","31","","1","1","460","","109003","1","109"
"350","1.38","5","adv_sono","3","-130","100","1","110001","3","110"
"-18","1","31","","10","1","475","","110002","10","110"
"125","1","31","","1","1","460","","110003","1","110"
"-1.7","1.4","5","adv_luis","1","-140","100","0","111001","1","111"
"87","1","31","","1","1","108.3","","111002","1","111"
"","","37","","1","","","","111003","special","111"
"350","1.38","5","adv_sono","3","-130","100","1","112001","3","112"
"-18","1","31","","10","1","475","","112002","10","112"
"125","1","31","","1","1","460","","112003","1","112"
"","","37","","1","","","","112004","special","112"
"90","1.5","5","adv_iroha","2","-190","100","0","113001","2","113"
"37","1","31","","1","1","200","","113002","1","113"
"","","37","","1","","","","113003","special","113"
"90","1.5","5","adv_iroha","2","-190","100","0","114001","2","114"
"37","1","31","","1","1","200","","114002","1","114"
"","","37","","1","","","","114003","special","114"
"-1.7","1.4","5","adv_luis","1","-140","100","0","115001","1","115"
"87","1","31","","1","1","108.3","","115002","1","115"
"","","37","","1","","","","115003","special","115"
"90","1.5","5","adv_iroha","2","-190","100","0","116001","2","116"
"37","1","31","","1","1","200","","116002","1","116"
"","","37","","1","","","","116003","special","116"
"350","1.38","5","adv_sono","3","-130","100","1","117001","3","117"
"-18","1","31","","10","1","475","","117002","10","117"
"125","1","31","","1","1","460","","117003","1","117"
"","","37","","1","","","","117004","special","117"
"90","1.48","5","adv_iroha_kodomo","4","-190","100","0","118001","4","118"
"37","1","31","","1","1","200","","118002","1","118"
"","","37","","1","","","","118003","special","118"
"350","1.38","5","adv_sono","3","-130","100","1","119001","3","119"
"-18","1","31","","10","1","475","","119002","10","119"
"125","1","31","","1","1","460","","119003","1","119"
"","","37","","1","","","","119004","special","119"
"350","1.38","5","adv_sono","3","-130","100","1","120001","3","120"
"-18","1","31","","10","1","475","","120002","10","120"
"125","1","31","","1","1","460","","120003","1","120"
"","","37","","1","","","","120004","special","120"
"-1.7","1.4","5","adv_luis","1","-140","100","0","121001","1","121"
"87","1","31","","1","1","108.3","","121002","1","121"
"","","37","","1","","","","121003","special","121"
"350","1.38","5","adv_sono","3","-130","100","1","122001","3","122"
"-18","1","31","","10","1","475","","122002","10","122"
"125","1","31","","1","1","460","","122003","1","122"
"","","37","","1","","","","122004","special","122"
"350","1.4","5","adv_sono_otona","5","-130","100","1","123001","5","123"
"-18","1","31","","10","1","475","","123002","10","123"
"125","1","31","","1","1","460","","123003","1","123"
"","","37","","1","","","","123004","special","123"
"350","1.38","5","adv_sono","3","-130","100","1","124001","3","124"
"-18","1","31","","10","1","475","","124002","10","124"
"125","1","31","","1","1","460","","124003","1","124"
"","","37","","1","","","","124004","special","124"
"-1.7","1.4","5","adv_luis","1","-140","100","0","125001","1","125"
"87","1","31","","1","1","108.3","","125002","1","125"
"","","37","","1","","","","125003","special","125"
"90","1.48","5","adv_iroha_kodomo","4","-190","100","0","126001","4","126"
"37","1","31","","1","1","200","","126002","1","126"
"","","37","","1","","","","126003","special","126"
"90","1.5","5","adv_iroha","2","-190","100","0","127001","2","127"
"37","1","31","","1","1","200","","127002","1","127"
"","","37","","1","","","","127003","special","127"
"-1.7","1.4","5","adv_luis","1","-140","100","0","128001","1","128"
"87","1","31","","1","1","108.3","","128002","1","128"
"","","37","","1","","","","128003","special","128"
"350","1.4","5","adv_sono_otona","5","-130","100","1","129001","5","129"
"-18","1","31","","10","1","475","","129002","10","129"
"125","1","31","","1","1","460","","129003","1","129"
"","","37","","1","","","","129004","special","129"
"350","1.38","5","adv_sono","3","-130","100","1","130001","3","130"
"-18","1","31","","10","1","475","","130002","10","130"
"125","1","31","","1","1","460","","130003","1","130"
"","","37","","1","","","","130004","special","130"
"-1.7","1.4","5","adv_luis","1","-140","100","0","131001","1","131"
"87","1","31","","1","1","108.3","","131002","1","131"
"","","37","","1","","","","131003","special","131"
"90","1.5","5","adv_iroha","2","-190","100","0","132001","2","132"
"37","1","31","","1","1","200","","132002","1","132"
"","","37","","1","","","","132003","special","132"
