cbed94ab9ac1ea323b72a2a9c960f956fa4551a1dcec29a60b05ea60b7bd28fa,35297443de7be9ad8b4dc93f22706e51ff83474b93e22de9988afe6a05947a40,d4c72fbb0d868157bfcc1d33bba5278dd044fdc46529f3c3c4a80f5428c1f696,a447f5bf17e74ce7736e0f84ce891059677e2a279fda0531184935a9944c4d54,1b38d325c5493986794fa7075f5bd8c61e7cc2a0bd86382867db192ea6d0008b,1f695e8e521e90239e2143966ee845d2d48c5e736377e086736ce61f5153749a,0db12590a1d30d5b02c25f1f5b0933bba6c7dee15236910e0ce8fbf8059a4881,a3c281187d3e5e810d38c1e2848c606b833834dfa90a651e40dc828fa73a62fc,16e0f9339780a63d29228e131a9e22df733832e0dbd455c360ee6bfab9eb3569,8bdaa2a52559831cf7f65db8495b1704f6b3afc20e599b33772403e62a020712,27cd30b38659beb407f25384d6ecc62f68c547a799e22f9c57c5d927946e5e43,521d722b3f0a4bfaf6dfd3a195f4eaafc6a1f431a986a477831f28cdfc2419c2,c94202a103899a50b6597c5d92b0ecd1dc28726ec906cb84271b3a8ea7632fe2,abc6d0ccf8d4b2732b0509d3276f649afc84897b6cfa681abf62ed5da1184da7
"イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","0","カリン","10161","5","2025/01/16 12:00:00","1","2025/01/25 14:59:59","190803","0","-416.5","57","1","10161005"
"ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","5.506","カリン","10161","1","2025/01/16 12:00:00","1","2025/01/25 14:59:59","190803","0","-363","55","2","10161006"
"お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","1.216","カリン","10161","2","2025/01/16 12:00:00","2","2025/01/25 14:59:59","190803","0","-363","55","1","10161007"
"お疲れ様でした\n討伐証の交換、\nお忘れないように！","1.539","カリン","10161","3","2025/01/16 12:00:00","2","2025/01/25 14:59:59","190803","0","-363","56","1","10161008"
"終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","1.875","カリン","10161","4","2025/01/16 12:00:00","2","2025/01/25 14:59:59","190803","0","-363","56","1","10161009"
"","10.68","ペコリーヌ（クリスマス）","10161","101","2025/01/16 12:00:00","2","2025/01/25 14:59:59","127901","8","-285","51","1","10161101"
"","13.63","クレジッタ（クリスマス）","10161","201","2025/01/16 12:00:00","1","2025/01/25 14:59:59","128001","0","-285","51","5","10161102"
"","9.08","ペコリーヌ（クリスマス）","10161","102","2025/01/16 12:00:00","2","2025/01/25 14:59:59","127901","8","-285","51","4","10161103"
"","0","クレジッタ（クリスマス）","10161","202","2025/01/16 12:00:00","3","2025/01/25 14:59:59","128001","0","-285","51","3","10161104"
"","12.45","ペコリーヌ（クリスマス）","10161","103","2025/01/16 12:00:00","1","2025/01/25 14:59:59","127901","8","-285","51","2","10161105"
"","7.18","クレジッタ（クリスマス）","10161","203","2025/01/16 12:00:00","3","2025/01/25 14:59:59","128001","0","-285","51","6","10161106"
"","5.43","ペコリーヌ（クリスマス）","10161","104","2025/01/16 12:00:00","1","2025/01/25 14:59:59","127901","8","-285","52","2","10161107"
"","12.27","クレジッタ（クリスマス）","10161","204","2025/01/16 12:00:00","4","2025/01/25 14:59:59","128001","0","-285","52","1","10161108"
"ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","3.414","カリン","10163","1","2025/02/16 12:00:00","1","2025/02/25 14:59:59","190804","0","-416.5","53","2","10163001"
"ミッションをクリアして、\n報酬をゲットしましょう！","3.099","カリン","10163","2","2023/12/31 12:00:00","1","2025/02/25 14:59:59","190804","0","-416.5","53","2","10163002"
"受け取ることができる\n報酬があるようです\n確認してみてください","2.801","カリン","10163","3","2023/12/31 12:00:00","1","2025/02/25 14:59:59","190804","0","-416.5","54","2","10163003"
"報酬がもらえますよ！\nチェックしてみてください","0","カリン","10163","4","2023/12/31 12:00:00","2","2025/02/25 14:59:59","190804","0","-416.5","54","2","10163004"
"イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","0","カリン","10163","5","2023/12/31 12:00:00","1","2025/02/25 14:59:59","190804","0","-416.5","57","1","10163005"
"ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","5.506","カリン","10163","1","2023/12/31 12:00:00","1","2025/02/25 14:59:59","190804","0","-363","55","2","10163006"
"お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","1.216","カリン","10163","2","2023/12/31 12:00:00","2","2025/02/25 14:59:59","190804","0","-363","55","1","10163007"
"お疲れ様でした\n討伐証の交換、\nお忘れないように！","1.539","カリン","10163","3","2023/12/31 12:00:00","2","2025/02/25 14:59:59","190804","0","-363","56","1","10163008"
"終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","1.875","カリン","10163","4","2023/12/31 12:00:00","2","2025/02/25 14:59:59","190804","0","-363","56","1","10163009"
"","3.6","イノリ（ニューイヤー）","10163","101","2023/12/31 12:00:00","1","2025/02/25 14:59:59","128301","0","-285","51","2","10163101"
"","10.7","イノリ（ニューイヤー）","10163","102","2023/12/31 12:00:00","4","2025/02/25 14:59:59","128301","0","-285","51","3","10163102"
"","3.7","イノリ（ニューイヤー）","10163","103","2023/12/31 12:00:00","1","2025/02/25 14:59:59","128301","0","-285","51","2","10163103"
"","9","イノリ（ニューイヤー）","10163","104","2023/12/31 12:00:00","5","2025/02/25 14:59:59","128301","0","-285","52","2","10163104"
"","0","ハツネ（ニューイヤー）","10163","201","2023/12/31 12:00:00","2","2025/02/25 14:59:59","128401","0","-285","51","2","10163105"
"","4.3","ハツネ（ニューイヤー）","10163","202","2023/12/31 12:00:00","1","2025/02/25 14:59:59","128401","0","-285","51","2","10163106"
"","0","ハツネ（ニューイヤー）","10163","203","2023/12/31 12:00:00","2","2025/02/25 14:59:59","128401","0","-285","51","2","10163107"
"","9.8","ハツネ（ニューイヤー）","10163","204","2023/12/31 12:00:00","1","2025/02/25 14:59:59","128401","0","-285","52","5","10163108"
"","10.4","カスミ（通常）","10163","301","2023/12/31 12:00:00","3","2025/02/25 14:59:59","101401","0","-285","51","1","10163109"
"","5.4","カスミ（ニューイヤー）","10163","302","2023/12/31 12:00:00","2","2025/02/25 14:59:59","128501","0","-285","51","5","10163110"
"","0","カスミ（ニューイヤー）","10163","303","2023/12/31 12:00:00","1","2025/02/25 14:59:59","128501","0","-285","51","1","10163111"
"","9.9","カスミ（通常）","10163","304","2023/12/31 12:00:00","3","2025/02/25 14:59:59","101401","0","-285","52","2","10163112"
"","9.9","カスミ（ニューイヤー）","10163","314","2023/12/31 12:00:00","3","2025/02/25 14:59:59","128501","0","-285","52","2","10163113"
"","5.4","カスミ（ニューイヤー）","10163","302","2023/12/31 12:00:00","2","2025/02/25 14:59:59","128501","0","-285","51","5","10163114"
"","9.9","カスミ（ニューイヤー）","10163","314","2023/12/31 12:00:00","3","2025/02/25 14:59:59","128501","0","-285","52","2","10163115"
"ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","3.414","カリン","10164","1","2025/03/10 12:00:00","1","2025/03/25 14:59:59","190801","0","-416.5","53","2","10164001"
"ミッションをクリアして、\n報酬をゲットしましょう！","3.099","カリン","10164","2","2025/03/10 12:00:00","1","2025/03/25 14:59:59","190801","0","-416.5","53","2","10164002"
"受け取ることができる\n報酬があるようです\n確認してみてください","2.801","カリン","10164","3","2025/03/10 12:00:00","1","2025/03/25 14:59:59","190801","0","-416.5","54","2","10164003"
"報酬がもらえますよ！\nチェックしてみてください","0","カリン","10164","4","2025/03/10 12:00:00","2","2025/03/25 14:59:59","190801","0","-416.5","54","2","10164004"
"イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","0","カリン","10164","5","2025/03/10 12:00:00","1","2025/03/25 14:59:59","190801","0","-416.5","57","1","10164005"
"ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","5.506","カリン","10164","1","2025/03/10 12:00:00","1","2025/03/25 14:59:59","190801","0","-363","55","2","10164006"
"お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","1.216","カリン","10164","2","2025/03/10 12:00:00","2","2025/03/25 14:59:59","190801","0","-363","55","1","10164007"
"お疲れ様でした\n討伐証の交換、\nお忘れないように！","1.539","カリン","10164","3","2025/03/10 12:00:00","2","2025/03/25 14:59:59","190801","0","-363","56","1","10164008"
"終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","1.875","カリン","10164","4","2025/03/10 12:00:00","2","2025/03/25 14:59:59","190801","0","-363","56","1","10164009"
"","8.511","レイ","10164","101","2025/03/10 12:00:00","4","2025/03/25 14:59:59","100301","8","-285","51","1","10164101"
"","8.76","レイ（アストラル）","10164","102","2025/03/10 12:00:00","6","2025/03/25 14:59:59","128802","8","-285","51","2","10164102"
"","9.239","レイ","10164","105","2025/03/10 12:00:00","1","2025/03/25 14:59:59","100301","8","-285","52","2","10164103"
"","9.239","レイ（アストラル）","10164","105","2025/03/10 12:00:00","1","2025/03/25 14:59:59","128802","8","-285","52","2","10164104"
"","8.15","ユイ","10164","201","2025/03/10 12:00:00","6","2025/03/25 14:59:59","100202","8","-285","51","1","10164105"
"","7.82","ユイ（アストラル）","10164","202","2025/03/10 12:00:00","6","2025/03/25 14:59:59","128901","8","-285","51","2","10164106"
"","0","ユイ","10164","205","2025/03/10 12:00:00","1","2025/03/25 14:59:59","100202","8","-285","52","1","10164107"
"","0","ユイ（アストラル）","10164","205","2025/03/10 12:00:00","1","2025/03/25 14:59:59","128901","8","-285","52","1","10164108"
"","4.843","ヒヨリ","10164","301","2025/03/10 12:00:00","1","2025/03/25 14:59:59","100101","8","-285","51","2","10164109"
"","0","ヒヨリ（アストラル）","10164","302","2025/03/10 12:00:00","6","2025/03/25 14:59:59","128701","8","-285","51","6","10164110"
"","2.612","ヒヨリ","10164","305","2025/03/10 12:00:00","2","2025/03/25 14:59:59","100101","8","-285","52","1","10164111"
"","2.612","ヒヨリ（アストラル）","10164","305","2025/03/10 12:00:00","2","2025/03/25 14:59:59","128701","8","-285","52","1","10164112"
"","5.338","アイラ","10164","401","2025/03/10 12:00:00","1","2025/03/25 14:59:59","129101","-8","-285","51","2","10164113"
"","16.348","シナツ","10164","501","2025/03/10 12:00:00","1","2025/03/25 14:59:59","129201","-8","-285","51","4","10164114"
"ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","3.414","カリン","10165","1","2025/03/15 12:00:00","1","2025/03/25 14:59:59","190801","0","-416.5","53","2","10165001"
"ミッションをクリアして、\n報酬をゲットしましょう！","3.099","カリン","10165","2","2025/03/15 12:00:00","1","2025/03/25 14:59:59","190801","0","-416.5","53","2","10165002"
"受け取ることができる\n報酬があるようです\n確認してみてください","2.801","カリン","10165","3","2025/03/15 12:00:00","1","2025/03/25 14:59:59","190801","0","-416.5","54","2","10165003"
"報酬がもらえますよ！\nチェックしてみてください","0","カリン","10165","4","2025/03/15 12:00:00","2","2025/03/25 14:59:59","190801","0","-416.5","54","2","10165004"
"イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","0","カリン","10165","5","2025/03/15 12:00:00","1","2025/03/25 14:59:59","190801","0","-416.5","57","1","10165005"
"ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","5.506","カリン","10165","1","2025/03/15 12:00:00","1","2025/03/25 14:59:59","190801","0","-363","55","2","10165006"
"お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","1.216","カリン","10165","2","2025/03/15 12:00:00","2","2025/03/25 14:59:59","190801","0","-363","55","1","10165007"
"お疲れ様でした\n討伐証の交換、\nお忘れないように！","1.539","カリン","10165","3","2025/03/15 12:00:00","2","2025/03/25 14:59:59","190801","0","-363","56","1","10165008"
"終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","1.875","カリン","10165","4","2025/03/15 12:00:00","2","2025/03/25 14:59:59","190801","0","-363","56","1","10165009"
"","12.3","レイ（アストラル）","10165","101","2025/03/15 12:00:00","1","2025/03/25 14:59:59","128802","8","-285","51","2","10165101"
"","6.65","レイ（アストラル）","10165","102","2025/03/15 12:00:00","1","2025/03/25 14:59:59","128802","8","-285","51","2","10165102"
"","9.239","レイ（アストラル）","10165","103","2025/03/15 12:00:00","1","2025/03/25 14:59:59","128802","8","-285","52","2","10165103"
"","0","ユイ（アストラル）","10165","201","2025/03/15 12:00:00","1","2025/03/25 14:59:59","128901","8","-285","51","1","10165104"
"","0","ユイ（アストラル）","10165","202","2025/03/15 12:00:00","1","2025/03/25 14:59:59","128901","8","-285","51","1","10165105"
"","0","ユイ（アストラル）","10165","203","2025/03/15 12:00:00","1","2025/03/25 14:59:59","128901","8","-285","52","1","10165106"
"","6.43","ヒヨリ（アストラル）","10165","301","2025/03/15 12:00:00","1","2025/03/25 14:59:59","128701","8","-285","51","3","10165107"
"","7.35","ヒヨリ（アストラル）","10165","302","2025/03/15 12:00:00","1","2025/03/25 14:59:59","128701","8","-285","51","2","10165108"
"","2.55","ヒヨリ（アストラル）","10165","303","2025/03/15 12:00:00","2","2025/03/25 14:59:59","128701","8","-285","52","1","10165109"
"","0","アイラ","10165","401","2025/03/15 12:00:00","2","2025/03/25 14:59:59","129101","-8","-285","51","2","10165110"
"","0","アイラ","10165","401","2025/03/15 12:00:00","2","2025/03/25 14:59:59","129101","-8","-285","52","2","10165111"
"","0","シナツ","10165","501","2025/03/15 12:00:00","2","2025/03/25 14:59:59","129201","-8","-285","51","2","10165112"
"","0","シナツ","10165","501","2025/03/15 12:00:00","2","2025/03/25 14:59:59","129201","-8","-285","52","2","10165113"
"","20.7","エリス","10165","601","2025/03/15 12:00:00","1","2025/03/25 14:59:59","129001","-8","-285","51","2","10165114"
"","20.7","エリス","10165","601","2025/03/15 12:00:00","1","2025/03/25 14:59:59","129001","-8","-285","52","2","10165115"
"ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","3.414","カリン","10166","1","2025/04/16 12:00:00","1","2030/01/01 14:59:59","190801","0","-416.5","53","2","10166001"
"ミッションをクリアして、\n報酬をゲットしましょう！","3.099","カリン","10166","2","2025/04/16 12:00:00","1","2030/01/01 14:59:59","190801","0","-416.5","53","2","10166002"
"受け取ることができる\n報酬があるようです\n確認してみてください","2.801","カリン","10166","3","2025/04/16 12:00:00","1","2030/01/01 14:59:59","190801","0","-416.5","54","2","10166003"
"報酬がもらえますよ！\nチェックしてみてください","0","カリン","10166","4","2025/04/16 12:00:00","2","2030/01/01 14:59:59","190801","0","-416.5","54","2","10166004"
"イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","0","カリン","10166","5","2025/04/16 12:00:00","1","2030/01/01 14:59:59","190801","0","-416.5","57","1","10166005"
"ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","5.506","カリン","10166","1","2025/04/16 12:00:00","1","2030/01/01 14:59:59","190801","0","-363","55","2","10166006"
"お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","1.216","カリン","10166","2","2025/04/16 12:00:00","2","2030/01/01 14:59:59","190801","0","-363","55","1","10166007"
"お疲れ様でした\n討伐証の交換、\nお忘れないように！","1.539","カリン","10166","3","2025/04/16 12:00:00","2","2030/01/01 14:59:59","190801","0","-363","56","1","10166008"
"終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","1.875","カリン","10166","4","2025/04/16 12:00:00","2","2030/01/01 14:59:59","190801","0","-363","56","1","10166009"
"","0","ユニ","10166","101","2025/04/16 12:00:00","2","2030/01/01 14:59:59","111001","8","-285","51","2","10166101"
"","8.956","クロエ","10166","201","2025/04/16 12:00:00","4","2030/01/01 14:59:59","110801","8","-285","51","3","10166102"
"","7.104","チエル","10166","301","2025/04/16 12:00:00","4","2030/01/01 14:59:59","110901","8","-285","51","2","10166103"
"","11.622","ユニ（ウィンター）","10166","102","2025/04/16 12:00:00","1","2030/01/01 14:59:59","129301","8","-285","51","3","10166104"
"","15.259","クロエ（ウィンター）","10166","202","2025/04/16 12:00:00","6","2030/01/01 14:59:59","129401","8","-285","51","7","10166105"
"","1.348","チエル（ウィンター）","10166","302","2025/04/16 12:00:00","7","2030/01/01 14:59:59","129501","8","-285","51","1","10166106"
"","0","ユニ（ウィンター）","10166","103","2025/04/16 12:00:00","1","2030/01/01 14:59:59","129301","8","-285","51","1","10166107"
"","9.59","クロエ（ウィンター）","10166","203","2025/04/16 12:00:00","1","2030/01/01 14:59:59","129401","8","-285","51","4","10166108"
"","10.5","チエル（ウィンター）","10166","303","2025/04/16 12:00:00","0","2030/01/01 14:59:59","129501","8","-285","51","3","10166109"
"","13.186","ユニ","10166","104","2025/04/16 12:00:00","1","2030/01/01 14:59:59","111001","8","-285","52","2","10166110"
"","13.186","ユニ（ウィンター）","10166","104","2025/04/16 12:00:00","1","2030/01/01 14:59:59","129301","8","-285","52","2","10166111"
"","15.62","クロエ","10166","204","2025/04/16 12:00:00","0","2030/01/01 14:59:59","110801","8","-285","52","2","10166112"
"","15.62","クロエ（ウィンター）","10166","204","2025/04/16 12:00:00","0","2030/01/01 14:59:59","129401","8","-285","52","2","10166113"
"","8.36","チエル","10166","304","2025/04/16 12:00:00","1","2030/01/01 14:59:59","110901","8","-285","52","2","10166114"
"","8.36","チエル（ウィンター）","10166","304","2025/04/16 12:00:00","1","2030/01/01 14:59:59","129501","8","-285","52","2","10166115"
"ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","3.414","カリン","10167","1","2025/05/16 12:00:00","1","2030/01/01 14:59:59","190801","0","-416.5","53","2","10167001"
"ミッションをクリアして、\n報酬をゲットしましょう！","3.099","カリン","10167","2","2025/05/16 12:00:00","1","2030/01/01 14:59:59","190801","0","-416.5","53","2","10167002"
"受け取ることができる\n報酬があるようです\n確認してみてください","2.801","カリン","10167","3","2025/05/16 12:00:00","1","2030/01/01 14:59:59","190801","0","-416.5","54","2","10167003"
"報酬がもらえますよ！\nチェックしてみてください","0","カリン","10167","4","2025/05/16 12:00:00","2","2030/01/01 14:59:59","190801","0","-416.5","54","2","10167004"
"イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","0","カリン","10167","5","2025/05/16 12:00:00","1","2030/01/01 14:59:59","190801","0","-416.5","57","1","10167005"
"ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","5.506","カリン","10167","1","2025/05/16 12:00:00","1","2030/01/01 14:59:59","190801","0","-363","55","2","10167006"
"お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","1.216","カリン","10167","2","2025/05/16 12:00:00","2","2030/01/01 14:59:59","190801","0","-363","55","1","10167007"
"お疲れ様でした\n討伐証の交換、\nお忘れないように！","1.539","カリン","10167","3","2025/05/16 12:00:00","2","2030/01/01 14:59:59","190801","0","-363","56","1","10167008"
"終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","1.875","カリン","10167","4","2025/05/16 12:00:00","2","2030/01/01 14:59:59","190801","0","-363","56","1","10167009"
"","11.05","エリコ（コマンダー）","10167","101","2025/05/16 12:00:00","1","2030/01/01 14:59:59","129901","8","-285","51","2","10167101"
"","9.01","エリコ（コマンダー）","10167","102","2025/05/16 12:00:00","4","2030/01/01 14:59:59","129901","8","-285","51","7","10167102"
"","14.11","エリコ（コマンダー）","10167","103","2025/05/16 12:00:00","7","2030/01/01 14:59:59","129901","8","-285","51","2","10167103"
"","8.02","エリコ（コマンダー）","10167","104","2025/05/16 12:00:00","6","2030/01/01 14:59:59","129901","8","-285","52","1","10167104"
"","7.95","マコト（コマンダー）","10167","201","2025/05/16 12:00:00","6","2030/01/01 14:59:59","129801","-2","-285","51","4","10167105"
"","8.02","マコト（コマンダー）","10167","202","2025/05/16 12:00:00","6","2030/01/01 14:59:59","129801","-2","-285","51","5","10167106"
"","5.35","マコト（コマンダー）","10167","203","2025/05/16 12:00:00","1","2030/01/01 14:59:59","129801","-2","-285","51","2","10167107"
"","8.91","マコト（コマンダー）","10167","204","2025/05/16 12:00:00","2","2030/01/01 14:59:59","129801","-2","-285","52","6","10167108"
"ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","3.414","カリン","10168","1","2025/06/17 12:00:00","1","2030/01/01 14:59:59","190801","0","-416.5","53","2","10168001"
"ミッションをクリアして、\n報酬をゲットしましょう！","3.099","カリン","10168","2","2025/06/17 12:00:00","1","2030/01/01 14:59:59","190801","0","-416.5","53","2","10168002"
"受け取ることができる\n報酬があるようです\n確認してみてください","2.801","カリン","10168","3","2025/06/17 12:00:00","1","2030/01/01 14:59:59","190801","0","-416.5","54","2","10168003"
"報酬がもらえますよ！\nチェックしてみてください","0","カリン","10168","4","2025/06/17 12:00:00","2","2030/01/01 14:59:59","190801","0","-416.5","54","2","10168004"
"イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","0","カリン","10168","5","2025/06/17 12:00:00","1","2030/01/01 14:59:59","190801","0","-416.5","57","1","10168005"
"ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","5.506","カリン","10168","1","2025/06/17 12:00:00","1","2030/01/01 14:59:59","190801","0","-363","55","2","10168006"
"お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","1.216","カリン","10168","2","2025/06/17 12:00:00","2","2030/01/01 14:59:59","190801","0","-363","55","1","10168007"
"お疲れ様でした\n討伐証の交換、\nお忘れないように！","1.539","カリン","10168","3","2025/06/17 12:00:00","2","2030/01/01 14:59:59","190801","0","-363","56","1","10168008"
"終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","1.875","カリン","10168","4","2025/06/17 12:00:00","2","2030/01/01 14:59:59","190801","0","-363","56","1","10168009"
"","6.33","キョウカ","10168","101","2025/06/17 12:00:00","4","2030/01/01 14:59:59","103601","8","-285","51","2","10168101"
"","6.33","キョウカ（スプリング）","10168","111","2025/06/17 12:00:00","4","2030/01/01 14:59:59","130701","8","-285","51","2","10168102"
"","12.4","キョウカ（スプリング）","10168","102","2025/06/17 12:00:00","1","2030/01/01 14:59:59","130701","8","-285","51","2","10168103"
"","10.06","キョウカ（スプリング）","10168","103","2025/06/17 12:00:00","2","2030/01/01 14:59:59","130701","8","-285","51","4","10168104"
"","0","キョウカ","10168","104","2025/06/17 12:00:00","2","2030/01/01 14:59:59","103601","8","-285","52","2","10168105"
"","0","キョウカ（スプリング）","10168","114","2025/06/17 12:00:00","2","2030/01/01 14:59:59","130701","8","-285","52","2","10168106"
"","0","スズメ","10168","201","2025/06/17 12:00:00","2","2030/01/01 14:59:59","102501","-2","-285","51","2","10168107"
"","0","スズメ（スプリング）","10168","211","2025/06/17 12:00:00","2","2030/01/01 14:59:59","130801","-2","-285","51","2","10168108"
"","6.9","スズメ（スプリング）","10168","202","2025/06/17 12:00:00","2","2030/01/01 14:59:59","130801","-2","-285","51","5","10168109"
"","11.7","スズメ（スプリング）","10168","203","2025/06/17 12:00:00","6","2030/01/01 14:59:59","130801","-2","-285","51","4","10168110"
"","2.73","スズメ","10168","204","2025/06/17 12:00:00","1","2030/01/01 14:59:59","102501","-2","-285","52","2","10168111"
"","2.73","スズメ（スプリング）","10168","214","2025/06/17 12:00:00","1","2030/01/01 14:59:59","130801","-2","-285","52","2","10168112"
"ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","3.414","カリン","10169","1","2025/07/16 12:00:00","1","2030/01/01 14:59:59","190801","0","-416.5","53","2","10169001"
"ミッションをクリアして、\n報酬をゲットしましょう！","3.099","カリン","10169","2","2025/07/16 12:00:00","1","2030/01/01 14:59:59","190801","0","-416.5","53","2","10169002"
"受け取ることができる\n報酬があるようです\n確認してみてください","2.801","カリン","10169","3","2025/07/16 12:00:00","1","2030/01/01 14:59:59","190801","0","-416.5","54","2","10169003"
"報酬がもらえますよ！\nチェックしてみてください","0","カリン","10169","4","2025/07/16 12:00:00","2","2030/01/01 14:59:59","190801","0","-416.5","54","2","10169004"
"イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","0","カリン","10169","5","2025/07/16 12:00:00","1","2030/01/01 14:59:59","190801","0","-416.5","57","1","10169005"
"ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","5.506","カリン","10169","1","2025/07/16 12:00:00","1","2030/01/01 14:59:59","190801","0","-363","55","2","10169006"
"お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","1.216","カリン","10169","2","2025/07/16 12:00:00","2","2030/01/01 14:59:59","190801","0","-363","55","1","10169007"
"お疲れ様でした\n討伐証の交換、\nお忘れないように！","1.539","カリン","10169","3","2025/07/16 12:00:00","2","2030/01/01 14:59:59","190801","0","-363","56","1","10169008"
"終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","1.875","カリン","10169","4","2025/07/16 12:00:00","2","2030/01/01 14:59:59","190801","0","-363","56","1","10169009"
"","15.8","クルル","10169","101","2025/07/16 12:00:00","2","2030/01/01 14:59:59","130901","8","-285","51","4","10169101"
"","11.3","クルル","10169","102","2025/07/16 12:00:00","1","2030/01/01 14:59:59","130901","8","-285","51","6","10169102"
"","0","クルル","10169","103","2025/07/16 12:00:00","2","2030/01/01 14:59:59","130901","8","-285","51","6","10169103"
"","14.25","クルル","10169","104","2025/07/16 12:00:00","1","2030/01/01 14:59:59","130901","8","-285","52","2","10169104"
"","8.2","マホ","10169","201","2025/07/16 12:00:00","4","2030/01/01 14:59:59","101001","8","-285","51","2","10169105"
"","8.2","マホ（ドリームパーク）","10169","211","2025/07/16 12:00:00","4","2030/01/01 14:59:59","131001","8","-285","51","2","10169106"
"","6.6","マホ（ドリームパーク）","10169","202","2025/07/16 12:00:00","1","2030/01/01 14:59:59","131001","8","-285","51","5","10169107"
"","15.6","マホ（ドリームパーク）","10169","203","2025/07/16 12:00:00","1","2030/01/01 14:59:59","131001","8","-285","51","2","10169108"
"","21.5","マホ","10169","204","2025/07/16 12:00:00","1","2030/01/01 14:59:59","101001","8","-285","52","2","10169109"
"","21.5","マホ（ドリームパーク）","10169","214","2025/07/16 12:00:00","1","2030/01/01 14:59:59","131001","8","-285","52","2","10169110"
"ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","3.414","カリン","10170","1","2025/08/16 12:00:00","1","2030/01/01 14:59:59","190805","0","-416.5","53","2","10170001"
"ミッションをクリアして、\n報酬をゲットしましょう！","3.099","カリン","10170","2","2025/08/16 12:00:00","1","2030/01/01 14:59:59","190805","0","-416.5","53","2","10170002"
"受け取ることができる\n報酬があるようです\n確認してみてください","2.801","カリン","10170","3","2025/08/16 12:00:00","1","2030/01/01 14:59:59","190805","0","-416.5","54","2","10170003"
"報酬がもらえますよ！\nチェックしてみてください","0","カリン","10170","4","2025/08/16 12:00:00","2","2030/01/01 14:59:59","190805","0","-416.5","54","2","10170004"
"イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","0","カリン","10170","5","2025/08/16 12:00:00","1","2030/01/01 14:59:59","190805","0","-416.5","57","1","10170005"
"ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","5.506","カリン","10170","1","2025/08/16 12:00:00","1","2030/01/01 14:59:59","190805","0","-363","55","2","10170006"
"お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","1.216","カリン","10170","2","2025/08/16 12:00:00","2","2030/01/01 14:59:59","190805","0","-363","55","1","10170007"
"お疲れ様でした\n討伐証の交換、\nお忘れないように！","1.539","カリン","10170","3","2025/08/16 12:00:00","2","2030/01/01 14:59:59","190805","0","-363","56","1","10170008"
"終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","1.875","カリン","10170","4","2025/08/16 12:00:00","2","2030/01/01 14:59:59","190805","0","-363","56","1","10170009"
