1367093219bba6003a6d4792a56bb4f552503728ad537830a7a7259087642383,554e53efbb7fa296dba7e405b30eb3354462a2d9131160dcdf7966e78f3d15ba,b46584f92f7273cbf380a1564b1f0b79c1fe75505d1948d3034fa6ca4961c22d,d5905d3e05918bc69c949c7f2ab7f7f0519d4b290f977218925ff603de8fcee8,d7027921d37eda63c281f012494b3a1b1a586f76ae5cb2411cde780462016f83,300fbda9f4c6e2dc61aee5bd0e06a04a4c36abc191c16abfaf80a5064c8f7eab,f16250f96f2c46c143335aebd83cdaa0f909de1ae5e05b57bdad617ed1d3194d,ee66b0b063ea97d012c7dc3327b12cb1ba6208304ba3145e6b0ff8aef8bf9647,f0e7f1aa128dcc4e26f911a51133e5c93feedff918f2074c02a40e4576f4d60a,578bc2fc0fe03a41210afa64afc46fda05c90cbca23c032d950329181d6231ce,f74013c05fb130a66ba385f105067e7b57bd24a551309db5b16f65fa7994a300,587dac969fd76fd0a0bf92e3f7d5c44e3f4b4a56e38e6a5dd739bf0281288640,c80847939a2d022b787ff6df7027904da69e6b3d1d4205eafc724894646e1db2
"10個以上〇だね♪\nヒデサイのおかげで\nうちも、ちょっち\n頭よくなったかな？","10","22300132","vo_minigame_1012_result_2068","2","14","2","0","1","2","0","2","3001"
"けっこー解けたよね？\nやっぱ〇増えると\nバイブス上がる～","10","22300133","vo_minigame_1012_result_2069","2","14","2","2.28","1","2","0","10","3001"
"ベンキョーってあれだね\nわかった気すると\nまあまあたのしーかも！","10","22300134","vo_minigame_1012_result_2070","2","14","2","0","2","2","0","2","3001"
"10個以上解けてる！？\nけっこーいいペースだよね？\nいい調子、いい調子～","10","22300135","vo_minigame_1012_result_2071","2","14","2","2.1","2","2","0","6","3001"
"けっこー解けてる！\nムズい問題もヒデサイと\n一緒なら怖くないね♪","10","22300136","vo_minigame_1012_result_2072","2","14","2","2.13","2","3","0","2","3001"
"おにムズ問題でも教えるの\n超やさしーし、マジ感謝！\n一緒にがんばろーね♪","10","22300137","vo_minigame_1012_result_2073","2","14","2","0","3","7","0","7","3001"
"おにムズなのに\n〇けっこーあるし\nヒデサイすごくない？","10","22300138","vo_minigame_1012_result_2074","2","14","2","0","3","6","0","6","3001"
"おにムズでこのペースは\nすごいんじゃ…？\nうちもがんばってついてくね！","10","22300139","vo_minigame_1012_result_2075","2","14","2","4.21","3","5","0","6","3001"
"悪くないよね？\nでもでも\nヒデサイとうちなら\nもっとできる気する！","5","22300146","vo_minigame_1012_result_2078","2","9","2","1.94","1","3","0","0","3001"
"もっと〇ほしーね…\n地道にやるしか\nないっぽいし\nもっかい教えてくれる？","5","22300147","vo_minigame_1012_result_2079","2","9","2","2.28","1","0","0","4","3001"
"ベンキョーしたけど\nわかんないとこばっか…\nヒデサイセンセー、助けて～","5","22300148","vo_minigame_1012_result_2080","2","9","2","0","1","4","0","4","3001"
"やっぱムズかったね…\nでも次はもうちょい\nできそーな気がするよ！","5","22300149","vo_minigame_1012_result_2081","2","9","2","2.67","2","3","0","4","3001"
"問題ムズいし、この点数は\nありよりのありっしょ？\nえ、もっとできた感じ？","5","22300150","vo_minigame_1012_result_2082","2","9","2","4.68","2","6","0","10","3001"
"どこ間違ったんだろ？\nうちさっぱりだった…\nやっぱムズいだけあるね","5","22300151","vo_minigame_1012_result_2083","2","9","2","0","2","9","0","9","3001"
"激ムズだけど\nやることは一緒だよね？\nうちもヒデサイについてくから\nコツコツがんばろ！","5","22300152","vo_minigame_1012_result_2084","2","9","2","3.55","3","3","0","0","3001"
"やっぱおにムズだね…\nそだ、迷ったら\nヒント使うのも\nありよりのあり？","5","22300153","vo_minigame_1012_result_2085","2","9","2","2.51","3","6","0","4","3001"
"やっぱテストって\nなんとなくじゃ無理？\n覚えるしかないの？\nじゃあがんばるしかないね…","5","22300154","vo_minigame_1012_result_2086","2","9","2","6.15","3","5","0","9","3001"
"できたと思ったけど\nそーじゃなかった系？\nテストってマジきびしー…","1","22300155","vo_minigame_1012_result_2087","2","4","2","4.12","1","9","6","4","3001"
"うーん…さっぱり！\nでも簡単な問題なんだよね…？\nもっかいやってみる？","1","22300156","vo_minigame_1012_result_2088","2","4","2","0.01","1","4","6","4","3001"
"うちらまだまだ\nベンキョーちうだし…\nこれからだよねっ？\nね、ヒデサイ！","1","22300157","vo_minigame_1012_result_2089","2","4","2","5.28","1","3","0","0","3001"
"ちょっとずつ覚えれば\nおーけーっしょ！\nうちと一緒に\nベンキョーだね！","1","22300158","vo_minigame_1012_result_2090","2","4","2","2.89","2","3","0","0","3001"
"うちベンキョー苦手でも\nヒデサイとベンキョー\nするのは好き！　だから\nもっかい教えてくれる？","1","22300159","vo_minigame_1012_result_2091","2","4","2","5.45","2","7","0","0","3001"
"覚えても、すぐ忘れるんだけど\nどしたらいい？\nあ、そーゆうとき\nフクシューする感じ？","1","22300160","vo_minigame_1012_result_2092","2","4","2","4.29","2","10","3","4","3001"
"ムズ過ぎ！\n頭パンクするかと思った…！\nヒデサイ、うちの頭\nふぅふぅして～","1","22300161","vo_minigame_1012_result_2093","2","4","2","4.64","3","8","6","4","3001"
"おにムズ過ぎてテンサゲ～\nでもヒデサイがんばってるし\nうちもがんばる！","1","22300162","vo_minigame_1012_result_2094","2","4","2","3.14","3","5","0","9","3001"
"ヒデサイと同じ点数で\nちょっち安心したかも\n一緒にがんばろーね！\n置いてっちゃやだよ？","1","22300163","vo_minigame_1012_result_2095","2","4","2","6.59","3","4","0","7","3001"
"…まあ、これより下はないし\n次は大逆転\n点数爆上がりっしょ！","0","22300164","vo_minigame_1012_result_2096","2","0","2","0","1","3","0","3","3001"
"０点じゃん…\nそだ、次はえんぴつ転がして\n選ぶ作戦やってみる？","0","22300165","vo_minigame_1012_result_2097","2","0","2","2.2","1","10","5","9","3001"
"考えるの無理な時あるよね…\nヒデサイもそーゆう\n感じだったの？","0","22300166","vo_minigame_1012_result_2098","2","0","2","0.01","1","4","6","4","3001"
"え、ヒデサイも０点？\nじゃあうちと一緒じゃん♪\nまあ焦んないで\nベンキョーしてこーよ！","0","22300167","vo_minigame_1012_result_2099","2","0","2","2.8","2","2","3","6","3001"
"むむむ～…０点…！\n覚えてもすぐ忘れちゃうし\nベンキョーってマジ大変","0","22300168","vo_minigame_1012_result_2100","2","0","2","3.22","2","4","6","9","3001"
"０点だね…\nでも、へーきへーき\nリベンジしたら、結果オーライ！","0","22300169","vo_minigame_1012_result_2101","2","0","2","2.1","2","0","11","4","3001"
"おやつ休憩して\nリベンジしよっ！\n甘いの食べたら、イケるっしょ！","0","22300170","vo_minigame_1012_result_2102","2","0","2","2.74","3","2","3","0","3001"
"ヒデサイでも\nおにムズな感じ？\nじゃあ、このテスト\n誰も解けなくない？","0","22300171","vo_minigame_1012_result_2103","2","0","2","3","3","9","9","6","3001"
"…あれ？\n０が〇に見えてきた！\nきゃはっ、ちょっち\nやる気出てきたかも！","0","22300172","vo_minigame_1012_result_2104","2","0","2","4.37","3","2","0","10","3001"
"よーし、がんばるぞー","0","23100101","vo_minigame_1012_gamestart_200","3","0","2","0.01","0","0","10","0","1001"
"ベンキョー、\nベンキョー！","0","23100102","vo_minigame_1012_gamestart_201","3","0","2","0","0","2","0","2","1001"
"ヒデサイ、よろ～","0","23100103","vo_minigame_1012_gamestart_202","3","0","2","0","0","3","0","3","1001"
"繰り返しがジューヨーだもんね♪","3","23100201","vo_minigame_1012_gamestart_203","3","-1","2","0.01","0","0","4","0","1002"
"ねねね、もっと教えて～","3","23100202","vo_minigame_1012_gamestart_204","3","-1","2","0","0","7","0","7","1002"
"まずは、こっからだね…！","1","23100301","vo_minigame_1012_gamestart_205","3","1","2","0","0","5","0","5","1003"
"手加減よろ～","1","23100302","vo_minigame_1012_gamestart_206","3","1","2","0","0","0","0","0","1003"
"まあまあムズいらしーよ？","2","23100303","vo_minigame_1012_gamestart_207","3","2","2","0","0","6","0","6","1003"
"おっけー、がんばってみる…！","2","23100304","vo_minigame_1012_gamestart_208","3","2","2","0","0","5","0","5","1003"
"やば、おにムズじゃん…！","3","23100305","vo_minigame_1012_gamestart_209","3","3","2","0","0","4","0","4","1003"
"これ、頭パンクするやつじゃね？","3","23100306","vo_minigame_1012_gamestart_210","3","3","2","0","0","10","0","10","1003"
"おっけー、うちも諦めないよ～","0","23100401","vo_minigame_1012_gamestart_211","3","0","2","0","0","3","0","3","1004"
"もっかいベンキョーだね！","0","23100402","vo_minigame_1012_gamestart_212","3","0","2","0","0","2","0","2","1004"
"キャルっちと\nベンキョーしてたの\n見ちゃった♪","0","23100501","vo_minigame_1012_gamestart_213","3","0","2","0","0","3","0","3","1005"
"キャルっちみたいに、うちもメガネかけよっかな？","0","23100502","vo_minigame_1012_gamestart_214","3","0","2","0","0","0","0","0","1005"
"かもーん！","0","23110101","vo_minigame_1012_start_200","3","0","2","0","0","3","0","3","1101"
"解けるかな？","0","23110102","vo_minigame_1012_start_201","3","0","2","0","0","4","0","4","1101"
"ヒデサイセンセー！","0","23110103","vo_minigame_1012_start_202","3","0","2","0","0","2","0","2","1101"
"まだまだ！","0","23110201","vo_minigame_1012_start_203","3","0","2","0","0","5","0","5","1102"
"取り返そう！","0","23110202","vo_minigame_1012_start_204","3","0","2","0","0","0","0","0","1102"
"集中、集中！","0","23110203","vo_minigame_1012_start_205","3","0","2","0","0","5","0","5","1102"
"これからだね！","2","23110301","vo_minigame_1012_start_206","3","4","2","0","0","3","0","3","1103"
"どんどんいくよー！","2","23110302","vo_minigame_1012_start_207","3","4","2","0","0","3","0","3","1103"
"盛り上がってこー","2","23110303","vo_minigame_1012_start_208","3","4","2","0","0","2","0","2","1103"
"フレッフレッ！","5","23110304","vo_minigame_1012_start_209","3","7","2","0","0","2","0","2","1103"
"あと半分…！","5","23110305","vo_minigame_1012_start_210","1","7","2","0","0","5","0","5","1103"
"後半戦…！","5","23110306","vo_minigame_1012_start_211","1","7","2","0","0","5","0","5","1103"
"そろそろフィニッシュ！","8","23110307","vo_minigame_1012_start_212","1","10","2","0","0","0","0","0","1103"
"あとちょいだよ！","8","23110308","vo_minigame_1012_start_213","1","10","2","0","0","2","0","2","1103"
"もうひと踏ん張り…！","8","23110309","vo_minigame_1012_start_214","1","10","2","0","0","5","0","5","1103"
"正解を選べばいいんだね","2","23110401","vo_minigame_1012_start_215","3","2","2","0","0","0","0","0","1104"
"どれが正解かな～？","2","23110402","vo_minigame_1012_start_216","3","2","2","0","0","6","0","6","1104"
"四択みたいだね！","2","23110403","vo_minigame_1012_start_217","3","2","2","0","0","0","0","0","1104"
"○×クイズだね！","1","23110404","vo_minigame_1012_start_218","3","1","2","0","0","3","0","3","1104"
"〇かな、×かな？","1","23110405","vo_minigame_1012_start_219","3","1","2","0","0","6","0","6","1104"
"どっちだと思う？","1","23110406","vo_minigame_1012_start_220","3","1","2","0","0","0","0","0","1104"
"正解を全部\n選ぶんだね！","3","23110407","vo_minigame_1012_start_221","3","3","2","0","0","2","0","2","1104"
"何個か正解があるみたい","3","23110408","vo_minigame_1012_start_222","3","3","2","0","0","0","0","0","1104"
"正解だけ選ぶらしーよ","3","23110409","vo_minigame_1012_start_223","3","3","2","0","0","6","0","6","1104"
"これ知ってるかも！","0","23110501","vo_minigame_1012_start_227","3","0","2","0","0","6","0","6","1105"
"えーっと、たしか…","0","23110502","vo_minigame_1012_start_228","3","0","2","0","0","5","0","5","1105"
"解いたことあるっけ？","0","23110503","vo_minigame_1012_start_229","3","0","2","0","0","10","0","10","1105"
"ムズいやつだ…！","0","23110601","vo_minigame_1012_start_224","3","0","2","0","0","4","0","4","1106"
"これなんだっけ？","0","23110602","vo_minigame_1012_start_225","3","0","2","0","0","10","0","10","1106"
"見たことあるよね？","0","23110603","vo_minigame_1012_start_226","3","0","2","0","0","0","0","0","1106"
"よし、リーチリーチ！","0","23110701","vo_minigame_1012_start_230","3","0","2","0","0","3","0","3","1107"
"あっとひっとつ～♪","0","23110702","vo_minigame_1012_start_231","3","0","2","0.01","0","2","4","2","1107"
"あれ、\nおにヤバじゃね…？","0","23110801","vo_minigame_1012_start_232","3","0","2","0","0","6","0","6","1108"
"これ、赤点かな…？","0","23110802","vo_minigame_1012_start_233","3","0","2","0","0","4","0","4","1108"
"なるほどー","0","23120101","vo_minigame_1012_correct_200","3","0","2","0","0","6","0","6","1201"
"そーなんだ！","0","23120102","vo_minigame_1012_correct_201","3","0","2","0","0","2","0","2","1201"
"イェーイ！","0","23120103","vo_minigame_1012_correct_202","3","0","2","0.01","0","3","11","3","1201"
"あったりー！","0","23120104","vo_minigame_1012_correct_203","3","0","2","0","0","3","0","3","1201"
"ふむふむ…","0","23120105","vo_minigame_1012_correct_204","3","0","2","0.01","0","1","2","1","1201"
"知らなかった…","0","23120106","vo_minigame_1012_correct_205","3","0","2","0","0","6","0","6","1201"
"バッチリじゃん！","0","23120107","vo_minigame_1012_correct_206","3","0","2","0","0","3","0","3","1201"
"おにはや～","0","23120201","vo_minigame_1012_correct_210","3","3000","2","0","0","6","0","6","1202"
"ちょっち待って！","0","23120202","vo_minigame_1012_correct_211","3","3000","2","0","0","6","0","6","1202"
"もー次！？","3001","23120203","vo_minigame_1012_correct_212","3","6000","2","0.01","0","6","8","6","1202"
"はやくね！？","3001","23120204","vo_minigame_1012_correct_213","3","6000","2","0.01","0","6","8","6","1202"
"やるじゃん！","3001","23120205","vo_minigame_1012_correct_214","3","6000","2","0","0","3","0","3","1202"
"ムズかったね","13333","23120206","vo_minigame_1012_correct_216","3","-1","2","0","0","4","0","4","1202"
"バイブス爆上げ～","0","23120301","vo_minigame_1012_correct_220","3","0","2","0","0","3","0","3","1203"
"よゆーっしょ！","0","23120401","vo_minigame_1012_correct_224","3","0","2","0","0","3","0","3","1204"
"もーバッチリだね！","0","23120402","vo_minigame_1012_correct_226","3","0","2","0","0","3","0","3","1204"
"あたったー！","0","23120501","vo_minigame_1012_correct_221","3","0","2","0","0","2","0","2","1205"
"リベンジだね！","0","23120502","vo_minigame_1012_correct_222","3","0","2","0","0","3","0","3","1205"
"いい感じ～","3","23120601","vo_minigame_1012_correct_227","3","-1","2","0","0","2","0","2","1206"
"バイブス上がる～！","3","23120602","vo_minigame_1012_correct_229","3","-1","2","0.01","0","3","4","3","1206"
"これからっしょ！","3","23120701","vo_minigame_1012_correct_230","3","-1","2","0","0","5","0","5","1207"
"うーん…","0","23130101","vo_minigame_1012_incorrect_200","3","0","2","0.01","0","4","6","4","1301"
"そんな～","0","23130102","vo_minigame_1012_incorrect_201","3","0","2","0","0","4","0","4","1301"
"そーなんだ","0","23130103","vo_minigame_1012_incorrect_202","3","0","2","0","0","10","0","10","1301"
"うそだー！？","0","23130104","vo_minigame_1012_incorrect_203","3","0","2","0","0","9","0","9","1301"
"はずれ？","0","23130105","vo_minigame_1012_incorrect_204","3","0","2","0","0","4","0","4","1301"
"ショック～…","0","23130106","vo_minigame_1012_incorrect_205","3","0","2","0.01","0","4","6","4","1301"
"なんでなんでー！","0","23130107","vo_minigame_1012_incorrect_206","3","0","2","0","0","9","0","9","1301"
"マジで！？","0","23130201","vo_minigame_1012_incorrect_210","3","3000","2","0.01","0","6","8","6","1302"
"ヒデサイ！？","0","23130202","vo_minigame_1012_incorrect_211","3","3000","2","0.01","0","6","8","6","1302"
"あれぇ…？","3001","23130203","vo_minigame_1012_incorrect_212","3","6000","2","0","0","4","0","4","1302"
"違った！？","3001","23130204","vo_minigame_1012_incorrect_213","3","6000","2","0","0","4","0","4","1302"
"焦らずいこ？","3001","23130205","vo_minigame_1012_incorrect_214","3","6000","2","0","0","4","0","4","1302"
"時間切れ？","20000","23130206","vo_minigame_1012_incorrect_215","3","-1","2","0","0","4","0","4","1302"
"まじイミフだし～","0","23130301","vo_minigame_1012_incorrect_220","3","0","2","0","0","9","0","9","1303"
"忘れちゃった…","0","23130401","vo_minigame_1012_incorrect_221","3","0","2","0","0","10","0","10","1304"
"そーだったっけ？","0","23130402","vo_minigame_1012_incorrect_222","3","0","2","0","0","4","0","4","1304"
"ギリアウト？","0","23130501","vo_minigame_1012_incorrect_224","3","0","2","0","0","10","0","10","1305"
"おしい～…！","0","23130502","vo_minigame_1012_incorrect_225","3","0","2","0","0","5","0","5","1305"
"むむむ～…","0","23140101","vo_minigame_1012_hint_200","3","0","2","0","0","5","0","5","1401"
"どれかな～？","0","23140102","vo_minigame_1012_hint_201","3","0","2","0","0","5","0","5","1401"
"わかんないよ～","0","23140103","vo_minigame_1012_hint_202","3","0","2","0","0","4","0","4","1401"
"考えちう…","0","23140104","vo_minigame_1012_hint_203","3","0","2","0","0","5","0","5","1401"
"ね、寝てないし…！","0","23140105","vo_minigame_1012_hint_204","3","0","2","0.01","0","5","7","5","1401"
"ふんふふーん♪","0","23140106","vo_minigame_1012_hint_205","3","0","2","0.01","0","2","4","2","1401"
"きゃはっ、\n目合ったね♪","0","23140107","vo_minigame_1012_hint_206","3","0","2","0.01","0","3","11","3","1401"
"ねね、お菓子食べる？","0","23140108","vo_minigame_1012_hint_207","3","0","2","0","0","0","0","0","1401"
"頭パンクしそう…","0","23140109","vo_minigame_1012_hint_208","3","0","2","0","0","4","0","4","1401"
"なんとなく\nこれじゃね？","0","23140110","vo_minigame_1012_hint_209","3","0","2","0","0","10","0","10","1401"
"これ答えなくね…？","0","23140201","vo_minigame_1012_hint_210","3","0","2","0","0","4","0","4","1402"
"イミフでわろ～","0","23140202","vo_minigame_1012_hint_211","3","0","2","0","0","10","0","10","1402"
"おにムズ過ぎ～","0","23140203","vo_minigame_1012_hint_212","3","0","2","0","0","9","0","9","1402"
"ヒントちょーだい！","3001","23150101","vo_minigame_1012_hint_213","3","20000","2","0","0","0","0","0","1501"
"手伝って～","3001","23150102","vo_minigame_1012_hint_214","3","20000","2","0","0","2","0","2","1501"
"ヒントかもーん！","3001","23150103","vo_minigame_1012_hint_215","3","20000","2","0","0","3","0","3","1501"
"ヒントヒント―！","0","23150104","vo_minigame_1012_hint_216","3","3000","2","0","0","2","0","2","1501"
"助けて～","0","23150105","vo_minigame_1012_hint_217","3","3000","2","0","0","8","0","8","1501"
"うわ！\nビックリした！","1","23160101","vo_minigame_1012_tap_200","3","4","2","0.01","0","6","8","6","1601"
"ちょすちょすー","1","23160102","vo_minigame_1012_tap_201","3","4","2","0.01","0","3","11","3","1601"
"イェーイ！","5","23160103","vo_minigame_1012_tap_202","3","9","2","0.01","0","2","4","2","1601"
"テンアゲしちゃう？","5","23160104","vo_minigame_1012_tap_203","3","9","2","0","0","7","0","7","1601"
"くすぐったいってばー！","10","23160105","vo_minigame_1012_tap_204","3","-1","2","0","0","2","0","2","1601"
"バイブス爆上げ～♪","10","23160106","vo_minigame_1012_tap_205","3","-1","2","0.01","0","3","11","3","1601"
"どのベンキョーを\n教えてくれるの？","0","23200101","vo_minigame_1012_select_200","3","0","2","0","0","0","0","0","2001"
"どれもムズそーだね","0","23200102","vo_minigame_1012_select_201","3","0","2","0","0","8","0","8","2001"
"ねねね、せーのっ、で選ぶ？","0","23200103","vo_minigame_1012_select_202","3","0","2","0.99","0","7","0","0","2001"
"これまでに教えてもらった\n内容を振り返れるんだって\nヨシューフクシュー\n…ってやつでしょ！","0","23400101","vo_minigame_1012_archive_200","3","0","2","3.43","0","3","0","2","4001"
