eb9d774d1ca2af46a918eb31c801e7b7d667a488ed5447ab609ca9ca7ce83ffb,9031853d8fb5d6364557c4b70fb8b9f6bb8beaa996d6654dd31fab55289cf7d5,d41ca41e443ce2a5233c79cdfa68ac15883f495bef62cc4becf6a4ab578b26c9,deaef81910b5a6ff4f8ef11cab667e66e6cfb89370cb73e0bbd73effc8b7015d,9bb739c5ead26f3f4da483731a17bcbde7045c5a576137599e1f0110bb927944,32bb2d91e859696f8ad61138c0cc2f7cd2b475c339f1e8e6ae24b295970bab35,1ad3d05eaaf106abe63ed9b154d3a84d48aa308a573e88de8c00952e20e992aa,c13fcdf8d877a72e469a000fab9a8759a386ff36da30fb1cd83cb3fe224907cb,1317e6e7057b314d5fbd1d5052001c17b568653c2134f0ba39277e818f508264,783d649f0705948b31c3619a94faa1a33bfa2240ddb9d70ebd4bd43d1a45e071,284be6b7151bfb5785d4f2b995ade1e4f5c505ad12f840e6a20317d2acc3eb06,102d390cf87187816d217a10b564ffbd4cac63edfc8a1258200143f5974c38fc,7a36bfd064ebdd8a3b9a52d6c0e2133f9e903ee09cf0d8a484a26e96beedf5d9,f7e77e32289263d844820186b7e4889bf228e4e1b9f67cde86822121974c3929,8709daede02a593ff19227358cf972b62139b445397fb4550d12bb279c23c8b1,bd3b755f9fcd2ecdd77917b64a64f135d8c9012d26f7027b90d6a0399820e02f,3fc4476671ef4faee6e5a80f82c19151c8348041097fbf2c7bf32f615814d354,64b8660dd54e11e0ecde792c7e33013f1dc8eb06dfbd433e1c477e3b2510e772,2b22bca2c9f938043b821a894ad9e0eb1e287d4c7b6f6069fc77e69801b7a056,0a55d81ee46d9ab8cccbd0476c06e13710fac31b953b8c1c95e275e26f205891,b1e53a596f8719695fed3d98067485a4917952f98b6d4bc780f175dca9daa6eb,2d9345639739e611eb1064a8106051e8f7746c53981ed78bbe9861c60eced027
"10800101","0","210","100","-470","0.85","1","0","1","0","101201","1","101201","10","1","-30","1","1080","1.35","bgm_M64","0","1.1"
"10800102","0","200","200","-250","0.65","1","-5","1","0","101201","2","101201","10","2","-30","1","1080","1","bgm_M64","-120","0.8"
"10800103","-15","200","100","-5","0.6","1","0","1","0","101201","3","101201","10","3","-30","1","1080","1.2","bgm_M64","70","0.8"
"10800104","0","200","100","190","0.7","1","-15","1","10","101201","4","101201","0","4","-30","1","1080","1","bgm_M64","-110","0.9"
"10800105","-20","250","100","475","1","1","-45","1","-50","101202","5","101202","10","5","-30","1","1080","1.45","bgm_M55","-30","1"
"10810101","0","210","170","-480","0.575","1","-30","1","-25","101291","1","101291","10","1","-30","1","1081","1","bgm_M64","-100","0.9"
"10810102","0","240","250","-230","0.7","1","-30","1","-30","101291","2","101291","0","2","-30","1","1081","1","bgm_M64","-10","0.8"
"10810103","-15","200","100","-10","0.75","1","-10","1","0","101291","3","101291","5","3","-30","1","1081","1.2","bgm_M64","-110","1"
"10810104","-10","200","300","200","0.8","1","-50","1","-50","101291","4","101291","-20","4","-30","1","1081","1.3","bgm_M64","55","1"
"10810105","-20","230","100","490","1.1","1","30","1","15","101292","5","101292","30","5","-30","1","1081","1.45","bgm_M55","-15","1"
