8643209b94ae856064886883545052ed000780630f9b87d371f49e6fad3166f2,bbcc0dd2194b8c82b7db91bcba1f9ccdd0a8a17cdf6dfb67b0a13d0b775a08f7,37a6b3a4a514717e72f248d31c79df65da492b374f7c155845c6a5fd45f0f86f,bfe688008c141f00a86c291335eb5de62fac868e963a3ea28116c42cbe30960d,cbff4b449a35a0cd7ff23497557d11206a26c9414336e0377533ae9cb05407ab,997d7b8d875f5b323047f2496a3cf9f800e1c6479e93930eab0e936efd1fe91d,301b7c0f0df47e1e0da51249f247c505bb0983a0df556b7a2c201309dfcc7b5e,ea8c1bbb77387e0e62d61fe2936f19cc100d8bb28e49c36eb51c058059fa662e,a607b440e7f1fbb3f89c5a50150733e704bb123bd1d98e7fdb04fa61d28e576f,a92e47cdb2e91e22ce9c943dfb5e263f3a0be09b6ae10499033a9a6c92b60b0e,2d9fdc0d002ff8bc42ad294d6b39bf7fec7a56c96073c305138dce2f2a0f8bd6
"","","0","93","","0.5","16","","","16029",""
"0","surprise2_idle","surprise2_in","3","","132211","16","1","0","16030","0.2"
"0","0","vo_alces_1603","21","","vo_alces","16","","","16031",""
"10","1","じゃ、ちょっと遊んでくるわ～\n虫取…じゃなくて大人の社交場に♪","11","3.9","5","16","0","0","16032","0"
"0","0","","91","","16027","16","","","16033",""
"0","0","","91","","16032","16","","","16034",""
"","","0.5","22","","0","16","","","16035",""
"","","se_alces_surprise","23","","se_alces","16","","","16036",""
"0","iroha_shock_loop","iroha_shock_in","3","","5","16","1","0","16037","0.2"
"0","","iroha_shock_in","3","","1001","16","","","16038","0.2"
"","","0","93","","1","16","","","16039",""
"1","","sono_armcrossed_talk","3","","3","16","","","16040","0.2"
"0","0","vo_alces_1604","21","","vo_alces","16","","","16041",""
"10","1","…私のフリしてどこ行くのかしら？\nイロハちゃん？","11","1.7","3","16","0","0","16042","0"
"0","0","","91","","0","16","","","16043",""
"","","0.5","22","","0","16","","","16044",""
"0","sono_doya_idle","sono_doya_in","3","","3","16","1","0","16045","0.2"
"0","","iroha_kyorokyoro","3","","5","16","","","16046","0.2"
"","","0","93","","1.8","16","","","16047",""
"","","se_alces_dotabata","23","","se_alces","16","","","16048",""
"0","iroha_escape","iroha_escape_in","3","","5","16","1","0","16049","0"
"-160","3.5","-1200","2","","5","16","0","","16050",""
"","","1","32","","11","16","","","16051",""
"","","sweatR_Loop","37","","11","16","","","16052",""
"-160","3.5","-1200","33","","11","16","0","","16053",""
"","","0","93","","0.1","16","","","16054",""
"1","","sono_notice_in_anger","3","","3","16","","","16055","0.2"
"0","","sono_notice_in_anger","3","","1002","16","","","16056","0.2"
"","","0","93","","0.3","16","","","16057",""
"0","surprise2R_idle","surprise2_turn","3","","132211","16","1","0","16058","0.2"
"","","0","93","","0.4","16","","","16059",""
"1","","run_chase","3","","3","16","","","16060","0.2"
"-160","3.5","-1050","2","","3","16","0","","16061",""
"","","0","93","","2","16","","","16062",""
"1","","sadR_idle_nervous","3","","132211","16","","","16063","0.2"
"0","sad_idle_nervous","sad_idle_nervous_in","3","","1003","16","1","0","16064","0.2"
"","","0","93","","2","16","","","16065",""
"","","0","22","","0","16","","","16066",""
"","","0","93","","3","16","","","16067",""
"0","0","","101","","16067","16","","","16068",""
"100","-100","5","5","idle_normal","5","17","-190","0","17001","1.47"
"-100","-190","1101","31","","11","17","1","","17002","0"
"101","-100","1001","5","empty","10","17","-190","0","17003","1.47"
"","","130","13","","5","17","","","17004",""
"101","125","4","5","idle_kyapi_normal","4","17","-190","1","17005","1.43"
"125","-190","1102","31","","11","17","1","","17006","0"
"","","0","91","","0","17","","","17007",""
"","","se_alces_breath","23","","se_alces","17","","","17008",""
"0","sono_relief_talk","sono_relief_in","3","","5","17","1","0","17009","0.2"
"0","","sono_relief_in","3","","1001","17","","","17010","0.2"
"","","0","93","","0.5","17","","","17011",""
"0","0","vo_alces_1700","21","","vo_alces","17","","","17012",""
"10","1","はあ…\n元の姿に戻っちゃった…","11","2.4","5","17","0","0","17013","0"
"","","1","93","","3.5","17","","","17014",""
"0","0","","91","","17013","17","","","17015",""
"0","sono_tired_talk","sono_ache_in","3","","5","17","1","0","17016","0.2"
"0","0","vo_alces_1701","21","","vo_alces","17","","","17017",""
"10","1","うぎっ…筋肉痛やば。\nあんたどんだけ走り回ってんのよ…","11","3.7","5","17","0","0","17018","0"
"0","0","","91","","0","17","","","17019",""
"1","","sono_tired_idle","3","","5","17","","","17020","0.2"
"1","","jump_loop","3","","4","17","","","17021","0.2"
"0","0","vo_alces_1702","21","","vo_alces","17","","","17022",""
"10","1","あはははーっ！！\nイロハの体、なまってるー！！","11","1.4","4","17","0","0","17023","0"
"0","0","","91","","0","17","","","17024",""
"1","","joy_talk_normal2","3","","4","17","","","17025","0.2"
"0","0","vo_alces_1703","21","","vo_alces","17","","","17026",""
"10","1","ちょっと全力で走ってくるねー！！","11","0.3","4","17","0","0","17027","0"
"0","0","","91","","0","17","","","17028",""
"0","iroha_run_dash","iroha_joy_to_run","3","","4","17","1","0","17029","0.1"
"","","0.5","22","","0","17","","","17030",""
"-190","2.1","1200","2","","4","17","0","","17031",""
"","","1","32","","1102","17","","","17032",""
"","","smokeL","37","","1102","17","","","17033",""
"-190","2.1","1200","33","","1102","17","0","","17034",""
"","","0","93","","2","17","","","17035",""
"0","sad_talk_anger","tired_to_sad","3","","5","17","1","0","17036","0.2"
"0","0","vo_alces_1704","21","","vo_alces","17","","","17037",""
"10","1","…ん？\n後でその体にまた私戻るよ？\n無理だな。死んじゃうな","11","4.3","5","17","0","0","17038","0"
"0","0","","91","","0","17","","","17039",""
"1","","run_chase_Ex0006","3","","5","17","","","17040","0.1"
"-190","3.5","1100","2","","5","17","0","","17041",""
"","","1","32","","1101","17","","","17042",""
"","","sweatL_Loop","37","","1101","17","","","17043",""
"-190","3.5","1100","33","","1101","17","0","","17044",""
"0","0","vo_alces_1705","21","","vo_alces","17","","","17045",""
"10","1","コラ待てーっ！！","11","0.5","5","17","0","0","17046","0"
"","","0","93","","3","17","","","17047",""
"0","0","","91","","0","17","","","17048",""
"","","0","22","","0","17","","","17049",""
"","","0","93","","3","17","","","17050",""
"0","0","","101","","17050","17","","","17051",""
"100","400","5","5","sit_drink_loop","5","18","-130","1","18001","1.4"
"101","235","4","5","iroha_sad_lookup_surprise","4","18","-145","0","18002","1.37"
"","","0","91","","0","18","","","18003",""
"0","0","vo_alces_1800","21","","vo_alces","18","","","18004",""
"10","1","ごきゅっ…ごきゅっ…ごきゅっ！","11","0.5","5","18","0","0","18005","0"
"0","0","","91","","0","18","","","18006",""
"0","sit_drink_handup_talk","sit_drink_handup_in","3","","5","18","1","0","18007","0.2"
"","","0","93","","0.2","18","","","18008",""
"0","iroha_surprise_look_idle","iroha_surprise_in","3","","4","18","1","0","18009","0.2"
"","","0","93","","0.2","18","","","18010",""
"0","0","vo_alces_1801","21","","vo_alces","18","","","18011",""
"10","1","ああ、喉がよろこんでる。\n地元のブドウ朱も好きだけど、\nこっちの麦しゅわもいいわ～","11","4.2","5","18","0","0","18012","0"
"0","0","","91","","0","18","","","18013",""
"0","sit_drink_idle","sit_drink_idle_in","3","","5","18","1","0","18014","0.2"
"1","","iroha_anger_talk_lookup","3","","4","18","","","18015","0.2"
"0","0","vo_alces_1802","21","","vo_alces","18","","","18016",""
"10","1","えーイロハの喉もよろこびた～い！\nソノちゃん、イロハにも飲ませて～っ！","11","3.8","4","18","0","20","18017","0"
"0","0","","91","","0","18","","","18018",""
"1","","iroha_anger_idle_lookup","3","","4","18","","","18019","0.2"
"0","sit_drink_idle_Jitome","sit_drink_idle_notice","3","","5","18","1","0","18020","0.2"
"0","0","vo_alces_1803","21","","vo_alces","18","","","18021",""
"10","1","ふ、10年早いわ。\nぐびぐび","11","3.7","5","18","0","0","18022","0"
"0","0","","91","","0","18","","","18023",""
"0","sit_drink_yareyare","sit_drink_idle_to_yareyare","3","","5","18","1","0","18024","0.2"
"0","0","vo_alces_1804","21","","vo_alces","18","","","18025",""
"10","1","あんたもいつかわかるわよ、\n麦しゅわキメないと\nやってらんない日が来るってことがね","11","3.9","5","18","0","0","18026","0"
"0","0","","91","","0","18","","","18027",""
"","","0","22","","0","18","","","18028",""
"0","iroha_sad_lookup_shy","iroha_anger_to_sad","3","","4","18","1","0","18029","0.2"
"0","sit_drink_loop","sit_drink_yareyare_to_loop","3","","5","18","1","0","18030","0.2"
"","","0","93","","2","18","","","18031",""
"0","sit_drink_handup_idle_dead","sit_drink_handup_in_dead","3","","5","18","1","0","18032","0.2"
"","","0","93","","2","18","","","18033",""
"0","0","vo_alces_1805","21","","vo_alces","18","","","18034",""
"10","1","…うぃ～、ヒックッ","11","1.2","5","18","0","0","18035","0"
"0","0","","91","","0","18","","","18036",""
"1","","iroha_sad_talk_lookup","3","","4","18","","","18037","0.2"
"0","0","vo_alces_1806","21","","vo_alces","18","","","18038",""
"10","1","ダメな大人だ…","11","0.5","4","18","0","20","18039","0"
"0","0","","91","","0","18","","","18040",""
"1","","iroha_sad_lookup_shy","3","","4","18","","","18041","0.2"
"","","0","22","","0","18","","","18042",""
"","","0","93","","3","18","","","18043",""
"0","0","","101","","18043","18","","","18044",""
"105","407","1","5","idle_normal","1","19","-158","1","19001","1.45"
"100","32","2","5","doyaB_idle","2","19","-156","0","19002","1.47"
"108","-124","3","5","idle_normal","3","19","-168","0","19003","1.42"
"108","1500","4","5","idle_kyapi_normal","4","19","600","0","19004","1.42"
"100","1500","5","5","idle_normal","5","19","600","0","19005","1.47"
"407","-158","18","31","","18","19","1","","19006","0"
"32","-156","19","31","","19","19","1","","19007","0"
"-124","-168","20","31","","20","19","1","","19008","0"
"-124","-168","21","31","","21","19","1","","19009","0"
"","","0","91","","0","19","","","19010",""
"","","0","93","","0.5","19","","","19011",""
"1","","doyaB_idle_look","3","","2","19","","","19012","0.2"
"0","cool_talk_joy_lookup","cool_in_joy_lookup","3","","3","19","1","0","19013","0.2"
"0","0","vo_alces_1900","21","","vo_alces","19","","","19014",""
"10","1","じゃあワイルドグリフォンのしっぽね。\nイロハ頼んだよ","11","2.5","3","19","0","0","19015","0"
"0","0","","91","","0","19","","","19016",""
"0","cool_idle_normal","cool_idle_normal_lookup","3","","3","19","1","0","19017","0.2"
"0","gutsB_idle_joy","iroha_ok_luichan","3","","2","19","1","0","19018","0.2"
"0","0","vo_alces_1901","21","","vo_alces","19","","","19019",""
"10","1","オッケー！\nご飯までには帰ってくるねー！\nんじゃルイちゃん、よろしく～！","11","0.5","2","19","0","0","19020","0"
"","","","91","","0","19","","","19021",""
"1","","idle_kyapi_normal","3","","2","19","","","19022","0.2"
"1","","idle_normal","3","","3","19","","","19023","0.2"
"0","","luis_swap","3","","1","19","","","19024","0.2"
"0","0","vo_alces_1902","21","","vo_alces","19","","","19025",""
"10","1","はいはい。\n『入れ替わりの秘薬』噴射～♪","11","1.2","1","19","0","10","19026","0"
"","","0","93","","1.2","19","","","19027",""
"0","","se_alces_replace","23","","se_alces","19","","","19028",""
"","","0","93","","2.8","19","","","19029",""
"","","1","32","","18","19","","","19030",""
"","","1","32","","19","19","","","19031",""
"","","0","93","","0.5","19","","","19032",""
"0","0","1","6","","2","19","0","0","19033","1"
"0","0","1","6","","3","19","0","0","19034","1"
"","","0","93","","1.5","19","","","19035",""
"600","0","1500","2","","2","19","0","","19036",""
"600","0","1500","2","","3","19","0","","19037",""
"-168","0","-124","2","","4","19","0","","19038",""
"-156","0","32","2","","5","19","0","","19039",""
"","","0","93","","1.2","19","","","19040",""
"0","idle_normal_talkjoy1","luis_swap_out","3","","1","19","1","0","19041","0.1"
"","","0","93","","0.5","19","","","19042",""
"0","speedMode_loop","speedMode_in","3","","4","19","1","0","19043","0.2"
"0","lookback_idle","lookback_in","3","","5","19","1","0","19044","0.1"
"0","0","vo_alces_1903","21","","vo_alces","19","","","19045",""
"10","1","よーしっ！！\nイロハスピードモード！！","11","1.3","4","19","0","0","19046","0"
"","","","91","","0","19","","","19047",""
"","","0","22","","0","19","","","19048",""
"","","0","93","","0.3","19","","","19049",""
"0","","se_alces_dash","23","","se_alces","19","","","19050",""
"0","speedDash_loop","speedDash_in","3","","4","19","1","0","19051","0"
"0","sono_idle_glasses_crooked","sono_blown","3","","5","19","1","0","19052","0.2"
"0","luis_blown_idle","luis_blown","3","","1","19","1","0","19053","0.2"
"","","1","32","","20","19","","","19054",""
"","","0","93","","0.4","19","","","19055",""
"-156","0.5","1500","2","","4","19","0","","19056",""
"","","1","32","","21","19","","","19057",""
"-156","0.5","1500","33","","21","19","0","","19058",""
"","","0","93","","3.5","19","","","19059",""
"0","sono_idle_shy","sono_idle_glasses_up","3","","5","19","1","0","19060","0.2"
"0","0","vo_alces_1904","21","","vo_alces","19","","","19061",""
"10","1","はっや","11","0.5","5","19","0","0","19062","0"
"0","0","","91","","0","19","","","19063",""
"","","0","22","","0","19","","","19064",""
"100","-60","2","5","naderare_idle","2","20","-190","0","20001","1.47"
"103","-60","101","5","empty","10","20","-190","0","20002","1.47"
"101","50","3","5","nadenade_idle","3","20","-190","0","20003","1.42"
"103","50","102","5","empty","10","20","-190","0","20004","1.42"
"102","270","101111","1","idle_normal","1","20","-190","1","20005","1.45"
"","","0","91","","0","20","","","20006",""
"","","0","93","","0.8","20","","","20007",""
"","","se_alces_emotion_note","23","","se_alces","20","","","20008",""
"0","","naderare_idle_note","3","","101","20","","","20009","0"
"","","0","93","","2.5","20","","","20010",""
"1","","talk_normal_joy","3","","101111","20","","","20011","0.2"
"0","0","vo_alces_2000","21","","vo_alces","20","","","20012",""
"10","1","ふふ。\n仲のいい姉妹ですね～♪","11","1.3","101111","20","0","0","20013","0"
"0","0","","91","","0","20","","","20014",""
"1","","idle_normal","3","","101111","20","","","20015","0.2"
"0","doya_talk_joy","doya_in_joy","3","","2","20","1","0","20016","0.2"
"0","idle_normal","nadenade_to_idle","3","","3","20","1","0","20017","0.2"
"","","0","93","","0.2","20","","","20018",""
"0","0","vo_alces_2001","21","","vo_alces","20","","","20019",""
"10","1","姉妹じゃないよ！\n姪と叔母なんだ～！","11","1","2","20","0","0","20020","0"
"0","0","","91","","0","20","","","20021",""
"1","","doya_idle_Ex0004","3","","2","20","","","20022","0.2"
"","","0","93","","0.2","20","","","20023",""
"0","talk_normal_joy","notice_in_talk2","3","","101111","20","1","0.2","20024","0.2"
"0","0","vo_alces_2002","21","","vo_alces","20","","","20025",""
"10","1","あ、そうでしたか失礼しました！\nということはお二人は３頭身ですね！","11","2.2","101111","20","0","0","20026","0"
"0","0","","91","","0","20","","","20027",""
"1","","idle_normal_joyR","3","","101111","20","","","20028","0.2"
"","","0","93","","0.2","20","","","20029",""
"1","","idle_surprise","3","","3","20","","","20030","0.2"
"1","","idle_normal","3","","2","20","","","20031","0.2"
"","","0","93","","0.8","20","","","20032",""
"","","se_alces_emotion_quiet","23","","se_alces","20","","","20033",""
"1","0","12","12","","3","20","0","0","20034","0"
"","","0","93","","3","20","","","20035",""
"1","","talk_normal_surprise","3","","3","20","","","20036","0.2"
"0","0","vo_alces_2003","21","","vo_alces","20","","","20037",""
"10","1","……３親等のことかしら？","11","0.6","3","20","0","0","20038","0"
"0","0","","91","","0","20","","","20039",""
"","","0.5","22","","0","20","","","20040",""
"1","","idle_surprise","3","","3","20","","","20041","0.2"
"","","0","93","","0.5","20","","","20042",""
"","","se_alces_emotion_question","23","","se_alces","20","","","20043",""
"1","0","5","12","","101111","20","0","0","20044","0"
"1","","surprise_idle_normal2","3","","101111","20","","","20045","0.5"
"1","","idle_surprise","3","","2","20","","","20046","0.2"
"","","0","93","","0.8","20","","","20047",""
"1","","sad_idle_Ex0007","3","","3","20","","","20048","0.2"
"0","sad_idle","sad_idle_in","3","","102","20","1","0","20049",""
"","","0","22","","0","20","","","20050",""
"","","0","93","","3","20","","","20051",""
"0","0","","101","","20051","20","","","20052",""
"100","-1.7","1","5","adv_luis","1","101","-140","0","101001","1.4"
"108.3","87","1","31","","1","101","1","","101002","1"
"100","-1.7","1","5","adv_luis","1","102","-140","0","102001","1.4"
"108.3","87","1","31","","1","102","1","","102002","1"
"100","-1.7","1","5","adv_luis","1","103","-140","0","103001","1.4"
"108.3","87","1","31","","1","103","1","","103002","1"
"100","90","2","5","adv_iroha","2","104","-190","0","104001","1.5"
"200","37","1","31","","1","104","1","","104002","1"
"100","90","2","5","adv_iroha","2","105","-190","0","105001","1.5"
"200","37","1","31","","1","105","1","","105002","1"
"100","90","2","5","adv_iroha","2","106","-190","0","106001","1.5"
"200","37","1","31","","1","106","1","","106002","1"
"100","350","3","5","adv_sono","3","107","-130","1","107001","1.38"
"475","-18","10","31","","10","107","1","","107002","1"
"460","125","1","31","","1","107","1","","107003","1"
"100","350","3","5","adv_sono","3","108","-130","1","108001","1.38"
"475","-18","10","31","","10","108","1","","108002","1"
"460","125","1","31","","1","108","1","","108003","1"
"100","350","3","5","adv_sono","3","109","-130","1","109001","1.38"
"475","-18","10","31","","10","109","1","","109002","1"
"460","125","1","31","","1","109","1","","109003","1"
"100","350","3","5","adv_sono","3","110","-130","1","110001","1.38"
"475","-18","10","31","","10","110","1","","110002","1"
"460","125","1","31","","1","110","1","","110003","1"
"100","-1.7","1","5","adv_luis","1","111","-140","0","111001","1.4"
"108.3","87","1","31","","1","111","1","","111002","1"
"","","special","37","","1","111","","","111003",""
"100","350","3","5","adv_sono","3","112","-130","1","112001","1.38"
"475","-18","10","31","","10","112","1","","112002","1"
"460","125","1","31","","1","112","1","","112003","1"
"","","special","37","","1","112","","","112004",""
"100","90","2","5","adv_iroha","2","113","-190","0","113001","1.5"
"200","37","1","31","","1","113","1","","113002","1"
"","","special","37","","1","113","","","113003",""
"100","90","2","5","adv_iroha","2","114","-190","0","114001","1.5"
"200","37","1","31","","1","114","1","","114002","1"
"","","special","37","","1","114","","","114003",""
"100","-1.7","1","5","adv_luis","1","115","-140","0","115001","1.4"
"108.3","87","1","31","","1","115","1","","115002","1"
"","","special","37","","1","115","","","115003",""
"100","90","2","5","adv_iroha","2","116","-190","0","116001","1.5"
"200","37","1","31","","1","116","1","","116002","1"
"","","special","37","","1","116","","","116003",""
"100","350","3","5","adv_sono","3","117","-130","1","117001","1.38"
"475","-18","10","31","","10","117","1","","117002","1"
"460","125","1","31","","1","117","1","","117003","1"
"","","special","37","","1","117","","","117004",""
"100","90","4","5","adv_iroha_kodomo","4","118","-190","0","118001","1.48"
"200","37","1","31","","1","118","1","","118002","1"
"","","special","37","","1","118","","","118003",""
"100","350","3","5","adv_sono","3","119","-130","1","119001","1.38"
"475","-18","10","31","","10","119","1","","119002","1"
"460","125","1","31","","1","119","1","","119003","1"
"","","special","37","","1","119","","","119004",""
"100","350","3","5","adv_sono","3","120","-130","1","120001","1.38"
"475","-18","10","31","","10","120","1","","120002","1"
"460","125","1","31","","1","120","1","","120003","1"
"","","special","37","","1","120","","","120004",""
"100","-1.7","1","5","adv_luis","1","121","-140","0","121001","1.4"
"108.3","87","1","31","","1","121","1","","121002","1"
"","","special","37","","1","121","","","121003",""
"100","350","3","5","adv_sono","3","122","-130","1","122001","1.38"
"475","-18","10","31","","10","122","1","","122002","1"
"460","125","1","31","","1","122","1","","122003","1"
"","","special","37","","1","122","","","122004",""
"100","350","5","5","adv_sono_otona","5","123","-130","1","123001","1.4"
"475","-18","10","31","","10","123","1","","123002","1"
"460","125","1","31","","1","123","1","","123003","1"
"","","special","37","","1","123","","","123004",""
"100","350","3","5","adv_sono","3","124","-130","1","124001","1.38"
"475","-18","10","31","","10","124","1","","124002","1"
"460","125","1","31","","1","124","1","","124003","1"
"","","special","37","","1","124","","","124004",""
"100","-1.7","1","5","adv_luis","1","125","-140","0","125001","1.4"
"108.3","87","1","31","","1","125","1","","125002","1"
"","","special","37","","1","125","","","125003",""
"100","90","4","5","adv_iroha_kodomo","4","126","-190","0","126001","1.48"
"200","37","1","31","","1","126","1","","126002","1"
"","","special","37","","1","126","","","126003",""
"100","90","2","5","adv_iroha","2","127","-190","0","127001","1.5"
"200","37","1","31","","1","127","1","","127002","1"
"","","special","37","","1","127","","","127003",""
"100","-1.7","1","5","adv_luis","1","128","-140","0","128001","1.4"
"108.3","87","1","31","","1","128","1","","128002","1"
"","","special","37","","1","128","","","128003",""
"100","350","5","5","adv_sono_otona","5","129","-130","1","129001","1.4"
"475","-18","10","31","","10","129","1","","129002","1"
"460","125","1","31","","1","129","1","","129003","1"
"","","special","37","","1","129","","","129004",""
"100","350","3","5","adv_sono","3","130","-130","1","130001","1.38"
"475","-18","10","31","","10","130","1","","130002","1"
"460","125","1","31","","1","130","1","","130003","1"
"","","special","37","","1","130","","","130004",""
"100","-1.7","1","5","adv_luis","1","131","-140","0","131001","1.4"
"108.3","87","1","31","","1","131","1","","131002","1"
"","","special","37","","1","131","","","131003",""
"100","90","2","5","adv_iroha","2","132","-190","0","132001","1.5"
"200","37","1","31","","1","132","1","","132002","1"
"","","special","37","","1","132","","","132003",""
