ae0ffc4c9b33b13b2a5703976ac01679250fe593a694314486d3fe743ef3645f,0f80a4a35d9d825fc602e2d1b7820d67cfa2b408e66b92f001f3b22ebc944367,8525ac04a7a6695953f7b48e9c89dcc21e47b664ba6b08416490c13c4366cbcf,16b61dd95f55735133ea8e10e2c230052bf33eb697c054ab0fc599902d4b80da,65d725c88d4628303005583fd0811aeb78a7ca8d575a380455b56e6cde3b7d7e,794083b815fd8d8590ef259a42acf483431d1ed0605687c6cdb8aacae8ea8f80,20dec54a825d1e7f888b6bb362b8b730186a0a568d9fe00fcd3d4370601bc5a0,37f42f7c187599b7ee8bdccc62255043570387ca3a630d68c180498a1eee183d,21834574cdfe0fd7d45a391f0c5b370e9c3bb76fa175a06c09c8f96d47fad620,54945d4533f7f7e1bfc46ae622ce530951de6bf329a87e058226ed02d27d6601,3ced10b76d262a5b144ffd19adfc03ac9698088b7945bd7a71fd5024c5b1e8e9,a20f911971dd45a576d32559060faa2b4f7a8740b46767dc22098d371dde49eb,c814f3c6e1694da139f7aead48489acac091091700c5390fbab1ab9283da08aa,38f8a899a578d7758da51f2a3cbaa6084100fce098f585e06e8e31d2e506da4f,918732cedd5e7c88a1e7daaf101add5d8f9115f11cec2b0496c04e6793687274,5b7266bbbe5cabbf26b7d015e6874adff0e47c006762603c41ac6e1b7a26213a,ff6641a022e4614fde522d7cbe7e09bbbef4241510de18cab380d793169ba39a,2c84315fde2e05b6fe6d8ae26d95bc1f984beb48156770b4725bf0b8e4877d79,ee9d4bffe79e29b4a4cae54927229fedd389fdafce6ae6e5c3f8deea3dd577c0,a6501665fffdf81bc22845b7071e1b5056009f2f8b5ae929092a4e685132e5c4,9123034424c19f96478e875241fe2affcf09868f19a38f2e6bbba10b87bc5050
"502","0","7001","0","8","0","10","31043","10000","90006","0","0","1047","91002","1500","0","1","2","2","0","1500"
"503","0","10001","0","8","0","8","31043","15000","90006","0","0","1047","91002","1000","0","1","2","2","0","1000"
"504","0","15001","0","8","0","7","31043","20000","90006","0","0","1047","91002","750","0","1","2","2","0","750"
"505","0","20001","0","8","0","5","31043","-1","90006","0","0","1047","91002","500","0","1","2","2","0","500"
"506","0","1","0","8","0","30","31018","100","90006","0","0","1048","91002","5000","0","1","2","2","0","5000"
"507","0","101","0","8","0","25","31018","300","90006","0","0","1048","91002","4500","0","1","2","2","0","4500"
"508","0","301","0","8","0","20","31018","500","90006","0","0","1048","91002","4000","0","1","2","2","0","4000"
"509","0","501","0","8","0","18","31018","1000","90006","0","0","1048","91002","3500","0","1","2","2","0","3500"
"510","0","1001","0","8","0","16","31018","2000","90006","0","0","1048","91002","3000","0","1","2","2","0","3000"
"511","0","2001","0","8","0","14","31018","4500","90006","0","0","1048","91002","2500","0","1","2","2","0","2500"
"512","0","4501","0","8","0","12","31018","7000","90006","0","0","1048","91002","2000","0","1","2","2","0","2000"
"513","0","7001","0","8","0","10","31018","10000","90006","0","0","1048","91002","1500","0","1","2","2","0","1500"
"514","0","10001","0","8","0","8","31018","15000","90006","0","0","1048","91002","1000","0","1","2","2","0","1000"
"515","0","15001","0","8","0","7","31018","20000","90006","0","0","1048","91002","750","0","1","2","2","0","750"
"516","0","20001","0","8","0","5","31018","-1","90006","0","0","1048","91002","500","0","1","2","2","0","500"
"517","0","1","0","8","0","30","31145","100","90006","0","0","1049","91002","5000","0","1","2","2","0","5000"
"518","0","101","0","8","0","25","31145","300","90006","0","0","1049","91002","4500","0","1","2","2","0","4500"
"519","0","301","0","8","0","20","31145","500","90006","0","0","1049","91002","4000","0","1","2","2","0","4000"
"520","0","501","0","8","0","18","31145","1000","90006","0","0","1049","91002","3500","0","1","2","2","0","3500"
"521","0","1001","0","8","0","16","31145","2000","90006","0","0","1049","91002","3000","0","1","2","2","0","3000"
"522","0","2001","0","8","0","14","31145","4500","90006","0","0","1049","91002","2500","0","1","2","2","0","2500"
"523","0","4501","0","8","0","12","31145","7000","90006","0","0","1049","91002","2000","0","1","2","2","0","2000"
"524","0","7001","0","8","0","10","31145","10000","90006","0","0","1049","91002","1500","0","1","2","2","0","1500"
"525","0","10001","0","8","0","8","31145","15000","90006","0","0","1049","91002","1000","0","1","2","2","0","1000"
"526","0","15001","0","8","0","7","31145","20000","90006","0","0","1049","91002","750","0","1","2","2","0","750"
"527","0","20001","0","8","0","5","31145","-1","90006","0","0","1049","91002","500","0","1","2","2","0","500"
"528","0","1","0","8","0","30","31025","100","90006","0","0","1050","91002","5000","0","1","2","2","0","5000"
"529","0","101","0","8","0","25","31025","300","90006","0","0","1050","91002","4500","0","1","2","2","0","4500"
"530","0","301","0","8","0","20","31025","500","90006","0","0","1050","91002","4000","0","1","2","2","0","4000"
"531","0","501","0","8","0","18","31025","1000","90006","0","0","1050","91002","3500","0","1","2","2","0","3500"
"532","0","1001","0","8","0","16","31025","2000","90006","0","0","1050","91002","3000","0","1","2","2","0","3000"
"533","0","2001","0","8","0","14","31025","4500","90006","0","0","1050","91002","2500","0","1","2","2","0","2500"
"534","0","4501","0","8","0","12","31025","7000","90006","0","0","1050","91002","2000","0","1","2","2","0","2000"
"535","0","7001","0","8","0","10","31025","10000","90006","0","0","1050","91002","1500","0","1","2","2","0","1500"
"536","0","10001","0","8","0","8","31025","15000","90006","0","0","1050","91002","1000","0","1","2","2","0","1000"
"537","0","15001","0","8","0","7","31025","20000","90006","0","0","1050","91002","750","0","1","2","2","0","750"
"538","0","20001","0","8","0","5","31025","-1","90006","0","0","1050","91002","500","0","1","2","2","0","500"
"539","0","1","0","8","0","30","31042","100","90006","0","0","1051","91002","5000","0","1","2","2","0","5000"
"540","0","101","0","8","0","25","31042","300","90006","0","0","1051","91002","4500","0","1","2","2","0","4500"
"541","0","301","0","8","0","20","31042","500","90006","0","0","1051","91002","4000","0","1","2","2","0","4000"
"542","0","501","0","8","0","18","31042","1000","90006","0","0","1051","91002","3500","0","1","2","2","0","3500"
"543","0","1001","0","8","0","16","31042","2000","90006","0","0","1051","91002","3000","0","1","2","2","0","3000"
"544","0","2001","0","8","0","14","31042","4500","90006","0","0","1051","91002","2500","0","1","2","2","0","2500"
"545","0","4501","0","8","0","12","31042","7000","90006","0","0","1051","91002","2000","0","1","2","2","0","2000"
"546","0","7001","0","8","0","10","31042","10000","90006","0","0","1051","91002","1500","0","1","2","2","0","1500"
"547","0","10001","0","8","0","8","31042","15000","90006","0","0","1051","91002","1000","0","1","2","2","0","1000"
"548","0","15001","0","8","0","7","31042","20000","90006","0","0","1051","91002","750","0","1","2","2","0","750"
"549","0","20001","0","8","0","5","31042","-1","90006","0","0","1051","91002","500","0","1","2","2","0","500"
"550","0","1","0","8","0","30","31022","100","90006","0","0","1052","91002","5000","0","1","2","2","0","5000"
"551","0","101","0","8","0","25","31022","300","90006","0","0","1052","91002","4500","0","1","2","2","0","4500"
"552","0","301","0","8","0","20","31022","500","90006","0","0","1052","91002","4000","0","1","2","2","0","4000"
"553","0","501","0","8","0","18","31022","1000","90006","0","0","1052","91002","3500","0","1","2","2","0","3500"
"554","0","1001","0","8","0","16","31022","2000","90006","0","0","1052","91002","3000","0","1","2","2","0","3000"
"555","0","2001","0","8","0","14","31022","4500","90006","0","0","1052","91002","2500","0","1","2","2","0","2500"
"556","0","4501","0","8","0","12","31022","7000","90006","0","0","1052","91002","2000","0","1","2","2","0","2000"
"557","0","7001","0","8","0","10","31022","10000","90006","0","0","1052","91002","1500","0","1","2","2","0","1500"
"558","0","10001","0","8","0","8","31022","15000","90006","0","0","1052","91002","1000","0","1","2","2","0","1000"
"559","0","15001","0","8","0","7","31022","20000","90006","0","0","1052","91002","750","0","1","2","2","0","750"
"560","0","20001","0","8","0","5","31022","-1","90006","0","0","1052","91002","500","0","1","2","2","0","500"
"561","0","1","0","8","0","30","31043","100","90006","0","0","1053","91002","5000","0","1","2","2","0","5000"
"562","0","101","0","8","0","25","31043","300","90006","0","0","1053","91002","4500","0","1","2","2","0","4500"
"563","0","301","0","8","0","20","31043","500","90006","0","0","1053","91002","4000","0","1","2","2","0","4000"
"564","0","501","0","8","0","18","31043","1000","90006","0","0","1053","91002","3500","0","1","2","2","0","3500"
"565","0","1001","0","8","0","16","31043","2000","90006","0","0","1053","91002","3000","0","1","2","2","0","3000"
"566","0","2001","0","8","0","14","31043","4500","90006","0","0","1053","91002","2500","0","1","2","2","0","2500"
"567","0","4501","0","8","0","12","31043","7000","90006","0","0","1053","91002","2000","0","1","2","2","0","2000"
"568","0","7001","0","8","0","10","31043","10000","90006","0","0","1053","91002","1500","0","1","2","2","0","1500"
"569","0","10001","0","8","0","8","31043","15000","90006","0","0","1053","91002","1000","0","1","2","2","0","1000"
"570","0","15001","0","8","0","7","31043","20000","90006","0","0","1053","91002","750","0","1","2","2","0","750"
"571","0","20001","0","8","0","5","31043","-1","90006","0","0","1053","91002","500","0","1","2","2","0","500"
"572","0","1","0","8","0","30","31018","100","90006","0","0","1054","91002","5000","0","1","2","2","0","5000"
"573","0","101","0","8","0","25","31018","300","90006","0","0","1054","91002","4500","0","1","2","2","0","4500"
"574","0","301","0","8","0","20","31018","500","90006","0","0","1054","91002","4000","0","1","2","2","0","4000"
"575","0","501","0","8","0","18","31018","1000","90006","0","0","1054","91002","3500","0","1","2","2","0","3500"
"576","0","1001","0","8","0","16","31018","2000","90006","0","0","1054","91002","3000","0","1","2","2","0","3000"
"577","0","2001","0","8","0","14","31018","4500","90006","0","0","1054","91002","2500","0","1","2","2","0","2500"
"578","0","4501","0","8","0","12","31018","7000","90006","0","0","1054","91002","2000","0","1","2","2","0","2000"
"579","0","7001","0","8","0","10","31018","10000","90006","0","0","1054","91002","1500","0","1","2","2","0","1500"
"580","0","10001","0","8","0","8","31018","15000","90006","0","0","1054","91002","1000","0","1","2","2","0","1000"
"581","0","15001","0","8","0","7","31018","20000","90006","0","0","1054","91002","750","0","1","2","2","0","750"
"582","0","20001","0","8","0","5","31018","-1","90006","0","0","1054","91002","500","0","1","2","2","0","500"
"583","0","1","0","8","0","30","31145","100","90006","0","0","1055","91002","5000","0","1","2","2","0","5000"
"584","0","101","0","8","0","25","31145","300","90006","0","0","1055","91002","4500","0","1","2","2","0","4500"
"585","0","301","0","8","0","20","31145","500","90006","0","0","1055","91002","4000","0","1","2","2","0","4000"
"586","0","501","0","8","0","18","31145","1000","90006","0","0","1055","91002","3500","0","1","2","2","0","3500"
"587","0","1001","0","8","0","16","31145","2000","90006","0","0","1055","91002","3000","0","1","2","2","0","3000"
"588","0","2001","0","8","0","14","31145","4500","90006","0","0","1055","91002","2500","0","1","2","2","0","2500"
"589","0","4501","0","8","0","12","31145","7000","90006","0","0","1055","91002","2000","0","1","2","2","0","2000"
"590","0","7001","0","8","0","10","31145","10000","90006","0","0","1055","91002","1500","0","1","2","2","0","1500"
"591","0","10001","0","8","0","8","31145","15000","90006","0","0","1055","91002","1000","0","1","2","2","0","1000"
"592","0","15001","0","8","0","7","31145","20000","90006","0","0","1055","91002","750","0","1","2","2","0","750"
"593","0","20001","0","8","0","5","31145","-1","90006","0","0","1055","91002","500","0","1","2","2","0","500"
"594","0","1","0","8","0","30","31025","100","90006","0","0","1056","91002","5000","0","1","2","2","0","5000"
"595","0","101","0","8","0","25","31025","300","90006","0","0","1056","91002","4500","0","1","2","2","0","4500"
"596","0","301","0","8","0","20","31025","500","90006","0","0","1056","91002","4000","0","1","2","2","0","4000"
"597","0","501","0","8","0","18","31025","1000","90006","0","0","1056","91002","3500","0","1","2","2","0","3500"
"598","0","1001","0","8","0","16","31025","2000","90006","0","0","1056","91002","3000","0","1","2","2","0","3000"
"599","0","2001","0","8","0","14","31025","4500","90006","0","0","1056","91002","2500","0","1","2","2","0","2500"
"600","0","4501","0","8","0","12","31025","7000","90006","0","0","1056","91002","2000","0","1","2","2","0","2000"
"601","0","7001","0","8","0","10","31025","10000","90006","0","0","1056","91002","1500","0","1","2","2","0","1500"
"602","0","10001","0","8","0","8","31025","15000","90006","0","0","1056","91002","1000","0","1","2","2","0","1000"
"603","0","15001","0","8","0","7","31025","20000","90006","0","0","1056","91002","750","0","1","2","2","0","750"
"604","0","20001","0","8","0","5","31025","-1","90006","0","0","1056","91002","500","0","1","2","2","0","500"
"605","0","1","0","8","0","30","31042","100","90006","0","0","1057","91002","5000","0","1","2","2","0","5000"
"606","0","101","0","8","0","25","31042","300","90006","0","0","1057","91002","4500","0","1","2","2","0","4500"
"607","0","301","0","8","0","20","31042","500","90006","0","0","1057","91002","4000","0","1","2","2","0","4000"
"608","0","501","0","8","0","18","31042","1000","90006","0","0","1057","91002","3500","0","1","2","2","0","3500"
"609","0","1001","0","8","0","16","31042","2000","90006","0","0","1057","91002","3000","0","1","2","2","0","3000"
"610","0","2001","0","8","0","14","31042","4500","90006","0","0","1057","91002","2500","0","1","2","2","0","2500"
"611","0","4501","0","8","0","12","31042","7000","90006","0","0","1057","91002","2000","0","1","2","2","0","2000"
"612","0","7001","0","8","0","10","31042","10000","90006","0","0","1057","91002","1500","0","1","2","2","0","1500"
"613","0","10001","0","8","0","8","31042","15000","90006","0","0","1057","91002","1000","0","1","2","2","0","1000"
"614","0","15001","0","8","0","7","31042","20000","90006","0","0","1057","91002","750","0","1","2","2","0","750"
"615","0","20001","0","8","0","5","31042","-1","90006","0","0","1057","91002","500","0","1","2","2","0","500"
"616","0","1","0","8","0","30","31022","100","90006","0","0","1058","91002","5000","0","1","2","2","0","5000"
"617","0","101","0","8","0","25","31022","300","90006","0","0","1058","91002","4500","0","1","2","2","0","4500"
"618","0","301","0","8","0","20","31022","500","90006","0","0","1058","91002","4000","0","1","2","2","0","4000"
"619","0","501","0","8","0","18","31022","1000","90006","0","0","1058","91002","3500","0","1","2","2","0","3500"
"620","0","1001","0","8","0","16","31022","2000","90006","0","0","1058","91002","3000","0","1","2","2","0","3000"
"621","0","2001","0","8","0","14","31022","4500","90006","0","0","1058","91002","2500","0","1","2","2","0","2500"
"622","0","4501","0","8","0","12","31022","7000","90006","0","0","1058","91002","2000","0","1","2","2","0","2000"
"623","0","7001","0","8","0","10","31022","10000","90006","0","0","1058","91002","1500","0","1","2","2","0","1500"
"624","0","10001","0","8","0","8","31022","15000","90006","0","0","1058","91002","1000","0","1","2","2","0","1000"
"625","0","15001","0","8","0","7","31022","20000","90006","0","0","1058","91002","750","0","1","2","2","0","750"
"626","0","20001","0","8","0","5","31022","-1","90006","0","0","1058","91002","500","0","1","2","2","0","500"
"627","0","1","0","8","0","30","31043","100","90006","0","0","1059","91002","5000","0","1","2","2","0","5000"
"628","0","101","0","8","0","25","31043","300","90006","0","0","1059","91002","4500","0","1","2","2","0","4500"
"629","0","301","0","8","0","20","31043","500","90006","0","0","1059","91002","4000","0","1","2","2","0","4000"
"630","0","501","0","8","0","18","31043","1000","90006","0","0","1059","91002","3500","0","1","2","2","0","3500"
"631","0","1001","0","8","0","16","31043","2000","90006","0","0","1059","91002","3000","0","1","2","2","0","3000"
"632","0","2001","0","8","0","14","31043","4500","90006","0","0","1059","91002","2500","0","1","2","2","0","2500"
"633","0","4501","0","8","0","12","31043","7000","90006","0","0","1059","91002","2000","0","1","2","2","0","2000"
"634","0","7001","0","8","0","10","31043","10000","90006","0","0","1059","91002","1500","0","1","2","2","0","1500"
"635","0","10001","0","8","0","8","31043","15000","90006","0","0","1059","91002","1000","0","1","2","2","0","1000"
"636","0","15001","0","8","0","7","31043","20000","90006","0","0","1059","91002","750","0","1","2","2","0","750"
"637","0","20001","0","8","0","5","31043","-1","90006","0","0","1059","91002","500","0","1","2","2","0","500"
"638","0","1","0","8","0","30","31018","100","90006","0","0","1060","91002","5000","0","1","2","2","0","5000"
"639","0","101","0","8","0","25","31018","300","90006","0","0","1060","91002","4500","0","1","2","2","0","4500"
"640","0","301","0","8","0","20","31018","500","90006","0","0","1060","91002","4000","0","1","2","2","0","4000"
"641","0","501","0","8","0","18","31018","1000","90006","0","0","1060","91002","3500","0","1","2","2","0","3500"
"642","0","1001","0","8","0","16","31018","2000","90006","0","0","1060","91002","3000","0","1","2","2","0","3000"
"643","0","2001","0","8","0","14","31018","4500","90006","0","0","1060","91002","2500","0","1","2","2","0","2500"
"644","0","4501","0","8","0","12","31018","7000","90006","0","0","1060","91002","2000","0","1","2","2","0","2000"
"645","0","7001","0","8","0","10","31018","10000","90006","0","0","1060","91002","1500","0","1","2","2","0","1500"
"646","0","10001","0","8","0","8","31018","15000","90006","0","0","1060","91002","1000","0","1","2","2","0","1000"
"647","0","15001","0","8","0","7","31018","20000","90006","0","0","1060","91002","750","0","1","2","2","0","750"
"648","0","20001","0","8","0","5","31018","-1","90006","0","0","1060","91002","500","0","1","2","2","0","500"
"649","0","1","0","8","0","30","31145","100","90006","0","0","1061","91002","5000","0","1","2","2","0","5000"
"650","0","101","0","8","0","25","31145","300","90006","0","0","1061","91002","4500","0","1","2","2","0","4500"
"651","0","301","0","8","0","20","31145","500","90006","0","0","1061","91002","4000","0","1","2","2","0","4000"
"652","0","501","0","8","0","18","31145","1000","90006","0","0","1061","91002","3500","0","1","2","2","0","3500"
"653","0","1001","0","8","0","16","31145","2000","90006","0","0","1061","91002","3000","0","1","2","2","0","3000"
"654","0","2001","0","8","0","14","31145","4500","90006","0","0","1061","91002","2500","0","1","2","2","0","2500"
"655","0","4501","0","8","0","12","31145","7000","90006","0","0","1061","91002","2000","0","1","2","2","0","2000"
"656","0","7001","0","8","0","10","31145","10000","90006","0","0","1061","91002","1500","0","1","2","2","0","1500"
"657","0","10001","0","8","0","8","31145","15000","90006","0","0","1061","91002","1000","0","1","2","2","0","1000"
"658","0","15001","0","8","0","7","31145","20000","90006","0","0","1061","91002","750","0","1","2","2","0","750"
"659","0","20001","0","8","0","5","31145","-1","90006","0","0","1061","91002","500","0","1","2","2","0","500"
"660","0","1","0","8","0","30","31025","100","90006","0","0","1063","91002","5000","0","1","2","2","0","5000"
"661","0","101","0","8","0","25","31025","300","90006","0","0","1063","91002","4500","0","1","2","2","0","4500"
"662","0","301","0","8","0","20","31025","500","90006","0","0","1063","91002","4000","0","1","2","2","0","4000"
"663","0","501","0","8","0","18","31025","1000","90006","0","0","1063","91002","3500","0","1","2","2","0","3500"
"664","0","1001","0","8","0","16","31025","2000","90006","0","0","1063","91002","3000","0","1","2","2","0","3000"
"665","0","2001","0","8","0","14","31025","4500","90006","0","0","1063","91002","2500","0","1","2","2","0","2500"
"666","0","4501","0","8","0","12","31025","7000","90006","0","0","1063","91002","2000","0","1","2","2","0","2000"
"667","0","7001","0","8","0","10","31025","10000","90006","0","0","1063","91002","1500","0","1","2","2","0","1500"
"668","0","10001","0","8","0","8","31025","15000","90006","0","0","1063","91002","1000","0","1","2","2","0","1000"
"669","0","15001","0","8","0","7","31025","20000","90006","0","0","1063","91002","750","0","1","2","2","0","750"
"670","0","20001","0","8","0","5","31025","-1","90006","0","0","1063","91002","500","0","1","2","2","0","500"
"671","0","1","0","8","0","30","31042","100","90006","0","0","1064","91002","5000","0","1","2","2","0","5000"
"672","0","101","0","8","0","25","31042","300","90006","0","0","1064","91002","4500","0","1","2","2","0","4500"
"673","0","301","0","8","0","20","31042","500","90006","0","0","1064","91002","4000","0","1","2","2","0","4000"
"674","0","501","0","8","0","18","31042","1000","90006","0","0","1064","91002","3500","0","1","2","2","0","3500"
"675","0","1001","0","8","0","16","31042","2000","90006","0","0","1064","91002","3000","0","1","2","2","0","3000"
"676","0","2001","0","8","0","14","31042","4500","90006","0","0","1064","91002","2500","0","1","2","2","0","2500"
"677","0","4501","0","8","0","12","31042","7000","90006","0","0","1064","91002","2000","0","1","2","2","0","2000"
"678","0","7001","0","8","0","10","31042","10000","90006","0","0","1064","91002","1500","0","1","2","2","0","1500"
"679","0","10001","0","8","0","8","31042","15000","90006","0","0","1064","91002","1000","0","1","2","2","0","1000"
"680","0","15001","0","8","0","7","31042","20000","90006","0","0","1064","91002","750","0","1","2","2","0","750"
"681","0","20001","0","8","0","5","31042","-1","90006","0","0","1064","91002","500","0","1","2","2","0","500"
"682","0","1","0","8","0","30","31022","100","90006","0","0","1065","91002","5000","0","1","2","2","0","5000"
"683","0","101","0","8","0","25","31022","300","90006","0","0","1065","91002","4500","0","1","2","2","0","4500"
"684","0","301","0","8","0","20","31022","500","90006","0","0","1065","91002","4000","0","1","2","2","0","4000"
"685","0","501","0","8","0","18","31022","1000","90006","0","0","1065","91002","3500","0","1","2","2","0","3500"
"686","0","1001","0","8","0","16","31022","2000","90006","0","0","1065","91002","3000","0","1","2","2","0","3000"
"687","0","2001","0","8","0","14","31022","4500","90006","0","0","1065","91002","2500","0","1","2","2","0","2500"
"688","0","4501","0","8","0","12","31022","7000","90006","0","0","1065","91002","2000","0","1","2","2","0","2000"
"689","0","7001","0","8","0","10","31022","10000","90006","0","0","1065","91002","1500","0","1","2","2","0","1500"
"690","0","10001","0","8","0","8","31022","15000","90006","0","0","1065","91002","1000","0","1","2","2","0","1000"
"691","0","15001","0","8","0","7","31022","20000","90006","0","0","1065","91002","750","0","1","2","2","0","750"
"692","0","20001","0","8","0","5","31022","-1","90006","0","0","1065","91002","500","0","1","2","2","0","500"
"693","0","1","0","8","0","30","31043","100","90006","0","0","1066","91002","5000","0","1","2","2","0","5000"
"694","0","101","0","8","0","25","31043","300","90006","0","0","1066","91002","4500","0","1","2","2","0","4500"
"695","0","301","0","8","0","20","31043","500","90006","0","0","1066","91002","4000","0","1","2","2","0","4000"
"696","0","501","0","8","0","18","31043","1000","90006","0","0","1066","91002","3500","0","1","2","2","0","3500"
"697","0","1001","0","8","0","16","31043","2000","90006","0","0","1066","91002","3000","0","1","2","2","0","3000"
"698","0","2001","0","8","0","14","31043","4500","90006","0","0","1066","91002","2500","0","1","2","2","0","2500"
"699","0","4501","0","8","0","12","31043","7000","90006","0","0","1066","91002","2000","0","1","2","2","0","2000"
"700","0","7001","0","8","0","10","31043","10000","90006","0","0","1066","91002","1500","0","1","2","2","0","1500"
"701","0","10001","0","8","0","8","31043","15000","90006","0","0","1066","91002","1000","0","1","2","2","0","1000"
"702","0","15001","0","8","0","7","31043","20000","90006","0","0","1066","91002","750","0","1","2","2","0","750"
"703","0","20001","0","8","0","5","31043","-1","90006","0","0","1066","91002","500","0","1","2","2","0","500"
"704","0","1","0","8","0","30","31018","100","90006","0","0","1067","91002","5000","0","1","2","2","0","5000"
"705","0","101","0","8","0","25","31018","300","90006","0","0","1067","91002","4500","0","1","2","2","0","4500"
"706","0","301","0","8","0","20","31018","500","90006","0","0","1067","91002","4000","0","1","2","2","0","4000"
"707","0","501","0","8","0","18","31018","1000","90006","0","0","1067","91002","3500","0","1","2","2","0","3500"
"708","0","1001","0","8","0","16","31018","2000","90006","0","0","1067","91002","3000","0","1","2","2","0","3000"
"709","0","2001","0","8","0","14","31018","4500","90006","0","0","1067","91002","2500","0","1","2","2","0","2500"
"710","0","4501","0","8","0","12","31018","7000","90006","0","0","1067","91002","2000","0","1","2","2","0","2000"
"711","0","7001","0","8","0","10","31018","10000","90006","0","0","1067","91002","1500","0","1","2","2","0","1500"
"712","0","10001","0","8","0","8","31018","15000","90006","0","0","1067","91002","1000","0","1","2","2","0","1000"
"713","0","15001","0","8","0","7","31018","20000","90006","0","0","1067","91002","750","0","1","2","2","0","750"
"714","0","20001","0","8","0","5","31018","-1","90006","0","0","1067","91002","500","0","1","2","2","0","500"
"715","0","1","0","8","0","30","31145","100","90006","0","0","1068","91002","5000","0","1","2","2","0","5000"
"716","0","101","0","8","0","25","31145","300","90006","0","0","1068","91002","4500","0","1","2","2","0","4500"
"717","0","301","0","8","0","20","31145","500","90006","0","0","1068","91002","4000","0","1","2","2","0","4000"
"718","0","501","0","8","0","18","31145","1000","90006","0","0","1068","91002","3500","0","1","2","2","0","3500"
"719","0","1001","0","8","0","16","31145","2000","90006","0","0","1068","91002","3000","0","1","2","2","0","3000"
"720","0","2001","0","8","0","14","31145","4500","90006","0","0","1068","91002","2500","0","1","2","2","0","2500"
"721","0","4501","0","8","0","12","31145","7000","90006","0","0","1068","91002","2000","0","1","2","2","0","2000"
"722","0","7001","0","8","0","10","31145","10000","90006","0","0","1068","91002","1500","0","1","2","2","0","1500"
"723","0","10001","0","8","0","8","31145","15000","90006","0","0","1068","91002","1000","0","1","2","2","0","1000"
"724","0","15001","0","8","0","7","31145","20000","90006","0","0","1068","91002","750","0","1","2","2","0","750"
"725","0","20001","0","8","0","5","31145","-1","90006","0","0","1068","91002","500","0","1","2","2","0","500"
"726","0","1","0","8","0","30","31025","100","90006","0","0","1069","91002","5000","0","1","2","2","0","5000"
"727","0","101","0","8","0","25","31025","300","90006","0","0","1069","91002","4500","0","1","2","2","0","4500"
"728","0","301","0","8","0","20","31025","500","90006","0","0","1069","91002","4000","0","1","2","2","0","4000"
"729","0","501","0","8","0","18","31025","1000","90006","0","0","1069","91002","3500","0","1","2","2","0","3500"
"730","0","1001","0","8","0","16","31025","2000","90006","0","0","1069","91002","3000","0","1","2","2","0","3000"
"731","0","2001","0","8","0","14","31025","4500","90006","0","0","1069","91002","2500","0","1","2","2","0","2500"
"732","0","4501","0","8","0","12","31025","7000","90006","0","0","1069","91002","2000","0","1","2","2","0","2000"
"733","0","7001","0","8","0","10","31025","10000","90006","0","0","1069","91002","1500","0","1","2","2","0","1500"
"734","0","10001","0","8","0","8","31025","15000","90006","0","0","1069","91002","1000","0","1","2","2","0","1000"
"735","0","15001","0","8","0","7","31025","20000","90006","0","0","1069","91002","750","0","1","2","2","0","750"
"736","0","20001","0","8","0","5","31025","-1","90006","0","0","1069","91002","500","0","1","2","2","0","500"
"737","0","1","0","8","0","30","31042","100","90006","0","0","1070","91002","5000","0","1","2","2","0","5000"
"738","0","101","0","8","0","25","31042","300","90006","0","0","1070","91002","4500","0","1","2","2","0","4500"
"739","0","301","0","8","0","20","31042","500","90006","0","0","1070","91002","4000","0","1","2","2","0","4000"
"740","0","501","0","8","0","18","31042","1000","90006","0","0","1070","91002","3500","0","1","2","2","0","3500"
"741","0","1001","0","8","0","16","31042","2000","90006","0","0","1070","91002","3000","0","1","2","2","0","3000"
"742","0","2001","0","8","0","14","31042","4500","90006","0","0","1070","91002","2500","0","1","2","2","0","2500"
"743","0","4501","0","8","0","12","31042","7000","90006","0","0","1070","91002","2000","0","1","2","2","0","2000"
"744","0","7001","0","8","0","10","31042","10000","90006","0","0","1070","91002","1500","0","1","2","2","0","1500"
"745","0","10001","0","8","0","8","31042","15000","90006","0","0","1070","91002","1000","0","1","2","2","0","1000"
"746","0","15001","0","8","0","7","31042","20000","90006","0","0","1070","91002","750","0","1","2","2","0","750"
"747","0","20001","0","8","0","5","31042","-1","90006","0","0","1070","91002","500","0","1","2","2","0","500"
"748","0","1","0","8","0","30","31022","100","90006","0","0","1071","91002","5000","0","1","2","2","0","5000"
"749","0","101","0","8","0","25","31022","300","90006","0","0","1071","91002","4500","0","1","2","2","0","4500"
"750","0","301","0","8","0","20","31022","500","90006","0","0","1071","91002","4000","0","1","2","2","0","4000"
"751","0","501","0","8","0","18","31022","1000","90006","0","0","1071","91002","3500","0","1","2","2","0","3500"
"752","0","1001","0","8","0","16","31022","2000","90006","0","0","1071","91002","3000","0","1","2","2","0","3000"
"753","0","2001","0","8","0","14","31022","4500","90006","0","0","1071","91002","2500","0","1","2","2","0","2500"
"754","0","4501","0","8","0","12","31022","7000","90006","0","0","1071","91002","2000","0","1","2","2","0","2000"
"755","0","7001","0","8","0","10","31022","10000","90006","0","0","1071","91002","1500","0","1","2","2","0","1500"
"756","0","10001","0","8","0","8","31022","15000","90006","0","0","1071","91002","1000","0","1","2","2","0","1000"
"757","0","15001","0","8","0","7","31022","20000","90006","0","0","1071","91002","750","0","1","2","2","0","750"
"758","0","20001","0","8","0","5","31022","-1","90006","0","0","1071","91002","500","0","1","2","2","0","500"
