164c050b61ea17822d216287bd6e4562b111f9b21fb7a2615bd37cf828034c9a,5d3c3125f002ef14f3577f547bb9ec9238bd24866d106f49f9cecf0696387479,ac519500a1a0fe8999eb1e8ac6ae8f5a1e99e6f2a0b5cf909efe7275104911cd,ba9d78470075acd7266041e28e3eac0aec4fe588f158e549b7f251de1174e2b5,b93f6bea88ddde6ea89201a289c0e448ca54e60ab296dab433e8bf8a82056fc8,6a8abad0ac582597d828d3e722bfa53e3bc3bd43518bfe341f4aa5c8c2099715,352532b9b6475256f7561343e0b18c850b11530c0ae8a5345d554b34b5402018,2a1d596b6cad3368ccaa83f5046b476c3a4ef3977af820ef6814a1af044d2578,fcfcccca6b0f06bf92e7ddd4d3b221733c872ad9e26a60c050b4cc9b8aed6023,9f509e0fd15ab2ac81af4ff4148f0e720a5ab1a53749b8d970c007a7b9ab2fcd,2b3c8fe75cc2925e01fb40e6b0d90c25b3dc114d59050f278710ac1ed6774023
"","0.4","0","","93","3217","","132170033","","",""
"","301701","1","","32","3217","","132170034","","",""
"","0.9","0","","93","3217","","132170035","","",""
"1.05","1.05","1.05","1.05","123","3217","0","132170036","","","0.3"
"","75","75","0.5","122","3217","","132170037","","",""
"","301702","1","","32","3217","","132170038","","",""
"","0.4","0","","93","3217","","132170039","","",""
"","2","0","","32","3217","","132170040","","",""
"","310000","0","","32","3217","","132170041","","",""
"","321700","1","","32","3217","","132170042","","",""
"","0.4","0","","93","3217","","132170043","","",""
"0.95","0.95","0.95","0.95","123","3217","2","132170044","","","2"
"","0.2","0","","93","3217","","132170045","","",""
"","1000001","glad","0","3","3217","0.2","132170046","","",""
"","120","1","","32","3217","","132170047","","",""
"","0.4","0","","93","3217","","132170048","","",""
"","998","1","","32","3217","","132170049","","",""
"","0.6","0","","93","3217","","132170050","","",""
"joy_round3_loop","1000001","joy_round3_in","0","3","3217","0.2","132170051","","","1"
"","5","0","","93","3217","","132170052","","",""
"","1","","","113","3217","","132170053","","",""
"0","330000","330000","345.4","31","3300","0","133000001","","","1"
"0","8","8","345.4","31","3300","1","133000002","","","1"
"","8","0","","35","3300","","133000003","","",""
"","0","","","91","3300","","133000004","","",""
"1.05","1.05","1.05","1.05","123","3300","0","133000005","","","7.4"
"","1000001","wait","0","3","3300","0.2","133000006","","",""
"","2","1","","35","3300","","133000007","","",""
"","4.9","0","","93","3300","","133000008","","",""
"0.95","0.95","0.95","0.95","123","3300","0","133000009","","","0.4"
"","330000","1","","32","3300","","133000010","","",""
"","0.1","0","","93","3300","","133000011","","",""
"","2","0","","32","3300","","133000012","","",""
"","0.1","0","","93","3300","","133000013","","",""
"","997","1","","32","3300","","133000014","","",""
"","1000001","joy_from_wait","0","3","3300","0.2","133000015","","",""
"","1.63","0","","93","3300","","133000016","","",""
"","0.3","0","","93","3300","","133000017","","",""
"","3","","","113","3300","","133000018","","",""
