4806a392790abb327e9008b77a3dd605168b160ca9c1f733e781e177882f7b15,3b8586cdf77b99166229ce6dae79419a5ac0605ace5e96389cd6a19c77acf1ec,9a064267e68c91ca67b675830604544bfbf709f8b87b59cbb6d064948c675d94,dc129375b1991cb5cc8014dcf33b7f931f886c9f76bc81df9f2a443cc9eacdd0,7d4d579c892913c68b08c321f2c66e34a807705c28c17d65a3808d441daf2f71,3900ae09336204f3502a4d74860936667d3ade9079a06cf1f4b87212363aee3f,19e1c4a1ee0a3fdabe63a30da00e8c19a36bc96589403b16e6aa341b5e59bcc5,d3e9cccb2fbc2d9c36ea06a0277564e3a81dd6d8787bb54f3a50364c73e273e1,20b155b8eb50c582483795b7b877f94d5e046d2cf8804ffdd997cb4b7724793c,e61a741c5196736196080c40895e8ea873c0b7a069675018a730303b6d241a1e
"天心","天元","1","0","0","0","天命","2530005","天王","0"
"ちくわぶ","かまぼこ","1","0","0","0","ねりもの","2530006","はんぺん","0"
"カナリーブラッド","ピジョンブラッド","1","0","0","0","ストークブラッド","2530009","クレーンブラッド","0"
"ボトムノート","トップノート","1","0","0","0","イニシャルノート","2530010","テールノート","0"
"クレーン","トレーン","1","0","0","0","ハレーン","2530012","ブレーン","0"
"ご飯","お吸い物","1","0","0","0","お漬物","2530013","お刺身","0"
"ダニング＝クルーガー効果","ピグマリオン効果","1","0","0","0","バーナム効果","2530014","ツァイガルニク効果","0"
"PQ値","PA値","1","0","0","0","PS値","2530016","PK値","0"
"インフォームド・ラチェット","インフォームド・コンセント","1","0","0","0","インフォームド・クライアント","2530018","インフォームド・リタイア","0"
"湯の茎","湯の花","1","0","0","0","湯の実","2530020","湯の草","0"
"ハンドル","ボンネット","1","0","0","0","ワイパー","2530021","トランク","0"
"7九","5九","1","0","0","0","4九","2530022","6九","0"
"256","361","1","0","0","0","289","2530023","324","0"
"108枚","48枚","1","0","0","0","72枚","2530024","52枚","0"
"5月","11月","1","0","0","0","9月","2530025","1月","0"
"目","舌","1","0","0","0","耳","2530028","鼻","0"
"白口","赤口","1","0","0","0","黒口","2530030","青口","0"
"鯵尺","鯨尺","1","0","0","0","鱒尺","2530032","鮪尺","0"
"ガンナー","ランナー","1","0","0","0","サマナー","2530033","パタンナー","0"
"上棟","長押","1","0","0","0","三和土","2530034","欄間","0"
"マーキーズカット","トリリアントカット","1","0","0","0","オーバルカット","2530035","ブリリアントカット","0"
"黒一色","緑一色","1","0","0","0","白一色","2530036","赤一色","0"
"しき","けた","1","0","0","0","かり","2530037","はり","0"
"タンザナイト","ダイヤモンド","1","0","0","0","オパール","2530039","エメラルド","0"
"五花","五光","1","0","0","0","五星","2530041","五全","0"
"口内炎","虫歯","1","0","0","0","歯肉炎","2530042","歯槽膿漏","0"
"枕木","撞木","1","0","0","0","片棒","2530043","倒木","0"
"草書","自運","1","0","0","0","己運","2530044","臨書","0"
"羆","能","1","0","0","0","態","2530046","熊","0"
"pmp","ppm","1","0","0","0","amp","2530047","ppp","0"
"ワッフル","ウェハー","1","0","0","0","ガム","2530048","タルト","0"
"C2","C4","1","0","0","0","C5","2530049","C3","0"
"77","88","1","0","0","0","99","2530050","66","0"
"56","52","1","0","0","0","88","2530052","36","0"
"メゾテノール","バリトン","1","0","0","0","アルト","2530053","メゾバス","0"
"座布団","扇子","1","0","0","0","手ぬぐい","2530054","羽織","0"
"スローイン","タックイン","1","0","0","0","ゴーイン","2530056","チップイン","0"
"3人","10人","1","0","0","0","20人","2530058","100人","0"
"カール暗号","シーザー暗号","1","0","0","0","ミモザ暗号","2530059","アレキサンダー暗号","0"
"ペリドット","ベルベット","1","0","0","0","ベルモット","2530060","モルモット","0"
"ミュール","ウェッジソール","1","0","0","0","ブーティー","2530061","パンプス","0"
"朝が来て","朝に変わって","1","0","0","0","朝がまた来て","2531001","朝になって","0"
"おひさま","陽射し","1","0","0","0","太陽","2531002","光","0"
"エルダークラウド","ラットン","1","0","0","0","ドリルモール","2531003","ラフレシアマンドラゴラ","0"
"スパイラル","クリティカル","1","0","0","0","ミスティ","2531004","セオリー","0"
"ラバーストラップ","マグカップ","1","0","0","0","アクリルスタンド","2531005","ポーチ","0"
"キック","ノック","1","0","0","0","ラック","2610002","パック","0"
"ハイアライ","クリケット","1","0","0","0","フィーエルヤッペン","2610003","ペサパッロ","0"
"キャラメル","キャディー","1","0","0","0","キャンパス","2610004","ギャラリー","0"
"審判","地面の整備","1","0","0","0","球拾い","2610005","警備員","0"
"ツカミ","アタリ","1","0","0","0","ガブリ","2610007","ハズレ","0"
"魚群","魚拓","1","0","0","0","魚尾","2610008","魚影","0"
"カラス","ハト","1","0","0","0","スズメ","2610009","ツバメ","0"
"フロント","ホーム","1","0","0","0","ヒット","2610010","バック","0"
"7カウント","3カウント","1","0","0","0","10カウント","2610012","5カウント","0"
"拍子木","軍配","1","0","0","0","笛","2610013","扇子","0"
"5人","11人","1","0","0","0","3人","2610015","9人","0"
"パンチ","アウト","1","0","0","0","ビンゴ","2610016","ヒット","0"
"カレー","ボレー","1","0","0","0","マレー","2610017","アレー","0"
"9人","5人","1","0","0","0","3人","2610018","11人","0"
"小休止","タイムアウト","1","0","0","0","レスト","2610019","ブレイクタイム","0"
"バレーボール","サッカー","1","0","0","0","野球","2610021","バスケットボール","0"
"アイスホッケー","カーリング","1","0","0","0","ボブスレー","2610023","ボートレース","0"
"サッカー","アメリカンフットボール","1","0","0","0","バスケットボール","2610025","ラグビー","0"
"シーソー","鉄棒","1","0","0","0","ジャングルジム","2610027","ブランコ","0"
"とんび跳び","はやぶさ跳び","1","0","0","0","わし跳び","2610029","からす跳び","0"
"ボクシング","柔道","1","0","0","0","アマチュアレスリング","2610030","剣道","0"
"ダム","トンネル","1","0","0","0","ビルディング","2610032","ブリッジ","0"
"両者の実力が近い","勝負に負ける","1","0","0","0","ちゃんこがおいしい","2610033","試合に臨む","0"
"サッカー","野球","1","0","0","0","バスケットボール","2610034","ゴルフ","0"
"テーブルクロスタイム","ラップタイム","1","0","0","0","エプロンタイム","2610035","アルミホイルタイム","0"
"4位","3位","1","0","0","0","1位","2610036","2位","0"
"クロール","背泳ぎ","1","0","0","0","平泳ぎ","2610037","バタフライ","0"
"バスケットボール","ゴルフ","1","0","0","0","バレーボール","2610039","サッカー","0"
"二塁手","本塁手","1","0","0","0","三塁手","2610040","一塁手","0"
"ファウル","ガター","1","0","0","0","アウト","2610041","バンカー","0"
"マッスル","ピッケル","1","0","0","0","コッヘル","2610042","リットル","0"
"内野手","捕手","1","0","0","0","外野手","2610043","投手","0"
"ナナ","キュー","1","0","0","0","ジュー","2610044","ハチ","0"
"フライ","トライ","1","0","0","0","オーライ","2610046","スライ","0"
"サービスアタック","サービスエース","1","0","0","0","サービスボール","2610047","サービスショット","0"
"小手","面","1","0","0","0","頭突き","2610048","胴","0"
"タオル","たすき","1","0","0","0","バケツ","2610050","コップ","0"
"ポスト","ポール","1","0","0","0","オベリスク","2610051","ポーク","0"
"バスストップ","ドクターストップ","1","0","0","0","ワンストップ","2610052","ミスターストップ","0"
"ブルー","グリーン","1","0","0","0","ブラウン","2610053","レッド","0"
"レッドカード","ノーサイド","1","0","0","0","コーナーキック","2610054","オフサイド","0"
"アタック","レシーブ","1","0","0","0","ブロック","2610055","スパイク","0"
"卓球","野球","1","0","0","0","テニス","2610057","バスケットボール","0"
"トリプルドリブル","ダブルドリブル","1","0","0","0","ゼロドリブル","2610058","シングルドリブル","0"
"バスケットボール","ラグビー","1","0","0","0","サッカー","2610059","ソフトボール","0"
"タマキ（作業服）","ツムギ（サマー）","1","0","0","0","ユイ（ニューイヤー）","2611001","リマ（シンデレラ）","0"
"カスミ（マジカル）","シオリ（マジカル）","1","0","0","0","クウカ（ノワール）","2611002","イオ（ノワール）","0"
"スタミナ","パワー","1","0","0","0","ガッツ","2611003","スピード","0"
"アンチビースト","エルダータイラント","1","0","0","0","マダムエレクトラ","2611004","ジェネラルホーン","0"
"位置付け","ユニオンバースト","1","0","0","0","EXスキル","2611005","スキル1","0"
"2本","3本","1","0","0","0","4本","2620002","1本","0"
"ウルトラ滑降","スーパー大回転","1","0","0","0","ハイパーモーグル","2620003","スペシャルジャンプ","0"
"トゲトゲしている","デコボコしている","1","0","0","0","ネバネバしている","2620005","ツルツルしている","0"
"6球","5球","1","0","0","0","4球","2620006","7球","0"
"ダーツ","ボウリング","1","0","0","0","卓球","2620007","ビリヤード","0"
"ラスト","ピスト","1","0","0","0","マスト","2620008","リスト","0"
"スチロール","ベリーロール","1","0","0","0","スプロール","2620010","マッチロール","0"
"5秒","20秒","1","0","0","0","60秒","2620011","10秒","0"
"背泳ぎ","自由形","1","0","0","0","バタフライ","2620012","平泳ぎ","0"
"255センチ","305センチ","1","0","0","0","355センチ","2620013","205センチ","0"
"3枚","4枚","1","0","0","0","6枚","2620014","2枚","0"
"7個","8個","1","0","0","0","6個","2620015","10個","0"
"スイーパー","ボランチ","1","0","0","0","ウイング","2620016","リベロ","0"
"30分","20分","1","0","0","0","45分","2620017","15分","0"
"小指","手のひら","1","0","0","0","手の甲","2620018","親指","0"
"さけ折り","さば折り","1","0","0","0","まぐろ折り","2620022","あじ折り","0"
"指名権確定","交渉権確定","1","0","0","0","契約権確定","2620024","選択権確定","0"
"イカリング","カーリング","1","0","0","0","スパッタリング","2620025","ボーリング","0"
"イベント戦","オープン戦","1","0","0","0","オールスター戦","2620026","クローズ戦","0"
"タッチラン","タッチアップ","1","0","0","0","タッチラップ","2620028","タッチアウト","0"
"1番打者","先発投手","1","0","0","0","捕手","2620029","4番打者","0"
"22回","21回","1","0","0","0","23回","2620030","20回","0"
"ラクロス","アイスホッケー","1","0","0","0","クリケット","2620031","ポロ","0"
"ブリッジ","アーチ","1","0","0","0","お湯","2620032","サークル","0"
"ボギー","イーグル","1","0","0","0","ダブルボギー","2620033","バーディ","0"
"ラフティング","パドリング","1","0","0","0","ピーリング","2620034","リフティング","0"
"8点","9点","1","0","0","0","6点","2620035","12点","0"
"50台","10台","1","0","0","0","110台","2620036","30台","0"
"1個","決まっていない","1","0","0","0","2個","2620038","0個","0"
"肩落とし","肩すかし","1","0","0","0","肩ぐるま","2620040","肩たたき","0"
"ファールボックス","ペナルティボックス","1","0","0","0","フェイスオフボックス","2620041","ダメージボックス","0"
"サンボ","ロデオ","1","0","0","0","マタドール","2620042","闘牛","0"
"スティール","リバウンド","1","0","0","0","インターセプト","2620044","スクリーン","0"
"スナップショット","ブレイクショット","1","0","0","0","タイガーショット","2620045","オープンショット","0"
"スリップオン","スプリット","1","0","0","0","スープレックス","2620046","ストリップ","0"
"三段跳","走幅跳","1","0","0","0","走高跳","2620048","棒高跳","0"
"長距離走","短距離走","1","0","0","0","駅伝","2620049","中距離走","0"
"ワルツ","スキップ","1","0","0","0","ディスコ","2620050","ダンス","0"
"二重跳び","交差跳び","1","0","0","0","駆け足跳び","2620051","綾跳び","0"
"4219.5km","42.195km","1","0","0","0","4.2195km","2620054","421.95km","0"
"バント","ファール","1","0","0","0","フライ","2620057","ホームラン","0"
"池ポチャ","ホールインワン","1","0","0","0","バンカー","2620058","最優秀ゴルファー","0"
"一か八か技","捨て身技","1","0","0","0","逆転技","2620059","ダメ元技","0"
"プレマッチ","テストマッチ","1","0","0","0","リハーサルマッチ","2620060","チャレンジマッチ","0"
"ボウリング","ビリヤード","1","0","0","0","卓球","2620061","ダーツ","0"
"じゃんけん","ラップバトル","1","0","0","0","なぞなぞ","2621001","しりとり","0"
"デストラクション","インジェクション","1","0","0","0","エレベーション","2621002","オーバーレイ","0"
"島クジラ","グレートトゥンヌス","1","0","0","0","テンタパス","2621003","ネプテリオン","0"
"ブルートゥスアヴァロン","アルティマスアヴァロン","1","0","0","0","デュアリティアヴァロン","2621004","ナンバーズアヴァロン","0"
"アビスエンドバースト","ディバインレイン","1","0","0","0","オーロラ・サンクチュアリ","2621005","超全力全開☆プリンセスストライク","0"
"本塁打","二塁打","1","0","0","0","アウト","2630001","ファウル","0"
"90センチメートル","70センチメートル","1","0","0","0","100センチメートル","2630002","80センチメートル","0"
"バシャ","ラシャ","1","0","0","0","シシャ","2630004","ムシャ","0"
"キドニー","クリンチ","1","0","0","0","テンプル","2630006","アッパー","0"
"気合が入るため","盗まれないように","1","0","0","0","安く作れるため","2630007","足の動きを際立たせるため","0"
"本命外","外道","1","0","0","0","狙外","2630008","外魚","0"
"よがけ","ゆがけ","1","0","0","0","むがけ","2630009","やがけ","0"
"ティキタカ","ラボーナ","1","0","0","0","シャペウ","2630010","エラシコ","0"
"赤","黄","1","0","0","0","黒","2630011","青","0"
"16階級","17階級","1","0","0","0","18階級","2630012","15階級","0"
"ロストフレーム","オープンフレーム","1","0","0","0","メガネフレーム","2630013","クローズフレーム","0"
"8枚","16枚","1","0","0","0","20枚","2630014","12枚","0"
"50mm","40mm","1","0","0","0","60mm","2630015","30mm","0"
"60cm","45cm","1","0","0","0","75cm","2630016","30cm","0"
"31.72メートル","23.72メートル","1","0","0","0","38.72メートル","2630017","15.72メートル","0"
"赤と黒","赤と白","1","0","0","0","白と黒","2630019","赤と青","0"
"チュート","キャント","1","0","0","0","チャント","2630021","シャウト","0"
"トレッキング","ビバーク","1","0","0","0","リペリング","2630022","グリセード","0"
"10人","9人","1","0","0","0","7人","2630025","8人","0"
"ゴールキック","スローイン","1","0","0","0","ペナルティーキック","2630026","コーナーキック","0"
"お客さん","横綱","1","0","0","0","控え力士","2630027","行事","0"
"インショア","オフショア","1","0","0","0","アウトショア","2630028","オンショア","0"
"バスカー","バスター","1","0","0","0","バスサー","2630029","バスラー","0"
"黒","赤","1","0","0","0","茶","2630030","白","0"
"床","段違い平行棒","1","0","0","0","平均台","2630031","跳馬","0"
"舵取り","乱取り","1","0","0","0","手取り","2630035","面取り","0"
"肝入り","水入り","1","0","0","0","嫁入り","2630037","中入り","0"
"50cm","10cm","1","0","0","0","70cm","2630038","30cm","0"
"10kg","20kg","1","0","0","0","3kg","2630040","5kg","0"
"ハンドボール","バスケットボール","1","0","0","0","水球","2630043","サッカー","0"
"5人","4人","1","0","0","0","3人","2630044","8人","0"
"ポートボール","ロフトボール","1","0","0","0","スローボール","2630045","ロストボール","0"
"ショ―ト","サード","1","0","0","0","セカンド","2630046","ファースト","0"
"ボトム","ノーズ","1","0","0","0","テール","2630048","デッキ","0"
"あかね戦","ともえ戦","1","0","0","0","はなこ戦","2630049","まりえ戦","0"
"シンキング","バンキング","1","0","0","0","ハッキング","2630051","ビンキング","0"
"パスショット","キスショット","1","0","0","0","マスショット","2630052","ミスショット","0"
"2点","5点","1","0","0","0","10点","2630053","1点","0"
"ダウンブロー","ローブロー","1","0","0","0","レッグブロー","2630054","アンダーロー","0"
"ベルン","ケルン","1","0","0","0","ミルン","2630055","カラン","0"
"ジョイント","ブーム","1","0","0","0","ボード","2630056","セール","0"
"バレーボール","ラグビー","1","0","0","0","バスケットボール","2630058","サッカー","0"
"バイアスロン","スケルトン","1","0","0","0","ボブスレー","2630059","リュージュ","0"
"Bカード","Cカード","1","0","0","0","Dカード","2630060","Aカード","0"
"ソケット","ポケット","1","0","0","0","バゲット","2630061","ナゲット","0"
"バーストファング","ブラストファング","1","0","0","0","ダイヤモンドファング","2631001","フロストファング","0"
"雷撃の槍","海神の杖","1","0","0","0","激波の拳","2631002","嵐撃の槍","0"
"ドラゴンズシザー","ドラゴンズテイル","1","0","0","0","ドラゴンズウィング","2631003","ドラゴンズデッドボール","0"
"ビーチフラッグ","ボートレース","1","0","0","0","ビーチベースボール","2631004","ビーチボール","0"
"大海帝王晦冥喝破之装","七界覇王晦冥喝破之装","1","0","0","0","七海覇者晦冥喝破之装","2631005","七界究極晦冥喝破之装","0"
