ea0ca6624edb56a6884cd41ca13588090c63e0f7b3141534bd54a5d1c3d4d26b,3393aa232e1d1c37b9a85f57d8fbaa81ee33d059391d5a2a92d3b67ea9f4072a,58a568806fe88caebe992f9a33764595d9f475768f2d1d85e50c38657f89d1c6,12a6ab1fb2348642a5178fcc957edee28ed67f659213471ccecd083bbcf290a2,470fcaaee2952df5bcc90c8e980dbc79e6441c7057f72d05f5b8cdab0ee51b76,9243afcd3241140cfa398f551cc8ea1ea3447fa4b0fc8ff8b70687306a1ab3a0,82fd50a14422080899803c775bbed09d3107741069b9588dd157d3d58c1b6315,fbed93b21af8257807dab9546671a09584869e89f8dcd6894a8484e691ad7138,933038c0056eadbe8ca9942ec6bef359ada5729ca3c9a99254b8e658bf071dfb,f9590b1e243b4d7d793b7115483218ad6b7b70a14fceaf8ef910631db2a050f9,2f2d5f3f351225eded0d1ca36c3325d2b5f930d85105169e599a88df746f14a6
"vo_dsb_1010807","","0","vo_dsb_7007","1010807","21","1010807053","","","","0"
"2","0","10","まぁね。\n魔力が回復する温泉があるって聞いて\nあと……あたしは別に気にしてないけど\nついでに肌もプルプルになるらしいし？","1010807","11","1010807054","1","0","0.2","1"
"5.9","","","1","1010807","93","1010807055","","","",""
"2","0.5","1","dsb_talk_arm_crossed_surprise_loop","1010807","3","1010807056","","","",""
"1010807054","","","","1010807","91","1010807057","","","",""
"2","0.5","1","dsb_talk_arm_crossed_joy_loop","1010807","3","1010807058","","","",""
"vo_dsb_1010807","","0","vo_dsb_7008","1010807","21","1010807059","","","","0"
"2","0","10","たしかにじんわりと\n魔力は回復してきてるし……\nこのヌルヌルしたお湯の感じが\n肌にも効きそうな気がするわ。","1010807","11","1010807060","1","0","0.2","1"
"0","","","","1010807","91","1010807061","","","",""
"2","0.5","1","dsb_idle_arm_joy_crossed","1010807","3","1010807062","","","",""
"1","0.5","1","dsb_talk_joy3","1010807","3","1010807063","","","",""
"vo_dsb_1010807","","0","vo_dsb_7009","1010807","21","1010807064","","","","0"
"1","0","10","そっか～♪\nじゃあ今日の温泉は大成功だね☆\n捕まえてきてもらったかいがあったよ～","1010807","11","1010807065","1","0","0.2","1"
"0","","","","1010807","91","1010807066","","","",""
"1","0.5","1","dsb_idle_normal","1010807","3","1010807067","","","",""
"2","0.3","1","dsb_talk_normal","1010807","3","1010807068","","","",""
"vo_dsb_1010807","","0","vo_dsb_7010","1010807","21","1010807069","","","","0"
"2","0","10","なかなかやるじゃない！\n……ん？　ちょっと待って。\n捕まえてきてもらった……？","1010807","11","1010807070","1","0","0.2","1"
"2.9","","","1","1010807","93","1010807071","","","",""
"2","0.3","1","dsb_talk_normal_jitome","1010807","3","1010807072","","","",""
"1010807070","","","","1010807","91","1010807073","","","",""
"2","0.5","1","dsb_idle_normal","1010807","3","1010807074","","","",""
"1","0.5","1","dsb_talk_normal_joy","1010807","3","1010807075","","","",""
"vo_dsb_1010807","","0","vo_dsb_7011","1010807","21","1010807076","","","","0"
"1","0","10","あれ？　温泉の名前、見なかったの～？\nこの今日の温泉は……\n特製のポーションとゼラチナを混ぜた\n当旅館自慢のゼラチナの湯で～す☆","1010807","11","1010807077","1","0","0.2","1"
"0","","","","1010807","91","1010807078","","","",""
"1","0.5","1","dsb_idle_joy1","1010807","3","1010807079","","","",""
"2","0.5","1","dsb_talk_surprise2_anger2","1010807","3","1010807080","","","",""
"vo_dsb_1010807","","0","vo_dsb_7012","1010807","21","1010807081","","","","0"
"2","0","10","ゼ……ゼラチナ風呂ぉ～～！？\nそういえば、どこかでそんな\n不穏な言葉を見たような気が……","1010807","11","1010807082","1","0","0.2","1"
"0","","","","1010807","91","1010807083","","","",""
"2","0.5","1","dsb_talk_surprise1_shy","1010807","3","1010807084","","","",""
"vo_dsb_1010807","","0","vo_dsb_7013","1010807","21","1010807085","","","","0"
"2","0","10","どうりでなんだか懐かしい感じの\nする温泉だと思ったわ……じゃなくて！\nなんてものを作ってんのよ！？","1010807","11","1010807086","1","0","0.2","1"
"5.6","","","1","1010807","93","1010807087","","","",""
"2","0.5","1","dsb_talk_anger_Ex2","1010807","3","1010807088","","","",""
"1010807086","","","","1010807","91","1010807089","","","",""
"1","0.5","1","dsb_talk_surprise1_normal2","1010807","3","1010807090","","","",""
"vo_dsb_1010807","","0","vo_dsb_7014","1010807","21","1010807091","","","","0"
"1","0","10","でも効能はよかったでしょ～？\nちなみに入浴時間に比例して\n魔力の回復量も増大しちゃう\n素敵仕様となっておりま～す☆","1010807","11","1010807092","1","0","0.2","1"
"0","","","","1010807","91","1010807093","","","",""
"1","0.5","1","dsb_idle_normal","1010807","3","1010807094","","","",""
"2","0.5","1","dsb_talk_sad_shy","1010807","3","1010807095","","","",""
"vo_dsb_1010807","","0","vo_dsb_7015","1010807","21","1010807096","","","","0"
"2","0","10","いや、そういう問題じゃ……\nへっ！？　ほんとに回復量が\n増してきたような……！\nくぅううう……き、効くぅ～っ♪","1010807","11","1010807097","1","0","0.2","1"
"7.5","","","1","1010807","93","1010807098","","","",""
"2","0.5","1","dsb_talk_memory_nervous","1010807","3","1010807099","","","",""
"1","0.5","0","dsb_smile2","1010807","3","1010807100","1","0.5","","dsb_idle_normal"
"1010807097","","","","1010807","91","1010807101","","","",""
"0.3","","","0","1010807","93","1010807102","","","",""
"12","2","70","1","1010808","5","1010808001","-345","0","dsb_idle_normal","-165"
"9","2","70","2","1010808","5","1010808002","-345","1","dsb_idle_relax_dere2","165"
"1","1","0","1","1010808","31","1010808003","1","","","0"
"3","1","0","3","1010808","31","1010808004","1","","","0"
"4","1","0","4","1010808","31","1010808005","1","","","0"
"19","1","0","10","1010808","31","1010808006","1","","","0"
"29","1","0","20","1010808","31","1010808007","1","","","0"
"39","1","155","30","1010808","31","1010808008","1","","","-168"
"39","1","-155","31","1010808","31","1010808009","1","","","-168"
"1","","","170","1010808","13","1010808010","","","",""
"2","","","170","1010808","13","1010808011","","","",""
"0","","","","1010808","91","1010808012","","","",""
"se_10044200","","1","se_10044200_cmn_amb","1010808","23","1010808013","","","",""
"se_10044200","","0","se_10044200_cmn_steam","1010808","23","1010808014","","","",""
"6.2","","","0","1010808","93","1010808015","","","",""
"se_10044200","","1","se_10044200_hotspring_09","1010808","23","1010808016","","","",""
"1.3","","","0","1010808","93","1010808017","","","",""
"2","0.5","1","dsb_talk_relax_Ex8","1010808","3","1010808018","","","",""
"vo_dsb_1010808","","0","vo_dsb_8001","1010808","21","1010808019","","","","0"
"2","0","10","ふあぁ……\nあったかいのにスースーしますぅ……\nなんだか不思議な感じ……♪","1010808","11","1010808020","1","0","0.2","1"
"0","","","","1010808","91","1010808021","","","",""
"2","0.5","1","dsb_idle_normal_joy","1010808","3","1010808022","","","",""
"1","0.5","1","dsb_talk_normal_joy","1010808","3","1010808023","","","",""
"vo_dsb_1010808","","0","vo_dsb_8002","1010808","21","1010808024","","","","0"
"1","0","10","うふふ、エルフの森で採れた薬草を\n使った薬草風呂よ～\n喉の調子がとってもよくなるの。\nためしにちょっと声を出してみて～？","1010808","11","1010808025","1","0","0.2","1"
"0","","","","1010808","91","1010808026","","","",""
"1","0.3","1","dsb_idle_wish_normal","1010808","3","1010808027","","","",""
"2","0.3","0","dsb_kurumi_sing_in","1010808","3","1010808028","","","",""
"vo_dsb_1010808","","0","vo_dsb_8003","1010808","21","1010808029","","","","0"
"2","0","10","は、はいっ。\n……ふぅ。\nあーあーあー♪","1010808","11","1010808030","1","0","0.2","1"
"5","","","1","1010808","93","1010808031","","","",""
"2","0.2","0","dsb_kurumi_sing_mid","1010808","3","1010808032","1","0","","dsb_kurumi_sing_loop"
"1010808030","","","","1010808","91","1010808033","","","",""
"1","0.5","1","dsb_idle_wish_talkjoy2","1010808","3","1010808034","","","",""
"2","0.5","1","dsb_talk_sad2_light","1010808","3","1010808035","","","",""
"vo_dsb_1010808","","0","vo_dsb_8004","1010808","21","1010808036","","","","0"
"2","0","10","わぁっ……！\n本当です……\nいつもより声がずっと出しやすい……！","1010808","11","1010808037","1","0","0.2","1"
"0","","","","1010808","91","1010808038","","","",""
"2","0.5","1","dsb_idle_normal_joy","1010808","3","1010808039","","","",""
"1","0.5","1","dsb_talk_joy3","1010808","3","1010808040","","","",""
"vo_dsb_1010808","","0","vo_dsb_8005","1010808","21","1010808041","","","","0"
"1","0","10","素敵なお声ね～♪\nびっくりしちゃった～","1010808","11","1010808042","1","0","0.2","1"
"0","","","","1010808","91","1010808043","","","",""
"1","0.5","1","dsb_idle_sad_talkjoy2","1010808","3","1010808044","","","",""
"2","0.5","1","dsb_talk_surprise1_talkjoy2_2","1010808","3","1010808045","","","",""
"vo_dsb_1010808","","0","vo_dsb_8006","1010808","21","1010808046","","","","0"
"2","0","10","あ、ありがとうございます……♪\nえっと、私……\nお芝居が好きなんです。\nだから……声を出す練習はしていて……","1010808","11","1010808047","1","0","0.2","1"
"0","","","","1010808","91","1010808048","","","",""
"2","0.5","1","dsb_idle_normal_joy","1010808","3","1010808049","","","",""
"1","0.5","1","dsb_talk_wish_dere","1010808","3","1010808050","","","",""
"vo_dsb_1010808","","0","vo_dsb_8007","1010808","21","1010808051","","","","0"
"1","0","10","あらあら、役者さんだったのね～\nどんなお芝居をするのかしら……？\n気になるわ～♪","1010808","11","1010808052","1","0","0.2","1"
"0","","","","1010808","91","1010808053","","","",""
"1","0.5","1","dsb_idle_wish_normal","1010808","3","1010808054","","","",""
"2","0.5","1","dsb_talk_wish_dere","1010808","3","1010808055","","","",""
"vo_dsb_1010808","","0","vo_dsb_8008","1010808","21","1010808056","","","","0"
"2","0","10","じゃ、じゃあ……\nちょっとお芝居してみてもいいですか？\nこの温泉のお礼に……♪","1010808","11","1010808057","1","0","0.2","1"
"0","","","","1010808","91","1010808058","","","",""
"2","0.5","1","dsb_idle_joy1","1010808","3","1010808059","","","",""
"1","0.3","1","dsb_talk_normal_joy","1010808","3","1010808060","","","",""
"vo_dsb_1010808","","0","vo_dsb_8009","1010808","21","1010808061","","","","0"
"1","0","10","うれしいわ～♪\nお言葉に甘えさせてもらってもいい？","1010808","11","1010808062","1","0","0.2","1"
"0","","","","1010808","91","1010808063","","","",""
"1","0.5","1","dsb_idle_normal","1010808","3","1010808064","","","",""
"2","0.5","1","dsb_talk_wish_dere","1010808","3","1010808065","","","",""
"vo_dsb_1010808","","0","vo_dsb_8010","1010808","21","1010808066","","","","0"
"2","0","10","もちろんですっ。\nでは……","1010808","11","1010808067","1","0","0.2","1"
"0","","","","1010808","91","1010808068","","","",""
"se_10044200","","0","se_10044200_get_out_water","1010808","23","1010808069","","","",""
"2","0.2","0","dsb_kurumi_acting1_in","1010808","3","1010808070","","","",""
"0","","","","1010808","91","1010808071","","","",""
"2","0.2","0","dsb_kurumi_acting1_middle","1010808","3","1010808072","1","0.2","","dsb_kurumi_acting1_loop"
"1","0.5","0","dsb_misato_surprise","1010808","3","1010808073","1","0.5","","dsb_misato_surprise_loop1"
"0","","","0","1010808","22","1010808074","","","",""
"vo_dsb_1010808","","0","vo_dsb_8011","1010808","21","1010808075","","","","0.9"
"2","0","10","……ねえ、ハッキリして！\n私とあの女、どっちを選ぶの！？","1010808","11","1010808076","1","0","0.2","1"
"0","","","","1010808","91","1010808077","","","",""
"1","0.5","1","dsb_idle_surprise1_nervous","1010808","3","1010808078","","","",""
"vo_dsb_1010808","","0","vo_dsb_8012","1010808","21","1010808079","","","","0"
"1","0","10","あ、あらっ？","1010808","11","1010808080","1","0","0.2","1"
"0","","","","1010808","91","1010808081","","","",""
"2","0.2","1","dsb_kurumi_acting2","1010808","3","1010808082","","","",""
"vo_dsb_1010808","","0","vo_dsb_8013","1010808","21","1010808083","","","","0"
"2","0","10","都会を離れた温泉街で\n密会する日々はもうたくさんよ！\nそんなに私との仲を隠したいの！？","1010808","11","1010808084","1","0","0.2","1"
"0","","","","1010808","91","1010808085","","","",""
"1","0.5","1","dsb_misato_talk_sad2_dere2","1010808","3","1010808086","","","",""
"vo_dsb_1010808","","0","vo_dsb_8014","1010808","21","1010808087","","","","0"
"1","0","10","あらあら、まぁまぁ……\nいきなり修羅場展開だわ～\nでも、さすがは役者さんね。\n続きがとっても気になるわ～♪","1010808","11","1010808088","1","0","0.2","1"
"0","","","","1010808","91","1010808089","","","",""
"0.3","","","0","1010808","93","1010808090","","","",""
"11","2","70","1","1010809","5","1010809001","-345","0","dsb_idle_normal_talk1","-165"
"5","2","70","2","1010809","5","1010809002","-345","1","dsb_idle_normal","165"
"1","1","0","1","1010809","31","1010809003","1","","","0"
"3","1","0","3","1010809","31","1010809004","1","","","0"
"4","1","0","4","1010809","31","1010809005","1","","","0"
"15","1","0","10","1010809","31","1010809006","1","","","0"
"25","1","0","20","1010809","31","1010809007","1","","","0"
"35","1","155","30","1010809","31","1010809008","1","","","-168"
"35","1","-155","31","1010809","31","1010809009","1","","","-168"
"1","","","170","1010809","13","1010809010","","","",""
"2","","","170","1010809","13","1010809011","","","",""
"0","","","","1010809","91","1010809012","","","",""
"se_10044200","","1","se_10044200_cmn_amb","1010809","23","1010809013","","","",""
"se_10044200","","0","se_10044200_cmn_steam","1010809","23","1010809014","","","",""
"6.2","","","0","1010809","93","1010809015","","","",""
"se_10044200","","1","se_10044200_hotspring_05","1010809","23","1010809016","","","",""
"1.3","","","0","1010809","93","1010809017","","","",""
"2","0.5","1","dsb_talk_sad","1010809","3","1010809018","","","",""
"vo_dsb_1010809","","0","vo_dsb_9001","1010809","21","1010809019","","","","0"
"2","0","10","ああ……\nなんてことだ……！\nボクの……ボクの肌が……！","1010809","11","1010809020","1","0","0.2","1"
"0","","","","1010809","91","1010809021","","","",""
"2","0.2","1","dsb_talk_wish_shy","1010809","3","1010809022","","","",""
"vo_dsb_1010809","","0","vo_dsb_9002","1010809","21","1010809023","","","","0"
"2","0","10","全人類が想像しうる\n美しさの限界を超えてしまう……！","1010809","11","1010809024","1","0","0.2","1"
"0","","","","1010809","91","1010809025","","","",""
"2","0.5","1","dsb_idle_wish_shy","1010809","3","1010809026","","","",""
"1","0.5","1","dsb_talk_nerrvous_surprise","1010809","3","1010809027","","","",""
"0","","","0","1010809","22","1010809028","","","",""
"vo_dsb_1010809","","0","vo_dsb_9003","1010809","21","1010809029","","","","0.9"
"1","0","10","……へぇ。\nそれは大変ねぇ。","1010809","11","1010809030","1","0","0.2","1"
"0","","","","1010809","91","1010809031","","","",""
"1","0.5","1","dsb_idle_normal","1010809","3","1010809032","","","",""
"2","0.5","1","dsb_talk_worry","1010809","3","1010809033","","","",""
"vo_dsb_1010809","","0","vo_dsb_9004","1010809","21","1010809034","","","","0"
"2","0","10","って反応薄いよ、先生！？\nこれはもはや歴史を変える\n大事件なのに！","1010809","11","1010809035","1","0","0.2","1"
"0","","","","1010809","91","1010809036","","","",""
"2","0.3","1","dsb_talk_thinking","1010809","3","1010809037","","","",""
"vo_dsb_1010809","","0","vo_dsb_9005","1010809","21","1010809038","","","","0"
"2","0","10","この肌へのなじみかた……\nただごとじゃないよ。\nこんな温泉を作ってくれた先生は\nもはや共犯といっても過言ではないね！","1010809","11","1010809039","1","0","0.2","1"
"0","","","","1010809","91","1010809040","","","",""
"2","0.3","1","dsb_talk_surprise1_shy","1010809","3","1010809041","","","",""
"vo_dsb_1010809","","0","vo_dsb_9006","1010809","21","1010809042","","","","0"
"2","0","10","そう、ボクの共犯……\n美の共犯者だよ！","1010809","11","1010809043","1","0","0.2","1"
"0","","","","1010809","91","1010809044","","","",""
"2","0.5","1","dsb_idle_surprise1_sjhy","1010809","3","1010809045","","","",""
"1","0.5","1","dsb_talk_surprise1_normal2","1010809","3","1010809046","","","",""
"0","","","0","1010809","22","1010809047","","","",""
"vo_dsb_1010809","","0","vo_dsb_9007","1010809","21","1010809048","","","","0.9"
"1","0","10","……相変わらずねぇ、ユキ。\nまあ、気にいってもらえてよかったわ。","1010809","11","1010809049","1","0","0.2","1"
"0","","","","1010809","91","1010809050","","","",""
"1","0.5","1","dsb_idle_surprise1_normal","1010809","3","1010809051","","","",""
"2","0.3","0","dsb_talk_guts2_dere","1010809","3","1010809052","1","0.2","","dsb_talk_guts2_dere_loop"
"vo_dsb_1010809","","0","vo_dsb_9008","1010809","21","1010809053","","","","0"
"2","0","10","ということで\n今日という今日こそ\nボクの主治医になって♪","1010809","11","1010809054","1","0","0.2","1"
"0","","","","1010809","91","1010809055","","","",""
"2","0.5","1","dsb_idle_normal","1010809","3","1010809056","","","",""
"1","0.5","1","dsb_talk_normal_sad","1010809","3","1010809057","","","",""
"vo_dsb_1010809","","0","vo_dsb_9009","1010809","21","1010809058","","","","0"
"1","0","10","本当に相変わらずねぇ……\nちなみに答えはノー。","1010809","11","1010809059","1","0","0.2","1"
"0","","","","1010809","91","1010809060","","","",""
"1","0.5","1","dsb_idle_normal","1010809","3","1010809061","","","",""
"2","0.5","1","dsb_talk_normal_suprise1","1010809","3","1010809062","","","",""
"vo_dsb_1010809","","0","vo_dsb_9010","1010809","21","1010809063","","","","0"
"2","0","10","え～？\n先生も相変わらずつれないなぁ。\nま、だからって諦めないけどね？","1010809","11","1010809064","1","0","0.2","1"
"0","","","","1010809","91","1010809065","","","",""
"2","0.3","1","dsb_talk_sad2_blink","1010809","3","1010809066","","","",""
"vo_dsb_1010809","","0","vo_dsb_9011","1010809","21","1010809067","","","","0"
"2","0","10","すべてはボクの美しさのため……\nその道をはばむことはできないのさ。\nたとえ何者であってもね。","1010809","11","1010809068","1","0","0.2","1"
"0","","","","1010809","91","1010809069","","","",""
"2","0.5","1","dsb_idle_sad_blink","1010809","3","1010809070","","","",""
"1","0.5","1","dsb_talk_joy3","1010809","3","1010809071","","","",""
"vo_dsb_1010809","","0","vo_dsb_9012","1010809","21","1010809072","","","","0"
"1","0","10","ふふふ……\nユキのそういう自信たっぷりな\nところ、嫌いじゃないわよ。","1010809","11","1010809073","1","0","0.2","1"
"0","","","","1010809","91","1010809074","","","",""
"1","0.5","1","dsb_idle_normal","1010809","3","1010809075","","","",""
"2","0.5","1","dsb_talk_memory_talkjoy2","1010809","3","1010809076","","","",""
"vo_dsb_1010809","","0","vo_dsb_9013","1010809","21","1010809077","","","","0"
"2","0","10","じゃあ主治医になって♪","1010809","11","1010809078","1","0","0.2","1"
"0","","","","1010809","91","1010809079","","","",""
"1","0.5","1","dsb_talk_surprise1_shy","1010809","3","1010809080","","","",""
"vo_dsb_1010809","","0","vo_dsb_9014","1010809","21","1010809081","","","","0"
"1","0","10","いーや♪","1010809","11","1010809082","1","0","0.2","1"
"0","","","","1010809","91","1010809083","","","",""
"1","0.5","0","dsb_smile2_mitsuki1","1010809","3","1010809084","1","0.5","","dsb_idle_normal"
"2","0.5","1","dsb_talk_anger","1010809","3","1010809085","","","",""
"vo_dsb_1010809","","0","vo_dsb_9015","1010809","21","1010809086","","","","0"
"2","0","10","けち～！","1010809","11","1010809087","1","0","0.2","1"
"0","","","","1010809","91","1010809088","","","",""
"0.3","","","0","1010809","93","1010809089","","","",""
"1","1.5","53","124631","1015011","1","1015011001","-254","0","dsb_top_misato_idle_normal","-60"
"124631","0.2","1","dsb_top_misato_talk","1015011","3","1015011002","","","",""
"vo_dsb","","0","vo_dsb_0301","1015011","21","1015011003","","","","0"
"124631","80","7","はぁい、お風呂の時間ですよ～♪　しっかり浸かって、体の芯まで温まりましょうね～","1015011","11","1015011004","0","-92","0.7","1"
"0","","","","1015011","91","1015011005","","","",""
"124631","0.2","1","dsb_top_misato_idle_normal","1015011","3","1015011006","","","",""
"1","1.5","53","124631","1015012","1","1015012001","-254","0","dsb_top_misato_idle_normal","-60"
"124631","0.2","1","dsb_top_misato_joy","1015012","3","1015012002","","","",""
"vo_dsb","","0","vo_dsb_0302","1015012","21","1015012003","","","","0"
"124631","80","6","私も温泉のように、みんなを優しく包んであげられる素敵な先生になりたいわ～","1015012","11","1015012004","0","-92","0.7","1"
"0","","","","1015012","91","1015012005","","","",""
"124631","0.2","1","dsb_top_misato_idle_normal","1015012","3","1015012006","","","",""
"1","1.5","53","124631","1015013","1","1015013001","-254","0","dsb_top_misato_idle_normal","-60"
"124631","0.2","1","dsb_top_misato_wish","1015013","3","1015013002","","","",""
"vo_dsb","","0","vo_dsb_0303","1015013","21","1015013003","","","","0"
"124631","80","6","お風呂上がりの牛乳は、急いで飲んだらいけませんよ～？　腰に手を当てて味わって飲みましょうね","1015013","11","1015013004","0","-92","0.7","1"
"0","","","","1015013","91","1015013005","","","",""
"124631","0.2","1","dsb_top_misato_idle_normal","1015013","3","1015013006","","","",""
"1","1.5","53","124731","1051011","1","1051011001","-254","0","dsb_top_idle_normal","-60"
"124731","0.2","1","dsb_top_mitsuki_talk","1051011","3","1051011002","","","",""
"vo_dsb","","0","vo_dsb_0201","1051011","21","1051011003","","","","0"
"124731","80","7","湯治も立派な医療法のひとつよ。Dr.ミツキの診察室、湯けむり編……といったところね","1051011","11","1051011004","0","-92","0.5","1"
"0","","","","1051011","91","1051011005","","","",""
"124731","0.2","1","dsb_top_idle_normal","1051011","3","1051011006","","","",""
"1","1.5","53","124731","1051012","1","1051012001","-254","0","dsb_top_idle_normal","-60"
"124731","0.2","1","dsb_top_mitsuki_joy","1051012","3","1051012002","","","",""
"vo_dsb","","0","vo_dsb_0202","1051012","21","1051012003","","","","0"
"124731","80","6","旅館で実験するほどヤボじゃないわ。でも……実験されたいのなら、喜んで♪","1051012","11","1051012004","0","-92","0.5","1"
"0","","","","1051012","91","1051012005","","","",""
"124731","0.2","1","dsb_top_idle_normal","1051012","3","1051012006","","","",""
"1","1.5","53","124731","1051013","1","1051013001","-254","0","dsb_top_idle_normal","-60"
"124731","0.2","1","dsb_top_mitsuki_crossed","1051013","3","1051013002","1","0.2","","dsb_top_mitsuki_crossed_loop"
"vo_dsb","","0","vo_dsb_0203","1051013","21","1051013003","","","","0"
"124731","80","6","どの温泉も自信作よ。たっぷり確かめたもの……自分の体でね。もうふやけちゃうかと思ったわ","1051013","11","1051013004","0","-92","0.5","1"
"0","","","","1051013","91","1051013005","","","",""
"124731","0.2","1","dsb_top_idle_normal","1051013","3","1051013006","","","",""
"1","1.5","53","124531","1067011","1","1067011001","-254","0","dsb_top_idle_normal","-60"
"124531","0.2","1","dsb_top_homare_wish","1067011","3","1067011002","","","",""
"vo_dsb","","0","vo_dsb_0101","1067011","21","1067011003","","","","0"
"124531","80","6","よ～し、今日もいっぱいおもてなししちゃうぞ～☆　美人若女将にお任せあれ♪","1067011","11","1067011004","0","-92","0.7","1"
"0","","","","1067011","91","1067011005","","","",""
"124531","0.2","1","dsb_top_idle_normal","1067011","3","1067011006","","","",""
"1","1.5","53","124531","1067012","1","1067012001","-254","0","dsb_top_idle_normal","-60"
"124531","0.2","1","dsb_top_homare_joy","1067012","3","1067012002","","","",""
"vo_dsb","","0","vo_dsb_0102","1067012","21","1067012003","","","","0"
"124531","80","6","私も一緒に入っちゃおうかな～。温泉回を描くときの資料も欲しいし？　体当たり取材～☆","1067012","11","1067012004","0","-92","0.7","1"
"0","","","","1067012","91","1067012005","","","",""
"124531","0.2","1","dsb_top_idle_normal","1067012","3","1067012006","","","",""
"1","1.5","53","124531","1067013","1","1067013001","-254","0","dsb_top_idle_normal","-60"
"124531","0.2","1","dsb_top_homare_surprise","1067013","3","1067013002","","","",""
"vo_dsb","","0","vo_dsb_0103","1067013","21","1067013003","","","","0"
"124531","80","6","たまには命のやり取りじゃなくて、命の洗濯をしないとね～。お背中……流しましょうか？","1067013","11","1067013004","0","-92","1","1"
"0","","","","1067013","91","1067013005","","","",""
"124531","0.2","1","dsb_top_idle_normal","1067013","3","1067013006","","","",""
