268e22ca3de4fec2a0ac2d3e4bfea458a9fbd86d7a84015792b607a3bd088e04,7189b221f8c685413fd5a1946fb5f49e1ea14f23831d53429a4e27cfcc4474a6,2bc486028c7d53cb96cac264791f452d92539d5bec2a303dc8636847c77e70b6,8fda1db22bcef6e280350c3077ca496a19ab55e1ac221b1441e7a38cd7e76d28,1545a1bc4fa889e6b0926a7eb1bef9bb939dfcf06bd8fcc5947768c8510d5ca7,367ed9cde6401bb608b0f18f2fbadfea4c09aaba93b1739b270da46a4e0ffa66,9d81d41736c21ab9a01ae00481bf4e539b16a86fe28b87da664bfbe70be70056,c4ef4145ded9f6ba02c36cc33b8dc5ed8c50877551d5c504739b590e64df2997,682795edc029457e9e7fb6d5e77cb3c7f7035eb978ebe4a6b2eebaf1ccd3a3d3,dea336e9ef7a4c48e04687ec332318996e8da9f160309e14f7fd9873fe1d90a9,fd25fc4885dde7742a9ab9a0266554c258d54921b2a3f4c22d0753d1c0f755ce
"","travel_topdrama_r_3007_geyser_D","30092","0.2","3","","","1000004","","0","1300920010"
"","0","30092","","93","","","2.66","","","1300920011"
"","0","30092","","32","","","300900","","","1300920012"
"","1","30092","","32","","","300901","","","1300920013"
"","se_travel_top_geyser_splash","30092","","23","","","se_travel_top","","0","1300920014"
"","0","30092","","93","","","1.86","","","1300920015"
"","se_travel_top_geyser_splash_rare","30092","","23","","","se_travel_top","","0","1300920016"
"","0","30092","","93","","","1.14","","","1300920017"
"","","30092","","111","","","","","","1300920018"
"","","30092","","91","","","0","","","1300920019"
"0","1000001","40011","0.8","1","25","-55","1","travel_topdrama_r_4001_idle_A","50","1400110001"
"0","1000002","40011","0.8","1","-25","-65","1","travel_topdrama_r_4001_idle_B","51","1400110002"
"0","0","40011","1","5","0","-75","0","normal","55","1400110003"
"","0","40011","","91","","","0","","","1400110004"
"0","travel_topdrama_r_4001_idle_A","40011","0.2","3","","","1000001","","1","1400110005"
"0","travel_topdrama_r_4001_idle_B","40011","0.2","3","","","1000002","","1","1400110006"
"","0","40011","","91","","","0","","","1400110007"
"","","40011","","101","","","1400110005","","","1400110008"
"","0","40011","","91","","","0","","","1400110009"
"0","1000001","40012","1.46","1","-390","-75","1","travel_topdrama_r_4000_idle","49","1400120001"
"0","1000002","40012","1.46","1","-510","-100","1","travel_topdrama_r_4000_idle","50","1400120002"
"1","6","40012","0.6","5","0","-150","6","disappear","55","1400120003"
"","400100","40012","1","31","0","1","400100","","0","1400120004"
"","400101","40012","1","31","0","1","400101","","0","1400120005"
"","400102","40012","0","31","0","1","400102","","0","1400120006"
"","400103","40012","0","31","0","1","400103","","0","1400120007"
"","400104","40012","0","31","190","1","400104","","140","1400120008"
"","400105","40012","0","31","0","1","400105","","0","1400120009"
"","400001","40012","0","31","0","1","400001","","0","1400120010"
"","0","40012","","91","","","0","","","1400120011"
"","1","40012","","32","","","400001","","","1400120012"
"","se_travel_top_yamagami_foot","40012","","23","","","se_travel_top","","0","1400120013"
"","travel_topdrama_r_4001_A_01","40012","0.2","3","","","1000001","","1","1400120014"
"","60","40012","","2","2.3","","1000001","","-75","1400120015"
"","travel_topdrama_r_4001_B_01","40012","0.2","3","","","1000002","","1","1400120016"
"","-60","40012","","2","2.3","","1000002","","-100","1400120017"
"","0","40012","","93","","","2","","","1400120018"
"","se_travel_top_yamagami_rumble","40012","","23","","","se_travel_top","","0","1400120019"
"","5","40012","","122","","","5","","1.3","1400120020"
"","0","40012","","93","","","0.3","","","1400120021"
"","7.5","40012","","122","","","7.5","","2.5","1400120022"
"","se_travel_top_yamagami_emote_common","40012","","23","","","se_travel_top","","0","1400120023"
"","travel_topdrama_r_4001_A_02","40012","0.2","3","","","1000001","","0","1400120024"
"","3","40012","","12","0","0","1000001","","0.3","1400120025"
"","0","40012","","93","","","0.1","","","1400120026"
"","travel_topdrama_r_4001_B_02","40012","0.2","3","","","1000002","","0","1400120027"
"","3","40012","","12","0","0","1000002","","0.2","1400120028"
"","0","40012","","93","","","0.6","","","1400120029"
"","10","40012","","122","","","10","","4","1400120030"
"","run","40012","0","3","disappear","","6","","0","1400120031"
"","1","40012","","32","","","400102","","","1400120032"
"","1","40012","","32","","","400103","","","1400120033"
"","0","40012","","93","","","0.5","","","1400120034"
"","se_travel_top_yamagami_passaway","40012","","23","","","se_travel_top","","0","1400120035"
"","0","40012","","93","","","0.2","","","1400120036"
"","se_travel_top_yamagami_pass_wind","40012","","23","","","se_travel_top","","0","1400120037"
"","0","40012","","93","","","0.2","","","1400120038"
"","se_travel_top_yamagami_rumble2","40012","","23","","","se_travel_top","","0","1400120039"
"","se_travel_top_yamagami_rolling","40012","","23","","","se_travel_top","","0","1400120040"
"","1","40012","","32","","","400104","","","1400120041"
"","travel_topdrama_r_4001_B_03","40012","0.2","3","","","1000002","","0","1400120042"
"","0","40012","","93","","","0.1","","","1400120043"
"","travel_topdrama_r_4001_A_03","40012","0.2","3","","","1000001","","0","1400120044"
"","0","40012","","93","","","1.75","","","1400120045"
"","1","40012","","32","","","400105","","","1400120046"
"","0","40012","","93","","","0.2","","","1400120047"
"","se_travel_top_yamagami_drop_box","40012","","23","","","se_travel_top","","0","1400120048"
"","0","40012","","93","","","1.55","","","1400120049"
"","","40012","","111","","","","","","1400120050"
"","","40012","","91","","","0","","","1400120051"
"0","1000001","40021","0.8","1","25","-55","1","travel_topdrama_r_4001_idle_A","50","1400210001"
"0","1000002","40021","0.8","1","-25","-65","1","travel_topdrama_r_4001_idle_B","51","1400210002"
"0","0","40021","1","5","0","-75","0","normal","55","1400210003"
"","0","40021","","91","","","0","","","1400210004"
"0","travel_topdrama_r_4001_idle_A","40021","0.2","3","","","1000001","","1","1400210005"
"0","travel_topdrama_r_4001_idle_B","40021","0.2","3","","","1000002","","1","1400210006"
"","0","40021","","91","","","0","","","1400210007"
"","","40021","","101","","","1400210005","","","1400210008"
"","0","40021","","91","","","0","","","1400210009"
"0","1000001","40022","1.46","1","-390","-75","1","travel_topdrama_r_4000_idle","49","1400220001"
"0","1000002","40022","1.46","1","-510","-100","1","travel_topdrama_r_4000_idle","50","1400220002"
"1","6","40022","0.6","5","0","-150","6","disappear","55","1400220003"
"","400200","40022","1","31","0","1","400200","","0","1400220004"
"","400201","40022","1","31","0","1","400201","","0","1400220005"
"","400202","40022","0","31","0","1","400202","","0","1400220006"
"","400203","40022","0","31","0","1","400203","","0","1400220007"
"","400204","40022","0","31","190","1","400204","","140","1400220008"
"","400205","40022","0","31","0","1","400205","","0","1400220009"
"","400002","40022","0","31","0","1","400002","","0","1400220010"
"","0","40022","","91","","","0","","","1400220011"
"","1","40022","","32","","","400002","","","1400220012"
"","se_travel_top_yamagami_foot","40022","","23","","","se_travel_top","","0","1400220013"
"","travel_topdrama_r_4001_A_01","40022","0.2","3","","","1000001","","1","1400220014"
"","60","40022","","2","2.3","","1000001","","-75","1400220015"
"","travel_topdrama_r_4001_B_01","40022","0.2","3","","","1000002","","1","1400220016"
"","-60","40022","","2","2.3","","1000002","","-100","1400220017"
"","0","40022","","93","","","2","","","1400220018"
"","se_travel_top_yamagami_rumble","40022","","23","","","se_travel_top","","0","1400220019"
"","5","40022","","122","","","5","","1.3","1400220020"
"","0","40022","","93","","","0.3","","","1400220021"
"","7.5","40022","","122","","","7.5","","2.5","1400220022"
"","se_travel_top_yamagami_emote_common","40022","","23","","","se_travel_top","","0","1400220023"
"","travel_topdrama_r_4001_A_02","40022","0.2","3","","","1000001","","0","1400220024"
"","3","40022","","12","0","0","1000001","","0.3","1400220025"
"","0","40022","","93","","","0.1","","","1400220026"
"","travel_topdrama_r_4001_B_02","40022","0.2","3","","","1000002","","0","1400220027"
"","3","40022","","12","0","0","1000002","","0.2","1400220028"
"","0","40022","","93","","","0.6","","","1400220029"
"","10","40022","","122","","","10","","4","1400220030"
"","run","40022","0","3","disappear","","6","","0","1400220031"
"","1","40022","","32","","","400202","","","1400220032"
"","1","40022","","32","","","400203","","","1400220033"
"","0","40022","","93","","","0.5","","","1400220034"
"","se_travel_top_yamagami_passaway","40022","","23","","","se_travel_top","","0","1400220035"
"","0","40022","","93","","","0.2","","","1400220036"
"","se_travel_top_yamagami_pass_wind","40022","","23","","","se_travel_top","","0","1400220037"
"","0","40022","","93","","","0.2","","","1400220038"
"","se_travel_top_yamagami_rumble2","40022","","23","","","se_travel_top","","0","1400220039"
"","se_travel_top_yamagami_rolling","40022","","23","","","se_travel_top","","0","1400220040"
"","1","40022","","32","","","400204","","","1400220041"
"","travel_topdrama_r_4001_B_03","40022","0.2","3","","","1000002","","0","1400220042"
"","0","40022","","93","","","0.1","","","1400220043"
"","travel_topdrama_r_4001_A_03","40022","0.2","3","","","1000001","","0","1400220044"
"","0","40022","","93","","","1.75","","","1400220045"
"","1","40022","","32","","","400205","","","1400220046"
"","0","40022","","93","","","0.2","","","1400220047"
"","se_travel_top_yamagami_drop_box","40022","","23","","","se_travel_top","","0","1400220048"
"","se_travel_top_yamagami_drop_silverbox","40022","","23","","","se_travel_top","","0","1400220049"
"","0","40022","","93","","","1.55","","","1400220050"
"","","40022","","111","","","","","","1400220051"
"","","40022","","91","","","0","","","1400220052"
"0","5","40051","0.3","5","0","-23","5","idle","50","1400510001"
"0","0","40051","1","5","0","-43","0","normal","55","1400510002"
"","0","40051","","91","","","0","","","1400510003"
"0","idle","40051","0","3","","","5","","1","1400510004"
"","0","40051","","91","","","0","","","1400510005"
"","","40051","","101","","","1400510004","","","1400510006"
"","0","40051","","91","","","0","","","1400510007"
"0","1000001","40052","1.46","1","-640","-110","1","travel_topdrama_r_4000_idle","50","1400520001"
"0","5","40052","0.4","5","210","-110","5","disappear","50","1400520002"
"","400500","40052","1","31","0","1","400500","","0","1400520003"
"","400501","40052","0","31","-100","1","400501","","0","1400520004"
"","400502","40052","0","31","-100","1","400502","","0","1400520005"
"","400503","40052","0","31","0","1","400503","","0","1400520006"
"","400504","40052","0","31","0","1","400504","","0","1400520007"
"","400505","40052","0","31","0","1","400505","","0","1400520008"
"","400506","40052","0","31","0","1","400506","","0","1400520009"
"","400507","40052","0","31","0","1","400507","","0","1400520010"
"","400508","40052","0","31","0","1","400508","","0","1400520011"
"","400509","40052","0","31","0","1","400509","","0","1400520012"
"","400510","40052","1","31","-70","1","400510","","400","1400520013"
"","400005","40052","0","31","0","1","400005","","0","1400520014"
"","0","40052","","91","","","0","","","1400520015"
"","1","40052","","32","","","400005","","","1400520016"
"","se_travel_top_pitfall_foot1","40052","","23","","","se_travel_top","","0","1400520017"
"","travel_topdrama_r_4000_run_normal","40052","0.2","3","","","1000001","","1","1400520018"
"","-300","40052","","2","1","","1000001","","-110","1400520019"
"","0","40052","","93","","","1","","","1400520020"
"","se_travel_top_pitfall_emote_note","40052","","23","","","se_travel_top","","0","1400520021"
"0.2","travel_topdrama_r_4000_surprise","40052","0.2","3","travel_topdrama_r_4000_idle_surprise1","1","1000001","","0","1400520022"
"","10","40052","","12","0","0","1000001","","0.3","1400520023"
"","0","40052","","93","","","1.2","","","1400520024"
"","se_travel_top_pitfall_foot2","40052","","23","","","se_travel_top","","0","1400520025"
"","travel_topdrama_r_4000_run_joy","40052","0.2","3","","","1000001","","1","1400520026"
"","0","40052","","2","0.8","","1000001","","-110","1400520027"
"","0","40052","","93","","","0.8","","","1400520028"
"","se_travel_top_pitfall_open_hole","40052","","23","","","se_travel_top","","0","1400520029"
"","1","40052","","32","","","400501","","","1400520030"
"","1","40052","","32","","","400502","","","1400520031"
"","travel_topdrama_r_4005_fall1","40052","0","3","","","1000001","","1","1400520032"
"","0","40052","","93","","","0.3","","","1400520033"
"","se_travel_top_pitfall_panic","40052","","23","","","se_travel_top","","0","1400520034"
"","1","40052","","32","","","400505","","","1400520035"
"","0","40052","","93","","","1","","","1400520036"
"","se_travel_top_pitfall_fall","40052","","23","","","se_travel_top","","0","1400520037"
"","travel_topdrama_r_4005_fall2","40052","0","3","","","1000001","","0","1400520038"
"","1","40052","","32","","","400506","","","1400520039"
"","1","40052","","32","","","400507","","","1400520040"
"","0","40052","","93","","","0.3","","","1400520041"
"","se_travel_top_pitfall_drillmall1","40052","","23","","","se_travel_top","","0","1400520042"
"","appear","40052","0","3","","","5","","0","1400520043"
"","0","40052","","93","","","0.3","","","1400520044"
"","se_travel_top_pitfall_drillmall2","40052","","23","","","se_travel_top","","0","1400520045"
"","0","40052","","93","","","0.7","","","1400520046"
"","se_travel_top_pitfall_wipe","40052","","23","","","se_travel_top","","0","1400520047"
"","1","40052","","32","","","400503","","","1400520048"
"","0","40052","","93","","","0.2","","","1400520049"
"","travel_topdrama_r_4005_fall3","40052","0","3","","","1000001","","1","1400520050"
"","-200","40052","","2","0.01","","1000001","","-60","1400520051"
"","disappear","40052","0","3","","","5","","0","1400520052"
"","200","40052","","33","0.01","","400510","","-10","1400520053"
"","0","40052","","32","","","400501","","","1400520054"
"","0","40052","","32","","","400502","","","1400520055"
"","1","40052","","32","","","400504","","","1400520056"
"","0","40052","","32","","","400507","","","1400520057"
"","0","40052","","93","","","0.2","","","1400520058"
"","1","40052","","32","","","400508","","","1400520059"
"","1","40052","","32","","","400509","","","1400520060"
"","travel_topdrama_r_4005_fall4","40052","0.2","3","","","1000001","","0","1400520061"
"","0","40052","","93","","","0.1","","","1400520062"
"","se_travel_top_pitfall_bodyfall","40052","","23","","","se_travel_top","","0","1400520063"
"","0","40052","","93","","","0.9","","","1400520064"
"","se_travel_top_pitfall_lookig_around","40052","","23","","","se_travel_top","","0","1400520065"
"","0","40052","","93","","","1.3","","","1400520066"
"","se_travel_top_pitfall_emote_notice","40052","","23","","","se_travel_top","","0","1400520067"
"","4","40052","20","12","0","0","1000001","","0.01","1400520068"
"","","40052","","91","","","1400520061","","","1400520069"
"","se_travel_top_pitfall_emote_joy","40052","","23","","","se_travel_top","","0","1400520070"
"","travel_topdrama_r_4005_guts","40052","0.2","3","","","1000001","","0","1400520071"
"","0","40052","","93","","","1","","","1400520072"
"","","40052","","111","","","","","","1400520073"
"","","40052","","91","","","0","","","1400520074"
"0","5","40061","0.3","5","0","-23","5","idle","50","1400610001"
"0","0","40061","1","5","0","-43","0","normal","55","1400610002"
"","0","40061","","91","","","0","","","1400610003"
"0","idle","40061","0","3","","","5","","1","1400610004"
"","0","40061","","91","","","0","","","1400610005"
"","","40061","","101","","","1400610004","","","1400610006"
"","0","40061","","91","","","0","","","1400610007"
"0","1000001","40062","1.46","1","-640","-110","1","travel_topdrama_r_4000_idle","50","1400620001"
"0","5","40062","0.4","5","210","-110","5","disappear","50","1400620002"
"","400600","40062","1","31","0","1","400600","","0","1400620003"
"","400601","40062","0","31","-100","1","400601","","0","1400620004"
"","400602","40062","0","31","-100","1","400602","","0","1400620005"
"","400603","40062","0","31","0","1","400603","","0","1400620006"
"","400604","40062","0","31","0","1","400604","","0","1400620007"
"","400605","40062","0","31","0","1","400605","","0","1400620008"
"","400606","40062","0","31","0","1","400606","","0","1400620009"
"","400607","40062","0","31","0","1","400607","","0","1400620010"
"","400608","40062","0","31","0","1","400608","","0","1400620011"
"","400609","40062","0","31","0","1","400609","","0","1400620012"
"","400610","40062","1","31","-70","1","400610","","400","1400620013"
"","400611","40062","0","31","-10","1","400611","","200","1400620014"
"","400006","40062","0","31","0","1","400006","","0","1400620015"
"","0","40062","","91","","","0","","","1400620016"
"","1","40062","","32","","","400006","","","1400620017"
"","se_travel_top_pitfall_foot1","40062","","23","","","se_travel_top","","0","1400620018"
"","travel_topdrama_r_4000_run_normal","40062","0.2","3","","","1000001","","1","1400620019"
"","-300","40062","","2","1","","1000001","","-110","1400620020"
"","0","40062","","93","","","1","","","1400620021"
"","se_travel_top_pitfall_emote_note","40062","","23","","","se_travel_top","","0","1400620022"
"0.2","travel_topdrama_r_4000_surprise","40062","0.2","3","travel_topdrama_r_4000_idle_surprise1","1","1000001","","0","1400620023"
"","10","40062","","12","0","0","1000001","","0.3","1400620024"
"","0","40062","","93","","","1.2","","","1400620025"
"","se_travel_top_pitfall_foot2","40062","","23","","","se_travel_top","","0","1400620026"
"","travel_topdrama_r_4000_run_joy","40062","0.2","3","","","1000001","","1","1400620027"
"","0","40062","","2","0.8","","1000001","","-110","1400620028"
"","0","40062","","93","","","0.8","","","1400620029"
"","se_travel_top_pitfall_open_hole","40062","","23","","","se_travel_top","","0","1400620030"
"","1","40062","","32","","","400601","","","1400620031"
"","1","40062","","32","","","400602","","","1400620032"
"","travel_topdrama_r_4005_fall1","40062","0","3","","","1000001","","1","1400620033"
"","0","40062","","93","","","0.3","","","1400620034"
"","se_travel_top_pitfall_panic","40062","","23","","","se_travel_top","","0","1400620035"
"","1","40062","","32","","","400605","","","1400620036"
"","0","40062","","93","","","1","","","1400620037"
"","se_travel_top_pitfall_fall","40062","","23","","","se_travel_top","","0","1400620038"
"","travel_topdrama_r_4005_fall2","40062","0","3","","","1000001","","0","1400620039"
"","1","40062","","32","","","400606","","","1400620040"
"","1","40062","","32","","","400607","","","1400620041"
"","0","40062","","93","","","0.3","","","1400620042"
"","se_travel_top_pitfall_drillmall1","40062","","23","","","se_travel_top","","0","1400620043"
"","appear","40062","0","3","","","5","","0","1400620044"
"","0","40062","","93","","","0.3","","","1400620045"
"","se_travel_top_pitfall_drillmall2","40062","","23","","","se_travel_top","","0","1400620046"
"","0","40062","","93","","","0.7","","","1400620047"
"","se_travel_top_pitfall_wipe","40062","","23","","","se_travel_top","","0","1400620048"
"","1","40062","","32","","","400603","","","1400620049"
"","0","40062","","93","","","0.2","","","1400620050"
"","travel_topdrama_r_4005_fall3","40062","0","3","","","1000001","","1","1400620051"
"","-200","40062","","2","0.01","","1000001","","-60","1400620052"
"","disappear","40062","0","3","","","5","","0","1400620053"
"","0","40062","","32","","","400610","","","1400620054"
"","1","40062","","32","","","400611","","","1400620055"
"","0","40062","","32","","","400601","","","1400620056"
"","0","40062","","32","","","400602","","","1400620057"
"","1","40062","","32","","","400604","","","1400620058"
"","0","40062","","32","","","400607","","","1400620059"
"","0","40062","","93","","","0.2","","","1400620060"
"","1","40062","","32","","","400608","","","1400620061"
"","1","40062","","32","","","400609","","","1400620062"
"","travel_topdrama_r_4005_fall4","40062","0.2","3","","","1000001","","0","1400620063"
"","0","40062","","93","","","0.1","","","1400620064"
"","se_travel_top_pitfall_bodyfall","40062","","23","","","se_travel_top","","0","1400620065"
"","0","40062","","93","","","0.9","","","1400620066"
"","se_travel_top_pitfall_lookig_around","40062","","23","","","se_travel_top","","0","1400620067"
"","0","40062","","93","","","1.3","","","1400620068"
"","se_travel_top_pitfall_emote_notice","40062","","23","","","se_travel_top","","0","1400620069"
"","4","40062","20","12","0","0","1000001","","0.01","1400620070"
"","","40062","","91","","","1400620063","","","1400620071"
"","se_travel_top_pitfall_emote_joy","40062","","23","","","se_travel_top","","0","1400620072"
"","travel_topdrama_r_4005_guts","40062","0.2","3","","","1000001","","0","1400620073"
"","0","40062","","93","","","1","","","1400620074"
"","","40062","","111","","","","","","1400620075"
"","","40062","","91","","","0","","","1400620076"
"1","9","40071","0.3","5","0","-113","9","idle","50","1400710001"
"0","0","40071","1","5","0","-83","0","rare","55","1400710002"
"","0","40071","","91","","","0","","","1400710003"
"","idle","40071","0","3","","","9","","1","1400710004"
"","0","40071","","91","","","0","","","1400710005"
"","","40071","","101","","","1400710004","","","1400710006"
"","0","40071","","91","","","0","","","1400710007"
"0","1000001","40072","1.46","1","-400","-150","1","travel_topdrama_r_4000_idle_normal","51","1400720001"
"1","9","40072","1","5","0","-250","9","disappear","50","1400720002"
"1","16","40072","1","5","0","-250","16","disappear","53","1400720003"
"","400700","40072","1","31","0","1","400700","","0","1400720004"
"","400701","40072","1","31","0","1","400701","","0","1400720005"
"","400702","40072","0","31","0","1","400702","","0","1400720006"
"","400703","40072","0","31","0","1","400703","","0","1400720007"
"","400704","40072","0","31","0","1","400704","","0","1400720008"
"","400705","40072","0","31","0","1","400705","","0","1400720009"
"","400720","40072","1","31","0","1","400720","","0","1400720010"
"","400721","40072","0","31","0","1","400721","","0","1400720011"
"","400722","40072","0","31","0","1","400722","","0","1400720012"
"","400723","40072","0","31","0","1","400723","","0","1400720013"
"","400724","40072","0","31","0","1","400724","","0","1400720014"
"","400730","40072","0","31","0","1","400730","","0","1400720015"
"","400740","40072","0","31","0","1","400740","","0","1400720016"
"","400741","40072","0","31","0","1","400741","","0","1400720017"
"","400742","40072","0","31","0","1","400742","","0","1400720018"
"","400743","40072","0","31","0","1","400743","","0","1400720019"
"","400744","40072","0","31","0","1","400744","","0","1400720020"
"","400750","40072","0","31","0","1","400750","","0","1400720021"
"","400751","40072","0","31","0","1","400751","","0","1400720022"
"","400752","40072","0","31","0","1","400752","","0","1400720023"
"","400753","40072","0","31","0","1","400753","","0","1400720024"
"","400754","40072","0","31","0","1","400754","","0","1400720025"
"","400780","40072","0","31","0","1","400780","","0","1400720026"
"","400781","40072","0","31","0","1","400781","","0","1400720027"
"","400790","40072","0","31","0","1","400790","","0","1400720028"
"","400007","40072","0","31","0","1","400007","","0","1400720029"
"","0","40072","","91","","","0","","","1400720030"
"","0","40072","","93","","","0","","","1400720031"
"","1","40072","","32","","","400007","","","1400720032"
"","se_travel_top_ziz_foot","40072","","23","","","se_travel_top","","0","1400720033"
"","travel_topdrama_r_4007_walk_to_surprise","40072","0.2","3","","","1000001","","0","1400720034"
"","-100","40072","","2","1.8","","1000001","","-150","1400720035"
"","0","40072","","93","","","1","","","1400720036"
"","se_travel_top_ziz_approach","40072","","23","","","se_travel_top","","0","1400720037"
"","0","40072","","93","","","0.6","","","1400720038"
"","se_travel_top_ziz_emote_notice","40072","","23","","","se_travel_top","","0","1400720039"
"","4","40072","","12","0","0","1000001","","0.5","1400720040"
"","0","40072","","93","","","1.2","","","1400720041"
"","3","40072","","122","","","3","","1","1400720042"
"","0","40072","","93","","","0.3","","","1400720043"
"","se_travel_top_ziz_surprise","40072","","23","","","se_travel_top","","0","1400720044"
"","1","40072","","32","","","400722","","","1400720045"
"","0","40072","","93","","","0.2","","","1400720046"
"","5","40072","","122","","","5","","1","1400720047"
"","0","40072","","93","","","0.5","","","1400720048"
"","se_travel_top_ziz_whoosh","40072","","23","","","se_travel_top","","0","1400720049"
"","10","40072","","122","","","10","","1","1400720050"
"","0","40072","","93","","","0.25","","","1400720051"
"","1","40072","","32","","","400723","","","1400720052"
"","0","40072","","93","","","0.05","","","1400720053"
"","0","40072","","32","","","400700","","","1400720054"
"","0","40072","","32","","","400701","","","1400720055"
"","se_travel_top_ziz_hit","40072","","23","","","se_travel_top","","0","1400720056"
"","1","40072","","32","","","400721","","","1400720057"
"","0","40072","","93","","","0.1","","","1400720058"
"","1","40072","","32","","","400702","","","1400720059"
"","se_travel_top_ziz_wing","40072","","23","","","se_travel_top","","1","1400720060"
"","travel_topdrama_r_4007_grab","40072","0.2","3","","","1000001","","1","1400720061"
"","0","40072","","2","0.01","","1000001","","-200","1400720062"
"","idle","40072","0.2","3","","","9","","1","1400720063"
"","idle","40072","0.2","3","","","16","","1","1400720064"
"","0","40072","","93","","","0.2","","","1400720065"
"","0","40072","","32","","","400720","","","1400720066"
"","0","40072","","32","","","400721","","","1400720067"
"","0","40072","","32","","","400722","","","1400720068"
"","0","40072","","93","","","2","","","1400720069"
"","1","40072","","32","","","400790","","","1400720070"
"","1400720073","40072","","103","","","もがいて逃げる","","0","1400720071"
"","1400720075","40072","","103","","","おとなしくしている","","0","1400720072"
"","0","40072","","102","","","1","","","1400720073"
"","","40072","","101","","","1400720077","","","1400720074"
"","0","40072","","102","","","2","","","1400720075"
"","","40072","","101","","","1400720077","","","1400720076"
"","","40072","","91","","","0","","","1400720077"
"","0","40073","","93","","","0","","","1400730001"
"","0.2","40073","","24","","","se_travel_top_ziz_wing","","","1400730002"
"","0","40073","","32","","","400790","","","1400730003"
"","se_travel_top_ziz_panic","40073","","23","","","se_travel_top","","0","1400730004"
"","1","40073","","32","","","400724","","","1400730005"
"","travel_topdrama_r_4007_fall1","40073","0.2","3","","","1000001","","0","1400730006"
"","fall","40073","0.2","3","","","9","","0","1400730007"
"","fall","40073","0.2","3","","","16","","0","1400730008"
"","0","40073","","93","","","1.8","","","1400730009"
"","se_travel_top_ziz_cry","40073","","23","","","se_travel_top","","0","1400730010"
"","se_travel_top_ziz_fall","40073","","23","","","se_travel_top","","0","1400730011"
"","0","40073","","93","","","1","","","1400730012"
"","1","40073","","32","","","400740","","","1400730013"
"","0","40073","","93","","","0.2","","","1400730014"
"","travel_topdrama_r_4007_fall2","40073","0","3","","","1000001","","0","1400730015"
"","-200","40073","","2","0.01","","1000001","","-180","1400730016"
"","disappear","40073","0","3","","","9","","0","1400730017"
"","disappear","40073","0","3","","","16","","0","1400730018"
"","0","40073","","32","","","400702","","","1400730019"
"","1","40073","","32","","","400704","","","1400730020"
"","1","40073","","32","","","400705","","","1400730021"
"","0","40073","","32","","","400724","","","1400730022"
"","1","40073","","32","","","400750","","","1400730023"
"","1","40073","","32","","","400751","","","1400730024"
"","1","40073","","32","","","400753","","","1400730025"
"","0","40073","","93","","","0.3","","","1400730026"
"","se_travel_top_ziz_drop2","40073","","23","","","se_travel_top","","0","1400730027"
"","0","40073","","93","","","0.3","","","1400730028"
"","1","40073","","32","","","400741","","","1400730029"
"","1","40073","","32","","","400742","","","1400730030"
"","1","40073","","32","","","400752","","","1400730031"
"","travel_topdrama_r_4007_fall3","40073","0.2","3","","","1000001","","0","1400730032"
"","0","40073","","93","","","0.3","","","1400730033"
"","se_travel_top_ziz_drop3","40073","","23","","","se_travel_top","","0","1400730034"
"","0","40073","","93","","","0.6","","","1400730035"
"","se_travel_top_ziz_look_around","40073","","23","","","se_travel_top","","0","1400730036"
"","","40073","","91","","","1400730032","","","1400730037"
"","travel_topdrama_r_4007_fall4_hit","40073","0","3","","","1000001","","0","1400730038"
"","0","40073","","93","","","0.5","","","1400730039"
"","se_travel_top_ziz_joy2","40073","","23","","","se_travel_top","","0","1400730040"
"","10","40073","","12","0","0","1000001","","0.5","1400730041"
"","0","40073","","93","","","1.5","","","1400730042"
"","","40073","","111","","","","","","1400730043"
"","","40073","","91","","","0","","","1400730044"
"","0","40074","","93","","","0","","","1400740001"
"","0.2","40074","","24","","","se_travel_top_ziz_wing","","","1400740002"
"","0","40074","","32","","","400790","","","1400740003"
"","se_travel_top_ziz_panic","40074","","23","","","se_travel_top","","0","1400740004"
"","1","40074","","32","","","400724","","","1400740005"
"","travel_topdrama_r_4007_fall1","40074","0.2","3","","","1000001","","0","1400740006"
"","fall","40074","0.2","3","","","9","","0","1400740007"
"","fall","40074","0.2","3","","","16","","0","1400740008"
"","0","40074","","93","","","1.8","","","1400740009"
"","se_travel_top_ziz_cry","40074","","23","","","se_travel_top","","0","1400740010"
"","se_travel_top_ziz_fall","40074","","23","","","se_travel_top","","0","1400740011"
"","0","40074","","93","","","1","","","1400740012"
"","1","40074","","32","","","400740","","","1400740013"
"","0","40074","","93","","","0.2","","","1400740014"
"","travel_topdrama_r_4007_fall2","40074","0","3","","","1000001","","0","1400740015"
"","-200","40074","","2","0.01","","1000001","","-180","1400740016"
"","disappear","40074","0","3","","","9","","0","1400740017"
"","disappear","40074","0","3","","","16","","0","1400740018"
"","0","40074","","32","","","400702","","","1400740019"
"","1","40074","","32","","","400704","","","1400740020"
"","1","40074","","32","","","400705","","","1400740021"
"","0","40074","","32","","","400724","","","1400740022"
"","1","40074","","32","","","400750","","","1400740023"
"","1","40074","","32","","","400751","","","1400740024"
"","1","40074","","32","","","400754","","","1400740025"
"","0","40074","","93","","","0.3","","","1400740026"
"","se_travel_top_ziz_drop2","40074","","23","","","se_travel_top","","0","1400740027"
"","0","40074","","93","","","0.3","","","1400740028"
"","1","40074","","32","","","400741","","","1400740029"
