1278a7e031dac2e8881d1622397247d81c384e0bf6b79b47fcbc00be3d559e21,948c73ed2855a7bb43fec245734ea2d840f676ae4fe6538fd693dbdcb5bf5966,61f1fa5436419bc3c450366ad1b1c7df29c6760d4475e5e819c39ec52c26d255,28ab1b82c485b42ef32466e7234cba7b0ed69c6ae71e455c9444a11c382b8d1d,d75cabcc234383a5b1957792c4e434581e1bfb528ed297cc8f46d0cbddfd3cca
"1","31014","2","71079029","10079051"
"1","31014","2","71079030","10079052"
"4","31014","2","71079031","10079053"
"30","60782","2","81079001","10079054"
"20000","94002","12","81079001","10079055"
"30","60782","2","81079002","10079056"
"20000","94002","12","81079002","10079057"
"1","31014","2","81079003","10079058"
"25","91002","8","81079003","10079059"
"30","60782","2","81079004","10079060"
"20000","94002","12","81079004","10079061"
"30","60782","2","81079005","10079062"
"20000","94002","12","81079005","10079063"
"1","31014","2","81079006","10079064"
"25","91002","8","81079006","10079065"
"40","60782","2","81079007","10079066"
"20000","94002","12","81079007","10079067"
"40","60782","2","81079008","10079068"
"20000","94002","12","81079008","10079069"
"1","31014","2","81079009","10079070"
"25","91002","8","81079009","10079071"
"50","91002","8","81079010","10079072"
"1","2801","7","71079032","10079073"
"1","2802","7","71079033","10079074"
"5","60792","2","61080001","10080001"
"50","60793","2","61080001","10080002"
"5","60792","2","61080002","10080003"
"50","60793","2","61080002","10080004"
"30","91002","8","71080001","10080005"
"1","22002","2","71080001","10080006"
"30","91002","8","71080002","10080007"
"1","22002","2","71080002","10080008"
"30","91002","8","71080003","10080009"
"1","22002","2","71080003","10080010"
"30","91002","8","71080004","10080011"
"1","22002","2","71080004","10080012"
"30","91002","8","71080005","10080013"
"1","22002","2","71080005","10080014"
"30","91002","8","71080006","10080015"
"1","22002","2","71080006","10080016"
"30","91002","8","71080007","10080017"
"1","22002","2","71080007","10080018"
"30","91002","8","71080008","10080019"
"1","22002","2","71080008","10080020"
"30","91002","8","71080009","10080021"
"1","22002","2","71080009","10080022"
"30","91002","8","71080010","10080023"
"1","22002","2","71080010","10080024"
"30","91002","8","71080011","10080025"
"1","22002","2","71080011","10080026"
"30","91002","8","71080012","10080027"
"1","22002","2","71080012","10080028"
"30","91002","8","71080013","10080029"
"1","22002","2","71080013","10080030"
"30","91002","8","71080014","10080031"
"1","22002","2","71080014","10080032"
"30","91002","8","71080015","10080033"
"1","22002","2","71080015","10080034"
"60","91002","8","71080016","10080035"
"2","22002","2","71080016","10080036"
"60","91002","8","71080017","10080037"
"2","22002","2","71080017","10080038"
"60","91002","8","71080018","10080039"
"2","22002","2","71080018","10080040"
"60","91002","8","71080019","10080041"
"2","22002","2","71080019","10080042"
"60","91002","8","71080020","10080043"
"2","22002","2","71080020","10080044"
"50000","94002","12","71080021","10080045"
"100000","94002","12","71080022","10080046"
"150000","94002","12","71080023","10080047"
"200000","94002","12","71080024","10080048"
"250000","94002","12","71080025","10080049"
"50","91002","8","71080026","10080050"
"1","31192","2","71080027","10080051"
"1","31192","2","71080028","10080052"
"2","31192","2","71080029","10080053"
"2","31192","2","71080030","10080054"
"4","31192","2","71080031","10080055"
"1","119201","1","71080032","10080056"
"10","31192","2","71080033","10080057"
"2","31192","2","81080001","10080058"
"30","91002","8","81080001","10080059"
"100","60792","2","81080002","10080060"
"30000","94002","12","81080002","10080061"
"100","60792","2","81080003","10080062"
"30000","94002","12","81080003","10080063"
"2","31192","2","81080004","10080064"
"30","91002","8","81080004","10080065"
"100","60792","2","81080005","10080066"
"30000","94002","12","81080005","10080067"
"100","60792","2","81080006","10080068"
"30000","94002","12","81080006","10080069"
"2","31192","2","81080007","10080070"
"30","91002","8","81080007","10080071"
"100","91002","8","81080008","10080072"
"5","60802","2","61081001","10081001"
"5","60802","2","61081002","10081002"
"30","91002","8","71081001","10081003"
"1","22002","2","71081001","10081004"
"30","91002","8","71081002","10081005"
"1","22002","2","71081002","10081006"
"30","91002","8","71081003","10081007"
"1","22002","2","71081003","10081008"
"30","91002","8","71081004","10081009"
"1","22002","2","71081004","10081010"
"30","91002","8","71081005","10081011"
"1","22002","2","71081005","10081012"
"30","91002","8","71081006","10081013"
"1","22002","2","71081006","10081014"
"30","91002","8","71081007","10081015"
"1","22002","2","71081007","10081016"
"30","91002","8","71081008","10081017"
"1","22002","2","71081008","10081018"
"30","91002","8","71081009","10081019"
"1","22002","2","71081009","10081020"
"30","91002","8","71081010","10081021"
"1","22002","2","71081010","10081022"
"30","91002","8","71081011","10081023"
"1","22002","2","71081011","10081024"
"30","91002","8","71081012","10081025"
"1","22002","2","71081012","10081026"
"30","91002","8","71081013","10081027"
"1","22002","2","71081013","10081028"
"30","91002","8","71081014","10081029"
"1","22002","2","71081014","10081030"
"30","91002","8","71081015","10081031"
"1","22002","2","71081015","10081032"
"60","91002","8","71081016","10081033"
"2","22002","2","71081016","10081034"
"60","91002","8","71081017","10081035"
"2","22002","2","71081017","10081036"
"60","91002","8","71081018","10081037"
"2","22002","2","71081018","10081038"
"60","91002","8","71081019","10081039"
"2","22002","2","71081019","10081040"
"60","91002","8","71081020","10081041"
"2","22002","2","71081020","10081042"
"50000","94002","12","71081021","10081043"
"100000","94002","12","71081022","10081044"
"150000","94002","12","71081023","10081045"
"200000","94002","12","71081024","10081046"
"250000","94002","12","71081025","10081047"
"50","91002","8","71081026","10081048"
"1","31146","2","71081027","10081049"
"1","31146","2","71081028","10081050"
"1","31146","2","71081029","10081051"
"1","31146","2","71081030","10081052"
"1","31146","2","71081031","10081053"
"4","31146","2","71081032","10081054"
"1","114601","1","71081033","10081055"
"50","60802","2","81081001","10081056"
"30000","94002","12","81081001","10081057"
"50","60802","2","81081002","10081058"
"30000","94002","12","81081002","10081059"
"1","31146","2","81081003","10081060"
"25","91002","8","81081003","10081061"
"1","31146","2","81081004","10081062"
"25","91002","8","81081004","10081063"
"50","60802","2","81081005","10081064"
"30000","94002","12","81081005","10081065"
"50","60802","2","81081006","10081066"
"30000","94002","12","81081006","10081067"
"1","31146","2","81081007","10081068"
"25","91002","8","81081007","10081069"
"50","91002","8","81081008","10081070"
"5","60812","2","61082001","10082001"
"5","60812","2","61082002","10082002"
"30","91002","8","71082001","10082003"
"1","22002","2","71082001","10082004"
"30","91002","8","71082002","10082005"
"1","22002","2","71082002","10082006"
"30","91002","8","71082003","10082007"
"1","22002","2","71082003","10082008"
"30","91002","8","71082004","10082009"
"1","22002","2","71082004","10082010"
"30","91002","8","71082005","10082011"
"1","22002","2","71082005","10082012"
"30","91002","8","71082006","10082013"
"1","22002","2","71082006","10082014"
"30","91002","8","71082007","10082015"
"1","22002","2","71082007","10082016"
"30","91002","8","71082008","10082017"
"1","22002","2","71082008","10082018"
"30","91002","8","71082009","10082019"
"1","22002","2","71082009","10082020"
"30","91002","8","71082010","10082021"
"1","22002","2","71082010","10082022"
"30","91002","8","71082011","10082023"
"1","22002","2","71082011","10082024"
"30","91002","8","71082012","10082025"
"1","22002","2","71082012","10082026"
"30","91002","8","71082013","10082027"
"1","22002","2","71082013","10082028"
"30","91002","8","71082014","10082029"
"1","22002","2","71082014","10082030"
"30","91002","8","71082015","10082031"
"1","22002","2","71082015","10082032"
"60","91002","8","71082016","10082033"
"2","22002","2","71082016","10082034"
"60","91002","8","71082017","10082035"
"2","22002","2","71082017","10082036"
"60","91002","8","71082018","10082037"
"2","22002","2","71082018","10082038"
"60","91002","8","71082019","10082039"
"2","22002","2","71082019","10082040"
"60","91002","8","71082020","10082041"
"2","22002","2","71082020","10082042"
"50000","94002","12","71082021","10082043"
"100000","94002","12","71082022","10082044"
"150000","94002","12","71082023","10082045"
"200000","94002","12","71082024","10082046"
"250000","94002","12","71082025","10082047"
"50","91002","8","71082026","10082048"
"1","31208","2","71082027","10082049"
"1","31208","2","71082028","10082050"
"2","31208","2","71082029","10082051"
"2","31208","2","71082030","10082052"
"4","31208","2","71082031","10082053"
"1","120801","1","71082032","10082054"
"10","31208","2","71082033","10082055"
"2","31208","2","81082001","10082056"
"30","91002","8","81082001","10082057"
"100","60812","2","81082002","10082058"
"30000","94002","12","81082002","10082059"
"100","60812","2","81082003","10082060"
"30000","94002","12","81082003","10082061"
"2","31208","2","81082004","10082062"
"30","91002","8","81082004","10082063"
"100","60812","2","81082005","10082064"
"30000","94002","12","81082005","10082065"
"100","60812","2","81082006","10082066"
"30000","94002","12","81082006","10082067"
"2","31208","2","81082007","10082068"
"30","91002","8","81082007","10082069"
"100","91002","8","81082008","10082070"
"5","60822","2","61083001","10083001"
"5","60822","2","61083002","10083002"
"30","91002","8","71083001","10083003"
"1","22002","2","71083001","10083004"
"30","91002","8","71083002","10083005"
"1","22002","2","71083002","10083006"
"30","91002","8","71083003","10083007"
"1","22002","2","71083003","10083008"
"30","91002","8","71083004","10083009"
"1","22002","2","71083004","10083010"
"30","91002","8","71083005","10083011"
"1","22002","2","71083005","10083012"
"30","91002","8","71083006","10083013"
"1","22002","2","71083006","10083014"
"30","91002","8","71083007","10083015"
"1","22002","2","71083007","10083016"
"30","91002","8","71083008","10083017"
"1","22002","2","71083008","10083018"
"30","91002","8","71083009","10083019"
"1","22002","2","71083009","10083020"
"30","91002","8","71083010","10083021"
"1","22002","2","71083010","10083022"
"30","91002","8","71083011","10083023"
"1","22002","2","71083011","10083024"
"30","91002","8","71083012","10083025"
"1","22002","2","71083012","10083026"
"30","91002","8","71083013","10083027"
"1","22002","2","71083013","10083028"
"30","91002","8","71083014","10083029"
"1","22002","2","71083014","10083030"
"30","91002","8","71083015","10083031"
"1","22002","2","71083015","10083032"
"60","91002","8","71083016","10083033"
"2","22002","2","71083016","10083034"
"60","91002","8","71083017","10083035"
"2","22002","2","71083017","10083036"
"60","91002","8","71083018","10083037"
"2","22002","2","71083018","10083038"
"60","91002","8","71083019","10083039"
"2","22002","2","71083019","10083040"
"60","91002","8","71083020","10083041"
"2","22002","2","71083020","10083042"
"50000","94002","12","71083021","10083043"
"100000","94002","12","71083022","10083044"
"150000","94002","12","71083023","10083045"
"200000","94002","12","71083024","10083046"
"250000","94002","12","71083025","10083047"
"50","91002","8","71083026","10083048"
"1","31147","2","71083027","10083049"
"1","31147","2","71083028","10083050"
"1","31147","2","71083029","10083051"
"1","31147","2","71083030","10083052"
"1","31147","2","71083031","10083053"
"1","114701","1","71083032","10083054"
"4","31147","2","71083033","10083055"
"30","60822","2","81083001","10083056"
"20000","94002","12","81083001","10083057"
"30","60822","2","81083002","10083058"
"20000","94002","12","81083002","10083059"
"1","31147","2","81083003","10083060"
"25","91002","8","81083003","10083061"
"30","60822","2","81083004","10083062"
"20000","94002","12","81083004","10083063"
"30","60822","2","81083005","10083064"
"20000","94002","12","81083005","10083065"
"1","31147","2","81083006","10083066"
"25","91002","8","81083006","10083067"
"40","60822","2","81083007","10083068"
"20000","94002","12","81083007","10083069"
"40","60822","2","81083008","10083070"
"20000","94002","12","81083008","10083071"
"1","31147","2","81083009","10083072"
"25","91002","8","81083009","10083073"
"50","91002","8","81083010","10083074"
"5","60832","2","61084001","10084001"
"5","60832","2","61084002","10084002"
"30","91002","8","71084001","10084003"
"1","22002","2","71084001","10084004"
"30","91002","8","71084002","10084005"
"1","22002","2","71084002","10084006"
"30","91002","8","71084003","10084007"
"1","22002","2","71084003","10084008"
"30","91002","8","71084004","10084009"
"1","22002","2","71084004","10084010"
"30","91002","8","71084005","10084011"
"1","22002","2","71084005","10084012"
"30","91002","8","71084006","10084013"
"1","22002","2","71084006","10084014"
"30","91002","8","71084007","10084015"
"1","22002","2","71084007","10084016"
"30","91002","8","71084008","10084017"
"1","22002","2","71084008","10084018"
"30","91002","8","71084009","10084019"
"1","22002","2","71084009","10084020"
"30","91002","8","71084010","10084021"
"1","22002","2","71084010","10084022"
"30","91002","8","71084011","10084023"
"1","22002","2","71084011","10084024"
"30","91002","8","71084012","10084025"
"1","22002","2","71084012","10084026"
"30","91002","8","71084013","10084027"
"1","22002","2","71084013","10084028"
"30","91002","8","71084014","10084029"
"1","22002","2","71084014","10084030"
"30","91002","8","71084015","10084031"
"1","22002","2","71084015","10084032"
"60","91002","8","71084016","10084033"
"2","22002","2","71084016","10084034"
"60","91002","8","71084017","10084035"
"2","22002","2","71084017","10084036"
"60","91002","8","71084018","10084037"
"2","22002","2","71084018","10084038"
"60","91002","8","71084019","10084039"
"2","22002","2","71084019","10084040"
"60","91002","8","71084020","10084041"
"2","22002","2","71084020","10084042"
"50000","94002","12","71084021","10084043"
"100000","94002","12","71084022","10084044"
"150000","94002","12","71084023","10084045"
"200000","94002","12","71084024","10084046"
"250000","94002","12","71084025","10084047"
"50","91002","8","71084026","10084048"
"1","31059","2","71084027","10084049"
"1","31059","2","71084028","10084050"
"2","31059","2","71084029","10084051"
"2","31059","2","71084030","10084052"
"4","31059","2","71084031","10084053"
"10","31059","2","71084032","10084054"
"2","31059","2","81084001","10084055"
"30","91002","8","81084001","10084056"
"2","31059","2","81084002","10084057"
"30","91002","8","81084002","10084058"
"200","60832","2","81084003","10084059"
"60000","94002","12","81084003","10084060"
"200","60832","2","81084004","10084061"
"60000","94002","12","81084004","10084062"
"2","31059","2","81084005","10084063"
"30","91002","8","81084005","10084064"
"100","91002","8","81084006","10084065"
"5","60842","2","61085001","10085001"
"5","60842","2","61085002","10085002"
"30","91002","8","71085001","10085003"
"1","22002","2","71085001","10085004"
"30","91002","8","71085002","10085005"
"1","22002","2","71085002","10085006"
"30","91002","8","71085003","10085007"
"1","22002","2","71085003","10085008"
"30","91002","8","71085004","10085009"
"1","22002","2","71085004","10085010"
"30","91002","8","71085005","10085011"
"1","22002","2","71085005","10085012"
"30","91002","8","71085006","10085013"
"1","22002","2","71085006","10085014"
"30","91002","8","71085007","10085015"
"1","22002","2","71085007","10085016"
"30","91002","8","71085008","10085017"
"1","22002","2","71085008","10085018"
"30","91002","8","71085009","10085019"
"1","22002","2","71085009","10085020"
"30","91002","8","71085010","10085021"
"1","22002","2","71085010","10085022"
"30","91002","8","71085011","10085023"
"1","22002","2","71085011","10085024"
"30","91002","8","71085012","10085025"
"1","22002","2","71085012","10085026"
"30","91002","8","71085013","10085027"
"1","22002","2","71085013","10085028"
"30","91002","8","71085014","10085029"
"1","22002","2","71085014","10085030"
"30","91002","8","71085015","10085031"
"1","22002","2","71085015","10085032"
"60","91002","8","71085016","10085033"
"2","22002","2","71085016","10085034"
"60","91002","8","71085017","10085035"
"2","22002","2","71085017","10085036"
"60","91002","8","71085018","10085037"
"2","22002","2","71085018","10085038"
"60","91002","8","71085019","10085039"
"2","22002","2","71085019","10085040"
"60","91002","8","71085020","10085041"
"2","22002","2","71085020","10085042"
"50000","94002","12","71085021","10085043"
"100000","94002","12","71085022","10085044"
"150000","94002","12","71085023","10085045"
"200000","94002","12","71085024","10085046"
"250000","94002","12","71085025","10085047"
"50","91002","8","71085026","10085048"
"5","31212","2","71085026","10085049"
"10","31212","2","71085027","10085050"
"10","31212","2","71085028","10085051"
"15","31212","2","71085029","10085052"
"15","31212","2","71085030","10085053"
"15","31212","2","71085031","10085054"
"1","121201","1","71085032","10085055"
"10","31212","2","71085033","10085056"
"2","31212","2","81085001","10085057"
"30","91002","8","81085001","10085058"
"100","60842","2","81085002","10085059"
"30000","94002","12","81085002","10085060"
"100","60842","2","81085003","10085061"
"30000","94002","12","81085003","10085062"
"2","31212","2","81085004","10085063"
"30","91002","8","81085004","10085064"
"100","60842","2","81085005","10085065"
"30000","94002","12","81085005","10085066"
"100","60842","2","81085006","10085067"
"30000","94002","12","81085006","10085068"
"2","31212","2","81085007","10085069"
"30","91002","8","81085007","10085070"
"100","91002","8","81085008","10085071"
"5","60852","2","61086001","10086001"
"5","60852","2","61086002","10086002"
"30","91002","8","71086001","10086003"
"1","22002","2","71086001","10086004"
"30","91002","8","71086002","10086005"
"1","22002","2","71086002","10086006"
"30","91002","8","71086003","10086007"
"1","22002","2","71086003","10086008"
"30","91002","8","71086004","10086009"
"1","22002","2","71086004","10086010"
"30","91002","8","71086005","10086011"
"1","22002","2","71086005","10086012"
"30","91002","8","71086006","10086013"
"1","22002","2","71086006","10086014"
"30","91002","8","71086007","10086015"
"1","22002","2","71086007","10086016"
"30","91002","8","71086008","10086017"
"1","22002","2","71086008","10086018"
"30","91002","8","71086009","10086019"
"1","22002","2","71086009","10086020"
"30","91002","8","71086010","10086021"
"1","22002","2","71086010","10086022"
"30","91002","8","71086011","10086023"
"1","22002","2","71086011","10086024"
"30","91002","8","71086012","10086025"
"1","22002","2","71086012","10086026"
"30","91002","8","71086013","10086027"
"1","22002","2","71086013","10086028"
"30","91002","8","71086014","10086029"
"1","22002","2","71086014","10086030"
"30","91002","8","71086015","10086031"
"1","22002","2","71086015","10086032"
"60","91002","8","71086016","10086033"
"2","22002","2","71086016","10086034"
"60","91002","8","71086017","10086035"
"2","22002","2","71086017","10086036"
"60","91002","8","71086018","10086037"
"2","22002","2","71086018","10086038"
"60","91002","8","71086019","10086039"
"2","22002","2","71086019","10086040"
"60","91002","8","71086020","10086041"
"2","22002","2","71086020","10086042"
"50000","94002","12","71086021","10086043"
"100000","94002","12","71086022","10086044"
"150000","94002","12","71086023","10086045"
"200000","94002","12","71086024","10086046"
"250000","94002","12","71086025","10086047"
"50","91002","8","71086026","10086048"
"1","31156","2","71086027","10086049"
"1","31156","2","71086028","10086050"
"1","31156","2","71086029","10086051"
"1","31156","2","71086030","10086052"
"1","31156","2","71086031","10086053"
"1","115601","1","71086032","10086054"
"4","31156","2","71086033","10086055"
"1","31156","2","81086001","10086056"
"25","91002","8","81086001","10086057"
"50","60852","2","81086002","10086058"
"30000","94002","12","81086002","10086059"
"50","60852","2","81086003","10086060"
"30000","94002","12","81086003","10086061"
"1","31156","2","81086004","10086062"
"25","91002","8","81086004","10086063"
"50","60852","2","81086005","10086064"
"30000","94002","12","81086005","10086065"
"50","60852","2","81086006","10086066"
"30000","94002","12","81086006","10086067"
"1","31156","2","81086007","10086068"
"25","91002","8","81086007","10086069"
"50","91002","8","81086008","10086070"
"5","60852","2","61087001","10087001"
"5","60852","2","61087002","10087002"
"30","91002","8","71087001","10087003"
"1","22002","2","71087001","10087004"
"30","91002","8","71087002","10087005"
"1","22002","2","71087002","10087006"
"30","91002","8","71087003","10087007"
"1","22002","2","71087003","10087008"
"30","91002","8","71087004","10087009"
"1","22002","2","71087004","10087010"
"30","91002","8","71087005","10087011"
"1","22002","2","71087005","10087012"
"30","91002","8","71087006","10087013"
"1","22002","2","71087006","10087014"
"30","91002","8","71087007","10087015"
"1","22002","2","71087007","10087016"
"30","91002","8","71087008","10087017"
"1","22002","2","71087008","10087018"
"30","91002","8","71087009","10087019"
"1","22002","2","71087009","10087020"
"30","91002","8","71087010","10087021"
"1","22002","2","71087010","10087022"
"30","91002","8","71087011","10087023"
"1","22002","2","71087011","10087024"
"30","91002","8","71087012","10087025"
"1","22002","2","71087012","10087026"
"30","91002","8","71087013","10087027"
"1","22002","2","71087013","10087028"
"30","91002","8","71087014","10087029"
"1","22002","2","71087014","10087030"
"30","91002","8","71087015","10087031"
"1","22002","2","71087015","10087032"
"60","91002","8","71087016","10087033"
"2","22002","2","71087016","10087034"
"60","91002","8","71087017","10087035"
"2","22002","2","71087017","10087036"
"60","91002","8","71087018","10087037"
"2","22002","2","71087018","10087038"
"60","91002","8","71087019","10087039"
"2","22002","2","71087019","10087040"
"60","91002","8","71087020","10087041"
"2","22002","2","71087020","10087042"
"50","91002","8","71087021","10087043"
"1","31156","2","71087022","10087044"
"1","31156","2","71087023","10087045"
"1","31156","2","71087024","10087046"
"1","31156","2","71087025","10087047"
"1","31156","2","71087026","10087048"
"1","2806","7","71087027","10087049"
"4","31156","2","71087028","10087050"
"50","60852","2","81087001","10087051"
"30000","94002","12","81087001","10087052"
"50","60852","2","81087002","10087053"
"30000","94002","12","81087002","10087054"
"1","31156","2","81087003","10087055"
"25","91002","8","81087003","10087056"
"1","31156","2","81087004","10087057"
"25","91002","8","81087004","10087058"
"50","60852","2","81087005","10087059"
"30000","94002","12","81087005","10087060"
"50","60852","2","81087006","10087061"
"30000","94002","12","81087006","10087062"
"1","31156","2","81087007","10087063"
"25","91002","8","81087007","10087064"
"50","91002","8","81087008","10087065"
"5","60872","2","61088001","10088001"
"5","60872","2","61088002","10088002"
"30","91002","8","71088001","10088003"
"1","22002","2","71088001","10088004"
"30","91002","8","71088002","10088005"
"1","22002","2","71088002","10088006"
"30","91002","8","71088003","10088007"
"1","22002","2","71088003","10088008"
"30","91002","8","71088004","10088009"
"1","22002","2","71088004","10088010"
"30","91002","8","71088005","10088011"
"1","22002","2","71088005","10088012"
"30","91002","8","71088006","10088013"
"1","22002","2","71088006","10088014"
"30","91002","8","71088007","10088015"
"1","22002","2","71088007","10088016"
"30","91002","8","71088008","10088017"
"1","22002","2","71088008","10088018"
"30","91002","8","71088009","10088019"
"1","22002","2","71088009","10088020"
"30","91002","8","71088010","10088021"
"1","22002","2","71088010","10088022"
"30","91002","8","71088011","10088023"
"1","22002","2","71088011","10088024"
"30","91002","8","71088012","10088025"
"1","22002","2","71088012","10088026"
"30","91002","8","71088013","10088027"
"1","22002","2","71088013","10088028"
"30","91002","8","71088014","10088029"
"1","22002","2","71088014","10088030"
"30","91002","8","71088015","10088031"
"1","22002","2","71088015","10088032"
"60","91002","8","71088016","10088033"
"2","22002","2","71088016","10088034"
"60","91002","8","71088017","10088035"
"2","22002","2","71088017","10088036"
"60","91002","8","71088018","10088037"
"2","22002","2","71088018","10088038"
"60","91002","8","71088019","10088039"
"2","22002","2","71088019","10088040"
"60","91002","8","71088020","10088041"
"2","22002","2","71088020","10088042"
"50000","94002","12","71088021","10088043"
"100000","94002","12","71088022","10088044"
"150000","94002","12","71088023","10088045"
"200000","94002","12","71088024","10088046"
"250000","94002","12","71088025","10088047"
"50","91002","8","71088026","10088048"
"1","31128","2","71088027","10088049"
"1","31128","2","71088028","10088050"
"2","31128","2","71088029","10088051"
"2","31128","2","71088030","10088052"
"4","31128","2","71088031","10088053"
"10","31128","2","71088032","10088054"
"1","2818","7","71088033","10088055"
"2","31128","2","81088001","10088056"
"30","91002","8","81088001","10088057"
"100","60872","2","81088002","10088058"
"30000","94002","12","81088002","10088059"
"100","60872","2","81088003","10088060"
"30000","94002","12","81088003","10088061"
"2","31128","2","81088004","10088062"
"30","91002","8","81088004","10088063"
"100","60872","2","81088005","10088064"
"30000","94002","12","81088005","10088065"
"100","60872","2","81088006","10088066"
"30000","94002","12","81088006","10088067"
"2","31128","2","81088007","10088068"
"30","91002","8","81088007","10088069"
"100","91002","8","81088008","10088070"
"5","60882","2","61089001","10089001"
"5","60882","2","61089002","10089002"
"30","91002","8","71089001","10089003"
"1","22002","2","71089001","10089004"
"30","91002","8","71089002","10089005"
"1","22002","2","71089002","10089006"
"30","91002","8","71089003","10089007"
"1","22002","2","71089003","10089008"
"30","91002","8","71089004","10089009"
"1","22002","2","71089004","10089010"
"30","91002","8","71089005","10089011"
"1","22002","2","71089005","10089012"
"30","91002","8","71089006","10089013"
"1","22002","2","71089006","10089014"
"30","91002","8","71089007","10089015"
"1","22002","2","71089007","10089016"
"30","91002","8","71089008","10089017"
"1","22002","2","71089008","10089018"
"30","91002","8","71089009","10089019"
"1","22002","2","71089009","10089020"
"30","91002","8","71089010","10089021"
"1","22002","2","71089010","10089022"
"30","91002","8","71089011","10089023"
"1","22002","2","71089011","10089024"
"30","91002","8","71089012","10089025"
"1","22002","2","71089012","10089026"
"30","91002","8","71089013","10089027"
"1","22002","2","71089013","10089028"
"30","91002","8","71089014","10089029"
"1","22002","2","71089014","10089030"
"30","91002","8","71089015","10089031"
"1","22002","2","71089015","10089032"
"60","91002","8","71089016","10089033"
"2","22002","2","71089016","10089034"
"60","91002","8","71089017","10089035"
"2","22002","2","71089017","10089036"
"60","91002","8","71089018","10089037"
"2","22002","2","71089018","10089038"
"60","91002","8","71089019","10089039"
"2","22002","2","71089019","10089040"
"60","91002","8","71089020","10089041"
"2","22002","2","71089020","10089042"
"50000","94002","12","71089021","10089043"
"100000","94002","12","71089022","10089044"
"150000","94002","12","71089023","10089045"
"200000","94002","12","71089024","10089046"
"250000","94002","12","71089025","10089047"
"50","91002","8","71089026","10089048"
"1","31158","2","71089027","10089049"
"1","31158","2","71089028","10089050"
"1","31158","2","71089029","10089051"
"1","31158","2","71089030","10089052"
"1","31158","2","71089031","10089053"
"1","115801","1","71089032","10089054"
"4","31158","2","71089033","10089055"
"1","31158","2","81089001","10089056"
"25","91002","8","81089001","10089057"
"50","60882","2","81089002","10089058"
"30000","94002","12","81089002","10089059"
"50","60882","2","81089003","10089060"
"30000","94002","12","81089003","10089061"
"1","31158","2","81089004","10089062"
"25","91002","8","81089004","10089063"
"50","60882","2","81089005","10089064"
"30000","94002","12","81089005","10089065"
"50","60882","2","81089006","10089066"
"30000","94002","12","81089006","10089067"
"1","31158","2","81089007","10089068"
"25","91002","8","81089007","10089069"
"50","91002","8","81089008","10089070"
"5","60892","2","61090001","10090001"
"5","60892","2","61090002","10090002"
"30","91002","8","71090001","10090003"
"1","22002","2","71090001","10090004"
"30","91002","8","71090002","10090005"
"1","22002","2","71090002","10090006"
"30","91002","8","71090003","10090007"
"1","22002","2","71090003","10090008"
"30","91002","8","71090004","10090009"
"1","22002","2","71090004","10090010"
"30","91002","8","71090005","10090011"
"1","22002","2","71090005","10090012"
"30","91002","8","71090006","10090013"
"1","22002","2","71090006","10090014"
"30","91002","8","71090007","10090015"
"1","22002","2","71090007","10090016"
"30","91002","8","71090008","10090017"
"1","22002","2","71090008","10090018"
"30","91002","8","71090009","10090019"
"1","22002","2","71090009","10090020"
"30","91002","8","71090010","10090021"
"1","22002","2","71090010","10090022"
"30","91002","8","71090011","10090023"
"1","22002","2","71090011","10090024"
"30","91002","8","71090012","10090025"
"1","22002","2","71090012","10090026"
"30","91002","8","71090013","10090027"
"1","22002","2","71090013","10090028"
"30","91002","8","71090014","10090029"
"1","22002","2","71090014","10090030"
"30","91002","8","71090015","10090031"
"1","22002","2","71090015","10090032"
"60","91002","8","71090016","10090033"
"2","22002","2","71090016","10090034"
"60","91002","8","71090017","10090035"
"2","22002","2","71090017","10090036"
"60","91002","8","71090018","10090037"
"2","22002","2","71090018","10090038"
"60","91002","8","71090019","10090039"
"2","22002","2","71090019","10090040"
"60","91002","8","71090020","10090041"
"2","22002","2","71090020","10090042"
"50000","94002","12","71090021","10090043"
"100000","94002","12","71090022","10090044"
"150000","94002","12","71090023","10090045"
"200000","94002","12","71090024","10090046"
"250000","94002","12","71090025","10090047"
"50","91002","8","71090026","10090048"
"1","31065","2","71090027","10090049"
"1","31065","2","71090028","10090050"
"2","31065","2","71090029","10090051"
"2","31065","2","71090030","10090052"
"4","31065","2","71090031","10090053"
"10","31065","2","71090033","10090054"
"100","60892","2","81090001","10090055"
"30000","94002","12","81090001","10090056"
"100","60892","2","81090002","10090057"
"30000","94002","12","81090002","10090058"
"2","31065","2","81090003","10090059"
"30","91002","8","81090003","10090060"
"2","31065","2","81090004","10090061"
"30","91002","8","81090004","10090062"
"100","60892","2","81090005","10090063"
"30000","94002","12","81090005","10090064"
"100","60892","2","81090006","10090065"
"30000","94002","12","81090006","10090066"
"2","31065","2","81090007","10090067"
"30","91002","8","81090007","10090068"
"100","91002","8","81090008","10090069"
"5","60902","2","61091001","10091001"
"5","60902","2","61091002","10091002"
"30","91002","8","71091001","10091003"
"1","22002","2","71091001","10091004"
"30","91002","8","71091002","10091005"
"1","22002","2","71091002","10091006"
"30","91002","8","71091003","10091007"
"1","22002","2","71091003","10091008"
"30","91002","8","71091004","10091009"
"1","22002","2","71091004","10091010"
"30","91002","8","71091005","10091011"
"1","22002","2","71091005","10091012"
"30","91002","8","71091006","10091013"
"1","22002","2","71091006","10091014"
