e66fdd876ff892702b213f6387b81de292433459b921510c3f984fda3869fbdf,558a3924cbb0dd5cb01b161b2545c851c2d9aea707a6ea5a908d3e4e8cdc8543,4bbdb7ff55ab2069e2852e8c3b36e96b686018f6e6a4661f89171f769ce7c9e1,1d8b79cb8f403843d0cc4f6f91ec6b3edc59ae89261243004a30ba80b4a26c52,dcef78fa1bf4556472c7c8bdf458708d994b2ed5b573ea0e879c4cfa0e9d638c,e812a8166fb9080096a01b1f50a07ab57afd14495255aa7642f392033361ba90,261662590851092ebd76ebc4d1444ef48da4239e8efe4318870d4f770e51c0ad,bc9825847d6d2aff15fde9046ff2bd2a8ebec8801006f295fcc8979e3c87de0b,e1541ca86a77508452882e556e4e7db56a8783d6ed63171087bc9e8069661b0c,da143926f46101ba3b3d213cf8dcdeb24a3066410f6f76a49fdf279b76cf9dc1,447b673186e20f50e1f12cd2c91b4d018d68d21cbd60d7a490cb5df7e110daf4,1ca259791b5342ec17f8c4360a23273c93b810f0b6980cd8374bc41a59306632,502fd7a587017359137464f43a38f567e3ce4ed8ee822976d018b679ab6596f0
"47","4","0","0","6","0","0","0","10060206","0","10060207","0","10060209"
"47","2","0","0","6","0","0","0","10060205","0","10060208","1","10060209"
"46","6","10060208","0","6","0","0","0","10060207","0","10060209","0","10060210"
"45","12","0","0","6","0","0","0","10060209","0","10060210","0","10060211"
"44","3","0","0","6","0","0","0","10060210","0","10060211","2","10060212"
"43","4","0","0","6","0","0","0","10060211","0","10060212","0","10060501"
"19","3","0","0","6","0","0","0","10060543","0","10060242","3","10060387"
"17","14","0","0","6","0","0","0","10060387","0","10060244","2","10060245"
"16","2","0","0","6","0","0","0","10060244","0","10060245","1","10060246"
"15","7","0","0","6","0","0","0","10060245","0","10060246","10003","10060247"
"14","6","0","0","6","0","0","0","10060246","0","10060247","0","10060401"
"10","11","0","0","6","0","0","0","10060252","0","10060251","10001","10060544"
"11","7","0","0","6","0","0","0","10060400","0","10060252","10002","10060251"
"48","7","0","0","6","0","0","0","10060589","0","10060294","10001","10060295"
"47","2","0","0","6","0","0","0","10060294","0","10060295","2","10060296"
"46","11","0","0","6","0","0","0","10060295","0","10060296","10001","10060297"
"45","14","0","0","6","0","0","0","10060296","0","10060297","3","10060298"
"44","5","0","0","6","0","0","0","10060297","0","10060298","0","10060299"
"43","4","0","0","6","0","0","10060301","10060298","0","10060299","0","10060300"
"42","3","0","0","6","0","0","0","10060299","0","10060300","1","10060303"
"42","7","0","0","6","0","0","0","10060299","0","10060301","10001","10060302"
"41","14","0","0","6","0","0","0","10060301","0","10060302","2","10060305"
"41","6","0","0","6","0","0","0","10060300","0","10060303","0","10060304"
"40","2","0","0","6","0","0","0","10060303","0","10060304","3","10060306"
"40","4","0","0","6","0","0","0","10060302","0","10060305","0","10060308"
"39","14","0","0","6","0","0","0","10060304","0","10060306","2","10060307"
"38","2","0","0","6","0","0","0","10060306","0","10060307","3","10060310"
"39","7","0","0","6","0","0","0","10060305","0","10060308","10003","10060309"
"38","7","0","0","6","0","0","0","10060308","0","10060309","10002","10060310"
"37","6","10060309","0","6","0","0","0","10060307","0","10060310","0","10060311"
"36","11","0","0","6","0","0","0","10060310","0","10060311","10001","10060312"
"35","14","0","0","6","0","0","0","10060311","0","10060312","4","10060313"
"34","12","0","0","6","0","0","0","10060312","0","10060313","0","10060314"
"33","7","0","0","6","0","0","0","10060313","0","10060314","10001","10060315"
"32","2","0","0","6","0","0","0","10060314","0","10060315","2","10060385"
"30","15","0","0","6","0","0","0","10060385","0","10060317","1","10060391"
"27","2","0","0","6","0","0","10060321","10060390","0","10060320","1","10060324"
"28","3","0","0","6","0","0","0","10060320","0","10060321","3","10060322"
"27","14","0","0","6","0","0","0","10060321","0","10060322","3","10060323"
"26","7","0","0","6","0","0","0","10060322","0","10060323","10003","10060325"
"26","3","0","0","6","0","0","0","10060320","0","10060324","1","10060325"
"25","7","10060324","0","6","0","0","0","10060323","0","10060325","10001","10060591"
"74","4","0","0","6","0","0","0","10060624","0","10060366","0","10060367"
"73","6","0","0","6","0","0","0","10060366","0","10060367","0","10060368"
"72","3","0","0","6","0","0","0","10060367","0","10060368","2","10060369"
"71","2","0","0","6","0","0","0","10060368","0","10060369","2","10060002"
"58","7","10060024","0","6","0","0","0","10060021","0","10060380","10001","10060027"
"31","7","0","0","6","0","0","0","10060315","0","10060385","10001","10060317"
"18","7","0","0","6","0","0","0","10060242","0","10060387","10001","10060244"
"28","11","0","0","6","0","0","0","10060391","0","10060390","10001","10060320"
"29","14","0","0","6","0","0","0","10060317","0","10060391","3","10060390"
"25","4","0","0","6","0","0","0","10060399","0","10060398","0","10060153"
"26","14","0","0","6","0","0","0","10060150","0","10060399","3","10060398"
"12","14","0","0","6","0","0","0","10060401","0","10060400","3","10060252"
"13","3","0","0","6","0","0","0","10060247","0","10060401","1","10060400"
"41","16","0","0","6","0","0","0","10060049","0","10060402","10060402","10060403"
"40","2","0","0","6","0","0","0","10060402","0","10060403","2","10060404"
"39","14","0","0","6","0","0","0","10060403","0","10060404","3","10060405"
"38","12","0","0","6","0","0","0","10060404","0","10060405","0","10060406"
"37","4","0","0","6","0","0","0","10060405","0","10060406","0","10060407"
"36","6","0","0","6","0","0","0","10060406","0","10060407","0","10060408"
"35","15","0","0","6","0","0","0","10060407","0","10060408","0","10060409"
"34","3","0","0","6","0","0","0","10060408","0","10060409","1","10060410"
"33","11","0","0","6","0","0","0","10060409","0","10060410","10001","10060411"
"32","14","0","0","6","0","0","0","10060410","0","10060411","2","10060412"
"31","7","0","0","6","0","0","0","10060411","0","10060412","10002","10060413"
"30","4","0","0","6","0","0","0","10060412","0","10060413","0","10060414"
"29","3","0","0","6","0","0","0","10060413","0","10060414","1","10060415"
"28","5","0","0","6","0","0","0","10060414","0","10060415","0","10060416"
"27","4","0","0","6","0","0","0","10060415","0","10060416","0","10060417"
"26","2","0","10060449","6","0","0","10060446","10060416","0","10060417","1","10060418"
"25","7","0","0","6","0","0","0","10060417","0","10060418","10001","10060419"
"24","3","0","0","6","0","0","0","10060418","0","10060419","1","10060420"
"23","2","10060447","0","6","0","10060450","0","10060419","0","10060420","1","10060454"
"27","14","0","0","6","0","0","0","10060417","0","10060446","4","10060452"
"24","14","0","0","6","0","0","0","10060453","0","10060447","4","10060420"
"25","14","0","0","6","0","0","0","10060451","0","10060448","6","10060450"
"27","7","0","0","6","0","0","0","10060417","0","10060449","10003","10060451"
"24","7","0","0","6","0","0","0","10060448","0","10060450","10003","10060420"
"26","6","0","0","6","0","0","0","10060449","0","10060451","0","10060448"
"26","2","0","0","6","0","0","0","10060446","0","10060452","3","10060453"
"25","3","0","0","6","0","0","0","10060452","0","10060453","3","10060447"
"22","6","0","0","6","0","0","0","10060420","0","10060454","0","10060455"
"21","7","0","0","6","0","0","0","10060454","0","10060455","10001","10060456"
"20","11","0","0","6","0","0","0","10060455","0","10060456","10001","10060457"
"19","2","0","0","6","0","0","0","10060456","0","10060457","2","10060458"
"18","7","0","0","6","0","0","0","10060457","0","10060458","10001","10060459"
"17","14","0","0","6","0","0","0","10060458","0","10060459","3","10060460"
"16","4","0","0","6","0","0","0","10060459","0","10060460","0","10060461"
"15","15","0","0","6","0","0","0","10060460","0","10060461","0","10060462"
"14","6","0","0","6","0","0","0","10060461","0","10060462","0","10060463"
"13","3","0","0","6","0","0","0","10060462","0","10060463","1","10060464"
"12","7","0","0","6","0","0","0","10060463","0","10060464","10002","10060465"
"11","14","0","0","6","0","0","0","10060464","0","10060465","4","10060466"
"10","2","0","0","6","0","0","0","10060465","0","10060466","1","10060467"
"9","3","0","0","6","0","0","0","10060466","0","10060467","2","10060468"
"8","6","0","0","6","0","0","0","10060467","0","10060468","0","10060469"
"7","2","0","0","6","0","0","0","10060468","0","10060469","1","10060470"
"6","4","0","0","6","0","0","0","10060469","0","10060470","0","10060471"
"5","7","0","0","6","0","0","0","10060470","0","10060471","10001","10060472"
"4","14","0","0","6","0","0","0","10060471","0","10060472","3","10060473"
"3","2","0","0","6","0","0","0","10060472","0","10060473","1","10060474"
"2","7","0","0","6","0","0","0","10060473","0","10060474","10002","10060475"
"1","2","0","0","6","0","0","0","10060474","0","10060475","1","10060476"
"0","13","0","0","6","0","0","0","10060475","0","10060476","0","10060092"
"55","15","0","0","6","0","0","0","10060114","0","10060477","0","10060116"
"41","14","0","0","6","0","0","0","10060135","0","10060478","3","10060137"
"30","15","0","0","6","0","0","0","10060146","0","10060479","0","10060148"
"23","16","0","0","6","0","0","0","10060153","0","10060480","10060480","10060481"
"22","7","0","0","6","0","0","0","10060480","0","10060481","10002","10060482"
"21","14","0","0","6","0","0","0","10060481","0","10060482","3","10060483"
"20","6","0","0","6","0","0","0","10060482","0","10060483","0","10060484"
"19","3","0","0","6","0","0","0","10060483","0","10060484","1","10060485"
"18","7","0","0","6","0","0","0","10060484","0","10060485","10001","10060486"
"17","4","0","0","6","0","0","0","10060485","0","10060486","0","10060487"
"16","14","0","0","6","0","0","0","10060486","0","10060487","4","10060488"
"15","11","0","0","6","0","0","0","10060487","0","10060488","10001","10060489"
"14","3","0","0","6","0","0","0","10060488","0","10060489","2","10060490"
"13","2","0","0","6","0","0","0","10060489","0","10060490","2","10060491"
"12","4","0","0","6","0","0","0","10060490","0","10060491","0","10060492"
"11","5","0","0","6","0","0","0","10060491","0","10060492","0","10060161"
"0","13","0","0","6","0","0","0","10060175","0","10060493","0","10060177"
"71","14","0","0","6","0","0","0","10060179","0","10060494","3","10060495"
"70","7","0","0","6","0","0","0","10060494","0","10060495","10001","10060496"
"69","3","0","0","6","0","0","0","10060495","0","10060496","1","10060497"
"68","4","0","0","6","0","0","0","10060496","0","10060497","0","10060498"
"67","15","0","0","6","0","0","0","10060497","0","10060498","0","10060183"
"57","5","0","0","6","0","0","0","10060193","0","10060499","0","10060500"
"56","4","10060499","0","6","0","0","0","10060195","0","10060500","0","10060197"
"42","2","0","0","6","0","0","0","10060212","0","10060501","2","10060502"
"41","14","0","0","6","0","0","0","10060501","0","10060502","2","10060503"
"40","15","0","0","6","0","0","0","10060502","0","10060503","0","10060516"
"42","14","0","0","6","0","0","0","10060516","0","10060515","5","10060528"
"39","2","0","0","6","0","0","10060515","10060503","0","10060516","1","10060517"
"38","12","0","0","6","0","0","0","10060516","0","10060517","0","10060518"
"37","11","0","0","6","0","0","0","10060517","0","10060518","10001","10060519"
"36","14","0","0","6","0","0","0","10060518","0","10060519","4","10060520"
"35","3","0","0","6","0","0","0","10060519","0","10060520","1","10060521"
"34","6","0","0","6","0","0","0","10060520","0","10060521","0","10060522"
"33","7","10060534","0","6","0","0","0","10060521","0","10060522","10001","10060523"
"32","5","0","0","6","0","0","0","10060522","0","10060523","0","10060524"
"31","2","0","0","6","0","0","0","10060523","0","10060524","1","10060525"
"30","3","0","0","6","0","0","0","10060524","0","10060525","1","10060526"
"29","7","0","0","6","0","0","0","10060525","0","10060526","10001","10060527"
"28","2","0","0","6","0","0","0","10060526","0","10060527","1","10060536"
"41","2","0","0","6","0","0","0","10060515","0","10060528","3","10060529"
"40","2","0","0","6","0","0","0","10060528","0","10060529","2","10060530"
"39","2","0","0","6","0","0","0","10060529","0","10060530","2","10060535"
"37","2","0","0","6","0","0","0","10060535","0","10060531","2","10060532"
"36","2","0","0","6","0","0","0","10060531","0","10060532","2","10060533"
"35","2","0","0","6","0","0","0","10060532","0","10060533","3","10060534"
"34","14","0","0","6","0","0","0","10060533","0","10060534","3","10060522"
"38","14","0","0","6","0","0","0","10060530","0","10060535","3","10060531"
"27","14","0","0","6","0","0","0","10060527","0","10060536","4","10060537"
"26","7","0","0","6","0","0","0","10060536","0","10060537","10001","10060538"
"25","2","0","0","6","0","0","0","10060537","0","10060538","2","10060539"
"24","4","0","0","6","0","0","0","10060538","0","10060539","0","10060540"
"23","7","0","0","6","0","0","0","10060539","0","10060540","10002","10060541"
"22","2","0","0","6","0","0","0","10060540","0","10060541","1","10060542"
"21","16","0","0","6","0","0","0","10060541","0","10060542","10060542","10060543"
"20","11","0","0","6","0","0","0","10060542","0","10060543","10001","10060242"
"9","3","0","0","6","0","0","0","10060251","0","10060544","2","10060545"
"8","2","0","0","6","0","0","0","10060544","0","10060545","2","10060546"
"7","2","0","0","6","0","0","0","10060545","0","10060546","2","10060547"
"6","2","0","10060556","6","0","0","10060550","10060546","0","10060547","1","10060549"
"4","2","0","0","6","0","0","0","10060549","0","10060548","1","10060552"
"5","6","10060551","0","6","0","10060555","0","10060547","0","10060549","0","10060548"
"7","14","0","0","6","0","0","0","10060547","0","10060550","5","10060555"
"6","14","0","0","6","0","0","0","10060556","0","10060551","4","10060549"
"3","4","0","0","6","0","0","0","10060548","0","10060552","0","10060553"
"2","12","0","0","6","0","0","0","10060552","0","10060553","0","10060554"
"1","7","0","0","6","0","0","0","10060553","0","10060554","10003","10060557"
"6","4","0","0","6","0","0","0","10060550","0","10060555","0","10060549"
"7","3","0","0","6","0","0","0","10060547","0","10060556","3","10060551"
"0","13","0","0","6","0","0","0","10060554","0","10060557","0","10060558"
"74","11","0","0","6","0","0","0","10060557","0","10060558","10001","10060559"
"73","7","0","0","6","0","0","0","10060558","0","10060559","10001","10060560"
"72","3","0","0","6","0","0","0","10060559","0","10060560","1","10060561"
"71","14","0","0","6","0","0","0","10060560","0","10060561","3","10060563"
"70","2","0","0","6","0","0","0","10060561","0","10060563","1","10060564"
"69","7","0","0","6","0","0","0","10060563","0","10060564","10001","10060565"
"68","5","0","0","6","0","0","0","10060564","0","10060565","0","10060566"
"67","3","0","0","6","0","0","0","10060565","0","10060566","2","10060567"
"66","12","0","0","6","0","0","0","10060566","0","10060567","0","10060568"
"65","4","0","0","6","0","0","0","10060567","0","10060568","0","10060569"
"64","2","0","0","6","0","0","0","10060568","0","10060569","1","10060570"
"63","6","0","0","6","0","0","0","10060569","0","10060570","0","10060571"
"62","11","0","0","6","0","0","10060579","10060570","0","10060571","10001","10060572"
"61","7","0","0","6","0","0","0","10060571","0","10060572","10001","10060573"
"60","7","0","0","6","0","0","0","10060572","0","10060573","10002","10060574"
"59","7","0","0","6","0","0","0","10060573","0","10060574","10003","10060575"
"58","7","0","0","6","0","0","0","10060574","0","10060575","10002","10060576"
"57","7","0","0","6","0","0","0","10060575","0","10060576","10001","10060577"
"56","4","10060578","0","6","0","0","0","10060576","0","10060577","0","10060583"
"57","14","0","0","6","0","0","0","10060581","0","10060578","3","10060577"
"61","14","0","0","6","0","0","0","10060571","0","10060579","2","10060580"
"60","3","0","0","6","0","0","0","10060579","0","10060580","2","10060582"
"58","3","0","0","6","0","0","0","10060582","0","10060581","3","10060578"
"59","2","0","0","6","0","0","0","10060580","0","10060582","3","10060581"
"55","6","0","0","6","0","0","0","10060577","0","10060583","0","10060584"
"54","3","0","0","6","0","0","0","10060583","0","10060584","1","10060585"
"53","14","0","0","6","0","0","0","10060584","0","10060585","2","10060586"
"52","2","0","0","6","0","0","0","10060585","0","10060586","1","10060590"
"50","15","0","0","6","0","0","0","10060590","0","10060588","0","10060589"
"49","5","0","0","6","0","0","0","10060588","0","10060589","0","10060294"
"51","4","0","0","6","0","0","0","10060586","0","10060590","0","10060588"
"24","16","0","0","6","0","0","0","10060325","0","10060591","10060591","10060592"
"23","3","0","0","6","0","0","0","10060591","0","10060592","2","10060593"
"22","4","0","0","6","0","0","0","10060592","0","10060593","0","10060594"
"21","14","0","0","6","0","0","0","10060593","0","10060594","2","10060596"
"19","15","0","0","6","0","0","0","10060596","0","10060595","0","10060597"
"20","6","0","0","6","0","0","0","10060594","0","10060596","0","10060595"
"18","3","0","0","6","0","0","0","10060595","0","10060597","2","10060598"
"17","4","0","0","6","0","0","0","10060597","0","10060598","0","10060599"
"16","7","0","0","6","0","0","0","10060598","0","10060599","10003","10060603"
"15","2","0","0","6","0","0","0","10060599","0","10060603","2","10060604"
"14","14","0","0","6","0","0","0","10060603","0","10060604","3","10060605"
"13","12","0","0","6","0","0","0","10060604","0","10060605","0","10060606"
"12","2","0","0","6","0","0","0","10060605","0","10060606","1","10060607"
"11","3","0","10060616","6","0","0","10060612","10060606","0","10060607","1","10060608"
"10","6","0","0","6","0","0","0","10060607","0","10060608","0","10060609"
"9","2","10060614","0","6","0","10060617","0","10060608","0","10060609","1","10060610"
"8","3","0","0","6","0","0","0","10060609","0","10060610","2","10060611"
"7","7","0","0","6","0","0","0","10060610","0","10060611","10003","10060618"
"12","14","0","0","6","0","0","0","10060607","0","10060612","2","10060613"
"11","14","0","0","6","0","0","0","10060612","0","10060613","4","10060617"
"10","14","0","0","6","0","0","0","10060615","0","10060614","4","10060609"
"11","4","0","0","6","0","0","0","10060616","0","10060615","0","10060614"
"12","7","0","0","6","0","0","0","10060607","0","10060616","10003","10060615"
"10","3","0","0","6","0","0","0","10060613","0","10060617","3","10060609"
"6","7","0","0","6","0","0","0","10060611","0","10060618","10002","10060619"
"5","14","0","0","6","0","0","0","10060618","0","10060619","3","10060620"
"4","7","0","0","6","0","0","0","10060619","0","10060620","10002","10060621"
"3","2","0","0","6","0","0","0","10060620","0","10060621","1","10060622"
"2","7","0","0","6","0","0","0","10060621","0","10060622","10002","10060623"
"1","2","0","0","6","0","0","0","10060622","0","10060623","1","10060624"
"0","13","0","0","6","0","0","0","10060623","0","10060624","0","10060366"
"32","3","0","0","7","0","0","0","10070680","0","10070122","1","10070681"
"0","13","0","0","7","0","0","0","10071094","0","10070357","0","10070358"
"66","2","0","0","7","0","0","0","10070357","0","10070358","3","10070359"
"65","6","0","0","7","0","0","0","10070358","0","10070359","0","10070360"
"64","7","0","0","7","0","0","0","10070359","0","10070360","10002","10070361"
"63","11","0","0","7","0","0","0","10070360","0","10070361","10001","10070362"
"62","6","10070363","0","7","0","0","0","10070361","0","10070362","0","10070364"
"63","1","0","0","7","0","0","0","0","0","10070363","0","10070362"
"61","2","0","0","7","0","0","0","10070362","0","10070364","1","10070365"
"60","4","0","0","7","0","0","0","10070364","0","10070365","0","10070367"
"59","7","0","0","7","0","0","0","10070365","0","10070367","10001","10070539"
"53","2","0","0","7","0","0","0","10070543","0","10070369","1","10070370"
"52","5","0","0","7","0","0","0","10070369","0","10070370","0","10070371"
"51","4","0","0","7","0","0","10070380","10070370","0","10070371","0","10070372"
"50","14","0","0","7","0","0","0","10070371","0","10070372","1","10070373"
"49","3","0","0","7","0","0","0","10070372","0","10070373","3","10070374"
"48","6","0","0","7","0","0","0","10070373","0","10070374","0","10070375"
"47","14","0","0","7","0","0","0","10070374","0","10070375","2","10070376"
"46","3","0","0","7","0","0","0","10070375","0","10070376","1","10070377"
"45","3","0","0","7","0","0","0","10070376","0","10070377","2","10070378"
"44","2","10070385","0","7","0","0","0","10070377","0","10070378","2","10070379"
"43","4","0","0","7","0","0","0","10070378","0","10070379","0","10070577"
"50","14","0","0","7","0","0","0","10070371","0","10070380","1","10070381"
"49","2","0","0","7","0","0","0","10070380","0","10070381","3","10070382"
"48","4","0","0","7","0","0","0","10070381","0","10070382","0","10070383"
"47","14","0","0","7","0","0","0","10070382","0","10070383","2","10070384"
"46","2","0","0","7","0","0","0","10070383","0","10070384","1","10070385"
"45","2","0","0","7","0","0","0","10070384","0","10070385","2","10070378"
"41","2","0","0","7","0","0","0","10070577","0","10070387","1","10070388"
"40","14","0","0","7","0","0","0","10070387","0","10070388","4","10070578"
"33","6","0","0","7","0","0","0","10070586","0","10070398","0","10070587"
"58","12","0","0","7","0","0","0","10070367","0","10070539","0","10070540"
"57","2","0","0","7","0","0","0","10070539","0","10070540","2","10070541"
"56","14","0","0","7","0","0","0","10070540","0","10070541","2","10070542"
"55","7","0","0","7","0","0","0","10070541","0","10070542","10001","10070543"
"54","4","0","0","7","0","0","0","10070542","0","10070543","0","10070369"
"42","7","0","0","7","0","0","0","10070379","0","10070577","10001","10070387"
"39","2","0","0","7","0","0","10070581","10070388","0","10070578","1","10070579"
"38","3","0","0","7","0","0","0","10070578","0","10070579","2","10070584"
"36","3","0","0","7","0","0","0","10070582","0","10070580","2","10070583"
"38","12","0","0","7","0","0","0","10070578","0","10070581","0","10070582"
"37","7","0","0","7","0","0","0","10070581","0","10070582","10002","10070580"
"35","4","10070585","0","7","0","0","0","10070580","0","10070583","0","10070586"
"37","2","0","0","7","0","0","0","10070579","0","10070584","2","10070585"
"36","11","0","0","7","0","0","0","10070584","0","10070585","10001","10070583"
"34","5","0","0","7","0","0","0","10070583","0","10070586","0","10070398"
"32","2","0","0","7","0","0","0","10070398","0","10070587","1","10070588"
"31","11","0","0","7","0","0","0","10070587","0","10070588","10001","10070589"
"30","14","0","0","7","0","0","0","10070588","0","10070589","5","10070590"
"29","4","0","0","7","0","0","0","10070589","0","10070590","0","10070591"
"28","12","0","0","7","0","0","0","10070590","0","10070591","0","10070592"
"27","15","0","0","7","0","0","0","10070591","0","10070592","0","10070593"
"26","3","0","0","7","0","0","0","10070592","0","10070593","2","10070594"
"25","4","0","0","7","0","0","0","10070593","0","10070594","0","10070595"
"24","2","0","0","7","0","0","0","10070594","0","10070595","2","10070596"
"23","14","0","0","7","0","0","0","10070595","0","10070596","3","10070597"
"22","3","0","0","7","0","0","10070601","10070596","0","10070597","1","10070598"
"21","2","0","0","7","0","0","0","10070597","0","10070598","1","10070603"
"20","2","0","0","7","0","0","0","10070601","0","10070599","3","10070606"
"18","2","0","0","7","0","0","0","10070606","0","10070600","2","10070605"
"21","3","0","0","7","0","0","0","10070597","0","10070601","2","10070599"
"19","3","0","0","7","0","0","0","10070603","0","10070602","2","10070604"
"20","7","0","0","7","0","0","0","10070598","0","10070603","10003","10070602"
"18","7","0","0","7","0","0","0","10070602","0","10070604","10002","10070605"
"17","7","10070604","0","7","0","0","0","10070600","0","10070605","10001","10070607"
"19","11","0","0","7","0","0","0","10070599","0","10070606","10001","10070600"
"16","5","0","0","7","0","0","0","10070605","0","10070607","0","10070608"
"15","16","0","0","7","0","0","0","10070607","0","10070608","10070608","10070609"
"14","4","0","0","7","0","0","0","10070608","0","10070609","0","10070611"
"12","2","0","0","7","0","0","0","10070611","0","10070610","3","10070619"
"13","14","0","0","7","0","0","0","10070609","0","10070611","3","10070610"
"11","12","0","0","7","0","0","0","10070610","0","10070619","0","10070620"
"10","6","0","0","7","0","0","0","10070619","0","10070620","0","10070621"
"9","14","0","0","7","0","0","0","10070620","0","10070621","2","10070622"
"8","7","0","0","7","0","0","0","10070621","0","10070622","10002","10070623"
"7","7","0","0","7","0","0","0","10070622","0","10070623","10003","10070624"
"6","11","0","0","7","0","0","0","10070623","0","10070624","10001","10070625"
"5","4","0","0","7","0","0","0","10070624","0","10070625","0","10070626"
"4","7","0","0","7","0","0","0","10070625","0","10070626","10001","10070628"
"3","3","0","0","7","0","0","0","10070626","0","10070628","1","10070629"
"2","2","0","0","7","0","0","0","10070628","0","10070629","3","10070630"
"1","7","0","0","7","0","0","0","10070629","0","10070630","10001","10070631"
"0","13","0","0","7","0","0","0","10070630","0","10070631","0","10070632"
"66","3","0","0","7","0","0","0","10070631","0","10070632","1","10070633"
"65","2","0","0","7","0","0","0","10070632","0","10070633","1","10070634"
"64","11","0","0","7","0","0","0","10070633","0","10070634","10001","10070635"
"63","12","0","0","7","0","0","0","10070634","0","10070635","0","10070636"
"62","2","0","0","7","0","0","0","10070635","0","10070636","1","10070637"
"61","2","0","0","7","0","0","0","10070636","0","10070637","2","10070638"
"60","4","0","0","7","0","0","0","10070637","0","10070638","0","10070639"
"59","3","0","0","7","0","0","0","10070638","0","10070639","1","10070640"
"58","12","0","0","7","0","0","0","10070639","0","10070640","0","10070641"
"57","5","0","0","7","0","0","0","10070640","0","10070641","0","10070642"
"56","2","0","0","7","0","0","10070644","10070641","0","10070642","1","10070643"
"55","11","0","0","7","0","0","0","10070642","0","10070643","10001","10070645"
"55","4","0","0","7","0","0","0","10070642","0","10070644","0","10070664"
"54","4","0","0","7","0","0","0","10070643","0","10070645","0","10070646"
"53","2","0","0","7","0","0","0","10070645","0","10070646","3","10070647"
"52","14","0","0","7","0","0","0","10070646","0","10070647","3","10070648"
"51","2","0","0","7","0","0","0","10070647","0","10070648","2","10070649"
"50","7","0","0","7","0","0","0","10070648","0","10070649","10001","10070650"
"49","7","0","0","7","0","0","0","10070649","0","10070650","10003","10070651"
"48","4","0","0","7","0","0","0","10070650","0","10070651","0","10070652"
"47","7","0","0","7","0","0","0","10070651","0","10070652","10001","10070653"
"46","2","0","0","7","0","0","0","10070652","0","10070653","2","10070655"
"45","14","10070656","0","7","0","0","0","10070653","0","10070655","3","10070665"
"46","3","0","0","7","0","0","0","10070657","0","10070656","3","10070655"
"47","6","0","0","7","0","0","0","10070658","0","10070657","0","10070656"
"48","4","0","0","7","0","0","0","10070659","0","10070658","0","10070657"
"49","14","0","0","7","0","0","0","10070660","0","10070659","3","10070658"
"50","2","0","0","7","0","0","0","10070661","0","10070660","1","10070659"
"51","2","0","0","7","0","0","0","10070662","0","10070661","3","10070660"
"52","2","0","0","7","0","0","0","10070663","0","10070662","2","10070661"
"53","14","0","0","7","0","0","0","10070664","0","10070663","3","10070662"
"54","2","0","0","7","0","0","0","10070644","0","10070664","2","10070663"
"44","7","0","0","7","0","0","0","10070655","0","10070665","10001","10070666"
"43","6","0","0","7","0","0","0","10070665","0","10070666","0","10070667"
"42","2","0","0","7","0","0","10070668","10070666","0","10070667","1","10070673"
"43","2","0","0","7","0","0","0","10070667","0","10070668","3","10070674"
"41","6","0","0","7","0","0","0","10070674","0","10070669","0","10070671"
"39","6","10070672","0","7","0","0","0","10070671","0","10070670","0","10070675"
"40","7","0","0","7","0","0","0","10070669","0","10070671","10003","10070670"
"40","12","0","0","7","0","0","0","10070673","0","10070672","0","10070670"
"41","11","0","0","7","0","0","0","10070667","0","10070673","10001","10070672"
"42","14","0","0","7","0","0","0","10070668","0","10070674","3","10070669"
"38","4","0","0","7","0","0","0","10070670","0","10070675","0","10070676"
"37","15","0","0","7","0","0","0","10070675","0","10070676","0","10070677"
"36","3","0","0","7","0","0","0","10070676","0","10070677","2","10070678"
"35","14","0","0","7","0","0","0","10070677","0","10070678","5","10070679"
"34","4","0","0","7","0","0","0","10070678","0","10070679","0","10070680"
"33","2","0","0","7","0","0","0","10070679","0","10070680","2","10070122"
"31","14","0","0","7","0","0","0","10070122","0","10070681","3","10070683"
"30","11","0","0","7","0","0","0","10070681","0","10070683","10001","10070684"
"29","12","0","0","7","0","0","0","10070683","0","10070684","0","10070685"
"28","3","0","0","7","0","0","0","10070684","0","10070685","2","10070686"
"27","5","0","0","7","0","0","0","10070685","0","10070686","0","10070687"
"26","7","0","0","7","0","0","0","10070686","0","10070687","10002","10070688"
"25","4","0","0","7","0","0","0","10070687","0","10070688","0","10070689"
"24","3","0","0","7","0","0","0","10070688","0","10070689","2","10070690"
"23","7","0","0","7","0","0","0","10070689","0","10070690","10001","10070691"
"22","4","0","0","7","0","0","0","10070690","0","10070691","0","10070692"
"21","2","0","0","7","0","0","0","10070691","0","10070692","2","10071133"
"19","3","0","0","7","0","0","0","10071133","0","10070694","2","10071117"
"1","2","0","0","7","0","0","0","10071116","0","10070886","2","10070887"
"0","13","0","0","7","0","0","0","10070886","0","10070887","0","10070888"
"66","12","0","0","7","0","0","0","10070887","0","10070888","0","10070890"
"65","6","0","0","7","0","0","0","10070888","0","10070890","0","10070891"
"64","3","0","0","7","0","0","0","10070890","0","10070891","1","10070892"
"63","7","0","0","7","0","0","0","10070891","0","10070892","10002","10070893"
"62","5","0","0","7","0","0","0","10070892","0","10070893","0","10070894"
"61","2","0","0","7","0","0","0","10070893","0","10070894","1","10070895"
"60","11","0","0","7","0","0","0","10070894","0","10070895","10001","10070896"
"59","4","0","0","7","0","0","0","10070895","0","10070896","0","10070897"
