f06cc0356eb36bdadef49bf01889764d3d22d646d82bbd534b74f0efa708e0aa,8845d950e75955136c21fd1d8a48adc771c27d587429d16adf02a2f5abad9b72,d64b5c5f7709589861ff8ee2f7c0bdc3187adba49e3c840c8112abb75528c3be,3860e8b8dd2591b7b91101fc41a011841156d6a7ce15a205fcd591fa10762a53,d03570412827bc079025b479ee3c3368c5def01b656b26f1db19b5b380ef5b12
"397","50","50091","175","100"
"165","50","50092","176","100"
"402","50","50093","176","100"
"658","50","50094","178","100"
"355","50","50095","180","100"
"36","50","50096","180","101"
"383","50","50097","183","100"
"154","50","50098","185","100"
"51","50","50099","186","100"
"289","50","50100","186","100"
"736","50","50101","187","100"
"1046","50","50102","188","100"
"643","50","50103","190","100"
"699","50","50104","190","100"
"1065","50","50105","192","100"
"880","50","50106","195","100"
"802","50","50107","195","200"
"567","50","50108","196","100"
"518","50","50109","197","100"
"813","50","50110","198","100"
"583","50","50111","200","100"
"170","50","50112","202","100"
"318","50","50113","202","100"
"217","50","50114","204","100"
"325","50","50115","204","100"
"44","50","50116","205","100"
"223","50","50117","206","100"
"492","50","50118","207","101"
"254","50","50119","208","100"
"134","50","50120","208","100"
"475","50","50121","209","100"
"603","50","50122","209","100"
"789","50","50123","211","100"
"447","50","50124","211","100"
"411","50","50125","214","100"
"567","50","50126","215","100"
"866","50","50127","218","100"
"578","50","50128","221","100"
"147","50","50129","224","100"
"366","50","50130","225","101"
"243","50","50131","227","100"
"441","50","50132","227","100"
"576","50","50133","228","100"
"471","50","50134","228","100"
"23","50","50135","231","100"
"349","50","50136","232","100"
"464","50","50137","234","100"
"40","50","50138","234","100"
"286","50","50139","235","100"
"188","50","50140","237","100"
"290","50","50141","239","100"
"37","50","50142","239","100"
"181","50","50143","240","100"
"626","50","50144","243","101"
"537","50","50145","244","100"
"348","50","50146","244","100"
"837","50","50147","246","100"
"1127","50","50148","249","100"
"1054","50","50149","251","100"
"887","50","50150","254","100"
"1164","50","50151","255","100"
"882","50","50152","258","100"
"778","50","50153","258","100"
"491","50","50154","259","100"
"226","50","50155","262","100"
"707","50","50156","263","100"
"911","50","50157","265","100"
"416","50","50158","266","101"
"503","50","50159","269","100"
"156","50","50160","271","100"
"101","50","50161","273","100"
"300","50","50162","276","100"
"144","50","50163","276","100"
"506","50","50164","276","100"
"709","50","50165","276","100"
"1031","50","50166","279","100"
"1142","50","50167","281","100"
"767","50","50168","283","100"
"314","50","50169","286","100"
"647","50","50170","289","100"
"506","50","50171","291","100"
"998","50","50172","294","100"
"1132","50","50173","296","100"
"1178","50","50174","298","101"
"970","50","50175","300","100"
"1195","50","50176","301","100"
"945","50","50177","303","100"
"637","50","50178","305","100"
"544","50","50179","307","100"
"754","50","50180","307","100"
"1033","50","50181","307","100"
"734","50","50182","310","100"
"1188","50","50183","310","100"
"900","50","50184","313","100"
"533","50","50185","314","100"
"912","50","50186","315","100"
"1084","50","50187","316","100"
"688","50","50188","316","200"
"290","50","50189","317","100"
"393","50","50190","319","100"
"847","50","50191","322","100"
"520","50","50192","325","100"
"850","50","50193","325","100"
"813","50","50194","325","300"
"1104","50","50195","325","100"
"821","50","50196","326","100"
"1027","50","50197","326","100"
"660","50","50198","328","100"
"498","50","50199","329","100"
"702","50","50200","330","100"
"1083","50","50201","331","100"
"717","50","50202","332","100"
"330","50","50203","335","100"
"454","50","50204","335","100"
"44","50","50205","336","100"
"171","50","50206","339","100"
"503","50","50207","339","100"
"123","50","50208","341","100"
"535","50","50209","341","100"
"87","50","50210","343","100"
"265","50","50211","343","100"
"87","50","50212","346","100"
"376","50","50213","349","100"
"306","50","50214","350","100"
"623","50","50215","352","100"
"302","50","50216","354","101"
"208","50","50217","357","100"
"694","50","50218","360","100"
"503","50","50219","363","100"
"776","50","50220","363","100"
"326","50","50221","364","100"
"267","50","50222","366","100"
"472","50","50223","366","100"
"690","50","50224","367","100"
"436","50","50225","367","100"
"296","50","50226","370","100"
"145","50","50227","373","100"
"308","50","50228","373","100"
"621","50","50229","373","100"
"1034","50","50230","373","100"
"730","50","50231","374","101"
"279","50","50232","375","100"
"579","50","50233","378","100"
"962","50","50234","381","100"
"1091","50","50235","382","100"
"950","50","50236","382","100"
"1125","50","50237","382","100"
"892","50","50238","384","100"
"703","50","50239","387","100"
"375","50","50240","388","100"
"275","50","50241","390","100"
"322","50","50242","392","100"
"111","50","50243","393","100"
"480","50","50244","396","100"
"68","50","50245","399","100"
"302","50","50246","402","100"
"70","50","50247","405","100"
"194","50","50248","405","100"
"466","50","50249","407","100"
"152","50","50250","410","100"
"44","50","50251","411","100"
"255","50","50252","413","100"
"375","50","50253","415","100"
"669","50","50254","417","100"
"629","50","50255","420","100"
"552","50","50256","423","100"
"751","50","50257","423","100"
"894","50","50258","423","100"
"700","50","50259","426","100"
"574","50","50260","429","101"
"896","50","50261","432","100"
"740","50","50262","432","100"
"300","50","50263","434","100"
"584","50","50264","437","100"
"889","50","50265","440","100"
"463","50","50266","440","100"
"660","50","50267","440","100"
"794","50","50268","441","100"
"867","50","50269","443","100"
"966","50","50270","443","100"
"1074","50","50271","446","100"
"1128","50","50272","446","100"
"903","50","50273","447","100"
"1148","50","50274","448","100"
"985","50","50275","450","100"
"1024","50","50276","452","100"
"1177","50","50277","453","100"
"1085","50","50278","454","100"
"958","50","50279","454","101"
"864","50","50280","457","100"
"938","50","50281","459","100"
"1091","50","50282","460","100"
"1169","50","50283","460","100"
"1096","50","50284","461","100"
"1015","50","50285","463","100"
"1073","50","50286","463","100"
"897","50","50287","465","100"
"1040","50","50288","465","100"
"1102","50","50289","468","100"
"909","50","50290","470","100"
"751","50","50291","473","300"
"626","50","50292","476","100"
"572","50","50293","476","100"
"713","50","50294","478","100"
"441","50","50295","479","100"
"253","50","50296","482","100"
"449","50","50297","485","100"
"326","50","50298","487","100"
"98","50","50299","488","100"
"343","50","50300","489","100"
"533","50","50301","490","100"
"361","50","50302","491","100"
"311","50","50303","494","100"
"376","50","50304","494","100"
"256","50","50305","497","100"
"636","50","50306","498","100"
"996","50","50307","501","100"
"759","50","50308","501","100"
"477","50","50309","503","100"
"602","50","50310","504","100"
"421","50","50311","504","100"
"513","50","50312","504","100"
"444","50","50313","505","100"
"718","50","50314","505","100"
"389","50","50315","508","100"
"242","50","50316","508","100"
"594","50","50317","509","100"
"459","50","50318","512","100"
"30","50","50319","514","100"
"176","50","50320","514","100"
"436","50","50321","514","100"
"496","50","50322","514","100"
"172","50","50323","516","100"
"276","50","50324","516","101"
"27","50","50325","516","100"
"319","50","50326","517","100"
"273","50","50327","518","100"
"518","50","50328","518","100"
"416","50","50329","519","100"
"15","50","50330","520","100"
"119","50","50331","520","100"
"88","50","50332","522","100"
"521","50","50333","525","100"
"891","50","50334","526","100"
"998","50","50335","528","100"
"808","50","50336","528","100"
"412","50","50337","528","100"
"524","50","50338","531","100"
"688","50","50339","533","100"
"1101","50","50340","533","100"
"842","50","50341","535","100"
"678","50","50342","537","100"
"842","50","50343","538","100"
"761","50","50344","538","100"
"831","50","50345","538","100"
"707","50","50346","541","100"
"1069","50","50347","542","100"
"1182","50","50348","544","100"
"1060","50","50349","544","101"
"802","50","50350","544","100"
"1170","50","50351","547","100"
"767","50","50352","547","100"
"1115","50","50353","547","100"
"860","50","50354","549","100"
"719","50","50355","550","100"
"1121","50","50356","553","100"
"982","50","50357","554","101"
"879","50","50358","557","100"
"434","50","50359","559","100"
"191","50","50360","561","100"
"95","50","50361","561","100"
"153","50","50362","563","100"
"416","50","50363","563","100"
"376","50","50364","565","100"
"90","50","50365","566","101"
"218","50","50366","568","100"
"356","50","50367","571","100"
"534","50","50368","571","100"
"896","50","50369","571","100"
"1056","50","50370","573","100"
"913","50","50371","573","100"
"1103","50","50372","573","100"
"995","50","50373","576","100"
"643","50","50374","579","100"
"704","50","50375","579","100"
"822","50","50376","582","100"
"727","50","50377","585","100"
"954","50","50378","586","100"
"680","50","50379","586","100"
"255","50","50380","589","100"
"98","50","50381","591","200"
"281","50","50382","591","100"
"394","50","50383","594","100"
"605","50","50384","596","100"
"435","50","50385","597","100"
"105","50","50386","600","100"
"10","50","50387","601","100"
"200","50","50388","602","100"
"146","50","50389","603","100"
"517","50","50390","603","100"
"170","50","50391","606","100"
"201","50","50392","606","100"
"427","50","50393","609","100"
"585","50","50394","612","100"
"657","50","50395","613","100"
"823","50","50396","615","100"
"749","50","50397","615","100"
"370","50","50398","618","100"
"559","50","50399","620","100"
"119","50","50400","621","100"
"553","50","50401","623","100"
"862","50","50402","624","100"
"781","50","50403","626","100"
"382","50","50404","628","300"
"314","50","50405","628","100"
"629","50","50406","628","100"
"668","50","50407","630","100"
"302","50","50408","630","100"
"348","50","50409","631","100"
"382","50","50410","633","100"
"589","50","50411","634","100"
"502","50","50412","634","100"
"228","50","50413","634","100"
"87","50","50414","635","100"
"442","50","50415","636","100"
"292","50","50416","636","100"
"739","50","50417","637","100"
"959","50","50418","637","100"
"806","50","50419","640","101"
"1160","50","50420","643","100"
"992","50","50421","646","100"
"1090","50","50422","649","100"
"311","50","50423","650","100"
"488","50","50424","650","100"
"371","50","50425","653","100"
"136","50","50426","654","100"
"78","50","50427","657","100"
"282","50","50428","660","100"
"51","50","50429","661","100"
"238","50","50430","662","100"
"13","50","50431","665","100"
"233","50","50432","665","100"
"98","50","50433","665","100"
"233","50","50434","665","200"
"366","50","50435","667","100"
"415","50","50436","668","100"
"291","50","50437","670","100"
"172","50","50438","673","100"
"90","50","50439","675","100"
"188","50","50440","678","100"
"261","50","50441","680","100"
"163","50","50442","680","100"
"236","50","50443","682","100"
"92","50","50444","684","100"
"204","50","50445","687","100"
"165","50","50446","687","100"
"295","50","50447","689","101"
"357","50","50448","692","100"
"318","50","50449","692","100"
"366","50","50450","693","100"
"422","50","50451","693","100"
"533","50","50452","696","100"
"496","50","50453","696","100"
"349","50","50454","696","100"
"447","50","50455","698","100"
"406","50","50456","700","100"
"521","50","50457","700","100"
"462","50","50458","700","100"
"376","50","50459","700","100"
"416","50","50460","702","100"
"315","50","50461","703","100"
"230","50","50462","703","100"
"87","50","50463","703","100"
"211","50","50464","703","100"
"287","50","50465","705","100"
"351","50","50466","705","100"
"454","50","50467","708","101"
"528","50","50468","711","100"
"400","50","50469","711","100"
"67","50","50470","713","100"
"502","50","50471","715","100"
"304","50","50472","715","100"
"347","50","50473","718","100"
"621","50","50474","721","100"
"1041","50","50475","722","100"
"935","50","50476","723","100"
"1095","50","50477","726","100"
"706","50","50478","727","100"
"413","50","50479","727","100"
"152","50","50480","728","100"
"445","50","50481","730","100"
"281","50","50482","732","100"
"201","50","50483","732","100"
"80","50","50484","734","100"
"341","50","50485","734","100"
"143","50","50486","737","100"
"279","50","50487","738","100"
"96","50","50488","740","100"
"532","50","50489","742","100"
"299","50","50490","745","100"
"199","50","50491","748","100"
"362","50","50492","749","100"
"218","50","50493","751","100"
"143","50","50494","754","100"
"381","50","50495","754","100"
"417","50","50496","755","100"
"760","50","50497","756","100"
"962","50","50498","756","100"
"1048","50","50499","756","100"
"885","50","50500","758","100"
"1034","50","50501","759","100"
"1114","50","50502","759","100"
"1032","50","50503","761","100"
"568","50","50504","761","100"
"73","50","50505","763","100"
"456","50","50506","763","100"
"353","50","50507","764","100"
"683","50","50508","766","100"
"1069","50","50509","766","100"
"877","50","50510","768","100"
"494","50","50511","769","101"
"843","50","50512","771","100"
"936","50","50513","772","100"
"901","50","50514","772","100"
"950","50","50515","772","100"
"560","50","50516","772","100"
"866","50","50517","772","100"
"708","50","50518","774","100"
"401","50","50519","776","100"
"673","50","50520","776","100"
"344","50","50521","776","100"
"688","50","50522","777","100"
"1073","50","50523","779","100"
"998","50","50524","780","100"
"634","50","50525","780","100"
"1110","50","50526","782","100"
"1166","50","50527","784","100"
"1081","50","50528","784","100"
"716","50","50529","785","100"
"596","50","50530","785","100"
"178","50","50531","785","100"
"565","50","50532","785","100"
"165","50","50533","787","101"
"124","50","50534","788","100"
"3","50","50535","789","100"
"168","50","50536","789","100"
"382","50","50537","789","100"
"149","50","50538","791","100"
"460","50","50539","793","100"
"185","50","50540","793","100"
"679","50","50541","794","100"
"303","50","50542","796","100"
"752","50","50543","796","100"
"914","50","50544","798","100"
"657","50","50545","799","100"
"214","50","50546","800","100"
"700","50","50547","801","100"
"556","50","50548","801","100"
"777","50","50549","801","100"
"917","50","50550","802","100"
"1008","50","50551","804","100"
"771","50","50552","805","100"
"721","50","50553","806","100"
"347","50","50554","808","100"
"63","50","50555","810","100"
"359","50","50556","811","100"
"634","50","50557","811","101"
"820","50","50558","811","100"
"888","50","50559","811","100"
"751","50","50560","811","100"
"455","50","50561","812","100"
"513","50","50562","813","100"
"639","50","50563","814","100"
"350","50","50564","814","100"
"195","50","50565","815","100"
"662","50","50566","817","100"
"630","50","50567","819","100"
"821","50","50568","820","100"
"945","50","50569","820","100"
"736","50","50570","822","100"
"1199","50","50571","823","100"
"731","50","50572","823","100"
"891","50","50573","825","100"
"858","50","50574","825","100"
"506","50","50575","827","100"
"688","50","50576","829","100"
"579","50","50577","830","100"
"439","50","50578","832","101"
"921","50","50579","832","100"
"505","50","50580","834","100"
"669","50","50581","834","100"
"372","50","50582","836","100"
"95","50","50583","838","100"
"189","50","50584","838","100"
"223","50","50585","839","100"
"692","50","50586","841","100"
"1118","50","50587","843","100"
"926","50","50588","844","100"
"612","50","50589","844","100"
"680","50","50590","845","100"
"614","50","50591","845","100"
"766","50","50592","845","100"
"374","50","50593","845","100"
"552","50","50594","846","200"
"667","50","50595","848","100"
"815","50","50596","849","100"
"648","50","50597","850","100"
"842","50","50598","852","100"
"982","50","50599","852","100"
"732","50","50600","852","100"
