e049f4ed67d63814444096b7e07abc97a1a29b73fcce152ccea6b0b8160e900e,8972afb8199589dae6ea1fd3b2deb100ba52f7bee01934fbeb4ae50e9017f363,9a4ba1e305caee9045b577f80d0e2389eff7b8d748f890c0e1ec144194baf197,bb2ff65456fe2757b2eb2bb2c6139f655b318c0781ef56f1d76303f8ab0f49d7,8c0f67bc83450cacb6630f045834588bfed0448289ccb1335e8fecec0c5ab1b2,f09c9cf9ce074de28aa9fdd5a1c15d086f26db2a1e6640884e6fefcd8a1e5809,b65a9e7e74c5771b8a99b0a0994de2e782bc56596343e18f85ba53af4231d680,529f5289d50e132a1e79dd61f17ccbafdc4e929b725533843b958f547e9fe916,223d5569d739d6e35ac9cd0dd7169f3344a79778ee17cda668a700ecc28557f8,f4f344cd2b22838f5adcf626063d8294181c0bf9902100929131ac79767d8d17,21312bef29b7131e14edab66683608465688036f89c0d89f85938e768ef37135,a186ca8d885ce9b88aa06d586b30e2510b4fef2072cbe12162369b3a1c10dead
"シェフィ","3","","2","9","0","0","0","106401","80005","えっ？　ええ…\nぎゅーっ…？","372"
"キャル","4","","0","11","0","0","0","106001","80005","3.5周年まであと11日！？\nお祝いの準備進んでないんだけど…\nああ～昨日に戻りたいわ…","373"
"シェフィ","4","","2","10","0","0","0","106401","80005","そういえばそんな魔道具があるって\n聞いたことがあるわね\n確か、名前はタイムラーベ…","374"
"キャル","4","","0","12","0","0","0","106001","80005","なにそれヤバいわね\nでも本当にあるんだったら\n準備よりももっとやり直したいこと\nたくさんあるんだけど…","375"
"コッコロ","4","","1","11","0","0","0","105901","80005","もしや正月の件でしょうか…？\nあの時はお金がなくて\n苦労しましたから","376"
"キャル","4","","0","13","0","0","0","106001","80005","あれはそうね…\nお金を湯水のように使う\nぺコリーヌを止められたら\nあんな苦労をすることもなかったし","377"
"ペコリーヌ","4","","3","11","0","0","0","105801","80005","そんなこともありましたね！\nやり直したいといえば\n『きゃるきゃる～ん♪』\nの方かと思いましたよ！","378"
"キャル","4","","0","14","0","0","0","106001","80005","バラすんじゃないわよ\nこのアホリーヌ！\nシェフィはそれ\n知らないんだから！","379"
"キャル","4","","0","15","0","0","0","106001","80005","こうなったらもう、なんとか\nタイムラーべを探し出して\n今の会話をなかったことに…\nって、どうしたのよシェフィ","380"
"シェフィ","4","","2","11","0","0","0","106401","80005","うん…もし、私だったら…\n私が知らないみんなとの時間を\n見てみたいな、って…","381"
"ペコリーヌ","4","","3","12","0","0","0","105801","80005","シェフィちゃん！　タイムなんとか\nなんかなくても大丈夫ですよ！\n一緒の時間はこれから\nどんどん作ればいいんですから！","382"
"コッコロ","4","","1","12","0","0","0","105901","80005","はい、今この瞬間も\n未来にはかけがえのない思い出に\nなっていることでしょう","383"
"キャル","4","","0","16","0","0","0","106001","80005","だからそんな顔しないの\nほら、お祝いの準備、進めるわよ！","384"
"シェフィ","4","","2","12","0","0","0","106401","80005","みんな…そうね\n最高のお祝いにして\n最高の思い出にしましょう！","385"
"ペコリーヌ","5","","3","13","0","0","0","105801","80005","3.5周年まで、あと10日！\nもうすぐですよー！\n楽しみすぎて、やばいですね！","386"
"ペコリーヌ","5","","3","14","0","0","0","105801","80005","そういえば…たくさんのおもちゃが\n子どもたちを襲うっていう\n騒動もありましたね…\nなんでも勝手に動き出したとか！","387"
"ペコリーヌ","5","","3","15","0","0","0","105801","80005","学校や孤児院とかに\nちっちゃなおもちゃが乗り込んで\n暴れたみたいですよ！","388"
"キャル","5","","0","17","0","0","0","106001","80005","暴れたって言っても\n所詮はおもちゃじゃない\nどうせちっさいんでしょ？","389"
"キャル","5","","0","18","0","0","0","106001","80005","だったら魔法で\n全部ぶっ飛ばせばいいじゃない！\n大したことないわよ！","390"
"シェフィ","5","","2","13","0","0","0","106401","80005","キャルってば…\n相手は子どもが\n大事にしてる物なのよ…？","391"
"コッコロ","5","","1","13","0","0","0","105901","80005","乱暴な発言は\nめっ、でございますよ？\n子どもの教育に悪影響を\n与えてしまいますから…","392"
"ペコリーヌ","5","","3","16","0","0","0","105801","80005","キャルちゃんだって\n意外と猫グッズとか\nたっくさん集めてますよね？\nもしその子たちが暴れたら…？","393"
"キャル","5","","0","19","0","0","0","106001","80005","う、うっさいわね！\n意外とか言うな！\n…ま、まあ確かに正面切って\n魔法でぶっ飛ばせないかもね…","394"
"ペコリーヌ","5","","3","17","0","0","0","105801","80005","あはは☆\nキャルちゃんのそういうところ\n好きですよ♪","395"
"ペコリーヌ","5","","3","18","0","0","0","105801","80005","そんなキャルちゃんに猫グッズを\nプレゼントしちゃいますね！\n一部で流行っていた、たい焼き屋の\nおまけフィギュアですよ♪","396"
"ペコリーヌ","5","","3","19","0","0","0","105801","80005","乱暴に扱ったりしないでくださいね\nひとりでに暴れ出しちゃうかも\nしれませんから！","397"
"カリン","6","","2","4","0","0","0","190801","80005","3.5周年まであと９日\nここでみなさんに\nビックニュースですよ！","398"
"カリン","6","","2","5","0","0","0","190801","80005","3.5周年を祝う生放送に\n去年と同様【美食殿】の\nみなさんにご出演いただくことが\n決定しましたー！","399"
"キャル","6","","1","20","0","0","0","106001","80005","…えっ！？","400"
"ペコリーヌ","6","","3","20","0","0","0","105801","80005","本当ですか！？\nそれじゃ今から張り切って\n生放送中に食べる魔物料理を\n作らなくちゃですね☆","401"
"シェフィ","6","","0","14","0","0","0","106401","80005","いや…がんばるところは\nそこじゃないような…\nというか去年も出演してたのね\nすごいじゃない！","402"
"コッコロ","6","","4","14","0","0","0","105901","80005","はい。とても緊張しますが\nやりがいのある大役です\n一緒にがんばりましょうね\nシェフィさま","403"
"シェフィ","6","","0","15","0","0","0","106401","80005","わ、私も出るの！？　でも…\n私も【美食殿】の一人だものね\nそれなら今からしっかり準備をして\nコンディションを整えないと…","404"
"キャル","6","","1","21","0","0","0","106001","80005","ふふん♪\n生放送直前のカチコチになった\nシェフィの姿が楽しみだわ！","405"
"ペコリーヌ","6","","3","21","0","0","0","105801","80005","去年のキャルちゃんは\n緊張しすぎてずっと震えて\nかわいかったですもんね！\n今年もあの姿が見たいです！","406"
"キャル","6","","1","22","0","0","0","106001","80005","ぶっ殺すぞ！？","407"
"カリン","6","","2","6","0","0","0","190801","80005","というわけで\n『プリンセスコネクト！\nRe:Dive』の魅力を\nお伝えする生放送をお楽しみに♪","408"
"コッコロ","7","","1","15","0","0","0","105901","80005","3.5周年まであと８日\nでございますよ\n楽しみですね、主さま","409"
"キャル","7","","0","23","0","0","0","106001","80005","そういえばあんた\n夏休みの宿題は\nきちんとやってるの？","410"
"シェフィ","7","","2","16","0","0","0","106401","80005","宿題…学校に通うのも\n楽しいことばかりじゃ\nないのね","411"
"ペコリーヌ","7","","3","22","0","0","0","105801","80005","あれ？　そういえば\n少し前にルーセント学院で\n何かあったような…","412"
"キャル","7","","0","24","0","0","0","106001","80005","ああ、始業式の日に\n大捕り物があったって\n話題になってたわね","413"
"シェフィ","7","","2","17","0","0","0","106401","80005","夏休みを終わらせないって\n騒いでたっていう話？\nあれ本当なの？\n都市伝説だと思ってたわ","414"
"コッコロ","7","","1","16","0","0","0","105901","80005","その一件ならよく存じ上げて\nおります。ですから主さま\n次の機会にはわたくしと一緒に\nがんばりましょう","415"
"シェフィ","7","","2","18","0","0","0","106401","80005","楽しそう…私も一緒にやりたいな\nママ…じゃ、じゃなくて！\nコッコロさん、私もまざっていい？","416"
"コッコロ","7","","1","17","0","0","0","105901","80005","もちろんでございます\n仲良くお勉強いたしましょう","417"
"キャル","7","","0","25","0","0","0","106001","80005","しれっと教育ママが\n生まれてる…？","418"
"ペコリーヌ","7","","3","23","0","0","0","105801","80005","お勉強は大切ですよ！\nキャルちゃんも一緒に\nがんばりましょう！","419"
"キャル","7","","0","26","0","0","0","106001","80005","え～～～～！？","420"
"キャル","8","","0","27","0","0","0","106001","80005","3.5周年まであと７日〜♪\nふふ～ん♪\nふんふふ～ん♪","421"
"シェフィ","8","","2","19","0","0","0","106401","80005","…\nねぇコッコロさん\nキャル、どうしちゃったの？","422"
"コッコロ","8","","1","18","0","0","0","105901","80005","とてもご機嫌そうに\n鼻歌を歌ってらっしゃいますね\n耳も尻尾もリズミカルに\n揺れて…ノリノリでございます","423"
"ペコリーヌ","8","","3","24","0","0","0","105801","80005","あれはですね！\nカルミナのみなさんの\nサマーライブのチケットが\n手に入ったからなんですよ♪","424"
"シェフィ","8","","2","20","0","0","0","106401","80005","ええっ！？\nあのライブのチケットって確か\n入手困難だったんじゃ…","425"
"キャル","8","","0","28","0","0","0","106001","80005","ふふふふ～ん♪\nしゃいにんぐふゅ～ちゃ～♪","426"
"コッコロ","8","","1","19","0","0","0","105901","80005","なるほど…\nキャルさまがあのように\nなってしまうのも頷けますね","427"
"シェフィ","8","","2","21","0","0","0","106401","80005","…カルミナの\n『Shining Future』\nの中に、シャイニングフューチャー\nって歌詞はなかったはずだけど…","428"
"キャル","8","","0","29","0","0","0","106001","80005","ふんふ…はっ！？\nあっ、あんたたち！\nなに人の鼻歌を\n勝手に聞いてるのよ！？","429"
"キャル","8","","0","30","0","0","0","106001","80005","こっ、これは別に\nカルミナの曲じゃなくて…\nあたしのオリジナルソングよ！\n聞いたらお金取るわよっ！？","430"
"ペコリーヌ","8","","3","25","0","0","0","105801","80005","えへへ、キャルちゃん\nカルミナのサマーライブ\n思いっきり楽しみましょうね☆","431"
"キャル","8","","0","31","0","0","0","106001","80005","も～っ！\n生暖かい目で見るな～～！\nぶっ殺すわよ～～～！","432"
"シェフィ","9","","0","22","0","0","0","106401","80005","3.5周年まであと６日\n３人も言ってたけど\nあっという間だったわね","433"
"シェフィ","9","","0","23","0","0","0","106401","80005","…えっ？\n生放送の意気込み！？\n突然なに！？","434"
"シェフィ","9","","0","24","0","0","0","106401","80005","ええと…\nとにかく失敗しないように\n台本たくさん読んで…\nそれから…","435"
"シェフィ","9","","0","25","0","0","0","106401","80005","えっ！？\nトラブルがあったら\nどうするのかって！？\nそ、それは…！","436"
"シェフィ","9","","0","26","0","0","0","106401","80005","とにかく落ち着いて\nスタッフさんの指示を聞いて…","437"
"シェフィ","9","","0","27","0","0","0","106401","80005","それから、それから…！\nぅ、ぅぅっ…！","438"
"シェフィ","9","","0","28","0","0","0","106401","80005","―びえぇぇ～んっ！！！","439"
"コッコロ","9","","1","20","0","0","0","105901","80005","どうされましたか、シェフィさま","440"
"シェフィ","9","","0","29","0","0","0","106401","80005","ううっ…ひっく…\nママッ…！","441"
"コッコロ","9","","1","21","0","0","0","105901","80005","よしよし、緊張されてるのですね\nママが傍におりますよ\n主さま、少々お待ちくださいませ","442"
"コッコロ","9","","1","22","0","0","0","105901","80005","…ふぅ\nシェフィさま\n生放送への意気込み\nお話しできそうですか？","443"
"シェフィ","9","","0","30","0","0","0","106401","80005","…ううっ\n恥ずかしすぎて\nもう生放送出られない…","444"
"コッコロ","10","","0","23","0","0","0","105901","80005","主さま\n3.5周年まであと５日\nでございます","445"
"コッコロ","10","","0","24","0","0","0","105901","80005","ですがその前に\n生放送がありますね","446"
"コッコロ","10","","0","25","0","0","0","105901","80005","…生放送に向けた\n意気込みでございますか？","447"
"コッコロ","10","","0","26","0","0","0","105901","80005","もちろんわたくしは\n主さまのために\n全身全霊を込めて\n楽しい時間をご提供いたします","448"
"コッコロ","10","","0","27","0","0","0","105901","80005","…と、意気込んでみましたが\nうまくできるか少し不安です\n声が小さくなったり\n間違えてしまったらどうしようと…","449"
"コッコロ","10","","0","28","0","0","0","105901","80005","ですがわたくしは\n一人ではありません\n【美食殿】のみなさまが\nおります","450"
"コッコロ","10","","0","29","0","0","0","105901","80005","どんな困難も\nみなさまと一緒なら\n乗り越えられると\nわたくし、確信しております","451"
"コッコロ","10","","0","30","0","0","0","105901","80005","それに今回はシェフィさまも\nご参加されるわけですし\nママとしてお手本に\nならねばなりませんね","452"
"コッコロ","10","","0","31","0","0","0","105901","80005","主さま。3.5周年も\n食卓を囲んでいる時のような\n楽しい思い出を\n一緒に作りましょうね","453"
"ペコリーヌ","11","","0","26","0","0","0","105801","80005","3.5周年まであと４日！\nやばいですね☆","454"
"キャル","11","","1","32","0","0","0","106001","80005","はいはい、やばいわね\nというかもうすぐ生放送だけど\nあんた準備はできてるの？","455"
"ペコリーヌ","11","","0","27","0","0","0","105801","80005","ばっちりオイッスー☆　ですよ！\n『王家の装備』も全開です！","456"
"ペコリーヌ","11","","0","28","0","0","0","105801","80005","あとは前回を超える\n最高のオイッスー☆　を\nお届けできるように\n練習あるのみですかね！","457"
"ペコリーヌ","11","","0","29","0","0","0","105801","80005","キャルちゃんは\nどうなんですか？\nオイッスー☆　を\n毎日ちゃんと練習してますか？","458"
"キャル","11","","1","33","0","0","0","106001","80005","はぁ！？　なんであたしまで\nその変なあいさつを練習しないと\nいけないのよ！","459"
"ペコリーヌ","11","","0","30","0","0","0","105801","80005","もしかしてやってないんですか？\nダメですよキャルちゃん！\nシェフィちゃんだってちゃんと\n毎日練習してるのに！","460"
"ペコリーヌ","11","","0","31","0","0","0","105801","80005","こうなったらわたしがキャルちゃん\nにオイッスー☆　の『オ』から\nしっかり教えてあげないと！","461"
"ペコリーヌ","11","","0","32","0","0","0","105801","80005","オイッスー☆　の『オ』は\n口を大きく開いて〜\nドラゴンの骨つき肉に\nかぶりつく直前をイメージして〜","462"
"キャル","11","","1","34","0","0","0","106001","80005","だからあたしはやるなんて一言も…","463"
"ペコリーヌ","11","","0","33","0","0","0","105801","80005","オイッスー☆","464"
"キャル","11","","1","35","0","0","0","106001","80005","聞きなさいっての！！","465"
"シェフィ","12","","2","31","0","0","0","106401","80005","3.5周年まであと３日…\nそして生放送は、明日…","466"
"シェフィ","12","","2","32","0","0","0","106401","80005","もっと台本を\n読み込んでおかないと…\nあと発声練習も…","467"
"シェフィ","12","","2","33","0","0","0","106401","80005","おいっす！\n…こうじゃなかったわね\nええと確か…","468"
"シェフィ","12","","2","34","0","0","0","106401","80005","うう…あんなに練習したのに\nこれじゃみんなに迷惑かけちゃう…","469"
"シェフィ","12","","2","35","0","0","0","106401","80005","【美食殿】の一員として\n認められるように\n頑張らないといけないのに\nよし、もう一度…","470"
"ペコリーヌ","12","","3","34","0","0","0","105801","80005","やってますねシェフィちゃん！","471"
"キャル","12","","0","36","0","0","0","106001","80005","なによ、考えることは\nみんな同じってこと？","472"
"コッコロ","12","","1","32","0","0","0","105901","80005","ふふ。シェフィさま\nよろしければ\n仲間に入れてください\n一緒にやればきっとうまくできます","473"
"シェフィ","12","","2","36","0","0","0","106401","80005","みんな…もちろんよ！","474"
"ペコリーヌ","12","","3","35","0","0","0","105801","80005","それじゃ明日の生放送に向けて\n一緒に練習がんばりましょう☆","475"
"カリン","13","","2","7","0","0","0","190801","80005","3.5周年まであと２日と\n迫った本日は…\nいよいよ生放送です！","476"
"カリン","13","","2","8","0","0","0","190801","80005","【美食殿】のみなさんが\n準備に入られていますので\nそれぞれ繋いでみましょう！\nまずはペコリーヌさんです！","477"
"ペコリーヌ","13","","3","36","0","0","0","105801","80005","今日もオイッスー☆\nみんなで一緒に\nオイッスー☆","478"
"カリン","13","","2","9","0","0","0","190801","80005","お手本になるような\n発声練習ですね！\nそれでは続いてコッコロさん","479"
"コッコロ","13","","4","33","0","0","0","105901","80005","はじめちょろちょろ\nなかぱっぱ～♪\n生放送前にみなさまで\n食卓を囲んで英気を養いましょう","480"
"カリン","13","","2","10","0","0","0","190801","80005","さすが【美食殿】のママですね！\nそしてキャルさんは…","481"
"キャル","13","","1","37","0","0","0","106001","80005","大丈夫…大丈夫…\nあたしは大丈夫…","482"
"カリン","13","","2","11","0","0","0","190801","80005","す、すごく震えてますけど\n大丈夫でしょうか…？\nそして今回初参加となる\n期待の新人シェフィさん！","483"
"シェフィ","13","","0","37","0","0","0","106401","80005","あうー？","484"
"みんな","13","105901,34,106001,38,190801,12","4","37","0","0","1","105801","80005","あ…","485"
"キャル","13","","1","39","0","0","0","106001","80005","ちょ、ちょっとシェフィ！？\nなに赤ちゃん返りしてん―\nあ痛ぁっ！\n噛んだわこいつーっ！","486"
"コッコロ","13","","4","35","0","0","0","105901","80005","シェフィさま\n緊張しすぎて\nしまったのでしょうね…\nおーよしよし…","487"
"ペコリーヌ","13","","3","38","0","0","0","105801","80005","シェフィちゃん！\nそういう時は手のひらに\n好きな文字を書いて\n食べちゃうといいですよ！","488"
"カリン","13","","2","13","0","0","0","190801","80005","…ええと、現場からは以上です！\n生放送はもうすぐ！\n特別なお知らせもありますので\nどうぞお楽しみに！","489"
"シェフィ","14","","2","38","0","0","0","106401","80005","3.5周年の記念日も\nいよいよ明日ね\n…って、あれ？","490"
"ペコリーヌ","14","","3","39","0","0","0","105801","80005","記念日はこの森へ行きませんか！？\nすっごく美味しいお肉が\nとれるんです☆","491"
"キャル","14","","0","40","0","0","0","106001","80005","うげ、またあの魔物？\nさすがに今度は\n丸焼きとかはやめてよね…\n見た目がヤバすぎるし","492"
"コッコロ","14","","1","36","0","0","0","105901","80005","ふふ、キャルさまもだいぶ\n魔物肉に慣れてきたようですね\n調理ならばわたくしに\nお任せください♪","493"
"シェフィ","14","","2","39","0","0","0","106401","80005","みんな、何をしているの？\nなんだか、\n不穏な単語が聞こえたんだけど…","494"
"ペコリーヌ","14","","3","40","0","0","0","105801","80005","シェフィちゃん！\n明日の食べ尽くしツアーの\n相談をしてたんですよ！","495"
"コッコロ","14","","1","37","0","0","0","105901","80005","はい。明日は【美食殿】の\n一員となったシェフィさまと一緒に\n初めて記念日を過ごすのですから\n特別なコース料理を用意しませんと","496"
"キャル","14","","0","41","0","0","0","106001","80005","ふふん♪\n猫の毛も逆立つような\nあれこれを食べさせられるから\n覚悟しておいたほうがいいわよ？","497"
"シェフィ","14","","2","40","0","0","0","106401","80005","へ、へぇ…","498"
"ペコリーヌ","14","","3","41","0","0","0","105801","80005","期待しててくださいね！\nシェフィちゃんとあなたに\n『おいちー！』って喜んでもらえる\n最高のごちそうを準備しますから☆","499"
"シェフィ","14","","2","41","0","0","0","106401","80005","ええと…その…うーんと…\nわ、分かったわ\n私も【美食殿】の一員だもの","500"
"シェフィ","14","","2","42","0","0","0","106401","80005","それにあなたも一緒みたいだし\n最後までがんばってみるわ…！","501"
"ペコリーヌ","15","","3","42","0","0","0","105801","80005","それではいつものあれを\nやりましょう！\n準備はいいですかっ？\n…いっきますよー！","502"
"キャル","15","","1","42","0","0","0","106001","80005","祝！","503"
"コッコロ","15","","4","38","0","0","0","105901","80005","3.5周年！","504"
"シェフィ","15","","0","43","0","0","0","106401","80005","おめでとうございます！","505"
"カリン","15","","2","14","0","0","0","190801","80005","この日を迎えられたのも\nあなたが『プリンセスコネクト！\nRe:Dive』を遊んでくれている\nおかげです！","506"
"カリン","15","","2","15","0","0","0","190801","80005","ということで\nみなさんからあなたへ一言ずつ\n感謝の言葉をどうぞ！","507"
"ペコリーヌ","15","","3","43","0","0","0","105801","80005","感謝の言葉ですか？　わたしは\n毎日あなたに感謝してますよ\n【美食殿】の仲間になってくれて…\n一緒にごはんを食べてくれて…","508"
"ペコリーヌ","15","","3","44","0","0","0","105801","80005","なにより今でもわたしをぺコリーヌ\nって呼んでくれてありがとうござい\nます。これからもわたしはあなたの\nぺコリーヌです！　やばいですね☆","509"
"キャル","15","","1","43","0","0","0","106001","80005","えっ！？　今度はあたし！？\n感謝って…まぁ、そうね…\nあんたにはあたしが\n辛くて苦しい時に助けてもらって…","510"
"キャル","15","","1","44","0","0","0","106001","80005","でもおかげで色々吹っ切れたわ！\nもしあんたが困ってたら今度は\nあたしが助けてあげるから\nその時はちゃんと言いなさいよ！","511"
"シェフィ","15","","0","44","0","0","0","106401","80005","ええと…次は私ね\n実はよく覚えてないのだけど\n空から落ちてきた私を受け止めて\nくれたのはあなたなのでしょう？","512"
"シェフィ","15","","0","45","0","0","0","106401","80005","最初に私を見つけてくれたのが\nあなたで良かったって思ってるの\nおかげで私は居場所を見つけたから\nあなたがくれたもの、大切にするわ","513"
"コッコロ","15","","4","39","0","0","0","105901","80005","では最後にわたくしから…\nわたくしは主さまの元を離れた日…\nこのように記念日をお祝いする\nことは二度とないと思っていました","514"
"コッコロ","15","","4","40","0","0","0","105901","80005","ですが、主さまはわたくしを\n迎えにきてくださり、今もこうして\nおそばにおいてくださっています\nわたくしにとって毎日が記念日です","515"
"コッコロ","15","","4","41","0","0","0","105901","80005","わたくしたちの物語は\nまだ続いていきます\nこれからも一緒にページを\n作っていきましょうね","516"
"ペコリーヌ","15","","3","45","0","0","0","105801","80005","それじゃ\nいつものあれでしめますよ！\nみんなで一緒に、さんはい☆","517"
"みんな","15","105901,42,106001,45,106401,46,190801,16","4","46","0","0","1","105801","80005","これからも\nよろしくおねがいします！","518"
"カリン","0","","1","1","1","0","0","190804","60003","新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","519"
"","0","","2","0","1","1","0","0","60003","今日の運勢は姫吉！　どんな不可能も可能にできちゃう！　　　　仲間と食卓を囲めばさらに運気上昇よ！　ただし魔物料理以外！","520"
"","0","","2","0","1","1","0","0","60003","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","521"
"","0","","2","0","1","1","0","0","60003","今日の運勢は姫吉！　羽が生えたように飛躍できる絶好調の運気！新しいことに挑戦するなら今しかないわ！　やってみましょう！","522"
"","0","","2","0","1","1","0","0","60003","今日の運勢は姫吉！　精霊も新年の幸福をお祝いしています！　　主さまの笑顔が見られて、わたくしも幸せいっぱいでございます♪","523"
"","0","","2","0","2","1","0","0","60003","今日の運勢は姫吉！　やること全てが上手くいく最高の一日！　　あなたの活躍に先生もにっこりです。いい子いい子♪","524"
"","0","","2","0","1","2","0","0","60003","今日の運勢は大吉！　お裁縫好きな女の子のお墨付きです！　　　お世話したがりの妹にめいっぱい愛されちゃうかも！？","525"
"","0","","2","0","1","2","0","0","60003","今日の運勢は大吉！　ラッキーカラーは赤！　　　　　　　　　　湧き上がるアイデアの数々に、高笑いが止まりませんわ！","526"
"","0","","2","0","1","2","0","0","60003","今日の運勢は大吉！　ラッキーカラーは鮮やかな黄色！　　　　　さらにシマシマのアイテムを持つと、運気倍増らしいッスよ♪","527"
"","0","","2","0","1","2","0","0","60003","今日の運勢は大吉！　秘められた力が開花するでしょう！　　　　じゃあ、私の龍眼と力比べしてみようか？　ふふ、冗談だよ～","528"
"","0","","2","0","2","2","0","0","60003","今日の運勢は大吉！　悩んでいたことが解決しそうです！　　　　たまには勉強も仕事も忘れて、心あたたまる家族と過ごしましょ！","529"
"","0","","2","0","1","3","0","0","60003","今日の運勢は中吉！　家の中でゆっくり過ごすのがよさそう！　　ラッキーアイテムはゲームよ！　ベストスコアを更新できるかも？","530"
"","0","","2","0","1","3","0","0","60003","今日の運勢は中吉！　上手くなりたいことに積極的に挑戦してみてサックス好きの妹が、手取り足取りサポートしてくれるかも～？","531"
"","0","","2","0","1","3","0","0","60003","今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！","532"
"","0","","2","0","1","3","0","0","60003","今日の運勢は中吉！　日頃の努力が報われます！　　　　　　　　親しい友人がいるなら報告してみて。一緒に喜んでくれるはずだ。","533"
"","0","","2","0","1","3","0","0","60003","今日の運勢は中吉！　ラッキーアイテムはかわいいもの！　　　　ア、アタシはかわいいじゃなくてキレイだってば！　も～っ！","534"
"","0","","2","0","1","3","0","0","60003","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！","535"
"","0","","2","0","2","3","0","0","60003","今日の運勢は中吉！　悩まず行動すれば強運に恵まれる！　　　　守るよりも攻めるが吉だ！　勝負事をするにはいい運勢だな！","536"
"","0","","2","0","1","4","0","0","60003","今日の運勢は小吉！　まだ見ぬ危険が隠れているかも！　　　　　でも安心しろ！　提督が貴公を守ってくれるはずだぞ！","537"
"","0","","2","0","1","4","0","0","60003","今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！","538"
"","0","","2","0","1","4","0","0","60003","今日の運勢は小吉！　気の向くままに過ごすのが幸せへの近道！　美味い魚を食べて猫を眺めて、自然体で過ごすのはどうだい？","539"
"","0","","2","0","1","4","0","0","60003","今日の運勢は小吉！　難しい頼み事をされるかもしれません！　　うまくやれればきっと成長につながります、挑戦してみましょう！","540"
"","0","","2","0","1","4","0","0","60003","今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！","541"
"","0","","2","0","1","4","0","0","60003","今日の運勢は小吉！　周りに流されず、マイペースな一日を！　　ただし寝すぎには注意ぐうたらし過ぎず適度な運動を、だってさ～","542"
"","0","","2","0","2","4","0","0","60003","今日の運勢は小吉！　無理は禁物、お家で静かにしていましょう　プロぼっちの私が、お家での過ごし方……教えてあげましょうか？","543"
"カリン","0","","3","2","0","0","0","190804","60003","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","544"
"カリン","7","","3","3","0","0","0","190804","60003","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","545"
"カリン","0","","1","1","1","0","0","190804","60004","新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","546"
"","0","","2","0","1","1","0","0","60004","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","547"
"","0","","2","0","1","1","0","0","60004","今日の運勢は姫吉！　羽が生えたように飛躍できる絶好調の運気！新しいことに挑戦するなら今しかないわ！　やってみましょう！","548"
"","0","","2","0","1","1","0","0","60004","今日の運勢は姫吉！　宴でも開きたくなるほどの絶対幸運！\nイメチェンでもしてみるのはどうだ？　ぴょんぴょん、なんてな♪","549"
"","0","","2","0","1","1","0","0","60004","今日の運勢は姫吉！　ずっと祈り続けていた願いが叶うかも！\nきっとあんたならたどり着けるわ、ハッピーエンドのその先に","550"
"","0","","2","0","1","1","0","0","60004","今日の運勢は姫吉！　やること全てが上手くいく最高の一日！　　あなたの活躍に先生もにっこりです。いい子いい子♪","551"
"","0","","2","0","1","2","0","0","60004","今日の運勢は大吉！　悩んでいたことが解決しそうです！　　　　たまには勉強も仕事も忘れて、心あたたまる家族と過ごしましょ！","552"
"","0","","2","0","2","2","0","0","60004","今日の運勢は大吉！　ラッキーカラーは赤！　　　　　　　　　　湧き上がるアイデアの数々に、高笑いが止まりませんわ！","553"
"","0","","2","0","1","2","0","0","60004","今日の運勢は大吉！　ラッキーワードは「ぴょんぴょん♪」\nおっきな声で一緒に言ってみよ～♪　うさぎさんぴょんぴょ～ん♪","554"
"","0","","2","0","1","2","0","0","60004","今日の運勢は大吉！　あなたの趣味がもっと広がるかも！\nかんわゆ～～～いショタと～騎士きゅんもゲット～んふふ～♪","555"
"","0","","2","0","1","2","0","0","60004","今日の運勢は大吉！　秘められた力が開花するでしょう！　　　　じゃあ、私の龍眼と力比べしてみようか？　ふふ、冗談だよ～","556"
"","0","","2","0","1","3","0","0","60004","今日の運勢は中吉！　ラッキーアイテムはかわいいもの！　　　　ア、アタシはかわいいじゃなくてキレイだってば！　も～っ！","557"
"","0","","2","0","2","3","0","0","60004","今日の運勢は中吉！　悩まず行動すれば強運に恵まれる！　　　　守るよりも攻めるが吉だ！　勝負事をするにはいい運勢だな！","558"
