c5462845f17fff6139b3125420fa7a14e8685296b34e93e16f9eb78335a6f865,dba80a2dc8a89f3c58308dfdfc1c5619ea0634888bd7f2bacb88f68ce0490f23,eee07379f7f5802de45f8eccd332e9c17b67636962d9fde289023f3287cc6048,49d1da0a36c1ce22e6d09754deaba835fabf37a200de4de6247f950370891f80,07c04ec021506927a386b5047f04e9332ed9fb597be05f0d286faf750945be42,ceee40fa7990cd8f2bc656bb709586cfd3409b7272b94505e35c5580fd6f1c38,829cf125cf6309432cf5816f394574b53b44bad6e37ba38abf4fee9716d17735,0da2555285d65b09d383aa0a0c5273be0b93d1defe87018504cab9921fccbd93,c99179550b60a5ed0a2560fe68a352887541ee54d0e043113947f661df57e85c,eb6219591457867ad6ed602903c8f2ae3057a99f4c772e4ae93f7b73ac902f4a,486dbf7f07cbd6fef07572458a5506c87a96b9048ca21a2a36ec83b0de9dbd6a
"65084","kururu_kurukuru_loopF","5146065","","0","97","0","kururu_kurukuru_inF","1","0.2","3"
"65085","kururu_kurukuru_loopB","5146065","","0","96","0","kururu_kurukuru_inB","1","0.2","3"
"65086","0","5146065","","","vo_apg","0","vo_apg_0511","","","21"
"65087","0","5146065","1.1","0","131011","10","くるくる～♪","0","0","11"
"65088","","5146065","","","0","","","","","91"
"65089","0","5146065","","","vo_apg","0","vo_apg_0512","","","21"
"65090","0","5146065","1","0","130911","10","くるくるくる～♪","0","0","11"
"65091","","5146065","","","0","","","","","91"
"65092","0","5146065","0","10","131011","2","6","0","0","12"
"65093","0","5146065","0","10","130911","2","7","0","0","12"
"65094","","5146065","","","106011","1","walk_normal","","0.2","3"
"65095","","5146065","","","1060","1","walk_normal","","0.2","3"
"65096","3.4","5146065","","","106011","-305","-376","0","","2"
"65097","3.4","5146065","","","1060","-305","-376","0","","2"
"65098","","5146065","","","3.4","","0","","","93"
"65099","0.6","5146065","","","106011","-305","-446","14","","2"
"65100","0.6","5146065","","","1060","-305","-446","14","","2"
"65101","","5146065","","","106011","0","kyaru_damage","","0","3"
"65102","","5146065","","","1060","0","kyaru_damage","","0","3"
"65103","","5146065","","","0.8","","0","","","93"
"65104","cool_talk_jitome","5146065","","0","106011","0","cool_in_jitome","1","0.2","3"
"65105","cool_talk_jitome","5146065","","0","1060","0","cool_in_jitome","1","0.2","3"
"65106","0","5146065","","","vo_apg","0","vo_apg_0513","","","21"
"65107","1","5146065","0","0","106011","10","なにやってんの、あんたら…","1","0","11"
"65108","","5146065","","","0","","","","","91"
"65109","","5146065","","","65110","","","","","101"
"65110","","5146065","","","0","","0.2","","","22"
"66001","-500","5146066","aoi_walk_fear","0","1","140","104011","-278","1.8","1"
"66002","30","5146066","idle_normal","0","1","141","99","-262","1.8","5"
"66003","290","5146066","idle_normal_noface","1","1","100","130911","-278","1.8","1"
"66004","290","5146066","idle_normal_kururu","1","1","101","98","-278","1.8","5"
"66005","","5146066","","","104011","","201","","","13"
"66006","","5146066","","","130911","","200","","","13"
"66007","0","5146066","idle","0","8","15","8","-174","0.85","5"
"66008","-119","5146066","empty","0","20","210","20","-79","1","5"
"66009","0","5146066","empty","0","22","210","22","-194","1","5"
"66010","0","5146066","","","1","0","1","1","1","31"
"66011","-57.7","5146066","","","2","0","2","1","0","31"
"66012","0","5146066","","","13","0","13","1","0","31"
"66013","-69","5146066","","","19","11","19","1","0","31"
"66014","0","5146066","","","20","0","20","1","1","31"
"66015","","5146066","","","20","","104011","","","36"
"66016","","5146066","","","20","","99","","","36"
"66017","","5146066","","","20","","20","","","36"
"66018","","5146066","","","20","","22","","","36"
"66019","","5146066","","","0","","0","","","91"
"66020","","5146066","","","0","0","0","","","102"
"66021","2.7","5146066","","","104011","-278","-290","0","","2"
"66022","","5146066","","","104011","1","aoi_walk_fear","","0.2","3"
"66023","","5146066","","","2.7","","0","","","93"
"66024","","5146066","","","104011","1","see_talk","","0.2","3"
"66025","0","5146066","","","vo_apg","0","vo_apg_0601","","","21"
"66026","1","5146066","0","0","104011","10","とうとう来ちゃいました…\nグランドリームパーク…\n一人『グラドリ』大丈夫ですかね？\n実はぼっちは捕まって強制退園とか…","1","0","11"
"66027","","5146066","","","0","","","","","91"
"66028","","5146066","","","104011","1","see_idle","","0.2","3"
"66029","talk_normal","5146066","","0.2","130911","0","smile","1","0.2","3"
"66030","talk_normal","5146066","","0.2","98","0","smile","1","0.2","3"
"66031","0","5146066","","","vo_apg","0","vo_apg_0602","","","21"
"66032","1","5146066","0","0","130911","10","アオイさんですよね～っ！？\nグランドリームパークへようこそっ♪\n本日はおひとりさまですますか？","1","0","11"
"66033","","5146066","","","0","","","","","91"
"66034","","5146066","","","130911","1","idle_normal_surprise","","0.2","3"
"66035","","5146066","","","104011","1","panic","","0.2","3"
"66036","0","5146066","","","vo_apg","0","vo_apg_0603","","","21"
"66037","1","5146066","0","0","104011","15","ぶひゃおおおお！？\nすすす、すみません！\nぼっちは強制退園ですよね！\n今すぐ出ていきますので～！","1","0","11"
"66038","","5146066","","","0","","","","","91"
"66039","","5146066","","","130911","1","anger_talk_pain","","0.2","3"
"66040","","5146066","","","98","1","anger_talk_pain","","0.2","3"
"66041","0","5146066","","","vo_apg","0","vo_apg_0604","","","21"
"66042","1","5146066","0","0","130911","10","待ってください待ってくださいっ！\n強制退園ってなんですます～っ！？\nそんなことしませんですですっ！","1","0","11"
"66043","","5146066","","","0","","","","","91"
"66044","","5146066","","","130911","1","idle_normal_dere","","0.2","3"
"66045","surprise_talk_search_dere","5146066","","0.1","104011","0","aoi_surprise_in","1","0","3"
"66046","0","5146066","","","vo_apg","0","vo_apg_0605","","","21"
"66047","1","5146066","0","0","104011","10","そんな、ぼっちにも優しいなんて…\nサービスが行き届いている！\nそれで、どこなんです？\nぼっち専用アトラクションは？","1","0","11"
"66048","","5146066","","","0","","","","","91"
"66049","","5146066","","","104011","1","surprise_idle_dere","","0.2","3"
"66050","kururu_guid_talk","5146066","","0.2","130911","0","kururu_surprise_talk_long","1","0.2","3"
"66051","kururu_guid_talk","5146066","","0.2","98","0","kururu_surprise_talk_long","1","0.2","3"
"66052","0","5146066","","","vo_apg","0","vo_apg_0606","","","21"
"66053","1","5146066","0","0","130911","10","えっ？\nえーっとえーっと\nこの観覧車なんかどうでしょう？\nぼっち専用ではないですけど…","1","0","11"
"66054","","5146066","","","0","","","","","91"
"66055","","5146066","","","130911","1","idle_normal_noface","","0.2","3"
"66056","","5146066","","","98","1","idle_normal_kururu","","0.2","3"
"66057","guts2_talk_surprise2","5146066","","0","104011","0","guts2_in_surprise2","1","0.2","3"
"66058","0","5146066","","","vo_apg","0","vo_apg_0607","","","21"
"66059","1","5146066","0","0","104011","10","の、乗ります！\nぼっち料金でもいいので\n乗せてくださいぃ！","1","0","11"
"66060","","5146066","","","0","","","","","91"
"66061","","5146066","","","104011","1","guts2_idle_surprise2","","0.2","3"
"66062","","5146066","","","130911","1","joy_talk_dere","","0.2","3"
"66063","","5146066","","","98","1","joy_talk","","0.2","3"
"66064","0","5146066","","","vo_apg","0","vo_apg_0608","","","21"
"66065","1","5146066","0","0","130911","10","別に料金は変わりませんので…\n気が済むまでお乗りください♪","1","0","11"
"66066","","5146066","","","0","","","","","91"
"66067","","5146066","","","0","","0","","","22"
"66068","idle_normal_joy","5146066","","0.1","130911","0","hello","1","0.4","3"
"66069","","5146066","","","104011","1","walk_jog_dere","","0.2","3"
"66070","2","5146066","","","104011","-278","-50","0","","2"
"66071","","5146066","","","1","","0","","","93"
"66072","","5146066","","","2","","1","","","32"
"66073","","5146066","","","1.5","","0","","","93"
"66074","0","5146066","","","104011","-480","0","0","","2"
"66075","","5146066","","","104011","1","empty","","0","3"
"66076","","5146066","","","20","","scale15","","","37"
"66077","","5146066","","","2","","fade_out","","","37"
"66078","","5146066","","","13","","1","","","32"
"66079","","5146066","","","2","","0","","","93"
"66080","0","5146066","","","vo_apg","0","vo_apg_0609","","","21"
"66081","","5146066","","","22","0","0609_in","","0","3"
"66082","","5146066","","","2.2","","1","","","93"
"66083","","5146066","","","22","0","0609_mid","","0","3"
"66084","","5146066","","","","","","","","92"
"66085","","5146066","","","22","0","0609_out","","0","3"
"66086","","5146066","","","0.2","","0","","","93"
"66087","0","5146066","","","20","-79","-132","0","","2"
"66088","0","5146066","","","vo_apg","0","vo_apg_0610","","","21"
"66089","","5146066","","","22","0","0610_in","","0","3"
"66090","","5146066","","","2.2","","1","","","93"
"66091","","5146066","","","22","0","0610_mid","","0","3"
"66092","","5146066","","","","","","","","92"
"66093","","5146066","","","22","0","0610_out","","0","3"
"66094","","5146066","","","0.2","","0","","","93"
"66095","0","5146066","","","vo_apg","0","vo_apg_0611","","","21"
"66096","","5146066","","","22","0","0611_in","","0","3"
"66097","","5146066","","","2.3","","1","","","93"
"66098","","5146066","","","22","0","0611_mid","","0","3"
"66099","","5146066","","","","","","","","92"
"66100","","5146066","","","22","0","0611_out","","0","3"
"66101","","5146066","","","0.2","","0","","","93"
"66102","","5146066","","","0","","0","","","22"
"66103","","5146066","","","104011","1","empty","","0","3"
"66104","","5146066","","","2","","fade_in","","","37"
"66105","","5146066","","","1","","0","","","93"
"66106","","5146066","","","13","","0","","","32"
"66107","","5146066","","","2","","fade_out","","","37"
"66108","","5146066","","","130911","1","kururu_wish_talk_surprise_lookup","","0","3"
"66109","","5146066","","","1","","0","","","93"
"66110","kururu_surprise_talk_joy","5146066","","0.2","130911","0","kururu_wish_talk_surprise_lookup","1","0.2","3"
"66111","0","5146066","","","vo_apg","0","vo_apg_0612","","","21"
"66112","1","5146066","0","0","130911","10","どうでしたか～？\nって、そのまま二周目ですか？\nふふっ、ずいぶんと気に入ってくれた\nみたいでうれしいですです♪","1","0","11"
"66113","","5146066","","","0","","","","","91"
"66114","","5146066","","","0","","0","","","22"
"66115","","5146066","","","2","","fade_in","","","37"
"66116","","5146066","","","1","","0","","","93"
"66117","","5146066","","","20","","scale1","","","37"
"66118","","5146066","","","2","","blackroom_in","","","37"
"66119","1.15","5146066","","","0","1.15","20","9","10","121"
"66120","0","5146066","","","104011","-248","27","0","","2"
"66121","0","5146066","","","99","-248","27","0","","2"
"66122","","5146066","","","104011","1","aoi_satori_in","","0","3"
"66123","","5146066","","","99","1","aoi_satori_in","","0","3"
"66124","","5146066","","","0.5","","0","","","93"
"66125","0","5146066","","","vo_apg","0","vo_apg_0613","","","21"
"66126","0","5146066","1","0","104011","4","ふふ…ふふふふふ…\nああ、これが悟り…！","1","0","11"
"66127","","5146066","","","3","","","","","93"
"66128","","5146066","","","19","","1","","","32"
"66129","","5146066","","","se_10055900","0","se_10055900_satori","","","23"
"66130","","5146066","","","0.5","","","","","93"
"66131","aoi_satori_loop","5146066","","0","104011","0","aoi_satori_mid","1","0.2","3"
"66132","aoi_satori_loop","5146066","","0","99","0","aoi_satori_mid","1","0.2","3"
"66133","","5146066","","","4","","0","","","93"
"66134","","5146066","","","","","","","","92"
"66135","","5146066","","","66136","","","","","101"
"66136","","5146066","","","0","","0.2","","","22"
"67001","-385","5146067","idle_normal","0","1","106","106611","-288","1.8","1"
"67002","-385","5146067","idle_normal","0","3","107","1066","-288","1.8","5"
"67003","-225","5146067","idle_normal","0","1","103","106511","-278","1.8","1"
"67004","-225","5146067","idle_normal","0","2","104","1065","-278","1.8","5"
"67005","290","5146067","idle_normal","1","1","100","131011","-278","1.8","1"
"67006","","5146067","","","106611","","206","","","13"
"67007","","5146067","","","106511","","203","","","13"
"67008","","5146067","","","131011","","200","","","13"
"67009","0","5146067","idle","0","9","15","9","-174","0.85","5"
"67010","-292","5146067","empty","0","20","210","201","71","1","5"
"67011","-61","5146067","empty","0","20","210","202","71","1","5"
"67012","126","5146067","empty","0","22","210","22","-43","1","5"
"67013","0","5146067","empty","0","21","60","21","94","1","5"
"67014","0","5146067","","","1","0","1","1","1","31"
"67015","-57.7","5146067","","","2","0","2","1","0","31"
"67016","0","5146067","","","10","0","10","1","0","31"
"67017","0","5146067","","","20","0","20","1","1","31"
"67018","","5146067","","","20","","106611","","","36"
"67019","","5146067","","","20","","106511","","","36"
"67020","","5146067","","","20","","201","","","36"
"67021","","5146067","","","20","","202","","","36"
"67022","","5146067","","","20","","22","","","36"
"67023","","5146067","","","0","","0","","","91"
"67024","","5146067","","","0","0","0","","","102"
"67025","","5146067","","","1","","0","","","93"
"67026","","5146067","","","106511","1","talk_normal_noface","","0.2","3"
"67027","","5146067","","","1065","1","talk_normal_kaya","","0.2","3"
"67028","0","5146067","","","vo_apg","0","vo_apg_0701","","","21"
"67029","1","5146067","0","0","106511","10","イノリー\n次はこれ乗ってみようぜ","1","0","11"
"67030","","5146067","","","0","","","","","91"
"67031","","5146067","","","106511","1","idle_normal_look","","0.2","3"
"67032","","5146067","","","1065","1","idle_normal_look","","0.2","3"
"67033","cool_talk_sad","5146067","","0","106611","0","cool_in_sad","1","0.2","3"
"67034","cool_talk_sad","5146067","","0","1066","0","cool_in_sad","1","0.2","3"
"67035","0","5146067","","","vo_apg","0","vo_apg_0702","","","21"
"67036","1","5146067","0","0","106611","10","コーヒーカップぅ～？\nなんかガキっぽすぎやしないですかね？","1","0","11"
"67037","","5146067","","","0","","","","","91"
"67038","","5146067","","","106611","1","cool_idle","","0.2","3"
"67039","","5146067","","","1066","1","cool_idle","","0.2","3"
"67040","","5146067","","","106511","1","idle_normal","","0.2","3"
"67041","","5146067","","","1065","1","idle_normal","","0.2","3"
"67042","","5146067","","","131011","1","joy_talk_normal","","0.2","3"
"67043","0","5146067","","","vo_apg","0","vo_apg_0703","","","21"
"67044","1","5146067","0","0","131011","10","このアトラクション、大人気どすえ♪\n最高回転記録を出すために\nみなはんシノギを削ってはるんや♪","1","0","11"
"67045","","5146067","","","0","","","","","91"
"67046","","5146067","","","131011","1","idle_normal","","0.2","3"
"67047","doya_talk_normal","5146067","","0","106511","0","doya_in_normal","1","0.2","3"
"67048","doya_talk_normal","5146067","","0","1065","0","doya_in_normal","1","0.2","3"
"67049","0","5146067","","","vo_apg","0","vo_apg_0704","","","21"
"67050","1","5146067","0","0","106511","10","へえ、それじゃ最高回転記録っての、\n塗り替えてやろうじゃねえか。\nマホさん、ちゃんと数えといてくれよ！","1","0","11"
"67051","","5146067","","","0","","","","","91"
"67052","","5146067","","","106511","1","doya_idle_normal","","0.2","3"
"67053","","5146067","","","1065","1","doya_idle_normal","","0.2","3"
"67054","","5146067","","","131011","1","wish_talk_joy","","0.2","3"
"67055","0","5146067","","","vo_apg","0","vo_apg_0705","","","21"
"67056","1","5146067","0","0","131011","10","は～い♪\nまかしておくれやす～","1","0","11"
"67057","","5146067","","","0","","","","","91"
"67058","","5146067","","","0","","0","","","22"
"67059","idle_normal","5146067","","0.1","131011","0","hello","1","0.4","3"
"67060","","5146067","","","106611","1","walk_yareyare","","0.4","3"
"67061","","5146067","","","1066","1","walk_yareyare","","0.4","3"
"67062","","5146067","","","106511","1","walk_kyapi","","0.2","3"
"67063","","5146067","","","1065","1","walk_kyapi","","0.2","3"
"67064","2","5146067","","","106611","-288","-194","0","","2"
"67065","2","5146067","","","1066","-288","-194","0","","2"
"67066","2","5146067","","","106511","-278","-34","0","","2"
"67067","2","5146067","","","1065","-278","-34","0","","2"
"67068","","5146067","","","1","","0","","","93"
"67069","","5146067","","","2","","1","","","32"
"67070","","5146067","","","1.5","","0","","","93"
"67071","","5146067","","","se_10055900","1","se_10055900_coffee_01","","","23"
"67072","0","5146067","","","106611","-331","-126","0","","2"
"67073","0","5146067","","","1066","-331","-126","0","","2"
"67074","0","5146067","","","106511","-331","126","0","","2"
"67075","0","5146067","","","1065","-331","126","0","","2"
"67076","","5146067","","","20","","scale15","","","37"
"67077","0","5146067","","","vo_apg","0","vo_apg_0706","","","21"
"67078","","5146067","","","22","0","0706_in","","0","3"
"67079","","5146067","","","3","","1","","","93"
"67080","","5146067","","","22","0","0706_mid","","0","3"
"67081","","5146067","","","","","","","","92"
"67082","","5146067","","","22","0","0706_out","","0","3"
"67083","","5146067","","","0.2","","0","","","93"
"67084","0","5146067","","","22","-43","-126","0","","2"
"67085","0","5146067","","","vo_apg","0","vo_apg_0707","","","21"
"67086","","5146067","","","22","0","0707_in","","0","3"
"67087","","5146067","","","3.7","","1","","","93"
"67088","","5146067","","","22","0","0707_mid","","0","3"
"67089","","5146067","","","","","","","","92"
"67090","","5146067","","","22","0","0707_out","","0","3"
"67091","","5146067","","","0.2","","0","","","93"
"67092","","5146067","","","0.1","","0","","","93"
"67093","","5146067","","","10","","1","","","32"
"67094","","5146067","","","10","","horizontal","","","37"
"67095","","5146067","","","se_10055900_coffee_01","","0.3","","","24"
"67096","","5146067","","","se_10055900","1","se_10055900_coffee_02","","","23"
"67097","0","5146067","","","202","-12","179","0","","2"
"67098","","5146067","","","20","","scale1","","","37"
"67099","","5146067","","","30","0.5","30","","","122"
"67100","0","5146067","","","vo_apg","0","vo_apg_0708","","","21"
"67101","","5146067","","","202","0","0708_in","","0","3"
"67102","","5146067","","","1.8","","1","","","93"
"67103","","5146067","","","202","0","0708_mid","","0","3"
"67104","","5146067","","","","","","","","92"
"67105","","5146067","","","202","0","0708_out","","0","3"
"67106","","5146067","","","0.2","","0","","","93"
"67107","0","5146067","","","201","71","-237","0","","2"
"67108","","5146067","","","20","","scale15","","","37"
"67109","0","5146067","","","vo_apg","0","vo_apg_0709","","","21"
"67110","","5146067","","","22","0","0709_in","","0","3"
"67111","","5146067","","","2.3","","1","","","93"
"67112","","5146067","","","22","0","0709_mid","","0","3"
"67113","","5146067","","","","","","","","92"
"67114","","5146067","","","22","0","0709_out","","0","3"
"67115","","5146067","","","0.2","","0","","","93"
"67116","","5146067","","","0.1","","0","","","93"
"67117","","5146067","","","20","","scale1","","","37"
"67118","0","5146067","","","202","-12","0","0","","2"
"67119","","5146067","","","30","0.5","30","","","122"
"67120","0","5146067","","","vo_apg","0","vo_apg_0710","","","21"
"67121","","5146067","","","202","0","0710_in","","0","3"
"67122","","5146067","","","2.2","","1","","","93"
"67123","","5146067","","","202","0","0710_mid","","0","3"
"67124","","5146067","","","","","","","","92"
"67125","","5146067","","","202","0","0710_out","","0","3"
"67126","","5146067","","","0.2","","0","","","93"
"67127","","5146067","","","0","","0","","","22"
"67128","","5146067","","","202","0","empty","","0","3"
"67129","","5146067","","","10","","0","","","32"
"67130","","5146067","","","1","","0","","","93"
"67131","","5146067","","","se_10055900_coffee_02","","0.5","","","24"
"67132","","5146067","","","131011","1","see_guru","","0","3"
"67133","","5146067","","","106611","1","empty","","0.2","3"
"67134","","5146067","","","1066","1","empty","","0.2","3"
"67135","0","5146067","","","106611","-195","-104","0","","2"
"67136","0","5146067","","","1066","-195","-104","0","","2"
"67137","","5146067","","","2","","iris_out","","","37"
"67138","0","5146067","","","106511","-278","-129","0","","2"
"67139","0","5146067","","","1065","-278","-129","0","","2"
"67140","","5146067","","","106511","1","walk_normal_doya","","0.2","3"
"67141","","5146067","","","1065","1","walk_normal_doya","","0.2","3"
"67142","2","5146067","","","106511","-278","-290","0","","2"
"67143","2","5146067","","","1065","-278","-290","0","","2"
"67144","0","5146067","","","202","21","-290","0","","2"
"67145","","5146067","","","106511","","1","","","4"
"67146","","5146067","","","1065","","1","","","4"
"67147","","5146067","","","2","","0","","","93"
"67148","","5146067","","","106511","","0","","","4"
"67149","","5146067","","","1065","","0","","","4"
"67150","","5146067","","","106511","1","cool_idle_doya","","0.2","3"
"67151","","5146067","","","1065","1","cool_idle_doya","0","0.2","3"
"67152","","5146067","","","0.2","","0","","","93"
"67153","cool_talk_dere","5146067","","0","106511","0","cool_in_nobi","1","0.2","3"
"67154","cool_talk_dere","5146067","","0","1065","0","cool_in_nobi","1","0.2","3"
"67155","0","5146067","","","vo_apg","0","vo_apg_0711","","","21"
"67156","1","5146067","0","0","106511","10","ふう…全力で回してやったぜ…\nで、何回だった？","1","0","11"
"67157","","5146067","","","0","","","","","91"
"67158","","5146067","","","106511","1","cool_idle_doya","","0.2","3"
"67159","","5146067","","","1065","1","cool_idle_doya","","0.2","3"
"67160","0","5146067","","","vo_apg","0","vo_apg_0712","","","21"
"67161","1","5146067","0","0","131011","10","くるくるくる～\n見てるこっちも目が回ってもうて\n分からへんかったわ～","1","0","11"
"67162","","5146067","","","0","","","","","91"
"67163","idle_normal_shy","5146067","","0","131011","0","maho_idle_normal_in","1","0.5","3"
"67164","surprise_talk_search","5146067","","0.3","106511","0","cool_talk_surprise","1","0.2","3"
"67165","surprise_talk_search","5146067","","0.3","1065","0","cool_talk_surprise","1","0.2","3"
"67166","0","5146067","","","vo_apg","0","vo_apg_0713","","","21"
"67167","1","5146067","0","0","106511","10","そっか…\nなーイノリ、お前数えて…あれ？\nそういやぁイノリはどこだ？","1","0","11"
"67168","","5146067","","","0","","","","","91"
"67169","","5146067","","","106511","1","surprise_idle_talk1R","","0.3","3"
"67170","","5146067","","","1065","1","surprise_idle_talk1R","","0.3","3"
"67171","","5146067","","","131011","1","sad_talk","","0.2","3"
"67172","0","5146067","","","vo_apg","0","vo_apg_0714","","","21"
"67173","1","5146067","0","0","131011","10","イノリはんなら、\n吹き飛ばされてあそこに…","1","0","11"
"67174","","5146067","","","0","","","","","91"
"67175","","5146067","","","131011","1","sad_idle_lookup","","0.2","3"
"67176","","5146067","","","106511","1","surprise_idle_noface_lookup","","0.2","3"
"67177","","5146067","","","1065","1","surprise_idle_kaya_lookup","","0.2","3"
"67178","coffee_1_loop","5146067","","0","21","0","coffee_1_in","1","0","3"
"67179","","5146067","","","se_10055900","0","se_10055900_photo","","","23"
"67180","","5146067","","","0.5","","0","","","93"
"67181","0","5146067","","","201","0","0","0","","2"
"67182","0","5146067","","","vo_apg","0","vo_apg_0715","","","21"
"67183","1","5146067","0","0","106611","10","うう…もう、ダメです…\nカヤぴぃの…脳筋、回転、バカ…\nガクッ！","1","0","11"
"67184","","5146067","","","0","","","","","91"
"67185","","5146067","","","21","0","coffee_1_out","","0","3"
"67186","","5146067","","","se_10055900","0","se_10055900_down","","","23"
"67187","","5146067","","","0.7","","0","","","93"
"67188","","5146067","","","131011","1","sad_idle_sad2_lookup","","0.2","3"
"67189","surprise3_loop_lookup","5146067","","0","106511","0","surprise3_in_lookup","1","0.2","3"
"67190","surprise3_loop_lookup","5146067","","0","1065","0","surprise3_in_lookup","1","0.2","3"
"67191","0","5146067","","","vo_apg","0","vo_apg_0716","","","21"
"67192","","5146067","","","30","0.5","30","","","122"
"67193","","5146067","","","202","0","0716_in","","0","3"
"67194","","5146067","","","1.2","","1","","","93"
"67195","","5146067","","","202","0","0716_mid","","0","3"
"67196","","5146067","","","","","","","","92"
"67197","","5146067","","","202","0","0716_out","","0","3"
"67198","","5146067","","","0","","","","","91"
"67199","","5146067","","","67200","","","","","101"
"67200","","5146067","","","0","","0.2","","","22"
"68001","-385","5146068","idle_normal_eating_noface","0","1","106","105811","-288","1.8","1"
"68002","-385","5146068","idle_normal_eating_peko","0","6","107","1058","-288","1.8","5"
"68003","-225","5146068","idle_normal","0","1","100","106011","-278","1.8","1"
"68004","-225","5146068","idle_normal","0","4","101","1060","-278","1.8","5"
"68005","225","5146068","idle_normal_noface","1","1","103","130911","-278","1.8","1"
"68006","225","5146068","idle_normal_kururu","1","1","104","97","-278","1.8","5"
"68007","","5146068","","","105811","","206","","","13"
"68008","","5146068","","","106011","","200","","","13"
"68009","","5146068","","","130911","","203","","","13"
"68010","0","5146068","idle","0","9","15","9","-174","0.85","5"
"68011","-132","5146068","empty","0","20","210","20","71","1","5"
"68012","0","5146068","empty","0","21","60","21","153","1","5"
"68013","0","5146068","","","1","0","1","1","1","31"
"68014","","5146068","","","0","","0","","","91"
"68015","","5146068","","","0","0","0","","","102"
"68016","","5146068","","","1","","0","","","93"
"68017","kururu_guid_talk","5146068","","0","130911","0","kururu_guid_in","1","0.2","3"
"68018","kururu_guid_talk","5146068","","0","97","0","kururu_guid_in","1","0.2","3"
"68019","0","5146068","","","vo_apg","0","vo_apg_0801","","","21"
"68020","1","5146068","0","0","130911","10","こちらはコーヒーカップです♪\n真ん中のハンドルを回すと\nカップがくるくると…","1","0","11"
"68021","","5146068","","","0","","","","","91"
"68022","","5146068","","","130911","1","kururu_guid_idle","","0.2","3"
"68023","","5146068","","","97","1","kururu_guid_idle","","0.2","3"
"68024","coffee_3_loop","5146068","","0","21","0","coffee_3_in","1","0","3"
"68025","","5146068","","","se_10055900","0","se_10055900_photo","","","23"
"68026","peko_notice_idle","5146068","","0","105811","0","peko_notice_in","1","0.2","3"
"68027","peko_notice_idle","5146068","","0","1058","0","peko_notice_in","1","0.2","3"
"68028","","5146068","","","106011","1","cool_talk_surprise_lookup","","0.2","3"
"68029","","5146068","","","1060","1","cool_talk_surprise_lookup","","0.2","3"
"68030","0","5146068","","","vo_apg","0","vo_apg_0802","","","21"
"68031","1","5146068","0","0","106011","10","真ん中にハンドルなんかないけど？","1","0","11"
"68032","","5146068","","","0","","","","","91"
"68033","","5146068","","","106011","1","cool_idle_talkR","","0.2","3"
"68034","","5146068","","","1060","1","cool_idle_talkR","","0.2","3"
"68035","anger_talk_surprise2_lookup","5146068","","0.2","130911","0","hawawa_lookup","1","0.2","3"
"68036","","5146068","","","97","1","hawawa","","0.2","3"
"68037","0","5146068","","","vo_apg","0","vo_apg_0803","","","21"
"68038","1","5146068","0","0","130911","10","ほえっ！？　そんなそんな…\nあ、ほんとにないですます！？\nどこいったんでしょ～っ！？","1","0","11"
"68039","","5146068","","","0","","","","","91"
"68040","","5146068","","","21","0","coffee_3_out","","0","3"
"68041","","5146068","","","130911","1","anger_idle_sad","","0.2","3"
"68042","","5146068","","","105811","1","sad_idle_noface","","0.2","3"
"68043","sad_idle_peko_loop","5146068","","0","1058","1","sad_idle_peko_in","1","0.2","3"
"68044","0","5146068","","","vo_apg","0","vo_apg_0804","","","21"
"68045","1","5146068","0","0","105811","10","…………","1","0","11"
"68046","","5146068","","","0","","","","","91"
"68047","","5146068","","","106011","","1","","","4"
"68048","","5146068","","","1060","","1","","","4"
"68049","","5146068","","","130911","1","idle_normal_surprise","","0.2","3"
"68050","","5146068","","","106011","1","shock_loop_doteyes","","0.2","3"
"68051","","5146068","","","1060","1","shock_loop_doteyes","","0.2","3"
"68052","peko_bowbowbow_loop","5146068","","0","105811","0","peko_bowbowbow_in","1","0.2","3"
"68053","peko_bowbowbow_loop","5146068","","0","1058","0","peko_bowbowbow_in","1","0.2","3"
"68054","0","5146068","","","vo_apg","0","vo_apg_0805","","","21"
"68055","1","5146068","0","0","105811","10","すみません～っ！！","1","0","11"
"68056","","5146068","","","0","","","","","91"
"68057","","5146068","","","106011","1","anger_talk_shy","","0.2","3"
"68058","","5146068","","","1060","1","anger_talk_shy","","0.2","3"
"68059","0","5146068","","","vo_apg","0","vo_apg_0806","","","21"
"68060","1","5146068","0","0","106011","10","あんた食べたの！？\n何やってんのよ～！？","1","0","11"
"68061","","5146068","","","0","","","","","91"
"68062","","5146068","","","106011","1","anger_idle_shy","","0.2","3"
"68063","","5146068","","","1060","1","anger_idle_shy","","0.2","3"
"68064","tahaha_talk","5146068","","0","105811","0","tahaha_in","1","0.2","3"
"68065","tahaha_talk","5146068","","0","1058","0","tahaha_in","1","0.2","3"
"68066","0","5146068","","","vo_apg","0","vo_apg_0807","","","21"
"68067","1","5146068","0","0","105811","10","まさかハンドルなんて思わなくって…\n軽食にドーナツを用意して\nいただいてると思って、\nおいしくいただいちゃいましたぁ…","1","0","11"
"68068","","5146068","","","0","","","","","91"
"68069","","5146068","","","105811","1","tahaha_idle","","0.2","3"
"68070","","5146068","","","1058","1","tahaha_idle","","0.2","3"
"68071","surprise3_loop_anger2","5146068","","0","106011","0","surprise3_in_anger2","1","0.2","3"
