4d9620729ec5df76aa4be95c3e126ebdb325d7315311d461b746b6d9fe9bcb32,b32ba7ecd9c5cbf59daf0a7e6e8c4d21c0e3aec5f91f707af12116113dfd8f84,a7034998a644ca224cd5d54c58cbb597029e8f5b32d4fe276cab1051221b4072,e452d68251d252a689a234f2206775a7191a6f73ddb1becb051bb2b5a3a67382
"602707","11","6027","5950"
"602708","16","6027","6650"
"602709","18","6027","7850"
"602710","1013","6027","8300"
"602801","18","6028","1300"
"602802","12","6028","2350"
"602803","11","6028","2600"
"602804","11","6028","3400"
"602805","12","6028","4750"
"602806","16","6028","4900"
"602807","4","6028","6075"
"602808","19","6028","6250"
"602809","19","6028","7050"
"602810","17","6028","8500"
"602901","19","6029","450"
"602902","12","6029","2250"
"602903","12","6029","3050"
"602904","17","6029","3600"
"602905","19","6029","3750"
"602906","11","6029","4850"
"602907","16","6029","5600"
"602908","4","6029","6775"
"602909","18","6029","7500"
"602910","11","6029","8050"
"603001","17","6030","1200"
"603002","16","6030","1500"
"603003","18","6030","2750"
"603004","12","6030","3800"
"603005","4","6030","4325"
"603006","12","6030","5450"
"603007","11","6030","5600"
"603008","19","6030","6100"
"603009","19","6030","6950"
"603010","11","6030","8000"
"603101","13","6031","800"
"603102","9","6031","1900"
"603103","13","6031","2400"
"603104","12","6031","3950"
"603105","18","6031","4500"
"603106","12","6031","5550"
"603107","10","6031","5675"
"603108","1004","6031","6400"
"603109","22","6031","7490"
"603110","22","6031","8290"
"603201","12","6032","1700"
"603202","10","6032","1875"
"603203","9","6032","2900"
"603204","22","6032","3640"
"603205","13","6032","4200"
"603206","22","6032","5190"
"603207","12","6032","6500"
"603208","1004","6032","6550"
"603209","13","6032","7300"
"603210","18","6032","8600"
"603301","12","6033","1650"
"603302","12","6033","2450"
"603303","18","6033","3050"
"603304","13","6033","3300"
"603305","13","6033","4150"
"603306","10","6033","5025"
"603307","22","6033","5990"
"603308","1004","6033","6500"
"603309","22","6033","7690"
"603310","9","6033","8450"
"603401","19","6034","650"
"603402","5","6034","1425"
"603403","16","6034","2500"
"603404","11","6034","3400"
"603405","2","6034","4200"
"603406","19","6034","4650"
"603407","19","6034","5450"
"603408","11","6034","6600"
"603409","16","6034","7300"
"603410","16","6034","8100"
"603501","5","6035","525"
"603502","19","6035","1250"
"603503","16","6035","2300"
"603504","19","6035","2850"
"603505","2","6035","4100"
"603506","11","6035","4850"
"603507","16","6035","5500"
"603508","11","6035","6400"
"603509","19","6035","6950"
"603510","16","6035","7950"
"603601","19","6036","500"
"603602","11","6036","1700"
"603603","5","6036","2075"
"603604","19","6036","2900"
"603605","16","6036","3950"
"603606","16","6036","4800"
"603607","16","6036","5600"
"603608","11","6036","6500"
"603609","2","6036","7200"
"603610","19","6036","7750"
"603701","19","6037","650"
"603702","19","6037","1450"
"603703","11","6037","2600"
"603704","22","6037","3490"
"603705","16","6037","4100"
"603706","17","6037","5300"
"603707","6","6037","5600"
"603708","23","6037","6350"
"603709","7","6037","7200"
"603710","4","6037","8475"
"603801","16","6038","1100"
"603802","23","6038","1650"
"603803","11","6038","2700"
"603804","17","6038","3900"
"603805","6","6038","4200"
"603806","22","6038","5190"
"603807","19","6038","5550"
"603808","4","6038","7075"
"603809","19","6038","7200"
"603810","7","6038","8100"
"603901","4","6039","1375"
"603902","19","6039","1600"
"603903","11","6039","2750"
"603904","16","6039","3400"
"603905","17","6039","4600"
"603906","6","6039","5000"
"603907","19","6039","5600"
"603908","23","6039","6450"
"603909","22","6039","7690"
"603910","7","6039","8150"
"604001","6","6040","800"
"604002","11","6040","1800"
"604003","6","6040","2400"
"604004","10","6040","3275"
"604005","15","6040","4150"
"604006","22","6040","5090"
"604007","23","6040","5550"
"604008","1013","6040","6550"
"604009","1013","6040","7350"
"604010","1013","6040","8150"
"604101","6","6041","650"
"604102","10","6041","1475"
"604103","15","6041","2450"
"604104","23","6041","2950"
"604105","1013","6041","4000"
"604106","1013","6041","4750"
"604107","1013","6041","5600"
"604108","6","6041","6200"
"604109","22","6041","7340"
"604110","11","6041","8050"
"604201","15","6042","750"
"604202","1013","6042","1650"
"604203","10","6042","2275"
"604204","23","6042","3050"
"604205","6","6042","3800"
"604206","6","6042","4650"
"604207","1013","6042","5650"
"604208","11","6042","6450"
"604209","1013","6042","7250"
"604210","22","6042","8190"
"604301","1004","6043","800"
"604302","1013","6043","1750"
"604303","1013","6043","2550"
"604304","17","6043","3700"
"604305","18","6043","4500"
"604306","18","6043","5300"
"604307","15","6043","5750"
"604308","15","6043","6550"
"604309","12","6043","7950"
"604310","12","6043","8750"
"604401","12","6044","1650"
"604402","18","6044","2300"
"604403","1013","6044","2650"
"604404","12","6044","4050"
"604405","18","6044","4600"
"604406","15","6044","5050"
"604407","15","6044","5900"
"604408","1004","6044","6600"
"604409","1013","6044","7450"
"604410","17","6044","8650"
"604501","18","6045","1450"
"604502","12","6045","2500"
"604503","1013","6045","2750"
"604504","18","6045","3850"
"604505","12","6045","4900"
"604506","15","6045","5100"
"604507","15","6045","5950"
"604508","1013","6045","6650"
"604509","17","6045","7850"
"604510","1004","6045","8100"
"604601","9","6046","1100"
"604602","10","6046","1675"
"604603","15","6046","2550"
"604604","9","6046","3500"
"604605","18","6046","4500"
"604606","18","6046","5300"
"604607","1004","6046","5600"
"604608","3","6046","6950"
"604609","10","6046","7275"
"604610","13","6046","8000"
"604701","10","6047","775"
"604702","13","6047","1500"
"604703","1004","6047","2250"
"604704","3","6047","3550"
"604705","18","6047","4400"
"604706","9","6047","4900"
"604707","9","6047","5700"
"604708","15","6047","6400"
"604709","18","6047","7600"
"604710","10","6047","7925"
"604801","9","6048","900"
"604802","1004","6048","1400"
"604803","3","6048","2850"
"604804","10","6048","3175"
"604805","13","6048","3800"
"604806","18","6048","5200"
"604807","10","6048","5575"
"604808","9","6048","6600"
"604809","18","6048","7550"
"604810","15","6048","8050"
"604901","1003","6049","800"
"604902","23","6049","1550"
"604903","7","6049","2400"
"604904","7","6049","3200"
"604905","21","6049","4125"
"604906","1003","6049","4800"
"604907","21","6049","5725"
"604908","12","6049","7150"
"604909","12","6049","7950"
"604910","7","6049","8000"
"605001","7","6050","900"
"605002","7","6050","1750"
"605003","1003","6050","2600"
"605004","1003","6050","3300"
"605005","7","6050","4200"
"605006","23","6050","4950"
"605007","12","6050","6550"
"605008","21","6050","6725"
"605009","12","6050","8050"
"605010","21","6050","8275"
"605101","12","6051","1700"
"605102","1003","6051","1700"
"605103","21","6051","2625"
"605104","7","6051","3350"
"605105","23","6051","4100"
"605106","7","6051","4950"
"605107","21","6051","5875"
"605108","12","6051","7300"
"605109","1003","6051","7350"
"605110","7","6051","8200"
"605201","17","6052","1300"
"605202","17","6052","2100"
"605203","19","6052","2250"
"605204","5","6052","3025"
"605205","5","6052","3825"
"605206","1","6052","5300"
"605207","3","6052","6150"
"605208","1003","6052","6400"
"605209","19","6052","7050"
"605210","17","6052","8500"
"605301","19","6053","550"
"605302","5","6053","1225"
"605303","5","6053","2125"
"605304","17","6053","3600"
"605305","17","6053","4350"
"605306","1","6053","5200"
"605307","19","6053","5300"
"605308","17","6053","6750"
"605309","1003","6053","7100"
"605310","3","6053","8350"
"605401","1","6054","1150"
"605402","3","6054","2000"
"605403","1003","6054","2250"
"605404","19","6054","2850"
"605405","17","6054","4300"
"605406","17","6054","5100"
"605407","5","6054","5325"
"605408","19","6054","6150"
"605409","5","6054","6875"
"605410","17","6054","8400"
"605501","1001","6055","800"
"605502","9","6055","1900"
"605503","3","6055","2950"
"605504","1002","6055","3200"
"605505","3","6055","4550"
"605506","12","6055","5550"
"605507","1003","6055","5600"
"605508","12","6055","7150"
"605509","18","6055","7700"
"605510","3","6055","8550"
"605511","12","6055","9550"
"605512","18","6055","10100"
"605601","3","6056","1550"
"605602","9","6056","2000"
"605603","12","6056","3350"
"605604","12","6056","4050"
"605605","1002","6056","4200"
"605606","3","6056","5450"
"605607","18","6056","6250"
"605608","1001","6056","6500"
"605609","3","6056","7900"
"605610","12","6056","8900"
"605611","1003","6056","8950"
"605612","18","6056","10200"
"605701","18","6057","1400"
"605702","3","6057","2300"
"605703","3","6057","3050"
"605704","1002","6057","3350"
"605705","3","6057","4700"
"605706","1003","6057","4950"
"605707","1001","6057","5800"
"605708","12","6057","7350"
"605709","12","6057","8050"
"605710","9","6057","8400"
"605711","12","6057","9650"
"605712","18","6057","10300"
"605801","1003","6058","800"
"605802","1004","6058","1600"
"605803","1003","6058","2400"
"605804","1002","6058","3200"
"605805","1001","6058","4000"
"605806","1012","6058","5300"
"605807","1","6058","6100"
"605808","17","6058","6900"
"605809","17","6058","7700"
"605810","3","6058","8550"
"605811","18","6058","9300"
"605812","18","6058","10100"
"605901","1004","6059","650"
"605902","1002","6059","1450"
"605903","1003","6059","2200"
"605904","1001","6059","3050"
"605905","3","6059","4400"
"605906","1003","6059","4650"
"605907","18","6059","6000"
"605908","1012","6059","6700"
"605909","17","6059","7600"
"605910","17","6059","8300"
"605911","1","6059","9100"
"605912","18","6059","10000"
"606001","18","6060","1200"
"606002","1004","6060","1400"
"606003","1003","6060","2300"
"606004","1003","6060","3100"
"606005","1","6060","4300"
"606006","17","6060","5100"
"606007","3","6060","6000"
"606008","1012","6060","6800"
"606009","17","6060","7500"
"606010","1001","6060","7900"
"606011","18","6060","9150"
"606012","1002","6060","9400"
"606101","10","6061","875"
"606102","1004","6061","1600"
"606103","10","6061","2475"
"606104","9","6061","3500"
"606105","1004","6061","4000"
"606106","9","6061","5100"
"606107","13","6061","5600"
"606108","1004","6061","6400"
"606109","13","6061","7200"
"606110","18","6061","8500"
"606111","1004","6061","8800"
"606112","18","6061","10100"
"606201","9","6062","1200"
"606202","10","6062","1875"
"606203","9","6062","2800"
"606204","1004","6062","3300"
"606205","13","6062","4100"
"606206","18","6062","5450"
"606207","1004","6062","5800"
"606208","10","6062","6625"
"606209","13","6062","7300"
"606210","1004","6062","8100"
"606211","1004","6062","9000"
"606212","18","6062","10300"
"606301","9","6063","1250"
"606302","1004","6063","1750"
"606303","1004","6063","2550"
"606304","1004","6063","3400"
"606305","13","6063","4200"
"606306","18","6063","5500"
"606307","10","6063","5825"
"606308","18","6063","7100"
"606309","1004","6063","7350"
"606310","13","6063","8200"
"606311","9","6063","9200"
"606312","10","6063","9775"
"606401","1013","6064","950"
"606402","1013","6064","1750"
"606403","1013","6064","2550"
"606404","7","6064","3200"
"606405","1012","6064","4500"
"606406","1003","6064","4800"
"606407","11","6064","5800"
"606408","11","6064","6600"
"606409","11","6064","7400"
"606410","12","6064","8750"
"606411","16","6064","8900"
"606412","16","6064","9700"
"606501","12","6065","1350"
"606502","11","6065","1600"
"606503","1003","6065","2300"
"606504","16","6065","3200"
"606505","16","6065","4000"
"606506","1013","6065","4800"
"606507","1012","6065","5900"
"606508","11","6065","6450"
"606509","1013","6065","7200"
"606510","1013","6065","8000"
"606511","11","6065","8900"
"606512","7","6065","9450"
"606601","11","6066","900"
"606602","12","6066","2250"
"606603","11","6066","2450"
"606604","1003","6066","3050"
"606605","1013","6066","3950"
"606606","1012","6066","5200"
"606607","11","6066","5700"
"606608","16","6066","6400"
"606609","1013","6066","7250"
"606610","1013","6066","8050"
"606611","16","6066","8750"
"606612","7","6066","9400"
"606701","17","6067","1300"
"606702","1","6067","2100"
"606703","1004","6067","2400"
"606704","13","6067","3200"
"606705","22","6067","4290"
"606706","13","6067","4800"
"606707","18","6067","6100"
"606708","3","6067","6950"
"606709","1004","6067","7200"
"606710","7","6067","8000"
"606711","7","6067","8800"
"606712","21","6067","9725"
"606801","13","6068","900"
"606802","17","6068","2300"
"606803","7","6068","2600"
"606804","7","6068","3400"
"606805","1004","6068","4100"
"606806","1004","6068","4950"
"606807","1","6068","6250"
"606808","18","6068","7100"
"606809","22","6068","7640"
"606810","3","6068","8650"
"606811","21","6068","9025"
"606812","13","6068","9800"
"606901","13","6069","950"
"606902","3","6069","2300"
"606903","22","6069","2790"
"606904","1004","6069","3350"
"606905","18","6069","4650"
"606906","21","6069","5125"
"606907","17","6069","6300"
"606908","1004","6069","6550"
"606909","7","6069","7300"
"606910","1","6069","8650"
"606911","13","6069","8950"
"606912","7","6069","9700"
"607001","9","6070","1100"
"607002","3","6070","2150"
"607003","12","6070","3150"
"607004","12","6070","3950"
"607005","18","6070","4500"
"607006","3","6070","5350"
"607007","12","6070","6350"
"607008","12","6070","7150"
"607009","17","6070","7700"
"607010","1004","6070","8000"
"607011","1003","6070","8800"
"607012","17","6070","10100"
"607101","3","6071","1200"
"607102","17","6071","1950"
"607103","12","6071","2950"
"607104","18","6071","3600"
"607105","3","6071","4400"
"607106","12","6071","5450"
"607107","1003","6071","5500"
"607108","12","6071","7000"
"607109","9","6071","7300"
"607110","1004","6071","7900"
"607111","17","6071","9200"
"607112","12","6071","10250"
"607201","17","6072","1200"
"607202","1004","6072","1400"
"607203","12","6072","3000"
"607204","12","6072","3750"
"607205","12","6072","4650"
"607206","3","6072","5200"
"607207","9","6072","5750"
"607208","3","6072","6750"
"607209","1003","6072","7100"
"607210","18","6072","8300"
"607211","12","6072","9350"
"607212","17","6072","9900"
"607301","4","6073","1275"
"607302","21","6073","1725"
"607303","7","6073","2400"
"607304","14","6073","2950"
"607305","19","6073","3850"
"607306","5","6073","4625"
"607307","7","6073","5600"
"607308","7","6073","6400"
"607309","23","6073","7150"
"607310","2","6073","8200"
"607311","5","6073","8625"
"607312","2","6073","9800"
"607401","5","6074","775"
"607402","7","6074","1750"
"607403","4","6074","3075"
"607404","7","6074","3350"
"607405","7","6074","4100"
"607406","14","6074","4650"
"607407","19","6074","5550"
"607408","23","6074","6550"
"607409","21","6074","7425"
"607410","5","6074","7925"
"607411","2","6074","9100"
"607412","2","6074","9900"
"607501","19","6075","850"
"607502","14","6075","1450"
"607503","2","6075","2750"
"607504","5","6075","3125"
"607505","23","6075","4100"
"607506","7","6075","5000"
"607507","4","6075","6275"
"607508","2","6075","6750"
"607509","21","6075","7525"
"607510","7","6075","8150"
"607511","5","6075","8775"
"607512","7","6075","9800"
"607601","4","6076","1275"
"607602","4","6076","2075"
"607603","1013","6076","2550"
"607604","4","6076","3675"
"607605","6","6076","4000"
"607606","1013","6076","4950"
"607607","1013","6076","5750"
"607608","4","6076","6875"
"607609","4","6076","7675"
"607610","6","6076","8000"
"607611","4","6076","9275"
"607612","4","6076","10075"
"607701","4","6077","1175"
"607702","4","6077","1975"
"607703","4","6077","2675"
"607704","4","6077","3525"
"607705","6","6077","3900"
"607706","4","6077","5125"
"607707","1013","6077","5650"
"607708","1013","6077","6400"
"607709","6","6077","7000"
"607710","1013","6077","8050"
"607711","4","6077","9175"
"607712","4","6077","9875"
"607801","4","6078","1075"
"607802","4","6078","1925"
"607803","1013","6078","2450"
"607804","4","6078","3475"
"607805","4","6078","4325"
"607806","6","6078","4600"
"607807","1013","6078","5600"
"607808","6","6078","6200"
"607809","4","6078","7525"
"607810","1013","6078","7950"
"607811","4","6078","9075"
"607812","4","6078","9975"
"607901","1","6079","1300"
"607902","3","6079","2150"
"607903","22","6079","2690"
"607904","17","6079","3700"
"607905","18","6079","4500"
"607906","13","6079","4800"
"607907","1013","6079","5750"
"607908","11","6079","6600"
"607909","13","6079","7200"
"607910","1012","6079","8500"
"607911","1012","6079","9300"
"607912","22","6079","9890"
"608001","1012","6080","1400"
"608002","1","6080","2300"
"608003","13","6080","2500"
"608004","18","6080","3900"
"608005","3","6080","4750"
"608006","1013","6080","5150"
"608007","13","6080","5700"
"608008","17","6080","7000"
"608009","11","6080","7500"
"608010","1012","6080","8600"
"608011","22","6080","9240"
"608012","22","6080","10090"
"608101","1","6081","1450"
"608102","11","6081","1950"
"608103","1012","6081","3050"
"608104","13","6081","3350"
"608105","22","6081","4440"
"608106","22","6081","5240"
"608107","3","6081","6350"
"608108","17","6081","7050"
"608109","1012","6081","7850"
"608110","18","6081","8700"
"608111","13","6081","8900"
"608112","1013","6081","9850"
"608201","14","6082","550"
"608202","14","6082","1350"
"608203","19","6082","2250"
"608204","7","6082","3200"
"608205","7","6082","4000"
"608206","4","6082","5275"
"608207","19","6082","5450"
"608208","2","6082","6600"
"608209","2","6082","7400"
"608210","4","6082","8475"
"608211","14","6082","8550"
"608212","21","6082","9725"
"608301","14","6083","350"
"608302","21","6083","1625"
"608303","2","6083","2450"
"608304","14","6083","2850"
"608305","7","6083","3800"
"608306","14","6083","4400"
"608307","19","6083","5350"
"608308","4","6083","6675"
"608309","2","6083","7200"
"608310","19","6083","7650"
"608311","4","6083","9125"
"608312","7","6083","9500"
"608401","19","6084","500"
"608402","7","6084","1400"
"608403","2","6084","2500"
"608404","7","6084","3050"
"608405","2","6084","4050"
"608406","4","6084","5075"
"608407","19","6084","5300"
"608408","14","6084","6000"
"608409","14","6084","6850"
"608410","14","6084","7600"
"608411","4","6084","9175"
"608412","21","6084","9575"
"608501","17","6085","1300"
"608502","17","6085","2100"
"608503","17","6085","2900"
"608504","11","6085","3400"
"608505","11","6085","4200"
"608506","2","6085","5000"
"608507","13","6085","5600"
"608508","13","6085","6400"
"608509","22","6085","7490"
"608510","11","6085","8200"
"608511","17","6085","9300"
"608512","18","6085","10100"
"608601","17","6086","1500"
"608602","18","6086","2300"
"608603","22","6086","2840"
"608604","2","6086","3500"
"608605","17","6086","4600"
"608606","17","6086","5500"
"608607","11","6086","5950"
"608608","13","6086","6600"
"608609","13","6086","7400"
"608610","11","6086","8400"
"608611","11","6086","9100"
"608612","17","6086","10300"
"608701","17","6087","1450"
"608702","22","6087","2040"
"608703","18","6087","3000"
"608704","17","6087","3900"
"608705","2","6087","4350"
"608706","17","6087","5450"
"608707","11","6087","5900"
"608708","13","6087","6550"
"608709","17","6087","7800"
"608710","11","6087","8350"
"608711","11","6087","9150"
"608712","13","6087","9700"
"608801","15","6088","950"
"608802","11","6088","1800"
"608803","12","6088","3150"
"608804","10","6088","3275"
"608805","9","6088","4300"
"608806","22","6088","5090"
"608807","4","6088","6075"
"608808","1012","6088","6900"
"608809","7","6088","7200"
"608810","16","6088","8100"
"608811","18","6088","9300"
"608812","2","6088","9800"
"608901","4","6089","1425"
"608902","16","6089","1850"
"608903","18","6089","3000"
"608904","10","6089","3425"
"608905","12","6089","4900"
"608906","22","6089","5240"
"608907","7","6089","5700"
"608908","15","6089","6650"
"608909","11","6089","7600"
"608910","1012","6089","8600"
"608911","9","6089","9200"
"608912","2","6089","9950"
"609001","9","6090","1200"
"609002","15","6090","1850"
"609003","1012","6090","3100"
"609004","11","6090","3500"
"609005","16","6090","4300"
"609006","18","6090","5500"
"609007","7","6090","5800"
"609008","2","6090","6750"
"609009","12","6090","8050"
"609010","10","6090","8225"
"609011","22","6090","9290"
"609012","4","6090","10175"
"700101","21003","7001","1000"
"700102","21004","7001","2000"
"700103","21003","7001","3000"
"700104","21010","7001","4000"
"700105","21010","7001","5000"
"700106","21010","7001","6000"
"700107","21017","7001","7000"
"700108","21003","7001","8000"
"700109","21017","7001","9000"
"700110","21003","7001","10000"
"700111","21015","7001","11000"
"700112","21003","7001","12000"
"700113","21015","7001","13000"
"700201","21017","7002","1100"
"700202","21003","7002","2200"
"700203","21017","7002","3100"
"700204","21010","7002","4100"
"700205","21003","7002","5200"
"700206","21010","7002","6200"
"700207","21015","7002","7150"
"700208","21004","7002","8200"
"700209","21003","7002","9150"
"700210","21015","7002","10150"
"700211","21010","7002","11100"
"700212","21003","7002","12100"
"700213","21003","7002","13100"
"700301","21003","7003","1200"
"700302","21003","7003","2100"
"700303","21003","7003","3200"
"700304","21017","7003","4150"
"700305","21003","7003","5100"
"700306","21010","7003","6150"
"700307","21004","7003","7100"
"700308","21015","7003","8100"
"700309","21010","7003","9100"
"700310","21003","7003","10200"
"700311","21017","7003","11150"
"700312","21015","7003","12150"
"700313","21010","7003","13200"
"700401","21007","7004","1000"
"700402","21010","7004","2000"
"700403","21002","7004","3000"
"700404","21003","7004","4000"
"700405","21002","7004","5000"
"700406","21001","7004","6000"
"700407","21014","7004","7000"
"700408","21004","7004","8000"
"700409","21014","7004","9000"
"700410","21008","7004","10000"
"700411","21002","7004","11000"
"700412","21003","7004","12000"
"700413","21014","7004","13000"
"700501","21014","7005","900"
"700502","21002","7005","1850"
"700503","21004","7005","2800"
"700504","21002","7005","3900"
"700505","21014","7005","4800"
"700506","21014","7005","5800"
"700507","21001","7005","6800"
"700508","21002","7005","7900"
"700509","21003","7005","8850"
"700510","21010","7005","9800"
"700511","21003","7005","10900"
"700512","21008","7005","11850"
"700513","21007","7005","12800"
"700601","21003","7006","800"
"700602","21014","7006","1800"
"700603","21007","7006","2850"
"700604","21014","7006","3850"
"700605","21002","7006","4850"
"700606","21004","7006","5900"
"700607","21014","7006","6850"
"700608","21001","7006","7850"
"700609","21003","7006","8800"
"700610","21008","7006","9850"
"700611","21002","7006","10800"
"700612","21010","7006","11800"
"700613","21002","7006","12900"
"700701","21002","7007","1000"
"700702","21002","7007","2000"
"700703","21001","7007","3000"
"700704","21010","7007","4000"
"700705","21001","7007","5000"
"700706","21004","7007","6000"
"700707","21006","7007","7000"
"700708","21016","7007","8000"
"700709","21017","7007","9000"
"700710","21007","7007","10000"
"700711","21014","7007","11000"
"700712","21015","7007","12000"
"700713","21007","7007","13000"
"700801","21016","7008","1150"
"700802","21015","7008","2100"
"700803","21002","7008","3150"
"700804","21001","7008","4200"
"700805","21017","7008","5200"
"700806","21001","7008","6150"
"700807","21006","7008","7100"
"700808","21004","7008","8150"
"700809","21014","7008","9150"
"700810","21002","7008","10200"
"700811","21007","7008","11150"
"700812","21010","7008","12150"
"700813","21007","7008","13200"
"700901","21006","7009","1100"
"700902","21001","7009","2150"
"700903","21002","7009","3200"
"700904","21016","7009","4100"
"700905","21007","7009","5150"
"700906","21017","7009","6200"
"700907","21001","7009","7200"
"700908","21002","7009","8100"
"700909","21015","7009","9100"
"700910","21014","7009","10100"
"700911","21007","7009","11100"
"700912","21010","7009","12200"
"700913","21004","7009","13100"
"701001","21002","7010","1000"
"701002","21004","7010","2000"
"701003","21006","7010","3000"
"701004","21002","7010","4000"
"701005","21010","7010","5000"
"701006","21008","7010","6000"
"701007","21002","7010","7000"
"701008","21002","7010","8000"
"701009","21003","7010","9000"
"701010","21015","7010","10000"
"701011","21014","7010","11000"
"701012","21007","7010","12000"
"701013","21004","7010","13000"
"701101","21004","7011","850"
"701102","21002","7011","1850"
"701103","21003","7011","2850"
"701104","21002","7011","3850"
"701105","21014","7011","4800"
"701106","21007","7011","5800"
"701107","21004","7011","6850"
"701108","21002","7011","7800"
"701109","21002","7011","8800"
"701110","21008","7011","9850"
"701111","21006","7011","10850"
"701112","21010","7011","11900"
"701113","21015","7011","12800"
"701201","21002","7012","900"
"701202","21007","7012","1900"
"701203","21004","7012","2900"
"701204","21010","7012","3800"
"701205","21014","7012","4850"
"701206","21008","7012","5850"
"701207","21004","7012","6800"
"701208","21015","7012","7850"
"701209","21006","7012","8850"
"701210","21002","7012","9900"
"701211","21003","7012","10800"
"701212","21002","7012","11800"
"701213","21002","7012","12850"
"701301","21016","7013","1000"
"701302","21017","7013","2000"
"701303","21010","7013","3000"
"701304","21014","7013","4000"
"701305","21010","7013","5000"
"701306","21015","7013","6000"
"701307","21001","7013","7000"
"701308","21002","7013","8000"
"701309","21001","7013","9000"
"701310","21008","7013","10000"
"701311","21008","7013","11000"
"701312","21008","7013","12000"
"701313","21008","7013","13000"
"701401","21001","7014","1200"
"701402","21001","7014","2200"
"701403","21008","7014","3150"
"701404","21008","7014","4150"
"701405","21014","7014","5200"
"701406","21008","7014","6200"
"701407","21016","7014","7150"
"701408","21002","7014","8100"
"701409","21010","7014","9100"
"701410","21017","7014","10200"
"701411","21015","7014","11150"
"701412","21008","7014","12200"
"701413","21010","7014","13100"
"701501","21002","7015","1100"
"701502","21001","7015","2150"
"701503","21010","7015","3200"
"701504","21015","7015","4200"
"701505","21014","7015","5150"
"701506","21001","7015","6100"
"701507","21008","7015","7100"
"701508","21016","7015","8150"
"701509","21017","7015","9200"
"701510","21008","7015","10150"
"701511","21008","7015","11200"
"701512","21010","7015","12150"
"701513","21008","7015","13150"
"701601","21004","7016","1000"
"701602","21004","7016","2000"
"701603","21004","7016","3000"
"701604","21010","7016","4000"
"701605","21003","7016","5000"
"701606","21010","7016","6000"
"701607","21007","7016","7000"
"701608","21016","7016","8000"
"701609","21007","7016","9000"
"701610","21017","7016","10000"
"701611","21004","7016","11000"
"701612","21004","7016","12000"
"701613","21017","7016","13000"
"701701","21007","7017","900"
"701702","21016","7017","1900"
"701703","21004","7017","2850"
"701704","21017","7017","3850"
"701705","21004","7017","4850"
"701706","21010","7017","5800"
"701707","21010","7017","6900"
"701708","21003","7017","7800"
"701709","21004","7017","8850"
"701710","21004","7017","9800"
"701711","21007","7017","10900"
"701712","21004","7017","11850"
"701713","21017","7017","12800"
"701801","21007","7018","850"
"701802","21004","7018","1800"
"701803","21004","7018","2900"
"701804","21004","7018","3800"
"701805","21017","7018","4900"
"701806","21004","7018","5850"
"701807","21016","7018","6800"
"701808","21003","7018","7900"
"701809","21004","7018","8900"
"701810","21007","7018","9850"
"701811","21017","7018","10850"
"701812","21010","7018","11900"
"701813","21010","7018","12850"
"701901","21007","7019","1000"
"701902","21014","7019","2000"
"701903","21015","7019","3000"
"701904","21008","7019","4000"
"701905","21004","7019","5000"
"701906","21008","7019","6000"
"701907","21001","7019","7000"
"701908","21010","7019","8000"
"701909","21002","7019","9000"
"701910","21006","7019","10000"
"701911","21003","7019","11000"
"701912","21001","7019","12000"
"702001","21007","7020","1100"
"702002","21003","7020","2150"
"702003","21001","7020","3150"
"702004","21002","7020","4100"
"702005","21010","7020","5150"
"702006","21004","7020","6200"
"702007","21001","7020","7100"
"702008","21014","7020","8150"
"702009","21006","7020","9150"
"702010","21008","7020","10150"
"702011","21008","7020","11200"
"702012","21015","7020","12100"
"702101","21014","7021","1150"
"702102","21007","7021","2200"
"702103","21008","7021","3100"
"702104","21008","7021","4150"
"702105","21006","7021","5100"
"702106","21001","7021","6100"
"702107","21002","7021","7200"
"702108","21010","7021","8100"
"702109","21015","7021","9100"
"702110","21001","7021","10100"
"702111","21003","7021","11150"
"702112","21004","7021","12150"
"702201","21006","7022","1000"
"702202","21016","7022","2000"
"702203","21017","7022","3000"
"702204","21003","7022","4000"
"702205","21003","7022","5000"
"702206","21003","7022","6000"
"702207","21008","7022","7000"
"702208","21002","7022","8000"
"702209","21015","7022","9000"
"702210","21017","7022","10000"
"702211","21004","7022","11000"
"702212","21003","7022","12000"
"702301","21003","7023","800"
"702302","21015","7023","1850"
"702303","21006","7023","2850"
"702304","21017","7023","3800"
"702305","21008","7023","4850"
"702306","21016","7023","5900"
"702307","21002","7023","6900"
"702308","21003","7023","7800"
"702309","21017","7023","8900"
"702310","21003","7023","9850"
"702311","21004","7023","10800"
"702312","21003","7023","11900"
"702401","21016","7024","900"
"702402","21017","7024","1800"
"702403","21003","7024","2800"
"702404","21017","7024","3900"
"702405","21003","7024","4800"
"702406","21002","7024","5850"
"702407","21008","7024","6800"
"702408","21003","7024","7900"
"702409","21006","7024","8800"
"702410","21004","7024","9900"
"702411","21015","7024","10900"
"702412","21003","7024","11800"
"702501","21007","7025","1000"
"702502","21004","7025","2000"
"702503","21007","7025","3000"
"702504","21008","7025","4000"
"702505","21014","7025","5000"
"702506","21015","7025","6000"
"702507","21002","7025","7000"
"702508","21003","7025","8000"
"702509","21002","7025","9000"
"702510","21010","7025","10000"
"702511","21010","7025","11000"
"702512","21010","7025","12000"
"702601","21007","7026","1200"
"702602","21002","7026","2100"
"702603","21010","7026","3150"
"702604","21015","7026","4200"
"702605","21003","7026","5200"
"702606","21008","7026","6100"
"702607","21004","7026","7200"
