fa85ecb8dc5fb141122b14c2e0c9ede1bfb94edff7101c844ab0e230b085e083,33223bae3335c14905323a89ee6afec422ceeb6c22ab348c3ba27309cd4a355f,80805745f0c377fae96c1a702d3c632e3252b9f46a2403f632a4c0d757641b4d,9f987d38f286047b974f0e9cf7f1695a2ab26d25e9810569deabe1f14cabcf1e,ac4e2da62aec463f7657ac185f045f6a5464531221641404bfa1b12dbe1c9692
"8","72036004","91002","30","20036007"
"2","72036004","22002","1","20036008"
"8","72036005","91002","30","20036009"
"2","72036005","22002","1","20036010"
"8","72036006","91002","30","20036011"
"2","72036006","22002","1","20036012"
"8","72036007","91002","30","20036013"
"2","72036007","22002","1","20036014"
"8","72036008","91002","30","20036015"
"2","72036008","22002","1","20036016"
"8","72036009","91002","30","20036017"
"2","72036009","22002","1","20036018"
"8","72036010","91002","30","20036019"
"2","72036010","22002","1","20036020"
"8","72036011","91002","30","20036021"
"2","72036011","22002","1","20036022"
"8","72036012","91002","30","20036023"
"2","72036012","22002","1","20036024"
"8","72036013","91002","30","20036025"
"2","72036013","22002","1","20036026"
"8","72036014","91002","30","20036027"
"2","72036014","22002","1","20036028"
"8","72036015","91002","200","20036029"
"2","72036015","22002","1","20036030"
"8","72036016","91002","60","20036031"
"2","72036016","22002","2","20036032"
"8","72036017","91002","60","20036033"
"2","72036017","22002","2","20036034"
"8","72036018","91002","60","20036035"
"2","72036018","22002","2","20036036"
"8","72036019","91002","60","20036037"
"2","72036019","22002","2","20036038"
"8","72036020","91002","300","20036039"
"2","72036020","22002","2","20036040"
"2","72036021","31032","5","20036041"
"2","72036021","31031","5","20036042"
"2","72036022","21900","1","20036043"
"2","72036023","31032","5","20036044"
"2","72036023","31031","5","20036045"
"2","72036024","31032","10","20036046"
"2","72036024","31031","10","20036047"
"8","72037001","91002","30","20037001"
"2","72037001","22002","1","20037002"
"8","72037002","91002","30","20037003"
"2","72037002","22002","1","20037004"
"8","72037003","91002","30","20037005"
"2","72037003","22002","1","20037006"
"8","72037004","91002","30","20037007"
"2","72037004","22002","1","20037008"
"8","72037005","91002","30","20037009"
"2","72037005","22002","1","20037010"
"8","72037006","91002","30","20037011"
"2","72037006","22002","1","20037012"
"8","72037007","91002","30","20037013"
"2","72037007","22002","1","20037014"
"8","72037008","91002","30","20037015"
"2","72037008","22002","1","20037016"
"8","72037009","91002","30","20037017"
"2","72037009","22002","1","20037018"
"8","72037010","91002","30","20037019"
"2","72037010","22002","1","20037020"
"8","72037011","91002","30","20037021"
"2","72037011","22002","1","20037022"
"8","72037012","91002","30","20037023"
"2","72037012","22002","1","20037024"
"8","72037013","91002","30","20037025"
"2","72037013","22002","1","20037026"
"8","72037014","91002","30","20037027"
"2","72037014","22002","1","20037028"
"8","72037015","91002","200","20037029"
"2","72037015","22002","1","20037030"
"8","72037016","91002","60","20037031"
"2","72037016","22002","2","20037032"
"8","72037017","91002","60","20037033"
"2","72037017","22002","2","20037034"
"8","72037018","91002","60","20037035"
"2","72037018","22002","2","20037036"
"8","72037019","91002","60","20037037"
"2","72037019","22002","2","20037038"
"8","72037020","91002","300","20037039"
"2","72037020","22002","2","20037040"
"2","72037021","31065","5","20037041"
"2","72037021","31015","5","20037042"
"2","72037022","21900","1","20037043"
"2","72037023","31065","5","20037044"
"2","72037023","31015","5","20037045"
"2","72037024","31065","10","20037046"
"2","72037024","31015","10","20037047"
"8","72038001","91002","30","20038001"
"2","72038001","22002","1","20038002"
"8","72038002","91002","30","20038003"
"2","72038002","22002","1","20038004"
"8","72038003","91002","30","20038005"
"2","72038003","22002","1","20038006"
"8","72038004","91002","30","20038007"
"2","72038004","22002","1","20038008"
"8","72038005","91002","30","20038009"
"2","72038005","22002","1","20038010"
"8","72038006","91002","30","20038011"
"2","72038006","22002","1","20038012"
"8","72038007","91002","30","20038013"
"2","72038007","22002","1","20038014"
"8","72038008","91002","30","20038015"
"2","72038008","22002","1","20038016"
"8","72038009","91002","30","20038017"
"2","72038009","22002","1","20038018"
"8","72038010","91002","30","20038019"
"2","72038010","22002","1","20038020"
"8","72038011","91002","30","20038021"
"2","72038011","22002","1","20038022"
"8","72038012","91002","30","20038023"
"2","72038012","22002","1","20038024"
"8","72038013","91002","30","20038025"
"2","72038013","22002","1","20038026"
"8","72038014","91002","30","20038027"
"2","72038014","22002","1","20038028"
"8","72038015","91002","200","20038029"
"2","72038015","22002","1","20038030"
"8","72038016","91002","60","20038031"
"2","72038016","22002","2","20038032"
"8","72038017","91002","60","20038033"
"2","72038017","22002","2","20038034"
"8","72038018","91002","60","20038035"
"2","72038018","22002","2","20038036"
"8","72038019","91002","60","20038037"
"2","72038019","22002","2","20038038"
"8","72038020","91002","300","20038039"
"2","72038020","22002","2","20038040"
"1","72038021","116801","1","20038041"
"2","72038022","21005","1","20038042"
"7","72038023","2809","1","20038043"
"2","72038024","31168","10","20038044"
"2","72038024","31040","10","20038045"
"2","72038025","31168","10","20038046"
"2","72038025","31040","10","20038047"
"8","72039001","91002","30","20039001"
"2","72039001","22002","1","20039002"
"8","72039002","91002","30","20039003"
"2","72039002","22002","1","20039004"
"8","72039003","91002","30","20039005"
"2","72039003","22002","1","20039006"
"8","72039004","91002","30","20039007"
"2","72039004","22002","1","20039008"
"8","72039005","91002","30","20039009"
"2","72039005","22002","1","20039010"
"8","72039006","91002","30","20039011"
"2","72039006","22002","1","20039012"
"8","72039007","91002","30","20039013"
"2","72039007","22002","1","20039014"
"8","72039008","91002","30","20039015"
"2","72039008","22002","1","20039016"
"8","72039009","91002","30","20039017"
"2","72039009","22002","1","20039018"
"8","72039010","91002","30","20039019"
"2","72039010","22002","1","20039020"
"8","72039011","91002","30","20039021"
"2","72039011","22002","1","20039022"
"8","72039012","91002","30","20039023"
"2","72039012","22002","1","20039024"
"8","72039013","91002","30","20039025"
"2","72039013","22002","1","20039026"
"8","72039014","91002","30","20039027"
"2","72039014","22002","1","20039028"
"8","72039015","91002","200","20039029"
"2","72039015","22002","1","20039030"
"8","72039016","91002","60","20039031"
"2","72039016","22002","2","20039032"
"8","72039017","91002","60","20039033"
"2","72039017","22002","2","20039034"
"8","72039018","91002","60","20039035"
"2","72039018","22002","2","20039036"
"8","72039019","91002","60","20039037"
"2","72039019","22002","2","20039038"
"8","72039020","91002","300","20039039"
"2","72039020","22002","2","20039040"
"2","72039021","31018","5","20039041"
"2","72039021","31050","5","20039042"
"2","72039022","21900","1","20039043"
"2","72039023","31018","5","20039044"
"2","72039023","31050","5","20039045"
"2","72039024","31018","10","20039046"
"2","72039024","31050","10","20039047"
"8","72040001","91002","30","20040001"
"2","72040001","22002","1","20040002"
"8","72040002","91002","30","20040003"
"2","72040002","22002","1","20040004"
"8","72040003","91002","30","20040005"
"2","72040003","22002","1","20040006"
"8","72040004","91002","30","20040007"
"2","72040004","22002","1","20040008"
"8","72040005","91002","30","20040009"
"2","72040005","22002","1","20040010"
"8","72040006","91002","30","20040011"
"2","72040006","22002","1","20040012"
"8","72040007","91002","30","20040013"
"2","72040007","22002","1","20040014"
"8","72040008","91002","30","20040015"
"2","72040008","22002","1","20040016"
"8","72040009","91002","30","20040017"
"2","72040009","22002","1","20040018"
"8","72040010","91002","30","20040019"
"2","72040010","22002","1","20040020"
"8","72040011","91002","30","20040021"
"2","72040011","22002","1","20040022"
"8","72040012","91002","30","20040023"
"2","72040012","22002","1","20040024"
"8","72040013","91002","30","20040025"
"2","72040013","22002","1","20040026"
"8","72040014","91002","30","20040027"
"2","72040014","22002","1","20040028"
"8","72040015","91002","200","20040029"
"2","72040015","22002","1","20040030"
"8","72040016","91002","60","20040031"
"2","72040016","22002","2","20040032"
"8","72040017","91002","60","20040033"
"2","72040017","22002","2","20040034"
"8","72040018","91002","60","20040035"
"2","72040018","22002","2","20040036"
"8","72040019","91002","60","20040037"
"2","72040019","22002","2","20040038"
"8","72040020","91002","300","20040039"
"2","72040020","22002","2","20040040"
"1","72040021","117401","1","20040041"
"2","72040022","21006","1","20040042"
"2","72040023","31174","10","20040043"
"2","72040023","31109","10","20040044"
"2","72040024","31174","10","20040045"
"2","72040024","31109","10","20040046"
"8","72041001","91002","30","20041001"
"2","72041001","22002","1","20041002"
"8","72041002","91002","30","20041003"
"2","72041002","22002","1","20041004"
"8","72041003","91002","30","20041005"
"2","72041003","22002","1","20041006"
"8","72041004","91002","30","20041007"
"2","72041004","22002","1","20041008"
"8","72041005","91002","30","20041009"
"2","72041005","22002","1","20041010"
"8","72041006","91002","30","20041011"
"2","72041006","22002","1","20041012"
"8","72041007","91002","30","20041013"
"2","72041007","22002","1","20041014"
"8","72041008","91002","30","20041015"
"2","72041008","22002","1","20041016"
"8","72041009","91002","30","20041017"
"2","72041009","22002","1","20041018"
"8","72041010","91002","30","20041019"
"2","72041010","22002","1","20041020"
"8","72041011","91002","30","20041021"
"2","72041011","22002","1","20041022"
"8","72041012","91002","30","20041023"
"2","72041012","22002","1","20041024"
"8","72041013","91002","30","20041025"
"2","72041013","22002","1","20041026"
"8","72041014","91002","30","20041027"
"2","72041014","22002","1","20041028"
"8","72041015","91002","200","20041029"
"2","72041015","22002","1","20041030"
"8","72041016","91002","60","20041031"
"2","72041016","22002","2","20041032"
"8","72041017","91002","60","20041033"
"2","72041017","22002","2","20041034"
"8","72041018","91002","60","20041035"
"2","72041018","22002","2","20041036"
"8","72041019","91002","60","20041037"
"2","72041019","22002","2","20041038"
"8","72041020","91002","300","20041039"
"2","72041020","22002","2","20041040"
"2","72041021","31096","5","20041041"
"2","72041021","31051","5","20041042"
"2","72041022","21900","1","20041043"
"2","72041023","31096","5","20041044"
"2","72041023","31051","5","20041045"
"2","72041024","31096","10","20041046"
"2","72041024","31051","10","20041047"
"8","72042001","91002","30","20042001"
"2","72042001","22002","1","20042002"
"8","72042002","91002","30","20042003"
"2","72042002","22002","1","20042004"
"8","72042003","91002","30","20042005"
"2","72042003","22002","1","20042006"
"8","72042004","91002","30","20042007"
"2","72042004","22002","1","20042008"
"8","72042005","91002","30","20042009"
"2","72042005","22002","1","20042010"
"8","72042006","91002","30","20042011"
"2","72042006","22002","1","20042012"
"8","72042007","91002","30","20042013"
"2","72042007","22002","1","20042014"
"8","72042008","91002","30","20042015"
"2","72042008","22002","1","20042016"
"8","72042009","91002","30","20042017"
"2","72042009","22002","1","20042018"
"8","72042010","91002","30","20042019"
"2","72042010","22002","1","20042020"
"8","72042011","91002","30","20042021"
"2","72042011","22002","1","20042022"
"8","72042012","91002","30","20042023"
"2","72042012","22002","1","20042024"
"8","72042013","91002","30","20042025"
"2","72042013","22002","1","20042026"
"8","72042014","91002","30","20042027"
"2","72042014","22002","1","20042028"
"8","72042015","91002","30","20042029"
"2","72042015","22002","1","20042030"
"2","72042015","50003","40","20042031"
"8","72042016","91002","60","20042032"
"2","72042016","22002","2","20042033"
"8","72042017","91002","60","20042034"
"2","72042017","22002","2","20042035"
"8","72042018","91002","60","20042036"
"2","72042018","22002","2","20042037"
"8","72042019","91002","60","20042038"
"2","72042019","22002","2","20042039"
"8","72042020","91002","60","20042040"
"2","72042020","22002","2","20042041"
"2","72042020","50003","40","20042042"
"1","72042021","117801","1","20042043"
"2","72042022","21007","1","20042044"
"2","72042023","31178","10","20042045"
"2","72042023","31047","10","20042046"
"2","72042024","31178","10","20042047"
"2","72042024","31047","10","20042048"
"8","72043001","91002","30","20043001"
"2","72043001","22002","1","20043002"
"8","72043002","91002","30","20043003"
"2","72043002","22002","1","20043004"
"8","72043003","91002","30","20043005"
"2","72043003","22002","1","20043006"
"8","72043004","91002","30","20043007"
"2","72043004","22002","1","20043008"
"8","72043005","91002","30","20043009"
"2","72043005","22002","1","20043010"
"8","72043006","91002","30","20043011"
"2","72043006","22002","1","20043012"
"8","72043007","91002","30","20043013"
"2","72043007","22002","1","20043014"
"8","72043008","91002","30","20043015"
"2","72043008","22002","1","20043016"
"8","72043009","91002","30","20043017"
"2","72043009","22002","1","20043018"
"8","72043010","91002","30","20043019"
"2","72043010","22002","1","20043020"
"8","72043011","91002","30","20043021"
"2","72043011","22002","1","20043022"
"8","72043012","91002","30","20043023"
"2","72043012","22002","1","20043024"
"8","72043013","91002","30","20043025"
"2","72043013","22002","1","20043026"
"8","72043014","91002","30","20043027"
"2","72043014","22002","1","20043028"
"8","72043015","91002","30","20043029"
"2","72043015","22002","1","20043030"
"2","72043015","50003","40","20043031"
"8","72043016","91002","60","20043032"
"2","72043016","22002","2","20043033"
"8","72043017","91002","60","20043034"
"2","72043017","22002","2","20043035"
"8","72043018","91002","60","20043036"
"2","72043018","22002","2","20043037"
"8","72043019","91002","60","20043038"
"2","72043019","22002","2","20043039"
"8","72043020","91002","60","20043040"
"2","72043020","22002","2","20043041"
"2","72043020","50003","40","20043042"
"2","72043021","31053","5","20043043"
"2","72043021","31055","5","20043044"
"2","72043022","21900","1","20043045"
"2","72043023","31053","5","20043046"
"2","72043023","31055","5","20043047"
"2","72043024","31053","10","20043048"
"2","72043024","31055","10","20043049"
"8","72044001","91002","30","20044001"
"2","72044001","22002","1","20044002"
"8","72044002","91002","30","20044003"
"2","72044002","22002","1","20044004"
"8","72044003","91002","30","20044005"
"2","72044003","22002","1","20044006"
"8","72044004","91002","30","20044007"
"2","72044004","22002","1","20044008"
"8","72044005","91002","30","20044009"
"2","72044005","22002","1","20044010"
"8","72044006","91002","30","20044011"
"2","72044006","22002","1","20044012"
"8","72044007","91002","30","20044013"
"2","72044007","22002","1","20044014"
"8","72044008","91002","30","20044015"
"2","72044008","22002","1","20044016"
"8","72044009","91002","30","20044017"
"2","72044009","22002","1","20044018"
"8","72044010","91002","30","20044019"
"2","72044010","22002","1","20044020"
"8","72044011","91002","30","20044021"
"2","72044011","22002","1","20044022"
"8","72044012","91002","30","20044023"
"2","72044012","22002","1","20044024"
"8","72044013","91002","30","20044025"
"2","72044013","22002","1","20044026"
"8","72044014","91002","30","20044027"
"2","72044014","22002","1","20044028"
"8","72044015","91002","30","20044029"
"2","72044015","22002","1","20044030"
"2","72044015","50003","40","20044031"
"8","72044016","91002","60","20044032"
"2","72044016","22002","2","20044033"
"8","72044017","91002","60","20044034"
"2","72044017","22002","2","20044035"
"8","72044018","91002","60","20044036"
"2","72044018","22002","2","20044037"
"8","72044019","91002","60","20044038"
"2","72044019","22002","2","20044039"
"8","72044020","91002","60","20044040"
"2","72044020","22002","2","20044041"
"2","72044020","50003","40","20044042"
"1","72044021","119201","1","20044043"
"2","72044022","21008","1","20044044"
"2","72044023","31192","10","20044045"
"2","72044023","31006","10","20044046"
"2","72044024","31192","10","20044047"
"2","72044024","31006","10","20044048"
"8","72045001","91002","30","20045001"
"2","72045001","22002","1","20045002"
"8","72045002","91002","30","20045003"
"2","72045002","22002","1","20045004"
"8","72045003","91002","30","20045005"
"2","72045003","22002","1","20045006"
"8","72045004","91002","30","20045007"
"2","72045004","22002","1","20045008"
"8","72045005","91002","30","20045009"
"2","72045005","22002","1","20045010"
"8","72045006","91002","30","20045011"
"2","72045006","22002","1","20045012"
"8","72045007","91002","30","20045013"
"2","72045007","22002","1","20045014"
"8","72045008","91002","30","20045015"
"2","72045008","22002","1","20045016"
"8","72045009","91002","30","20045017"
"2","72045009","22002","1","20045018"
"8","72045010","91002","30","20045019"
"2","72045010","22002","1","20045020"
"8","72045011","91002","30","20045021"
"2","72045011","22002","1","20045022"
"8","72045012","91002","30","20045023"
"2","72045012","22002","1","20045024"
"8","72045013","91002","30","20045025"
"2","72045013","22002","1","20045026"
"8","72045014","91002","30","20045027"
"2","72045014","22002","1","20045028"
"8","72045015","91002","30","20045029"
"2","72045015","22002","1","20045030"
"2","72045015","50003","40","20045031"
"8","72045016","91002","60","20045032"
"2","72045016","22002","2","20045033"
"8","72045017","91002","60","20045034"
"2","72045017","22002","2","20045035"
"8","72045018","91002","60","20045036"
"2","72045018","22002","2","20045037"
"8","72045019","91002","60","20045038"
"2","72045019","22002","2","20045039"
"8","72045020","91002","60","20045040"
"2","72045020","22002","2","20045041"
"2","72045020","50003","40","20045042"
"1","72045021","120801","1","20045043"
"2","72045022","21009","1","20045044"
"2","72045023","31208","10","20045045"
"2","72045023","31044","10","20045046"
"2","72045024","31208","10","20045047"
"2","72045024","31044","10","20045048"
"8","72046001","91002","30","20046001"
"2","72046001","22002","1","20046002"
"8","72046002","91002","30","20046003"
"2","72046002","22002","1","20046004"
"8","72046003","91002","30","20046005"
"2","72046003","22002","1","20046006"
"8","72046004","91002","30","20046007"
"2","72046004","22002","1","20046008"
"8","72046005","91002","30","20046009"
"2","72046005","22002","1","20046010"
"8","72046006","91002","30","20046011"
"2","72046006","22002","1","20046012"
"8","72046007","91002","30","20046013"
"2","72046007","22002","1","20046014"
"8","72046008","91002","30","20046015"
"2","72046008","22002","1","20046016"
"8","72046009","91002","30","20046017"
"2","72046009","22002","1","20046018"
"8","72046010","91002","30","20046019"
"2","72046010","22002","1","20046020"
"8","72046011","91002","30","20046021"
"2","72046011","22002","1","20046022"
"8","72046012","91002","30","20046023"
"2","72046012","22002","1","20046024"
"8","72046013","91002","30","20046025"
"2","72046013","22002","1","20046026"
"8","72046014","91002","30","20046027"
"2","72046014","22002","1","20046028"
"8","72046015","91002","30","20046029"
"2","72046015","22002","1","20046030"
"2","72046015","50003","40","20046031"
"8","72046016","91002","60","20046032"
"2","72046016","22002","2","20046033"
"8","72046017","91002","60","20046034"
"2","72046017","22002","2","20046035"
"8","72046018","91002","60","20046036"
"2","72046018","22002","2","20046037"
"8","72046019","91002","60","20046038"
"2","72046019","22002","2","20046039"
"8","72046020","91002","60","20046040"
"2","72046020","22002","2","20046041"
"2","72046020","50003","40","20046042"
"2","72046021","31059","5","20046043"
"2","72046021","31060","5","20046044"
"2","72046022","21901","1","20046045"
"2","72046023","31059","5","20046046"
"2","72046023","31060","5","20046047"
"2","72046024","31059","10","20046048"
"2","72046024","31060","10","20046049"
"8","72047001","91002","30","20047001"
"2","72047001","22002","1","20047002"
"8","72047002","91002","30","20047003"
"2","72047002","22002","1","20047004"
"8","72047003","91002","30","20047005"
"2","72047003","22002","1","20047006"
"8","72047004","91002","30","20047007"
"2","72047004","22002","1","20047008"
"8","72047005","91002","30","20047009"
"2","72047005","22002","1","20047010"
"8","72047006","91002","30","20047011"
"2","72047006","22002","1","20047012"
"8","72047007","91002","30","20047013"
"2","72047007","22002","1","20047014"
"8","72047008","91002","30","20047015"
"2","72047008","22002","1","20047016"
"8","72047009","91002","30","20047017"
"2","72047009","22002","1","20047018"
"8","72047010","91002","30","20047019"
"2","72047010","22002","1","20047020"
"8","72047011","91002","30","20047021"
"2","72047011","22002","1","20047022"
"8","72047012","91002","30","20047023"
"2","72047012","22002","1","20047024"
"8","72047013","91002","30","20047025"
"2","72047013","22002","1","20047026"
"8","72047014","91002","30","20047027"
"2","72047014","22002","1","20047028"
"8","72047015","91002","30","20047029"
"2","72047015","22002","1","20047030"
"2","72047015","50003","40","20047031"
"8","72047016","91002","60","20047032"
"2","72047016","22002","2","20047033"
"8","72047017","91002","60","20047034"
"2","72047017","22002","2","20047035"
"8","72047018","91002","60","20047036"
"2","72047018","22002","2","20047037"
"8","72047019","91002","60","20047038"
"2","72047019","22002","2","20047039"
"8","72047020","91002","60","20047040"
"2","72047020","22002","2","20047041"
"2","72047020","50003","40","20047042"
"1","72047021","121201","1","20047043"
"2","72047022","21010","1","20047044"
"2","72047023","31212","10","20047045"
"2","72047023","31058","10","20047046"
"2","72047024","31212","10","20047047"
"2","72047024","31058","10","20047048"
"8","72048001","91002","30","20048001"
"2","72048001","22002","1","20048002"
"8","72048002","91002","30","20048003"
"2","72048002","22002","1","20048004"
"8","72048003","91002","30","20048005"
"2","72048003","22002","1","20048006"
"8","72048004","91002","30","20048007"
"2","72048004","22002","1","20048008"
"8","72048005","91002","30","20048009"
"2","72048005","22002","1","20048010"
"8","72048006","91002","30","20048011"
"2","72048006","22002","1","20048012"
"8","72048007","91002","30","20048013"
"2","72048007","22002","1","20048014"
"8","72048008","91002","30","20048015"
"2","72048008","22002","1","20048016"
"8","72048009","91002","30","20048017"
"2","72048009","22002","1","20048018"
"8","72048010","91002","30","20048019"
"2","72048010","22002","1","20048020"
"8","72048011","91002","30","20048021"
"2","72048011","22002","1","20048022"
"8","72048012","91002","30","20048023"
"2","72048012","22002","1","20048024"
"8","72048013","91002","30","20048025"
"2","72048013","22002","1","20048026"
"8","72048014","91002","30","20048027"
"2","72048014","22002","1","20048028"
"8","72048015","91002","30","20048029"
"2","72048015","22002","1","20048030"
"2","72048015","50003","40","20048031"
"8","72048016","91002","60","20048032"
"2","72048016","22002","2","20048033"
"8","72048017","91002","60","20048034"
"2","72048017","22002","2","20048035"
"8","72048018","91002","60","20048036"
"2","72048018","22002","2","20048037"
"8","72048019","91002","60","20048038"
"2","72048019","22002","2","20048039"
"8","72048020","91002","60","20048040"
"2","72048020","22002","2","20048041"
"2","72048020","50003","40","20048042"
"2","72048021","31128","5","20048043"
"2","72048021","31026","5","20048044"
"2","72048022","21901","1","20048045"
"7","72048023","2818","1","20048046"
"2","72048024","31128","5","20048047"
"2","72048024","31026","5","20048048"
"2","72048025","31128","10","20048049"
"2","72048025","31026","10","20048050"
"8","72049001","91002","30","20049001"
"2","72049001","22002","1","20049002"
"8","72049002","91002","30","20049003"
"2","72049002","22002","1","20049004"
"8","72049003","91002","30","20049005"
"2","72049003","22002","1","20049006"
"8","72049004","91002","30","20049007"
"2","72049004","22002","1","20049008"
"8","72049005","91002","30","20049009"
"2","72049005","22002","1","20049010"
"8","72049006","91002","30","20049011"
"2","72049006","22002","1","20049012"
"8","72049007","91002","30","20049013"
"2","72049007","22002","1","20049014"
"8","72049008","91002","30","20049015"
"2","72049008","22002","1","20049016"
"8","72049009","91002","30","20049017"
"2","72049009","22002","1","20049018"
"8","72049010","91002","30","20049019"
"2","72049010","22002","1","20049020"
"8","72049011","91002","30","20049021"
"2","72049011","22002","1","20049022"
"8","72049012","91002","30","20049023"
"2","72049012","22002","1","20049024"
"8","72049013","91002","30","20049025"
"2","72049013","22002","1","20049026"
"8","72049014","91002","30","20049027"
"2","72049014","22002","1","20049028"
"8","72049015","91002","30","20049029"
"2","72049015","22002","1","20049030"
"2","72049015","50003","40","20049031"
"8","72049016","91002","60","20049032"
"2","72049016","22002","2","20049033"
"8","72049017","91002","60","20049034"
"2","72049017","22002","2","20049035"
"8","72049018","91002","60","20049036"
"2","72049018","22002","2","20049037"
"8","72049019","91002","60","20049038"
"2","72049019","22002","2","20049039"
"8","72049020","91002","60","20049040"
"2","72049020","22002","2","20049041"
"2","72049020","50003","40","20049042"
"2","72049021","31065","5","20049043"
"2","72049021","31046","5","20049044"
"2","72049022","21901","1","20049045"
"2","72049024","31065","5","20049047"
"2","72049024","31046","5","20049048"
"2","72049025","31065","10","20049049"
"2","72049025","31046","10","20049050"
"8","72050001","91002","30","20050001"
"2","72050001","22002","1","20050002"
"8","72050002","91002","30","20050003"
"2","72050002","22002","1","20050004"
"8","72050003","91002","30","20050005"
"2","72050003","22002","1","20050006"
"8","72050004","91002","30","20050007"
"2","72050004","22002","1","20050008"
"8","72050005","91002","30","20050009"
"2","72050005","22002","1","20050010"
"8","72050006","91002","30","20050011"
"2","72050006","22002","1","20050012"
"8","72050007","91002","30","20050013"
"2","72050007","22002","1","20050014"
"8","72050008","91002","30","20050015"
"2","72050008","22002","1","20050016"
"8","72050009","91002","30","20050017"
"2","72050009","22002","1","20050018"
"8","72050010","91002","30","20050019"
"2","72050010","22002","1","20050020"
"8","72050011","91002","30","20050021"
"2","72050011","22002","1","20050022"
"8","72050012","91002","30","20050023"
"2","72050012","22002","1","20050024"
"8","72050013","91002","30","20050025"
"2","72050013","22002","1","20050026"
"8","72050014","91002","30","20050027"
"2","72050014","22002","1","20050028"
"8","72050015","91002","30","20050029"
"2","72050015","22002","1","20050030"
"2","72050015","50003","40","20050031"
"8","72050016","91002","60","20050032"
"2","72050016","22002","2","20050033"
"8","72050017","91002","60","20050034"
"2","72050017","22002","2","20050035"
"8","72050018","91002","60","20050036"
"2","72050018","22002","2","20050037"
"8","72050019","91002","60","20050038"
"2","72050019","22002","2","20050039"
"8","72050020","91002","60","20050040"
"2","72050020","22002","2","20050041"
"2","72050020","50003","40","20050042"
"2","72050021","31014","5","20050043"
"2","72050021","31031","5","20050044"
"2","72050022","21901","1","20050045"
"2","72050023","21901","1","20050046"
"2","72050024","31014","5","20050047"
"2","72050024","31031","5","20050048"
"2","72050025","31014","10","20050049"
"2","72050025","31031","10","20050050"
"8","72051001","91002","30","20051001"
"2","72051001","22002","1","20051002"
"8","72051002","91002","30","20051003"
"2","72051002","22002","1","20051004"
"8","72051003","91002","30","20051005"
"2","72051003","22002","1","20051006"
"8","72051004","91002","30","20051007"
"2","72051004","22002","1","20051008"
"8","72051005","91002","30","20051009"
"2","72051005","22002","1","20051010"
"8","72051006","91002","30","20051011"
"2","72051006","22002","1","20051012"
"8","72051007","91002","30","20051013"
"2","72051007","22002","1","20051014"
"8","72051008","91002","30","20051015"
"2","72051008","22002","1","20051016"
"8","72051009","91002","30","20051017"
"2","72051009","22002","1","20051018"
"8","72051010","91002","30","20051019"
"2","72051010","22002","1","20051020"
"8","72051011","91002","30","20051021"
"2","72051011","22002","1","20051022"
"8","72051012","91002","30","20051023"
"2","72051012","22002","1","20051024"
"8","72051013","91002","30","20051025"
"2","72051013","22002","1","20051026"
"8","72051014","91002","30","20051027"
"2","72051014","22002","1","20051028"
"8","72051015","91002","30","20051029"
"2","72051015","22002","1","20051030"
"2","72051015","50003","40","20051031"
"8","72051016","91002","60","20051032"
"2","72051016","22002","2","20051033"
"8","72051017","91002","60","20051034"
"2","72051017","22002","2","20051035"
"8","72051018","91002","60","20051036"
"2","72051018","22002","2","20051037"
"8","72051019","91002","60","20051038"
"2","72051019","22002","2","20051039"
"8","72051020","91002","60","20051040"
"2","72051020","22002","2","20051041"
"2","72051020","50003","40","20051042"
"1","72051021","122101","1","20051043"
"2","72051022","21011","1","20051044"
"2","72051023","31221","10","20051045"
"2","72051023","31034","10","20051046"
"19","72051024","2100941","1","20051047"
"2","72051025","31221","10","20051048"
"2","72051025","31034","10","20051049"
"8","72052001","91002","30","20052001"
"2","72052001","22002","1","20052002"
"8","72052002","91002","30","20052003"
"2","72052002","22002","1","20052004"
"8","72052003","91002","30","20052005"
"2","72052003","22002","1","20052006"
"8","72052004","91002","30","20052007"
"2","72052004","22002","1","20052008"
"8","72052005","91002","30","20052009"
"2","72052005","22002","1","20052010"
"8","72052006","91002","30","20052011"
"2","72052006","22002","1","20052012"
"8","72052007","91002","30","20052013"
"2","72052007","22002","1","20052014"
"8","72052008","91002","30","20052015"
"2","72052008","22002","1","20052016"
"8","72052009","91002","30","20052017"
"2","72052009","22002","1","20052018"
"8","72052010","91002","30","20052019"
"2","72052010","22002","1","20052020"
"8","72052011","91002","30","20052021"
"2","72052011","22002","1","20052022"
"8","72052012","91002","30","20052023"
"2","72052012","22002","1","20052024"
"8","72052013","91002","30","20052025"
"2","72052013","22002","1","20052026"
"8","72052014","91002","30","20052027"
"2","72052014","22002","1","20052028"
"8","72052015","91002","30","20052029"
"2","72052015","22002","1","20052030"
"2","72052015","50003","40","20052031"
"8","72052016","91002","60","20052032"
"2","72052016","22002","2","20052033"
"8","72052017","91002","60","20052034"
"2","72052017","22002","2","20052035"
"8","72052018","91002","60","20052036"
"2","72052018","22002","2","20052037"
"8","72052019","91002","60","20052038"
"2","72052019","22002","2","20052039"
"8","72052020","91002","60","20052040"
"2","72052020","22002","2","20052041"
"2","72052020","50003","40","20052042"
"1","72052021","122401","1","20052043"
"2","72052022","21012","1","20052044"
"2","72052023","31224","10","20052045"
"2","72052023","31002","10","20052046"
"19","72052024","2100961","1","20052047"
