6c3d6e8461669c7e494345b282cad5c9f5ffbc7972b5f5798299c2a1e9fc8ffe,2aeadf8748ca798ad11b947b51e9bae1f1894480d45541785e5cb53bea0d0561,c7bee54f4bb660da447393ec9957b8e3b6631972404a2d8f63a3a1deed2d70c5,fac7f69120acc9f6b191833dc4dc2aa79c192ab60e25d59b43f5ff87c4811975,5982662ec0ee4a08aaa7a034c5c320262b954cc39ea6b81ade980932bf1df1fe,a89427dc6fe8247c88c5a2abf05bb7a9dfa539c75602b9725e1ae61232e07a13,fde1944fb8d56c3ea6a773814f02980feb6f2ec4b6a4f49068c06c0e7292d254,ab73162f00b8c818e53266287f9b2709ecec967588864cc2a58a0117bb118362,6905ef555a3d4a9dd50f2401ae008e32fb02658cf505fc6bfe1e708921508248,95d46df1d273ddb9520c20cc6e5f9bbbc384766d281add3a6932e4a7c5a96069,9827dae540d62e285471e963625b3ebeeab33a98348f22bbf08832830bcefdf3
"0","","3","1","surprise2_idle","132211","0","0.2","surprise2_in","16030","16"
"","","21","","0","vo_alces","0","","vo_alces_1603","16031","16"
"0","3.9","11","0","1","5","10","0","じゃ、ちょっと遊んでくるわ～\n虫取…じゃなくて大人の社交場に♪","16032","16"
"","","91","","0","16027","0","","","16033","16"
"","","91","","0","16032","0","","","16034","16"
"","","22","","","0","","","0.5","16035","16"
"","","23","","","se_alces","","","se_alces_surprise","16036","16"
"0","","3","1","iroha_shock_loop","5","0","0.2","iroha_shock_in","16037","16"
"","","3","","","1001","0","0.2","iroha_shock_in","16038","16"
"","","93","","","1","","","0","16039","16"
"","","3","","","3","1","0.2","sono_armcrossed_talk","16040","16"
"","","21","","0","vo_alces","0","","vo_alces_1604","16041","16"
"0","1.7","11","0","1","3","10","0","…私のフリしてどこ行くのかしら？\nイロハちゃん？","16042","16"
"","","91","","0","0","0","","","16043","16"
"","","22","","","0","","","0.5","16044","16"
"0","","3","1","sono_doya_idle","3","0","0.2","sono_doya_in","16045","16"
"","","3","","","5","0","0.2","iroha_kyorokyoro","16046","16"
"","","93","","","1.8","","","0","16047","16"
"","","23","","","se_alces","","","se_alces_dotabata","16048","16"
"0","","3","1","iroha_escape","5","0","0","iroha_escape_in","16049","16"
"","","2","0","3.5","5","-160","","-1200","16050","16"
"","","32","","","11","","","1","16051","16"
"","","37","","","11","","","sweatR_Loop","16052","16"
"","","33","0","3.5","11","-160","","-1200","16053","16"
"","","93","","","0.1","","","0","16054","16"
"","","3","","","3","1","0.2","sono_notice_in_anger","16055","16"
"","","3","","","1002","0","0.2","sono_notice_in_anger","16056","16"
"","","93","","","0.3","","","0","16057","16"
"0","","3","1","surprise2R_idle","132211","0","0.2","surprise2_turn","16058","16"
"","","93","","","0.4","","","0","16059","16"
"","","3","","","3","1","0.2","run_chase","16060","16"
"","","2","0","3.5","3","-160","","-1050","16061","16"
"","","93","","","2","","","0","16062","16"
"","","3","","","132211","1","0.2","sadR_idle_nervous","16063","16"
"0","","3","1","sad_idle_nervous","1003","0","0.2","sad_idle_nervous_in","16064","16"
"","","93","","","2","","","0","16065","16"
"","","22","","","0","","","0","16066","16"
"","","93","","","3","","","0","16067","16"
"","","101","","0","16067","0","","","16068","16"
"0","idle_normal","5","-190","-100","5","100","1.47","5","17001","17"
"","","31","1","-190","11","-100","0","1101","17002","17"
"0","empty","5","-190","-100","10","101","1.47","1001","17003","17"
"","","13","","","5","","","130","17004","17"
"1","idle_kyapi_normal","5","-190","125","4","101","1.43","4","17005","17"
"","","31","1","-190","11","125","0","1102","17006","17"
"","","91","","","0","","","0","17007","17"
"","","23","","","se_alces","","","se_alces_breath","17008","17"
"0","","3","1","sono_relief_talk","5","0","0.2","sono_relief_in","17009","17"
"","","3","","","1001","0","0.2","sono_relief_in","17010","17"
"","","93","","","0.5","","","0","17011","17"
"","","21","","0","vo_alces","0","","vo_alces_1700","17012","17"
"0","2.4","11","0","1","5","10","0","はあ…\n元の姿に戻っちゃった…","17013","17"
"","","93","","","3.5","","","1","17014","17"
"","","91","","0","17013","0","","","17015","17"
"0","","3","1","sono_tired_talk","5","0","0.2","sono_ache_in","17016","17"
"","","21","","0","vo_alces","0","","vo_alces_1701","17017","17"
"0","3.7","11","0","1","5","10","0","うぎっ…筋肉痛やば。\nあんたどんだけ走り回ってんのよ…","17018","17"
"","","91","","0","0","0","","","17019","17"
"","","3","","","5","1","0.2","sono_tired_idle","17020","17"
"","","3","","","4","1","0.2","jump_loop","17021","17"
"","","21","","0","vo_alces","0","","vo_alces_1702","17022","17"
"0","1.4","11","0","1","4","10","0","あはははーっ！！\nイロハの体、なまってるー！！","17023","17"
"","","91","","0","0","0","","","17024","17"
"","","3","","","4","1","0.2","joy_talk_normal2","17025","17"
"","","21","","0","vo_alces","0","","vo_alces_1703","17026","17"
"0","0.3","11","0","1","4","10","0","ちょっと全力で走ってくるねー！！","17027","17"
"","","91","","0","0","0","","","17028","17"
"0","","3","1","iroha_run_dash","4","0","0.1","iroha_joy_to_run","17029","17"
"","","22","","","0","","","0.5","17030","17"
"","","2","0","2.1","4","-190","","1200","17031","17"
"","","32","","","1102","","","1","17032","17"
"","","37","","","1102","","","smokeL","17033","17"
"","","33","0","2.1","1102","-190","","1200","17034","17"
"","","93","","","2","","","0","17035","17"
"0","","3","1","sad_talk_anger","5","0","0.2","tired_to_sad","17036","17"
"","","21","","0","vo_alces","0","","vo_alces_1704","17037","17"
"0","4.3","11","0","1","5","10","0","…ん？\n後でその体にまた私戻るよ？\n無理だな。死んじゃうな","17038","17"
"","","91","","0","0","0","","","17039","17"
"","","3","","","5","1","0.1","run_chase_Ex0006","17040","17"
"","","2","0","3.5","5","-190","","1100","17041","17"
"","","32","","","1101","","","1","17042","17"
"","","37","","","1101","","","sweatL_Loop","17043","17"
"","","33","0","3.5","1101","-190","","1100","17044","17"
"","","21","","0","vo_alces","0","","vo_alces_1705","17045","17"
"0","0.5","11","0","1","5","10","0","コラ待てーっ！！","17046","17"
"","","93","","","3","","","0","17047","17"
"","","91","","0","0","0","","","17048","17"
"","","22","","","0","","","0","17049","17"
"","","93","","","3","","","0","17050","17"
"","","101","","0","17050","0","","","17051","17"
"1","sit_drink_loop","5","-130","400","5","100","1.4","5","18001","18"
"0","iroha_sad_lookup_surprise","5","-145","235","4","101","1.37","4","18002","18"
"","","91","","","0","","","0","18003","18"
"","","21","","0","vo_alces","0","","vo_alces_1800","18004","18"
"0","0.5","11","0","1","5","10","0","ごきゅっ…ごきゅっ…ごきゅっ！","18005","18"
"","","91","","0","0","0","","","18006","18"
"0","","3","1","sit_drink_handup_talk","5","0","0.2","sit_drink_handup_in","18007","18"
"","","93","","","0.2","","","0","18008","18"
"0","","3","1","iroha_surprise_look_idle","4","0","0.2","iroha_surprise_in","18009","18"
"","","93","","","0.2","","","0","18010","18"
"","","21","","0","vo_alces","0","","vo_alces_1801","18011","18"
"0","4.2","11","0","1","5","10","0","ああ、喉がよろこんでる。\n地元のブドウ朱も好きだけど、\nこっちの麦しゅわもいいわ～","18012","18"
"","","91","","0","0","0","","","18013","18"
"0","","3","1","sit_drink_idle","5","0","0.2","sit_drink_idle_in","18014","18"
"","","3","","","4","1","0.2","iroha_anger_talk_lookup","18015","18"
"","","21","","0","vo_alces","0","","vo_alces_1802","18016","18"
"20","3.8","11","0","1","4","10","0","えーイロハの喉もよろこびた～い！\nソノちゃん、イロハにも飲ませて～っ！","18017","18"
"","","91","","0","0","0","","","18018","18"
"","","3","","","4","1","0.2","iroha_anger_idle_lookup","18019","18"
"0","","3","1","sit_drink_idle_Jitome","5","0","0.2","sit_drink_idle_notice","18020","18"
"","","21","","0","vo_alces","0","","vo_alces_1803","18021","18"
"0","3.7","11","0","1","5","10","0","ふ、10年早いわ。\nぐびぐび","18022","18"
"","","91","","0","0","0","","","18023","18"
"0","","3","1","sit_drink_yareyare","5","0","0.2","sit_drink_idle_to_yareyare","18024","18"
"","","21","","0","vo_alces","0","","vo_alces_1804","18025","18"
"0","3.9","11","0","1","5","10","0","あんたもいつかわかるわよ、\n麦しゅわキメないと\nやってらんない日が来るってことがね","18026","18"
"","","91","","0","0","0","","","18027","18"
"","","22","","","0","","","0","18028","18"
"0","","3","1","iroha_sad_lookup_shy","4","0","0.2","iroha_anger_to_sad","18029","18"
"0","","3","1","sit_drink_loop","5","0","0.2","sit_drink_yareyare_to_loop","18030","18"
"","","93","","","2","","","0","18031","18"
"0","","3","1","sit_drink_handup_idle_dead","5","0","0.2","sit_drink_handup_in_dead","18032","18"
"","","93","","","2","","","0","18033","18"
"","","21","","0","vo_alces","0","","vo_alces_1805","18034","18"
"0","1.2","11","0","1","5","10","0","…うぃ～、ヒックッ","18035","18"
"","","91","","0","0","0","","","18036","18"
"","","3","","","4","1","0.2","iroha_sad_talk_lookup","18037","18"
"","","21","","0","vo_alces","0","","vo_alces_1806","18038","18"
"20","0.5","11","0","1","4","10","0","ダメな大人だ…","18039","18"
"","","91","","0","0","0","","","18040","18"
"","","3","","","4","1","0.2","iroha_sad_lookup_shy","18041","18"
"","","22","","","0","","","0","18042","18"
"","","93","","","3","","","0","18043","18"
"","","101","","0","18043","0","","","18044","18"
"1","idle_normal","5","-158","407","1","105","1.45","1","19001","19"
"0","doyaB_idle","5","-156","32","2","100","1.47","2","19002","19"
"0","idle_normal","5","-168","-124","3","108","1.42","3","19003","19"
"0","idle_kyapi_normal","5","600","1500","4","108","1.42","4","19004","19"
"0","idle_normal","5","600","1500","5","100","1.47","5","19005","19"
"","","31","1","-158","18","407","0","18","19006","19"
"","","31","1","-156","19","32","0","19","19007","19"
"","","31","1","-168","20","-124","0","20","19008","19"
"","","31","1","-168","21","-124","0","21","19009","19"
"","","91","","","0","","","0","19010","19"
"","","93","","","0.5","","","0","19011","19"
"","","3","","","2","1","0.2","doyaB_idle_look","19012","19"
"0","","3","1","cool_talk_joy_lookup","3","0","0.2","cool_in_joy_lookup","19013","19"
"","","21","","0","vo_alces","0","","vo_alces_1900","19014","19"
"0","2.5","11","0","1","3","10","0","じゃあワイルドグリフォンのしっぽね。\nイロハ頼んだよ","19015","19"
"","","91","","0","0","0","","","19016","19"
"0","","3","1","cool_idle_normal","3","0","0.2","cool_idle_normal_lookup","19017","19"
"0","","3","1","gutsB_idle_joy","2","0","0.2","iroha_ok_luichan","19018","19"
"","","21","","0","vo_alces","0","","vo_alces_1901","19019","19"
"0","0.5","11","0","1","2","10","0","オッケー！\nご飯までには帰ってくるねー！\nんじゃルイちゃん、よろしく～！","19020","19"
"","","91","","","0","","","","19021","19"
"","","3","","","2","1","0.2","idle_kyapi_normal","19022","19"
"","","3","","","3","1","0.2","idle_normal","19023","19"
"","","3","","","1","0","0.2","luis_swap","19024","19"
"","","21","","0","vo_alces","0","","vo_alces_1902","19025","19"
"10","1.2","11","0","1","1","10","0","はいはい。\n『入れ替わりの秘薬』噴射～♪","19026","19"
"","","93","","","1.2","","","0","19027","19"
"","","23","","","se_alces","0","","se_alces_replace","19028","19"
"","","93","","","2.8","","","0","19029","19"
"","","32","","","18","","","1","19030","19"
"","","32","","","19","","","1","19031","19"
"","","93","","","0.5","","","0","19032","19"
"0","","6","0","0","2","0","1","1","19033","19"
"0","","6","0","0","3","0","1","1","19034","19"
"","","93","","","1.5","","","0","19035","19"
"","","2","0","0","2","600","","1500","19036","19"
"","","2","0","0","3","600","","1500","19037","19"
"","","2","0","0","4","-168","","-124","19038","19"
"","","2","0","0","5","-156","","32","19039","19"
"","","93","","","1.2","","","0","19040","19"
"0","","3","1","idle_normal_talkjoy1","1","0","0.1","luis_swap_out","19041","19"
"","","93","","","0.5","","","0","19042","19"
"0","","3","1","speedMode_loop","4","0","0.2","speedMode_in","19043","19"
"0","","3","1","lookback_idle","5","0","0.1","lookback_in","19044","19"
"","","21","","0","vo_alces","0","","vo_alces_1903","19045","19"
"0","1.3","11","0","1","4","10","0","よーしっ！！\nイロハスピードモード！！","19046","19"
"","","91","","","0","","","","19047","19"
"","","22","","","0","","","0","19048","19"
"","","93","","","0.3","","","0","19049","19"
"","","23","","","se_alces","0","","se_alces_dash","19050","19"
"0","","3","1","speedDash_loop","4","0","0","speedDash_in","19051","19"
"0","","3","1","sono_idle_glasses_crooked","5","0","0.2","sono_blown","19052","19"
"0","","3","1","luis_blown_idle","1","0","0.2","luis_blown","19053","19"
"","","32","","","20","","","1","19054","19"
"","","93","","","0.4","","","0","19055","19"
"","","2","0","0.5","4","-156","","1500","19056","19"
"","","32","","","21","","","1","19057","19"
"","","33","0","0.5","21","-156","","1500","19058","19"
"","","93","","","3.5","","","0","19059","19"
"0","","3","1","sono_idle_shy","5","0","0.2","sono_idle_glasses_up","19060","19"
"","","21","","0","vo_alces","0","","vo_alces_1904","19061","19"
"0","0.5","11","0","1","5","10","0","はっや","19062","19"
"","","91","","0","0","0","","","19063","19"
"","","22","","","0","","","0","19064","19"
"0","naderare_idle","5","-190","-60","2","100","1.47","2","20001","20"
"0","empty","5","-190","-60","10","103","1.47","101","20002","20"
"0","nadenade_idle","5","-190","50","3","101","1.42","3","20003","20"
"0","empty","5","-190","50","10","103","1.42","102","20004","20"
"1","idle_normal","1","-190","270","1","102","1.45","101111","20005","20"
"","","91","","","0","","","0","20006","20"
"","","93","","","0.8","","","0","20007","20"
"","","23","","","se_alces","","","se_alces_emotion_note","20008","20"
"","","3","","","101","0","0","naderare_idle_note","20009","20"
"","","93","","","2.5","","","0","20010","20"
"","","3","","","101111","1","0.2","talk_normal_joy","20011","20"
"","","21","","0","vo_alces","0","","vo_alces_2000","20012","20"
"0","1.3","11","0","1","101111","10","0","ふふ。\n仲のいい姉妹ですね～♪","20013","20"
"","","91","","0","0","0","","","20014","20"
"","","3","","","101111","1","0.2","idle_normal","20015","20"
"0","","3","1","doya_talk_joy","2","0","0.2","doya_in_joy","20016","20"
"0","","3","1","idle_normal","3","0","0.2","nadenade_to_idle","20017","20"
"","","93","","","0.2","","","0","20018","20"
"","","21","","0","vo_alces","0","","vo_alces_2001","20019","20"
"0","1","11","0","1","2","10","0","姉妹じゃないよ！\n姪と叔母なんだ～！","20020","20"
"","","91","","0","0","0","","","20021","20"
"","","3","","","2","1","0.2","doya_idle_Ex0004","20022","20"
"","","93","","","0.2","","","0","20023","20"
"0.2","","3","1","talk_normal_joy","101111","0","0.2","notice_in_talk2","20024","20"
"","","21","","0","vo_alces","0","","vo_alces_2002","20025","20"
"0","2.2","11","0","1","101111","10","0","あ、そうでしたか失礼しました！\nということはお二人は３頭身ですね！","20026","20"
"","","91","","0","0","0","","","20027","20"
"","","3","","","101111","1","0.2","idle_normal_joyR","20028","20"
"","","93","","","0.2","","","0","20029","20"
"","","3","","","3","1","0.2","idle_surprise","20030","20"
"","","3","","","2","1","0.2","idle_normal","20031","20"
"","","93","","","0.8","","","0","20032","20"
"","","23","","","se_alces","","","se_alces_emotion_quiet","20033","20"
"0","","12","0","0","3","1","0","12","20034","20"
"","","93","","","3","","","0","20035","20"
"","","3","","","3","1","0.2","talk_normal_surprise","20036","20"
"","","21","","0","vo_alces","0","","vo_alces_2003","20037","20"
"0","0.6","11","0","1","3","10","0","……３親等のことかしら？","20038","20"
"","","91","","0","0","0","","","20039","20"
"","","22","","","0","","","0.5","20040","20"
"","","3","","","3","1","0.2","idle_surprise","20041","20"
"","","93","","","0.5","","","0","20042","20"
"","","23","","","se_alces","","","se_alces_emotion_question","20043","20"
"0","","12","0","0","101111","1","0","5","20044","20"
"","","3","","","101111","1","0.5","surprise_idle_normal2","20045","20"
"","","3","","","2","1","0.2","idle_surprise","20046","20"
"","","93","","","0.8","","","0","20047","20"
"","","3","","","3","1","0.2","sad_idle_Ex0007","20048","20"
"0","","3","1","sad_idle","102","0","","sad_idle_in","20049","20"
"","","22","","","0","","","0","20050","20"
"","","93","","","3","","","0","20051","20"
"","","101","","0","20051","0","","","20052","20"
"0","adv_luis","5","-140","-1.7","1","100","1.4","1","101001","101"
"","","31","1","87","1","108.3","1","1","101002","101"
"0","adv_luis","5","-140","-1.7","1","100","1.4","1","102001","102"
"","","31","1","87","1","108.3","1","1","102002","102"
"0","adv_luis","5","-140","-1.7","1","100","1.4","1","103001","103"
"","","31","1","87","1","108.3","1","1","103002","103"
"0","adv_iroha","5","-190","90","2","100","1.5","2","104001","104"
"","","31","1","37","1","200","1","1","104002","104"
"0","adv_iroha","5","-190","90","2","100","1.5","2","105001","105"
"","","31","1","37","1","200","1","1","105002","105"
"0","adv_iroha","5","-190","90","2","100","1.5","2","106001","106"
"","","31","1","37","1","200","1","1","106002","106"
"1","adv_sono","5","-130","350","3","100","1.38","3","107001","107"
"","","31","1","-18","10","475","1","10","107002","107"
"","","31","1","125","1","460","1","1","107003","107"
"1","adv_sono","5","-130","350","3","100","1.38","3","108001","108"
"","","31","1","-18","10","475","1","10","108002","108"
"","","31","1","125","1","460","1","1","108003","108"
"1","adv_sono","5","-130","350","3","100","1.38","3","109001","109"
"","","31","1","-18","10","475","1","10","109002","109"
"","","31","1","125","1","460","1","1","109003","109"
"1","adv_sono","5","-130","350","3","100","1.38","3","110001","110"
"","","31","1","-18","10","475","1","10","110002","110"
"","","31","1","125","1","460","1","1","110003","110"
"0","adv_luis","5","-140","-1.7","1","100","1.4","1","111001","111"
"","","31","1","87","1","108.3","1","1","111002","111"
"","","37","","","1","","","special","111003","111"
"1","adv_sono","5","-130","350","3","100","1.38","3","112001","112"
"","","31","1","-18","10","475","1","10","112002","112"
"","","31","1","125","1","460","1","1","112003","112"
"","","37","","","1","","","special","112004","112"
"0","adv_iroha","5","-190","90","2","100","1.5","2","113001","113"
"","","31","1","37","1","200","1","1","113002","113"
"","","37","","","1","","","special","113003","113"
"0","adv_iroha","5","-190","90","2","100","1.5","2","114001","114"
"","","31","1","37","1","200","1","1","114002","114"
"","","37","","","1","","","special","114003","114"
"0","adv_luis","5","-140","-1.7","1","100","1.4","1","115001","115"
"","","31","1","87","1","108.3","1","1","115002","115"
"","","37","","","1","","","special","115003","115"
"0","adv_iroha","5","-190","90","2","100","1.5","2","116001","116"
"","","31","1","37","1","200","1","1","116002","116"
"","","37","","","1","","","special","116003","116"
"1","adv_sono","5","-130","350","3","100","1.38","3","117001","117"
"","","31","1","-18","10","475","1","10","117002","117"
"","","31","1","125","1","460","1","1","117003","117"
"","","37","","","1","","","special","117004","117"
"0","adv_iroha_kodomo","5","-190","90","4","100","1.48","4","118001","118"
"","","31","1","37","1","200","1","1","118002","118"
"","","37","","","1","","","special","118003","118"
"1","adv_sono","5","-130","350","3","100","1.38","3","119001","119"
"","","31","1","-18","10","475","1","10","119002","119"
"","","31","1","125","1","460","1","1","119003","119"
"","","37","","","1","","","special","119004","119"
"1","adv_sono","5","-130","350","3","100","1.38","3","120001","120"
"","","31","1","-18","10","475","1","10","120002","120"
"","","31","1","125","1","460","1","1","120003","120"
"","","37","","","1","","","special","120004","120"
"0","adv_luis","5","-140","-1.7","1","100","1.4","1","121001","121"
"","","31","1","87","1","108.3","1","1","121002","121"
"","","37","","","1","","","special","121003","121"
"1","adv_sono","5","-130","350","3","100","1.38","3","122001","122"
"","","31","1","-18","10","475","1","10","122002","122"
"","","31","1","125","1","460","1","1","122003","122"
"","","37","","","1","","","special","122004","122"
"1","adv_sono_otona","5","-130","350","5","100","1.4","5","123001","123"
"","","31","1","-18","10","475","1","10","123002","123"
"","","31","1","125","1","460","1","1","123003","123"
"","","37","","","1","","","special","123004","123"
"1","adv_sono","5","-130","350","3","100","1.38","3","124001","124"
"","","31","1","-18","10","475","1","10","124002","124"
"","","31","1","125","1","460","1","1","124003","124"
"","","37","","","1","","","special","124004","124"
"0","adv_luis","5","-140","-1.7","1","100","1.4","1","125001","125"
"","","31","1","87","1","108.3","1","1","125002","125"
"","","37","","","1","","","special","125003","125"
"0","adv_iroha_kodomo","5","-190","90","4","100","1.48","4","126001","126"
"","","31","1","37","1","200","1","1","126002","126"
"","","37","","","1","","","special","126003","126"
"0","adv_iroha","5","-190","90","2","100","1.5","2","127001","127"
"","","31","1","37","1","200","1","1","127002","127"
"","","37","","","1","","","special","127003","127"
"0","adv_luis","5","-140","-1.7","1","100","1.4","1","128001","128"
"","","31","1","87","1","108.3","1","1","128002","128"
"","","37","","","1","","","special","128003","128"
"1","adv_sono_otona","5","-130","350","5","100","1.4","5","129001","129"
"","","31","1","-18","10","475","1","10","129002","129"
"","","31","1","125","1","460","1","1","129003","129"
"","","37","","","1","","","special","129004","129"
"1","adv_sono","5","-130","350","3","100","1.38","3","130001","130"
"","","31","1","-18","10","475","1","10","130002","130"
"","","31","1","125","1","460","1","1","130003","130"
"","","37","","","1","","","special","130004","130"
"0","adv_luis","5","-140","-1.7","1","100","1.4","1","131001","131"
"","","31","1","87","1","108.3","1","1","131002","131"
"","","37","","","1","","","special","131003","131"
"0","adv_iroha","5","-190","90","2","100","1.5","2","132001","132"
"","","31","1","37","1","200","1","1","132002","132"
"","","37","","","1","","","special","132003","132"
