ae2adfe4cd8b4073bdb226e84a9a0cfc7576c503da2156195a6cc9243afb48ef,3a4d4e1cf99cbc96df07d0673407646b449ab0446a435e301f78a87977ea6187,301fca8a4adee96960a2f88bff7747963957aec8e6e2269590c344ea26abaa10,459748a50fe8b3d59cfc1496661e73d7ed57113e7ae3385f0119c8dad8fb7a72,1ad8ba57db2a120bb8c03b996fe8dac3bc41d36b0ecea9645199a52bd2c83c10,9f50129995039fc3a9662cbd17df392b4dbe3fcbfb6d97c50304f8f8b670ed17,7fb34218cdcc1152e68b83256e19ebcd0d65caad2bf75a3f7627fe477ad1f05d,fbde344906f99b67c74e305135093178bd4ab441938b7fc73cd88cc19e037bd8,7b57efa79541fbf7130b5c3930474d023351ca3776f2ec3ad87e0b8a60e5be8f,0b54452c9f5ad2638da6dd8d77357122dfbe63163af771bae8bb04f7e237d179,187f4264fd81cd4ad6c6b5e34ecbf372331eea7d0d0ab2494c41a080e4959130
"","0","18412","","","","91","","","18412010",""
"vo_wac_220817_001","vo_wac_220817","18412","","","","21","0","0","18412011",""
"まぁ、のんびりやらせてもらうよ。\n一朝一夕に上達するもんでもないし。\n釣りでもなんでも、焦らずじっくり\nやった方がいい結果になるもんさ。","105611","18412","1","0","0","11","1","10","18412012","0.5"
"","0","18412","","","","91","","","18412013",""
"0","0","18412","","","","22","","","18412014",""
"wac_idle_doya","105611","18413","","0.2","","3","","1","18413001",""
"wac_no_items","111","18413","","0.2","","3","","1","18413002",""
"200","105611","18413","","","","2","0","-340","18413003",""
"200","111","18413","","","","2","0","-340","18413004",""
"0","21","18413","","","","32","","","18413005",""
"1","54","18413","","","","32","","","18413006",""
"0","11","18413","","","","32","","","18413007",""
"","0","18413","","","","91","","","18413008",""
"105111","1","18511","-213","2","0","1","-108","202","18511001","wac_default_01"
"111","1","18511","-213","2","0","5","-108","201","18511002","wac_default_02"
"21","21","18511","1","1","","31","0","0","18511003",""
"54","54","18511","1","0","","31","0","0","18511004",""
"11","11","18511","1","0","","31","0","0","18511005",""
"501","501","18511","1","1","","31","0","0","18511006",""
"wac_paint_01","105111","18511","0","0.2","","3","","0","18511007",""
"wac_paint_02","111","18511","0","0.2","","3","","0","18511008",""
"0","0","18511","","","","93","","","18511009",""
"1","11","18511","","","","32","","","18511010",""
"se_10035700_brush","se_10035700","18511","","","","23","","0","18511011",""
"300","105111","18511","","","","13","","","18511012",""
"","1","18511","","","","131","","","18511013",""
"wac_talk_doya_in","105111","18512","1","0.2","","3","wac_talk_doya_loop","0","18512001",""
"wac_no_items","111","18512","","0.2","","3","","1","18512002",""
"200","105111","18512","","","","2","0","-340","18512003",""
"200","111","18512","","","","2","0","-340","18512004",""
"0","21","18512","","","","32","","","18512005",""
"1","54","18512","","","","32","","","18512006",""
"0","11","18512","","","","32","","","18512007",""
"vo_wac_220818_000","vo_wac_220818","18512","","","","21","0","0","18512008",""
"どう、なかなかのものでしょ？\n医者っていうのはね、いろいろと\nスケッチをする機会もあるから\nこういうのも得意なの。","105111","18512","1","0","0","11","1","10","18512009","0.5"
"","0","18512","","","","91","","","18512010",""
"wac_talk_wish_in","105111","18512","1","0.2","","3","wac_talk_wish_loop","0","18512011",""
"vo_wac_220818_001","vo_wac_220818","18512","","","","21","0","0","18512012",""
"今度、君もスケッチさせてくれない？\nもちろん、隅から隅まで、全部よ。\n研究の参考になりそうだもの♪","105111","18512","1","0","0","11","1","10","18512013","0.5"
"","0","18512","","","","91","","","18512014",""
"0","0","18512","","","","22","","","18512015",""
"wac_idle_wish","105111","18513","","0.2","","3","","1","18513001",""
"wac_no_items","111","18513","","0.2","","3","","1","18513002",""
"200","105111","18513","","","","2","0","-340","18513003",""
"200","111","18513","","","","2","0","-340","18513004",""
"0","21","18513","","","","32","","","18513005",""
"1","54","18513","","","","32","","","18513006",""
"0","11","18513","","","","32","","","18513007",""
"","0","18513","","","","91","","","18513008",""
"102711","1","18611","-213","2","0","1","-108","202","18611001","wac_default_11"
"111","1","18611","-213","2","0","5","-108","201","18611002","wac_default_13"
"21","21","18611","1","1","","31","0","0","18611003",""
"54","54","18611","1","0","","31","0","0","18611004",""
"11","11","18611","1","0","","31","0","0","18611005",""
"501","501","18611","1","1","","31","0","0","18611006",""
"wac_paint_11","102711","18611","0","0.2","","3","","0","18611007",""
"wac_paint_13","111","18611","0","0.2","","3","","0","18611008",""
"0","0.3","18611","","","","93","","","18611009",""
"1","11","18611","","","","32","","","18611010",""
"se_10035700_roller","se_10035700","18611","","","","23","","0","18611011",""
"300","102711","18611","","","","13","","","18611012",""
"","1","18611","","","","131","","","18611013",""
"wac_talk_smile_in","102711","18612","1","0.2","","3","wac_talk_smile_loop","0","18612001",""
"wac_no_items","111","18612","","0.2","","3","","1","18612002",""
"200","102711","18612","","","","2","0","-340","18612003",""
"200","111","18612","","","","2","0","-340","18612004",""
"0","21","18612","","","","32","","","18612005",""
"1","54","18612","","","","32","","","18612006",""
"0","11","18612","","","","32","","","18612007",""
"vo_wac_220819_000","vo_wac_220819","18612","","","","21","0","0","18612008",""
"クスクス……\n芸術とは、その人の\n内面が反映されると\n言われますけれど。","102711","18612","1","0","0","11","1","10","18612009","0.5"
"","0","18612","","","","91","","","18612010",""
"wac_talk_wish_in","102711","18612","1","0.2","","3","wac_talk_wish_loop","0","18612011",""
"vo_wac_220819_001","vo_wac_220819","18612","","","","21","0","0","18612012",""
"改めて、それを実感できましたわ……\nあなた様への想いが、絵を通して\n壁からにじみ出ているかのようです。\nランドソルを覆わんばかりに……","102711","18612","1","0","0","11","1","10","18612013","0.5"
"","0","18612","","","","91","","","18612014",""
"0","0","18612","","","","22","","","18612015",""
"wac_idle_wish","102711","18613","","0.2","","3","","1","18613001",""
"wac_no_items","111","18613","","0.2","","3","","1","18613002",""
"200","102711","18613","","","","2","0","-340","18613003",""
"200","111","18613","","","","2","0","-340","18613004",""
"0","21","18613","","","","32","","","18613005",""
"1","54","18613","","","","32","","","18613006",""
"0","11","18613","","","","32","","","18613007",""
"","0","18613","","","","91","","","18613008",""
"100911","1","18711","-213","2","0","1","-108","202","18711001","wac_default_01"
"111","1","18711","-213","2","0","5","-108","201","18711002","wac_default_03"
"21","21","18711","1","1","","31","0","0","18711003",""
"54","54","18711","1","0","","31","0","0","18711004",""
"11","11","18711","1","0","","31","0","0","18711005",""
"501","501","18711","1","1","","31","0","0","18711006",""
"wac_paint_01","100911","18711","0","0.2","","3","","0","18711007",""
"wac_paint_03","111","18711","0","0.2","","3","","0","18711008",""
"0","0","18711","","","","93","","","18711009",""
"1","11","18711","","","","32","","","18711010",""
"se_10035700_brush","se_10035700","18711","","","","23","","0","18711011",""
"300","100911","18711","","","","13","","","18711012",""
"","1","18711","","","","131","","","18711013",""
"wac_talk_doya_in","100911","18712","1","0.2","","3","wac_talk_doya_loop","0","18712001",""
"wac_no_items","111","18712","","0.2","","3","","1","18712002",""
"200","100911","18712","","","","2","0","-340","18712003",""
"200","111","18712","","","","2","0","-340","18712004",""
"0","21","18712","","","","32","","","18712005",""
"1","54","18712","","","","32","","","18712006",""
"0","11","18712","","","","32","","","18712007",""
"vo_wac_220820_000","vo_wac_220820","18712","","","","21","0","0","18712008",""
"見るがいい、シグルドよ！\n熾炎戦鬼煉獄血盟暗黒団にふさわしい、\n運命の交わりを感じさせるような\n大作に仕上がったぞ！！","100911","18712","1","0","0","11","1","10","18712009","0.5"
"","0","18712","","","","91","","","18712010",""
"vo_wac_220820_001","vo_wac_220820","18712","","","","21","0","0","18712011",""
"さらにここに、我らの生きた証として、\n前世からの宿命を感じさせる刻印を……\nえっ、公共の壁だからそれはダメ？\nそうか……残念だ……","100911","18712","1","0","0","11","1","10","18712012","0.5"
"","0","18712","","","","91","","","18712013",""
"0","0","18712","","","","22","","","18712014",""
"wac_idle_doya","100911","18713","","0.2","","3","","1","18713001",""
"wac_no_items","111","18713","","0.2","","3","","1","18713002",""
"200","100911","18713","","","","2","0","-340","18713003",""
"200","111","18713","","","","2","0","-340","18713004",""
"0","21","18713","","","","32","","","18713005",""
"1","54","18713","","","","32","","","18713006",""
"0","11","18713","","","","32","","","18713007",""
"","0","18713","","","","91","","","18713008",""
"105111","1","18811","-85","2","0","1","-167","202","18811001","wac_default_31"
"105611","1","18811","-211","2","0","1","-64","252","18811002","wac_default_41"
"101311","1","18811","-211","2","0","1","230","204","18811003","wac_default_51"
"100911","1","18811","-350","2","0","1","-330","256","18811004","wac_default_bot_61"
"102711","1","18811","-350","2","0","1","340","259","18811005","wac_default_bot_91"
"111","1","18811","-85","2","0","5","-167","201","18811006","wac_default_33"
"112","1","18811","-211","2","0","5","-64","251","18811007","wac_default_41"
"113","1","18811","-211","2","0","5","230","203","18811008","wac_default_56"
"114","1","18811","-350","2","0","5","-330","255","18811009","wac_default_63"
"115","1","18811","-350","2","0","5","340","258","18811010","wac_default_91"
"300","100911","18811","","","","13","","","18811011",""
"300","102711","18811","","","","13","","","18811012",""
"300","101311","18811","","","","13","","","18811013",""
"300","105111","18811","","","","13","","","18811014",""
"300","105611","18811","","","","13","","","18811015",""
"55","55","18811","1","1","","31","0","0","18811016",""
"30","30","18811","1","0","","31","0","0","18811017",""
"16","16","18811","1","0","","31","0","0","18811018",""
"501","501","18811","1","1","","31","0","0","18811019",""
"wac_paint_31","105111","18811","0","0.2","","3","","0","18811020",""
"wac_paint_33","111","18811","0","0.2","","3","","0","18811021",""
"wac_paint_41","105611","18811","0","0.2","","3","","0","18811022",""
"wac_paint_41","112","18811","0","0.2","","3","","0","18811023",""
"wac_paint_51","101311","18811","0","0.2","","3","","0","18811024",""
"wac_paint_56","113","18811","0","0.2","","3","","0","18811025",""
"wac_paint_bot_61","100911","18811","0","0.2","","3","","0","18811026",""
"wac_paint_63","114","18811","0","0.2","","3","","0","18811027",""
"wac_paint_bot_91","102711","18811","0","0.2","","3","","0","18811028",""
"wac_paint_91","115","18811","0","0.2","","3","","0","18811029",""
"0","0","18811","","","","93","","","18811030",""
"1","16","18811","","","","32","","","18811031",""
"se_sys_login_birthday_calendar_smallbrush","se_common","18811","","","","23","","0","18811032",""
"","1","18811","","","","131","","","18811033",""
"wac_idle_doya_L","100911","18812","","0","","3","","1","18812001",""
"wac_idle_wish_L","102711","18812","","0","","3","","1","18812002",""
"wac_idle_kyapi","101311","18812","","0","","3","","1","18812003",""
"wac_idle_sad_surprise","105111","18812","","0","","3","","1","18812004",""
"wac_idle_arm_crossed","105611","18812","","0","","3","","1","18812005",""
"wac_no_items","111","18812","","0","","3","","1","18812006",""
"wac_no_items","112","18812","","0","","3","","1","18812007",""
"wac_no_items","113","18812","","0","","3","","1","18812008",""
"wac_no_items","114","18812","","0","","3","","1","18812009",""
"wac_no_items","115","18812","","0","","3","","1","18812010",""
"-190","100911","18812","","","","2","0","-335","18812011",""
"-335","102711","18812","","","","2","0","-360","18812012",""
"190","101311","18812","","","","2","0","-360","18812013",""
"350","105111","18812","","","","2","0","-335","18812014",""
"500","105611","18812","","","","2","0","-360","18812015",""
"-190","111","18812","","","","2","0","-335","18812016",""
"-335","112","18812","","","","2","0","-360","18812017",""
"190","113","18812","","","","2","0","-360","18812018",""
"350","114","18812","","","","2","0","-335","18812019",""
"500","115","18812","","","","2","0","-360","18812020",""
"0","55","18812","","","","32","","","18812021",""
"1","30","18812","","","","32","","","18812022",""
"0","16","18812","","","","32","","","18812023",""
"wac_talk_kyapi_in","101311","18812","1","0.2","","3","wac_talk_kyapi_loop","0","18812024",""
"vo_wac_220821_000","vo_wac_220821","18812","","","","21","0","0","18812025",""
"完☆成！\nぐうかわ魔法少女が描く、\nこれまたぐうかわな壁画をご覧あれ～！\nテーマは……努力！　友情！　勝利！","101311","18812","1","0","0","11","1","10","18812026","0.5"
"","0","18812","","","","91","","","18812027",""
"wac_idle_kyapi","101311","18812","1","0.2","","3","","1","18812028",""
"wac_talk_doya_in_surprise_L","100911","18812","1","0.2","","3","wac_talk_doya_loop_surprise_L","0","18812029",""
"vo_wac_220821_001","vo_wac_220821","18812","","","","21","0","0","18812030",""
"むっ、ちょっと待て。\nこの絵のテーマは、繰り返される\n運命の闘争が織りなす限りなき\nウロボロスの循環ではないのか！？","100911","18812","1","0","0","11","1","10","18812031","0.5"
"","0","18812","","","","91","","","18812032",""
"wac_idle_doya_surprise_L","100911","18812","1","0.2","","3","","1","18812033",""
"wac_talk_wish_in_L","102711","18812","1","0.2","","3","wac_talk_wish_loop_L","0","18812034",""
"vo_wac_220821_002","vo_wac_220821","18812","","","","21","0","0","18812035",""
"クスクス……違います。\nこれはあのおかたへの愛……\n枯れることのない、永遠の愛が\nテーマですわ……","102711","18812","1","0","0","11","1","10","18812036","0.5"
"","0","18812","","","","91","","","18812037",""
"wac_idle_wish_L","102711","18812","1","0.2","","3","","1","18812038",""
"wac_talk_sad_in_surprise","105111","18812","1","0.2","","3","wac_talk_sad_loop_surprise","0","18812039",""
"vo_wac_220821_003","vo_wac_220821","18812","","","","21","0","0","18812040",""
"これってテーマなんてあったの？\nあくまでギルドの仕事であって、\n指示書に忠実に描けばいいと\n思ってたんだけれど。","105111","18812","1","0","0","11","1","10","18812041","0.5"
"","0","18812","","","","91","","","18812042",""
"wac_idle_sad_surprise","105111","18812","1","0.2","","3","","1","18812043",""
"wac_talk_arm_crossed_in","105611","18812","1","0.2","","3","wac_talk_arm_crossed_loop","0","18812044",""
"vo_wac_220821_004","vo_wac_220821","18812","","","","21","0","0","18812045",""
"いやいや、それであってるよ。\nアイツら、やる気満々なのはいいけど、\n余計なもん描き足してないだろうね？\nあとで見ておくか……","105611","18812","1","0","0","11","1","10","18812046","0.5"
"","0","18812","","","","91","","","18812047",""
"0","0","18812","","","","22","","","18812048",""
"","","18812","","","","111","","","18812049",""
"wac_idle_doya_surprise_L","100911","18813","","0.2","","3","","1","18813001",""
"wac_idle_wish_L","102711","18813","","0.2","","3","","1","18813002",""
"wac_idle_kyapi","101311","18813","","0.2","","3","","1","18813003",""
"wac_idle_sad_surprise","105111","18813","","0.2","","3","","1","18813004",""
"wac_idle_arm_crossed","105611","18813","","0.2","","3","","1","18813005",""
"wac_no_items","111","18813","","0.2","","3","","1","18813006",""
"wac_no_items","112","18813","","0.2","","3","","1","18813007",""
"wac_no_items","113","18813","","0.2","","3","","1","18813008",""
"wac_no_items","114","18813","","0.2","","3","","1","18813009",""
"wac_no_items","115","18813","","0.2","","3","","1","18813010",""
"-190","100911","18813","","","","2","0","-335","18813011",""
"-335","102711","18813","","","","2","0","-360","18813012",""
"190","101311","18813","","","","2","0","-360","18813013",""
"350","105111","18813","","","","2","0","-335","18813014",""
"500","105611","18813","","","","2","0","-360","18813015",""
"-190","111","18813","","","","2","0","-335","18813016",""
"-335","112","18813","","","","2","0","-360","18813017",""
"190","113","18813","","","","2","0","-360","18813018",""
"350","114","18813","","","","2","0","-335","18813019",""
"500","115","18813","","","","2","0","-360","18813020",""
"0","55","18813","","","","32","","","18813021",""
"1","30","18813","","","","32","","","18813022",""
"0","16","18813","","","","32","","","18813023",""
"","0","18813","","","","91","","","18813024",""
"105511","1","18911","-213","2","0","1","-108","202","18911001","wac_default_01"
"111","1","18911","-213","2","0","5","-108","201","18911002","wac_default_02"
"21","21","18911","1","1","","31","0","0","18911003",""
"54","54","18911","1","0","","31","0","0","18911004",""
"11","11","18911","1","0","","31","0","0","18911005",""
"501","501","18911","1","1","","31","0","0","18911006",""
"wac_paint_01","105511","18911","0","0.2","","3","","0","18911007",""
"wac_paint_02","111","18911","0","0.2","","3","","0","18911008",""
"0","0","18911","","","","93","","","18911009",""
"1","11","18911","","","","32","","","18911010",""
"se_10035700_brush","se_10035700","18911","","","","23","","0","18911011",""
"300","105511","18911","","","","13","","","18911012",""
"","1","18911","","","","131","","","18911013",""
"wac_talk_wish_in","105511","18912","1","0.2","","3","wac_talk_wish_loop","0","18912001",""
"wac_no_items","111","18912","","0.2","","3","","1","18912002",""
"200","105511","18912","","","","2","0","-340","18912003",""
"200","111","18912","","","","2","0","-340","18912004",""
"0","21","18912","","","","32","","","18912005",""
"1","54","18912","","","","32","","","18912006",""
"0","11","18912","","","","32","","","18912007",""
"vo_wac_220822_000","vo_wac_220822","18912","","","","21","0","0","18912008",""
"で、できた～\n大勢の人に見られるような場所に絵を\n描くのって、やっぱり慣れないよ……","105511","18912","1","0","0","11","1","10","18912009","0.5"
"","0","18912","","","","91","","","18912010",""
"vo_wac_220822_001","vo_wac_220822","18912","","","","21","0","0","18912011",""
"先輩も、この絵を見るのかな？\nちょっと恥ずかしいけど、私の絵を見る\n先輩を見られたらやる気がでるかも♪","105511","18912","1","0","0","11","1","10","18912012","0.5"
"","0","18912","","","","91","","","18912013",""
"0","0","18912","","","","22","","","18912014",""
"wac_idle_wish","105511","18913","","0.2","","3","","1","18913001",""
"wac_no_items","111","18913","","0.2","","3","","1","18913002",""
"200","105511","18913","","","","2","0","-340","18913003",""
"200","111","18913","","","","2","0","-340","18913004",""
"0","21","18913","","","","32","","","18913005",""
"1","54","18913","","","","32","","","18913006",""
"0","11","18913","","","","32","","","18913007",""
"","0","18913","","","","91","","","18913008",""
"106811","1","19011","-213","2","0","1","-108","202","19011001","wac_default_11"
"111","1","19011","-213","2","0","5","-108","201","19011002","wac_default_13"
"21","21","19011","1","1","","31","0","0","19011003",""
"54","54","19011","1","0","","31","0","0","19011004",""
"11","11","19011","1","0","","31","0","0","19011005",""
"501","501","19011","1","1","","31","0","0","19011006",""
"wac_paint_11","106811","19011","0","0.2","","3","","0","19011007",""
"wac_paint_13","111","19011","0","0.2","","3","","0","19011008",""
"0","0.3","19011","","","","93","","","19011009",""
"1","11","19011","","","","32","","","19011010",""
"se_10035700_roller","se_10035700","19011","","","","23","","0","19011011",""
"300","106811","19011","","","","13","","","19011012",""
"","1","19011","","","","131","","","19011013",""
"wac_talk_doya_in","106811","19012","1","0.2","","3","wac_talk_doya_loop","0","19012001",""
"wac_no_items","111","19012","","0.2","","3","","1","19012002",""
"200","106811","19012","","","","2","0","-340","19012003",""
"200","111","19012","","","","2","0","-340","19012004",""
"0","21","19012","","","","32","","","19012005",""
"1","54","19012","","","","32","","","19012006",""
"0","11","19012","","","","32","","","19012007",""
"vo_wac_220823_000","vo_wac_220823","19012","","","","21","0","0","19012008",""
"ふんふふ～ん、ってね。\nおお、これはなかなかいいタッチ。\n目立ちすぎず、かといって\n個性は失わず。","106811","19012","1","0","0","11","1","10","19012009","0.5"
"","0","19012","","","","91","","","19012010",""
"vo_wac_220823_001","vo_wac_220823","19012","","","","21","0","0","19012011",""
"そう、普通……！\n実に平々凡々極まりない！\nこれはいいものだ！\n凡も非凡も唯一の芸術ってね！","106811","19012","1","0","0","11","1","10","19012012","0.5"
"","0","19012","","","","91","","","19012013",""
"0","0","19012","","","","22","","","19012014",""
"wac_idle_doya","106811","19013","","0.2","","3","","1","19013001",""
"wac_no_items","111","19013","","0.2","","3","","1","19013002",""
"200","106811","19013","","","","2","0","-340","19013003",""
"200","111","19013","","","","2","0","-340","19013004",""
"0","21","19013","","","","32","","","19013005",""
"1","54","19013","","","","32","","","19013006",""
"0","11","19013","","","","32","","","19013007",""
"","0","19013","","","","91","","","19013008",""
"104911","1","19111","-213","2","0","1","-108","202","19111001","wac_default_11"
"111","1","19111","-213","2","0","5","-108","201","19111002","wac_default_13"
"21","21","19111","1","1","","31","0","0","19111003",""
"54","54","19111","1","0","","31","0","0","19111004",""
"11","11","19111","1","0","","31","0","0","19111005",""
"501","501","19111","1","1","","31","0","0","19111006",""
"wac_paint_11","104911","19111","0","0.2","","3","","0","19111007",""
"wac_paint_13","111","19111","0","0.2","","3","","0","19111008",""
"0","0.3","19111","","","","93","","","19111009",""
"1","11","19111","","","","32","","","19111010",""
"se_10035700_roller","se_10035700","19111","","","","23","","0","19111011",""
"300","104911","19111","","","","13","","","19111012",""
"","1","19111","","","","131","","","19111013",""
"wac_talk_doya_in","104911","19112","1","0.2","","3","wac_talk_doya_loop","0","19112001",""
"wac_no_items","111","19112","","0.2","","3","","1","19112002",""
"200","104911","19112","","","","2","0","-340","19112003",""
"200","111","19112","","","","2","0","-340","19112004",""
"0","21","19112","","","","32","","","19112005",""
"1","54","19112","","","","32","","","19112006",""
"0","11","19112","","","","32","","","19112007",""
"vo_wac_220824_000","vo_wac_220824","19112","","","","21","0","0","19112008",""
"お姉ちゃんのお姉ちゃんによる、\nお姉ちゃん史を覆す芸術が完成したよ！\n弟くんも一目見ただけで、この絵から\nお姉ちゃんを感じてくれるよね？","104911","19112","1","0","0","11","1","10","19112009","0.5"
"","0","19112","","","","91","","","19112010",""
"vo_wac_220824_001","vo_wac_220824","19112","","","","21","0","0","19112011",""
"この調子でどんどん絵を練習して、\n弟くんへの愛情を表現していかないと。\nまずは弟くんに膝枕してるお姉ちゃんの\n絵で、ランドソルを包囲しようかな♪","104911","19112","1","0","0","11","1","10","19112012","0.5"
"","0","19112","","","","91","","","19112013",""
"0","0","19112","","","","22","","","19112014",""
"wac_idle_doya","104911","19113","","0.2","","3","","1","19113001",""
"wac_no_items","111","19113","","0.2","","3","","1","19113002",""
"200","104911","19113","","","","2","0","-340","19113003",""
"200","111","19113","","","","2","0","-340","19113004",""
"0","21","19113","","","","32","","","19113005",""
"1","54","19113","","","","32","","","19113006",""
"0","11","19113","","","","32","","","19113007",""
"","0","19113","","","","91","","","19113008",""
"104911","1","19211","-205","2","0","1","-167","202","19211001","wac_default_31"
"106811","1","19211","-350","2","0","1","-64","254","19211002","wac_default_bot_41"
"101111","1","19211","-325","2","0","1","230","252","19211003","wac_default_51"
"111","1","19211","-205","2","0","5","-167","201","19211004","wac_default_34"
"112","1","19211","-350","2","0","5","-64","253","19211005","wac_default_41"
"113","1","19211","-325","2","0","5","230","251","19211006","wac_default_bot_57"
"300","101111","19211","","","","13","","","19211007",""
"300","104911","19211","","","","13","","","19211008",""
"300","106811","19211","","","","13","","","19211009",""
"25","25","19211","1","1","","31","0","0","19211010",""
"30","30","19211","1","0","","31","0","0","19211011",""
"15","15","19211","1","0","","31","0","0","19211012",""
"501","501","19211","1","1","","31","0","0","19211013",""
"wac_paint_31","104911","19211","0","0.2","","3","","0","19211014",""
"wac_paint_34","111","19211","0","0.2","","3","","0","19211015",""
"wac_paint_bot_41","106811","19211","0","0.2","","3","","0","19211016",""
"wac_paint_41","112","19211","0","0.2","","3","","0","19211017",""
"wac_paint_bot_51","101111","19211","0","0.2","","3","","0","19211018",""
"wac_paint_bot_57","113","19211","0","0.2","","3","","0","19211019",""
"0","0","19211","","","","93","","","19211020",""
"1","15","19211","","","","32","","","19211021",""
"se_sys_login_birthday_calendar_smallbrush","se_common","19211","","","","23","","0","19211022",""
"","1","19211","","","","131","","","19211023",""
"wac_idle_doya","101111","19212","","0","","3","","1","19212001",""
"wac_idle_smile_L","104911","19212","","0","","3","","1","19212002",""
"wac_idle_wish","106811","19212","","0","","3","","1","19212003",""
"wac_no_items","111","19212","","0","","3","","1","19212004",""
"wac_no_items","112","19212","","0","","3","","1","19212005",""
"wac_no_items","113","19212","","0","","3","","1","19212006",""
"190","101111","19212","","","","2","0","-335","19212007",""
"-190","104911","19212","","","","2","0","-360","19212008",""
"350","106811","19212","","","","2","0","-360","19212009",""
"190","111","19212","","","","2","0","-335","19212010",""
"-190","112","19212","","","","2","0","-360","19212011",""
"350","113","19212","","","","2","0","-360","19212012",""
"0","25","19212","","","","32","","","19212013",""
"1","30","19212","","","","32","","","19212014",""
"0","15","19212","","","","32","","","19212015",""
"wac_talk_doya_in","101111","19212","1","0.2","","3","wac_talk_doya_loop","0","19212016",""
"vo_wac_220825_000","vo_wac_220825","19212","","","","21","0","0","19212017",""
"ふ～、我ながらいい絵が描けました！\nなんだか今日は調子がいいですよ！","101111","19212","1","0","0","11","1","10","19212018","0.5"
"","0","19212","","","","91","","","19212019",""
"wac_idle_doya","101111","19212","1","0.2","","3","","1","19212020",""
"wac_talk_wish_in","106811","19212","1","0.2","","3","wac_talk_wish_loop","0","19212021",""
"vo_wac_220825_001","vo_wac_220825","19212","","","","21","0","0","19212022",""
"うんうん、リノちゃんは\n元気があっていいねえ。","106811","19212","1","0","0","11","1","10","19212023","0.5"
"","0","19212","","","","91","","","19212024",""
"wac_idle_wish","106811","19212","1","0.2","","3","","1","19212025",""
"wac_talk_smile_in_L","104911","19212","1","0.2","","3","wac_talk_smile_loop_L","0","19212026",""
"vo_wac_220825_002","vo_wac_220825","19212","","","","21","0","0","19212027",""
"ちょっとおっちょこちょいなところは\n直してほしいんだけどね？","104911","19212","1","0","0","11","1","10","19212028","0.5"
"","0","19212","","","","91","","","19212029",""
"wac_idle_smile_L","104911","19212","1","0.2","","3","","1","19212030",""
"wac_talk_anger_shy","101111","19212","","0.2","","3","","1","19212031",""
"vo_wac_220825_003","vo_wac_220825","19212","","","","21","0","0","19212032",""
"そ、そこはおいおい直していきます！\n私はターキー晩成ですからね！","101111","19212","1","0","0","11","1","10","19212033","0.5"
"","0","19212","","","","91","","","19212034",""
"0","0","19212","","","","22","","","19212035",""
"","","19212","","","","111","","","19212036",""
"wac_idle_sad_shy","101111","19213","","0.2","","3","","1","19213001",""
"wac_idle_smile_L","104911","19213","","0.2","","3","","1","19213002",""
"wac_idle_wish","106811","19213","","0.2","","3","","1","19213003",""
"wac_no_items","111","19213","","0.2","","3","","1","19213004",""
"wac_no_items","112","19213","","0.2","","3","","1","19213005",""
"wac_no_items","113","19213","","0.2","","3","","1","19213006",""
"190","101111","19213","","","","2","0","-335","19213007",""
"-190","104911","19213","","","","2","0","-360","19213008",""
"350","106811","19213","","","","2","0","-360","19213009",""
"190","111","19213","","","","2","0","-335","19213010",""
"-190","112","19213","","","","2","0","-360","19213011",""
"350","113","19213","","","","2","0","-360","19213012",""
"0","25","19213","","","","32","","","19213013",""
"1","30","19213","","","","32","","","19213014",""
"0","15","19213","","","","32","","","19213015",""
"","0","19213","","","","91","","","19213016",""
"100311","1","19311","-213","2","0","1","-108","202","19311001","wac_default_01"
"111","1","19311","-213","2","0","5","-108","201","19311002","wac_default_03"
"21","21","19311","1","1","","31","0","0","19311003",""
"54","54","19311","1","0","","31","0","0","19311004",""
"11","11","19311","1","0","","31","0","0","19311005",""
"501","501","19311","1","1","","31","0","0","19311006",""
"wac_paint_01","100311","19311","0","0.2","","3","","0","19311007",""
"wac_paint_03","111","19311","0","0.2","","3","","0","19311008",""
"0","0","19311","","","","93","","","19311009",""
"1","11","19311","","","","32","","","19311010",""
"se_10035700_brush","se_10035700","19311","","","","23","","0","19311011",""
"300","100311","19311","","","","13","","","19311012",""
"","1","19311","","","","131","","","19311013",""
"wac_talk_doya_in","100311","19312","1","0.2","","3","wac_talk_doya_loop","0","19312001",""
"wac_no_items","111","19312","","0.2","","3","","1","19312002",""
"200","100311","19312","","","","2","0","-340","19312003",""
"200","111","19312","","","","2","0","-340","19312004",""
"0","21","19312","","","","32","","","19312005",""
"1","54","19312","","","","32","","","19312006",""
"0","11","19312","","","","32","","","19312007",""
"vo_wac_220826_000","vo_wac_220826","19312","","","","21","0","0","19312008",""
"よし、これでいい。\nやっぱり絵を描く作業は、\n上達がはっきり目に見える分、\nやりがいを感じられるね。","100311","19312","1","0","0","11","1","10","19312009","0.5"
"","0","19312","","","","91","","","19312010",""
"wac_talk_wish_in","100311","19312","1","0.2","","3","wac_talk_wish_loop","0","19312011",""
"vo_wac_220826_001","vo_wac_220826","19312","","","","21","0","0","19312012",""
"せっかくだし、プライベートでも\nなにか描いてみたいな。\n今度ユイたちを誘って、\n写生会でも開いてみようか♪","100311","19312","1","0","0","11","1","10","19312013","0.5"
"","0","19312","","","","91","","","19312014",""
"0","0","19312","","","","22","","","19312015",""
"wac_idle_wish","100311","19313","","0.2","","3","","1","19313001",""
