79f121bd427219bb75a6eb2d99220aedde7ab6169e463f0fad1508e004870c59,e2ed62c0431f2ccf770e879917384a5661b9d2d46dfa3cc9638454d355544707,fd4bb8976b22e6b279bbbf1ec8cdb073f961263839fdad263b2a159b8d6e000b,5028ce31eff3664b1ac2ca63e1476ebaaab03e55ef00f43a18e94dc29b1f5240,e83c3ed6359a2afc4e5806be43e616c7adf2d2aef778f6a604103a469b8a15ea,75f1f7e66c347a06a00a6653ffdc2976bc1782de456911042bc4bc7ed56a1832,379a17e48da2708880d7e3e44f64f25f2511deabed21d14bf05eefb66f4fe64e,8b73ab30468169f72c09df355747a1533e9aac5e777dbb56096d5194553d0fb4,284e2737db358fe9fd2c39b9924a627fa81f367e0980c963bf67af129ecc6d3d,7a52b401fdd325cca3b1e57d43af97189002d1cdecbdc272c44e14428101ad7f
"天命","1","0","0","天元","天心","0","0","2530005","天王"
"ねりもの","1","0","0","かまぼこ","ちくわぶ","0","0","2530006","はんぺん"
"ストークブラッド","1","0","0","ピジョンブラッド","カナリーブラッド","0","0","2530009","クレーンブラッド"
"イニシャルノート","1","0","0","トップノート","ボトムノート","0","0","2530010","テールノート"
"ハレーン","1","0","0","トレーン","クレーン","0","0","2530012","ブレーン"
"お漬物","1","0","0","お吸い物","ご飯","0","0","2530013","お刺身"
"バーナム効果","1","0","0","ピグマリオン効果","ダニング＝クルーガー効果","0","0","2530014","ツァイガルニク効果"
"PS値","1","0","0","PA値","PQ値","0","0","2530016","PK値"
"インフォームド・クライアント","1","0","0","インフォームド・コンセント","インフォームド・ラチェット","0","0","2530018","インフォームド・リタイア"
"湯の実","1","0","0","湯の花","湯の茎","0","0","2530020","湯の草"
"ワイパー","1","0","0","ボンネット","ハンドル","0","0","2530021","トランク"
"4九","1","0","0","5九","7九","0","0","2530022","6九"
"289","1","0","0","361","256","0","0","2530023","324"
"72枚","1","0","0","48枚","108枚","0","0","2530024","52枚"
"9月","1","0","0","11月","5月","0","0","2530025","1月"
"耳","1","0","0","舌","目","0","0","2530028","鼻"
"黒口","1","0","0","赤口","白口","0","0","2530030","青口"
"鱒尺","1","0","0","鯨尺","鯵尺","0","0","2530032","鮪尺"
"サマナー","1","0","0","ランナー","ガンナー","0","0","2530033","パタンナー"
"三和土","1","0","0","長押","上棟","0","0","2530034","欄間"
"オーバルカット","1","0","0","トリリアントカット","マーキーズカット","0","0","2530035","ブリリアントカット"
"白一色","1","0","0","緑一色","黒一色","0","0","2530036","赤一色"
"かり","1","0","0","けた","しき","0","0","2530037","はり"
"オパール","1","0","0","ダイヤモンド","タンザナイト","0","0","2530039","エメラルド"
"五星","1","0","0","五光","五花","0","0","2530041","五全"
"歯肉炎","1","0","0","虫歯","口内炎","0","0","2530042","歯槽膿漏"
"片棒","1","0","0","撞木","枕木","0","0","2530043","倒木"
"己運","1","0","0","自運","草書","0","0","2530044","臨書"
"態","1","0","0","能","羆","0","0","2530046","熊"
"amp","1","0","0","ppm","pmp","0","0","2530047","ppp"
"ガム","1","0","0","ウェハー","ワッフル","0","0","2530048","タルト"
"C5","1","0","0","C4","C2","0","0","2530049","C3"
"99","1","0","0","88","77","0","0","2530050","66"
"88","1","0","0","52","56","0","0","2530052","36"
"アルト","1","0","0","バリトン","メゾテノール","0","0","2530053","メゾバス"
"手ぬぐい","1","0","0","扇子","座布団","0","0","2530054","羽織"
"ゴーイン","1","0","0","タックイン","スローイン","0","0","2530056","チップイン"
"20人","1","0","0","10人","3人","0","0","2530058","100人"
"ミモザ暗号","1","0","0","シーザー暗号","カール暗号","0","0","2530059","アレキサンダー暗号"
"ベルモット","1","0","0","ベルベット","ペリドット","0","0","2530060","モルモット"
"ブーティー","1","0","0","ウェッジソール","ミュール","0","0","2530061","パンプス"
"朝がまた来て","1","0","0","朝に変わって","朝が来て","0","0","2531001","朝になって"
"太陽","1","0","0","陽射し","おひさま","0","0","2531002","光"
"ドリルモール","1","0","0","ラットン","エルダークラウド","0","0","2531003","ラフレシアマンドラゴラ"
"ミスティ","1","0","0","クリティカル","スパイラル","0","0","2531004","セオリー"
"アクリルスタンド","1","0","0","マグカップ","ラバーストラップ","0","0","2531005","ポーチ"
"ラック","1","0","0","ノック","キック","0","0","2610002","パック"
"フィーエルヤッペン","1","0","0","クリケット","ハイアライ","0","0","2610003","ペサパッロ"
"キャンパス","1","0","0","キャディー","キャラメル","0","0","2610004","ギャラリー"
"球拾い","1","0","0","地面の整備","審判","0","0","2610005","警備員"
"ガブリ","1","0","0","アタリ","ツカミ","0","0","2610007","ハズレ"
"魚尾","1","0","0","魚拓","魚群","0","0","2610008","魚影"
"スズメ","1","0","0","ハト","カラス","0","0","2610009","ツバメ"
"ヒット","1","0","0","ホーム","フロント","0","0","2610010","バック"
"10カウント","1","0","0","3カウント","7カウント","0","0","2610012","5カウント"
"笛","1","0","0","軍配","拍子木","0","0","2610013","扇子"
"3人","1","0","0","11人","5人","0","0","2610015","9人"
"ビンゴ","1","0","0","アウト","パンチ","0","0","2610016","ヒット"
"マレー","1","0","0","ボレー","カレー","0","0","2610017","アレー"
"3人","1","0","0","5人","9人","0","0","2610018","11人"
"レスト","1","0","0","タイムアウト","小休止","0","0","2610019","ブレイクタイム"
"野球","1","0","0","サッカー","バレーボール","0","0","2610021","バスケットボール"
"ボブスレー","1","0","0","カーリング","アイスホッケー","0","0","2610023","ボートレース"
"バスケットボール","1","0","0","アメリカンフットボール","サッカー","0","0","2610025","ラグビー"
"ジャングルジム","1","0","0","鉄棒","シーソー","0","0","2610027","ブランコ"
"わし跳び","1","0","0","はやぶさ跳び","とんび跳び","0","0","2610029","からす跳び"
"アマチュアレスリング","1","0","0","柔道","ボクシング","0","0","2610030","剣道"
"ビルディング","1","0","0","トンネル","ダム","0","0","2610032","ブリッジ"
"ちゃんこがおいしい","1","0","0","勝負に負ける","両者の実力が近い","0","0","2610033","試合に臨む"
"バスケットボール","1","0","0","野球","サッカー","0","0","2610034","ゴルフ"
"エプロンタイム","1","0","0","ラップタイム","テーブルクロスタイム","0","0","2610035","アルミホイルタイム"
"1位","1","0","0","3位","4位","0","0","2610036","2位"
"平泳ぎ","1","0","0","背泳ぎ","クロール","0","0","2610037","バタフライ"
"バレーボール","1","0","0","ゴルフ","バスケットボール","0","0","2610039","サッカー"
"三塁手","1","0","0","本塁手","二塁手","0","0","2610040","一塁手"
"アウト","1","0","0","ガター","ファウル","0","0","2610041","バンカー"
"コッヘル","1","0","0","ピッケル","マッスル","0","0","2610042","リットル"
"外野手","1","0","0","捕手","内野手","0","0","2610043","投手"
"ジュー","1","0","0","キュー","ナナ","0","0","2610044","ハチ"
"オーライ","1","0","0","トライ","フライ","0","0","2610046","スライ"
"サービスボール","1","0","0","サービスエース","サービスアタック","0","0","2610047","サービスショット"
"頭突き","1","0","0","面","小手","0","0","2610048","胴"
"バケツ","1","0","0","たすき","タオル","0","0","2610050","コップ"
"オベリスク","1","0","0","ポール","ポスト","0","0","2610051","ポーク"
"ワンストップ","1","0","0","ドクターストップ","バスストップ","0","0","2610052","ミスターストップ"
"ブラウン","1","0","0","グリーン","ブルー","0","0","2610053","レッド"
"コーナーキック","1","0","0","ノーサイド","レッドカード","0","0","2610054","オフサイド"
"ブロック","1","0","0","レシーブ","アタック","0","0","2610055","スパイク"
"テニス","1","0","0","野球","卓球","0","0","2610057","バスケットボール"
"ゼロドリブル","1","0","0","ダブルドリブル","トリプルドリブル","0","0","2610058","シングルドリブル"
"サッカー","1","0","0","ラグビー","バスケットボール","0","0","2610059","ソフトボール"
"ユイ（ニューイヤー）","1","0","0","ツムギ（サマー）","タマキ（作業服）","0","0","2611001","リマ（シンデレラ）"
"クウカ（ノワール）","1","0","0","シオリ（マジカル）","カスミ（マジカル）","0","0","2611002","イオ（ノワール）"
"ガッツ","1","0","0","パワー","スタミナ","0","0","2611003","スピード"
"マダムエレクトラ","1","0","0","エルダータイラント","アンチビースト","0","0","2611004","ジェネラルホーン"
"EXスキル","1","0","0","ユニオンバースト","位置付け","0","0","2611005","スキル1"
"4本","1","0","0","3本","2本","0","0","2620002","1本"
"ハイパーモーグル","1","0","0","スーパー大回転","ウルトラ滑降","0","0","2620003","スペシャルジャンプ"
"ネバネバしている","1","0","0","デコボコしている","トゲトゲしている","0","0","2620005","ツルツルしている"
"4球","1","0","0","5球","6球","0","0","2620006","7球"
"卓球","1","0","0","ボウリング","ダーツ","0","0","2620007","ビリヤード"
"マスト","1","0","0","ピスト","ラスト","0","0","2620008","リスト"
"スプロール","1","0","0","ベリーロール","スチロール","0","0","2620010","マッチロール"
"60秒","1","0","0","20秒","5秒","0","0","2620011","10秒"
"バタフライ","1","0","0","自由形","背泳ぎ","0","0","2620012","平泳ぎ"
"355センチ","1","0","0","305センチ","255センチ","0","0","2620013","205センチ"
"6枚","1","0","0","4枚","3枚","0","0","2620014","2枚"
"6個","1","0","0","8個","7個","0","0","2620015","10個"
"ウイング","1","0","0","ボランチ","スイーパー","0","0","2620016","リベロ"
"45分","1","0","0","20分","30分","0","0","2620017","15分"
"手の甲","1","0","0","手のひら","小指","0","0","2620018","親指"
"まぐろ折り","1","0","0","さば折り","さけ折り","0","0","2620022","あじ折り"
"契約権確定","1","0","0","交渉権確定","指名権確定","0","0","2620024","選択権確定"
"スパッタリング","1","0","0","カーリング","イカリング","0","0","2620025","ボーリング"
"オールスター戦","1","0","0","オープン戦","イベント戦","0","0","2620026","クローズ戦"
"タッチラップ","1","0","0","タッチアップ","タッチラン","0","0","2620028","タッチアウト"
"捕手","1","0","0","先発投手","1番打者","0","0","2620029","4番打者"
"23回","1","0","0","21回","22回","0","0","2620030","20回"
"クリケット","1","0","0","アイスホッケー","ラクロス","0","0","2620031","ポロ"
"お湯","1","0","0","アーチ","ブリッジ","0","0","2620032","サークル"
"ダブルボギー","1","0","0","イーグル","ボギー","0","0","2620033","バーディ"
"ピーリング","1","0","0","パドリング","ラフティング","0","0","2620034","リフティング"
"6点","1","0","0","9点","8点","0","0","2620035","12点"
"110台","1","0","0","10台","50台","0","0","2620036","30台"
"2個","1","0","0","決まっていない","1個","0","0","2620038","0個"
"肩ぐるま","1","0","0","肩すかし","肩落とし","0","0","2620040","肩たたき"
"フェイスオフボックス","1","0","0","ペナルティボックス","ファールボックス","0","0","2620041","ダメージボックス"
"マタドール","1","0","0","ロデオ","サンボ","0","0","2620042","闘牛"
"インターセプト","1","0","0","リバウンド","スティール","0","0","2620044","スクリーン"
"タイガーショット","1","0","0","ブレイクショット","スナップショット","0","0","2620045","オープンショット"
"スープレックス","1","0","0","スプリット","スリップオン","0","0","2620046","ストリップ"
"走高跳","1","0","0","走幅跳","三段跳","0","0","2620048","棒高跳"
"駅伝","1","0","0","短距離走","長距離走","0","0","2620049","中距離走"
"ディスコ","1","0","0","スキップ","ワルツ","0","0","2620050","ダンス"
"駆け足跳び","1","0","0","交差跳び","二重跳び","0","0","2620051","綾跳び"
"4.2195km","1","0","0","42.195km","4219.5km","0","0","2620054","421.95km"
"フライ","1","0","0","ファール","バント","0","0","2620057","ホームラン"
"バンカー","1","0","0","ホールインワン","池ポチャ","0","0","2620058","最優秀ゴルファー"
"逆転技","1","0","0","捨て身技","一か八か技","0","0","2620059","ダメ元技"
"リハーサルマッチ","1","0","0","テストマッチ","プレマッチ","0","0","2620060","チャレンジマッチ"
"卓球","1","0","0","ビリヤード","ボウリング","0","0","2620061","ダーツ"
"なぞなぞ","1","0","0","ラップバトル","じゃんけん","0","0","2621001","しりとり"
"エレベーション","1","0","0","インジェクション","デストラクション","0","0","2621002","オーバーレイ"
"テンタパス","1","0","0","グレートトゥンヌス","島クジラ","0","0","2621003","ネプテリオン"
"デュアリティアヴァロン","1","0","0","アルティマスアヴァロン","ブルートゥスアヴァロン","0","0","2621004","ナンバーズアヴァロン"
"オーロラ・サンクチュアリ","1","0","0","ディバインレイン","アビスエンドバースト","0","0","2621005","超全力全開☆プリンセスストライク"
"アウト","1","0","0","二塁打","本塁打","0","0","2630001","ファウル"
"100センチメートル","1","0","0","70センチメートル","90センチメートル","0","0","2630002","80センチメートル"
"シシャ","1","0","0","ラシャ","バシャ","0","0","2630004","ムシャ"
"テンプル","1","0","0","クリンチ","キドニー","0","0","2630006","アッパー"
"安く作れるため","1","0","0","盗まれないように","気合が入るため","0","0","2630007","足の動きを際立たせるため"
"狙外","1","0","0","外道","本命外","0","0","2630008","外魚"
"むがけ","1","0","0","ゆがけ","よがけ","0","0","2630009","やがけ"
"シャペウ","1","0","0","ラボーナ","ティキタカ","0","0","2630010","エラシコ"
"黒","1","0","0","黄","赤","0","0","2630011","青"
"18階級","1","0","0","17階級","16階級","0","0","2630012","15階級"
"メガネフレーム","1","0","0","オープンフレーム","ロストフレーム","0","0","2630013","クローズフレーム"
"20枚","1","0","0","16枚","8枚","0","0","2630014","12枚"
"60mm","1","0","0","40mm","50mm","0","0","2630015","30mm"
"75cm","1","0","0","45cm","60cm","0","0","2630016","30cm"
"38.72メートル","1","0","0","23.72メートル","31.72メートル","0","0","2630017","15.72メートル"
"白と黒","1","0","0","赤と白","赤と黒","0","0","2630019","赤と青"
"チャント","1","0","0","キャント","チュート","0","0","2630021","シャウト"
"リペリング","1","0","0","ビバーク","トレッキング","0","0","2630022","グリセード"
"7人","1","0","0","9人","10人","0","0","2630025","8人"
"ペナルティーキック","1","0","0","スローイン","ゴールキック","0","0","2630026","コーナーキック"
"控え力士","1","0","0","横綱","お客さん","0","0","2630027","行事"
"アウトショア","1","0","0","オフショア","インショア","0","0","2630028","オンショア"
"バスサー","1","0","0","バスター","バスカー","0","0","2630029","バスラー"
"茶","1","0","0","赤","黒","0","0","2630030","白"
"平均台","1","0","0","段違い平行棒","床","0","0","2630031","跳馬"
"手取り","1","0","0","乱取り","舵取り","0","0","2630035","面取り"
"嫁入り","1","0","0","水入り","肝入り","0","0","2630037","中入り"
"70cm","1","0","0","10cm","50cm","0","0","2630038","30cm"
"3kg","1","0","0","20kg","10kg","0","0","2630040","5kg"
"水球","1","0","0","バスケットボール","ハンドボール","0","0","2630043","サッカー"
"3人","1","0","0","4人","5人","0","0","2630044","8人"
"スローボール","1","0","0","ロフトボール","ポートボール","0","0","2630045","ロストボール"
"セカンド","1","0","0","サード","ショ―ト","0","0","2630046","ファースト"
"テール","1","0","0","ノーズ","ボトム","0","0","2630048","デッキ"
"はなこ戦","1","0","0","ともえ戦","あかね戦","0","0","2630049","まりえ戦"
"ハッキング","1","0","0","バンキング","シンキング","0","0","2630051","ビンキング"
"マスショット","1","0","0","キスショット","パスショット","0","0","2630052","ミスショット"
"10点","1","0","0","5点","2点","0","0","2630053","1点"
"レッグブロー","1","0","0","ローブロー","ダウンブロー","0","0","2630054","アンダーロー"
"ミルン","1","0","0","ケルン","ベルン","0","0","2630055","カラン"
"ボード","1","0","0","ブーム","ジョイント","0","0","2630056","セール"
"バスケットボール","1","0","0","ラグビー","バレーボール","0","0","2630058","サッカー"
"ボブスレー","1","0","0","スケルトン","バイアスロン","0","0","2630059","リュージュ"
"Dカード","1","0","0","Cカード","Bカード","0","0","2630060","Aカード"
"バゲット","1","0","0","ポケット","ソケット","0","0","2630061","ナゲット"
"ダイヤモンドファング","1","0","0","ブラストファング","バーストファング","0","0","2631001","フロストファング"
"激波の拳","1","0","0","海神の杖","雷撃の槍","0","0","2631002","嵐撃の槍"
"ドラゴンズウィング","1","0","0","ドラゴンズテイル","ドラゴンズシザー","0","0","2631003","ドラゴンズデッドボール"
"ビーチベースボール","1","0","0","ボートレース","ビーチフラッグ","0","0","2631004","ビーチボール"
"七海覇者晦冥喝破之装","1","0","0","七界覇王晦冥喝破之装","大海帝王晦冥喝破之装","0","0","2631005","七界究極晦冥喝破之装"
