dbf8fe5a57b206adf013bd1ae94d7c752fbea028eea84dd8fc5446b0e02cb5c0,0512aa0835dd6914e701bb5a78f733f35839cfd3bc429070def0a7f46593810f,7186d21af7568aeb6c8b073e2927ed3c5a6a098164eaaa1742d17b43d4f3bb04,cd89bbbe2f39bb9b70a05de8c0a41a7491607d6e1024d56dce35e54e2f23f955,5c29d7850dd675c4f467d7c67db09427889a6e5ef3a308d1aaffb94c672b7278,8a0710d5b4b61559bf226c76b96fca1f83381613c020bbe8068d5ade9af24ca5,2e9b6137ec4c0c05144994949426381a2a35c3b14119e44e278cfd3b158f9634,7669e5d67fabcffa203944244c6a005761bde23c856f9705112e0d65077f84cc,0ce46bbf52657497c897a8ff849d9ada4bc9f795fca14432aa81b83836fb2619,bb1195240eb47f0002f5037cad43f95ecc6f5b02b53d8f98f9432dc4b64751e1,f650db0d72f30f5ef92e57bcff218fcdbd44c952979df406dd049e6fa27b1dc0,3df362efd8f116c4e770e58549cf15b83523e9f1522e656ea59bcc75eafa6a47,4ac75e37565c12d82a0d2d4fc857b9fbde9d2803191582abde764fe041b92a55,da2f3c3fe3779c9bb0efaa4062ff2b5687c22853f09abeb72c3952f6537f15fb,c6d8735998e300c1c14c73ed7799f4bd3e666bfbb6408b853aeaa351ddd3799e,3876aaf07a69e33003e1485ed85c167b382b728453c2dcb54e20fa20c4cd05a7
"66403","66404","10","0","663","5","10056","66405","662","7","0","664","5","66402","66401","661"
"66503","66504","11","0","0","2","10021","66505","0","7","0","665","2","66502","66501","664"
"66603","66604","11","0","0","2","10025","66605","0","7","0","666","5","66602","66601","664"
"66703","66704","11","0","0","4","10042","66705","0","7","0","667","8","66702","66701","664"
"66803","66804","12","0","0","4","10043","66805","0","7","0","668","2","66802","66801","665"
"66903","66904","12","0","0","4","10045","66905","0","7","0","669","5","66902","66901","666"
"67003","67004","12","0","0","6","10061","67005","0","7","0","670","8","67002","67001","667"
"0","0","13","0","0","100","11005","0","0","7","0","671","2","0","67101","668"
"67203","67204","13","0","0","4","10043","67205","0","7","0","672","5","67202","67201","669"
"67303","67304","13","0","0","7","10072","67305","0","7","0","673","8","67302","67301","670"
"67403","67404","14","0","0","7","10074","67405","0","7","0","674","2","67402","67401","671"
"67503","67504","14","0","0","7","10071","67505","0","7","0","675","5","67502","67501","672"
"67603","67604","14","0","0","2","10024","67605","0","7","0","676","8","67602","67601","673"
"67703","67704","15","0","676","1","10016","67705","675","7","0","677","5","67702","67701","674"
"67803","67804","16","0","0","7","10074","67805","0","7","0","678","2","67802","67801","677"
"67903","67904","16","0","0","2","10021","67905","0","7","0","679","5","67902","67901","677"
"68003","68004","16","0","0","2","10023","68005","0","7","0","680","8","68002","68001","677"
"68103","68104","17","0","0","4","10045","68105","0","7","0","681","2","68102","68101","678"
"0","0","17","0","0","101","11011","0","0","7","0","682","5","0","68201","679"
"68303","68304","17","0","0","2","10022","68305","0","7","0","683","8","68302","68301","680"
"68403","68404","18","0","0","4","10044","68405","0","7","0","684","2","68402","68401","681"
"68503","68504","18","0","0","2","10023","68505","0","7","0","685","5","68502","68501","682"
"68603","68604","18","0","0","6","10064","68605","0","7","0","686","8","68602","68601","683"
"68703","68704","19","0","0","6","10063","68705","0","7","0","687","2","68702","68701","684"
"68803","68804","19","0","0","7","10075","68805","0","7","0","688","5","68802","68801","685"
"0","0","19","0","0","101","11012","0","0","7","0","689","8","0","68901","686"
"69003","69004","20","0","689","1","10016","69005","688","7","0","690","5","69002","69001","687"
"69103","69104","21","0","0","2","10022","69105","0","7","0","691","2","69102","69101","690"
"69203","69204","21","0","0","4","10045","69205","0","7","0","692","5","69202","69201","690"
"69303","69304","21","0","0","7","10075","69305","0","7","0","693","8","69302","69301","690"
"69403","69404","22","0","0","7","10071","69405","0","7","0","694","2","69402","69401","691"
"0","0","22","0","0","100","11002","0","0","7","0","695","5","0","69501","692"
"69603","69604","22","0","0","4","10043","69605","0","7","0","696","8","69602","69601","693"
"69703","69704","23","0","0","6","10064","69705","0","7","0","697","2","69702","69701","694"
"0","0","23","0","0","101","11015","0","0","7","0","698","5","0","69801","695"
"69903","69904","23","0","0","2","10021","69905","0","7","0","699","8","69902","69901","696"
"0","0","24","0","0","101","11014","0","0","7","0","700","2","0","70001","697"
"70103","70104","24","0","0","2","10022","70105","0","7","0","701","5","70102","70101","698"
"0","0","24","0","0","101","11013","0","0","7","0","702","8","0","70201","699"
"70303","70304","25","0","702","5","10056","70305","701","7","0","703","5","70302","70301","700"
"70403","70404","26","0","0","4","10044","70405","0","7","0","704","2","70402","70401","703"
"0","0","26","0","0","101","11011","0","0","7","0","705","5","0","70501","703"
"70603","70604","26","0","0","6","10062","70605","0","7","0","706","8","70602","70601","703"
"70703","70704","27","0","0","2","10024","70705","0","7","0","707","2","70702","70701","704"
"0","0","27","0","0","101","11015","0","0","7","0","708","5","0","70801","705"
"70903","70904","27","0","0","7","10073","70905","0","7","0","709","8","70902","70901","706"
"71003","71004","28","0","0","4","10041","71005","0","7","0","710","2","71002","71001","707"
"71103","71104","28","0","0","6","10063","71105","0","7","0","711","5","71102","71101","708"
"71203","71204","28","0","0","7","10072","71205","0","7","0","712","8","71202","71201","709"
"71303","71304","29","0","0","6","10065","71305","0","7","0","713","2","71302","71301","710"
"0","0","29","0","0","100","11001","0","0","7","0","714","5","0","71401","711"
"0","0","29","0","0","101","11012","0","0","7","0","715","8","0","71501","712"
"71603","71604","30","0","715","1","10016","71605","714","7","0","716","5","71602","71601","713"
"0","0","31","0","0","101","11013","0","0","7","0","717","2","0","71701","716"
"71803","71804","31","0","0","7","10074","71805","0","7","0","718","5","71802","71801","716"
"71903","71904","31","0","0","6","10061","71905","0","7","0","719","8","71902","71901","716"
"72003","72004","32","0","0","2","10025","72005","0","7","0","720","2","72002","72001","717"
"0","0","32","0","0","101","11012","0","0","7","0","721","5","0","72101","718"
"0","0","32","0","0","101","11011","0","0","7","0","722","8","0","72201","719"
"72303","72304","33","0","0","4","10045","72305","0","7","0","723","2","72302","72301","720"
"72403","72404","33","0","0","2","10024","72405","0","7","0","724","5","72402","72401","721"
"72503","72504","33","0","0","6","10063","72505","0","7","0","725","8","72502","72501","722"
"0","0","34","0","0","101","11014","0","0","7","0","726","2","0","72601","723"
"72703","72704","34","0","0","6","10062","72705","0","7","0","727","5","72702","72701","724"
"72803","72804","34","0","0","4","10041","72805","0","7","0","728","8","72802","72801","725"
"72903","72904","35","0","728","3","10036","72905","727","7","0","729","5","72902","72901","726"
"73003","73004","36","0","0","4","10043","73005","0","7","0","730","2","73002","73001","729"
"0","0","36","0","0","100","11004","0","0","7","0","731","5","0","73101","729"
"73203","73204","36","0","0","7","10071","73205","0","7","0","732","8","73202","73201","729"
"73303","73304","37","0","0","2","10025","73305","0","7","0","733","2","73302","73301","730"
"0","0","37","0","0","100","11001","0","0","7","0","734","5","0","73401","731"
"0","0","37","0","0","100","11003","0","0","7","0","735","8","0","73501","732"
"73603","73604","38","0","0","2","10024","73605","0","7","0","736","2","73602","73601","733"
"73703","73704","38","0","0","2","10023","73705","0","7","0","737","5","73702","73701","734"
"73803","73804","38","0","0","7","10072","73805","0","7","0","738","8","73802","73801","735"
"73903","73904","39","0","0","4","10044","73905","0","7","0","739","2","73902","73901","736"
"74003","74004","39","0","0","6","10065","74005","0","7","0","740","5","74002","74001","737"
"74103","74104","39","0","0","4","10042","74105","0","7","0","741","8","74102","74101","738"
"74203","74204","40","0","741","5","10056","74205","740","7","0","742","5","74202","74201","739"
"74303","74304","1","0","0","4","10041","74305","0","8","0","743","2","74302","74301","0"
"74403","74404","1","0","0","4","10043","74405","0","8","0","744","5","74402","74401","0"
"74503","74504","1","0","0","6","10064","74505","0","8","0","745","8","74502","74501","0"
"0","0","2","0","0","100","11002","0","0","8","0","746","2","0","74601","743"
"0","0","2","0","0","100","11004","0","0","8","0","747","5","0","74701","744"
"74803","74804","2","0","0","7","10071","74805","0","8","0","748","8","74802","74801","745"
"74903","74904","3","0","0","2","10023","74905","0","8","0","749","2","74902","74901","746"
"75003","75004","3","0","0","2","10021","75005","0","8","0","750","5","75002","75001","747"
"75103","75104","3","0","0","7","10075","75105","0","8","0","751","8","75102","75101","748"
"75203","75204","4","0","0","7","10073","75205","0","8","0","752","2","75202","75201","749"
"75303","75304","4","0","0","4","10042","75305","0","8","0","753","5","75302","75301","750"
"75403","75404","4","0","0","4","10045","75405","0","8","0","754","8","75402","75401","751"
"75503","75504","5","0","754","1","10016","75505","753","8","0","755","5","75502","75501","752"
"75603","75604","6","0","0","7","10075","75605","0","8","0","756","2","75602","75601","755"
"75703","75704","6","0","0","2","10022","75705","0","8","0","757","5","75702","75701","755"
"0","0","6","0","0","100","11004","0","0","8","0","758","8","0","75801","755"
"75903","75904","7","0","0","2","10023","75905","0","8","0","759","2","75902","75901","756"
"0","0","7","0","0","101","11013","0","0","8","0","760","5","0","76001","757"
"76103","76104","7","0","0","4","10041","76105","0","8","0","761","8","76102","76101","758"
"76203","76204","8","0","0","2","10025","76205","0","8","0","762","2","76202","76201","759"
"76303","76304","8","0","0","7","10072","76305","0","8","0","763","5","76302","76301","760"
"76403","76404","8","0","0","6","10061","76405","0","8","0","764","8","76402","76401","761"
"76503","76504","9","0","0","6","10064","76505","0","8","0","765","2","76502","76501","762"
"0","0","9","0","0","101","11015","0","0","8","0","766","5","0","76601","763"
"76703","76704","9","0","0","7","10073","76705","0","8","0","767","8","76702","76701","764"
"76803","76804","10","0","767","3","10036","76805","766","8","0","768","5","76802","76801","765"
"0","0","11","0","0","100","11005","0","0","8","0","769","2","0","76901","768"
"77003","77004","11","0","0","4","10042","77005","0","8","0","770","5","77002","77001","768"
"0","0","11","0","0","100","11001","0","0","8","0","771","8","0","77101","768"
"77203","77204","12","0","0","6","10061","77205","0","8","0","772","2","77202","77201","769"
"77303","77304","12","0","0","2","10024","77305","0","8","0","773","5","77302","77301","770"
"0","0","12","0","0","101","11013","0","0","8","0","774","8","0","77401","771"
"0","0","13","0","0","101","11014","0","0","8","0","775","2","0","77501","772"
"77603","77604","13","0","0","4","10042","77605","0","8","0","776","5","77602","77601","773"
"0","0","13","0","0","101","11015","0","0","8","0","777","8","0","77701","774"
"77803","77804","14","0","0","6","10063","77805","0","8","0","778","2","77802","77801","775"
"0","0","14","0","0","101","11011","0","0","8","0","779","5","0","77901","776"
"78003","78004","14","0","0","2","10025","78005","0","8","0","780","8","78002","78001","777"
"78103","78104","15","0","780","1","10016","78105","779","8","0","781","5","78102","78101","778"
"78203","78204","16","0","0","4","10041","78205","0","8","0","782","2","78202","78201","781"
"78303","78304","16","0","0","2","10023","78305","0","8","0","783","5","78302","78301","781"
"78403","78404","16","0","0","7","10072","78405","0","8","0","784","8","78402","78401","781"
"78503","78504","17","0","0","6","10065","78505","0","8","0","785","2","78502","78501","782"
"78603","78604","17","0","0","4","10041","78605","0","8","0","786","5","78602","78601","783"
"78703","78704","17","0","0","7","10074","78705","0","8","0","787","8","78702","78701","784"
"78803","78804","18","0","0","4","10045","78805","0","8","0","788","2","78802","78801","785"
"78903","78904","18","0","0","2","10022","78905","0","8","0","789","5","78902","78901","786"
"79003","79004","18","0","0","4","10044","79005","0","8","0","790","8","79002","79001","787"
"79103","79104","19","0","0","6","10061","79105","0","8","0","791","2","79102","79101","788"
"0","0","19","0","0","100","11002","0","0","8","0","792","5","0","79201","789"
"79303","79304","19","0","0","2","10023","79305","0","8","0","793","8","79302","79301","790"
"79403","79404","20","0","793","3","10036","79405","792","8","0","794","5","79402","79401","791"
"79503","79504","21","0","0","4","10044","79505","0","8","0","795","2","79502","79501","794"
"79603","79604","21","0","0","2","10021","79605","0","8","0","796","5","79602","79601","794"
"79703","79704","21","0","0","7","10075","79705","0","8","0","797","8","79702","79701","794"
"79803","79804","22","0","0","4","10042","79805","0","8","0","798","2","79802","79801","795"
"79903","79904","22","0","0","4","10043","79905","0","8","0","799","5","79902","79901","796"
"80003","80004","22","0","0","2","10025","80005","0","8","0","800","8","80002","80001","797"
"80103","80104","23","0","0","6","10064","80105","0","8","0","801","2","80102","80101","798"
"0","0","23","0","0","101","11012","0","0","8","0","802","5","0","80201","799"
"80303","80304","23","0","0","6","10065","80305","0","8","0","803","8","80302","80301","800"
"80403","80404","24","0","0","7","10071","80405","0","8","0","804","2","80402","80401","801"
"80503","80504","24","0","0","7","10073","80505","0","8","0","805","5","80502","80501","802"
"80603","80604","24","0","0","6","10064","80605","0","8","0","806","8","80602","80601","803"
"80703","80704","25","0","806","1","10016","80705","805","8","0","807","5","80702","80701","804"
"0","0","26","0","0","100","11001","0","0","8","0","808","2","0","80801","807"
"80903","80904","26","0","0","7","10075","80905","0","8","0","809","5","80902","80901","807"
"0","0","26","0","0","100","11003","0","0","8","0","810","8","0","81001","807"
"81103","81104","27","0","0","7","10074","81105","0","8","0","811","2","81102","81101","808"
"81203","81204","27","0","0","6","10062","81205","0","8","0","812","5","81202","81201","809"
"81303","81304","27","0","0","4","10043","81305","0","8","0","813","8","81302","81301","810"
"81403","81404","28","0","0","6","10064","81405","0","8","0","814","2","81402","81401","811"
"81503","81504","28","0","0","2","10022","81505","0","8","0","815","5","81502","81501","812"
"81603","81604","28","0","0","2","10024","81605","0","8","0","816","8","81602","81601","813"
"81703","81704","29","0","0","2","10025","81705","0","8","0","817","2","81702","81701","814"
"81803","81804","29","0","0","2","10023","81805","0","8","0","818","5","81802","81801","815"
"81903","81904","29","0","0","6","10061","81905","0","8","0","819","8","81902","81901","816"
"82003","82004","30","0","819","5","10056","82005","818","8","0","820","5","82002","82001","817"
"82103","82104","31","0","0","4","10045","82105","0","8","0","821","2","82102","82101","820"
"82203","82204","31","0","0","7","10071","82205","0","8","0","822","5","82202","82201","820"
"0","0","31","0","0","100","11002","0","0","8","0","823","8","0","82301","820"
"82403","82404","32","0","0","2","10024","82405","0","8","0","824","2","82402","82401","821"
"82503","82504","32","0","0","6","10062","82505","0","8","0","825","5","82502","82501","822"
"0","0","32","0","0","100","11005","0","0","8","0","826","8","0","82601","823"
"82703","82704","33","0","0","4","10042","82705","0","8","0","827","2","82702","82701","824"
"0","0","33","0","0","101","11014","0","0","8","0","828","5","0","82801","825"
"82903","82904","33","0","0","2","10021","82905","0","8","0","829","8","82902","82901","826"
"83003","83004","34","0","0","7","10073","83005","0","8","0","830","2","83002","83001","827"
"83103","83104","34","0","0","4","10045","83105","0","8","0","831","5","83102","83101","828"
"83203","83204","34","0","0","4","10043","83205","0","8","0","832","8","83202","83201","829"
"83303","83304","35","0","832","3","10036","83305","831","8","0","833","5","83302","83301","830"
"83403","83404","36","0","0","6","10062","83405","0","8","0","834","2","83402","83401","833"
"83503","83504","36","0","0","7","10073","83505","0","8","0","835","5","83502","83501","833"
"83603","83604","36","0","0","6","10065","83605","0","8","0","836","8","83602","83601","833"
"83703","83704","37","0","0","4","10044","83705","0","8","0","837","2","83702","83701","834"
"83803","83804","37","0","0","2","10022","83805","0","8","0","838","5","83802","83801","835"
"83903","83904","37","0","0","4","10045","83905","0","8","0","839","8","83902","83901","836"
"84003","84004","38","0","0","7","10072","84005","0","8","0","840","2","84002","84001","837"
"84103","84104","38","0","0","7","10071","84105","0","8","0","841","5","84102","84101","838"
"84203","84204","38","0","0","7","10075","84205","0","8","0","842","8","84202","84201","839"
"0","0","39","0","0","100","11003","0","0","8","0","843","2","0","84301","840"
"84403","84404","39","0","0","2","10021","84405","0","8","0","844","5","84402","84401","841"
"84503","84504","39","0","0","7","10074","84505","0","8","0","845","8","84502","84501","842"
"84603","84604","40","0","845","5","10056","84605","844","8","0","846","5","84602","84601","843"
