f314abb11c5c83f99405dc6d08f27d4c5ad52fe46ab4ababa9f7a91c37f9de0b,4b7f9741ea46ef875517f5db16b488433fb15d80f3f44f80ec2813cfbd32724d,7971014d3f7f86dd015f02feb0da4bf14280173b3034d01aff15a8dc6ac785df,9618adfee632a4fe05eecadb485056edbe9747905742368d8911126a5025c5b3,6badbc8bad2d89686d2cac7e9c92c7e2a1e387f51f8dac8a53c3535676ac567c,bd10980f474eed905ed21a65cbe39e6023a1eb75f6da5588022a308eac5fbce1,7568b68e02e84fc895e702d4b62dfcdc186a9114df03bde71a41a6ad5a696c59,2cc241f3adc5995d50a8d75626bb298b4fb32296795f89aa49396cf02e4893c4,a4a56c4de55cdbca083aa9eacacfea20baf5683dd4cd973397a7f7a083894377,fc95cf52fe53ad77bdeb415e3939e8351c9de1673c30c1dd962317a11b8d5c6d,a9ecb738ecc24420b9f510558ec755251b035a45943fd924086a19facfceb897
"0","0","まるで幼子の成長を見守るようで\nなかなか楽しかったからのう。","11","120931","1","0.5","501","5","0","501093"
"","","","91","501093","","","501","","","501094"
"0.2","","nop_idle_thinking","3","120931","","","501","1","","501095"
"0.2","","nop_talk_wish3","3","111931","","","501","1","","501096"
"","","vo_drama_10082001_011","21","vo_drama_10082001","0","","501","0","","501097"
"0","0","イリヤさま……\nそのお気持ち、とてもよく分かります。","11","111931","1","0.5","501","5","0","501098"
"","","","91","501098","","","501","","","501099"
"0.2","","nop_idle_wish3","3","111931","","","501","1","","501100"
"","","0","4","120731","","","501","","","501101"
"0.2","","nop_talk_shy","3","120731","","","501","1","","501102"
"","","vo_drama_10082001_012","21","vo_drama_10082001","0","","501","0","","501103"
"0","0","コッコロさん……","11","120731","1","0.5","501","5","0","501104"
"","","","91","501104","","","501","","","501105"
"0.2","0.2","nop_smile2","3","111831","nop_idle_joy1","","501","0","","501106"
"0.2","0","nop_smile2","3","112031","nop_idle_normal","","501","0","","501107"
"","","1","93","1","","","501","","","501108"
"0.2","","nop_idle_shy2","3","120731","","","501","1","","501109"
"0.2","","nop_talk_bitter","3","112031","","","501","1","","501110"
"","","vo_drama_10082001_013","21","vo_drama_10082001","0","","501","0","","501111"
"0","0","ほらほら、シェフィも照れてるから。\nそれくらいにしておきなさい。\nなんにせよ、シェフィはよくやったわ。\n胸を張りなさい。","11","112031","1","0.5","501","7","0","501112"
"","","1","93","6","","","501","","","501113"
"0.2","0.2","nop_talk_doya","3","112031","nop_talk_doya_loop","","501","0","1","501114"
"","","","91","501112","","","501","","","501115"
"0.2","","nop_idle_doya","3","112031","","","501","1","","501116"
"","","1","93","0.5","","","501","","","501117"
"0.2","","nop_talk_joy2","3","111831","","","501","1","","501118"
"","","vo_drama_10082001_014","21","vo_drama_10082001","0","","501","0","","501119"
"0","0","はい！\nこの新年会に来てくれたみんなの笑顔は\nシェフィちゃんが作ったんです。\n今年もいっぱい、笑顔を作りましょうね！","11","111831","1","0.5","501","6","0","501120"
"","","1","93","8","","","501","","","501121"
"0.2","","nop_talk_guts2","3","111831","nop_talk_guts2_loop","","501","0","1","501122"
"","","","91","501120","","","501","","","501123"
"0.2","","nop_idle_guts2","3","111831","","","501","1","","501124"
"","","1","4","120731","","","501","","","501125"
"0.2","0.2","nop_talk_normal","3","120731","nop_talk_wish","","501","0","1","501126"
"","","vo_drama_10082001_015","21","vo_drama_10082001","0","","501","0","","501127"
"0","0","ええ。【美食殿】にとっても\nみんなにとっても\n最高の一年にしたいわ。\nだから、今年もよろしくね。","11","120731","1","1","501","5","0","501128"
"","","1","93","8.5","","","501","","","501129"
"0.2","0","nop_01_shephy_pose","3","120731","nop_01_shephy_pose_loop","","501","0","1","501130"
"","","0","93","2.5","","","501","","","501131"
"0.2","","nop_handclap_long","3","111831","","","501","1","","501132"
"0.2","","nop_talk_wish3","3","111931","","","501","1","","501133"
"0.2","0","nop_talk_doya","3","112031","nop_talk_doya_loop","","501","0","1","501134"
"0.2","0","nop_talk_arm_crossed","3","120931","nop_talk_arm_crossed_loop","","501","0","1","501135"
"0.2","","nop_01_ruka_hello_long","3","120831","","","501","1","","501136"
"","","","91","501128","","","501","","","501137"
"","","0","93","0.5","","","501","","","501138"
"","","0","93","0.5","","","501","","","501139"
"1.95","0","108731","1","1","-150","nop_idle_joy_normal","502","105","-255","502001"
"1.95","1","108831","1","1","150","nop_idle_joy1","502","104","-255","502002"
"1.95","0","108931","1","1","-300","nop_idle_normal","502","101","-225","502003"
"","","0","93","0.5","","","502","","","502004"
"","","vo_drama_10082002_001","21","vo_drama_10082002","0","","502","0","","502005"
"0","0","騎士クン、\nあけましておめでとうございます。","11","108831","1","0.5","502","7","0","502006"
"0.2","","nop_talk_joy3_blink","3","108831","","","502","1","","502007"
"","","1","93","1","","","502","","","502008"
"0.2","","nop_bow","3","108831","","","502","1","","502009"
"","","1","93","2.25","","","502","","","502010"
"0.2","","nop_idle_normal_joy","3","108831","","","502","1","","502011"
"","","","91","502006","","","502","","","502012"
"","","vo_drama_10082002_002","21","vo_drama_10082002","0","","502","0","","502013"
"0","0","招待してくれてありがとう！\nみんな楽しそうで素敵な新年会だね！","11","108731","1","0.5","502","5","0","502014"
"0.2","","nop_talk_joy2","3","108731","","","502","1","","502015"
"","","","91","502014","","","502","","","502016"
"0.2","","nop_idle_joy1","3","108731","","","502","1","","502017"
"","","vo_drama_10082002_003","21","vo_drama_10082002","0","","502","0","","502018"
"0","0","ヒヨリの言うとおりだね。\n晴れやかでいて落ち着ける、\nとてもいい雰囲気だ。","11","108931","1","0.5","502","6","0","502019"
"0.2","","nop_talk_thinking","3","108931","","","502","1","","502020"
"","","","91","502019","","","502","","","502021"
"0.2","","nop_idle_thinking","3","108931","","","502","1","","502022"
"","","vo_drama_10082002_004","21","vo_drama_10082002","0","","502","0","","502023"
"0","0","お正月といえば、騎士くんと一緒に\n神殿でガミーと戦ったのを思い出すね。","11","108731","1","0.5","502","7","0","502024"
"0.2","","nop_talk_joy3_blink2","3","108731","","","502","1","","502025"
"","","1","93","1.5","","","502","","","502026"
"0.2","","nop_talk_joy1_normal","3","108731","","","502","1","","502027"
"","","","91","502024","","","502","","","502028"
"0.2","","nop_idle_joy_normal","3","108731","","","502","1","","502029"
"","","vo_drama_10082002_005","21","vo_drama_10082002","0","","502","0","","502030"
"0","0","うん、大変な事件だったね。\nキミの助けがなければ\n解決できなかったはずだ。\n改めて礼を言うよ。","11","108931","1","0.5","502","5","0","502031"
"0.2","","nop_talk_joy3_blink2","3","108931","","","502","1","","502032"
"","","1","93","8","","","502","","","502033"
"0.2","","nop_talk_joy3_blink","3","108931","","","502","1","","502034"
"","","","91","502031","","","502","","","502035"
"0.2","","nop_idle_thinking","3","108931","","","502","1","","502036"
"","","vo_drama_10082002_006","21","vo_drama_10082002","0","","502","0","","502037"
"0","0","あの時の騎士クン、\nとっても頼もしかったな……\nって、ええと、そうじゃなくて！\nそうだ、今年はお年玉、あげられた？","11","108831","1","0.5","502","5","0","502038"
"0.2","","nop_talk_memory","3","108831","","","502","1","","502039"
"","","1","93","4.75","","","502","","","502040"
"0.2","","nop_talk_anger2","3","108831","","","502","1","","502041"
"","","1","93","3.5","","","502","","","502042"
"0.2","","nop_talk_normal_dere2","3","108831","","","502","1","","502043"
"","","","91","502038","","","502","","","502044"
"","","1","93","0.1","","","502","","","502045"
"0.2","","nop_idle_normal","3","108831","","","502","1","","502046"
"","","vo_drama_10082002_007","21","vo_drama_10082002","0","","502","0","","502047"
"0","0","あの頃はコッコロちゃんへの\nお年玉のために頑張ってたんだもんね。\nえ？　今年はシェフィちゃんにも\nあげたんだ～！","11","108731","1","0.5","502","6","0","502048"
"0.2","","nop_talk_joy3_blink","3","108731","","","502","1","","502049"
"","","1","93","5.5","","","502","","","502050"
"0.2","","nop_look_talk_sad","3","108731","","","502","1","","502051"
"","","1","93","1","","","502","","","502052"
"0.2","","nop_talk_joy2","3","108731","","","502","1","","502053"
"","","","91","502048","","","502","","","502054"
"0.2","","nop_idle_joy1","3","108731","","","502","1","","502055"
"","","vo_drama_10082002_008","21","vo_drama_10082002","0","","502","0","","502056"
"0","0","ふふ、きっと喜んでいるはずだよ。\nキミは本当に優しいな。\n今回の冒険もきっとその優しさの\nおかげで乗り越えられたんだろう。","11","108931","1","0.5","502","5","0","502057"
"0.2","","nop_talk_joy1_normal","3","108931","","","502","1","","502058"
"","","1","93","3.5","","","502","","","502059"
"0.2","","nop_talk_joy3_blink","3","108931","","","502","1","","502060"
"","","1","93","8.5","","","502","","","502061"
"0.2","","nop_talk_arm_crossed","3","108931","","","502","0","","502062"
"","","1","93","1","","","502","","","502063"
"0.2","","nop_idle_arm_crossed","3","108931","","","502","1","","502064"
"","","","91","502057","","","502","","","502065"
"","","vo_drama_10082002_009","21","vo_drama_10082002","0","","502","0","","502066"
"0","0","そうそう、聞いたよ！\nこのおせち料理って\n【美食殿】のみんなが作ったんだよね。\nすごく美味しくてびっくりしちゃった！","11","108731","1","0.5","502","7","0","502067"
"0.2","","nop_talk_joy3_blink","3","108731","","","502","1","","502068"
"","","1","93","6","","","502","","","502069"
"0.2","","nop_talk_joy2","3","108731","","","502","1","","502070"
"","","","91","502067","","","502","","","502071"
"0.2","","nop_idle_joy1","3","108731","","","502","1","","502072"
"","","vo_drama_10082002_010","21","vo_drama_10082002","0","","502","0","","502073"
"0","0","うん、とても美味しいね。\nどの料理も丁寧に\n作られているのがわかるよ。\n……どうしたの？　ユイ。","11","108931","1","0.5","502","5","0","502074"
"0.2","","nop_talk_joy3_blink2","3","108931","","","502","1","","502075"
"","","1","93","7.5","","","502","","","502076"
"0.2","","nop_idle_sad","3","108831","","","502","1","","502077"
"0","0","1","12","108831","1","0","502","1.5","0","502078"
"0.2","","nop_talk_worry","3","108931","","","502","1","","502079"
"0.2","","nop_idle_normal_suprise1","3","108731","","","502","1","","502080"
"","","","91","502074","","","502","","","502081"
"","","","91","502078","","","502","","","502082"
"0.2","","nop_idle_worry","3","108931","","","502","1","","502083"
"","","vo_drama_10082002_011","21","vo_drama_10082002","0","","502","0","","502084"
"0","0","うう～……\nほどほどにしておこうと思ったのに、\n美味しくてつい……\n食べ過ぎちゃったらどうしよう。","11","108831","1","0.5","502","5","0","502085"
"0.2","","nop_talk_joy1_sad","3","108831","","","502","1","","502086"
"","","1","93","7","","","502","","","502087"
"0.2","","nop_talk_sad3","3","108831","","","502","1","","502088"
"","","","91","502085","","","502","","","502089"
"0.2","","nop_idle_sad3","3","108831","","","502","1","","502090"
"","","vo_drama_10082002_012","21","vo_drama_10082002","0","","502","0","","502091"
"0","0","あとで身体を動かせば大丈夫！\n今度みんなで冒険に行こうよ。\n騎士くんも一緒にね♪","11","108731","1","0.5","502","6","0","502092"
"0.2","","nop_talk_joy2","3","108731","","","502","1","","502093"
"","","1","93","6","","","502","","","502094"
"0.2","0.2","nop_talk_guts5","3","108731","nop_idle_guts5","","502","0","1","502095"
"","","","91","502092","","","502","","","502096"
"0.2","","nop_idle_guts5","3","108731","","","502","1","","502097"
"","","vo_drama_10082002_013","21","vo_drama_10082002","0","","502","0","","502098"
"0","0","それは名案だ。\n年明けからさっそく\n今年の楽しみができたよ。","11","108931","1","0.5","502","6","0","502099"
"0.2","","nop_talk_arm_crossed","3","108931","","","502","0","","502100"
"","","1","93","1","","","502","","","502101"
"0.2","","nop_talk_arm_crossed_loop","3","108931","","","502","0","","502102"
"","","1","93","1","","","502","","","502103"
"0.2","","nop_talk_normal","3","108931","","","502","1","","502104"
"","","","91","502099","","","502","","","502105"
"0.2","","nop_idle_normal","3","108931","","","502","1","","502106"
"","","vo_drama_10082002_014","21","vo_drama_10082002","0","","502","0","","502107"
"0","0","えへへ、\nいっぱい食べて元気になって、\n最高の一年にしなくちゃね！","11","108731","1","0.5","502","5","0","502108"
"0.2","","nop_talk_joy2","3","108731","","","502","1","","502109"
"","","","91","502108","","","502","","","502110"
"0.2","","nop_idle_joy_normal","3","108731","","","502","1","","502111"
"","","vo_drama_10082002_015","21","vo_drama_10082002","0","","502","0","","502112"
"0","0","ふふ、そうだね。\n騎士クン、\n今年もよろしくお願いします……♪","11","108831","1","0.5","502","6","0","502113"
"0.2","","nop_talk_joy1_normal","3","108831","","","502","1","","502114"
"","","1","93","2","","","502","","","502115"
"0.2","","nop_look_talk_wish","3","108831","","","502","1","","502116"
"","","1","93","1","","","502","","","502117"
"0.2","0.2","nop_bow","3","108831","nop_idle_joy1","","502","0","1","502118"
"","","1","93","0.2","","","502","","","502119"
"0.2","0.2","nop_bow","3","108731","nop_idle_joy2","","502","0","1","502120"
"0.2","0.2","nop_bow","3","108931","nop_idle_joy1","","502","0","1","502121"
"","","1","93","3","","","502","","","502122"
"","","","91","502113","","","502","","","502123"
"","","0","93","0.5","","","502","","","502124"
"1.95","1","102011","1","1","1000","nop_idle_joy2","503","104","-300","503001"
"1.95","1","100411","1","1","1000","nop_idle_normal","503","105","-270","503002"
"1.95","1","103631","1","1","1000","nop_idle_normal","503","101","-235","503003"
"1.95","0","1","5","1","-275","NoItem_idle","503","106","-255","503004"
"0","","11","31","1","-105","","503","-215","1","503005"
"","","0","93","0","","","503","","","503006"
"0.2","","nop_run","3","100411","","","503","1","","503007"
"","","-275","2","100411","5","","503","-255","","503008"
"","","","93","0.5","","","503","","","503009"
"0.2","","nop_run","3","102011","","","503","1","","503010"
"","","-140","2","102011","5","","503","-230","","503011"
"","","","93","1","","","503","","","503012"
"0.2","","nop_run","3","103631","","","503","1","","503013"
"","","150","2","103631","4.5","","503","-235","","503014"
"","","","93","3.4","","","503","","","503015"
"","","0","4","100411","","","503","","","503016"
"0.2","","nop_idle_normal","3","100411","","","503","1","","503017"
"","","","93","0.1","","","503","","","503018"
"0.2","0.2","nop_03_misogi_hello_long","3","100411","nop_idle_joy1","","503","0","1","503019"
"","","4","12","100411","","","503","0","","503020"
"","","","93","0.4","","","503","","","503021"
"","","0","4","102011","","","503","","","503022"
"0.2","","nop_idle_normal","3","102011","","","503","1","","503023"
"","","","93","0.1","","","503","","","503024"
"0.2","0.2","nop_03_mimi_swing","3","102011","nop_idle_joy1","","503","0","1","503025"
"","","4","12","102011","","","503","0","","503026"
"","","","93","0.5","","","503","","","503027"
"0.2","0","nop_03_kyoka_talk_doya","3","103631","nop_03_kyoka_idle_doya","","503","0","1","503028"
"-40","","4","12","103631","","","503","0","","503029"
"","","0","93","1.5","","","503","","","503030"
"0.2","","nop_talk_joy2","3","102011","","","503","1","","503031"
"","","vo_drama_10082003_001","21","vo_drama_10082003","0","","503","0","","503032"
"0","0","あ、おにいちゃん！\nよかった、見つけた～！\n会場が広くて、\n迷子になっちゃいそうだよ～","11","102011","1","0.5","503","5","0","503033"
"","","","91","503033","","","503","","","503034"
"0.2","","nop_idle_joy1","3","102011","","","503","1","","503035"
"","","vo_drama_10082003_002","21","vo_drama_10082003","0","","503","0","","503036"
"0","0","えっへっへ、にいちゃん、\nあけましておめでとー\nはいこれ、お年玉……なーんてね！\n驚いた？　驚いた？","11","100411","1","1","503","6","0","503037"
"0.2","","nop_talk_joy2","3","100411","","","503","1","","503038"
"","","1","93","4","","","503","","","503039"
"0.2","0","nop_03_misogi_trick_in","3","1","nop_03_misogi_trick_loop","","503","0","1","503040"
"0.2","0","nop_03_misogi_trick_in","3","100411","nop_03_misogi_trick_loop","","503","0","1","503041"
"","","1","93","2","","","503","","","503042"
"","","1","32","11","","","503","","","503043"
"0.2","0.2","nop_03_misogi_trick_out","3","1","NoItem_idle","","503","0","1","503044"
"0.2","0.2","nop_03_misogi_trick_out","3","100411","nop_talk_joy2","","503","0","1","503045"
"","","1","93","0.1","","","503","","","503046"
"","","1","4","102011","","","503","","","503047"
"0.2","0","nop_03_mimi_surprise","3","102011","nop_03_mimi_surprise_loop","","503","0","1","503048"
"0.2","0","nop_03_kyoka_surprise","3","103631","nop_03_kyoka_surprise_loop","","503","0","1","503049"
"","","","91","503037","","","503","","","503050"
"0.2","","nop_idle_joy2","3","100411","","","503","1","","503051"
"","","vo_drama_10082003_003","21","vo_drama_10082003","0","","503","0","","503052"
"0","0","もう、ミソギってば！\nいきなりイタズラしちゃダメでしょ。\nあなたもしっかりしてください。","11","103631","1","0.5","503","8","0","503053"
"0.2","","nop_talk_anger","3","103631","","","503","1","","503054"
"","","1","93","4","","","503","","","503055"
"0.2","0","nop_talk_arm_crossed_anger","3","103631","nop_talk_arm_crossed_loop_anger","","503","0","1","503056"
"","","","91","503053","","","503","","","503057"
"0.2","","nop_idle_normal","3","100411","","","503","1","","503058"
"0.2","","nop_idle_arm_crossed_anger","3","103631","","","503","1","","503059"
"","","0","4","102011","","","503","","","503060"
"","","vo_drama_10082003_004","21","vo_drama_10082003","0","","503","0","","503061"
"0","0","ねえねえ見て見て！\nおいしそうなお料理が\nいーっぱいだよ！","11","102011","1","0.5","503","5","0","503062"
"0.2","","nop_talk_surprise_kira","3","102011","","","503","1","","503063"
"","","1","93","4","","","503","","","503064"
"0.2","0","nop_surprise","3","103631","nop_idle_surprise1","","503","0","1","503065"
"","","","91","503062","","","503","","","503066"
"0.2","","nop_idle_surprise_kira","3","102011","","","503","1","","503067"
"","","vo_drama_10082003_005","21","vo_drama_10082003","0","","503","0","","503068"
"0","0","じー……\nよかったぁ。おせち料理には\nピーマンは入ってなさそう……","11","103631","1","0.5","503","6","0","503069"
"0.2","","nop_talk_jitome","3","103631","","","503","1","","503070"
"","","1","93","1.5","","","503","","","503071"
"0.2","","nop_talk_sad3","3","103631","","","503","1","","503072"
"","","","91","503069","","","503","","","503073"
"0.2","","nop_idle_sad3","3","103631","","","503","1","","503074"
"0.2","","nop_idle_joy1","3","102011","","","503","1","","503075"
"","","vo_drama_10082003_006","21","vo_drama_10082003","0","","503","0","","503076"
"0","0","あはは！\n今の聞いた？　にいちゃん！\nキョウカはピーマン苦手だもんねー？","11","100411","1","0","503","7","0","503077"
"0.2","","nop_talk_joy2","3","100411","","","503","1","","503078"
"","","","91","503077","","","503","","","503079"
"0.2","","nop_idle_normal","3","100411","","","503","1","","503080"
"","","vo_drama_10082003_007","21","vo_drama_10082003","0","","503","0","","503081"
"0","0","ち、違います！苦くて嫌いだから\nとかじゃないですからね！\nおせち料理にはどんなものが入ってるか\n調べてただけですから！","11","103631","1","0","503","6","0","503082"
"0.2","","nop_talk_anger2","3","103631","","","503","1","","503083"
"","","","91","503082","","","503","","","503084"
"0.2","","nop_idle_sad","3","103631","","","503","1","","503085"
"","","vo_drama_10082003_008","21","vo_drama_10082003","0","","503","0","","503086"
"0","0","お料理だけじゃなくて\n人もいっぱいだね。\n全部おにいちゃんのお友達だなんて\nすごいなあ。","11","102011","1","0.5","503","5","0","503087"
"0.2","","nop_talk_surprise1","3","102011","","","503","1","","503088"
"","","1","93","4","","","503","","","503089"
"0.2","","nop_talk_normal","3","102011","","","503","1","","503090"
"","","","91","503087","","","503","","","503091"
"0.2","","nop_idle_normal","3","102011","","","503","1","","503092"
"","","vo_drama_10082003_009","21","vo_drama_10082003","0","","503","0","","503093"
"0","0","こんなに人がいると\nなんだかギルドレースのときを\n思い出しちゃうね！","11","100411","1","0.5","503","7","0","503094"
"0.2","","nop_talk_thinking","3","100411","","","503","1","","503095"
"","","","91","503094","","","503","","","503096"
"0.2","","nop_idle_thinking","3","100411","","","503","1","","503097"
"0.2","","nop_idle_thinking","3","103631","","","503","1","","503098"
"","","vo_drama_10082003_010","21","vo_drama_10082003","0","","503","0","","503099"
"0","0","うん！\nクルミちゃんも一緒で楽しかったなあ。\nまたみんなで一緒にかけっこしたいね♪","11","102011","1","0.5","503","6","0","503100"
"0.2","","nop_talk_wish","3","102011","","","503","1","","503101"
"","","1","93","4","","","503","","","503102"
"0.2","","nop_talk_joy2","3","102011","","","503","1","","503103"
"","","","91","503100","","","503","","","503104"
"0.2","","nop_idle_joy1","3","102011","","","503","1","","503105"
"","","vo_drama_10082003_011","21","vo_drama_10082003","0","","503","0","","503106"
"0","0","もし次回があったら負けませんからね！\n私たち【リトルリリカル】は\nどんどん成長してるんですから！","11","103631","1","0.5","503","7","0","503107"
"0.2","0.2","nop_talk_guts2","3","103631","nop_talk_guts2_loop","","503","0","1","503108"
"","","1","93","5.5","","","503","","","503109"
"0.2","0.2","nop_03_kyoka_talk_doya","3","103631","nop_03_kyoka_talk_doya_loop","","503","0","1","503110"
"","","","91","503107","","","503","","","503111"
"0.2","","nop_03_kyoka_idle_doya","3","103631","","","503","1","","503112"
"","","vo_drama_10082003_012","21","vo_drama_10082003","0","","503","0","","503113"
"0","0","ミソギは今年もすーっごい\nイタズラ考えておくから\n楽しみにしててね、にいちゃん！","11","100411","1","0.5","503","7","0","503114"
"0.2","","nop_talk_joy2","3","100411","","","503","1","","503115"
"","","","91","503114","","","503","","","503116"
"0.2","","nop_idle_joy2","3","100411","","","503","1","","503117"
"","","vo_drama_10082003_013","21","vo_drama_10082003","0","","503","0","","503118"
"0","0","もう、ミソギってば！\nイタズラばっかりしてちゃ\nだめなんだからね！","11","103631","1","0.5","503","8","0","503119"
"0.2","","nop_talk_anger","3","103631","","","503","1","","503120"
"","","","91","503119","","","503","","","503121"
"0.2","","nop_idle_anger","3","103631","","","503","1","","503122"
"","","vo_drama_10082003_014","21","vo_drama_10082003","0","","503","0","","503123"
"0","0","おにいちゃん！\n今年もミミたち【リトルリリカル】と\nいーっぱい遊んでね！","11","102011","1","0","503","6","0","503124"
"0.2","","nop_talk_joy1","3","102011","","","503","1","","503125"
"","","","91","503124","","","503","","","503126"
"0.2","0.2","nop_03_cmn_eieio","3","102011","nop_03_cmn_eieio_loop","","503","0","1","503127"
"","","","93","0.1","","","503","","","503128"
"0.2","0.2","nop_03_cmn_eieio","3","103631","nop_03_cmn_eieio_loop","","503","0","1","503129"
"","","","93","0.1","","","503","","","503130"
"0.2","0.2","nop_03_cmn_eieio","3","100411","nop_03_cmn_eieio_loop","","503","0","1","503131"
"","","0","93","1.3","","","503","","","503132"
"1.95","0","101231","1","1","-150","nop_idle_normal","504","101","-225","504001"
"1.95","1","104011","1","1","150","nop_idle_normal","504","104","-255","504002"
"1.95","0","101511","1","1","-300","nop_idle_normal","504","105","-255","504003"
"","","0","93","0.5","","","504","","","504004"
"","","vo_drama_10082004_001","21","vo_drama_10082004","0","","504","0","","504005"
"0","0","あけましておめでとうございます。\n元気なみんなに会えて、\n先生とってもうれしいわ。","11","101511","1","0.5","504","8","0","504006"
"0.2","0.2","nop_bow","3","101511","nop_talk_joy3","","504","0","1","504007"
"0.2","0.2","nop_bow","3","101231","nop_idle_normal","","504","0","1","504008"
"0.2","0.2","nop_bow","3","104011","nop_idle_normal","","504","0","1","504009"
"","","","91","504006","","","504","","","504010"
"0.2","","nop_idle_normal","3","101511","","","504","1","","504011"
"","","vo_drama_10082004_002","21","vo_drama_10082004","0","","504","0","","504012"
"0","0","招待してくれてありがと～！\nシオリンも喜んでたよ！","11","101231","1","0.5","504","8","0","504013"
"0.2","0.2","nop_look_smile","3","101231","nop_talk_joy1","","504","0","1","504014"
"","","","91","504013","","","504","","","504015"
"0.2","","nop_idle_normal","3","101231","","","504","1","","504016"
"","","vo_drama_10082004_003","21","vo_drama_10082004","0","","504","0","","504017"
"0","0","ひええええ！\nこんなにたくさん人が……！\nこんなめでたい場所に私のような\nぼっちがいてもいいんでしょうか？","11","104011","1","0.5","504","8","0","504018"
"0.2","0","nop_shock_in","3","104011","nop_shock_loop","","504","0","1","504019"
"","","1","93","3","","","504","","","504020"
"0.2","","nop_04_aoi_tohoho","3","104011","","","504","1","","504021"
"","","","91","504018","","","504","","","504022"
"","","vo_drama_10082004_004","21","vo_drama_10082004","0","","504","0","","504023"
"0","0","いいに決まってるよー\nそれに、この会場にも\nアオイちゃんのお友達、\nたくさんいるんじゃないかな？","11","101231","1","0.5","504","8","0","504024"
"0.2","0","nop_talk_guts2","3","101231","nop_talk_guts2_loop","","504","0","1","504025"
"","","1","93","1.8","","","504","","","504026"
"0.2","","nop_talk_joy1","3","101231","","","504","1","","504027"
"","","","91","504024","","","504","","","504028"
"0.2","","nop_idle_normal","3","101231","","","504","1","","504029"
"","","vo_drama_10082004_005","21","vo_drama_10082004","0","","504","0","","504030"
"0","0","そ、そそそ、そんな、\nトトトトト、トモダチだなんてぇ！\n恐れ多くてとても言えませええん！","11","104011","1","0.5","504","8","0","504031"
"0.2","","nop_04_aoi_panic","3","104011","","","504","1","","504032"
"","","1","93","4.4","","","504","","","504033"
"0.2","","nop_talk_tsun_pain","3","104011","","","504","1","","504034"
"0.2","","nop_idle_bitter","3","101511","","","504","1","","504035"
"0.2","","nop_idle_bitter","3","101231","","","504","1","","504036"
"","","","91","504031","","","504","","","504037"
"","","vo_drama_10082004_006","21","vo_drama_10082004","0","","504","0","","504038"
"0","0","でも、仲良しさんなんでしょう？\nそうだ、よかったら\n先生も紹介してもらえるかしら？","11","101511","1","0.5","504","8","0","504039"
"0.2","","nop_talk_normal","3","101511","","","504","1","","504040"
"","","1","93","2.4","","","504","","","504041"
"0.2","","nop_talk_wish_joy","3","101511","","","504","1","","504042"
"","","","91","504039","","","504","","","504043"
"","","vo_drama_10082004_007","21","vo_drama_10082004","0","","504","0","","504044"
"0","0","あ！　私も私もー！\nそうだ！\nシオリンのことも紹介してあげるね☆","11","101231","1","0.5","504","8","0","504045"
"0.2","0.2","nop_04_hatsune_swing","3","101231","nop_idle_normal","","504","0","1","504046"
"","","1","93","3","","","504","","","504047"
"0.2","","nop_04_hatsune_kiran","3","101231","","","504","0","","504048"
"","","","91","504045","","","504","","","504049"
"0.2","","nop_idle_normal","3","101231","","","504","1","","504050"
"","","vo_drama_10082004_008","21","vo_drama_10082004","0","","504","0","","504051"
"0","0","はうあっ！\nお二人ともリア充オーラで輝いて\nまぶしいですっ！","11","104011","1","0.5","504","8","0","504052"
"0.2","0","nop_04_aoi_haua_in","3","104011","nop_04_aoi_haua_loop","","504","0","1","504053"
"","","1","93","3","","","504","","","504054"
"0.2","","nop_talk_joy3_blink","3","101511","","","504","1","","504055"
"0.2","","nop_idle_surprise1","3","101231","","","504","1","","504056"
"","","","91","504052","","","504","","","504057"
"","","0","93","0.5","","","504","","","504058"
"1.95","1","103111","1","1","-150","nop_05_shinobu_idle_normal","505","103","-250","505001"
"1.95","1","102211","1","1","150","nop_idle_sad","505","101","-230","505002"
"1.95","0","100711","1","1","-360","nop_05_miyako_idle_joy1","505","101","-240","505003"
"1.95","1","100611","1","1","275","nop_idle_joy1","505","105","-260","505004"
"1.95","1","2051","5","1","-50","nop_skull_idle","505","102","-225","505005"
"","","0","93","0.5","","","505","","","505006"
"","","vo_drama_10082005_001","21","vo_drama_10082005","0","","505","0","","505007"
"0","0","あけましてプリンなの～！\nプリン、プリン！　プリンを持ってくるの！","11","100711","1","0.5","505","6","0","505008"
"0.2","","nop_05_miyako_talk_joy2","3","100711","","","505","1","","505009"
"","","","91","505008","","","505","","","505010"
"0.2","","nop_05_miyako_idle_joy2","3","100711","","","505","1","","505011"
"","","vo_drama_10082005_002","21","vo_drama_10082005","0","","505","0","","505012"
"0","0","ミヤコさん、クリスマスにたくさん\n食べたじゃありませんか……","11","103111","1","0.5","505","6","0","505013"
"0.2","","nop_05_shinobu_talk_worry","3","103111","","","505","1","","505014"
"","","","91","505013","","","505","","","505015"
"0.2","","nop_05_shinobu_idle_worry","3","103111","","","505","1","","505016"
"","","vo_drama_10082005_003","21","vo_drama_10082005","0","","505","0","","505017"
"0","0","クリスマスと新年は別腹なの！\nプリンはいくらあってもいいの！","11","100711","1","0.5","505","6","0","505018"
"0.2","","nop_05_miyako_talk_anger","3","100711","","","505","1","","505019"
"","","","91","505018","","","505","","","505020"
"0.2","","nop_05_miyako_idle_anger","3","100711","","","505","1","","505021"
