9d62172377b316d95f6e94b445b6712b789d4c5bef230d21be3cc59268c2efa7,f372b8545cc8224c885c6646c890a773feeaa4e1cedf374e0b5402b18dae5318,f3d608b72a595c091aaed6c534d56b39d6425f78ba8cc8ee0813a073298e3110,024daeac62f66c02a6f3f329fb18044e5ac93d35006b01df82c76915144323f3,2bba1388355832f8894357cc225b6c39de9c0a81c46368a7637bf243c470189a,f6a4f5f9e6cee7033d37d8bd03b503d66ae66cdc38d64da10ea1b1fa7ec7823f,1c004dcfae142b778bd4dc1dbd16f559d2a4fdbc85a11793dc57c5a7a5a97e2c,652990a47d46dcbd5f69a5a59cbff9c002cef8b429499467507ed20ad0a9a7b8,aebbeb58aed2a3103c9ff7f90561b6fea469e0eba634591c96b525cdf2efebe7,77d8d79822eecee772880399e5f27f4ec726c5162a9211a482c34d925ae07444,7545de159cb66b4ee70c000311395b2f3f65f460e3cc1efb8f19df348d4c6390
"0","","","","","1007408","91","","1007408177","",""
"102511","0.2","0","","","1007408","3","","1007408178","","mhp_suzume_stretch_in"
"vo_mhp_1007408","","0","","","1007408","21","0","1007408179","","vo_mhp_2114"
"102511","-30","5","10","0","1007408","11","1","1007408180","0.5","いっちに、さんしあああ！\nか、体がこんがらがって……ひああ！"
"2.1","","","","","1007408","93","","1007408181","","1"
"102511","0.2","1","","","1007408","3","","1007408182","","mhp_suzume_stretch_loop"
"0.4","","","","","1007408","93","","1007408183","",""
"se_10031400","","","","","1007408","23","","1007408184","","se_10031400_panic"
"0.6","","","","","1007408","93","","1007408185","",""
"102511","0.2","0","","","1007408","3","","1007408186","","mhp_suzume_stretch_out"
"1007408180","","","","","1007408","91","","1007408187","",""
"0.4","","","","","1007408","93","","1007408188","",""
"0","","","","","1007408","22","","1007408189","","0"
"0.6","","","","","1007408","93","","1007408190","",""
"117531","0.2","1","","0","1007408","3","","1007408191","","mhp_sit_talk_worry"
"vo_mhp_1007408","","0","","","1007408","21","0","1007408192","","vo_mhp_2115"
"117531","30","7","0","0","1007408","11","1","1007408193","0.5","な、何をすればこうなるというの？"
"0","","","","","1007408","91","","1007408194","",""
"102511","0.2","0","","","1007408","3","","1007408195","","mhp_suzume_fall_out"
"0","","","","","1007408","91","","1007408196","",""
"102511","0.2","0","","","1007408","3","","1007408197","","mhp_suzume_sit_in_sad"
"0","","","","","1007408","91","","1007408198","",""
"117531","0.2","1","","0","1007408","3","","1007408199","","mhp_sit_idle_sad"
"102511","0.2","1","","0","1007408","3","","1007408200","","mhp_sit_talk_sad2"
"vo_mhp_1007408","","0","","","1007408","21","0","1007408201","","vo_mhp_2116"
"102511","","7","0","0","1007408","11","1","1007408202","0.5","あの……先生？"
"0","","","","","1007408","91","","1007408203","",""
"102511","0.2","1","","0","1007408","3","","1007408204","","mhp_sit_idle_sad2"
"117531","0.2","1","","0","1007408","3","","1007408205","","mhp_sit_talk_bitter"
"vo_mhp_1007408","","0","","","1007408","21","0","1007408206","","vo_mhp_2117"
"117531","0","6","0","0","1007408","11","1","1007408207","0.5","……今日の診察はここまでにしましょう\nまた後日来てちょうだい。"
"0","","","","","1007408","91","","1007408208","",""
"0","","","","","1007408","22","","1007408209","","0"
"117531","0.2","1","","0","1007408","3","","1007408210","","mhp_sit_idle"
"102511","0.2","0","","0","1007408","3","","1007408211","","mhp_suzume_sit_out_sad2"
"0.5","","","","","1007408","93","","1007408212","",""
"102511","0","2","0","","1007408","12","","1007408213","","17"
"0.5","","","","","1007408","93","","1007408214","",""
"0","","","","","1007408","91","","1007408215","",""
"102511","0.2","1","","0","1007408","3","","1007408216","","mhp_suzume_walk_sad"
"102511","","","","","1007408","4","","1007408217","","1"
"102511","","-220","","0","1007408","2","5","1007408218","","-1000"
"4","","","","","1007408","93","","1007408219","","0"
"0","","","","","1007408","91","","1007408220","",""
"1","1.7","100","0","-200","1007409","1","-1000","1007409001","mhp_idle_normal","102511"
"1","1.7","100","1","-220","1007409","1","185","1007409002","mhp_mitsuki_sit_idle_sad","117531"
"1","1.7","100","1","-200","1007409","1","365","1007409003","mhp_sit_idle","117631"
"1","1","-240","","0.85","1007409","31","-154","1007409004","","1"
"10","0","0","","1","1007409","31","0","1007409005","","110"
"14","0","0","","1","1007409","31","0","1007409006","","114"
"22","0","0","","1","1007409","31","0","1007409007","","122"
"30","0","0","","1","1007409","31","0","1007409008","","130"
"1","1.7","110","0","-220","1007409","5","-200","1007409009","NoItem","11"
"1","1.7","105","0","-220","1007409","5","-200","1007409010","NoItem","12"
"1","1.7","110","1","-220","1007409","5","185","1007409011","NoItem","21"
"1","1.7","105","1","-220","1007409","5","185","1007409012","NoItem","22"
"11","0","1","0","0","1007409","6","1","1007409013","","1"
"12","0","1","0","0","1007409","6","1","1007409014","","1"
"21","0","1","0","0","1007409","6","1","1007409015","","1"
"22","0","1","0","0","1007409","6","1","1007409016","","1"
"0","","","","","1007409","91","","1007409017","",""
"117531","0.2","1","","","1007409","3","","1007409018","","mhp_mitsuki_sit_talk_sad"
"vo_mhp_1007409","","0","","","1007409","21","0","1007409019","","vo_mhp_2201"
"117531","0","8","0","0","1007409","11","0","1007409020","0.5","スズメさん、どうぞー"
"0","","","","","1007409","91","","1007409021","",""
"117531","0.2","1","","","1007409","3","","1007409022","","mhp_mitsuki_sit_idle_sad"
"102511","0.2","1","","","1007409","3","","1007409023","","mhp_walk_sad"
"102511","","-220","","0","1007409","2","4","1007409024","","-200"
"0","","","","","1007409","91","","1007409025","",""
"102511","0.2","0","0.2","1","1007409","3","mhp_sit_talk_sad","1007409026","","mhp_sit_in_sad"
"1","","","","","1007409","93","","1007409027","",""
"vo_mhp_1007409","","0","","","1007409","21","0","1007409028","","vo_mhp_2202"
"102511","0","6","0","0","1007409","11","1","1007409029","0.5","こ、こんにちは……\nひっ、ミ、ミツキ先生、\nなんだか雰囲気が……"
"0","","","","","1007409","91","","1007409030","",""
"102511","0.2","1","","","1007409","3","","1007409031","","mhp_sit_idle_sad"
"117531","0.2","1","","","1007409","3","","1007409032","","mhp_sit_talk_sad"
"vo_mhp_1007409","","0","","","1007409","21","0","1007409033","","vo_mhp_2203"
"117531","0","6","0","0","1007409","11","1","1007409034","0.5","当然よ。考えうるあらゆる手を\n尽くしたけど、\nあなたのドジは治せなかった……"
"0","","","","","1007409","91","","1007409035","",""
"117531","0.2","1","","","1007409","3","","1007409036","","mhp_sit_talk_wish"
"vo_mhp_1007409","","0","","","1007409","21","0","1007409037","","vo_mhp_2204"
"117531","0","6","0","0","1007409","11","1","1007409038","0.5","だから、私は最終手段を使うわ。"
"0","","","","","1007409","91","","1007409039","",""
"117531","0.2","1","","","1007409","3","","1007409040","","mhp_sit_idle_wish"
"102511","0.2","1","","","1007409","3","","1007409041","","mhp_sit_talk_sad"
"vo_mhp_1007409","","0","","","1007409","21","0","1007409042","","vo_mhp_2205"
"102511","0","7","0","0","1007409","11","1","1007409043","0.5","さ、最終手段……？"
"0","","","","","1007409","91","","1007409044","",""
"102511","0.2","1","","","1007409","3","","1007409045","","mhp_sit_idle_sad"
"117531","0.2","0","","","1007409","3","","1007409046","","mhp_sit_talk_guts"
"vo_mhp_1007409","","0","","","1007409","21","0","1007409047","","vo_mhp_2206"
"117531","0","6","0","0","1007409","11","1","1007409048","0.5","そう、これは医者と患者……\nいいえ、私とスズメさんの\nプライドを賭けた戦いなの。"
"1","","","","","1007409","93","","1007409049","","0"
"117531","0.2","1","","","1007409","3","","1007409050","","mhp_sit_idle_guts"
"4.5","","","","","1007409","93","","1007409051","","1"
"1007409048","","","","","1007409","91","","1007409052","",""
"117631","0.2","1","","","1007409","3","","1007409053","","mhp_sit_talk_sad"
"vo_mhp_1007409","","0","","","1007409","21","0","1007409054","","vo_mhp_2207"
"117631","0","8","0","0","1007409","11","1","1007409055","0.5","そんなにシリアスになる話かな、これ？"
"0","","","","","1007409","91","","1007409056","",""
"117631","0.2","1","","","1007409","3","","1007409057","","mhp_sit_idle"
"117531","0.2","1","","","1007409","3","","1007409058","","mhp_sit_talk_joy1"
"vo_mhp_1007409","","0","","","1007409","21","0","1007409059","","vo_mhp_2208"
"117531","0","6","0","0","1007409","11","1","1007409060","0.5","さあ、いまこそこの目を解放するわ！\n覚悟しなさい！"
"0","","","","","1007409","91","","1007409061","",""
"117531","0.2","0","0.2","1","1007409","3","mhp_mitsuki_sit_kaihou_loop","1007409062","","mhp_mitsuki_sit_kaihou_in"
"1.5","","","","","1007409","93","","1007409063","","0"
"122","1","","","1","1007409","32","","1007409064","","1"
"se_10031400","","","","","1007409","23","","1007409065","","se_10031400_flash"
"0.5","","","","","1007409","93","","1007409066","","0"
"117531","0.2","1","","","1007409","3","","1007409067","","mhp_sit_talk_thinking"
"102511","0.2","1","","","1007409","3","","1007409068","","mhp_sit_talk_surprise2"
"1.5","","","","","1007409","93","","1007409069","","0"
"vo_mhp_1007409","","0","","","1007409","21","0","1007409070","","vo_mhp_2209"
"102511","0","4","0","0","1007409","11","1","1007409071","0.5","きゃあ！\nど、どうでした、か……"
"0","","","","","1007409","91","","1007409072","",""
"102511","0.2","1","","","1007409","3","","1007409073","","mhp_sit_idle_sad"
"117531","0.2","1","","","1007409","3","","1007409074","","mhp_sit_talk_thinking"
"vo_mhp_1007409","","0","","","1007409","21","0","1007409075","","vo_mhp_2210"
"117531","0","4","0","0","1007409","11","1","1007409076","0.5","ふ、ふふ……この目であなたの全てを\n見通したわ。でも、体は極めて健康で\n身体能力に異常もない。\n全くドジの原因が分からないわ……"
"0","","","","","1007409","91","","1007409077","",""
"117531","0.2","1","","","1007409","3","","1007409078","","mhp_sit_talk_sad2"
"vo_mhp_1007409","","0","","","1007409","21","0","1007409079","","vo_mhp_2211"
"117531","0","5","0","0","1007409","11","1","1007409080","0.5","これ以上は医学が踏み込めない\n禁忌の領域だわ。\n悔しいけど、お手上げね……"
"0","","","","","1007409","91","","1007409081","",""
"117531","0.2","1","","","1007409","3","","1007409082","","mhp_sit_talk_worry"
"vo_mhp_1007409","","0","","","1007409","21","0","1007409083","","vo_mhp_2212"
"117531","0","6","0","0","1007409","11","1","1007409084","0.5","辛いと思うけど、ドジという業と\nしっかり向き合い、強く生きてね。"
"0","","","","","1007409","91","","1007409085","",""
"102511","0.2","0","0.2","1","1007409","3","mhp_suzume_tohoho_loop","1007409086","","mhp_suzume_tohoho_in"
"1","","","","","1007409","93","","1007409087","","0"
"110","","","","1","1007409","32","","1007409088","","1"
"110","","-100","","1","1007409","33","0","1007409089","","-205"
"114","","-100","","1","1007409","33","0","1007409090","","-205"
"0.8","","","","","1007409","93","","1007409091","","0"
"vo_mhp_1007409","","0","","","1007409","21","0","1007409092","","vo_mhp_2213"
"102511","","","","","1007409","13","","1007409093","","10001"
"102511","0","4","0","0","1007409","11","1","1007409094","0.5","えぇ～、そんな～！"
"0","","","","","1007409","91","","1007409095","",""
"0","","","","","1007409","22","","1007409096","","0"
"0.2","","","","","1007409","93","","1007409097","","0"
"114","","","","1","1007409","32","","1007409098","","1"
"1","","","","","1007409","93","","1007409099","","0"
"130","","","","","1007409","32","","1007409100","","1"
"4","","","","","1007409","93","","1007409101","","0"
"130","","","","","1007409","32","","1007409102","","0"
"1","1.7","100","0","-240","1007410","1","-1000","1007410001","mhp_idle_normal","104431"
"1","1.7","100","1","-200","1007410","1","365","1007410002","mhp_sit_idle","117631"
"1","1.7","100","1","-220","1007410","1","185","1007410003","mhp_sit_idle","117531"
"1","1","-240","","0.85","1007410","31","-154","1007410004","","1"
"1","1.7","110","0","-220","1007410","5","-200","1007410005","NoItem","11"
"1","1.7","105","0","-220","1007410","5","-200","1007410006","NoItem","12"
"1","1.7","110","1","-220","1007410","5","185","1007410007","NoItem","21"
"1","1.7","105","1","-220","1007410","5","185","1007410008","NoItem","22"
"11","0","1","0","0","1007410","6","1","1007410009","","1"
"12","0","1","0","0","1007410","6","1","1007410010","","1"
"21","0","1","0","0","1007410","6","1","1007410011","","1"
"22","0","1","0","0","1007410","6","1","1007410012","","1"
"0","","","","","1007410","91","","1007410013","",""
"117531","0.2","1","","","1007410","3","","1007410014","","mhp_sit_talk_normal"
"vo_mhp_1007410","","0","","","1007410","21","0","1007410015","","vo_mhp_5001"
"117531","0","8","0","0","1007410","11","0","1007410016","0.5","次の方どうぞー"
"0","","","","","1007410","91","","1007410017","",""
"117531","0.2","1","","","1007410","3","","1007410018","","mhp_sit_idle"
"104431","0.2","1","","","1007410","3","","1007410019","","mhp_walk"
"104431","","-220","","0","1007410","2","4","1007410020","","-200"
"0","","","","","1007410","91","","1007410021","",""
"104431","0.2","0","","","1007410","3","","1007410022","","mhp_sit_in"
"0","","","","","1007410","91","","1007410023","",""
"104431","0.2","1","","","1007410","3","","1007410024","","mhp_sit_idle"
"1","","","","","1007410","93","","1007410025","","0"
"117531","0.2","1","","","1007410","3","","1007410026","","mhp_sit_talk_normal"
"vo_mhp_1007410","","0","","","1007410","21","0","1007410027","","vo_mhp_5002"
"117531","0","6","0","0","1007410","11","1","1007410028","0.5","あら、これはまた\n只者じゃない人が来たわね。"
"0","","","","","1007410","91","","1007410029","",""
"117531","0.2","1","","","1007410","3","","1007410030","","mhp_sit_idle"
"104431","0.2","0","0","1","1007410","3","mhp_ilya_doya_talk_loop","1007410031","","mhp_ilya_doya_in"
"vo_mhp_1007410","","0","","","1007410","21","0","1007410032","","vo_mhp_5003"
"104431","0","4","0","0","1007410","11","1","1007410033","1.5","ほう、分かるか？　いかにも！\n我が名はイリヤ・オーンスタイン\n夜を総べる者であるぞ！"
"0","","","","","1007410","91","","1007410034","",""
"104431","0.2","1","","","1007410","3","","1007410035","","mhp_ilya_doya_loop"
"117531","0.2","1","","","1007410","3","","1007410036","","mhp_sit_talk_wish"
"vo_mhp_1007410","","0","","","1007410","21","0","1007410037","","vo_mhp_5004"
"117531","0","5","0","0","1007410","11","1","1007410038","0.5","ふーん、伝説の吸血鬼が復活したって\n噂では聞いたけど、もしかして\nあなたがそうなのかしら。"
"0","","","","","1007410","91","","1007410039","",""
"117531","0.2","1","","","1007410","3","","1007410040","","mhp_sit_idle_memory"
"104431","0.2","1","","","1007410","3","","1007410041","","mhp_sit_talk_normal"
"vo_mhp_1007410","","0","","","1007410","21","0","1007410042","","vo_mhp_5005"
"104431","0","5","0","0","1007410","11","1","1007410043","0.5","さすが名医、理解が早くて助かる……\nって、ど、どうした？　なんだか\n興奮しておるようじゃが……"
"5","","","","","1007410","93","","1007410044","","1"
"104431","0.2","1","","","1007410","3","","1007410045","","mhp_sit_talk_sad"
"1007410043","","","","","1007410","91","","1007410046","",""
"104431","0.2","1","","","1007410","3","","1007410047","","mhp_sit_idle_sad"
"117531","0.2","1","","","1007410","3","","1007410048","","mhp_mitsuki_sit_ecstatic_talk"
"vo_mhp_1007410","","0","","","1007410","21","0","1007410049","","vo_mhp_5006"
"117531","0","5","0","0","1007410","11","1","1007410050","0.5","当然よ。だって伝説の吸血鬼でしょ？\nこんな魅力的な研究対象を前にすれば\n誰だって興奮するわ。だから――"
"0","","","","","1007410","91","","1007410051","",""
"その体、解剖させてくれない？","","0","","","1007410","103","","1007410052","","1007410055"
"私の血を吸ってみる？","","0","","","1007410","103","","1007410053","","1007410066"
"私の目、使っちゃおうかしら？","","0","","","1007410","103","","1007410054","","1007410072"
"117531","0.2","1","","","1007410","3","","1007410055","","mhp_mitsuki_sit_ecstatic_idle"
"104431","0.2","1","","","1007410","3","","1007410056","","mhp_sit_talk_surprise2"
"vo_mhp_1007410","","0","","","1007410","21","0","1007410057","","vo_mhp_5007"
"104431","0","6","0","0","1007410","11","1","1007410058","0.5","怖い怖い！　急に何を言い出すんじゃ！\nいいわけないじゃろ！"
"0","","","","","1007410","91","","1007410059","",""
"104431","0.2","1","","","1007410","3","","1007410060","","mhp_sit_idle_surprise2"
"117531","0.2","1","","","1007410","3","","1007410061","","mhp_mitsuki_sit_ecstatic_talk"
"vo_mhp_1007410","","0","","","1007410","21","0","1007410062","","vo_mhp_5008"
"117531","0","6","0","0","1007410","11","1","1007410063","0.5","そこをなんとか。安心して？\n切られたことも気付かないうちに\n終わらせるから？"
"0","","","","","1007410","91","","1007410064","",""
"1007410081","","","","","1007410","101","","1007410065","",""
"117531","0.2","1","","","1007410","3","","1007410066","","mhp_mitsuki_sit_ecstatic_idle"
"104431","0.2","1","","","1007410","3","","1007410067","","mhp_sit_talk_sad"
"vo_mhp_1007410","","0","","","1007410","21","0","1007410068","","vo_mhp_5009"
"104431","0","5","0","0","1007410","11","1","1007410069","0.5","え、う、ううん……なんじゃろうか。\nありがたい申し出のはずなのに\n何か取り返しがつかなさそうだから\n遠慮させてもらおう……"
"0","","","","","1007410","91","","1007410070","",""
"1007410081","","","","","1007410","101","","1007410071","",""
"117531","0.2","0","0","1","1007410","3","mhp_mitsuki_sit_kaihou_loop","1007410072","","mhp_mitsuki_sit_kaihou_in"
"104431","0.2","1","","","1007410","3","","1007410073","","mhp_sit_talk_worry"
"vo_mhp_1007410","","0","","","1007410","21","0","1007410074","","vo_mhp_5010"
"104431","0","5","0","0","1007410","11","1","1007410075","0.5","ん？　お、お主何をするつもりじゃ？\nおそらくその眼帯\nあまり取っていいものではなかろう？"
"0","","","","","1007410","91","","1007410076","",""
"104431","0.2","1","","","1007410","3","","1007410077","","mhp_sit_idle_sad"
"117531","0.2","1","","","1007410","3","","1007410078","","mhp_sit_talk_joy1"
"vo_mhp_1007410","","0","","","1007410","21","0","1007410079","","vo_mhp_5011"
"117531","0","6","0","0","1007410","11","1","1007410080","0.5","そうね。でも、あなたになら特別に\n見せてあげてもいいかなって\n思ったのよ♪"
"0","","","","","1007410","91","","1007410081","",""
"0","","","","","1007410","22","","1007410082","","0.5"
"117531","0.2","1","","","1007410","3","","1007410083","","mhp_mitsuki_sit_ecstatic_idle"
"104431","0.2","0","0.2","1","1007410","3","mhp_talk_anger2","1007410084","","mhp_sit_out_sad"
"1","","","","","1007410","93","","1007410085","","1"
"vo_mhp_1007410","","0","","","1007410","21","0","1007410086","","vo_mhp_5012"
"104431","0","6","0","0","1007410","11","1","1007410087","0.5","こ、こんな危険なところにいられるか！\n退散、退散じゃ！"
"0.5","","","","","1007410","93","","1007410088","","1"
"1007410087","","","","","1007410","91","","1007410089","",""
"104431","","","","","1007410","4","","1007410090","","1"
"104431","0","2","0","","1007410","12","","1007410091","","1"
"104431","0.2","1","","","1007410","3","","1007410092","","mhp_run_sad"
"104431","","-220","","0","1007410","2","2","1007410093","","-1000"
"0.2","","","","","1007410","93","","1007410094","","0"
"117531","0.2","0","0.2","1","1007410","3","mhp_sit_talk_normal","1007410095","","mhp_sit_wavehand"
"vo_mhp_1007410","","0","","","1007410","21","0","1007410096","","vo_mhp_5013"
"117531","0","6","0","0","1007410","11","1","1007410097","0.5","そう、残念だわ。また来てね♪"
"0","","","","","1007410","91","","1007410098","",""
"0","","","","","1007410","22","","1007410099","","0.5"
"117531","0.2","1","","","1007410","3","","1007410100","","mhp_sit_idle"
"1.8","","","","","1007410","93","","1007410101","","0"
"0","","","","","1007410","91","","1007410102","",""
"1","1.7","100","0","-240","1007411","1","-1000","1007411001","mhp_idle_normal","104431"
"1","1.7","100","1","-200","1007411","1","365","1007411002","mhp_sit_idle","117631"
"1","1.7","120","1","-220","1007411","1","185","1007411003","mhp_sit_idle","117531"
"1","1","-240","","0.85","1007411","31","-154","1007411004","","1"
"1","1.7","110","1","-200","1007411","5","365","1007411005","NoItem","11"
"11","0","1","0","1","1007411","6","1","1007411006","","1"
"0","","","","","1007411","91","","1007411007","",""
"117531","0.2","1","","","1007411","3","","1007411008","","mhp_sit_talk_normal"
"vo_mhp_1007411","","0","","","1007411","21","0","1007411009","","vo_mhp_5101"
"117531","0","8","0","0","1007411","11","0","1007411010","0.5","イリヤさん、どうぞー"
"0","","","","","1007411","91","","1007411011","",""
"117531","0.2","1","","","1007411","3","","1007411012","","mhp_sit_idle"
"104431","0.2","1","","","1007411","3","","1007411013","","mhp_walk"
"104431","","-220","","0","1007411","2","4","1007411014","","-200"
"0","","","","","1007411","91","","1007411015","",""
"104431","0.2","0","","","1007411","3","","1007411016","","mhp_sit_in_sad"
"0","","","","","1007411","91","","1007411017","",""
"104431","0.2","1","","","1007411","3","","1007411018","","mhp_sit_idle_sad"
"1","","","","","1007411","93","","1007411019","","0"
"104431","0.2","1","","","1007411","3","","1007411020","","mhp_sit_talk_worry"
"vo_mhp_1007411","","0","","","1007411","21","0","1007411021","","vo_mhp_5102"
"104431","0","5","0","0","1007411","11","1","1007411022","0.5","……気は進まんかったが\n目的達成のため背に腹は代えられん。\n頼む、この姿を保つために\n協力をしてくれんか？"
"0","","","","","1007411","91","","1007411023","",""
"104431","0.2","1","","","1007411","3","","1007411024","","mhp_sit_idle_sad"
"117631","0.2","1","","","1007411","3","","1007411025","","mhp_sit_talk_normal"
"vo_mhp_1007411","","0","","","1007411","21","0","1007411026","","vo_mhp_5103"
"117631","0","7","0","0","1007411","11","1","1007411027","0.5","なんだか別の姿が\nあるみたいな言い方だね？"
"0","","","","","1007411","91","","1007411028","",""
"117631","0.2","1","","","1007411","3","","1007411029","","mhp_sit_idle"
"104431","0.2","1","","","1007411","3","","1007411030","","mhp_sit_talk_sad"
"vo_mhp_1007411","","0","","","1007411","21","0","1007411031","","vo_mhp_5104"
"104431","0","5","0","0","1007411","11","1","1007411032","1","実は魔力不足で子どもの姿に\nなってしまうのじゃ。\n今は相当無理しているが、とある条件下\nでなら本来の姿を保てるのだが……"
"0","","","","","1007411","91","","1007411033","",""
"104431","0.2","1","","","1007411","3","","1007411034","","mhp_sit_idle_sad"
"117531","0.2","1","","","1007411","3","","1007411035","","mhp_sit_talk_normal"
"vo_mhp_1007411","","0","","","1007411","21","0","1007411036","","vo_mhp_5105"
"117531","0","6","0","0","1007411","11","1","1007411037","0.5","そういうことなのね\nちなみにその条件というのは\nどういうものなのかしら？"
"0","","","","","1007411","91","","1007411038","",""
"117531","0.2","1","","","1007411","3","","1007411039","","mhp_sit_idle"
"104431","0.2","1","","","1007411","3","","1007411040","","mhp_sit_talk_wish"
"vo_mhp_1007411","","0","","","1007411","21","0","1007411041","","vo_mhp_5106"
"104431","0","6","0","0","1007411","11","1","1007411042","0.5","とある者がそばにいることじゃ。\nだからあやつがずっとわらわの側に\nおれば手っ取り早いのじゃが……"
"0","","","","","1007411","91","","1007411043","",""
"104431","0.2","1","","","1007411","3","","1007411044","","mhp_sit_talk_worry"
"vo_mhp_1007411","","0","","","1007411","21","0","1007411045","","vo_mhp_5107"
"104431","0","6","0","0","1007411","11","1","1007411046","0.5","わらわに遠慮しておるのか……\nとにかく、なかなか\nわらわの魅力が届かんのじゃ。"
"0","","","","","1007411","91","","1007411047","",""
"104431","0.2","1","","","1007411","3","","1007411048","","mhp_sit_idle_sad"
"117631","0.2","1","","","1007411","3","","1007411049","","mhp_sit_talk_thinking"
"vo_mhp_1007411","","0","","","1007411","21","0","1007411050","","vo_mhp_5108"
"117631","0","5","0","0","1007411","11","1","1007411051","0.5","うーん、ボクほどじゃないにしても\n十分魅力的だと思うけど……\nそれなら――"
"7.5","","","","","1007411","93","","1007411052","","1"
"117631","0.2","1","","","1007411","3","","1007411053","","mhp_sit_idle_thinking"
"1007411051","","","","","1007411","91","","1007411054","",""
"0","","","","","1007411","22","","1007411055","","0"
"かわいさで魅了しちゃおう！","","0","","","1007411","103","","1007411056","","1007411059"
"美しさで迫ろう！","","0","","","1007411","103","","1007411057","","1007411076"
"ボクがプロデュースしてあげるよ！","","0","","","1007411","103","","1007411058","","1007411093"
"117631","0.2","1","","","1007411","3","","1007411059","","mhp_sit_idle_memory"
"104431","0.2","1","","","1007411","3","","1007411060","","mhp_sit_talk_anger2"
"vo_mhp_1007411","","0","","","1007411","21","0","1007411061","","vo_mhp_5109"
"104431","0","6","0","0","1007411","11","1","1007411062","0.5","か、かわいい、じゃと？\nや、やめんかそういうのは。\n恥ずかしい、じゃろ……"
"0","","","","","1007411","91","","1007411063","",""
"104431","0.2","1","","","1007411","3","","1007411064","","mhp_sit_idle_anger2"
"117631","0.2","0","0.2","1","1007411","3","mhp_idle_normal","1007411065","","mhp_sit_out"
"1","","","","","1007411","93","","1007411066","",""
"117631","0.2","0","0.2","1","1007411","3","mhp_yuki_idle","1007411067","","mhp_yuki_pose"
"11","0.2","0","0.2","1","1007411","3","mhp_yuki_idle","1007411068","","mhp_yuki_pose"
"vo_mhp_1007411","","0","","","1007411","21","0","1007411069","","vo_mhp_5110"
"117631","0","5","10","0","1007411","11","1","1007411070","0.5","何言ってるのさ\nそこが最高の武器になるんだよ！\nもし自信がないならボクに任せてよ？"
"6.5","","","","","1007411","93","","1007411071","","1"
"117631","0.2","0","0.2","1","1007411","3","mhp_yuki_idle_2","1007411072","","mhp_yuki_pose_2"
"11","0.2","0","0.2","1","1007411","3","mhp_yuki_idle_2","1007411073","","mhp_yuki_pose_2"
"1007411070","","","","","1007411","91","","1007411074","",""
"1007411109","","","","","1007411","101","","1007411075","",""
"117631","0.2","1","","","1007411","3","","1007411076","","mhp_sit_idle_memory"
"104431","0.2","1","","","1007411","3","","1007411077","","mhp_sit_talk_thinking"
"vo_mhp_1007411","","0","","","1007411","21","0","1007411078","","vo_mhp_5111"
"104431","0","5","0","0","1007411","11","1","1007411079","0.5","美しさな。悪い手ではないが\nあやつは外見で人を判断するヤツでは\nないからのう……\nそこがいいところでもあるのじゃが。"
"0","","","","","1007411","91","","1007411080","",""
"104431","0.2","1","","","1007411","3","","1007411081","","mhp_sit_idle_thinking"
"117631","0.2","0","0.2","1","1007411","3","mhp_idle_normal","1007411082","","mhp_sit_out"
"1","","","","","1007411","93","","1007411083","",""
"117631","0.2","0","0.2","1","1007411","3","mhp_yuki_idle","1007411084","","mhp_yuki_pose"
"11","0.2","0","0.2","1","1007411","3","mhp_yuki_idle","1007411085","","mhp_yuki_pose"
"vo_mhp_1007411","","0","","","1007411","21","0","1007411086","","vo_mhp_5112"
"117631","0","5","0","0","1007411","11","1","1007411087","0.5","安心して、美の化身たるボクにかかれば\nどんな人間だって虜にできるよ。\nさあ、ボクと一緒に\n美の高みを目指そうね♪"
"7","","","","","1007411","93","","1007411088","","1"
"117631","0.2","0","0.2","1","1007411","3","mhp_yuki_idle_2","1007411089","","mhp_yuki_pose_2"
"11","0.2","0","0.2","1","1007411","3","mhp_yuki_idle_2","1007411090","","mhp_yuki_pose_2"
"1007411087","","","","","1007411","91","","1007411091","",""
"1007411109","","","","","1007411","101","","1007411092","",""
"117631","0.2","1","","","1007411","3","","1007411093","","mhp_sit_idle_memory"
"104431","0.2","1","","","1007411","3","","1007411094","","mhp_sit_talk_anger2"
"vo_mhp_1007411","","0","","","1007411","21","0","1007411095","","vo_mhp_5113"
"104431","0","5","0","0","1007411","11","1","1007411096","0.5","か、看護師が何を言っとるんじゃ？\nいや、そもそもお主本当に看護師か？\nわらわが言うのもなんだが\n色々怪しいぞ！"
"0","","","","","1007411","91","","1007411097","",""
"104431","0.2","1","","","1007411","3","","1007411098","","mhp_sit_idle_anger2"
"117631","0.2","0","0.2","1","1007411","3","mhp_idle_normal","1007411099","","mhp_sit_out"
"1","","","","","1007411","93","","1007411100","",""
"117631","0.2","0","0.2","1","1007411","3","mhp_yuki_idle","1007411101","","mhp_yuki_pose"
"11","0.2","0","0.2","1","1007411","3","mhp_yuki_idle","1007411102","","mhp_yuki_pose"
"vo_mhp_1007411","","0","","","1007411","21","0","1007411103","","vo_mhp_5114"
"117631","0","5","0","0","1007411","11","1","1007411104","0.5","大丈夫大丈夫、ぜーんぶボクに\n任せてくれれば問題なしだよ\nこれはボクの腕の見せ所だね♪"
"3.5","","","","","1007411","93","","1007411105","","1"
