903297387ffd8990461db3393c062873326e6f306da31e9ce501c0e157b401e8,5fc6265ce8d278e17af1bd0c119f7a5291321205ff1f9894fc08ea69b3fd03c7,4e7442e8bb3889ade8b232d820e20150a4a7866b3a4ec1cdfeb8742f9bc8daa4,a4106462eb13aa9c4d1588b75a603e8f153c47c3510e48ceb389c0f888118d14,4443334b0d83d8a3a17186226280bc35db9fc335d1b71066136a3bfb5ed3e6be,a647b2db43787db472f6d580e85eb0b15e06e8cbcd92158314b16d083849df76,71e84a6d97e4dbc46804dbcf6eac4838c276276b1407f1d5fbcaac72ab6dbe0b,41d837e1af26556753ed7b44d693ad82261ca84048610432b0b4bf74106cb586,061dc832d7cc514d1fac96987e4256fc8a48b033cee9889902b13a9022d86d0d,bacc3ca8dee50542072fbc92be9ab8bd9c800b29a8e5f86ba98a469353be9bb2,3ffb337c4e5b0ea3c5c9b06234a22661dcb4ce1f8fb6b6e22a2935fd218ca3cd
"1","65082","","0","maho_kurukuru_loopB","0","98","maho_kurukuru_inB","5146065","3","0.2"
"1","65083","","0","kururu_kurukuru_loop","0","130911","kururu_kurukuru_in","5146065","3","0.2"
"1","65084","","0","kururu_kurukuru_loopF","0","97","kururu_kurukuru_inF","5146065","3","0.2"
"1","65085","","0","kururu_kurukuru_loopB","0","96","kururu_kurukuru_inB","5146065","3","0.2"
"","65086","","","0","0","vo_apg","vo_apg_0511","5146065","21",""
"0","65087","1.1","0","0","10","131011","くるくる～♪","5146065","11","0"
"","65088","","","","","0","","5146065","91",""
"","65089","","","0","0","vo_apg","vo_apg_0512","5146065","21",""
"0","65090","1","0","0","10","130911","くるくるくる～♪","5146065","11","0"
"","65091","","","","","0","","5146065","91",""
"0","65092","0","10","0","2","131011","6","5146065","12","0"
"0","65093","0","10","0","2","130911","7","5146065","12","0"
"","65094","","","","1","106011","walk_normal","5146065","3","0.2"
"","65095","","","","1","1060","walk_normal","5146065","3","0.2"
"0","65096","","","3.4","-305","106011","-376","5146065","2",""
"0","65097","","","3.4","-305","1060","-376","5146065","2",""
"","65098","","","","","3.4","0","5146065","93",""
"14","65099","","","0.6","-305","106011","-446","5146065","2",""
"14","65100","","","0.6","-305","1060","-446","5146065","2",""
"","65101","","","","0","106011","kyaru_damage","5146065","3","0"
"","65102","","","","0","1060","kyaru_damage","5146065","3","0"
"","65103","","","","","0.8","0","5146065","93",""
"1","65104","","0","cool_talk_jitome","0","106011","cool_in_jitome","5146065","3","0.2"
"1","65105","","0","cool_talk_jitome","0","1060","cool_in_jitome","5146065","3","0.2"
"","65106","","","0","0","vo_apg","vo_apg_0513","5146065","21",""
"1","65107","0","0","1","10","106011","なにやってんの、あんたら…","5146065","11","0"
"","65108","","","","","0","","5146065","91",""
"","65109","","","","","65110","","5146065","101",""
"","65110","","","","","0","0.2","5146065","22",""
"-278","66001","aoi_walk_fear","0","-500","140","1","104011","5146066","1","1.8"
"-262","66002","idle_normal","0","30","141","1","99","5146066","5","1.8"
"-278","66003","idle_normal_noface","1","290","100","1","130911","5146066","1","1.8"
"-278","66004","idle_normal_kururu","1","290","101","1","98","5146066","5","1.8"
"","66005","","","","","104011","201","5146066","13",""
"","66006","","","","","130911","200","5146066","13",""
"-174","66007","idle","0","0","15","8","8","5146066","5","0.85"
"-79","66008","empty","0","-119","210","20","20","5146066","5","1"
"-194","66009","empty","0","0","210","22","22","5146066","5","1"
"1","66010","","","0","0","1","1","5146066","31","1"
"1","66011","","","-57.7","0","2","2","5146066","31","0"
"1","66012","","","0","0","13","13","5146066","31","0"
"1","66013","","","-69","11","19","19","5146066","31","0"
"1","66014","","","0","0","20","20","5146066","31","1"
"","66015","","","","","20","104011","5146066","36",""
"","66016","","","","","20","99","5146066","36",""
"","66017","","","","","20","20","5146066","36",""
"","66018","","","","","20","22","5146066","36",""
"","66019","","","","","0","0","5146066","91",""
"","66020","","","","0","0","0","5146066","102",""
"0","66021","","","2.7","-278","104011","-290","5146066","2",""
"","66022","","","","1","104011","aoi_walk_fear","5146066","3","0.2"
"","66023","","","","","2.7","0","5146066","93",""
"","66024","","","","1","104011","see_talk","5146066","3","0.2"
"","66025","","","0","0","vo_apg","vo_apg_0601","5146066","21",""
"1","66026","0","0","1","10","104011","とうとう来ちゃいました…\nグランドリームパーク…\n一人『グラドリ』大丈夫ですかね？\n実はぼっちは捕まって強制退園とか…","5146066","11","0"
"","66027","","","","","0","","5146066","91",""
"","66028","","","","1","104011","see_idle","5146066","3","0.2"
"1","66029","","0.2","talk_normal","0","130911","smile","5146066","3","0.2"
"1","66030","","0.2","talk_normal","0","98","smile","5146066","3","0.2"
"","66031","","","0","0","vo_apg","vo_apg_0602","5146066","21",""
"1","66032","0","0","1","10","130911","アオイさんですよね～っ！？\nグランドリームパークへようこそっ♪\n本日はおひとりさまですますか？","5146066","11","0"
"","66033","","","","","0","","5146066","91",""
"","66034","","","","1","130911","idle_normal_surprise","5146066","3","0.2"
"","66035","","","","1","104011","panic","5146066","3","0.2"
"","66036","","","0","0","vo_apg","vo_apg_0603","5146066","21",""
"1","66037","0","0","1","15","104011","ぶひゃおおおお！？\nすすす、すみません！\nぼっちは強制退園ですよね！\n今すぐ出ていきますので～！","5146066","11","0"
"","66038","","","","","0","","5146066","91",""
"","66039","","","","1","130911","anger_talk_pain","5146066","3","0.2"
"","66040","","","","1","98","anger_talk_pain","5146066","3","0.2"
"","66041","","","0","0","vo_apg","vo_apg_0604","5146066","21",""
"1","66042","0","0","1","10","130911","待ってください待ってくださいっ！\n強制退園ってなんですます～っ！？\nそんなことしませんですですっ！","5146066","11","0"
"","66043","","","","","0","","5146066","91",""
"","66044","","","","1","130911","idle_normal_dere","5146066","3","0.2"
"1","66045","","0.1","surprise_talk_search_dere","0","104011","aoi_surprise_in","5146066","3","0"
"","66046","","","0","0","vo_apg","vo_apg_0605","5146066","21",""
"1","66047","0","0","1","10","104011","そんな、ぼっちにも優しいなんて…\nサービスが行き届いている！\nそれで、どこなんです？\nぼっち専用アトラクションは？","5146066","11","0"
"","66048","","","","","0","","5146066","91",""
"","66049","","","","1","104011","surprise_idle_dere","5146066","3","0.2"
"1","66050","","0.2","kururu_guid_talk","0","130911","kururu_surprise_talk_long","5146066","3","0.2"
"1","66051","","0.2","kururu_guid_talk","0","98","kururu_surprise_talk_long","5146066","3","0.2"
"","66052","","","0","0","vo_apg","vo_apg_0606","5146066","21",""
"1","66053","0","0","1","10","130911","えっ？\nえーっとえーっと\nこの観覧車なんかどうでしょう？\nぼっち専用ではないですけど…","5146066","11","0"
"","66054","","","","","0","","5146066","91",""
"","66055","","","","1","130911","idle_normal_noface","5146066","3","0.2"
"","66056","","","","1","98","idle_normal_kururu","5146066","3","0.2"
"1","66057","","0","guts2_talk_surprise2","0","104011","guts2_in_surprise2","5146066","3","0.2"
"","66058","","","0","0","vo_apg","vo_apg_0607","5146066","21",""
"1","66059","0","0","1","10","104011","の、乗ります！\nぼっち料金でもいいので\n乗せてくださいぃ！","5146066","11","0"
"","66060","","","","","0","","5146066","91",""
"","66061","","","","1","104011","guts2_idle_surprise2","5146066","3","0.2"
"","66062","","","","1","130911","joy_talk_dere","5146066","3","0.2"
"","66063","","","","1","98","joy_talk","5146066","3","0.2"
"","66064","","","0","0","vo_apg","vo_apg_0608","5146066","21",""
"1","66065","0","0","1","10","130911","別に料金は変わりませんので…\n気が済むまでお乗りください♪","5146066","11","0"
"","66066","","","","","0","","5146066","91",""
"","66067","","","","","0","0","5146066","22",""
"1","66068","","0.1","idle_normal_joy","0","130911","hello","5146066","3","0.4"
"","66069","","","","1","104011","walk_jog_dere","5146066","3","0.2"
"0","66070","","","2","-278","104011","-50","5146066","2",""
"","66071","","","","","1","0","5146066","93",""
"","66072","","","","","2","1","5146066","32",""
"","66073","","","","","1.5","0","5146066","93",""
"0","66074","","","0","-480","104011","0","5146066","2",""
"","66075","","","","1","104011","empty","5146066","3","0"
"","66076","","","","","20","scale15","5146066","37",""
"","66077","","","","","2","fade_out","5146066","37",""
"","66078","","","","","13","1","5146066","32",""
"","66079","","","","","2","0","5146066","93",""
"","66080","","","0","0","vo_apg","vo_apg_0609","5146066","21",""
"","66081","","","","0","22","0609_in","5146066","3","0"
"","66082","","","","","2.2","1","5146066","93",""
"","66083","","","","0","22","0609_mid","5146066","3","0"
"","66084","","","","","","","5146066","92",""
"","66085","","","","0","22","0609_out","5146066","3","0"
"","66086","","","","","0.2","0","5146066","93",""
"0","66087","","","0","-79","20","-132","5146066","2",""
"","66088","","","0","0","vo_apg","vo_apg_0610","5146066","21",""
"","66089","","","","0","22","0610_in","5146066","3","0"
"","66090","","","","","2.2","1","5146066","93",""
"","66091","","","","0","22","0610_mid","5146066","3","0"
"","66092","","","","","","","5146066","92",""
"","66093","","","","0","22","0610_out","5146066","3","0"
"","66094","","","","","0.2","0","5146066","93",""
"","66095","","","0","0","vo_apg","vo_apg_0611","5146066","21",""
"","66096","","","","0","22","0611_in","5146066","3","0"
"","66097","","","","","2.3","1","5146066","93",""
"","66098","","","","0","22","0611_mid","5146066","3","0"
"","66099","","","","","","","5146066","92",""
"","66100","","","","0","22","0611_out","5146066","3","0"
"","66101","","","","","0.2","0","5146066","93",""
"","66102","","","","","0","0","5146066","22",""
"","66103","","","","1","104011","empty","5146066","3","0"
"","66104","","","","","2","fade_in","5146066","37",""
"","66105","","","","","1","0","5146066","93",""
"","66106","","","","","13","0","5146066","32",""
"","66107","","","","","2","fade_out","5146066","37",""
"","66108","","","","1","130911","kururu_wish_talk_surprise_lookup","5146066","3","0"
"","66109","","","","","1","0","5146066","93",""
"1","66110","","0.2","kururu_surprise_talk_joy","0","130911","kururu_wish_talk_surprise_lookup","5146066","3","0.2"
"","66111","","","0","0","vo_apg","vo_apg_0612","5146066","21",""
"1","66112","0","0","1","10","130911","どうでしたか～？\nって、そのまま二周目ですか？\nふふっ、ずいぶんと気に入ってくれた\nみたいでうれしいですです♪","5146066","11","0"
"","66113","","","","","0","","5146066","91",""
"","66114","","","","","0","0","5146066","22",""
"","66115","","","","","2","fade_in","5146066","37",""
"","66116","","","","","1","0","5146066","93",""
"","66117","","","","","20","scale1","5146066","37",""
"","66118","","","","","2","blackroom_in","5146066","37",""
"9","66119","","","1.15","1.15","0","20","5146066","121","10"
"0","66120","","","0","-248","104011","27","5146066","2",""
"0","66121","","","0","-248","99","27","5146066","2",""
"","66122","","","","1","104011","aoi_satori_in","5146066","3","0"
"","66123","","","","1","99","aoi_satori_in","5146066","3","0"
"","66124","","","","","0.5","0","5146066","93",""
"","66125","","","0","0","vo_apg","vo_apg_0613","5146066","21",""
"1","66126","1","0","0","4","104011","ふふ…ふふふふふ…\nああ、これが悟り…！","5146066","11","0"
"","66127","","","","","3","","5146066","93",""
"","66128","","","","","19","1","5146066","32",""
"","66129","","","","0","se_10055900","se_10055900_satori","5146066","23",""
"","66130","","","","","0.5","","5146066","93",""
"1","66131","","0","aoi_satori_loop","0","104011","aoi_satori_mid","5146066","3","0.2"
"1","66132","","0","aoi_satori_loop","0","99","aoi_satori_mid","5146066","3","0.2"
"","66133","","","","","4","0","5146066","93",""
"","66134","","","","","","","5146066","92",""
"","66135","","","","","66136","","5146066","101",""
"","66136","","","","","0","0.2","5146066","22",""
"-288","67001","idle_normal","0","-385","106","1","106611","5146067","1","1.8"
"-288","67002","idle_normal","0","-385","107","3","1066","5146067","5","1.8"
"-278","67003","idle_normal","0","-225","103","1","106511","5146067","1","1.8"
"-278","67004","idle_normal","0","-225","104","2","1065","5146067","5","1.8"
"-278","67005","idle_normal","1","290","100","1","131011","5146067","1","1.8"
"","67006","","","","","106611","206","5146067","13",""
"","67007","","","","","106511","203","5146067","13",""
"","67008","","","","","131011","200","5146067","13",""
"-174","67009","idle","0","0","15","9","9","5146067","5","0.85"
"71","67010","empty","0","-292","210","20","201","5146067","5","1"
"71","67011","empty","0","-61","210","20","202","5146067","5","1"
"-43","67012","empty","0","126","210","22","22","5146067","5","1"
"94","67013","empty","0","0","60","21","21","5146067","5","1"
"1","67014","","","0","0","1","1","5146067","31","1"
"1","67015","","","-57.7","0","2","2","5146067","31","0"
"1","67016","","","0","0","10","10","5146067","31","0"
"1","67017","","","0","0","20","20","5146067","31","1"
"","67018","","","","","20","106611","5146067","36",""
"","67019","","","","","20","106511","5146067","36",""
"","67020","","","","","20","201","5146067","36",""
"","67021","","","","","20","202","5146067","36",""
"","67022","","","","","20","22","5146067","36",""
"","67023","","","","","0","0","5146067","91",""
"","67024","","","","0","0","0","5146067","102",""
"","67025","","","","","1","0","5146067","93",""
"","67026","","","","1","106511","talk_normal_noface","5146067","3","0.2"
"","67027","","","","1","1065","talk_normal_kaya","5146067","3","0.2"
"","67028","","","0","0","vo_apg","vo_apg_0701","5146067","21",""
"1","67029","0","0","1","10","106511","イノリー\n次はこれ乗ってみようぜ","5146067","11","0"
"","67030","","","","","0","","5146067","91",""
"","67031","","","","1","106511","idle_normal_look","5146067","3","0.2"
"","67032","","","","1","1065","idle_normal_look","5146067","3","0.2"
"1","67033","","0","cool_talk_sad","0","106611","cool_in_sad","5146067","3","0.2"
"1","67034","","0","cool_talk_sad","0","1066","cool_in_sad","5146067","3","0.2"
"","67035","","","0","0","vo_apg","vo_apg_0702","5146067","21",""
"1","67036","0","0","1","10","106611","コーヒーカップぅ～？\nなんかガキっぽすぎやしないですかね？","5146067","11","0"
"","67037","","","","","0","","5146067","91",""
"","67038","","","","1","106611","cool_idle","5146067","3","0.2"
"","67039","","","","1","1066","cool_idle","5146067","3","0.2"
"","67040","","","","1","106511","idle_normal","5146067","3","0.2"
"","67041","","","","1","1065","idle_normal","5146067","3","0.2"
"","67042","","","","1","131011","joy_talk_normal","5146067","3","0.2"
"","67043","","","0","0","vo_apg","vo_apg_0703","5146067","21",""
"1","67044","0","0","1","10","131011","このアトラクション、大人気どすえ♪\n最高回転記録を出すために\nみなはんシノギを削ってはるんや♪","5146067","11","0"
"","67045","","","","","0","","5146067","91",""
"","67046","","","","1","131011","idle_normal","5146067","3","0.2"
"1","67047","","0","doya_talk_normal","0","106511","doya_in_normal","5146067","3","0.2"
"1","67048","","0","doya_talk_normal","0","1065","doya_in_normal","5146067","3","0.2"
"","67049","","","0","0","vo_apg","vo_apg_0704","5146067","21",""
"1","67050","0","0","1","10","106511","へえ、それじゃ最高回転記録っての、\n塗り替えてやろうじゃねえか。\nマホさん、ちゃんと数えといてくれよ！","5146067","11","0"
"","67051","","","","","0","","5146067","91",""
"","67052","","","","1","106511","doya_idle_normal","5146067","3","0.2"
"","67053","","","","1","1065","doya_idle_normal","5146067","3","0.2"
"","67054","","","","1","131011","wish_talk_joy","5146067","3","0.2"
"","67055","","","0","0","vo_apg","vo_apg_0705","5146067","21",""
"1","67056","0","0","1","10","131011","は～い♪\nまかしておくれやす～","5146067","11","0"
"","67057","","","","","0","","5146067","91",""
"","67058","","","","","0","0","5146067","22",""
"1","67059","","0.1","idle_normal","0","131011","hello","5146067","3","0.4"
"","67060","","","","1","106611","walk_yareyare","5146067","3","0.4"
"","67061","","","","1","1066","walk_yareyare","5146067","3","0.4"
"","67062","","","","1","106511","walk_kyapi","5146067","3","0.2"
"","67063","","","","1","1065","walk_kyapi","5146067","3","0.2"
"0","67064","","","2","-288","106611","-194","5146067","2",""
"0","67065","","","2","-288","1066","-194","5146067","2",""
"0","67066","","","2","-278","106511","-34","5146067","2",""
"0","67067","","","2","-278","1065","-34","5146067","2",""
"","67068","","","","","1","0","5146067","93",""
"","67069","","","","","2","1","5146067","32",""
"","67070","","","","","1.5","0","5146067","93",""
"","67071","","","","1","se_10055900","se_10055900_coffee_01","5146067","23",""
"0","67072","","","0","-331","106611","-126","5146067","2",""
"0","67073","","","0","-331","1066","-126","5146067","2",""
"0","67074","","","0","-331","106511","126","5146067","2",""
"0","67075","","","0","-331","1065","126","5146067","2",""
"","67076","","","","","20","scale15","5146067","37",""
"","67077","","","0","0","vo_apg","vo_apg_0706","5146067","21",""
"","67078","","","","0","22","0706_in","5146067","3","0"
"","67079","","","","","3","1","5146067","93",""
"","67080","","","","0","22","0706_mid","5146067","3","0"
"","67081","","","","","","","5146067","92",""
"","67082","","","","0","22","0706_out","5146067","3","0"
"","67083","","","","","0.2","0","5146067","93",""
"0","67084","","","0","-43","22","-126","5146067","2",""
"","67085","","","0","0","vo_apg","vo_apg_0707","5146067","21",""
"","67086","","","","0","22","0707_in","5146067","3","0"
"","67087","","","","","3.7","1","5146067","93",""
"","67088","","","","0","22","0707_mid","5146067","3","0"
"","67089","","","","","","","5146067","92",""
"","67090","","","","0","22","0707_out","5146067","3","0"
"","67091","","","","","0.2","0","5146067","93",""
"","67092","","","","","0.1","0","5146067","93",""
"","67093","","","","","10","1","5146067","32",""
"","67094","","","","","10","horizontal","5146067","37",""
"","67095","","","","","se_10055900_coffee_01","0.3","5146067","24",""
"","67096","","","","1","se_10055900","se_10055900_coffee_02","5146067","23",""
"0","67097","","","0","-12","202","179","5146067","2",""
"","67098","","","","","20","scale1","5146067","37",""
"","67099","","","","0.5","30","30","5146067","122",""
"","67100","","","0","0","vo_apg","vo_apg_0708","5146067","21",""
"","67101","","","","0","202","0708_in","5146067","3","0"
"","67102","","","","","1.8","1","5146067","93",""
"","67103","","","","0","202","0708_mid","5146067","3","0"
"","67104","","","","","","","5146067","92",""
"","67105","","","","0","202","0708_out","5146067","3","0"
"","67106","","","","","0.2","0","5146067","93",""
"0","67107","","","0","71","201","-237","5146067","2",""
"","67108","","","","","20","scale15","5146067","37",""
"","67109","","","0","0","vo_apg","vo_apg_0709","5146067","21",""
"","67110","","","","0","22","0709_in","5146067","3","0"
"","67111","","","","","2.3","1","5146067","93",""
"","67112","","","","0","22","0709_mid","5146067","3","0"
"","67113","","","","","","","5146067","92",""
"","67114","","","","0","22","0709_out","5146067","3","0"
"","67115","","","","","0.2","0","5146067","93",""
"","67116","","","","","0.1","0","5146067","93",""
"","67117","","","","","20","scale1","5146067","37",""
"0","67118","","","0","-12","202","0","5146067","2",""
"","67119","","","","0.5","30","30","5146067","122",""
"","67120","","","0","0","vo_apg","vo_apg_0710","5146067","21",""
"","67121","","","","0","202","0710_in","5146067","3","0"
"","67122","","","","","2.2","1","5146067","93",""
"","67123","","","","0","202","0710_mid","5146067","3","0"
"","67124","","","","","","","5146067","92",""
"","67125","","","","0","202","0710_out","5146067","3","0"
"","67126","","","","","0.2","0","5146067","93",""
"","67127","","","","","0","0","5146067","22",""
"","67128","","","","0","202","empty","5146067","3","0"
"","67129","","","","","10","0","5146067","32",""
"","67130","","","","","1","0","5146067","93",""
"","67131","","","","","se_10055900_coffee_02","0.5","5146067","24",""
"","67132","","","","1","131011","see_guru","5146067","3","0"
"","67133","","","","1","106611","empty","5146067","3","0.2"
"","67134","","","","1","1066","empty","5146067","3","0.2"
"0","67135","","","0","-195","106611","-104","5146067","2",""
"0","67136","","","0","-195","1066","-104","5146067","2",""
"","67137","","","","","2","iris_out","5146067","37",""
"0","67138","","","0","-278","106511","-129","5146067","2",""
"0","67139","","","0","-278","1065","-129","5146067","2",""
"","67140","","","","1","106511","walk_normal_doya","5146067","3","0.2"
"","67141","","","","1","1065","walk_normal_doya","5146067","3","0.2"
"0","67142","","","2","-278","106511","-290","5146067","2",""
"0","67143","","","2","-278","1065","-290","5146067","2",""
"0","67144","","","0","21","202","-290","5146067","2",""
"","67145","","","","","106511","1","5146067","4",""
"","67146","","","","","1065","1","5146067","4",""
"","67147","","","","","2","0","5146067","93",""
"","67148","","","","","106511","0","5146067","4",""
"","67149","","","","","1065","0","5146067","4",""
"","67150","","","","1","106511","cool_idle_doya","5146067","3","0.2"
"0","67151","","","","1","1065","cool_idle_doya","5146067","3","0.2"
"","67152","","","","","0.2","0","5146067","93",""
"1","67153","","0","cool_talk_dere","0","106511","cool_in_nobi","5146067","3","0.2"
"1","67154","","0","cool_talk_dere","0","1065","cool_in_nobi","5146067","3","0.2"
"","67155","","","0","0","vo_apg","vo_apg_0711","5146067","21",""
"1","67156","0","0","1","10","106511","ふう…全力で回してやったぜ…\nで、何回だった？","5146067","11","0"
"","67157","","","","","0","","5146067","91",""
"","67158","","","","1","106511","cool_idle_doya","5146067","3","0.2"
"","67159","","","","1","1065","cool_idle_doya","5146067","3","0.2"
"","67160","","","0","0","vo_apg","vo_apg_0712","5146067","21",""
"1","67161","0","0","1","10","131011","くるくるくる～\n見てるこっちも目が回ってもうて\n分からへんかったわ～","5146067","11","0"
"","67162","","","","","0","","5146067","91",""
"1","67163","","0","idle_normal_shy","0","131011","maho_idle_normal_in","5146067","3","0.5"
"1","67164","","0.3","surprise_talk_search","0","106511","cool_talk_surprise","5146067","3","0.2"
"1","67165","","0.3","surprise_talk_search","0","1065","cool_talk_surprise","5146067","3","0.2"
"","67166","","","0","0","vo_apg","vo_apg_0713","5146067","21",""
"1","67167","0","0","1","10","106511","そっか…\nなーイノリ、お前数えて…あれ？\nそういやぁイノリはどこだ？","5146067","11","0"
"","67168","","","","","0","","5146067","91",""
"","67169","","","","1","106511","surprise_idle_talk1R","5146067","3","0.3"
"","67170","","","","1","1065","surprise_idle_talk1R","5146067","3","0.3"
"","67171","","","","1","131011","sad_talk","5146067","3","0.2"
"","67172","","","0","0","vo_apg","vo_apg_0714","5146067","21",""
"1","67173","0","0","1","10","131011","イノリはんなら、\n吹き飛ばされてあそこに…","5146067","11","0"
"","67174","","","","","0","","5146067","91",""
"","67175","","","","1","131011","sad_idle_lookup","5146067","3","0.2"
"","67176","","","","1","106511","surprise_idle_noface_lookup","5146067","3","0.2"
"","67177","","","","1","1065","surprise_idle_kaya_lookup","5146067","3","0.2"
"1","67178","","0","coffee_1_loop","0","21","coffee_1_in","5146067","3","0"
"","67179","","","","0","se_10055900","se_10055900_photo","5146067","23",""
"","67180","","","","","0.5","0","5146067","93",""
"0","67181","","","0","0","201","0","5146067","2",""
"","67182","","","0","0","vo_apg","vo_apg_0715","5146067","21",""
"1","67183","0","0","1","10","106611","うう…もう、ダメです…\nカヤぴぃの…脳筋、回転、バカ…\nガクッ！","5146067","11","0"
"","67184","","","","","0","","5146067","91",""
"","67185","","","","0","21","coffee_1_out","5146067","3","0"
"","67186","","","","0","se_10055900","se_10055900_down","5146067","23",""
"","67187","","","","","0.7","0","5146067","93",""
"","67188","","","","1","131011","sad_idle_sad2_lookup","5146067","3","0.2"
"1","67189","","0","surprise3_loop_lookup","0","106511","surprise3_in_lookup","5146067","3","0.2"
"1","67190","","0","surprise3_loop_lookup","0","1065","surprise3_in_lookup","5146067","3","0.2"
"","67191","","","0","0","vo_apg","vo_apg_0716","5146067","21",""
"","67192","","","","0.5","30","30","5146067","122",""
"","67193","","","","0","202","0716_in","5146067","3","0"
"","67194","","","","","1.2","1","5146067","93",""
"","67195","","","","0","202","0716_mid","5146067","3","0"
"","67196","","","","","","","5146067","92",""
"","67197","","","","0","202","0716_out","5146067","3","0"
"","67198","","","","","0","","5146067","91",""
"","67199","","","","","67200","","5146067","101",""
"","67200","","","","","0","0.2","5146067","22",""
"-288","68001","idle_normal_eating_noface","0","-385","106","1","105811","5146068","1","1.8"
"-288","68002","idle_normal_eating_peko","0","-385","107","6","1058","5146068","5","1.8"
"-278","68003","idle_normal","0","-225","100","1","106011","5146068","1","1.8"
"-278","68004","idle_normal","0","-225","101","4","1060","5146068","5","1.8"
"-278","68005","idle_normal_noface","1","225","103","1","130911","5146068","1","1.8"
"-278","68006","idle_normal_kururu","1","225","104","1","97","5146068","5","1.8"
"","68007","","","","","105811","206","5146068","13",""
"","68008","","","","","106011","200","5146068","13",""
"","68009","","","","","130911","203","5146068","13",""
"-174","68010","idle","0","0","15","9","9","5146068","5","0.85"
"71","68011","empty","0","-132","210","20","20","5146068","5","1"
"153","68012","empty","0","0","60","21","21","5146068","5","1"
"1","68013","","","0","0","1","1","5146068","31","1"
"","68014","","","","","0","0","5146068","91",""
"","68015","","","","0","0","0","5146068","102",""
"","68016","","","","","1","0","5146068","93",""
"1","68017","","0","kururu_guid_talk","0","130911","kururu_guid_in","5146068","3","0.2"
"1","68018","","0","kururu_guid_talk","0","97","kururu_guid_in","5146068","3","0.2"
"","68019","","","0","0","vo_apg","vo_apg_0801","5146068","21",""
"1","68020","0","0","1","10","130911","こちらはコーヒーカップです♪\n真ん中のハンドルを回すと\nカップがくるくると…","5146068","11","0"
"","68021","","","","","0","","5146068","91",""
"","68022","","","","1","130911","kururu_guid_idle","5146068","3","0.2"
"","68023","","","","1","97","kururu_guid_idle","5146068","3","0.2"
"1","68024","","0","coffee_3_loop","0","21","coffee_3_in","5146068","3","0"
"","68025","","","","0","se_10055900","se_10055900_photo","5146068","23",""
"1","68026","","0","peko_notice_idle","0","105811","peko_notice_in","5146068","3","0.2"
"1","68027","","0","peko_notice_idle","0","1058","peko_notice_in","5146068","3","0.2"
"","68028","","","","1","106011","cool_talk_surprise_lookup","5146068","3","0.2"
"","68029","","","","1","1060","cool_talk_surprise_lookup","5146068","3","0.2"
"","68030","","","0","0","vo_apg","vo_apg_0802","5146068","21",""
"1","68031","0","0","1","10","106011","真ん中にハンドルなんかないけど？","5146068","11","0"
"","68032","","","","","0","","5146068","91",""
"","68033","","","","1","106011","cool_idle_talkR","5146068","3","0.2"
"","68034","","","","1","1060","cool_idle_talkR","5146068","3","0.2"
"1","68035","","0.2","anger_talk_surprise2_lookup","0","130911","hawawa_lookup","5146068","3","0.2"
"","68036","","","","1","97","hawawa","5146068","3","0.2"
"","68037","","","0","0","vo_apg","vo_apg_0803","5146068","21",""
"1","68038","0","0","1","10","130911","ほえっ！？　そんなそんな…\nあ、ほんとにないですます！？\nどこいったんでしょ～っ！？","5146068","11","0"
"","68039","","","","","0","","5146068","91",""
"","68040","","","","0","21","coffee_3_out","5146068","3","0"
"","68041","","","","1","130911","anger_idle_sad","5146068","3","0.2"
"","68042","","","","1","105811","sad_idle_noface","5146068","3","0.2"
"1","68043","","0","sad_idle_peko_loop","1","1058","sad_idle_peko_in","5146068","3","0.2"
"","68044","","","0","0","vo_apg","vo_apg_0804","5146068","21",""
"1","68045","0","0","1","10","105811","…………","5146068","11","0"
"","68046","","","","","0","","5146068","91",""
"","68047","","","","","106011","1","5146068","4",""
"","68048","","","","","1060","1","5146068","4",""
"","68049","","","","1","130911","idle_normal_surprise","5146068","3","0.2"
"","68050","","","","1","106011","shock_loop_doteyes","5146068","3","0.2"
"","68051","","","","1","1060","shock_loop_doteyes","5146068","3","0.2"
"1","68052","","0","peko_bowbowbow_loop","0","105811","peko_bowbowbow_in","5146068","3","0.2"
"1","68053","","0","peko_bowbowbow_loop","0","1058","peko_bowbowbow_in","5146068","3","0.2"
"","68054","","","0","0","vo_apg","vo_apg_0805","5146068","21",""
"1","68055","0","0","1","10","105811","すみません～っ！！","5146068","11","0"
"","68056","","","","","0","","5146068","91",""
"","68057","","","","1","106011","anger_talk_shy","5146068","3","0.2"
"","68058","","","","1","1060","anger_talk_shy","5146068","3","0.2"
"","68059","","","0","0","vo_apg","vo_apg_0806","5146068","21",""
"1","68060","0","0","1","10","106011","あんた食べたの！？\n何やってんのよ～！？","5146068","11","0"
"","68061","","","","","0","","5146068","91",""
"","68062","","","","1","106011","anger_idle_shy","5146068","3","0.2"
"","68063","","","","1","1060","anger_idle_shy","5146068","3","0.2"
"1","68064","","0","tahaha_talk","0","105811","tahaha_in","5146068","3","0.2"
"1","68065","","0","tahaha_talk","0","1058","tahaha_in","5146068","3","0.2"
"","68066","","","0","0","vo_apg","vo_apg_0807","5146068","21",""
"1","68067","0","0","1","10","105811","まさかハンドルなんて思わなくって…\n軽食にドーナツを用意して\nいただいてると思って、\nおいしくいただいちゃいましたぁ…","5146068","11","0"
"","68068","","","","","0","","5146068","91",""
