a020425443a4158aaf565d542a30584ba01dd8b79fa4c94b5e72bf637c8ec8ff,4ac5b9a3842f2e361b8100c89129137d8ff33d2fa1bc0d8690c35c78cad9b98f,5fdcaa5ee3052043cad7ac0320ee01e12ae5560e02bd501c527d0f914a142409,a4e133fba017db3a823c84607b8ae4ecc5e82715629d5fc642a83799f23b848d,612909b69f0b2b78cbe47bd2b5be1ccef204e908acdcd93de57a9c2bf9f2fec3,06101fa929c1a0994b4fba9e9017b3e146e7f92d7e45392a5ba82321e0ce322f,4f419b8bbb88fb091ede915ebfa7d8c6bc0042259279de452e19fd97bd81d372,3c038d28dccdc35b93138146bbc0985848855f057ebf7938a3aac38bf7eb0af2,11593110f0e9f5ecce229c02688d4b363e798b7a8f866b4f0c80eae954f6bb1f,244583215a91ecb86597b39e64561de35e2a7cfa8cdc0a2738fc3f101fc0edb6,7639c2e8a18bc46abd772b32a3f0135802d3240b9ee6f6805c4a530e0c1d1d21
"65082","maho_kurukuru_inB","5146065","98","","0","maho_kurukuru_loopB","0.2","1","3","0"
"65083","kururu_kurukuru_in","5146065","130911","","0","kururu_kurukuru_loop","0.2","1","3","0"
"65084","kururu_kurukuru_inF","5146065","97","","0","kururu_kurukuru_loopF","0.2","1","3","0"
"65085","kururu_kurukuru_inB","5146065","96","","0","kururu_kurukuru_loopB","0.2","1","3","0"
"65086","vo_apg_0511","5146065","vo_apg","","0","0","","","21",""
"65087","くるくる～♪","5146065","131011","1.1","10","0","0","0","11","0"
"65088","","5146065","0","","","","","","91",""
"65089","vo_apg_0512","5146065","vo_apg","","0","0","","","21",""
"65090","くるくるくる～♪","5146065","130911","1","10","0","0","0","11","0"
"65091","","5146065","0","","","","","","91",""
"65092","6","5146065","131011","0","2","0","0","0","12","10"
"65093","7","5146065","130911","0","2","0","0","0","12","10"
"65094","walk_normal","5146065","106011","","1","","0.2","","3",""
"65095","walk_normal","5146065","1060","","1","","0.2","","3",""
"65096","-376","5146065","106011","","-305","3.4","","0","2",""
"65097","-376","5146065","1060","","-305","3.4","","0","2",""
"65098","0","5146065","3.4","","","","","","93",""
"65099","-446","5146065","106011","","-305","0.6","","14","2",""
"65100","-446","5146065","1060","","-305","0.6","","14","2",""
"65101","kyaru_damage","5146065","106011","","0","","0","","3",""
"65102","kyaru_damage","5146065","1060","","0","","0","","3",""
"65103","0","5146065","0.8","","","","","","93",""
"65104","cool_in_jitome","5146065","106011","","0","cool_talk_jitome","0.2","1","3","0"
"65105","cool_in_jitome","5146065","1060","","0","cool_talk_jitome","0.2","1","3","0"
"65106","vo_apg_0513","5146065","vo_apg","","0","0","","","21",""
"65107","なにやってんの、あんたら…","5146065","106011","0","10","1","0","1","11","0"
"65108","","5146065","0","","","","","","91",""
"65109","","5146065","65110","","","","","","101",""
"65110","0.2","5146065","0","","","","","","22",""
"66001","104011","5146066","1","aoi_walk_fear","140","-500","1.8","-278","1","0"
"66002","99","5146066","1","idle_normal","141","30","1.8","-262","5","0"
"66003","130911","5146066","1","idle_normal_noface","100","290","1.8","-278","1","1"
"66004","98","5146066","1","idle_normal_kururu","101","290","1.8","-278","5","1"
"66005","201","5146066","104011","","","","","","13",""
"66006","200","5146066","130911","","","","","","13",""
"66007","8","5146066","8","idle","15","0","0.85","-174","5","0"
"66008","20","5146066","20","empty","210","-119","1","-79","5","0"
"66009","22","5146066","22","empty","210","0","1","-194","5","0"
"66010","1","5146066","1","","0","0","1","1","31",""
"66011","2","5146066","2","","0","-57.7","0","1","31",""
"66012","13","5146066","13","","0","0","0","1","31",""
"66013","19","5146066","19","","11","-69","0","1","31",""
"66014","20","5146066","20","","0","0","1","1","31",""
"66015","104011","5146066","20","","","","","","36",""
"66016","99","5146066","20","","","","","","36",""
"66017","20","5146066","20","","","","","","36",""
"66018","22","5146066","20","","","","","","36",""
"66019","0","5146066","0","","","","","","91",""
"66020","0","5146066","0","","0","","","","102",""
"66021","-290","5146066","104011","","-278","2.7","","0","2",""
"66022","aoi_walk_fear","5146066","104011","","1","","0.2","","3",""
"66023","0","5146066","2.7","","","","","","93",""
"66024","see_talk","5146066","104011","","1","","0.2","","3",""
"66025","vo_apg_0601","5146066","vo_apg","","0","0","","","21",""
"66026","とうとう来ちゃいました…\nグランドリームパーク…\n一人『グラドリ』大丈夫ですかね？\n実はぼっちは捕まって強制退園とか…","5146066","104011","0","10","1","0","1","11","0"
"66027","","5146066","0","","","","","","91",""
"66028","see_idle","5146066","104011","","1","","0.2","","3",""
"66029","smile","5146066","130911","","0","talk_normal","0.2","1","3","0.2"
"66030","smile","5146066","98","","0","talk_normal","0.2","1","3","0.2"
"66031","vo_apg_0602","5146066","vo_apg","","0","0","","","21",""
"66032","アオイさんですよね～っ！？\nグランドリームパークへようこそっ♪\n本日はおひとりさまですますか？","5146066","130911","0","10","1","0","1","11","0"
"66033","","5146066","0","","","","","","91",""
"66034","idle_normal_surprise","5146066","130911","","1","","0.2","","3",""
"66035","panic","5146066","104011","","1","","0.2","","3",""
"66036","vo_apg_0603","5146066","vo_apg","","0","0","","","21",""
"66037","ぶひゃおおおお！？\nすすす、すみません！\nぼっちは強制退園ですよね！\n今すぐ出ていきますので～！","5146066","104011","0","15","1","0","1","11","0"
"66038","","5146066","0","","","","","","91",""
"66039","anger_talk_pain","5146066","130911","","1","","0.2","","3",""
"66040","anger_talk_pain","5146066","98","","1","","0.2","","3",""
"66041","vo_apg_0604","5146066","vo_apg","","0","0","","","21",""
"66042","待ってください待ってくださいっ！\n強制退園ってなんですます～っ！？\nそんなことしませんですですっ！","5146066","130911","0","10","1","0","1","11","0"
"66043","","5146066","0","","","","","","91",""
"66044","idle_normal_dere","5146066","130911","","1","","0.2","","3",""
"66045","aoi_surprise_in","5146066","104011","","0","surprise_talk_search_dere","0","1","3","0.1"
"66046","vo_apg_0605","5146066","vo_apg","","0","0","","","21",""
"66047","そんな、ぼっちにも優しいなんて…\nサービスが行き届いている！\nそれで、どこなんです？\nぼっち専用アトラクションは？","5146066","104011","0","10","1","0","1","11","0"
"66048","","5146066","0","","","","","","91",""
"66049","surprise_idle_dere","5146066","104011","","1","","0.2","","3",""
"66050","kururu_surprise_talk_long","5146066","130911","","0","kururu_guid_talk","0.2","1","3","0.2"
"66051","kururu_surprise_talk_long","5146066","98","","0","kururu_guid_talk","0.2","1","3","0.2"
"66052","vo_apg_0606","5146066","vo_apg","","0","0","","","21",""
"66053","えっ？\nえーっとえーっと\nこの観覧車なんかどうでしょう？\nぼっち専用ではないですけど…","5146066","130911","0","10","1","0","1","11","0"
"66054","","5146066","0","","","","","","91",""
"66055","idle_normal_noface","5146066","130911","","1","","0.2","","3",""
"66056","idle_normal_kururu","5146066","98","","1","","0.2","","3",""
"66057","guts2_in_surprise2","5146066","104011","","0","guts2_talk_surprise2","0.2","1","3","0"
"66058","vo_apg_0607","5146066","vo_apg","","0","0","","","21",""
"66059","の、乗ります！\nぼっち料金でもいいので\n乗せてくださいぃ！","5146066","104011","0","10","1","0","1","11","0"
"66060","","5146066","0","","","","","","91",""
"66061","guts2_idle_surprise2","5146066","104011","","1","","0.2","","3",""
"66062","joy_talk_dere","5146066","130911","","1","","0.2","","3",""
"66063","joy_talk","5146066","98","","1","","0.2","","3",""
"66064","vo_apg_0608","5146066","vo_apg","","0","0","","","21",""
"66065","別に料金は変わりませんので…\n気が済むまでお乗りください♪","5146066","130911","0","10","1","0","1","11","0"
"66066","","5146066","0","","","","","","91",""
"66067","0","5146066","0","","","","","","22",""
"66068","hello","5146066","130911","","0","idle_normal_joy","0.4","1","3","0.1"
"66069","walk_jog_dere","5146066","104011","","1","","0.2","","3",""
"66070","-50","5146066","104011","","-278","2","","0","2",""
"66071","0","5146066","1","","","","","","93",""
"66072","1","5146066","2","","","","","","32",""
"66073","0","5146066","1.5","","","","","","93",""
"66074","0","5146066","104011","","-480","0","","0","2",""
"66075","empty","5146066","104011","","1","","0","","3",""
"66076","scale15","5146066","20","","","","","","37",""
"66077","fade_out","5146066","2","","","","","","37",""
"66078","1","5146066","13","","","","","","32",""
"66079","0","5146066","2","","","","","","93",""
"66080","vo_apg_0609","5146066","vo_apg","","0","0","","","21",""
"66081","0609_in","5146066","22","","0","","0","","3",""
"66082","1","5146066","2.2","","","","","","93",""
"66083","0609_mid","5146066","22","","0","","0","","3",""
"66084","","5146066","","","","","","","92",""
"66085","0609_out","5146066","22","","0","","0","","3",""
"66086","0","5146066","0.2","","","","","","93",""
"66087","-132","5146066","20","","-79","0","","0","2",""
"66088","vo_apg_0610","5146066","vo_apg","","0","0","","","21",""
"66089","0610_in","5146066","22","","0","","0","","3",""
"66090","1","5146066","2.2","","","","","","93",""
"66091","0610_mid","5146066","22","","0","","0","","3",""
"66092","","5146066","","","","","","","92",""
"66093","0610_out","5146066","22","","0","","0","","3",""
"66094","0","5146066","0.2","","","","","","93",""
"66095","vo_apg_0611","5146066","vo_apg","","0","0","","","21",""
"66096","0611_in","5146066","22","","0","","0","","3",""
"66097","1","5146066","2.3","","","","","","93",""
"66098","0611_mid","5146066","22","","0","","0","","3",""
"66099","","5146066","","","","","","","92",""
"66100","0611_out","5146066","22","","0","","0","","3",""
"66101","0","5146066","0.2","","","","","","93",""
"66102","0","5146066","0","","","","","","22",""
"66103","empty","5146066","104011","","1","","0","","3",""
"66104","fade_in","5146066","2","","","","","","37",""
"66105","0","5146066","1","","","","","","93",""
"66106","0","5146066","13","","","","","","32",""
"66107","fade_out","5146066","2","","","","","","37",""
"66108","kururu_wish_talk_surprise_lookup","5146066","130911","","1","","0","","3",""
"66109","0","5146066","1","","","","","","93",""
"66110","kururu_wish_talk_surprise_lookup","5146066","130911","","0","kururu_surprise_talk_joy","0.2","1","3","0.2"
"66111","vo_apg_0612","5146066","vo_apg","","0","0","","","21",""
"66112","どうでしたか～？\nって、そのまま二周目ですか？\nふふっ、ずいぶんと気に入ってくれた\nみたいでうれしいですです♪","5146066","130911","0","10","1","0","1","11","0"
"66113","","5146066","0","","","","","","91",""
"66114","0","5146066","0","","","","","","22",""
"66115","fade_in","5146066","2","","","","","","37",""
"66116","0","5146066","1","","","","","","93",""
"66117","scale1","5146066","20","","","","","","37",""
"66118","blackroom_in","5146066","2","","","","","","37",""
"66119","20","5146066","0","","1.15","1.15","10","9","121",""
"66120","27","5146066","104011","","-248","0","","0","2",""
"66121","27","5146066","99","","-248","0","","0","2",""
"66122","aoi_satori_in","5146066","104011","","1","","0","","3",""
"66123","aoi_satori_in","5146066","99","","1","","0","","3",""
"66124","0","5146066","0.5","","","","","","93",""
"66125","vo_apg_0613","5146066","vo_apg","","0","0","","","21",""
"66126","ふふ…ふふふふふ…\nああ、これが悟り…！","5146066","104011","1","4","0","0","1","11","0"
"66127","","5146066","3","","","","","","93",""
"66128","1","5146066","19","","","","","","32",""
"66129","se_10055900_satori","5146066","se_10055900","","0","","","","23",""
"66130","","5146066","0.5","","","","","","93",""
"66131","aoi_satori_mid","5146066","104011","","0","aoi_satori_loop","0.2","1","3","0"
"66132","aoi_satori_mid","5146066","99","","0","aoi_satori_loop","0.2","1","3","0"
"66133","0","5146066","4","","","","","","93",""
"66134","","5146066","","","","","","","92",""
"66135","","5146066","66136","","","","","","101",""
"66136","0.2","5146066","0","","","","","","22",""
"67001","106611","5146067","1","idle_normal","106","-385","1.8","-288","1","0"
"67002","1066","5146067","3","idle_normal","107","-385","1.8","-288","5","0"
"67003","106511","5146067","1","idle_normal","103","-225","1.8","-278","1","0"
"67004","1065","5146067","2","idle_normal","104","-225","1.8","-278","5","0"
"67005","131011","5146067","1","idle_normal","100","290","1.8","-278","1","1"
"67006","206","5146067","106611","","","","","","13",""
"67007","203","5146067","106511","","","","","","13",""
"67008","200","5146067","131011","","","","","","13",""
"67009","9","5146067","9","idle","15","0","0.85","-174","5","0"
"67010","201","5146067","20","empty","210","-292","1","71","5","0"
"67011","202","5146067","20","empty","210","-61","1","71","5","0"
"67012","22","5146067","22","empty","210","126","1","-43","5","0"
"67013","21","5146067","21","empty","60","0","1","94","5","0"
"67014","1","5146067","1","","0","0","1","1","31",""
"67015","2","5146067","2","","0","-57.7","0","1","31",""
"67016","10","5146067","10","","0","0","0","1","31",""
"67017","20","5146067","20","","0","0","1","1","31",""
"67018","106611","5146067","20","","","","","","36",""
"67019","106511","5146067","20","","","","","","36",""
"67020","201","5146067","20","","","","","","36",""
"67021","202","5146067","20","","","","","","36",""
"67022","22","5146067","20","","","","","","36",""
"67023","0","5146067","0","","","","","","91",""
"67024","0","5146067","0","","0","","","","102",""
"67025","0","5146067","1","","","","","","93",""
"67026","talk_normal_noface","5146067","106511","","1","","0.2","","3",""
"67027","talk_normal_kaya","5146067","1065","","1","","0.2","","3",""
"67028","vo_apg_0701","5146067","vo_apg","","0","0","","","21",""
"67029","イノリー\n次はこれ乗ってみようぜ","5146067","106511","0","10","1","0","1","11","0"
"67030","","5146067","0","","","","","","91",""
"67031","idle_normal_look","5146067","106511","","1","","0.2","","3",""
"67032","idle_normal_look","5146067","1065","","1","","0.2","","3",""
"67033","cool_in_sad","5146067","106611","","0","cool_talk_sad","0.2","1","3","0"
"67034","cool_in_sad","5146067","1066","","0","cool_talk_sad","0.2","1","3","0"
"67035","vo_apg_0702","5146067","vo_apg","","0","0","","","21",""
"67036","コーヒーカップぅ～？\nなんかガキっぽすぎやしないですかね？","5146067","106611","0","10","1","0","1","11","0"
"67037","","5146067","0","","","","","","91",""
"67038","cool_idle","5146067","106611","","1","","0.2","","3",""
"67039","cool_idle","5146067","1066","","1","","0.2","","3",""
"67040","idle_normal","5146067","106511","","1","","0.2","","3",""
"67041","idle_normal","5146067","1065","","1","","0.2","","3",""
"67042","joy_talk_normal","5146067","131011","","1","","0.2","","3",""
"67043","vo_apg_0703","5146067","vo_apg","","0","0","","","21",""
"67044","このアトラクション、大人気どすえ♪\n最高回転記録を出すために\nみなはんシノギを削ってはるんや♪","5146067","131011","0","10","1","0","1","11","0"
"67045","","5146067","0","","","","","","91",""
"67046","idle_normal","5146067","131011","","1","","0.2","","3",""
"67047","doya_in_normal","5146067","106511","","0","doya_talk_normal","0.2","1","3","0"
"67048","doya_in_normal","5146067","1065","","0","doya_talk_normal","0.2","1","3","0"
"67049","vo_apg_0704","5146067","vo_apg","","0","0","","","21",""
"67050","へえ、それじゃ最高回転記録っての、\n塗り替えてやろうじゃねえか。\nマホさん、ちゃんと数えといてくれよ！","5146067","106511","0","10","1","0","1","11","0"
"67051","","5146067","0","","","","","","91",""
"67052","doya_idle_normal","5146067","106511","","1","","0.2","","3",""
"67053","doya_idle_normal","5146067","1065","","1","","0.2","","3",""
"67054","wish_talk_joy","5146067","131011","","1","","0.2","","3",""
"67055","vo_apg_0705","5146067","vo_apg","","0","0","","","21",""
"67056","は～い♪\nまかしておくれやす～","5146067","131011","0","10","1","0","1","11","0"
"67057","","5146067","0","","","","","","91",""
"67058","0","5146067","0","","","","","","22",""
"67059","hello","5146067","131011","","0","idle_normal","0.4","1","3","0.1"
"67060","walk_yareyare","5146067","106611","","1","","0.4","","3",""
"67061","walk_yareyare","5146067","1066","","1","","0.4","","3",""
"67062","walk_kyapi","5146067","106511","","1","","0.2","","3",""
"67063","walk_kyapi","5146067","1065","","1","","0.2","","3",""
"67064","-194","5146067","106611","","-288","2","","0","2",""
"67065","-194","5146067","1066","","-288","2","","0","2",""
"67066","-34","5146067","106511","","-278","2","","0","2",""
"67067","-34","5146067","1065","","-278","2","","0","2",""
"67068","0","5146067","1","","","","","","93",""
"67069","1","5146067","2","","","","","","32",""
"67070","0","5146067","1.5","","","","","","93",""
"67071","se_10055900_coffee_01","5146067","se_10055900","","1","","","","23",""
"67072","-126","5146067","106611","","-331","0","","0","2",""
"67073","-126","5146067","1066","","-331","0","","0","2",""
"67074","126","5146067","106511","","-331","0","","0","2",""
"67075","126","5146067","1065","","-331","0","","0","2",""
"67076","scale15","5146067","20","","","","","","37",""
"67077","vo_apg_0706","5146067","vo_apg","","0","0","","","21",""
"67078","0706_in","5146067","22","","0","","0","","3",""
"67079","1","5146067","3","","","","","","93",""
"67080","0706_mid","5146067","22","","0","","0","","3",""
"67081","","5146067","","","","","","","92",""
"67082","0706_out","5146067","22","","0","","0","","3",""
"67083","0","5146067","0.2","","","","","","93",""
"67084","-126","5146067","22","","-43","0","","0","2",""
"67085","vo_apg_0707","5146067","vo_apg","","0","0","","","21",""
"67086","0707_in","5146067","22","","0","","0","","3",""
"67087","1","5146067","3.7","","","","","","93",""
"67088","0707_mid","5146067","22","","0","","0","","3",""
"67089","","5146067","","","","","","","92",""
"67090","0707_out","5146067","22","","0","","0","","3",""
"67091","0","5146067","0.2","","","","","","93",""
"67092","0","5146067","0.1","","","","","","93",""
"67093","1","5146067","10","","","","","","32",""
"67094","horizontal","5146067","10","","","","","","37",""
"67095","0.3","5146067","se_10055900_coffee_01","","","","","","24",""
"67096","se_10055900_coffee_02","5146067","se_10055900","","1","","","","23",""
"67097","179","5146067","202","","-12","0","","0","2",""
"67098","scale1","5146067","20","","","","","","37",""
"67099","30","5146067","30","","0.5","","","","122",""
"67100","vo_apg_0708","5146067","vo_apg","","0","0","","","21",""
"67101","0708_in","5146067","202","","0","","0","","3",""
"67102","1","5146067","1.8","","","","","","93",""
"67103","0708_mid","5146067","202","","0","","0","","3",""
"67104","","5146067","","","","","","","92",""
"67105","0708_out","5146067","202","","0","","0","","3",""
"67106","0","5146067","0.2","","","","","","93",""
"67107","-237","5146067","201","","71","0","","0","2",""
"67108","scale15","5146067","20","","","","","","37",""
"67109","vo_apg_0709","5146067","vo_apg","","0","0","","","21",""
"67110","0709_in","5146067","22","","0","","0","","3",""
"67111","1","5146067","2.3","","","","","","93",""
"67112","0709_mid","5146067","22","","0","","0","","3",""
"67113","","5146067","","","","","","","92",""
"67114","0709_out","5146067","22","","0","","0","","3",""
"67115","0","5146067","0.2","","","","","","93",""
"67116","0","5146067","0.1","","","","","","93",""
"67117","scale1","5146067","20","","","","","","37",""
"67118","0","5146067","202","","-12","0","","0","2",""
"67119","30","5146067","30","","0.5","","","","122",""
"67120","vo_apg_0710","5146067","vo_apg","","0","0","","","21",""
"67121","0710_in","5146067","202","","0","","0","","3",""
"67122","1","5146067","2.2","","","","","","93",""
"67123","0710_mid","5146067","202","","0","","0","","3",""
"67124","","5146067","","","","","","","92",""
"67125","0710_out","5146067","202","","0","","0","","3",""
"67126","0","5146067","0.2","","","","","","93",""
"67127","0","5146067","0","","","","","","22",""
"67128","empty","5146067","202","","0","","0","","3",""
"67129","0","5146067","10","","","","","","32",""
"67130","0","5146067","1","","","","","","93",""
"67131","0.5","5146067","se_10055900_coffee_02","","","","","","24",""
"67132","see_guru","5146067","131011","","1","","0","","3",""
"67133","empty","5146067","106611","","1","","0.2","","3",""
"67134","empty","5146067","1066","","1","","0.2","","3",""
"67135","-104","5146067","106611","","-195","0","","0","2",""
"67136","-104","5146067","1066","","-195","0","","0","2",""
"67137","iris_out","5146067","2","","","","","","37",""
"67138","-129","5146067","106511","","-278","0","","0","2",""
"67139","-129","5146067","1065","","-278","0","","0","2",""
"67140","walk_normal_doya","5146067","106511","","1","","0.2","","3",""
"67141","walk_normal_doya","5146067","1065","","1","","0.2","","3",""
"67142","-290","5146067","106511","","-278","2","","0","2",""
"67143","-290","5146067","1065","","-278","2","","0","2",""
"67144","-290","5146067","202","","21","0","","0","2",""
"67145","1","5146067","106511","","","","","","4",""
"67146","1","5146067","1065","","","","","","4",""
"67147","0","5146067","2","","","","","","93",""
"67148","0","5146067","106511","","","","","","4",""
"67149","0","5146067","1065","","","","","","4",""
"67150","cool_idle_doya","5146067","106511","","1","","0.2","","3",""
"67151","cool_idle_doya","5146067","1065","","1","","0.2","0","3",""
"67152","0","5146067","0.2","","","","","","93",""
"67153","cool_in_nobi","5146067","106511","","0","cool_talk_dere","0.2","1","3","0"
"67154","cool_in_nobi","5146067","1065","","0","cool_talk_dere","0.2","1","3","0"
"67155","vo_apg_0711","5146067","vo_apg","","0","0","","","21",""
"67156","ふう…全力で回してやったぜ…\nで、何回だった？","5146067","106511","0","10","1","0","1","11","0"
"67157","","5146067","0","","","","","","91",""
"67158","cool_idle_doya","5146067","106511","","1","","0.2","","3",""
"67159","cool_idle_doya","5146067","1065","","1","","0.2","","3",""
"67160","vo_apg_0712","5146067","vo_apg","","0","0","","","21",""
"67161","くるくるくる～\n見てるこっちも目が回ってもうて\n分からへんかったわ～","5146067","131011","0","10","1","0","1","11","0"
"67162","","5146067","0","","","","","","91",""
"67163","maho_idle_normal_in","5146067","131011","","0","idle_normal_shy","0.5","1","3","0"
"67164","cool_talk_surprise","5146067","106511","","0","surprise_talk_search","0.2","1","3","0.3"
"67165","cool_talk_surprise","5146067","1065","","0","surprise_talk_search","0.2","1","3","0.3"
"67166","vo_apg_0713","5146067","vo_apg","","0","0","","","21",""
"67167","そっか…\nなーイノリ、お前数えて…あれ？\nそういやぁイノリはどこだ？","5146067","106511","0","10","1","0","1","11","0"
"67168","","5146067","0","","","","","","91",""
"67169","surprise_idle_talk1R","5146067","106511","","1","","0.3","","3",""
"67170","surprise_idle_talk1R","5146067","1065","","1","","0.3","","3",""
"67171","sad_talk","5146067","131011","","1","","0.2","","3",""
"67172","vo_apg_0714","5146067","vo_apg","","0","0","","","21",""
"67173","イノリはんなら、\n吹き飛ばされてあそこに…","5146067","131011","0","10","1","0","1","11","0"
"67174","","5146067","0","","","","","","91",""
"67175","sad_idle_lookup","5146067","131011","","1","","0.2","","3",""
"67176","surprise_idle_noface_lookup","5146067","106511","","1","","0.2","","3",""
"67177","surprise_idle_kaya_lookup","5146067","1065","","1","","0.2","","3",""
"67178","coffee_1_in","5146067","21","","0","coffee_1_loop","0","1","3","0"
"67179","se_10055900_photo","5146067","se_10055900","","0","","","","23",""
"67180","0","5146067","0.5","","","","","","93",""
"67181","0","5146067","201","","0","0","","0","2",""
"67182","vo_apg_0715","5146067","vo_apg","","0","0","","","21",""
"67183","うう…もう、ダメです…\nカヤぴぃの…脳筋、回転、バカ…\nガクッ！","5146067","106611","0","10","1","0","1","11","0"
"67184","","5146067","0","","","","","","91",""
"67185","coffee_1_out","5146067","21","","0","","0","","3",""
"67186","se_10055900_down","5146067","se_10055900","","0","","","","23",""
"67187","0","5146067","0.7","","","","","","93",""
"67188","sad_idle_sad2_lookup","5146067","131011","","1","","0.2","","3",""
"67189","surprise3_in_lookup","5146067","106511","","0","surprise3_loop_lookup","0.2","1","3","0"
"67190","surprise3_in_lookup","5146067","1065","","0","surprise3_loop_lookup","0.2","1","3","0"
"67191","vo_apg_0716","5146067","vo_apg","","0","0","","","21",""
"67192","30","5146067","30","","0.5","","","","122",""
"67193","0716_in","5146067","202","","0","","0","","3",""
"67194","1","5146067","1.2","","","","","","93",""
"67195","0716_mid","5146067","202","","0","","0","","3",""
"67196","","5146067","","","","","","","92",""
"67197","0716_out","5146067","202","","0","","0","","3",""
"67198","","5146067","0","","","","","","91",""
"67199","","5146067","67200","","","","","","101",""
"67200","0.2","5146067","0","","","","","","22",""
"68001","105811","5146068","1","idle_normal_eating_noface","106","-385","1.8","-288","1","0"
"68002","1058","5146068","6","idle_normal_eating_peko","107","-385","1.8","-288","5","0"
"68003","106011","5146068","1","idle_normal","100","-225","1.8","-278","1","0"
"68004","1060","5146068","4","idle_normal","101","-225","1.8","-278","5","0"
"68005","130911","5146068","1","idle_normal_noface","103","225","1.8","-278","1","1"
"68006","97","5146068","1","idle_normal_kururu","104","225","1.8","-278","5","1"
"68007","206","5146068","105811","","","","","","13",""
"68008","200","5146068","106011","","","","","","13",""
"68009","203","5146068","130911","","","","","","13",""
"68010","9","5146068","9","idle","15","0","0.85","-174","5","0"
"68011","20","5146068","20","empty","210","-132","1","71","5","0"
"68012","21","5146068","21","empty","60","0","1","153","5","0"
"68013","1","5146068","1","","0","0","1","1","31",""
"68014","0","5146068","0","","","","","","91",""
"68015","0","5146068","0","","0","","","","102",""
"68016","0","5146068","1","","","","","","93",""
"68017","kururu_guid_in","5146068","130911","","0","kururu_guid_talk","0.2","1","3","0"
"68018","kururu_guid_in","5146068","97","","0","kururu_guid_talk","0.2","1","3","0"
"68019","vo_apg_0801","5146068","vo_apg","","0","0","","","21",""
"68020","こちらはコーヒーカップです♪\n真ん中のハンドルを回すと\nカップがくるくると…","5146068","130911","0","10","1","0","1","11","0"
"68021","","5146068","0","","","","","","91",""
"68022","kururu_guid_idle","5146068","130911","","1","","0.2","","3",""
"68023","kururu_guid_idle","5146068","97","","1","","0.2","","3",""
"68024","coffee_3_in","5146068","21","","0","coffee_3_loop","0","1","3","0"
"68025","se_10055900_photo","5146068","se_10055900","","0","","","","23",""
"68026","peko_notice_in","5146068","105811","","0","peko_notice_idle","0.2","1","3","0"
"68027","peko_notice_in","5146068","1058","","0","peko_notice_idle","0.2","1","3","0"
"68028","cool_talk_surprise_lookup","5146068","106011","","1","","0.2","","3",""
"68029","cool_talk_surprise_lookup","5146068","1060","","1","","0.2","","3",""
"68030","vo_apg_0802","5146068","vo_apg","","0","0","","","21",""
"68031","真ん中にハンドルなんかないけど？","5146068","106011","0","10","1","0","1","11","0"
"68032","","5146068","0","","","","","","91",""
"68033","cool_idle_talkR","5146068","106011","","1","","0.2","","3",""
"68034","cool_idle_talkR","5146068","1060","","1","","0.2","","3",""
"68035","hawawa_lookup","5146068","130911","","0","anger_talk_surprise2_lookup","0.2","1","3","0.2"
"68036","hawawa","5146068","97","","1","","0.2","","3",""
"68037","vo_apg_0803","5146068","vo_apg","","0","0","","","21",""
"68038","ほえっ！？　そんなそんな…\nあ、ほんとにないですます！？\nどこいったんでしょ～っ！？","5146068","130911","0","10","1","0","1","11","0"
"68039","","5146068","0","","","","","","91",""
"68040","coffee_3_out","5146068","21","","0","","0","","3",""
"68041","anger_idle_sad","5146068","130911","","1","","0.2","","3",""
"68042","sad_idle_noface","5146068","105811","","1","","0.2","","3",""
"68043","sad_idle_peko_in","5146068","1058","","1","sad_idle_peko_loop","0.2","1","3","0"
"68044","vo_apg_0804","5146068","vo_apg","","0","0","","","21",""
"68045","…………","5146068","105811","0","10","1","0","1","11","0"
"68046","","5146068","0","","","","","","91",""
"68047","1","5146068","106011","","","","","","4",""
"68048","1","5146068","1060","","","","","","4",""
"68049","idle_normal_surprise","5146068","130911","","1","","0.2","","3",""
"68050","shock_loop_doteyes","5146068","106011","","1","","0.2","","3",""
"68051","shock_loop_doteyes","5146068","1060","","1","","0.2","","3",""
"68052","peko_bowbowbow_in","5146068","105811","","0","peko_bowbowbow_loop","0.2","1","3","0"
"68053","peko_bowbowbow_in","5146068","1058","","0","peko_bowbowbow_loop","0.2","1","3","0"
"68054","vo_apg_0805","5146068","vo_apg","","0","0","","","21",""
"68055","すみません～っ！！","5146068","105811","0","10","1","0","1","11","0"
"68056","","5146068","0","","","","","","91",""
"68057","anger_talk_shy","5146068","106011","","1","","0.2","","3",""
"68058","anger_talk_shy","5146068","1060","","1","","0.2","","3",""
"68059","vo_apg_0806","5146068","vo_apg","","0","0","","","21",""
"68060","あんた食べたの！？\n何やってんのよ～！？","5146068","106011","0","10","1","0","1","11","0"
"68061","","5146068","0","","","","","","91",""
"68062","anger_idle_shy","5146068","106011","","1","","0.2","","3",""
"68063","anger_idle_shy","5146068","1060","","1","","0.2","","3",""
"68064","tahaha_in","5146068","105811","","0","tahaha_talk","0.2","1","3","0"
"68065","tahaha_in","5146068","1058","","0","tahaha_talk","0.2","1","3","0"
"68066","vo_apg_0807","5146068","vo_apg","","0","0","","","21",""
"68067","まさかハンドルなんて思わなくって…\n軽食にドーナツを用意して\nいただいてると思って、\nおいしくいただいちゃいましたぁ…","5146068","105811","0","10","1","0","1","11","0"
"68068","","5146068","0","","","","","","91",""
