875ff19ca029bf45d9edf5efc900e786a7bf65800669bc1913b1a2e17ed621f7,7613828c25984f23fbe3c00f71bdf27cc0091a002757cb8b37762fe9109bcdc3,52b4506a47f0dc3d44aa10211ae26b1a1953f58ec1a07af8324bb0a95c5224ff,02aaf5bb0af5e99e0ac26fc2b88d850f9629eb0fdf56c384190cc29f6e8ab74c,43b64ff85a9a2c5eddde117aaa5db8df2e40ae07abe71be62dfd223c8d4dd30b,286b9c8cfb71354896940eb41fb6cc9fbf2cfb12f6a28195b724670c3e466926,472be4bdd00cbb934f8527e933712bfff9c2a4e213439a32792bbf648eabd9f6,aaf7fcd014655277583a8956b56544e022b2c9ac191a7e85e92593fc205995a0,0917f61818d2914b7122b63ee567042f313524de32d0165ea7c5363cea18ce4f,0a895c56fe9037775d3551df7d6026cec327a26fb57e916eacc972cae65b00fa,26257257432995948c819b2f7744ca0cf6c43042ec2cbfefe3e9478a55b556b8,ab5a97444579129d65ac486621951e0bf7e46f9e4e5865a28964b4ac7269b58e,28535364e9402b79b5b241c557f976209d586b433ecb17dce26cec3d11c89ceb
"10個以上〇だね♪\nヒデサイのおかげで\nうちも、ちょっち\n頭よくなったかな？","1","14","22300132","vo_minigame_1012_result_2068","10","2","0","2","3001","2","0","2"
"けっこー解けたよね？\nやっぱ〇増えると\nバイブス上がる～","1","14","22300133","vo_minigame_1012_result_2069","10","10","2.28","2","3001","2","0","2"
"ベンキョーってあれだね\nわかった気すると\nまあまあたのしーかも！","2","14","22300134","vo_minigame_1012_result_2070","10","2","0","2","3001","2","0","2"
"10個以上解けてる！？\nけっこーいいペースだよね？\nいい調子、いい調子～","2","14","22300135","vo_minigame_1012_result_2071","10","6","2.1","2","3001","2","0","2"
"けっこー解けてる！\nムズい問題もヒデサイと\n一緒なら怖くないね♪","2","14","22300136","vo_minigame_1012_result_2072","10","2","2.13","2","3001","2","0","3"
"おにムズ問題でも教えるの\n超やさしーし、マジ感謝！\n一緒にがんばろーね♪","3","14","22300137","vo_minigame_1012_result_2073","10","7","0","2","3001","2","0","7"
"おにムズなのに\n〇けっこーあるし\nヒデサイすごくない？","3","14","22300138","vo_minigame_1012_result_2074","10","6","0","2","3001","2","0","6"
"おにムズでこのペースは\nすごいんじゃ…？\nうちもがんばってついてくね！","3","14","22300139","vo_minigame_1012_result_2075","10","6","4.21","2","3001","2","0","5"
"悪くないよね？\nでもでも\nヒデサイとうちなら\nもっとできる気する！","1","9","22300146","vo_minigame_1012_result_2078","5","0","1.94","2","3001","2","0","3"
"もっと〇ほしーね…\n地道にやるしか\nないっぽいし\nもっかい教えてくれる？","1","9","22300147","vo_minigame_1012_result_2079","5","4","2.28","2","3001","2","0","0"
"ベンキョーしたけど\nわかんないとこばっか…\nヒデサイセンセー、助けて～","1","9","22300148","vo_minigame_1012_result_2080","5","4","0","2","3001","2","0","4"
"やっぱムズかったね…\nでも次はもうちょい\nできそーな気がするよ！","2","9","22300149","vo_minigame_1012_result_2081","5","4","2.67","2","3001","2","0","3"
"問題ムズいし、この点数は\nありよりのありっしょ？\nえ、もっとできた感じ？","2","9","22300150","vo_minigame_1012_result_2082","5","10","4.68","2","3001","2","0","6"
"どこ間違ったんだろ？\nうちさっぱりだった…\nやっぱムズいだけあるね","2","9","22300151","vo_minigame_1012_result_2083","5","9","0","2","3001","2","0","9"
"激ムズだけど\nやることは一緒だよね？\nうちもヒデサイについてくから\nコツコツがんばろ！","3","9","22300152","vo_minigame_1012_result_2084","5","0","3.55","2","3001","2","0","3"
"やっぱおにムズだね…\nそだ、迷ったら\nヒント使うのも\nありよりのあり？","3","9","22300153","vo_minigame_1012_result_2085","5","4","2.51","2","3001","2","0","6"
"やっぱテストって\nなんとなくじゃ無理？\n覚えるしかないの？\nじゃあがんばるしかないね…","3","9","22300154","vo_minigame_1012_result_2086","5","9","6.15","2","3001","2","0","5"
"できたと思ったけど\nそーじゃなかった系？\nテストってマジきびしー…","1","4","22300155","vo_minigame_1012_result_2087","1","4","4.12","2","3001","2","6","9"
"うーん…さっぱり！\nでも簡単な問題なんだよね…？\nもっかいやってみる？","1","4","22300156","vo_minigame_1012_result_2088","1","4","0.01","2","3001","2","6","4"
"うちらまだまだ\nベンキョーちうだし…\nこれからだよねっ？\nね、ヒデサイ！","1","4","22300157","vo_minigame_1012_result_2089","1","0","5.28","2","3001","2","0","3"
"ちょっとずつ覚えれば\nおーけーっしょ！\nうちと一緒に\nベンキョーだね！","2","4","22300158","vo_minigame_1012_result_2090","1","0","2.89","2","3001","2","0","3"
"うちベンキョー苦手でも\nヒデサイとベンキョー\nするのは好き！　だから\nもっかい教えてくれる？","2","4","22300159","vo_minigame_1012_result_2091","1","0","5.45","2","3001","2","0","7"
"覚えても、すぐ忘れるんだけど\nどしたらいい？\nあ、そーゆうとき\nフクシューする感じ？","2","4","22300160","vo_minigame_1012_result_2092","1","4","4.29","2","3001","2","3","10"
"ムズ過ぎ！\n頭パンクするかと思った…！\nヒデサイ、うちの頭\nふぅふぅして～","3","4","22300161","vo_minigame_1012_result_2093","1","4","4.64","2","3001","2","6","8"
"おにムズ過ぎてテンサゲ～\nでもヒデサイがんばってるし\nうちもがんばる！","3","4","22300162","vo_minigame_1012_result_2094","1","9","3.14","2","3001","2","0","5"
"ヒデサイと同じ点数で\nちょっち安心したかも\n一緒にがんばろーね！\n置いてっちゃやだよ？","3","4","22300163","vo_minigame_1012_result_2095","1","7","6.59","2","3001","2","0","4"
"…まあ、これより下はないし\n次は大逆転\n点数爆上がりっしょ！","1","0","22300164","vo_minigame_1012_result_2096","0","3","0","2","3001","2","0","3"
"０点じゃん…\nそだ、次はえんぴつ転がして\n選ぶ作戦やってみる？","1","0","22300165","vo_minigame_1012_result_2097","0","9","2.2","2","3001","2","5","10"
"考えるの無理な時あるよね…\nヒデサイもそーゆう\n感じだったの？","1","0","22300166","vo_minigame_1012_result_2098","0","4","0.01","2","3001","2","6","4"
"え、ヒデサイも０点？\nじゃあうちと一緒じゃん♪\nまあ焦んないで\nベンキョーしてこーよ！","2","0","22300167","vo_minigame_1012_result_2099","0","6","2.8","2","3001","2","3","2"
"むむむ～…０点…！\n覚えてもすぐ忘れちゃうし\nベンキョーってマジ大変","2","0","22300168","vo_minigame_1012_result_2100","0","9","3.22","2","3001","2","6","4"
"０点だね…\nでも、へーきへーき\nリベンジしたら、結果オーライ！","2","0","22300169","vo_minigame_1012_result_2101","0","4","2.1","2","3001","2","11","0"
"おやつ休憩して\nリベンジしよっ！\n甘いの食べたら、イケるっしょ！","3","0","22300170","vo_minigame_1012_result_2102","0","0","2.74","2","3001","2","3","2"
"ヒデサイでも\nおにムズな感じ？\nじゃあ、このテスト\n誰も解けなくない？","3","0","22300171","vo_minigame_1012_result_2103","0","6","3","2","3001","2","9","9"
"…あれ？\n０が〇に見えてきた！\nきゃはっ、ちょっち\nやる気出てきたかも！","3","0","22300172","vo_minigame_1012_result_2104","0","10","4.37","2","3001","2","0","2"
"よーし、がんばるぞー","0","0","23100101","vo_minigame_1012_gamestart_200","0","0","0.01","3","1001","2","10","0"
"ベンキョー、\nベンキョー！","0","0","23100102","vo_minigame_1012_gamestart_201","0","2","0","3","1001","2","0","2"
"ヒデサイ、よろ～","0","0","23100103","vo_minigame_1012_gamestart_202","0","3","0","3","1001","2","0","3"
"繰り返しがジューヨーだもんね♪","0","-1","23100201","vo_minigame_1012_gamestart_203","3","0","0.01","3","1002","2","4","0"
"ねねね、もっと教えて～","0","-1","23100202","vo_minigame_1012_gamestart_204","3","7","0","3","1002","2","0","7"
"まずは、こっからだね…！","0","1","23100301","vo_minigame_1012_gamestart_205","1","5","0","3","1003","2","0","5"
"手加減よろ～","0","1","23100302","vo_minigame_1012_gamestart_206","1","0","0","3","1003","2","0","0"
"まあまあムズいらしーよ？","0","2","23100303","vo_minigame_1012_gamestart_207","2","6","0","3","1003","2","0","6"
"おっけー、がんばってみる…！","0","2","23100304","vo_minigame_1012_gamestart_208","2","5","0","3","1003","2","0","5"
"やば、おにムズじゃん…！","0","3","23100305","vo_minigame_1012_gamestart_209","3","4","0","3","1003","2","0","4"
"これ、頭パンクするやつじゃね？","0","3","23100306","vo_minigame_1012_gamestart_210","3","10","0","3","1003","2","0","10"
"おっけー、うちも諦めないよ～","0","0","23100401","vo_minigame_1012_gamestart_211","0","3","0","3","1004","2","0","3"
"もっかいベンキョーだね！","0","0","23100402","vo_minigame_1012_gamestart_212","0","2","0","3","1004","2","0","2"
"キャルっちと\nベンキョーしてたの\n見ちゃった♪","0","0","23100501","vo_minigame_1012_gamestart_213","0","3","0","3","1005","2","0","3"
"キャルっちみたいに、うちもメガネかけよっかな？","0","0","23100502","vo_minigame_1012_gamestart_214","0","0","0","3","1005","2","0","0"
"かもーん！","0","0","23110101","vo_minigame_1012_start_200","0","3","0","3","1101","2","0","3"
"解けるかな？","0","0","23110102","vo_minigame_1012_start_201","0","4","0","3","1101","2","0","4"
"ヒデサイセンセー！","0","0","23110103","vo_minigame_1012_start_202","0","2","0","3","1101","2","0","2"
"まだまだ！","0","0","23110201","vo_minigame_1012_start_203","0","5","0","3","1102","2","0","5"
"取り返そう！","0","0","23110202","vo_minigame_1012_start_204","0","0","0","3","1102","2","0","0"
"集中、集中！","0","0","23110203","vo_minigame_1012_start_205","0","5","0","3","1102","2","0","5"
"これからだね！","0","4","23110301","vo_minigame_1012_start_206","2","3","0","3","1103","2","0","3"
"どんどんいくよー！","0","4","23110302","vo_minigame_1012_start_207","2","3","0","3","1103","2","0","3"
"盛り上がってこー","0","4","23110303","vo_minigame_1012_start_208","2","2","0","3","1103","2","0","2"
"フレッフレッ！","0","7","23110304","vo_minigame_1012_start_209","5","2","0","3","1103","2","0","2"
"あと半分…！","0","7","23110305","vo_minigame_1012_start_210","5","5","0","1","1103","2","0","5"
"後半戦…！","0","7","23110306","vo_minigame_1012_start_211","5","5","0","1","1103","2","0","5"
"そろそろフィニッシュ！","0","10","23110307","vo_minigame_1012_start_212","8","0","0","1","1103","2","0","0"
"あとちょいだよ！","0","10","23110308","vo_minigame_1012_start_213","8","2","0","1","1103","2","0","2"
"もうひと踏ん張り…！","0","10","23110309","vo_minigame_1012_start_214","8","5","0","1","1103","2","0","5"
"正解を選べばいいんだね","0","2","23110401","vo_minigame_1012_start_215","2","0","0","3","1104","2","0","0"
"どれが正解かな～？","0","2","23110402","vo_minigame_1012_start_216","2","6","0","3","1104","2","0","6"
"四択みたいだね！","0","2","23110403","vo_minigame_1012_start_217","2","0","0","3","1104","2","0","0"
"○×クイズだね！","0","1","23110404","vo_minigame_1012_start_218","1","3","0","3","1104","2","0","3"
"〇かな、×かな？","0","1","23110405","vo_minigame_1012_start_219","1","6","0","3","1104","2","0","6"
"どっちだと思う？","0","1","23110406","vo_minigame_1012_start_220","1","0","0","3","1104","2","0","0"
"正解を全部\n選ぶんだね！","0","3","23110407","vo_minigame_1012_start_221","3","2","0","3","1104","2","0","2"
"何個か正解があるみたい","0","3","23110408","vo_minigame_1012_start_222","3","0","0","3","1104","2","0","0"
"正解だけ選ぶらしーよ","0","3","23110409","vo_minigame_1012_start_223","3","6","0","3","1104","2","0","6"
"これ知ってるかも！","0","0","23110501","vo_minigame_1012_start_227","0","6","0","3","1105","2","0","6"
"えーっと、たしか…","0","0","23110502","vo_minigame_1012_start_228","0","5","0","3","1105","2","0","5"
"解いたことあるっけ？","0","0","23110503","vo_minigame_1012_start_229","0","10","0","3","1105","2","0","10"
"ムズいやつだ…！","0","0","23110601","vo_minigame_1012_start_224","0","4","0","3","1106","2","0","4"
"これなんだっけ？","0","0","23110602","vo_minigame_1012_start_225","0","10","0","3","1106","2","0","10"
"見たことあるよね？","0","0","23110603","vo_minigame_1012_start_226","0","0","0","3","1106","2","0","0"
"よし、リーチリーチ！","0","0","23110701","vo_minigame_1012_start_230","0","3","0","3","1107","2","0","3"
"あっとひっとつ～♪","0","0","23110702","vo_minigame_1012_start_231","0","2","0.01","3","1107","2","4","2"
"あれ、\nおにヤバじゃね…？","0","0","23110801","vo_minigame_1012_start_232","0","6","0","3","1108","2","0","6"
"これ、赤点かな…？","0","0","23110802","vo_minigame_1012_start_233","0","4","0","3","1108","2","0","4"
"なるほどー","0","0","23120101","vo_minigame_1012_correct_200","0","6","0","3","1201","2","0","6"
"そーなんだ！","0","0","23120102","vo_minigame_1012_correct_201","0","2","0","3","1201","2","0","2"
"イェーイ！","0","0","23120103","vo_minigame_1012_correct_202","0","3","0.01","3","1201","2","11","3"
"あったりー！","0","0","23120104","vo_minigame_1012_correct_203","0","3","0","3","1201","2","0","3"
"ふむふむ…","0","0","23120105","vo_minigame_1012_correct_204","0","1","0.01","3","1201","2","2","1"
"知らなかった…","0","0","23120106","vo_minigame_1012_correct_205","0","6","0","3","1201","2","0","6"
"バッチリじゃん！","0","0","23120107","vo_minigame_1012_correct_206","0","3","0","3","1201","2","0","3"
"おにはや～","0","3000","23120201","vo_minigame_1012_correct_210","0","6","0","3","1202","2","0","6"
"ちょっち待って！","0","3000","23120202","vo_minigame_1012_correct_211","0","6","0","3","1202","2","0","6"
"もー次！？","0","6000","23120203","vo_minigame_1012_correct_212","3001","6","0.01","3","1202","2","8","6"
"はやくね！？","0","6000","23120204","vo_minigame_1012_correct_213","3001","6","0.01","3","1202","2","8","6"
"やるじゃん！","0","6000","23120205","vo_minigame_1012_correct_214","3001","3","0","3","1202","2","0","3"
"ムズかったね","0","-1","23120206","vo_minigame_1012_correct_216","13333","4","0","3","1202","2","0","4"
"バイブス爆上げ～","0","0","23120301","vo_minigame_1012_correct_220","0","3","0","3","1203","2","0","3"
"よゆーっしょ！","0","0","23120401","vo_minigame_1012_correct_224","0","3","0","3","1204","2","0","3"
"もーバッチリだね！","0","0","23120402","vo_minigame_1012_correct_226","0","3","0","3","1204","2","0","3"
"あたったー！","0","0","23120501","vo_minigame_1012_correct_221","0","2","0","3","1205","2","0","2"
"リベンジだね！","0","0","23120502","vo_minigame_1012_correct_222","0","3","0","3","1205","2","0","3"
"いい感じ～","0","-1","23120601","vo_minigame_1012_correct_227","3","2","0","3","1206","2","0","2"
"バイブス上がる～！","0","-1","23120602","vo_minigame_1012_correct_229","3","3","0.01","3","1206","2","4","3"
"これからっしょ！","0","-1","23120701","vo_minigame_1012_correct_230","3","5","0","3","1207","2","0","5"
"うーん…","0","0","23130101","vo_minigame_1012_incorrect_200","0","4","0.01","3","1301","2","6","4"
"そんな～","0","0","23130102","vo_minigame_1012_incorrect_201","0","4","0","3","1301","2","0","4"
"そーなんだ","0","0","23130103","vo_minigame_1012_incorrect_202","0","10","0","3","1301","2","0","10"
"うそだー！？","0","0","23130104","vo_minigame_1012_incorrect_203","0","9","0","3","1301","2","0","9"
"はずれ？","0","0","23130105","vo_minigame_1012_incorrect_204","0","4","0","3","1301","2","0","4"
"ショック～…","0","0","23130106","vo_minigame_1012_incorrect_205","0","4","0.01","3","1301","2","6","4"
"なんでなんでー！","0","0","23130107","vo_minigame_1012_incorrect_206","0","9","0","3","1301","2","0","9"
"マジで！？","0","3000","23130201","vo_minigame_1012_incorrect_210","0","6","0.01","3","1302","2","8","6"
"ヒデサイ！？","0","3000","23130202","vo_minigame_1012_incorrect_211","0","6","0.01","3","1302","2","8","6"
"あれぇ…？","0","6000","23130203","vo_minigame_1012_incorrect_212","3001","4","0","3","1302","2","0","4"
"違った！？","0","6000","23130204","vo_minigame_1012_incorrect_213","3001","4","0","3","1302","2","0","4"
"焦らずいこ？","0","6000","23130205","vo_minigame_1012_incorrect_214","3001","4","0","3","1302","2","0","4"
"時間切れ？","0","-1","23130206","vo_minigame_1012_incorrect_215","20000","4","0","3","1302","2","0","4"
"まじイミフだし～","0","0","23130301","vo_minigame_1012_incorrect_220","0","9","0","3","1303","2","0","9"
"忘れちゃった…","0","0","23130401","vo_minigame_1012_incorrect_221","0","10","0","3","1304","2","0","10"
"そーだったっけ？","0","0","23130402","vo_minigame_1012_incorrect_222","0","4","0","3","1304","2","0","4"
"ギリアウト？","0","0","23130501","vo_minigame_1012_incorrect_224","0","10","0","3","1305","2","0","10"
"おしい～…！","0","0","23130502","vo_minigame_1012_incorrect_225","0","5","0","3","1305","2","0","5"
"むむむ～…","0","0","23140101","vo_minigame_1012_hint_200","0","5","0","3","1401","2","0","5"
"どれかな～？","0","0","23140102","vo_minigame_1012_hint_201","0","5","0","3","1401","2","0","5"
"わかんないよ～","0","0","23140103","vo_minigame_1012_hint_202","0","4","0","3","1401","2","0","4"
"考えちう…","0","0","23140104","vo_minigame_1012_hint_203","0","5","0","3","1401","2","0","5"
"ね、寝てないし…！","0","0","23140105","vo_minigame_1012_hint_204","0","5","0.01","3","1401","2","7","5"
"ふんふふーん♪","0","0","23140106","vo_minigame_1012_hint_205","0","2","0.01","3","1401","2","4","2"
"きゃはっ、\n目合ったね♪","0","0","23140107","vo_minigame_1012_hint_206","0","3","0.01","3","1401","2","11","3"
"ねね、お菓子食べる？","0","0","23140108","vo_minigame_1012_hint_207","0","0","0","3","1401","2","0","0"
"頭パンクしそう…","0","0","23140109","vo_minigame_1012_hint_208","0","4","0","3","1401","2","0","4"
"なんとなく\nこれじゃね？","0","0","23140110","vo_minigame_1012_hint_209","0","10","0","3","1401","2","0","10"
"これ答えなくね…？","0","0","23140201","vo_minigame_1012_hint_210","0","4","0","3","1402","2","0","4"
"イミフでわろ～","0","0","23140202","vo_minigame_1012_hint_211","0","10","0","3","1402","2","0","10"
"おにムズ過ぎ～","0","0","23140203","vo_minigame_1012_hint_212","0","9","0","3","1402","2","0","9"
"ヒントちょーだい！","0","20000","23150101","vo_minigame_1012_hint_213","3001","0","0","3","1501","2","0","0"
"手伝って～","0","20000","23150102","vo_minigame_1012_hint_214","3001","2","0","3","1501","2","0","2"
"ヒントかもーん！","0","20000","23150103","vo_minigame_1012_hint_215","3001","3","0","3","1501","2","0","3"
"ヒントヒント―！","0","3000","23150104","vo_minigame_1012_hint_216","0","2","0","3","1501","2","0","2"
"助けて～","0","3000","23150105","vo_minigame_1012_hint_217","0","8","0","3","1501","2","0","8"
"うわ！\nビックリした！","0","4","23160101","vo_minigame_1012_tap_200","1","6","0.01","3","1601","2","8","6"
"ちょすちょすー","0","4","23160102","vo_minigame_1012_tap_201","1","3","0.01","3","1601","2","11","3"
"イェーイ！","0","9","23160103","vo_minigame_1012_tap_202","5","2","0.01","3","1601","2","4","2"
"テンアゲしちゃう？","0","9","23160104","vo_minigame_1012_tap_203","5","7","0","3","1601","2","0","7"
"くすぐったいってばー！","0","-1","23160105","vo_minigame_1012_tap_204","10","2","0","3","1601","2","0","2"
"バイブス爆上げ～♪","0","-1","23160106","vo_minigame_1012_tap_205","10","3","0.01","3","1601","2","11","3"
"どのベンキョーを\n教えてくれるの？","0","0","23200101","vo_minigame_1012_select_200","0","0","0","3","2001","2","0","0"
"どれもムズそーだね","0","0","23200102","vo_minigame_1012_select_201","0","8","0","3","2001","2","0","8"
"ねねね、せーのっ、で選ぶ？","0","0","23200103","vo_minigame_1012_select_202","0","0","0.99","3","2001","2","0","7"
"これまでに教えてもらった\n内容を振り返れるんだって\nヨシューフクシュー\n…ってやつでしょ！","0","0","23400101","vo_minigame_1012_archive_200","0","2","3.43","3","4001","2","0","3"
