69364b65be0528cd13429db62e9c91aa749390a51e033e857810a4e2240f74c0,3cf80c5be6334663ea5c401501ce371ba2dae3a7fce21eaefff4377588f2e957,f3e022269b2aff31286afe3ad384d45c638b7bd2bc9704f3a06803124cd5a61a,70e923a3348072140a348292e02e728c8640646a11d957b689dfda6112f4567e,4fe7579065382c05a90e8026c262d5e8e7c26654ba0b869da2d4c1ef333cd004,7eff1fb36285592878e017e574afc8126d8b37b3b979757599839af1fc722d57,046a7fd1579bdc1fc43340b94a13414df0541b7d6fae93254c8696f7cd558759,94de51279ce26f6ae8422de47d4844e4a64e542ddc639511ad102f5f1761ef4b,eff672e9d090c7d5d90b789599c09060bb00e3631d4db3620f639a6f56cd375b,1284159eb99fd98ebf8ec51d350b02159cab1dad595e8d4360879b4dbd9960c0,eeea4f7bc0c9653e7c03759ca2fb27e3d9044e16a1779b5130e077ebd8d89c73
"1","0.8","53","-75","30081","1","1","140","1000004","1300810004","travel_topdrama_r_3007_idle_D"
"0","1","60","-50","30081","5","15","0","300815","1300810005","travel_topdrama_r_3007_idleF"
"0","1","54","-50","30081","5","15","0","300816","1300810006","travel_topdrama_r_3007_idleB"
"","1","3","1","30081","31","300800","-57","300800","1300810007",""
"0","1","110","-87","30081","5","0","0","0","1300810008","normal"
"","0.2","1","","30081","3","1000001","","travel_topdrama_r_3007_idle_A","1300810009",""
"","0.2","1","","30081","3","1000002","","travel_topdrama_r_3007_idle_B","1300810010",""
"","0.2","1","","30081","3","1000003","","travel_topdrama_r_3007_idle_C","1300810011",""
"","0.2","1","","30081","3","1000004","","travel_topdrama_r_3007_idle_D","1300810012",""
"","","","","30081","91","0","","0","1300810013",""
"","0.2","0","","30081","3","300815","","travel_topdrama_r_3007_idleF","1300810014",""
"","","","","30081","91","0","","0","1300810015",""
"","","","","30081","101","1300810013","","","1300810016",""
"","","0","","30081","3","0","","none","1300810017",""
"","","","","30081","91","0","","","1300810018",""
"","0","3","1","30082","31","300801","-50","300801","1300820001",""
"","","","","30082","91","0","d","","1300820002",""
"","","0","","30082","23","se_travel_top","","se_travel_top_geyser_rumble","1300820003",""
"","0","0","","30082","3","300815","","travel_topdrama_r_3007_geyserF","1300820004",""
"","0","0","","30082","3","300816","","travel_topdrama_r_3007_geyserB","1300820005",""
"","","","","30082","93","0.33","","0","1300820006",""
"","0.2","0","","30082","3","1000001","","travel_topdrama_r_3007_geyser_A","1300820007",""
"","0.2","0","","30082","3","1000002","","travel_topdrama_r_3007_geyser_B","1300820008",""
"","0.2","0","","30082","3","1000003","","travel_topdrama_r_3007_geyser_C","1300820009",""
"","0.2","0","","30082","3","1000004","","travel_topdrama_r_3007_geyser_D","1300820010",""
"","","","","30082","93","2.66","","0","1300820011",""
"","","","","30082","32","300800","","0","1300820012",""
"","","","","30082","32","300801","","1","1300820013",""
"","","0","","30082","23","se_travel_top","","se_travel_top_geyser_splash","1300820014",""
"","","","","30082","93","1.86","","0","1300820015",""
"","","0","","30082","23","se_travel_top","","se_travel_top_geyser_splash_rare","1300820016",""
"","","","","30082","93","1.14","","0","1300820017",""
"","","","","30082","111","","","","1300820018",""
"","","","","30082","91","0","","","1300820019",""
"0","0.8","50","-50","30091","1","1","-70","1000001","1300910001","travel_topdrama_r_3007_idle_A"
"1","0.8","51","-50","30091","1","1","85","1000002","1300910002","travel_topdrama_r_3007_idle_B"
"0","0.8","52","-75","30091","1","1","-135","1000003","1300910003","travel_topdrama_r_3007_idle_C"
"1","0.8","53","-75","30091","1","1","140","1000004","1300910004","travel_topdrama_r_3007_idle_D"
"0","1","60","-50","30091","5","15","0","300915","1300910005","travel_topdrama_r_3007_idleF"
"0","1","54","-50","30091","5","15","0","300916","1300910006","travel_topdrama_r_3007_idleB"
"","1","3","1","30091","31","300900","-57","300900","1300910007",""
"0","1","110","-87","30091","5","0","0","0","1300910008","normal"
"","0.2","1","","30091","3","1000001","","travel_topdrama_r_3007_idle_A","1300910009",""
"","0.2","1","","30091","3","1000002","","travel_topdrama_r_3007_idle_B","1300910010",""
"","0.2","1","","30091","3","1000003","","travel_topdrama_r_3007_idle_C","1300910011",""
"","0.2","1","","30091","3","1000004","","travel_topdrama_r_3007_idle_D","1300910012",""
"","","","","30091","91","0","","0","1300910013",""
"","0.2","0","","30091","3","300915","","travel_topdrama_r_3007_idleF","1300910014",""
"","","","","30091","91","0","","0","1300910015",""
"","","","","30091","101","1300910013","","","1300910016",""
"","","0","","30091","3","0","","none","1300910017",""
"","","","","30091","91","0","","","1300910018",""
"","0","3","1","30092","31","300901","-50","300901","1300920001",""
"","","","","30092","91","0","d","","1300920002",""
"","","0","","30092","23","se_travel_top","","se_travel_top_geyser_rumble","1300920003",""
"","0","0","","30092","3","300915","","travel_topdrama_r_3007_geyserF","1300920004",""
"","0","0","","30092","3","300916","","travel_topdrama_r_3007_geyserB","1300920005",""
"","","","","30092","93","0.33","","0","1300920006",""
"","0.2","0","","30092","3","1000001","","travel_topdrama_r_3007_geyser_A","1300920007",""
"","0.2","0","","30092","3","1000002","","travel_topdrama_r_3007_geyser_B","1300920008",""
"","0.2","0","","30092","3","1000003","","travel_topdrama_r_3007_geyser_C","1300920009",""
"","0.2","0","","30092","3","1000004","","travel_topdrama_r_3007_geyser_D","1300920010",""
"","","","","30092","93","2.66","","0","1300920011",""
"","","","","30092","32","300900","","0","1300920012",""
"","","","","30092","32","300901","","1","1300920013",""
"","","0","","30092","23","se_travel_top","","se_travel_top_geyser_splash","1300920014",""
"","","","","30092","93","1.86","","0","1300920015",""
"","","0","","30092","23","se_travel_top","","se_travel_top_geyser_splash_rare","1300920016",""
"","","","","30092","93","1.14","","0","1300920017",""
"","","","","30092","111","","","","1300920018",""
"","","","","30092","91","0","","","1300920019",""
"0","0.8","50","-55","40011","1","1","25","1000001","1400110001","travel_topdrama_r_4001_idle_A"
"0","0.8","51","-65","40011","1","1","-25","1000002","1400110002","travel_topdrama_r_4001_idle_B"
"0","1","55","-75","40011","5","0","0","0","1400110003","normal"
"","","","","40011","91","0","","0","1400110004",""
"0","0.2","1","","40011","3","1000001","","travel_topdrama_r_4001_idle_A","1400110005",""
"0","0.2","1","","40011","3","1000002","","travel_topdrama_r_4001_idle_B","1400110006",""
"","","","","40011","91","0","","0","1400110007",""
"","","","","40011","101","1400110005","","","1400110008",""
"","","","","40011","91","0","","0","1400110009",""
"0","1.46","49","-75","40012","1","1","-390","1000001","1400120001","travel_topdrama_r_4000_idle"
"0","1.46","50","-100","40012","1","1","-510","1000002","1400120002","travel_topdrama_r_4000_idle"
"1","0.6","55","-150","40012","5","6","0","6","1400120003","disappear"
"","1","0","1","40012","31","400100","0","400100","1400120004",""
"","1","0","1","40012","31","400101","0","400101","1400120005",""
"","0","0","1","40012","31","400102","0","400102","1400120006",""
"","0","0","1","40012","31","400103","0","400103","1400120007",""
"","0","140","1","40012","31","400104","190","400104","1400120008",""
"","0","0","1","40012","31","400105","0","400105","1400120009",""
"","0","0","1","40012","31","400001","0","400001","1400120010",""
"","","","","40012","91","0","","0","1400120011",""
"","","","","40012","32","400001","","1","1400120012",""
"","","0","","40012","23","se_travel_top","","se_travel_top_yamagami_foot","1400120013",""
"","0.2","1","","40012","3","1000001","","travel_topdrama_r_4001_A_01","1400120014",""
"","","-75","","40012","2","1000001","2.3","60","1400120015",""
"","0.2","1","","40012","3","1000002","","travel_topdrama_r_4001_B_01","1400120016",""
"","","-100","","40012","2","1000002","2.3","-60","1400120017",""
"","","","","40012","93","2","","0","1400120018",""
"","","0","","40012","23","se_travel_top","","se_travel_top_yamagami_rumble","1400120019",""
"","","1.3","","40012","122","5","","5","1400120020",""
"","","","","40012","93","0.3","","0","1400120021",""
"","","2.5","","40012","122","7.5","","7.5","1400120022",""
"","","0","","40012","23","se_travel_top","","se_travel_top_yamagami_emote_common","1400120023",""
"","0.2","0","","40012","3","1000001","","travel_topdrama_r_4001_A_02","1400120024",""
"","","0.3","0","40012","12","1000001","0","3","1400120025",""
"","","","","40012","93","0.1","","0","1400120026",""
"","0.2","0","","40012","3","1000002","","travel_topdrama_r_4001_B_02","1400120027",""
"","","0.2","0","40012","12","1000002","0","3","1400120028",""
"","","","","40012","93","0.6","","0","1400120029",""
"","","4","","40012","122","10","","10","1400120030",""
"","0","0","","40012","3","6","disappear","run","1400120031",""
"","","","","40012","32","400102","","1","1400120032",""
"","","","","40012","32","400103","","1","1400120033",""
"","","","","40012","93","0.5","","0","1400120034",""
"","","0","","40012","23","se_travel_top","","se_travel_top_yamagami_passaway","1400120035",""
"","","","","40012","93","0.2","","0","1400120036",""
"","","0","","40012","23","se_travel_top","","se_travel_top_yamagami_pass_wind","1400120037",""
"","","","","40012","93","0.2","","0","1400120038",""
"","","0","","40012","23","se_travel_top","","se_travel_top_yamagami_rumble2","1400120039",""
"","","0","","40012","23","se_travel_top","","se_travel_top_yamagami_rolling","1400120040",""
"","","","","40012","32","400104","","1","1400120041",""
"","0.2","0","","40012","3","1000002","","travel_topdrama_r_4001_B_03","1400120042",""
"","","","","40012","93","0.1","","0","1400120043",""
"","0.2","0","","40012","3","1000001","","travel_topdrama_r_4001_A_03","1400120044",""
"","","","","40012","93","1.75","","0","1400120045",""
"","","","","40012","32","400105","","1","1400120046",""
"","","","","40012","93","0.2","","0","1400120047",""
"","","0","","40012","23","se_travel_top","","se_travel_top_yamagami_drop_box","1400120048",""
"","","","","40012","93","1.55","","0","1400120049",""
"","","","","40012","111","","","","1400120050",""
"","","","","40012","91","0","","","1400120051",""
"0","0.8","50","-55","40021","1","1","25","1000001","1400210001","travel_topdrama_r_4001_idle_A"
"0","0.8","51","-65","40021","1","1","-25","1000002","1400210002","travel_topdrama_r_4001_idle_B"
"0","1","55","-75","40021","5","0","0","0","1400210003","normal"
"","","","","40021","91","0","","0","1400210004",""
"0","0.2","1","","40021","3","1000001","","travel_topdrama_r_4001_idle_A","1400210005",""
"0","0.2","1","","40021","3","1000002","","travel_topdrama_r_4001_idle_B","1400210006",""
"","","","","40021","91","0","","0","1400210007",""
"","","","","40021","101","1400210005","","","1400210008",""
"","","","","40021","91","0","","0","1400210009",""
"0","1.46","49","-75","40022","1","1","-390","1000001","1400220001","travel_topdrama_r_4000_idle"
"0","1.46","50","-100","40022","1","1","-510","1000002","1400220002","travel_topdrama_r_4000_idle"
"1","0.6","55","-150","40022","5","6","0","6","1400220003","disappear"
"","1","0","1","40022","31","400200","0","400200","1400220004",""
"","1","0","1","40022","31","400201","0","400201","1400220005",""
"","0","0","1","40022","31","400202","0","400202","1400220006",""
"","0","0","1","40022","31","400203","0","400203","1400220007",""
"","0","140","1","40022","31","400204","190","400204","1400220008",""
"","0","0","1","40022","31","400205","0","400205","1400220009",""
"","0","0","1","40022","31","400002","0","400002","1400220010",""
"","","","","40022","91","0","","0","1400220011",""
"","","","","40022","32","400002","","1","1400220012",""
"","","0","","40022","23","se_travel_top","","se_travel_top_yamagami_foot","1400220013",""
"","0.2","1","","40022","3","1000001","","travel_topdrama_r_4001_A_01","1400220014",""
"","","-75","","40022","2","1000001","2.3","60","1400220015",""
"","0.2","1","","40022","3","1000002","","travel_topdrama_r_4001_B_01","1400220016",""
"","","-100","","40022","2","1000002","2.3","-60","1400220017",""
"","","","","40022","93","2","","0","1400220018",""
"","","0","","40022","23","se_travel_top","","se_travel_top_yamagami_rumble","1400220019",""
"","","1.3","","40022","122","5","","5","1400220020",""
"","","","","40022","93","0.3","","0","1400220021",""
"","","2.5","","40022","122","7.5","","7.5","1400220022",""
"","","0","","40022","23","se_travel_top","","se_travel_top_yamagami_emote_common","1400220023",""
"","0.2","0","","40022","3","1000001","","travel_topdrama_r_4001_A_02","1400220024",""
"","","0.3","0","40022","12","1000001","0","3","1400220025",""
"","","","","40022","93","0.1","","0","1400220026",""
"","0.2","0","","40022","3","1000002","","travel_topdrama_r_4001_B_02","1400220027",""
"","","0.2","0","40022","12","1000002","0","3","1400220028",""
"","","","","40022","93","0.6","","0","1400220029",""
"","","4","","40022","122","10","","10","1400220030",""
"","0","0","","40022","3","6","disappear","run","1400220031",""
"","","","","40022","32","400202","","1","1400220032",""
"","","","","40022","32","400203","","1","1400220033",""
"","","","","40022","93","0.5","","0","1400220034",""
"","","0","","40022","23","se_travel_top","","se_travel_top_yamagami_passaway","1400220035",""
"","","","","40022","93","0.2","","0","1400220036",""
"","","0","","40022","23","se_travel_top","","se_travel_top_yamagami_pass_wind","1400220037",""
"","","","","40022","93","0.2","","0","1400220038",""
"","","0","","40022","23","se_travel_top","","se_travel_top_yamagami_rumble2","1400220039",""
"","","0","","40022","23","se_travel_top","","se_travel_top_yamagami_rolling","1400220040",""
"","","","","40022","32","400204","","1","1400220041",""
"","0.2","0","","40022","3","1000002","","travel_topdrama_r_4001_B_03","1400220042",""
"","","","","40022","93","0.1","","0","1400220043",""
"","0.2","0","","40022","3","1000001","","travel_topdrama_r_4001_A_03","1400220044",""
"","","","","40022","93","1.75","","0","1400220045",""
"","","","","40022","32","400205","","1","1400220046",""
"","","","","40022","93","0.2","","0","1400220047",""
"","","0","","40022","23","se_travel_top","","se_travel_top_yamagami_drop_box","1400220048",""
"","","0","","40022","23","se_travel_top","","se_travel_top_yamagami_drop_silverbox","1400220049",""
"","","","","40022","93","1.55","","0","1400220050",""
"","","","","40022","111","","","","1400220051",""
"","","","","40022","91","0","","","1400220052",""
"0","0.3","50","-23","40051","5","5","0","5","1400510001","idle"
"0","1","55","-43","40051","5","0","0","0","1400510002","normal"
"","","","","40051","91","0","","0","1400510003",""
"0","0","1","","40051","3","5","","idle","1400510004",""
"","","","","40051","91","0","","0","1400510005",""
"","","","","40051","101","1400510004","","","1400510006",""
"","","","","40051","91","0","","0","1400510007",""
"0","1.46","50","-110","40052","1","1","-640","1000001","1400520001","travel_topdrama_r_4000_idle"
"0","0.4","50","-110","40052","5","5","210","5","1400520002","disappear"
"","1","0","1","40052","31","400500","0","400500","1400520003",""
"","0","0","1","40052","31","400501","-100","400501","1400520004",""
"","0","0","1","40052","31","400502","-100","400502","1400520005",""
"","0","0","1","40052","31","400503","0","400503","1400520006",""
"","0","0","1","40052","31","400504","0","400504","1400520007",""
"","0","0","1","40052","31","400505","0","400505","1400520008",""
"","0","0","1","40052","31","400506","0","400506","1400520009",""
"","0","0","1","40052","31","400507","0","400507","1400520010",""
"","0","0","1","40052","31","400508","0","400508","1400520011",""
"","0","0","1","40052","31","400509","0","400509","1400520012",""
"","1","400","1","40052","31","400510","-70","400510","1400520013",""
"","0","0","1","40052","31","400005","0","400005","1400520014",""
"","","","","40052","91","0","","0","1400520015",""
"","","","","40052","32","400005","","1","1400520016",""
"","","0","","40052","23","se_travel_top","","se_travel_top_pitfall_foot1","1400520017",""
"","0.2","1","","40052","3","1000001","","travel_topdrama_r_4000_run_normal","1400520018",""
"","","-110","","40052","2","1000001","1","-300","1400520019",""
"","","","","40052","93","1","","0","1400520020",""
"","","0","","40052","23","se_travel_top","","se_travel_top_pitfall_emote_note","1400520021",""
"0.2","0.2","0","1","40052","3","1000001","travel_topdrama_r_4000_idle_surprise1","travel_topdrama_r_4000_surprise","1400520022",""
"","","0.3","0","40052","12","1000001","0","10","1400520023",""
"","","","","40052","93","1.2","","0","1400520024",""
"","","0","","40052","23","se_travel_top","","se_travel_top_pitfall_foot2","1400520025",""
"","0.2","1","","40052","3","1000001","","travel_topdrama_r_4000_run_joy","1400520026",""
"","","-110","","40052","2","1000001","0.8","0","1400520027",""
"","","","","40052","93","0.8","","0","1400520028",""
"","","0","","40052","23","se_travel_top","","se_travel_top_pitfall_open_hole","1400520029",""
"","","","","40052","32","400501","","1","1400520030",""
"","","","","40052","32","400502","","1","1400520031",""
"","0","1","","40052","3","1000001","","travel_topdrama_r_4005_fall1","1400520032",""
"","","","","40052","93","0.3","","0","1400520033",""
"","","0","","40052","23","se_travel_top","","se_travel_top_pitfall_panic","1400520034",""
"","","","","40052","32","400505","","1","1400520035",""
"","","","","40052","93","1","","0","1400520036",""
"","","0","","40052","23","se_travel_top","","se_travel_top_pitfall_fall","1400520037",""
"","0","0","","40052","3","1000001","","travel_topdrama_r_4005_fall2","1400520038",""
"","","","","40052","32","400506","","1","1400520039",""
"","","","","40052","32","400507","","1","1400520040",""
"","","","","40052","93","0.3","","0","1400520041",""
"","","0","","40052","23","se_travel_top","","se_travel_top_pitfall_drillmall1","1400520042",""
"","0","0","","40052","3","5","","appear","1400520043",""
"","","","","40052","93","0.3","","0","1400520044",""
"","","0","","40052","23","se_travel_top","","se_travel_top_pitfall_drillmall2","1400520045",""
"","","","","40052","93","0.7","","0","1400520046",""
"","","0","","40052","23","se_travel_top","","se_travel_top_pitfall_wipe","1400520047",""
"","","","","40052","32","400503","","1","1400520048",""
"","","","","40052","93","0.2","","0","1400520049",""
"","0","1","","40052","3","1000001","","travel_topdrama_r_4005_fall3","1400520050",""
"","","-60","","40052","2","1000001","0.01","-200","1400520051",""
"","0","0","","40052","3","5","","disappear","1400520052",""
"","","-10","","40052","33","400510","0.01","200","1400520053",""
"","","","","40052","32","400501","","0","1400520054",""
"","","","","40052","32","400502","","0","1400520055",""
"","","","","40052","32","400504","","1","1400520056",""
"","","","","40052","32","400507","","0","1400520057",""
"","","","","40052","93","0.2","","0","1400520058",""
"","","","","40052","32","400508","","1","1400520059",""
"","","","","40052","32","400509","","1","1400520060",""
"","0.2","0","","40052","3","1000001","","travel_topdrama_r_4005_fall4","1400520061",""
"","","","","40052","93","0.1","","0","1400520062",""
"","","0","","40052","23","se_travel_top","","se_travel_top_pitfall_bodyfall","1400520063",""
"","","","","40052","93","0.9","","0","1400520064",""
"","","0","","40052","23","se_travel_top","","se_travel_top_pitfall_lookig_around","1400520065",""
"","","","","40052","93","1.3","","0","1400520066",""
"","","0","","40052","23","se_travel_top","","se_travel_top_pitfall_emote_notice","1400520067",""
"","20","0.01","0","40052","12","1000001","0","4","1400520068",""
"","","","","40052","91","1400520061","","","1400520069",""
"","","0","","40052","23","se_travel_top","","se_travel_top_pitfall_emote_joy","1400520070",""
"","0.2","0","","40052","3","1000001","","travel_topdrama_r_4005_guts","1400520071",""
"","","","","40052","93","1","","0","1400520072",""
"","","","","40052","111","","","","1400520073",""
"","","","","40052","91","0","","","1400520074",""
"0","0.3","50","-23","40061","5","5","0","5","1400610001","idle"
"0","1","55","-43","40061","5","0","0","0","1400610002","normal"
"","","","","40061","91","0","","0","1400610003",""
"0","0","1","","40061","3","5","","idle","1400610004",""
"","","","","40061","91","0","","0","1400610005",""
"","","","","40061","101","1400610004","","","1400610006",""
"","","","","40061","91","0","","0","1400610007",""
"0","1.46","50","-110","40062","1","1","-640","1000001","1400620001","travel_topdrama_r_4000_idle"
"0","0.4","50","-110","40062","5","5","210","5","1400620002","disappear"
"","1","0","1","40062","31","400600","0","400600","1400620003",""
"","0","0","1","40062","31","400601","-100","400601","1400620004",""
"","0","0","1","40062","31","400602","-100","400602","1400620005",""
"","0","0","1","40062","31","400603","0","400603","1400620006",""
"","0","0","1","40062","31","400604","0","400604","1400620007",""
"","0","0","1","40062","31","400605","0","400605","1400620008",""
"","0","0","1","40062","31","400606","0","400606","1400620009",""
"","0","0","1","40062","31","400607","0","400607","1400620010",""
"","0","0","1","40062","31","400608","0","400608","1400620011",""
"","0","0","1","40062","31","400609","0","400609","1400620012",""
"","1","400","1","40062","31","400610","-70","400610","1400620013",""
"","0","200","1","40062","31","400611","-10","400611","1400620014",""
"","0","0","1","40062","31","400006","0","400006","1400620015",""
"","","","","40062","91","0","","0","1400620016",""
"","","","","40062","32","400006","","1","1400620017",""
"","","0","","40062","23","se_travel_top","","se_travel_top_pitfall_foot1","1400620018",""
"","0.2","1","","40062","3","1000001","","travel_topdrama_r_4000_run_normal","1400620019",""
"","","-110","","40062","2","1000001","1","-300","1400620020",""
"","","","","40062","93","1","","0","1400620021",""
"","","0","","40062","23","se_travel_top","","se_travel_top_pitfall_emote_note","1400620022",""
"0.2","0.2","0","1","40062","3","1000001","travel_topdrama_r_4000_idle_surprise1","travel_topdrama_r_4000_surprise","1400620023",""
"","","0.3","0","40062","12","1000001","0","10","1400620024",""
"","","","","40062","93","1.2","","0","1400620025",""
"","","0","","40062","23","se_travel_top","","se_travel_top_pitfall_foot2","1400620026",""
"","0.2","1","","40062","3","1000001","","travel_topdrama_r_4000_run_joy","1400620027",""
"","","-110","","40062","2","1000001","0.8","0","1400620028",""
"","","","","40062","93","0.8","","0","1400620029",""
"","","0","","40062","23","se_travel_top","","se_travel_top_pitfall_open_hole","1400620030",""
"","","","","40062","32","400601","","1","1400620031",""
"","","","","40062","32","400602","","1","1400620032",""
"","0","1","","40062","3","1000001","","travel_topdrama_r_4005_fall1","1400620033",""
"","","","","40062","93","0.3","","0","1400620034",""
"","","0","","40062","23","se_travel_top","","se_travel_top_pitfall_panic","1400620035",""
"","","","","40062","32","400605","","1","1400620036",""
"","","","","40062","93","1","","0","1400620037",""
"","","0","","40062","23","se_travel_top","","se_travel_top_pitfall_fall","1400620038",""
"","0","0","","40062","3","1000001","","travel_topdrama_r_4005_fall2","1400620039",""
"","","","","40062","32","400606","","1","1400620040",""
"","","","","40062","32","400607","","1","1400620041",""
"","","","","40062","93","0.3","","0","1400620042",""
"","","0","","40062","23","se_travel_top","","se_travel_top_pitfall_drillmall1","1400620043",""
"","0","0","","40062","3","5","","appear","1400620044",""
"","","","","40062","93","0.3","","0","1400620045",""
"","","0","","40062","23","se_travel_top","","se_travel_top_pitfall_drillmall2","1400620046",""
"","","","","40062","93","0.7","","0","1400620047",""
"","","0","","40062","23","se_travel_top","","se_travel_top_pitfall_wipe","1400620048",""
"","","","","40062","32","400603","","1","1400620049",""
"","","","","40062","93","0.2","","0","1400620050",""
"","0","1","","40062","3","1000001","","travel_topdrama_r_4005_fall3","1400620051",""
"","","-60","","40062","2","1000001","0.01","-200","1400620052",""
"","0","0","","40062","3","5","","disappear","1400620053",""
"","","","","40062","32","400610","","0","1400620054",""
"","","","","40062","32","400611","","1","1400620055",""
"","","","","40062","32","400601","","0","1400620056",""
"","","","","40062","32","400602","","0","1400620057",""
"","","","","40062","32","400604","","1","1400620058",""
"","","","","40062","32","400607","","0","1400620059",""
"","","","","40062","93","0.2","","0","1400620060",""
"","","","","40062","32","400608","","1","1400620061",""
"","","","","40062","32","400609","","1","1400620062",""
"","0.2","0","","40062","3","1000001","","travel_topdrama_r_4005_fall4","1400620063",""
"","","","","40062","93","0.1","","0","1400620064",""
"","","0","","40062","23","se_travel_top","","se_travel_top_pitfall_bodyfall","1400620065",""
"","","","","40062","93","0.9","","0","1400620066",""
"","","0","","40062","23","se_travel_top","","se_travel_top_pitfall_lookig_around","1400620067",""
"","","","","40062","93","1.3","","0","1400620068",""
"","","0","","40062","23","se_travel_top","","se_travel_top_pitfall_emote_notice","1400620069",""
"","20","0.01","0","40062","12","1000001","0","4","1400620070",""
"","","","","40062","91","1400620063","","","1400620071",""
"","","0","","40062","23","se_travel_top","","se_travel_top_pitfall_emote_joy","1400620072",""
"","0.2","0","","40062","3","1000001","","travel_topdrama_r_4005_guts","1400620073",""
"","","","","40062","93","1","","0","1400620074",""
"","","","","40062","111","","","","1400620075",""
"","","","","40062","91","0","","","1400620076",""
"1","0.3","50","-113","40071","5","9","0","9","1400710001","idle"
"0","1","55","-83","40071","5","0","0","0","1400710002","rare"
"","","","","40071","91","0","","0","1400710003",""
"","0","1","","40071","3","9","","idle","1400710004",""
"","","","","40071","91","0","","0","1400710005",""
"","","","","40071","101","1400710004","","","1400710006",""
"","","","","40071","91","0","","0","1400710007",""
"0","1.46","51","-150","40072","1","1","-400","1000001","1400720001","travel_topdrama_r_4000_idle_normal"
"1","1","50","-250","40072","5","9","0","9","1400720002","disappear"
"1","1","53","-250","40072","5","16","0","16","1400720003","disappear"
"","1","0","1","40072","31","400700","0","400700","1400720004",""
"","1","0","1","40072","31","400701","0","400701","1400720005",""
"","0","0","1","40072","31","400702","0","400702","1400720006",""
"","0","0","1","40072","31","400703","0","400703","1400720007",""
"","0","0","1","40072","31","400704","0","400704","1400720008",""
"","0","0","1","40072","31","400705","0","400705","1400720009",""
"","1","0","1","40072","31","400720","0","400720","1400720010",""
"","0","0","1","40072","31","400721","0","400721","1400720011",""
"","0","0","1","40072","31","400722","0","400722","1400720012",""
"","0","0","1","40072","31","400723","0","400723","1400720013",""
"","0","0","1","40072","31","400724","0","400724","1400720014",""
"","0","0","1","40072","31","400730","0","400730","1400720015",""
"","0","0","1","40072","31","400740","0","400740","1400720016",""
"","0","0","1","40072","31","400741","0","400741","1400720017",""
"","0","0","1","40072","31","400742","0","400742","1400720018",""
"","0","0","1","40072","31","400743","0","400743","1400720019",""
"","0","0","1","40072","31","400744","0","400744","1400720020",""
"","0","0","1","40072","31","400750","0","400750","1400720021",""
"","0","0","1","40072","31","400751","0","400751","1400720022",""
"","0","0","1","40072","31","400752","0","400752","1400720023",""
"","0","0","1","40072","31","400753","0","400753","1400720024",""
"","0","0","1","40072","31","400754","0","400754","1400720025",""
"","0","0","1","40072","31","400780","0","400780","1400720026",""
"","0","0","1","40072","31","400781","0","400781","1400720027",""
"","0","0","1","40072","31","400790","0","400790","1400720028",""
"","0","0","1","40072","31","400007","0","400007","1400720029",""
"","","","","40072","91","0","","0","1400720030",""
"","","","","40072","93","0","","0","1400720031",""
"","","","","40072","32","400007","","1","1400720032",""
"","","0","","40072","23","se_travel_top","","se_travel_top_ziz_foot","1400720033",""
"","0.2","0","","40072","3","1000001","","travel_topdrama_r_4007_walk_to_surprise","1400720034",""
"","","-150","","40072","2","1000001","1.8","-100","1400720035",""
"","","","","40072","93","1","","0","1400720036",""
"","","0","","40072","23","se_travel_top","","se_travel_top_ziz_approach","1400720037",""
"","","","","40072","93","0.6","","0","1400720038",""
"","","0","","40072","23","se_travel_top","","se_travel_top_ziz_emote_notice","1400720039",""
"","","0.5","0","40072","12","1000001","0","4","1400720040",""
"","","","","40072","93","1.2","","0","1400720041",""
"","","1","","40072","122","3","","3","1400720042",""
"","","","","40072","93","0.3","","0","1400720043",""
"","","0","","40072","23","se_travel_top","","se_travel_top_ziz_surprise","1400720044",""
"","","","","40072","32","400722","","1","1400720045",""
"","","","","40072","93","0.2","","0","1400720046",""
"","","1","","40072","122","5","","5","1400720047",""
"","","","","40072","93","0.5","","0","1400720048",""
"","","0","","40072","23","se_travel_top","","se_travel_top_ziz_whoosh","1400720049",""
"","","1","","40072","122","10","","10","1400720050",""
"","","","","40072","93","0.25","","0","1400720051",""
"","","","","40072","32","400723","","1","1400720052",""
"","","","","40072","93","0.05","","0","1400720053",""
"","","","","40072","32","400700","","0","1400720054",""
"","","","","40072","32","400701","","0","1400720055",""
"","","0","","40072","23","se_travel_top","","se_travel_top_ziz_hit","1400720056",""
"","","","","40072","32","400721","","1","1400720057",""
"","","","","40072","93","0.1","","0","1400720058",""
"","","","","40072","32","400702","","1","1400720059",""
"","","1","","40072","23","se_travel_top","","se_travel_top_ziz_wing","1400720060",""
"","0.2","1","","40072","3","1000001","","travel_topdrama_r_4007_grab","1400720061",""
"","","-200","","40072","2","1000001","0.01","0","1400720062",""
"","0.2","1","","40072","3","9","","idle","1400720063",""
"","0.2","1","","40072","3","16","","idle","1400720064",""
"","","","","40072","93","0.2","","0","1400720065",""
"","","","","40072","32","400720","","0","1400720066",""
"","","","","40072","32","400721","","0","1400720067",""
"","","","","40072","32","400722","","0","1400720068",""
"","","","","40072","93","2","","0","1400720069",""
"","","","","40072","32","400790","","1","1400720070",""
"","","0","","40072","103","もがいて逃げる","","1400720073","1400720071",""
"","","0","","40072","103","おとなしくしている","","1400720075","1400720072",""
"","","","","40072","102","1","","0","1400720073",""
"","","","","40072","101","1400720077","","","1400720074",""
"","","","","40072","102","2","","0","1400720075",""
