780e895ab7398a6b938230a1b7b9cf7b720fb54fc55deb3e13ea18950346db2d,b7dba8cf9dafde290a49ed256f601e40085c88169d2c16c5290dbbee48fa0542,77535098f7f5ca57638363e3377b88ce8e1ba9e965152a7ef67a53ab4559d070,d1df96456c40d5656c0825e0b26f269ff252c65b596e358c090561132d225593,3a00fa6f0adc4347678d565a8f08f1811c2ec9efe2cd7193a1bc2589abc7afc0,77ea31eca7342edfc87d341ee6c0ac2bc12dec951cb7345f45533a404486347c,00967612f7531fdff5cbd20a5d834195cf7c3cf1c640cf41109fbafbf9b91bdc,6b6f177a437d423e38e75c00d1200af825fd323635a9f784234c740c3d02722a,20526186bdb0439b829bb759c5cad59ccea3a8c6509c268bcc4645fa41aa1ec4,dcee350fe2fcfe4f0c7b16a45e84b4e67bf5187177390af669c76eda07ef4549,fbead0bfddaadbf40940b6944d154fc460f59f253d3bdfdfe96a6dd1d919a8fe
"600","0","","20514","31","600","0","","1","20514008","1"
"602","0","","20514","31","602","0","","1","20514009","0"
"603","0","","20514","31","603","0","","1","20514010","0"
"604","30","","20514","31","604","60","","1","20514011","1"
"614","0","","20514","31","614","0","","1","20514012","1"
"700","0","","20514","31","700","0","","1","20514013","0"
"701","0","","20514","31","701","0","","1","20514014","0"
"702","0","","20514","31","702","0","","1","20514015","0"
"800","0","","20514","31","800","0","","1","20514016","0"
"932","30","","20514","31","932","60","","1","20514017","1"
"1","","","20514","93","","","","","20514018",""
"102911","0","","20514","3","wac_birthday_reaction_02","wac_birthday_reaction_03","0.2","1","20514019","0.2"
"0.1","","","20514","93","","","","","20514020",""
"104211","0","","20514","3","wac_birthday_reaction_01","wac_birthday_reaction_04","0.2","1","20514021","0.2"
"0.3","","","20514","93","","","","","20514022",""
"105411","1","","20514","3","wac_birthday_tsumugi_run_01","","","","20514023","0.2"
"105411","-70","","20514","2","0","3","","","20514024",""
"2.5","","","20514","93","","","","","20514025",""
"602","","","20514","32","1","","","","20514026",""
"0.6","","","20514","93","","","","","20514027",""
"600","","","20514","32","0","","","","20514028",""
"614","","","20514","32","0","","","","20514029",""
"604","","","20514","32","0","","","","20514030",""
"701","","","20514","32","1","","","","20514031",""
"932","0","","20514","33","0","0.01","","","20514032",""
"105411","0","","20514","3","wac_birthday_blowout_01","wac_birthday_tsumugi_wish_02","0.2","1","20514033","0.2"
"105411","-330","","20514","2","-200","0.01","","","20514034",""
"104211","1","","20514","3","wac_birthday_idle_wish","","","","20514035","0.2"
"104211","-320","","20514","2","180","0.01","","","20514036",""
"102911","1","","20514","3","wac_birthday_idle_smile","","","","20514037","0.2"
"102911","-340","","20514","2","320","0.01","","","20514038",""
"0","","","20514","93","","","","","20514039",""
"800","","","20514","32","1","","","","20514040",""
"0.7","","","20514","93","","","","","20514041",""
"702","","","20514","32","1","","","","20514042",""
"0.5","","","20514","93","","","","","20514043",""
"se_common","0","","20514","23","se_sys_login_birthday_blow_candle","","","","20514044",""
"701","","","20514","32","0","","","","20514045",""
"0.4","","","20514","93","","","","","20514046",""
"se_common","0","","20514","23","se_sys_login_birthday_cracker","","","","20514047",""
"700","","","20514","32","1","","","","20514048",""
"se_common","0","","20514","23","se_sys_login_birthday_calendar_applause","","","","20514049",""
"104211","0","","20514","3","wac_birthday_clap_to_wish","wac_birthday_idle_wish","0.2","1","20514050","0.2"
"0.1","","","20514","93","","","","","20514051",""
"102911","0","","20514","3","wac_birthday_clap","wac_birthday_idle_smile","0.2","1","20514052","0.2"
"2","","","20514","93","","","","","20514053",""
"1","","","20514","131","","","","","20514054",""
"vo_wac_20514","0","","20514","21","vo_wac_20514_000","0","","","20514055",""
"105411","10","0.5","20514","11","あの～、呼ばれたので来ましたけど。\nなんですか、この大きなケーキは？\n次のライブの備品……とか？","1","0","1","20514056","0"
"0","","","20514","91","","","","","20514057",""
"105411","1","","20514","3","wac_birthday_idle_normal","","","","20514058","0.2"
"104211","1","","20514","3","wac_birthday_talk_sad","","","","20514059","0.2"
"vo_wac_20514","0","","20514","21","vo_wac_20514_001","0","","","20514060",""
"104211","10","0.5","20514","11","お仕事に一生懸命なのは\n素敵なことですが\n自分の大切な日くらい\n覚えておいてください……","1","0","1","20514061","0"
"0","","","20514","91","","","","","20514062",""
"104211","1","","20514","3","wac_birthday_idle_sad","","","","20514063","0.2"
"102911","1","","20514","3","wac_birthday_talk_smile","","","","20514064","0.2"
"vo_wac_20514","0","","20514","21","vo_wac_20514_002","0","","","20514065",""
"102911","10","0.5","20514","11","というわけで！\nハッピーバースデー、ツムギ！\nいつも頑張ってくれてるあなたに、\n私たちと彼からプレゼントだよ♪","1","0","1","20514066","0"
"0","","","20514","91","","","","","20514067",""
"102911","1","","20514","3","wac_birthday_idle_smile","","","","20514068","0.2"
"105411","1","","20514","3","wac_birthday_talk_smile","","","","20514069","0.2"
"vo_wac_20514","0","","20514","21","vo_wac_20514_003","0","","","20514070",""
"105411","10","0.5","20514","11","き、騎士さんまで！？\nその……あぁ、もう、分かりました！\n認めます、うれしいです！\n来てくれて……ありがとうございます。","1","0","1","20514071","0"
"0","","","20514","91","","","","","20514072",""
"0","","","20514","22","","","","","20514073",""
"bgm_M321","","","21014","25","bgm_M321_2C","","","","21014001",""
"1","250","wac_birthday_idle_normal","21014","1","118511","-1000","0","-70","21014002","2"
"1","256","wac_birthday_idle_normal","21014","1","105811","310","1","-290","21014003","2"
"118511","","","21014","13","300","","","","21014004",""
"105811","","","21014","13","300","","","","21014005",""
"600","0","","21014","31","600","0","","1","21014006","1"
"602","0","","21014","31","602","0","","1","21014007","0"
"603","0","","21014","31","603","0","","1","21014008","0"
"604","30","","21014","31","604","60","","1","21014009","1"
"614","0","","21014","31","614","0","","1","21014010","1"
"700","0","","21014","31","700","0","","1","21014011","0"
"701","0","","21014","31","701","0","","1","21014012","0"
"702","0","","21014","31","702","0","","1","21014013","0"
"800","0","","21014","31","800","0","","1","21014014","0"
"933","30","","21014","31","933","60","","1","21014015","1"
"1","","","21014","93","","","","","21014016",""
"105811","0","","21014","3","wac_birthday_reaction_01","wac_birthday_reaction_03","0.2","1","21014017","0.2"
"0.4","","","21014","93","","","","","21014018",""
"118511","1","","21014","3","wac_birthday_run_01","","","","21014019","0.2"
"118511","-70","","21014","2","0","3","","","21014020",""
"2.5","","","21014","93","","","","","21014021",""
"602","","","21014","32","1","","","","21014022",""
"0.6","","","21014","93","","","","","21014023",""
"600","","","21014","32","0","","","","21014024",""
"614","","","21014","32","0","","","","21014025",""
"604","","","21014","32","0","","","","21014026",""
"701","","","21014","32","1","","","","21014027",""
"933","0","","21014","33","0","0.01","","","21014028",""
"118511","0","","21014","3","wac_birthday_blowout_01","wac_birthday_wish_05","0.2","1","21014029","0.2"
"118511","-330","","21014","2","-200","0.01","","","21014030",""
"105811","1","","21014","3","wac_birthday_idle_normal","","","","21014031","0.2"
"105811","-330","","21014","2","200","0.01","","","21014032",""
"0","","","21014","93","","","","","21014033",""
"800","","","21014","32","1","","","","21014034",""
"0.7","","","21014","93","","","","","21014035",""
"702","","","21014","32","1","","","","21014036",""
"0.5","","","21014","93","","","","","21014037",""
"se_common","0","","21014","23","se_sys_login_birthday_blow_candle","","","","21014038",""
"701","","","21014","32","0","","","","21014039",""
"0.4","","","21014","93","","","","","21014040",""
"se_common","0","","21014","23","se_sys_login_birthday_cracker","","","","21014041",""
"700","","","21014","32","1","","","","21014042",""
"se_common","0","","21014","23","se_sys_login_birthday_calendar_applause","","","","21014043",""
"105811","0","","21014","3","wac_birthday_clap","wac_birthday_idle_normal","0.2","1","21014044","0.2"
"2.1","","","21014","93","","","","","21014045",""
"1","","","21014","131","","","","","21014046",""
"vo_wac_21014","0","","21014","21","vo_wac_21014_000","0","","","21014047",""
"118511","10","0.5","21014","11","これは……私の誕生日ケーキですか？\nえっと、いったいどなたが……","1","0","1","21014048","0"
"0","","","21014","91","","","","","21014049",""
"118511","1","","21014","3","wac_birthday_idle_normal","","","","21014050","0.2"
"105811","1","","21014","3","wac_birthday_talk_smile","","","","21014051","0.2"
"vo_wac_21014","0","","21014","21","vo_wac_21014_001","0","","","21014052",""
"105811","10","0.5","21014","11","【ギルド管理協会】に所属している\nギルドのみなさんと用意しました！\nいつもお世話になってますからね。\nお誕生日、おめでとうございます♪","1","0","1","21014053","0"
"0","","","21014","91","","","","","21014054",""
"105811","1","","21014","3","wac_birthday_idle_smile","","","","21014055","0.2"
"118511","1","","21014","3","wac_birthday_talk_wish","","","","21014056","0.2"
"vo_wac_21014","0","","21014","21","vo_wac_21014_002","0","","","21014057",""
"118511","10","0.5","21014","11","そうだったんですか……ふふっ。\nこんなケーキをいただいてしまったら、\nますます頑張らないといけませんね♪","1","0","1","21014058","0"
"0","","","21014","91","","","","","21014059",""
"118511","1","","21014","3","wac_birthday_talk_smile","","","","21014060","0.2"
"vo_wac_21014","0","","21014","21","vo_wac_21014_003","0","","","21014061",""
"118511","10","0.5","21014","11","改めまして、ありがとうございました。\n裏方ではありますけれど、これからも\nみなさんの冒険をサポートさせて\nいただきます♪","1","0","1","21014062","0"
"0","","","21014","91","","","","","21014063",""
"0","","","21014","22","","","","","21014064",""
"bgm_M321","","","21314","25","bgm_M321_2C","","","","21314001",""
"1","250","wac_birthday_idle_normal","21314","1","110911","-1000","0","-70","21314002","2"
"1","256","wac_birthday_idle_smile","21314","1","111011","230","1","-270","21314003","2"
"1","257","wac_birthday_idle_smile","21314","1","110811","410","1","-310","21314004","2"
"110911","","","21314","13","300","","","","21314005",""
"111011","","","21314","13","300","","","","21314006",""
"600","0","","21314","31","600","0","","1","21314007","1"
"602","0","","21314","31","602","0","","1","21314008","0"
"603","0","","21314","31","603","0","","1","21314009","0"
"604","30","","21314","31","604","60","","1","21314010","1"
"614","0","","21314","31","614","0","","1","21314011","1"
"700","0","","21314","31","700","0","","1","21314012","0"
"701","0","","21314","31","701","0","","1","21314013","0"
"702","0","","21314","31","702","0","","1","21314014","0"
"800","0","","21314","31","800","0","","1","21314015","0"
"934","30","","21314","31","934","60","","1","21314016","1"
"1","","","21314","93","","","","","21314017",""
"110811","0","","21314","3","wac_birthday_reaction_02","wac_birthday_reaction_03","0.2","1","21314018","0.2"
"0.1","","","21314","93","","","","","21314019",""
"111011","0","","21314","3","wac_birthday_reaction_01","wac_birthday_reaction_03","0.2","1","21314020","0.2"
"0.3","","","21314","93","","","","","21314021",""
"110911","1","","21314","3","wac_birthday_run_01","","","","21314022","0.2"
"110911","-70","","21314","2","0","3","","","21314023",""
"2.5","","","21314","93","","","","","21314024",""
"602","","","21314","32","1","","","","21314025",""
"0.6","","","21314","93","","","","","21314026",""
"600","","","21314","32","0","","","","21314027",""
"614","","","21314","32","0","","","","21314028",""
"604","","","21314","32","0","","","","21314029",""
"701","","","21314","32","1","","","","21314030",""
"934","0","","21314","33","0","0.01","","","21314031",""
"110911","0","","21314","3","wac_birthday_blowout_02","wac_birthday_wish_03","0.2","1","21314032","0.2"
"110911","-330","","21314","2","-200","0.01","","","21314033",""
"111011","1","","21314","3","wac_birthday_idle_smile","","","","21314034","0.2"
"111011","-320","","21314","2","180","0.01","","","21314035",""
"110811","1","","21314","3","wac_birthday_idle_smile","","","","21314036","0.2"
"110811","-340","","21314","2","320","0.01","","","21314037",""
"0","","","21314","93","","","","","21314038",""
"800","","","21314","32","1","","","","21314039",""
"0.7","","","21314","93","","","","","21314040",""
"702","","","21314","32","1","","","","21314041",""
"0.5","","","21314","93","","","","","21314042",""
"se_common","0","","21314","23","se_sys_login_birthday_blow_candle","","","","21314043",""
"701","","","21314","32","0","","","","21314044",""
"0.4","","","21314","93","","","","","21314045",""
"se_common","0","","21314","23","se_sys_login_birthday_cracker","","","","21314046",""
"700","","","21314","32","1","","","","21314047",""
"se_common","0","","21314","23","se_sys_login_birthday_calendar_applause","","","","21314048",""
"111011","0","","21314","3","wac_birthday_clap","wac_birthday_idle_smile","0.2","1","21314049","0.2"
"0.1","","","21314","93","","","","","21314050",""
"110811","0","","21314","3","wac_birthday_clap","wac_birthday_idle_smile","0.2","1","21314051","0.2"
"2","","","21314","93","","","","","21314052",""
"1","","","21314","131","","","","","21314053",""
"vo_wac_21314","0","","21314","21","vo_wac_21314_000","0","","","21314054",""
"110911","10","0.5","21314","11","きゃん！？　何かしらこのケーキ！\nえっ、えっ、もしかして今日って、\n誰かの誕生日だったりしました？","1","0","1","21314055","0"
"0","","","21314","91","","","","","21314056",""
"110911","0","","21314","3","wac_birthday_chieru_wish_to_idle_kyapi","wac_birthday_idle_kyapi","","1","21314057","0.2"
"111011","1","","21314","3","wac_birthday_talk_doya","","","","21314058","0.2"
"vo_wac_21314","0","","21314","21","vo_wac_21314_001","0","","","21314059",""
"111011","10","0.5","21314","11","チエル君。ひと月前から騒いでおいて、\n何を今さら白々しいこと言っとるんだ。\nいいから大人しく祝われたまえ。\nハイおめちぇるー、全員拍手ー","1","0","1","21314060","0"
"0","","","21314","91","","","","","21314061",""
"111011","1","","21314","3","wac_birthday_idle_doya","","","","21314062","0.2"
"110911","1","","21314","3","wac_birthday_talk_smile","","","","21314063","0.2"
"vo_wac_21314","0","","21314","21","vo_wac_21314_002","0","","","21314064",""
"110911","10","0.5","21314","11","えへへ、どーもどーも。\nいや素直に嬉しいですよね、\nわざわざこんな準備までしてもらって。\nその気持ちだけでホント幸せです！","1","0","1","21314065","0"
"0","","","21314","91","","","","","21314066",""
"110911","1","","21314","3","wac_birthday_talk_doya","","","","21314067","0.2"
"vo_wac_21314","0","","21314","21","vo_wac_21314_003","0","","","21314068",""
"110911","10","0.5","21314","11","ま、それはそれとしてなんですけど、\n世界の美少女ちえるんへの誕プレは\n本日より３６５日受け付けてまっす！\nちぇる～ん☆","1","0","1","21314069","0"
"0","","","21314","91","","","","","21314070",""
"0","","","21314","22","","","","","21314071",""
"bgm_M321","","","21714","25","bgm_M321_2C","","","","21714001",""
"1","250","wac_birthday_idle_normal","21714","1","118011","-1000","0","-70","21714002","2"
"1","256","wac_birthday_idle_smile","21714","1","105811","310","1","-290","21714003","2"
"118011","","","21714","13","300","","","","21714004",""
"105811","","","21714","13","300","","","","21714005",""
"600","0","","21714","31","600","0","","1","21714006","1"
"602","0","","21714","31","602","0","","1","21714007","0"
"603","0","","21714","31","603","0","","1","21714008","0"
"604","30","","21714","31","604","60","","1","21714009","1"
"614","0","","21714","31","614","0","","1","21714010","1"
"700","0","","21714","31","700","0","","1","21714011","0"
"701","0","","21714","31","701","0","","1","21714012","0"
"702","0","","21714","31","702","0","","1","21714013","0"
"800","0","","21714","31","800","0","","1","21714014","0"
"935","30","","21714","31","935","60","","1","21714015","1"
"1","","","21714","93","","","","","21714016",""
"105811","0","","21714","3","wac_birthday_reaction_05","wac_birthday_reaction_03","0.2","1","21714017","0.2"
"0.4","","","21714","93","","","","","21714018",""
"118011","1","","21714","3","wac_birthday_run_01","","","","21714019","0.2"
"118011","-70","","21714","2","0","3","","","21714020",""
"2.5","","","21714","93","","","","","21714021",""
"602","","","21714","32","1","","","","21714022",""
"0.6","","","21714","93","","","","","21714023",""
"600","","","21714","32","0","","","","21714024",""
"614","","","21714","32","0","","","","21714025",""
"604","","","21714","32","0","","","","21714026",""
"701","","","21714","32","1","","","","21714027",""
"935","0","","21714","33","0","0.01","","","21714028",""
"118011","0","","21714","3","wac_birthday_blowout_01","wac_birthday_credita_wish_05","0.2","1","21714029","0.2"
"118011","-330","","21714","2","-200","0.01","","","21714030",""
"105811","1","","21714","3","wac_birthday_idle_smile","","","","21714031","0.2"
"105811","-330","","21714","2","200","0.01","","","21714032",""
"0","","","21714","93","","","","","21714033",""
"800","","","21714","32","1","","","","21714034",""
"0.7","","","21714","93","","","","","21714035",""
"702","","","21714","32","1","","","","21714036",""
"0.5","","","21714","93","","","","","21714037",""
"se_common","0","","21714","23","se_sys_login_birthday_blow_candle","","","","21714038",""
"701","","","21714","32","0","","","","21714039",""
"0.4","","","21714","93","","","","","21714040",""
"se_common","0","","21714","23","se_sys_login_birthday_cracker","","","","21714041",""
"700","","","21714","32","1","","","","21714042",""
"se_common","0","","21714","23","se_sys_login_birthday_calendar_applause","","","","21714043",""
"105811","0","","21714","3","wac_birthday_clap","wac_birthday_idle_smile","0.2","1","21714044","0.2"
"2.1","","","21714","93","","","","","21714045",""
"1","","","21714","131","","","","","21714046",""
"vo_wac_21714","0","","21714","21","vo_wac_21714_000","0","","","21714047",""
"118011","10","0.5","21714","11","はぁ。誕生日など歳を重ねるだけの\nつまらぬ行事ではありませんこと？\nバースデーケーキでお祝いと言われても\n喜ぶ気持ちにはそうそう……","1","0","1","21714048","0"
"0","","","21714","91","","","","","21714049",""
"118011","1","","21714","3","wac_birthday_idle_sad","","","","21714050","0.2"
"105811","1","","21714","3","wac_birthday_talk_kyapi","","","","21714051","0.2"
"vo_wac_21714","0","","21714","21","vo_wac_21714_001","0","","","21714052",""
"105811","10","0.5","21714","11","クレジッタさん、\nお誕生日おめでとうございます！\n今日はたくさんお祝いしましょうね☆\nケーキ、わたしの手作りなんですよ～！","1","0","1","21714053","0"
"0","","","21714","91","","","","","21714054",""
"105811","1","","21714","3","wac_birthday_idle_kyapi","","","","21714055","0.2"
"118011","1","","21714","3","wac_birthday_talk_wish","","","","21714056","0.2"
"vo_wac_21714","0","","21714","21","vo_wac_21714_002","0","","","21714057",""
"118011","10","0.5","21714","11","て、手作りケーキっ！？\n陛下が、わたくしのためにっ！？\nなんという光栄……！　ケーキがまるで\n金銀財宝のように輝いて見えますわ！","1","0","1","21714058","0"
"0","","","21714","91","","","","","21714059",""
"118011","1","","21714","3","wac_birthday_talk_smile","","","","21714060","0.2"
"vo_wac_21714","0","","21714","21","vo_wac_21714_003","0","","","21714061",""
"118011","10","0.5","21714","11","食べるのが非常～～～に\nもったいなくはございますが……！\nこのクレジッタ・キャッシュ！\n心していただきますわ～！！","1","0","1","21714062","0"
"0","","","21714","91","","","","","21714063",""
"0","","","21714","22","","","","","21714064",""
"bgm_M321","","","22014","25","bgm_M321_2C","","","","22014001",""
"1","250","wac_birthday_idle_normal","22014","1","101011","-1000","0","-70","22014002","2"
"1","256","wac_birthday_idle_normal","22014","1","104311","200","1","-270","22014003","2"
"1","258","wac_birthday_idle_smile","22014","1","101711","320","1","-310","22014004","2"
"1","257","wac_birthday_idle_smile","22014","1","101411","455","1","-290","22014005","2"
"101011","","","22014","13","300","","","","22014006",""
"104311","","","22014","13","300","","","","22014007",""
"101711","","","22014","13","300","","","","22014008",""
"101411","","","22014","13","300","","","","22014009",""
"600","0","","22014","31","600","0","","1","22014010","1"
"602","0","","22014","31","602","0","","1","22014011","0"
"603","0","","22014","31","603","0","","1","22014012","0"
"604","30","","22014","31","604","60","","1","22014013","1"
"614","0","","22014","31","614","0","","1","22014014","1"
"700","0","","22014","31","700","0","","1","22014015","0"
"701","0","","22014","31","701","0","","1","22014016","0"
"702","0","","22014","31","702","0","","1","22014017","0"
"800","0","","22014","31","800","0","","1","22014018","0"
"936","30","","22014","31","936","60","","1","22014019","1"
"1","","","22014","93","","","","","22014020",""
"101711","0","","22014","3","wac_birthday_reaction_05","wac_birthday_reaction_03","0.2","1","22014021","0.2"
"0.1","","","22014","93","","","","","22014022",""
"104311","0","","22014","3","wac_birthday_reaction_02","wac_birthday_reaction_03","0.2","1","22014023","0.2"
"101411","0","","22014","3","wac_birthday_reaction_01","wac_birthday_reaction_03","0.2","1","22014024","0.2"
"0.3","","","22014","93","","","","","22014025",""
"101011","1","","22014","3","wac_birthday_run_01","","","","22014026","0.2"
"101011","-70","","22014","2","0","3","","","22014027",""
"2.5","","","22014","93","","","","","22014028",""
"602","","","22014","32","1","","","","22014029",""
"0.6","","","22014","93","","","","","22014030",""
"600","","","22014","32","0","","","","22014031",""
"614","","","22014","32","0","","","","22014032",""
"604","","","22014","32","0","","","","22014033",""
"701","","","22014","32","1","","","","22014034",""
"936","0","","22014","33","0","0.01","","","22014035",""
"101011","0","","22014","3","wac_birthday_blowout_01","wac_birthday_wish_04","0.2","1","22014036","0.2"
"101011","-330","","22014","2","-200","0.01","","","22014037",""
"104311","1","","22014","3","wac_birthday_idle_normal","","","","22014038","0.2"
"104311","-320","","22014","2","180","0.01","","","22014039",""
"101711","1","","22014","3","wac_birthday_idle_smile","","","","22014040","0.2"
"101711","-360","","22014","2","300","0.01","","","22014041",""
"101411","1","","22014","3","wac_birthday_idle_smile","","","","22014042","0.2"
"101411","-340","","22014","2","435","0.01","","","22014043",""
"0","","","22014","93","","","","","22014044",""
"800","","","22014","32","1","","","","22014045",""
"0.7","","","22014","93","","","","","22014046",""
"702","","","22014","32","1","","","","22014047",""
"0.5","","","22014","93","","","","","22014048",""
"se_common","0","","22014","23","se_sys_login_birthday_blow_candle","","","","22014049",""
"701","","","22014","32","0","","","","22014050",""
"0.4","","","22014","93","","","","","22014051",""
"se_common","0","","22014","23","se_sys_login_birthday_cracker","","","","22014052",""
"700","","","22014","32","1","","","","22014053",""
"se_common","0","","22014","23","se_sys_login_birthday_calendar_applause","","","","22014054",""
"104311","0","","22014","3","wac_birthday_clap","wac_birthday_idle_normal","0.2","1","22014055","0.2"
"0.1","","","22014","93","","","","","22014056",""
"101711","0","","22014","3","wac_birthday_clap","wac_birthday_idle_smile","0.2","1","22014057","0.2"
"0.1","","","22014","93","","","","","22014058",""
"101411","0","","22014","3","wac_birthday_clap","wac_birthday_idle_smile","0.2","1","22014059","0.2"
"2","","","22014","93","","","","","22014060",""
"1","","","22014","131","","","","","22014061",""
"vo_wac_22014","0","","22014","21","vo_wac_22014_000","0","","","22014062",""
"101011","10","0.5","22014","11","えっ、これって……\nうちのためのケーキどすか？\nこんなに大きくて豪華なケーキ……\nほんまに嬉しいわぁ♪","1","0","1","22014063","0"
"0","","","22014","91","","","","","22014064",""
"101011","1","","22014","3","wac_birthday_idle_wish","","","","22014065","0.2"
"104311","1","","22014","3","wac_birthday_talk_doya","","","","22014066","0.2"
"vo_wac_22014","0","","22014","21","vo_wac_22014_001","0","","","22014067",""
"104311","10","0.5","22014","11","我らがギルドマスターの誕生日だ。\n派手に奮発して、盛大に祝って\nやらないとな♪\nどんどん盛り上げていこうぜ！","1","0","1","22014068","0"
"0","","","22014","91","","","","","22014069",""
"104311","1","","22014","3","wac_birthday_idle_doya","","","","22014070","0.2"
"101711","1","","22014","3","wac_birthday_talk_kyapi","","","","22014071","0.2"
"vo_wac_22014","0","","22014","21","vo_wac_22014_002","0","","","22014072",""
"101711","10","0.5","22014","11","よーし、いっぱい踊るさー♪\nほらほら、カスミもこっち来て、\n一緒に踊りでお祝いしよーさー？","1","0","1","22014073","0"
"0","","","22014","91","","","","","22014074",""
"101711","1","","22014","3","wac_birthday_idle_kyapi","","","","22014075","0.2"
"101411","1","","22014","3","wac_birthday_talk_sad","","","","22014076","0.2"
"vo_wac_22014","0","","22014","21","vo_wac_22014_003","0","","","22014077",""
"101411","10","0.5","22014","11","ま、待ちたまえ！\n私は君たちみたいに乱暴な\n誕生日祝いをするつもりは……\nふ、振り回さないで～！？","1","0","1","22014078","0"
"0","","","22014","91","","","","","22014079",""
"101411","1","","22014","3","wac_birthday_idle_sad","","","","22014080","0.2"
"101011","1","","22014","3","wac_birthday_talk_smile","","","","22014081","0.2"
"vo_wac_22014","0","","22014","21","vo_wac_22014_004","0","","","22014082",""
"101011","10","0.5","22014","11","ふふっ、にぎやかで、楽しくて、\n最高の誕生日になりそうやね。\n王子はんも、お祝いに来てくれて\nありがとうな～♪","1","0","1","22014083","0"
"0","","","22014","91","","","","","22014084",""
"0","","","22014","22","","","","","22014085",""
"bgm_M321","","","22714","25","bgm_M321_2C","","","","22714001",""
"1","250","wac_birthday_idle_normal","22714","1","106611","-1000","0","-70","22714002","2"
"1","256","wac_birthday_homare_0929_idle_smile","22714","1","106711","230","1","-270","22714003","2"
"1","257","wac_birthday_idle_doya","22714","1","106511","410","1","-310","22714004","2"
"106611","","","22714","13","300","","","","22714005",""
"106711","","","22714","13","300","","","","22714006",""
"106511","","","22714","13","300","","","","22714007",""
"600","0","","22714","31","600","0","","1","22714008","1"
"602","0","","22714","31","602","0","","1","22714009","0"
"603","0","","22714","31","603","0","","1","22714010","0"
"604","30","","22714","31","604","60","","1","22714011","1"
"614","0","","22714","31","614","0","","1","22714012","1"
"700","0","","22714","31","700","0","","1","22714013","0"
"701","0","","22714","31","701","0","","1","22714014","0"
"702","0","","22714","31","702","0","","1","22714015","0"
"800","0","","22714","31","800","0","","1","22714016","0"
"937","30","","22714","31","937","60","","1","22714017","1"
"1","","","22714","93","","","","","22714018",""
"106511","0","","22714","3","wac_birthday_reaction_02","wac_birthday_reaction_03","0.2","1","22714019","0.2"
"0.1","","","22714","93","","","","","22714020",""
"106711","0","","22714","3","wac_birthday_homare_0929_reaction_01","wac_birthday_homare_0929_reaction_04","0.2","1","22714021","0.2"
"0.3","","","22714","93","","","","","22714022",""
"106611","1","","22714","3","wac_birthday_run_01","","","","22714023","0.2"
"106611","-70","","22714","2","0","3","","","22714024",""
"2.5","","","22714","93","","","","","22714025",""
"602","","","22714","32","1","","","","22714026",""
"0.6","","","22714","93","","","","","22714027",""
"600","","","22714","32","0","","","","22714028",""
"614","","","22714","32","0","","","","22714029",""
"604","","","22714","32","0","","","","22714030",""
"701","","","22714","32","1","","","","22714031",""
"937","0","","22714","33","0","0.01","","","22714032",""
"106611","0","","22714","3","wac_birthday_blowout_01","wac_birthday_wish_02","0.2","1","22714033","0.2"
"106611","-330","","22714","2","-200","0.01","","","22714034",""
"106711","1","","22714","3","wac_birthday_homare_0929_idle_smile","","","","22714035","0.2"
"106711","-320","","22714","2","180","0.01","","","22714036",""
"106511","1","","22714","3","wac_birthday_idle_doya","","","","22714037","0.2"
"106511","-340","","22714","2","320","0.01","","","22714038",""
"0","","","22714","93","","","","","22714039",""
"800","","","22714","32","1","","","","22714040",""
"0.7","","","22714","93","","","","","22714041",""
"702","","","22714","32","1","","","","22714042",""
"0.5","","","22714","93","","","","","22714043",""
"se_common","0","","22714","23","se_sys_login_birthday_blow_candle","","","","22714044",""
"701","","","22714","32","0","","","","22714045",""
"0.4","","","22714","93","","","","","22714046",""
"se_common","0","","22714","23","se_sys_login_birthday_cracker","","","","22714047",""
"700","","","22714","32","1","","","","22714048",""
"se_common","0","","22714","23","se_sys_login_birthday_calendar_applause","","","","22714049",""
"106711","0","","22714","3","wac_birthday_homare_0929_clap","wac_birthday_homare_0929_idle_smile","0.2","1","22714050","0.2"
"0.1","","","22714","93","","","","","22714051",""
"106511","0","","22714","3","wac_birthday_clap","wac_birthday_idle_doya","0.2","1","22714052","0.2"
"2","","","22714","93","","","","","22714053",""
"1","","","22714","131","","","","","22714054",""
"vo_wac_22714","0","","22714","21","vo_wac_22714_000","0","","","22714055",""
"106611","10","0.5","22714","11","年に一度のイノリ様の誕生日が\nきやがったですよ！\nファミリー総出で景気よく、これ以上\nないほど盛大にお祝いしやがれです！","1","0","1","22714056","0"
"0","","","22714","91","","","","","22714057",""
"106611","1","","22714","3","wac_birthday_idle_doya","","","","22714058","0.2"
"106711","1","","22714","3","wac_birthday_homare_0929_talk_smile","","","","22714059","0.2"
"vo_wac_22714","0","","22714","21","vo_wac_22714_001","0","","","22714060",""
"106711","10","0.5","22714","11","……イノリちゃん？\nみんなイノリちゃんのためにケーキを\n用意して集まってくれてるんだから、\nまずはなんて言うのが正しいのかな～？","1","0","1","22714061","0"
"0","","","22714","91","","","","","22714062",""
"106711","1","","22714","3","wac_birthday_homare_0929_idle_smile","","","","22714063","0.2"
"106611","1","","22714","3","wac_birthday_talk_sad","","","","22714064","0.2"
"vo_wac_22714","0","","22714","21","vo_wac_22714_002","0","","","22714065",""
