29ae7e904c8e75ff266586c72b5ed85bfb81f5e21855c8a923da80f1130c80d4,b1059bd1da78b0e25dd3b074a0384a76726956cc2d34f1e91d6707a9e5be99a4,c5c96a6731e7b2ced4a2c44e12f62097e0f3e7ef19c17666868da15adab7e06d,e7d38bea891bc6fa093cd914e88172d7b18c885da2f0bcd204898a17ed62c382,e662887d97883a9a5d96119c08ebfdb970c67156e69a2bcd780778aa4e7eab7b,4841a62efedba38d71c764b3df0b56099968f484de50809dfc478040027e456b,59d6deb73450e55e44caa829d81824fa4e287640a330eba3d1953608efa6e350,b39cea779d1317c8c8ff2e73fc047ac440850724bb3a0908930e9a0629f638de,5c1640f6bd53b0820a5507b8fd40301ab06bdbd7b8f8c6501f5de8fd9b2afc1e,ec302d7f366210c6f231cb3e03411010319bc1577341807e295cd161d679e196
"天命","0","1","2530005","0","0","天元","天心","0","天王"
"ねりもの","0","1","2530006","0","0","かまぼこ","ちくわぶ","0","はんぺん"
"ストークブラッド","0","1","2530009","0","0","ピジョンブラッド","カナリーブラッド","0","クレーンブラッド"
"イニシャルノート","0","1","2530010","0","0","トップノート","ボトムノート","0","テールノート"
"ハレーン","0","1","2530012","0","0","トレーン","クレーン","0","ブレーン"
"お漬物","0","1","2530013","0","0","お吸い物","ご飯","0","お刺身"
"バーナム効果","0","1","2530014","0","0","ピグマリオン効果","ダニング＝クルーガー効果","0","ツァイガルニク効果"
"PS値","0","1","2530016","0","0","PA値","PQ値","0","PK値"
"インフォームド・クライアント","0","1","2530018","0","0","インフォームド・コンセント","インフォームド・ラチェット","0","インフォームド・リタイア"
"湯の実","0","1","2530020","0","0","湯の花","湯の茎","0","湯の草"
"ワイパー","0","1","2530021","0","0","ボンネット","ハンドル","0","トランク"
"4九","0","1","2530022","0","0","5九","7九","0","6九"
"289","0","1","2530023","0","0","361","256","0","324"
"72枚","0","1","2530024","0","0","48枚","108枚","0","52枚"
"9月","0","1","2530025","0","0","11月","5月","0","1月"
"耳","0","1","2530028","0","0","舌","目","0","鼻"
"黒口","0","1","2530030","0","0","赤口","白口","0","青口"
"鱒尺","0","1","2530032","0","0","鯨尺","鯵尺","0","鮪尺"
"サマナー","0","1","2530033","0","0","ランナー","ガンナー","0","パタンナー"
"三和土","0","1","2530034","0","0","長押","上棟","0","欄間"
"オーバルカット","0","1","2530035","0","0","トリリアントカット","マーキーズカット","0","ブリリアントカット"
"白一色","0","1","2530036","0","0","緑一色","黒一色","0","赤一色"
"かり","0","1","2530037","0","0","けた","しき","0","はり"
"オパール","0","1","2530039","0","0","ダイヤモンド","タンザナイト","0","エメラルド"
"五星","0","1","2530041","0","0","五光","五花","0","五全"
"歯肉炎","0","1","2530042","0","0","虫歯","口内炎","0","歯槽膿漏"
"片棒","0","1","2530043","0","0","撞木","枕木","0","倒木"
"己運","0","1","2530044","0","0","自運","草書","0","臨書"
"態","0","1","2530046","0","0","能","羆","0","熊"
"amp","0","1","2530047","0","0","ppm","pmp","0","ppp"
"ガム","0","1","2530048","0","0","ウェハー","ワッフル","0","タルト"
"C5","0","1","2530049","0","0","C4","C2","0","C3"
"99","0","1","2530050","0","0","88","77","0","66"
"88","0","1","2530052","0","0","52","56","0","36"
"アルト","0","1","2530053","0","0","バリトン","メゾテノール","0","メゾバス"
"手ぬぐい","0","1","2530054","0","0","扇子","座布団","0","羽織"
"ゴーイン","0","1","2530056","0","0","タックイン","スローイン","0","チップイン"
"20人","0","1","2530058","0","0","10人","3人","0","100人"
"ミモザ暗号","0","1","2530059","0","0","シーザー暗号","カール暗号","0","アレキサンダー暗号"
"ベルモット","0","1","2530060","0","0","ベルベット","ペリドット","0","モルモット"
"ブーティー","0","1","2530061","0","0","ウェッジソール","ミュール","0","パンプス"
"朝がまた来て","0","1","2531001","0","0","朝に変わって","朝が来て","0","朝になって"
"太陽","0","1","2531002","0","0","陽射し","おひさま","0","光"
"ドリルモール","0","1","2531003","0","0","ラットン","エルダークラウド","0","ラフレシアマンドラゴラ"
"ミスティ","0","1","2531004","0","0","クリティカル","スパイラル","0","セオリー"
"アクリルスタンド","0","1","2531005","0","0","マグカップ","ラバーストラップ","0","ポーチ"
"ラック","0","1","2610002","0","0","ノック","キック","0","パック"
"フィーエルヤッペン","0","1","2610003","0","0","クリケット","ハイアライ","0","ペサパッロ"
"キャンパス","0","1","2610004","0","0","キャディー","キャラメル","0","ギャラリー"
"球拾い","0","1","2610005","0","0","地面の整備","審判","0","警備員"
"ガブリ","0","1","2610007","0","0","アタリ","ツカミ","0","ハズレ"
"魚尾","0","1","2610008","0","0","魚拓","魚群","0","魚影"
"スズメ","0","1","2610009","0","0","ハト","カラス","0","ツバメ"
"ヒット","0","1","2610010","0","0","ホーム","フロント","0","バック"
"10カウント","0","1","2610012","0","0","3カウント","7カウント","0","5カウント"
"笛","0","1","2610013","0","0","軍配","拍子木","0","扇子"
"3人","0","1","2610015","0","0","11人","5人","0","9人"
"ビンゴ","0","1","2610016","0","0","アウト","パンチ","0","ヒット"
"マレー","0","1","2610017","0","0","ボレー","カレー","0","アレー"
"3人","0","1","2610018","0","0","5人","9人","0","11人"
"レスト","0","1","2610019","0","0","タイムアウト","小休止","0","ブレイクタイム"
"野球","0","1","2610021","0","0","サッカー","バレーボール","0","バスケットボール"
"ボブスレー","0","1","2610023","0","0","カーリング","アイスホッケー","0","ボートレース"
"バスケットボール","0","1","2610025","0","0","アメリカンフットボール","サッカー","0","ラグビー"
"ジャングルジム","0","1","2610027","0","0","鉄棒","シーソー","0","ブランコ"
"わし跳び","0","1","2610029","0","0","はやぶさ跳び","とんび跳び","0","からす跳び"
"アマチュアレスリング","0","1","2610030","0","0","柔道","ボクシング","0","剣道"
"ビルディング","0","1","2610032","0","0","トンネル","ダム","0","ブリッジ"
"ちゃんこがおいしい","0","1","2610033","0","0","勝負に負ける","両者の実力が近い","0","試合に臨む"
"バスケットボール","0","1","2610034","0","0","野球","サッカー","0","ゴルフ"
"エプロンタイム","0","1","2610035","0","0","ラップタイム","テーブルクロスタイム","0","アルミホイルタイム"
"1位","0","1","2610036","0","0","3位","4位","0","2位"
"平泳ぎ","0","1","2610037","0","0","背泳ぎ","クロール","0","バタフライ"
"バレーボール","0","1","2610039","0","0","ゴルフ","バスケットボール","0","サッカー"
"三塁手","0","1","2610040","0","0","本塁手","二塁手","0","一塁手"
"アウト","0","1","2610041","0","0","ガター","ファウル","0","バンカー"
"コッヘル","0","1","2610042","0","0","ピッケル","マッスル","0","リットル"
"外野手","0","1","2610043","0","0","捕手","内野手","0","投手"
"ジュー","0","1","2610044","0","0","キュー","ナナ","0","ハチ"
"オーライ","0","1","2610046","0","0","トライ","フライ","0","スライ"
"サービスボール","0","1","2610047","0","0","サービスエース","サービスアタック","0","サービスショット"
"頭突き","0","1","2610048","0","0","面","小手","0","胴"
"バケツ","0","1","2610050","0","0","たすき","タオル","0","コップ"
"オベリスク","0","1","2610051","0","0","ポール","ポスト","0","ポーク"
"ワンストップ","0","1","2610052","0","0","ドクターストップ","バスストップ","0","ミスターストップ"
"ブラウン","0","1","2610053","0","0","グリーン","ブルー","0","レッド"
"コーナーキック","0","1","2610054","0","0","ノーサイド","レッドカード","0","オフサイド"
"ブロック","0","1","2610055","0","0","レシーブ","アタック","0","スパイク"
"テニス","0","1","2610057","0","0","野球","卓球","0","バスケットボール"
"ゼロドリブル","0","1","2610058","0","0","ダブルドリブル","トリプルドリブル","0","シングルドリブル"
"サッカー","0","1","2610059","0","0","ラグビー","バスケットボール","0","ソフトボール"
"ユイ（ニューイヤー）","0","1","2611001","0","0","ツムギ（サマー）","タマキ（作業服）","0","リマ（シンデレラ）"
"クウカ（ノワール）","0","1","2611002","0","0","シオリ（マジカル）","カスミ（マジカル）","0","イオ（ノワール）"
"ガッツ","0","1","2611003","0","0","パワー","スタミナ","0","スピード"
"マダムエレクトラ","0","1","2611004","0","0","エルダータイラント","アンチビースト","0","ジェネラルホーン"
"EXスキル","0","1","2611005","0","0","ユニオンバースト","位置付け","0","スキル1"
"4本","0","1","2620002","0","0","3本","2本","0","1本"
"ハイパーモーグル","0","1","2620003","0","0","スーパー大回転","ウルトラ滑降","0","スペシャルジャンプ"
"ネバネバしている","0","1","2620005","0","0","デコボコしている","トゲトゲしている","0","ツルツルしている"
"4球","0","1","2620006","0","0","5球","6球","0","7球"
"卓球","0","1","2620007","0","0","ボウリング","ダーツ","0","ビリヤード"
"マスト","0","1","2620008","0","0","ピスト","ラスト","0","リスト"
"スプロール","0","1","2620010","0","0","ベリーロール","スチロール","0","マッチロール"
"60秒","0","1","2620011","0","0","20秒","5秒","0","10秒"
"バタフライ","0","1","2620012","0","0","自由形","背泳ぎ","0","平泳ぎ"
"355センチ","0","1","2620013","0","0","305センチ","255センチ","0","205センチ"
"6枚","0","1","2620014","0","0","4枚","3枚","0","2枚"
"6個","0","1","2620015","0","0","8個","7個","0","10個"
"ウイング","0","1","2620016","0","0","ボランチ","スイーパー","0","リベロ"
"45分","0","1","2620017","0","0","20分","30分","0","15分"
"手の甲","0","1","2620018","0","0","手のひら","小指","0","親指"
"まぐろ折り","0","1","2620022","0","0","さば折り","さけ折り","0","あじ折り"
"契約権確定","0","1","2620024","0","0","交渉権確定","指名権確定","0","選択権確定"
"スパッタリング","0","1","2620025","0","0","カーリング","イカリング","0","ボーリング"
"オールスター戦","0","1","2620026","0","0","オープン戦","イベント戦","0","クローズ戦"
"タッチラップ","0","1","2620028","0","0","タッチアップ","タッチラン","0","タッチアウト"
"捕手","0","1","2620029","0","0","先発投手","1番打者","0","4番打者"
"23回","0","1","2620030","0","0","21回","22回","0","20回"
"クリケット","0","1","2620031","0","0","アイスホッケー","ラクロス","0","ポロ"
"お湯","0","1","2620032","0","0","アーチ","ブリッジ","0","サークル"
"ダブルボギー","0","1","2620033","0","0","イーグル","ボギー","0","バーディ"
"ピーリング","0","1","2620034","0","0","パドリング","ラフティング","0","リフティング"
"6点","0","1","2620035","0","0","9点","8点","0","12点"
"110台","0","1","2620036","0","0","10台","50台","0","30台"
"2個","0","1","2620038","0","0","決まっていない","1個","0","0個"
"肩ぐるま","0","1","2620040","0","0","肩すかし","肩落とし","0","肩たたき"
"フェイスオフボックス","0","1","2620041","0","0","ペナルティボックス","ファールボックス","0","ダメージボックス"
"マタドール","0","1","2620042","0","0","ロデオ","サンボ","0","闘牛"
"インターセプト","0","1","2620044","0","0","リバウンド","スティール","0","スクリーン"
"タイガーショット","0","1","2620045","0","0","ブレイクショット","スナップショット","0","オープンショット"
"スープレックス","0","1","2620046","0","0","スプリット","スリップオン","0","ストリップ"
"走高跳","0","1","2620048","0","0","走幅跳","三段跳","0","棒高跳"
"駅伝","0","1","2620049","0","0","短距離走","長距離走","0","中距離走"
"ディスコ","0","1","2620050","0","0","スキップ","ワルツ","0","ダンス"
"駆け足跳び","0","1","2620051","0","0","交差跳び","二重跳び","0","綾跳び"
"4.2195km","0","1","2620054","0","0","42.195km","4219.5km","0","421.95km"
"フライ","0","1","2620057","0","0","ファール","バント","0","ホームラン"
"バンカー","0","1","2620058","0","0","ホールインワン","池ポチャ","0","最優秀ゴルファー"
"逆転技","0","1","2620059","0","0","捨て身技","一か八か技","0","ダメ元技"
"リハーサルマッチ","0","1","2620060","0","0","テストマッチ","プレマッチ","0","チャレンジマッチ"
"卓球","0","1","2620061","0","0","ビリヤード","ボウリング","0","ダーツ"
"なぞなぞ","0","1","2621001","0","0","ラップバトル","じゃんけん","0","しりとり"
"エレベーション","0","1","2621002","0","0","インジェクション","デストラクション","0","オーバーレイ"
"テンタパス","0","1","2621003","0","0","グレートトゥンヌス","島クジラ","0","ネプテリオン"
"デュアリティアヴァロン","0","1","2621004","0","0","アルティマスアヴァロン","ブルートゥスアヴァロン","0","ナンバーズアヴァロン"
"オーロラ・サンクチュアリ","0","1","2621005","0","0","ディバインレイン","アビスエンドバースト","0","超全力全開☆プリンセスストライク"
"アウト","0","1","2630001","0","0","二塁打","本塁打","0","ファウル"
"100センチメートル","0","1","2630002","0","0","70センチメートル","90センチメートル","0","80センチメートル"
"シシャ","0","1","2630004","0","0","ラシャ","バシャ","0","ムシャ"
"テンプル","0","1","2630006","0","0","クリンチ","キドニー","0","アッパー"
"安く作れるため","0","1","2630007","0","0","盗まれないように","気合が入るため","0","足の動きを際立たせるため"
"狙外","0","1","2630008","0","0","外道","本命外","0","外魚"
"むがけ","0","1","2630009","0","0","ゆがけ","よがけ","0","やがけ"
"シャペウ","0","1","2630010","0","0","ラボーナ","ティキタカ","0","エラシコ"
"黒","0","1","2630011","0","0","黄","赤","0","青"
"18階級","0","1","2630012","0","0","17階級","16階級","0","15階級"
"メガネフレーム","0","1","2630013","0","0","オープンフレーム","ロストフレーム","0","クローズフレーム"
"20枚","0","1","2630014","0","0","16枚","8枚","0","12枚"
"60mm","0","1","2630015","0","0","40mm","50mm","0","30mm"
"75cm","0","1","2630016","0","0","45cm","60cm","0","30cm"
"38.72メートル","0","1","2630017","0","0","23.72メートル","31.72メートル","0","15.72メートル"
"白と黒","0","1","2630019","0","0","赤と白","赤と黒","0","赤と青"
"チャント","0","1","2630021","0","0","キャント","チュート","0","シャウト"
"リペリング","0","1","2630022","0","0","ビバーク","トレッキング","0","グリセード"
"7人","0","1","2630025","0","0","9人","10人","0","8人"
"ペナルティーキック","0","1","2630026","0","0","スローイン","ゴールキック","0","コーナーキック"
"控え力士","0","1","2630027","0","0","横綱","お客さん","0","行事"
"アウトショア","0","1","2630028","0","0","オフショア","インショア","0","オンショア"
"バスサー","0","1","2630029","0","0","バスター","バスカー","0","バスラー"
"茶","0","1","2630030","0","0","赤","黒","0","白"
"平均台","0","1","2630031","0","0","段違い平行棒","床","0","跳馬"
"手取り","0","1","2630035","0","0","乱取り","舵取り","0","面取り"
"嫁入り","0","1","2630037","0","0","水入り","肝入り","0","中入り"
"70cm","0","1","2630038","0","0","10cm","50cm","0","30cm"
"3kg","0","1","2630040","0","0","20kg","10kg","0","5kg"
"水球","0","1","2630043","0","0","バスケットボール","ハンドボール","0","サッカー"
"3人","0","1","2630044","0","0","4人","5人","0","8人"
"スローボール","0","1","2630045","0","0","ロフトボール","ポートボール","0","ロストボール"
"セカンド","0","1","2630046","0","0","サード","ショ―ト","0","ファースト"
"テール","0","1","2630048","0","0","ノーズ","ボトム","0","デッキ"
"はなこ戦","0","1","2630049","0","0","ともえ戦","あかね戦","0","まりえ戦"
"ハッキング","0","1","2630051","0","0","バンキング","シンキング","0","ビンキング"
"マスショット","0","1","2630052","0","0","キスショット","パスショット","0","ミスショット"
"10点","0","1","2630053","0","0","5点","2点","0","1点"
"レッグブロー","0","1","2630054","0","0","ローブロー","ダウンブロー","0","アンダーロー"
"ミルン","0","1","2630055","0","0","ケルン","ベルン","0","カラン"
"ボード","0","1","2630056","0","0","ブーム","ジョイント","0","セール"
"バスケットボール","0","1","2630058","0","0","ラグビー","バレーボール","0","サッカー"
"ボブスレー","0","1","2630059","0","0","スケルトン","バイアスロン","0","リュージュ"
"Dカード","0","1","2630060","0","0","Cカード","Bカード","0","Aカード"
"バゲット","0","1","2630061","0","0","ポケット","ソケット","0","ナゲット"
"ダイヤモンドファング","0","1","2631001","0","0","ブラストファング","バーストファング","0","フロストファング"
"激波の拳","0","1","2631002","0","0","海神の杖","雷撃の槍","0","嵐撃の槍"
"ドラゴンズウィング","0","1","2631003","0","0","ドラゴンズテイル","ドラゴンズシザー","0","ドラゴンズデッドボール"
"ビーチベースボール","0","1","2631004","0","0","ボートレース","ビーチフラッグ","0","ビーチボール"
"七海覇者晦冥喝破之装","0","1","2631005","0","0","七界覇王晦冥喝破之装","大海帝王晦冥喝破之装","0","七界究極晦冥喝破之装"
