b1c0257d5e46dc550e5315b549c6a642678a73ac1144cab5d1936aa6377374d0,ac2cfe4cb5ffbb3df56a59f23f55e1aae20bf4d18bd80bc4073b01fdd3f045c6,a31e5816c7e56263d40199155739bc033db693b81c751f6f81d258d0644187ce,1f9cb530b5e2679ae3ae3e4fa17151ff1cad82839bb6f3c213541ba9d71b8ca9,75aa26205b29bde4bc755af78729d564e9a2ded11928dd5f3605ce7b3ee80090,00ed846d959f1cd5b9c419ee665af85851a72794ce67fe14093712d3cb87e285,b1b6f92f5985dd6fb2a54a410b335b7301d9818db32060d19b8a9c07eecb0bde,d51c13e14466e624eb0e713c936919535aef93febf23be82b42b9dca4e3532cd,c262b12d9a3f9af700457890ef00bf5e23bbec165e5cf3b2248956a67e88bd44,7faae1aa6e1c1948e24dc50e57d636b684a002d5b6b98dcfac26d21cc833336b,64103662522e9421fa0154307cba58e0532fcc95a2724f074fb342dba2f34e25,3b0dd9935a3e313f7a5fbf242bf5a5079cbd57307df76e106388b5166155de98,8b751937d5a012038df2eacf34c32aa560cf04a17e36560e0eeeb20e42b61aad,b81e3cb8ce3e7eb5186e5b4ecdf184ee4a4f95bafd40748598df8bde3f582f96,f50655e82840744eb27239251e05da939c8ee7bdfd7ccb4e414ad0aa0aec7b66,8b48483bdf9d5bb7fd2a07e31a7a34cd40ec9c5686b5764b2bf7f142e0e68474,76b35b318efed3edc190f1410f3f4452d0435cd641253f30507d35ad1f6dc187,cdfdf4821bcc58ec50f4bb77035b82c99be3aeb2725923d90cffe4b547309aa4,a0330f2933ca0da0c45304090057bc5a1ba63357cf8b5eb5f4ca55ba8edb5e4d,dec345fdcce157cd884c76efdc3a00c1c29f023cfd2046d64d20c74b050c63bf,335c5fc67fc6f109d9a0a09b7ccf4b55b051c44663079f3a7d8b8384ecf1457a,3a20712c29ea0a7512f7b7729e5c010f840a474a216375abc5b0b42738b2dc1b
"10800101","bgm_M64","101201","0.85","0","1","1.35","10","101201","1","1","1080","210","0","1","-30","1.1","-470","100","1","0","0"
"10800102","bgm_M64","101201","0.65","-5","1","1","10","101201","1","1","1080","200","0","2","-30","0.8","-250","200","2","0","-120"
"10800103","bgm_M64","101201","0.6","0","1","1.2","10","101201","1","1","1080","200","0","3","-30","0.8","-5","100","3","-15","70"
"10800104","bgm_M64","101201","0.7","-15","1","1","0","101201","1","1","1080","200","10","4","-30","0.9","190","100","4","0","-110"
"10800105","bgm_M55","101202","1","-45","1","1.45","10","101202","1","1","1080","250","-50","5","-30","1","475","100","5","-20","-30"
"10810101","bgm_M64","101291","0.575","-30","1","1","10","101291","1","1","1081","210","-25","1","-30","0.9","-480","170","1","0","-100"
"10810102","bgm_M64","101291","0.7","-30","1","1","0","101291","1","1","1081","240","-30","2","-30","0.8","-230","250","2","0","-10"
"10810103","bgm_M64","101291","0.75","-10","1","1.2","5","101291","1","1","1081","200","0","3","-30","1","-10","100","3","-15","-110"
"10810104","bgm_M64","101291","0.8","-50","1","1.3","-20","101291","1","1","1081","200","-50","4","-30","1","200","300","4","-10","55"
"10810105","bgm_M55","101292","1.1","30","1","1.45","30","101292","1","1","1081","230","15","5","-30","1","490","100","5","-20","-15"
"10820101","bgm_M64","101301","0.8","0","1","1.45","10","101301","1","1","1082","210","20","1","-30","1.1","-470","100","1","0","0"
"10820102","bgm_M64","101301","0.75","0","1","1.2","10","101301","1","1","1082","200","0","2","-30","1.1","-270","100","2","0","-120"
"10820103","bgm_M64","101301","1.55","-10","1","2.3","0","101301","1","1","1082","200","0","3","-30","2.2","0","100","3","-15","65"
"10820104","bgm_M64","101301","0.7","0","1","1","0","101301","1","1","1082","200","0","4","-30","0.7","200","100","4","0","-120"
"10820105","bgm_M55","101302","1","-30","1","1.2","10","101302","1","1","1082","270","-15","5","-30","1.1","470","100","5","-20","-55"
"10830101","bgm_M64","101441","0.575","-30","1","1","10","101441","1","1","1083","210","-25","1","-30","0.9","-450","170","1","0","0"
"10830102","bgm_M64","101441","0.75","0","1","1.2","0","101441","1","1","1083","240","0","2","-30","1.1","-250","100","2","0","-90"
"10830103","bgm_M64","101441","0.85","-10","1","1.4","0","101441","1","1","1083","200","-30","3","-30","1","-25","200","3","-15","60"
"10830104","bgm_M64","101441","0.75","0","1","1.2","0","101441","1","1","1083","200","-30","4","-30","1","220","100","4","0","-70"
"10830105","bgm_M55","101442","0.95","-30","1","1.2","10","101442","1","1","1083","230","-35","5","-30","1.1","470","100","5","-20","-70"
"10840101","bgm_M64","101451","0.85","0","1","1.35","10","101451","1","1","1084","210","0","1","-30","1.1","-470","100","1","0","-50"
"10840102","bgm_M64","101451","1","10","1","1.35","0","101451","1","1","1084","240","10","2","-30","1.1","-250","200","2","0","40"
"10840103","bgm_M64","101451","0.75","-10","1","1.2","0","101451","1","1","1084","200","0","3","-30","1.1","0","100","3","-15","-110"
"10840104","bgm_M64","101451","0.6","-30","1","0.8","-25","101451","1","1","1084","200","-30","4","-30","0.6","210","300","4","0","30"
"10840105","bgm_M55","101452","1.25","-50","1","1.55","0","101452","1.2","1","1084","290","-35","5","-30","1.4","510","100","5","0","-70"
"10850101","bgm_M64","101561","0.6","-30","1","0.8","10","101561","1","1","1085","210","0","1","-30","0.7","-480","250","1","0","-50"
"10850102","bgm_M64","101561","0.9","0","1","1.5","10","101561","1","1","1085","200","10","2","-30","1.4","-250","100","2","0","-120"
"10850103","bgm_M64","101561","0.65","-10","1","1.1","5","101561","1","1","1085","200","0","3","-30","1","-10","100","3","-5","65"
"10850104","bgm_M64","101561","0.65","0","1","1.1","0","101561","1","1","1085","200","0","4","-30","1","190","100","4","0","-110"
"10850105","bgm_M55","101562","1.25","-50","1","1.55","0","101562","1.4","1","1085","290","-60","5","-30","1.35","460","400","5","0","-70"
"10860101","bgm_M64","101001","0.575","-30","1","1","10","101001","1","1","1086","210","-25","1","-30","0.9","-480","170","1","0","-100"
"10860102","bgm_M64","101001","0.7","-30","1","1","0","101001","1","1","1086","240","-30","2","-30","0.8","-250","250","2","0","-10"
"10860103","bgm_M64","101001","0.95","-10","1","1.4","0","101001","1","1","1086","200","-30","3","-30","1","-10","100","3","-15","-120"
"10860104","bgm_M64","101001","0.72","-30","1","1.2","0","101001","1","1","1086","200","0","4","-30","1","210","150","4","0","40"
"10860105","bgm_M55","101011","1.2","0","1","1.3","0","101011","1.2","1","1086","250","0","5","-30","1","480","200","5","0","-40"
"10870101","bgm_M64","101021","0.575","-30","1","1","10","101021","1","1","1087","210","-25","1","-30","0.9","-450","170","1","0","0"
"10870102","bgm_M64","101021","0.65","-5","1","1","10","101021","1","1","1087","200","0","2","-30","0.8","-250","200","2","0","-120"
"10870103","bgm_M64","101021","0.6","-10","1","0.9","5","101021","1","1","1087","200","0","3","-30","0.8","-10","100","3","-5","65"
"10870104","bgm_M64","101021","0.7","0","1","1","0","101021","1","1","1087","200","-25","4","-30","0.85","200","100","4","0","-100"
"10870105","bgm_M55","101031","1.4","0","1","1.8","0","101031","1","1","1087","220","0","5","-30","1.6","470","200","5","0","0"
"10880101","bgm_M64","101041","0.85","0","1","1.45","10","101041","1","1","1088","210","20","1","-30","1.1","-470","100","1","0","-100"
"10880102","bgm_M64","101041","0.85","0","1","1.45","10","101041","1","1","1088","200","0","2","-30","1.1","-220","100","2","0","30"
"10880103","bgm_M64","101041","0.75","-10","1","1.3","0","101041","1","1","1088","200","-30","3","-30","1.1","-10","100","3","-15","-120"
"10880104","bgm_M64","101041","0.85","-20","1","1.4","0","101041","1","1","1088","200","-30","4","-30","1.1","200","100","4","0","40"
"10880105","bgm_M55","101042","1.1","0","1","1.8","0","101042","1","1.3","1088","210","-50","5","-30","1.35","450","150","5","0","-55"
"10890101","bgm_M64","101161","0.85","0","1","1.35","10","101161","1","1","1089","210","0","1","-30","1.1","-470","100","1","0","-10"
"10890102","bgm_M64","101161","0.7","-30","1","1","0","101161","1","1","1089","240","-30","2","-30","0.8","-250","250","2","0","-110"
"10890103","bgm_M64","101161","0.75","-10","1","1.2","5","101161","1","1","1089","200","0","3","-30","1","-10","100","3","-15","50"
"10890104","bgm_M64","101161","1","0","1","1.5","0","101161","1","1","1089","200","0","4","-30","1","210","200","4","0","-90"
"10890105","bgm_M55","101162","0.9","-45","1","1.15","-10","101162","1","1.3","1089","280","-50","5","-30","1","485","270","5","-40","-70"
"10900101","bgm_M64","101171","0.575","-30","1","1","10","101171","1","1","1090","210","-25","1","-30","0.9","-450","170","1","0","-90"
"10900102","bgm_M64","101171","0.75","0","1","1.2","0","101171","1","1","1090","240","0","2","-30","1.1","-230","100","2","0","10"
"10900103","bgm_M64","101171","0.9","-10","1","1.4","0","101171","1","1","1090","200","-30","3","-30","1","15","100","3","-15","-120"
"10900104","bgm_M64","101171","0.8","-50","1","1.3","0","101171","1","1","1090","200","-60","4","-30","1","200","300","4","0","40"
"10900105","bgm_M55","101172","1","0","1","1.45","10","101172","1","1","1090","250","-50","5","-30","1","475","200","5","-20","-30"
"10910101","bgm_M64","101191","0.575","-30","1","1","10","101191","1","1","1091","210","-25","1","-30","0.9","-480","170","1","0","0"
"10910102","bgm_M64","101191","0.9","0","1","1.5","10","101191","1","1","1091","200","10","2","-30","1.4","-250","100","2","0","-120"
"10910103","bgm_M64","101191","0.8","-10","1","1.1","0","101191","1","1","1091","200","0","3","-30","1","-10","100","3","-15","65"
"10910104","bgm_M64","101191","0.7","0","1","1","0","101191","1","1","1091","200","0","4","-30","0.7","200","100","4","0","-120"
"10910105","bgm_M55","101192","1.1","-45","1","1.3","-10","101192","1.2","1","1091","280","-50","5","-30","1","485","200","5","0","-70"
"10920101","bgm_M64","101201","0.85","0","1","1.45","10","101201","1","1","1092","210","20","1","-30","1.1","-470","100","1","0","-100"
"10920102","bgm_M64","101201","0.65","-5","1","1","10","101201","1","1","1092","200","0","2","-30","0.8","-250","200","2","0","-120"
"10920103","bgm_M64","101201","0.8","-10","1","1.15","0","101201","1","1","1092","200","0","3","-30","1.1","0","100","3","-10","-65"
"10920104","bgm_M64","101201","0.7","-15","1","1","0","101201","1","1","1092","200","10","4","-30","0.9","190","100","4","0","-110"
"10920105","bgm_M55","101202","1","-45","1","1.45","10","101202","1","1","1092","250","-50","5","-30","1","475","100","5","-20","-30"
"10930101","bgm_M64","101291","0.6","-30","1","0.8","10","101291","1","1","1093","210","0","1","-30","0.7","-480","250","1","0","-30"
"10930102","bgm_M64","101291","0.9","10","1","1.35","0","101291","1","1","1093","240","10","2","-30","1.1","-250","200","2","0","-110"
"10930103","bgm_M64","101291","0.6","-60","1","0.9","0","101291","1.4","1","1093","200","-50","3","-30","0.55","-10","150","3","-13","0"
"10930104","bgm_M64","101291","1","0","1","1.4","0","101291","1","1","1093","200","0","4","-30","1","200","100","4","0","-120"
"10930105","bgm_M55","101292","1.1","30","1","1.45","30","101292","1","1","1093","230","15","5","-30","1","490","100","5","-20","20"
"10940101","bgm_M64","101301","0.575","-30","1","1","10","101301","1","1","1094","210","-25","1","-30","0.9","-480","170","1","0","0"
"10940102","bgm_M64","101301","0.85","0","1","1.45","10","101301","1","1","1094","200","0","2","-30","1.1","-220","100","2","0","-110"
"10940103","bgm_M64","101301","0.65","-10","1","1","0","101301","1","1","1094","200","-20","3","-30","0.7","10","100","3","-15","55"
"10940104","bgm_M64","101301","0.9","0","1","1.5","0","101301","1","1","1094","200","-30","4","-30","1","200","100","4","0","-110"
"10940105","bgm_M55","101302","1","-30","1","1.2","10","101302","1","1","1094","270","-15","5","-30","1.1","470","100","5","-20","-50"
"10950101","bgm_M64","101441","0.85","0","1","1.35","10","101441","1","1","1095","210","0","1","-30","1.1","-470","100","1","0","30"
"10950102","bgm_M64","101441","0.7","-30","1","1","0","101441","1","1","1095","240","-30","2","-30","0.8","-250","250","2","0","-120"
"10950103","bgm_M64","101441","0.95","-10","1","1.4","0","101441","1","1","1095","200","-30","3","-30","1","20","100","3","-15","30"
"10950104","bgm_M64","101441","0.72","-30","1","1.2","0","101441","1","1","1095","200","0","4","-30","1","210","150","4","0","-110"
"10950105","bgm_M55","101442","0.95","-30","1","1.2","10","101442","1","1","1095","230","-35","5","-30","1.1","470","100","5","-20","-20"
"10960101","bgm_M64","101451","0.575","-30","1","1","10","101451","1","1","1096","210","-25","1","-30","0.9","-450","170","1","0","-90"
"10960102","bgm_M64","101451","0.75","0","1","1.2","0","101451","1","1","1096","240","0","2","-30","1.1","-230","100","2","0","10"
"10960103","bgm_M64","101451","0.9","0","1","1.2","0","101451","1","1","1096","200","0","3","-30","1","0","100","3","0","-110"
"10960104","bgm_M64","101451","0.7","0","1","1","0","101451","1","1","1096","200","-25","4","-30","0.85","200","100","4","0","20"
"10960105","bgm_M55","101452","1.25","-50","1","1.55","0","101452","1.2","1","1096","290","-35","5","-30","1.4","510","100","5","0","-70"
"10970101","bgm_M64","101561","0.6","-30","1","0.8","10","101561","1","1","1097","210","0","1","-30","0.7","-480","250","1","0","-30"
"10970102","bgm_M64","101561","0.65","-5","1","1","10","101561","1","1","1097","200","0","2","-30","0.8","-250","200","2","0","-120"
"10970103","bgm_M64","101561","0.75","-10","1","1.2","0","101561","1","1","1097","200","0","3","-30","1.1","0","100","3","-15","30"
"10970104","bgm_M64","101561","0.65","0","1","1.1","0","101561","1","1","1097","200","0","4","-30","1","190","100","4","0","-110"
"10970105","bgm_M55","101562","1.25","-50","1","1.55","0","101562","1.4","1","1097","290","-60","5","-30","1.35","460","400","5","0","-70"
