d98df469d77a2ae4bb295f13e2579dbbc4a51a691788bf39ba6e5455883d22a7,bd9c8acf152193e7b8a27a15ed499c350a7324d53188d31975b84264b100592e,dcfbb93211a888f100d2549be64640efaa88ac03a10cfdad7f4f7b304e4ba0af,17c327117043b4df26a8bd7c8aff48fb518274a3351e44fcfe5459d71401cb55,3898e90078ce8037b09dced558691f4b891ca76ee032c916eae3a6b5c2f26380,4d8c8ff92d2ba4271d3f839ae77cc01e322b9b4c7703d9ae00bef9c2b39667a9,c9084b9459f5e23c60154603232cad1647e7ec4749d7a1cb008916eb8ae48ec4,ce8676148d31d309870baa096a4a1121f16b9ea0b0731a7a0f574c6db6b1bc17,3982931f659928e652dc036a2622bb7b1a5d258c2efc2513bbe39e0980879b2b,8399f2fb0fa6e0cfb87e2e5af5381387753f82df35fff1d77ae705d502498722,c8a2bbe30ec718bcef570c1e0c7cf454b4754e95e31a921b7906e8ae638e7fb3,ba54e9ec150fe85580cc1a20c46b4c21bd5fbad56c8f1fc2eb23cbc7665dba10,118938e947957b3367868d6689117d54d5adc59d785c99c0aef48fbbe8a48d2d,eb2a1c857f6d1931b791ef692a2add07bb7f947d5c3ef211f4d456e17f7e6cf4,2fbb9bc14c84ac44a688ca28b6326b307a92449641e03ef04d99578f835f6d21,36ed123888bf7291ca3653c783d6eb8791111b8b0e4920170c18c669013a7103,a0d76e6f37ec5255d11a2a57ef0be3183b576fcfdd510bdcd85bc1ad2b460c11,c883bee899b2874a950ee6c56fe5f4258d68cdcc25306aef983c1cb9df7f466b,5e2ade782bf6d1bff8975be48f9cc72eca97d7e3de0608a96c15938652a5ba54,2c71f015b95d56704298aac20c7b927a5183f4a294747cc30fe7f442e6cfd956,7e47a94b8ff739eae73b06ce627b5bdfd330f6468c693ad147a4addd8b25c476
"1","1","3.2","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","2160","40","2","0","魔法ダメージ+{0}","0","3","0","40","133700103","1"
"1","2","18","3","魔法攻撃力を{0}アップさせるフィールドを展開する","1","0","350","0","0","2160","20","30","1","魔法攻撃力アップ+{0}","0","7","3","20","133700104","38"
"1","2","18","3","水属性の味方の魔法攻撃力を{0}アップ、ＴＰ上昇を15アップさせるフィールドを展開する","1","2","350","0","0","2160","20","30","1","魔法攻撃力アップ+{0}","0","7","3","20","133700105","38"
"1","2","18","3","","1","2","350","0","0","2160","15","80","1","","0","7","3","0","133700106","38"
"1","1","1","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","2160","12.5","2","0","魔法ダメージ+{0}","0","3","0","12.5","133700201","1"
"1","1","0.1","1","敵単体の魔法防御力を{0}ダウン","1","0","0","12","0","2160","1","41","0","魔法防御力ダウン+{0}","0","3","0","0.1","133700202","10"
"1","1","1.2","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","2160","15","2","0","魔法ダメージ+{0}","0","3","0","15","133700203","1"
"1","1","0.12","1","敵単体の魔法防御力を{0}ダウン","1","0","0","12","0","2160","1","41","0","魔法防御力ダウン+{0}","0","3","0","0.12","133700204","10"
"1","1","1.4","1","敵単体に{0}の魔法ダメージ","1","0","0","0","0","2160","17.5","2","0","魔法ダメージ+{0}","0","3","0","17.5","133700205","1"
"1","1","0.14","1","敵単体の魔法防御力を{0}ダウン","1","0","0","12","0","2160","1","41","0","魔法防御力ダウン+{0}","0","3","0","0.14","133700206","10"
"0","0","0","0","","1","0","0","0","0","0","1","133700104","133700302","","0","0","133700305","2","133700301","53"
"1","2","60","3","フィールド展開中、自分の魔法攻撃力を{0}アップ","1","0","0","18","0","2160","1","30","0","魔法攻撃力アップ+{0}","0","7","0","60","133700302","10"
"1","2","0","3","フィールド展開中、自分の魔法攻撃クリティカル時のダメージを{0}％アップ","1","0","0","18","0","2160","1","120","0","","0","7","0","18","133700303","10"
"1","2","0","3","フィールド展開中、自分のＴＰを{0}回復","1","0","0","0","0","2160","250","1","0","","0","7","0","0","133700304","16"
"1","2","30","3","自分の魔法攻撃力を{0}アップ","1","0","0","18","0","2160","1","30","0","魔法攻撃力アップ+{0}","0","7","0","30","133700305","10"
"1","2","0","3","自分の魔法攻撃クリティカル時のダメージを{0}％アップ","1","0","0","18","0","2160","1","120","0","","0","7","0","9","133700306","10"
"1","2","0","3","自分のＴＰを{0}回復","1","0","0","0","0","2160","125","1","0","","0","7","0","0","133700307","16"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","133750101","90"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","240","133751101","90"
"1","1","0","1","","1","0","0","0","0","2160","0","1","0","","0","3","0","0","133800101","7"
"99","1","2.4","2","範囲内の敵に{0}の魔法ダメージ","1","0","0","0","0","600","30","2","0","魔法ダメージ+{0}","0","3","0","30","133800102","1"
"99","1","0.35","2","範囲内の敵の魔法防御力を{0}ダウン","1","0","0","18","0","600","1","41","1","魔法防御力ダウン+{0}","0","3","0","0.35","133800103","10"
"99","1","0","2","範囲内の敵の被クリダメを{0}％アップ","1","0","0","18","0","600","1","141","1","","0","3","0","7","133800104","10"
"99","2","433801","3","","1","0","0","0","0","2160","0","720","133800106","","0","3","0","1","133800105","28"
"1","2","0","3","","1","0","0","0","0","2160","8","133800102","1","","0","23","0","2.4","133800106","26"
"99","2","433801","3","","1","0","0","0","0","2160","0","720","133800108","","0","3","0","1","133800107","28"
"99","1","0.35","3","グレゴールがいる場合、敵全体の魔法防御力を{0}ダウン","1","0","0","18","0","2160","1","41","1","魔法防御力ダウン+{0}","0","3","0","0.35","133800108","10"
"1","1","0","1","","1","0","0","0","0","2160","0","1","0","","0","3","0","0","133800201","7"
"99","1","1.2","2","範囲内の敵に{0}の魔法ダメージ","1","0","0","0","0","600","15","2","0","魔法ダメージ+{0}","0","3","0","15","133800202","1"
"99","1","0.15","2","範囲内の敵の魔法防御力を{0}ダウン","1","0","0","12","0","600","1","41","1","魔法防御力ダウン+{0}","0","3","0","0.15","133800203","10"
"99","1","20","2","範囲内の敵の物理攻撃力を{0}ダウン","1","0","0","12","0","600","1","11","1","物理攻撃力ダウン+{0}","0","3","0","20","133800204","10"
"99","1","20","2","範囲内の敵の魔法攻撃力を{0}ダウン","1","0","0","12","0","600","1","31","1","魔法攻撃力ダウン+{0}","0","3","0","20","133800205","10"
"99","2","433801","3","","1","0","0","0","0","2160","0","720","133800207","","0","3","0","1","133800206","28"
"1","2","0","3","","1","0","0","0","0","2160","8","133800202","1","","0","23","0","1.2","133800207","26"
"99","2","433801","3","","1","0","0","0","0","2160","0","720","133800209","","0","3","0","1","133800208","28"
"99","1","0.15","3","グレゴールがいる場合、敵全体の魔法防御力を{0}ダウン","1","0","0","12","0","2160","1","41","1","魔法防御力ダウン+{0}","0","3","0","0.15","133800209","10"
"99","2","15","2","範囲内の味方の魔法攻撃力を{0}アップ","1","0","0","18","0","400","1","30","1","魔法攻撃力アップ+{0}","0","3","0","15","133800301","10"
"99","2","0","2","範囲内の味方の魔法クリティカルを{0}アップ","1","0","0","18","0","400","1","70","1","","0","3","0","80","133800302","10"
"99","2","0","2","範囲内の味方の魔法攻撃クリティカル時のダメージを{0}％アップ","1","0","0","18","0","400","1","120","1","","0","3","0","10","133800303","10"
"99","2","15","2","","1","0","0","18","0","400","1","30","1","魔法攻撃力アップ+{0}","0","14005","0","15","133800304","10"
"99","2","0","2","","1","0","0","18","0","400","1","70","1","","0","14005","0","80","133800305","10"
"99","2","0","2","","1","0","0","18","0","400","1","120","1","","0","14005","0","10","133800306","10"
"99","2","433801","3","","1","0","0","0","0","2160","0","720","133800309","","0","3","133800308","1","133800307","28"
"1","2","1","1","グレゴールを召喚する","1","225","1","0","0","0","0","1","433801","召喚するグレゴールのＬｖ+{0}","0","7","1","0","133800308","15"
"1","2","0","2","グレゴールのＴＰを{0}回復","1","0","0","0","0","2160","75","1","0","","0","23","0","0","133800309","16"
"99","2","0","2","対象の味方のＴＰ上昇を{0}アップ","1","0","0","12","0","2160","1","80","1","","0","34","0","5","133810101","10"
"99","2","0","2","対象の味方のＴＰを{0}回復","1","0","0","0","0","2160","50","1","0","","0","34","0","0","133810102","16"
"1","2","0","2","グレゴールのＴＰを全て消費","1","0","0","0","0","2160","1000","2","0","","0","7","0","0","133810103","16"
"1","2","0","2","","1","0","0","0","0","2160","16","133810105","1","","0","7","0","0.1","133810104","26"
"99","2","0","2","消費したＴＰに応じて、対象の味方のＴＰを回復","1","0","0","0","0","2160","1","1","0","","0","15005","0","0","133810105","16"
"1","1","0","1","","1","0","0","0","0","2160","0","1","0","","0","3","0","0","133810201","7"
"99","1","2.2","2","範囲内の敵に{0}の魔法ダメージ","1","0","0","0","0","600","27.5","2","0","魔法ダメージ+{0}","0","3","0","27.5","133810202","1"
"99","1","0","2","範囲内の敵のＴＰを{0}失わせる","1","0","0","0","0","600","100","2","0","","0","3","0","0","133810203","16"
"1","2","2.5","2","グレゴールのＨＰを{0}回復","1","0","0","0.3","0","2160","1","2","0","ＨＰ回復量+{0}","0","7","0","2.5","133810204","4"
"1","2","0","2","グレゴールのＴＰを{0}回復","1","0","0","0","0","2160","100","1","0","","0","7","0","0","133810205","16"
"99","2","15","2","対象の味方の魔法攻撃力を{0}アップ","1","0","0","12","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","34","0","15","133810206","10"
"99","2","0","2","対象の味方の魔法クリティカルを{0}アップ","1","0","0","12","0","2160","1","70","1","","0","34","0","80","133810207","10"
"99","2","15","2","","1","0","0","12","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","15005","0","15","133810208","10"
"99","2","0","2","","1","0","0","12","0","2160","1","70","1","","0","15005","0","80","133810209","10"
"0","0","1","0","自分の魔法クリティカルを{0}アップ","1","0","0","1","0","0","1","7","0","魔法クリティカルアップ+{0}","0","0","0","20","133850101","90"
"0","0","1","0","自分の魔法クリティカルを{0}アップ","1","0","0","1","0","0","1","7","0","魔法クリティカルアップ+{0}","0","0","0","320","133851101","90"
"1","2","30","3","自分の物理攻撃力を{0}アップ","1","0","0","18","0","2160","1","10","0","物理攻撃力アップ+{0}","0","7","0","30","133900101","10"
"99","1","2.4","3","敵全体に{0}の物理ダメージ","1","0","0","0","0","2160","30","1","0","物理ダメージ+{0}","0","3","0","30","133900102","1"
"99","1","0.4","3","敵全体の物理防御力を{0}ダウン","1","0","0","18","0","2160","1","21","0","物理防御力ダウン+{0}","0","3","0","0.4","133900103","10"
"1","2","1","3","","1","0","0","0","0","2160","0","6201","133900105","","0","7","133900102","0","133900104","28"
"99","1","2.4","3","","1","0","-1","0","0","2160","30","3","0","","0","3","0","30","133900105","1"
"99","1","0.4","3","","1","0","0","18","0","2160","1","21","0","","0","3","0","0.4","133900106","10"
"1","2","1","3","","1","0","0","0","0","2160","0","6201","133900108","","0","7","0","0","133900107","28"
"1","1","7.2","3","虚数付与中、敵単体に{0}の物理ダメージ","1","0","-1","0","0","2160","90","3","0","物理ダメージ+{0}","0","45","0","90","133900108","1"
"99","1","1.8","1","範囲内の敵に{0}の物理ダメージ","1","0","0","0","0","2160","22.5","1","0","物理ダメージ+{0}","0","3","0","22.5","133900201","1"
"1","2","1","3","","1","0","0","0","0","2160","0","6201","133900203","","0","7","133900201","0","133900202","28"
"99","1","1.8","1","","1","0","-1","0","0","2160","22.5","3","0","","0","3","0","22.5","133900203","1"
"1","2","1","3","","1","0","0","0","0","2160","0","6201","133900205","","0","7","0","0","133900204","28"
"1","1","3.6","1","虚数付与中、敵単体に{0}の物理ダメージ","1","0","-1","0","0","2160","45","3","0","物理ダメージ+{0}","0","45","0","45","133900205","1"
"1","2","1","3","","1","0","0","0","0","2160","0","6201","133900207","","0","7","0","0","133900206","28"
"1","2","0","3","虚数付与中、自分のＴＰを{0}回復","1","0","0","0","0","2160","150","1","0","","0","7","0","0","133900207","16"
"1","2","180","3","自分に虚数を付与する","1","0","0","1","0","2160","1","0","0","","0","7","0","201","133900301","35"
"1","2","60","3","自分の物理攻撃力を{0}アップ","1","0","0","180","0","2160","1","10","0","物理攻撃力アップ+{0}","0","7","0","60","133900302","10"
"1","2","0","3","自分の物理攻撃クリティカル時のダメージを{0}％アップ","1","0","0","180","0","2160","1","110","0","","0","7","0","10","133900303","10"
"1","2","0","3","自分のＴＰ上昇を{0}アップ","1","0","0","180","0","2160","1","80","0","","0","7","0","15","133900304","10"
"1","2","0","3","全ての物理攻撃を回避する","1","0","0","0","0","2160","180","2","0","","0","7","0","0","133900305","21"
"99","2","36","3","","1","0","180","180","0","2160","4","133900302","2","","0","14005","0","36","133900306","26"
"99","2","0","3","","1","0","0","30","0","2160","4","133900303","2","","0","14005","0","6","133900307","26"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","15","133950101","90"
"0","0","15","0","自分の物理攻撃力を{0}アップ","1","0","0","1","0","0","1","2","0","物理攻撃力アップ+{0}","0","0","0","240","133951101","90"
"99","2","1.2","3","味方全体の物理防御力を{0}アップ","1","1","0","18","0","2160","1","20","1","物理防御力アップ+{0}","0","3","0","1.2","134000101","10"
"99","2","1.2","3","味方全体の魔法防御力を{0}アップ","1","1","0","18","0","2160","1","40","1","魔法防御力アップ+{0}","0","3","0","1.2","134000102","10"
"99","2","0.08","3","毎秒ＨＰを{0}回復する","1","0","10.5","0","0","2160","1.6","2","1","回復量+{0}","0","3","0","1.6","134000103","48"
"99","2","180","3","{0}ダメージ分の物理魔法無効バリアを展開する","1","0","0","0","0","2160","45","5","0","無効ダメージ量+{0}","0","3","0","45","134000104","6"
"99","2","0","3","","1","0","0","0","0","2160","1","1900","134000202","","0","3","0","0","134000201","23"
"99","2","0","3","","1","0","0","0","0","2160","0","0","0","","0","3","0","0","134000202","94"
"99","2","12","3","バリアが展開されている味方が受ける物理ダメージを{0}％カット","1","0","0","0","0","2160","15","1","0","","0","3","0","0","134000203","72"
"99","2","12","3","バリアが展開されている味方が受ける魔法ダメージを{0}％カット","1","0","0","0","0","2160","15","2","0","","0","3","0","0","134000204","72"
"99","2","2.5","3","風属性の味方のＨＰを{0}回復","1","0","0","0.5","0","2160","1","2","0","ＨＰ回復量+{0}","0","14003","0","2.5","134000205","4"
"99","2","12","3","風属性の味方の行動速度アップ","1","0","0","0","0","2160","2","2","0","","0","14003","0","0","134000206","8"
"99","2","0","3","","1","0","0","0","0","2160","1","1900","134000302","","0","3","134000306","0","134000301","23"
"99","2","32","3","バリアが展開されている味方の物理攻撃力と魔法攻撃力を{0}アップ","1","0","0","12","0","2160","1","10","1","物理攻撃力アップ+{0}","0","3","0","32","134000302","10"
"99","2","32","3","","1","0","0","12","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","3","0","32","134000303","10"
"99","2","0","3","バリアが展開されている味方の物理クリダメと魔法クリダメを{0}％アップ","1","0","0","12","0","2160","1","110","1","","0","3","0","16","134000304","10"
"99","2","0","3","","1","0","0","12","0","2160","1","120","1","","0","3","0","16","134000305","10"
"99","2","16","3","バリアが展開されていない味方の物理攻撃力と魔法攻撃力を{0}アップ","1","0","0","12","0","2160","1","10","1","物理攻撃力アップ+{0}","0","3","0","16","134000306","10"
"99","2","16","3","","1","0","0","12","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","3","0","16","134000307","10"
"99","2","0","3","バリアが展開されていない味方の物理クリダメと魔法クリダメを{0}％アップ","1","0","0","12","0","2160","1","110","1","","0","3","0","8","134000308","10"
"99","2","0","3","","1","0","0","12","0","2160","1","120","1","","0","3","0","8","134000309","10"
"99","2","0","3","風属性の味方のＴＰを{0}回復","1","0","0","0","0","2160","200","1","0","","0","14003","0","0","134000310","16"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","134050101","90"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","240","134051101","90"
"1","1","0","2","","1","0","0","0","0","2160","0","1","0","","0","46","0","0","134300101","7"
"99","1","6","2","範囲内の敵に{0}の魔法ダメージ","1","0","0","0","0","400","75","2","0","魔法ダメージ+{0}","0","3","0","75","134300102","1"
"99","1","0","2","","1","0","0","0","0","400","4","134300102","3","","0","3","0","1","134300103","74"
"99","1","0.7","2","範囲内の敵の魔法防御力を{0}ダウン","1","0","0","18","0","400","1","41","1","魔法防御力ダウン+{0}","0","4","0","0.7","134300104","10"
"99","1","6","2","範囲内の敵に{0}の魔法ダメージ","1","0","0","0","0","400","75","2","0","魔法ダメージ+{0}","0","3","0","75","134300105","1"
"99","1","0","2","","1","0","0","0","0","400","4","134300105","3","","0","3","0","1","134300106","74"
"1","1","0","2","","1","0","0","0","0","2160","0","1","0","","0","46","0","0","134300201","7"
"99","1","2.4","2","範囲内の敵に{0}の魔法ダメージ","1","0","0","0","0","400","30","2","0","魔法ダメージ+{0}","0","3","0","30","134300202","1"
"99","1","10","2","範囲内の敵の魔法攻撃力を{0}ダウン","1","0","0","12","0","400","1","31","1","魔法攻撃力ダウン+{0}","0","3","0","10","134300203","10"
"99","1","0.3","2","範囲内の敵の魔法防御力を{0}ダウン","1","0","0","12","0","400","1","41","1","魔法防御力ダウン+{0}","0","3","0","0.3","134300204","10"
"99","1","0","2","範囲内の敵の被クリダメを{0}％アップ","1","0","0","12","0","400","1","141","1","","0","3","0","6","134300205","10"
"99","1","2.4","2","範囲内の敵に{0}の魔法ダメージ","1","0","0","0","0","400","30","2","0","魔法ダメージ+{0}","0","3","0","30","134300206","1"
"99","1","0","2","","1","0","0","0","0","400","4","134300202","3","","0","3","0","1","134300207","74"
"99","1","0","2","","1","0","0","0","0","400","4","134300206","3","","0","3","0","1","134300208","74"
"99","2","1","2","味方全体の魔法防御力を{0}アップ","1","0","0","12","0","2160","1","40","1","魔法防御力アップ+{0}","0","3","0","1","134300301","10"
"99","2","30","2","範囲内の味方の魔法攻撃力を{0}アップ","1","0","0","12","0","400","1","30","1","魔法攻撃力アップ+{0}","0","3","0","30","134300302","10"
"99","2","12","2","{0}ダメージ分の魔法無効バリアを展開する","1","0","0","0","0","400","24","2","0","無効ダメージ量+{0}","0","3","0","24","134300303","6"
"1","2","0.00015","2","","1","0","30","30","0","2160","8","134300302","2","","0","34","0","0.00015","134300304","26"
"1","2","0.00012","2","","1","0","24","24","0","2160","8","134300303","1","","0","34","0","0.00012","134300305","26"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","134350101","90"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","240","134351101","90"
"99","2","20","3","味方全体の魔法攻撃力を{0}アップ","1","0","0","18","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","3","0","20","134400101","10"
"99","2","0","3","味方全体の魔法クリティカルを{0}アップ","1","0","0","18","0","2160","1","70","1","","0","3","0","80","134400102","10"
"99","2","1","3","味方全体のＨＰを{0}回復","1","0","0","0.2","0","2160","1","2","0","ＨＰ回復量+{0}","0","3","0","1","134400103","4"
"2","2","40","2","自分と対象の味方の魔法攻撃力を{0}アップ、魔法クリティカルを160アップ、魔法クリダメを12％アップ","1","0","0","18","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","3","0","40","134400104","10"
"2","2","0","2","","1","0","0","18","0","2160","1","70","1","","0","3","0","160","134400105","10"
"2","2","0","2","","1","0","0","18","0","2160","1","120","1","","0","3","0","12","134400106","10"
"99","1","3.2","3","敵全体に{0}の魔法ダメージ","1","0","0","0","0","2160","40","2","0","魔法ダメージ+{0}","0","3","0","40","134400107","1"
"99","2","20","3","味方全体の魔法攻撃力を{0}アップ","1","0","0","12","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","3","0","20","134400201","10"
"99","2","12","3","{0}ダメージ分の物理無効バリアを展開する","1","0","0","0","0","2160","32","1","0","無効ダメージ量+{0}","0","3","0","32","134400202","6"
"2","2","40","2","自分と対象の味方の魔法攻撃力を{0}アップ","1","0","0","12","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","3","0","40","134400203","10"
"2","2","0","2","自分と対象の味方のＴＰを{0}回復","1","0","0","0","0","2160","120","1","0","","0","3","0","0","134400204","16"
"99","2","1","3","味方全体の物理防御力を{0}アップ","1","0","0","18","0","2160","1","20","1","物理防御力アップ+{0}","0","3","0","1","134400301","10"
"2","2","40","2","自分と対象の味方の魔法攻撃力を{0}アップ","1","0","0","18","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","3","0","40","134400302","10"
"2","2","0","2","自分と対象の味方の魔法クリティカルを{0}アップ","1","0","0","18","0","2160","1","70","1","","0","3","0","160","134400303","10"
"2","2","0","2","自分と対象の味方の魔法クリダメを{0}％アップ","1","0","0","18","0","2160","1","120","1","","0","3","0","12","134400304","10"
"2","2","0","2","自分と対象の味方のＴＰ上昇を{0}アップ","1","0","0","18","0","2160","1","80","1","","0","3","0","8","134400305","10"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","134450101","90"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","240","134451101","90"
"99","2","24","3","味方全体の魔法攻撃力を{0}アップ","1","0","0","18","0","2160","1","30","1","魔法攻撃力アップ+{0}","0","3","0","24","134500101","10"
"99","2","0","3","味方全体の魔法クリティカルを{0}アップ","1","0","0","18","0","2160","1","70","1","","0","3","0","160","134500102","10"
"1","1","5.2","1","敵単体に{0}の魔法ダメージ","1","0","1","0","0","2160","65","2","0","魔法ダメージ+{0}","1.5","3","0","65","134500103","1"
"1","1","0.5","1","敵単体の魔法防御力を{0}ダウン","1","0","0","18","0","2160","1","41","1","魔法防御力ダウン+{0}","0","3","0","0.5","134500104","10"
"99","1","12","3","敵全体の物理・魔法攻撃力を{0}ダウン","1","0","0","12","0","2160","1","11","1","物理攻撃力ダウン+{0}","0","3","0","12","134500201","10"
"99","1","12","3","","1","0","0","12","0","2160","1","31","1","魔法攻撃力ダウン+{0}","0","3","0","12","134500202","10"
"99","1","0.3","3","敵全体の魔法防御力を{0}ダウン","1","0","0","12","0","2160","1","41","1","魔法防御力ダウン+{0}","0","3","0","0.3","134500203","10"
"99","1","0","3","敵全体の被クリダメを{0}％アップ","1","0","0","12","0","2160","1","141","1","","0","3","0","5","134500204","10"
"99","1","12","3","敵全体の行動速度を一定時間低下させる","1","0","0","0","0","2160","0.5","1","0","行動速度低下の確定成功Ｌｖ+1","0","3","0","0","134500205","8"
"1","2","0","2","自分のＴＰを{0}回復","1","0","0","0","0","2160","100","1","0","","0","7","0","0","134500206","16"
"1","2","0","2","","1","0","0","0","0","2160","1","1900","134500208","","0","7","0","2","134500207","28"
"1","2","1","2","","1","0","0","0","0","2160","100","10","0","","0","7","0","0","134500208","49"
"1","2","1","2","バリアが展開されている時、自分のバリアを解除して、自分のＨＰを{0}回復、ＴＰを100回復","1","0","0","0.2","0","2160","1","2","0","ＨＰ回復量+{0}","0","7","0","1","134500209","4"
"1","2","0","2","","1","0","0","0","0","2160","100","1","0","","0","7","0","0","134500210","16"
"99","2","30","3","味方全体の魔法攻撃力を{0}アップ","1","0","0","12","0","2160","1","30","0","魔法攻撃力アップ+{0}","0","3","0","30","134500301","10"
"99","2","1","3","味方全体の物理・魔法防御力を{0}アップ","1","0","0","12","0","2160","1","20","0","物理防御力アップ+{0}","0","3","0","1","134500302","10"
"99","2","1","3","","1","0","0","12","0","2160","1","40","0","魔法防御力アップ+{0}","0","3","0","1","134500303","10"
"99","2","0","3","味方全体の魔法クリダメを{0}％アップ","1","0","0","12","0","2160","1","120","0","","0","3","0","8","134500304","10"
"99","2","12","3","味方全体の行動速度アップ","1","0","0","0","0","2160","2","2","0","","0","3","0","0","134500305","8"
"1","2","0","2","自分のＴＰを{0}回復","1","0","0","0","0","2160","100","1","0","","0","7","0","0","134500306","16"
"1","2","0","2","","1","0","0","0","0","2160","1","1900","134500308","","0","7","0","2","134500307","28"
"1","2","1","2","","1","0","0","0","0","2160","100","10","0","","0","7","0","0","134500308","49"
"1","2","1","2","バリアが展開されている時、自分のバリアを解除して、自分のＨＰを{0}回復、ＴＰを100回復","1","0","0","0.2","0","2160","1","2","0","ＨＰ回復量+{0}","0","7","0","1","134500309","4"
"1","2","0","2","","1","0","0","0","0","2160","100","1","0","","0","7","0","0","134500310","16"
"1","2","0","1","自分を飛行状態にする","1","0","1","1","0","0","180","1","13450102","","1","7","1","0","134510101","14"
"1","2","0","1","","1","0","0","1","0","0","0","3","13450103","","0","7","0","0","134510102","14"
"1","2","100","1","","1","0","0","0","0","0","1.6","1","1","","0","7","0","0","134510103","13"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","15","134550101","90"
"0","0","15","0","自分の魔法攻撃力を{0}アップ","1","0","0","1","0","0","1","4","0","魔法攻撃力アップ+{0}","0","0","0","240","134551101","90"
"1","2","32","2","自分の物理攻撃力を{0}アップ","1","0","0","18","0","2160","1","10","1","物理攻撃力アップ+{0}","0","7","0","32","134600101","10"
"1","1","4","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","50","1","0","物理ダメージ+{0}","0","3","0","50","134600102","1"
"1","1","18","1","フィールド内の敵の物理攻撃力{0}ダウン","1","0","510","0","0","-1","18","11","1","物理攻撃力ダウン+{0}","0","3","3","18","134600103","38"
"1","1","18","1","フィールド内の敵の物理防御力{0}ダウン","1","0","510","0","0","-1","1.5","21","1","物理防御力ダウン+{0}","0","3","3","1.5","134600104","38"
"1","1","0.4","1","毎秒{0}の物理ダメージを与えるフィールドを展開する","1","510","18.5","0","0","-1","5","3","0","１秒当たりのダメージ量+{0}","0","3","0","5","134600105","36"
"1","1","2.4","1","敵単体に{0}の物理ダメージ","1","0","0","0","0","-1","30","1","0","物理ダメージ+{0}","0","3","0","30","134600201","1"
"1","1","0","1","","1","0","0","0","0","-1","0","1","0","","0","3","0","0","134600202","7"
"99","1","1.2","2","範囲内の敵に{0}の物理ダメージ","1","0","0","0","0","400","15","1","0","物理ダメージ+{0}","0","3","0","15","134600203","1"
"99","1","10","2","範囲内の敵の物理攻撃力を{0}ダウン","1","0","0","12","0","400","1","11","1","物理攻撃力ダウン+{0}","0","3","0","10","134600204","10"
"99","1","0.4","2","範囲内の敵の物理防御力を{0}ダウン","1","0","0","12","0","400","1","21","1","物理防御力ダウン+{0}","0","3","0","0.4","134600205","10"
"1","2","0","2","","1","0","0","0","0","2160","0","134600105","134600207","","0","7","0","1","134600206","53"
"1","2","0","2","","1","0","0","0","0","2160","4","134600201","3","","0","7","0","1.2","134600207","26"
"1","2","0","2","","1","0","0","0","0","2160","4","134600203","3","","0","7","0","0.6","134600208","26"
"1","2","0","2","","1","0","0","0","0","2160","0","134600105","134600210","","0","7","0","1","134600209","53"
"99","1","0","2","フィールド展開中、範囲内の敵の被クリダメを{0}％アップ","1","0","0","12","0","400","1","141","1","","0","3","0","8","134600210","10"
"1","2","12","2","{0}ダメージ分の物理無効バリアを展開する","1","0","0","0","0","2160","32","1","0","無効ダメージ量+{0}","0","7","0","32","134600301","6"
"1","2","40","2","自分の物理攻撃力を{0}アップ","1","0","0","12","0","2160","1","10","1","物理攻撃力アップ+{0}","0","7","0","40","134600302","10"
"1","2","0","2","自分のＴＰ上昇を{0}アップ","1","0","0","12","0","2160","1","80","1","","0","7","0","5","134600303","10"
