eb01dde5985aad20c260a73987d5a9a6f35d35858e6ec9cc870c2c656ed40c23,1b2296c06cf1d16925296bed96a0787ccbfb951c90bbbd7180eb822aeec92c89,7ad9d1d2458d689ed88b2597d2773db32d58fddfe945fc4ba687d0c1794e8220,bdedb08f18bd59c7eea611e1993539ab0c172e166e5a828d6b23aa2e793d481c,22a1552cfead387478d0a4a78c26726ba9318b8148537130856a16ba2f12dcd4,e85308d978f82a3dd773833afa89454b65c1c7eed44529f02a3b33486fe0ae65,0b0dbe8803849c092e5db57d99758beca7be4a0a2dc9ca01b02fe10c9b803213,292dbdd825f41a5a4d5491660145c1c46aaa2bc8d69c73db98ffa88601f71dea,9d4d6b063790bd89384fb691fcb10d59c977e35a1fa27175ebc3c7f77d935020,442d0827427c05a568d38a8e0a31ad8e0d9da27a17307c486300c0554aec5114,92dc9b9967b91672228d95ab00f1022a0133bbfb188192fb9886bea5c26641c8,8ae0d13b144e4b77b7675b182f59ef67f7f5cc60d92c6791c1eea16655a05590,8d2ea3709fd979bc4a9c40e7df85707517a351b76d031c5b8e0676428dbf3af2,7bba6456a135905a6b9766cc3ffd2d1e93bcfc9f96e675ac55d1314ff2fe6e34,6112879195acbad54aafd8f35e780e088712f7f234a0a4f4dfad3248117d508b,317b7e8d84e60c3d51352e2e798f6bb8ccea88b14ffb15a6bd449a14bc7e3897,3234074a0b917285fdc838e66d1b4607a9d27b5bc035a9c84a319091696431c1,3ae245878ec76dc1426f401eb2ca98d647aa8c5df4200b50b4c483d9a6e248ea,6b1e81b9e1efc70319d731af15fc8f9f9aedceebc39b3daf2c4b4c247d11450f,b8bc2c0399a108ef871f37f9fef10296aae75a6d2adf748fe13ff9d57b7e7a5f,80f15f97065cf9030b2fee467d8045ad715cb5c102a561e9787de1941fdb1328,cc06f31a7f21bd828a4918f95145ea3429620413f1c0689f4e2b0a7ffebd62fd
"100","101201","10","1","1.1","-30","1","0","1","0","0","-470","1","bgm_M64","0","101201","1.35","1","10800101","0.85","1080","210"
"200","101201","10","1","0.8","-30","1","-5","1","0","-120","-250","2","bgm_M64","0","101201","1","2","10800102","0.65","1080","200"
"100","101201","10","1","0.8","-30","1","0","1","0","70","-5","3","bgm_M64","-15","101201","1.2","3","10800103","0.6","1080","200"
"100","101201","0","1","0.9","-30","1","-15","1","10","-110","190","4","bgm_M64","0","101201","1","4","10800104","0.7","1080","200"
"100","101202","10","1","1","-30","1","-45","1","-50","-30","475","5","bgm_M55","-20","101202","1.45","5","10800105","1","1080","250"
"170","101291","10","1","0.9","-30","1","-30","1","-25","-100","-480","1","bgm_M64","0","101291","1","1","10810101","0.575","1081","210"
"250","101291","0","1","0.8","-30","1","-30","1","-30","-10","-230","2","bgm_M64","0","101291","1","2","10810102","0.7","1081","240"
"100","101291","5","1","1","-30","1","-10","1","0","-110","-10","3","bgm_M64","-15","101291","1.2","3","10810103","0.75","1081","200"
"300","101291","-20","1","1","-30","1","-50","1","-50","55","200","4","bgm_M64","-10","101291","1.3","4","10810104","0.8","1081","200"
"100","101292","30","1","1","-30","1","30","1","15","-15","490","5","bgm_M55","-20","101292","1.45","5","10810105","1.1","1081","230"
"100","101301","10","1","1.1","-30","1","0","1","20","0","-470","1","bgm_M64","0","101301","1.45","1","10820101","0.8","1082","210"
"100","101301","10","1","1.1","-30","1","0","1","0","-120","-270","2","bgm_M64","0","101301","1.2","2","10820102","0.75","1082","200"
"100","101301","0","1","2.2","-30","1","-10","1","0","65","0","3","bgm_M64","-15","101301","2.3","3","10820103","1.55","1082","200"
"100","101301","0","1","0.7","-30","1","0","1","0","-120","200","4","bgm_M64","0","101301","1","4","10820104","0.7","1082","200"
"100","101302","10","1","1.1","-30","1","-30","1","-15","-55","470","5","bgm_M55","-20","101302","1.2","5","10820105","1","1082","270"
"170","101441","10","1","0.9","-30","1","-30","1","-25","0","-450","1","bgm_M64","0","101441","1","1","10830101","0.575","1083","210"
"100","101441","0","1","1.1","-30","1","0","1","0","-90","-250","2","bgm_M64","0","101441","1.2","2","10830102","0.75","1083","240"
"200","101441","0","1","1","-30","1","-10","1","-30","60","-25","3","bgm_M64","-15","101441","1.4","3","10830103","0.85","1083","200"
"100","101441","0","1","1","-30","1","0","1","-30","-70","220","4","bgm_M64","0","101441","1.2","4","10830104","0.75","1083","200"
"100","101442","10","1","1.1","-30","1","-30","1","-35","-70","470","5","bgm_M55","-20","101442","1.2","5","10830105","0.95","1083","230"
"100","101451","10","1","1.1","-30","1","0","1","0","-50","-470","1","bgm_M64","0","101451","1.35","1","10840101","0.85","1084","210"
"200","101451","0","1","1.1","-30","1","10","1","10","40","-250","2","bgm_M64","0","101451","1.35","2","10840102","1","1084","240"
"100","101451","0","1","1.1","-30","1","-10","1","0","-110","0","3","bgm_M64","-15","101451","1.2","3","10840103","0.75","1084","200"
"300","101451","-25","1","0.6","-30","1","-30","1","-30","30","210","4","bgm_M64","0","101451","0.8","4","10840104","0.6","1084","200"
"100","101452","0","1.2","1.4","-30","1","-50","1","-35","-70","510","5","bgm_M55","0","101452","1.55","5","10840105","1.25","1084","290"
"250","101561","10","1","0.7","-30","1","-30","1","0","-50","-480","1","bgm_M64","0","101561","0.8","1","10850101","0.6","1085","210"
"100","101561","10","1","1.4","-30","1","0","1","10","-120","-250","2","bgm_M64","0","101561","1.5","2","10850102","0.9","1085","200"
"100","101561","5","1","1","-30","1","-10","1","0","65","-10","3","bgm_M64","-5","101561","1.1","3","10850103","0.65","1085","200"
"100","101561","0","1","1","-30","1","0","1","0","-110","190","4","bgm_M64","0","101561","1.1","4","10850104","0.65","1085","200"
"400","101562","0","1.4","1.35","-30","1","-50","1","-60","-70","460","5","bgm_M55","0","101562","1.55","5","10850105","1.25","1085","290"
"170","101001","10","1","0.9","-30","1","-30","1","-25","-100","-480","1","bgm_M64","0","101001","1","1","10860101","0.575","1086","210"
"250","101001","0","1","0.8","-30","1","-30","1","-30","-10","-250","2","bgm_M64","0","101001","1","2","10860102","0.7","1086","240"
"100","101001","0","1","1","-30","1","-10","1","-30","-120","-10","3","bgm_M64","-15","101001","1.4","3","10860103","0.95","1086","200"
"150","101001","0","1","1","-30","1","-30","1","0","40","210","4","bgm_M64","0","101001","1.2","4","10860104","0.72","1086","200"
"200","101011","0","1.2","1","-30","1","0","1","0","-40","480","5","bgm_M55","0","101011","1.3","5","10860105","1.2","1086","250"
"170","101021","10","1","0.9","-30","1","-30","1","-25","0","-450","1","bgm_M64","0","101021","1","1","10870101","0.575","1087","210"
"200","101021","10","1","0.8","-30","1","-5","1","0","-120","-250","2","bgm_M64","0","101021","1","2","10870102","0.65","1087","200"
"100","101021","5","1","0.8","-30","1","-10","1","0","65","-10","3","bgm_M64","-5","101021","0.9","3","10870103","0.6","1087","200"
"100","101021","0","1","0.85","-30","1","0","1","-25","-100","200","4","bgm_M64","0","101021","1","4","10870104","0.7","1087","200"
"200","101031","0","1","1.6","-30","1","0","1","0","0","470","5","bgm_M55","0","101031","1.8","5","10870105","1.4","1087","220"
"100","101041","10","1","1.1","-30","1","0","1","20","-100","-470","1","bgm_M64","0","101041","1.45","1","10880101","0.85","1088","210"
"100","101041","10","1","1.1","-30","1","0","1","0","30","-220","2","bgm_M64","0","101041","1.45","2","10880102","0.85","1088","200"
"100","101041","0","1","1.1","-30","1","-10","1","-30","-120","-10","3","bgm_M64","-15","101041","1.3","3","10880103","0.75","1088","200"
"100","101041","0","1","1.1","-30","1","-20","1","-30","40","200","4","bgm_M64","0","101041","1.4","4","10880104","0.85","1088","200"
"150","101042","0","1","1.35","-30","1","0","1.3","-50","-55","450","5","bgm_M55","0","101042","1.8","5","10880105","1.1","1088","210"
"100","101161","10","1","1.1","-30","1","0","1","0","-10","-470","1","bgm_M64","0","101161","1.35","1","10890101","0.85","1089","210"
"250","101161","0","1","0.8","-30","1","-30","1","-30","-110","-250","2","bgm_M64","0","101161","1","2","10890102","0.7","1089","240"
"100","101161","5","1","1","-30","1","-10","1","0","50","-10","3","bgm_M64","-15","101161","1.2","3","10890103","0.75","1089","200"
"200","101161","0","1","1","-30","1","0","1","0","-90","210","4","bgm_M64","0","101161","1.5","4","10890104","1","1089","200"
"270","101162","-10","1","1","-30","1","-45","1.3","-50","-70","485","5","bgm_M55","-40","101162","1.15","5","10890105","0.9","1089","280"
