47406ff4148f7cd11e824a9562a307c3b32901a9eb994f69a1e494e6fd46ca61,27a04e4dc6562757790554c38ead4cfaa9c219ab137e86484b3b67f75b8f6299,bced4201410e8583a7ab55b015516f84c208853881b0c3f11f801b397ca37e3f,b12156eb8904bc3361f80d5892facf330cbb5732753f9c4467906d5b03cb00b1,be5ca928ed77615e07b01e2bd070d5df69c53331f5be796befce6eafd834f43c,e0ba9fdc06b5a1ff9ccb9268437866cd648eb1820c4a3063de53b35a33a48915,089eb00cf6e4ae115099e140f936d06c5d65dcc059d3687877bb34e2e9b6e809,a4a8bbfa307819a60676e0d0a0928ee885b61931f1d3d32d8e496f1828d7497f,b9bb3bbe009ceb9897586937aa87d687151541b5311f4abcbc2b6139b8570722,7d2eb419ed01c2d585c79345b9e123f5b1c4ad2d9aea0518228702f0af8c134b
"天命","天心","天元","0","2530005","0","0","0","天王","1"
"ねりもの","ちくわぶ","かまぼこ","0","2530006","0","0","0","はんぺん","1"
"ストークブラッド","カナリーブラッド","ピジョンブラッド","0","2530009","0","0","0","クレーンブラッド","1"
"イニシャルノート","ボトムノート","トップノート","0","2530010","0","0","0","テールノート","1"
"ハレーン","クレーン","トレーン","0","2530012","0","0","0","ブレーン","1"
"お漬物","ご飯","お吸い物","0","2530013","0","0","0","お刺身","1"
"バーナム効果","ダニング＝クルーガー効果","ピグマリオン効果","0","2530014","0","0","0","ツァイガルニク効果","1"
"PS値","PQ値","PA値","0","2530016","0","0","0","PK値","1"
"インフォームド・クライアント","インフォームド・ラチェット","インフォームド・コンセント","0","2530018","0","0","0","インフォームド・リタイア","1"
"湯の実","湯の茎","湯の花","0","2530020","0","0","0","湯の草","1"
"ワイパー","ハンドル","ボンネット","0","2530021","0","0","0","トランク","1"
"4九","7九","5九","0","2530022","0","0","0","6九","1"
"289","256","361","0","2530023","0","0","0","324","1"
"72枚","108枚","48枚","0","2530024","0","0","0","52枚","1"
"9月","5月","11月","0","2530025","0","0","0","1月","1"
"耳","目","舌","0","2530028","0","0","0","鼻","1"
"黒口","白口","赤口","0","2530030","0","0","0","青口","1"
"鱒尺","鯵尺","鯨尺","0","2530032","0","0","0","鮪尺","1"
"サマナー","ガンナー","ランナー","0","2530033","0","0","0","パタンナー","1"
"三和土","上棟","長押","0","2530034","0","0","0","欄間","1"
"オーバルカット","マーキーズカット","トリリアントカット","0","2530035","0","0","0","ブリリアントカット","1"
"白一色","黒一色","緑一色","0","2530036","0","0","0","赤一色","1"
"かり","しき","けた","0","2530037","0","0","0","はり","1"
"オパール","タンザナイト","ダイヤモンド","0","2530039","0","0","0","エメラルド","1"
"五星","五花","五光","0","2530041","0","0","0","五全","1"
"歯肉炎","口内炎","虫歯","0","2530042","0","0","0","歯槽膿漏","1"
"片棒","枕木","撞木","0","2530043","0","0","0","倒木","1"
"己運","草書","自運","0","2530044","0","0","0","臨書","1"
"態","羆","能","0","2530046","0","0","0","熊","1"
"amp","pmp","ppm","0","2530047","0","0","0","ppp","1"
"ガム","ワッフル","ウェハー","0","2530048","0","0","0","タルト","1"
"C5","C2","C4","0","2530049","0","0","0","C3","1"
"99","77","88","0","2530050","0","0","0","66","1"
"88","56","52","0","2530052","0","0","0","36","1"
"アルト","メゾテノール","バリトン","0","2530053","0","0","0","メゾバス","1"
"手ぬぐい","座布団","扇子","0","2530054","0","0","0","羽織","1"
"ゴーイン","スローイン","タックイン","0","2530056","0","0","0","チップイン","1"
"20人","3人","10人","0","2530058","0","0","0","100人","1"
"ミモザ暗号","カール暗号","シーザー暗号","0","2530059","0","0","0","アレキサンダー暗号","1"
"ベルモット","ペリドット","ベルベット","0","2530060","0","0","0","モルモット","1"
"ブーティー","ミュール","ウェッジソール","0","2530061","0","0","0","パンプス","1"
"朝がまた来て","朝が来て","朝に変わって","0","2531001","0","0","0","朝になって","1"
"太陽","おひさま","陽射し","0","2531002","0","0","0","光","1"
"ドリルモール","エルダークラウド","ラットン","0","2531003","0","0","0","ラフレシアマンドラゴラ","1"
"ミスティ","スパイラル","クリティカル","0","2531004","0","0","0","セオリー","1"
"アクリルスタンド","ラバーストラップ","マグカップ","0","2531005","0","0","0","ポーチ","1"
"ラック","キック","ノック","0","2610002","0","0","0","パック","1"
"フィーエルヤッペン","ハイアライ","クリケット","0","2610003","0","0","0","ペサパッロ","1"
"キャンパス","キャラメル","キャディー","0","2610004","0","0","0","ギャラリー","1"
"球拾い","審判","地面の整備","0","2610005","0","0","0","警備員","1"
"ガブリ","ツカミ","アタリ","0","2610007","0","0","0","ハズレ","1"
"魚尾","魚群","魚拓","0","2610008","0","0","0","魚影","1"
"スズメ","カラス","ハト","0","2610009","0","0","0","ツバメ","1"
"ヒット","フロント","ホーム","0","2610010","0","0","0","バック","1"
"10カウント","7カウント","3カウント","0","2610012","0","0","0","5カウント","1"
"笛","拍子木","軍配","0","2610013","0","0","0","扇子","1"
"3人","5人","11人","0","2610015","0","0","0","9人","1"
"ビンゴ","パンチ","アウト","0","2610016","0","0","0","ヒット","1"
"マレー","カレー","ボレー","0","2610017","0","0","0","アレー","1"
"3人","9人","5人","0","2610018","0","0","0","11人","1"
"レスト","小休止","タイムアウト","0","2610019","0","0","0","ブレイクタイム","1"
"野球","バレーボール","サッカー","0","2610021","0","0","0","バスケットボール","1"
"ボブスレー","アイスホッケー","カーリング","0","2610023","0","0","0","ボートレース","1"
"バスケットボール","サッカー","アメリカンフットボール","0","2610025","0","0","0","ラグビー","1"
"ジャングルジム","シーソー","鉄棒","0","2610027","0","0","0","ブランコ","1"
"わし跳び","とんび跳び","はやぶさ跳び","0","2610029","0","0","0","からす跳び","1"
"アマチュアレスリング","ボクシング","柔道","0","2610030","0","0","0","剣道","1"
"ビルディング","ダム","トンネル","0","2610032","0","0","0","ブリッジ","1"
"ちゃんこがおいしい","両者の実力が近い","勝負に負ける","0","2610033","0","0","0","試合に臨む","1"
"バスケットボール","サッカー","野球","0","2610034","0","0","0","ゴルフ","1"
"エプロンタイム","テーブルクロスタイム","ラップタイム","0","2610035","0","0","0","アルミホイルタイム","1"
"1位","4位","3位","0","2610036","0","0","0","2位","1"
"平泳ぎ","クロール","背泳ぎ","0","2610037","0","0","0","バタフライ","1"
"バレーボール","バスケットボール","ゴルフ","0","2610039","0","0","0","サッカー","1"
"三塁手","二塁手","本塁手","0","2610040","0","0","0","一塁手","1"
"アウト","ファウル","ガター","0","2610041","0","0","0","バンカー","1"
"コッヘル","マッスル","ピッケル","0","2610042","0","0","0","リットル","1"
"外野手","内野手","捕手","0","2610043","0","0","0","投手","1"
"ジュー","ナナ","キュー","0","2610044","0","0","0","ハチ","1"
"オーライ","フライ","トライ","0","2610046","0","0","0","スライ","1"
"サービスボール","サービスアタック","サービスエース","0","2610047","0","0","0","サービスショット","1"
"頭突き","小手","面","0","2610048","0","0","0","胴","1"
"バケツ","タオル","たすき","0","2610050","0","0","0","コップ","1"
"オベリスク","ポスト","ポール","0","2610051","0","0","0","ポーク","1"
"ワンストップ","バスストップ","ドクターストップ","0","2610052","0","0","0","ミスターストップ","1"
"ブラウン","ブルー","グリーン","0","2610053","0","0","0","レッド","1"
"コーナーキック","レッドカード","ノーサイド","0","2610054","0","0","0","オフサイド","1"
"ブロック","アタック","レシーブ","0","2610055","0","0","0","スパイク","1"
"テニス","卓球","野球","0","2610057","0","0","0","バスケットボール","1"
"ゼロドリブル","トリプルドリブル","ダブルドリブル","0","2610058","0","0","0","シングルドリブル","1"
"サッカー","バスケットボール","ラグビー","0","2610059","0","0","0","ソフトボール","1"
"ユイ（ニューイヤー）","タマキ（作業服）","ツムギ（サマー）","0","2611001","0","0","0","リマ（シンデレラ）","1"
"クウカ（ノワール）","カスミ（マジカル）","シオリ（マジカル）","0","2611002","0","0","0","イオ（ノワール）","1"
"ガッツ","スタミナ","パワー","0","2611003","0","0","0","スピード","1"
"マダムエレクトラ","アンチビースト","エルダータイラント","0","2611004","0","0","0","ジェネラルホーン","1"
"EXスキル","位置付け","ユニオンバースト","0","2611005","0","0","0","スキル1","1"
"4本","2本","3本","0","2620002","0","0","0","1本","1"
"ハイパーモーグル","ウルトラ滑降","スーパー大回転","0","2620003","0","0","0","スペシャルジャンプ","1"
"ネバネバしている","トゲトゲしている","デコボコしている","0","2620005","0","0","0","ツルツルしている","1"
"4球","6球","5球","0","2620006","0","0","0","7球","1"
"卓球","ダーツ","ボウリング","0","2620007","0","0","0","ビリヤード","1"
"マスト","ラスト","ピスト","0","2620008","0","0","0","リスト","1"
"スプロール","スチロール","ベリーロール","0","2620010","0","0","0","マッチロール","1"
"60秒","5秒","20秒","0","2620011","0","0","0","10秒","1"
"バタフライ","背泳ぎ","自由形","0","2620012","0","0","0","平泳ぎ","1"
"355センチ","255センチ","305センチ","0","2620013","0","0","0","205センチ","1"
"6枚","3枚","4枚","0","2620014","0","0","0","2枚","1"
"6個","7個","8個","0","2620015","0","0","0","10個","1"
"ウイング","スイーパー","ボランチ","0","2620016","0","0","0","リベロ","1"
"45分","30分","20分","0","2620017","0","0","0","15分","1"
"手の甲","小指","手のひら","0","2620018","0","0","0","親指","1"
"まぐろ折り","さけ折り","さば折り","0","2620022","0","0","0","あじ折り","1"
"契約権確定","指名権確定","交渉権確定","0","2620024","0","0","0","選択権確定","1"
"スパッタリング","イカリング","カーリング","0","2620025","0","0","0","ボーリング","1"
"オールスター戦","イベント戦","オープン戦","0","2620026","0","0","0","クローズ戦","1"
"タッチラップ","タッチラン","タッチアップ","0","2620028","0","0","0","タッチアウト","1"
"捕手","1番打者","先発投手","0","2620029","0","0","0","4番打者","1"
"23回","22回","21回","0","2620030","0","0","0","20回","1"
"クリケット","ラクロス","アイスホッケー","0","2620031","0","0","0","ポロ","1"
"お湯","ブリッジ","アーチ","0","2620032","0","0","0","サークル","1"
"ダブルボギー","ボギー","イーグル","0","2620033","0","0","0","バーディ","1"
"ピーリング","ラフティング","パドリング","0","2620034","0","0","0","リフティング","1"
"6点","8点","9点","0","2620035","0","0","0","12点","1"
"110台","50台","10台","0","2620036","0","0","0","30台","1"
"2個","1個","決まっていない","0","2620038","0","0","0","0個","1"
"肩ぐるま","肩落とし","肩すかし","0","2620040","0","0","0","肩たたき","1"
"フェイスオフボックス","ファールボックス","ペナルティボックス","0","2620041","0","0","0","ダメージボックス","1"
"マタドール","サンボ","ロデオ","0","2620042","0","0","0","闘牛","1"
"インターセプト","スティール","リバウンド","0","2620044","0","0","0","スクリーン","1"
"タイガーショット","スナップショット","ブレイクショット","0","2620045","0","0","0","オープンショット","1"
"スープレックス","スリップオン","スプリット","0","2620046","0","0","0","ストリップ","1"
"走高跳","三段跳","走幅跳","0","2620048","0","0","0","棒高跳","1"
"駅伝","長距離走","短距離走","0","2620049","0","0","0","中距離走","1"
"ディスコ","ワルツ","スキップ","0","2620050","0","0","0","ダンス","1"
"駆け足跳び","二重跳び","交差跳び","0","2620051","0","0","0","綾跳び","1"
"4.2195km","4219.5km","42.195km","0","2620054","0","0","0","421.95km","1"
"フライ","バント","ファール","0","2620057","0","0","0","ホームラン","1"
"バンカー","池ポチャ","ホールインワン","0","2620058","0","0","0","最優秀ゴルファー","1"
"逆転技","一か八か技","捨て身技","0","2620059","0","0","0","ダメ元技","1"
"リハーサルマッチ","プレマッチ","テストマッチ","0","2620060","0","0","0","チャレンジマッチ","1"
"卓球","ボウリング","ビリヤード","0","2620061","0","0","0","ダーツ","1"
"なぞなぞ","じゃんけん","ラップバトル","0","2621001","0","0","0","しりとり","1"
"エレベーション","デストラクション","インジェクション","0","2621002","0","0","0","オーバーレイ","1"
"テンタパス","島クジラ","グレートトゥンヌス","0","2621003","0","0","0","ネプテリオン","1"
"デュアリティアヴァロン","ブルートゥスアヴァロン","アルティマスアヴァロン","0","2621004","0","0","0","ナンバーズアヴァロン","1"
"オーロラ・サンクチュアリ","アビスエンドバースト","ディバインレイン","0","2621005","0","0","0","超全力全開☆プリンセスストライク","1"
"アウト","本塁打","二塁打","0","2630001","0","0","0","ファウル","1"
"100センチメートル","90センチメートル","70センチメートル","0","2630002","0","0","0","80センチメートル","1"
"シシャ","バシャ","ラシャ","0","2630004","0","0","0","ムシャ","1"
"テンプル","キドニー","クリンチ","0","2630006","0","0","0","アッパー","1"
"安く作れるため","気合が入るため","盗まれないように","0","2630007","0","0","0","足の動きを際立たせるため","1"
"狙外","本命外","外道","0","2630008","0","0","0","外魚","1"
"むがけ","よがけ","ゆがけ","0","2630009","0","0","0","やがけ","1"
"シャペウ","ティキタカ","ラボーナ","0","2630010","0","0","0","エラシコ","1"
"黒","赤","黄","0","2630011","0","0","0","青","1"
"18階級","16階級","17階級","0","2630012","0","0","0","15階級","1"
"メガネフレーム","ロストフレーム","オープンフレーム","0","2630013","0","0","0","クローズフレーム","1"
"20枚","8枚","16枚","0","2630014","0","0","0","12枚","1"
"60mm","50mm","40mm","0","2630015","0","0","0","30mm","1"
"75cm","60cm","45cm","0","2630016","0","0","0","30cm","1"
"38.72メートル","31.72メートル","23.72メートル","0","2630017","0","0","0","15.72メートル","1"
"白と黒","赤と黒","赤と白","0","2630019","0","0","0","赤と青","1"
"チャント","チュート","キャント","0","2630021","0","0","0","シャウト","1"
"リペリング","トレッキング","ビバーク","0","2630022","0","0","0","グリセード","1"
"7人","10人","9人","0","2630025","0","0","0","8人","1"
"ペナルティーキック","ゴールキック","スローイン","0","2630026","0","0","0","コーナーキック","1"
"控え力士","お客さん","横綱","0","2630027","0","0","0","行事","1"
"アウトショア","インショア","オフショア","0","2630028","0","0","0","オンショア","1"
"バスサー","バスカー","バスター","0","2630029","0","0","0","バスラー","1"
"茶","黒","赤","0","2630030","0","0","0","白","1"
"平均台","床","段違い平行棒","0","2630031","0","0","0","跳馬","1"
"手取り","舵取り","乱取り","0","2630035","0","0","0","面取り","1"
"嫁入り","肝入り","水入り","0","2630037","0","0","0","中入り","1"
"70cm","50cm","10cm","0","2630038","0","0","0","30cm","1"
"3kg","10kg","20kg","0","2630040","0","0","0","5kg","1"
"水球","ハンドボール","バスケットボール","0","2630043","0","0","0","サッカー","1"
"3人","5人","4人","0","2630044","0","0","0","8人","1"
"スローボール","ポートボール","ロフトボール","0","2630045","0","0","0","ロストボール","1"
"セカンド","ショ―ト","サード","0","2630046","0","0","0","ファースト","1"
"テール","ボトム","ノーズ","0","2630048","0","0","0","デッキ","1"
"はなこ戦","あかね戦","ともえ戦","0","2630049","0","0","0","まりえ戦","1"
"ハッキング","シンキング","バンキング","0","2630051","0","0","0","ビンキング","1"
"マスショット","パスショット","キスショット","0","2630052","0","0","0","ミスショット","1"
"10点","2点","5点","0","2630053","0","0","0","1点","1"
"レッグブロー","ダウンブロー","ローブロー","0","2630054","0","0","0","アンダーロー","1"
"ミルン","ベルン","ケルン","0","2630055","0","0","0","カラン","1"
"ボード","ジョイント","ブーム","0","2630056","0","0","0","セール","1"
"バスケットボール","バレーボール","ラグビー","0","2630058","0","0","0","サッカー","1"
"ボブスレー","バイアスロン","スケルトン","0","2630059","0","0","0","リュージュ","1"
"Dカード","Bカード","Cカード","0","2630060","0","0","0","Aカード","1"
"バゲット","ソケット","ポケット","0","2630061","0","0","0","ナゲット","1"
"ダイヤモンドファング","バーストファング","ブラストファング","0","2631001","0","0","0","フロストファング","1"
"激波の拳","雷撃の槍","海神の杖","0","2631002","0","0","0","嵐撃の槍","1"
"ドラゴンズウィング","ドラゴンズシザー","ドラゴンズテイル","0","2631003","0","0","0","ドラゴンズデッドボール","1"
"ビーチベースボール","ビーチフラッグ","ボートレース","0","2631004","0","0","0","ビーチボール","1"
"七海覇者晦冥喝破之装","大海帝王晦冥喝破之装","七界覇王晦冥喝破之装","0","2631005","0","0","0","七界究極晦冥喝破之装","1"
