8ec33b1beb602686b8105c36e2b6a74b554c214166d183e706c7d2e455951ec4,de214712657351cc4d49e261457dfb22eddebdb2c38063be390c0cec32d2fecc,84273b421d0b16737fa9c2d3c38721cb01e5f71410baaf15a584a676715bf0fe,6134d99cac65b183987328159bbfd437b718d2f8eeb2d329050acb45ed38ea54,2fddd367c00b7f4cf8f86dd178ee0103b593b0613b5b5bcfb80273592a644efc,5b1a2769e31574b098ec50c07ea3a295f6afc8dc88df36e683569846278876e0,b1831264f55b102d746f630193add3143d4dea24b0fbe2b14973e512039ce5aa,d9c74660b99d75287fd08ca057f1ba12d804d2cd6bc2ec94777a8909f7dfde03,6b093ef6e76969dcf334d9831130ae3e6a58c43545c9b487225c9aca8a8a2a6b,c1427d24ed9baf4dd592e1f52b828de285f5c92b5033dc20281f563a68e8026c,1aab82a8af9e876b7a4f86e936eda7994a9cd7d25e000d6c023d4e8ada213a36
"","3","","","lsv_idle_sad_normal","0.2","102011","1009807","1","","1009807136"
"","3","","","lsv_talk_thinking_anger","0.2","103611","1009807","1","","1009807137"
"","21","","0","vo_lsv_0736","","vo_lsv","1009807","0","","1009807138"
"0","11","1","1","…その点はちょっと心配かも。\nでも、やってみないと\nわからないしね。試してみよ！","0","103611","1009807","10","0","1009807139"
"","91","","","","","0","1009807","","","1009807140"
"","3","","","lsv_idle_normal_joyR","0.2","103611","1009807","1","","1009807141"
"","101","","","","","1009807143","1009807","","","1009807142"
"","91","","","","","0","1009807","","","1009807143"
"","102","","","","","","1009807","","","1009807144"
"","22","","","0.2","","0","1009807","","","1009807145"
"","93","","","","","0.2","1009807","","","1009807146"
"0","12","0","0","4","0","102011","1009807","1","0","1009807147"
"","3","","","lsv_talk_surprise","0.2","102011","1009807","1","","1009807148"
"","93","","","0","","3","1009807","","","1009807149"
"","3","","","lsv_idle_normal_joyR","0.2","102011","1009807","1","","1009807150"
"0","12","0","0","6","0","100411","1009807","1","0","1009807151"
"","3","","","lsv_talk_joy1_normal","0.2","100411","1009807","1","","1009807152"
"","93","","","0","","3","1009807","","","1009807153"
"","3","","","lsv_idle_normal_joy","0.2","100411","1009807","1","","1009807154"
"0","12","0","0","10","0","103611","1009807","1","0","1009807155"
"","3","","","lsv_talk_joy3_dere","0.2","103611","1009807","1","","1009807156"
"","93","","","0","","3","1009807","","","1009807157"
"","3","","","lsv_idle_wish","0.2","103611","1009807","1","","1009807158"
"","101","","","","","1009807147","1009807","","","1009807159"
"","6","0","1","1","1","333","1009807","1","0","1009807160"
"","4","","","1","","102011","1009807","","","1009807161"
"","3","","","lsv_run","0.2","102011","1009807","1","","1009807162"
"","2","0","0.8","-750","","102011","1009807","-235","","1009807163"
"","4","","","0","","100411","1009807","","","1009807164"
"","3","","","lsv_run","0.2","100411","1009807","1","","1009807165"
"","2","0","0.8","750","","100411","1009807","-220","","1009807166"
"","4","","","0","","103611","1009807","","","1009807167"
"","3","","","lsv_run","0.2","103611","1009807","1","","1009807168"
"","2","0","0.8","850","","103611","1009807","-250","","1009807169"
"","93","","","","","0.6","1009807","","","1009807170"
"","6","0","1","1","0.2","102011","1009807","1","0","1009807171"
"","6","0","1","1","0.2","100411","1009807","1","0","1009807172"
"","6","0","1","1","0.2","103611","1009807","1","0","1009807173"
"","91","","","","","0","1009807","","","1009807174"
"lsv_idle_normal","1","-220","-700","100411","1.95","1","1009808","101","0","1009808001"
"lsv_idle_normal","1","-235","-550","102011","1.95","1","1009808","100","0","1009808002"
"lsv_idle_normal","1","-250","-800","103611","1.95","1","1009808","102","0","1009808003"
"lsv_white_loop","5","0","0","333","1","1","1009808","0","0","1009808004"
"","6","0","1","1","0","333","1009808","1","0","1009808005"
"","31","1.3","110","13","0","3","1009808","-630","","1009808006"
"","6","0","1","1","0","100411","1009808","1","0","1009808007"
"","6","0","1","1","0","102011","1009808","1","0","1009808008"
"","6","0","1","1","0","103611","1009808","1","0","1009808009"
"","93","","","0","","1","1009808","","","1009808010"
"","6","0.4","1","1","0.8","333","1009808","1","0","1009808011"
"","3","","","lsv_walk_glad","0.2","100411","1009808","1","","1009808012"
"","2","0","2","-100","","100411","1009808","-220","","1009808013"
"","6","1","1","1","0.4","100411","1009808","1","0","1009808014"
"","3","","","lsv_walk_glad2","0.2","102011","1009808","1","","1009808015"
"","2","0","2.2","100","","102011","1009808","-235","","1009808016"
"","6","1","1","1","0.4","102011","1009808","1","0","1009808017"
"","3","","","lsv_walk_glad","0.2","103611","1009808","1","","1009808018"
"","2","0","2","-270","","103611","1009808","-250","","1009808019"
"","6","1","1","1","0.4","103611","1009808","1","0","1009808020"
"","32","","","1","","13","1009808","","","1009808021"
"","33","0","2","-180","","13","1009808","110","","1009808022"
"","93","","","","","2","1009808","","","1009808023"
"","32","","","0","","13","1009808","","","1009808024"
"","3","","","lsv_idle_normal","0.2","100411","1009808","1","","1009808025"
"","3","","","lsv_idle_normal","0.2","103611","1009808","1","","1009808026"
"","93","","","","","0.2","1009808","","","1009808027"
"","4","","","1","","102011","1009808","","","1009808028"
"","3","","","lsv_idle_normal","0.2","102011","1009808","1","","1009808029"
"","93","","","","","0.5","1009808","","","1009808030"
"","12","","","10","0","100411","1009808","0.5","0","1009808031"
"","3","1","lsv_idle_normal","lsv_smile2","0","100411","1009808","0","0.2","1009808032"
"","12","","","10","0","102011","1009808","0.5","0","1009808033"
"","3","1","lsv_idle_normal","lsv_smile2","0","102011","1009808","0","0.2","1009808034"
"","12","","","10","0","103611","1009808","0.5","0","1009808035"
"","3","1","lsv_idle_normal","lsv_smile2","0","103611","1009808","0","0.2","1009808036"
"","93","","","","","1.5","1009808","","","1009808037"
"","4","","","0","","102011","1009808","","","1009808038"
"","3","","","lsv_walk","0.2","102011","1009808","1","","1009808039"
"","2","0","1","200","","102011","1009808","-235","","1009808040"
"","93","","","","","1","1009808","","","1009808041"
"","3","","","lsv_idle_normal","0.2","102011","1009808","1","","1009808042"
"","93","","","","","0","1009808","","","1009808043"
"","4","","","1","","102011","1009808","","","1009808044"
"","93","","","","","0.6","1009808","","","1009808045"
"","3","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","0","100411","1009808","0","0.2","1009808046"
"","21","","0","vo_lsv_0821","","vo_lsv","1009808","0","","1009808047"
"0","11","1","1","ニャットちゃん\nおっきくてかわいかったねー！","0","100411","1009808","10","0","1009808048"
"","91","","","","","0","1009808","","","1009808049"
"","3","","","lsv_idle_arm_crossed_joy","0.2","100411","1009808","1","","1009808050"
"","3","","","lsv_talk_memory_dere2","0.2","102011","1009808","1","","1009808051"
"","21","","0","vo_lsv_0822","","vo_lsv","1009808","0","","1009808052"
"0","11","1","1","うんっ♪\nそれにとってもやさしくて…\nとってもフワフワ♪","0","102011","1009808","10","0","1009808053"
"","91","","","","","0","1009808","","","1009808054"
"","3","","","lsv_idle_memory","0.2","102011","1009808","1","","1009808055"
"","3","","","lsv_talk_thinking_joyR","0.2","103611","1009808","1","","1009808056"
"","21","","0","vo_lsv_0823","","vo_lsv","1009808","0","","1009808057"
"0","11","1","1","シオリさんもやさしくて、\n協力してもらえることも\nわかったし…いい日だったよ。","0","103611","1009808","10","0","1009808058"
"","91","","","","","0","1009808","","","1009808059"
"","3","","","lsv_idle_normal","0.2","103611","1009808","1","","1009808060"
"","3","","","lsv_idle_normal","0.2","102011","1009808","1","","1009808061"
"","3","1","lsv_talk_cool_normal2_loop","lsv_talk_cool_normal2","0","100411","1009808","0","0.2","1009808062"
"","21","","0","vo_lsv_0824","","vo_lsv","1009808","0","","1009808063"
"0","11","1","1","この調子でみゅ～ちゃんと\nいろんなところに行って、\nいろんな遊びをしようよ！","0","100411","1009808","10","0","1009808064"
"","91","","","","","0","1009808","","","1009808065"
"","3","","","lsv_idle_cool_joy","0.2","100411","1009808","1","","1009808066"
"","3","1","lsv_talk_doya_anger_loop","lsv_talk_doya","0","103611","1009808","0","0.2","1009808067"
"","21","","0","vo_lsv_0825","","vo_lsv","1009808","0","","1009808068"
"0","11","1","1","うん！\n…あっ。観察するのも\n忘れないようにねっ？","0","103611","1009808","10","0","1009808069"
"","91","","","","","0","1009808","","","1009808070"
"","3","","","lsv_idle_doya","0.2","103611","1009808","1","","1009808071"
"","3","","","lsv_talk_bitter","0.2","100411","1009808","1","","1009808072"
"","21","","0","vo_lsv_0826","","vo_lsv","1009808","0","","1009808073"
"0","11","1","1","も、もちろんだって～！\nあはははは～","0","100411","1009808","10","0","1009808074"
"","91","","","","","0","1009808","","","1009808075"
"","3","","","lsv_idle_bitter","0.2","100411","1009808","1","","1009808076"
"","3","","","lsv_talk_surprise_talkjoy","0.2","102011","1009808","1","","1009808077"
"","21","","0","vo_lsv_0827","","vo_lsv","1009808","0","","1009808078"
"0","11","1","1","ねえねえ、おにいちゃんっ♪\nみゅ～ちゃんとなかよしになって\nくれる子、もっと知ってる？","0","102011","1009808","10","0","1009808079"
"","91","","","","","0","1009808","","","1009808080"
"","3","","","lsv_idle_surprise_joy","0.2","102011","1009808","1","","1009808081"
"","3","1","lsv_look_idle_normal","lsv_choice","0","100411","1009808","0","0.2","1009808082"
"","3","1","lsv_look_idle_normal","lsv_choice","0","102011","1009808","0","0.2","1009808083"
"","3","1","lsv_look_idle_normal","lsv_choice","0","103611","1009808","0","0.2","1009808084"
"","93","","","0","","0.1","1009808","","","1009808085"
"","2","2","0.33","-420","","100411","1009808","-220","0.2","1009808086"
"","2","2","0.33","452","","102011","1009808","-235","0.2","1009808087"
"","2","2","0.33","-545","","103611","1009808","-250","0.2","1009808088"
"","22","","","0","0.2","0","1009808","1","","1009808089"
"","103","","","1009808093","","牧場の牛たち。","1009808","0","","1009808090"
"","103","","","1009808117","","ぷうきち。","1009808","0","","1009808091"
"","103","","","1009808141","","ラーゴ。","1009808","0","","1009808092"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009808","0","0.2","1009808093"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009808","0","0.2","1009808094"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009808","0","0.2","1009808095"
"","93","","","0","","0.1","1009808","","","1009808096"
"","2","2","0.33","-100","","100411","1009808","-220","0.2","1009808097"
"","2","2","0.33","200","","102011","1009808","-235","0.2","1009808098"
"","2","2","0.33","-270","","103611","1009808","-250","0.2","1009808099"
"","93","","","0","","0.7","1009808","","","1009808100"
"","3","","","lsv_talk_thinking_joyR","0.2","103611","1009808","1","","1009808101"
"","21","","0","vo_lsv_0828","","vo_lsv","1009808","0","","1009808102"
"0","11","1","1","なるほど…いい案ですね。\n牧場の牛さんなら、\n人にも慣れていそうですし。","0","103611","1009808","10","0","1009808103"
"","91","","","","","0","1009808","","","1009808104"
"","3","","","lsv_idle_thinking_joy1","0.2","103611","1009808","1","","1009808105"
"","3","","","lsv_talk_wish_joy","0.2","102011","1009808","1","","1009808106"
"","21","","0","vo_lsv_0829","","vo_lsv","1009808","0","","1009808107"
"0","11","1","1","きっと、みゅ～ちゃんにも\n優しくしてくれるよね♪","0","102011","1009808","10","0","1009808108"
"","91","","","","","0","1009808","","","1009808109"
"","3","","","lsv_idle_wish_joy","0.2","102011","1009808","1","","1009808110"
"","3","","","lsv_talk_normal","0.2","100411","1009808","1","","1009808111"
"","21","","0","vo_lsv_0830","","vo_lsv","1009808","0","","1009808112"
"0","11","1","1","牧場だったら\nシオリねえちゃんもいるから\n安心だしね！","0","100411","1009808","10","0","1009808113"
"","91","","","","","0","1009808","","","1009808114"
"","3","","","lsv_idle_normal","0.2","100411","1009808","1","","1009808115"
"","101","","","","","1009808166","1009808","","","1009808116"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009808","0","0.2","1009808117"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009808","0","0.2","1009808118"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009808","0","0.2","1009808119"
"","93","","","0","","0.1","1009808","","","1009808120"
"","2","2","0.33","-100","","100411","1009808","-220","0.2","1009808121"
"","2","2","0.33","200","","102011","1009808","-235","0.2","1009808122"
"","2","2","0.33","-270","","103611","1009808","-250","0.2","1009808123"
"","93","","","0","","0.7","1009808","","","1009808124"
"","3","","","lsv_talk_joy3_blink","0.2","102011","1009808","1","","1009808125"
"","21","","0","vo_lsv_0831","","vo_lsv","1009808","0","","1009808126"
"0","11","1","1","アヤネちゃんのおともだちの？\nぷうきちさんなら、\nきっとなかよくしてくれるね♪","0","102011","1009808","10","0","1009808127"
"","91","","","","","0","1009808","","","1009808128"
"","3","","","lsv_idle_joy","0.2","102011","1009808","1","","1009808129"
"","3","","","lsv_talk_surprise","0.2","103611","1009808","1","","1009808130"
"","21","","0","vo_lsv_0832","","vo_lsv","1009808","0","","1009808131"
"0","11","1","1","アヤネさんなら、心配は\nいらないですね……不思議な\n子には慣れてるでしょうし。","0","103611","1009808","10","0","1009808132"
"","91","","","","","0","1009808","","","1009808133"
"","3","","","lsv_idle_surprise","0.2","103611","1009808","1","","1009808134"
"","3","","","lsv_talk_thinking_talkR","0.2","100411","1009808","1","","1009808135"
"","21","","0","vo_lsv_0833","","vo_lsv","1009808","0","","1009808136"
"0","11","1","1","考えてみれば、\nぷうきちもぷうきちで\nふしぎだもんね…","0","100411","1009808","10","0","1009808137"
"","91","","","","","0","1009808","","","1009808138"
"","3","","","lsv_idle_thinking_joy1","0.2","100411","1009808","1","","1009808139"
"","101","","","","","1009808166","1009808","","","1009808140"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009808","0","0.2","1009808141"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009808","0","0.2","1009808142"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009808","0","0.2","1009808143"
"","93","","","0","","0.1","1009808","","","1009808144"
"","2","2","0.33","-100","","100411","1009808","-220","0.2","1009808145"
"","2","2","0.33","200","","102011","1009808","-235","0.2","1009808146"
"","2","2","0.33","-270","","103611","1009808","-250","0.2","1009808147"
"","93","","","0","","0.7","1009808","","","1009808148"
"","3","","","lsv_talk_surprise2","0.2","100411","1009808","1","","1009808149"
"","21","","0","vo_lsv_0834","","vo_lsv","1009808","0","","1009808150"
"0","11","1","1","ええっ、ドラゴン！？\nドラゴンって、あの？","0","100411","1009808","10","0","1009808151"
"","91","","","","","0","1009808","","","1009808152"
"","3","","","lsv_idle_surprise","0.2","100411","1009808","1","","1009808153"
"","3","","","lsv_talk_normal_suprise1","0.2","102011","1009808","1","","1009808154"
"","21","","0","vo_lsv_0835","","vo_lsv","1009808","0","","1009808155"
"0","11","1","1","すごい魔物さんと\nなかよしの人がいるんだね～","0","102011","1009808","10","0","1009808156"
"","91","","","","","0","1009808","","","1009808157"
"","3","","","lsv_idle_normal","0.2","102011","1009808","1","","1009808158"
"","3","","","lsv_talk_sad","0.2","103611","1009808","1","","1009808159"
"","21","","0","vo_lsv_0836","","vo_lsv","1009808","0","","1009808160"
"0","11","1","1","き、危険な感じがしますね…\nちょっと、その人については\nその…検討、してみましょう。","0","103611","1009808","10","0","1009808161"
"","91","","","","","0","1009808","","","1009808162"
"","3","","","lsv_idle_sad","0.2","103611","1009808","1","","1009808163"
"","3","","","lsv_idle_surprise_talkR1","0.2","100411","1009808","1","","1009808164"
"","101","","","","","1009808166","1009808","","","1009808165"
"","91","","","","","0","1009808","","","1009808166"
"","102","","","","","","1009808","","","1009808167"
"","22","","","0.2","","0","1009808","","","1009808168"
"","93","","","","","0.2","1009808","","","1009808169"
"0","12","0","0","7","0","102011","1009808","1","0","1009808170"
"","3","","","lsv_talk_surprise_kira","0.2","102011","1009808","1","","1009808171"
"","93","","","0","","3","1009808","","","1009808172"
"","3","","","lsv_idle_surprise","0.2","102011","1009808","1","","1009808173"
"0","12","0","0","5","0","100411","1009808","1","0","1009808174"
"","3","","","lsv_talk_wish_surprise","0.2","100411","1009808","1","","1009808175"
"","93","","","0","","3","1009808","","","1009808176"
"","3","","","lsv_idle_wish","0.2","100411","1009808","1","","1009808177"
"0","12","0","0","1","0","103611","1009808","1","0","1009808178"
"","3","","","lsv_talk_normal_sad","0.2","103611","1009808","1","","1009808179"
"","93","","","0","","3","1009808","","","1009808180"
"","3","","","lsv_idle_normal","0.2","103611","1009808","1","","1009808181"
"","101","","","","","1009808170","1009808","","","1009808182"
"","6","0","1","1","1","333","1009808","1","0","1009808183"
"","4","","","1","","100411","1009808","","","1009808184"
"","3","","","lsv_run","0.2","100411","1009808","1","","1009808185"
"","2","0","0.8","-750","","100411","1009808","-220","","1009808186"
"","4","","","0","","102011","1009808","","","1009808187"
"","3","","","lsv_run","0.2","102011","1009808","1","","1009808188"
"","2","0","0.8","750","","102011","1009808","-235","","1009808189"
"","4","","","1","","103611","1009808","","","1009808190"
"","3","","","lsv_run","0.2","103611","1009808","1","","1009808191"
"","2","0","0.8","-850","","103611","1009808","-250","","1009808192"
"","93","","","","","0.6","1009808","","","1009808193"
"","6","0","1","1","0.2","100411","1009808","1","0","1009808194"
"","6","0","1","1","0.2","102011","1009808","1","0","1009808195"
"","6","0","1","1","0.2","103611","1009808","1","0","1009808196"
"","91","","","","","0","1009808","","","1009808197"
"lsv_idle_normal","1","-235","-750","103611","1.95","1","1009809","102","0","1009809001"
"lsv_idle_normal","1","-220","650","102011","1.95","1","1009809","100","1","1009809002"
"lsv_idle_normal","1","-250","750","100411","1.95","1","1009809","101","1","1009809003"
"lsv_white_loop","5","0","0","333","1","1","1009809","0","0","1009809004"
"","6","0","1","1","0","333","1009809","1","0","1009809005"
"","6","0","1","1","0","103611","1009809","1","0","1009809006"
"","6","0","1","1","0","102011","1009809","1","0","1009809007"
"","6","0","1","1","0","100411","1009809","1","0","1009809008"
"","7","","0","2","","103611","1009809","0","","1009809009"
"","2","0","0.5","-750","","103611","1009809","-235","","1009809010"
"","31","0.8","10","16","0","2","1009809","-140","","1009809011"
"","34","","0","2","","16","1009809","0","","1009809012"
"","93","","","0","","1","1009809","","","1009809013"
"","6","0.4","1","1","0.8","333","1009809","1","0","1009809014"
"","3","1","lsv_see_sad","lsv_see_sad_pre","0.2","103611","1009809","0","0","1009809015"
"","2","0","1.1","-600","","103611","1009809","-235","","1009809016"
"","6","1","1","1","0.4","103611","1009809","1","0","1009809017"
"","93","","","","","1","1009809","","","1009809018"
"","32","","","1","","16","1009809","","","1009809019"
"","91","","","","","0","1009809","","","1009809020"
"","94","80","0","240","","103611","1009809","260","","1009809021"
"","32","","","0","","16","1009809","","","1009809022"
"","12","","","1","0","103611","1009809","1","0","1009809023"
"","7","","0","0","","103611","1009809","2","","1009809024"
"","3","","","lsv_walk_sad","0.2","103611","1009809","1","","1009809025"
"","2","0","2","-250","","103611","1009809","-235","","1009809026"
"","3","","","lsv_walk","0.2","102011","1009809","1","","1009809027"
"","2","0","2","100","","102011","1009809","-220","","1009809028"
"","6","1","1","1","0.4","102011","1009809","1","0","1009809029"
"","3","","","lsv_walk_talkR","0.2","100411","1009809","1","","1009809030"
"","2","0","2","270","","100411","1009809","-250","","1009809031"
"","6","1","1","1","0.4","100411","1009809","1","0","1009809032"
"","93","","","","","2","1009809","","","1009809033"
"","3","","","lsv_idle_normal","0.2","103611","1009809","1","","1009809034"
"","3","","","lsv_idle_normal","0.2","102011","1009809","1","","1009809035"
"","3","","","lsv_idle_sad","0.2","100411","1009809","1","","1009809036"
"","93","","","","","0.5","1009809","","","1009809037"
"","91","","","","","0","1009809","","","1009809038"
"","3","","","lsv_talk_sad","0.2","100411","1009809","1","","1009809039"
"","21","","0","vo_lsv_0921","","vo_lsv","1009809","0","","1009809040"
"0","11","1","1","今日は…\nいろんなことがあったね。","0","100411","1009809","10","0","1009809041"
"","91","","","","","0","1009809","","","1009809042"
"","3","","","lsv_idle_sad","0.2","100411","1009809","1","","1009809043"
"","3","","","lsv_talk_wish_nervous","0.2","102011","1009809","1","","1009809044"
"","21","","0","vo_lsv_0922","","vo_lsv","1009809","0","","1009809045"
"0","11","1","1","うん…\nでも、みゅ～ちゃんのこと\n助けられてよかったよ。","0","102011","1009809","10","0","1009809046"
"","91","","","","","0","1009809","","","1009809047"
"","3","","","lsv_idle_wish_nervous","0.2","102011","1009809","1","","1009809048"
"","3","","","lsv_talk_sad","0.2","100411","1009809","1","","1009809049"
"","21","","0","vo_lsv_0923","","vo_lsv","1009809","0","","1009809050"
"0","11","1","1","…ちょっとだけ、\n小さくなっちゃってるけどね。","0","100411","1009809","10","0","1009809051"
"","91","","","","","0","1009809","","","1009809052"
"","3","","","lsv_idle_sad","0.2","100411","1009809","1","","1009809053"
"","3","","","lsv_talk_sad","0.2","102011","1009809","1","","1009809054"
"","21","","0","vo_lsv_0924","","vo_lsv","1009809","0","","1009809055"
"0","11","1","1","…うん。","0","102011","1009809","10","0","1009809056"
"","91","","","","","0","1009809","","","1009809057"
"","3","","","lsv_idle_normal","0.2","102011","1009809","1","","1009809058"
"","3","","","lsv_idle_normal_talkR","0.2","100411","1009809","1","","1009809059"
"","3","","","lsv_talk_thinking","0.2","103611","1009809","1","","1009809060"
"","21","","0","vo_lsv_0925","","vo_lsv","1009809","0","","1009809061"
"0","11","1","1","…みゅ～ちゃんが\nどんな生き物なのか、\nずっと不思議だったけど…","0","103611","1009809","10","0","1009809062"
"","91","","","","","0","1009809","","","1009809063"
"","3","","","lsv_idle_thinking","0.2","103611","1009809","1","","1009809064"
"","3","","","lsv_talk_normal_suprise1","0.2","100411","1009809","1","","1009809065"
"","21","","0","vo_lsv_0926","","vo_lsv","1009809","0","","1009809066"
"0","11","1","1","やっとわかったね。\nでも、ちょっとだけ…\nううん、すごくびっくりだよ。","0","100411","1009809","10","0","1009809067"
"","91","","","","","0","1009809","","","1009809068"
"","3","","","lsv_idle_normal_talkR","0.2","100411","1009809","1","","1009809069"
"","3","","","lsv_talk_thinking_anger","0.2","103611","1009809","1","","1009809070"
"","21","","0","vo_lsv_0927","","vo_lsv","1009809","0","","1009809071"
"0","11","1","1","幸福を呼ぶ生き物…\nそれがみゅ～ちゃんなんだね。","0","103611","1009809","10","0","1009809072"
"","91","","","","","0","1009809","","","1009809073"
"","3","","","lsv_idle_sad","0.2","103611","1009809","1","","1009809074"
"","3","","","lsv_talk_sad","0.2","102011","1009809","1","","1009809075"
"","21","","0","vo_lsv_0928","","vo_lsv","1009809","0","","1009809076"
"0","11","1","1","ミミたち…\nこれから、どうすれば\nいいのかなぁ？","0","102011","1009809","10","0","1009809077"
"","91","","","","","0","1009809","","","1009809078"
"","3","","","lsv_idle_normal","0.2","102011","1009809","1","","1009809079"
"","3","","","lsv_talk_anger_dead","0.2","100411","1009809","1","","1009809080"
"","21","","0","vo_lsv_0929","","vo_lsv","1009809","0","","1009809081"
"0","11","1","1","…わかんない。","0","100411","1009809","10","0","1009809082"
"","91","","","","","0","1009809","","","1009809083"
"","3","","","lsv_idle_anger_sad","0.2","100411","1009809","1","","1009809084"
"","3","","","lsv_talk_normal_sad","0.2","103611","1009809","1","","1009809085"
"","21","","0","vo_lsv_0930","","vo_lsv","1009809","0","","1009809086"
"0","11","1","1","急にいろいろなことが\n起こったもんね。\n…落ち着かなくて当然だよ。","0","103611","1009809","10","0","1009809087"
"","91","","","","","0","1009809","","","1009809088"
"","21","","0","vo_lsv_0931","","vo_lsv","1009809","0","","1009809089"
"0","11","1","1","とにかく、今日は休もう。\nこれからのことは、また明日\n考えようよ。","0","103611","1009809","10","0","1009809090"
"","91","","","","","0","1009809","","","1009809091"
"","3","","","lsv_idle_normal","0.2","103611","1009809","1","","1009809092"
"","3","1","lsv_idle_normal_sad","lsv_agree_sad","0","100411","1009809","0","0.2","1009809093"
"","3","1","lsv_idle_normal_sad","lsv_agree_sad","0","102011","1009809","0","0.2","1009809094"
"","21","","0","vo_lsv_0932","","vo_lsv","1009809","0","","1009809095"
"0","11","1","1","…うんっ。","0","100411","1009809","10","0","1009809096"
"0","11","1","1","…うんっ。","0","102011","1009809","10","0","1009809097"
"","91","","","","","0","1009809","","","1009809098"
"","22","","","0","0.2","0","1009809","1","","1009809099"
"","102","","","","","","1009809","","","1009809100"
"","93","","","","","0.2","1009809","","","1009809101"
"0","12","0","0","1","0","103611","1009809","1","0","1009809102"
"","3","","","lsv_talk_normal_sad","0.2","103611","1009809","1","","1009809103"
"","93","","","0","","3","1009809","","","1009809104"
"","3","","","lsv_idle_normal","0.2","103611","1009809","1","","1009809105"
"0","12","0","0","2","0","102011","1009809","1","0","1009809106"
"","3","","","lsv_talk_bitter","0.2","102011","1009809","1","","1009809107"
"","93","","","0","","3","1009809","","","1009809108"
"","3","","","lsv_idle_sad_normal","0.2","102011","1009809","1","","1009809109"
"0","12","0","0","4","0","100411","1009809","1","0","1009809110"
"","3","","","lsv_idle_anger_sad","0.2","100411","1009809","1","","1009809111"
"","93","","","0","","3","1009809","","","1009809112"
"","3","","","lsv_idle_normal_sad","0.2","100411","1009809","1","","1009809113"
"","101","","","","","1009809102","1009809","","","1009809114"
"","6","0","1","1","1","333","1009809","1","0","1009809115"
"","4","","","1","","103611","1009809","","","1009809116"
"","3","","","lsv_run_sad","0.2","103611","1009809","1","","1009809117"
"","2","0","0.8","-750","","103611","1009809","-235","","1009809118"
"","4","","","0","","102011","1009809","","","1009809119"
"","3","","","lsv_run_sad","0.2","102011","1009809","1","","1009809120"
"","2","0","0.8","750","","102011","1009809","-220","","1009809121"
"","4","","","0","","100411","1009809","","","1009809122"
"","3","","","lsv_run_sad","0.2","100411","1009809","1","","1009809123"
"","2","0","0.8","850","","100411","1009809","-250","","1009809124"
"","93","","","","","0.6","1009809","","","1009809125"
"","6","0","1","1","0.2","103611","1009809","1","0","1009809126"
"","6","0","1","1","0.2","102011","1009809","1","0","1009809127"
"","6","0","1","1","0.2","100411","1009809","1","0","1009809128"
"","91","","","","","0","1009809","","","1009809129"
"lsv_idle_normal","1","-235","-650","100411","1.95","1","1009810","102","0","1009810001"
"lsv_idle_normal","1","-220","650","102011","1.95","1","1009810","100","1","1009810002"
"lsv_idle_normal","1","-250","750","103611","1.95","1","1009810","101","1","1009810003"
"lsv_white_loop","5","0","0","333","1","1","1009810","0","0","1009810004"
"","6","0","1","1","0","333","1009810","1","0","1009810005"
"","6","0","1","1","0","100411","1009810","1","0","1009810006"
"","6","0","1","1","0","102011","1009810","1","0","1009810007"
"","6","0","1","1","0","103611","1009810","1","0","1009810008"
"","93","","","0","","1","1009810","","","1009810009"
"","6","0.4","1","1","0.8","333","1009810","1","0","1009810010"
"","3","","","lsv_walk","0.2","100411","1009810","1","","1009810011"
"","2","0","2","-200","","100411","1009810","-235","","1009810012"
"","6","1","1","1","0.4","100411","1009810","1","0","1009810013"
"","3","","","lsv_walk","0.2","102011","1009810","1","","1009810014"
"","2","0","2","100","","102011","1009810","-220","","1009810015"
"","6","1","1","1","0.4","102011","1009810","1","0","1009810016"
"","3","","","lsv_walk","0.2","103611","1009810","1","","1009810017"
"","2","0","2","270","","103611","1009810","-250","","1009810018"
"","6","1","1","1","0.4","103611","1009810","1","0","1009810019"
"","93","","","0","","2","1009810","","","1009810020"
"","3","","","lsv_idle_normal","0.2","100411","1009810","1","","1009810021"
"","3","","","lsv_idle_normal","0.2","102011","1009810","1","","1009810022"
"","3","","","lsv_idle_normal","0.2","103611","1009810","1","","1009810023"
"","93","","","0","","0.6","1009810","","","1009810024"
"","3","1","lsv_talk_guts2_anger_loop","lsv_talk_guts2_anger","0","103611","1009810","0","0.2","1009810025"
"","21","","0","vo_lsv_1021","","vo_lsv","1009810","0","","1009810026"
"0","11","1","1","…ここまで来たら、\n最後まで責任を持って\nちゃんと帰してあげよう。","0","103611","1009810","10","0","1009810027"
"","91","","","","","0","1009810","","","1009810028"
"","3","","","lsv_idle_guts2_anger","0.2","103611","1009810","1","","1009810029"
