a36ee370f986f1bcd271d6faee9f2e87188c5066c9c6880c02ba460ecbdedd2b,f2c580a25a51b4ed47b0a40dac1427aa4ca9364611f5ef7cb89e56f7e669ec7d,767132435c7026bdb61d4a252ea9bf9cde98f68b81f1a024dc1165a2ae0de570,e925d4dea7656de6b8fd6c14caf43d09255423b1d5a33fca44d1cadbff2028af,1ade4480a5fdcb9473fb4facd658466cd60cfb511774f16799f80ed963465611,a8474f81bf18b1ed710b4c5a67ff46107bf37fbf83d77110b8c32b2385acb56f,0f3f420eaa5a9e361ca9db6e2f1e9b5bbbc482525c16530cfbd30d0557a553dd,0c453073002f63b158bb60a1e5f06ccdd8963da32b2a9018b5ccbb9fa6e07874,1fd8183cd71ff93d37811ad31149bff51a72e378d1d949e217ebfd1098e1b251,fa4571809ab718e1180f4b994d91b7736a3476af4096d6548f32cc01b3089d02,170c4d6b888c1905ae1c7ada9c81e15ccfa71d69dfe5900d37af2abe57a8b27a
"122911","-180","911","2","7.94117647058824","19110015","","","12","175",""
"1","-180","911","2","7.94117647058824","19110016","","","12","175",""
"122911","-180","911","33","7.94117647058824","19110017","","","12","175",""
"122811","-180","911","2","7.79411764705882","19110018","","","12","425",""
"2","-180","911","2","7.79411764705882","19110019","","","12","425",""
"122811","-180","911","33","7.79411764705882","19110020","","","12","425",""
"4","","911","93","","19110021","","","","0",""
"122911","0","911","3","11_mimi_handUp_loop","19110022","0.1","","1","11_mimi_handUp_in","0.1"
"1","1","911","3","","19110023","0.1","","","11_petitGryphon_float",""
"vo_fpc","","911","21","0","19110024","","","","vo_fpc_21100",""
"122911","10","911","11","1","19110025","0","0.5","0","はーい、みんなこっちですよー\nママたちからはぐれないようにねー♪","0"
"0","","911","91","","19110026","","","","",""
"0.5","","911","93","","19110027","","","","0",""
"19110015","","911","91","","19110028","","","","",""
"25","-180","911","2","4.17647058823529","19110029","","","12","-140",""
"25","-180","911","33","4.17647058823529","19110030","","","12","-140",""
"122911","0","911","3","11_mimi_float_loop","19110031","0.2","","1","11_mimi_float_in","0.1"
"1","1","911","3","","19110032","0.3","","","11_petitGryphon_float",""
"122811","1","911","3","","19110033","0.3","","","11_misogi_smile",""
"2","1","911","3","","19110034","0.3","","","cmn_boat_idle",""
"vo_fpc","","911","21","0","19110035","","","","vo_fpc_21101",""
"122811","10","911","11","1","19110036","0","0.5","0","はっはっはー！\nミソギパパが先頭にたつぞー！\nすすめすすめー！","0"
"0","","911","91","","19110037","","","","",""
"0.5","","911","93","","19110038","","","","0",""
"19110029","","911","91","","19110039","","","","",""
"21","1","911","3","","19110040","0.1","","","11_neneka_floatRing",""
"21","-180","911","2","5.16176470588235","19110041","","","12","-460",""
"21","-180","911","33","5.16176470588235","19110042","","","12","-460",""
"vo_fpc","","911","21","0","19110043","","","","vo_fpc_21102",""
"25","10","911","11","1","19110044","0","0.5","0","もう…探検ごっこに\nおままごとなんて\n無理にまぜなくてもいいのに…","0"
"0","","911","91","","19110045","","","","",""
"0.5","","911","93","","19110046","","","","0",""
"19110041","","911","91","","19110047","","","","",""
"25","0","911","3","11_kyouka_turn_loop","19110048","0.1","","1","11_kyouka_turn_in","0.1"
"0.5","","911","93","","19110049","","","","0",""
"21","0","911","3","11_neneka_notice_loop","19110050","0.1","","1","11_neneka_notice_in","0.1"
"vo_fpc","","911","21","0","19110051","","","","vo_fpc_21103",""
"25","10","911","11","1","19110052","0","0.5","0","何していいか\n困りますよね？","0"
"0","","911","91","","19110053","","","","",""
"0.5","","911","93","","19110054","","","","0",""
"21","1","911","3","","19110055","0.1","","","11_neneka_talk_loop",""
"vo_fpc","","911","21","0","19110056","","","","vo_fpc_21104",""
"21","10","911","11","1","19110057","20","0.5","0","ええ…","-10"
"0","","911","91","","19110058","","","","",""
"0.5","","911","93","","19110059","","","","0",""
"21","1","911","3","","19110060","0.1","","","11_neneka_think_loop",""
"vo_fpc","","911","21","0","19110061","","","","vo_fpc_21105",""
"21","10","911","11","1","19110062","50","0.5","0","（これは…\n完全に同世代だと思われていますね）","-10"
"0","","911","91","","19110063","","","","",""
"0.5","","911","93","","19110064","","","","0",""
"vo_fpc","","911","21","0","19110065","","","","vo_fpc_21106",""
"21","10","911","11","1","19110066","50","0.5","0","（変身した際に子供のふりを\nすることはありますし\nいっそのこと演技して\n話を合わせる…？）","-10"
"0","","911","91","","19110067","","","","",""
"0.5","","911","93","","19110068","","","","0",""
"vo_fpc","","911","21","0","19110069","","","","vo_fpc_21107",""
"21","10","911","11","1","19110070","50","0.5","0","（いや、ですが目的もなく\n子供のふりなど…\nいっそのこと今からでも変身して…\nいや、目的もなく変身も何というか…）","-10"
"0","","911","91","","19110071","","","","",""
"0.5","","911","93","","19110072","","","","0",""
"122811","0","911","3","11_misogi_turn_loop","19110073","0.3","","1","11_misogi_turn_in","0.1"
"2","1","911","3","","19110074","0.3","","","cmn_boat_idle",""
"vo_fpc","","911","21","0","19110075","","","","vo_fpc_21108",""
"122811","10","911","11","1","19110076","0","0.5","0","みんなー！\nついてきてるかー！","0"
"0","","911","91","","19110077","","","","",""
"0.5","","911","93","","19110078","","","","0",""
"122911","0","911","3","11_mimi_handUp_loop","19110079","0.3","","1","11_mimi_handUp_in","0.1"
"1","1","911","3","","19110080","0.3","","","11_petitGryphon_float",""
"vo_fpc","","911","21","0","19110081","","","","vo_fpc_21109",""
"122911","10","911","11","1","19110082","0","0.5","0","ほらほら、いきますよー♪","0"
"0","","911","91","","19110083","","","","",""
"0.5","","911","93","","19110084","","","","0",""
"25","0","911","3","11_kyouka_sigh_loop","19110085","0.1","","1","11_kyouka_sigh_in","0.1"
"vo_fpc","","911","21","0","19110086","","","","vo_fpc_21110",""
"25","10","911","11","1","19110087","0","0.5","0","もう、しょうがないんだから…\n一緒にいきましょ！","0"
"0","","911","91","","19110088","","","","",""
"0.5","","911","93","","19110089","","","","0",""
"vo_fpc","","911","21","0","19110090","","","","vo_fpc_21111",""
"21","10","911","11","1","19110091","50","0.5","0","（ここは、最低限話をあわせるだけに\nしておきましょうか…）","-10"
"0","","911","91","","19110092","","","","",""
"0.5","","911","93","","19110093","","","","0",""
"21","1","911","3","","19110094","0.1","","","11_neneka_talk_loop",""
"vo_fpc","","911","21","0","19110095","","","","vo_fpc_21112",""
"21","10","911","11","1","19110096","20","0.5","0","はいはい。","-10"
"0","","911","91","","19110097","","","","",""
"0.5","","911","93","","19110098","","","","0",""
"25","0","911","3","11_kyouka_smile_loop","19110099","0.1","","1","11_kyouka_smile_in","0.1"
"122911","-180","911","2","3.97058823529412","19110100","","","","850",""
"1","-180","911","2","3.97058823529412","19110101","","","","850",""
"122911","-180","911","33","3.97058823529412","19110102","","","","850",""
"0.1","","911","93","","19110103","","","","1",""
"122811","-180","911","2","2.5","19110104","","","","900",""
"2","-180","911","2","2.5","19110105","","","","900",""
"122811","-180","911","33","2.5","19110106","","","","900",""
"0.3","","911","93","","19110107","","","","1",""
"26","-180","911","2","9.58823529411765","19110108","","","","850",""
"26","-180","911","33","9.58823529411765","19110109","","","","850",""
"25","-180","911","2","5.82352941176471","19110110","","","","850",""
"25","-180","911","33","5.82352941176471","19110111","","","","850",""
"21","-180","911","2","7.70588235294118","19110112","","","","850",""
"21","-180","911","33","7.70588235294118","19110113","","","","850",""
"19110108","","911","91","","19110114","","","","",""
"1","22","912","1","-850","19120001","1.75","cmn_float","-180","127111","0"
"1","12","912","1","-850","19120002","1.75","cmn_float","-125","126911","0"
"1","12","912","1","750","19120003","1.4875","cmn_walk_r","-15","122711","0"
"6","-850","912","31","-180","19120004","1","","1","11",""
"6","-850","912","31","-125","19120005","1","","1","21",""
"se_10053800","1","912","23","","19120006","","","","se_fpc_water_random",""
"19120005","","912","91","","19120007","","","","0",""
"127111","-180","912","2","4.41176470588235","19120008","","","12","-100",""
"11","-180","912","33","4.41176470588235","19120009","","","12","-100",""
"4","","912","93","","19120010","","","","0",""
"126911","-125","912","2","3.67647058823529","19120011","","","12","-350",""
"21","-125","912","33","3.67647058823529","19120012","","","12","-350",""
"19120008","","912","91","","19120013","","","","",""
"127111","1","912","3","","19120014","0.1","","","cmn_float",""
"vo_fpc","","912","21","0","19120015","","","","vo_fpc_21200",""
"127111","10","912","11","1","19120016","0","0.5","0","あっ…","0"
"0.6","","912","93","","19120017","","","","0",""
"122711","-15","912","2","4.97058823529412","19120018","","","0","100",""
"1.5","","912","93","","19120019","","","","0",""
"19120016","","912","91","","19120020","","","","",""
"19120011","","912","91","","19120021","","","","",""
"126911","1","912","3","","19120022","0.1","","","cmn_float",""
"vo_fpc","","912","21","0","19120023","","","","vo_fpc_21201",""
"126911","10","912","11","1","19120024","0","0.5","0","あっ…","0"
"0","","912","91","","19120025","","","","",""
"0.5","","912","93","","19120026","","","","0",""
"19120018","","912","91","","19120027","","","","",""
"122711","0","912","3","12_kyouka_notice_loop","19120028","0.1","","1","12_kyouka_notice","0.1"
"vo_fpc","","912","21","0","19120029","","","","vo_fpc_21202",""
"122711","10","912","11","1","19120030","0","0.5","0","えっ？\nな、なんですか？","0"
"0","","912","91","","19120031","","","","",""
"0.5","","912","93","","19120032","","","","0",""
"127111","1","912","3","","19120033","0.1","","","cmn_float",""
"vo_fpc","","912","21","0","19120034","","","","vo_fpc_21203",""
"127111","10","912","11","1","19120035","0","0.5","0","いえ、あそこ…","0"
"0","","912","91","","19120036","","","","",""
"0.5","","912","93","","19120037","","","","0",""
"126911","1","912","3","","19120038","0.1","","","cmn_float",""
"vo_fpc","","912","21","0","19120039","","","","vo_fpc_21204",""
"126911","10","912","11","1","19120040","0","0.5","0","うん…","0"
"0","","912","91","","19120041","","","","",""
"0.5","","912","93","","19120042","","","","0",""
"122711","0","912","3","12_kyouka_turn_loop","19120043","0.1","","1","12_kyouka_turn_in","0.1"
"vo_fpc","","912","21","0","19120044","","","","vo_fpc_21205",""
"122711","10","912","11","1","19120045","0","0.5","0","なに？\nなにもないみたいだけど…","0"
"0","","912","91","","19120046","","","","",""
"0.5","","912","93","","19120047","","","","0",""
"127111","1","912","3","","19120048","0.1","","","12_cmn_float_smile",""
"vo_fpc","","912","21","0","19120049","","","","vo_fpc_21206",""
"127111","10","912","11","1","19120050","0","0.5","0","ふふっ。","0"
"0","","912","91","","19120051","","","","",""
"0.5","","912","93","","19120052","","","","0",""
"126911","1","912","3","","19120053","0.1","","","12_cmn_float_smile",""
"vo_fpc","","912","21","0","19120054","","","","vo_fpc_21207",""
"126911","10","912","11","1","19120055","0","0.5","0","ふふふふっ…","0"
"0","","912","91","","19120056","","","","",""
"0.5","","912","93","","19120057","","","","0",""
"127111","-180","912","2","4.29864253393665","19120058","","","","850",""
"11","-180","912","33","4.29864253393665","19120059","","","","850",""
"126911","-125","912","2","5.42986425339367","19120060","","","","850",""
"21","-125","912","33","5.42986425339367","19120061","","","","850",""
"1","","912","93","","19120062","","","","0",""
"122711","0","912","3","12_kyouka_scare_loop","19120063","0.1","","1","12_kyouka_scare_in","0.1"
"vo_fpc","","912","21","0","19120064","","","","vo_fpc_21208",""
"122711","10","912","11","1","19120065","0","0.5","0","ひぅっ！\nな、なんなんですかあ…","0"
"0","","912","91","","19120066","","","","",""
"0.5","","912","93","","19120067","","","","0",""
"122711","0","912","3","12_kyouka_run_loop","19120068","0.1","","1","12_kyouka_run_in","0.1"
"122711","-15","912","2","3.58220211161388","19120069","","","","-850",""
"19120069","","912","91","","19120070","","","","",""
"1","22","913","1","-800","19130001","1.75","13_kuka_bound","-180","127011","0"
"104","-600","913","31","-170","19130002","0","","1","1041",""
"104","-240","913","31","-170","19130003","0","","1","1042",""
"104","170","913","31","-170","19130004","0","","1","1043",""
"104","560","913","31","-170","19130005","0","","1","1044",""
"1003","-575","913","31","-85","19130006","0","","1","1003",""
"se_10053800","1","913","23","","19130007","","","","se_fpc_water_random",""
"19130006","","913","91","","19130008","","","","0",""
"1003","","913","32","0","19130009","","","","1",""
"2","","913","93","","19130010","","","","0",""
"127011","1","913","3","","19130011","0.1","","","13_kuka_bound",""
"127011","-180","913","2","2.35294117647059","19130012","","","","800",""
"0.236666666666667","","913","93","","19130013","","","","0",""
"se_10053800","0","913","23","","19130014","","","","se_10053800_913_kuka",""
"vo_fpc","","913","21","0","19130015","","","","vo_fpc_21300",""
"1041","","913","32","0","19130016","","","","1",""
"0.536666666666667","","913","93","","19130017","","","","0",""
"1042","","913","32","0","19130018","","","","1",""
"0.536666666666667","","913","93","","19130019","","","","0",""
"vo_fpc","","913","21","0","19130020","","","","vo_fpc_21301",""
"1043","","913","32","0","19130021","","","","1",""
"0.536666666666667","","913","93","","19130022","","","","0",""
"1044","","913","32","0","19130023","","","","1",""
"2","","913","93","","19130024","","","","0",""
"19130012","","913","91","","19130025","","","","",""
"1","24","914","1","-1000","19140001","1.75","14_maho_idle_loop","-185","110611","0"
"2","22","914","5","-1000","19140002","1.75","cmn_boat_idle","-185","2","0"
"3","23","914","5","-1000","19140003","1.75","14_maho_idle_loop","-185","3","0"
"1","25","914","1","-1220","19140004","1.75","cmn_float","-175","110511","0"
"1","12","914","1","-1520","19140005","1.75","14_makoto_float","-125","110411","0"
"116","-1000","914","31","-185","19140006","1","","1","110611",""
"8","-1220","914","31","-175","19140007","1","","1","41",""
"120","-50","914","31","-175","19140008","0","","1","120",""
"4","-1520","914","31","-125","19140009","1","","1","42",""
"117","-350","914","31","-125","19140010","0","","1","117",""
"se_10053800","1","914","23","","19140011","","","","se_fpc_water_random",""
"19140010","","914","91","","19140012","","","","0",""
"110611","-185","914","2","8.60294117647059","19140013","","","12","170",""
"2","-185","914","2","8.60294117647059","19140014","","","12","170",""
"3","-185","914","2","8.60294117647059","19140015","","","12","170",""
"110611","-185","914","33","8.60294117647059","19140016","","","12","170",""
"110511","-175","914","2","8.60294117647059","19140017","","","12","-50",""
"41","-175","914","33","8.60294117647059","19140018","","","12","-50",""
"110411","-125","914","2","8.60294117647059","19140019","","","12","-350",""
"42","-125","914","33","8.60294117647059","19140020","","","12","-350",""
"19140013","","914","91","","19140021","","","","",""
"110611","0","914","3","14_maho_point_loop","19140022","0.3","","1","14_maho_point_in","0.1"
"2","1","914","3","","19140023","0.3","","","cmn_boat_idle",""
"3","1","914","3","","19140024","0.3","","","14_maho_idle_loop",""
"vo_fpc","","914","21","0","19140025","","","","vo_fpc_21400",""
"110611","10","914","11","1","19140026","0","0.5","0","アーサー、ガウェイン、ランスロット\nうん、みんなそろっとるね。\nほな、いきまひょか。\nカオリはん、お願いしますー","0"
"0","","914","91","","19140027","","","","",""
"0.5","","914","93","","19140028","","","","0",""
"110511","0","914","3","14_kaori_handUp_loop","19140029","0.1","","1","14_kaori_handUp_in","0.1"
"vo_fpc","","914","21","0","19140030","","","","vo_fpc_21401",""
"110511","10","914","11","1","19140031","0","0.5","0","まーかせるさー！\nしゅっぱつしんこー！","0"
"0","","914","91","","19140032","","","","",""
"0.5","","914","93","","19140033","","","","0",""
"110411","1","914","3","","19140034","0.1","","","14_makoto_pazzled",""
"vo_fpc","","914","21","0","19140035","","","","vo_fpc_21402",""
"110411","10","914","11","1","19140036","0","0.5","0","いやいや待てって。\nそんなに張り切って押したら\nこいつら、水に落ちて濡れちまうだろ？","0"
"0","","914","91","","19140037","","","","",""
"0.5","","914","93","","19140038","","","","0",""
"110611","0","914","3","14_maho_smile_loop","19140039","0.3","","1","14_maho_smile_in","0.1"
"2","1","914","3","","19140040","0.3","","","cmn_boat_idle",""
"3","1","914","3","","19140041","0.3","","","14_maho_idle_loop",""
"vo_fpc","","914","21","0","19140042","","","","vo_fpc_21403",""
"110611","10","914","11","1","19140043","0","0.5","0","ふふっ、この子らは前に一緒に海に\n来てた子やから、お水には強いんどす。\nけど、落っこちたらかわいそうやし\n安全運転でお願いできますやろか♪","0"
"0","","914","91","","19140044","","","","",""
"0.5","","914","93","","19140045","","","","0",""
"vo_fpc","","914","21","0","19140046","","","","vo_fpc_21404",""
"110511","10","914","11","1","19140047","0","0.5","0","わかってるさー！\n琉球犬肉球安全泳法でいくさー！","0"
"0","","914","91","","19140048","","","","",""
"0.5","","914","93","","19140049","","","","0",""
"110511","0","914","3","14_kaori_flutterKick_loop","19140050","0.1","","1","14_kaori_flutterKick_in","0.1"
"0.3","","914","93","","19140051","","","","0",""
"110611","-185","914","2","6.47058823529412","19140052","","","","1270",""
"2","-185","914","2","6.47058823529412","19140053","","","","1270",""
"3","-185","914","2","6.47058823529412","19140054","","","","1270",""
"110611","-185","914","33","6.47058823529412","19140055","","","","1270",""
"41","","914","32","","19140056","","","","0",""
"120","","914","32","","19140057","","","","1",""
"110511","-175","914","2","6.47058823529412","19140058","","","","1050",""
"120","-175","914","33","6.47058823529412","19140059","","","","1050",""
"1","","914","93","","19140060","","","","0",""
"vo_fpc","","914","21","0","19140061","","","","vo_fpc_21405",""
"110411","10","914","11","1","19140062","0","0.5","0","な～んか心配なんだよな…\nしょうがない、あたしもついてくか。\nおーい、待てってば！","0"
"0","","914","91","","19140063","","","","",""
"0.5","","914","93","","19140064","","","","0",""
"110411","0","914","3","cmn_swm_dogscratch","19140065","0.1","","1","14_makoto_dogscratch_in","0.1"
"0.3","","914","93","","19140066","","","","0",""
"42","","914","32","","19140067","","","","0",""
"117","","914","32","","19140068","","","","1",""
"110411","-125","914","2","3.72637742879957","19140069","","","","1050",""
"117","-125","914","33","3.72637742879957","19140070","","","","1050",""
"19140069","","914","91","s","19140071","","","","",""
"1","23","915","1","-950","19150001","1.75","15_saren_idle","-180","110311","0"
"2","22","915","5","-950","19150002","1.75","cmn_boat_idle","-180","2","0"
"1","12","915","1","-750","19150003","1.75","15_suzume_walk_loop","-15","107711","0"
"101","-950","915","31","-180","19150004","1","","1","110311",""
"109","210","915","31","30","19150005","0","","1","109",""
"4","330","915","31","-125","19150006","0","","1","4",""
"se_10053800","1","915","23","","19150007","","","","se_fpc_water_random",""
"107711","","915","13","","19150008","","","","49",""
"0","","915","91","","19150009","","","","0",""
"107711","-15","915","2","5.51470588235294","19150010","","","","0",""
"19150010","","915","91","","19150011","","","","",""
"107711","0","915","3","15_suzume_talk_loop","19150012","0.1","","1","15_suzume_talk_in","0.1"
"vo_fpc","","915","21","0","19150013","","","","vo_fpc_21500",""
"107711","10","915","11","1","19150014","0","0.5","0","お嬢様とはぐれてしまいました…\n迷子だなんてメイド失格です～","0"
"3.2","","915","93","","19150015","","","","1",""
"1.5","","915","93","","19150016","","","","0",""
"19150014","","915","91","","19150017","","","","",""
"107711","0","915","3","15_suzume_walk_loop","19150018","0.1","","1","15_suzume_walk_in","0.1"
"110311","-180","915","2","11.9779411764706","19150019","","","","-100",""
"2","-180","915","2","11.9779411764706","19150020","","","","-100",""
"110311","-180","915","33","11.9779411764706","19150021","","","","-100",""
"107711","-15","915","2","4.22794117647059","19150022","","","","460",""
"19150022","","915","91","","19150023","","","","",""
"107711","0","915","3","15_suzume_turn_loop","19150024","0.1","","1","15_suzume_turn_in","0.1"
"0.6","","915","93","","19150025","","","","0",""
"vo_fpc","","915","21","0","19150026","","","","vo_fpc_21501",""
"107711","20","915","11","1","19150027","-15","0.5","0","あれは…お嬢様～！\n今参ります！","0"
"1.7","","915","93","","19150028","","","","0",""
"110311","0","915","3","15_saren_notice_loop","19150029","0.3","","1","15_saren_notice_in","0.1"
"2","1","915","3","","19150030","0.3","","","cmn_boat_idle",""
"0.35","","915","93","","19150031","","","","0",""
"1.5","","915","93","","19150032","","","","0",""
"107711","-15","915","2","0.5","19150033","","","","330",""
"107711","1","915","3","","19150034","0.2","","","15_suzume_run","0.1"
"vo_fpc","","915","21","0","19150035","","","","vo_fpc_21502",""
"110311","100","915","11","1","19150036","0","-0.5","0","スズメ？\nって、走ると危なっ…","0"
"0.5","","915","93","","19150037","","","","0",""
"107711","0","915","3","","19150038","0.1","","","15_suzume_fallDown",""
"1.3","","915","93","","19150039","","","","0",""
"vo_fpc","","915","21","0","19150040","","","","vo_fpc_21503",""
"107711","150","915","11","1","19150041","0","-1.5","0","きゃあああ～！","0"
"110311","0","915","3","15_saren_rise_loop","19150042","0.1","","1","15_saren_rise_in","0.1"
"2","1","915","3","","19150043","0.1","","","cmn_boat_idle",""
"0.5","","915","93","","19150044","","","","0",""
"107711","1","915","6","1","19150045","0.1","","0","1",""
"109","","915","32","","19150046","","","","1",""
"1","","915","93","","19150047","","","","0",""
"107711","-125","915","2","0","19150048","","","","330",""
"107711","1","915","6","1","19150049","0.4","","1","1",""
"107711","0","915","3","15_suzume_drown_loop","19150050","0.1","","1","15_suzume_drown_in","0.1"
"107711","-125","915","2","2.76470588235294","19150051","","","","800",""
"4","-125","915","33","2.76470588235294","19150052","","","","800",""
"19150019","","915","91","","19150053","","","","",""
"110311","-180","915","2","7.35294117647059","19150054","","","","900",""
"2","-180","915","2","7.35294117647059","19150055","","","","900",""
"110311","-180","915","33","7.35294117647059","19150056","","","","900",""
"vo_fpc","","915","21","0","19150057","","","","vo_fpc_21504",""
"110311","10","915","11","1","19150058","0","0.5","0","ス、スズメ？\nスズメ～っ！？","0"
"0","","915","91","","19150059","","","","",""
"1.5","","915","93","","19150060","","","","0",""
"19150054","","915","91","s","19150061","","","","",""
"1","12","916","1","-750","19160001","1.4875","cmn_walk","-15","113111","0"
"1","12","916","1","750","19160002","1.4875","16_nanaka_run","-15","113311","0"
"1","22","916","1","-850","19160003","1.75","cmn_swm_diving","-180","117411","0"
"1","22","916","1","-2500","19160004","1.75","cmn_swm_diving","-180","117011","0"
"7","22","916","5","50","19160005","1.75","none","-180","7","0"
"1","22","916","5","-1375","19160006","1.75","cmn_floatRing_pink","-180","11","0"
"1","12","916","5","-2500","19160007","1.75","cmn_float_item_01_Ball","-125","12","0"
"4","-1375","916","31","-180","19160008","1","","1","11",""
"4","-2500","916","31","-125","19160009","1","","1","12",""
"9","-850","916","31","-180","19160010","1","","1","91",""
"9","-2500","916","31","-180","19160011","1","","1","92",""
"1015","-183","916","31","155","19160012","0","","1","1015",""
"1013","50","916","31","-180","19160013","0","","1","1013",""
"se_10053800","1","916","23","","19160014","","","","se_fpc_water_random",""
"19160013","","916","91","","19160015","","","","0",""
"117411","-180","916","2","19.7058823529412","19160016","","","","2500",""
"91","-180","916","33","19.7058823529412","19160017","","","","2500",""
"11","-180","916","2","24.6323529411765","19160018","","","","1975",""
"11","-180","916","33","24.6323529411765","19160019","","","","1975",""
"117011","-180","916","2","19.7058823529412","19160020","","","","850",""
"92","-180","916","33","19.7058823529412","19160021","","","","850",""
"12","-125","916","2","24.6323529411765","19160022","","","","850",""
"12","-125","916","33","24.6323529411765","19160023","","","","850",""
"3","","916","93","","19160024","","","","0",""
"113111","-15","916","2","4.41176470588235","19160025","","","","-150",""
"19160025","","916","91","","19160026","","","","",""
"113111","1","916","3","","19160027","0.3","","","16_ruka_think",""
"1015","","916","32","","19160028","","","","1",""
"vo_fpc","","916","21","0","19160029","","","","vo_fpc_21600",""
"0.6","","916","93","","19160030","","","","0",""
"1.5","","916","93","","19160031","","","","0",""
"113311","-15","916","2","2.71493212669683","19160032","","","","150",""
"19160032","","916","91","","19160033","","","","",""
"113311","1","916","3","","19160034","0.2","","","16_nanaka_idle_loop",""
"vo_fpc","","916","21","0","19160035","","","","vo_fpc_21601",""
"113311","10","916","11","1","19160036","0","0.5","0","ル～カ～姉♪\n何見てんのかにゃ～？","0"
"0","","916","91","","19160037","","","","",""
"0.5","","916","93","","19160038","","","","0",""
"113111","0","916","3","16_ruka_notice_loop","19160039","0.1","","1","16_ruka_notice_in","0.1"
"vo_fpc","","916","21","0","19160040","","","","vo_fpc_21602",""
"113111","10","916","11","1","19160041","0","0.5","0","ん？　いや、特に何か\n考えてたわけじゃないが…","0"
"0","","916","91","","19160042","","","","",""
"0.5","","916","93","","19160043","","","","0",""
"113311","0","916","3","16_nanaka_point_loop","19160044","0.1","","1","16_nanaka_point_in","0.1"
"vo_fpc","","916","21","0","19160045","","","","vo_fpc_21603",""
"113311","10","916","11","1","19160046","0","0.5","0","ふっふっふ、ルカ姉の考えは\nまるっとお見通しだ！","0"
"0","","916","91","","19160047","","","","",""
"0.5","","916","93","","19160048","","","","0",""
"vo_fpc","","916","21","0","19160049","","","","vo_fpc_21604",""
"113311","10","916","11","1","19160050","0","0.5","0","ズバリ！\n「見ろ！　人が魚のようだ！」でしょ？","0"
"0","","916","91","","19160051","","","","",""
"0.5","","916","93","","19160052","","","","0",""
"113111","0","916","3","16_ruka_talk_loop","19160053","0.1","","1","16_ruka_talk_in","0.1"
"vo_fpc","","916","21","0","19160054","","","","vo_fpc_21605",""
"113111","10","916","11","1","19160055","0","0.5","0","そんなことはっ…\nちょっとだけ、考えちまったね…","0"
"0","","916","91","","19160056","","","","",""
"0.5","","916","93","","19160057","","","","0",""
"113311","0","916","3","16_nanaka_idle_loop","19160058","0.1","","1","16_nanaka_idle_in","0.1"
"vo_fpc","","916","21","0","19160059","","","","vo_fpc_21606",""
"113311","10","916","11","1","19160060","0","0.5","0","なっはっは、やっぱりね～♪","0"
"0","","916","91","","19160061","","","","",""
"0.5","","916","93","","19160062","","","","0",""
"113311","0","916","3","cmn_run_def_N","19160063","0.1","","1","16_nanaka_turn","0.1"
"113311","-15","916","2","2.71493212669683","19160064","","","","750",""
"113111","1","916","3","","19160065","0.1","","","cmn_walk",""
"113111","-15","916","2","5.29411764705882","19160066","","","","750",""
"1.5","","916","93","","19160067","","","","0",""
"7","0","916","3","none","19160068","","","","fish","0.1"
"1013","","916","32","","19160069","","","","1",""
"3.2","","916","93","","19160070","","","","0",""
"19160018","","916","91","s","19160071","","","","",""
"19160064","","916","91","s","19160072","","","","",""
"19160066","","916","91","s","19160073","","","","",""
"1","23","917","1","-950","19170001","1.75","17_akino_worry","-180","126711","0"
"3","24","917","5","-950","19170002","1.75","empty","-180","3","0"
"2","22","917","5","-950","19170003","1.75","cmn_boat_idle","-180","2","0"
"1","12","917","1","750","19170004","1.4875","cmn_walk_r","-15","110311","0"
"101","-950","917","31","-180","19170005","1","","1","126711",""
"se_10053800","1","917","23","","19170006","","","","se_fpc_water_random",""
"19170005","","917","91","","19170007","","","","0",""
"126711","-180","917","2","6.98529411764706","19170008","","","12","0",""
"3","-180","917","2","6.98529411764706","19170009","","","12","0",""
"2","-180","917","2","6.98529411764706","19170010","","","12","0",""
"126711","-180","917","33","6.98529411764706","19170011","","","12","0",""
"19170008","","917","91","","19170012","","","","",""
"vo_fpc","","917","21","0","19170013","","","","vo_fpc_21700",""
"126711","10","917","11","1","19170014","0","0.5","0","一向に目的地に着きませんわね…\nまさか、また迷ってしまいましたの？\nメルクリゾートは私の庭…\nそう思ってましたのに～っ！","0"
"0","","917","91","","19170015","","","","",""
"0.5","","917","93","","19170016","","","","0",""
"110311","-15","917","2","4.72689075630252","19170017","","","","300",""
"126711","0","917","3","17_akino_laugh_loop","19170018","0.3","","1","17_akino_laugh_in","0.1"
"3","0","917","3","17_akino_laugh_loop","19170019","0.3","","1","17_akino_laugh_in","0.1"
"2","1","917","3","","19170020","0.3","","","cmn_boat_idle",""
"vo_fpc","","917","21","0","19170021","","","","vo_fpc_21701",""
"126711","20","917","11","1","19170022","0","0.5","0","いいえ、違いますわ！…この私ですら\n迷わせるほどの広大なリゾート…\n財団の偉業を誇るべきですわね♪\nおーっほっほっほ！","0"
"19170017","","917","91","","19170023","","","","",""
"110311","0","917","3","17_saren_talk_loop","19170024","0.2","","1","17_saren_talk_in","0.1"
"0.673109243697478","","917","93","","19170025","","","","0",""
"0.5","","917","93","","19170026","","","","0",""
"19170022","","917","91","","19170027","","","","",""
"vo_fpc","","917","21","0","19170028","","","","vo_fpc_21702",""
"110311","10","917","11","1","19170029","0","0.5","0","…流れるプールなんだし、同じ場所を\nループしてるだけじゃない？","0"
"0","","917","91","","19170030","","","","",""
