c6d073702ec787ae219de9c6cceb081dc344ad5f7354a3b213bf70288169ac5a,f903f6e06a9d087a68fc66293c461149062e521473ea6f23bc492691e004ff8e,38d0532ac2c864c78a858cd67a8d9414930210afff01de28b6c7d11afbf8a1d3,fff7743c4a0865b2b8ce262c6d598d0c02efa6770a0fc2aa6db3b7db7fcc3387,578a2eef26bb8fc7f44239baafef8216fe15ee5fcb3eb5aa9413f54fe9acf8b7,8a0ba5091f304fe3d29e2c6665d4b649b039318f82a7e27fdf37ad3881978017,a1f92e96425fa937c3e9670a2b47ac1f04f31a1968606c12f35f194d8408a941,f1676ea35b561af7efef3eb6818950d01aecb782123ea76cbae32bac91534e02,cb5e2ba2305f2bbad2ae5f696763ab020fe7409d0a485b68388a17644fd3e623,ae4e5d569a5e0e60a52b6ebaccbc106603af2324de1ddedc82f78d9527107ff4,09d23c8c997b267dc82e58da9f097f4e0aee7862fb7ed2e71b6087ac95984f8d
"","0","surprise2_idle","1","16","132211","0.2","3","0","16030","surprise2_in"
"","0","0","","16","vo_alces","","21","","16031","vo_alces_1603"
"3.9","10","1","0","16","5","0","11","0","16032","じゃ、ちょっと遊んでくるわ～\n虫取…じゃなくて大人の社交場に♪"
"","0","0","","16","16027","","91","","16033",""
"","0","0","","16","16032","","91","","16034",""
"","","","","16","0","","22","","16035","0.5"
"","","","","16","se_alces","","23","","16036","se_alces_surprise"
"","0","iroha_shock_loop","1","16","5","0.2","3","0","16037","iroha_shock_in"
"","0","","","16","1001","0.2","3","","16038","iroha_shock_in"
"","","","","16","1","","93","","16039","0"
"","1","","","16","3","0.2","3","","16040","sono_armcrossed_talk"
"","0","0","","16","vo_alces","","21","","16041","vo_alces_1604"
"1.7","10","1","0","16","3","0","11","0","16042","…私のフリしてどこ行くのかしら？\nイロハちゃん？"
"","0","0","","16","0","","91","","16043",""
"","","","","16","0","","22","","16044","0.5"
"","0","sono_doya_idle","1","16","3","0.2","3","0","16045","sono_doya_in"
"","0","","","16","5","0.2","3","","16046","iroha_kyorokyoro"
"","","","","16","1.8","","93","","16047","0"
"","","","","16","se_alces","","23","","16048","se_alces_dotabata"
"","0","iroha_escape","1","16","5","0","3","0","16049","iroha_escape_in"
"","-160","3.5","0","16","5","","2","","16050","-1200"
"","","","","16","11","","32","","16051","1"
"","","","","16","11","","37","","16052","sweatR_Loop"
"","-160","3.5","0","16","11","","33","","16053","-1200"
"","","","","16","0.1","","93","","16054","0"
"","1","","","16","3","0.2","3","","16055","sono_notice_in_anger"
"","0","","","16","1002","0.2","3","","16056","sono_notice_in_anger"
"","","","","16","0.3","","93","","16057","0"
"","0","surprise2R_idle","1","16","132211","0.2","3","0","16058","surprise2_turn"
"","","","","16","0.4","","93","","16059","0"
"","1","","","16","3","0.2","3","","16060","run_chase"
"","-160","3.5","0","16","3","","2","","16061","-1050"
"","","","","16","2","","93","","16062","0"
"","1","","","16","132211","0.2","3","","16063","sadR_idle_nervous"
"","0","sad_idle_nervous","1","16","1003","0.2","3","0","16064","sad_idle_nervous_in"
"","","","","16","2","","93","","16065","0"
"","","","","16","0","","22","","16066","0"
"","","","","16","3","","93","","16067","0"
"","0","0","","16","16067","","101","","16068",""
"idle_normal","100","-100","-190","17","5","1.47","5","0","17001","5"
"","-100","-190","1","17","11","0","31","","17002","1101"
"empty","101","-100","-190","17","10","1.47","5","0","17003","1001"
"","","","","17","5","","13","","17004","130"
"idle_kyapi_normal","101","125","-190","17","4","1.43","5","1","17005","4"
"","125","-190","1","17","11","0","31","","17006","1102"
"","","","","17","0","","91","","17007","0"
"","","","","17","se_alces","","23","","17008","se_alces_breath"
"","0","sono_relief_talk","1","17","5","0.2","3","0","17009","sono_relief_in"
"","0","","","17","1001","0.2","3","","17010","sono_relief_in"
"","","","","17","0.5","","93","","17011","0"
"","0","0","","17","vo_alces","","21","","17012","vo_alces_1700"
"2.4","10","1","0","17","5","0","11","0","17013","はあ…\n元の姿に戻っちゃった…"
"","","","","17","3.5","","93","","17014","1"
"","0","0","","17","17013","","91","","17015",""
"","0","sono_tired_talk","1","17","5","0.2","3","0","17016","sono_ache_in"
"","0","0","","17","vo_alces","","21","","17017","vo_alces_1701"
"3.7","10","1","0","17","5","0","11","0","17018","うぎっ…筋肉痛やば。\nあんたどんだけ走り回ってんのよ…"
"","0","0","","17","0","","91","","17019",""
"","1","","","17","5","0.2","3","","17020","sono_tired_idle"
"","1","","","17","4","0.2","3","","17021","jump_loop"
"","0","0","","17","vo_alces","","21","","17022","vo_alces_1702"
"1.4","10","1","0","17","4","0","11","0","17023","あはははーっ！！\nイロハの体、なまってるー！！"
"","0","0","","17","0","","91","","17024",""
"","1","","","17","4","0.2","3","","17025","joy_talk_normal2"
"","0","0","","17","vo_alces","","21","","17026","vo_alces_1703"
"0.3","10","1","0","17","4","0","11","0","17027","ちょっと全力で走ってくるねー！！"
"","0","0","","17","0","","91","","17028",""
"","0","iroha_run_dash","1","17","4","0.1","3","0","17029","iroha_joy_to_run"
"","","","","17","0","","22","","17030","0.5"
"","-190","2.1","0","17","4","","2","","17031","1200"
"","","","","17","1102","","32","","17032","1"
"","","","","17","1102","","37","","17033","smokeL"
"","-190","2.1","0","17","1102","","33","","17034","1200"
"","","","","17","2","","93","","17035","0"
"","0","sad_talk_anger","1","17","5","0.2","3","0","17036","tired_to_sad"
"","0","0","","17","vo_alces","","21","","17037","vo_alces_1704"
"4.3","10","1","0","17","5","0","11","0","17038","…ん？\n後でその体にまた私戻るよ？\n無理だな。死んじゃうな"
"","0","0","","17","0","","91","","17039",""
"","1","","","17","5","0.1","3","","17040","run_chase_Ex0006"
"","-190","3.5","0","17","5","","2","","17041","1100"
"","","","","17","1101","","32","","17042","1"
"","","","","17","1101","","37","","17043","sweatL_Loop"
"","-190","3.5","0","17","1101","","33","","17044","1100"
"","0","0","","17","vo_alces","","21","","17045","vo_alces_1705"
"0.5","10","1","0","17","5","0","11","0","17046","コラ待てーっ！！"
"","","","","17","3","","93","","17047","0"
"","0","0","","17","0","","91","","17048",""
"","","","","17","0","","22","","17049","0"
"","","","","17","3","","93","","17050","0"
"","0","0","","17","17050","","101","","17051",""
"sit_drink_loop","100","400","-130","18","5","1.4","5","1","18001","5"
"iroha_sad_lookup_surprise","101","235","-145","18","4","1.37","5","0","18002","4"
"","","","","18","0","","91","","18003","0"
"","0","0","","18","vo_alces","","21","","18004","vo_alces_1800"
"0.5","10","1","0","18","5","0","11","0","18005","ごきゅっ…ごきゅっ…ごきゅっ！"
"","0","0","","18","0","","91","","18006",""
"","0","sit_drink_handup_talk","1","18","5","0.2","3","0","18007","sit_drink_handup_in"
"","","","","18","0.2","","93","","18008","0"
"","0","iroha_surprise_look_idle","1","18","4","0.2","3","0","18009","iroha_surprise_in"
"","","","","18","0.2","","93","","18010","0"
"","0","0","","18","vo_alces","","21","","18011","vo_alces_1801"
"4.2","10","1","0","18","5","0","11","0","18012","ああ、喉がよろこんでる。\n地元のブドウ朱も好きだけど、\nこっちの麦しゅわもいいわ～"
"","0","0","","18","0","","91","","18013",""
"","0","sit_drink_idle","1","18","5","0.2","3","0","18014","sit_drink_idle_in"
"","1","","","18","4","0.2","3","","18015","iroha_anger_talk_lookup"
"","0","0","","18","vo_alces","","21","","18016","vo_alces_1802"
"3.8","10","1","0","18","4","0","11","20","18017","えーイロハの喉もよろこびた～い！\nソノちゃん、イロハにも飲ませて～っ！"
"","0","0","","18","0","","91","","18018",""
"","1","","","18","4","0.2","3","","18019","iroha_anger_idle_lookup"
"","0","sit_drink_idle_Jitome","1","18","5","0.2","3","0","18020","sit_drink_idle_notice"
"","0","0","","18","vo_alces","","21","","18021","vo_alces_1803"
"3.7","10","1","0","18","5","0","11","0","18022","ふ、10年早いわ。\nぐびぐび"
"","0","0","","18","0","","91","","18023",""
"","0","sit_drink_yareyare","1","18","5","0.2","3","0","18024","sit_drink_idle_to_yareyare"
"","0","0","","18","vo_alces","","21","","18025","vo_alces_1804"
"3.9","10","1","0","18","5","0","11","0","18026","あんたもいつかわかるわよ、\n麦しゅわキメないと\nやってらんない日が来るってことがね"
"","0","0","","18","0","","91","","18027",""
"","","","","18","0","","22","","18028","0"
"","0","iroha_sad_lookup_shy","1","18","4","0.2","3","0","18029","iroha_anger_to_sad"
"","0","sit_drink_loop","1","18","5","0.2","3","0","18030","sit_drink_yareyare_to_loop"
"","","","","18","2","","93","","18031","0"
"","0","sit_drink_handup_idle_dead","1","18","5","0.2","3","0","18032","sit_drink_handup_in_dead"
"","","","","18","2","","93","","18033","0"
"","0","0","","18","vo_alces","","21","","18034","vo_alces_1805"
"1.2","10","1","0","18","5","0","11","0","18035","…うぃ～、ヒックッ"
"","0","0","","18","0","","91","","18036",""
"","1","","","18","4","0.2","3","","18037","iroha_sad_talk_lookup"
"","0","0","","18","vo_alces","","21","","18038","vo_alces_1806"
"0.5","10","1","0","18","4","0","11","20","18039","ダメな大人だ…"
"","0","0","","18","0","","91","","18040",""
"","1","","","18","4","0.2","3","","18041","iroha_sad_lookup_shy"
"","","","","18","0","","22","","18042","0"
"","","","","18","3","","93","","18043","0"
"","0","0","","18","18043","","101","","18044",""
"idle_normal","105","407","-158","19","1","1.45","5","1","19001","1"
"doyaB_idle","100","32","-156","19","2","1.47","5","0","19002","2"
"idle_normal","108","-124","-168","19","3","1.42","5","0","19003","3"
"idle_kyapi_normal","108","1500","600","19","4","1.42","5","0","19004","4"
"idle_normal","100","1500","600","19","5","1.47","5","0","19005","5"
"","407","-158","1","19","18","0","31","","19006","18"
"","32","-156","1","19","19","0","31","","19007","19"
"","-124","-168","1","19","20","0","31","","19008","20"
"","-124","-168","1","19","21","0","31","","19009","21"
"","","","","19","0","","91","","19010","0"
"","","","","19","0.5","","93","","19011","0"
"","1","","","19","2","0.2","3","","19012","doyaB_idle_look"
"","0","cool_talk_joy_lookup","1","19","3","0.2","3","0","19013","cool_in_joy_lookup"
"","0","0","","19","vo_alces","","21","","19014","vo_alces_1900"
"2.5","10","1","0","19","3","0","11","0","19015","じゃあワイルドグリフォンのしっぽね。\nイロハ頼んだよ"
"","0","0","","19","0","","91","","19016",""
"","0","cool_idle_normal","1","19","3","0.2","3","0","19017","cool_idle_normal_lookup"
"","0","gutsB_idle_joy","1","19","2","0.2","3","0","19018","iroha_ok_luichan"
"","0","0","","19","vo_alces","","21","","19019","vo_alces_1901"
"0.5","10","1","0","19","2","0","11","0","19020","オッケー！\nご飯までには帰ってくるねー！\nんじゃルイちゃん、よろしく～！"
"","","","","19","0","","91","","19021",""
"","1","","","19","2","0.2","3","","19022","idle_kyapi_normal"
"","1","","","19","3","0.2","3","","19023","idle_normal"
"","0","","","19","1","0.2","3","","19024","luis_swap"
"","0","0","","19","vo_alces","","21","","19025","vo_alces_1902"
"1.2","10","1","0","19","1","0","11","10","19026","はいはい。\n『入れ替わりの秘薬』噴射～♪"
"","","","","19","1.2","","93","","19027","0"
"","0","","","19","se_alces","","23","","19028","se_alces_replace"
"","","","","19","2.8","","93","","19029","0"
"","","","","19","18","","32","","19030","1"
"","","","","19","19","","32","","19031","1"
"","","","","19","0.5","","93","","19032","0"
"","0","0","0","19","2","1","6","0","19033","1"
"","0","0","0","19","3","1","6","0","19034","1"
"","","","","19","1.5","","93","","19035","0"
"","600","0","0","19","2","","2","","19036","1500"
"","600","0","0","19","3","","2","","19037","1500"
"","-168","0","0","19","4","","2","","19038","-124"
"","-156","0","0","19","5","","2","","19039","32"
"","","","","19","1.2","","93","","19040","0"
"","0","idle_normal_talkjoy1","1","19","1","0.1","3","0","19041","luis_swap_out"
"","","","","19","0.5","","93","","19042","0"
"","0","speedMode_loop","1","19","4","0.2","3","0","19043","speedMode_in"
"","0","lookback_idle","1","19","5","0.1","3","0","19044","lookback_in"
"","0","0","","19","vo_alces","","21","","19045","vo_alces_1903"
"1.3","10","1","0","19","4","0","11","0","19046","よーしっ！！\nイロハスピードモード！！"
"","","","","19","0","","91","","19047",""
"","","","","19","0","","22","","19048","0"
"","","","","19","0.3","","93","","19049","0"
"","0","","","19","se_alces","","23","","19050","se_alces_dash"
"","0","speedDash_loop","1","19","4","0","3","0","19051","speedDash_in"
"","0","sono_idle_glasses_crooked","1","19","5","0.2","3","0","19052","sono_blown"
"","0","luis_blown_idle","1","19","1","0.2","3","0","19053","luis_blown"
"","","","","19","20","","32","","19054","1"
"","","","","19","0.4","","93","","19055","0"
"","-156","0.5","0","19","4","","2","","19056","1500"
"","","","","19","21","","32","","19057","1"
"","-156","0.5","0","19","21","","33","","19058","1500"
"","","","","19","3.5","","93","","19059","0"
"","0","sono_idle_shy","1","19","5","0.2","3","0","19060","sono_idle_glasses_up"
"","0","0","","19","vo_alces","","21","","19061","vo_alces_1904"
"0.5","10","1","0","19","5","0","11","0","19062","はっや"
"","0","0","","19","0","","91","","19063",""
"","","","","19","0","","22","","19064","0"
"naderare_idle","100","-60","-190","20","2","1.47","5","0","20001","2"
"empty","103","-60","-190","20","10","1.47","5","0","20002","101"
"nadenade_idle","101","50","-190","20","3","1.42","5","0","20003","3"
"empty","103","50","-190","20","10","1.42","5","0","20004","102"
"idle_normal","102","270","-190","20","1","1.45","1","1","20005","101111"
"","","","","20","0","","91","","20006","0"
"","","","","20","0.8","","93","","20007","0"
"","","","","20","se_alces","","23","","20008","se_alces_emotion_note"
"","0","","","20","101","0","3","","20009","naderare_idle_note"
"","","","","20","2.5","","93","","20010","0"
"","1","","","20","101111","0.2","3","","20011","talk_normal_joy"
"","0","0","","20","vo_alces","","21","","20012","vo_alces_2000"
"1.3","10","1","0","20","101111","0","11","0","20013","ふふ。\n仲のいい姉妹ですね～♪"
"","0","0","","20","0","","91","","20014",""
"","1","","","20","101111","0.2","3","","20015","idle_normal"
"","0","doya_talk_joy","1","20","2","0.2","3","0","20016","doya_in_joy"
"","0","idle_normal","1","20","3","0.2","3","0","20017","nadenade_to_idle"
"","","","","20","0.2","","93","","20018","0"
"","0","0","","20","vo_alces","","21","","20019","vo_alces_2001"
"1","10","1","0","20","2","0","11","0","20020","姉妹じゃないよ！\n姪と叔母なんだ～！"
"","0","0","","20","0","","91","","20021",""
"","1","","","20","2","0.2","3","","20022","doya_idle_Ex0004"
"","","","","20","0.2","","93","","20023","0"
"","0","talk_normal_joy","1","20","101111","0.2","3","0.2","20024","notice_in_talk2"
"","0","0","","20","vo_alces","","21","","20025","vo_alces_2002"
"2.2","10","1","0","20","101111","0","11","0","20026","あ、そうでしたか失礼しました！\nということはお二人は３頭身ですね！"
"","0","0","","20","0","","91","","20027",""
"","1","","","20","101111","0.2","3","","20028","idle_normal_joyR"
"","","","","20","0.2","","93","","20029","0"
"","1","","","20","3","0.2","3","","20030","idle_surprise"
"","1","","","20","2","0.2","3","","20031","idle_normal"
"","","","","20","0.8","","93","","20032","0"
"","","","","20","se_alces","","23","","20033","se_alces_emotion_quiet"
"","1","0","0","20","3","0","12","0","20034","12"
"","","","","20","3","","93","","20035","0"
"","1","","","20","3","0.2","3","","20036","talk_normal_surprise"
"","0","0","","20","vo_alces","","21","","20037","vo_alces_2003"
"0.6","10","1","0","20","3","0","11","0","20038","……３親等のことかしら？"
"","0","0","","20","0","","91","","20039",""
"","","","","20","0","","22","","20040","0.5"
"","1","","","20","3","0.2","3","","20041","idle_surprise"
"","","","","20","0.5","","93","","20042","0"
"","","","","20","se_alces","","23","","20043","se_alces_emotion_question"
"","1","0","0","20","101111","0","12","0","20044","5"
"","1","","","20","101111","0.5","3","","20045","surprise_idle_normal2"
"","1","","","20","2","0.2","3","","20046","idle_surprise"
"","","","","20","0.8","","93","","20047","0"
"","1","","","20","3","0.2","3","","20048","sad_idle_Ex0007"
"","0","sad_idle","1","20","102","","3","0","20049","sad_idle_in"
"","","","","20","0","","22","","20050","0"
"","","","","20","3","","93","","20051","0"
"","0","0","","20","20051","","101","","20052",""
"adv_luis","100","-1.7","-140","101","1","1.4","5","0","101001","1"
"","108.3","87","1","101","1","1","31","","101002","1"
"adv_luis","100","-1.7","-140","102","1","1.4","5","0","102001","1"
"","108.3","87","1","102","1","1","31","","102002","1"
"adv_luis","100","-1.7","-140","103","1","1.4","5","0","103001","1"
"","108.3","87","1","103","1","1","31","","103002","1"
"adv_iroha","100","90","-190","104","2","1.5","5","0","104001","2"
"","200","37","1","104","1","1","31","","104002","1"
"adv_iroha","100","90","-190","105","2","1.5","5","0","105001","2"
"","200","37","1","105","1","1","31","","105002","1"
"adv_iroha","100","90","-190","106","2","1.5","5","0","106001","2"
"","200","37","1","106","1","1","31","","106002","1"
"adv_sono","100","350","-130","107","3","1.38","5","1","107001","3"
"","475","-18","1","107","10","1","31","","107002","10"
"","460","125","1","107","1","1","31","","107003","1"
"adv_sono","100","350","-130","108","3","1.38","5","1","108001","3"
"","475","-18","1","108","10","1","31","","108002","10"
"","460","125","1","108","1","1","31","","108003","1"
"adv_sono","100","350","-130","109","3","1.38","5","1","109001","3"
"","475","-18","1","109","10","1","31","","109002","10"
"","460","125","1","109","1","1","31","","109003","1"
"adv_sono","100","350","-130","110","3","1.38","5","1","110001","3"
"","475","-18","1","110","10","1","31","","110002","10"
"","460","125","1","110","1","1","31","","110003","1"
"adv_luis","100","-1.7","-140","111","1","1.4","5","0","111001","1"
"","108.3","87","1","111","1","1","31","","111002","1"
"","","","","111","1","","37","","111003","special"
"adv_sono","100","350","-130","112","3","1.38","5","1","112001","3"
"","475","-18","1","112","10","1","31","","112002","10"
"","460","125","1","112","1","1","31","","112003","1"
"","","","","112","1","","37","","112004","special"
"adv_iroha","100","90","-190","113","2","1.5","5","0","113001","2"
"","200","37","1","113","1","1","31","","113002","1"
"","","","","113","1","","37","","113003","special"
"adv_iroha","100","90","-190","114","2","1.5","5","0","114001","2"
"","200","37","1","114","1","1","31","","114002","1"
"","","","","114","1","","37","","114003","special"
"adv_luis","100","-1.7","-140","115","1","1.4","5","0","115001","1"
"","108.3","87","1","115","1","1","31","","115002","1"
"","","","","115","1","","37","","115003","special"
"adv_iroha","100","90","-190","116","2","1.5","5","0","116001","2"
"","200","37","1","116","1","1","31","","116002","1"
"","","","","116","1","","37","","116003","special"
"adv_sono","100","350","-130","117","3","1.38","5","1","117001","3"
"","475","-18","1","117","10","1","31","","117002","10"
"","460","125","1","117","1","1","31","","117003","1"
"","","","","117","1","","37","","117004","special"
"adv_iroha_kodomo","100","90","-190","118","4","1.48","5","0","118001","4"
"","200","37","1","118","1","1","31","","118002","1"
"","","","","118","1","","37","","118003","special"
"adv_sono","100","350","-130","119","3","1.38","5","1","119001","3"
"","475","-18","1","119","10","1","31","","119002","10"
"","460","125","1","119","1","1","31","","119003","1"
"","","","","119","1","","37","","119004","special"
"adv_sono","100","350","-130","120","3","1.38","5","1","120001","3"
"","475","-18","1","120","10","1","31","","120002","10"
"","460","125","1","120","1","1","31","","120003","1"
"","","","","120","1","","37","","120004","special"
"adv_luis","100","-1.7","-140","121","1","1.4","5","0","121001","1"
"","108.3","87","1","121","1","1","31","","121002","1"
"","","","","121","1","","37","","121003","special"
"adv_sono","100","350","-130","122","3","1.38","5","1","122001","3"
"","475","-18","1","122","10","1","31","","122002","10"
"","460","125","1","122","1","1","31","","122003","1"
"","","","","122","1","","37","","122004","special"
"adv_sono_otona","100","350","-130","123","5","1.4","5","1","123001","5"
"","475","-18","1","123","10","1","31","","123002","10"
"","460","125","1","123","1","1","31","","123003","1"
"","","","","123","1","","37","","123004","special"
"adv_sono","100","350","-130","124","3","1.38","5","1","124001","3"
"","475","-18","1","124","10","1","31","","124002","10"
"","460","125","1","124","1","1","31","","124003","1"
"","","","","124","1","","37","","124004","special"
"adv_luis","100","-1.7","-140","125","1","1.4","5","0","125001","1"
"","108.3","87","1","125","1","1","31","","125002","1"
"","","","","125","1","","37","","125003","special"
"adv_iroha_kodomo","100","90","-190","126","4","1.48","5","0","126001","4"
"","200","37","1","126","1","1","31","","126002","1"
"","","","","126","1","","37","","126003","special"
"adv_iroha","100","90","-190","127","2","1.5","5","0","127001","2"
"","200","37","1","127","1","1","31","","127002","1"
"","","","","127","1","","37","","127003","special"
"adv_luis","100","-1.7","-140","128","1","1.4","5","0","128001","1"
"","108.3","87","1","128","1","1","31","","128002","1"
"","","","","128","1","","37","","128003","special"
"adv_sono_otona","100","350","-130","129","5","1.4","5","1","129001","5"
"","475","-18","1","129","10","1","31","","129002","10"
"","460","125","1","129","1","1","31","","129003","1"
"","","","","129","1","","37","","129004","special"
"adv_sono","100","350","-130","130","3","1.38","5","1","130001","3"
"","475","-18","1","130","10","1","31","","130002","10"
"","460","125","1","130","1","1","31","","130003","1"
"","","","","130","1","","37","","130004","special"
"adv_luis","100","-1.7","-140","131","1","1.4","5","0","131001","1"
"","108.3","87","1","131","1","1","31","","131002","1"
"","","","","131","1","","37","","131003","special"
"adv_iroha","100","90","-190","132","2","1.5","5","0","132001","2"
"","200","37","1","132","1","1","31","","132002","1"
"","","","","132","1","","37","","132003","special"
