c0effbccfee20244d9c0de92ff102837b0d88f2b71b2c906827024c6fe1520f8,73df246d5c6222210c7a4a8c9e3c5b2055279b0cb3215d96bc8630da6c1d37d4,44989979ed8b9fdc6d2978c49588a3d0e065a7d13dd9da86348f405b948934de,e3bbf097319903c1e7b5aca73bac1c5da2f6ac38debbf076702c28cf6d2ef768,34c7e344314ab582444b51df1155fbbe53c0562d5815e6771abecbdc959bec10,aaa6524c6007524d7deb0150a1c6787e274a98097d55517fd0be28d367ac2560,5243ae9de30bc6177fbdf4c99cadc52cad702300c16e06cd50e00f5f50a37ac8,5c11de100277007c0558e4e94e82722cb22d839b6ea6ef11822c72a2f1f64038,1aba77e7ff285e21d9a9eaa57ee5c9c8565da02edb2f4fc23a4979ea7f19237f,75ddb27e0e50dac8440dee3dd7d35b3cc7c5f5e1dada16bae37a46e1e4e3044e,35b5071074af52cb050fb5a5dfa29c84f92aaa837bd8e97739d019be8a3ce3ca,ab602b8640491e6d5b280bee30171915dbddec15b08d22c3b81afc0804d51ec4
"41111","キョウカ（ハロウィン）専用リング","2015/12/17 15:00:00","0","0","0","1","キョウカ（ハロウィン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41112","ミソギ（ハロウィン）専用リング","2015/12/17 15:00:00","0","0","0","1","ミソギ（ハロウィン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41113","ミミ（ハロウィン）専用リング","2015/12/17 15:00:00","0","0","0","1","ミミ（ハロウィン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41114","ルナ専用リング","2015/12/17 15:00:00","0","0","0","1","ルナの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41115","クリスティーナ（クリスマス）専用リング","2015/12/17 15:00:00","0","0","0","1","クリスティーナ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41116","ノゾミ（クリスマス）専用リング","2015/12/17 15:00:00","0","0","0","1","ノゾミ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41117","イリヤ（クリスマス）専用リング","2015/12/17 15:00:00","0","0","0","1","イリヤ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41118","ペコリーヌ（ニューイヤー）専用リング","2015/12/17 15:00:00","0","0","0","1","ペコリーヌ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41119","コッコロ（ニューイヤー）専用リング","2015/12/17 15:00:00","0","0","0","1","コッコロ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41120","キャル（ニューイヤー）専用リング","2015/12/17 15:00:00","0","0","0","1","キャル（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41121","スズメ（ニューイヤー）専用リング","2015/12/17 15:00:00","0","0","0","1","スズメ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41122","カスミ（マジカル）専用リング","2015/12/17 15:00:00","0","0","0","1","カスミ（マジカル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41123","シオリ（マジカル）専用リング","2015/12/17 15:00:00","0","0","0","1","シオリ（マジカル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41124","ウヅキ（デレマス）専用リング","2015/12/17 15:00:00","0","0","0","1","ウヅキ（デレマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41125","リン（デレマス）専用リング","2015/12/17 15:00:00","0","0","0","1","リン（デレマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41126","ミオ（デレマス）専用リング","2015/12/17 15:00:00","0","0","0","1","ミオ（デレマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41127","リン（レンジャー）専用リング","2015/12/17 15:00:00","0","0","0","1","リン（レンジャー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41128","マヒル（レンジャー）専用リング","2015/12/17 15:00:00","0","0","0","1","マヒル（レンジャー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41129","リノ（ワンダー）専用リング","2015/12/17 15:00:00","0","0","0","1","リノ（ワンダー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41130","アユミ（ワンダー）専用リング","2015/12/17 15:00:00","0","0","0","1","アユミ（ワンダー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41131","ルカ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","ルカ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41132","アンナ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","アンナ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41133","ナナカ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","ナナカ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41134","ハツネ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","ハツネ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41135","ミサト（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","ミサト（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41136","ジュン（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","ジュン（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41137","アカリ（エンジェル）専用リング","2015/12/17 15:00:00","0","0","0","1","アカリ（エンジェル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41138","ヨリ（エンジェル）専用リング","2015/12/17 15:00:00","0","0","0","1","ヨリ（エンジェル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41139","ツムギ（ハロウィン）専用リング","2015/12/17 15:00:00","0","0","0","1","ツムギ（ハロウィン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41140","レイ（ハロウィン）専用リング","2015/12/17 15:00:00","0","0","0","1","レイ（ハロウィン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41141","マツリ（ハロウィン）専用リング","2015/12/17 15:00:00","0","0","0","1","マツリ（ハロウィン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41142","モニカ（マジカル）専用リング","2015/12/17 15:00:00","0","0","0","1","モニカ（マジカル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41143","トモ（マジカル）専用リング","2015/12/17 15:00:00","0","0","0","1","トモ（マジカル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41144","アキノ（クリスマス）専用リング","2015/12/17 15:00:00","0","0","0","1","アキノ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41145","サレン（クリスマス）専用リング","2015/12/17 15:00:00","0","0","0","1","サレン（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41146","ユカリ（クリスマス）専用リング","2015/12/17 15:00:00","0","0","0","1","ユカリ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41147","ムイミ（ニューイヤー）専用リング","2015/12/17 15:00:00","0","0","0","1","ムイミ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41150","ネネカ（ニューイヤー）専用リング","2015/12/17 15:00:00","0","0","0","1","ネネカ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41155","コッコロ（儀装束）専用リング","2015/12/17 15:00:00","0","0","0","1","コッコロ（儀装束）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41156","ユイ（儀装束）専用リング","2015/12/17 15:00:00","0","0","0","1","ユイ（儀装束）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41157","カスミ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","カスミ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41158","リマ（シンデレラ）専用リング","2015/12/17 15:00:00","0","0","0","1","リマ（シンデレラ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41159","マコト（シンデレラ）専用リング","2015/12/17 15:00:00","0","0","0","1","マコト（シンデレラ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41160","マホ（シンデレラ）専用リング","2015/12/17 15:00:00","0","0","0","1","マホ（シンデレラ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41162","クロエ（聖学祭）専用リング","2015/12/17 15:00:00","0","0","0","1","クロエ（聖学祭）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41163","チエル（聖学祭）専用リング","2015/12/17 15:00:00","0","0","0","1","チエル（聖学祭）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41164","ユニ（聖学祭）専用リング","2015/12/17 15:00:00","0","0","0","1","ユニ（聖学祭）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41165","イノリ（タイムトラベル）専用リング","2015/12/17 15:00:00","0","0","0","1","イノリ（タイムトラベル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41166","カヤ（タイムトラベル）専用リング","2015/12/17 15:00:00","0","0","0","1","カヤ（タイムトラベル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41167","アオイ（作業服）専用リング","2015/12/17 15:00:00","0","0","0","1","アオイ（作業服）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41168","タマキ（作業服）専用リング","2015/12/17 15:00:00","0","0","0","1","タマキ（作業服）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41169","ミフユ（作業服）専用リング","2015/12/17 15:00:00","0","0","0","1","ミフユ（作業服）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41170","エリコ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","エリコ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41171","シズル（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","シズル（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41172","ノゾミ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","ノゾミ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41173","チカ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","チカ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41174","ツムギ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","ツムギ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41175","ミツキ（オーエド）専用リング","2015/12/17 15:00:00","0","0","0","1","ミツキ（オーエド）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41176","ユキ（オーエド）専用リング","2015/12/17 15:00:00","0","0","0","1","ユキ（オーエド）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41177","カオリ（ハロウィン）専用リング","2015/12/17 15:00:00","0","0","0","1","カオリ（ハロウィン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41178","ニノン（ハロウィン）専用リング","2015/12/17 15:00:00","0","0","0","1","ニノン（ハロウィン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41179","スズナ（ハロウィン）専用リング","2015/12/17 15:00:00","0","0","0","1","スズナ（ハロウィン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41180","クレジッタ専用リング","2015/12/17 15:00:00","0","0","0","1","クレジッタの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41181","ランファ専用リング","2015/12/17 15:00:00","0","0","0","1","ランファの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41182","ミソラ専用リング","2015/12/17 15:00:00","0","0","0","1","ミソラの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41185","カリン専用リング","2015/12/17 15:00:00","0","0","0","1","カリンの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41186","ネビア専用リング","2015/12/17 15:00:00","0","0","0","1","ネビアの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41190","イオ（ノワール）専用リング","2015/12/17 15:00:00","0","0","0","1","イオ（ノワール）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41191","クウカ（ノワール）専用リング","2015/12/17 15:00:00","0","0","0","1","クウカ（ノワール）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41192","マヒル（クリスマス）専用リング","2015/12/17 15:00:00","0","0","0","1","マヒル（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41193","リノ（クリスマス）専用リング","2015/12/17 15:00:00","0","0","0","1","リノ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41199","ミヤコ（クリスマス）専用リング","2015/12/17 15:00:00","0","0","0","1","ミヤコ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41200","シズル（ノワール）専用リング","2015/12/17 15:00:00","0","0","0","1","シズル（ノワール）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41207","シェフィ（ニューイヤー）専用リング","2015/12/17 15:00:00","0","0","0","1","シェフィ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41208","ルカ（ニューイヤー）専用リング","2015/12/17 15:00:00","0","0","0","1","ルカ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41209","イリヤ（ニューイヤー）専用リング","2015/12/17 15:00:00","0","0","0","1","イリヤ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41210","ペコリーヌ（オーバーロード）専用リング","2015/12/17 15:00:00","0","0","0","1","ペコリーヌ（オーバーロード）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41211","キャル（オーバーロード）専用リング","2015/12/17 15:00:00","0","0","0","1","キャル（オーバーロード）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41212","ラビリスタ（オーバーロード）専用リング","2015/12/17 15:00:00","0","0","0","1","ラビリスタ（オーバーロード）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41213","クルミ（ステージ）専用リング","2015/12/17 15:00:00","0","0","0","1","クルミ（ステージ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41214","ミサキ（ステージ）専用リング","2015/12/17 15:00:00","0","0","0","1","ミサキ（ステージ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41215","アユミ（怪盗）専用リング","2015/12/17 15:00:00","0","0","0","1","アユミ（怪盗）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41216","イノリ（怪盗）専用リング","2015/12/17 15:00:00","0","0","0","1","イノリ（怪盗）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41219","アンナ（パイレーツ）専用リング","2015/12/17 15:00:00","0","0","0","1","アンナ（パイレーツ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41220","シノブ（パイレーツ）専用リング","2015/12/17 15:00:00","0","0","0","1","シノブ（パイレーツ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41221","アオイ（キャンプ）専用リング","2015/12/17 15:00:00","0","0","0","1","アオイ（キャンプ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41222","ユカリ（キャンプ）専用リング","2015/12/17 15:00:00","0","0","0","1","ユカリ（キャンプ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41223","ヴァンピィ専用リング","2015/12/17 15:00:00","0","0","0","1","ヴァンピィの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41224","ヒヨリ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","ヒヨリ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41225","レイ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","レイ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41226","ユイ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","ユイ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41227","キョウカ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","キョウカ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41228","ミソギ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","ミソギ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41229","ミミ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","ミミ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41230","アメス専用リング","2015/12/17 15:00:00","0","0","0","1","アメスの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41231","マホ（エクスプローラー）専用リング","2015/12/17 15:00:00","0","0","0","1","マホ（エクスプローラー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41232","アヤネ（エクスプローラー）専用リング","2015/12/17 15:00:00","0","0","0","1","アヤネ（エクスプローラー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41233","ネア専用リング","2015/12/17 15:00:00","0","0","0","1","ネアの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41235","リン（ハロウィン）専用リング","2015/12/17 15:00:00","0","0","0","1","リン（ハロウィン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41236","トモ（ハロウィン）専用リング","2015/12/17 15:00:00","0","0","0","1","トモ（ハロウィン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41237","ナナカ（ハロウィン）専用リング","2015/12/17 15:00:00","0","0","0","1","ナナカ（ハロウィン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41238","クリスティーナ（ワイルド）専用リング","2015/12/17 15:00:00","0","0","0","1","クリスティーナ（ワイルド）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41239","マツリ（ワイルド）専用リング","2015/12/17 15:00:00","0","0","0","1","マツリ（ワイルド）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41240","アカリ（クリスマス）専用リング","2015/12/17 15:00:00","0","0","0","1","アカリ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41241","ヨリ（クリスマス）専用リング","2015/12/17 15:00:00","0","0","0","1","ヨリ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41242","ジュン（クリスマス）専用リング","2015/12/17 15:00:00","0","0","0","1","ジュン（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41245","ホマレ（ニューイヤー）専用リング","2015/12/17 15:00:00","0","0","0","1","ホマレ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41246","ミサト（ニューイヤー）専用リング","2015/12/17 15:00:00","0","0","0","1","ミサト（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41247","ミツキ（ニューイヤー）専用リング","2015/12/17 15:00:00","0","0","0","1","ミツキ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
