6966de05db1d4c8170736a4725f8a62673e632619e3830c28aa6dbfb5cb5fd0d,72fdc980d45555fea5e1cba372140869ba2b619a5e2115c46b3d47e94609c10e,cb600c839ab7bca21d09483364df22a2c32621d3c533735bb73c8c6de72c17a9,5af18816255ab97b1ea8e38641e12607ac45336dd482cfdc74730792e7ca28c5,19414bfd51dec023079d2868b90cf0ddc87ffd70513a022a8fdfb499c45913f1,1bc91ffcbc124262d9a7df27ad292e68aa10a5bbc8ddfb88ee3092ff567cda4e
"10108","3010801","2","遠くから飛ばして攻撃するタイプの武器のこと。","2","とびどうぐ"
"10108","3010802","2","諜報活動など、暗闇で秘密裏に活動する存在。","2","にんじゃ"
"10108","3010803","3","オーエドのお土産品として人気。","2","オーエドのみやげもの"
"10109","3010900","1","暮らしの拠点。暗くなる前に帰りたい。","2","いえ"
"10109","3010901","1","家のこと。帰ると安心する。","2","おうち"
"10109","3010902","2","「いえ」の英語読み。","2","ハウス"
"10109","3010903","2","人が住んだり物を保管したりする為に建てられたもの。","2","たてもの"
"10109","3010904","3","「ギルド」の活動の拠点。みんなの大切な場所。","2","ギルドハウス"
"10110","3011000","1","炊いたお米を握った料理。中に具材を入れても美味しい。","2","おにぎり"
"10110","3011001","2","「おにぎり」の英語読み。","2","ライスボール"
"10110","3011002","3","食べても食べても無くならない夢のようなおにぎり。","2","むげんおにぎり"
"10110","3011003","3","戦闘中でも手放せないですね☆","2","ペコリーヌのこうぶつ"
"10111","3011100","1","緑色のにがーい野菜。","2","ピーマン"
"10111","3011101","2","ピーマンに似ているけど苦くない野菜。カラフル。","2","パプリカ"
"10111","3011102","2","積極的に食べるといいらしい。","2","りょくおうしょくやさい"
"10111","3011103","3","にんじんも嫌いなのですがピーマンはもっとダメです。","2","キョウカのにがてなもの"
"10112","3011200","1","トゲトゲのいがに守られた甘い木の実。","2","くり"
"10112","3011201","2","「くり」の英語読み。","2","マロン"
"10112","3011202","2","中の木の実を守っている。刺さると痛い。","2","イガイガ"
"10112","3011203","2","秋を代表する美味しいもの。","2","あきのみかく"
"10113","3011300","1","おいもを焼いた料理。","2","やきいも"
"10113","3011301","1","芋の種類の一部。甘くて美味しい素敵なお味。","2","サツマイモ"
"10113","3011302","2","「サツマイモ」の英語読み。","2","スイートポテト"
"10113","3011303","2","秋を代表する美味しいもの。","2","あきのみかく"
"10113","3011304","2","焼き芋の一番おいしいタイミング。やけどに注意。","2","ほかほかやきたて"
"10114","3011400","1","とっても辛い香辛料。ピーマンの仲間。","2","とうがらし"
"10114","3011401","1","「とうがらし」の種類の一部。","2","たかのつめ"
"10114","3011402","2","「とうがらし」の英語読み。","2","チリペッパー"
"10114","3011403","2","料理のアクセントとなる香辛料のこと。","2","スパイス"
"10114","3011404","3","ドラモのとっておき。","2","ドラゴンもどきのひのみ"
"10115","3011500","1","水の中や湿った陸上に暮らす甲殻類。","2","エビ"
"10115","3011501","2","「エビ」の英語読み。","2","シュリンプ"
"10115","3011502","2","海からの美食の贈り物。","2","うみのさち"
"10115","3011503","2","海産物は新鮮さが命。","2","とれたて"
"10116","3011600","1","腰から下の部分に着ける筒状の衣服。","2","スカート"
"10116","3011601","2","丈の短いスカートのこと。","2","ミニスカート"
"10116","3011602","2","ウエストから裾までひだを繰り返し重ねたスカートのこと。","2","プリーツスカート"
"10117","3011700","1","腰から下の部分に着ける衣服。股のある形状をしている。","2","ズボン"
"10117","3011701","2","腰から下に身に着ける衣服全般のこと。","2","ボトムス"
"10117","3011702","2","「ズボン」の別の言い方。","2","パンツ"
"10117","3011703","2","丈の短いズボンのこと。","2","たんぱん"
"10118","3011800","1","空を飛ぶことができる乗り物。鳥じゃないけど翼がある。","2","ひこうき"
"10118","3011801","2","船や飛行機を動かすために着いている、回転式の羽。","2","プロペラ"
"10118","3011802","2","無人での遠隔操縦のこと。","2","ラジコン"
"10118","3011803","2","「ひこうき」の英語読み。","2","エアプレーン"
"10119","3011900","1","空から降る水滴。主に雲から生ずる。","2","あめ"
"10119","3011901","2","「あめ」の英語読み。","2","レイン"
"10119","3011902","2","雨の日の天気のこと。","2","うてん"
"10119","3011903","2","とても強い雨。","2","おおあめ"
"10120","3012000","1","細長い棒状の道具。","2","つえ"
"10120","3012001","2","「つえ」の英語読み。","2","ステッキ"
"10120","3012002","2","魔法を使う為の道具。振って呪文を唱えよう。","2","まほうのつえ"
"10121","3012100","1","長い柄の先に刃物を付けた武器。","2","やり"
"10121","3012101","2","「やり」の英語読み。","2","スピア"
"10121","3012102","2","「やり」の別の言い方。矛と盾。","2","ほこ"
"10121","3012103","2","柄の長い道具や武器のこと。","2","ながえ"
"10122","3012200","1","頭を守るための防具。","2","かぶと"
"10122","3012201","2","頑丈な素材でつくられた身を守るための防具。","2","よろい"
"10122","3012202","2","「かっちゅう」の英語読み。","2","アーマー"
"10122","3012203","2","身を守る装具。","2","ぼうぐ"
"10122","3012204","3","名誉ある王宮騎士団の鎧。ランドソルの治安を守ろう。","2","おうきゅうきしだんのよろい"
"10122","3012205","3","金属を喰らい、武具を操る謎の魔物。","2","リビングメイル"
"10123","3012300","1","錠をかけたり開けたりするための道具。無くすと大変。","2","かぎ"
"10123","3012301","2","「かぎ」の英語読み。","2","キー"
"10123","3012302","2","対応する全ての錠を開けることができる鍵。","2","マスターキー"
"10124","3012400","1","中に何が入っているかは開けてからのお楽しみ。","2","たからばこ"
"10124","3012401","2","「たからばこ」の英語読み。","2","トレジャーボックス"
"10124","3012402","2","手に入ればガッポガッポ。","2","おたから"
"10124","3012403","3","稀にゲットできる特別なお宝。","2","レアドロップ"
"10125","3012500","1","とても強力な生き物。貴重な存在で数々の伝説に残っている。","2","ドラゴン"
"10125","3012501","2","大昔に存在したと言われている生き物。","2","きょうりゅう"
"10125","3012502","2","「きょうりゅう」の英語読み。","2","ダイナソー"
"10125","3012503","2","探求心を掻き立てる存在。ロマンに溢れている。","2","でんせつのせいぶつ"
"10125","3012504","3","忘却の秘境、緑龍の骸領に住まう若き巨竜。","2","ラースドラゴン"
"10126","3012600","1","言葉を書き記すのに使う記号。","2","もじ"
"10126","3012601","1","文字の一種。","2","ひらがな"
"10126","3012602","3","チエルの発する口癖。世界共通語になる予定？","2","ちぇる"
"10127","3012700","1","手の動きを封じる拘束具。","2","てかせ"
"10127","3012701","1","足の動きを封じる拘束具。","2","あしかせ"
"10127","3012702","1","動きを封じるために身に着ける器具。","2","こうそくぐ"
"10127","3012703","3","こうして強く拘束されると、クウカは…ぐふふふふ。","2","クウカのおきにいり"
"10128","3012800","1","壁に囲まれた敷地の出入り口。","2","もん"
"10128","3012801","2","学校の門。遅刻すると閉じられたりする。","2","こうもん"
"10128","3012802","2","鉄でできた扉。","2","てっぴ"
"10128","3012803","3","ランドソル随一のお嬢様校。通称テレ女。","2","セントテレサじょがくいん"
"20066","4006600","1","氷雪を操るドラゴン族の少女。空から降ってきた。","2","シェフィ"
"20066","4006601","3","希少なドラゴン族の女の子。","2","ドラゴンぞくのしょうじょ"
"20067","4006700","1","【ギルド管理協会】で働いている優しいしっかり者。","2","カリン"
"20067","4006701","3","ギルドを管理する公的な機関。申請の承認や管理をサポート。","2","ギルドかんりきょうかい"
"20067","4006702","3","冒険を陰から支える案内役。","2","ナビゲーター"
"20067","4006703","3","素敵な仲間！","2","クソメガネ"
"20068","4006800","1","気象を自在に操り、雷を落とす雲の魔物。","2","エルダークラウド"
"20068","4006801","3","雷を落とす黒い雲。","2","かみなりぐも"
"20068","4006802","3","ライライの手となり足となって戦う。","2","ライライのてした"
"20069","4006900","1","寝不足で気怠げなフクロウの魔物。","2","スリーピィオウル"
"20069","4006901","3","鳥の一種。森の哲学者。","2","ふくろう"
"20070","4007000","1","豆狸の魔物。幼いながら必死に戦っている。","2","ワッパダヌキ"
"20070","4007001","3","ふかふかのしっぽを持つ動物。お腹をぽんぽこ叩くとか。","2","たぬき"
"20070","4007002","3","たぬきのこども。","2","こだぬき"
"20070","4007003","3","トーゴクに伝わる茶道具デス。たまに爆発するデース。","2","ちゃがま"
"20070","4007004","3","大仙狸の眷属。たくさんいる。","2","マスターセンリのこぶん"
"20071","4007100","1","頑丈な身体を持つ岩の魔物。","2","ゴーレム"
"20071","4007101","3","岩石でできた魔物。ゴーレムのこと。","2","がんせきのまもの"
"20071","4007102","3","広場に並んでたお地蔵さんたち。","2","スズメのおともだち"
"20072","4007200","1","魔法の国からやってきた謎の生物。魔法少女の力を与える。","2","モーラ"
"20072","4007201","3","生命活動を魔力によって維持している生物のこと。","2","まほうせいぶつ"
"20072","4007202","3","モニカちゃん！ラブリー★モニカに変身だ！","2","ラブリーモニカのあいぼう"
"20072","4007203","3","ちょっと強引だったかもしれない。","2","はためいわくなけだま"
