d9eb2b1b1b285f0b41ec3b9478c89d3f8eef5d2c2657d2391ea917578cba4ebf,8d569c00816375da411359b364d533d74a8d3c3ecb36c81403fc946f72643ddf,c4d619f04221c8cb4c8aa7a2a6faab9b091aaf8006583b7f244183afdf3e937d,7d8b06b1c232155a43d2af7a1d36b5f2e103bea29e9262376354523560140424,c9f4190be296f366272831442fee3eafe38c7d51a98805385631819467d9aa8e,01784c0e3ffd10c8e1a651ba000a871b6d770eb96bc387147e0afbef8cce4b24,bff41451fb8cfbf9a9633b6aa82096b29453ec17ea103fa80e9b1f11db0f3231,dd8dfd8c0598d6ba48dd822f31206ee23db910847b13a8390a8f869a10745784,ff44fc20b562d3958e6c45043b9bc46a7da1e61d967c4a0e7deecbb9b6b68f20,1d258b38d0eb43a4a14024b472c48369c8fba8a7b50f8c993b33354e9dfb4a75,68154e56b7a9cefbca0e1aa28c54eecf068bbe28ba920da117b861e2b14a1c77,dfd2971f2b00425b06e26791187315f97d3372194053b7c45bbc751de4ea17ea
"アヤネ（エクスプローラー）専用リング","1","2015/12/17 15:00:00","22","0","0","アヤネ（エクスプローラー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41232","0","0"
"ネア専用リング","1","2015/12/17 15:00:00","22","0","0","ネアの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41233","0","0"
"リン（ハロウィン）専用リング","1","2015/12/17 15:00:00","22","0","0","リン（ハロウィン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41235","0","0"
"トモ（ハロウィン）専用リング","1","2015/12/17 15:00:00","22","0","0","トモ（ハロウィン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41236","0","0"
"ナナカ（ハロウィン）専用リング","1","2015/12/17 15:00:00","22","0","0","ナナカ（ハロウィン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41237","0","0"
"クリスティーナ（ワイルド）専用リング","1","2015/12/17 15:00:00","22","0","0","クリスティーナ（ワイルド）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41238","0","0"
"マツリ（ワイルド）専用リング","1","2015/12/17 15:00:00","22","0","0","マツリ（ワイルド）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41239","0","0"
"アカリ（クリスマス）専用リング","1","2015/12/17 15:00:00","22","0","0","アカリ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41240","0","0"
"ヨリ（クリスマス）専用リング","1","2015/12/17 15:00:00","22","0","0","ヨリ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41241","0","0"
"ジュン（クリスマス）専用リング","1","2015/12/17 15:00:00","22","0","0","ジュン（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41242","0","0"
"ホマレ（ニューイヤー）専用リング","1","2015/12/17 15:00:00","22","0","0","ホマレ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41245","0","0"
"ミサト（ニューイヤー）専用リング","1","2015/12/17 15:00:00","22","0","0","ミサト（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41246","0","0"
"ミツキ（ニューイヤー）専用リング","1","2015/12/17 15:00:00","22","0","0","ミツキ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41247","0","0"
"ノゾミ（リベレイター）専用リング","1","2015/12/17 15:00:00","22","0","0","ノゾミ（リベレイター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41248","0","0"
"カヤ（リベレイター）専用リング","1","2015/12/17 15:00:00","22","0","0","カヤ（リベレイター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41249","0","0"
"ムイミ（リベレイター）専用リング","1","2015/12/17 15:00:00","22","0","0","ムイミ（リベレイター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41250","0","0"
"タマキ（カフェ）専用リング","1","2015/12/17 15:00:00","22","0","0","タマキ（カフェ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41251","0","0"
"モニカ（カフェ）専用リング","1","2015/12/17 15:00:00","22","0","0","モニカ（カフェ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41252","0","0"
"コッコロ（レンジャー）専用リング","1","2015/12/17 15:00:00","22","0","0","コッコロ（レンジャー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41253","0","0"
"シオリ（レンジャー）専用リング","1","2015/12/17 15:00:00","22","0","0","シオリ（レンジャー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41254","0","0"
"ジータ（ウォーロック）専用リング","1","2015/12/17 15:00:00","22","0","0","ジータ（ウォーロック）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41255","0","0"
"ビカラ専用リング","1","2015/12/17 15:00:00","22","0","0","ビカラの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41256","0","0"
"カリン（アルケミスト）専用リング","1","2015/12/17 15:00:00","22","0","0","カリン（アルケミスト）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41257","0","0"
"リリ（フォールン）専用リング","1","2015/12/17 15:00:00","22","0","0","リリ（フォールン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41258","0","0"
"クリア（フォールン）専用リング","1","2015/12/17 15:00:00","22","0","0","クリア（フォールン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41260","0","0"
"プレシア（フォールン）専用リング","1","2015/12/17 15:00:00","22","0","0","プレシア（フォールン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41261","0","0"
"イリヤ（儀装束）専用リング","1","2015/12/17 15:00:00","22","0","0","イリヤ（儀装束）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41262","0","0"
"ユキ（儀装束）専用リング","1","2015/12/17 15:00:00","22","0","0","ユキ（儀装束）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41263","0","0"
"クローチェ専用リング","1","2015/12/17 15:00:00","22","0","0","クローチェの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41264","0","0"
"ライラエル専用リング","1","2015/12/17 15:00:00","22","0","0","ライラエルの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41265","0","0"
"ネネカ（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","ネネカ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41266","0","0"
"アキノ（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","アキノ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41267","0","0"
"ユカリ（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","ユカリ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41268","0","0"
"ランファ（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","ランファ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41269","0","0"
"クウカ（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","クウカ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41270","0","0"
"シノブ（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","シノブ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41271","0","0"
"キャル（編入生）専用リング","1","2015/12/17 15:00:00","22","0","0","キャル（編入生）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41272","0","0"
"スズナ（編入生）専用リング","1","2015/12/17 15:00:00","22","0","0","スズナ（編入生）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41273","0","0"
"サレン（サラサリア）専用リング","1","2015/12/17 15:00:00","22","0","0","サレン（サラサリア）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41275","0","0"
"ルカ（サラサリア）専用リング","1","2015/12/17 15:00:00","22","0","0","ルカ（サラサリア）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41276","0","0"
"リンド専用リング","1","2015/12/17 15:00:00","22","0","0","リンドの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41277","0","0"
"ヴルム専用リング","1","2015/12/17 15:00:00","22","0","0","ヴルムの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41278","0","0"
"ペコリーヌ（クリスマス）専用リング","1","2015/12/17 15:00:00","22","0","0","ペコリーヌ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41279","0","0"
"クレジッタ（クリスマス）専用リング","1","2015/12/17 15:00:00","22","0","0","クレジッタ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41280","0","0"
"イノリ（ニューイヤー）専用リング","1","2015/12/17 15:00:00","22","0","0","イノリ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41283","0","0"
"ハツネ（ニューイヤー）専用リング","1","2015/12/17 15:00:00","22","0","0","ハツネ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41284","0","0"
"カスミ（ニューイヤー）専用リング","1","2015/12/17 15:00:00","22","0","0","カスミ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41285","0","0"
"ヒヨリ（アストラル）専用リング","1","2015/12/17 15:00:00","22","0","0","ヒヨリ（アストラル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41287","0","0"
"レイ（アストラル）専用リング","1","2015/12/17 15:00:00","22","0","0","レイ（アストラル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41288","0","0"
"ユイ（アストラル）専用リング","1","2015/12/17 15:00:00","22","0","0","ユイ（アストラル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41289","0","0"
"エリス専用リング","1","2015/12/17 15:00:00","22","0","0","エリスの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41290","0","0"
"ユニ（ウィンター）専用リング","1","2015/12/17 15:00:00","22","0","0","ユニ（ウィンター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41293","0","0"
"クロエ（ウィンター）専用リング","1","2015/12/17 15:00:00","22","0","0","クロエ（ウィンター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41294","0","0"
"チエル（ウィンター）専用リング","1","2015/12/17 15:00:00","22","0","0","チエル（ウィンター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41295","0","0"
"アネモネ専用リング","1","2015/12/17 15:00:00","22","0","0","アネモネの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41296","0","0"
"ネフィ＝ネラ専用リング","1","2015/12/17 15:00:00","22","0","0","ネフィ＝ネラの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41297","0","0"
"マコト（コマンダー）専用リング","1","2015/12/17 15:00:00","22","0","0","マコト（コマンダー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41298","0","0"
"エリコ（コマンダー）専用リング","1","2015/12/17 15:00:00","22","0","0","エリコ（コマンダー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41299","0","0"
"ヤマト専用リング","1","2015/12/17 15:00:00","22","0","0","ヤマトの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41300","0","0"
"ワカナ専用リング","1","2015/12/17 15:00:00","22","0","0","ワカナの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41301","0","0"
"フブキ専用リング","1","2015/12/17 15:00:00","22","0","0","フブキの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41302","0","0"
"キョウカ（スプリング）専用リング","1","2015/12/17 15:00:00","22","0","0","キョウカ（スプリング）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41307","0","0"
"スズメ（スプリング）専用リング","1","2015/12/17 15:00:00","22","0","0","スズメ（スプリング）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41308","0","0"
"クルル専用リング","1","2015/12/17 15:00:00","22","0","0","クルルの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41309","0","0"
"マホ（ドリームパーク）専用リング","1","2015/12/17 15:00:00","22","0","0","マホ（ドリームパーク）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41310","0","0"
"ネア（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","ネア（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41311","0","0"
"ミソラ（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","ミソラ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41312","0","0"
"リリ（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","リリ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41316","0","0"
"アメス（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","アメス（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41317","0","0"
"ホマレ（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","ホマレ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41318","0","0"
"エミリア（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","エミリア（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41319","0","0"
"エキドナ（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","エキドナ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41320","0","0"
"レム（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","レム（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41321","0","0"
"ノゾミ（アルケミスト）専用リング","1","2015/12/17 15:00:00","22","0","0","ノゾミ（アルケミスト）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41322","0","0"
"ルイズマリー専用リング","1","2015/12/17 15:00:00","22","0","0","ルイズマリーの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41323","0","0"
"イロハ専用リング","1","2015/12/17 15:00:00","22","0","0","イロハの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41324","0","0"
"ソノ専用リング","1","2015/12/17 15:00:00","22","0","0","ソノの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41325","0","0"
"ライラエル（クリスマス）専用リング","1","2015/12/17 15:00:00","22","0","0","ライラエル（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41328","0","0"
"イオ（クリスマス）専用リング","1","2015/12/17 15:00:00","22","0","0","イオ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41329","0","0"
"グレイス専用リング","1","2015/12/17 15:00:00","22","0","0","グレイスの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41330","0","0"
"ヴァイオレット専用リング","1","2015/12/17 15:00:00","22","0","0","ヴァイオレットの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41331","0","0"
"モニカ（ニューイヤー）専用リング","1","2015/12/17 15:00:00","22","0","0","モニカ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41332","0","0"
"サレン（ニューイヤー）専用リング","1","2015/12/17 15:00:00","22","0","0","サレン（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41335","0","0"
"メドゥーサ専用リング","1","2015/12/17 15:00:00","22","0","0","メドゥーサの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41336","0","0"
"ラビリスタ（アルファ）専用リング","1","2015/12/17 15:00:00","22","0","0","ラビリスタ（アルファ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41337","0","0"
"ネネカ（アルファ）専用リング","1","2015/12/17 15:00:00","22","0","0","ネネカ（アルファ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41338","0","0"
"クリスティーナ（アルファ）専用リング","1","2015/12/17 15:00:00","22","0","0","クリスティーナ（アルファ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41339","0","0"
"フィオ専用リング","1","2015/12/17 15:00:00","22","0","0","フィオの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41340","0","0"
"ランファ（儀装束）専用リング","1","2015/12/17 15:00:00","22","0","0","ランファ（儀装束）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41343","0","0"
"チカ（儀装束）専用リング","1","2015/12/17 15:00:00","22","0","0","チカ（儀装束）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41344","0","0"
"クローチェ（エアリアル）専用リング","1","2015/12/17 15:00:00","22","0","0","クローチェ（エアリアル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41345","0","0"
"アオイ（パイロット）専用リング","1","2015/12/17 15:00:00","22","0","0","アオイ（パイロット）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41346","0","0"
"ホウオウ専用リング","1","2015/12/17 15:00:00","22","0","0","ホウオウの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41347","0","0"
"ツムギ（ジオ・ゲヘナ）専用リング","1","2015/12/17 15:00:00","22","0","0","ツムギ（ジオ・ゲヘナ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41348","0","0"
"カノン専用リング","1","2015/12/17 15:00:00","22","0","0","カノンの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41349","0","0"
"エリス（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","エリス（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41350","0","0"
"シェフィ（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","シェフィ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41351","0","0"
"プレシア（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","プレシア（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41352","0","0"
"クリア（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","クリア（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41353","0","0"
"アネモネ（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","アネモネ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41354","0","0"
"アイラ専用リング","1","2015/12/17 15:00:00","22","0","0","アイラの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41355","0","0"
"シナツ専用リング","1","2015/12/17 15:00:00","22","0","0","シナツの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41356","0","0"
"ヒヨリ（サラサリア）専用リング","1","2015/12/17 15:00:00","22","0","0","ヒヨリ（サラサリア）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41357","0","0"
"ユキノ専用リング","1","2015/12/17 15:00:00","22","0","0","ユキノの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41358","0","0"
"サツキ専用リング","1","2015/12/17 15:00:00","22","0","0","サツキの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41359","0","0"
"アラクネ専用リング","1","2015/12/17 15:00:00","22","0","0","アラクネの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41360","0","0"
"サクラ専用リング","1","2015/12/17 15:00:00","22","0","0","サクラの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41361","0","0"
"ナーナ専用リング","1","2015/12/17 15:00:00","22","0","0","ナーナの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41362","0","0"
"ミソラ（クリスマス）専用リング","1","2015/12/17 15:00:00","22","0","0","ミソラ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41363","0","0"
"ユイ（クリスマス）専用リング","1","2015/12/17 15:00:00","22","0","0","ユイ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41364","0","0"
"シズル（ニューイヤー）専用リング","1","2015/12/17 15:00:00","22","0","0","シズル（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41365","0","0"
