b4505b759f386553a73da2b288490dd7c112de185290ad3b3bcd51a46815b661,1de746c5efd8a54cc58f36ce2db142736c672a919dd01827bd8ffbc636771437,40af4d90cc9632d0ce47b7577df0d310f9059ebabccab454bd9b99373560f2c6,4c120e7340a1db195857d09522c268f8732e882f97229662a0b77a42992a47b4,10e2f060b137208f4c42589dffb5ae1b1aabc0abefb4dbeffb296781246cb374,7bb47e66781b06260e661e6a14df6b3aa27259c2990a458f52cee6de1528732e,b66658cb9586259f871a19adc071918f97899dea4a24a49cb1f7989dd1d0a122,36086c19d23b2de08c03c30eb3759559c137091dec12599c770485d27f430c01,04fbd5e43a785777704e61ff832199dc03b767823ced8f59ceeaa851126f075c,0e1b8d6eb615e07596151d9f4e7d423922763966e42b0b36a531b87285058a34,1a557e6239dc97bc835efb36d6c4fb42b0c8cfb3ddaa66214f2337db4571dad3,2243164463984cbfa094df3dbe7c8b9d68b1c58bd0bc3994ca941e0b3950b86d,6d28514391d8042fcce67c9943710a5bfd6284c5157c718f2ae484a598bdfac8
"じおげへなのたたかい","ジオ・ゲヘナの戦い","1000","-1","2023-12-15 15:00:00","319","319","","","20","","",""
"げいしゅんどりーまーずしんねんあけましておめてお","迎春ドリーマーズ！　新年、あけましてお隕石（メテオ）！？","1000","-1","2024-01-15 15:00:00","320","320","","","20","","",""
"めておいんどりーむ","メテオ・イン・ドリーム","1000","-1","2024-01-15 15:00:00","321","321","","","20","","",""
"みらいのゆめ","ミライノユメ","1500","-1","2024-01-15 15:00:00","322","322","","A2004367403/","20","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-38-ep/1737858842?app=itunes","",""
"はつゆめちゃれんじ","初夢チャレンジ","1000","-1","2024-01-15 15:00:00","323","323","","","20","","",""
"やけつくせかいのきょうてき","灼けつく世界の強敵","1000","-1","2024-01-15 15:00:00","324","324","","","20","","",""
"てんさいはつめいかのさんじょふぶき","天才発明家の三女　フブキ","1000","-1","2024-01-15 15:00:00","325","325","","","20","","",""
"じゅなんたいしつのじじょわかな","受難体質の次女　ワカナ","1000","-1","2024-01-15 15:00:00","326","326","","","20","","",""
"ごうほうらいらくのちょうじょやまと","豪放磊落の長女　ヤマト","1000","-1","2024-01-15 15:00:00","327","327","","","20","","",""
"ねふぃねら","ネフィ＝ネラ","1000","2205002","2024-01-15 15:00:00","328","328","","","20","","",""
"かがみうつしのらいほうしゃ","鏡映しの来訪者","1000","-1","2024-02-15 0:00:00","329","329","","","20","","",""
"もういちどそしてもうにどと","もう一度。そして、もう二度と。","1000","-1","2024-02-15 0:00:00","330","330","","","20","","",""
"あかいきりのせいれい","赤い霧の精霊","1000","-1","2024-02-15 0:00:00","331","331","","","20","","",""
"あらわれるくちゅうあいらあんどしなつ","顕れる苦衷 アイラ＆シナツ","1000","-1","2024-02-15 0:00:00","332","332","","","20","","",""
"ぷれいやー","Prayer","1500","-1","2024-02-15 0:00:00","333","333","","A2004477541/","20","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-39/1746219426?app=itunes","",""
"あなざーうぃっしゅろぐ","アナザーウィッシュ・ログ","1000","-1","2024-02-15 0:00:00","334","334","","","20","","",""
"やけつくせかいをゆく","灼けつく世界をゆく","1000","-1","2024-02-15 0:00:00","335","335","","","20","","",""
"らんにゅうばんでぃしすたーず","乱入！バンディ・シスターズ","1000","-1","2024-02-15 0:00:00","336","336","","","20","","",""
"えりす","エリス","1000","2109008","2024-02-15 0:00:00","337","337","","","20","","",""
"まふゆのまなつとせいなるがくしゃのりせえんぬ","真冬の真夏と聖なる学舎の異端児","1000","-1","2024-03-15 15:00:00","338","338","","","20","","",""
"ならくのせいじょとみえ","奈落の聖女トミヱ","1000","-1","2024-03-15 15:00:00","339","339","","","20","","",""
"もうそうさまーはれーしょん","妄想サマーハレーション","1500","-1","2024-03-15 15:00:00","340","340","","A2004477541/","20","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-39/1746219426?app=itunes","",""
"らいぶながれるぷーるひる","【LIVE】流れるプール　昼","1000","-1","2024-03-15 15:00:00","341","341","","","20","","",""
"らいぶながれるぷーるよる","【LIVE】流れるプール　夜","1000","-1","2024-03-15 15:00:00","342","342","","","20","","",""
"ぷりんせすないとのちから","プリンセスナイトの力","1000","-1","2024-03-15 15:00:00","343","343","","","20","","",""
"しんおうなるりょういきへいたる","深奥なる領域へ至る","1000","-1","2024-03-15 15:00:00","344","344","","","20","","",""
"こうえんのしんいき","紅焔の深域","1000","-1","2024-03-15 15:00:00","345","345","","","20","","",""
"そうはのしんいき","蒼波の深域","1000","-1","2024-03-15 15:00:00","346","346","","","20","","",""
"すいらんのしんいき","翠嵐の深域","1000","-1","2024-03-15 15:00:00","347","347","","","20","","",""
"はくてんのしんいき","珀天の深域","1000","-1","2024-03-15 15:00:00","348","348","","","20","","",""
"しめいのしんいき","紫冥の深域","1000","-1","2024-03-15 15:00:00","349","349","","","20","","",""
"くーりぃふゅーりぃぶーときゃんぷおにきょうかんとむちとあめ","クーリィ・フューリィ・ブートキャンプ　鬼教官と鞭と…飴？","1000","-1","2024-04-15 15:00:00","350","350","","","20","","",""
"ごうらいじゅうらいがほーん","剛雷獣・ライガホーン","1000","-1","2024-04-15 15:00:00","351","351","","","20","","",""
"いんとぅざとらすと","Into The Trust","1500","-1","2024-04-15 15:00:00","352","352","","A2004615291/","20","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-40/1756564718?app=itunes","",""
"えりことまことのまーちあごーごー","エリコとマコトの行軍（マーチ）A-Go-Go！","1000","-1","2024-04-15 15:00:00","353","353","","","20","","",""
"しんぺいらよわれにつづけ","新兵らよ、我に続け","1000","-1","2024-04-15 15:00:00","354","354","","","20","","",""
"けっとうのぶたいへ","決闘の舞台へ","1000","-1","2024-04-15 15:00:00","355","355","","","20","","",""
"ばとるすたじあむかいまく","バトルスタジアム、開幕！","1000","-1","2024-04-15 15:00:00","356","356","","","20","","",""
"はなさくきせつのさんせりて","花咲く季節のサンセリテ","1000","-1","2024-05-15 15:00:00","357","357","","","20","","",""
"まものしょくぶつもべるべ","魔物植物・モベルベ","1000","-1","2024-05-15 15:00:00","358","358","","","20","","",""
"ひとみにうつるしるえっと","瞳に映るシルエット","1500","-1","2024-05-15 15:00:00","359","359","","A2004615291/","20","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-40/1756564718?app=itunes","",""
"れんごくにちんざせしもの","煉獄に鎮座せしもの","1000","-1","2024-05-15 15:00:00","360","360","","","20","","",""
"ぐらんどりーむおんぱれーどかーばんくるとひみつのなかまたち","グランドリーム・オンパレード　宝石兎と秘密の仲間たち","1000","-1","2024-06-15 15:00:00","361","361","","","20","","",""
"けんどちょうらいじーの","捲土重来・ジーノ","1000","-1","2024-06-15 15:00:00","362","362","","","20","","",""
"みらくるじゅえるぱれーど","ミラクル・ジュエル・パレード！","1500","-1","2024-06-15 15:00:00","363","363","","","20","","",""
"ぐらんどりーむぱーくがいど","グランドリームパークガイド","1000","-1","2024-06-15 15:00:00","364","364","","","20","","",""
"あつまれいいことくらぶみそらのゆかいななつやすみ","あつまれイイコトクラブ！　ミソラの愉快な夏休み","1000","-1","2024-07-15 15:00:00","365","365","","","20","","",""
"まなつのばーさーくすらいむ","真夏のバーサークスライム","1000","-1","2024-07-15 15:00:00","366","366","","","20","","",""
"あいあいらんでぶー","Ai-愛 逃避行★","1500","-1","2024-07-15 15:00:00","367","367","","","20","","",""
"さまーふぉとふぃっくす","サマーフォトフィックス","1000","-1","2024-07-15 15:00:00","368","368","","","20","","",""
"げんわくのようせいまなつのそのでおどるかげ","幻惑の妖精　‐真夏の園で舞踊る影‐","1000","-1","2024-08-15 15:00:00","369","369","","","20","","",""
"かおすじぇねれーたー","カオス・ジェネレーター","1000","-1","2024-08-15 15:00:00","370","370","","","20","","",""
"りこれくしょん","Re:collection","1500","-1","2024-08-15 15:00:00","371","371","","","20","","",""
"すいとのめもりえ","水都のメモリエ","1000","-1","2024-08-15 15:00:00","372","372","","","20","","",""
"れんごくのりべりおん","煉獄のリベリオン","1000","2209006","2024-09-15 15:00:00","373","373","","","20","","",""
"れんごくのりべりおんしっくすからみてぃまくあらくね","煉獄のリベリオン　-六凶・魔蜘アラクネ-","1000","2209006","2024-09-15 15:00:00","374","374","","","20","","",""
"まくのしもべとのたたかい","魔蜘のしもべとの戦い","1000","2209006","2024-09-15 15:00:00","375","375","","","20","","",""
"まどいのとうぞくさんしまい","惑いの盗賊三姉妹","1000","2209006","2024-09-15 15:00:00","376","376","","","20","","",""
"かくめいのおとめとのたたかい","革命の乙女との戦い","1000","2209006","2024-09-15 15:00:00","377","377","","","20","","",""
"ちていのごくにひそみしきょうか","地底の獄に潜みし凶禍","1000","2209006","2024-09-15 15:00:00","378","378","","","20","","",""
"めざめししっくすからみてぃまくあらくね","目覚めし六凶・魔蜘アラクネ","1000","2209006","2024-09-15 15:00:00","379","379","","","20","","",""
"さいりんせしきしょうのひょうりゅう","再臨せし姫装の氷竜","1000","2209006","2024-09-15 15:00:00","380","380","","","20","","",""
"しぇふぃ","シェフィ","1000","2104010","2024-09-15 15:00:00","381","381","","","20","","",""
"ふれいや","フレイヤ","1000","2209006","2024-09-15 15:00:00","382","382","","","20","","",""
"あらくね","アラクネ","1000","2209006","2024-09-15 15:00:00","383","383","","","20","","",""
"あらわれしまくのしんぞう","顕れし魔蜘の真像","1000","2209006","2024-09-15 15:00:00","384","384","","","20","","",""
"のぞみのいちにちてんちょうきこちらあるけすれんきんどう","ノゾミの一日店長記　こちらアルケス錬金堂","1000","-1","2024-10-15 15:00:00","385","385","","","20","","",""
"ヴぇのむひゅどら","ヴェノム・ヒュドラ","1000","-1","2024-10-15 15:00:00","386","386","","","20","","",""
"だんすいんざふれぐらんす","Dance in the Fragrance","1500","-1","2024-10-15 15:00:00","387","387","","","20","","",""
"あるけすれんきんどうぎょうむにっし","アルケス錬金堂　業務日誌","1000","-1","2024-10-15 15:00:00","388","388","","","20","","",""
"あるけすれんきんどう","アルケス錬金堂","1000","-1","2024-10-15 15:00:00","389","389","","","20","","",""
"あるけすれんきんどうけみかるばーじょん","アルケス錬金堂（ケミカルVer.）","1000","-1","2024-10-15 15:00:00","390","390","","","20","","",""
"ばんでぃっとりたーんず　えんごくのあうとろー","バンディット・リターンズ　炎国の無法姉妹","1000","-1","2024-11-15 15:00:00","391","391","","","20","","",""
"はいぱーだっしゅじょー","ハイパー・ダッシュジョー","1000","-1","2024-11-15 15:00:00","392","392","","","20","","",""
"ばんでぃらうでぃしょーたいむ","バンディ・ラウディ・ショータイム！！","1500","-1","2024-11-15 15:00:00","393","393","","","20","","",""
"げきとつはかいいりーがるたんくうぉー","激突！破壊！イリーガルタンクウォー","1000","-1","2024-11-15 15:00:00","394","394","","","20","","",""
"いざしゅつげきせんしゃばとる","いざ出撃！戦車バトル！","1000","-1","2024-11-15 15:00:00","395","395","","","20","","",""
"れっつおぷすまぐぬむ","レッツ！『究極錬成』！","1000","-1","2024-11-15 15:00:00","396","396","","","20","","",""
"れきせんのなんてきこのちにてかいこうす","歴戦の難敵、此の地にて邂逅す","1000","-1","2024-11-15 15:00:00","397","397","","","20","","",""
"らぶあんどぱにっしゅめんとあくまがとどけるくりすます","ラブ＆パニッシュメント　悪魔が届けるクリスマス","1000","-1","2024-12-15 15:00:00","398","398","","","20","","",""
"ごーすときっどべろりー","ゴーストキッド・ベロリー","1000","-1","2024-12-15 15:00:00","399","399","","","20","","",""
"こよいやどりぎのしたで","今宵、ヤドリギの下で","1500","-1","2024-12-15 15:00:00","400","400","","","20","","",""
"しゅかのしんえん","朱火の深淵","1000","-1","2024-12-15 15:00:00","401","401","","","20","","",""
"ごうりゅうのしんえん","轟流の深淵","1000","-1","2024-12-15 15:00:00","402","402","","","20","","",""
"れっぷうのしんえん","烈風の深淵","1000","-1","2024-12-15 15:00:00","403","403","","","20","","",""
"さんらんのしんえん","燦爛の深淵","1000","-1","2024-12-15 15:00:00","404","404","","","20","","",""
"げんあんのしんえん","玄闇の深淵","1000","-1","2024-12-15 15:00:00","405","405","","","20","","",""
"ふかきふくまのふちへゆく","深き伏魔の淵へ征く","1000","-1","2024-12-15 15:00:00","406","406","","","20","","",""
"げいしゅんじおげへなめどぅーさとそうれいのけんし","迎春ジオ・ゲヘナ　蛇乙女と双麗の剣士","1000","-1","2025-1-15 15:00:00","407","407","","","20","","",""
"じゅばくのだいじゃめどぅしあな","呪縛の大蛇・メドゥシアナ","1000","-1","2025-1-15 15:00:00","408","408","","","20","","",""
"たいにーついんすたーず","Tiny Twin Stars！！","1500","-1","2025-1-15 15:00:00","409","409","","","20","","",""
"しんかんたるえいとうのめいかい","深閑たる永凍の冥界","1000","-1","2025-1-15 15:00:00","410","410","","","20","","",""
"じおにヴるへるのたたかい","ジオ・ニヴルヘルの戦い","1000","-1","2025-1-15 15:00:00","411","411","","","20","","",""
"せいじゃくなるせかいのきょうてき","静寂なる世界の強敵","1000","-1","2025-1-15 15:00:00","412","412","","","20","","",""
"ヴぁいおれっと","ヴァイオレット","1000","2210002","2025-1-15 15:00:00","413","413","","","20","","",""
"さんまきぞく","三魔姫属","1000","2210002","2025-1-15 15:00:00","414","414","","","20","","",""
"だいぶあすとるむななつのねがいとそうせいのざんきょう","ダイブ・アストルム　七つの願いと創世の残響","1000","-1","2025-2-28 12:00:00","415","415","","","20","","",""
"ようこかむらをしげん","妖狐カムラヲ・始原","1000","-1","2025-2-28 12:00:00","416","416","","","20","","",""
"あるふぁれがりあす","アルファ・レガリアス","1000","-1","2025-2-28 12:00:00","417","417","","","20","","",""
"フォスフォラス","Phosphorus","1500","-1","2025-2-28 12:00:00","418","418","","","20","","",""
"あすとるむかいはつろく","アストルム開発録","1000","-1","2025-2-28 12:00:00","419","419","","","20","","",""
"せいじゃくなるせかいをゆく","静寂なる世界をゆく","1000","-1","2025-2-28 12:00:00","420","420","","","20","","",""
"れじーなげっしゅ","誓約女君","1000","2002002","2025-2-28 12:00:00","421","421","","","20","","",""
"めたもるれぐなんと","変貌大妃","1000","2009005","2025-2-28 12:00:00","422","422","","","20","","",""
"くいーんらびりんす","迷宮女王","1000","2005006","2025-2-28 12:00:00","423","423","","","20","","",""
"かいざーいんさいと","覇瞳皇帝","1000","2005004","2025-2-28 12:00:00","424","424","","","20","","",""
"きんぐりーぷ","跳躍王","1000","2005003","2025-2-28 12:00:00","425","425","","","20","","",""
"ぐれーとがいだんす","嚮導老君","1000","2113007","2025-2-28 12:00:00","426","426","","","20","","",""
"つなぐもの","つなぐもの","1500","2013016","2025-2-28 12:00:00","427","427","","","20","","",""
"あんだんてうぃずゆーいのりのうたがひびくとき","アンダンテ・ウィズ・ユー　祈りの双唱が響く時","1000","-1","2025-3-31 12:00:00","428","428","","","20","","",""
"ゆがみねのせいれい","歪音の精霊","1000","-1","2025-3-31 12:00:00","429","429","","","20","","",""
"ほしよみのいのりうた","星詠みの祈り唄","1500","-1","2025-3-31 12:00:00","430","430","","","20","","",""
"こんさーとぽすたー","コンサートポスター","1000","-1","2025-3-31 12:00:00","431","431","","","20","","",""
"ませいじゅうけっせん","魔星獣決戦","1000","-1","2025-3-31 12:00:00","432","432","","","20","","",""
"ちょうこうおとめぎがんてぃっくろーちぇだいしゅつげきらんどそるばくはつよんてんいちびょうまえ","超鋼乙女ギガンティックローチェ　～大出撃！ランドソル爆発4.1秒前～","1000","-1","2025-4-30 12:00:00","433","433","","","20","","",""
"きょこうきじゅうかいぞうげどん","巨鋼機獣・改造ゲドン","1000","-1","2025-4-30 12:00:00","434","434","","","20","","",""
"あいだゆうきだぎがんてぃっくろーちぇ","AIだ！勇気だ！ギガンティックローチェ","1500","-1","2025-4-30 12:00:00","435","435","","","20","","",""
"なぜなにくろーちぇ","なぜなにクローチェ","1000","-1","2025-4-30 12:00:00","436","436","","","20","","",""
"けっしゅうあるけすとわいらいとやみいしゃとふたりのれんきんじゅつし","結集！　アルケス＆トワイライト　闇医者と二人の錬金術師","1000","-1","2025-5-31 12:00:00","437","437","","","20","","",""
"こいするれんぼくほむんほむん","恋する錬僕・ホムンホムン","1000","-1","2025-5-31 12:00:00","438","438","","","20","","",""
"れきめき","レキメキ！","1500","-1","2025-5-31 12:00:00","439","439","","","20","","",""
"れきめきおふどらまばーじょん","レキメキ！ (off drama ver.)","1500","-1","2025-5-31 12:00:00","440","440","","","20","","",""
"あるけみっくりぷれい","アルケミック・リプレイ","1000","-1","2025-5-31 12:00:00","441","441","","","20","","",""
"どれいじょうかのんのかれいなるおりべんじつんでれおぴんくをそえて","ド令嬢カノンの華麗なるおリベンジ　～ツンデレおピンクを添えて～","1000","-1","2025-6-30 12:00:00","442","442","","","20","","",""
"しゃくれいのけんどごぶりんれでぃ","灼麗の剣奴 ゴブリンレディ","1000","-1","2025-6-30 12:00:00","443","443","","","20","","",""
"ばっくとぅーばっく","Back×Back","1500","-1","2025-6-30 12:00:00","444","444","","","20","","",""
"どれいじょうこうせいちゃれんじ","ド令嬢更生チャレンジ","1000","-1","2025-6-30 12:00:00","445","445","","","20","","",""
"さまーどりーむりふれいんすいへいせんのかなたのみち","サマードリーム・リフレイン　水平線の彼方の旅路","1000","-1","2025-7-31 12:00:00","446","446","","","20","","",""
"えりすのしゃどう","エリスのシャドウ","1000","-1","2025-7-31 12:00:00","447","447","","","20","","",""
"しあわせのあじ","しあわせのあじ","1500","-1","2025-7-31 12:00:00","448","448","","","20","","",""
"さまーあねもすさまーくおりあ","Summer Anemos, Summer Qualia","1000","-1","2025-8-31 12:00:00","449","449","","","20","","",""
"ぺんぎゃっちょ","ペンギャッチョ","1000","-1","2025-8-31 12:00:00","450","450","","","20","","",""
"なつのひとひら","夏のひとひら","1500","-1","2025-8-31 12:00:00","451","451","","","20","","",""
"にのんおーおくをつくる","ニノン、オーオクを作る","1000","-1","2025-8-31 12:00:00","452","452","","","20","","",""
"えんどあいうぃるつかみとるこのてで",", And I Will 掴み取るこの手で","1000","-1","2025-9-30 12:00:00","453","453","","","20","","",""
"かいざーいんさいとだっしゅ","覇瞳皇帝'","1000","-1","2025-9-30 12:00:00","454","454","","","20","","",""
"れぞねいとそしてまだみぬあしたへ","Resonate　～そしてまだ見ぬ明日へ～","1500","-1","2025-9-30 12:00:00","455","455","","","20","","",""
"こぴーせかいめもりーずあいらのせかい","複製世界メモリーズ（アイラの世界）","1000","-1","2025-9-30 12:00:00","456","456","","","20","","",""
"こぴーせかいめもりーずしなつのせかい","複製世界メモリーズ（シナツの世界）","1000","-1","2025-9-30 12:00:00","457","457","","","20","","",""
"ヴぃじょんずえんぷれす","幻境竜后","1000","2213099","2025-9-30 12:00:00","458","458","","","20","","",""
"あるしゃと","アルシャト","1000","2214002","2025-9-30 12:00:00","459","459","","","20","","",""
"でもんすのうきしかいせいのめいふりょじょう","Demon/Snow　起死回生ノ冥府旅情","1000","-1","2025-10-31 12:00:00","460","460","","","20","","",""
"そうそうか","双奏歌","1500","-1","2025-10-31 12:00:00","461","461","","","20","","",""
"れんごくのめいたんていすべてがうぇぶになる","煉獄の名探偵　すべてがＷ（ウェブ）になる","1000","-1","2025-11-30 12:00:00","462","462","","","20","","",""
"さいだいきゅうのあいうぉんちゅ","最大級のあいうぉんちゅ！","1500","-1","2025-11-30 12:00:00","463","463","","","20","","",""
"さいれんとらすとないとゆいたいみそらのくりすますだいけっせん","サイレント（ラスト）ナイト　ユイvsミソラのクリスマス大決戦","1000","-1","2025-12-31 12:00:00","464","464","","","20","","",""
"ひめごとうぃすぱー","ヒメゴトWhisper","1500","-1","2025-12-31 12:00:00","465","465","","","20","","",""
"りとるがいだんす","嚮導幼君","1000","2215003","2025-12-31 12:00:00","466","466","","","20","","",""
"らびりんすりぶーとかさなるれいめいのしるべ","Labyrinth -reboot　重なる黎明の標","1000","-1","2026-01-31 12:00:00","467","467","","","20","","",""
"いっつまいたーん","It's My Turn！","1500","-1","2026-01-31 12:00:00","468","468","","","20","","",""
"りーざあヴぁりてぃあ","リーザ（強欲）","1000","2214097","2026-01-31 12:00:00","469","469","","","20","","",""
"ふれいやいら","フレイヤ（憤怒）","1000","2215005","2026-01-31 12:00:00","470","470","","","20","","",""
"ぐらんくりゅろわいやるめしませはーとふるこーす","Grand Cru Royal　召しませ！ハートフルコース","1000","-1","2026-02-28 12:00:00","471","471","","","20","","",""
"らすとどらごんすれいヴ","ラストドラゴン・スレイヴ","1000","-1","2026-02-28 12:00:00","472","472","","","20","","",""
"しっくすからみてぃごくほうめりっさ","六凶・獄蜂メリッサ","1000","-1","2026-02-28 12:00:00","473","473","","","20","","",""
"でりしゃすふゅーちゃー","Delicious Future","1500","-1","2026-02-28 12:00:00","474","474","","","20","","",""
"ふくはじけるしゅっちょうびすとろ","福弾ける出張ビストロ","1000","-1","2026-02-28 12:00:00","475","475","","","20","","",""
"とびきりでぃあまいふれんず","とびきりDear My Friends!","1500","-1","2026-02-28 12:00:00","478","478","","","20","","",""
"ぺこりーぬあすとらいあ","ペコリーヌ（アストライア）","1000","-1","2026-02-28 12:00:00","479","479","","","20","","",""
"ぺこりーぬのぐらんくりゅ","ペコリーヌのグラン・クリュ","1000","-1","2026-02-28 12:00:00","480","480","","","20","","",""
"らいらえるのぐらんくりゅ","ライラエルのグラン・クリュ","1000","-1","2026-02-28 12:00:00","481","481","","","20","","",""
"ねふぃねらのぐらんくりゅ","ネフィ＝ネラのグラン・クリュ","1000","-1","2026-02-28 12:00:00","482","482","","","20","","",""
"ヴぁいおれっとのぐらんくりゅ","ヴァイオレットのグラン・クリュ","1000","-1","2026-02-28 12:00:00","483","483","","","20","","",""
"ばくねつぴーちくらっしゅとーなめんとわかなあんどしおりのひっぷあんどすぷらっしゅ","爆熱！ピーチクラッシュ・トーナメント　ワカナ＆シオリのHIP＆SPLASH","1000","-1","2026-03-31 12:00:00","484","484","","","20","","",""
"しぇいくゆあぴーち","Shake Your Peach♡","1500","-1","2026-03-31 12:00:00","485","485","","","20","","",""
"いざれいめいのもんをひらく","いざ、黎明の門を開く","1000","-1","2026-03-31 12:00:00","486","486","","","20","","",""
"ばんしょううずまくめいきゅうかいろう","万象渦巻く迷宮回廊","1000","-1","2026-03-31 12:00:00","487","487","","","20","","",""
"ばんりゅうきいつのえんどぽいんと","万流帰一のエンドポイント","1000","-1","2026-03-31 12:00:00","488","488","","","20","","",""
"ぷれしゃすじゃーにーびしょくでんヴぁー","Precious Journey（美食殿ver.）","1500","-1","2026-04-30 12:00:00","489","489","","","20","","",""
"こねくてぃんぐはっぴーよにんヴぁー","Connecting Happy!!（4人ver.）","1500","-1","2026-04-30 12:00:00","490","490","","","20","","",""
"ヴぃらねすかいひせよきょうかのへんふしはめつえんど","VILLAINESS　回避せよ！キョウカのへんふし破滅エンド","1000","-1","2026-04-30 12:00:00","491","491","","","20","","",""
"しーするー","See-Through","1500","-1","2026-04-30 12:00:00","492","492","","","20","","",""
"はどうてんせい","覇瞳天星","1000","-1","2026-04-30 12:00:00","493","493","","","20","","",""
"ならくよりいでしさいか","奈落より出でし災禍","1000","-1","2026-05-31 12:00:00","494","494","","","20","","",""
"ゆうおうなるせんじんにてまをうたん","勇往なる戦陣にて魔を討たん","1000","-1","2026-05-31 12:00:00","495","495","","","20","","",""
"あすをかちとるさいぜんせん","明日を勝ち取る最前線","1000","-1","2026-05-31 12:00:00","496","496","","","20","","",""
"りばーすめいでんさいたんのおとめたち","Re:birth maiden　‐再誕の乙女たち‐","1000","-1","2026-06-30 12:00:00","497","497","","","20","","",""
"うぉーろっくきょくちょうやとがみ","ウォーロック局長 ヤトガミ","1000","-1","2026-06-30 12:00:00","498","498","","","20","","",""
"あけしらむりり","明け白むReRe","1500","-1","2026-06-30 12:00:00","499","499","","","20","","",""
"ヴぃじょんずえんぷれすだいにけいたい","幻境竜后（第二形態）","1000","2217001","2026-06-30 12:00:00","500","500","","","20","","",""
"しぇふぃヴぁーどらっへ","シェフィ（ヴァードラッヘ）","1000","2217003","2026-06-30 12:00:00","501","501","","","20","","",""
"あんたっちゃぶるあいらんどなつのおとめはこいのばくだん","アンタッチャブル♡アイランド　夏の乙女は恋の爆弾","1000","-1","2026-07-31 12:00:00","502","502","","","20","","",""
"ときめきこーしょん","トキ×メキ=CAUTION!!","1500","-1","2026-07-31 12:00:00","503","503","","","20","","",""
"らヴってばずさまーふぶきヴぁんぴぃかわいさかくさんちゅう","ラヴって♡バズさまー！ #フブキ #ヴァンピィ #カワいさ拡散中！","1000","-1","2026-08-31 12:00:00","504","504","","","20","","",""
"ばずちゅーん","Buzz Tune","1500","-1","2026-08-31 12:00:00","505","505","","","20","","",""
"まものとうばつちゃれんじはいしんちゅう","魔物討伐チャレンジ・配信中♡","1000","-1","2026-08-31 12:00:00","506","506","","","20","","",""
"てぃあ","ティア","1000","2201099","2026-08-31 12:00:00","507","507","","","20","","",""
"えんどヴぃじょん","エンド・ヴィジョン","1000","2218001","2026-08-31 12:00:00","508","508","","","20","","",""
"えんどヴぃじょんヴぃじょんずえんぷれすあんどそるどらごん","エンド・ヴィジョン - 幻境竜后＆ソルドラゴン-","1000","2218001","2026-08-31 12:00:00","509","509","","","20","","",""
"ごうよくのさんだつしゃ","『強欲』の簒奪者","1000","2218001","2026-08-31 12:00:00","510","510","","","20","","",""
"しきよくのゆうわくしゃ","『色欲』の誘惑者","1000","2218001","2026-08-31 12:00:00","511","511","","","20","","",""
"ふんどのふくしゅうしゃ","『憤怒』の復讐者","1000","2218001","2026-08-31 12:00:00","512","512","","","20","","",""
"げんりゅうてんりん","幻竜天臨","1000","2218001","2026-08-31 12:00:00","513","513","","","20","","",""
"ばっどえんどヴぃじょん","Bad End Vision","1000","2218001","2026-08-31 12:00:00","514","514","","","20","","",""
"ぷりんせすこねくとぷろせす","プリンセスコネクトプロセス","1000","2218001","2026-08-31 12:00:00","515","515","","","20","","",""
"むすんだきずなどこまでも","結んだ絆　何処までも――","1000","2218001","2026-08-31 12:00:00","516","516","","","20","","",""
