d6d89d09a1a646bd9f0f1775e4d11068a836c2dc5b106147785aea3a76ea51f9,89b2ab61eedd32adf98299e6a6a8fcd9def79d2985b51998c1776b6ca13b2799,8e6b508b55fa9e0baccd3b5630f0f23a6540c5a73192c85d2ff0228714fcb87c,07d8fe3759f6f507b22e8501ca728fa6556c58069e980db78ea21caacdb35ed9,87000a32137c3cd35b38cf302874ec6520378c0432ae37a435b3895f7d43464c,457c8c3201e64457d06cb96562161d2bd94672388131331d7be297357112f66a,789ddb83c2c0687a37034a6e6631577300383e181ec478d7b8da637b21d85b5f,40e8f0329b451563f274bfbe3fbd5bcf725bdc861e73b2dab1a9549b7f8b7022,23c81d05c43cf7928b8e44c14a6502539bd80bdaf08cae109fac4b0419a9b102,a7adb20b215eb13295c93b14610e4339e0abc935464fecd5b28912287a161972,f7700ef0d0ebd24d12972ff98aadb62d4073c8a4dd1cedb2de11b670a013ad87
"21","","vo_dsb_1010807","","vo_dsb_7007","0","0","1010807","","1010807053",""
"11","0","2","0.2","まぁね。\n魔力が回復する温泉があるって聞いて\nあと……あたしは別に気にしてないけど\nついでに肌もプルプルになるらしいし？","1","10","1010807","0","1010807054","1"
"93","","5.9","","1","","","1010807","","1010807055",""
"3","0.5","2","","dsb_talk_arm_crossed_surprise_loop","","1","1010807","","1010807056",""
"91","","1010807054","","","","","1010807","","1010807057",""
"3","0.5","2","","dsb_talk_arm_crossed_joy_loop","","1","1010807","","1010807058",""
"21","","vo_dsb_1010807","","vo_dsb_7008","0","0","1010807","","1010807059",""
"11","0","2","0.2","たしかにじんわりと\n魔力は回復してきてるし……\nこのヌルヌルしたお湯の感じが\n肌にも効きそうな気がするわ。","1","10","1010807","0","1010807060","1"
"91","","0","","","","","1010807","","1010807061",""
"3","0.5","2","","dsb_idle_arm_joy_crossed","","1","1010807","","1010807062",""
"3","0.5","1","","dsb_talk_joy3","","1","1010807","","1010807063",""
"21","","vo_dsb_1010807","","vo_dsb_7009","0","0","1010807","","1010807064",""
"11","0","1","0.2","そっか～♪\nじゃあ今日の温泉は大成功だね☆\n捕まえてきてもらったかいがあったよ～","1","10","1010807","0","1010807065","1"
"91","","0","","","","","1010807","","1010807066",""
"3","0.5","1","","dsb_idle_normal","","1","1010807","","1010807067",""
"3","0.3","2","","dsb_talk_normal","","1","1010807","","1010807068",""
"21","","vo_dsb_1010807","","vo_dsb_7010","0","0","1010807","","1010807069",""
"11","0","2","0.2","なかなかやるじゃない！\n……ん？　ちょっと待って。\n捕まえてきてもらった……？","1","10","1010807","0","1010807070","1"
"93","","2.9","","1","","","1010807","","1010807071",""
"3","0.3","2","","dsb_talk_normal_jitome","","1","1010807","","1010807072",""
"91","","1010807070","","","","","1010807","","1010807073",""
"3","0.5","2","","dsb_idle_normal","","1","1010807","","1010807074",""
"3","0.5","1","","dsb_talk_normal_joy","","1","1010807","","1010807075",""
"21","","vo_dsb_1010807","","vo_dsb_7011","0","0","1010807","","1010807076",""
"11","0","1","0.2","あれ？　温泉の名前、見なかったの～？\nこの今日の温泉は……\n特製のポーションとゼラチナを混ぜた\n当旅館自慢のゼラチナの湯で～す☆","1","10","1010807","0","1010807077","1"
"91","","0","","","","","1010807","","1010807078",""
"3","0.5","1","","dsb_idle_joy1","","1","1010807","","1010807079",""
"3","0.5","2","","dsb_talk_surprise2_anger2","","1","1010807","","1010807080",""
"21","","vo_dsb_1010807","","vo_dsb_7012","0","0","1010807","","1010807081",""
"11","0","2","0.2","ゼ……ゼラチナ風呂ぉ～～！？\nそういえば、どこかでそんな\n不穏な言葉を見たような気が……","1","10","1010807","0","1010807082","1"
"91","","0","","","","","1010807","","1010807083",""
"3","0.5","2","","dsb_talk_surprise1_shy","","1","1010807","","1010807084",""
"21","","vo_dsb_1010807","","vo_dsb_7013","0","0","1010807","","1010807085",""
"11","0","2","0.2","どうりでなんだか懐かしい感じの\nする温泉だと思ったわ……じゃなくて！\nなんてものを作ってんのよ！？","1","10","1010807","0","1010807086","1"
"93","","5.6","","1","","","1010807","","1010807087",""
"3","0.5","2","","dsb_talk_anger_Ex2","","1","1010807","","1010807088",""
"91","","1010807086","","","","","1010807","","1010807089",""
"3","0.5","1","","dsb_talk_surprise1_normal2","","1","1010807","","1010807090",""
"21","","vo_dsb_1010807","","vo_dsb_7014","0","0","1010807","","1010807091",""
"11","0","1","0.2","でも効能はよかったでしょ～？\nちなみに入浴時間に比例して\n魔力の回復量も増大しちゃう\n素敵仕様となっておりま～す☆","1","10","1010807","0","1010807092","1"
"91","","0","","","","","1010807","","1010807093",""
"3","0.5","1","","dsb_idle_normal","","1","1010807","","1010807094",""
"3","0.5","2","","dsb_talk_sad_shy","","1","1010807","","1010807095",""
"21","","vo_dsb_1010807","","vo_dsb_7015","0","0","1010807","","1010807096",""
"11","0","2","0.2","いや、そういう問題じゃ……\nへっ！？　ほんとに回復量が\n増してきたような……！\nくぅううう……き、効くぅ～っ♪","1","10","1010807","0","1010807097","1"
"93","","7.5","","1","","","1010807","","1010807098",""
"3","0.5","2","","dsb_talk_memory_nervous","","1","1010807","","1010807099",""
"3","0.5","1","","dsb_smile2","dsb_idle_normal","0","1010807","0.5","1010807100","1"
"91","","1010807097","","","","","1010807","","1010807101",""
"93","","0.3","","0","","","1010807","","1010807102",""
"5","2","12","dsb_idle_normal","1","-165","70","1010808","0","1010808001","-345"
"5","2","9","dsb_idle_relax_dere2","2","165","70","1010808","1","1010808002","-345"
"31","1","1","","1","0","0","1010808","","1010808003","1"
"31","1","3","","3","0","0","1010808","","1010808004","1"
"31","1","4","","4","0","0","1010808","","1010808005","1"
"31","1","19","","10","0","0","1010808","","1010808006","1"
"31","1","29","","20","0","0","1010808","","1010808007","1"
"31","1","39","","30","-168","155","1010808","","1010808008","1"
"31","1","39","","31","-168","-155","1010808","","1010808009","1"
"13","","1","","170","","","1010808","","1010808010",""
"13","","2","","170","","","1010808","","1010808011",""
"91","","0","","","","","1010808","","1010808012",""
"23","","se_10044200","","se_10044200_cmn_amb","","1","1010808","","1010808013",""
"23","","se_10044200","","se_10044200_cmn_steam","","0","1010808","","1010808014",""
"93","","6.2","","0","","","1010808","","1010808015",""
"23","","se_10044200","","se_10044200_hotspring_09","","1","1010808","","1010808016",""
"93","","1.3","","0","","","1010808","","1010808017",""
"3","0.5","2","","dsb_talk_relax_Ex8","","1","1010808","","1010808018",""
"21","","vo_dsb_1010808","","vo_dsb_8001","0","0","1010808","","1010808019",""
"11","0","2","0.2","ふあぁ……\nあったかいのにスースーしますぅ……\nなんだか不思議な感じ……♪","1","10","1010808","0","1010808020","1"
"91","","0","","","","","1010808","","1010808021",""
"3","0.5","2","","dsb_idle_normal_joy","","1","1010808","","1010808022",""
"3","0.5","1","","dsb_talk_normal_joy","","1","1010808","","1010808023",""
"21","","vo_dsb_1010808","","vo_dsb_8002","0","0","1010808","","1010808024",""
"11","0","1","0.2","うふふ、エルフの森で採れた薬草を\n使った薬草風呂よ～\n喉の調子がとってもよくなるの。\nためしにちょっと声を出してみて～？","1","10","1010808","0","1010808025","1"
"91","","0","","","","","1010808","","1010808026",""
"3","0.3","1","","dsb_idle_wish_normal","","1","1010808","","1010808027",""
"3","0.3","2","","dsb_kurumi_sing_in","","0","1010808","","1010808028",""
"21","","vo_dsb_1010808","","vo_dsb_8003","0","0","1010808","","1010808029",""
"11","0","2","0.2","は、はいっ。\n……ふぅ。\nあーあーあー♪","1","10","1010808","0","1010808030","1"
"93","","5","","1","","","1010808","","1010808031",""
"3","0.2","2","","dsb_kurumi_sing_mid","dsb_kurumi_sing_loop","0","1010808","0","1010808032","1"
"91","","1010808030","","","","","1010808","","1010808033",""
"3","0.5","1","","dsb_idle_wish_talkjoy2","","1","1010808","","1010808034",""
"3","0.5","2","","dsb_talk_sad2_light","","1","1010808","","1010808035",""
"21","","vo_dsb_1010808","","vo_dsb_8004","0","0","1010808","","1010808036",""
"11","0","2","0.2","わぁっ……！\n本当です……\nいつもより声がずっと出しやすい……！","1","10","1010808","0","1010808037","1"
"91","","0","","","","","1010808","","1010808038",""
"3","0.5","2","","dsb_idle_normal_joy","","1","1010808","","1010808039",""
"3","0.5","1","","dsb_talk_joy3","","1","1010808","","1010808040",""
"21","","vo_dsb_1010808","","vo_dsb_8005","0","0","1010808","","1010808041",""
"11","0","1","0.2","素敵なお声ね～♪\nびっくりしちゃった～","1","10","1010808","0","1010808042","1"
"91","","0","","","","","1010808","","1010808043",""
"3","0.5","1","","dsb_idle_sad_talkjoy2","","1","1010808","","1010808044",""
"3","0.5","2","","dsb_talk_surprise1_talkjoy2_2","","1","1010808","","1010808045",""
"21","","vo_dsb_1010808","","vo_dsb_8006","0","0","1010808","","1010808046",""
"11","0","2","0.2","あ、ありがとうございます……♪\nえっと、私……\nお芝居が好きなんです。\nだから……声を出す練習はしていて……","1","10","1010808","0","1010808047","1"
"91","","0","","","","","1010808","","1010808048",""
"3","0.5","2","","dsb_idle_normal_joy","","1","1010808","","1010808049",""
"3","0.5","1","","dsb_talk_wish_dere","","1","1010808","","1010808050",""
"21","","vo_dsb_1010808","","vo_dsb_8007","0","0","1010808","","1010808051",""
"11","0","1","0.2","あらあら、役者さんだったのね～\nどんなお芝居をするのかしら……？\n気になるわ～♪","1","10","1010808","0","1010808052","1"
"91","","0","","","","","1010808","","1010808053",""
"3","0.5","1","","dsb_idle_wish_normal","","1","1010808","","1010808054",""
"3","0.5","2","","dsb_talk_wish_dere","","1","1010808","","1010808055",""
"21","","vo_dsb_1010808","","vo_dsb_8008","0","0","1010808","","1010808056",""
"11","0","2","0.2","じゃ、じゃあ……\nちょっとお芝居してみてもいいですか？\nこの温泉のお礼に……♪","1","10","1010808","0","1010808057","1"
"91","","0","","","","","1010808","","1010808058",""
"3","0.5","2","","dsb_idle_joy1","","1","1010808","","1010808059",""
"3","0.3","1","","dsb_talk_normal_joy","","1","1010808","","1010808060",""
"21","","vo_dsb_1010808","","vo_dsb_8009","0","0","1010808","","1010808061",""
"11","0","1","0.2","うれしいわ～♪\nお言葉に甘えさせてもらってもいい？","1","10","1010808","0","1010808062","1"
"91","","0","","","","","1010808","","1010808063",""
"3","0.5","1","","dsb_idle_normal","","1","1010808","","1010808064",""
"3","0.5","2","","dsb_talk_wish_dere","","1","1010808","","1010808065",""
"21","","vo_dsb_1010808","","vo_dsb_8010","0","0","1010808","","1010808066",""
"11","0","2","0.2","もちろんですっ。\nでは……","1","10","1010808","0","1010808067","1"
"91","","0","","","","","1010808","","1010808068",""
"23","","se_10044200","","se_10044200_get_out_water","","0","1010808","","1010808069",""
"3","0.2","2","","dsb_kurumi_acting1_in","","0","1010808","","1010808070",""
"91","","0","","","","","1010808","","1010808071",""
"3","0.2","2","","dsb_kurumi_acting1_middle","dsb_kurumi_acting1_loop","0","1010808","0.2","1010808072","1"
"3","0.5","1","","dsb_misato_surprise","dsb_misato_surprise_loop1","0","1010808","0.5","1010808073","1"
"22","","0","","0","","","1010808","","1010808074",""
"21","","vo_dsb_1010808","","vo_dsb_8011","0.9","0","1010808","","1010808075",""
"11","0","2","0.2","……ねえ、ハッキリして！\n私とあの女、どっちを選ぶの！？","1","10","1010808","0","1010808076","1"
"91","","0","","","","","1010808","","1010808077",""
"3","0.5","1","","dsb_idle_surprise1_nervous","","1","1010808","","1010808078",""
"21","","vo_dsb_1010808","","vo_dsb_8012","0","0","1010808","","1010808079",""
"11","0","1","0.2","あ、あらっ？","1","10","1010808","0","1010808080","1"
"91","","0","","","","","1010808","","1010808081",""
"3","0.2","2","","dsb_kurumi_acting2","","1","1010808","","1010808082",""
"21","","vo_dsb_1010808","","vo_dsb_8013","0","0","1010808","","1010808083",""
"11","0","2","0.2","都会を離れた温泉街で\n密会する日々はもうたくさんよ！\nそんなに私との仲を隠したいの！？","1","10","1010808","0","1010808084","1"
"91","","0","","","","","1010808","","1010808085",""
"3","0.5","1","","dsb_misato_talk_sad2_dere2","","1","1010808","","1010808086",""
"21","","vo_dsb_1010808","","vo_dsb_8014","0","0","1010808","","1010808087",""
"11","0","1","0.2","あらあら、まぁまぁ……\nいきなり修羅場展開だわ～\nでも、さすがは役者さんね。\n続きがとっても気になるわ～♪","1","10","1010808","0","1010808088","1"
"91","","0","","","","","1010808","","1010808089",""
"93","","0.3","","0","","","1010808","","1010808090",""
"5","2","11","dsb_idle_normal_talk1","1","-165","70","1010809","0","1010809001","-345"
"5","2","5","dsb_idle_normal","2","165","70","1010809","1","1010809002","-345"
"31","1","1","","1","0","0","1010809","","1010809003","1"
"31","1","3","","3","0","0","1010809","","1010809004","1"
"31","1","4","","4","0","0","1010809","","1010809005","1"
"31","1","15","","10","0","0","1010809","","1010809006","1"
"31","1","25","","20","0","0","1010809","","1010809007","1"
"31","1","35","","30","-168","155","1010809","","1010809008","1"
"31","1","35","","31","-168","-155","1010809","","1010809009","1"
"13","","1","","170","","","1010809","","1010809010",""
"13","","2","","170","","","1010809","","1010809011",""
"91","","0","","","","","1010809","","1010809012",""
"23","","se_10044200","","se_10044200_cmn_amb","","1","1010809","","1010809013",""
"23","","se_10044200","","se_10044200_cmn_steam","","0","1010809","","1010809014",""
"93","","6.2","","0","","","1010809","","1010809015",""
"23","","se_10044200","","se_10044200_hotspring_05","","1","1010809","","1010809016",""
"93","","1.3","","0","","","1010809","","1010809017",""
"3","0.5","2","","dsb_talk_sad","","1","1010809","","1010809018",""
"21","","vo_dsb_1010809","","vo_dsb_9001","0","0","1010809","","1010809019",""
"11","0","2","0.2","ああ……\nなんてことだ……！\nボクの……ボクの肌が……！","1","10","1010809","0","1010809020","1"
"91","","0","","","","","1010809","","1010809021",""
"3","0.2","2","","dsb_talk_wish_shy","","1","1010809","","1010809022",""
"21","","vo_dsb_1010809","","vo_dsb_9002","0","0","1010809","","1010809023",""
"11","0","2","0.2","全人類が想像しうる\n美しさの限界を超えてしまう……！","1","10","1010809","0","1010809024","1"
"91","","0","","","","","1010809","","1010809025",""
"3","0.5","2","","dsb_idle_wish_shy","","1","1010809","","1010809026",""
"3","0.5","1","","dsb_talk_nerrvous_surprise","","1","1010809","","1010809027",""
"22","","0","","0","","","1010809","","1010809028",""
"21","","vo_dsb_1010809","","vo_dsb_9003","0.9","0","1010809","","1010809029",""
"11","0","1","0.2","……へぇ。\nそれは大変ねぇ。","1","10","1010809","0","1010809030","1"
"91","","0","","","","","1010809","","1010809031",""
"3","0.5","1","","dsb_idle_normal","","1","1010809","","1010809032",""
"3","0.5","2","","dsb_talk_worry","","1","1010809","","1010809033",""
"21","","vo_dsb_1010809","","vo_dsb_9004","0","0","1010809","","1010809034",""
"11","0","2","0.2","って反応薄いよ、先生！？\nこれはもはや歴史を変える\n大事件なのに！","1","10","1010809","0","1010809035","1"
"91","","0","","","","","1010809","","1010809036",""
"3","0.3","2","","dsb_talk_thinking","","1","1010809","","1010809037",""
"21","","vo_dsb_1010809","","vo_dsb_9005","0","0","1010809","","1010809038",""
"11","0","2","0.2","この肌へのなじみかた……\nただごとじゃないよ。\nこんな温泉を作ってくれた先生は\nもはや共犯といっても過言ではないね！","1","10","1010809","0","1010809039","1"
"91","","0","","","","","1010809","","1010809040",""
"3","0.3","2","","dsb_talk_surprise1_shy","","1","1010809","","1010809041",""
"21","","vo_dsb_1010809","","vo_dsb_9006","0","0","1010809","","1010809042",""
"11","0","2","0.2","そう、ボクの共犯……\n美の共犯者だよ！","1","10","1010809","0","1010809043","1"
"91","","0","","","","","1010809","","1010809044",""
"3","0.5","2","","dsb_idle_surprise1_sjhy","","1","1010809","","1010809045",""
"3","0.5","1","","dsb_talk_surprise1_normal2","","1","1010809","","1010809046",""
"22","","0","","0","","","1010809","","1010809047",""
"21","","vo_dsb_1010809","","vo_dsb_9007","0.9","0","1010809","","1010809048",""
"11","0","1","0.2","……相変わらずねぇ、ユキ。\nまあ、気にいってもらえてよかったわ。","1","10","1010809","0","1010809049","1"
"91","","0","","","","","1010809","","1010809050",""
"3","0.5","1","","dsb_idle_surprise1_normal","","1","1010809","","1010809051",""
"3","0.3","2","","dsb_talk_guts2_dere","dsb_talk_guts2_dere_loop","0","1010809","0.2","1010809052","1"
"21","","vo_dsb_1010809","","vo_dsb_9008","0","0","1010809","","1010809053",""
"11","0","2","0.2","ということで\n今日という今日こそ\nボクの主治医になって♪","1","10","1010809","0","1010809054","1"
"91","","0","","","","","1010809","","1010809055",""
"3","0.5","2","","dsb_idle_normal","","1","1010809","","1010809056",""
"3","0.5","1","","dsb_talk_normal_sad","","1","1010809","","1010809057",""
"21","","vo_dsb_1010809","","vo_dsb_9009","0","0","1010809","","1010809058",""
"11","0","1","0.2","本当に相変わらずねぇ……\nちなみに答えはノー。","1","10","1010809","0","1010809059","1"
"91","","0","","","","","1010809","","1010809060",""
"3","0.5","1","","dsb_idle_normal","","1","1010809","","1010809061",""
"3","0.5","2","","dsb_talk_normal_suprise1","","1","1010809","","1010809062",""
"21","","vo_dsb_1010809","","vo_dsb_9010","0","0","1010809","","1010809063",""
"11","0","2","0.2","え～？\n先生も相変わらずつれないなぁ。\nま、だからって諦めないけどね？","1","10","1010809","0","1010809064","1"
"91","","0","","","","","1010809","","1010809065",""
"3","0.3","2","","dsb_talk_sad2_blink","","1","1010809","","1010809066",""
"21","","vo_dsb_1010809","","vo_dsb_9011","0","0","1010809","","1010809067",""
"11","0","2","0.2","すべてはボクの美しさのため……\nその道をはばむことはできないのさ。\nたとえ何者であってもね。","1","10","1010809","0","1010809068","1"
"91","","0","","","","","1010809","","1010809069",""
"3","0.5","2","","dsb_idle_sad_blink","","1","1010809","","1010809070",""
"3","0.5","1","","dsb_talk_joy3","","1","1010809","","1010809071",""
"21","","vo_dsb_1010809","","vo_dsb_9012","0","0","1010809","","1010809072",""
"11","0","1","0.2","ふふふ……\nユキのそういう自信たっぷりな\nところ、嫌いじゃないわよ。","1","10","1010809","0","1010809073","1"
"91","","0","","","","","1010809","","1010809074",""
"3","0.5","1","","dsb_idle_normal","","1","1010809","","1010809075",""
"3","0.5","2","","dsb_talk_memory_talkjoy2","","1","1010809","","1010809076",""
"21","","vo_dsb_1010809","","vo_dsb_9013","0","0","1010809","","1010809077",""
"11","0","2","0.2","じゃあ主治医になって♪","1","10","1010809","0","1010809078","1"
"91","","0","","","","","1010809","","1010809079",""
"3","0.5","1","","dsb_talk_surprise1_shy","","1","1010809","","1010809080",""
"21","","vo_dsb_1010809","","vo_dsb_9014","0","0","1010809","","1010809081",""
"11","0","1","0.2","いーや♪","1","10","1010809","0","1010809082","1"
"91","","0","","","","","1010809","","1010809083",""
"3","0.5","1","","dsb_smile2_mitsuki1","dsb_idle_normal","0","1010809","0.5","1010809084","1"
"3","0.5","2","","dsb_talk_anger","","1","1010809","","1010809085",""
"21","","vo_dsb_1010809","","vo_dsb_9015","0","0","1010809","","1010809086",""
"11","0","2","0.2","けち～！","1","10","1010809","0","1010809087","1"
"91","","0","","","","","1010809","","1010809088",""
"93","","0.3","","0","","","1010809","","1010809089",""
"1","1.5","1","dsb_top_misato_idle_normal","124631","-60","53","1015011","0","1015011001","-254"
"3","0.2","124631","","dsb_top_misato_talk","","1","1015011","","1015011002",""
"21","","vo_dsb","","vo_dsb_0301","0","0","1015011","","1015011003",""
"11","80","124631","0.7","はぁい、お風呂の時間ですよ～♪　しっかり浸かって、体の芯まで温まりましょうね～","1","7","1015011","-92","1015011004","0"
"91","","0","","","","","1015011","","1015011005",""
"3","0.2","124631","","dsb_top_misato_idle_normal","","1","1015011","","1015011006",""
"1","1.5","1","dsb_top_misato_idle_normal","124631","-60","53","1015012","0","1015012001","-254"
"3","0.2","124631","","dsb_top_misato_joy","","1","1015012","","1015012002",""
"21","","vo_dsb","","vo_dsb_0302","0","0","1015012","","1015012003",""
"11","80","124631","0.7","私も温泉のように、みんなを優しく包んであげられる素敵な先生になりたいわ～","1","6","1015012","-92","1015012004","0"
"91","","0","","","","","1015012","","1015012005",""
"3","0.2","124631","","dsb_top_misato_idle_normal","","1","1015012","","1015012006",""
"1","1.5","1","dsb_top_misato_idle_normal","124631","-60","53","1015013","0","1015013001","-254"
"3","0.2","124631","","dsb_top_misato_wish","","1","1015013","","1015013002",""
"21","","vo_dsb","","vo_dsb_0303","0","0","1015013","","1015013003",""
"11","80","124631","0.7","お風呂上がりの牛乳は、急いで飲んだらいけませんよ～？　腰に手を当てて味わって飲みましょうね","1","6","1015013","-92","1015013004","0"
"91","","0","","","","","1015013","","1015013005",""
"3","0.2","124631","","dsb_top_misato_idle_normal","","1","1015013","","1015013006",""
"1","1.5","1","dsb_top_idle_normal","124731","-60","53","1051011","0","1051011001","-254"
"3","0.2","124731","","dsb_top_mitsuki_talk","","1","1051011","","1051011002",""
"21","","vo_dsb","","vo_dsb_0201","0","0","1051011","","1051011003",""
"11","80","124731","0.5","湯治も立派な医療法のひとつよ。Dr.ミツキの診察室、湯けむり編……といったところね","1","7","1051011","-92","1051011004","0"
"91","","0","","","","","1051011","","1051011005",""
"3","0.2","124731","","dsb_top_idle_normal","","1","1051011","","1051011006",""
"1","1.5","1","dsb_top_idle_normal","124731","-60","53","1051012","0","1051012001","-254"
"3","0.2","124731","","dsb_top_mitsuki_joy","","1","1051012","","1051012002",""
"21","","vo_dsb","","vo_dsb_0202","0","0","1051012","","1051012003",""
"11","80","124731","0.5","旅館で実験するほどヤボじゃないわ。でも……実験されたいのなら、喜んで♪","1","6","1051012","-92","1051012004","0"
"91","","0","","","","","1051012","","1051012005",""
"3","0.2","124731","","dsb_top_idle_normal","","1","1051012","","1051012006",""
"1","1.5","1","dsb_top_idle_normal","124731","-60","53","1051013","0","1051013001","-254"
"3","0.2","124731","","dsb_top_mitsuki_crossed","dsb_top_mitsuki_crossed_loop","1","1051013","0.2","1051013002","1"
"21","","vo_dsb","","vo_dsb_0203","0","0","1051013","","1051013003",""
"11","80","124731","0.5","どの温泉も自信作よ。たっぷり確かめたもの……自分の体でね。もうふやけちゃうかと思ったわ","1","6","1051013","-92","1051013004","0"
"91","","0","","","","","1051013","","1051013005",""
"3","0.2","124731","","dsb_top_idle_normal","","1","1051013","","1051013006",""
"1","1.5","1","dsb_top_idle_normal","124531","-60","53","1067011","0","1067011001","-254"
"3","0.2","124531","","dsb_top_homare_wish","","1","1067011","","1067011002",""
"21","","vo_dsb","","vo_dsb_0101","0","0","1067011","","1067011003",""
"11","80","124531","0.7","よ～し、今日もいっぱいおもてなししちゃうぞ～☆　美人若女将にお任せあれ♪","1","6","1067011","-92","1067011004","0"
"91","","0","","","","","1067011","","1067011005",""
"3","0.2","124531","","dsb_top_idle_normal","","1","1067011","","1067011006",""
"1","1.5","1","dsb_top_idle_normal","124531","-60","53","1067012","0","1067012001","-254"
"3","0.2","124531","","dsb_top_homare_joy","","1","1067012","","1067012002",""
"21","","vo_dsb","","vo_dsb_0102","0","0","1067012","","1067012003",""
"11","80","124531","0.7","私も一緒に入っちゃおうかな～。温泉回を描くときの資料も欲しいし？　体当たり取材～☆","1","6","1067012","-92","1067012004","0"
"91","","0","","","","","1067012","","1067012005",""
"3","0.2","124531","","dsb_top_idle_normal","","1","1067012","","1067012006",""
"1","1.5","1","dsb_top_idle_normal","124531","-60","53","1067013","0","1067013001","-254"
"3","0.2","124531","","dsb_top_homare_surprise","","1","1067013","","1067013002",""
"21","","vo_dsb","","vo_dsb_0103","0","0","1067013","","1067013003",""
"11","80","124531","1","たまには命のやり取りじゃなくて、命の洗濯をしないとね～。お背中……流しましょうか？","1","6","1067013","-92","1067013004","0"
"91","","0","","","","","1067013","","1067013005",""
"3","0.2","124531","","dsb_top_idle_normal","","1","1067013","","1067013006",""
