19d613b12c88574229e3e52e86a74fd47b2465c6e12622245ed39a40d2001026,eeaff8240e9bb561c85840813acc014c35a12f0ef29024f993a959bb2dee8348,9b45c8302194d0c17f327d11585d2ed871c63d6a34800015d116bcfadd567ff2,a478f63532bd531f1adc0765392c0539d3a5b80fef77ff0e8748e3a2af7b2073,f7259a0e3651370c5a724a4ae4e94ef1ef941f8dda0a9e6facd5a4df50858f3e,5ba4309552ca049faf52878396d35bab2c743b70cf5ed9d4d51d24295438d1d8,0df7966450dc24e2869b4803d17c7743e7d71a75c9a51d7c391c30310ebce171,5839013aacc80c360c3a8b1ddc526f8a130cc69afb21ce0234c37ecafb155268,eb190f4c6da853f9c6130a374fdb1b6d4dc217c92b79d205e476ab6b49f49570,6325a6b6feaf133eeb08f668f43dc256b2ba43f482c29da879dc85ab7136ab6a,dc7c9287f1b1a79bfa7a61924d0fb45abc1e92cb3e27938993b2b6b3483d5bd8
"40011","","","","","0","0","91","","1400110009",""
"40012","travel_topdrama_r_4000_idle","-390","-75","49","1000001","1","1","0","1400120001","1.46"
"40012","travel_topdrama_r_4000_idle","-510","-100","50","1000002","1","1","0","1400120002","1.46"
"40012","disappear","0","-150","55","6","6","5","1","1400120003","0.6"
"40012","","0","1","0","400100","400100","31","","1400120004","1"
"40012","","0","1","0","400101","400101","31","","1400120005","1"
"40012","","0","1","0","400102","400102","31","","1400120006","0"
"40012","","0","1","0","400103","400103","31","","1400120007","0"
"40012","","190","1","140","400104","400104","31","","1400120008","0"
"40012","","0","1","0","400105","400105","31","","1400120009","0"
"40012","","0","1","0","400001","400001","31","","1400120010","0"
"40012","","","","","0","0","91","","1400120011",""
"40012","","","","","1","400001","32","","1400120012",""
"40012","","","","0","se_travel_top_yamagami_foot","se_travel_top","23","","1400120013",""
"40012","","","","1","travel_topdrama_r_4001_A_01","1000001","3","","1400120014","0.2"
"40012","","2.3","","-75","60","1000001","2","","1400120015",""
"40012","","","","1","travel_topdrama_r_4001_B_01","1000002","3","","1400120016","0.2"
"40012","","2.3","","-100","-60","1000002","2","","1400120017",""
"40012","","","","","0","2","93","","1400120018",""
"40012","","","","0","se_travel_top_yamagami_rumble","se_travel_top","23","","1400120019",""
"40012","","","","1.3","5","5","122","","1400120020",""
"40012","","","","","0","0.3","93","","1400120021",""
"40012","","","","2.5","7.5","7.5","122","","1400120022",""
"40012","","","","0","se_travel_top_yamagami_emote_common","se_travel_top","23","","1400120023",""
"40012","","","","0","travel_topdrama_r_4001_A_02","1000001","3","","1400120024","0.2"
"40012","","0","0","0.3","3","1000001","12","","1400120025",""
"40012","","","","","0","0.1","93","","1400120026",""
"40012","","","","0","travel_topdrama_r_4001_B_02","1000002","3","","1400120027","0.2"
"40012","","0","0","0.2","3","1000002","12","","1400120028",""
"40012","","","","","0","0.6","93","","1400120029",""
"40012","","","","4","10","10","122","","1400120030",""
"40012","","disappear","","0","run","6","3","","1400120031","0"
"40012","","","","","1","400102","32","","1400120032",""
"40012","","","","","1","400103","32","","1400120033",""
"40012","","","","","0","0.5","93","","1400120034",""
"40012","","","","0","se_travel_top_yamagami_passaway","se_travel_top","23","","1400120035",""
"40012","","","","","0","0.2","93","","1400120036",""
"40012","","","","0","se_travel_top_yamagami_pass_wind","se_travel_top","23","","1400120037",""
"40012","","","","","0","0.2","93","","1400120038",""
"40012","","","","0","se_travel_top_yamagami_rumble2","se_travel_top","23","","1400120039",""
"40012","","","","0","se_travel_top_yamagami_rolling","se_travel_top","23","","1400120040",""
"40012","","","","","1","400104","32","","1400120041",""
"40012","","","","0","travel_topdrama_r_4001_B_03","1000002","3","","1400120042","0.2"
"40012","","","","","0","0.1","93","","1400120043",""
"40012","","","","0","travel_topdrama_r_4001_A_03","1000001","3","","1400120044","0.2"
"40012","","","","","0","1.75","93","","1400120045",""
"40012","","","","","1","400105","32","","1400120046",""
"40012","","","","","0","0.2","93","","1400120047",""
"40012","","","","0","se_travel_top_yamagami_drop_box","se_travel_top","23","","1400120048",""
"40012","","","","","0","1.55","93","","1400120049",""
"40012","","","","","","","111","","1400120050",""
"40012","","","","","","0","91","","1400120051",""
"40021","travel_topdrama_r_4001_idle_A","25","-55","50","1000001","1","1","0","1400210001","0.8"
"40021","travel_topdrama_r_4001_idle_B","-25","-65","51","1000002","1","1","0","1400210002","0.8"
"40021","normal","0","-75","55","0","0","5","0","1400210003","1"
"40021","","","","","0","0","91","","1400210004",""
"40021","","","","1","travel_topdrama_r_4001_idle_A","1000001","3","0","1400210005","0.2"
"40021","","","","1","travel_topdrama_r_4001_idle_B","1000002","3","0","1400210006","0.2"
"40021","","","","","0","0","91","","1400210007",""
"40021","","","","","","1400210005","101","","1400210008",""
"40021","","","","","0","0","91","","1400210009",""
"40022","travel_topdrama_r_4000_idle","-390","-75","49","1000001","1","1","0","1400220001","1.46"
"40022","travel_topdrama_r_4000_idle","-510","-100","50","1000002","1","1","0","1400220002","1.46"
"40022","disappear","0","-150","55","6","6","5","1","1400220003","0.6"
"40022","","0","1","0","400200","400200","31","","1400220004","1"
"40022","","0","1","0","400201","400201","31","","1400220005","1"
"40022","","0","1","0","400202","400202","31","","1400220006","0"
"40022","","0","1","0","400203","400203","31","","1400220007","0"
"40022","","190","1","140","400204","400204","31","","1400220008","0"
"40022","","0","1","0","400205","400205","31","","1400220009","0"
"40022","","0","1","0","400002","400002","31","","1400220010","0"
"40022","","","","","0","0","91","","1400220011",""
"40022","","","","","1","400002","32","","1400220012",""
"40022","","","","0","se_travel_top_yamagami_foot","se_travel_top","23","","1400220013",""
"40022","","","","1","travel_topdrama_r_4001_A_01","1000001","3","","1400220014","0.2"
"40022","","2.3","","-75","60","1000001","2","","1400220015",""
"40022","","","","1","travel_topdrama_r_4001_B_01","1000002","3","","1400220016","0.2"
"40022","","2.3","","-100","-60","1000002","2","","1400220017",""
"40022","","","","","0","2","93","","1400220018",""
"40022","","","","0","se_travel_top_yamagami_rumble","se_travel_top","23","","1400220019",""
"40022","","","","1.3","5","5","122","","1400220020",""
"40022","","","","","0","0.3","93","","1400220021",""
"40022","","","","2.5","7.5","7.5","122","","1400220022",""
"40022","","","","0","se_travel_top_yamagami_emote_common","se_travel_top","23","","1400220023",""
"40022","","","","0","travel_topdrama_r_4001_A_02","1000001","3","","1400220024","0.2"
"40022","","0","0","0.3","3","1000001","12","","1400220025",""
"40022","","","","","0","0.1","93","","1400220026",""
"40022","","","","0","travel_topdrama_r_4001_B_02","1000002","3","","1400220027","0.2"
"40022","","0","0","0.2","3","1000002","12","","1400220028",""
"40022","","","","","0","0.6","93","","1400220029",""
"40022","","","","4","10","10","122","","1400220030",""
"40022","","disappear","","0","run","6","3","","1400220031","0"
"40022","","","","","1","400202","32","","1400220032",""
"40022","","","","","1","400203","32","","1400220033",""
"40022","","","","","0","0.5","93","","1400220034",""
"40022","","","","0","se_travel_top_yamagami_passaway","se_travel_top","23","","1400220035",""
"40022","","","","","0","0.2","93","","1400220036",""
"40022","","","","0","se_travel_top_yamagami_pass_wind","se_travel_top","23","","1400220037",""
"40022","","","","","0","0.2","93","","1400220038",""
"40022","","","","0","se_travel_top_yamagami_rumble2","se_travel_top","23","","1400220039",""
"40022","","","","0","se_travel_top_yamagami_rolling","se_travel_top","23","","1400220040",""
"40022","","","","","1","400204","32","","1400220041",""
"40022","","","","0","travel_topdrama_r_4001_B_03","1000002","3","","1400220042","0.2"
"40022","","","","","0","0.1","93","","1400220043",""
"40022","","","","0","travel_topdrama_r_4001_A_03","1000001","3","","1400220044","0.2"
"40022","","","","","0","1.75","93","","1400220045",""
"40022","","","","","1","400205","32","","1400220046",""
"40022","","","","","0","0.2","93","","1400220047",""
"40022","","","","0","se_travel_top_yamagami_drop_box","se_travel_top","23","","1400220048",""
"40022","","","","0","se_travel_top_yamagami_drop_silverbox","se_travel_top","23","","1400220049",""
"40022","","","","","0","1.55","93","","1400220050",""
"40022","","","","","","","111","","1400220051",""
"40022","","","","","","0","91","","1400220052",""
"40051","idle","0","-23","50","5","5","5","0","1400510001","0.3"
"40051","normal","0","-43","55","0","0","5","0","1400510002","1"
"40051","","","","","0","0","91","","1400510003",""
"40051","","","","1","idle","5","3","0","1400510004","0"
"40051","","","","","0","0","91","","1400510005",""
"40051","","","","","","1400510004","101","","1400510006",""
"40051","","","","","0","0","91","","1400510007",""
"40052","travel_topdrama_r_4000_idle","-640","-110","50","1000001","1","1","0","1400520001","1.46"
"40052","disappear","210","-110","50","5","5","5","0","1400520002","0.4"
"40052","","0","1","0","400500","400500","31","","1400520003","1"
"40052","","-100","1","0","400501","400501","31","","1400520004","0"
"40052","","-100","1","0","400502","400502","31","","1400520005","0"
"40052","","0","1","0","400503","400503","31","","1400520006","0"
"40052","","0","1","0","400504","400504","31","","1400520007","0"
"40052","","0","1","0","400505","400505","31","","1400520008","0"
"40052","","0","1","0","400506","400506","31","","1400520009","0"
"40052","","0","1","0","400507","400507","31","","1400520010","0"
"40052","","0","1","0","400508","400508","31","","1400520011","0"
"40052","","0","1","0","400509","400509","31","","1400520012","0"
"40052","","-70","1","400","400510","400510","31","","1400520013","1"
"40052","","0","1","0","400005","400005","31","","1400520014","0"
"40052","","","","","0","0","91","","1400520015",""
"40052","","","","","1","400005","32","","1400520016",""
"40052","","","","0","se_travel_top_pitfall_foot1","se_travel_top","23","","1400520017",""
"40052","","","","1","travel_topdrama_r_4000_run_normal","1000001","3","","1400520018","0.2"
"40052","","1","","-110","-300","1000001","2","","1400520019",""
"40052","","","","","0","1","93","","1400520020",""
"40052","","","","0","se_travel_top_pitfall_emote_note","se_travel_top","23","","1400520021",""
"40052","","travel_topdrama_r_4000_idle_surprise1","1","0","travel_topdrama_r_4000_surprise","1000001","3","0.2","1400520022","0.2"
"40052","","0","0","0.3","10","1000001","12","","1400520023",""
"40052","","","","","0","1.2","93","","1400520024",""
"40052","","","","0","se_travel_top_pitfall_foot2","se_travel_top","23","","1400520025",""
"40052","","","","1","travel_topdrama_r_4000_run_joy","1000001","3","","1400520026","0.2"
"40052","","0.8","","-110","0","1000001","2","","1400520027",""
"40052","","","","","0","0.8","93","","1400520028",""
"40052","","","","0","se_travel_top_pitfall_open_hole","se_travel_top","23","","1400520029",""
"40052","","","","","1","400501","32","","1400520030",""
"40052","","","","","1","400502","32","","1400520031",""
"40052","","","","1","travel_topdrama_r_4005_fall1","1000001","3","","1400520032","0"
"40052","","","","","0","0.3","93","","1400520033",""
"40052","","","","0","se_travel_top_pitfall_panic","se_travel_top","23","","1400520034",""
"40052","","","","","1","400505","32","","1400520035",""
"40052","","","","","0","1","93","","1400520036",""
"40052","","","","0","se_travel_top_pitfall_fall","se_travel_top","23","","1400520037",""
"40052","","","","0","travel_topdrama_r_4005_fall2","1000001","3","","1400520038","0"
"40052","","","","","1","400506","32","","1400520039",""
"40052","","","","","1","400507","32","","1400520040",""
"40052","","","","","0","0.3","93","","1400520041",""
"40052","","","","0","se_travel_top_pitfall_drillmall1","se_travel_top","23","","1400520042",""
"40052","","","","0","appear","5","3","","1400520043","0"
"40052","","","","","0","0.3","93","","1400520044",""
"40052","","","","0","se_travel_top_pitfall_drillmall2","se_travel_top","23","","1400520045",""
"40052","","","","","0","0.7","93","","1400520046",""
"40052","","","","0","se_travel_top_pitfall_wipe","se_travel_top","23","","1400520047",""
"40052","","","","","1","400503","32","","1400520048",""
"40052","","","","","0","0.2","93","","1400520049",""
"40052","","","","1","travel_topdrama_r_4005_fall3","1000001","3","","1400520050","0"
"40052","","0.01","","-60","-200","1000001","2","","1400520051",""
"40052","","","","0","disappear","5","3","","1400520052","0"
"40052","","0.01","","-10","200","400510","33","","1400520053",""
"40052","","","","","0","400501","32","","1400520054",""
"40052","","","","","0","400502","32","","1400520055",""
"40052","","","","","1","400504","32","","1400520056",""
"40052","","","","","0","400507","32","","1400520057",""
"40052","","","","","0","0.2","93","","1400520058",""
"40052","","","","","1","400508","32","","1400520059",""
"40052","","","","","1","400509","32","","1400520060",""
"40052","","","","0","travel_topdrama_r_4005_fall4","1000001","3","","1400520061","0.2"
"40052","","","","","0","0.1","93","","1400520062",""
"40052","","","","0","se_travel_top_pitfall_bodyfall","se_travel_top","23","","1400520063",""
"40052","","","","","0","0.9","93","","1400520064",""
"40052","","","","0","se_travel_top_pitfall_lookig_around","se_travel_top","23","","1400520065",""
"40052","","","","","0","1.3","93","","1400520066",""
"40052","","","","0","se_travel_top_pitfall_emote_notice","se_travel_top","23","","1400520067",""
"40052","","0","0","0.01","4","1000001","12","","1400520068","20"
"40052","","","","","","1400520061","91","","1400520069",""
"40052","","","","0","se_travel_top_pitfall_emote_joy","se_travel_top","23","","1400520070",""
"40052","","","","0","travel_topdrama_r_4005_guts","1000001","3","","1400520071","0.2"
"40052","","","","","0","1","93","","1400520072",""
"40052","","","","","","","111","","1400520073",""
"40052","","","","","","0","91","","1400520074",""
"40061","idle","0","-23","50","5","5","5","0","1400610001","0.3"
"40061","normal","0","-43","55","0","0","5","0","1400610002","1"
"40061","","","","","0","0","91","","1400610003",""
"40061","","","","1","idle","5","3","0","1400610004","0"
"40061","","","","","0","0","91","","1400610005",""
"40061","","","","","","1400610004","101","","1400610006",""
"40061","","","","","0","0","91","","1400610007",""
"40062","travel_topdrama_r_4000_idle","-640","-110","50","1000001","1","1","0","1400620001","1.46"
"40062","disappear","210","-110","50","5","5","5","0","1400620002","0.4"
"40062","","0","1","0","400600","400600","31","","1400620003","1"
"40062","","-100","1","0","400601","400601","31","","1400620004","0"
"40062","","-100","1","0","400602","400602","31","","1400620005","0"
"40062","","0","1","0","400603","400603","31","","1400620006","0"
"40062","","0","1","0","400604","400604","31","","1400620007","0"
"40062","","0","1","0","400605","400605","31","","1400620008","0"
"40062","","0","1","0","400606","400606","31","","1400620009","0"
"40062","","0","1","0","400607","400607","31","","1400620010","0"
"40062","","0","1","0","400608","400608","31","","1400620011","0"
"40062","","0","1","0","400609","400609","31","","1400620012","0"
"40062","","-70","1","400","400610","400610","31","","1400620013","1"
"40062","","-10","1","200","400611","400611","31","","1400620014","0"
"40062","","0","1","0","400006","400006","31","","1400620015","0"
"40062","","","","","0","0","91","","1400620016",""
"40062","","","","","1","400006","32","","1400620017",""
"40062","","","","0","se_travel_top_pitfall_foot1","se_travel_top","23","","1400620018",""
"40062","","","","1","travel_topdrama_r_4000_run_normal","1000001","3","","1400620019","0.2"
"40062","","1","","-110","-300","1000001","2","","1400620020",""
"40062","","","","","0","1","93","","1400620021",""
"40062","","","","0","se_travel_top_pitfall_emote_note","se_travel_top","23","","1400620022",""
"40062","","travel_topdrama_r_4000_idle_surprise1","1","0","travel_topdrama_r_4000_surprise","1000001","3","0.2","1400620023","0.2"
"40062","","0","0","0.3","10","1000001","12","","1400620024",""
"40062","","","","","0","1.2","93","","1400620025",""
"40062","","","","0","se_travel_top_pitfall_foot2","se_travel_top","23","","1400620026",""
"40062","","","","1","travel_topdrama_r_4000_run_joy","1000001","3","","1400620027","0.2"
"40062","","0.8","","-110","0","1000001","2","","1400620028",""
"40062","","","","","0","0.8","93","","1400620029",""
"40062","","","","0","se_travel_top_pitfall_open_hole","se_travel_top","23","","1400620030",""
"40062","","","","","1","400601","32","","1400620031",""
"40062","","","","","1","400602","32","","1400620032",""
"40062","","","","1","travel_topdrama_r_4005_fall1","1000001","3","","1400620033","0"
"40062","","","","","0","0.3","93","","1400620034",""
"40062","","","","0","se_travel_top_pitfall_panic","se_travel_top","23","","1400620035",""
"40062","","","","","1","400605","32","","1400620036",""
"40062","","","","","0","1","93","","1400620037",""
"40062","","","","0","se_travel_top_pitfall_fall","se_travel_top","23","","1400620038",""
"40062","","","","0","travel_topdrama_r_4005_fall2","1000001","3","","1400620039","0"
"40062","","","","","1","400606","32","","1400620040",""
"40062","","","","","1","400607","32","","1400620041",""
"40062","","","","","0","0.3","93","","1400620042",""
"40062","","","","0","se_travel_top_pitfall_drillmall1","se_travel_top","23","","1400620043",""
"40062","","","","0","appear","5","3","","1400620044","0"
"40062","","","","","0","0.3","93","","1400620045",""
"40062","","","","0","se_travel_top_pitfall_drillmall2","se_travel_top","23","","1400620046",""
"40062","","","","","0","0.7","93","","1400620047",""
"40062","","","","0","se_travel_top_pitfall_wipe","se_travel_top","23","","1400620048",""
"40062","","","","","1","400603","32","","1400620049",""
"40062","","","","","0","0.2","93","","1400620050",""
"40062","","","","1","travel_topdrama_r_4005_fall3","1000001","3","","1400620051","0"
"40062","","0.01","","-60","-200","1000001","2","","1400620052",""
"40062","","","","0","disappear","5","3","","1400620053","0"
"40062","","","","","0","400610","32","","1400620054",""
"40062","","","","","1","400611","32","","1400620055",""
"40062","","","","","0","400601","32","","1400620056",""
"40062","","","","","0","400602","32","","1400620057",""
"40062","","","","","1","400604","32","","1400620058",""
"40062","","","","","0","400607","32","","1400620059",""
"40062","","","","","0","0.2","93","","1400620060",""
"40062","","","","","1","400608","32","","1400620061",""
"40062","","","","","1","400609","32","","1400620062",""
"40062","","","","0","travel_topdrama_r_4005_fall4","1000001","3","","1400620063","0.2"
"40062","","","","","0","0.1","93","","1400620064",""
"40062","","","","0","se_travel_top_pitfall_bodyfall","se_travel_top","23","","1400620065",""
"40062","","","","","0","0.9","93","","1400620066",""
"40062","","","","0","se_travel_top_pitfall_lookig_around","se_travel_top","23","","1400620067",""
"40062","","","","","0","1.3","93","","1400620068",""
"40062","","","","0","se_travel_top_pitfall_emote_notice","se_travel_top","23","","1400620069",""
"40062","","0","0","0.01","4","1000001","12","","1400620070","20"
"40062","","","","","","1400620063","91","","1400620071",""
"40062","","","","0","se_travel_top_pitfall_emote_joy","se_travel_top","23","","1400620072",""
"40062","","","","0","travel_topdrama_r_4005_guts","1000001","3","","1400620073","0.2"
"40062","","","","","0","1","93","","1400620074",""
"40062","","","","","","","111","","1400620075",""
"40062","","","","","","0","91","","1400620076",""
"40071","idle","0","-113","50","9","9","5","1","1400710001","0.3"
"40071","rare","0","-83","55","0","0","5","0","1400710002","1"
"40071","","","","","0","0","91","","1400710003",""
"40071","","","","1","idle","9","3","","1400710004","0"
"40071","","","","","0","0","91","","1400710005",""
"40071","","","","","","1400710004","101","","1400710006",""
"40071","","","","","0","0","91","","1400710007",""
"40072","travel_topdrama_r_4000_idle_normal","-400","-150","51","1000001","1","1","0","1400720001","1.46"
"40072","disappear","0","-250","50","9","9","5","1","1400720002","1"
"40072","disappear","0","-250","53","16","16","5","1","1400720003","1"
"40072","","0","1","0","400700","400700","31","","1400720004","1"
"40072","","0","1","0","400701","400701","31","","1400720005","1"
"40072","","0","1","0","400702","400702","31","","1400720006","0"
"40072","","0","1","0","400703","400703","31","","1400720007","0"
"40072","","0","1","0","400704","400704","31","","1400720008","0"
"40072","","0","1","0","400705","400705","31","","1400720009","0"
"40072","","0","1","0","400720","400720","31","","1400720010","1"
"40072","","0","1","0","400721","400721","31","","1400720011","0"
"40072","","0","1","0","400722","400722","31","","1400720012","0"
"40072","","0","1","0","400723","400723","31","","1400720013","0"
"40072","","0","1","0","400724","400724","31","","1400720014","0"
"40072","","0","1","0","400730","400730","31","","1400720015","0"
"40072","","0","1","0","400740","400740","31","","1400720016","0"
"40072","","0","1","0","400741","400741","31","","1400720017","0"
"40072","","0","1","0","400742","400742","31","","1400720018","0"
"40072","","0","1","0","400743","400743","31","","1400720019","0"
"40072","","0","1","0","400744","400744","31","","1400720020","0"
"40072","","0","1","0","400750","400750","31","","1400720021","0"
"40072","","0","1","0","400751","400751","31","","1400720022","0"
"40072","","0","1","0","400752","400752","31","","1400720023","0"
"40072","","0","1","0","400753","400753","31","","1400720024","0"
"40072","","0","1","0","400754","400754","31","","1400720025","0"
"40072","","0","1","0","400780","400780","31","","1400720026","0"
"40072","","0","1","0","400781","400781","31","","1400720027","0"
"40072","","0","1","0","400790","400790","31","","1400720028","0"
"40072","","0","1","0","400007","400007","31","","1400720029","0"
"40072","","","","","0","0","91","","1400720030",""
"40072","","","","","0","0","93","","1400720031",""
"40072","","","","","1","400007","32","","1400720032",""
"40072","","","","0","se_travel_top_ziz_foot","se_travel_top","23","","1400720033",""
"40072","","","","0","travel_topdrama_r_4007_walk_to_surprise","1000001","3","","1400720034","0.2"
"40072","","1.8","","-150","-100","1000001","2","","1400720035",""
"40072","","","","","0","1","93","","1400720036",""
"40072","","","","0","se_travel_top_ziz_approach","se_travel_top","23","","1400720037",""
"40072","","","","","0","0.6","93","","1400720038",""
"40072","","","","0","se_travel_top_ziz_emote_notice","se_travel_top","23","","1400720039",""
"40072","","0","0","0.5","4","1000001","12","","1400720040",""
"40072","","","","","0","1.2","93","","1400720041",""
"40072","","","","1","3","3","122","","1400720042",""
"40072","","","","","0","0.3","93","","1400720043",""
"40072","","","","0","se_travel_top_ziz_surprise","se_travel_top","23","","1400720044",""
"40072","","","","","1","400722","32","","1400720045",""
"40072","","","","","0","0.2","93","","1400720046",""
"40072","","","","1","5","5","122","","1400720047",""
"40072","","","","","0","0.5","93","","1400720048",""
"40072","","","","0","se_travel_top_ziz_whoosh","se_travel_top","23","","1400720049",""
"40072","","","","1","10","10","122","","1400720050",""
"40072","","","","","0","0.25","93","","1400720051",""
"40072","","","","","1","400723","32","","1400720052",""
"40072","","","","","0","0.05","93","","1400720053",""
"40072","","","","","0","400700","32","","1400720054",""
"40072","","","","","0","400701","32","","1400720055",""
"40072","","","","0","se_travel_top_ziz_hit","se_travel_top","23","","1400720056",""
"40072","","","","","1","400721","32","","1400720057",""
"40072","","","","","0","0.1","93","","1400720058",""
"40072","","","","","1","400702","32","","1400720059",""
"40072","","","","1","se_travel_top_ziz_wing","se_travel_top","23","","1400720060",""
"40072","","","","1","travel_topdrama_r_4007_grab","1000001","3","","1400720061","0.2"
"40072","","0.01","","-200","0","1000001","2","","1400720062",""
"40072","","","","1","idle","9","3","","1400720063","0.2"
"40072","","","","1","idle","16","3","","1400720064","0.2"
"40072","","","","","0","0.2","93","","1400720065",""
"40072","","","","","0","400720","32","","1400720066",""
"40072","","","","","0","400721","32","","1400720067",""
"40072","","","","","0","400722","32","","1400720068",""
"40072","","","","","0","2","93","","1400720069",""
"40072","","","","","1","400790","32","","1400720070",""
"40072","","","","0","1400720073","もがいて逃げる","103","","1400720071",""
"40072","","","","0","1400720075","おとなしくしている","103","","1400720072",""
"40072","","","","","0","1","102","","1400720073",""
"40072","","","","","","1400720077","101","","1400720074",""
"40072","","","","","0","2","102","","1400720075",""
"40072","","","","","","1400720077","101","","1400720076",""
"40072","","","","","","0","91","","1400720077",""
"40073","","","","","0","0","93","","1400730001",""
"40073","","","","","0.2","se_travel_top_ziz_wing","24","","1400730002",""
"40073","","","","","0","400790","32","","1400730003",""
"40073","","","","0","se_travel_top_ziz_panic","se_travel_top","23","","1400730004",""
"40073","","","","","1","400724","32","","1400730005",""
"40073","","","","0","travel_topdrama_r_4007_fall1","1000001","3","","1400730006","0.2"
"40073","","","","0","fall","9","3","","1400730007","0.2"
"40073","","","","0","fall","16","3","","1400730008","0.2"
"40073","","","","","0","1.8","93","","1400730009",""
"40073","","","","0","se_travel_top_ziz_cry","se_travel_top","23","","1400730010",""
"40073","","","","0","se_travel_top_ziz_fall","se_travel_top","23","","1400730011",""
"40073","","","","","0","1","93","","1400730012",""
"40073","","","","","1","400740","32","","1400730013",""
"40073","","","","","0","0.2","93","","1400730014",""
"40073","","","","0","travel_topdrama_r_4007_fall2","1000001","3","","1400730015","0"
"40073","","0.01","","-180","-200","1000001","2","","1400730016",""
"40073","","","","0","disappear","9","3","","1400730017","0"
"40073","","","","0","disappear","16","3","","1400730018","0"
"40073","","","","","0","400702","32","","1400730019",""
"40073","","","","","1","400704","32","","1400730020",""
"40073","","","","","1","400705","32","","1400730021",""
"40073","","","","","0","400724","32","","1400730022",""
"40073","","","","","1","400750","32","","1400730023",""
"40073","","","","","1","400751","32","","1400730024",""
"40073","","","","","1","400753","32","","1400730025",""
"40073","","","","","0","0.3","93","","1400730026",""
"40073","","","","0","se_travel_top_ziz_drop2","se_travel_top","23","","1400730027",""
"40073","","","","","0","0.3","93","","1400730028",""
"40073","","","","","1","400741","32","","1400730029",""
"40073","","","","","1","400742","32","","1400730030",""
"40073","","","","","1","400752","32","","1400730031",""
"40073","","","","0","travel_topdrama_r_4007_fall3","1000001","3","","1400730032","0.2"
"40073","","","","","0","0.3","93","","1400730033",""
"40073","","","","0","se_travel_top_ziz_drop3","se_travel_top","23","","1400730034",""
"40073","","","","","0","0.6","93","","1400730035",""
"40073","","","","0","se_travel_top_ziz_look_around","se_travel_top","23","","1400730036",""
"40073","","","","","","1400730032","91","","1400730037",""
"40073","","","","0","travel_topdrama_r_4007_fall4_hit","1000001","3","","1400730038","0"
"40073","","","","","0","0.5","93","","1400730039",""
"40073","","","","0","se_travel_top_ziz_joy2","se_travel_top","23","","1400730040",""
"40073","","0","0","0.5","10","1000001","12","","1400730041",""
"40073","","","","","0","1.5","93","","1400730042",""
"40073","","","","","","","111","","1400730043",""
"40073","","","","","","0","91","","1400730044",""
"40074","","","","","0","0","93","","1400740001",""
"40074","","","","","0.2","se_travel_top_ziz_wing","24","","1400740002",""
"40074","","","","","0","400790","32","","1400740003",""
"40074","","","","0","se_travel_top_ziz_panic","se_travel_top","23","","1400740004",""
"40074","","","","","1","400724","32","","1400740005",""
"40074","","","","0","travel_topdrama_r_4007_fall1","1000001","3","","1400740006","0.2"
"40074","","","","0","fall","9","3","","1400740007","0.2"
"40074","","","","0","fall","16","3","","1400740008","0.2"
"40074","","","","","0","1.8","93","","1400740009",""
"40074","","","","0","se_travel_top_ziz_cry","se_travel_top","23","","1400740010",""
"40074","","","","0","se_travel_top_ziz_fall","se_travel_top","23","","1400740011",""
"40074","","","","","0","1","93","","1400740012",""
"40074","","","","","1","400740","32","","1400740013",""
"40074","","","","","0","0.2","93","","1400740014",""
"40074","","","","0","travel_topdrama_r_4007_fall2","1000001","3","","1400740015","0"
"40074","","0.01","","-180","-200","1000001","2","","1400740016",""
"40074","","","","0","disappear","9","3","","1400740017","0"
"40074","","","","0","disappear","16","3","","1400740018","0"
"40074","","","","","0","400702","32","","1400740019",""
"40074","","","","","1","400704","32","","1400740020",""
"40074","","","","","1","400705","32","","1400740021",""
"40074","","","","","0","400724","32","","1400740022",""
"40074","","","","","1","400750","32","","1400740023",""
"40074","","","","","1","400751","32","","1400740024",""
"40074","","","","","1","400754","32","","1400740025",""
"40074","","","","","0","0.3","93","","1400740026",""
"40074","","","","0","se_travel_top_ziz_drop2","se_travel_top","23","","1400740027",""
"40074","","","","","0","0.3","93","","1400740028",""
"40074","","","","","1","400741","32","","1400740029",""
"40074","","","","","1","400742","32","","1400740030",""
"40074","","","","","1","400752","32","","1400740031",""
"40074","","","","0","travel_topdrama_r_4007_fall3","1000001","3","","1400740032","0.2"
"40074","","","","","0","0.3","93","","1400740033",""
"40074","","","","0","se_travel_top_ziz_drop3","se_travel_top","23","","1400740034",""
"40074","","","","","0","0.6","93","","1400740035",""
"40074","","","","0","se_travel_top_ziz_look_around","se_travel_top","23","","1400740036",""
"40074","","","","","","1400740032","91","","1400740037",""
"40074","","","","0","travel_topdrama_r_4007_fall4_hit","1000001","3","","1400740038","0"
"40074","","","","","0","0.5","93","","1400740039",""
"40074","","","","0","se_travel_top_ziz_joy2","se_travel_top","23","","1400740040",""
"40074","","0","0","0.5","10","1000001","12","","1400740041",""
"40074","","","","","0","1.5","93","","1400740042",""
"40074","","","","","","","111","","1400740043",""
"40074","","","","","","0","91","","1400740044",""
"40075","","","","","0","0","93","","1400750001",""
"40075","","","","","0.2","se_travel_top_ziz_wing","24","","1400750002",""
"40075","","","","","0","400790","32","","1400750003",""
"40075","","","","","0","1","93","","1400750004",""
"40075","","","","0","se_travel_top_ziz_passaway","se_travel_top","23","","1400750005",""
