9ae0ccf8472d94cca05ed2a15b88119fd7479e9597ab685400f155ca47d348b2,cc42e96f8222c4f62805bc9de7837f434b6e70267a17cf928bc8f191a81bee07,945f5a26f5489f1caf8220cbe99226fe00376fc612ec4e590c4cc93bbd0d5a03,9c62ced7011eb3212a9f65cb307941f36fb7b5a2fd32c7f9ebd9646def421242,26f631ad5b9adfb6c6bbd86376aa244c0af26e6b1c46c87c522cb83ef82ff666,b4591338bf89636a601f69979f4f0eb58bc00c9c552e2d73d2cd98c8efaf1a33,92cbd3ecdcd18e53304144e2ba4a557dd70e24f5d1a091a36497b5e6132acdf5
"1","3","10702","5","0","0","1380"
"2","3","10702","5","0","0","1410"
"3","3","10702","5","0","0","1440"
"4","3","10702","5","0","0","1470"
"5","3","10702","5","0","0","1500"
"0","3","10702","6","0","0","1575"
"1","3","10702","6","0","0","1590"
"2","3","10702","6","0","0","1605"
"3","3","10702","6","0","0","1620"
"4","3","10702","6","0","0","1635"
"5","3","10702","6","0","0","1650"
"0","3","10702","7","0","0","1725"
"1","3","10702","7","0","0","1740"
"2","3","10702","7","0","0","1755"
"3","3","10702","7","0","0","1770"
"4","3","10702","7","0","0","1785"
"5","3","10702","7","0","0","1800"
"0","3","10702","8","0","0","1875"
"1","3","10702","8","0","0","1890"
"2","3","10702","8","0","0","1905"
"3","3","10702","8","0","0","1920"
"4","3","10702","8","0","0","1935"
"5","3","10702","8","0","0","1950"
"0","3","10702","9","0","0","2025"
"1","3","10702","9","0","0","2040"
"2","3","10702","9","0","0","2055"
"3","3","10702","9","0","0","2070"
"4","3","10702","9","0","0","2085"
"5","3","10702","9","0","0","2100"
"0","3","10702","10","0","0","2175"
"1","3","10702","10","0","0","2190"
"2","3","10702","10","0","0","2205"
"3","3","10702","10","0","0","2220"
"4","3","10702","10","0","0","2235"
"5","3","10702","10","0","0","2250"
"0","4","10703","1","0","0","150"
"1","4","10703","1","0","0","180"
"2","4","10703","1","0","0","210"
"3","4","10703","1","0","0","240"
"4","4","10703","1","0","0","270"
"5","4","10703","1","0","0","300"
"0","4","10703","2","0","0","450"
"1","4","10703","2","0","0","480"
"2","4","10703","2","0","0","510"
"3","4","10703","2","0","0","540"
"4","4","10703","2","0","0","570"
"5","4","10703","2","0","0","600"
"0","4","10703","3","0","0","750"
"1","4","10703","3","0","0","780"
"2","4","10703","3","0","0","810"
"3","4","10703","3","0","0","840"
"4","4","10703","3","0","0","870"
"5","4","10703","3","0","0","900"
"0","4","10703","4","0","0","1050"
"1","4","10703","4","0","0","1080"
"2","4","10703","4","0","0","1110"
"3","4","10703","4","0","0","1140"
"4","4","10703","4","0","0","1170"
"5","4","10703","4","0","0","1200"
"0","4","10703","5","0","0","1350"
"1","4","10703","5","0","0","1380"
"2","4","10703","5","0","0","1410"
"3","4","10703","5","0","0","1440"
"4","4","10703","5","0","0","1470"
"5","4","10703","5","0","0","1500"
"0","4","10703","6","0","0","1575"
"1","4","10703","6","0","0","1590"
"2","4","10703","6","0","0","1605"
"3","4","10703","6","0","0","1620"
"4","4","10703","6","0","0","1635"
"5","4","10703","6","0","0","1650"
"0","4","10703","7","0","0","1725"
"1","4","10703","7","0","0","1740"
"2","4","10703","7","0","0","1755"
"3","4","10703","7","0","0","1770"
"4","4","10703","7","0","0","1785"
"5","4","10703","7","0","0","1800"
"0","4","10703","8","0","0","1875"
"1","4","10703","8","0","0","1890"
"2","4","10703","8","0","0","1905"
"3","4","10703","8","0","0","1920"
"4","4","10703","8","0","0","1935"
"5","4","10703","8","0","0","1950"
"0","4","10703","9","0","0","2025"
"1","4","10703","9","0","0","2040"
"2","4","10703","9","0","0","2055"
"3","4","10703","9","0","0","2070"
"4","4","10703","9","0","0","2085"
"5","4","10703","9","0","0","2100"
"0","4","10703","10","0","0","2175"
"1","4","10703","10","0","0","2190"
"2","4","10703","10","0","0","2205"
"3","4","10703","10","0","0","2220"
"4","4","10703","10","0","0","2235"
"5","4","10703","10","0","0","2250"
"0","9","10704","1","0","0","1000"
"1","9","10704","1","0","0","1200"
"2","9","10704","1","0","0","1400"
"3","9","10704","1","0","0","1600"
"4","9","10704","1","0","0","1800"
"5","9","10704","1","0","0","2000"
"0","9","10704","2","0","0","3000"
"1","9","10704","2","0","0","3200"
"2","9","10704","2","0","0","3400"
"3","9","10704","2","0","0","3600"
"4","9","10704","2","0","0","3800"
"5","9","10704","2","0","0","4000"
"0","9","10704","3","0","0","5000"
"1","9","10704","3","0","0","5200"
"2","9","10704","3","0","0","5400"
"3","9","10704","3","0","0","5600"
"4","9","10704","3","0","0","5800"
"5","9","10704","3","0","0","6000"
"0","9","10704","4","0","0","7000"
"1","9","10704","4","0","0","7200"
"2","9","10704","4","0","0","7400"
"3","9","10704","4","0","0","7600"
"4","9","10704","4","0","0","7800"
"5","9","10704","4","0","0","8000"
"0","9","10704","5","0","0","9000"
"1","9","10704","5","0","0","9200"
"2","9","10704","5","0","0","9400"
"3","9","10704","5","0","0","9600"
"4","9","10704","5","0","0","9800"
"5","9","10704","5","0","0","10000"
"0","9","10704","6","0","0","10500"
"1","9","10704","6","0","0","10600"
"2","9","10704","6","0","0","10700"
"3","9","10704","6","0","0","10800"
"4","9","10704","6","0","0","10900"
"5","9","10704","6","0","0","11000"
"0","9","10704","7","0","0","11500"
"1","9","10704","7","0","0","11600"
"2","9","10704","7","0","0","11700"
"3","9","10704","7","0","0","11800"
"4","9","10704","7","0","0","11900"
"5","9","10704","7","0","0","12000"
"0","9","10704","8","0","0","12500"
"1","9","10704","8","0","0","12600"
"2","9","10704","8","0","0","12700"
"3","9","10704","8","0","0","12800"
"4","9","10704","8","0","0","12900"
"5","9","10704","8","0","0","13000"
"0","9","10704","9","0","0","13500"
"1","9","10704","9","0","0","13600"
"2","9","10704","9","0","0","13700"
"3","9","10704","9","0","0","13800"
"4","9","10704","9","0","0","13900"
"5","9","10704","9","0","0","14000"
"0","9","10704","10","0","0","14500"
"1","9","10704","10","0","0","14600"
"2","9","10704","10","0","0","14700"
"3","9","10704","10","0","0","14800"
"4","9","10704","10","0","0","14900"
"5","9","10704","10","0","0","15000"
"0","1","10801","1","0","0","150"
"1","1","10801","1","0","0","180"
"2","1","10801","1","0","0","210"
"3","1","10801","1","0","0","240"
"4","1","10801","1","0","0","270"
"5","1","10801","1","0","0","300"
"0","1","10801","2","0","0","450"
"1","1","10801","2","0","0","480"
"2","1","10801","2","0","0","510"
"3","1","10801","2","0","0","540"
"4","1","10801","2","0","0","570"
"5","1","10801","2","0","0","600"
"0","1","10801","3","0","0","750"
"1","1","10801","3","0","0","780"
"2","1","10801","3","0","0","810"
"3","1","10801","3","0","0","840"
"4","1","10801","3","0","0","870"
"5","1","10801","3","0","0","900"
"0","1","10801","4","0","0","1050"
"1","1","10801","4","0","0","1080"
"2","1","10801","4","0","0","1110"
"3","1","10801","4","0","0","1140"
"4","1","10801","4","0","0","1170"
"5","1","10801","4","0","0","1200"
"0","1","10801","5","0","0","1350"
"1","1","10801","5","0","0","1380"
"2","1","10801","5","0","0","1410"
"3","1","10801","5","0","0","1440"
"4","1","10801","5","0","0","1470"
"5","1","10801","5","0","0","1500"
"0","1","10801","6","0","0","1575"
"1","1","10801","6","0","0","1590"
"2","1","10801","6","0","0","1605"
"3","1","10801","6","0","0","1620"
"4","1","10801","6","0","0","1635"
"5","1","10801","6","0","0","1650"
"0","1","10801","7","0","0","1725"
"1","1","10801","7","0","0","1740"
"2","1","10801","7","0","0","1755"
"3","1","10801","7","0","0","1770"
"4","1","10801","7","0","0","1785"
"5","1","10801","7","0","0","1800"
"0","1","10801","8","0","0","1875"
"1","1","10801","8","0","0","1890"
"2","1","10801","8","0","0","1905"
"3","1","10801","8","0","0","1920"
"4","1","10801","8","0","0","1935"
"5","1","10801","8","0","0","1950"
"0","1","10801","9","0","0","2025"
"1","1","10801","9","0","0","2040"
"2","1","10801","9","0","0","2055"
"3","1","10801","9","0","0","2070"
"4","1","10801","9","0","0","2085"
"5","1","10801","9","0","0","2100"
"0","1","10801","10","0","0","2175"
"1","1","10801","10","0","0","2190"
"2","1","10801","10","0","0","2205"
"3","1","10801","10","0","0","2220"
"4","1","10801","10","0","0","2235"
"5","1","10801","10","0","0","2250"
"0","2","10802","1","0","0","300"
"1","2","10802","1","0","0","360"
"2","2","10802","1","0","0","420"
"3","2","10802","1","0","0","480"
"4","2","10802","1","0","0","540"
"5","2","10802","1","0","0","600"
"0","2","10802","2","0","0","900"
"1","2","10802","2","0","0","960"
"2","2","10802","2","0","0","1020"
"3","2","10802","2","0","0","1080"
"4","2","10802","2","0","0","1140"
"5","2","10802","2","0","0","1200"
"0","2","10802","3","0","0","1500"
"1","2","10802","3","0","0","1560"
"2","2","10802","3","0","0","1620"
"3","2","10802","3","0","0","1680"
"4","2","10802","3","0","0","1740"
"5","2","10802","3","0","0","1800"
"0","2","10802","4","0","0","2100"
"1","2","10802","4","0","0","2160"
"2","2","10802","4","0","0","2220"
"3","2","10802","4","0","0","2280"
"4","2","10802","4","0","0","2340"
"5","2","10802","4","0","0","2400"
"0","2","10802","5","0","0","2700"
"1","2","10802","5","0","0","2760"
"2","2","10802","5","0","0","2820"
"3","2","10802","5","0","0","2880"
"4","2","10802","5","0","0","2940"
"5","2","10802","5","0","0","3000"
"0","2","10802","6","0","0","3150"
"1","2","10802","6","0","0","3180"
"2","2","10802","6","0","0","3210"
"3","2","10802","6","0","0","3240"
"4","2","10802","6","0","0","3270"
"5","2","10802","6","0","0","3300"
"0","2","10802","7","0","0","3450"
"1","2","10802","7","0","0","3480"
"2","2","10802","7","0","0","3510"
"3","2","10802","7","0","0","3540"
"4","2","10802","7","0","0","3570"
"5","2","10802","7","0","0","3600"
"0","2","10802","8","0","0","3750"
"1","2","10802","8","0","0","3780"
"2","2","10802","8","0","0","3810"
"3","2","10802","8","0","0","3840"
"4","2","10802","8","0","0","3870"
"5","2","10802","8","0","0","3900"
"0","2","10802","9","0","0","4050"
"1","2","10802","9","0","0","4080"
"2","2","10802","9","0","0","4110"
"3","2","10802","9","0","0","4140"
"4","2","10802","9","0","0","4170"
"5","2","10802","9","0","0","4200"
"0","2","10802","10","0","0","4350"
"1","2","10802","10","0","0","4380"
"2","2","10802","10","0","0","4410"
"3","2","10802","10","0","0","4440"
"4","2","10802","10","0","0","4470"
"5","2","10802","10","0","0","4500"
"0","8","10803","1","0","0","1000"
"1","8","10803","1","0","0","1200"
"2","8","10803","1","0","0","1400"
"3","8","10803","1","0","0","1600"
"4","8","10803","1","0","0","1800"
"5","8","10803","1","0","0","2000"
"0","8","10803","2","0","0","3000"
"1","8","10803","2","0","0","3200"
"2","8","10803","2","0","0","3400"
"3","8","10803","2","0","0","3600"
"4","8","10803","2","0","0","3800"
"5","8","10803","2","0","0","4000"
"0","8","10803","3","0","0","5000"
"1","8","10803","3","0","0","5200"
"2","8","10803","3","0","0","5400"
"3","8","10803","3","0","0","5600"
"4","8","10803","3","0","0","5800"
"5","8","10803","3","0","0","6000"
"0","8","10803","4","0","0","7000"
"1","8","10803","4","0","0","7200"
"2","8","10803","4","0","0","7400"
"3","8","10803","4","0","0","7600"
"4","8","10803","4","0","0","7800"
"5","8","10803","4","0","0","8000"
"0","8","10803","5","0","0","9000"
"1","8","10803","5","0","0","9200"
"2","8","10803","5","0","0","9400"
"3","8","10803","5","0","0","9600"
"4","8","10803","5","0","0","9800"
"5","8","10803","5","0","0","10000"
"0","8","10803","6","0","0","10500"
"1","8","10803","6","0","0","10600"
"2","8","10803","6","0","0","10700"
"3","8","10803","6","0","0","10800"
"4","8","10803","6","0","0","10900"
"5","8","10803","6","0","0","11000"
"0","8","10803","7","0","0","11500"
"1","8","10803","7","0","0","11600"
"2","8","10803","7","0","0","11700"
"3","8","10803","7","0","0","11800"
"4","8","10803","7","0","0","11900"
"5","8","10803","7","0","0","12000"
"0","8","10803","8","0","0","12500"
"1","8","10803","8","0","0","12600"
"2","8","10803","8","0","0","12700"
"3","8","10803","8","0","0","12800"
"4","8","10803","8","0","0","12900"
"5","8","10803","8","0","0","13000"
"0","8","10803","9","0","0","13500"
"1","8","10803","9","0","0","13600"
"2","8","10803","9","0","0","13700"
"3","8","10803","9","0","0","13800"
"4","8","10803","9","0","0","13900"
"5","8","10803","9","0","0","14000"
"0","8","10803","10","0","0","14500"
"1","8","10803","10","0","0","14600"
"2","8","10803","10","0","0","14700"
"3","8","10803","10","0","0","14800"
"4","8","10803","10","0","0","14900"
"5","8","10803","10","0","0","15000"
"0","9","10804","1","0","0","1000"
"1","9","10804","1","0","0","1200"
"2","9","10804","1","0","0","1400"
"3","9","10804","1","0","0","1600"
"4","9","10804","1","0","0","1800"
"5","9","10804","1","0","0","2000"
"0","9","10804","2","0","0","3000"
"1","9","10804","2","0","0","3200"
"2","9","10804","2","0","0","3400"
"3","9","10804","2","0","0","3600"
"4","9","10804","2","0","0","3800"
"5","9","10804","2","0","0","4000"
"0","9","10804","3","0","0","5000"
"1","9","10804","3","0","0","5200"
"2","9","10804","3","0","0","5400"
"3","9","10804","3","0","0","5600"
"4","9","10804","3","0","0","5800"
"5","9","10804","3","0","0","6000"
"0","9","10804","4","0","0","7000"
"1","9","10804","4","0","0","7200"
"2","9","10804","4","0","0","7400"
"3","9","10804","4","0","0","7600"
"4","9","10804","4","0","0","7800"
"5","9","10804","4","0","0","8000"
"0","9","10804","5","0","0","9000"
"1","9","10804","5","0","0","9200"
"2","9","10804","5","0","0","9400"
"3","9","10804","5","0","0","9600"
"4","9","10804","5","0","0","9800"
"5","9","10804","5","0","0","10000"
"0","9","10804","6","0","0","10500"
"1","9","10804","6","0","0","10600"
"2","9","10804","6","0","0","10700"
"3","9","10804","6","0","0","10800"
"4","9","10804","6","0","0","10900"
"5","9","10804","6","0","0","11000"
"0","9","10804","7","0","0","11500"
"1","9","10804","7","0","0","11600"
"2","9","10804","7","0","0","11700"
"3","9","10804","7","0","0","11800"
"4","9","10804","7","0","0","11900"
"5","9","10804","7","0","0","12000"
"0","9","10804","8","0","0","12500"
"1","9","10804","8","0","0","12600"
"2","9","10804","8","0","0","12700"
"3","9","10804","8","0","0","12800"
"4","9","10804","8","0","0","12900"
"5","9","10804","8","0","0","13000"
"0","9","10804","9","0","0","13500"
"1","9","10804","9","0","0","13600"
"2","9","10804","9","0","0","13700"
"3","9","10804","9","0","0","13800"
"4","9","10804","9","0","0","13900"
"5","9","10804","9","0","0","14000"
"0","9","10804","10","0","0","14500"
"1","9","10804","10","0","0","14600"
"2","9","10804","10","0","0","14700"
"3","9","10804","10","0","0","14800"
"4","9","10804","10","0","0","14900"
"5","9","10804","10","0","0","15000"
