95a0376a0d6c46b0e31cb33b843641d84a55d17dd77bd343cf6b7d2268c28fc0,f6c09f191b2d40af0f8cdb973c6bccae3075c79fd7a1d50bb0e8f4d9d9564c73,36db4943d6c29165d67c3b7187e75ee8855e650afcc4d7da6c9ee0a88b52c4ed,72d7d35f07064c4f622e7200c2cf3c28893c9560d4b7462b43cdb5ab1b1f4645,20d7b948036d0f6e6417398a24b1d74f5f8e5ec20bfb55e6bc5ff26738f8acc8,1cfb811d6b74d2a173a0b66ff97bbc95e553043781527e33656a5e4347d7dbb7,154354229d04bf59a72268748366e78ac1c237f98c1c648e77a103e3437ee12f,c4854c86fd55bab1bc08c9ebceb9239d9633b5dfa7d5b86290d70ba1d6ce2f8b,a63e66f2e785d7682d3e80f180770f3b77d6a38811e2252afdf145a9667ed216,173b7af2f6dd8f69348891330e58d3777fba066bbd50b0d429001e705325f9d8,1c6669c67080ba4d9e68d7750b5dee00901b1a40bd0cd30754470a0f48f056b8
"3","wac_birthday_idle_wish","","","1","23814","","104511","0.2","","23814041"
"2","150","0.01","","-320","23814","","104511","","","23814042"
"3","wac_birthday_idle_smile","","","1","23814","","105311","0.2","","23814043"
"2","260","0.01","","-360","23814","","105311","","","23814044"
"3","wac_birthday_idle_normal","","","1","23814","","105511","0.2","","23814045"
"2","400","0.01","","-320","23814","","105511","","","23814046"
"3","wac_birthday_idle_smile","","","1","23814","","103011","0.2","","23814047"
"2","520","0.01","","-340","23814","","103011","","","23814048"
"93","","","","","23814","","0","","","23814049"
"32","1","","","","23814","","800","","","23814050"
"93","","","","","23814","","0.7","","","23814051"
"32","1","","","","23814","","702","","","23814052"
"93","","","","","23814","","0.5","","","23814053"
"23","se_sys_login_birthday_blow_candle","","","0","23814","","se_common","","","23814054"
"32","0","","","","23814","","701","","","23814055"
"93","","","","","23814","","0.4","","","23814056"
"23","se_sys_login_birthday_cracker","","","0","23814","","se_common","","","23814057"
"32","1","","","","23814","","700","","","23814058"
"23","se_sys_login_birthday_calendar_applause","","","0","23814","","se_common","","","23814059"
"3","wac_birthday_clap_to_wish","wac_birthday_idle_wish","1","0","23814","","104511","0.2","0.2","23814060"
"3","wac_birthday_clap","wac_birthday_idle_normal","1","0","23814","","105511","0.2","0.2","23814061"
"93","","","","","23814","","0.1","","","23814062"
"3","wac_birthday_clap","wac_birthday_idle_smile","1","0","23814","","105311","0.2","0.2","23814063"
"93","","","","","23814","","0.1","","","23814064"
"3","wac_birthday_clap","wac_birthday_idle_smile","1","0","23814","","103011","0.2","0.2","23814065"
"93","","","","","23814","","2","","","23814066"
"131","","","","","23814","","1","","","23814067"
"3","wac_birthday_talk_doya","","1","1","23814","","100811","0.2","","23814068"
"21","vo_wac_23814_000","0","","0","23814","","vo_wac_23814","","","23814069"
"11","今日は何の日か、もちろん分かるよね？\nこの世で一番かわいくて美しいボクが\n誕生して、みんなの美意識が刷新された\nことをお祝いする、世界的記念日だよ♪","1","1","10","23814","0.5","100811","0","0","23814070"
"91","","","","","23814","","0","","","23814071"
"3","wac_birthday_talk_wish","","","1","23814","","104511","0.2","","23814072"
"21","vo_wac_23814_001","0","","0","23814","","vo_wac_23814","","","23814073"
"11","そ、そうだったんですか……？\nクウカは、あんまり歴史とか時事とかに\n詳しくないので、そんなすごい日\nだったなんて知りませんでした……","1","1","10","23814","0.5","104511","0","0","23814074"
"91","","","","","23814","","0","","","23814075"
"3","wac_birthday_idle_wish","","","1","23814","","104511","0.2","","23814076"
"3","wac_birthday_talk_doya","","","1","23814","","105311","0.2","","23814077"
"21","vo_wac_23814_002","0","","0","23814","","vo_wac_23814","","","23814078"
"11","うむ、ツッコむのもめんどくさい。\nともあれ、健康に誕生日を\n迎えたことはめでたいことだ！\nおめでとう、ユキ！","1","1","10","23814","0.5","105311","0","0","23814079"
"91","","","","","23814","","0","","","23814080"
"3","wac_birthday_idle_doya","","","1","23814","","105311","0.2","","23814081"
"3","wac_birthday_talk_normal","","","1","23814","","100811","0.2","","23814082"
"21","vo_wac_23814_003","0","","0","23814","","vo_wac_23814","","","23814083"
"11","どうもありがとう♪\nそれにしても素晴らしいケーキだね、\nボクのために用意してくれたの？","1","1","10","23814","0.5","100811","0","0","23814084"
"91","","","","","23814","","0","","","23814085"
"3","wac_birthday_idle_normal","","","1","23814","","100811","0.2","","23814086"
"3","wac_birthday_talk_smile","","","1","23814","","105511","0.2","","23814087"
"21","vo_wac_23814_004","0","","0","23814","","vo_wac_23814","","","23814088"
"11","はい♪　喜んでもらえるように、\nお店の人に頼んでしっかり\n見た目にもこだわってもらいました。","1","1","10","23814","0.5","105511","0","0","23814089"
"91","","","","","23814","","0","","","23814090"
"3","wac_birthday_idle_smile","","","1","23814","","105511","0.2","","23814091"
"3","wac_birthday_talk_kyapi","","","1","23814","","103011","0.2","","23814092"
"21","vo_wac_23814_005","0","","0","23814","","vo_wac_23814","","","23814093"
"11","ちなみにご予算がかかったので、\nショーグンにもルピを出してもらい\nマシタ！　感謝の極みデス！","1","1","10","23814","0.5","103011","0","0","23814094"
"91","","","","","23814","","0","","","23814095"
"3","wac_birthday_idle_kyapi","","","1","23814","","103011","0.2","","23814096"
"3","wac_birthday_talk_doya","","","1","23814","","100811","0.2","","23814097"
"21","vo_wac_23814_006","0","","0","23814","","vo_wac_23814","","","23814098"
"11","そうだったんだ……感謝しなきゃね♪\nお礼に今日は、好きな角度から\n心ゆくまで、ボクのかわいい顔を\n堪能してもらってかまわないよ♪","1","1","10","23814","0.5","100811","0","0","23814099"
"91","","","","","23814","","0","","","23814100"
"22","","","","","23814","","0","","","23814101"
"25","bgm_M321_2C","","","","25214","","bgm_M321","","","25214001"
"1","104911","-1000","-70","250","25214","wac_birthday_idle_normal","1","2","0","25214002"
"1","101111","230","-270","256","25214","wac_birthday_idle_wish","1","2","1","25214003"
"1","106811","410","-310","257","25214","wac_birthday_idle_smile","1","2","1","25214004"
"13","300","","","","25214","","104911","","","25214005"
"13","300","","","","25214","","101111","","","25214006"
"13","300","","","","25214","","106811","","","25214007"
"31","600","0","1","0","25214","","600","1","","25214008"
"31","602","0","1","0","25214","","602","0","","25214009"
"31","603","0","1","0","25214","","603","0","","25214010"
"31","604","60","1","30","25214","","604","1","","25214011"
"31","614","0","1","0","25214","","614","1","","25214012"
"31","700","0","1","0","25214","","700","0","","25214013"
"31","701","0","1","0","25214","","701","0","","25214014"
"31","702","0","1","0","25214","","702","0","","25214015"
"31","800","0","1","0","25214","","800","0","","25214016"
"31","940","60","1","30","25214","","940","1","","25214017"
"93","","","","","25214","","1","","","25214018"
"3","wac_birthday_reaction_05","wac_birthday_reaction_02","1","0","25214","","106811","0.2","0.2","25214019"
"93","","","","","25214","","0.1","","","25214020"
"3","wac_birthday_reaction_01","wac_birthday_reaction_03","1","0","25214","","101111","0.2","0.2","25214021"
"93","","","","","25214","","0.3","","","25214022"
"3","wac_birthday_tsumugi_run_01","","","1","25214","","104911","0.2","","25214023"
"2","0","3","","-70","25214","","104911","","","25214024"
"93","","","","","25214","","2.5","","","25214025"
"32","1","","","","25214","","602","","","25214026"
"93","","","","","25214","","0.6","","","25214027"
"32","0","","","","25214","","600","","","25214028"
"32","0","","","","25214","","614","","","25214029"
"32","0","","","","25214","","604","","","25214030"
"32","1","","","","25214","","701","","","25214031"
"33","0","0.01","","0","25214","","940","","","25214032"
"3","wac_birthday_blowout_01","wac_birthday_idle_wish","1","0","25214","","104911","0.2","0.2","25214033"
"2","-200","0.01","","-330","25214","","104911","","","25214034"
"3","wac_birthday_idle_wish","","","1","25214","","101111","0.2","","25214035"
"2","180","0.01","","-320","25214","","101111","","","25214036"
"3","wac_birthday_idle_smile","","","1","25214","","106811","0.2","","25214037"
"2","320","0.01","","-340","25214","","106811","","","25214038"
"93","","","","","25214","","0","","","25214039"
"32","1","","","","25214","","800","","","25214040"
"93","","","","","25214","","0.7","","","25214041"
"32","1","","","","25214","","702","","","25214042"
"93","","","","","25214","","0.5","","","25214043"
"23","se_sys_login_birthday_blow_candle","","","0","25214","","se_common","","","25214044"
"32","0","","","","25214","","701","","","25214045"
"93","","","","","25214","","0.4","","","25214046"
"23","se_sys_login_birthday_cracker","","","0","25214","","se_common","","","25214047"
"32","1","","","","25214","","700","","","25214048"
"23","se_sys_login_birthday_calendar_applause","","","0","25214","","se_common","","","25214049"
"3","wac_birthday_clap_to_wish","wac_birthday_idle_wish","1","0","25214","","101111","0.2","0.2","25214050"
"93","","","","","25214","","0.1","","","25214051"
"3","wac_birthday_clap","wac_birthday_idle_smile","1","0","25214","","106811","0.2","0.2","25214052"
"93","","","","","25214","","2","","","25214053"
"131","","","","","25214","","1","","","25214054"
"21","vo_wac_25214_000","0","","0","25214","","vo_wac_25214","","","25214055"
"11","わあ、素敵なケーキだね。\nお姉ちゃんのために\n弟くんが用意してくれたの？\n愛を感じちゃうなあ。","1","1","10","25214","0.5","104911","0","0","25214056"
"91","","","","","25214","","0","","","25214057"
"3","wac_birthday_idle_normal","","","1","25214","","104911","0.2","","25214058"
"3","wac_birthday_talk_anger","","","1","25214","","101111","0.2","","25214059"
"21","vo_wac_25214_001","0","","0","25214","","vo_wac_25214","","","25214060"
"11","ちょっと待ってくださいお姉ちゃん！\n私たちも手伝ってますよ！\nココとか！　ココもです！","1","1","10","25214","0.5","101111","0","0","25214061"
"91","","","","","25214","","0","","","25214062"
"3","wac_birthday_idle_normal","","","1","25214","","101111","0.2","","25214063"
"3","wac_birthday_talk_normal","","","1","25214","","106811","0.2","","25214064"
"21","vo_wac_25214_002","0","","0","25214","","vo_wac_25214","","","25214065"
"11","シズルちゃんへの感謝の\n気持ちを込めてね。\nって、お邪魔じゃなければ\nいいんだけど。","1","1","10","25214","0.5","106811","0","0","25214066"
"91","","","","","25214","","0","","","25214067"
"3","wac_birthday_idle_smile","","","1","25214","","106811","0.2","","25214068"
"3","wac_birthday_talk_smile","","","1","25214","","104911","0.2","","25214069"
"21","vo_wac_25214_003","0","","0","25214","","vo_wac_25214","","","25214070"
"11","そんなことないよ～。\nありがとうね、マスター、リノちゃん。\n弟くんにはこのあとたっぷりと\n付き合ってもらうから大丈夫だよ。ね？","1","1","10","25214","0.5","104911","0","0","25214071"
"91","","","","","25214","","0","","","25214072"
"3","wac_birthday_talk_anger","","","1","25214","","101111","0.2","","25214073"
"21","vo_wac_25214_004","0","","0","25214","","vo_wac_25214","","","25214074"
"11","あー！　お姉ちゃん！\n誕生日だからってずるいですよ！","1","1","10","25214","0.5","101111","0","0","25214075"
"91","","","","","25214","","0","","","25214076"
"22","","","","","25214","","0","","","25214077"
"25","bgm_M321_2C","","","","25314","","bgm_M321","","","25314001"
"1","104711","-1000","-70","250","25314","wac_birthday_idle_normal","1","2","0","25314002"
"1","107111","200","-270","256","25314","wac_birthday_idle_normal","1","2","1","25314003"
"1","100511","320","-310","258","25314","wac_birthday_idle_smile","1","2","1","25314004"
"1","103711","460","-290","257","25314","wac_birthday_idle_smile","1","2","1","25314005"
"13","300","","","","25314","","104711","","","25314006"
"13","300","","","","25314","","107111","","","25314007"
"13","300","","","","25314","","100511","","","25314008"
"13","300","","","","25314","","103711","","","25314009"
"31","600","0","1","0","25314","","600","1","","25314010"
"31","602","0","1","0","25314","","602","0","","25314011"
"31","603","0","1","0","25314","","603","0","","25314012"
"31","604","60","1","30","25314","","604","1","","25314013"
"31","614","0","1","0","25314","","614","1","","25314014"
"31","700","0","1","0","25314","","700","0","","25314015"
"31","701","0","1","0","25314","","701","0","","25314016"
"31","703","0","1","0","25314","","703","0","","25314017"
"31","800","0","1","0","25314","","800","0","","25314018"
"31","941","60","1","30","25314","","941","1","","25314019"
"93","","","","","25314","","1","","","25314020"
"3","wac_birthday_reaction_02","wac_birthday_reaction_02","1","0","25314","","100511","0.2","0.2","25314021"
"93","","","","","25314","","0.1","","","25314022"
"3","wac_birthday_reaction_01","wac_birthday_reaction_03","1","0","25314","","107111","0.2","0.2","25314023"
"3","wac_birthday_reaction_05","wac_birthday_reaction_04","1","0","25314","","103711","0.2","0.2","25314024"
"93","","","","","25314","","0.3","","","25314025"
"3","wac_birthday_run_01","","","1","25314","","104711","0.2","","25314026"
"2","0","3","","-70","25314","","104711","","","25314027"
"93","","","","","25314","","2.5","","","25314028"
"32","1","","","","25314","","602","","","25314029"
"93","","","","","25314","","0.6","","","25314030"
"32","0","","","","25314","","600","","","25314031"
"32","0","","","","25314","","614","","","25314032"
"32","0","","","","25314","","604","","","25314033"
"32","1","","","","25314","","701","","","25314034"
"33","0","0.01","","0","25314","","941","","","25314035"
"3","wac_birthday_blowout_jun_01","","1","0","25314","","104711","0.2","0.2","25314036"
"2","-200","0.01","","-330","25314","","104711","","","25314037"
"3","wac_birthday_idle_normal","","","1","25314","","107111","0.2","","25314038"
"2","180","0.01","","-320","25314","","107111","","","25314039"
"3","wac_birthday_idle_smile","","","1","25314","","100511","0.2","","25314040"
"2","310","0.01","","-360","25314","","100511","","","25314041"
"3","wac_birthday_idle_smile","","","1","25314","","103711","0.2","","25314042"
"2","450","0.01","","-340","25314","","103711","","","25314043"
"93","","","","","25314","","0","","","25314044"
"32","1","","","","25314","","800","","","25314045"
"91","","","","","25314","","25314036","","","25314046"
"3","wac_birthday_blowout_jun_02","wac_birthday_wish_05","1","0","25314","","104711","0.2","0.2","25314047"
"3","wac_birthday_reaction_03","","","1","25314","","107111","0.2","","25314048"
"93","","","","","25314","","0.1","","","25314049"
"3","wac_birthday_talk_smile","","","1","25314","","100511","0.2","","25314050"
"93","","","","","25314","","0.1","","","25314051"
"3","wac_birthday_reaction_03","","","1","25314","","103711","0.2","","25314052"
"93","","","","","25314","","0.65","","","25314053"
"32","1","","","","25314","","703","","","25314054"
"93","","","","","25314","","0.5","","","25314055"
"23","se_sys_login_birthday_blow_candle","","","0","25314","","se_common","","","25314056"
"32","0","","","","25314","","701","","","25314057"
"93","","","","","25314","","0.4","","","25314058"
"23","se_sys_login_birthday_cracker","","","0","25314","","se_common","","","25314059"
"32","1","","","","25314","","700","","","25314060"
"23","se_sys_login_birthday_calendar_applause","","","0","25314","","se_common","","","25314061"
"3","wac_birthday_clap","wac_birthday_idle_normal","1","0","25314","","107111","0.2","0.2","25314062"
"93","","","","","25314","","0.1","","","25314063"
"3","wac_birthday_clap","wac_birthday_idle_smile","1","0","25314","","100511","0.2","0.2","25314064"
"93","","","","","25314","","0.1","","","25314065"
"3","wac_birthday_clap","wac_birthday_idle_smile","1","0","25314","","103711","0.2","0.2","25314066"
"93","","","","","25314","","2","","","25314067"
"131","","","","","25314","","1","","","25314068"
"21","vo_wac_25314_000","0","","0","25314","","vo_wac_25314","","","25314069"
"11","今日は、こんな盛大なお祝いを\n開いてくれるなんてね。\n個人としても、団長としても、\nすごくうれしいよ。","1","1","10","25314","0.5","104711","0","0","25314070"
"91","","","","","25314","","0","","","25314071"
"3","wac_birthday_idle_wish","","","1","25314","","104711","0.2","","25314072"
"3","wac_birthday_talk_doya","","","1","25314","","107111","0.2","","25314073"
"21","vo_wac_25314_001","0","","0","25314","","vo_wac_25314","","","25314074"
"11","当然だな☆\nこのクリスティーナが全て段取りを\nつけたのだ、満足できないはずがない！","1","1","10","25314","0.5","107111","0","0","25314075"
"91","","","","","25314","","0","","","25314076"
"3","wac_birthday_idle_doya","","","1","25314","","107111","0.2","","25314077"
"3","wac_birthday_talk_sad_maturi","","","1","25314","","100511","0.2","","25314078"
"21","vo_wac_25314_002","0","","0","25314","","vo_wac_25314","","","25314079"
"11","……その段取りを実行に移すために、\nボロ雑巾になるまで働いたのは\n自分たちなんスけど。","1","1","10","25314","0.5","100511","0","0","25314080"
"91","","","","","25314","","0","","","25314081"
"3","wac_birthday_idle_normal","","","1","25314","","100511","0.2","","25314082"
"3","wac_birthday_talk_wish","","","1","25314","","104711","0.2","","25314083"
"21","vo_wac_25314_003","0","","0","25314","","vo_wac_25314","","","25314084"
"11","そうだったのか。\nクリスちゃんも、みんなも、\n私なんかのためにありがとう。","1","1","10","25314","0.5","104711","0","0","25314085"
"91","","","","","25314","","0","","","25314086"
"3","wac_birthday_idle_wish","","","1","25314","","104711","0.2","","25314087"
"3","wac_birthday_talk_smile_tomo","","","1","25314","","103711","0.2","","25314088"
"21","vo_wac_25314_004","0","","0","25314","","vo_wac_25314","","","25314089"
"11","私なんかのために、\nなんて言わないでください。\nジュンさんのことが大好きだから、\n頑張って準備したんですよ♪","1","1","10","25314","0.5","103711","0","0","25314090"
"91","","","","","25314","","0","","","25314091"
"3","wac_birthday_idle_smile","","","1","25314","","103711","0.2","","25314092"
"3","wac_birthday_talk_wish","","","1","25314","","104711","0.2","","25314093"
"21","vo_wac_25314_005","0","","0","25314","","vo_wac_25314","","","25314094"
"11","ふふっ、そうだね、ごめん。\n【王宮騎士団（NIGHTMARE）】\nの団長で、私は幸せ者だ……こんなにも\n素敵な仲間に恵まれたのだから。","1","1","10","25314","0.5","104711","0","0","25314095"
"91","","","","","25314","","0","","","25314096"
"22","","","","","25314","","0","","","25314097"
"25","bgm_M321_2C","","","","26214","","bgm_M321","","","26214001"
"1","103811","-1000","-70","250","26214","wac_birthday_idle_normal","1","2","0","26214002"
"1","103311","200","-270","256","26214","wac_birthday_idle_smile","1","2","1","26214003"
"1","105211","315","-310","258","26214","wac_birthday_idle_kyapi","1","2","1","26214004"
"1","102611","450","-290","257","26214","wac_birthday_idle_normal","1","2","1","26214005"
"13","300","","","","26214","","103811","","","26214006"
"13","300","","","","26214","","103311","","","26214007"
"13","300","","","","26214","","105211","","","26214008"
"13","300","","","","26214","","102611","","","26214009"
"31","600","0","1","0","26214","","600","1","","26214010"
"31","602","0","1","0","26214","","602","0","","26214011"
"31","603","0","1","0","26214","","603","0","","26214012"
"31","604","60","1","30","26214","","604","1","","26214013"
"31","614","0","1","0","26214","","614","1","","26214014"
"31","700","0","1","0","26214","","700","0","","26214015"
"31","701","0","1","0","26214","","701","0","","26214016"
"31","702","0","1","0","26214","","702","0","","26214017"
"31","800","0","1","0","26214","","800","0","","26214018"
"31","942","60","1","30","26214","","942","1","","26214019"
"93","","","","","26214","","1","","","26214020"
"3","wac_birthday_reaction_01","wac_birthday_reaction_04","1","0","26214","","105211","0.2","0.2","26214021"
"93","","","","","26214","","0.1","","","26214022"
"3","wac_birthday_reaction_03","wac_birthday_reaction_01","1","0","26214","","103311","0.2","0.2","26214023"
"3","wac_birthday_reaction_02","wac_birthday_reaction_03","1","0","26214","","102611","0.2","0.2","26214024"
"93","","","","","26214","","0.3","","","26214025"
"3","wac_birthday_run_01","","","1","26214","","103811","0.2","","26214026"
"2","0","3","","-70","26214","","103811","","","26214027"
"93","","","","","26214","","2.5","","","26214028"
"32","1","","","","26214","","602","","","26214029"
"93","","","","","26214","","0.6","","","26214030"
"32","0","","","","26214","","600","","","26214031"
"32","0","","","","26214","","614","","","26214032"
"32","0","","","","26214","","604","","","26214033"
"32","1","","","","26214","","701","","","26214034"
"33","0","0.01","","0","26214","","942","","","26214035"
"3","wac_birthday_blowout_03","wac_birthday_wish_05","1","0","26214","","103811","0.2","0.2","26214036"
"2","-200","0.01","","-330","26214","","103811","","","26214037"
"3","wac_birthday_idle_smile","","","1","26214","","103311","0.2","","26214038"
"2","180","0.01","","-320","26214","","103311","","","26214039"
"3","wac_birthday_idle_kyapi","","","1","26214","","105211","0.2","","26214040"
"2","285","0.01","","-360","26214","","105211","","","26214041"
"3","wac_birthday_idle_normal","","","1","26214","","102611","0.2","","26214042"
"2","425","0.01","","-340","26214","","102611","","","26214043"
"93","","","","","26214","","0","","","26214044"
"32","1","","","","26214","","800","","","26214045"
"93","","","","","26214","","0.7","","","26214046"
"32","1","","","","26214","","702","","","26214047"
"93","","","","","26214","","0.5","","","26214048"
"23","se_sys_login_birthday_blow_candle","","","0","26214","","se_common","","","26214049"
"32","0","","","","26214","","701","","","26214050"
"93","","","","","26214","","0.4","","","26214051"
"23","se_sys_login_birthday_cracker","","","0","26214","","se_common","","","26214052"
"32","1","","","","26214","","700","","","26214053"
"23","se_sys_login_birthday_calendar_applause","","","0","26214","","se_common","","","26214054"
"3","wac_birthday_clap","wac_birthday_idle_smile","1","0","26214","","103311","0.2","0.2","26214055"
"93","","","","","26214","","0.1","","","26214056"
"3","wac_birthday_clap","wac_birthday_idle_kyapi","1","0","26214","","105211","0.2","0.2","26214057"
"93","","","","","26214","","0.1","","","26214058"
"3","wac_birthday_clap","wac_birthday_idle_normal","1","0","26214","","102611","0.2","0.2","26214059"
"93","","","","","26214","","2","","","26214060"
"131","","","","","26214","","1","","","26214061"
"21","vo_wac_26214_000","0","","0","26214","","vo_wac_26214","","","26214062"
"11","わぁ、絵本に出てきそうな\n大きなケーキですね。\nもしかして、\n私の誕生日のために……？","1","1","10","26214","0.5","103811","0","0","26214063"
"91","","","","","26214","","0","","","26214064"
"3","wac_birthday_idle_wish","","","1","26214","","103811","0.2","","26214065"
"3","wac_birthday_talk_smile","","","1","26214","","103311","0.2","","26214066"
"21","vo_wac_26214_001","0","","0","26214","","vo_wac_26214","","","26214067"
"11","そうだべ！\n誕生日おめでとう、シオシオ！\nこのケーキはシオシオの好きな\n牧場特製の食材も使って作ったべや！","1","1","10","26214","0.5","103311","0","0","26214068"
"91","","","","","26214","","0","","","26214069"
"3","wac_birthday_idle_smile","","","1","26214","","103311","0.2","","26214070"
"3","wac_birthday_talk_kyapi","","","1","26214","","105211","0.2","","26214071"
"21","vo_wac_26214_002","0","","0","26214","","vo_wac_26214","","","26214072"
"11","私もだけど、彼とリンちゃんも準備を\nがんばったのよ♪\nふふっ、シオリちゃんのために～って\n張り切ってたのよね？","1","1","10","26214","0.5","105211","0","0","26214073"
"91","","","","","26214","","26214073","","","26214074"
"3","wac_birthday_idle_kyapi","","","1","26214","","105211","0.2","","26214075"
"3","wac_birthday_talk_normal","","","1","26214","","102611","0.2","","26214076"
"21","vo_wac_26214_003","0","","0","26214","","vo_wac_26214","","","26214077"
"11","そ、そりゃあしおりんのためだったら、\nあたしだって、がんばるよ。\nほんと、おめでとうしおりん。\nいつもありがとね。","1","1","10","26214","0.5","102611","0","0","26214078"
"91","","","","","26214","","0","","","26214079"
"3","wac_birthday_talk_wish","","","1","26214","","103811","0.2","","26214080"
"3","wac_birthday_idle_normal","","","1","26214","","102611","0.2","","26214081"
"21","vo_wac_26214_004","0","","0","26214","","vo_wac_26214","","","26214082"
"11","リンちゃん……それにみんな、\n本当にありがとうございます。\nあなたも来てくれるなんて、\n私、とってもうれしいです。","1","1","10","26214","0.5","103811","0","0","26214083"
"91","","","","","26214","","0","","","26214084"
"22","","","","","26214","","0","","","26214085"
"25","bgm_M321_2C","","","","26224","","bgm_M321","","","26224001"
"1","101411","-1000","-70","250","26224","wac_birthday_idle_normal","1","2","0","26224002"
"1","101711","200","-270","256","26224","wac_birthday_idle_kyapi","1","2","1","26224003"
"1","101011","315","-310","258","26224","wac_birthday_idle_wish","1","2","1","26224004"
"1","104311","450","-290","257","26224","wac_birthday_idle_normal","1","2","1","26224005"
"13","300","","","","26224","","101411","","","26224006"
"13","300","","","","26224","","101711","","","26224007"
"13","300","","","","26224","","101011","","","26224008"
"13","300","","","","26224","","104311","","","26224009"
"31","601","0","1","0","26224","","601","1","","26224010"
"31","602","0","1","0","26224","","602","0","","26224011"
"31","603","0","1","0","26224","","603","0","","26224012"
"31","604","60","1","30","26224","","604","1","","26224013"
"31","614","0","1","0","26224","","614","1","","26224014"
"31","700","0","1","0","26224","","700","0","","26224015"
"31","701","0","1","0","26224","","701","0","","26224016"
"31","702","0","1","0","26224","","702","0","","26224017"
"31","800","0","1","0","26224","","800","0","","26224018"
"31","943","60","1","30","26224","","943","1","","26224019"
"93","","","","","26224","","1","","","26224020"
"3","wac_birthday_reaction_01","wac_birthday_reaction_04","1","0","26224","","101011","0.2","0.2","26224021"
"93","","","","","26224","","0.1","","","26224022"
"3","wac_birthday_reaction_03","wac_birthday_reaction_01","1","0","26224","","101711","0.2","0.2","26224023"
"3","wac_birthday_reaction_02","wac_birthday_reaction_03","1","0","26224","","104311","0.2","0.2","26224024"
"93","","","","","26224","","0.3","","","26224025"
"3","wac_birthday_run_01","","","1","26224","","101411","0.2","","26224026"
"2","0","3","","-70","26224","","101411","","","26224027"
"93","","","","","26224","","2.5","","","26224028"
"32","1","","","","26224","","602","","","26224029"
"93","","","","","26224","","0.6","","","26224030"
"32","0","","","","26224","","601","","","26224031"
"32","0","","","","26224","","614","","","26224032"
"32","0","","","","26224","","604","","","26224033"
"32","1","","","","26224","","701","","","26224034"
"33","0","0.01","","0","26224","","943","","","26224035"
"3","wac_birthday_blowout_01_kasumi","wac_birthday_wish_kasumi","1","0","26224","","101411","0.2","0.2","26224036"
"2","-200","0.01","","-330","26224","","101411","","","26224037"
"3","wac_birthday_idle_kyapi","","","1","26224","","101711","0.2","","26224038"
"2","180","0.01","","-320","26224","","101711","","","26224039"
"3","wac_birthday_idle_wish","","","1","26224","","101011","0.2","","26224040"
"2","285","0.01","","-360","26224","","101011","","","26224041"
"3","wac_birthday_idle_normal","","","1","26224","","104311","0.2","","26224042"
"2","425","0.01","","-340","26224","","104311","","","26224043"
"93","","","","","26224","","0","","","26224044"
"32","1","","","","26224","","800","","","26224045"
"93","","","","","26224","","0.7","","","26224046"
"32","1","","","","26224","","702","","","26224047"
"93","","","","","26224","","0.5","","","26224048"
"23","se_sys_login_birthday_blow_candle","","","0","26224","","se_common","","","26224049"
"32","0","","","","26224","","701","","","26224050"
"93","","","","","26224","","0.4","","","26224051"
"23","se_sys_login_birthday_cracker","","","0","26224","","se_common","","","26224052"
"32","1","","","","26224","","700","","","26224053"
"23","se_sys_login_birthday_calendar_applause","","","0","26224","","se_common","","","26224054"
"3","wac_birthday_clap","wac_birthday_idle_kyapi","1","0","26224","","101711","0.2","0.2","26224055"
"93","","","","","26224","","0.1","","","26224056"
"3","wac_birthday_clap","wac_birthday_idle_wish","1","0","26224","","101011","0.2","0.2","26224057"
"93","","","","","26224","","0.1","","","26224058"
"3","wac_birthday_clap","wac_birthday_idle_normal","1","0","26224","","104311","0.2","0.2","26224059"
"93","","","","","26224","","2","","","26224060"
"131","","","","","26224","","1","","","26224061"
"21","vo_wac_26224_000","0","","0","26224","","vo_wac_26224","","","26224062"
"11","わっ、これは随分と豪華なケーキだね。\nふむ……今日、ケーキを準備して誰かを\n待ち、そして後から呼ばれたのは……\nこの推理だと、わ、私のためかい？","1","1","10","26224","0.5","101411","0","0","26224063"
"91","","","","","26224","","0","","","26224064"
"3","wac_birthday_idle_normal","","","1","26224","","101411","0.2","","26224065"
"3","wac_birthday_talk_kyapi","","","1","26224","","101711","0.2","","26224066"
"21","vo_wac_26224_001","0","","0","26224","","vo_wac_26224","","","26224067"
"11","その通り、今日はカスミの誕生日さ～♪\nさっすが名探偵だね～！\nそれじゃあ早速、みんなで歌って踊って\nお祝いするよ～♪","1","1","10","26224","0.5","101711","0","0","26224068"
"91","","","","","26224","","0","","","26224069"
"3","wac_birthday_idle_kyapi","","","1","26224","","101711","0.2","","26224070"
"3","wac_birthday_talk_wish","","","1","26224","","101011","0.2","","26224071"
"21","vo_wac_26224_002","0","","0","26224","","vo_wac_26224","","","26224072"
"11","そうどすえ♪\nみんなで踊りながら、お祝いしまひょ♪\nカスミはんのために、王子はんも\n準備を手伝ってくれたんよ♪","1","1","10","26224","0.5","101011","0","0","26224073"
"91","","","","","26224","","26224073","","","26224074"
"3","wac_birthday_idle_wish","","","1","26224","","101011","0.2","","26224075"
"3","wac_birthday_talk_normal","","","1","26224","","104311","0.2","","26224076"
"21","vo_wac_26224_003","0","","0","26224","","vo_wac_26224","","","26224077"
