cbcc2a11a699acb7886289b15d49024fef1a04d677dcd49fb2706c8d82fa9d7c,d180d4ee2853f4fb1509b9d244c642c2bfadf3939cc6ae919d7fce96b42a04f6,b1e16c143a22a718ed4f1769bb67bbc55d5f61cc7502baabef9d66a96afff000,13dde2c0413437e54f1952e613bf65d54f14f9ffec40861ac842dc39a81bbcd5,28dea93882c5f0bf1f9b04de3c11cecfd640c0b5cb9f9ea51abe1e9b21804cce,5ce5af8d01fb1923d2aecbd60baf1b429f8c628bb7257db0cd5ba9a81502bf87,0ae1736af21c848aae3676fc68a22b8e4e752d3f13fa5c17c58f1f09c0889569,9acd7254b14fc1d5e1e7662268c00a4e22b8bce0d4d1ce4c50b01d4a2eb1ab1c,a17c77ce2f70eb563e6a58bafa164457a135b8990147617d8a6b210d1509419c,06157df17104571aa77bbe88a9ebc3317cfd525a1b36136a97416dd4a7889003,688287669bfb4f295885db7f2e1f86fb0f5b0038da48def342a8b17e7e2d98b6
"0","","","23","","","se_travel_top","","se_travel_top_geyser_splash","30072","1300720014"
"","","","93","","","3","","0","30072","1300720015"
"","","","111","","","","","","30072","1300720016"
"","","","91","","","0","","","30072","1300720017"
"50","0","-70","1","-50","0.8","1","travel_topdrama_r_3007_idle_A","1000001","30081","1300810001"
"51","1","85","1","-50","0.8","1","travel_topdrama_r_3007_idle_B","1000002","30081","1300810002"
"52","0","-135","1","-75","0.8","1","travel_topdrama_r_3007_idle_C","1000003","30081","1300810003"
"53","1","140","1","-75","0.8","1","travel_topdrama_r_3007_idle_D","1000004","30081","1300810004"
"60","0","0","5","-50","1","15","travel_topdrama_r_3007_idleF","300815","30081","1300810005"
"54","0","0","5","-50","1","15","travel_topdrama_r_3007_idleB","300816","30081","1300810006"
"3","","-57","31","1","1","300800","","300800","30081","1300810007"
"110","0","0","5","-87","1","0","normal","0","30081","1300810008"
"1","","","3","","0.2","1000001","","travel_topdrama_r_3007_idle_A","30081","1300810009"
"1","","","3","","0.2","1000002","","travel_topdrama_r_3007_idle_B","30081","1300810010"
"1","","","3","","0.2","1000003","","travel_topdrama_r_3007_idle_C","30081","1300810011"
"1","","","3","","0.2","1000004","","travel_topdrama_r_3007_idle_D","30081","1300810012"
"","","","91","","","0","","0","30081","1300810013"
"0","","","3","","0.2","300815","","travel_topdrama_r_3007_idleF","30081","1300810014"
"","","","91","","","0","","0","30081","1300810015"
"","","","101","","","1300810013","","","30081","1300810016"
"0","","","3","","","0","","none","30081","1300810017"
"","","","91","","","0","","","30081","1300810018"
"3","","-50","31","1","0","300801","","300801","30082","1300820001"
"","","d","91","","","0","","","30082","1300820002"
"0","","","23","","","se_travel_top","","se_travel_top_geyser_rumble","30082","1300820003"
"0","","","3","","0","300815","","travel_topdrama_r_3007_geyserF","30082","1300820004"
"0","","","3","","0","300816","","travel_topdrama_r_3007_geyserB","30082","1300820005"
"","","","93","","","0.33","","0","30082","1300820006"
"0","","","3","","0.2","1000001","","travel_topdrama_r_3007_geyser_A","30082","1300820007"
"0","","","3","","0.2","1000002","","travel_topdrama_r_3007_geyser_B","30082","1300820008"
"0","","","3","","0.2","1000003","","travel_topdrama_r_3007_geyser_C","30082","1300820009"
"0","","","3","","0.2","1000004","","travel_topdrama_r_3007_geyser_D","30082","1300820010"
"","","","93","","","2.66","","0","30082","1300820011"
"","","","32","","","300800","","0","30082","1300820012"
"","","","32","","","300801","","1","30082","1300820013"
"0","","","23","","","se_travel_top","","se_travel_top_geyser_splash","30082","1300820014"
"","","","93","","","1.86","","0","30082","1300820015"
"0","","","23","","","se_travel_top","","se_travel_top_geyser_splash_rare","30082","1300820016"
"","","","93","","","1.14","","0","30082","1300820017"
"","","","111","","","","","","30082","1300820018"
"","","","91","","","0","","","30082","1300820019"
"50","0","-70","1","-50","0.8","1","travel_topdrama_r_3007_idle_A","1000001","30091","1300910001"
"51","1","85","1","-50","0.8","1","travel_topdrama_r_3007_idle_B","1000002","30091","1300910002"
"52","0","-135","1","-75","0.8","1","travel_topdrama_r_3007_idle_C","1000003","30091","1300910003"
"53","1","140","1","-75","0.8","1","travel_topdrama_r_3007_idle_D","1000004","30091","1300910004"
"60","0","0","5","-50","1","15","travel_topdrama_r_3007_idleF","300915","30091","1300910005"
"54","0","0","5","-50","1","15","travel_topdrama_r_3007_idleB","300916","30091","1300910006"
"3","","-57","31","1","1","300900","","300900","30091","1300910007"
"110","0","0","5","-87","1","0","normal","0","30091","1300910008"
"1","","","3","","0.2","1000001","","travel_topdrama_r_3007_idle_A","30091","1300910009"
"1","","","3","","0.2","1000002","","travel_topdrama_r_3007_idle_B","30091","1300910010"
"1","","","3","","0.2","1000003","","travel_topdrama_r_3007_idle_C","30091","1300910011"
"1","","","3","","0.2","1000004","","travel_topdrama_r_3007_idle_D","30091","1300910012"
"","","","91","","","0","","0","30091","1300910013"
"0","","","3","","0.2","300915","","travel_topdrama_r_3007_idleF","30091","1300910014"
"","","","91","","","0","","0","30091","1300910015"
"","","","101","","","1300910013","","","30091","1300910016"
"0","","","3","","","0","","none","30091","1300910017"
"","","","91","","","0","","","30091","1300910018"
"3","","-50","31","1","0","300901","","300901","30092","1300920001"
"","","d","91","","","0","","","30092","1300920002"
"0","","","23","","","se_travel_top","","se_travel_top_geyser_rumble","30092","1300920003"
"0","","","3","","0","300915","","travel_topdrama_r_3007_geyserF","30092","1300920004"
"0","","","3","","0","300916","","travel_topdrama_r_3007_geyserB","30092","1300920005"
"","","","93","","","0.33","","0","30092","1300920006"
"0","","","3","","0.2","1000001","","travel_topdrama_r_3007_geyser_A","30092","1300920007"
"0","","","3","","0.2","1000002","","travel_topdrama_r_3007_geyser_B","30092","1300920008"
"0","","","3","","0.2","1000003","","travel_topdrama_r_3007_geyser_C","30092","1300920009"
"0","","","3","","0.2","1000004","","travel_topdrama_r_3007_geyser_D","30092","1300920010"
"","","","93","","","2.66","","0","30092","1300920011"
"","","","32","","","300900","","0","30092","1300920012"
"","","","32","","","300901","","1","30092","1300920013"
"0","","","23","","","se_travel_top","","se_travel_top_geyser_splash","30092","1300920014"
"","","","93","","","1.86","","0","30092","1300920015"
"0","","","23","","","se_travel_top","","se_travel_top_geyser_splash_rare","30092","1300920016"
"","","","93","","","1.14","","0","30092","1300920017"
"","","","111","","","","","","30092","1300920018"
"","","","91","","","0","","","30092","1300920019"
"50","0","25","1","-55","0.8","1","travel_topdrama_r_4001_idle_A","1000001","40011","1400110001"
"51","0","-25","1","-65","0.8","1","travel_topdrama_r_4001_idle_B","1000002","40011","1400110002"
"55","0","0","5","-75","1","0","normal","0","40011","1400110003"
"","","","91","","","0","","0","40011","1400110004"
"1","0","","3","","0.2","1000001","","travel_topdrama_r_4001_idle_A","40011","1400110005"
"1","0","","3","","0.2","1000002","","travel_topdrama_r_4001_idle_B","40011","1400110006"
"","","","91","","","0","","0","40011","1400110007"
"","","","101","","","1400110005","","","40011","1400110008"
"","","","91","","","0","","0","40011","1400110009"
"49","0","-390","1","-75","1.46","1","travel_topdrama_r_4000_idle","1000001","40012","1400120001"
"50","0","-510","1","-100","1.46","1","travel_topdrama_r_4000_idle","1000002","40012","1400120002"
"55","1","0","5","-150","0.6","6","disappear","6","40012","1400120003"
"0","","0","31","1","1","400100","","400100","40012","1400120004"
"0","","0","31","1","1","400101","","400101","40012","1400120005"
"0","","0","31","1","0","400102","","400102","40012","1400120006"
"0","","0","31","1","0","400103","","400103","40012","1400120007"
"140","","190","31","1","0","400104","","400104","40012","1400120008"
"0","","0","31","1","0","400105","","400105","40012","1400120009"
"0","","0","31","1","0","400001","","400001","40012","1400120010"
"","","","91","","","0","","0","40012","1400120011"
"","","","32","","","400001","","1","40012","1400120012"
"0","","","23","","","se_travel_top","","se_travel_top_yamagami_foot","40012","1400120013"
"1","","","3","","0.2","1000001","","travel_topdrama_r_4001_A_01","40012","1400120014"
"-75","","2.3","2","","","1000001","","60","40012","1400120015"
"1","","","3","","0.2","1000002","","travel_topdrama_r_4001_B_01","40012","1400120016"
"-100","","2.3","2","","","1000002","","-60","40012","1400120017"
"","","","93","","","2","","0","40012","1400120018"
"0","","","23","","","se_travel_top","","se_travel_top_yamagami_rumble","40012","1400120019"
"1.3","","","122","","","5","","5","40012","1400120020"
"","","","93","","","0.3","","0","40012","1400120021"
"2.5","","","122","","","7.5","","7.5","40012","1400120022"
"0","","","23","","","se_travel_top","","se_travel_top_yamagami_emote_common","40012","1400120023"
"0","","","3","","0.2","1000001","","travel_topdrama_r_4001_A_02","40012","1400120024"
"0.3","","0","12","0","","1000001","","3","40012","1400120025"
"","","","93","","","0.1","","0","40012","1400120026"
"0","","","3","","0.2","1000002","","travel_topdrama_r_4001_B_02","40012","1400120027"
"0.2","","0","12","0","","1000002","","3","40012","1400120028"
"","","","93","","","0.6","","0","40012","1400120029"
"4","","","122","","","10","","10","40012","1400120030"
"0","","disappear","3","","0","6","","run","40012","1400120031"
"","","","32","","","400102","","1","40012","1400120032"
"","","","32","","","400103","","1","40012","1400120033"
"","","","93","","","0.5","","0","40012","1400120034"
"0","","","23","","","se_travel_top","","se_travel_top_yamagami_passaway","40012","1400120035"
"","","","93","","","0.2","","0","40012","1400120036"
"0","","","23","","","se_travel_top","","se_travel_top_yamagami_pass_wind","40012","1400120037"
"","","","93","","","0.2","","0","40012","1400120038"
"0","","","23","","","se_travel_top","","se_travel_top_yamagami_rumble2","40012","1400120039"
"0","","","23","","","se_travel_top","","se_travel_top_yamagami_rolling","40012","1400120040"
"","","","32","","","400104","","1","40012","1400120041"
"0","","","3","","0.2","1000002","","travel_topdrama_r_4001_B_03","40012","1400120042"
"","","","93","","","0.1","","0","40012","1400120043"
"0","","","3","","0.2","1000001","","travel_topdrama_r_4001_A_03","40012","1400120044"
"","","","93","","","1.75","","0","40012","1400120045"
"","","","32","","","400105","","1","40012","1400120046"
"","","","93","","","0.2","","0","40012","1400120047"
"0","","","23","","","se_travel_top","","se_travel_top_yamagami_drop_box","40012","1400120048"
"","","","93","","","1.55","","0","40012","1400120049"
"","","","111","","","","","","40012","1400120050"
"","","","91","","","0","","","40012","1400120051"
"50","0","25","1","-55","0.8","1","travel_topdrama_r_4001_idle_A","1000001","40021","1400210001"
"51","0","-25","1","-65","0.8","1","travel_topdrama_r_4001_idle_B","1000002","40021","1400210002"
"55","0","0","5","-75","1","0","normal","0","40021","1400210003"
"","","","91","","","0","","0","40021","1400210004"
"1","0","","3","","0.2","1000001","","travel_topdrama_r_4001_idle_A","40021","1400210005"
"1","0","","3","","0.2","1000002","","travel_topdrama_r_4001_idle_B","40021","1400210006"
"","","","91","","","0","","0","40021","1400210007"
"","","","101","","","1400210005","","","40021","1400210008"
"","","","91","","","0","","0","40021","1400210009"
"49","0","-390","1","-75","1.46","1","travel_topdrama_r_4000_idle","1000001","40022","1400220001"
"50","0","-510","1","-100","1.46","1","travel_topdrama_r_4000_idle","1000002","40022","1400220002"
"55","1","0","5","-150","0.6","6","disappear","6","40022","1400220003"
"0","","0","31","1","1","400200","","400200","40022","1400220004"
"0","","0","31","1","1","400201","","400201","40022","1400220005"
"0","","0","31","1","0","400202","","400202","40022","1400220006"
"0","","0","31","1","0","400203","","400203","40022","1400220007"
"140","","190","31","1","0","400204","","400204","40022","1400220008"
"0","","0","31","1","0","400205","","400205","40022","1400220009"
"0","","0","31","1","0","400002","","400002","40022","1400220010"
"","","","91","","","0","","0","40022","1400220011"
"","","","32","","","400002","","1","40022","1400220012"
"0","","","23","","","se_travel_top","","se_travel_top_yamagami_foot","40022","1400220013"
"1","","","3","","0.2","1000001","","travel_topdrama_r_4001_A_01","40022","1400220014"
"-75","","2.3","2","","","1000001","","60","40022","1400220015"
"1","","","3","","0.2","1000002","","travel_topdrama_r_4001_B_01","40022","1400220016"
"-100","","2.3","2","","","1000002","","-60","40022","1400220017"
"","","","93","","","2","","0","40022","1400220018"
"0","","","23","","","se_travel_top","","se_travel_top_yamagami_rumble","40022","1400220019"
"1.3","","","122","","","5","","5","40022","1400220020"
"","","","93","","","0.3","","0","40022","1400220021"
"2.5","","","122","","","7.5","","7.5","40022","1400220022"
"0","","","23","","","se_travel_top","","se_travel_top_yamagami_emote_common","40022","1400220023"
"0","","","3","","0.2","1000001","","travel_topdrama_r_4001_A_02","40022","1400220024"
"0.3","","0","12","0","","1000001","","3","40022","1400220025"
"","","","93","","","0.1","","0","40022","1400220026"
"0","","","3","","0.2","1000002","","travel_topdrama_r_4001_B_02","40022","1400220027"
"0.2","","0","12","0","","1000002","","3","40022","1400220028"
"","","","93","","","0.6","","0","40022","1400220029"
"4","","","122","","","10","","10","40022","1400220030"
"0","","disappear","3","","0","6","","run","40022","1400220031"
"","","","32","","","400202","","1","40022","1400220032"
"","","","32","","","400203","","1","40022","1400220033"
"","","","93","","","0.5","","0","40022","1400220034"
"0","","","23","","","se_travel_top","","se_travel_top_yamagami_passaway","40022","1400220035"
"","","","93","","","0.2","","0","40022","1400220036"
"0","","","23","","","se_travel_top","","se_travel_top_yamagami_pass_wind","40022","1400220037"
"","","","93","","","0.2","","0","40022","1400220038"
"0","","","23","","","se_travel_top","","se_travel_top_yamagami_rumble2","40022","1400220039"
"0","","","23","","","se_travel_top","","se_travel_top_yamagami_rolling","40022","1400220040"
"","","","32","","","400204","","1","40022","1400220041"
"0","","","3","","0.2","1000002","","travel_topdrama_r_4001_B_03","40022","1400220042"
"","","","93","","","0.1","","0","40022","1400220043"
"0","","","3","","0.2","1000001","","travel_topdrama_r_4001_A_03","40022","1400220044"
"","","","93","","","1.75","","0","40022","1400220045"
"","","","32","","","400205","","1","40022","1400220046"
"","","","93","","","0.2","","0","40022","1400220047"
"0","","","23","","","se_travel_top","","se_travel_top_yamagami_drop_box","40022","1400220048"
"0","","","23","","","se_travel_top","","se_travel_top_yamagami_drop_silverbox","40022","1400220049"
"","","","93","","","1.55","","0","40022","1400220050"
"","","","111","","","","","","40022","1400220051"
"","","","91","","","0","","","40022","1400220052"
"50","0","0","5","-23","0.3","5","idle","5","40051","1400510001"
"55","0","0","5","-43","1","0","normal","0","40051","1400510002"
"","","","91","","","0","","0","40051","1400510003"
"1","0","","3","","0","5","","idle","40051","1400510004"
"","","","91","","","0","","0","40051","1400510005"
"","","","101","","","1400510004","","","40051","1400510006"
"","","","91","","","0","","0","40051","1400510007"
"50","0","-640","1","-110","1.46","1","travel_topdrama_r_4000_idle","1000001","40052","1400520001"
"50","0","210","5","-110","0.4","5","disappear","5","40052","1400520002"
"0","","0","31","1","1","400500","","400500","40052","1400520003"
"0","","-100","31","1","0","400501","","400501","40052","1400520004"
"0","","-100","31","1","0","400502","","400502","40052","1400520005"
"0","","0","31","1","0","400503","","400503","40052","1400520006"
"0","","0","31","1","0","400504","","400504","40052","1400520007"
"0","","0","31","1","0","400505","","400505","40052","1400520008"
"0","","0","31","1","0","400506","","400506","40052","1400520009"
"0","","0","31","1","0","400507","","400507","40052","1400520010"
"0","","0","31","1","0","400508","","400508","40052","1400520011"
"0","","0","31","1","0","400509","","400509","40052","1400520012"
"400","","-70","31","1","1","400510","","400510","40052","1400520013"
"0","","0","31","1","0","400005","","400005","40052","1400520014"
"","","","91","","","0","","0","40052","1400520015"
"","","","32","","","400005","","1","40052","1400520016"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_foot1","40052","1400520017"
"1","","","3","","0.2","1000001","","travel_topdrama_r_4000_run_normal","40052","1400520018"
"-110","","1","2","","","1000001","","-300","40052","1400520019"
"","","","93","","","1","","0","40052","1400520020"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_emote_note","40052","1400520021"
"0","0.2","travel_topdrama_r_4000_idle_surprise1","3","1","0.2","1000001","","travel_topdrama_r_4000_surprise","40052","1400520022"
"0.3","","0","12","0","","1000001","","10","40052","1400520023"
"","","","93","","","1.2","","0","40052","1400520024"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_foot2","40052","1400520025"
"1","","","3","","0.2","1000001","","travel_topdrama_r_4000_run_joy","40052","1400520026"
"-110","","0.8","2","","","1000001","","0","40052","1400520027"
"","","","93","","","0.8","","0","40052","1400520028"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_open_hole","40052","1400520029"
"","","","32","","","400501","","1","40052","1400520030"
"","","","32","","","400502","","1","40052","1400520031"
"1","","","3","","0","1000001","","travel_topdrama_r_4005_fall1","40052","1400520032"
"","","","93","","","0.3","","0","40052","1400520033"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_panic","40052","1400520034"
"","","","32","","","400505","","1","40052","1400520035"
"","","","93","","","1","","0","40052","1400520036"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_fall","40052","1400520037"
"0","","","3","","0","1000001","","travel_topdrama_r_4005_fall2","40052","1400520038"
"","","","32","","","400506","","1","40052","1400520039"
"","","","32","","","400507","","1","40052","1400520040"
"","","","93","","","0.3","","0","40052","1400520041"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_drillmall1","40052","1400520042"
"0","","","3","","0","5","","appear","40052","1400520043"
"","","","93","","","0.3","","0","40052","1400520044"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_drillmall2","40052","1400520045"
"","","","93","","","0.7","","0","40052","1400520046"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_wipe","40052","1400520047"
"","","","32","","","400503","","1","40052","1400520048"
"","","","93","","","0.2","","0","40052","1400520049"
"1","","","3","","0","1000001","","travel_topdrama_r_4005_fall3","40052","1400520050"
"-60","","0.01","2","","","1000001","","-200","40052","1400520051"
"0","","","3","","0","5","","disappear","40052","1400520052"
"-10","","0.01","33","","","400510","","200","40052","1400520053"
"","","","32","","","400501","","0","40052","1400520054"
"","","","32","","","400502","","0","40052","1400520055"
"","","","32","","","400504","","1","40052","1400520056"
"","","","32","","","400507","","0","40052","1400520057"
"","","","93","","","0.2","","0","40052","1400520058"
"","","","32","","","400508","","1","40052","1400520059"
"","","","32","","","400509","","1","40052","1400520060"
"0","","","3","","0.2","1000001","","travel_topdrama_r_4005_fall4","40052","1400520061"
"","","","93","","","0.1","","0","40052","1400520062"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_bodyfall","40052","1400520063"
"","","","93","","","0.9","","0","40052","1400520064"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_lookig_around","40052","1400520065"
"","","","93","","","1.3","","0","40052","1400520066"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_emote_notice","40052","1400520067"
"0.01","","0","12","0","20","1000001","","4","40052","1400520068"
"","","","91","","","1400520061","","","40052","1400520069"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_emote_joy","40052","1400520070"
"0","","","3","","0.2","1000001","","travel_topdrama_r_4005_guts","40052","1400520071"
"","","","93","","","1","","0","40052","1400520072"
"","","","111","","","","","","40052","1400520073"
"","","","91","","","0","","","40052","1400520074"
"50","0","0","5","-23","0.3","5","idle","5","40061","1400610001"
"55","0","0","5","-43","1","0","normal","0","40061","1400610002"
"","","","91","","","0","","0","40061","1400610003"
"1","0","","3","","0","5","","idle","40061","1400610004"
"","","","91","","","0","","0","40061","1400610005"
"","","","101","","","1400610004","","","40061","1400610006"
"","","","91","","","0","","0","40061","1400610007"
"50","0","-640","1","-110","1.46","1","travel_topdrama_r_4000_idle","1000001","40062","1400620001"
"50","0","210","5","-110","0.4","5","disappear","5","40062","1400620002"
"0","","0","31","1","1","400600","","400600","40062","1400620003"
"0","","-100","31","1","0","400601","","400601","40062","1400620004"
"0","","-100","31","1","0","400602","","400602","40062","1400620005"
"0","","0","31","1","0","400603","","400603","40062","1400620006"
"0","","0","31","1","0","400604","","400604","40062","1400620007"
"0","","0","31","1","0","400605","","400605","40062","1400620008"
"0","","0","31","1","0","400606","","400606","40062","1400620009"
"0","","0","31","1","0","400607","","400607","40062","1400620010"
"0","","0","31","1","0","400608","","400608","40062","1400620011"
"0","","0","31","1","0","400609","","400609","40062","1400620012"
"400","","-70","31","1","1","400610","","400610","40062","1400620013"
"200","","-10","31","1","0","400611","","400611","40062","1400620014"
"0","","0","31","1","0","400006","","400006","40062","1400620015"
"","","","91","","","0","","0","40062","1400620016"
"","","","32","","","400006","","1","40062","1400620017"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_foot1","40062","1400620018"
"1","","","3","","0.2","1000001","","travel_topdrama_r_4000_run_normal","40062","1400620019"
"-110","","1","2","","","1000001","","-300","40062","1400620020"
"","","","93","","","1","","0","40062","1400620021"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_emote_note","40062","1400620022"
"0","0.2","travel_topdrama_r_4000_idle_surprise1","3","1","0.2","1000001","","travel_topdrama_r_4000_surprise","40062","1400620023"
"0.3","","0","12","0","","1000001","","10","40062","1400620024"
"","","","93","","","1.2","","0","40062","1400620025"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_foot2","40062","1400620026"
"1","","","3","","0.2","1000001","","travel_topdrama_r_4000_run_joy","40062","1400620027"
"-110","","0.8","2","","","1000001","","0","40062","1400620028"
"","","","93","","","0.8","","0","40062","1400620029"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_open_hole","40062","1400620030"
"","","","32","","","400601","","1","40062","1400620031"
"","","","32","","","400602","","1","40062","1400620032"
"1","","","3","","0","1000001","","travel_topdrama_r_4005_fall1","40062","1400620033"
"","","","93","","","0.3","","0","40062","1400620034"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_panic","40062","1400620035"
"","","","32","","","400605","","1","40062","1400620036"
"","","","93","","","1","","0","40062","1400620037"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_fall","40062","1400620038"
"0","","","3","","0","1000001","","travel_topdrama_r_4005_fall2","40062","1400620039"
"","","","32","","","400606","","1","40062","1400620040"
"","","","32","","","400607","","1","40062","1400620041"
"","","","93","","","0.3","","0","40062","1400620042"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_drillmall1","40062","1400620043"
"0","","","3","","0","5","","appear","40062","1400620044"
"","","","93","","","0.3","","0","40062","1400620045"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_drillmall2","40062","1400620046"
"","","","93","","","0.7","","0","40062","1400620047"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_wipe","40062","1400620048"
"","","","32","","","400603","","1","40062","1400620049"
"","","","93","","","0.2","","0","40062","1400620050"
"1","","","3","","0","1000001","","travel_topdrama_r_4005_fall3","40062","1400620051"
"-60","","0.01","2","","","1000001","","-200","40062","1400620052"
"0","","","3","","0","5","","disappear","40062","1400620053"
"","","","32","","","400610","","0","40062","1400620054"
"","","","32","","","400611","","1","40062","1400620055"
"","","","32","","","400601","","0","40062","1400620056"
"","","","32","","","400602","","0","40062","1400620057"
"","","","32","","","400604","","1","40062","1400620058"
"","","","32","","","400607","","0","40062","1400620059"
"","","","93","","","0.2","","0","40062","1400620060"
"","","","32","","","400608","","1","40062","1400620061"
"","","","32","","","400609","","1","40062","1400620062"
"0","","","3","","0.2","1000001","","travel_topdrama_r_4005_fall4","40062","1400620063"
"","","","93","","","0.1","","0","40062","1400620064"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_bodyfall","40062","1400620065"
"","","","93","","","0.9","","0","40062","1400620066"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_lookig_around","40062","1400620067"
"","","","93","","","1.3","","0","40062","1400620068"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_emote_notice","40062","1400620069"
"0.01","","0","12","0","20","1000001","","4","40062","1400620070"
"","","","91","","","1400620063","","","40062","1400620071"
"0","","","23","","","se_travel_top","","se_travel_top_pitfall_emote_joy","40062","1400620072"
"0","","","3","","0.2","1000001","","travel_topdrama_r_4005_guts","40062","1400620073"
"","","","93","","","1","","0","40062","1400620074"
"","","","111","","","","","","40062","1400620075"
"","","","91","","","0","","","40062","1400620076"
"50","1","0","5","-113","0.3","9","idle","9","40071","1400710001"
"55","0","0","5","-83","1","0","rare","0","40071","1400710002"
"","","","91","","","0","","0","40071","1400710003"
"1","","","3","","0","9","","idle","40071","1400710004"
"","","","91","","","0","","0","40071","1400710005"
"","","","101","","","1400710004","","","40071","1400710006"
"","","","91","","","0","","0","40071","1400710007"
"51","0","-400","1","-150","1.46","1","travel_topdrama_r_4000_idle_normal","1000001","40072","1400720001"
"50","1","0","5","-250","1","9","disappear","9","40072","1400720002"
"53","1","0","5","-250","1","16","disappear","16","40072","1400720003"
"0","","0","31","1","1","400700","","400700","40072","1400720004"
"0","","0","31","1","1","400701","","400701","40072","1400720005"
"0","","0","31","1","0","400702","","400702","40072","1400720006"
"0","","0","31","1","0","400703","","400703","40072","1400720007"
"0","","0","31","1","0","400704","","400704","40072","1400720008"
"0","","0","31","1","0","400705","","400705","40072","1400720009"
"0","","0","31","1","1","400720","","400720","40072","1400720010"
"0","","0","31","1","0","400721","","400721","40072","1400720011"
"0","","0","31","1","0","400722","","400722","40072","1400720012"
"0","","0","31","1","0","400723","","400723","40072","1400720013"
"0","","0","31","1","0","400724","","400724","40072","1400720014"
"0","","0","31","1","0","400730","","400730","40072","1400720015"
"0","","0","31","1","0","400740","","400740","40072","1400720016"
"0","","0","31","1","0","400741","","400741","40072","1400720017"
"0","","0","31","1","0","400742","","400742","40072","1400720018"
"0","","0","31","1","0","400743","","400743","40072","1400720019"
"0","","0","31","1","0","400744","","400744","40072","1400720020"
"0","","0","31","1","0","400750","","400750","40072","1400720021"
"0","","0","31","1","0","400751","","400751","40072","1400720022"
"0","","0","31","1","0","400752","","400752","40072","1400720023"
"0","","0","31","1","0","400753","","400753","40072","1400720024"
"0","","0","31","1","0","400754","","400754","40072","1400720025"
"0","","0","31","1","0","400780","","400780","40072","1400720026"
"0","","0","31","1","0","400781","","400781","40072","1400720027"
"0","","0","31","1","0","400790","","400790","40072","1400720028"
"0","","0","31","1","0","400007","","400007","40072","1400720029"
"","","","91","","","0","","0","40072","1400720030"
"","","","93","","","0","","0","40072","1400720031"
"","","","32","","","400007","","1","40072","1400720032"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_foot","40072","1400720033"
"0","","","3","","0.2","1000001","","travel_topdrama_r_4007_walk_to_surprise","40072","1400720034"
"-150","","1.8","2","","","1000001","","-100","40072","1400720035"
"","","","93","","","1","","0","40072","1400720036"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_approach","40072","1400720037"
"","","","93","","","0.6","","0","40072","1400720038"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_emote_notice","40072","1400720039"
"0.5","","0","12","0","","1000001","","4","40072","1400720040"
"","","","93","","","1.2","","0","40072","1400720041"
"1","","","122","","","3","","3","40072","1400720042"
"","","","93","","","0.3","","0","40072","1400720043"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_surprise","40072","1400720044"
"","","","32","","","400722","","1","40072","1400720045"
"","","","93","","","0.2","","0","40072","1400720046"
"1","","","122","","","5","","5","40072","1400720047"
"","","","93","","","0.5","","0","40072","1400720048"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_whoosh","40072","1400720049"
"1","","","122","","","10","","10","40072","1400720050"
"","","","93","","","0.25","","0","40072","1400720051"
"","","","32","","","400723","","1","40072","1400720052"
"","","","93","","","0.05","","0","40072","1400720053"
"","","","32","","","400700","","0","40072","1400720054"
"","","","32","","","400701","","0","40072","1400720055"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_hit","40072","1400720056"
"","","","32","","","400721","","1","40072","1400720057"
"","","","93","","","0.1","","0","40072","1400720058"
"","","","32","","","400702","","1","40072","1400720059"
"1","","","23","","","se_travel_top","","se_travel_top_ziz_wing","40072","1400720060"
"1","","","3","","0.2","1000001","","travel_topdrama_r_4007_grab","40072","1400720061"
"-200","","0.01","2","","","1000001","","0","40072","1400720062"
"1","","","3","","0.2","9","","idle","40072","1400720063"
