b9025b34bed511c176e87a5623263c3a533ac47f8f98bf4504a22e255565e5e4,76a096a1bcb3caa957e81c5eee74a528c42c37b9b588f208f502b3d79c349d53,284d5a22f1e9652b364598f188273cf56a536d5e601e99277caf4bcf581d46c6,66799aeba7abfffd6ec07431b644b78adf47a2eb3d781aa24d6fa98e70f5845a,e84cec91c3c315bf0dbe88ea2ed567e7e8b88347c32d3a2934f1782088de58fd,6ab57fc0f9264859651606e43cec206c2bc6bb4b6877a792ec046385bd78250a,d7338c515eaaef530f3882d43bcf3120720b20ef08c8d4d388974de28692cc12,099d376bc4ebf516c6add9d3954c94c656f569be208f913c2d666361b5558a6b,e5637f7936dc484cac70befac1f007ac3a21e966c5e4d006fea45f5884998ba8,cde5b0be5d836da2e4d471f65829d2414dcd1f7c19aea06ad6712a4fa0e70de8,074e80f173ac5bc9f08f6935c413947cb95931e70aefc33f4cbf2dcef625f60d
"","","","","30091","1300910013","","101","","1300910016",""
"","none","","","30091","0","0","3","","1300910017",""
"","","","","30091","0","","91","","1300910018",""
"1","300901","","-50","30092","300901","3","31","","1300920001","0"
"","","","d","30092","0","","91","","1300920002",""
"","se_travel_top_geyser_rumble","","","30092","se_travel_top","0","23","","1300920003",""
"","travel_topdrama_r_3007_geyserF","","","30092","300915","0","3","","1300920004","0"
"","travel_topdrama_r_3007_geyserB","","","30092","300916","0","3","","1300920005","0"
"","0","","","30092","0.33","","93","","1300920006",""
"","travel_topdrama_r_3007_geyser_A","","","30092","1000001","0","3","","1300920007","0.2"
"","travel_topdrama_r_3007_geyser_B","","","30092","1000002","0","3","","1300920008","0.2"
"","travel_topdrama_r_3007_geyser_C","","","30092","1000003","0","3","","1300920009","0.2"
"","travel_topdrama_r_3007_geyser_D","","","30092","1000004","0","3","","1300920010","0.2"
"","0","","","30092","2.66","","93","","1300920011",""
"","0","","","30092","300900","","32","","1300920012",""
"","1","","","30092","300901","","32","","1300920013",""
"","se_travel_top_geyser_splash","","","30092","se_travel_top","0","23","","1300920014",""
"","0","","","30092","1.86","","93","","1300920015",""
"","se_travel_top_geyser_splash_rare","","","30092","se_travel_top","0","23","","1300920016",""
"","0","","","30092","1.14","","93","","1300920017",""
"","","","","30092","","","111","","1300920018",""
"","","","","30092","0","","91","","1300920019",""
"-55","1000001","travel_topdrama_r_4001_idle_A","25","40011","1","50","1","0","1400110001","0.8"
"-65","1000002","travel_topdrama_r_4001_idle_B","-25","40011","1","51","1","0","1400110002","0.8"
"-75","0","normal","0","40011","0","55","5","0","1400110003","1"
"","0","","","40011","0","","91","","1400110004",""
"","travel_topdrama_r_4001_idle_A","","","40011","1000001","1","3","0","1400110005","0.2"
"","travel_topdrama_r_4001_idle_B","","","40011","1000002","1","3","0","1400110006","0.2"
"","0","","","40011","0","","91","","1400110007",""
"","","","","40011","1400110005","","101","","1400110008",""
"","0","","","40011","0","","91","","1400110009",""
"-75","1000001","travel_topdrama_r_4000_idle","-390","40012","1","49","1","0","1400120001","1.46"
"-100","1000002","travel_topdrama_r_4000_idle","-510","40012","1","50","1","0","1400120002","1.46"
"-150","6","disappear","0","40012","6","55","5","1","1400120003","0.6"
"1","400100","","0","40012","400100","0","31","","1400120004","1"
"1","400101","","0","40012","400101","0","31","","1400120005","1"
"1","400102","","0","40012","400102","0","31","","1400120006","0"
"1","400103","","0","40012","400103","0","31","","1400120007","0"
"1","400104","","190","40012","400104","140","31","","1400120008","0"
"1","400105","","0","40012","400105","0","31","","1400120009","0"
"1","400001","","0","40012","400001","0","31","","1400120010","0"
"","0","","","40012","0","","91","","1400120011",""
"","1","","","40012","400001","","32","","1400120012",""
"","se_travel_top_yamagami_foot","","","40012","se_travel_top","0","23","","1400120013",""
"","travel_topdrama_r_4001_A_01","","","40012","1000001","1","3","","1400120014","0.2"
"","60","","2.3","40012","1000001","-75","2","","1400120015",""
"","travel_topdrama_r_4001_B_01","","","40012","1000002","1","3","","1400120016","0.2"
"","-60","","2.3","40012","1000002","-100","2","","1400120017",""
"","0","","","40012","2","","93","","1400120018",""
"","se_travel_top_yamagami_rumble","","","40012","se_travel_top","0","23","","1400120019",""
"","5","","","40012","5","1.3","122","","1400120020",""
"","0","","","40012","0.3","","93","","1400120021",""
"","7.5","","","40012","7.5","2.5","122","","1400120022",""
"","se_travel_top_yamagami_emote_common","","","40012","se_travel_top","0","23","","1400120023",""
"","travel_topdrama_r_4001_A_02","","","40012","1000001","0","3","","1400120024","0.2"
"0","3","","0","40012","1000001","0.3","12","","1400120025",""
"","0","","","40012","0.1","","93","","1400120026",""
"","travel_topdrama_r_4001_B_02","","","40012","1000002","0","3","","1400120027","0.2"
"0","3","","0","40012","1000002","0.2","12","","1400120028",""
"","0","","","40012","0.6","","93","","1400120029",""
"","10","","","40012","10","4","122","","1400120030",""
"","run","","disappear","40012","6","0","3","","1400120031","0"
"","1","","","40012","400102","","32","","1400120032",""
"","1","","","40012","400103","","32","","1400120033",""
"","0","","","40012","0.5","","93","","1400120034",""
"","se_travel_top_yamagami_passaway","","","40012","se_travel_top","0","23","","1400120035",""
"","0","","","40012","0.2","","93","","1400120036",""
"","se_travel_top_yamagami_pass_wind","","","40012","se_travel_top","0","23","","1400120037",""
"","0","","","40012","0.2","","93","","1400120038",""
"","se_travel_top_yamagami_rumble2","","","40012","se_travel_top","0","23","","1400120039",""
"","se_travel_top_yamagami_rolling","","","40012","se_travel_top","0","23","","1400120040",""
"","1","","","40012","400104","","32","","1400120041",""
"","travel_topdrama_r_4001_B_03","","","40012","1000002","0","3","","1400120042","0.2"
"","0","","","40012","0.1","","93","","1400120043",""
"","travel_topdrama_r_4001_A_03","","","40012","1000001","0","3","","1400120044","0.2"
"","0","","","40012","1.75","","93","","1400120045",""
"","1","","","40012","400105","","32","","1400120046",""
"","0","","","40012","0.2","","93","","1400120047",""
"","se_travel_top_yamagami_drop_box","","","40012","se_travel_top","0","23","","1400120048",""
"","0","","","40012","1.55","","93","","1400120049",""
"","","","","40012","","","111","","1400120050",""
"","","","","40012","0","","91","","1400120051",""
"-55","1000001","travel_topdrama_r_4001_idle_A","25","40021","1","50","1","0","1400210001","0.8"
"-65","1000002","travel_topdrama_r_4001_idle_B","-25","40021","1","51","1","0","1400210002","0.8"
"-75","0","normal","0","40021","0","55","5","0","1400210003","1"
"","0","","","40021","0","","91","","1400210004",""
"","travel_topdrama_r_4001_idle_A","","","40021","1000001","1","3","0","1400210005","0.2"
"","travel_topdrama_r_4001_idle_B","","","40021","1000002","1","3","0","1400210006","0.2"
"","0","","","40021","0","","91","","1400210007",""
"","","","","40021","1400210005","","101","","1400210008",""
"","0","","","40021","0","","91","","1400210009",""
"-75","1000001","travel_topdrama_r_4000_idle","-390","40022","1","49","1","0","1400220001","1.46"
"-100","1000002","travel_topdrama_r_4000_idle","-510","40022","1","50","1","0","1400220002","1.46"
"-150","6","disappear","0","40022","6","55","5","1","1400220003","0.6"
"1","400200","","0","40022","400200","0","31","","1400220004","1"
"1","400201","","0","40022","400201","0","31","","1400220005","1"
"1","400202","","0","40022","400202","0","31","","1400220006","0"
"1","400203","","0","40022","400203","0","31","","1400220007","0"
"1","400204","","190","40022","400204","140","31","","1400220008","0"
"1","400205","","0","40022","400205","0","31","","1400220009","0"
"1","400002","","0","40022","400002","0","31","","1400220010","0"
"","0","","","40022","0","","91","","1400220011",""
"","1","","","40022","400002","","32","","1400220012",""
"","se_travel_top_yamagami_foot","","","40022","se_travel_top","0","23","","1400220013",""
"","travel_topdrama_r_4001_A_01","","","40022","1000001","1","3","","1400220014","0.2"
"","60","","2.3","40022","1000001","-75","2","","1400220015",""
"","travel_topdrama_r_4001_B_01","","","40022","1000002","1","3","","1400220016","0.2"
"","-60","","2.3","40022","1000002","-100","2","","1400220017",""
"","0","","","40022","2","","93","","1400220018",""
"","se_travel_top_yamagami_rumble","","","40022","se_travel_top","0","23","","1400220019",""
"","5","","","40022","5","1.3","122","","1400220020",""
"","0","","","40022","0.3","","93","","1400220021",""
"","7.5","","","40022","7.5","2.5","122","","1400220022",""
"","se_travel_top_yamagami_emote_common","","","40022","se_travel_top","0","23","","1400220023",""
"","travel_topdrama_r_4001_A_02","","","40022","1000001","0","3","","1400220024","0.2"
"0","3","","0","40022","1000001","0.3","12","","1400220025",""
"","0","","","40022","0.1","","93","","1400220026",""
"","travel_topdrama_r_4001_B_02","","","40022","1000002","0","3","","1400220027","0.2"
"0","3","","0","40022","1000002","0.2","12","","1400220028",""
"","0","","","40022","0.6","","93","","1400220029",""
"","10","","","40022","10","4","122","","1400220030",""
"","run","","disappear","40022","6","0","3","","1400220031","0"
"","1","","","40022","400202","","32","","1400220032",""
"","1","","","40022","400203","","32","","1400220033",""
"","0","","","40022","0.5","","93","","1400220034",""
"","se_travel_top_yamagami_passaway","","","40022","se_travel_top","0","23","","1400220035",""
"","0","","","40022","0.2","","93","","1400220036",""
"","se_travel_top_yamagami_pass_wind","","","40022","se_travel_top","0","23","","1400220037",""
"","0","","","40022","0.2","","93","","1400220038",""
"","se_travel_top_yamagami_rumble2","","","40022","se_travel_top","0","23","","1400220039",""
"","se_travel_top_yamagami_rolling","","","40022","se_travel_top","0","23","","1400220040",""
"","1","","","40022","400204","","32","","1400220041",""
"","travel_topdrama_r_4001_B_03","","","40022","1000002","0","3","","1400220042","0.2"
"","0","","","40022","0.1","","93","","1400220043",""
"","travel_topdrama_r_4001_A_03","","","40022","1000001","0","3","","1400220044","0.2"
"","0","","","40022","1.75","","93","","1400220045",""
"","1","","","40022","400205","","32","","1400220046",""
"","0","","","40022","0.2","","93","","1400220047",""
"","se_travel_top_yamagami_drop_box","","","40022","se_travel_top","0","23","","1400220048",""
"","se_travel_top_yamagami_drop_silverbox","","","40022","se_travel_top","0","23","","1400220049",""
"","0","","","40022","1.55","","93","","1400220050",""
"","","","","40022","","","111","","1400220051",""
"","","","","40022","0","","91","","1400220052",""
"-23","5","idle","0","40051","5","50","5","0","1400510001","0.3"
"-43","0","normal","0","40051","0","55","5","0","1400510002","1"
"","0","","","40051","0","","91","","1400510003",""
"","idle","","","40051","5","1","3","0","1400510004","0"
"","0","","","40051","0","","91","","1400510005",""
"","","","","40051","1400510004","","101","","1400510006",""
"","0","","","40051","0","","91","","1400510007",""
"-110","1000001","travel_topdrama_r_4000_idle","-640","40052","1","50","1","0","1400520001","1.46"
"-110","5","disappear","210","40052","5","50","5","0","1400520002","0.4"
"1","400500","","0","40052","400500","0","31","","1400520003","1"
"1","400501","","-100","40052","400501","0","31","","1400520004","0"
"1","400502","","-100","40052","400502","0","31","","1400520005","0"
"1","400503","","0","40052","400503","0","31","","1400520006","0"
"1","400504","","0","40052","400504","0","31","","1400520007","0"
"1","400505","","0","40052","400505","0","31","","1400520008","0"
"1","400506","","0","40052","400506","0","31","","1400520009","0"
"1","400507","","0","40052","400507","0","31","","1400520010","0"
"1","400508","","0","40052","400508","0","31","","1400520011","0"
"1","400509","","0","40052","400509","0","31","","1400520012","0"
"1","400510","","-70","40052","400510","400","31","","1400520013","1"
"1","400005","","0","40052","400005","0","31","","1400520014","0"
"","0","","","40052","0","","91","","1400520015",""
"","1","","","40052","400005","","32","","1400520016",""
"","se_travel_top_pitfall_foot1","","","40052","se_travel_top","0","23","","1400520017",""
"","travel_topdrama_r_4000_run_normal","","","40052","1000001","1","3","","1400520018","0.2"
"","-300","","1","40052","1000001","-110","2","","1400520019",""
"","0","","","40052","1","","93","","1400520020",""
"","se_travel_top_pitfall_emote_note","","","40052","se_travel_top","0","23","","1400520021",""
"1","travel_topdrama_r_4000_surprise","","travel_topdrama_r_4000_idle_surprise1","40052","1000001","0","3","0.2","1400520022","0.2"
"0","10","","0","40052","1000001","0.3","12","","1400520023",""
"","0","","","40052","1.2","","93","","1400520024",""
"","se_travel_top_pitfall_foot2","","","40052","se_travel_top","0","23","","1400520025",""
"","travel_topdrama_r_4000_run_joy","","","40052","1000001","1","3","","1400520026","0.2"
"","0","","0.8","40052","1000001","-110","2","","1400520027",""
"","0","","","40052","0.8","","93","","1400520028",""
"","se_travel_top_pitfall_open_hole","","","40052","se_travel_top","0","23","","1400520029",""
"","1","","","40052","400501","","32","","1400520030",""
"","1","","","40052","400502","","32","","1400520031",""
"","travel_topdrama_r_4005_fall1","","","40052","1000001","1","3","","1400520032","0"
"","0","","","40052","0.3","","93","","1400520033",""
"","se_travel_top_pitfall_panic","","","40052","se_travel_top","0","23","","1400520034",""
"","1","","","40052","400505","","32","","1400520035",""
"","0","","","40052","1","","93","","1400520036",""
"","se_travel_top_pitfall_fall","","","40052","se_travel_top","0","23","","1400520037",""
"","travel_topdrama_r_4005_fall2","","","40052","1000001","0","3","","1400520038","0"
"","1","","","40052","400506","","32","","1400520039",""
"","1","","","40052","400507","","32","","1400520040",""
"","0","","","40052","0.3","","93","","1400520041",""
"","se_travel_top_pitfall_drillmall1","","","40052","se_travel_top","0","23","","1400520042",""
"","appear","","","40052","5","0","3","","1400520043","0"
"","0","","","40052","0.3","","93","","1400520044",""
"","se_travel_top_pitfall_drillmall2","","","40052","se_travel_top","0","23","","1400520045",""
"","0","","","40052","0.7","","93","","1400520046",""
"","se_travel_top_pitfall_wipe","","","40052","se_travel_top","0","23","","1400520047",""
"","1","","","40052","400503","","32","","1400520048",""
"","0","","","40052","0.2","","93","","1400520049",""
"","travel_topdrama_r_4005_fall3","","","40052","1000001","1","3","","1400520050","0"
"","-200","","0.01","40052","1000001","-60","2","","1400520051",""
"","disappear","","","40052","5","0","3","","1400520052","0"
"","200","","0.01","40052","400510","-10","33","","1400520053",""
"","0","","","40052","400501","","32","","1400520054",""
"","0","","","40052","400502","","32","","1400520055",""
"","1","","","40052","400504","","32","","1400520056",""
"","0","","","40052","400507","","32","","1400520057",""
"","0","","","40052","0.2","","93","","1400520058",""
"","1","","","40052","400508","","32","","1400520059",""
"","1","","","40052","400509","","32","","1400520060",""
"","travel_topdrama_r_4005_fall4","","","40052","1000001","0","3","","1400520061","0.2"
"","0","","","40052","0.1","","93","","1400520062",""
"","se_travel_top_pitfall_bodyfall","","","40052","se_travel_top","0","23","","1400520063",""
"","0","","","40052","0.9","","93","","1400520064",""
"","se_travel_top_pitfall_lookig_around","","","40052","se_travel_top","0","23","","1400520065",""
"","0","","","40052","1.3","","93","","1400520066",""
"","se_travel_top_pitfall_emote_notice","","","40052","se_travel_top","0","23","","1400520067",""
"0","4","","0","40052","1000001","0.01","12","","1400520068","20"
"","","","","40052","1400520061","","91","","1400520069",""
"","se_travel_top_pitfall_emote_joy","","","40052","se_travel_top","0","23","","1400520070",""
"","travel_topdrama_r_4005_guts","","","40052","1000001","0","3","","1400520071","0.2"
"","0","","","40052","1","","93","","1400520072",""
"","","","","40052","","","111","","1400520073",""
"","","","","40052","0","","91","","1400520074",""
"-23","5","idle","0","40061","5","50","5","0","1400610001","0.3"
"-43","0","normal","0","40061","0","55","5","0","1400610002","1"
"","0","","","40061","0","","91","","1400610003",""
"","idle","","","40061","5","1","3","0","1400610004","0"
"","0","","","40061","0","","91","","1400610005",""
"","","","","40061","1400610004","","101","","1400610006",""
"","0","","","40061","0","","91","","1400610007",""
"-110","1000001","travel_topdrama_r_4000_idle","-640","40062","1","50","1","0","1400620001","1.46"
"-110","5","disappear","210","40062","5","50","5","0","1400620002","0.4"
"1","400600","","0","40062","400600","0","31","","1400620003","1"
"1","400601","","-100","40062","400601","0","31","","1400620004","0"
"1","400602","","-100","40062","400602","0","31","","1400620005","0"
"1","400603","","0","40062","400603","0","31","","1400620006","0"
"1","400604","","0","40062","400604","0","31","","1400620007","0"
"1","400605","","0","40062","400605","0","31","","1400620008","0"
"1","400606","","0","40062","400606","0","31","","1400620009","0"
"1","400607","","0","40062","400607","0","31","","1400620010","0"
"1","400608","","0","40062","400608","0","31","","1400620011","0"
"1","400609","","0","40062","400609","0","31","","1400620012","0"
"1","400610","","-70","40062","400610","400","31","","1400620013","1"
"1","400611","","-10","40062","400611","200","31","","1400620014","0"
"1","400006","","0","40062","400006","0","31","","1400620015","0"
"","0","","","40062","0","","91","","1400620016",""
"","1","","","40062","400006","","32","","1400620017",""
"","se_travel_top_pitfall_foot1","","","40062","se_travel_top","0","23","","1400620018",""
"","travel_topdrama_r_4000_run_normal","","","40062","1000001","1","3","","1400620019","0.2"
"","-300","","1","40062","1000001","-110","2","","1400620020",""
"","0","","","40062","1","","93","","1400620021",""
"","se_travel_top_pitfall_emote_note","","","40062","se_travel_top","0","23","","1400620022",""
"1","travel_topdrama_r_4000_surprise","","travel_topdrama_r_4000_idle_surprise1","40062","1000001","0","3","0.2","1400620023","0.2"
"0","10","","0","40062","1000001","0.3","12","","1400620024",""
"","0","","","40062","1.2","","93","","1400620025",""
"","se_travel_top_pitfall_foot2","","","40062","se_travel_top","0","23","","1400620026",""
"","travel_topdrama_r_4000_run_joy","","","40062","1000001","1","3","","1400620027","0.2"
"","0","","0.8","40062","1000001","-110","2","","1400620028",""
"","0","","","40062","0.8","","93","","1400620029",""
"","se_travel_top_pitfall_open_hole","","","40062","se_travel_top","0","23","","1400620030",""
"","1","","","40062","400601","","32","","1400620031",""
"","1","","","40062","400602","","32","","1400620032",""
"","travel_topdrama_r_4005_fall1","","","40062","1000001","1","3","","1400620033","0"
"","0","","","40062","0.3","","93","","1400620034",""
"","se_travel_top_pitfall_panic","","","40062","se_travel_top","0","23","","1400620035",""
"","1","","","40062","400605","","32","","1400620036",""
"","0","","","40062","1","","93","","1400620037",""
"","se_travel_top_pitfall_fall","","","40062","se_travel_top","0","23","","1400620038",""
"","travel_topdrama_r_4005_fall2","","","40062","1000001","0","3","","1400620039","0"
"","1","","","40062","400606","","32","","1400620040",""
"","1","","","40062","400607","","32","","1400620041",""
"","0","","","40062","0.3","","93","","1400620042",""
"","se_travel_top_pitfall_drillmall1","","","40062","se_travel_top","0","23","","1400620043",""
"","appear","","","40062","5","0","3","","1400620044","0"
"","0","","","40062","0.3","","93","","1400620045",""
"","se_travel_top_pitfall_drillmall2","","","40062","se_travel_top","0","23","","1400620046",""
"","0","","","40062","0.7","","93","","1400620047",""
"","se_travel_top_pitfall_wipe","","","40062","se_travel_top","0","23","","1400620048",""
"","1","","","40062","400603","","32","","1400620049",""
"","0","","","40062","0.2","","93","","1400620050",""
"","travel_topdrama_r_4005_fall3","","","40062","1000001","1","3","","1400620051","0"
"","-200","","0.01","40062","1000001","-60","2","","1400620052",""
"","disappear","","","40062","5","0","3","","1400620053","0"
"","0","","","40062","400610","","32","","1400620054",""
"","1","","","40062","400611","","32","","1400620055",""
"","0","","","40062","400601","","32","","1400620056",""
"","0","","","40062","400602","","32","","1400620057",""
"","1","","","40062","400604","","32","","1400620058",""
"","0","","","40062","400607","","32","","1400620059",""
"","0","","","40062","0.2","","93","","1400620060",""
"","1","","","40062","400608","","32","","1400620061",""
"","1","","","40062","400609","","32","","1400620062",""
"","travel_topdrama_r_4005_fall4","","","40062","1000001","0","3","","1400620063","0.2"
"","0","","","40062","0.1","","93","","1400620064",""
"","se_travel_top_pitfall_bodyfall","","","40062","se_travel_top","0","23","","1400620065",""
"","0","","","40062","0.9","","93","","1400620066",""
"","se_travel_top_pitfall_lookig_around","","","40062","se_travel_top","0","23","","1400620067",""
"","0","","","40062","1.3","","93","","1400620068",""
"","se_travel_top_pitfall_emote_notice","","","40062","se_travel_top","0","23","","1400620069",""
"0","4","","0","40062","1000001","0.01","12","","1400620070","20"
"","","","","40062","1400620063","","91","","1400620071",""
"","se_travel_top_pitfall_emote_joy","","","40062","se_travel_top","0","23","","1400620072",""
"","travel_topdrama_r_4005_guts","","","40062","1000001","0","3","","1400620073","0.2"
"","0","","","40062","1","","93","","1400620074",""
"","","","","40062","","","111","","1400620075",""
"","","","","40062","0","","91","","1400620076",""
"-113","9","idle","0","40071","9","50","5","1","1400710001","0.3"
"-83","0","rare","0","40071","0","55","5","0","1400710002","1"
"","0","","","40071","0","","91","","1400710003",""
"","idle","","","40071","9","1","3","","1400710004","0"
"","0","","","40071","0","","91","","1400710005",""
"","","","","40071","1400710004","","101","","1400710006",""
"","0","","","40071","0","","91","","1400710007",""
"-150","1000001","travel_topdrama_r_4000_idle_normal","-400","40072","1","51","1","0","1400720001","1.46"
"-250","9","disappear","0","40072","9","50","5","1","1400720002","1"
"-250","16","disappear","0","40072","16","53","5","1","1400720003","1"
"1","400700","","0","40072","400700","0","31","","1400720004","1"
"1","400701","","0","40072","400701","0","31","","1400720005","1"
"1","400702","","0","40072","400702","0","31","","1400720006","0"
"1","400703","","0","40072","400703","0","31","","1400720007","0"
"1","400704","","0","40072","400704","0","31","","1400720008","0"
"1","400705","","0","40072","400705","0","31","","1400720009","0"
"1","400720","","0","40072","400720","0","31","","1400720010","1"
"1","400721","","0","40072","400721","0","31","","1400720011","0"
"1","400722","","0","40072","400722","0","31","","1400720012","0"
"1","400723","","0","40072","400723","0","31","","1400720013","0"
"1","400724","","0","40072","400724","0","31","","1400720014","0"
"1","400730","","0","40072","400730","0","31","","1400720015","0"
"1","400740","","0","40072","400740","0","31","","1400720016","0"
"1","400741","","0","40072","400741","0","31","","1400720017","0"
"1","400742","","0","40072","400742","0","31","","1400720018","0"
"1","400743","","0","40072","400743","0","31","","1400720019","0"
"1","400744","","0","40072","400744","0","31","","1400720020","0"
"1","400750","","0","40072","400750","0","31","","1400720021","0"
"1","400751","","0","40072","400751","0","31","","1400720022","0"
"1","400752","","0","40072","400752","0","31","","1400720023","0"
"1","400753","","0","40072","400753","0","31","","1400720024","0"
"1","400754","","0","40072","400754","0","31","","1400720025","0"
"1","400780","","0","40072","400780","0","31","","1400720026","0"
"1","400781","","0","40072","400781","0","31","","1400720027","0"
"1","400790","","0","40072","400790","0","31","","1400720028","0"
"1","400007","","0","40072","400007","0","31","","1400720029","0"
"","0","","","40072","0","","91","","1400720030",""
"","0","","","40072","0","","93","","1400720031",""
"","1","","","40072","400007","","32","","1400720032",""
"","se_travel_top_ziz_foot","","","40072","se_travel_top","0","23","","1400720033",""
"","travel_topdrama_r_4007_walk_to_surprise","","","40072","1000001","0","3","","1400720034","0.2"
"","-100","","1.8","40072","1000001","-150","2","","1400720035",""
"","0","","","40072","1","","93","","1400720036",""
"","se_travel_top_ziz_approach","","","40072","se_travel_top","0","23","","1400720037",""
"","0","","","40072","0.6","","93","","1400720038",""
"","se_travel_top_ziz_emote_notice","","","40072","se_travel_top","0","23","","1400720039",""
"0","4","","0","40072","1000001","0.5","12","","1400720040",""
"","0","","","40072","1.2","","93","","1400720041",""
"","3","","","40072","3","1","122","","1400720042",""
"","0","","","40072","0.3","","93","","1400720043",""
"","se_travel_top_ziz_surprise","","","40072","se_travel_top","0","23","","1400720044",""
"","1","","","40072","400722","","32","","1400720045",""
"","0","","","40072","0.2","","93","","1400720046",""
"","5","","","40072","5","1","122","","1400720047",""
"","0","","","40072","0.5","","93","","1400720048",""
"","se_travel_top_ziz_whoosh","","","40072","se_travel_top","0","23","","1400720049",""
"","10","","","40072","10","1","122","","1400720050",""
"","0","","","40072","0.25","","93","","1400720051",""
"","1","","","40072","400723","","32","","1400720052",""
"","0","","","40072","0.05","","93","","1400720053",""
"","0","","","40072","400700","","32","","1400720054",""
"","0","","","40072","400701","","32","","1400720055",""
"","se_travel_top_ziz_hit","","","40072","se_travel_top","0","23","","1400720056",""
"","1","","","40072","400721","","32","","1400720057",""
"","0","","","40072","0.1","","93","","1400720058",""
"","1","","","40072","400702","","32","","1400720059",""
"","se_travel_top_ziz_wing","","","40072","se_travel_top","1","23","","1400720060",""
"","travel_topdrama_r_4007_grab","","","40072","1000001","1","3","","1400720061","0.2"
"","0","","0.01","40072","1000001","-200","2","","1400720062",""
"","idle","","","40072","9","1","3","","1400720063","0.2"
"","idle","","","40072","16","1","3","","1400720064","0.2"
"","0","","","40072","0.2","","93","","1400720065",""
"","0","","","40072","400720","","32","","1400720066",""
"","0","","","40072","400721","","32","","1400720067",""
"","0","","","40072","400722","","32","","1400720068",""
"","0","","","40072","2","","93","","1400720069",""
"","1","","","40072","400790","","32","","1400720070",""
"","1400720073","","","40072","もがいて逃げる","0","103","","1400720071",""
"","1400720075","","","40072","おとなしくしている","0","103","","1400720072",""
"","0","","","40072","1","","102","","1400720073",""
"","","","","40072","1400720077","","101","","1400720074",""
"","0","","","40072","2","","102","","1400720075",""
"","","","","40072","1400720077","","101","","1400720076",""
"","","","","40072","0","","91","","1400720077",""
"","0","","","40073","0","","93","","1400730001",""
"","0.2","","","40073","se_travel_top_ziz_wing","","24","","1400730002",""
"","0","","","40073","400790","","32","","1400730003",""
"","se_travel_top_ziz_panic","","","40073","se_travel_top","0","23","","1400730004",""
"","1","","","40073","400724","","32","","1400730005",""
"","travel_topdrama_r_4007_fall1","","","40073","1000001","0","3","","1400730006","0.2"
"","fall","","","40073","9","0","3","","1400730007","0.2"
"","fall","","","40073","16","0","3","","1400730008","0.2"
"","0","","","40073","1.8","","93","","1400730009",""
"","se_travel_top_ziz_cry","","","40073","se_travel_top","0","23","","1400730010",""
"","se_travel_top_ziz_fall","","","40073","se_travel_top","0","23","","1400730011",""
"","0","","","40073","1","","93","","1400730012",""
"","1","","","40073","400740","","32","","1400730013",""
"","0","","","40073","0.2","","93","","1400730014",""
"","travel_topdrama_r_4007_fall2","","","40073","1000001","0","3","","1400730015","0"
"","-200","","0.01","40073","1000001","-180","2","","1400730016",""
"","disappear","","","40073","9","0","3","","1400730017","0"
"","disappear","","","40073","16","0","3","","1400730018","0"
"","0","","","40073","400702","","32","","1400730019",""
"","1","","","40073","400704","","32","","1400730020",""
"","1","","","40073","400705","","32","","1400730021",""
"","0","","","40073","400724","","32","","1400730022",""
"","1","","","40073","400750","","32","","1400730023",""
"","1","","","40073","400751","","32","","1400730024",""
"","1","","","40073","400753","","32","","1400730025",""
"","0","","","40073","0.3","","93","","1400730026",""
"","se_travel_top_ziz_drop2","","","40073","se_travel_top","0","23","","1400730027",""
"","0","","","40073","0.3","","93","","1400730028",""
"","1","","","40073","400741","","32","","1400730029",""
"","1","","","40073","400742","","32","","1400730030",""
"","1","","","40073","400752","","32","","1400730031",""
"","travel_topdrama_r_4007_fall3","","","40073","1000001","0","3","","1400730032","0.2"
"","0","","","40073","0.3","","93","","1400730033",""
"","se_travel_top_ziz_drop3","","","40073","se_travel_top","0","23","","1400730034",""
"","0","","","40073","0.6","","93","","1400730035",""
"","se_travel_top_ziz_look_around","","","40073","se_travel_top","0","23","","1400730036",""
"","","","","40073","1400730032","","91","","1400730037",""
"","travel_topdrama_r_4007_fall4_hit","","","40073","1000001","0","3","","1400730038","0"
"","0","","","40073","0.5","","93","","1400730039",""
"","se_travel_top_ziz_joy2","","","40073","se_travel_top","0","23","","1400730040",""
"0","10","","0","40073","1000001","0.5","12","","1400730041",""
"","0","","","40073","1.5","","93","","1400730042",""
"","","","","40073","","","111","","1400730043",""
"","","","","40073","0","","91","","1400730044",""
"","0","","","40074","0","","93","","1400740001",""
"","0.2","","","40074","se_travel_top_ziz_wing","","24","","1400740002",""
"","0","","","40074","400790","","32","","1400740003",""
"","se_travel_top_ziz_panic","","","40074","se_travel_top","0","23","","1400740004",""
"","1","","","40074","400724","","32","","1400740005",""
"","travel_topdrama_r_4007_fall1","","","40074","1000001","0","3","","1400740006","0.2"
"","fall","","","40074","9","0","3","","1400740007","0.2"
"","fall","","","40074","16","0","3","","1400740008","0.2"
"","0","","","40074","1.8","","93","","1400740009",""
"","se_travel_top_ziz_cry","","","40074","se_travel_top","0","23","","1400740010",""
"","se_travel_top_ziz_fall","","","40074","se_travel_top","0","23","","1400740011",""
"","0","","","40074","1","","93","","1400740012",""
"","1","","","40074","400740","","32","","1400740013",""
"","0","","","40074","0.2","","93","","1400740014",""
"","travel_topdrama_r_4007_fall2","","","40074","1000001","0","3","","1400740015","0"
