1784297dfd4d8bd64994f1db8891e5a35859445cc7372bb8bed7282f2bd69758,38e1674cd3faa49e37777ebcedb8f56427bf48630db41f68a773232874c2572f,f17fbfb9c70fa49a95ebf6d331522d5ffc4deb844303939a4db6cf9fef65eb78,4c712a1594b894759383d1718f3f0fba3b76567ddca6ba63d6068b8262deb7dd,fa8095ad3f161d4b825a498427eb4147239af4ed823c5e70c96a04d4578a34d3,4a3b8b7c31eaf92fb89a2affb89585e908ea6f86fb5d503ddd7afd37fb9e14ab,95412758fb969d3d9a787dd346086b1d103615393ad300e2c2b45fcb31f9f53d,0baa10550ba33479735881529a232c86bd47029c3075c8bd0efba78fa1cd274e,0a2b8d0c4641083fe491f3f665d017525c6285e5cc5c4d1329d7b289e8d443d1,6b37b9995796ffdc9cdade04b2e1b28c01d2b7f9e2f3564f5a64f6debc510baa,94bc72cf922e31f924a62c2b3e7aebebc04c3d4dd108eecb1760e334afd80393
"130911","65083","0","","3","kururu_kurukuru_loop","0","5146065","0.2","1","kururu_kurukuru_in"
"97","65084","0","","3","kururu_kurukuru_loopF","0","5146065","0.2","1","kururu_kurukuru_inF"
"96","65085","0","","3","kururu_kurukuru_loopB","0","5146065","0.2","1","kururu_kurukuru_inB"
"vo_apg","65086","0","","21","0","","5146065","","","vo_apg_0511"
"131011","65087","10","1.1","11","0","0","5146065","0","0","くるくる～♪"
"0","65088","","","91","","","5146065","","",""
"vo_apg","65089","0","","21","0","","5146065","","","vo_apg_0512"
"130911","65090","10","1","11","0","0","5146065","0","0","くるくるくる～♪"
"0","65091","","","91","","","5146065","","",""
"131011","65092","2","0","12","0","10","5146065","0","0","6"
"130911","65093","2","0","12","0","10","5146065","0","0","7"
"106011","65094","1","","3","","","5146065","0.2","","walk_normal"
"1060","65095","1","","3","","","5146065","0.2","","walk_normal"
"106011","65096","-305","","2","3.4","","5146065","","0","-376"
"1060","65097","-305","","2","3.4","","5146065","","0","-376"
"3.4","65098","","","93","","","5146065","","","0"
"106011","65099","-305","","2","0.6","","5146065","","14","-446"
"1060","65100","-305","","2","0.6","","5146065","","14","-446"
"106011","65101","0","","3","","","5146065","0","","kyaru_damage"
"1060","65102","0","","3","","","5146065","0","","kyaru_damage"
"0.8","65103","","","93","","","5146065","","","0"
"106011","65104","0","","3","cool_talk_jitome","0","5146065","0.2","1","cool_in_jitome"
"1060","65105","0","","3","cool_talk_jitome","0","5146065","0.2","1","cool_in_jitome"
"vo_apg","65106","0","","21","0","","5146065","","","vo_apg_0513"
"106011","65107","10","0","11","1","0","5146065","0","1","なにやってんの、あんたら…"
"0","65108","","","91","","","5146065","","",""
"65110","65109","","","101","","","5146065","","",""
"0","65110","","","22","","","5146065","","","0.2"
"1","66001","140","aoi_walk_fear","1","-500","0","5146066","1.8","-278","104011"
"1","66002","141","idle_normal","5","30","0","5146066","1.8","-262","99"
"1","66003","100","idle_normal_noface","1","290","1","5146066","1.8","-278","130911"
"1","66004","101","idle_normal_kururu","5","290","1","5146066","1.8","-278","98"
"104011","66005","","","13","","","5146066","","","201"
"130911","66006","","","13","","","5146066","","","200"
"8","66007","15","idle","5","0","0","5146066","0.85","-174","8"
"20","66008","210","empty","5","-119","0","5146066","1","-79","20"
"22","66009","210","empty","5","0","0","5146066","1","-194","22"
"1","66010","0","","31","0","","5146066","1","1","1"
"2","66011","0","","31","-57.7","","5146066","0","1","2"
"13","66012","0","","31","0","","5146066","0","1","13"
"19","66013","11","","31","-69","","5146066","0","1","19"
"20","66014","0","","31","0","","5146066","1","1","20"
"20","66015","","","36","","","5146066","","","104011"
"20","66016","","","36","","","5146066","","","99"
"20","66017","","","36","","","5146066","","","20"
"20","66018","","","36","","","5146066","","","22"
"0","66019","","","91","","","5146066","","","0"
"0","66020","0","","102","","","5146066","","","0"
"104011","66021","-278","","2","2.7","","5146066","","0","-290"
"104011","66022","1","","3","","","5146066","0.2","","aoi_walk_fear"
"2.7","66023","","","93","","","5146066","","","0"
"104011","66024","1","","3","","","5146066","0.2","","see_talk"
"vo_apg","66025","0","","21","0","","5146066","","","vo_apg_0601"
"104011","66026","10","0","11","1","0","5146066","0","1","とうとう来ちゃいました…\nグランドリームパーク…\n一人『グラドリ』大丈夫ですかね？\n実はぼっちは捕まって強制退園とか…"
"0","66027","","","91","","","5146066","","",""
"104011","66028","1","","3","","","5146066","0.2","","see_idle"
"130911","66029","0","","3","talk_normal","0.2","5146066","0.2","1","smile"
"98","66030","0","","3","talk_normal","0.2","5146066","0.2","1","smile"
"vo_apg","66031","0","","21","0","","5146066","","","vo_apg_0602"
"130911","66032","10","0","11","1","0","5146066","0","1","アオイさんですよね～っ！？\nグランドリームパークへようこそっ♪\n本日はおひとりさまですますか？"
"0","66033","","","91","","","5146066","","",""
"130911","66034","1","","3","","","5146066","0.2","","idle_normal_surprise"
"104011","66035","1","","3","","","5146066","0.2","","panic"
"vo_apg","66036","0","","21","0","","5146066","","","vo_apg_0603"
"104011","66037","15","0","11","1","0","5146066","0","1","ぶひゃおおおお！？\nすすす、すみません！\nぼっちは強制退園ですよね！\n今すぐ出ていきますので～！"
"0","66038","","","91","","","5146066","","",""
"130911","66039","1","","3","","","5146066","0.2","","anger_talk_pain"
"98","66040","1","","3","","","5146066","0.2","","anger_talk_pain"
"vo_apg","66041","0","","21","0","","5146066","","","vo_apg_0604"
"130911","66042","10","0","11","1","0","5146066","0","1","待ってください待ってくださいっ！\n強制退園ってなんですます～っ！？\nそんなことしませんですですっ！"
"0","66043","","","91","","","5146066","","",""
"130911","66044","1","","3","","","5146066","0.2","","idle_normal_dere"
"104011","66045","0","","3","surprise_talk_search_dere","0.1","5146066","0","1","aoi_surprise_in"
"vo_apg","66046","0","","21","0","","5146066","","","vo_apg_0605"
"104011","66047","10","0","11","1","0","5146066","0","1","そんな、ぼっちにも優しいなんて…\nサービスが行き届いている！\nそれで、どこなんです？\nぼっち専用アトラクションは？"
"0","66048","","","91","","","5146066","","",""
"104011","66049","1","","3","","","5146066","0.2","","surprise_idle_dere"
"130911","66050","0","","3","kururu_guid_talk","0.2","5146066","0.2","1","kururu_surprise_talk_long"
"98","66051","0","","3","kururu_guid_talk","0.2","5146066","0.2","1","kururu_surprise_talk_long"
"vo_apg","66052","0","","21","0","","5146066","","","vo_apg_0606"
"130911","66053","10","0","11","1","0","5146066","0","1","えっ？\nえーっとえーっと\nこの観覧車なんかどうでしょう？\nぼっち専用ではないですけど…"
"0","66054","","","91","","","5146066","","",""
"130911","66055","1","","3","","","5146066","0.2","","idle_normal_noface"
"98","66056","1","","3","","","5146066","0.2","","idle_normal_kururu"
"104011","66057","0","","3","guts2_talk_surprise2","0","5146066","0.2","1","guts2_in_surprise2"
"vo_apg","66058","0","","21","0","","5146066","","","vo_apg_0607"
"104011","66059","10","0","11","1","0","5146066","0","1","の、乗ります！\nぼっち料金でもいいので\n乗せてくださいぃ！"
"0","66060","","","91","","","5146066","","",""
"104011","66061","1","","3","","","5146066","0.2","","guts2_idle_surprise2"
"130911","66062","1","","3","","","5146066","0.2","","joy_talk_dere"
"98","66063","1","","3","","","5146066","0.2","","joy_talk"
"vo_apg","66064","0","","21","0","","5146066","","","vo_apg_0608"
"130911","66065","10","0","11","1","0","5146066","0","1","別に料金は変わりませんので…\n気が済むまでお乗りください♪"
"0","66066","","","91","","","5146066","","",""
"0","66067","","","22","","","5146066","","","0"
"130911","66068","0","","3","idle_normal_joy","0.1","5146066","0.4","1","hello"
"104011","66069","1","","3","","","5146066","0.2","","walk_jog_dere"
"104011","66070","-278","","2","2","","5146066","","0","-50"
"1","66071","","","93","","","5146066","","","0"
"2","66072","","","32","","","5146066","","","1"
"1.5","66073","","","93","","","5146066","","","0"
"104011","66074","-480","","2","0","","5146066","","0","0"
"104011","66075","1","","3","","","5146066","0","","empty"
"20","66076","","","37","","","5146066","","","scale15"
"2","66077","","","37","","","5146066","","","fade_out"
"13","66078","","","32","","","5146066","","","1"
"2","66079","","","93","","","5146066","","","0"
"vo_apg","66080","0","","21","0","","5146066","","","vo_apg_0609"
"22","66081","0","","3","","","5146066","0","","0609_in"
"2.2","66082","","","93","","","5146066","","","1"
"22","66083","0","","3","","","5146066","0","","0609_mid"
"","66084","","","92","","","5146066","","",""
"22","66085","0","","3","","","5146066","0","","0609_out"
"0.2","66086","","","93","","","5146066","","","0"
"20","66087","-79","","2","0","","5146066","","0","-132"
"vo_apg","66088","0","","21","0","","5146066","","","vo_apg_0610"
"22","66089","0","","3","","","5146066","0","","0610_in"
"2.2","66090","","","93","","","5146066","","","1"
"22","66091","0","","3","","","5146066","0","","0610_mid"
"","66092","","","92","","","5146066","","",""
"22","66093","0","","3","","","5146066","0","","0610_out"
"0.2","66094","","","93","","","5146066","","","0"
"vo_apg","66095","0","","21","0","","5146066","","","vo_apg_0611"
"22","66096","0","","3","","","5146066","0","","0611_in"
"2.3","66097","","","93","","","5146066","","","1"
"22","66098","0","","3","","","5146066","0","","0611_mid"
"","66099","","","92","","","5146066","","",""
"22","66100","0","","3","","","5146066","0","","0611_out"
"0.2","66101","","","93","","","5146066","","","0"
"0","66102","","","22","","","5146066","","","0"
"104011","66103","1","","3","","","5146066","0","","empty"
"2","66104","","","37","","","5146066","","","fade_in"
"1","66105","","","93","","","5146066","","","0"
"13","66106","","","32","","","5146066","","","0"
"2","66107","","","37","","","5146066","","","fade_out"
"130911","66108","1","","3","","","5146066","0","","kururu_wish_talk_surprise_lookup"
"1","66109","","","93","","","5146066","","","0"
"130911","66110","0","","3","kururu_surprise_talk_joy","0.2","5146066","0.2","1","kururu_wish_talk_surprise_lookup"
"vo_apg","66111","0","","21","0","","5146066","","","vo_apg_0612"
"130911","66112","10","0","11","1","0","5146066","0","1","どうでしたか～？\nって、そのまま二周目ですか？\nふふっ、ずいぶんと気に入ってくれた\nみたいでうれしいですです♪"
"0","66113","","","91","","","5146066","","",""
"0","66114","","","22","","","5146066","","","0"
"2","66115","","","37","","","5146066","","","fade_in"
"1","66116","","","93","","","5146066","","","0"
"20","66117","","","37","","","5146066","","","scale1"
"2","66118","","","37","","","5146066","","","blackroom_in"
"0","66119","1.15","","121","1.15","","5146066","10","9","20"
"104011","66120","-248","","2","0","","5146066","","0","27"
"99","66121","-248","","2","0","","5146066","","0","27"
"104011","66122","1","","3","","","5146066","0","","aoi_satori_in"
"99","66123","1","","3","","","5146066","0","","aoi_satori_in"
"0.5","66124","","","93","","","5146066","","","0"
"vo_apg","66125","0","","21","0","","5146066","","","vo_apg_0613"
"104011","66126","4","1","11","0","0","5146066","0","1","ふふ…ふふふふふ…\nああ、これが悟り…！"
"3","66127","","","93","","","5146066","","",""
"19","66128","","","32","","","5146066","","","1"
"se_10055900","66129","0","","23","","","5146066","","","se_10055900_satori"
"0.5","66130","","","93","","","5146066","","",""
"104011","66131","0","","3","aoi_satori_loop","0","5146066","0.2","1","aoi_satori_mid"
"99","66132","0","","3","aoi_satori_loop","0","5146066","0.2","1","aoi_satori_mid"
"4","66133","","","93","","","5146066","","","0"
"","66134","","","92","","","5146066","","",""
"66136","66135","","","101","","","5146066","","",""
"0","66136","","","22","","","5146066","","","0.2"
"1","67001","106","idle_normal","1","-385","0","5146067","1.8","-288","106611"
"3","67002","107","idle_normal","5","-385","0","5146067","1.8","-288","1066"
"1","67003","103","idle_normal","1","-225","0","5146067","1.8","-278","106511"
"2","67004","104","idle_normal","5","-225","0","5146067","1.8","-278","1065"
"1","67005","100","idle_normal","1","290","1","5146067","1.8","-278","131011"
"106611","67006","","","13","","","5146067","","","206"
"106511","67007","","","13","","","5146067","","","203"
"131011","67008","","","13","","","5146067","","","200"
"9","67009","15","idle","5","0","0","5146067","0.85","-174","9"
"20","67010","210","empty","5","-292","0","5146067","1","71","201"
"20","67011","210","empty","5","-61","0","5146067","1","71","202"
"22","67012","210","empty","5","126","0","5146067","1","-43","22"
"21","67013","60","empty","5","0","0","5146067","1","94","21"
"1","67014","0","","31","0","","5146067","1","1","1"
"2","67015","0","","31","-57.7","","5146067","0","1","2"
"10","67016","0","","31","0","","5146067","0","1","10"
"20","67017","0","","31","0","","5146067","1","1","20"
"20","67018","","","36","","","5146067","","","106611"
"20","67019","","","36","","","5146067","","","106511"
"20","67020","","","36","","","5146067","","","201"
"20","67021","","","36","","","5146067","","","202"
"20","67022","","","36","","","5146067","","","22"
"0","67023","","","91","","","5146067","","","0"
"0","67024","0","","102","","","5146067","","","0"
"1","67025","","","93","","","5146067","","","0"
"106511","67026","1","","3","","","5146067","0.2","","talk_normal_noface"
"1065","67027","1","","3","","","5146067","0.2","","talk_normal_kaya"
"vo_apg","67028","0","","21","0","","5146067","","","vo_apg_0701"
"106511","67029","10","0","11","1","0","5146067","0","1","イノリー\n次はこれ乗ってみようぜ"
"0","67030","","","91","","","5146067","","",""
"106511","67031","1","","3","","","5146067","0.2","","idle_normal_look"
"1065","67032","1","","3","","","5146067","0.2","","idle_normal_look"
"106611","67033","0","","3","cool_talk_sad","0","5146067","0.2","1","cool_in_sad"
"1066","67034","0","","3","cool_talk_sad","0","5146067","0.2","1","cool_in_sad"
"vo_apg","67035","0","","21","0","","5146067","","","vo_apg_0702"
"106611","67036","10","0","11","1","0","5146067","0","1","コーヒーカップぅ～？\nなんかガキっぽすぎやしないですかね？"
"0","67037","","","91","","","5146067","","",""
"106611","67038","1","","3","","","5146067","0.2","","cool_idle"
"1066","67039","1","","3","","","5146067","0.2","","cool_idle"
"106511","67040","1","","3","","","5146067","0.2","","idle_normal"
"1065","67041","1","","3","","","5146067","0.2","","idle_normal"
"131011","67042","1","","3","","","5146067","0.2","","joy_talk_normal"
"vo_apg","67043","0","","21","0","","5146067","","","vo_apg_0703"
"131011","67044","10","0","11","1","0","5146067","0","1","このアトラクション、大人気どすえ♪\n最高回転記録を出すために\nみなはんシノギを削ってはるんや♪"
"0","67045","","","91","","","5146067","","",""
"131011","67046","1","","3","","","5146067","0.2","","idle_normal"
"106511","67047","0","","3","doya_talk_normal","0","5146067","0.2","1","doya_in_normal"
"1065","67048","0","","3","doya_talk_normal","0","5146067","0.2","1","doya_in_normal"
"vo_apg","67049","0","","21","0","","5146067","","","vo_apg_0704"
"106511","67050","10","0","11","1","0","5146067","0","1","へえ、それじゃ最高回転記録っての、\n塗り替えてやろうじゃねえか。\nマホさん、ちゃんと数えといてくれよ！"
"0","67051","","","91","","","5146067","","",""
"106511","67052","1","","3","","","5146067","0.2","","doya_idle_normal"
"1065","67053","1","","3","","","5146067","0.2","","doya_idle_normal"
"131011","67054","1","","3","","","5146067","0.2","","wish_talk_joy"
"vo_apg","67055","0","","21","0","","5146067","","","vo_apg_0705"
"131011","67056","10","0","11","1","0","5146067","0","1","は～い♪\nまかしておくれやす～"
"0","67057","","","91","","","5146067","","",""
"0","67058","","","22","","","5146067","","","0"
"131011","67059","0","","3","idle_normal","0.1","5146067","0.4","1","hello"
"106611","67060","1","","3","","","5146067","0.4","","walk_yareyare"
"1066","67061","1","","3","","","5146067","0.4","","walk_yareyare"
"106511","67062","1","","3","","","5146067","0.2","","walk_kyapi"
"1065","67063","1","","3","","","5146067","0.2","","walk_kyapi"
"106611","67064","-288","","2","2","","5146067","","0","-194"
"1066","67065","-288","","2","2","","5146067","","0","-194"
"106511","67066","-278","","2","2","","5146067","","0","-34"
"1065","67067","-278","","2","2","","5146067","","0","-34"
"1","67068","","","93","","","5146067","","","0"
"2","67069","","","32","","","5146067","","","1"
"1.5","67070","","","93","","","5146067","","","0"
"se_10055900","67071","1","","23","","","5146067","","","se_10055900_coffee_01"
"106611","67072","-331","","2","0","","5146067","","0","-126"
"1066","67073","-331","","2","0","","5146067","","0","-126"
"106511","67074","-331","","2","0","","5146067","","0","126"
"1065","67075","-331","","2","0","","5146067","","0","126"
"20","67076","","","37","","","5146067","","","scale15"
"vo_apg","67077","0","","21","0","","5146067","","","vo_apg_0706"
"22","67078","0","","3","","","5146067","0","","0706_in"
"3","67079","","","93","","","5146067","","","1"
"22","67080","0","","3","","","5146067","0","","0706_mid"
"","67081","","","92","","","5146067","","",""
"22","67082","0","","3","","","5146067","0","","0706_out"
"0.2","67083","","","93","","","5146067","","","0"
"22","67084","-43","","2","0","","5146067","","0","-126"
"vo_apg","67085","0","","21","0","","5146067","","","vo_apg_0707"
"22","67086","0","","3","","","5146067","0","","0707_in"
"3.7","67087","","","93","","","5146067","","","1"
"22","67088","0","","3","","","5146067","0","","0707_mid"
"","67089","","","92","","","5146067","","",""
"22","67090","0","","3","","","5146067","0","","0707_out"
"0.2","67091","","","93","","","5146067","","","0"
"0.1","67092","","","93","","","5146067","","","0"
"10","67093","","","32","","","5146067","","","1"
"10","67094","","","37","","","5146067","","","horizontal"
"se_10055900_coffee_01","67095","","","24","","","5146067","","","0.3"
"se_10055900","67096","1","","23","","","5146067","","","se_10055900_coffee_02"
"202","67097","-12","","2","0","","5146067","","0","179"
"20","67098","","","37","","","5146067","","","scale1"
"30","67099","0.5","","122","","","5146067","","","30"
"vo_apg","67100","0","","21","0","","5146067","","","vo_apg_0708"
"202","67101","0","","3","","","5146067","0","","0708_in"
"1.8","67102","","","93","","","5146067","","","1"
"202","67103","0","","3","","","5146067","0","","0708_mid"
"","67104","","","92","","","5146067","","",""
"202","67105","0","","3","","","5146067","0","","0708_out"
"0.2","67106","","","93","","","5146067","","","0"
"201","67107","71","","2","0","","5146067","","0","-237"
"20","67108","","","37","","","5146067","","","scale15"
"vo_apg","67109","0","","21","0","","5146067","","","vo_apg_0709"
"22","67110","0","","3","","","5146067","0","","0709_in"
"2.3","67111","","","93","","","5146067","","","1"
"22","67112","0","","3","","","5146067","0","","0709_mid"
"","67113","","","92","","","5146067","","",""
"22","67114","0","","3","","","5146067","0","","0709_out"
"0.2","67115","","","93","","","5146067","","","0"
"0.1","67116","","","93","","","5146067","","","0"
"20","67117","","","37","","","5146067","","","scale1"
"202","67118","-12","","2","0","","5146067","","0","0"
"30","67119","0.5","","122","","","5146067","","","30"
"vo_apg","67120","0","","21","0","","5146067","","","vo_apg_0710"
"202","67121","0","","3","","","5146067","0","","0710_in"
"2.2","67122","","","93","","","5146067","","","1"
"202","67123","0","","3","","","5146067","0","","0710_mid"
"","67124","","","92","","","5146067","","",""
"202","67125","0","","3","","","5146067","0","","0710_out"
"0.2","67126","","","93","","","5146067","","","0"
"0","67127","","","22","","","5146067","","","0"
"202","67128","0","","3","","","5146067","0","","empty"
"10","67129","","","32","","","5146067","","","0"
"1","67130","","","93","","","5146067","","","0"
"se_10055900_coffee_02","67131","","","24","","","5146067","","","0.5"
"131011","67132","1","","3","","","5146067","0","","see_guru"
"106611","67133","1","","3","","","5146067","0.2","","empty"
"1066","67134","1","","3","","","5146067","0.2","","empty"
"106611","67135","-195","","2","0","","5146067","","0","-104"
"1066","67136","-195","","2","0","","5146067","","0","-104"
"2","67137","","","37","","","5146067","","","iris_out"
"106511","67138","-278","","2","0","","5146067","","0","-129"
"1065","67139","-278","","2","0","","5146067","","0","-129"
"106511","67140","1","","3","","","5146067","0.2","","walk_normal_doya"
"1065","67141","1","","3","","","5146067","0.2","","walk_normal_doya"
"106511","67142","-278","","2","2","","5146067","","0","-290"
"1065","67143","-278","","2","2","","5146067","","0","-290"
"202","67144","21","","2","0","","5146067","","0","-290"
"106511","67145","","","4","","","5146067","","","1"
"1065","67146","","","4","","","5146067","","","1"
"2","67147","","","93","","","5146067","","","0"
"106511","67148","","","4","","","5146067","","","0"
"1065","67149","","","4","","","5146067","","","0"
"106511","67150","1","","3","","","5146067","0.2","","cool_idle_doya"
"1065","67151","1","","3","","","5146067","0.2","0","cool_idle_doya"
"0.2","67152","","","93","","","5146067","","","0"
"106511","67153","0","","3","cool_talk_dere","0","5146067","0.2","1","cool_in_nobi"
"1065","67154","0","","3","cool_talk_dere","0","5146067","0.2","1","cool_in_nobi"
"vo_apg","67155","0","","21","0","","5146067","","","vo_apg_0711"
"106511","67156","10","0","11","1","0","5146067","0","1","ふう…全力で回してやったぜ…\nで、何回だった？"
"0","67157","","","91","","","5146067","","",""
"106511","67158","1","","3","","","5146067","0.2","","cool_idle_doya"
"1065","67159","1","","3","","","5146067","0.2","","cool_idle_doya"
"vo_apg","67160","0","","21","0","","5146067","","","vo_apg_0712"
"131011","67161","10","0","11","1","0","5146067","0","1","くるくるくる～\n見てるこっちも目が回ってもうて\n分からへんかったわ～"
"0","67162","","","91","","","5146067","","",""
"131011","67163","0","","3","idle_normal_shy","0","5146067","0.5","1","maho_idle_normal_in"
"106511","67164","0","","3","surprise_talk_search","0.3","5146067","0.2","1","cool_talk_surprise"
"1065","67165","0","","3","surprise_talk_search","0.3","5146067","0.2","1","cool_talk_surprise"
"vo_apg","67166","0","","21","0","","5146067","","","vo_apg_0713"
"106511","67167","10","0","11","1","0","5146067","0","1","そっか…\nなーイノリ、お前数えて…あれ？\nそういやぁイノリはどこだ？"
"0","67168","","","91","","","5146067","","",""
"106511","67169","1","","3","","","5146067","0.3","","surprise_idle_talk1R"
"1065","67170","1","","3","","","5146067","0.3","","surprise_idle_talk1R"
"131011","67171","1","","3","","","5146067","0.2","","sad_talk"
"vo_apg","67172","0","","21","0","","5146067","","","vo_apg_0714"
"131011","67173","10","0","11","1","0","5146067","0","1","イノリはんなら、\n吹き飛ばされてあそこに…"
"0","67174","","","91","","","5146067","","",""
"131011","67175","1","","3","","","5146067","0.2","","sad_idle_lookup"
"106511","67176","1","","3","","","5146067","0.2","","surprise_idle_noface_lookup"
"1065","67177","1","","3","","","5146067","0.2","","surprise_idle_kaya_lookup"
"21","67178","0","","3","coffee_1_loop","0","5146067","0","1","coffee_1_in"
"se_10055900","67179","0","","23","","","5146067","","","se_10055900_photo"
"0.5","67180","","","93","","","5146067","","","0"
"201","67181","0","","2","0","","5146067","","0","0"
"vo_apg","67182","0","","21","0","","5146067","","","vo_apg_0715"
"106611","67183","10","0","11","1","0","5146067","0","1","うう…もう、ダメです…\nカヤぴぃの…脳筋、回転、バカ…\nガクッ！"
"0","67184","","","91","","","5146067","","",""
"21","67185","0","","3","","","5146067","0","","coffee_1_out"
"se_10055900","67186","0","","23","","","5146067","","","se_10055900_down"
"0.7","67187","","","93","","","5146067","","","0"
"131011","67188","1","","3","","","5146067","0.2","","sad_idle_sad2_lookup"
"106511","67189","0","","3","surprise3_loop_lookup","0","5146067","0.2","1","surprise3_in_lookup"
"1065","67190","0","","3","surprise3_loop_lookup","0","5146067","0.2","1","surprise3_in_lookup"
"vo_apg","67191","0","","21","0","","5146067","","","vo_apg_0716"
"30","67192","0.5","","122","","","5146067","","","30"
"202","67193","0","","3","","","5146067","0","","0716_in"
"1.2","67194","","","93","","","5146067","","","1"
"202","67195","0","","3","","","5146067","0","","0716_mid"
"","67196","","","92","","","5146067","","",""
"202","67197","0","","3","","","5146067","0","","0716_out"
"0","67198","","","91","","","5146067","","",""
"67200","67199","","","101","","","5146067","","",""
"0","67200","","","22","","","5146067","","","0.2"
"1","68001","106","idle_normal_eating_noface","1","-385","0","5146068","1.8","-288","105811"
"6","68002","107","idle_normal_eating_peko","5","-385","0","5146068","1.8","-288","1058"
"1","68003","100","idle_normal","1","-225","0","5146068","1.8","-278","106011"
"4","68004","101","idle_normal","5","-225","0","5146068","1.8","-278","1060"
"1","68005","103","idle_normal_noface","1","225","1","5146068","1.8","-278","130911"
"1","68006","104","idle_normal_kururu","5","225","1","5146068","1.8","-278","97"
"105811","68007","","","13","","","5146068","","","206"
"106011","68008","","","13","","","5146068","","","200"
"130911","68009","","","13","","","5146068","","","203"
"9","68010","15","idle","5","0","0","5146068","0.85","-174","9"
"20","68011","210","empty","5","-132","0","5146068","1","71","20"
"21","68012","60","empty","5","0","0","5146068","1","153","21"
"1","68013","0","","31","0","","5146068","1","1","1"
"0","68014","","","91","","","5146068","","","0"
"0","68015","0","","102","","","5146068","","","0"
"1","68016","","","93","","","5146068","","","0"
"130911","68017","0","","3","kururu_guid_talk","0","5146068","0.2","1","kururu_guid_in"
"97","68018","0","","3","kururu_guid_talk","0","5146068","0.2","1","kururu_guid_in"
"vo_apg","68019","0","","21","0","","5146068","","","vo_apg_0801"
"130911","68020","10","0","11","1","0","5146068","0","1","こちらはコーヒーカップです♪\n真ん中のハンドルを回すと\nカップがくるくると…"
"0","68021","","","91","","","5146068","","",""
"130911","68022","1","","3","","","5146068","0.2","","kururu_guid_idle"
"97","68023","1","","3","","","5146068","0.2","","kururu_guid_idle"
"21","68024","0","","3","coffee_3_loop","0","5146068","0","1","coffee_3_in"
"se_10055900","68025","0","","23","","","5146068","","","se_10055900_photo"
"105811","68026","0","","3","peko_notice_idle","0","5146068","0.2","1","peko_notice_in"
"1058","68027","0","","3","peko_notice_idle","0","5146068","0.2","1","peko_notice_in"
"106011","68028","1","","3","","","5146068","0.2","","cool_talk_surprise_lookup"
"1060","68029","1","","3","","","5146068","0.2","","cool_talk_surprise_lookup"
"vo_apg","68030","0","","21","0","","5146068","","","vo_apg_0802"
"106011","68031","10","0","11","1","0","5146068","0","1","真ん中にハンドルなんかないけど？"
"0","68032","","","91","","","5146068","","",""
"106011","68033","1","","3","","","5146068","0.2","","cool_idle_talkR"
"1060","68034","1","","3","","","5146068","0.2","","cool_idle_talkR"
"130911","68035","0","","3","anger_talk_surprise2_lookup","0.2","5146068","0.2","1","hawawa_lookup"
"97","68036","1","","3","","","5146068","0.2","","hawawa"
"vo_apg","68037","0","","21","0","","5146068","","","vo_apg_0803"
"130911","68038","10","0","11","1","0","5146068","0","1","ほえっ！？　そんなそんな…\nあ、ほんとにないですます！？\nどこいったんでしょ～っ！？"
"0","68039","","","91","","","5146068","","",""
"21","68040","0","","3","","","5146068","0","","coffee_3_out"
"130911","68041","1","","3","","","5146068","0.2","","anger_idle_sad"
"105811","68042","1","","3","","","5146068","0.2","","sad_idle_noface"
"1058","68043","1","","3","sad_idle_peko_loop","0","5146068","0.2","1","sad_idle_peko_in"
"vo_apg","68044","0","","21","0","","5146068","","","vo_apg_0804"
"105811","68045","10","0","11","1","0","5146068","0","1","…………"
"0","68046","","","91","","","5146068","","",""
"106011","68047","","","4","","","5146068","","","1"
"1060","68048","","","4","","","5146068","","","1"
"130911","68049","1","","3","","","5146068","0.2","","idle_normal_surprise"
"106011","68050","1","","3","","","5146068","0.2","","shock_loop_doteyes"
"1060","68051","1","","3","","","5146068","0.2","","shock_loop_doteyes"
"105811","68052","0","","3","peko_bowbowbow_loop","0","5146068","0.2","1","peko_bowbowbow_in"
"1058","68053","0","","3","peko_bowbowbow_loop","0","5146068","0.2","1","peko_bowbowbow_in"
"vo_apg","68054","0","","21","0","","5146068","","","vo_apg_0805"
"105811","68055","10","0","11","1","0","5146068","0","1","すみません～っ！！"
"0","68056","","","91","","","5146068","","",""
"106011","68057","1","","3","","","5146068","0.2","","anger_talk_shy"
"1060","68058","1","","3","","","5146068","0.2","","anger_talk_shy"
"vo_apg","68059","0","","21","0","","5146068","","","vo_apg_0806"
"106011","68060","10","0","11","1","0","5146068","0","1","あんた食べたの！？\n何やってんのよ～！？"
"0","68061","","","91","","","5146068","","",""
"106011","68062","1","","3","","","5146068","0.2","","anger_idle_shy"
"1060","68063","1","","3","","","5146068","0.2","","anger_idle_shy"
"105811","68064","0","","3","tahaha_talk","0","5146068","0.2","1","tahaha_in"
"1058","68065","0","","3","tahaha_talk","0","5146068","0.2","1","tahaha_in"
"vo_apg","68066","0","","21","0","","5146068","","","vo_apg_0807"
"105811","68067","10","0","11","1","0","5146068","0","1","まさかハンドルなんて思わなくって…\n軽食にドーナツを用意して\nいただいてると思って、\nおいしくいただいちゃいましたぁ…"
"0","68068","","","91","","","5146068","","",""
"105811","68069","1","","3","","","5146068","0.2","","tahaha_idle"
"1058","68070","1","","3","","","5146068","0.2","","tahaha_idle"
