7e57c23b1e7afe876bbe880c93c4cf4eb4d9def973b2fdf0d831e4c805350459,646beb876c266dafadcba0c771bb6c803779378840e4c4144e05d83b1e77a456,03d6121bd39b59e19c5ffbef5e260e35bb5cac411344c53dff2f575760542b12,4a380cd8ecd58bbf3dc87e1865362eb807c488a385da4ea361272da78e82c552,0d34ef785c9489d74733c196aa35d7a066f3bbe76d900a86c537f27865ab0eee,5437707d597fa878936ec4234655760fa50c953094a0b962b0304eb798314477,373167100aa1c50a005de8e9f0e1cd52a827bc2af8c18ef9b97a830a67fc11d2,214b3babe9dab3815bf1cb40e713ff65683521d6449e8dac2803e019c734640e,90e6741533ee9e7992ad2d8ec4b4f948beb6a46c985180a8e04b131a5e8ecad7,8a7d14d74cf1670fa22ecf96ab39ba7e18c4339f1a94d3684f938f6c705aed6c,7089a101635aec1e11bc85930122af140fbb059b229d07614ee13595b4f10638,411997a4a5411f9090a4449fc848308b3cc5e50396afbca02a84c0fae6474a21,1636cb52adc6398fcbca146ca4d9bbcd23ce1e8b5f066da5c89b5facbfce7eba,18795ad64c101ded0c26752d32d5b78731f9b64a9af67e1a4e1574bfc9f6d02e,71ce2d713b59642d885477a80df4013eeff0d418c7e641d877651430c21e09f9,f7d6af31345f92b694a133d61bc65085f9a9b338e4f493478af5ee14e587bffa,76cad1037fd8ae94897dfcab1201c38afd8178e682663185c988c7f0824ff306,b214eaa63fbada8ac6ed1d9fe527bf581e34cea26a683c91d1d9516c012a1c07,35b7cd5b84475b357ebc7fa4893ac7de0dca4c03b4714ff8179b82bf03563ab4,cd9b37d54a1964b0081126528aca464638e2423d53e85d418e36cab52654d0da,a4a86d3c7e93f3414847d729cb34db6c201a59ff8de76764a436d0e9b1806530
"7001","91002","0","1500","31043","0","1","10","1500","0","2","8","10000","0","0","0","502","2","90006","0","1047"
"10001","91002","0","1000","31043","0","1","8","1000","0","2","8","15000","0","0","0","503","2","90006","0","1047"
"15001","91002","0","750","31043","0","1","7","750","0","2","8","20000","0","0","0","504","2","90006","0","1047"
"20001","91002","0","500","31043","0","1","5","500","0","2","8","-1","0","0","0","505","2","90006","0","1047"
"1","91002","0","5000","31018","0","1","30","5000","0","2","8","100","0","0","0","506","2","90006","0","1048"
"101","91002","0","4500","31018","0","1","25","4500","0","2","8","300","0","0","0","507","2","90006","0","1048"
"301","91002","0","4000","31018","0","1","20","4000","0","2","8","500","0","0","0","508","2","90006","0","1048"
"501","91002","0","3500","31018","0","1","18","3500","0","2","8","1000","0","0","0","509","2","90006","0","1048"
"1001","91002","0","3000","31018","0","1","16","3000","0","2","8","2000","0","0","0","510","2","90006","0","1048"
"2001","91002","0","2500","31018","0","1","14","2500","0","2","8","4500","0","0","0","511","2","90006","0","1048"
"4501","91002","0","2000","31018","0","1","12","2000","0","2","8","7000","0","0","0","512","2","90006","0","1048"
"7001","91002","0","1500","31018","0","1","10","1500","0","2","8","10000","0","0","0","513","2","90006","0","1048"
"10001","91002","0","1000","31018","0","1","8","1000","0","2","8","15000","0","0","0","514","2","90006","0","1048"
"15001","91002","0","750","31018","0","1","7","750","0","2","8","20000","0","0","0","515","2","90006","0","1048"
"20001","91002","0","500","31018","0","1","5","500","0","2","8","-1","0","0","0","516","2","90006","0","1048"
"1","91002","0","5000","31145","0","1","30","5000","0","2","8","100","0","0","0","517","2","90006","0","1049"
"101","91002","0","4500","31145","0","1","25","4500","0","2","8","300","0","0","0","518","2","90006","0","1049"
"301","91002","0","4000","31145","0","1","20","4000","0","2","8","500","0","0","0","519","2","90006","0","1049"
"501","91002","0","3500","31145","0","1","18","3500","0","2","8","1000","0","0","0","520","2","90006","0","1049"
"1001","91002","0","3000","31145","0","1","16","3000","0","2","8","2000","0","0","0","521","2","90006","0","1049"
"2001","91002","0","2500","31145","0","1","14","2500","0","2","8","4500","0","0","0","522","2","90006","0","1049"
"4501","91002","0","2000","31145","0","1","12","2000","0","2","8","7000","0","0","0","523","2","90006","0","1049"
"7001","91002","0","1500","31145","0","1","10","1500","0","2","8","10000","0","0","0","524","2","90006","0","1049"
"10001","91002","0","1000","31145","0","1","8","1000","0","2","8","15000","0","0","0","525","2","90006","0","1049"
"15001","91002","0","750","31145","0","1","7","750","0","2","8","20000","0","0","0","526","2","90006","0","1049"
"20001","91002","0","500","31145","0","1","5","500","0","2","8","-1","0","0","0","527","2","90006","0","1049"
"1","91002","0","5000","31025","0","1","30","5000","0","2","8","100","0","0","0","528","2","90006","0","1050"
"101","91002","0","4500","31025","0","1","25","4500","0","2","8","300","0","0","0","529","2","90006","0","1050"
"301","91002","0","4000","31025","0","1","20","4000","0","2","8","500","0","0","0","530","2","90006","0","1050"
"501","91002","0","3500","31025","0","1","18","3500","0","2","8","1000","0","0","0","531","2","90006","0","1050"
"1001","91002","0","3000","31025","0","1","16","3000","0","2","8","2000","0","0","0","532","2","90006","0","1050"
"2001","91002","0","2500","31025","0","1","14","2500","0","2","8","4500","0","0","0","533","2","90006","0","1050"
"4501","91002","0","2000","31025","0","1","12","2000","0","2","8","7000","0","0","0","534","2","90006","0","1050"
"7001","91002","0","1500","31025","0","1","10","1500","0","2","8","10000","0","0","0","535","2","90006","0","1050"
"10001","91002","0","1000","31025","0","1","8","1000","0","2","8","15000","0","0","0","536","2","90006","0","1050"
"15001","91002","0","750","31025","0","1","7","750","0","2","8","20000","0","0","0","537","2","90006","0","1050"
"20001","91002","0","500","31025","0","1","5","500","0","2","8","-1","0","0","0","538","2","90006","0","1050"
"1","91002","0","5000","31042","0","1","30","5000","0","2","8","100","0","0","0","539","2","90006","0","1051"
"101","91002","0","4500","31042","0","1","25","4500","0","2","8","300","0","0","0","540","2","90006","0","1051"
"301","91002","0","4000","31042","0","1","20","4000","0","2","8","500","0","0","0","541","2","90006","0","1051"
"501","91002","0","3500","31042","0","1","18","3500","0","2","8","1000","0","0","0","542","2","90006","0","1051"
"1001","91002","0","3000","31042","0","1","16","3000","0","2","8","2000","0","0","0","543","2","90006","0","1051"
"2001","91002","0","2500","31042","0","1","14","2500","0","2","8","4500","0","0","0","544","2","90006","0","1051"
"4501","91002","0","2000","31042","0","1","12","2000","0","2","8","7000","0","0","0","545","2","90006","0","1051"
"7001","91002","0","1500","31042","0","1","10","1500","0","2","8","10000","0","0","0","546","2","90006","0","1051"
"10001","91002","0","1000","31042","0","1","8","1000","0","2","8","15000","0","0","0","547","2","90006","0","1051"
"15001","91002","0","750","31042","0","1","7","750","0","2","8","20000","0","0","0","548","2","90006","0","1051"
"20001","91002","0","500","31042","0","1","5","500","0","2","8","-1","0","0","0","549","2","90006","0","1051"
"1","91002","0","5000","31022","0","1","30","5000","0","2","8","100","0","0","0","550","2","90006","0","1052"
"101","91002","0","4500","31022","0","1","25","4500","0","2","8","300","0","0","0","551","2","90006","0","1052"
"301","91002","0","4000","31022","0","1","20","4000","0","2","8","500","0","0","0","552","2","90006","0","1052"
"501","91002","0","3500","31022","0","1","18","3500","0","2","8","1000","0","0","0","553","2","90006","0","1052"
"1001","91002","0","3000","31022","0","1","16","3000","0","2","8","2000","0","0","0","554","2","90006","0","1052"
"2001","91002","0","2500","31022","0","1","14","2500","0","2","8","4500","0","0","0","555","2","90006","0","1052"
"4501","91002","0","2000","31022","0","1","12","2000","0","2","8","7000","0","0","0","556","2","90006","0","1052"
"7001","91002","0","1500","31022","0","1","10","1500","0","2","8","10000","0","0","0","557","2","90006","0","1052"
"10001","91002","0","1000","31022","0","1","8","1000","0","2","8","15000","0","0","0","558","2","90006","0","1052"
"15001","91002","0","750","31022","0","1","7","750","0","2","8","20000","0","0","0","559","2","90006","0","1052"
"20001","91002","0","500","31022","0","1","5","500","0","2","8","-1","0","0","0","560","2","90006","0","1052"
"1","91002","0","5000","31043","0","1","30","5000","0","2","8","100","0","0","0","561","2","90006","0","1053"
"101","91002","0","4500","31043","0","1","25","4500","0","2","8","300","0","0","0","562","2","90006","0","1053"
"301","91002","0","4000","31043","0","1","20","4000","0","2","8","500","0","0","0","563","2","90006","0","1053"
"501","91002","0","3500","31043","0","1","18","3500","0","2","8","1000","0","0","0","564","2","90006","0","1053"
"1001","91002","0","3000","31043","0","1","16","3000","0","2","8","2000","0","0","0","565","2","90006","0","1053"
"2001","91002","0","2500","31043","0","1","14","2500","0","2","8","4500","0","0","0","566","2","90006","0","1053"
"4501","91002","0","2000","31043","0","1","12","2000","0","2","8","7000","0","0","0","567","2","90006","0","1053"
"7001","91002","0","1500","31043","0","1","10","1500","0","2","8","10000","0","0","0","568","2","90006","0","1053"
"10001","91002","0","1000","31043","0","1","8","1000","0","2","8","15000","0","0","0","569","2","90006","0","1053"
"15001","91002","0","750","31043","0","1","7","750","0","2","8","20000","0","0","0","570","2","90006","0","1053"
"20001","91002","0","500","31043","0","1","5","500","0","2","8","-1","0","0","0","571","2","90006","0","1053"
"1","91002","0","5000","31018","0","1","30","5000","0","2","8","100","0","0","0","572","2","90006","0","1054"
"101","91002","0","4500","31018","0","1","25","4500","0","2","8","300","0","0","0","573","2","90006","0","1054"
"301","91002","0","4000","31018","0","1","20","4000","0","2","8","500","0","0","0","574","2","90006","0","1054"
"501","91002","0","3500","31018","0","1","18","3500","0","2","8","1000","0","0","0","575","2","90006","0","1054"
"1001","91002","0","3000","31018","0","1","16","3000","0","2","8","2000","0","0","0","576","2","90006","0","1054"
"2001","91002","0","2500","31018","0","1","14","2500","0","2","8","4500","0","0","0","577","2","90006","0","1054"
"4501","91002","0","2000","31018","0","1","12","2000","0","2","8","7000","0","0","0","578","2","90006","0","1054"
"7001","91002","0","1500","31018","0","1","10","1500","0","2","8","10000","0","0","0","579","2","90006","0","1054"
"10001","91002","0","1000","31018","0","1","8","1000","0","2","8","15000","0","0","0","580","2","90006","0","1054"
"15001","91002","0","750","31018","0","1","7","750","0","2","8","20000","0","0","0","581","2","90006","0","1054"
"20001","91002","0","500","31018","0","1","5","500","0","2","8","-1","0","0","0","582","2","90006","0","1054"
"1","91002","0","5000","31145","0","1","30","5000","0","2","8","100","0","0","0","583","2","90006","0","1055"
"101","91002","0","4500","31145","0","1","25","4500","0","2","8","300","0","0","0","584","2","90006","0","1055"
"301","91002","0","4000","31145","0","1","20","4000","0","2","8","500","0","0","0","585","2","90006","0","1055"
"501","91002","0","3500","31145","0","1","18","3500","0","2","8","1000","0","0","0","586","2","90006","0","1055"
"1001","91002","0","3000","31145","0","1","16","3000","0","2","8","2000","0","0","0","587","2","90006","0","1055"
"2001","91002","0","2500","31145","0","1","14","2500","0","2","8","4500","0","0","0","588","2","90006","0","1055"
"4501","91002","0","2000","31145","0","1","12","2000","0","2","8","7000","0","0","0","589","2","90006","0","1055"
"7001","91002","0","1500","31145","0","1","10","1500","0","2","8","10000","0","0","0","590","2","90006","0","1055"
"10001","91002","0","1000","31145","0","1","8","1000","0","2","8","15000","0","0","0","591","2","90006","0","1055"
"15001","91002","0","750","31145","0","1","7","750","0","2","8","20000","0","0","0","592","2","90006","0","1055"
"20001","91002","0","500","31145","0","1","5","500","0","2","8","-1","0","0","0","593","2","90006","0","1055"
"1","91002","0","5000","31025","0","1","30","5000","0","2","8","100","0","0","0","594","2","90006","0","1056"
"101","91002","0","4500","31025","0","1","25","4500","0","2","8","300","0","0","0","595","2","90006","0","1056"
"301","91002","0","4000","31025","0","1","20","4000","0","2","8","500","0","0","0","596","2","90006","0","1056"
"501","91002","0","3500","31025","0","1","18","3500","0","2","8","1000","0","0","0","597","2","90006","0","1056"
"1001","91002","0","3000","31025","0","1","16","3000","0","2","8","2000","0","0","0","598","2","90006","0","1056"
"2001","91002","0","2500","31025","0","1","14","2500","0","2","8","4500","0","0","0","599","2","90006","0","1056"
"4501","91002","0","2000","31025","0","1","12","2000","0","2","8","7000","0","0","0","600","2","90006","0","1056"
"7001","91002","0","1500","31025","0","1","10","1500","0","2","8","10000","0","0","0","601","2","90006","0","1056"
"10001","91002","0","1000","31025","0","1","8","1000","0","2","8","15000","0","0","0","602","2","90006","0","1056"
"15001","91002","0","750","31025","0","1","7","750","0","2","8","20000","0","0","0","603","2","90006","0","1056"
"20001","91002","0","500","31025","0","1","5","500","0","2","8","-1","0","0","0","604","2","90006","0","1056"
"1","91002","0","5000","31042","0","1","30","5000","0","2","8","100","0","0","0","605","2","90006","0","1057"
"101","91002","0","4500","31042","0","1","25","4500","0","2","8","300","0","0","0","606","2","90006","0","1057"
"301","91002","0","4000","31042","0","1","20","4000","0","2","8","500","0","0","0","607","2","90006","0","1057"
"501","91002","0","3500","31042","0","1","18","3500","0","2","8","1000","0","0","0","608","2","90006","0","1057"
"1001","91002","0","3000","31042","0","1","16","3000","0","2","8","2000","0","0","0","609","2","90006","0","1057"
"2001","91002","0","2500","31042","0","1","14","2500","0","2","8","4500","0","0","0","610","2","90006","0","1057"
"4501","91002","0","2000","31042","0","1","12","2000","0","2","8","7000","0","0","0","611","2","90006","0","1057"
"7001","91002","0","1500","31042","0","1","10","1500","0","2","8","10000","0","0","0","612","2","90006","0","1057"
"10001","91002","0","1000","31042","0","1","8","1000","0","2","8","15000","0","0","0","613","2","90006","0","1057"
"15001","91002","0","750","31042","0","1","7","750","0","2","8","20000","0","0","0","614","2","90006","0","1057"
"20001","91002","0","500","31042","0","1","5","500","0","2","8","-1","0","0","0","615","2","90006","0","1057"
"1","91002","0","5000","31022","0","1","30","5000","0","2","8","100","0","0","0","616","2","90006","0","1058"
"101","91002","0","4500","31022","0","1","25","4500","0","2","8","300","0","0","0","617","2","90006","0","1058"
"301","91002","0","4000","31022","0","1","20","4000","0","2","8","500","0","0","0","618","2","90006","0","1058"
"501","91002","0","3500","31022","0","1","18","3500","0","2","8","1000","0","0","0","619","2","90006","0","1058"
"1001","91002","0","3000","31022","0","1","16","3000","0","2","8","2000","0","0","0","620","2","90006","0","1058"
"2001","91002","0","2500","31022","0","1","14","2500","0","2","8","4500","0","0","0","621","2","90006","0","1058"
"4501","91002","0","2000","31022","0","1","12","2000","0","2","8","7000","0","0","0","622","2","90006","0","1058"
"7001","91002","0","1500","31022","0","1","10","1500","0","2","8","10000","0","0","0","623","2","90006","0","1058"
"10001","91002","0","1000","31022","0","1","8","1000","0","2","8","15000","0","0","0","624","2","90006","0","1058"
"15001","91002","0","750","31022","0","1","7","750","0","2","8","20000","0","0","0","625","2","90006","0","1058"
"20001","91002","0","500","31022","0","1","5","500","0","2","8","-1","0","0","0","626","2","90006","0","1058"
"1","91002","0","5000","31043","0","1","30","5000","0","2","8","100","0","0","0","627","2","90006","0","1059"
"101","91002","0","4500","31043","0","1","25","4500","0","2","8","300","0","0","0","628","2","90006","0","1059"
"301","91002","0","4000","31043","0","1","20","4000","0","2","8","500","0","0","0","629","2","90006","0","1059"
"501","91002","0","3500","31043","0","1","18","3500","0","2","8","1000","0","0","0","630","2","90006","0","1059"
"1001","91002","0","3000","31043","0","1","16","3000","0","2","8","2000","0","0","0","631","2","90006","0","1059"
"2001","91002","0","2500","31043","0","1","14","2500","0","2","8","4500","0","0","0","632","2","90006","0","1059"
"4501","91002","0","2000","31043","0","1","12","2000","0","2","8","7000","0","0","0","633","2","90006","0","1059"
"7001","91002","0","1500","31043","0","1","10","1500","0","2","8","10000","0","0","0","634","2","90006","0","1059"
"10001","91002","0","1000","31043","0","1","8","1000","0","2","8","15000","0","0","0","635","2","90006","0","1059"
"15001","91002","0","750","31043","0","1","7","750","0","2","8","20000","0","0","0","636","2","90006","0","1059"
"20001","91002","0","500","31043","0","1","5","500","0","2","8","-1","0","0","0","637","2","90006","0","1059"
"1","91002","0","5000","31018","0","1","30","5000","0","2","8","100","0","0","0","638","2","90006","0","1060"
"101","91002","0","4500","31018","0","1","25","4500","0","2","8","300","0","0","0","639","2","90006","0","1060"
"301","91002","0","4000","31018","0","1","20","4000","0","2","8","500","0","0","0","640","2","90006","0","1060"
"501","91002","0","3500","31018","0","1","18","3500","0","2","8","1000","0","0","0","641","2","90006","0","1060"
"1001","91002","0","3000","31018","0","1","16","3000","0","2","8","2000","0","0","0","642","2","90006","0","1060"
"2001","91002","0","2500","31018","0","1","14","2500","0","2","8","4500","0","0","0","643","2","90006","0","1060"
"4501","91002","0","2000","31018","0","1","12","2000","0","2","8","7000","0","0","0","644","2","90006","0","1060"
"7001","91002","0","1500","31018","0","1","10","1500","0","2","8","10000","0","0","0","645","2","90006","0","1060"
"10001","91002","0","1000","31018","0","1","8","1000","0","2","8","15000","0","0","0","646","2","90006","0","1060"
"15001","91002","0","750","31018","0","1","7","750","0","2","8","20000","0","0","0","647","2","90006","0","1060"
"20001","91002","0","500","31018","0","1","5","500","0","2","8","-1","0","0","0","648","2","90006","0","1060"
"1","91002","0","5000","31145","0","1","30","5000","0","2","8","100","0","0","0","649","2","90006","0","1061"
"101","91002","0","4500","31145","0","1","25","4500","0","2","8","300","0","0","0","650","2","90006","0","1061"
"301","91002","0","4000","31145","0","1","20","4000","0","2","8","500","0","0","0","651","2","90006","0","1061"
"501","91002","0","3500","31145","0","1","18","3500","0","2","8","1000","0","0","0","652","2","90006","0","1061"
"1001","91002","0","3000","31145","0","1","16","3000","0","2","8","2000","0","0","0","653","2","90006","0","1061"
"2001","91002","0","2500","31145","0","1","14","2500","0","2","8","4500","0","0","0","654","2","90006","0","1061"
"4501","91002","0","2000","31145","0","1","12","2000","0","2","8","7000","0","0","0","655","2","90006","0","1061"
"7001","91002","0","1500","31145","0","1","10","1500","0","2","8","10000","0","0","0","656","2","90006","0","1061"
"10001","91002","0","1000","31145","0","1","8","1000","0","2","8","15000","0","0","0","657","2","90006","0","1061"
"15001","91002","0","750","31145","0","1","7","750","0","2","8","20000","0","0","0","658","2","90006","0","1061"
"20001","91002","0","500","31145","0","1","5","500","0","2","8","-1","0","0","0","659","2","90006","0","1061"
"1","91002","0","5000","31025","0","1","30","5000","0","2","8","100","0","0","0","660","2","90006","0","1063"
"101","91002","0","4500","31025","0","1","25","4500","0","2","8","300","0","0","0","661","2","90006","0","1063"
"301","91002","0","4000","31025","0","1","20","4000","0","2","8","500","0","0","0","662","2","90006","0","1063"
"501","91002","0","3500","31025","0","1","18","3500","0","2","8","1000","0","0","0","663","2","90006","0","1063"
"1001","91002","0","3000","31025","0","1","16","3000","0","2","8","2000","0","0","0","664","2","90006","0","1063"
"2001","91002","0","2500","31025","0","1","14","2500","0","2","8","4500","0","0","0","665","2","90006","0","1063"
"4501","91002","0","2000","31025","0","1","12","2000","0","2","8","7000","0","0","0","666","2","90006","0","1063"
"7001","91002","0","1500","31025","0","1","10","1500","0","2","8","10000","0","0","0","667","2","90006","0","1063"
"10001","91002","0","1000","31025","0","1","8","1000","0","2","8","15000","0","0","0","668","2","90006","0","1063"
"15001","91002","0","750","31025","0","1","7","750","0","2","8","20000","0","0","0","669","2","90006","0","1063"
"20001","91002","0","500","31025","0","1","5","500","0","2","8","-1","0","0","0","670","2","90006","0","1063"
"1","91002","0","5000","31042","0","1","30","5000","0","2","8","100","0","0","0","671","2","90006","0","1064"
"101","91002","0","4500","31042","0","1","25","4500","0","2","8","300","0","0","0","672","2","90006","0","1064"
"301","91002","0","4000","31042","0","1","20","4000","0","2","8","500","0","0","0","673","2","90006","0","1064"
"501","91002","0","3500","31042","0","1","18","3500","0","2","8","1000","0","0","0","674","2","90006","0","1064"
"1001","91002","0","3000","31042","0","1","16","3000","0","2","8","2000","0","0","0","675","2","90006","0","1064"
"2001","91002","0","2500","31042","0","1","14","2500","0","2","8","4500","0","0","0","676","2","90006","0","1064"
"4501","91002","0","2000","31042","0","1","12","2000","0","2","8","7000","0","0","0","677","2","90006","0","1064"
"7001","91002","0","1500","31042","0","1","10","1500","0","2","8","10000","0","0","0","678","2","90006","0","1064"
"10001","91002","0","1000","31042","0","1","8","1000","0","2","8","15000","0","0","0","679","2","90006","0","1064"
"15001","91002","0","750","31042","0","1","7","750","0","2","8","20000","0","0","0","680","2","90006","0","1064"
"20001","91002","0","500","31042","0","1","5","500","0","2","8","-1","0","0","0","681","2","90006","0","1064"
"1","91002","0","5000","31022","0","1","30","5000","0","2","8","100","0","0","0","682","2","90006","0","1065"
"101","91002","0","4500","31022","0","1","25","4500","0","2","8","300","0","0","0","683","2","90006","0","1065"
"301","91002","0","4000","31022","0","1","20","4000","0","2","8","500","0","0","0","684","2","90006","0","1065"
"501","91002","0","3500","31022","0","1","18","3500","0","2","8","1000","0","0","0","685","2","90006","0","1065"
"1001","91002","0","3000","31022","0","1","16","3000","0","2","8","2000","0","0","0","686","2","90006","0","1065"
"2001","91002","0","2500","31022","0","1","14","2500","0","2","8","4500","0","0","0","687","2","90006","0","1065"
"4501","91002","0","2000","31022","0","1","12","2000","0","2","8","7000","0","0","0","688","2","90006","0","1065"
"7001","91002","0","1500","31022","0","1","10","1500","0","2","8","10000","0","0","0","689","2","90006","0","1065"
"10001","91002","0","1000","31022","0","1","8","1000","0","2","8","15000","0","0","0","690","2","90006","0","1065"
"15001","91002","0","750","31022","0","1","7","750","0","2","8","20000","0","0","0","691","2","90006","0","1065"
"20001","91002","0","500","31022","0","1","5","500","0","2","8","-1","0","0","0","692","2","90006","0","1065"
"1","91002","0","5000","31043","0","1","30","5000","0","2","8","100","0","0","0","693","2","90006","0","1066"
"101","91002","0","4500","31043","0","1","25","4500","0","2","8","300","0","0","0","694","2","90006","0","1066"
"301","91002","0","4000","31043","0","1","20","4000","0","2","8","500","0","0","0","695","2","90006","0","1066"
"501","91002","0","3500","31043","0","1","18","3500","0","2","8","1000","0","0","0","696","2","90006","0","1066"
"1001","91002","0","3000","31043","0","1","16","3000","0","2","8","2000","0","0","0","697","2","90006","0","1066"
"2001","91002","0","2500","31043","0","1","14","2500","0","2","8","4500","0","0","0","698","2","90006","0","1066"
"4501","91002","0","2000","31043","0","1","12","2000","0","2","8","7000","0","0","0","699","2","90006","0","1066"
"7001","91002","0","1500","31043","0","1","10","1500","0","2","8","10000","0","0","0","700","2","90006","0","1066"
"10001","91002","0","1000","31043","0","1","8","1000","0","2","8","15000","0","0","0","701","2","90006","0","1066"
"15001","91002","0","750","31043","0","1","7","750","0","2","8","20000","0","0","0","702","2","90006","0","1066"
"20001","91002","0","500","31043","0","1","5","500","0","2","8","-1","0","0","0","703","2","90006","0","1066"
"1","91002","0","5000","31018","0","1","30","5000","0","2","8","100","0","0","0","704","2","90006","0","1067"
"101","91002","0","4500","31018","0","1","25","4500","0","2","8","300","0","0","0","705","2","90006","0","1067"
"301","91002","0","4000","31018","0","1","20","4000","0","2","8","500","0","0","0","706","2","90006","0","1067"
"501","91002","0","3500","31018","0","1","18","3500","0","2","8","1000","0","0","0","707","2","90006","0","1067"
"1001","91002","0","3000","31018","0","1","16","3000","0","2","8","2000","0","0","0","708","2","90006","0","1067"
"2001","91002","0","2500","31018","0","1","14","2500","0","2","8","4500","0","0","0","709","2","90006","0","1067"
"4501","91002","0","2000","31018","0","1","12","2000","0","2","8","7000","0","0","0","710","2","90006","0","1067"
"7001","91002","0","1500","31018","0","1","10","1500","0","2","8","10000","0","0","0","711","2","90006","0","1067"
"10001","91002","0","1000","31018","0","1","8","1000","0","2","8","15000","0","0","0","712","2","90006","0","1067"
"15001","91002","0","750","31018","0","1","7","750","0","2","8","20000","0","0","0","713","2","90006","0","1067"
"20001","91002","0","500","31018","0","1","5","500","0","2","8","-1","0","0","0","714","2","90006","0","1067"
"1","91002","0","5000","31145","0","1","30","5000","0","2","8","100","0","0","0","715","2","90006","0","1068"
"101","91002","0","4500","31145","0","1","25","4500","0","2","8","300","0","0","0","716","2","90006","0","1068"
"301","91002","0","4000","31145","0","1","20","4000","0","2","8","500","0","0","0","717","2","90006","0","1068"
"501","91002","0","3500","31145","0","1","18","3500","0","2","8","1000","0","0","0","718","2","90006","0","1068"
"1001","91002","0","3000","31145","0","1","16","3000","0","2","8","2000","0","0","0","719","2","90006","0","1068"
"2001","91002","0","2500","31145","0","1","14","2500","0","2","8","4500","0","0","0","720","2","90006","0","1068"
"4501","91002","0","2000","31145","0","1","12","2000","0","2","8","7000","0","0","0","721","2","90006","0","1068"
"7001","91002","0","1500","31145","0","1","10","1500","0","2","8","10000","0","0","0","722","2","90006","0","1068"
"10001","91002","0","1000","31145","0","1","8","1000","0","2","8","15000","0","0","0","723","2","90006","0","1068"
"15001","91002","0","750","31145","0","1","7","750","0","2","8","20000","0","0","0","724","2","90006","0","1068"
"20001","91002","0","500","31145","0","1","5","500","0","2","8","-1","0","0","0","725","2","90006","0","1068"
"1","91002","0","5000","31025","0","1","30","5000","0","2","8","100","0","0","0","726","2","90006","0","1069"
"101","91002","0","4500","31025","0","1","25","4500","0","2","8","300","0","0","0","727","2","90006","0","1069"
"301","91002","0","4000","31025","0","1","20","4000","0","2","8","500","0","0","0","728","2","90006","0","1069"
"501","91002","0","3500","31025","0","1","18","3500","0","2","8","1000","0","0","0","729","2","90006","0","1069"
"1001","91002","0","3000","31025","0","1","16","3000","0","2","8","2000","0","0","0","730","2","90006","0","1069"
"2001","91002","0","2500","31025","0","1","14","2500","0","2","8","4500","0","0","0","731","2","90006","0","1069"
"4501","91002","0","2000","31025","0","1","12","2000","0","2","8","7000","0","0","0","732","2","90006","0","1069"
"7001","91002","0","1500","31025","0","1","10","1500","0","2","8","10000","0","0","0","733","2","90006","0","1069"
"10001","91002","0","1000","31025","0","1","8","1000","0","2","8","15000","0","0","0","734","2","90006","0","1069"
"15001","91002","0","750","31025","0","1","7","750","0","2","8","20000","0","0","0","735","2","90006","0","1069"
"20001","91002","0","500","31025","0","1","5","500","0","2","8","-1","0","0","0","736","2","90006","0","1069"
"1","91002","0","5000","31042","0","1","30","5000","0","2","8","100","0","0","0","737","2","90006","0","1070"
"101","91002","0","4500","31042","0","1","25","4500","0","2","8","300","0","0","0","738","2","90006","0","1070"
"301","91002","0","4000","31042","0","1","20","4000","0","2","8","500","0","0","0","739","2","90006","0","1070"
"501","91002","0","3500","31042","0","1","18","3500","0","2","8","1000","0","0","0","740","2","90006","0","1070"
"1001","91002","0","3000","31042","0","1","16","3000","0","2","8","2000","0","0","0","741","2","90006","0","1070"
"2001","91002","0","2500","31042","0","1","14","2500","0","2","8","4500","0","0","0","742","2","90006","0","1070"
"4501","91002","0","2000","31042","0","1","12","2000","0","2","8","7000","0","0","0","743","2","90006","0","1070"
"7001","91002","0","1500","31042","0","1","10","1500","0","2","8","10000","0","0","0","744","2","90006","0","1070"
"10001","91002","0","1000","31042","0","1","8","1000","0","2","8","15000","0","0","0","745","2","90006","0","1070"
"15001","91002","0","750","31042","0","1","7","750","0","2","8","20000","0","0","0","746","2","90006","0","1070"
"20001","91002","0","500","31042","0","1","5","500","0","2","8","-1","0","0","0","747","2","90006","0","1070"
"1","91002","0","5000","31022","0","1","30","5000","0","2","8","100","0","0","0","748","2","90006","0","1071"
"101","91002","0","4500","31022","0","1","25","4500","0","2","8","300","0","0","0","749","2","90006","0","1071"
"301","91002","0","4000","31022","0","1","20","4000","0","2","8","500","0","0","0","750","2","90006","0","1071"
"501","91002","0","3500","31022","0","1","18","3500","0","2","8","1000","0","0","0","751","2","90006","0","1071"
"1001","91002","0","3000","31022","0","1","16","3000","0","2","8","2000","0","0","0","752","2","90006","0","1071"
"2001","91002","0","2500","31022","0","1","14","2500","0","2","8","4500","0","0","0","753","2","90006","0","1071"
"4501","91002","0","2000","31022","0","1","12","2000","0","2","8","7000","0","0","0","754","2","90006","0","1071"
"7001","91002","0","1500","31022","0","1","10","1500","0","2","8","10000","0","0","0","755","2","90006","0","1071"
"10001","91002","0","1000","31022","0","1","8","1000","0","2","8","15000","0","0","0","756","2","90006","0","1071"
"15001","91002","0","750","31022","0","1","7","750","0","2","8","20000","0","0","0","757","2","90006","0","1071"
"20001","91002","0","500","31022","0","1","5","500","0","2","8","-1","0","0","0","758","2","90006","0","1071"
