aa77f205d56789a5d4e0f20c4511109decd4107fb5794ac855d890abadf85113,de95e74baf452e99d35f199c71887e9ec8e571d15a2211402853574518789ad0,e9b1c8ad1683f17301762e7d55ce57c4ca119a86b86368f301b10488ff827ad5,fadefed80d55b1bec7e3242e7dac71d8ee60119266fbdf0c96ffe419930de9ff,e761191d54ffc9c5ffe13a7ac775b26ab5168441370b0d0056710a35d8e9e2b7,99fd95186da4c3afeca9b62d9758725d69ec6266aff68e464cb73e031f5c6be0,ad68071cfbe1085d9b4e337473dfd9bf1d4135b47b888dbd6758119f639007a9,7ca076144d9a7681987fb66598246a0ede028f8031307e40e19f83aa70630752,acc73b721f201d2957e36a331aca67008d592e60530f71a5b3951aa26db7458e,1d5a05a1307f02825a9e09083aa9a53d398ba893af331af50afa7d29f53df458,a48633e78962c25a81134a2ad81b812a47ccb65b9cb715d94d60a21ee04ed91d
"0.1","93","","","","","26234","","","","26234020"
"109211","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_04","26234","0.2","","1","26234021"
"0.3","93","","","","","26234","","","","26234022"
"109411","3","0.2","wac_birthday_run_01","1","","26234","","","","26234023"
"109411","2","","0","-70","3","26234","","","","26234024"
"2.5","93","","","","","26234","","","","26234025"
"602","32","","1","","","26234","","","","26234026"
"0.6","93","","","","","26234","","","","26234027"
"601","32","","0","","","26234","","","","26234028"
"614","32","","0","","","26234","","","","26234029"
"604","32","","0","","","26234","","","","26234030"
"701","32","","1","","","26234","","","","26234031"
"944","33","","0","0","0.01","26234","","","","26234032"
"109411","3","0.2","wac_birthday_blowout_03","0","wac_birthday_wish_gurea","26234","0.2","","1","26234033"
"109411","2","","-200","-330","0.01","26234","","","","26234034"
"109211","3","0.2","wac_birthday_idle_smile","1","","26234","","","","26234035"
"109211","2","","180","-320","0.01","26234","","","","26234036"
"109311","3","0.2","wac_birthday_idle_kyapi","1","","26234","","","","26234037"
"109311","2","","320","-340","0.01","26234","","","","26234038"
"0","93","","","","","26234","","","","26234039"
"800","32","","1","","","26234","","","","26234040"
"0.7","93","","","","","26234","","","","26234041"
"702","32","","1","","","26234","","","","26234042"
"0.5","93","","","","","26234","","","","26234043"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","26234","","","","26234044"
"701","32","","0","","","26234","","","","26234045"
"0.4","93","","","","","26234","","","","26234046"
"se_common","23","","se_sys_login_birthday_cracker","0","","26234","","","","26234047"
"700","32","","1","","","26234","","","","26234048"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","26234","","","","26234049"
"109211","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","26234","0.2","","1","26234050"
"0.1","93","","","","","26234","","","","26234051"
"109311","3","0.2","wac_birthday_clap","0","wac_birthday_idle_kyapi","26234","0.2","","1","26234052"
"2","93","","","","","26234","","","","26234053"
"1","131","","","","","26234","","","","26234054"
"vo_wac_26234","21","","vo_wac_26234_000","0","0","26234","","","","26234055"
"109411","11","0","ええと……その……\nこのケーキ……","10","1","26234","0","0.5","1","26234056"
"0","91","","","","","26234","","","","26234057"
"109411","3","0.2","wac_birthday_idle_wish","1","","26234","","","","26234058"
"109211","3","0.2","wac_birthday_talk_smile","1","","26234","","","","26234059"
"vo_wac_26234","21","","vo_wac_26234_001","0","0","26234","","","","26234060"
"109211","11","0","グレアッ！　お誕生日おめでとうー！\n生クリームから生地まで、\nぜーんぶ手作りしたんだよ！\nもちろん、魔法は使わずにね！","10","1","26234","0","0.5","1","26234061"
"0","91","","","","","26234","","","","26234062"
"109211","3","0.2","wac_birthday_idle_smile","1","","26234","","","","26234063"
"109311","3","0.2","wac_birthday_talk_kyapi","1","","26234","","","","26234064"
"vo_wac_26234","21","","vo_wac_26234_002","0","0","26234","","","","26234065"
"109311","11","0","ルゥもがんばったですよー！\nフルーツをもりつけて、もりつけて\nもりつけまくったですから！","10","1","26234","0","0.5","1","26234066"
"0","91","","","","","26234","","","","26234067"
"109311","3","0.2","wac_birthday_idle_kyapi","1","","26234","","","","26234068"
"109411","3","0.2","wac_birthday_talk_wish","1","","26234","","","","26234069"
"vo_wac_26234","21","","vo_wac_26234_003","0","0","26234","","","","26234070"
"109411","11","0","ふふっ、二人ともありがとう……\nそれから、あなたも……\n私は口下手で……でも。\nありがとうって、何度も伝えるから。","10","1","26234","0","0.5","1","26234071"
"0","91","","","","","26234","","","","26234072"
"0","22","","","","","26234","","","","26234073"
"bgm_M321","25","","bgm_M321_2C","","","27014","","","","27014001"
"1","1","2","104811","250","-1000","27014","0","wac_birthday_idle_normal","-70","27014002"
"1","1","2","103211","256","200","27014","1","wac_birthday_idle_doya","-270","27014003"
"1","1","2","104611","258","315","27014","1","wac_birthday_idle_smile","-310","27014004"
"1","1","2","103411","257","450","27014","1","wac_birthday_idle_kyapi_yukari","-290","27014005"
"104811","13","","300","","","27014","","","","27014006"
"103211","13","","300","","","27014","","","","27014007"
"104611","13","","300","","","27014","","","","27014008"
"103411","13","","300","","","27014","","","","27014009"
"600","31","1","600","0","0","27014","","","1","27014010"
"602","31","0","602","0","0","27014","","","1","27014011"
"603","31","0","603","0","0","27014","","","1","27014012"
"604","31","1","604","30","60","27014","","","1","27014013"
"614","31","1","614","0","0","27014","","","1","27014014"
"700","31","0","700","0","0","27014","","","1","27014015"
"701","31","0","701","0","0","27014","","","1","27014016"
"702","31","0","702","0","0","27014","","","1","27014017"
"800","31","0","800","0","0","27014","","","1","27014018"
"945","31","1","945","30","60","27014","","","1","27014019"
"1","93","","","","","27014","","","","27014020"
"104611","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","27014","0.2","","1","27014021"
"0.1","93","","","","","27014","","","","27014022"
"103211","3","0.2","wac_birthday_reaction_03","0","wac_birthday_reaction_01","27014","0.2","","1","27014023"
"103411","3","0.2","wac_birthday_reaction_02_yukari","0","wac_birthday_reaction_04_yukari","27014","0.2","","1","27014024"
"0.3","93","","","","","27014","","","","27014025"
"104811","3","0.2","wac_birthday_run_01","1","","27014","","","","27014026"
"104811","2","","0","-70","3","27014","","","","27014027"
"2.5","93","","","","","27014","","","","27014028"
"602","32","","1","","","27014","","","","27014029"
"0.6","93","","","","","27014","","","","27014030"
"600","32","","0","","","27014","","","","27014031"
"614","32","","0","","","27014","","","","27014032"
"604","32","","0","","","27014","","","","27014033"
"701","32","","1","","","27014","","","","27014034"
"945","33","","0","0","0.01","27014","","","","27014035"
"104811","3","0.2","wac_birthday_blowout_03","0","wac_birthday_wish_05","27014","0.2","","1","27014036"
"104811","2","","-200","-330","0.01","27014","","","","27014037"
"103211","3","0.2","wac_birthday_idle_doya","1","","27014","","","","27014038"
"103211","2","","180","-320","0.01","27014","","","","27014039"
"104611","3","0.2","wac_birthday_idle_smile","1","","27014","","","","27014040"
"104611","2","","285","-360","0.01","27014","","","","27014041"
"103411","3","0.2","wac_birthday_idle_kyapi_yukari","1","","27014","","","","27014042"
"103411","2","","425","-340","0.01","27014","","","","27014043"
"0","93","","","","","27014","","","","27014044"
"800","32","","1","","","27014","","","","27014045"
"0.7","93","","","","","27014","","","","27014046"
"702","32","","1","","","27014","","","","27014047"
"0.5","93","","","","","27014","","","","27014048"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","27014","","","","27014049"
"701","32","","0","","","27014","","","","27014050"
"0.4","93","","","","","27014","","","","27014051"
"se_common","23","","se_sys_login_birthday_cracker","0","","27014","","","","27014052"
"700","32","","1","","","27014","","","","27014053"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","27014","","","","27014054"
"103211","3","0.2","wac_birthday_clap","0","wac_birthday_idle_doya","27014","0.2","","1","27014055"
"0.1","93","","","","","27014","","","","27014056"
"104611","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","27014","0.2","","1","27014057"
"0.1","93","","","","","27014","","","","27014058"
"103411","3","0.2","wac_birthday_clap_yukari","0","wac_birthday_idle_kyapi_yukari","27014","0.2","","1","27014059"
"2","93","","","","","27014","","","","27014060"
"1","131","","","","","27014","","","","27014061"
"vo_wac_27014","21","","vo_wac_27014_000","0","0","27014","","","","27014062"
"104811","11","0","最初に聞いた時は驚いたけれど。\n今日は私の誕生日を\nお祝いしてくれてありがとう♪\n素敵なケーキまで用意してくれて……","10","1","27014","0","0.5","1","27014063"
"0","91","","","","","27014","","","","27014064"
"104811","3","0.2","wac_birthday_idle_wish","1","","27014","","","","27014065"
"103211","3","0.2","wac_birthday_talk_doya","1","","27014","","","","27014066"
"vo_wac_27014","21","","vo_wac_27014_001","0","0","27014","","","","27014067"
"103211","11","0","なにを水臭いことを\nおっしゃるんですの、ミフユさん！\n私たちは天下御免の\n【メルクリウス財団】ですのよ？","10","1","27014","0","0.5","1","27014068"
"0","91","","","","","27014","","","","27014069"
"103211","3","0.2","wac_birthday_idle_doya","1","","27014","","","","27014070"
"104611","3","0.2","wac_birthday_talk_smile","1","","27014","","","","27014071"
"vo_wac_27014","21","","vo_wac_27014_002","0","0","27014","","","","27014072"
"104611","11","0","生まれし日、時は違えど！\nいっぱいお金を稼いで世の中を\nよくしようという志は同じにゃ！","10","1","27014","0","0.5","1","27014073"
"27014073","91","","","","","27014","","","","27014074"
"104611","3","0.2","wac_birthday_idle_smile","1","","27014","","","","27014075"
"103411","3","0.2","wac_birthday_talk_kyapi_yukari","1","","27014","","","","27014076"
"vo_wac_27014","21","","vo_wac_27014_003","0","0","27014","","","","27014077"
"103411","11","0","だから仲間のお祝いは、\nケーキと麦しゅわでパーッと、\n楽しく盛り上げなきゃね♪\n……ひっく。","10","1","27014","0","0.5","1","27014078"
"0","91","","","","","27014","","","","27014079"
"104811","3","0.2","wac_birthday_talk_normal","1","","27014","","","","27014080"
"103411","3","0.2","wac_birthday_idle_kyapi_yukari","1","","27014","","","","27014081"
"vo_wac_27014","21","","vo_wac_27014_004","0","0","27014","","","","27014082"
"104811","11","0","か、乾杯前にデキあがってる人が……\nでも、これくらいにぎやかな方が、\n私たちらしいかもしれないわね。\nキミもそう思うでしょ？　ふふっ♪","10","1","27014","0","0.5","1","27014083"
"0","91","","","","","27014","","","","27014084"
"0","22","","","","","27014","","","","27014085"
"bgm_M321","25","","bgm_M321_2C","","","27814","","","","27814001"
"1","1","2","104511","250","-1000","27814","0","wac_birthday_idle_normal","-70","27814002"
"1","1","2","105311","256","170","27814","1","wac_birthday_idle_normal","-260","27814003"
"1","1","2","105511","259","270","27814","1","wac_birthday_idle_smile","-310","27814004"
"1","1","2","103011","257","400","27814","1","wac_birthday_idle_kyapi","-270","27814005"
"1","1","2","100811","258","510","27814","1","wac_birthday_idle_smile","-310","27814006"
"104511","13","","300","","","27814","","","","27814007"
"105311","13","","300","","","27814","","","","27814008"
"105511","13","","300","","","27814","","","","27814009"
"103011","13","","300","","","27814","","","","27814010"
"100811","13","","300","","","27814","","","","27814011"
"600","31","1","600","0","0","27814","","","1","27814012"
"602","31","0","602","0","0","27814","","","1","27814013"
"603","31","0","603","0","0","27814","","","1","27814014"
"604","31","1","604","30","60","27814","","","1","27814015"
"614","31","1","614","0","0","27814","","","1","27814016"
"700","31","0","700","0","0","27814","","","1","27814017"
"701","31","0","701","0","0","27814","","","1","27814018"
"702","31","0","702","0","0","27814","","","1","27814019"
"800","31","0","800","0","0","27814","","","1","27814020"
"946","31","1","946","30","60","27814","","","1","27814021"
"1","93","","","","","27814","","","","27814022"
"105511","3","0.2","wac_birthday_reaction_03","0","wac_birthday_reaction_04","27814","0.2","","1","27814023"
"105311","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","27814","0.2","","1","27814024"
"0.1","93","","","","","27814","","","","27814025"
"103011","3","0.2","wac_birthday_reaction_05","0","wac_birthday_reaction_03","27814","0.2","","1","27814026"
"100811","3","0.2","wac_birthday_reaction_04","0","wac_birthday_reaction_01","27814","0.2","","1","27814027"
"0.3","93","","","","","27814","","","","27814028"
"104511","3","0.2","wac_birthday_run_01","1","","27814","","","","27814029"
"104511","2","","0","-70","3","27814","","","","27814030"
"2.5","93","","","","","27814","","","","27814031"
"602","32","","1","","","27814","","","","27814032"
"0.6","93","","","","","27814","","","","27814033"
"600","32","","0","","","27814","","","","27814034"
"614","32","","0","","","27814","","","","27814035"
"604","32","","0","","","27814","","","","27814036"
"701","32","","1","","","27814","","","","27814037"
"946","33","","0","0","0.01","27814","","","","27814038"
"104511","3","0.2","wac_birthday_blowout_03","0","wac_birthday_wish_04","27814","0.2","","1","27814039"
"104511","2","","-200","-330","0.01","27814","","","","27814040"
"105311","3","0.2","wac_birthday_idle_normal","1","","27814","","","","27814041"
"105311","2","","150","-320","0.01","27814","","","","27814042"
"105511","3","0.2","wac_birthday_idle_smile","1","","27814","","","","27814043"
"105511","2","","260","-360","0.01","27814","","","","27814044"
"103011","3","0.2","wac_birthday_idle_kyapi","1","","27814","","","","27814045"
"103011","2","","400","-320","0.01","27814","","","","27814046"
"100811","3","0.2","wac_birthday_idle_smile","1","","27814","","","","27814047"
"100811","2","","520","-340","0.01","27814","","","","27814048"
"0","93","","","","","27814","","","","27814049"
"800","32","","1","","","27814","","","","27814050"
"0.7","93","","","","","27814","","","","27814051"
"702","32","","1","","","27814","","","","27814052"
"0.5","93","","","","","27814","","","","27814053"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","27814","","","","27814054"
"701","32","","0","","","27814","","","","27814055"
"0.4","93","","","","","27814","","","","27814056"
"se_common","23","","se_sys_login_birthday_cracker","0","","27814","","","","27814057"
"700","32","","1","","","27814","","","","27814058"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","27814","","","","27814059"
"105311","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","27814","0.2","","1","27814060"
"103011","3","0.2","wac_birthday_clap","0","wac_birthday_idle_kyapi","27814","0.2","","1","27814061"
"0.1","93","","","","","27814","","","","27814062"
"105511","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","27814","0.2","","1","27814063"
"0.1","93","","","","","27814","","","","27814064"
"100811","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","27814","0.2","","1","27814065"
"2","93","","","","","27814","","","","27814066"
"1","131","","","","","27814","","","","27814067"
"vo_wac_27814","21","","vo_wac_27814_000","0","0","27814","","","","27814068"
"104511","11","0","こ、このケーキはクウカのために……？\nそれに、ドＳさんまで……ま、まさか、\nここにあるローソクを使ってクウカに\n何か良からぬことを……！？","10","1","27814","0","0.5","1","27814069"
"0","91","","","","","27814","","","","27814070"
"105311","3","0.2","wac_birthday_talk_doya","1","","27814","","","","27814071"
"vo_wac_27814","21","","vo_wac_27814_001","0","0","27814","","","","27814072"
"105311","11","0","ちがう！\nこれは其方を祝うために用意したのだ！\nと、とにかく……\n誕生日おめでとう、クウカ。","10","1","27814","0","0.5","1","27814073"
"0","91","","","","","27814","","","","27814074"
"105311","3","0.2","wac_birthday_idle_doya","1","","27814","","","","27814075"
"105511","3","0.2","wac_birthday_talk_smile","1","","27814","","","","27814076"
"vo_wac_27814","21","","vo_wac_27814_002","0","0","27814","","","","27814077"
"105511","11","0","お、お誕生日\nおめでとうございます、クウカさん。\nせ、せっかく、ケーキを用意したので、\nみんなでこれを食べませんか……？","10","1","27814","0","0.5","1","27814078"
"0","91","","","","","27814","","","","27814079"
"105511","3","0.2","wac_birthday_idle_smile","1","","27814","","","","27814080"
"103011","3","0.2","wac_birthday_talk_kyapi","1","","27814","","","","27814081"
"vo_wac_27814","21","","vo_wac_27814_003","0","0","27814","","","","27814082"
"103011","11","0","そうデス！\nクウカのために、\nショーグンも手伝ってくれたデスよ！\nみんなで甘いケーキを食べまショウ！","10","1","27814","0","0.5","1","27814083"
"0","91","","","","","27814","","","","27814084"
"103011","3","0.2","wac_birthday_idle_kyapi","1","","27814","","","","27814085"
"100811","3","0.2","wac_birthday_talk_smile","1","","27814","","","","27814086"
"vo_wac_27814","21","","vo_wac_27814_004","0","0","27814","","","","27814087"
"100811","11","0","うんうん、せっかくだから、\nみんなでおいしく頂こうじゃないか♪\nそれにかわいらしいボクが祝うんだから、\n最高の誕生日になるよ♪","10","1","27814","0","0.5","1","27814088"
"0","91","","","","","27814","","","","27814089"
"100811","3","0.2","wac_birthday_idle_smile","1","","27814","","","","27814090"
"104511","3","0.2","wac_birthday_talk_wish","1","","27814","","","","27814091"
"vo_wac_27814","21","","vo_wac_27814_005","0","0","27814","","","","27814092"
"104511","11","0","た、誕生日を祝ってもらえるなんて……\nありがとうございます。\nで、でもドＳさんがいるということは\nこの後にどんでん返しが……じゅるり♪","10","1","27814","0","0.5","1","27814093"
"0","91","","","","","27814","","","","27814094"
"0","22","","","","","27814","","","","27814095"
"bgm_M321","25","","bgm_M321_2C","","","28114","","","","28114001"
"1","1","2","102211","250","-1000","28114","0","wac_birthday_idle_normal","-70","28114002"
"1","1","2","100611","251","-1150","28114","0","wac_birthday_idle_normal","-100","28114003"
"1","1","2","104411","256","200","28114","1","wac_birthday_idle_doya","-270","28114004"
"1","1","2","100711","258","315","28114","1","wac_birthday_idle_smile","-310","28114005"
"1","1","2","103111","257","450","28114","1","wac_birthday_idle_wish","-290","28114006"
"102211","13","","300","","","28114","","","","28114007"
"100611","13","","300","","","28114","","","","28114008"
"104411","13","","300","","","28114","","","","28114009"
"100711","13","","300","","","28114","","","","28114010"
"103111","13","","300","","","28114","","","","28114011"
"600","31","1","600","0","0","28114","","","1","28114012"
"602","31","0","602","0","0","28114","","","1","28114013"
"603","31","0","603","0","0","28114","","","1","28114014"
"604","31","1","604","30","60","28114","","","1","28114015"
"614","31","1","614","0","0","28114","","","1","28114016"
"700","31","0","700","0","0","28114","","","1","28114017"
"701","31","0","701","0","0","28114","","","1","28114018"
"702","31","0","702","0","0","28114","","","1","28114019"
"800","31","0","800","0","0","28114","","","1","28114020"
"947","31","1","947","30","60","28114","","","1","28114021"
"1","93","","","","","28114","","","","28114022"
"100711","3","0.2","wac_birthday_reaction_05","0","wac_birthday_reaction_03","28114","0.2","","1","28114023"
"0.1","93","","","","","28114","","","","28114024"
"104411","3","0.2","wac_birthday_reaction_03","0","wac_birthday_reaction_01","28114","0.2","","1","28114025"
"103111","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_04","28114","0.2","","1","28114026"
"0.3","93","","","","","28114","","","","28114027"
"102211","3","0.2","wac_birthday_kyaru_run_01","1","","28114","","","","28114028"
"102211","2","","0","-70","3","28114","","","","28114029"
"100611","3","0.2","wac_birthday_run_01","1","","28114","","","","28114030"
"100611","2","","-150","-100","3","28114","","","","28114031"
"2.5","93","","","","","28114","","","","28114032"
"602","32","","1","","","28114","","","","28114033"
"0.6","93","","","","","28114","","","","28114034"
"600","32","","0","","","28114","","","","28114035"
"614","32","","0","","","28114","","","","28114036"
"604","32","","0","","","28114","","","","28114037"
"701","32","","1","","","28114","","","","28114038"
"947","33","","0","0","0.01","28114","","","","28114039"
"102211","3","0.2","wac_birthday_blowout_03","0","wac_birthday_wish_yori","28114","0.2","","1","28114040"
"102211","2","","-200","-330","0.01","28114","","","","28114041"
"100611","3","0.2","wac_birthday_blowout_02","0","wac_birthday_wish_03","28114","0.2","","1","28114042"
"100611","2","","-320","-360","0.01","28114","","","","28114043"
"104411","3","0.2","wac_birthday_idle_doya","1","","28114","","","","28114044"
"104411","2","","180","-320","0.01","28114","","","","28114045"
"100711","3","0.2","wac_birthday_idle_smile","1","","28114","","","","28114046"
"100711","2","","285","-360","0.01","28114","","","","28114047"
"103111","3","0.2","wac_birthday_idle_wish","1","","28114","","","","28114048"
"103111","2","","425","-340","0.01","28114","","","","28114049"
"0","93","","","","","28114","","","","28114050"
"800","32","","1","","","28114","","","","28114051"
"0.7","93","","","","","28114","","","","28114052"
"702","32","","1","","","28114","","","","28114053"
"0.5","93","","","","","28114","","","","28114054"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","28114","","","","28114055"
"701","32","","0","","","28114","","","","28114056"
"0.4","93","","","","","28114","","","","28114057"
"se_common","23","","se_sys_login_birthday_cracker","0","","28114","","","","28114058"
"700","32","","1","","","28114","","","","28114059"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","28114","","","","28114060"
"104411","3","0.2","wac_birthday_clap","0","wac_birthday_idle_doya","28114","0.2","","1","28114061"
"0.1","93","","","","","28114","","","","28114062"
"100711","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","28114","0.2","","1","28114063"
"0.1","93","","","","","28114","","","","28114064"
"103111","3","0.2","wac_birthday_clap","0","wac_birthday_idle_wish","28114","0.2","","1","28114065"
"2","93","","","","","28114","","","","28114066"
"1","131","","","","","28114","","","","28114067"
"vo_wac_28114","21","","vo_wac_28114_000","0","0","28114","","","","28114068"
"100611","11","0","わわっ、お姉ちゃん、これって\nもしかして……","10","1","28114","0","0.5","1","28114069"
"0","91","","","","","28114","","","","28114070"
"100611","3","0.2","wac_birthday_idle_smile","1","","28114","","","","28114071"
"102211","3","0.2","wac_birthday_talk_wish","1","","28114","","","","28114072"
"vo_wac_28114","21","","vo_wac_28114_001","0","0","28114","","","","28114073"
"102211","11","0","わ、私たちの誕生日ケーキっ？\nいつの間にこんなものを……？","10","1","28114","0","0.5","1","28114074"
"0","91","","","","","28114","","","","28114075"
"102211","3","0.2","wac_birthday_idle_wish","1","","28114","","","","28114076"
"104411","3","0.2","wac_birthday_talk_doya","1","","28114","","","","28114077"
"vo_wac_28114","21","","vo_wac_28114_002","0","0","28114","","","","28114078"
"104411","11","0","もちろん、わらわが……と\n言いたいところじゃが、\nみんなで準備したのじゃ。\nあやつも手伝ってくれたのだぞ。","10","1","28114","0","0.5","1","28114079"
"0","91","","","","","28114","","","","28114080"
"104411","3","0.2","wac_birthday_idle_doya","1","","28114","","","","28114081"
"100711","3","0.2","wac_birthday_talk_smile","1","","28114","","","","28114082"
"vo_wac_28114","21","","vo_wac_28114_003","0","0","28114","","","","28114083"
"100711","11","0","ミヤコもお手伝いしたの～♪\nでも、大きなプリンを乗せようとしたら\nみんなにとめられたの～……\nむ～……分かってないの～！","10","1","28114","0","0.5","1","28114084"
"3","93","","1","","","28114","","","","28114085"
"100711","3","0.5","wac_birthday_talk_sad_maturi","1","","28114","","","","28114086"
"28114084","91","","","","","28114","","","","28114087"
"100711","3","0.5","wac_birthday_idle_normal","1","","28114","","","","28114088"
"103111","3","0.2","wac_birthday_talk_wish","1","","28114","","","","28114089"
"vo_wac_28114","21","","vo_wac_28114_004","0","0","28114","","","","28114090"
"103111","11","0","ヨリさん、アカリさん、お二人とも\nお誕生日おめでとうございます。\n同時にお祝いできるなんて、にぎやかで\n楽しいですね。","10","1","28114","0","0.5","1","28114091"
"0","91","","","","","28114","","","","28114092"
"103111","3","0.2","wac_birthday_idle_wish","1","","28114","","","","28114093"
"102211","3","0.2","wac_birthday_talk_wish","1","","28114","","","","28114094"
"vo_wac_28114","21","","vo_wac_28114_005","0","0","28114","","","","28114095"
"102211","11","0","み、みんな……その、ありがとう。\nあ、アンタも、そのぅ……あ、\nありが……っ……や、やっぱり\nなんでもないわよっ！","10","1","28114","0","0.5","1","28114096"
"16","93","","1","","","28114","","","","28114097"
"102211","3","0.2","wac_birthday_talk_shy_yori","1","","28114","","","","28114098"
"28114096","91","","","","","28114","","","","28114099"
"102211","3","0.2","wac_birthday_idle_shy_yori","1","","28114","","","","28114100"
"100611","3","0.2","wac_birthday_talk_smile","1","","28114","","","","28114101"
"vo_wac_28114","21","","vo_wac_28114_006","0","0","28114","","","","28114102"
"100611","11","0","お姉ちゃん、また照れちゃって♪\nこういう時は素直にありがとうで\nいいんだよ～？\nね、お兄ちゃん♪","10","1","28114","0","0.5","1","28114103"
"0","91","","","","","28114","","","","28114104"
"0","22","","","","","28114","","","","28114105"
"bgm_M321","25","","bgm_M321_2C","","","28414","","","","28414001"
"1","1","2","100511","250","-1000","28414","0","wac_birthday_idle_normal","-70","28414002"
"1","1","2","103711","256","200","28414","1","wac_birthday_idle_smile","-270","28414003"
"1","1","2","104711","258","315","28414","1","wac_birthday_idle_wish","-310","28414004"
"1","1","2","107111","257","450","28414","1","wac_birthday_idle_doya","-290","28414005"
"100511","13","","300","","","28414","","","","28414006"
"103711","13","","300","","","28414","","","","28414007"
"104711","13","","300","","","28414","","","","28414008"
"107111","13","","300","","","28414","","","","28414009"
"600","31","1","600","0","0","28414","","","1","28414010"
"602","31","0","602","0","0","28414","","","1","28414011"
"603","31","0","603","0","0","28414","","","1","28414012"
"604","31","1","604","30","60","28414","","","1","28414013"
"614","31","1","614","0","0","28414","","","1","28414014"
"700","31","0","700","0","0","28414","","","1","28414015"
"701","31","0","701","0","0","28414","","","1","28414016"
"702","31","0","702","0","0","28414","","","1","28414017"
"800","31","0","800","0","0","28414","","","1","28414018"
"948","31","1","948","30","60","28414","","","1","28414019"
"1","93","","","","","28414","","","","28414020"
"104711","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_04","28414","0.2","","1","28414021"
"0.1","93","","","","","28414","","","","28414022"
"103711","3","0.2","wac_birthday_reaction_03","0","wac_birthday_reaction_01","28414","0.2","","1","28414023"
"107111","3","0.2","wac_birthday_reaction_02","0","wac_birthday_reaction_03","28414","0.2","","1","28414024"
"0.3","93","","","","","28414","","","","28414025"
"100511","3","0.2","wac_birthday_kyaru_run_01","1","","28414","","","","28414026"
"100511","2","","0","-70","3","28414","","","","28414027"
"2.5","93","","","","","28414","","","","28414028"
"602","32","","1","","","28414","","","","28414029"
"0.6","93","","","","","28414","","","","28414030"
"600","32","","0","","","28414","","","","28414031"
"614","32","","0","","","28414","","","","28414032"
"604","32","","0","","","28414","","","","28414033"
"701","32","","1","","","28414","","","","28414034"
"948","33","","0","0","0.01","28414","","","","28414035"
"100511","3","0.2","wac_birthday_blowout_02","0","wac_birthday_wish_02","28414","0.2","","1","28414036"
"100511","2","","-200","-330","0.01","28414","","","","28414037"
"103711","3","0.2","wac_birthday_idle_smile","1","","28414","","","","28414038"
"103711","2","","180","-320","0.01","28414","","","","28414039"
"104711","3","0.2","wac_birthday_idle_wish","1","","28414","","","","28414040"
"104711","2","","285","-360","0.01","28414","","","","28414041"
"107111","3","0.2","wac_birthday_idle_doya","1","","28414","","","","28414042"
"107111","2","","425","-340","0.01","28414","","","","28414043"
"0","93","","","","","28414","","","","28414044"
"800","32","","1","","","28414","","","","28414045"
"0.7","93","","","","","28414","","","","28414046"
"702","32","","1","","","28414","","","","28414047"
"0.5","93","","","","","28414","","","","28414048"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","28414","","","","28414049"
"701","32","","0","","","28414","","","","28414050"
"0.4","93","","","","","28414","","","","28414051"
"se_common","23","","se_sys_login_birthday_cracker","0","","28414","","","","28414052"
"700","32","","1","","","28414","","","","28414053"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","28414","","","","28414054"
"103711","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","28414","0.2","","1","28414055"
"0.1","93","","","","","28414","","","","28414056"
"104711","3","0.2","wac_birthday_clap","0","wac_birthday_idle_wish","28414","0.2","","1","28414057"
"0.1","93","","","","","28414","","","","28414058"
"107111","3","0.2","wac_birthday_clap","0","wac_birthday_idle_doya","28414","0.2","","1","28414059"
"2","93","","","","","28414","","","","28414060"
"1","131","","","","","28414","","","","28414061"
"vo_wac_28414","21","","vo_wac_28414_000","0","0","28414","","","","28414062"
"100511","11","0","わわっ、大きなケーキッス！\n……え、もしかして自分のッスかねっ？\n誕生日覚えてくれてたッスか？","10","1","28414","0","0.5","1","28414063"
"0","91","","","","","28414","","","","28414064"
"100511","3","0.2","wac_birthday_idle_kyapi","1","","28414","","","","28414065"
"103711","3","0.2","wac_birthday_talk_smile","1","","28414","","","","28414066"
"vo_wac_28414","21","","vo_wac_28414_001","0","0","28414","","","","28414067"
