b4aa905035b327ee736d1f8edf89faef13491eec2840e8deb992987537eef49e,fc475327134b605741616aa289fbe1ab138cd0fc02f1548f6544a98026b95e53,ae63b33a915eae53d487b13b01c832bb6ffaa5b2b8a27cfac360f2a3cca992f4,a9f66c8619d5df483e68574b7062ba3020ecd515730e26060a8d9cdf48e5b483,81ac90cd49976afed47cc29b0625cfca4610cdf89eb9d73f9547813bd6f76076,b6de204641f8be44d2af43efad2d6bfba978c5bc6f1f87538cf870f45f323dc7,af7c9dc93334bf1a30727df0e4a96a75db41a94c36387d2e8e56efc31d1d9bc8,d446435c9356c61bdc4ece806d4255953943f2ed504997e6beeaaa20d3ac1d8d,0ad3286952910de14b9489819e2fd7385207bbc0e2284423c6092331463a715e,a3f459f6eccc9ad79be5ae5f86407193115a8602c4524fc9cbeff853eb112f2a,10f28aac2cf884c1553f2287b1195ed63494c70588d7d89e1f0d8b193e185995,bbb1fec810c063829bfab9b5d0d379be272feb29fae71185aa7ddd094c9c9549,dd5718b5557c30e2d6f2e053d447f457a4c8aae77421a6a08e5ac53c6093a035,9a83001a0fcde4c7d5a795a559d4ed731250d725d1229574708e4a331348544f,bf2f27166e54b99bfd7416b48895f88eb03386cd37bd3a5a2ce3c98f11575a75,99f31f3e7ed7c6e5d1708fe69c262b2d5970310f27594cf0300984b172515ccd,3be68fbd7a5b057958fb05e472774391ccf7fb637c1e7c2169a11defd6d6bc3c,e6e72111dce420bbd097f131b9c16ce90dd9cccb4b3e692b526a488fdd95078a,a600c471378db333d645cb5936217ef140d618db6bedf636349518e125191c56,407160c9a46f94546459d042a88a1d276e6375408452e9108c88b59b771de09b,25b53862fa6cabadcb81c2e92eb5d5273bddd60df8fbfbf291b69988c0493954
"304800204","450","0","59","6.5","0","0","0","3","","0","0","0","","1","1","0","0.9","99","1","5"
"304800205","450","0","10","100","0","0","0","3","","0","0","6.5","","1","1","0","2","99","91","5"
"304800301","3000","0","46","0.005","50","0","0","3","","0","2","0","","1","1","0","5","1","1","3"
"304800302","0","0","26","0.0025","0","0","0","7","","0","1","0","","1","2","0","8","1","304800301","3"
"304801101","3000","0","7","0","0","0","0","3","","0","0","0","","1","1","0","0","1","4","5"
"304801102","450","0","46","0.004","80","0","0","3","","0","2","0","","1","1","0","0","99","1","5"
"304801103","0","0","26","0.006","0","0","0","7","","0","1","0","","1","2","0","8","1","304801102","3"
"304801104","0","0","26","1","0","0","0","3","","0","2","0","","1","1","0","6","1","304801105","6"
"304801105","450","0","10","0","1","0","0","3","","0","1","18","","1","1","0","1","99","1","5"
"304801201","3000","0","7","0","0","0","0","3","","0","0","0","","1","1","0","0","1","4","5"
"304801202","0","0","26","0.5","0","0","0","7","","0","1","0","","1","2","0","8","1","304801203","3"
"304801203","450","0","9","0.4","100","0","0","3","","12.5","0","0","","1","1","0","70","99","3","5"
"304801204","450","0","59","12.5","0","0","0","3","","0","0","0","","1","1","0","0.9","99","1","5"
"304801205","450","0","10","100","0","0","0","3","","0","0","12.5","","1","1","0","2","99","91","5"
"304801301","3000","0","46","0.005","80","0","0","3","","0","2","0","","1","1","0","5","1","1","3"
"304801302","0","0","26","0.0025","0","0","0","7","","0","1","0","","1","2","0","8","1","304801301","3"
"304802101","3000","0","1","20.4","0","0","0","3","","1.62","0","0","","1","1","0","20.4","99","2","1"
"304802102","3000","0","10","80","0","0","0","1","","0","1","18","","1","1","0","2","99","11","1"
"304802201","3000","0","1","13.5","0","0","0","3","","1.08","0","0","","1","1","0","13.5","99","2","1"
"304802202","3000","0","1","9","0","0","0","20","","0.72","0","0","","1","1","0","9","99","2","1"
"304802203","3000","0","8","0","0","0","0","1","","12","0","0","","1","1","0","0.6","0","1","1"
"304802301","3000","0","1","13.5","0","0","0","3","","1.08","0","0","","1","1","0","13.5","99","1","1"
"304802302","3000","0","49","0","0","0","0","1","","0","0","0","","1","1","0","100","0","1","1"
"304802401","0","0","17","0","0","0","0","7","","85","0","0","","1","0","0","100","1","3","0"
"304802402","0","0","22","0","0","0","0","7","","0","30480202","0","","1","2","0","180","1","1","1"
"304802403","0","0","10","20","0","0","0","7","","0","1","90","","1","2","0","2","1","30","1"
"304802404","0","0","10","20","0","0","0","7","","0","1","90","","1","2","0","2","1","40","1"
"304803101","3000","0","93","0","0","0","0","14","","0","0","0","","1","1","0","0","1","304803102","1"
"304803102","3000","0","92","0","0","0","0","1","","0","0","0","","1","1","0","0","1","0","1"
"304803103","3000","0","1","0.9","0","0","0","1","","3.5","0","0.0018","","1","1","0","90","1","2","1"
"304803104","3000","0","93","0","0","0","0","16","","0","0","0","","1","1","0","0","1","304803105","1"
"304803105","3000","0","92","0","0","0","0","1","","0","0","0","","1","1","0","0","1","0","1"
"304803106","3000","0","1","0.9","0","0","0","1","","3.5","0","0.0018","","1","1","0","90","1","2","1"
"304803201","3000","0","1","0.5","0","0","0","3","","1.5","0","0.0005","","1","1","0","50","3","2","1"
"304803202","3000","0","10","80","1","0","0","3","","0","1","12","","1","1","0","2","3","11","1"
"304803203","3000","0","10","80","1","0","0","3","","0","1","12","","1","1","0","2","3","31","1"
"304803204","3000","0","8","0","0","0","0","3","","12","0","0","","1","1","0","0.5","3","1","1"
"304803301","3000","0","92","0","0","0","0","3","","0","0","0","","1","1","0","0.5","1","0","1"
"304803302","3000","0","1","0.9","0","0","0","3","","3.5","0","0.0018","","1","1","0","90","1","1","1"
"304803401","0","0","17","0","0","0","0","7","","90","0","0","","1","2","0","100","1","7","3"
"304803402","0","0","72","0","0","0","0","7","","90","0","0","","1","2","0","20","1","1","3"
"304803403","0","0","10","0","0","0","0","7","","1","0","90","","1","2","1","1","1","1020","3"
"304803404","0","0","10","0","0","0","0","7","","1","0","90","","1","2","1","1","1","1040","3"
"304804101","3000","0","93","0","0","0","0","14","","0","0","0","","1","1","0","0","1","304804102","1"
"304804102","3000","0","92","0","0","0","0","1","","0","0","0","","1","1","0","0","1","0","1"
"304804103","3000","0","1","0.9","0","0","0","1","","3.5","0","0.0018","","1","1","0","90","1","2","1"
"304804104","3000","0","93","0","0","0","0","16","","0","0","0","","1","1","0","0","1","304804105","1"
"304804105","3000","0","92","0","0","0","0","1","","0","0","0","","1","1","0","0","1","0","1"
"304804106","3000","0","1","0.9","0","0","0","1","","3.5","0","0.0018","","1","1","0","90","1","2","1"
"304804201","3000","0","1","0.5","0","0","0","3","","1.5","0","0.0005","","1","1","0","50","3","2","1"
"304804202","3000","0","10","80","1","0","0","3","","0","1","12","","1","1","0","2","3","11","1"
"304804203","3000","0","10","80","1","0","0","3","","0","1","12","","1","1","0","2","3","31","1"
"304804204","3000","0","8","0","0","0","0","3","","12","0","0","","1","1","0","0.5","3","1","1"
"304804301","3000","0","92","0","0","0","0","3","","0","0","0","","1","1","0","0.5","1","0","1"
"304804302","3000","0","1","0.9","0","0","0","3","","3.5","0","0.0018","","1","1","0","90","1","1","1"
"304804401","0","0","17","0","0","0","0","7","","90","0","0","","1","2","0","100","1","7","3"
"304804402","0","0","72","0","0","0","0","7","","90","0","0","","1","2","0","50","1","1","3"
"304804403","0","0","10","0","0","0","0","7","","1","0","90","","1","2","1","1","1","1020","3"
"304804404","0","0","10","0","0","0","0","7","","1","0","90","","1","2","1","1","1","1040","3"
"304805101","3000","0","93","0","0","0","0","14","","0","0","0","","1","1","0","0","1","304805102","1"
"304805102","3000","0","92","0","0","0","0","1","","0","0","0","","1","1","0","0","1","0","1"
"304805103","3000","0","1","0.9","0","0","0","1","","3.5","0","0.0018","","1","1","0","90","1","2","1"
"304805104","3000","0","93","0","0","0","0","16","","0","0","0","","1","1","0","0","1","304805105","1"
"304805105","3000","0","92","0","0","0","0","1","","0","0","0","","1","1","0","0","1","0","1"
"304805106","3000","0","1","0.9","0","0","0","1","","3.5","0","0.0018","","1","1","0","90","1","2","1"
"304805201","3000","0","1","0.5","0","0","0","3","","1.5","0","0.0005","","1","1","0","50","3","2","1"
"304805202","3000","0","10","80","1","0","0","3","","0","1","12","","1","1","0","2","3","11","1"
"304805203","3000","0","10","80","1","0","0","3","","0","1","12","","1","1","0","2","3","31","1"
"304805204","3000","0","8","0","0","0","0","3","","12","0","0","","1","1","0","0.5","3","1","1"
"304805301","3000","0","92","0","0","0","0","3","","0","0","0","","1","1","0","0.5","1","0","1"
"304805302","3000","0","1","0.9","0","0","0","3","","3.5","0","0.0018","","1","1","0","90","1","1","1"
"304805401","0","0","17","0","0","0","0","7","","90","0","0","","1","2","0","100","1","7","3"
"304805402","0","0","72","0","0","0","0","7","","90","0","0","","1","2","0","50","1","1","3"
"304805403","3000","0","16","0","0","0","0","3","","0","0","0","","1","2","0","300","99","1","3"
"304805404","0","0","10","0","0","0","0","7","","1","0","90","","1","2","1","1","1","1020","3"
"304805405","0","0","10","0","0","0","0","7","","1","0","90","","1","2","1","1","1","1040","3"
"304806101","3000","0","93","0","0","0","0","14","","0","0","0","","1","1","0","0","1","304806102","1"
"304806102","3000","0","92","0","0","0","0","1","","0","0","0","","1","1","0","0","1","0","1"
"304806103","3000","0","1","0.9","0","0","0","1","","3.5","0","0.0018","","1","1","0","90","1","2","1"
"304806104","3000","0","93","0","0","0","0","16","","0","0","0","","1","1","0","0","1","304806105","1"
"304806105","3000","0","92","0","0","0","0","1","","0","0","0","","1","1","0","0","1","0","1"
"304806106","3000","0","1","0.9","0","0","0","1","","3.5","0","0.0018","","1","1","0","90","1","2","1"
"304806107","3000","0","8","0","0","0","0","3","","3","0","0","","1","1","0","0","99","7","3"
"304806201","3000","0","1","0.5","0","0","0","3","","1.5","0","0.0005","","1","1","0","50","3","2","1"
"304806202","3000","0","10","80","1","0","0","3","","0","1","12","","1","1","0","2","3","11","1"
"304806203","3000","0","10","80","1","0","0","3","","0","1","12","","1","1","0","2","3","31","1"
"304806204","3000","0","8","0","0","0","0","3","","12","0","0","","1","1","0","0.5","3","1","1"
"304806301","3000","0","92","0","0","0","0","3","","0","0","0","","1","1","0","0.5","1","0","1"
"304806302","3000","0","1","0.9","0","0","0","3","","3.5","0","0.0018","","1","1","0","90","1","1","1"
"304806401","0","0","17","0","0","0","0","7","","90","0","0","","1","2","0","100","1","7","3"
"304806402","0","0","72","0","0","0","0","7","","90","0","0","","1","2","0","70","1","1","3"
"304806403","3000","0","16","0","0","0","0","3","","0","0","0","","1","2","0","300","99","1","3"
"304806404","0","0","10","0","0","0","0","7","","1","0","90","","1","2","1","1","1","1020","3"
"304806405","0","0","10","0","0","0","0","7","","1","0","90","","1","2","1","1","1","1040","3"
"304807101","3000","0","93","0","0","0","0","14","","0","0","0","","1","1","0","0","1","304807102","1"
"304807102","3000","0","92","0","0","0","0","1","","0","0","0","","1","1","0","0","1","0","1"
"304807103","3000","0","1","0.9","0","0","0","1","","3.5","0","0.0018","","1","1","0","90","1","2","1"
"304807104","3000","0","93","0","0","0","0","16","","0","0","0","","1","1","0","0","1","304807105","1"
"304807105","3000","0","92","0","0","0","0","1","","0","0","0","","1","1","0","0","1","0","1"
"304807106","3000","0","1","0.9","0","0","0","1","","3.5","0","0.0018","","1","1","0","90","1","2","1"
"304807107","3000","0","8","0","0","0","0","3","","3","0","0","","1","1","0","0","99","7","3"
"304807201","3000","0","1","0.5","0","0","0","3","","1.5","0","0.0005","","1","1","0","50","3","2","1"
"304807202","3000","0","10","80","1","0","0","3","","0","1","12","","1","1","0","2","3","11","1"
"304807203","3000","0","10","80","1","0","0","3","","0","1","12","","1","1","0","2","3","31","1"
"304807204","3000","0","8","0","0","0","0","3","","12","0","0","","1","1","0","0.5","3","1","1"
"304807301","3000","0","92","0","0","0","0","3","","0","0","0","","1","1","0","0.5","1","0","1"
"304807302","3000","0","1","0.9","0","0","0","3","","3.5","0","0.0018","","1","1","0","90","1","1","1"
"304807401","0","0","17","0","0","0","0","7","","90","0","0","","1","2","0","100","1","7","3"
"304807402","0","0","72","0","0","0","0","7","","90","0","0","","1","2","0","100","1","1","3"
"304807403","3000","0","16","0","0","0","0","3","","0","0","0","","1","2","0","300","99","1","3"
"304807404","0","0","10","0","0","0","0","7","","1","0","90","","1","2","1","1","1","1020","3"
"304807405","0","0","10","0","0","0","0","7","","1","0","90","","1","2","1","1","1","1040","3"
"304808101","3000","0","7","0","0","0","0","3","","0","0","0","","1","1","0","0","1","4","3"
"304808102","250","0","46","0.004","50","0","0","3","","0","2","0","","1","1","0","10","99","1","2"
"304808103","0","0","26","0.006","0","0","0","7","","0","1","0","","1","2","0","8","1","304808102","3"
"304808104","0","0","26","1","0","0","0","3","","0","2","0","","1","1","0","6","1","304808105","3"
"304808105","250","0","10","0","1","0","0","3","","0","1","18","","1","1","0","1","99","1","2"
"304808201","3000","0","7","0","0","0","0","3","","0","0","0","","1","1","0","0","1","4","3"
"304808202","0","0","26","0.5","0","0","0","7","","0","1","0","","1","2","0","8","1","304808203","3"
"304808203","375","0","9","0.2","100","0","0","3","","12.5","0","0","","1","1","0","70","99","3","2"
"304808204","375","0","59","12.5","0","0","0","3","","0","0","0","","1","1","0","0.9","99","1","2"
"304808205","375","0","10","100","0","0","0","3","","0","0","12.5","","1","1","0","2","99","91","2"
"304808301","3000","0","46","0.0014","50","0","0","3","","0","2","0","","1","1","0","3","1","1","3"
"304808302","0","0","26","0.0025","0","0","0","7","","0","1","0","","1","2","0","8","1","304808301","3"
"304900101","3000","0","1","40","0","0","0","3","","2.32","0","0","近くの敵3キャラに物理特大ダメージ","1","1","0","35","3","1","1"
"304900102","3000","0","8","0","0","0","0","3","","3","0","0","近くの敵2キャラに麻痺3秒","1","1","0","0","2","3","1"
"304900103","0","0","49","0","0","0","0","7","","0","0","0","自身のバフ解除","1","2","0","100","1","1","3"
"304900104","0","0","10","24","0","0","0","7","","0","1","10","自身に物理防御中デバフ10秒","1","2","0","2","1","21","1"
"304900105","0","0","10","24","0","0","0","7","","0","1","10","自身に魔法防御中デバフ10秒","1","2","0","2","1","41","1"
"304900201","3000","0","1","8","0","0","0","3","","0.9","0","0","敵全体に魔法大ダメージ","1","1","0","8","99","2","3"
"304900202","0","0","10","35","0","0","0","7","","0","1","90","自分に物理攻撃バフ（時間無制限）","1","2","1","2","1","10","1"
"304900301","9999","0","8","0","0","0","0","3","","8","0","0","味方全体にヘイスト（30%, 8秒)","1","2","0","1.3","99","2","3"
"304900401","0","0","17","0","0","0","0","0","","40","0","0","覚醒_トリガー","1","0","0","100","0","3","0"
"304900402","-1","0","8","0","0","0","0","7","","90","0","0","覚醒_ヘイスト","1","2","2","1.38","1","2","3"
"304900403","-1","0","10","25","0","0","0","7","","0","1","90","覚醒_物理攻撃バフ","1","2","2","2","1","10","3"
"304900501","3000","0","1","35","0","0","0","3","","2.28","0","0","近くの敵2キャラに物理ダメージ（通常攻撃）","1","1","0","35","2","1","1"
"305000101","2160","0","46","0.2","0","0","0","3","","0","1","0","割合ダメージ","1","1","0","15","99","1","3"
"305000102","2160","0","23","2","0","0","0","3","","0","305000103","0","対象の状態を判定","1","1","0","1","99","940","1"
"305000103","2160","0","11","0.04","0","0","0","3","","100","0","0","敵全体を誘惑する","1","1","0","2","99","0","3"
"305000201","2160","0","47","50","2000","2","1.5","3","50+5n(MAX1000)","1.8","1500","0","上限物理ダメージ","1","1","10000","20","99","2","1"
"305000202","2160","0","49","0","0","0","0","3","","0","0","0","パラメータバフ解除（キャラ）","1","1","0","100","99","1","3"
"305000301","3000","0","1","120","0","0","0","3","","1.5","0","0","最も近い敵に物理ダメージ","1","1","0","2000","1","1","1"
"305000302","3000","0","7","0","0","0","0","3","","0","0","0","最も近い敵を次アクションの中心にする","1","1","0","0","1","1","2"
"305000303","3000","0","1","50","0","0","0","3","","1","0","0","近い敵から3キャラに物理ダメージ","1","1","0","500","3","1","1"
"305000304","-1","0","8","0","0","0","0","1","","1.5","0","0.02","スタン","1","1","0","0","3","7","1"
"305000401","0","0","17","0","0","0","0","0","","40","0","0","","1","0","0","100","0","3","0"
"305000402","-1","0","8","0","0","0","0","7","","90","0","0","","1","2","2","1.22","1","2","3"
"305000403","-1","0","10","15","0","0","0","7","","0","1","90","","1","2","2","2","1","20","3"
"305000404","0","0","22","0","0","0","0","1","","0","30500202","0","","1","2","0","180","1","1","1"
"305000501","2160","0","46","0.1","0","0","0","3","","0","1","0","割合ダメージ","1","1","0","16","99","1","3"
"305000502","2160","0","23","2","0","0","0","3","","0","305000503","0","対象の状態を判定","1","1","0","1","99","940","1"
"305000503","2160","0","11","0.03","0","0","0","3","","100","0","0","敵全体を誘惑する","1","1","0","2.4","99","0","3"
"305000601","2160","0","1","35","0","2","0","3","50+5n(MAX1000)","1.3","0","0","上限物理ダメージ","1","1","0","20","99","2","1"
"305000602","2160","0","49","0","0","0","0","3","","0","0","0","パラメータバフ解除（キャラ）","1","1","0","100","99","1","1"
"305000603","0","0","49","0","0","0","0","7","","0","0","0","パラメータデバフ解除（ボス）※未使用","1","2","0","100","1","2","3"
"305000701","3000","0","1","85","0","0","0","3","","2","0","0","最も近い敵に物理ダメージ","1","1","0","1","1","1","1"
"305000702","3000","0","7","0","0","0","0","3","","0","0","0","最も近い敵を次アクションの中心にする","1","1","0","0","1","1","1"
"305000703","3000","0","1","18.3","0","0","0","3","","1","0","0","近い敵から3キャラに物理ダメージ","1","1","0","1","3","1","1"
"305000704","-1","0","8","0","0","0","0","1","","1.5","0","0.01","スタン","1","1","0","0","3","7","1"
"305000801","0","0","17","0","0","0","0","0","","40","0","0","","1","0","0","100","0","3","0"
"305000802","-1","0","8","0","0","0","0","7","","90","0","0","","1","2","2","1.22","1","2","3"
"305000803","-1","0","10","15","0","0","0","7","","0","1","90","","1","2","2","2","1","20","3"
"305000804","0","0","22","0","0","0","0","1","","0","30500602","0","","1","2","0","180","1","1","1"
"305100101","2160","0","1","8","0","0","0","3","","1.5","0","0","","1","1","0","150","99","1","1"
"305100102","2160","0","3","0","0","0","0","3","","3000","0","0","","1","1","1","2160","99","3","1"
"305100103","0","0","10","400","0","0","0","7","","0","1","2","自身の防御ダウン","1","2","1","1","1","21","2"
"305100104","0","0","10","400","0","0","0","7","","0","1","2","自身の防御ダウン","1","2","1","1","1","41","2"
"305100201","2160","0","1","8","0","0","0","3","","1","0","0","","1","1","0","150","99","1","2"
"305100202","230","0","8","0","0","0","0","3","","5","0","0","","1","1","0","0","99","7","2"
"305100301","0","0","17","0","0","0","0","7","","90","0","0","","1","2","0","100","1","7","3"
"305100302","0","0","73","0","0","0","850000","7","","90","0","0","","1","2","0","100000","1","3","3"
"305102101","3000","0","1","8","100","0","0","3","","1","0","0.00029","","1","1","0","8","99","1","6"
"305102102","3000","0","3","0","0","0","0","3","","3000","0","0","","1","1","0","2160","99","3","6"
"305102103","3000","0","23","0","0","0","0","3","","0","305102104","0","","1","1","0","1","99","980","6"
"305102104","3000","0","8","0","0","0","0","3","","5","0","0","","1","1","0","0","99","7","6"
"305102201","3000","0","1","4","100","0","0","3","","1","0","0.0001","","1","1","0","4","99","1","3"
"305102202","3000","0","3","0","0","0","0","3","","1200","0","1200","","1","1","0","800","99","1","3"
"305102203","-1","0","16","0.005","0","0","0","7","","0","0","0","","1","2","0","150","1","4","3"
"305102301","3000","0","1","16","50","0","0","3","","1","0","0.00063","","1","1","0","16","1","1","9"
"305102302","3000","0","3","0","0","0","0","3","","1000","0","0","","1","1","0","750","1","3","9"
"305103101","3000","0","1","8","100","0","0","3","","1","0","0.00029","","1","1","0","8","99","1","6"
"305103102","3000","0","3","0","0","0","0","3","","3000","0","0","","1","1","0","2160","99","3","6"
"305103103","3000","0","23","0","0","0","0","3","","0","305103104","0","","1","1","0","1","99","995","6"
"305103104","3000","0","8","0","0","0","0","3","","5","0","0","","1","1","0","0","99","7","6"
"305103201","3000","0","1","4","100","0","0","3","","1","0","0.0001","","1","1","0","4","99","1","3"
"305103202","3000","0","3","0","0","0","0","3","","1200","0","1200","","1","1","0","800","99","1","3"
"305103203","-1","0","16","0.005","0","0","0","7","","0","0","0","","1","2","0","200","1","4","3"
"305103301","3000","0","1","16","80","0","0","3","","1","0","0.00063","","1","1","0","16","1","1","9"
"305103302","3000","0","3","0","0","0","0","3","","1000","0","0","","1","1","0","750","1","3","9"
"305104101","3000","0","1","10","100","0","0","3","","1","0","0.01","","1","1","0","100","99","1","3"
"305104102","3000","0","3","0","0","0","0","3","","3000","0","0","","1","1","1","2160","99","3","3"
"305104103","3000","0","23","0","0","0","0","3","","0","305104104","0","","1","1","0","1","99","980","3"
"305104104","3000","0","8","0","0","0","0","3","","5","0","0","","1","1","1","0","99","7","3"
"305104201","3000","0","1","10","100","0","0","3","","1","0","0.01","","1","1","0","100","99","1","3"
"305104202","3000","0","3","0","0","0","0","3","","1200","0","1200","","1","1","1","800","99","1","3"
"305104203","-1","0","16","0","0","0","0","7","","0","0","0","","1","2","0","200","1","1","3"
"305104301","3000","0","1","10","50","0","0","3","","1","0","0.01","","1","1","0","100","1","1","3"
"305104302","3000","0","3","0","0","0","0","3","","1000","0","0","","1","1","0","750","1","3","3"
"305200101","2160","0","46","1","0","0","0","3","","0","1","0","","1","1","0","30","99","1","3"
"305200102","3000","0","10","30","0","0","0","7","","0","1","12","","1","2","1","2","1","11","3"
"305200201","220","0","47","50","1500","2","1.5","1","","1.1","900","0","","1","1","10000","400","0","1","1"
"305200202","220","0","10","40","0","0","0","1","","0","1","5","","1","1","2","2","0","11","1"
"305200301","450","0","47","100","1500","2","1.1","1","","1.5","900","0","","1","1","10000","500","0","1","1"
"305200302","450","0","8","0","0","0","0","1","","3","0","0","","1","1","0","0","0","3","1"
"305200303","450","0","23","0","0","0","0","1","","0","305200304","0","","1","1","1","0","0","970","1"
"305200304","450","0","8","0","0","0","0","1","","6","0","0","","1","1","0","0","0","3","1"
"305200401","0","0","17","0","0","0","0","0","","40","0","0","","1","0","0","100","0","3","0"
"305200402","-1","0","8","0","0","0","0","7","","90","0","0","","1","2","2","1.42","1","2","3"
"305200403","-1","0","10","25","0","0","0","7","","0","1","90","","1","2","2","2","1","10","3"
"305200404","0","0","22","0","0","0","0","1","","0","30520202","0","","1","2","0","180","1","1","1"
"305204101","3000","0","1","20","0","0","0","3","","1.5","0","0","","1","1","0","20","99","1","3"
"305204102","-1","0","10","80","0","0","0","7","","0","0","10","","1","2","1","2","1","21","3"
"305204103","-1","0","10","80","0","0","0","7","","0","0","10","","1","2","1","2","1","41","3"
"305204201","3000","0","7","0","0","0","0","3","","0","0","0","","1","1","0","0","1","4","1"
"305204202","100","0","1","10","0","0","0","1","","0.8","0","0","","1","1","0","10","99","1","2"
"305204203","100","0","10","20","0","0","0","1","","0","1","12","","1","1","0","2","99","21","2"
"305204204","100","0","8","0","0","0","0","1","","3","0","0","","1","1","0","0","99","7","2"
"305204301","3000","0","1","8","0","0","0","3","","0.8","0","0","","1","1","0","8","99","1","3"
"305204302","3000","0","23","0","305204304","0","0","1","","0","305204303","0","","1","1","1","0","0","940","3"
"305204303","3000","0","9","4.6","0","0","0","1","","10","0","0","","1","1","0","5","0","3","3"
"305204304","3000","0","9","2.3","0","0","0","1","","10","0","0","","1","1","0","5","0","3","3"
"305204401","0","0","17","0","0","0","0","7","","60","0","0","","1","0","0","100","1","3","0"
"305204402","0","0","8","0","0","0","0","7","","90","0","0","","1","2","2","1.25","1","2","3"
"305204403","0","0","10","25","0","0","0","7","","0","1","90","","1","2","2","2","1","10","3"
"305204404","0","0","22","0","0","0","0","7","","0","30520402","0","","1","2","0","180","1","1","1"
"305205101","2160","0","46","1","0","0","0","3","","0","1","0","","1","1","0","30","99","1","3"
"305205102","3000","0","10","30","0","0","0","7","","0","1","12","","1","2","1","2","1","11","3"
"305205201","220","0","1","10","0","0","0","1","","1.1","0","0","","1","1","0","400","0","1","1"
"305205202","220","0","10","40","0","0","0","1","","0","1","5","","1","1","2","2","0","11","1"
"305205301","450","0","1","50","0","0","0","1","","0.55","0","0","","1","1","0","250","0","1","1"
"305205302","450","0","23","0","305205304","0","0","1","","0","305205303","0","","1","1","1","0","0","970","1"
"305205303","450","0","8","0","0","0","0","1","","6","0","0","","1","1","0","0","0","3","1"
"305205304","450","0","8","0","0","0","0","1","","3","0","0","","1","1","0","0","0","3","1"
"305205401","0","0","17","0","0","0","0","0","","40","0","0","","1","0","0","100","0","3","0"
"305205402","-1","0","8","0","0","0","0","7","","90","0","0","","1","2","2","1.42","1","2","3"
"305205403","-1","0","10","25","0","0","0","7","","0","1","90","","1","2","2","2","1","10","3"
"305205404","0","0","22","0","0","0","0","1","","0","30520702","0","","1","2","0","180","1","1","1"
"305300101","3000","0","1","20.4","0","0","0","3","","1.62","0","0","全体物理ダメージ","1","1","0","20.4","99","1","3"
"305300102","0","0","4","8.9","0","0","0","7","","0","0","0","HP回復","1","2","0","2","1","1","1"
"305300201","2160","0","1","4.5","0","0","0","4","","0.36","0","0","後方範囲に物理ダメージ","1","1","0","4.5","2","1","1"
"305300202","2160","0","8","0","0","0","0","4","","2.5","0","0","↑の対象にスタン付与","1","1","0","0","2","7","1"
"305300203","2160","0","10","24","0","0","0","3","","0","1","8","全体に物理防御デバフ","1","1","0","2","99","21","3"
"305300301","2160","0","1","4.5","0","0","0","3","","0.36","0","0","前方範囲に物理ダメージ","1","1","0","4.5","3","1","1"
"305300302","2160","0","9","6","0","0","0","3","","4.5","0","0","↑の対象に毒付与","1","1","0","6","2","1","1"
"305300401","0","0","17","0","0","0","0","7","","50","0","0","覚醒_トリガー","1","0","0","100","1","3","0"
"305300402","0","0","8","0","0","0","0","7","","90","0","0","覚醒_ヘイスト","1","2","0","1.62","1","2","3"
"305300403","0","0","22","0","0","0","0","7","","0","30530002","0","覚醒_パターン変更","1","2","0","180","1","1","1"
"305301101","3000","0","1","20.4","0","0","0","3","","1.62","0","0","全体物理ダメージ","1","1","0","20.4","99","1","3"
"305301201","-1","0","7","0","0","0","0","4","","0","0","0","対象を後方に指定","1","1","0","0","1","1","3"
"305301202","10","0","1","4.5","0","0","0","1","","0.36","0","0","後方範囲に物理ダメージ","1","1","0","4.5","99","1","2"
"305301203","10","0","8","0","0","0","0","1","","2.5","0","0","↑の対象にスタン付与","1","1","0","0","99","7","2"
"305301204","2160","0","10","24","0","0","0","3","","0","1","8","全体に物理防御デバフ","1","1","0","2","99","21","1"
"305301301","300","0","1","9","0","0","0","3","","1.1","0","0","前方範囲に物理ダメージ","1","1","0","9","99","1","1"
"305301302","300","0","9","6","0","0","0","3","","4.5","0","0","↑の対象に毒付与","1","1","0","6","99","1","1"
"305302101","3000","0","1","20.4","0","0","0","3","","1.62","0","0","全体物理ダメージ","1","1","0","20.4","99","1","3"
"305302201","-1","0","7","0","0","0","0","4","","0","0","0","対象を後方に指定","1","1","0","0","1","1","3"
"305302202","10","0","1","4.5","0","0","0","1","","0.36","0","0","後方範囲に物理ダメージ","1","1","0","4.5","99","1","2"
"305302203","10","0","8","0","0","0","0","1","","2.5","0","0","↑の対象にスタン付与","1","1","0","0","99","7","2"
"305302204","2160","0","10","33","0","0","0","3","","0","1","12","全体に物理防御デバフ","1","1","0","2","99","21","1"
"305302301","300","0","1","9","0","0","0","3","","1.1","0","0","前方範囲に物理ダメージ","1","1","0","9","99","1","1"
"305302302","300","0","9","6","0","0","0","3","","4.5","0","0","↑の対象に毒付与","1","1","0","6","99","1","1"
"305400101","3000","0","1","8","0","0","0","3","","1.5","0","0","敵全体に魔法大ダメージ","1","1","0","8","99","2","3"
"305400102","3000","0","10","40","0","0","0","1","","0","1","15","物理防御デバフ","1","1","1","2","0","41","1"
"305400103","3000","0","10","10","0","0","0","3","","0","1","15","味方のTP取得率上昇","1","2","1","1","99","80","3"
"305400201","300","0","1","8","0","0","0","3","","0.6","0","0","最前衛に単体魔法攻撃","1","1","0","8","99","2","1"
