16f6f94d2ec4d59cc4807da3fc5d44eb2c12c29f7676088997db926377d2c32d,93d5dd2d147dcf817572478619e0beee6ce7865af09cd07b365d865da868f5ac,1da3ed0da0725ee54a99f2ace182141e687f50e93bf86dee97a9be4e0be4deb3,df24cf291b60fdac9e8b86483dffcdf3f8aa624e8887f458f71a7c2d719cdc16,a36f3557ace1265accf0398cceb20284ee576f8b949b76d0287a8e3c95cb86da,8295ad51a4ffacc970ccde8cd2d6af9037e381d084ce4d20c96043a6175a6130,785cd83989d36c71ff127dfaa43b5454b1fc0cd80c1f8faba0ad76911465d3d7,449fca601ab0376a607b1b5bdf370a99c1726e517397f2ca3813f63b0901769b,23b33cdcb62b4f407ca0dcc5597a0e1d82117c4ef3af0e4038c2fb9a490bae6a,7015b695b9d1b7b756ca7b120e6c27b80c1ef16b8f238ec390992b13f294e39b,5245cb6b2fd5f4e3602e56d9b322f353c857260c8061c822397df4c9d3820ee5,0e621d8ca6123e7c23223afd0b3f06c3b3ac8cd7c5cd7e4107cf96a924420fc4,490553ea07ef8fe4269aaba13043c2b6f03f3918ec9808bf2796f32a5350b7e9,3a1bbe6b0c0130103341eda61a1df7f077d1746a3bda4ac96e0fffeef72255c0,6c3b0313a30e8394614b1d440c92a3151fbd911e37bfa7aca951d5013ebfa832,126fc1d815d99b4a833925660195cfb808656ae560152099107f363e5c05aff2,d0862030797000c5648228b99f66a509193f769a3873136492112ebe159b988f,b5564587772750805cfaad0a60992052923accc5edb7faa83f2cc5d7d4d75ffd,094435e182e420ba4bccdaed68890bb80d85d1669a24b8e635ab753ea472566f,34e2484dc5433b9203d065c8aa49db59e1f1a2fb2699cbf4ead73e1e4632ec01
"4045","4045","","これ、何と言う？","33980","12398","6","6","6","6","蒼海の孤塔","","23396","2","28023","1","22612","4","4","ダンジョンEXTREME『蒼海の孤塔』"
"4046","4046","","これ、何と言う？","27602","12398","6","6","6","6","毒瘴の闇稜","","38343","2","30260","1","31260","4","4","ダンジョンEXTREME Ⅱ『毒瘴の闇稜』"
"4047","4047","","これ、何と言う？","32209","12398","6","6","6","6","緑竜の骸嶺","","39608","2","31452","1","23994","4","4","ダンジョンEXTREME Ⅲ『緑竜の骸嶺』"
"4048","4048","","これ、何と言う？","22825","12398","6","6","6","6","天上の浮城","","28014","2","19978","1","22478","4","4","ダンジョンEXTREME Ⅳ『天上の浮城』"
"4049","4049","イベント「授けの財団と聖なる学舎の異端児」のボス","これ、何と言う？","12394","12424","4","4","2","4","なかよしＸ","","12375","1","12363","1","65336","4","4","なかよしＸ"
"4050","4050","イベント「以心電心！　アオイ　トイ　フレンズ」のボス","これ、何と言う？","12488","12461","5","5","5","5","トイキング","","12531","1","12452","1","12464","5","4","究極玩具王　メガトイキング"
"4051","4051","思い出いっぱいの様々なBGMを購入し、各種メニューに設定できるギルドハウス家具","これ、何と言う？","12513","12522","5","5","5","5","メモリアル","","12450","1","12514","1","12523","5","4","メモリアルサウンドボックス"
"4052","0","ランドソルのとある村で七夕の日に現れる不思議な竹。短冊を飾った笹が、光る竹へと変化する","これ、何と言う？","12397","12356","4","4","4","4","ねがいだけ","","12384","3","12364","1","12369","4","4","ねがいだけ"
"4053","4053","タイムトラベルを行う魔道具『タイムラーベ』のナビゲーター","これ、何と言う？","12363","12426","4","4","4","4","かんりにん","","12395","2","12435","1","12435","4","4","時のかんりにん"
"4054","4054","オーマの町の漁師たち\nが使う魔道具。電気を\n流し獲物を気絶させる","この魔道具、何と言う？","12471","12483","5","5","5","5","ショッカー","","12459","3","12519","1","12540","5","4","ライトニングショッカー"
"4055","4055","ギルドハウスに置くと自動でマナを作ってくれる器。取り扱いには資格が必要らしい","これ、何と言う？","12510","29983","6","5","6","5","マナ生成機","","25104","1","12490","1","27231","6","4","マナ生成機"
"4056","0","2本の線路上を走る普通の電車などと違い、1本の軌道のみで進行する乗り物。別名「単軌鉄道」","これ、何と言う？","12514","12524","5","5","5","5","モノレール","","12540","1","12494","2","12523","5","4","モノレール"
"4057","0","七夕の物語でもおなじみの、夜空を横切るように見える、帯状の星の集まり","これ、何と言う？","12354","12398","4","4","4","4","あまのがわ","","12364","1","12414","2","12431","4","4","あまのがわ"
"4058","0","「デネブ」「アルタイル」「ベガ」の3つの明るい星を結んでできる大きな三角形","これ、何と言う？","22799","22823","6","6","6","4","夏の大三角","","19977","1","12398","2","35282","6","4","夏の大三角"
"4059","0","「さびない」という意味を持つ、鉄を主とした合金。スプーンから車まで幅広い用途に使われる","これ、何と言う？","12473","12531","5","5","5","5","ステンレス","","12524","1","12486","2","12473","5","4","ステンレス"
"4060","0","乾燥剤として、食品の保管をはじめ幅広く使われる加工品。水晶の成分と同じものから作られる","これ、何と言う？","12471","12459","5","5","5","5","シリカゲル","","12466","1","12522","2","12523","5","4","シリカゲル"
"4061","0","きれいな緑色をしたポピュラーな宝石。透き通った海の色を表現する言葉にも使われる","これ、何と言う？","12456","12521","5","5","5","5","エメラルド","","12523","1","12513","2","12489","5","4","エメラルド"
"4062","0","皮膚や軟骨などを構成する、美容や健康維持に大切なたんぱく質。ゼラチンの原料でもある","これ、何と言う？","12467","12540","5","5","5","5","コラーゲン","","12466","1","12521","2","12531","5","4","コラーゲン"
"4063","0","","これ、いくつ？","51","52","1","1","1","1","31415","円周率＝3.1415926……","49","1","49","2","53","1","4","円周率＝3.1415926……"
"4064","0","","これ、いくつ？","49","49","1","1","1","1","14142","√2＝1.41421356……","52","2","52","2","50","1","4","√2＝1.41421356……"
"4065","0","44556を「百の位」で四捨五入した数","これ、いくつ？","52","48","1","1","1","1","45000","","48","1","53","2","48","1","4","=45000"
"4066","0","ガソリンではなく、「軽油」を燃料として走る車のこと","これ、何と言う？","12487","12540","5","5","5","5","ディーゼル","","12476","1","12451","2","12523","5","4","ディーゼル車"
"4067","0","それが作られた時代の技術や知識レベルでは作れるはずのない、謎に包まれた人工物の出土品","これ、何と言う？","12458","12497","5","5","5","5","オーパーツ","","12540","2","12540","2","12484","5","4","オーパーツ"
"4068","0","水分をよく吸うことから近年はバスマットなどによく使われる素材。特定の植物の化石からなる","これ、何と言う？","12369","12381","4","4","4","4","けいそうど","","12358","2","12356","2","12393","4","4","けいそうど"
"4069","0","爆薬としておなじみの「TNT」。略さずに言うと？","これ、何と言う？","12488","12491","5","5","5","5","トリニトロ","","12488","3","12522","2","12525","5","4","トリニトロトルエン"
"4070","0","","これ、何と言う？","12376","12375","4","4","4","4","じょしつき","","12388","1","12423","2","12365","4","4","加湿器⇔じょしつき"
"4071","0","学校の理科室でおなじみの薬液。生物を標本にするときに、これに漬ける","これ、何と言う？","12507","12510","5","5","5","5","ホルマリン","","12522","1","12523","2","12531","5","4","ホルマリン"
"4072","0","一般に「世界三大発明」と言われるもの。火薬と羅針盤と、あと一つは？","これ、何？","27963","21360","6","6","6","6","活版印刷術","","21047","3","29256","2","34899","6","4","活版印刷術"
"4073","0","「はんだ付け」を行うための工具","これ、何と言う？","12399","12384","4","4","4","4","はんだごて","","12372","2","12435","2","12390","4","4","はんだごて"
"4074","0","いつかAIの能力が人間を超える転換点。また、それにより社会に起こる変化の概念のこと","これ、何と言う？","12471","12462","5","5","5","5","シンギュラ","","12517","3","12531","2","12521","5","4","シンギュラリティ"
"4075","0","","これ、何と言う？","26126","12398","6","6","6","4","明けの明星","","26126","3","12369","2","26143","4","4","宵の明星⇔明けの明星"
"4076","0","魚介類などに多く含まれる、人間の活動に必須の栄養素","これ、何と言う？","12504","12469","5","5","5","5","ヘキサエン","","12456","3","12461","2","12531","5","4","DHA＝ドコサヘキサエン酸"
"4077","0","","これ、何と言う？","12376","12358","4","4","4","4","じょうざん","","12374","3","12423","2","12435","4","4","たし算⇒加算　かけ算⇒じょうざん"
"4078","0","「‰」を用いて数量をあらわす方法は「千分率」。では「%」を用いる場合はなんと呼ぶ？","これ、何と言う？","12402","12367","4","4","4","4","ひゃくぶん","","12406","3","12419","2","12435","4","4","ひゃくぶん率"
"4079","0","夏の空に見られる大きなもくもくとした雲、「お坊さん」の頭に似ていることからなんと呼ぶ？","これ、何と言う？","12395","12358","4","4","4","4","にゅうどう","","12393","2","12421","2","12358","4","4","にゅうどう雲"
"4080","0","","これ、何と言う？","12405","12426","4","4","4","4","ふうりょく","","12423","1","12358","2","12367","4","4","ダム⇒水力発電　風車⇒ふうりょく発電"
"4081","0","パソコンのキーボードの並び、一般に「Q」の右側はどのように並んでいることが多い？","これ、何と言う？","87","82","2","2","2","2","WERTY","Q⇒W⇒E⇒R⇒T⇒Y","84","3","69","2","89","2","4","Q⇒W⇒E⇒R⇒T⇒Y"
"4082","0","マスクの素材としておなじみ。繊維を織った普通の布とは異なり、織らずに化学的に結合したもの","これ、何と言う？","12405","12423","4","4","4","4","ふしょくふ","","12367","2","12375","2","12405","4","4","ふしょくふ"
"4083","0","「モンスーン」という気象現象、和訳すると？","これ、何と言う？","12365","12388","4","4","4","4","きせつふう","","12405","2","12379","2","12358","4","4","きせつふう"
"4084","0","無害なソフトを装ってPCを攻撃する悪質なプログラム。神話の戦争に登場する罠の名が元ネタ","これ、何と言う？","12488","12452","6","5","6","5","トロイ木馬","トロイの木馬","26408","3","12525","2","39340","5","4","トロイの木馬"
"4085","0","小さな力で重いものを動かすのに便利な物理の原理。支点・力点・作用点の位置で働きが決まる","これ、何と言う？","12390","12398","6","4","6","4","てこの原理","","21407","2","12371","2","29702","4","4","てこの原理"
"4086","0","地震の説明に使われる「P波」と「S波」。「P」は「プライマリー」の略で、「S」は何の略？","これ、何と言う？","12475","12531","5","5","5","5","セカンダリ","","12480","3","12459","2","12522","5","4","セカンダリー"
"4087","4087","","このAI機能付き人形、何と言う？","12362","12419","4","4","4","4","おしゃべり","","12409","3","12375","1","12426","4","4","おしゃべりチエルちゃん"
"4088","4088","","この空飛ぶからくり、何と言う？","12518","12467","5","5","5","5","ユニコプタ","","12503","3","12491","1","12479","5","4","ぷかぷかユニコプター"
"4089","4089","『七冠』が開発したAIの名称","これ、何と言う？","12511","12523","5","5","5","5","ミネルヴァ","","12532","3","12493","1","12449","5","4","ミネルヴァ"
"4090","0","ケーブルで繋がない、無線式のイヤホン","これ、何と言う？","12527","12516","5","5","5","5","ワイヤレス","","12524","1","12452","2","12473","5","4","ワイヤレスイヤホン"
"4091","0","1+2+3+4+5+6+7+8+9+10=?　（答えをひらがなで）","この問題の答えは？","12372","12421","4","4","4","4","ごじゅうご","","12358","3","12376","2","12372","4","4","ごじゅうご"
"4099","0","花火などで使われる化学反応の一種。金属を火の中に入れると火の色が変わる現象","これ、何と言う？","12360","12375","4","4","4","4","えんしょく","","12423","3","12435","2","12367","4","4","えんしょく反応"
"4100","0","記録媒体の「CD」、略さずに言うと？","これ、何と言う？","12467","12497","5","5","5","5","コンパクト","","12463","1","12531","2","12488","5","4","コンパクトディスク"
"4106","0","質量の大きい星が寿命を迎える際に起こる爆発現象。太陽の数億倍の明るさを放つ","これ、何と言う？","36229","26143","6","6","6","6","超新星爆発","","29190","2","26032","2","30330","6","4","超新星爆発"
"4108","0","地球と月などの、2つの天体の引力によりちょうど釣り合いがとれて、安定するポイントのこと","これ、何と言う？","12464","12531","5","5","5","5","グランジュ","","12472","3","12521","2","12517","5","4","ラグランジュ・ポイント"
"4110","0","これを始まりとして宇宙が生まれたとされる、大爆発のこと","これ、何と言う？","12499","12464","5","5","5","5","ビッグバン","","12496","1","12483","2","12531","5","4","ビッグバン"
"4114","4114","キャラのEXPを上昇させる強化アイテム","このアイテムの名前は？","12509","12471","5","5","5","5","ポーション","","12519","1","12540","1","12531","5","4","EXPメガポーション"
"4117","0","抵抗器や電熱線を流れる電流は、加えた電圧に比例する。この関係の名前は？","これ、何と言う？","12458","12512","6","5","6","5","オーム法則","オームの法則","27861","2","12540","2","21063","5","4","オームの法則"
"4125","0","カメラ用語の「AF」、どんな言葉の略？","これ、何と言う？","12501","12540","5","5","5","5","フォーカス","","12459","2","12457","2","12473","5","4","オートフォーカス"
"4126","0","ファンタジー作品でお馴染みの架空の金属。比類なき硬さを誇り、青や銀色で描かれる","これ、何と言う？","12458","12495","5","5","5","5","オリハルコ","","12523","1","12522","2","12467","5","4","オリハルコン"
"4127","4127","イノリとカヤが\nタイムトラベル\nに使った魔道具","これ、何と言う？","12479","12512","5","5","5","5","タイムラベ","タイムラーベ","12521","3","12452","1","12505","5","4","タイムラーベ"
"4128","4128","『なかよしX Mk-Ⅱ』の\n『Mk-Ⅱ』をカタカナで","これ、何と読む？","12510","12463","5","5","5","5","マークツー","","12484","1","12540","1","12540","5","4","Mk-Ⅱ＝マークツー"
"4134","0","9月の誕生石。色は青色で、「蒼玉」「青玉」とも呼ばれる宝石","これ、何と言う？","12469","12449","5","5","5","5","サファイア","0","12452","2","12501","2","12450","5","4","0"
"4138","0","「あらゆるものは、互いに引き寄せ合う力がある」とする法則","これ、何と言う？","12356","12426","4","4","4","4","いんりょく","","12423","1","12435","2","12367","4","4","万有いんりょくの法則"
"4139","0","物理法則の一つ。救急車のサイレンが通り過ぎた後に低く聞こえるのはこのため","これ、何と言う？","12489","12503","5","5","5","5","ドップラー","","12521","2","12483","2","12540","5","4","ドップラー効果"
"4140","0","一、十、百、千、万、億……正、載、極、□□□□□、阿僧祇…","これ、何と言う？","12372","12364","4","4","4","4","ごうがしゃ","","12375","3","12358","2","12419","4","4","ごうがしゃ"
"4141","0","水銀と他の金属を合わせた合金のこと。歯の治療の詰め物に使われることも","これ、何と言う？","12450","12523","5","5","5","5","アマルガム","","12460","2","12510","2","12512","5","4","アマルガム"
"4143","0","自動車のライトを上向きにして、100メートルほど先まで照らせるようにした状態","これ、何と言う？","12495","12499","5","5","5","5","ハイビーム","","12540","2","12452","2","12512","5","4","ハイビーム"
"4144","0","ファンタジー作品でもおなじみ、不老不死の霊薬。賢者の石から作られたとされる","これ、何と言う？","12456","12463","5","5","5","5","エリクサー","","12469","3","12522","2","12540","5","4","エリクサー"
"4145","0","畑などの穀物が円形に倒されて、模様が描かれたもの。宇宙人のしわざと言われることも","これ、何と言う？","12511","12486","5","5","5","5","ミステリー","","12522","1","12473","2","12540","5","4","ミステリーサークル"
"4146","0","この栄養素の、英語での呼び方","これ、何と言う？","12503","12486","5","5","5","5","プロテイン","","12452","1","12525","2","12531","5","4","たんぱく質＝プロテイン"
"4147","4147","『リマ』が人間の姿に変身できるように『ネネカ』が用意した、特殊なリンゴの果実","これ、何と言う？","12514","12450","5","5","5","5","モルアプル","メタモルアップル","12503","2","12523","1","12523","5","4","メタモルアップル"
"4148","0","「魔の海域」とも呼ばれる三角形の海域。かつて、船や飛行機の失踪が相次いだ","これ、何と言う？","12496","12517","5","5","5","5","バミューダ","","12540","2","12511","2","12480","5","4","バミューダ・トライアングル"
"4150","4150","キャラの装備強化に使用するアイテム","これ、何と言う？","12369","12375","4","4","4","4","けっしょう","","12423","2","12387","1","12358","4","4","精錬けっしょう"
"4151","4151","ショップでメモリーピースを購入するのに使うアイテム","これ、何と言う？","22899","12398","6","6","6","6","女神の秘石","","31192","1","31070","1","30707","4","4","女神の秘石"
"4152","0","映像の合成技術の一つ。グリーンなどの色の背景を用い、映像の一部分のみを切り抜く","これ、何と言う？","12463","12510","5","5","5","5","クロマキー","","12461","2","12525","2","12540","5","4","クロマキー合成"
"4153","0","数人家族用の冷蔵庫の構成。冷蔵室・冷凍室・製氷室と、あと一つはなんという部分？","これ、何と言う？","12420","12356","4","4","4","4","やさいしつ","","12375","2","12373","2","12388","4","4","やさいしつ"
"4154","0","リボン状の長方形の端っこを半周ひねって繋げたもの。数学や芸術においてもおなじみの題材","これ、何と言う？","12513","12454","5","5","6","5","メビウス輪","メビウスの輪","12473","2","12499","2","36650","5","4","メビウスの輪"
"4155","0","「1:1.618」とあらわされる、建築などにおいて美しく感じるとされる理想的な縦横比率","これ、何と言う？","12362","12372","4","4","4","4","おうごんひ","","12435","2","12358","2","12402","4","4","おうごんひ"
"4156","0","","これ、略さずに言うと？","12487","12471","5","5","5","5","ディショナ","","12519","2","12451","2","12490","5","4","エアコン\n＝エアーコンディショナー"
"4157","0","この化学用語、和訳すると？","これ、何と言う？","12393","12356","4","4","4","4","どういたい","","12383","3","12358","2","12356","4","4","アイソトープ＝どういたい"
"4158","0","ヘリコプターの離陸・着陸を行う場所。ビルの屋上で大きく「H」と書かれた場所はこれにあたる","これ、何と言う？","12504","12509","5","5","5","5","ヘリポート","","12540","2","12522","2","12488","5","4","ヘリポート"
"4159","0","レースなどでおなじみの物理現象。前を走る車のすぐ後ろにつけると、空気抵抗を避けられる","これ、何と言う？","12473","12522","5","5","5","5","ストリーム","","12540","3","12488","2","12512","5","4","スリップストリーム"
"4160","0","ID・パスワードに加えてもう一段階他の情報で本人確認を行うことでセキュリティを高めること","これ、何と言う？","20108","38542","6","6","6","6","二段階認証","","35469","3","27573","2","35388","6","4","二段階認証"
"4161","0","蚊の羽音に似ていることに由来する、周波数の高いキーンとした音。人によっては聞き取れない","これ、何と言う？","12514","12461","5","5","5","5","モスキート","","12540","3","12473","2","12488","5","4","モスキート音"
"4162","0","植物の分類方法の一つ","これ、何と言う？","12381","12375","4","4","4","4","そうしよう","","12424","3","12358","2","12358","4","4","単子葉類⇔そうしよう類"
"4163","0","この化学用語、英語で言うと？","これ、何と言う？","12450","12477","5","5","5","5","アイソトプ","同位体＝アイソトープ","12488","3","12452","2","12503","5","4","同位体＝アイソトープ"
"4164","0","きゅうくつな姿勢で長時間いると身体にあらわれる悪い症状。適度に身体を動かすのが大事","これ、何と言う？","12456","12494","5","5","5","5","エコノミー","","12511","2","12467","2","12540","5","4","エコノミークラス症候群"
"4165","0","吊り橋の上など不安を抱きやすい状況では、一緒にいる相手に恋愛感情を持ちやすいとする心理現象","これ、何と言う？","21514","27211","6","6","6","4","吊り橋効果","","21177","2","12426","2","26524","6","4","吊り橋効果"
"4166","0","「木星」の英名（カタカナで）","これ、何と言う？","12472","12500","5","5","5","5","ジュピター","","12479","2","12517","2","12540","5","4","ジュピター"
"4167","0","鉛筆の芯とダイヤモンドはどちらも「炭素」だが性質が異なる。このようなものを化学で何と呼ぶ？","これ、何と言う？","12393","12381","4","4","4","4","どうそたい","","12383","3","12358","2","12356","4","4","どうそたい"
"4168","0","太陽の有害な紫外線を吸収するのに重要な気体の層で、人間の活動による破壊が問題視される","これ、何と言う？","12458","12531","4","5","4","5","オゾンそう","","12381","2","12478","2","12358","5","4","オゾンそう"
"4169","0","食卓に欠かせない調味料の「食塩」、化学においてはなんと言う名前の物質？","これ、何と言う？","12490","12522","5","5","5","5","ナトリウム","","12454","2","12488","2","12512","5","4","塩化ナトリウム"
"4170","0","いわゆる「ポリ袋」の原料として多いもの。一つは「ポリエチレン」で、もう一つは何？","これ、何と言う？","12503","12500","5","5","5","5","プロピレン","","12524","3","12525","2","12531","5","4","ポリプロピレン"
"4171","0","「CO」という化学式であらわされるのは、何という物質？","これ、何と言う？","19968","21270","6","6","6","6","一酸化炭素","","28845","2","37240","2","32032","6","4","一酸化炭素"
"4172","0","","これ、略さずに言うと？","12522","12522","5","5","5","5","リアリティ","","12486","2","12450","2","12451","5","4","VR＝バーチャルリアリティ"
"4173","0","「VR」は「仮想現実」。では、「AR」は？","これ、何と言う？","12363","12385","4","4","4","4","かくちょう","","12423","3","12367","2","12358","4","4","AR＝かくちょう現実"
"4175","0","「光の三原色」と定義される3つの色は何？（ひらがなで）","これ、何と言う？","12354","12415","4","4","4","4","あおみどり","あお・みどり","12393","3","12362","2","12426","4","4","あか・あお・みどり"
"4176","0","神殿などの建築において、丸い柱の真ん中に膨らみを持たせて作ること。見た目が安定して見える","これ、何と言う？","12456","12479","5","5","5","5","エンタシス","","12471","3","12531","2","12473","5","4","エンタシス"
"4177","0","地球の影によって月が欠けて見えるのは「月食」。では月によって太陽が欠けて見えるのは？","これ、何と言う？","12395","12375","4","4","4","4","にっしょく","","12423","1","12387","2","12367","4","4","にっしょく"
"4178","0","心理学で、自分の周囲の「ここまでは他人が近づいても許せる」という限度の範囲を指す言葉","これ、何と言う？","12497","12477","5","5","5","5","パーソナル","","12490","2","12540","2","12523","5","4","パーソナルスペース"
"4179","0","漢字をずっと眺めていると「こんな漢字だったっけ？」と違和感を覚えることに代表される心理現象","これ、何と言う？","12466","12517","5","5","5","5","ゲシュタル","","12479","2","12471","2","12523","5","4","ゲシュタルト崩壊"
"4180","0","「するな」と言われると、かえってしたくなってしまう心理現象","これ、何と言う？","12459","12462","5","5","5","5","カリギュラ","","12517","3","12522","2","12521","5","4","カリギュラ効果"
"4181","0","","これ、略さずに言うと？","12463","12501","5","5","5","5","クロフォン","","12457","1","12525","2","12531","5","4","マイク＝マイクロフォン"
"4182","0","水分が少なくさらさらとした雪のこと。スキーやスノーボードをするには絶好の雪質","これ、何と言う？","12497","12480","5","5","5","5","パウダスノ","パウダースノー","12473","2","12454","2","12494","5","4","パウダースノー"
"4183","0","「条件反射」という脳の仕組みが発見されるきっかけとなった実験。とある動物が関係している","これ、何と言う？","12497","12525","5","5","6","5","パブロフ犬","パブロフの犬","12501","3","12502","2","29356","5","4","パブロフの犬"
"4184","0","","これ、何と言う？","12450","12452","5","5","5","5","アンインス","","12531","1","12531","2","12473","5","4","インストール⇔アンインストール"
"4185","0","パソコンのキーボードで、通常「エンター」の上に配置されているキー","これ、何と言う？","12496","12473","5","5","5","5","バクスペス","バックスペース","12506","1","12463","2","12473","5","4","バックスペース"
"4186","0","パソコンのキーボードで、「Ctrl」と書かれたキーを何と読む？","これ、何と言う？","12467","12488","5","5","5","5","コントロル","コントロール","12525","2","12531","2","12523","5","4","コントロール"
"4187","0","","これ、略さずに言うと？","12467","12506","5","5","5","5","コピペスト","コピペ＝コピー&ペースト","12473","1","12500","2","12488","5","4","コピペ＝コピー&ペースト"
"4188","0","「FD」とも表記される、かつて主流だった記録媒体。四角いカバーにおおわれている","これ、何と言う？","12501","12483","5","5","5","5","フロッピー","","12500","3","12525","2","12540","5","4","フロッピーディスク"
"4189","0","北の空に煌々と光る大きな星。古くから旅人が道しるべにしてきた。なお南半球からは見えない","これ、何と言う？","12411","12365","4","4","4","4","ほっきょく","","12423","1","12387","2","12367","4","4","ほっきょく星"
"4190","0","「彗星」の別名。ちりや氷がシャワー状に尾を引いている姿が、とある生活用品に似ているため","これ、何と言う？","12411","12365","4","4","4","4","ほうきぼし","","12412","2","12358","2","12375","4","4","ほうきぼし"
"4191","0","電流を流すための回路の、2種類のつなぎ方","これ、何と言う？","12385","12367","4","4","4","4","ちょくれつ","","12428","1","12423","2","12388","4","4","並列回路⇔ちょくれつ回路"
"4192","0","太陽から届く目に見えない光線の一つで、日焼けの原因となるもの","これ、何と言う？","12375","12356","4","4","4","4","しがいせん","","12379","1","12364","2","12435","4","4","しがいせん"
"4193","0","水溶液の性質を表す3つの分類","これ、何と言う？","12450","12459","5","5","6","5","アルカリ性","","12522","1","12523","2","24615","5","4","酸性・中性・アルカリ性"
"4194","0","2つの異なる数字をどちらも割り切れる「約数」のうち、最も大きいもの","これ、何と言う？","26368","20844","6","6","6","6","最大公約数","","32004","1","22823","2","25968","6","4","最大公約数"
"4195","0","2つの異なる数字にとっての共通の「倍数」のうち、最も小さいもの","これ、何と言う？","26368","20844","6","6","6","6","最小公倍数","","20493","1","23567","2","25968","6","4","最小公倍数"
"4196","0","三角形の面積の求め方","これ、何と言う？","24213","39640","4","6","1","6","底辺高さ2","底辺×高さ÷2","12373","1","36794","2","50","6","4","底辺×高さ÷2"
"4197","0","円をぐるっと一周した長さ、どのように求められる？","これ、何と言う？","30452","20870","6","6","6","6","直径円周率","直径×円周率","21608","2","24452","2","29575","6","4","直径×円周率"
"4198","0","「秒速10メートル」なら、「分速」だと何メートル？（ひらがなで）","この問題の答えは？","12429","12404","4","4","4","4","ろっぴゃく","","12419","1","12387","2","12367","4","4","分速ろっぴゃくメートル"
"4199","0","台風のニュースでよく目にする、圧力の単位である「hPa」という記号、なんと読む？","これ、何と読む？","12504","12488","5","5","5","5","ヘクトパス","","12497","2","12463","2","12473","5","4","ヘクトパスカル"
"4200","4200","","この場所の名前は？","12456","12501","4","5","6","5","エルフの里","","12398","3","12523","1","37324","5","4","エルフの里"
"4201","0","古くは火花を発火させて火起こしに使った石だが、現在は厄除けとして客人が帰る時に使うもの","これ、何と言う？","12402","12385","4","4","4","4","ひうちいし","","12356","2","12358","2","12375","4","4","ひうちいし"
"4202","0","日本刀の原料として知られる金属。特定の製法で作られる、通常の鋼よりもはるかに純度の高い鋼","これ、何と言う？","12383","12399","4","4","4","4","たまはがね","","12364","2","12414","2","12397","4","4","たまはがね"
"4203","0","秋の空によく見る雲。モコモコとしたひとかたまりがいくつも集まり、とある動物の群れに見える","これ、何と言う？","12402","12376","4","4","4","4","ひつじぐも","","12368","2","12388","2","12418","4","4","ひつじぐも"
"4204","4204","「超能力者」を英語にすると？","これ、何と言う？","12469","12461","5","5","5","5","サイキック","","12483","2","12452","1","12463","5","4","サイキック"
"4205","0","夏の風物詩で、蚊を駆除するために火をつける殺虫剤。うずまき状の形が特徴的","これ、何と言う？","34442","12426","6","6","6","6","蚊取り線香","","32218","1","21462","2","39321","4","4","蚊取り線香"
"4206","0","近年は「ASMR」などで知名度を上げた録音技術。人の両耳での実際の聞こえ方を再現できる","これ、何と言う？","12496","12494","5","5","5","5","バイノラル","バイノーラル録音","12521","3","12452","2","12523","5","4","バイノーラル録音"
"4207","0","映像の中で、さりげなく一瞬だけ情報を差し込んで、潜在意識の下でそれを意識させる手法","これ、何と言う？","12469","12522","5","5","5","5","サブリミナ","","12511","2","12502","2","12490","5","4","サブリミナル効果"
"4208","0","一眼レフカメラのミラー機構を省略することで小型軽量化したカメラのこと。入門にも好まれる","これ、何と言う？","12511","12540","5","5","5","5","ミラーレス","","12524","3","12521","2","12473","5","4","ミラーレス一眼カメラ"
"4209","0","プログラミングで、書いた本人しか解読できないほど煩雑なコードを指す俗語。ある食べ物が由来","これ、何と言う？","12473","12466","5","5","5","5","スパゲティ","","12486","3","12497","2","12451","5","4","スパゲティコード"
"4210","0","ハチの巣のように六角形を敷き詰めた形のことで、非常に強度があるため工業でも広く応用される","これ、何と言う？","12495","12459","5","5","6","5","ハニカム構","","12512","3","12491","2","27083","5","4","ハニカム構造"
"4211","0","刀などの製法で、金属を直接叩いて作るのは「鍛造」。溶かした金属を鋳型に流し込んで作るのは？","これ、何と言う？","12385","12358","4","4","4","4","ちゅうぞう","","12382","3","12421","2","12358","4","4","ちゅうぞう"
"4212","0","カメラのレンズの一種。魚の目線で見たかのように、普通より広い範囲を湾曲させてレンズに映す","これ、何と言う？","39770","12524","5","6","5","6","魚眼レンズ","","12531","2","30524","2","12474","5","4","魚眼レンズ"
"4213","0","「AT車」は「オートマチック車」。では「MT車」は？","これ、何と言う？","12510","12517","5","5","5","5","マニュアル","","12450","1","12491","2","12523","5","4","マニュアル車"
"4214","0","かつて「三種の神器」と呼ばれた3つの家電製品。「白黒テレビ」と「洗濯機」とあと一つは？","これ、何と言う？","12428","12382","4","4","4","4","れいぞうこ","","12358","2","12356","2","12371","4","4","れいぞうこ"
"4215","0","かつて「3C」と呼ばれた3つの家電製品。「自動車」と「クーラー」とあと一つは？","これ、何と言う？","12459","12486","5","5","5","5","カラテレビ","カラーテレビ","12524","2","12521","2","12499","5","4","カラーテレビ"
"4216","0","太陽系の惑星、太陽から近い順に並べた時の頭文字","これ、何と言う？","28779","22303","6","6","6","6","火木土天海","","22825","2","26408","2","28023","6","4","水金地火木土天海"
"4217","0","空調家電の一種。扇風機に似た仕組みだが、直接風を受けるのではなく空気を循環させるためのもの","これ、何と言う？","12469","12517","5","5","5","5","サキュレタ","サーキュレーター","12524","2","12461","2","12479","5","4","サーキュレーター"
