80c826ad571819045ff5815004c92aa6a1ab9192da14739b37d5603bbfd2ea40,3eb378de67c24bbb02976a74f1776cd6b7bdfd7a893595bb66aee41b91fc0cce,f5dad1360f2ea45be6cef59fa63065f9055beefcac197f2ebb3c6273677f110c,72f3300af4354348e876300ed7b2a8ba729e9d73bff25824377a065d999f2be4,b2ba06f9f9edef8c0c502326d348e79e62e3e1c00308e420e5de2f9cf60788ef,3dad994e90a7309619511c01a14a547deced204b06eb8a42e2cc7b04c7758e43,52e9b232075493dcb7a0b012001a39dd296fc7274647697ea8fd8402f3dd11c0,39af17313f65c23d1b4489a54286ecade2a86a72ed1c5755df876065dc289150,fa33e428348ba638b945d8e313b196d50eff77672eead4b4877dbd17ce306835,f0fd07e859322ced8a3b1ce05f764f4c1214bf5ba9efa48cb011e334d0c3f1b1,5cea3e1533398041e87c89586160fc289ffd16d104d5452a8f96c6c173ba50d3
"0.3","132170036","","1.05","1.05","1.05","3217","123","1.05","0",""
"","132170037","","0.5","75","","3217","122","75","",""
"","132170038","","","301702","","3217","32","1","",""
"","132170039","","","0.4","","3217","93","0","",""
"","132170040","","","2","","3217","32","0","",""
"","132170041","","","310000","","3217","32","0","",""
"","132170042","","","321700","","3217","32","1","",""
"","132170043","","","0.4","","3217","93","0","",""
"2","132170044","","0.95","0.95","0.95","3217","123","0.95","2",""
"","132170045","","","0.2","","3217","93","0","",""
"","132170046","","0","1000001","","3217","3","glad","0.2",""
"","132170047","","","120","","3217","32","1","",""
"","132170048","","","0.4","","3217","93","0","",""
"","132170049","","","998","","3217","32","1","",""
"","132170050","","","0.6","","3217","93","0","",""
"1","132170051","","0","1000001","joy_round3_loop","3217","3","joy_round3_in","0.2",""
"","132170052","","","5","","3217","93","0","",""
"","132170053","","","1","","3217","113","","",""
"1","133000001","","345.4","330000","0","3300","31","330000","0",""
"1","133000002","","345.4","8","0","3300","31","8","1",""
"","133000003","","","8","","3300","35","0","",""
"","133000004","","","0","","3300","91","","",""
"7.4","133000005","","1.05","1.05","1.05","3300","123","1.05","0",""
"","133000006","","0","1000001","","3300","3","wait","0.2",""
"","133000007","","","2","","3300","35","1","",""
"","133000008","","","4.9","","3300","93","0","",""
"0.4","133000009","","0.95","0.95","0.95","3300","123","0.95","0",""
"","133000010","","","330000","","3300","32","1","",""
"","133000011","","","0.1","","3300","93","0","",""
"","133000012","","","2","","3300","32","0","",""
"","133000013","","","0.1","","3300","93","0","",""
"","133000014","","","997","","3300","32","1","",""
"","133000015","","0","1000001","","3300","3","joy_from_wait","0.2",""
"","133000016","","","1.63","","3300","93","0","",""
"","133000017","","","0.3","","3300","93","0","",""
"","133000018","","","3","","3300","113","","",""
