db3d8e5178388d641fe1da7a93e50eb89605985c37c8ffc87d90a1ed6e2a2833,75c4f4a1d3df6c8166d3e288863a483435d36fdfd72d253c5778e61cda982384,6d08b8772f649bab5c3f90f40dabe85827135b66e34cb26224501d7f8e957338,96ba1188b290959dcca32e0ef91f32749f71dcc33cb1de8d0e9912ab2820be49,609ee2244b4663ac9fe0dd65a82161dc7d4528910a17b4645d6bfebc91deea2b,662b7d031ea6e3edef4385e1e3a7d5647a02e04e136a876bf18129ad12a5e6bc,9ffdbbc9ea18ee24e3f7b1190614d1e852e112b6b8e4809c7eee229d242c1661,5c168859a4f21100bed6c3d1c533ad55afe965d0a9f9da28f66f52d47a938ad8,b4e40b58d75fa0e7e735550c903bc2b4cf21c2aab5fda1034afed0158ef77835,440c1fe5d28ea054c03658e52ffaa0e35523f59cdb4cdb1fa9417ad7509353b4,348c30ac42de3318f64d7debcf70a17b08d5760b1e595a4a8dc5d4dbf4a5a5ca
"","350","2","0","","-360","","104011","","20312","20312009"
"","190","2","0","","-335","","111","","20312","20312010"
"","-190","2","0","","-360","","112","","20312","20312011"
"","350","2","0","","-360","","113","","20312","20312012"
"","0","32","","","","","36","","20312","20312013"
"","1","32","","","","","41","","20312","20312014"
"","0","32","","","","","15","","20312","20312015"
"","wac_talk_smile_in","3","wac_talk_smile_loop","1","0","0.2","101511","","20312","20312016"
"","vo_wac_220905_000","21","0","","0","","vo_wac_220905","","20312","20312017"
"0","みんな～、上手にお絵描き、\nできましたか～？\nお互いに見せあいっこして、\nいいところを褒めてあげてね～？","11","1","1","10","0","101511","0.5","20312","20312018"
"","","91","","","","","0","","20312","20312019"
"","wac_idle_smile","3","","1","1","0.2","101511","","20312","20312020"
"","wac_talk_surprise_in_shy","3","wac_talk_surprise_loop_shy","1","0","0.2","104011","","20312","20312021"
"","vo_wac_220905_001","21","0","","0","","vo_wac_220905","","20312","20312022"
"0","い、いいところ……！？\nハツネさんのいいところは、\nえーっと、あ、明るくて！\n優しいところだと思います！","11","1","1","10","0","104011","0.5","20312","20312023"
"","","91","","","","","0","","20312","20312024"
"","wac_idle_surprise_shy","3","","1","1","0.2","104011","","20312","20312025"
"","wac_talk_smile_in_L","3","wac_talk_smile_loop_L","1","0","0.2","101211","","20312","20312026"
"","vo_wac_220905_002","21","0","","0","","vo_wac_220905","","20312","20312027"
"0","ありがとう、ピースピース☆\n……念のため確認したいんだけど、\n褒めるのは描いた絵についてで\nあってるよね？","11","1","1","10","0","101211","0.5","20312","20312028"
"","","91","","","","","0","","20312","20312029"
"","0","22","","","","","0","","20312","20312030"
"","","111","","","","","","","20312","20312031"
"","wac_idle_smile","3","","","1","0.2","101511","","20313","20313001"
"","wac_idle_smile_L","3","","","1","0.2","101211","","20313","20313002"
"","wac_idle_surprise_shy","3","","","1","0.2","104011","","20313","20313003"
"","wac_no_items","3","","","1","0.2","111","","20313","20313004"
"","wac_no_items","3","","","1","0.2","112","","20313","20313005"
"","wac_no_items","3","","","1","0.2","113","","20313","20313006"
"","190","2","0","","-335","","101511","","20313","20313007"
"","-190","2","0","","-360","","101211","","20313","20313008"
"","350","2","0","","-360","","104011","","20313","20313009"
"","190","2","0","","-335","","111","","20313","20313010"
"","-190","2","0","","-360","","112","","20313","20313011"
"","350","2","0","","-360","","113","","20313","20313012"
"","0","32","","","","","36","","20313","20313013"
"","1","32","","","","","41","","20313","20313014"
"","0","32","","","","","15","","20313","20313015"
"","","91","","","","","0","","20313","20313016"
"0","102911","1","-108","-213","202","2","1","wac_default_11","20411","20411001"
"0","111","5","-108","-213","201","2","1","wac_default_11","20411","20411002"
"","32","31","0","1","0","1","32","","20411","20411003"
"","33","31","0","1","0","0","33","","20411","20411004"
"","11","31","0","1","0","0","11","","20411","20411005"
"","wac_paint_11","3","","0","0","0.2","102911","","20411","20411006"
"","wac_paint_11","3","","0","0","0.2","111","","20411","20411007"
"","0","93","","","","","0.3","","20411","20411008"
"","1","32","","","","","11","","20411","20411009"
"","se_10035700_roller","23","","","0","","se_10035700","","20411","20411010"
"","300","13","","","","","102911","","20411","20411011"
"","","131","","","","","1","","20411","20411012"
"","wac_talk_smile_in","3","wac_talk_smile_loop","1","0","0.2","102911","","20412","20412001"
"","wac_no_items","3","","","1","0.2","111","","20412","20412002"
"","200","2","0","","-340","","102911","","20412","20412003"
"","200","2","0","","-340","","111","","20412","20412004"
"","0","32","","","","","32","","20412","20412005"
"","1","32","","","","","33","","20412","20412006"
"","0","32","","","","","11","","20412","20412007"
"","vo_wac_220906_000","21","0","","0","","vo_wac_220906","","20412","20412008"
"0","うん、上手に描けたかな？\n最初はどうなるかなぁって\n心配だったけど、もうすっかり\n体が覚えちゃったかも♪","11","1","1","10","0","102911","0.5","20412","20412009"
"","","91","","","","","0","","20412","20412010"
"","vo_wac_220906_001","21","0","","0","","vo_wac_220906","","20412","20412011"
"0","でも、壁に描くだけなのは\nもったいないなぁ……そうだ！\n次、サイン会をやるときは、かわいい\nイラストも色紙に描いてみよっか♪","11","1","1","10","0","102911","0.5","20412","20412012"
"","","91","","","","","0","","20412","20412013"
"","0","22","","","","","0","","20412","20412014"
"","wac_idle_smile","3","","","1","0.2","102911","","20413","20413001"
"","wac_no_items","3","","","1","0.2","111","","20413","20413002"
"","200","2","0","","-340","","102911","","20413","20413003"
"","200","2","0","","-340","","111","","20413","20413004"
"","0","32","","","","","32","","20413","20413005"
"","1","32","","","","","33","","20413","20413006"
"","0","32","","","","","11","","20413","20413007"
"","","91","","","","","0","","20413","20413008"
"0","104211","1","-167","-85","202","2","1","wac_default_31","20511","20511001"
"0","102911","1","-64","-211","254","2","1","wac_default_41","20511","20511002"
"0","105411","1","230","-211","252","2","1","wac_default_51","20511","20511003"
"0","111","5","-167","-85","201","2","1","wac_default_31","20511","20511004"
"0","112","5","-64","-211","253","2","1","wac_default_48","20511","20511005"
"0","113","5","230","-211","251","2","1","wac_default_51","20511","20511006"
"","300","13","","","","","105411","","20511","20511007"
"","300","13","","","","","104211","","20511","20511008"
"","300","13","","","","","102911","","20511","20511009"
"","40","31","0","1","0","1","40","","20511","20511010"
"","41","31","0","1","0","0","41","","20511","20511011"
"","16","31","0","1","0","0","16","","20511","20511012"
"","wac_paint_31","3","","0","0","0.2","104211","","20511","20511013"
"","wac_paint_31","3","","0","0","0.2","111","","20511","20511014"
"","wac_paint_41","3","","0","0","0.2","102911","","20511","20511015"
"","wac_paint_48","3","","0","0","0.2","112","","20511","20511016"
"","wac_paint_51","3","","0","0","0.2","105411","","20511","20511017"
"","wac_paint_51","3","","0","0","0.2","113","","20511","20511018"
"","0","93","","","","","0","","20511","20511019"
"","1","32","","","","","16","","20511","20511020"
"","se_sys_login_birthday_calendar_smallbrush","23","","","0","","se_common","","20511","20511021"
"","","131","","","","","1","","20511","20511022"
"","wac_idle_sad","3","","","1","0","105411","","20512","20512001"
"","wac_idle_arm_crossed_L","3","","","1","0","104211","","20512","20512002"
"","wac_idle_smile","3","","","1","0","102911","","20512","20512003"
"","wac_no_items","3","","","1","0","111","","20512","20512004"
"","wac_no_items","3","","","1","0","112","","20512","20512005"
"","wac_no_items","3","","","1","0","113","","20512","20512006"
"","190","2","0","","-335","","105411","","20512","20512007"
"","-190","2","0","","-360","","104211","","20512","20512008"
"","350","2","0","","-360","","102911","","20512","20512009"
"","190","2","0","","-335","","111","","20512","20512010"
"","-190","2","0","","-360","","112","","20512","20512011"
"","350","2","0","","-360","","113","","20512","20512012"
"","0","32","","","","","40","","20512","20512013"
"","1","32","","","","","41","","20512","20512014"
"","0","32","","","","","16","","20512","20512015"
"","wac_talk_sad_in","3","wac_talk_sad_loop","1","0","0.2","105411","","20512","20512016"
"","vo_wac_220907_000","21","0","","0","","vo_wac_220907","","20512","20512017"
"0","うーん……う～ん……！\nいや、できてはいるんですけど、\nまだかわいくできるような……あっ！\nここの線だけやり直しさせてください！","11","1","1","10","0","105411","0.5","20512","20512018"
"","","91","","","","","0","","20512","20512019"
"","wac_idle_sad","3","","1","1","0.2","105411","","20512","20512020"
"","wac_talk_arm_crossed_in_L","3","wac_talk_arm_crossed_loop_L","1","0","0.2","104211","","20512","20512021"
"","vo_wac_220907_001","21","0","","0","","vo_wac_220907","","20512","20512022"
"0","ツムギ……\nそう言ってやり直しするのは、\nもう10回目になりますよ？","11","1","1","10","0","104211","0.5","20512","20512023"
"","","91","","","","","0","","20512","20512024"
"","wac_idle_arm_crossed_L","3","","1","1","0.2","104211","","20512","20512025"
"","wac_talk_smile_in","3","wac_talk_smile_loop","1","0","0.2","102911","","20512","20512026"
"","vo_wac_220907_002","21","0","","0","","vo_wac_220907","","20512","20512027"
"0","ツムギは衣装づくりでも、\nすごくこだわってやってるからね♪\n私たちも手伝えるところがあれば、\nサポートしてあげよう♪","11","1","1","10","0","102911","0.5","20512","20512028"
"","","91","","","","","0","","20512","20512029"
"","0","22","","","","","0","","20512","20512030"
"","","111","","","","","","","20512","20512031"
"","wac_idle_sad","3","","","1","0.2","105411","","20513","20513001"
"","wac_idle_arm_crossed_L","3","","","1","0.2","104211","","20513","20513002"
"","wac_idle_smile","3","","","1","0.2","102911","","20513","20513003"
"","wac_no_items","3","","","1","0.2","111","","20513","20513004"
"","wac_no_items","3","","","1","0.2","112","","20513","20513005"
"","wac_no_items","3","","","1","0.2","113","","20513","20513006"
"","190","2","0","","-335","","105411","","20513","20513007"
"","-190","2","0","","-360","","104211","","20513","20513008"
"","350","2","0","","-360","","102911","","20513","20513009"
"","190","2","0","","-335","","111","","20513","20513010"
"","-190","2","0","","-360","","112","","20513","20513011"
"","350","2","0","","-360","","113","","20513","20513012"
"","0","32","","","","","40","","20513","20513013"
"","1","32","","","","","41","","20513","20513014"
"","0","32","","","","","16","","20513","20513015"
"","","91","","","","","0","","20513","20513016"
"0","104211","1","-108","-213","202","2","1","wac_default_01","20611","20611001"
"0","111","5","-108","-213","201","2","1","wac_default_01","20611","20611002"
"","32","31","0","1","0","1","32","","20611","20611003"
"","33","31","0","1","0","0","33","","20611","20611004"
"","11","31","0","1","0","0","11","","20611","20611005"
"","wac_paint_01","3","","0","0","0.2","104211","","20611","20611006"
"","wac_paint_01","3","","0","0","0.2","111","","20611","20611007"
"","0","93","","","","","0","","20611","20611008"
"","1","32","","","","","11","","20611","20611009"
"","se_10035700_brush","23","","","0","","se_10035700","","20611","20611010"
"","300","13","","","","","104211","","20611","20611011"
"","","131","","","","","1","","20611","20611012"
"","wac_talk_wish_in","3","wac_talk_wish_loop","1","0","0.2","104211","","20612","20612001"
"","wac_no_items","3","","","1","0.2","111","","20612","20612002"
"","200","2","0","","-340","","104211","","20612","20612003"
"","200","2","0","","-340","","111","","20612","20612004"
"","0","32","","","","","32","","20612","20612005"
"","1","32","","","","","33","","20612","20612006"
"","0","32","","","","","11","","20612","20612007"
"","vo_wac_220908_000","21","0","","0","","vo_wac_220908","","20612","20612008"
"0","なんとか、できあがりました。\n大きな絵を描くのは、\nライブで体を動かすのとは、\nまた違った大変さがありますね……","11","1","1","10","0","104211","0.5","20612","20612009"
"","","91","","","","","0","","20612","20612010"
"","vo_wac_220908_001","21","0","","0","","vo_wac_220908","","20612","20612011"
"0","でも、だからこそ達成感も大きいです。\nライブも、絵も、見る人に喜びを\n与えられる……これからもぜひ、\nお手伝いしていきたいですね♪","11","1","1","10","0","104211","0.5","20612","20612012"
"","","91","","","","","0","","20612","20612013"
"","0","22","","","","","0","","20612","20612014"
"","wac_idle_wish","3","","","1","0.2","104211","","20613","20613001"
"","wac_no_items","3","","","1","0.2","111","","20613","20613002"
"","200","2","0","","-340","","104211","","20613","20613003"
"","200","2","0","","-340","","111","","20613","20613004"
"","0","32","","","","","32","","20613","20613005"
"","1","32","","","","","33","","20613","20613006"
"","0","32","","","","","11","","20613","20613007"
"","","91","","","","","0","","20613","20613008"
"0","106611","1","-108","-213","202","2","1","wac_default_11","20711","20711001"
"0","111","5","-108","-213","201","2","1","wac_default_11","20711","20711002"
"","32","31","0","1","0","1","32","","20711","20711003"
"","33","31","0","1","0","0","33","","20711","20711004"
"","11","31","0","1","0","0","11","","20711","20711005"
"","wac_paint_11","3","","0","0","0.2","106611","","20711","20711006"
"","wac_paint_11","3","","0","0","0.2","111","","20711","20711007"
"","0","93","","","","","0.3","","20711","20711008"
"","1","32","","","","","11","","20711","20711009"
"","se_10035700_roller","23","","","0","","se_10035700","","20711","20711010"
"","300","13","","","","","106611","","20711","20711011"
"","","131","","","","","1","","20711","20711012"
"","wac_talk_sad_in","3","wac_talk_sad_loop","1","0","0.2","106611","","20712","20712001"
"","wac_no_items","3","","","1","0.2","111","","20712","20712002"
"","200","2","0","","-340","","106611","","20712","20712003"
"","200","2","0","","-340","","111","","20712","20712004"
"","0","32","","","","","32","","20712","20712005"
"","1","32","","","","","33","","20712","20712006"
"","0","32","","","","","11","","20712","20712007"
"","vo_wac_220909_000","21","0","","0","","vo_wac_220909","","20712","20712008"
"0","ふぃ～、やっと終わったです。\n絵を描くのは嫌いじゃねーですけど、\nボスはなんでもかんでもあたしらに\n仕事を押しつけすぎでは……","11","1","1","10","0","106611","0.5","20712","20712009"
"","","91","","","","","0","","20712","20712010"
"","wac_talk_doya_in","3","wac_talk_doya_loop","1","0","0.2","106611","","20712","20712011"
"","vo_wac_220909_001","21","0","","0","","vo_wac_220909","","20712","20712012"
"0","あたしが下剋上した暁には、\n雑巾がけから夕飯の買い物まで、\nぜ～んぶボスに押しつけてやるです！\nいつになるかは分からねーですけど！","11","1","1","10","0","106611","0.5","20712","20712013"
"","","91","","","","","0","","20712","20712014"
"","0","22","","","","","0","","20712","20712015"
"","wac_idle_doya","3","","","1","0.2","106611","","20713","20713001"
"","wac_no_items","3","","","1","0.2","111","","20713","20713002"
"","200","2","0","","-340","","106611","","20713","20713003"
"","200","2","0","","-340","","111","","20713","20713004"
"","0","32","","","","","32","","20713","20713005"
"","1","32","","","","","33","","20713","20713006"
"","0","32","","","","","11","","20713","20713007"
"","","91","","","","","0","","20713","20713008"
"0","106511","1","-108","-213","202","2","1","wac_default_01","20811","20811001"
"0","111","5","-108","-213","201","2","1","wac_default_02","20811","20811002"
"","32","31","0","1","0","1","32","","20811","20811003"
"","33","31","0","1","0","0","33","","20811","20811004"
"","11","31","0","1","0","0","11","","20811","20811005"
"","wac_paint_01","3","","0","0","0.2","106511","","20811","20811006"
"","wac_paint_02","3","","0","0","0.2","111","","20811","20811007"
"","0","93","","","","","0","","20811","20811008"
"","1","32","","","","","11","","20811","20811009"
"","se_10035700_brush","23","","","0","","se_10035700","","20811","20811010"
"","300","13","","","","","106511","","20811","20811011"
"","","131","","","","","1","","20811","20811012"
"","wac_talk_doya_in","3","wac_talk_doya_loop","1","0","0.2","106511","","20812","20812001"
"","wac_no_items","3","","","1","0.2","111","","20812","20812002"
"","200","2","0","","-340","","106511","","20812","20812003"
"","200","2","0","","-340","","111","","20812","20812004"
"","0","32","","","","","32","","20812","20812005"
"","1","32","","","","","33","","20812","20812006"
"","0","32","","","","","11","","20812","20812007"
"","vo_wac_220910_000","21","0","","0","","vo_wac_220910","","20812","20812008"
"0","あらよっと！\nもうすっかり慣れたもんだな、\n傑作の一丁あがり♪","11","1","1","10","0","106511","0.5","20812","20812009"
"","","91","","","","","0","","20812","20812010"
"","vo_wac_220910_001","21","0","","0","","vo_wac_220910","","20812","20812011"
"0","最近この仕事が楽しくなってきてさ。\n筆を振り回すのと拳を振り回すのって\nなんか似てるだろ？\n……あー、うん、流石に違うか。","11","1","1","10","0","106511","0.5","20812","20812012"
"","","91","","","","","0","","20812","20812013"
"","0","22","","","","","0","","20812","20812014"
"","wac_idle_doya","3","","","1","0.2","106511","","20813","20813001"
"","wac_no_items","3","","","1","0.2","111","","20813","20813002"
"","200","2","0","","-340","","106511","","20813","20813003"
"","200","2","0","","-340","","111","","20813","20813004"
"","0","32","","","","","32","","20813","20813005"
"","1","32","","","","","33","","20813","20813006"
"","0","32","","","","","11","","20813","20813007"
"","","91","","","","","0","","20813","20813008"
"0","106711","1","-108","-213","202","2","1","wac_default_01","20911","20911001"
"0","111","5","-108","-213","201","2","1","wac_default_02","20911","20911002"
"","32","31","0","1","0","1","32","","20911","20911003"
"","33","31","0","1","0","0","33","","20911","20911004"
"","11","31","0","1","0","0","11","","20911","20911005"
"","wac_paint_01","3","","0","0","0.2","106711","","20911","20911006"
"","wac_paint_02","3","","0","0","0.2","111","","20911","20911007"
"","0","93","","","","","0","","20911","20911008"
"","1","32","","","","","11","","20911","20911009"
"","se_10035700_brush","23","","","0","","se_10035700","","20911","20911010"
"","300","13","","","","","106711","","20911","20911011"
"","","131","","","","","1","","20911","20911012"
"","wac_talk_wish_in","3","wac_talk_wish_loop","1","0","0.2","106711","","20912","20912001"
"","wac_no_items","3","","","1","0.2","111","","20912","20912002"
"","200","2","0","","-340","","106711","","20912","20912003"
"","200","2","0","","-340","","111","","20912","20912004"
"","0","32","","","","","32","","20912","20912005"
"","1","32","","","","","33","","20912","20912006"
"","0","32","","","","","11","","20912","20912007"
"","vo_wac_220911_000","21","0","","0","","vo_wac_220911","","20912","20912008"
"0","うん、よくできたかな？\nこうして絵を描いていると\n気分が落ち着くな～\nやっぱり、好きなことだから。","11","1","1","10","0","106711","0.5","20912","20912009"
"","","91","","","","","0","","20912","20912010"
"","vo_wac_220911_001","21","0","","0","","vo_wac_220911","","20912","20912011"
"0","君はどうかな？　絵は好き？\n好きだったら嬉しいかな～？\n興味のある人と同じ趣味だったら、\n素敵だなって思うでしょ♪","11","1","1","10","0","106711","0.5","20912","20912012"
"","","91","","","","","0","","20912","20912013"
"","0","22","","","","","0","","20912","20912014"
"","wac_idle_wish","3","","","1","0.2","106711","","20913","20913001"
"","wac_no_items","3","","","1","0.2","111","","20913","20913002"
"","200","2","0","","-340","","106711","","20913","20913003"
"","200","2","0","","-340","","111","","20913","20913004"
"","0","32","","","","","32","","20913","20913005"
"","1","32","","","","","33","","20913","20913006"
"","0","32","","","","","11","","20913","20913007"
"","","91","","","","","0","","20913","20913008"
"0","105811","1","-167","-325","204","2","1","wac_default_bot_31","21011","21011001"
"0","118511","1","230","-325","202","2","1","wac_default_51","21011","21011002"
"0","111","5","-167","-325","203","2","1","wac_default_bot_35","21011","21011003"
"0","113","5","230","-325","201","2","1","wac_default_bot_55","21011","21011004"
"","300","13","","","","","118511","","21011","21011005"
"","300","13","","","","","105811","","21011","21011006"
"","37","31","0","1","0","1","37","","21011","21011007"
"","41","31","0","1","0","0","41","","21011","21011008"
"","17","31","0","1","0","0","17","","21011","21011009"
"","wac_paint_bot_31","3","","0","0","0.2","105811","","21011","21011010"
"","wac_paint_bot_35","3","","0","0","0.2","111","","21011","21011011"
"","wac_paint_bot_51","3","","0","0","0.2","118511","","21011","21011012"
"","wac_paint_bot_55","3","","0","0","0.2","113","","21011","21011013"
"","0","93","","","","","0","","21011","21011014"
"","1","32","","","","","17","","21011","21011015"
"","se_sys_login_birthday_calendar_smallbrush","23","","","0","","se_common","","21011","21011016"
"","","131","","","","","1","","21011","21011017"
"","wac_idle_wish","3","","","1","0","118511","","21012","21012001"
"","wac_idle_smile_L","3","","","1","0","105811","","21012","21012002"
"","wac_no_items","3","","","1","0","111","","21012","21012003"
"","wac_no_items","3","","","1","0","113","","21012","21012004"
"","190","2","0","","-335","","118511","","21012","21012005"
"","-190","2","0","","-335","","105811","","21012","21012006"
"","190","2","0","","-335","","111","","21012","21012007"
"","-190","2","0","","-335","","113","","21012","21012008"
"","0","32","","","","","37","","21012","21012009"
"","1","32","","","","","41","","21012","21012010"
"","0","32","","","","","17","","21012","21012011"
"","wac_talk_wish_in","3","wac_talk_wish_loop","1","0","0.2","118511","","21012","21012012"
"","vo_wac_220912_000","21","0","","0","","vo_wac_220912","","21012","21012013"
"0","ふぅ……できました。\nこの事業については、各ギルドの\nみなさんのお世話になりっぱなし\nですね……","11","1","1","10","0","118511","0.5","21012","21012014"
"","","91","","","","","0","","21012","21012015"
"","wac_idle_wish","3","","1","1","0.2","118511","","21012","21012016"
"","wac_talk_smile_in_L","3","wac_talk_smile_loop_L","1","0","0.2","105811","","21012","21012017"
"","vo_wac_220912_001","21","0","","0","","vo_wac_220912","","21012","21012018"
"0","ランドソルを素敵な場所にできるなら、\n喜んで手伝っちゃいます。\nこれからも力をあわせて、どんどん\n素敵な絵を描いていきましょうね♪","11","1","1","10","0","105811","0.5","21012","21012019"
"","","91","","","","","0","","21012","21012020"
"","0","22","","","","","0","","21012","21012021"
"","","111","","","","","","","21012","21012022"
"","wac_idle_wish","3","","","1","0.2","118511","","21013","21013001"
"","wac_idle_smile_L","3","","","1","0.2","105811","","21013","21013002"
"","wac_no_items","3","","","1","0.2","111","","21013","21013003"
"","wac_no_items","3","","","1","0.2","113","","21013","21013004"
"","190","2","0","","-335","","118511","","21013","21013005"
"","-190","2","0","","-335","","105811","","21013","21013006"
"","190","2","0","","-335","","111","","21013","21013007"
"","-190","2","0","","-335","","113","","21013","21013008"
"","0","32","","","","","37","","21013","21013009"
"","1","32","","","","","41","","21013","21013010"
"","0","32","","","","","17","","21013","21013011"
"","","91","","","","","0","","21013","21013012"
"0","111011","1","-108","-213","202","2","1","wac_default_01","21111","21111001"
"0","111","5","-108","-213","201","2","1","wac_default_01","21111","21111002"
"","32","31","0","1","0","1","32","","21111","21111003"
"","33","31","0","1","0","0","33","","21111","21111004"
"","11","31","0","1","0","0","11","","21111","21111005"
"","wac_paint_01","3","","0","0","0.2","111011","","21111","21111006"
"","wac_paint_01","3","","0","0","0.2","111","","21111","21111007"
"","0","93","","","","","0","","21111","21111008"
"","1","32","","","","","11","","21111","21111009"
"","se_10035700_brush","23","","","0","","se_10035700","","21111","21111010"
"","300","13","","","","","111011","","21111","21111011"
"","","131","","","","","1","","21111","21111012"
"","wac_talk_sad_in","3","wac_talk_sad_loop","1","0","0.2","111011","","21112","21112001"
"","wac_no_items","3","","","1","0.2","111","","21112","21112002"
"","200","2","0","","-340","","111011","","21112","21112003"
"","200","2","0","","-340","","111","","21112","21112004"
"","0","32","","","","","32","","21112","21112005"
"","1","32","","","","","33","","21112","21112006"
"","0","32","","","","","11","","21112","21112007"
"","vo_wac_220913_000","21","0","","0","","vo_wac_220913","","21112","21112008"
"0","しかし何だな、この作業……\nぼく個人の芸術性は不要と言うなら、\nぼくが筆を持つ必然はあるのだろうか。","11","1","1","10","0","111011","0.5","21112","21112009"
"","","91","","","","","0","","21112","21112010"
"","wac_talk_doya_in","3","wac_talk_doya_loop","1","0","0.2","111011","","21112","21112011"
"","vo_wac_220913_001","21","0","","0","","vo_wac_220913","","21112","21112012"
"0","いや、だが、これは国家事業だ。\n端的に換言すれば、金のためだ。\n商業と創作の狭間で葛藤するぼく──\nおお、まさに芸術家ならではの苦悩！","11","1","1","10","0","111011","0.5","21112","21112013"
"","","91","","","","","0","","21112","21112014"
"","0","22","","","","","0","","21112","21112015"
"","wac_idle_doya","3","","","1","0.2","111011","","21113","21113001"
"","wac_no_items","3","","","1","0.2","111","","21113","21113002"
"","200","2","0","","-340","","111011","","21113","21113003"
"","200","2","0","","-340","","111","","21113","21113004"
"","0","32","","","","","32","","21113","21113005"
"","1","32","","","","","33","","21113","21113006"
"","0","32","","","","","11","","21113","21113007"
"","","91","","","","","0","","21113","21113008"
"0","110811","1","-108","-213","202","2","1","wac_default_01","21211","21211001"
"0","111","5","-108","-213","201","2","1","wac_default_01","21211","21211002"
"","32","31","0","1","0","1","32","","21211","21211003"
"","33","31","0","1","0","0","33","","21211","21211004"
"","11","31","0","1","0","0","11","","21211","21211005"
"","wac_paint_01","3","","0","0","0.2","110811","","21211","21211006"
"","wac_paint_01","3","","0","0","0.2","111","","21211","21211007"
"","0","93","","","","","0","","21211","21211008"
"","1","32","","","","","11","","21211","21211009"
"","se_10035700_brush","23","","","0","","se_10035700","","21211","21211010"
"","300","13","","","","","110811","","21211","21211011"
"","","131","","","","","1","","21211","21211012"
"","wac_talk_sad_in","3","wac_talk_sad_loop","1","0","0.2","110811","","21212","21212001"
"","wac_no_items","3","","","1","0.2","111","","21212","21212002"
"","200","2","0","","-340","","110811","","21212","21212003"
"","200","2","0","","-340","","111","","21212","21212004"
"","0","32","","","","","32","","21212","21212005"
"","1","32","","","","","33","","21212","21212006"
"","0","32","","","","","11","","21212","21212007"
"","vo_wac_220914_000","21","0","","0","","vo_wac_220914","","21212","21212008"
"0","うち、見ちゃったんだよね……\nこないだ学校でユニ先輩が、\nもう一人のユニ先輩に筆を持たせて\n何やら教えこんでるカンジの場面……","11","1","1","10","0","110811","0.5","21212","21212009"
"","","91","","","","","0","","21212","21212010"
"","vo_wac_220914_001","21","0","","0","","vo_wac_220914","","21212","21212011"
"0","なんか自動描画プログラム？\nとかいうのが調整ダルくて\n諦めたッつってたけど。\n何させるつもりだったんだ、あの人……","11","1","1","10","0","110811","0.5","21212","21212012"
"","","91","","","","","0","","21212","21212013"
"","0","22","","","","","0","","21212","21212014"
"","wac_idle_sad","3","","","1","0.2","110811","","21213","21213001"
"","wac_no_items","3","","","1","0.2","111","","21213","21213002"
"","200","2","0","","-340","","110811","","21213","21213003"
"","200","2","0","","-340","","111","","21213","21213004"
"","0","32","","","","","32","","21213","21213005"
"","1","32","","","","","33","","21213","21213006"
"","0","32","","","","","11","","21213","21213007"
"","","91","","","","","0","","21213","21213008"
"0","111011","1","-167","-85","202","2","1","wac_default_31","21311","21311001"
"0","110811","1","-64","-211","254","2","1","wac_default_41","21311","21311002"
"0","110911","1","230","-211","252","2","1","wac_default_51","21311","21311003"
"0","111","5","-167","-85","201","2","1","wac_default_33","21311","21311004"
"0","112","5","-64","-211","253","2","1","wac_default_46","21311","21311005"
"0","113","5","230","-211","251","2","1","wac_default_51","21311","21311006"
"","300","13","","","","","110911","","21311","21311007"
"","300","13","","","","","111011","","21311","21311008"
"","300","13","","","","","110811","","21311","21311009"
"","40","31","0","1","0","1","40","","21311","21311010"
"","41","31","0","1","0","0","41","","21311","21311011"
"","16","31","0","1","0","0","16","","21311","21311012"
"","wac_paint_31","3","","0","0","0.2","111011","","21311","21311013"
"","wac_paint_33","3","","0","0","0.2","111","","21311","21311014"
"","wac_paint_41","3","","0","0","0.2","110811","","21311","21311015"
"","wac_paint_46","3","","0","0","0.2","112","","21311","21311016"
"","wac_paint_51","3","","0","0","0.2","110911","","21311","21311017"
"","wac_paint_51","3","","0","0","0.2","113","","21311","21311018"
"","0","93","","","","","0","","21311","21311019"
"","1","32","","","","","16","","21311","21311020"
"","se_sys_login_birthday_calendar_smallbrush","23","","","0","","se_common","","21311","21311021"
"","","131","","","","","1","","21311","21311022"
"","wac_idle_sad","3","","","1","0","110911","","21312","21312001"
"","wac_idle_doya_L","3","","","1","0","111011","","21312","21312002"
"","wac_idle_arm_crossed","3","","","1","0","110811","","21312","21312003"
"","wac_no_items","3","","","1","0","111","","21312","21312004"
"","wac_no_items","3","","","1","0","112","","21312","21312005"
"","wac_no_items","3","","","1","0","113","","21312","21312006"
"","190","2","0","","-335","","110911","","21312","21312007"
"","-190","2","0","","-360","","111011","","21312","21312008"
"","350","2","0","","-360","","110811","","21312","21312009"
"","190","2","0","","-335","","111","","21312","21312010"
"","-190","2","0","","-360","","112","","21312","21312011"
"","350","2","0","","-360","","113","","21312","21312012"
"","0","32","","","","","40","","21312","21312013"
"","1","32","","","","","41","","21312","21312014"
"","0","32","","","","","16","","21312","21312015"
"","wac_talk_sad_in","3","wac_talk_sad_loop","1","0","0.2","110911","","21312","21312016"
"","vo_wac_220915_000","21","0","","0","","vo_wac_220915","","21312","21312017"
"0","あのう、チエルまだバイト代、\n通称国家予算もらってないんですけど。\nコレ大丈夫なやつですかね。\n国家バックレ案件じゃないですよね？","11","1","1","10","0","110911","0.5","21312","21312018"
