a379bb62e84fffcb4990828c7f4a4f66e4021c1ad0b03f26c620cdcc2bb2877e,5af3660125c65066247b003319e7483d8d7bbfd6b0b2631597cb7ca7692d61c1,c8b4023a36ed4cdb1f018d599c279c83a3bb9fb80d8ff9ea6974ac8fa8d8f2f8,fca9d4db924437a187842bc64d13cf737060ac71b9762196b00328c597fff83e,8cdc61c08d3839724775e0541edbe4e40e93a530419876bb8de8886d0f9af732,4e28c4a2779f5f29b2ddf3c5c2baba6fa5622f7f6d29c586f73f309e3e38856c,5c806f660e6db844027bd3d0a358c4aa1f08fd7dfe4dc39a0cf291afd8a0693c,84bca2116ab4482e65a18691aea0729b327b7be9d7140543e501f8321acbca2a,32332731bd2670ad3a6686b48dc398c8eb171a95a24252cbedb1ff1b1bedceb0,6760d0ea7c9f27fdd418afc12bf5513cec3de53815b62ff9248ad080d0bac931
"キャットトゥース","0","シャークトゥース","2530003","0","ハウンドトゥース","0","1","キャメルトゥース","0"
"イモカン","0","ニンジンカン","2530004","0","ナスカン","0","1","カボチャカン","0"
"天王","0","天命","2530005","0","天元","0","1","天心","0"
"はんぺん","0","ねりもの","2530006","0","かまぼこ","0","1","ちくわぶ","0"
"クレーンブラッド","0","ストークブラッド","2530009","0","ピジョンブラッド","0","1","カナリーブラッド","0"
"テールノート","0","イニシャルノート","2530010","0","トップノート","0","1","ボトムノート","0"
"ブレーン","0","ハレーン","2530012","0","トレーン","0","1","クレーン","0"
"お刺身","0","お漬物","2530013","0","お吸い物","0","1","ご飯","0"
"ツァイガルニク効果","0","バーナム効果","2530014","0","ピグマリオン効果","0","1","ダニング＝クルーガー効果","0"
"PK値","0","PS値","2530016","0","PA値","0","1","PQ値","0"
"インフォームド・リタイア","0","インフォームド・クライアント","2530018","0","インフォームド・コンセント","0","1","インフォームド・ラチェット","0"
"湯の草","0","湯の実","2530020","0","湯の花","0","1","湯の茎","0"
"トランク","0","ワイパー","2530021","0","ボンネット","0","1","ハンドル","0"
"6九","0","4九","2530022","0","5九","0","1","7九","0"
"324","0","289","2530023","0","361","0","1","256","0"
"52枚","0","72枚","2530024","0","48枚","0","1","108枚","0"
"1月","0","9月","2530025","0","11月","0","1","5月","0"
"鼻","0","耳","2530028","0","舌","0","1","目","0"
"青口","0","黒口","2530030","0","赤口","0","1","白口","0"
"鮪尺","0","鱒尺","2530032","0","鯨尺","0","1","鯵尺","0"
"パタンナー","0","サマナー","2530033","0","ランナー","0","1","ガンナー","0"
"欄間","0","三和土","2530034","0","長押","0","1","上棟","0"
"ブリリアントカット","0","オーバルカット","2530035","0","トリリアントカット","0","1","マーキーズカット","0"
"赤一色","0","白一色","2530036","0","緑一色","0","1","黒一色","0"
"はり","0","かり","2530037","0","けた","0","1","しき","0"
"エメラルド","0","オパール","2530039","0","ダイヤモンド","0","1","タンザナイト","0"
"五全","0","五星","2530041","0","五光","0","1","五花","0"
"歯槽膿漏","0","歯肉炎","2530042","0","虫歯","0","1","口内炎","0"
"倒木","0","片棒","2530043","0","撞木","0","1","枕木","0"
"臨書","0","己運","2530044","0","自運","0","1","草書","0"
"熊","0","態","2530046","0","能","0","1","羆","0"
"ppp","0","amp","2530047","0","ppm","0","1","pmp","0"
"タルト","0","ガム","2530048","0","ウェハー","0","1","ワッフル","0"
"C3","0","C5","2530049","0","C4","0","1","C2","0"
"66","0","99","2530050","0","88","0","1","77","0"
"36","0","88","2530052","0","52","0","1","56","0"
"メゾバス","0","アルト","2530053","0","バリトン","0","1","メゾテノール","0"
"羽織","0","手ぬぐい","2530054","0","扇子","0","1","座布団","0"
"チップイン","0","ゴーイン","2530056","0","タックイン","0","1","スローイン","0"
"100人","0","20人","2530058","0","10人","0","1","3人","0"
"アレキサンダー暗号","0","ミモザ暗号","2530059","0","シーザー暗号","0","1","カール暗号","0"
"モルモット","0","ベルモット","2530060","0","ベルベット","0","1","ペリドット","0"
"パンプス","0","ブーティー","2530061","0","ウェッジソール","0","1","ミュール","0"
"朝になって","0","朝がまた来て","2531001","0","朝に変わって","0","1","朝が来て","0"
"光","0","太陽","2531002","0","陽射し","0","1","おひさま","0"
"ラフレシアマンドラゴラ","0","ドリルモール","2531003","0","ラットン","0","1","エルダークラウド","0"
"セオリー","0","ミスティ","2531004","0","クリティカル","0","1","スパイラル","0"
"ポーチ","0","アクリルスタンド","2531005","0","マグカップ","0","1","ラバーストラップ","0"
"パック","0","ラック","2610002","0","ノック","0","1","キック","0"
"ペサパッロ","0","フィーエルヤッペン","2610003","0","クリケット","0","1","ハイアライ","0"
"ギャラリー","0","キャンパス","2610004","0","キャディー","0","1","キャラメル","0"
"警備員","0","球拾い","2610005","0","地面の整備","0","1","審判","0"
"ハズレ","0","ガブリ","2610007","0","アタリ","0","1","ツカミ","0"
"魚影","0","魚尾","2610008","0","魚拓","0","1","魚群","0"
"ツバメ","0","スズメ","2610009","0","ハト","0","1","カラス","0"
"バック","0","ヒット","2610010","0","ホーム","0","1","フロント","0"
"5カウント","0","10カウント","2610012","0","3カウント","0","1","7カウント","0"
"扇子","0","笛","2610013","0","軍配","0","1","拍子木","0"
"9人","0","3人","2610015","0","11人","0","1","5人","0"
"ヒット","0","ビンゴ","2610016","0","アウト","0","1","パンチ","0"
"アレー","0","マレー","2610017","0","ボレー","0","1","カレー","0"
"11人","0","3人","2610018","0","5人","0","1","9人","0"
"ブレイクタイム","0","レスト","2610019","0","タイムアウト","0","1","小休止","0"
"バスケットボール","0","野球","2610021","0","サッカー","0","1","バレーボール","0"
"ボートレース","0","ボブスレー","2610023","0","カーリング","0","1","アイスホッケー","0"
"ラグビー","0","バスケットボール","2610025","0","アメリカンフットボール","0","1","サッカー","0"
"ブランコ","0","ジャングルジム","2610027","0","鉄棒","0","1","シーソー","0"
"からす跳び","0","わし跳び","2610029","0","はやぶさ跳び","0","1","とんび跳び","0"
"剣道","0","アマチュアレスリング","2610030","0","柔道","0","1","ボクシング","0"
"ブリッジ","0","ビルディング","2610032","0","トンネル","0","1","ダム","0"
"試合に臨む","0","ちゃんこがおいしい","2610033","0","勝負に負ける","0","1","両者の実力が近い","0"
"ゴルフ","0","バスケットボール","2610034","0","野球","0","1","サッカー","0"
"アルミホイルタイム","0","エプロンタイム","2610035","0","ラップタイム","0","1","テーブルクロスタイム","0"
"2位","0","1位","2610036","0","3位","0","1","4位","0"
"バタフライ","0","平泳ぎ","2610037","0","背泳ぎ","0","1","クロール","0"
"サッカー","0","バレーボール","2610039","0","ゴルフ","0","1","バスケットボール","0"
"一塁手","0","三塁手","2610040","0","本塁手","0","1","二塁手","0"
"バンカー","0","アウト","2610041","0","ガター","0","1","ファウル","0"
"リットル","0","コッヘル","2610042","0","ピッケル","0","1","マッスル","0"
"投手","0","外野手","2610043","0","捕手","0","1","内野手","0"
"ハチ","0","ジュー","2610044","0","キュー","0","1","ナナ","0"
"スライ","0","オーライ","2610046","0","トライ","0","1","フライ","0"
"サービスショット","0","サービスボール","2610047","0","サービスエース","0","1","サービスアタック","0"
"胴","0","頭突き","2610048","0","面","0","1","小手","0"
"コップ","0","バケツ","2610050","0","たすき","0","1","タオル","0"
"ポーク","0","オベリスク","2610051","0","ポール","0","1","ポスト","0"
"ミスターストップ","0","ワンストップ","2610052","0","ドクターストップ","0","1","バスストップ","0"
"レッド","0","ブラウン","2610053","0","グリーン","0","1","ブルー","0"
"オフサイド","0","コーナーキック","2610054","0","ノーサイド","0","1","レッドカード","0"
"スパイク","0","ブロック","2610055","0","レシーブ","0","1","アタック","0"
"バスケットボール","0","テニス","2610057","0","野球","0","1","卓球","0"
"シングルドリブル","0","ゼロドリブル","2610058","0","ダブルドリブル","0","1","トリプルドリブル","0"
"ソフトボール","0","サッカー","2610059","0","ラグビー","0","1","バスケットボール","0"
"リマ（シンデレラ）","0","ユイ（ニューイヤー）","2611001","0","ツムギ（サマー）","0","1","タマキ（作業服）","0"
"イオ（ノワール）","0","クウカ（ノワール）","2611002","0","シオリ（マジカル）","0","1","カスミ（マジカル）","0"
"スピード","0","ガッツ","2611003","0","パワー","0","1","スタミナ","0"
"ジェネラルホーン","0","マダムエレクトラ","2611004","0","エルダータイラント","0","1","アンチビースト","0"
"スキル1","0","EXスキル","2611005","0","ユニオンバースト","0","1","位置付け","0"
"1本","0","4本","2620002","0","3本","0","1","2本","0"
"スペシャルジャンプ","0","ハイパーモーグル","2620003","0","スーパー大回転","0","1","ウルトラ滑降","0"
"ツルツルしている","0","ネバネバしている","2620005","0","デコボコしている","0","1","トゲトゲしている","0"
"7球","0","4球","2620006","0","5球","0","1","6球","0"
"ビリヤード","0","卓球","2620007","0","ボウリング","0","1","ダーツ","0"
"リスト","0","マスト","2620008","0","ピスト","0","1","ラスト","0"
"マッチロール","0","スプロール","2620010","0","ベリーロール","0","1","スチロール","0"
"10秒","0","60秒","2620011","0","20秒","0","1","5秒","0"
"平泳ぎ","0","バタフライ","2620012","0","自由形","0","1","背泳ぎ","0"
"205センチ","0","355センチ","2620013","0","305センチ","0","1","255センチ","0"
"2枚","0","6枚","2620014","0","4枚","0","1","3枚","0"
"10個","0","6個","2620015","0","8個","0","1","7個","0"
"リベロ","0","ウイング","2620016","0","ボランチ","0","1","スイーパー","0"
"15分","0","45分","2620017","0","20分","0","1","30分","0"
"親指","0","手の甲","2620018","0","手のひら","0","1","小指","0"
"あじ折り","0","まぐろ折り","2620022","0","さば折り","0","1","さけ折り","0"
"選択権確定","0","契約権確定","2620024","0","交渉権確定","0","1","指名権確定","0"
"ボーリング","0","スパッタリング","2620025","0","カーリング","0","1","イカリング","0"
"クローズ戦","0","オールスター戦","2620026","0","オープン戦","0","1","イベント戦","0"
"タッチアウト","0","タッチラップ","2620028","0","タッチアップ","0","1","タッチラン","0"
"4番打者","0","捕手","2620029","0","先発投手","0","1","1番打者","0"
"20回","0","23回","2620030","0","21回","0","1","22回","0"
"ポロ","0","クリケット","2620031","0","アイスホッケー","0","1","ラクロス","0"
"サークル","0","お湯","2620032","0","アーチ","0","1","ブリッジ","0"
"バーディ","0","ダブルボギー","2620033","0","イーグル","0","1","ボギー","0"
"リフティング","0","ピーリング","2620034","0","パドリング","0","1","ラフティング","0"
"12点","0","6点","2620035","0","9点","0","1","8点","0"
"30台","0","110台","2620036","0","10台","0","1","50台","0"
"0個","0","2個","2620038","0","決まっていない","0","1","1個","0"
"肩たたき","0","肩ぐるま","2620040","0","肩すかし","0","1","肩落とし","0"
"ダメージボックス","0","フェイスオフボックス","2620041","0","ペナルティボックス","0","1","ファールボックス","0"
"闘牛","0","マタドール","2620042","0","ロデオ","0","1","サンボ","0"
"スクリーン","0","インターセプト","2620044","0","リバウンド","0","1","スティール","0"
"オープンショット","0","タイガーショット","2620045","0","ブレイクショット","0","1","スナップショット","0"
"ストリップ","0","スープレックス","2620046","0","スプリット","0","1","スリップオン","0"
"棒高跳","0","走高跳","2620048","0","走幅跳","0","1","三段跳","0"
"中距離走","0","駅伝","2620049","0","短距離走","0","1","長距離走","0"
"ダンス","0","ディスコ","2620050","0","スキップ","0","1","ワルツ","0"
"綾跳び","0","駆け足跳び","2620051","0","交差跳び","0","1","二重跳び","0"
"421.95km","0","4.2195km","2620054","0","42.195km","0","1","4219.5km","0"
"ホームラン","0","フライ","2620057","0","ファール","0","1","バント","0"
"最優秀ゴルファー","0","バンカー","2620058","0","ホールインワン","0","1","池ポチャ","0"
"ダメ元技","0","逆転技","2620059","0","捨て身技","0","1","一か八か技","0"
"チャレンジマッチ","0","リハーサルマッチ","2620060","0","テストマッチ","0","1","プレマッチ","0"
"ダーツ","0","卓球","2620061","0","ビリヤード","0","1","ボウリング","0"
"しりとり","0","なぞなぞ","2621001","0","ラップバトル","0","1","じゃんけん","0"
"オーバーレイ","0","エレベーション","2621002","0","インジェクション","0","1","デストラクション","0"
"ネプテリオン","0","テンタパス","2621003","0","グレートトゥンヌス","0","1","島クジラ","0"
"ナンバーズアヴァロン","0","デュアリティアヴァロン","2621004","0","アルティマスアヴァロン","0","1","ブルートゥスアヴァロン","0"
"超全力全開☆プリンセスストライク","0","オーロラ・サンクチュアリ","2621005","0","ディバインレイン","0","1","アビスエンドバースト","0"
"ファウル","0","アウト","2630001","0","二塁打","0","1","本塁打","0"
"80センチメートル","0","100センチメートル","2630002","0","70センチメートル","0","1","90センチメートル","0"
"ムシャ","0","シシャ","2630004","0","ラシャ","0","1","バシャ","0"
"アッパー","0","テンプル","2630006","0","クリンチ","0","1","キドニー","0"
"足の動きを際立たせるため","0","安く作れるため","2630007","0","盗まれないように","0","1","気合が入るため","0"
"外魚","0","狙外","2630008","0","外道","0","1","本命外","0"
"やがけ","0","むがけ","2630009","0","ゆがけ","0","1","よがけ","0"
"エラシコ","0","シャペウ","2630010","0","ラボーナ","0","1","ティキタカ","0"
"青","0","黒","2630011","0","黄","0","1","赤","0"
"15階級","0","18階級","2630012","0","17階級","0","1","16階級","0"
"クローズフレーム","0","メガネフレーム","2630013","0","オープンフレーム","0","1","ロストフレーム","0"
"12枚","0","20枚","2630014","0","16枚","0","1","8枚","0"
"30mm","0","60mm","2630015","0","40mm","0","1","50mm","0"
"30cm","0","75cm","2630016","0","45cm","0","1","60cm","0"
"15.72メートル","0","38.72メートル","2630017","0","23.72メートル","0","1","31.72メートル","0"
"赤と青","0","白と黒","2630019","0","赤と白","0","1","赤と黒","0"
"シャウト","0","チャント","2630021","0","キャント","0","1","チュート","0"
"グリセード","0","リペリング","2630022","0","ビバーク","0","1","トレッキング","0"
"8人","0","7人","2630025","0","9人","0","1","10人","0"
"コーナーキック","0","ペナルティーキック","2630026","0","スローイン","0","1","ゴールキック","0"
"行事","0","控え力士","2630027","0","横綱","0","1","お客さん","0"
"オンショア","0","アウトショア","2630028","0","オフショア","0","1","インショア","0"
"バスラー","0","バスサー","2630029","0","バスター","0","1","バスカー","0"
"白","0","茶","2630030","0","赤","0","1","黒","0"
"跳馬","0","平均台","2630031","0","段違い平行棒","0","1","床","0"
"面取り","0","手取り","2630035","0","乱取り","0","1","舵取り","0"
"中入り","0","嫁入り","2630037","0","水入り","0","1","肝入り","0"
"30cm","0","70cm","2630038","0","10cm","0","1","50cm","0"
"5kg","0","3kg","2630040","0","20kg","0","1","10kg","0"
"サッカー","0","水球","2630043","0","バスケットボール","0","1","ハンドボール","0"
"8人","0","3人","2630044","0","4人","0","1","5人","0"
"ロストボール","0","スローボール","2630045","0","ロフトボール","0","1","ポートボール","0"
"ファースト","0","セカンド","2630046","0","サード","0","1","ショ―ト","0"
"デッキ","0","テール","2630048","0","ノーズ","0","1","ボトム","0"
"まりえ戦","0","はなこ戦","2630049","0","ともえ戦","0","1","あかね戦","0"
"ビンキング","0","ハッキング","2630051","0","バンキング","0","1","シンキング","0"
"ミスショット","0","マスショット","2630052","0","キスショット","0","1","パスショット","0"
"1点","0","10点","2630053","0","5点","0","1","2点","0"
"アンダーロー","0","レッグブロー","2630054","0","ローブロー","0","1","ダウンブロー","0"
"カラン","0","ミルン","2630055","0","ケルン","0","1","ベルン","0"
"セール","0","ボード","2630056","0","ブーム","0","1","ジョイント","0"
"サッカー","0","バスケットボール","2630058","0","ラグビー","0","1","バレーボール","0"
"リュージュ","0","ボブスレー","2630059","0","スケルトン","0","1","バイアスロン","0"
"Aカード","0","Dカード","2630060","0","Cカード","0","1","Bカード","0"
"ナゲット","0","バゲット","2630061","0","ポケット","0","1","ソケット","0"
"フロストファング","0","ダイヤモンドファング","2631001","0","ブラストファング","0","1","バーストファング","0"
"嵐撃の槍","0","激波の拳","2631002","0","海神の杖","0","1","雷撃の槍","0"
"ドラゴンズデッドボール","0","ドラゴンズウィング","2631003","0","ドラゴンズテイル","0","1","ドラゴンズシザー","0"
"ビーチボール","0","ビーチベースボール","2631004","0","ボートレース","0","1","ビーチフラッグ","0"
"七界究極晦冥喝破之装","0","七海覇者晦冥喝破之装","2631005","0","七界覇王晦冥喝破之装","0","1","大海帝王晦冥喝破之装","0"
