516543932a6e69baada45ef65e003338688d5065dcdd53f3ac9d295efd7d8d7e,3f522bb5f6aa106311724842e5403802a15fcac58c0fedc6ae854f2dc8a80731,1512769a9a0ef6b739163f1a8a45800cd7c2d93fafa6de7e3e84d53accaaa00b,c6d487172502cd30aebbfa01d5c2682ab3f056446593932d2b12cd19333862cc,20523558ce4233379c4b6b7612f93209a2f5eaf2878e9545ac72188165bd654a,50d6e27373ed57cabcb65747ad3eb8db9c52322bca55dee64a9b873524f58825,6ecea783a8e2f0a48986e743934a1f0e327945f1fb2467b57d0571f69d9c6403,74aea1aea3edcf2183452fa5b8a79fde13167e4637944e186e27a2ba25dbbee6,d554e58b80c46947f2c9c7abc41b0d2108e3731caf2d71683ec34fff607f5511,caad0d784fae6cacdbd127abdb2648a35cfc7b2669dee1f3fd388bd318fe8237,04fcbd2780b4f6549e89eca7c8665a75eb0b340243547b39cd25760609ebb96b
"","","16","0","21","0","","vo_alces","","vo_alces_1603","16031"
"3.9","0","16","1","11","10","0","5","0","じゃ、ちょっと遊んでくるわ～\n虫取…じゃなくて大人の社交場に♪","16032"
"","","16","0","91","0","","16027","","","16033"
"","","16","0","91","0","","16032","","","16034"
"","","16","","22","","","0","","0.5","16035"
"","","16","","23","","","se_alces","","se_alces_surprise","16036"
"","0.2","16","iroha_shock_loop","3","0","0","5","1","iroha_shock_in","16037"
"","0.2","16","","3","0","","1001","","iroha_shock_in","16038"
"","","16","","93","","","1","","0","16039"
"","0.2","16","","3","1","","3","","sono_armcrossed_talk","16040"
"","","16","0","21","0","","vo_alces","","vo_alces_1604","16041"
"1.7","0","16","1","11","10","0","3","0","…私のフリしてどこ行くのかしら？\nイロハちゃん？","16042"
"","","16","0","91","0","","0","","","16043"
"","","16","","22","","","0","","0.5","16044"
"","0.2","16","sono_doya_idle","3","0","0","3","1","sono_doya_in","16045"
"","0.2","16","","3","0","","5","","iroha_kyorokyoro","16046"
"","","16","","93","","","1.8","","0","16047"
"","","16","","23","","","se_alces","","se_alces_dotabata","16048"
"","0","16","iroha_escape","3","0","0","5","1","iroha_escape_in","16049"
"","","16","3.5","2","-160","","5","0","-1200","16050"
"","","16","","32","","","11","","1","16051"
"","","16","","37","","","11","","sweatR_Loop","16052"
"","","16","3.5","33","-160","","11","0","-1200","16053"
"","","16","","93","","","0.1","","0","16054"
"","0.2","16","","3","1","","3","","sono_notice_in_anger","16055"
"","0.2","16","","3","0","","1002","","sono_notice_in_anger","16056"
"","","16","","93","","","0.3","","0","16057"
"","0.2","16","surprise2R_idle","3","0","0","132211","1","surprise2_turn","16058"
"","","16","","93","","","0.4","","0","16059"
"","0.2","16","","3","1","","3","","run_chase","16060"
"","","16","3.5","2","-160","","3","0","-1050","16061"
"","","16","","93","","","2","","0","16062"
"","0.2","16","","3","1","","132211","","sadR_idle_nervous","16063"
"","0.2","16","sad_idle_nervous","3","0","0","1003","1","sad_idle_nervous_in","16064"
"","","16","","93","","","2","","0","16065"
"","","16","","22","","","0","","0","16066"
"","","16","","93","","","3","","0","16067"
"","","16","0","101","0","","16067","","","16068"
"idle_normal","1.47","17","-100","5","100","0","5","-190","5","17001"
"","0","17","-190","31","-100","","11","1","1101","17002"
"empty","1.47","17","-100","5","101","0","10","-190","1001","17003"
"","","17","","13","","","5","","130","17004"
"idle_kyapi_normal","1.43","17","125","5","101","1","4","-190","4","17005"
"","0","17","-190","31","125","","11","1","1102","17006"
"","","17","","91","","","0","","0","17007"
"","","17","","23","","","se_alces","","se_alces_breath","17008"
"","0.2","17","sono_relief_talk","3","0","0","5","1","sono_relief_in","17009"
"","0.2","17","","3","0","","1001","","sono_relief_in","17010"
"","","17","","93","","","0.5","","0","17011"
"","","17","0","21","0","","vo_alces","","vo_alces_1700","17012"
"2.4","0","17","1","11","10","0","5","0","はあ…\n元の姿に戻っちゃった…","17013"
"","","17","","93","","","3.5","","1","17014"
"","","17","0","91","0","","17013","","","17015"
"","0.2","17","sono_tired_talk","3","0","0","5","1","sono_ache_in","17016"
"","","17","0","21","0","","vo_alces","","vo_alces_1701","17017"
"3.7","0","17","1","11","10","0","5","0","うぎっ…筋肉痛やば。\nあんたどんだけ走り回ってんのよ…","17018"
"","","17","0","91","0","","0","","","17019"
"","0.2","17","","3","1","","5","","sono_tired_idle","17020"
"","0.2","17","","3","1","","4","","jump_loop","17021"
"","","17","0","21","0","","vo_alces","","vo_alces_1702","17022"
"1.4","0","17","1","11","10","0","4","0","あはははーっ！！\nイロハの体、なまってるー！！","17023"
"","","17","0","91","0","","0","","","17024"
"","0.2","17","","3","1","","4","","joy_talk_normal2","17025"
"","","17","0","21","0","","vo_alces","","vo_alces_1703","17026"
"0.3","0","17","1","11","10","0","4","0","ちょっと全力で走ってくるねー！！","17027"
"","","17","0","91","0","","0","","","17028"
"","0.1","17","iroha_run_dash","3","0","0","4","1","iroha_joy_to_run","17029"
"","","17","","22","","","0","","0.5","17030"
"","","17","2.1","2","-190","","4","0","1200","17031"
"","","17","","32","","","1102","","1","17032"
"","","17","","37","","","1102","","smokeL","17033"
"","","17","2.1","33","-190","","1102","0","1200","17034"
"","","17","","93","","","2","","0","17035"
"","0.2","17","sad_talk_anger","3","0","0","5","1","tired_to_sad","17036"
"","","17","0","21","0","","vo_alces","","vo_alces_1704","17037"
"4.3","0","17","1","11","10","0","5","0","…ん？\n後でその体にまた私戻るよ？\n無理だな。死んじゃうな","17038"
"","","17","0","91","0","","0","","","17039"
"","0.1","17","","3","1","","5","","run_chase_Ex0006","17040"
"","","17","3.5","2","-190","","5","0","1100","17041"
"","","17","","32","","","1101","","1","17042"
"","","17","","37","","","1101","","sweatL_Loop","17043"
"","","17","3.5","33","-190","","1101","0","1100","17044"
"","","17","0","21","0","","vo_alces","","vo_alces_1705","17045"
"0.5","0","17","1","11","10","0","5","0","コラ待てーっ！！","17046"
"","","17","","93","","","3","","0","17047"
"","","17","0","91","0","","0","","","17048"
"","","17","","22","","","0","","0","17049"
"","","17","","93","","","3","","0","17050"
"","","17","0","101","0","","17050","","","17051"
"sit_drink_loop","1.4","18","400","5","100","1","5","-130","5","18001"
"iroha_sad_lookup_surprise","1.37","18","235","5","101","0","4","-145","4","18002"
"","","18","","91","","","0","","0","18003"
"","","18","0","21","0","","vo_alces","","vo_alces_1800","18004"
"0.5","0","18","1","11","10","0","5","0","ごきゅっ…ごきゅっ…ごきゅっ！","18005"
"","","18","0","91","0","","0","","","18006"
"","0.2","18","sit_drink_handup_talk","3","0","0","5","1","sit_drink_handup_in","18007"
"","","18","","93","","","0.2","","0","18008"
"","0.2","18","iroha_surprise_look_idle","3","0","0","4","1","iroha_surprise_in","18009"
"","","18","","93","","","0.2","","0","18010"
"","","18","0","21","0","","vo_alces","","vo_alces_1801","18011"
"4.2","0","18","1","11","10","0","5","0","ああ、喉がよろこんでる。\n地元のブドウ朱も好きだけど、\nこっちの麦しゅわもいいわ～","18012"
"","","18","0","91","0","","0","","","18013"
"","0.2","18","sit_drink_idle","3","0","0","5","1","sit_drink_idle_in","18014"
"","0.2","18","","3","1","","4","","iroha_anger_talk_lookup","18015"
"","","18","0","21","0","","vo_alces","","vo_alces_1802","18016"
"3.8","0","18","1","11","10","20","4","0","えーイロハの喉もよろこびた～い！\nソノちゃん、イロハにも飲ませて～っ！","18017"
"","","18","0","91","0","","0","","","18018"
"","0.2","18","","3","1","","4","","iroha_anger_idle_lookup","18019"
"","0.2","18","sit_drink_idle_Jitome","3","0","0","5","1","sit_drink_idle_notice","18020"
"","","18","0","21","0","","vo_alces","","vo_alces_1803","18021"
"3.7","0","18","1","11","10","0","5","0","ふ、10年早いわ。\nぐびぐび","18022"
"","","18","0","91","0","","0","","","18023"
"","0.2","18","sit_drink_yareyare","3","0","0","5","1","sit_drink_idle_to_yareyare","18024"
"","","18","0","21","0","","vo_alces","","vo_alces_1804","18025"
"3.9","0","18","1","11","10","0","5","0","あんたもいつかわかるわよ、\n麦しゅわキメないと\nやってらんない日が来るってことがね","18026"
"","","18","0","91","0","","0","","","18027"
"","","18","","22","","","0","","0","18028"
"","0.2","18","iroha_sad_lookup_shy","3","0","0","4","1","iroha_anger_to_sad","18029"
"","0.2","18","sit_drink_loop","3","0","0","5","1","sit_drink_yareyare_to_loop","18030"
"","","18","","93","","","2","","0","18031"
"","0.2","18","sit_drink_handup_idle_dead","3","0","0","5","1","sit_drink_handup_in_dead","18032"
"","","18","","93","","","2","","0","18033"
"","","18","0","21","0","","vo_alces","","vo_alces_1805","18034"
"1.2","0","18","1","11","10","0","5","0","…うぃ～、ヒックッ","18035"
"","","18","0","91","0","","0","","","18036"
"","0.2","18","","3","1","","4","","iroha_sad_talk_lookup","18037"
"","","18","0","21","0","","vo_alces","","vo_alces_1806","18038"
"0.5","0","18","1","11","10","20","4","0","ダメな大人だ…","18039"
"","","18","0","91","0","","0","","","18040"
"","0.2","18","","3","1","","4","","iroha_sad_lookup_shy","18041"
"","","18","","22","","","0","","0","18042"
"","","18","","93","","","3","","0","18043"
"","","18","0","101","0","","18043","","","18044"
"idle_normal","1.45","19","407","5","105","1","1","-158","1","19001"
"doyaB_idle","1.47","19","32","5","100","0","2","-156","2","19002"
"idle_normal","1.42","19","-124","5","108","0","3","-168","3","19003"
"idle_kyapi_normal","1.42","19","1500","5","108","0","4","600","4","19004"
"idle_normal","1.47","19","1500","5","100","0","5","600","5","19005"
"","0","19","-158","31","407","","18","1","18","19006"
"","0","19","-156","31","32","","19","1","19","19007"
"","0","19","-168","31","-124","","20","1","20","19008"
"","0","19","-168","31","-124","","21","1","21","19009"
"","","19","","91","","","0","","0","19010"
"","","19","","93","","","0.5","","0","19011"
"","0.2","19","","3","1","","2","","doyaB_idle_look","19012"
"","0.2","19","cool_talk_joy_lookup","3","0","0","3","1","cool_in_joy_lookup","19013"
"","","19","0","21","0","","vo_alces","","vo_alces_1900","19014"
"2.5","0","19","1","11","10","0","3","0","じゃあワイルドグリフォンのしっぽね。\nイロハ頼んだよ","19015"
"","","19","0","91","0","","0","","","19016"
"","0.2","19","cool_idle_normal","3","0","0","3","1","cool_idle_normal_lookup","19017"
"","0.2","19","gutsB_idle_joy","3","0","0","2","1","iroha_ok_luichan","19018"
"","","19","0","21","0","","vo_alces","","vo_alces_1901","19019"
"0.5","0","19","1","11","10","0","2","0","オッケー！\nご飯までには帰ってくるねー！\nんじゃルイちゃん、よろしく～！","19020"
"","","19","","91","","","0","","","19021"
"","0.2","19","","3","1","","2","","idle_kyapi_normal","19022"
"","0.2","19","","3","1","","3","","idle_normal","19023"
"","0.2","19","","3","0","","1","","luis_swap","19024"
"","","19","0","21","0","","vo_alces","","vo_alces_1902","19025"
"1.2","0","19","1","11","10","10","1","0","はいはい。\n『入れ替わりの秘薬』噴射～♪","19026"
"","","19","","93","","","1.2","","0","19027"
"","","19","","23","0","","se_alces","","se_alces_replace","19028"
"","","19","","93","","","2.8","","0","19029"
"","","19","","32","","","18","","1","19030"
"","","19","","32","","","19","","1","19031"
"","","19","","93","","","0.5","","0","19032"
"","1","19","0","6","0","0","2","0","1","19033"
"","1","19","0","6","0","0","3","0","1","19034"
"","","19","","93","","","1.5","","0","19035"
"","","19","0","2","600","","2","0","1500","19036"
"","","19","0","2","600","","3","0","1500","19037"
"","","19","0","2","-168","","4","0","-124","19038"
"","","19","0","2","-156","","5","0","32","19039"
"","","19","","93","","","1.2","","0","19040"
"","0.1","19","idle_normal_talkjoy1","3","0","0","1","1","luis_swap_out","19041"
"","","19","","93","","","0.5","","0","19042"
"","0.2","19","speedMode_loop","3","0","0","4","1","speedMode_in","19043"
"","0.1","19","lookback_idle","3","0","0","5","1","lookback_in","19044"
"","","19","0","21","0","","vo_alces","","vo_alces_1903","19045"
"1.3","0","19","1","11","10","0","4","0","よーしっ！！\nイロハスピードモード！！","19046"
"","","19","","91","","","0","","","19047"
"","","19","","22","","","0","","0","19048"
"","","19","","93","","","0.3","","0","19049"
"","","19","","23","0","","se_alces","","se_alces_dash","19050"
"","0","19","speedDash_loop","3","0","0","4","1","speedDash_in","19051"
"","0.2","19","sono_idle_glasses_crooked","3","0","0","5","1","sono_blown","19052"
"","0.2","19","luis_blown_idle","3","0","0","1","1","luis_blown","19053"
"","","19","","32","","","20","","1","19054"
"","","19","","93","","","0.4","","0","19055"
"","","19","0.5","2","-156","","4","0","1500","19056"
"","","19","","32","","","21","","1","19057"
"","","19","0.5","33","-156","","21","0","1500","19058"
"","","19","","93","","","3.5","","0","19059"
"","0.2","19","sono_idle_shy","3","0","0","5","1","sono_idle_glasses_up","19060"
"","","19","0","21","0","","vo_alces","","vo_alces_1904","19061"
"0.5","0","19","1","11","10","0","5","0","はっや","19062"
"","","19","0","91","0","","0","","","19063"
"","","19","","22","","","0","","0","19064"
"naderare_idle","1.47","20","-60","5","100","0","2","-190","2","20001"
"empty","1.47","20","-60","5","103","0","10","-190","101","20002"
"nadenade_idle","1.42","20","50","5","101","0","3","-190","3","20003"
"empty","1.42","20","50","5","103","0","10","-190","102","20004"
"idle_normal","1.45","20","270","1","102","1","1","-190","101111","20005"
"","","20","","91","","","0","","0","20006"
"","","20","","93","","","0.8","","0","20007"
"","","20","","23","","","se_alces","","se_alces_emotion_note","20008"
"","0","20","","3","0","","101","","naderare_idle_note","20009"
"","","20","","93","","","2.5","","0","20010"
"","0.2","20","","3","1","","101111","","talk_normal_joy","20011"
"","","20","0","21","0","","vo_alces","","vo_alces_2000","20012"
"1.3","0","20","1","11","10","0","101111","0","ふふ。\n仲のいい姉妹ですね～♪","20013"
"","","20","0","91","0","","0","","","20014"
"","0.2","20","","3","1","","101111","","idle_normal","20015"
"","0.2","20","doya_talk_joy","3","0","0","2","1","doya_in_joy","20016"
"","0.2","20","idle_normal","3","0","0","3","1","nadenade_to_idle","20017"
"","","20","","93","","","0.2","","0","20018"
"","","20","0","21","0","","vo_alces","","vo_alces_2001","20019"
"1","0","20","1","11","10","0","2","0","姉妹じゃないよ！\n姪と叔母なんだ～！","20020"
"","","20","0","91","0","","0","","","20021"
"","0.2","20","","3","1","","2","","doya_idle_Ex0004","20022"
"","","20","","93","","","0.2","","0","20023"
"","0.2","20","talk_normal_joy","3","0","0.2","101111","1","notice_in_talk2","20024"
"","","20","0","21","0","","vo_alces","","vo_alces_2002","20025"
"2.2","0","20","1","11","10","0","101111","0","あ、そうでしたか失礼しました！\nということはお二人は３頭身ですね！","20026"
"","","20","0","91","0","","0","","","20027"
"","0.2","20","","3","1","","101111","","idle_normal_joyR","20028"
"","","20","","93","","","0.2","","0","20029"
"","0.2","20","","3","1","","3","","idle_surprise","20030"
"","0.2","20","","3","1","","2","","idle_normal","20031"
"","","20","","93","","","0.8","","0","20032"
"","","20","","23","","","se_alces","","se_alces_emotion_quiet","20033"
"","0","20","0","12","1","0","3","0","12","20034"
"","","20","","93","","","3","","0","20035"
"","0.2","20","","3","1","","3","","talk_normal_surprise","20036"
"","","20","0","21","0","","vo_alces","","vo_alces_2003","20037"
"0.6","0","20","1","11","10","0","3","0","……３親等のことかしら？","20038"
"","","20","0","91","0","","0","","","20039"
"","","20","","22","","","0","","0.5","20040"
"","0.2","20","","3","1","","3","","idle_surprise","20041"
"","","20","","93","","","0.5","","0","20042"
"","","20","","23","","","se_alces","","se_alces_emotion_question","20043"
"","0","20","0","12","1","0","101111","0","5","20044"
"","0.5","20","","3","1","","101111","","surprise_idle_normal2","20045"
"","0.2","20","","3","1","","2","","idle_surprise","20046"
"","","20","","93","","","0.8","","0","20047"
"","0.2","20","","3","1","","3","","sad_idle_Ex0007","20048"
"","","20","sad_idle","3","0","0","102","1","sad_idle_in","20049"
"","","20","","22","","","0","","0","20050"
"","","20","","93","","","3","","0","20051"
"","","20","0","101","0","","20051","","","20052"
"adv_luis","1.4","101","-1.7","5","100","0","1","-140","1","101001"
"","1","101","87","31","108.3","","1","1","1","101002"
"adv_luis","1.4","102","-1.7","5","100","0","1","-140","1","102001"
"","1","102","87","31","108.3","","1","1","1","102002"
"adv_luis","1.4","103","-1.7","5","100","0","1","-140","1","103001"
"","1","103","87","31","108.3","","1","1","1","103002"
"adv_iroha","1.5","104","90","5","100","0","2","-190","2","104001"
"","1","104","37","31","200","","1","1","1","104002"
"adv_iroha","1.5","105","90","5","100","0","2","-190","2","105001"
"","1","105","37","31","200","","1","1","1","105002"
"adv_iroha","1.5","106","90","5","100","0","2","-190","2","106001"
"","1","106","37","31","200","","1","1","1","106002"
"adv_sono","1.38","107","350","5","100","1","3","-130","3","107001"
"","1","107","-18","31","475","","10","1","10","107002"
"","1","107","125","31","460","","1","1","1","107003"
"adv_sono","1.38","108","350","5","100","1","3","-130","3","108001"
"","1","108","-18","31","475","","10","1","10","108002"
"","1","108","125","31","460","","1","1","1","108003"
"adv_sono","1.38","109","350","5","100","1","3","-130","3","109001"
"","1","109","-18","31","475","","10","1","10","109002"
"","1","109","125","31","460","","1","1","1","109003"
"adv_sono","1.38","110","350","5","100","1","3","-130","3","110001"
"","1","110","-18","31","475","","10","1","10","110002"
"","1","110","125","31","460","","1","1","1","110003"
"adv_luis","1.4","111","-1.7","5","100","0","1","-140","1","111001"
"","1","111","87","31","108.3","","1","1","1","111002"
"","","111","","37","","","1","","special","111003"
"adv_sono","1.38","112","350","5","100","1","3","-130","3","112001"
"","1","112","-18","31","475","","10","1","10","112002"
"","1","112","125","31","460","","1","1","1","112003"
"","","112","","37","","","1","","special","112004"
"adv_iroha","1.5","113","90","5","100","0","2","-190","2","113001"
"","1","113","37","31","200","","1","1","1","113002"
"","","113","","37","","","1","","special","113003"
"adv_iroha","1.5","114","90","5","100","0","2","-190","2","114001"
"","1","114","37","31","200","","1","1","1","114002"
"","","114","","37","","","1","","special","114003"
"adv_luis","1.4","115","-1.7","5","100","0","1","-140","1","115001"
"","1","115","87","31","108.3","","1","1","1","115002"
"","","115","","37","","","1","","special","115003"
"adv_iroha","1.5","116","90","5","100","0","2","-190","2","116001"
"","1","116","37","31","200","","1","1","1","116002"
"","","116","","37","","","1","","special","116003"
"adv_sono","1.38","117","350","5","100","1","3","-130","3","117001"
"","1","117","-18","31","475","","10","1","10","117002"
"","1","117","125","31","460","","1","1","1","117003"
"","","117","","37","","","1","","special","117004"
"adv_iroha_kodomo","1.48","118","90","5","100","0","4","-190","4","118001"
"","1","118","37","31","200","","1","1","1","118002"
"","","118","","37","","","1","","special","118003"
"adv_sono","1.38","119","350","5","100","1","3","-130","3","119001"
"","1","119","-18","31","475","","10","1","10","119002"
"","1","119","125","31","460","","1","1","1","119003"
"","","119","","37","","","1","","special","119004"
"adv_sono","1.38","120","350","5","100","1","3","-130","3","120001"
"","1","120","-18","31","475","","10","1","10","120002"
"","1","120","125","31","460","","1","1","1","120003"
"","","120","","37","","","1","","special","120004"
"adv_luis","1.4","121","-1.7","5","100","0","1","-140","1","121001"
"","1","121","87","31","108.3","","1","1","1","121002"
"","","121","","37","","","1","","special","121003"
"adv_sono","1.38","122","350","5","100","1","3","-130","3","122001"
"","1","122","-18","31","475","","10","1","10","122002"
"","1","122","125","31","460","","1","1","1","122003"
"","","122","","37","","","1","","special","122004"
"adv_sono_otona","1.4","123","350","5","100","1","5","-130","5","123001"
"","1","123","-18","31","475","","10","1","10","123002"
"","1","123","125","31","460","","1","1","1","123003"
"","","123","","37","","","1","","special","123004"
"adv_sono","1.38","124","350","5","100","1","3","-130","3","124001"
"","1","124","-18","31","475","","10","1","10","124002"
"","1","124","125","31","460","","1","1","1","124003"
"","","124","","37","","","1","","special","124004"
"adv_luis","1.4","125","-1.7","5","100","0","1","-140","1","125001"
"","1","125","87","31","108.3","","1","1","1","125002"
"","","125","","37","","","1","","special","125003"
"adv_iroha_kodomo","1.48","126","90","5","100","0","4","-190","4","126001"
"","1","126","37","31","200","","1","1","1","126002"
"","","126","","37","","","1","","special","126003"
"adv_iroha","1.5","127","90","5","100","0","2","-190","2","127001"
"","1","127","37","31","200","","1","1","1","127002"
"","","127","","37","","","1","","special","127003"
"adv_luis","1.4","128","-1.7","5","100","0","1","-140","1","128001"
"","1","128","87","31","108.3","","1","1","1","128002"
"","","128","","37","","","1","","special","128003"
"adv_sono_otona","1.4","129","350","5","100","1","5","-130","5","129001"
"","1","129","-18","31","475","","10","1","10","129002"
"","1","129","125","31","460","","1","1","1","129003"
"","","129","","37","","","1","","special","129004"
"adv_sono","1.38","130","350","5","100","1","3","-130","3","130001"
"","1","130","-18","31","475","","10","1","10","130002"
"","1","130","125","31","460","","1","1","1","130003"
"","","130","","37","","","1","","special","130004"
"adv_luis","1.4","131","-1.7","5","100","0","1","-140","1","131001"
"","1","131","87","31","108.3","","1","1","1","131002"
"","","131","","37","","","1","","special","131003"
"adv_iroha","1.5","132","90","5","100","0","2","-190","2","132001"
"","1","132","37","31","200","","1","1","1","132002"
"","","132","","37","","","1","","special","132003"
