d23a9469b1d27c661f93b19189d84b177d3bb8582ad30a5b943047b24687e3b0,841b28327ce1a2a150dee81c81551aaf4d2610ec103dba5f74a62199c605d884,1471de079d0d73c40e40af74429b4124449985252f79d8b548a6611b01827990,4a9b38011ad1c5b94f905ed0091726ec891dbee4c24aaecd575549ea62637615,f1642e334fff6c3013b65ed8f3210fa0771cc655e2f6d161b0f2ebc036d3d8c0,38972d85873853e6a89d7bae7492722411b2d49260043ac67a4294aa4329959c,92349eada025b8f9e18573bdb2e91da07ca1547d60260d14eb4872097e2943b9,0db16370b009ff723d8d0f374c854bc1b377a04889dd844d512f2eca78c1030e,2605e60a6b2e69cf280a4cb2c6bc4534cc80c5c0c3c7334ad2a7441dcb5b008a,3c1fae4d8992dfd08c101f45d5ab48c9f7d4882ee7795570b65d83bff59fb28c,7598bf6111f71a61daf4f560d50e931e0a4346ccc9f19718aead05212d81e267,5e3b94c037bdebafc739de6ed3d04a09725113038cc384d0c6c8d42606573c6f,2fc47d13cf32e58463176edf2e46a5b8de0c14de506f7f4e6829ce1f8009ba32,17fbec314d5fd41c3c8baa119f9c540fa9bb0192236c0c3037ddd3cfedc29927,daf4b56de2bd068bc8a57d1396afc207637f1e9d2361846207ded6bedd718459,79d642330cd4b5df3752059b4434682198d1289031bd2bb33057a09a88213f11,97e17abea0591c22e169702353ceb2859e7f8cb17667106544eab1a504b6bc3c,8e2ad0d09b104e49d65ccda096395c03ce895ba6d613e349a330f26d105905b4,a061ca3efa8a7fcb991eb6273e73bc314c34e25d2b1aa03d024078497c6deebf,e645f21a3c2382d7b608dec0690fd749c9696df9162f582af719a69b877f2cd9,af64ee07ce6a851df398138c03faeda1f17115dd7b26d80b01ef72b41a804c18,8d3decf73524cbface3341c9280ff107ea3f069721c6ea46ccbf0f18e10257f1,7099e0e72b9fb412dc74177d19d82b77cb8064d8fb18b2bd0507ff9b93e31a61,d9e667e8a539aecaf94e9bcd6e086f891e9d2d6aa4f84f1f08e15cc7e32d418f,a1dcfcfb5acdb01034276604fad473c4d217c687cba9613d53d22ba2a6a29243,ab3264bdd970893df91fc58a4af711d7f4474897d264f80245f87870bfded9a9,d1ad7de444cd5fc1bbc165c573bce03a256375725077f4c78ebfe410494c8ad4,aef7398025d71ac8986c03494c689f63d2197a9293c66f5ce0b66733a86f427d,8df1ce53fcecd599a8bee863207ba02a58222b52606838b292a742a1d5b523fe,925f45c36cbcd51c5d97ee81a94498915f94d63caa538a21efdfd3518508555c,99686caa3aa2350e8589a30ed21265d79bcf6a7c038e190d193a40c0a35d07d9,f4adcc2c93cacff0049720905d5477afc410392d157b2fce2c34e422982b8bd8,18bc8ad1b5c16919779a9cd6cd11f121ba653b96447844aa313555aecfd21f11,f91884961e0d45798fc045d3ce68a091a3517dce231ab9dba364112c56146451,dc303ac863bfa902b416989fe0dc7818e8514598732c21d62127a93fe75637c6,4ad0ca7fa6fdc14c3ecb2cd4258e22f03c136b284c3d7e80e60d02220bb25a5d,8dab6889b6f2a97f99da3df86bbd4ea0d69f96a69684f5e7363d6cff10d3effe,a2cf7a149cab6a741bb2203a6f5764f33113c7f413e3a534b28aab341958c913,d6120a9df7a3fd98dcfd04b0be280685604c00221c0601930d24d7e42799128f,65fff223ca0e80ad906048ec338dbc0ec7b9a98cc15e0e9957c93ac4d93425e3,a11e21fce7fb951c178aaffa38976187650f860fed7d103887002cb5f124c7c0,9c46e02a0e3854f157a0a4ac4bbae8018d207af07ce45fea0d758ee59828936b,b5cc4ad18d6a3c2937bef1a0f69bb6d045c92580c564a834600c4f4443c6a6f7,800da81ce918a30d923e11ae6dce2221506120719153ddde5e5ce3f0074d0b10
"169","3","0","10470103","0","401052781","1000000","1.2","1.4","1.2","10470101","1047107","1.5","401052771","1047","401052761","10470104","10470105","0","0","1047108","2","401052791","710111","1.3","0","0","1047109","1","2","0","0.06","0","0","0","0","1047106","10470102","401052801","0","2","1047110","0","2"
"170","4","0","10470103","0","401052831","1000000","1.6","1.9","1.6","10470101","1047112","2","401052821","1047","401052811","10470104","10470105","0","0","1047113","3","401052841","710111","1.8","0","0","1047114","1","4","0","0.06","0","0","0","0","1047111","10470102","401052851","0","2","1047115","0","4"
"171","-1","0","10470103","0","401052831","1000000","2","2.4","2","10470101","1047116","2.6","401052821","1047","401052811","10470104","10470105","0","0","1047116","3","401052841","710111","2.4","0","0","1047116","1","4","0","0.06","0","0","0","0","1047116","10470102","401052851","0","2","1047116","0","5"
"172","1","0","10480103","0","401053131","1000000","1.2","1.4","1.2","10480101","1048102","1.5","401053121","1048","401053111","10480104","10480105","0","0","1048103","1","401053141","710121","1.3","0","0","1048104","1","1","0","0.03","0","0","0","0","1048101","10480102","401053151","0","1","1048105","0","1"
"173","3","0","10480103","0","401053181","1000000","1.2","1.4","1.2","10480101","1048107","1.5","401053171","1048","401053161","10480104","10480105","0","0","1048108","2","401053191","710121","1.3","0","0","1048109","1","2","0","0.06","0","0","0","0","1048106","10480102","401053201","0","2","1048110","0","2"
"174","4","0","10480103","0","401053231","1000000","1.6","1.9","1.6","10480101","1048112","2","401053221","1048","401053211","10480104","10480105","0","0","1048113","3","401053241","710121","1.8","0","0","1048114","1","4","0","0.06","0","0","0","0","1048111","10480102","401053251","0","2","1048115","0","4"
"175","-1","0","10480103","0","401053231","1000000","2","2.4","2","10480101","1048116","2.6","401053221","1048","401053211","10480104","10480105","0","0","1048116","3","401053241","710121","2.4","0","0","1048116","1","4","0","0.06","0","0","0","0","1048116","10480102","401053251","0","2","1048116","0","5"
"176","1","0","10490103","0","401053531","1000000","1.2","1.4","1.2","10490101","1049102","1.5","401053521","1049","401053511","10490104","10490105","0","0","1049103","1","401053541","710011","1.3","0","0","1049104","1","1","0","0.03","0","0","0","0","1049101","10490102","401053551","0","1","1049105","0","1"
"177","3","0","10490103","0","401053581","1000000","1.2","1.4","1.2","10490101","1049107","1.5","401053571","1049","401053561","10490104","10490105","0","0","1049108","2","401053591","710011","1.3","0","0","1049109","1","2","0","0.06","0","0","0","0","1049106","10490102","401053601","0","2","1049110","0","2"
"178","4","0","10490103","0","401053631","1000000","1.6","1.9","1.6","10490101","1049112","2","401053621","1049","401053611","10490104","10490105","0","0","1049113","3","401053641","710011","1.8","0","0","1049114","1","4","0","0.06","0","0","0","0","1049111","10490102","401053651","0","2","1049115","0","4"
"179","-1","0","10490103","0","401053631","1000000","2","2.4","2","10490101","1049116","2.6","401053621","1049","401053611","10490104","10490105","0","0","1049116","3","401053641","710011","2.4","0","0","1049116","1","4","0","0.06","0","0","0","0","1049116","10490102","401053651","0","2","1049116","0","5"
"180","1","0","10500103","0","401053931","1000000","1.2","1.4","1.2","10500101","1050102","1.5","401053921","1050","401053911","10500104","10500105","0","0","1050103","1","401053941","710021","1.3","0","0","1050104","1","1","0","0.03","0","0","0","0","1050101","10500102","401053951","0","1","1050105","0","1"
"181","3","0","10500103","0","401053981","1000000","1.2","1.4","1.2","10500101","1050107","1.5","401053971","1050","401053961","10500104","10500105","0","0","1050108","2","401053991","710021","1.3","0","0","1050109","1","2","0","0.06","0","0","0","0","1050106","10500102","401054001","0","2","1050110","0","2"
"182","4","0","10500103","0","401054031","1000000","1.6","1.9","1.6","10500101","1050112","2","401054021","1050","401054011","10500104","10500105","0","0","1050113","3","401054041","710021","1.8","0","0","1050114","1","4","0","0.06","0","0","0","0","1050111","10500102","401054051","0","2","1050115","0","4"
"183","-1","0","10500103","0","401054031","1000000","2","2.4","2","10500101","1050116","2.6","401054021","1050","401054011","10500104","10500105","0","0","1050116","3","401054041","710021","2.4","0","0","1050116","1","4","0","0.06","0","0","0","0","1050116","10500102","401054051","0","2","1050116","0","5"
"184","1","0","10510103","0","401054331","1000000","1.2","1.4","1.2","10510101","1051102","1.5","401054321","1051","401054311","10510104","10510105","0","0","1051103","1","401054341","710031","1.3","0","0","1051104","1","1","0","0.03","0","0","0","0","1051101","10510102","401054351","0","1","1051105","0","1"
"185","3","0","10510103","0","401054381","1000000","1.2","1.4","1.2","10510101","1051107","1.5","401054371","1051","401054361","10510104","10510105","0","0","1051108","2","401054391","710031","1.3","0","0","1051109","1","2","0","0.06","0","0","0","0","1051106","10510102","401054401","0","2","1051110","0","2"
"186","4","0","10510103","0","401054431","1000000","1.6","1.9","1.6","10510101","1051112","2","401054421","1051","401054411","10510104","10510105","0","0","1051113","3","401054441","710031","1.8","0","0","1051114","1","4","0","0.06","0","0","0","0","1051111","10510102","401054451","0","2","1051115","0","4"
"187","-1","0","10510103","0","401054431","1000000","2","2.4","2","10510101","1051116","2.6","401054421","1051","401054411","10510104","10510105","0","0","1051116","3","401054441","710031","2.4","0","0","1051116","1","4","0","0.06","0","0","0","0","1051116","10510102","401054451","0","2","1051116","0","5"
"188","1","0","10520103","0","401054731","1000000","1.2","1.4","1.2","10520101","1052102","1.5","401054721","1052","401054711","10520104","10520105","0","0","1052103","1","401054741","710041","1.3","0","0","1052104","1","1","0","0.03","0","0","0","0","1052101","10520102","401054751","0","1","1052105","0","1"
"189","3","0","10520103","0","401054781","1000000","1.2","1.4","1.2","10520101","1052107","1.5","401054771","1052","401054761","10520104","10520105","0","0","1052108","2","401054791","710041","1.3","0","0","1052109","1","2","0","0.06","0","0","0","0","1052106","10520102","401054801","0","2","1052110","0","2"
"190","4","0","10520103","0","401054831","1000000","1.6","1.9","1.6","10520101","1052112","2","401054821","1052","401054811","10520104","10520105","0","0","1052113","3","401054841","710041","1.8","0","0","1052114","1","4","0","0.06","0","0","0","0","1052111","10520102","401054851","0","2","1052115","0","4"
"191","-1","0","10520103","0","401054831","1000000","2","2.4","2","10520101","1052116","2.6","401054821","1052","401054811","10520104","10520105","0","0","1052116","3","401054841","710041","2.4","0","0","1052116","1","4","0","0.06","0","0","0","0","1052116","10520102","401054851","0","2","1052116","0","5"
"192","1","0","10530103","0","401055131","1000000","1.2","1.4","1.2","10530101","1053102","1.5","401055121","1053","401055111","10530104","10530105","0","0","1053103","1","401055141","710051","1.3","0","0","1053104","1","1","0","0.03","0","0","0","0","1053101","10530102","401055151","0","1","1053105","0","1"
"193","3","0","10530103","0","401055181","1000000","1.2","1.4","1.2","10530101","1053107","1.5","401055171","1053","401055161","10530104","10530105","0","0","1053108","2","401055191","710051","1.3","0","0","1053109","1","2","0","0.06","0","0","0","0","1053106","10530102","401055201","0","2","1053110","0","2"
"194","4","0","10530103","0","401055231","1000000","1.6","1.9","1.6","10530101","1053112","2","401055221","1053","401055211","10530104","10530105","0","0","1053113","3","401055241","710051","1.8","0","0","1053114","1","4","0","0.06","0","0","0","0","1053111","10530102","401055251","0","2","1053115","0","4"
"195","-1","0","10530103","0","401055231","1000000","2","2.4","2","10530101","1053116","2.6","401055221","1053","401055211","10530104","10530105","0","0","1053116","3","401055241","710051","2.4","0","0","1053116","1","4","0","0.06","0","0","0","0","1053116","10530102","401055251","0","2","1053116","0","5"
"196","1","0","10540103","0","401055531","1000000","1.2","1.4","1.2","10540101","1054102","1.5","401055521","1054","401055511","10540104","10540105","0","0","1054103","1","401055541","710061","1.3","0","0","1054104","1","1","0","0.03","0","0","0","0","1054101","10540102","401055551","0","1","1054105","0","1"
"197","3","0","10540103","0","401055581","1000000","1.2","1.4","1.2","10540101","1054107","1.5","401055571","1054","401055561","10540104","10540105","0","0","1054108","2","401055591","710061","1.3","0","0","1054109","1","2","0","0.06","0","0","0","0","1054106","10540102","401055601","0","2","1054110","0","2"
"198","4","0","10540103","0","401055631","1000000","1.6","1.9","1.6","10540101","1054112","2","401055621","1054","401055611","10540104","10540105","0","0","1054113","3","401055641","710061","1.8","0","0","1054114","1","4","0","0.06","0","0","0","0","1054111","10540102","401055651","0","2","1054115","0","4"
"199","-1","0","10540103","0","401055631","1000000","2","2.4","2","10540101","1054116","2.6","401055621","1054","401055611","10540104","10540105","0","0","1054116","3","401055641","710061","2.4","0","0","1054116","1","4","0","0.06","0","0","0","0","1054116","10540102","401055651","0","2","1054116","0","5"
"200","1","0","10550103","0","401055931","1000000","1.2","1.4","1.2","10550101","1055102","1.5","401055921","1055","401055911","10550104","10550105","0","0","1055103","1","401055941","710071","1.3","0","0","1055104","1","1","0","0.03","0","0","0","0","1055101","10550102","401055951","0","1","1055105","0","1"
"201","3","0","10550103","0","401055981","1000000","1.2","1.4","1.2","10550101","1055107","1.5","401055971","1055","401055961","10550104","10550105","0","0","1055108","2","401055991","710071","1.3","0","0","1055109","1","2","0","0.06","0","0","0","0","1055106","10550102","401056001","0","2","1055110","0","2"
"202","4","0","10550103","0","401056031","1000000","1.6","1.9","1.6","10550101","1055112","2","401056021","1055","401056011","10550104","10550105","0","0","1055113","3","401056041","710071","1.8","0","0","1055114","1","4","0","0.06","0","0","0","0","1055111","10550102","401056051","0","2","1055115","0","4"
"203","-1","0","10550103","0","401056031","1000000","2","2.4","2","10550101","1055116","2.6","401056021","1055","401056011","10550104","10550105","0","0","1055116","3","401056041","710071","2.4","0","0","1055116","1","4","0","0.06","0","0","0","0","1055116","10550102","401056051","0","2","1055116","0","5"
"204","1","0","10560103","0","401056331","1000000","1.2","1.4","1.2","10560101","1056102","1.5","401056321","1056","401056311","10560104","10560105","0","0","1056103","1","401056341","710081","1.3","0","0","1056104","1","1","0","0.03","0","0","0","0","1056101","10560102","401056351","0","1","1056105","0","1"
"205","3","0","10560103","0","401056381","1000000","1.2","1.4","1.2","10560101","1056107","1.5","401056371","1056","401056361","10560104","10560105","0","0","1056108","2","401056391","710081","1.3","0","0","1056109","1","2","0","0.06","0","0","0","0","1056106","10560102","401056401","0","2","1056110","0","2"
"206","4","0","10560103","0","401056431","1000000","1.6","1.9","1.6","10560101","1056112","2","401056421","1056","401056411","10560104","10560105","0","0","1056113","3","401056441","710081","1.8","0","0","1056114","1","4","0","0.06","0","0","0","0","1056111","10560102","401056451","0","2","1056115","0","4"
"207","-1","0","10560103","0","401056431","1000000","2","2.4","2","10560101","1056116","2.6","401056421","1056","401056411","10560104","10560105","0","0","1056116","3","401056441","710081","2.4","0","0","1056116","1","4","0","0.06","0","0","0","0","1056116","10560102","401056451","0","2","1056116","0","5"
"208","1","0","10570103","0","401056731","1000000","1.2","1.4","1.2","10570101","1057102","1.5","401056721","1057","401056711","10570104","10570105","0","0","1057103","1","401056741","710091","1.3","0","0","1057104","1","1","0","0.03","0","0","0","0","1057101","10570102","401056751","0","1","1057105","0","1"
"209","3","0","10570103","0","401056781","1000000","1.2","1.4","1.2","10570101","1057107","1.5","401056771","1057","401056761","10570104","10570105","0","0","1057108","2","401056791","710091","1.3","0","0","1057109","1","2","0","0.06","0","0","0","0","1057106","10570102","401056801","0","2","1057110","0","2"
"210","4","0","10570103","0","401056831","1000000","1.6","1.9","1.6","10570101","1057112","2","401056821","1057","401056811","10570104","10570105","0","0","1057113","3","401056841","710091","1.8","0","0","1057114","1","4","0","0.06","0","0","0","0","1057111","10570102","401056851","0","2","1057115","0","4"
"211","-1","0","10570103","0","401056831","1000000","2","2.4","2","10570101","1057116","2.6","401056821","1057","401056811","10570104","10570105","0","0","1057116","3","401056841","710091","2.4","0","0","1057116","1","4","0","0.06","0","0","0","0","1057116","10570102","401056851","0","2","1057116","0","5"
"212","1","0","10580103","0","401057131","1000000","1.2","1.4","1.2","10580101","1058102","1.5","401057121","1058","401057111","10580104","10580105","0","0","1058103","1","401057141","710101","1.3","0","0","1058104","1","1","0","0.03","0","0","0","0","1058101","10580102","401057151","0","1","1058105","0","1"
"213","3","0","10580103","0","401057181","1000000","1.2","1.4","1.2","10580101","1058107","1.5","401057171","1058","401057161","10580104","10580105","0","0","1058108","2","401057191","710101","1.3","0","0","1058109","1","2","0","0.06","0","0","0","0","1058106","10580102","401057201","0","2","1058110","0","2"
"214","4","0","10580103","0","401057231","1000000","1.6","1.9","1.6","10580101","1058112","2","401057221","1058","401057211","10580104","10580105","0","0","1058113","3","401057241","710101","1.8","0","0","1058114","1","4","0","0.06","0","0","0","0","1058111","10580102","401057251","0","2","1058115","0","4"
"215","-1","0","10580103","0","401057231","1000000","2","2.4","2","10580101","1058116","2.6","401057221","1058","401057211","10580104","10580105","0","0","1058116","3","401057241","710101","2.4","0","0","1058116","1","4","0","0.06","0","0","0","0","1058116","10580102","401057251","0","2","1058116","0","5"
"216","1","0","10590103","0","401057531","1000000","1.2","1.4","1.2","10590101","1059102","1.5","401057521","1059","401057511","10590104","10590105","0","0","1059103","1","401057541","710111","1.3","0","0","1059104","1","1","0","0.03","0","0","0","0","1059101","10590102","401057551","0","1","1059105","0","1"
"217","3","0","10590103","0","401057581","1000000","1.2","1.4","1.2","10590101","1059107","1.5","401057571","1059","401057561","10590104","10590105","0","0","1059108","2","401057591","710111","1.3","0","0","1059109","1","2","0","0.06","0","0","0","0","1059106","10590102","401057601","0","2","1059110","0","2"
"218","4","0","10590103","0","401057631","1000000","1.6","1.9","1.6","10590101","1059112","2","401057621","1059","401057611","10590104","10590105","0","0","1059113","3","401057641","710111","1.8","0","0","1059114","1","4","0","0.06","0","0","0","0","1059111","10590102","401057651","0","2","1059115","0","4"
"219","-1","0","10590103","0","401057631","1000000","2","2.4","2","10590101","1059116","2.6","401057621","1059","401057611","10590104","10590105","0","0","1059116","3","401057641","710111","2.4","0","0","1059116","1","4","0","0.06","0","0","0","0","1059116","10590102","401057651","0","2","1059116","0","5"
"220","1","0","10600103","0","401057931","1000000","1.2","1.4","1.2","10600101","1060102","1.5","401057921","1060","401057911","10600104","10600105","0","0","1060103","1","401057941","710121","1.3","0","0","1060104","1","1","0","0.03","0","0","0","0","1060101","10600102","401057951","0","1","1060105","0","1"
"221","3","0","10600103","0","401057981","1000000","1.2","1.4","1.2","10600101","1060107","1.5","401057971","1060","401057961","10600104","10600105","0","0","1060108","2","401057991","710121","1.3","0","0","1060109","1","2","0","0.06","0","0","0","0","1060106","10600102","401058001","0","2","1060110","0","2"
"222","4","0","10600103","0","401058031","1000000","1.6","1.9","1.6","10600101","1060112","2","401058021","1060","401058011","10600104","10600105","0","0","1060113","3","401058041","710121","1.8","0","0","1060114","1","4","0","0.06","0","0","0","0","1060111","10600102","401058051","0","2","1060115","0","4"
"223","-1","0","10600103","0","401058031","1000000","2","2.4","2","10600101","1060116","2.6","401058021","1060","401058011","10600104","10600105","0","0","1060116","3","401058041","710121","2.4","0","0","1060116","1","4","0","0.06","0","0","0","0","1060116","10600102","401058051","0","2","1060116","0","5"
"224","1","0","10610103","0","401058331","1000000","1.2","1.4","1.2","10610101","1061102","1.5","401058321","1061","401058311","10610104","10610105","0","0","1061103","1","401058341","710011","1.3","0","0","1061104","1","1","0","0.03","0","0","0","0","1061101","10610102","401058351","0","1","1061105","0","1"
"225","3","0","10610103","0","401058381","1000000","1.2","1.4","1.2","10610101","1061107","1.5","401058371","1061","401058361","10610104","10610105","0","0","1061108","2","401058391","710011","1.3","0","0","1061109","1","2","0","0.06","0","0","0","0","1061106","10610102","401058401","0","2","1061110","0","2"
"226","4","0","10610103","0","401058431","1000000","1.6","1.9","1.6","10610101","1061112","2","401058421","1061","401058411","10610104","10610105","0","0","1061113","3","401058441","710011","1.8","0","0","1061114","1","4","0","0.06","0","0","0","0","1061111","10610102","401058451","0","2","1061115","0","4"
"227","-1","0","10610103","0","401058431","1000000","2","2.4","2","10610101","1061116","2.6","401058421","1061","401058411","10610104","10610105","0","0","1061116","3","401058441","710011","2.4","0","0","1061116","1","4","0","0.06","0","0","0","0","1061116","10610102","401058451","0","2","1061116","0","5"
"228","1","0","10630103","0","401058681","1000000","1.2","1.4","1.2","10630101","1063102","1.5","401058671","1063","401058661","10630104","10630105","0","0","1063103","1","401058691","710021","1.3","0","0","1063104","1","1","0","0.03","0","0","0","0","1063101","10630102","401058701","0","1","1063105","0","1"
"229","3","0","10630103","0","401058731","1000000","1.2","1.4","1.2","10630101","1063107","1.5","401058721","1063","401058711","10630104","10630105","0","0","1063108","2","401058741","710021","1.3","0","0","1063109","1","2","0","0.06","0","0","0","0","1063106","10630102","401058751","0","2","1063110","0","2"
"230","4","0","10630103","0","401058781","1000000","1.6","1.9","1.6","10630101","1063112","2","401058771","1063","401058761","10630104","10630105","0","0","1063113","3","401058791","710021","1.8","0","0","1063114","1","4","0","0.06","0","0","0","0","1063111","10630102","401058801","0","2","1063115","0","4"
"231","-1","0","10630103","0","401058781","1000000","2","2.4","2","10630101","1063116","2.6","401058771","1063","401058761","10630104","10630105","0","0","1063116","3","401058791","710021","2.4","0","0","1063116","1","4","0","0.06","0","0","0","0","1063116","10630102","401058801","0","2","1063116","0","5"
"232","1","0","10640103","0","401059031","1000000","1.2","1.4","1.2","10640101","1064102","1.5","401059021","1064","401059011","10640104","10640105","0","0","1064103","1","401059041","710031","1.3","0","0","1064104","1","1","0","0.03","0","0","0","0","1064101","10640102","401059051","0","1","1064105","0","1"
"233","3","0","10640103","0","401059081","1000000","1.2","1.4","1.2","10640101","1064107","1.5","401059071","1064","401059061","10640104","10640105","0","0","1064108","2","401059091","710031","1.3","0","0","1064109","1","2","0","0.06","0","0","0","0","1064106","10640102","401059101","0","2","1064110","0","2"
"234","4","0","10640103","0","401059131","1000000","1.6","1.9","1.6","10640101","1064112","2","401059121","1064","401059111","10640104","10640105","0","0","1064113","3","401059141","710031","1.8","0","0","1064114","1","4","0","0.06","0","0","0","0","1064111","10640102","401059151","0","2","1064115","0","4"
"235","-1","0","10640103","0","401059131","1000000","2","2.4","2","10640101","1064116","2.6","401059121","1064","401059111","10640104","10640105","0","0","1064116","3","401059141","710031","2.4","0","0","1064116","1","4","0","0.06","0","0","0","0","1064116","10640102","401059151","0","2","1064116","0","5"
"236","1","0","10650103","0","401059381","1000000","1.2","1.4","1.2","10650101","1065102","1.5","401059371","1065","401059361","10650104","10650105","0","0","1065103","1","401059391","710041","1.3","0","0","1065104","1","1","0","0.03","0","0","0","0","1065101","10650102","401059401","0","1","1065105","0","1"
"237","3","0","10650103","0","401059431","1000000","1.2","1.4","1.2","10650101","1065107","1.5","401059421","1065","401059411","10650104","10650105","0","0","1065108","2","401059441","710041","1.3","0","0","1065109","1","2","0","0.06","0","0","0","0","1065106","10650102","401059451","0","2","1065110","0","2"
"238","4","0","10650103","0","401059481","1000000","1.6","1.9","1.6","10650101","1065112","2","401059471","1065","401059461","10650104","10650105","0","0","1065113","3","401059491","710041","1.8","0","0","1065114","1","4","0","0.06","0","0","0","0","1065111","10650102","401059501","0","2","1065115","0","4"
"239","-1","0","10650103","0","401059481","1000000","2","2.4","2","10650101","1065116","2.6","401059471","1065","401059461","10650104","10650105","0","0","1065116","3","401059491","710041","2.4","0","0","1065116","1","4","0","0.06","0","0","0","0","1065116","10650102","401059501","0","2","1065116","0","5"
"240","1","0","10660103","0","401059731","1000000","1.2","1.4","1.2","10660101","1066102","1.5","401059721","1066","401059711","10660104","10660105","0","0","1066103","1","401059741","710051","1.3","0","0","1066104","1","1","0","0.03","0","0","0","0","1066101","10660102","401059751","0","1","1066105","0","1"
"241","3","0","10660103","0","401059781","1000000","1.2","1.4","1.2","10660101","1066107","1.5","401059771","1066","401059761","10660104","10660105","0","0","1066108","2","401059791","710051","1.3","0","0","1066109","1","2","0","0.06","0","0","0","0","1066106","10660102","401059801","0","2","1066110","0","2"
"242","4","0","10660103","0","401059831","1000000","1.6","1.9","1.6","10660101","1066112","2","401059821","1066","401059811","10660104","10660105","0","0","1066113","3","401059841","710051","1.8","0","0","1066114","1","4","0","0.06","0","0","0","0","1066111","10660102","401059851","0","2","1066115","0","4"
"243","-1","0","10660103","0","401059831","1000000","2","2.4","2","10660101","1066116","2.6","401059821","1066","401059811","10660104","10660105","0","0","1066116","3","401059841","710051","2.4","0","0","1066116","1","4","0","0.06","0","0","0","0","1066116","10660102","401059851","0","2","1066116","0","5"
"244","1","0","10670103","0","401060081","1000000","1.2","1.4","1.2","10670101","1067102","1.5","401060071","1067","401060061","10670104","10670105","0","0","1067103","1","401060091","710061","1.3","0","0","1067104","1","1","0","0.03","0","0","0","0","1067101","10670102","401060101","0","1","1067105","0","1"
"245","3","0","10670103","0","401060131","1000000","1.2","1.4","1.2","10670101","1067107","1.5","401060121","1067","401060111","10670104","10670105","0","0","1067108","2","401060141","710061","1.3","0","0","1067109","1","2","0","0.06","0","0","0","0","1067106","10670102","401060151","0","2","1067110","0","2"
"246","4","0","10670103","0","401060181","1000000","1.6","1.9","1.6","10670101","1067112","2","401060171","1067","401060161","10670104","10670105","0","0","1067113","3","401060191","710061","1.8","0","0","1067114","1","4","0","0.06","0","0","0","0","1067111","10670102","401060201","0","2","1067115","0","4"
"247","-1","0","10670103","0","401060181","1000000","2","2.4","2","10670101","1067116","2.6","401060171","1067","401060161","10670104","10670105","0","0","1067116","3","401060191","710061","2.4","0","0","1067116","1","4","0","0.06","0","0","0","0","1067116","10670102","401060201","0","2","1067116","0","5"
"248","1","0","10680103","0","401060431","1000000","1.2","1.4","1.2","10680101","1068102","1.5","401060421","1068","401060411","10680104","10680105","0","0","1068103","1","401060441","710071","1.3","0","0","1068104","1","1","0","0.03","0","0","0","0","1068101","10680102","401060451","0","1","1068105","0","1"
"249","3","0","10680103","0","401060481","1000000","1.2","1.4","1.2","10680101","1068107","1.5","401060471","1068","401060461","10680104","10680105","0","0","1068108","2","401060491","710071","1.3","0","0","1068109","1","2","0","0.06","0","0","0","0","1068106","10680102","401060501","0","2","1068110","0","2"
"250","4","0","10680103","0","401060531","1000000","1.6","1.9","1.6","10680101","1068112","2","401060521","1068","401060511","10680104","10680105","0","0","1068113","3","401060541","710071","1.8","0","0","1068114","1","4","0","0.06","0","0","0","0","1068111","10680102","401060551","0","2","1068115","0","4"
"251","-1","0","10680103","0","401060531","1000000","2","2.4","2","10680101","1068116","2.6","401060521","1068","401060511","10680104","10680105","0","0","1068116","3","401060541","710071","2.4","0","0","1068116","1","4","0","0.06","0","0","0","0","1068116","10680102","401060551","0","2","1068116","0","5"
"252","1","0","10690103","0","401060781","1000000","1.2","1.4","1.2","10690101","1069102","1.5","401060771","1069","401060761","10690104","10690105","0","0","1069103","1","401060791","710081","1.3","0","0","1069104","1","1","0","0.03","0","0","0","0","1069101","10690102","401060801","0","1","1069105","0","1"
"253","3","0","10690103","0","401060831","1000000","1.2","1.4","1.2","10690101","1069107","1.5","401060821","1069","401060811","10690104","10690105","0","0","1069108","2","401060841","710081","1.3","0","0","1069109","1","2","0","0.06","0","0","0","0","1069106","10690102","401060851","0","2","1069110","0","2"
"254","4","0","10690103","0","401060881","1000000","1.6","1.9","1.6","10690101","1069112","2","401060871","1069","401060861","10690104","10690105","0","0","1069113","3","401060891","710081","1.8","0","0","1069114","1","4","0","0.06","0","0","0","0","1069111","10690102","401060901","0","2","1069115","0","4"
"255","-1","0","10690103","0","401060881","1000000","2","2.4","2","10690101","1069116","2.6","401060871","1069","401060861","10690104","10690105","0","0","1069116","3","401060891","710081","2.4","0","0","1069116","1","4","0","0.06","0","0","0","0","1069116","10690102","401060901","0","2","1069116","0","5"
"256","1","0","10700103","0","401061131","1000000","1.2","1.4","1.2","10700101","1070102","1.5","401061121","1070","401061111","10700104","10700105","0","0","1070103","1","401061141","710091","1.3","0","0","1070104","1","1","0","0.03","0","0","0","0","1070101","10700102","401061151","0","1","1070105","0","1"
"257","3","0","10700103","0","401061181","1000000","1.2","1.4","1.2","10700101","1070107","1.5","401061171","1070","401061161","10700104","10700105","0","0","1070108","2","401061191","710091","1.3","0","0","1070109","1","2","0","0.06","0","0","0","0","1070106","10700102","401061201","0","2","1070110","0","2"
"258","4","0","10700103","0","401061231","1000000","1.6","1.9","1.6","10700101","1070112","2","401061221","1070","401061211","10700104","10700105","0","0","1070113","3","401061241","710091","1.8","0","0","1070114","1","4","0","0.06","0","0","0","0","1070111","10700102","401061251","0","2","1070115","0","4"
