7a1e557ecd68e31c3ec35efbc6119cc5cb54b4971e5160253bb913c62d311e2e,114961deb495b007a8d3a7207a7d5272513846cceadf96bed21475e33def7533,d080975d18e287c29aac77577841adebf421eff14fde749cd1fe764ea1bf8f53,793aa0d10d4af90e1bb576a75b8a44657e8c514ad2153c4a470ca4dd89264115,9ec71379fedc6def36191b36def959dd64970eff912eb891699b61c1c80df85c,48b73e70af95074e3ad96315b2e7d71bfb175ee61e8a25940b747a15e9a3d564,937dd527efa90f73087c21b3418c0c18b14778ea3d3e0a97ce610956fafb617f,34423cf0c747b509e97e6d5c908b0398f40c1c0fd03d673af0391dd0b07a2962,016f8b6c0ae80b1bc78ae96b446e33e31a144f4d79edb204026c1c1f92b66467,d01f29a84b074f5e5513d4a15b93504c0d382d98d44cf6730c3c7e034d6ef0ed,636a5c71f0f96142def14ca28987b2457fe2aeac73bbb06ef832be42de01fdce
"0","1.05","","1.05","1.05","0.3","","3217","123","1.05","132170036"
"","75","","75","","","","3217","122","0.5","132170037"
"","1","","301702","","","","3217","32","","132170038"
"","0","","0.4","","","","3217","93","","132170039"
"","0","","2","","","","3217","32","","132170040"
"","0","","310000","","","","3217","32","","132170041"
"","1","","321700","","","","3217","32","","132170042"
"","0","","0.4","","","","3217","93","","132170043"
"2","0.95","","0.95","0.95","2","","3217","123","0.95","132170044"
"","0","","0.2","","","","3217","93","","132170045"
"0.2","glad","","1000001","","","","3217","3","0","132170046"
"","1","","120","","","","3217","32","","132170047"
"","0","","0.4","","","","3217","93","","132170048"
"","1","","998","","","","3217","32","","132170049"
"","0","","0.6","","","","3217","93","","132170050"
"0.2","joy_round3_in","","1000001","joy_round3_loop","1","","3217","3","0","132170051"
"","0","","5","","","","3217","93","","132170052"
"","","","1","","","","3217","113","","132170053"
"0","330000","","330000","0","1","","3300","31","345.4","133000001"
"1","8","","8","0","1","","3300","31","345.4","133000002"
"","0","","8","","","","3300","35","","133000003"
"","","","0","","","","3300","91","","133000004"
"0","1.05","","1.05","1.05","7.4","","3300","123","1.05","133000005"
"0.2","wait","","1000001","","","","3300","3","0","133000006"
"","1","","2","","","","3300","35","","133000007"
"","0","","4.9","","","","3300","93","","133000008"
"0","0.95","","0.95","0.95","0.4","","3300","123","0.95","133000009"
"","1","","330000","","","","3300","32","","133000010"
"","0","","0.1","","","","3300","93","","133000011"
"","0","","2","","","","3300","32","","133000012"
"","0","","0.1","","","","3300","93","","133000013"
"","1","","997","","","","3300","32","","133000014"
"0.2","joy_from_wait","","1000001","","","","3300","3","0","133000015"
"","0","","1.63","","","","3300","93","","133000016"
"","0","","0.3","","","","3300","93","","133000017"
"","","","3","","","","3300","113","","133000018"
