85716dab27974b2446c023b599a6788add30936996a78dabce57c1c919a2e099,851ad3649a7d9506dea30da9fa13208bc7502a93125319abf38cd33133cb9272,0afa07c83c99d3c960ae1da496e593bd09880a00691f0fa90c5d604669de4d3d,0126d2007f03b37c89c7d3dfc37f01098151d9093338ee3401abb3d83b1c88af,922d61f7a8d720386138817dc40f7348482c87369b702d131e4df2a1d415a899,1296010efa4123179d7cff6509985e18a3f907cf6ab782ce5cfa655f8645cab1,b4ff959b5974339f59a5d6e16728a68962f304dc047a897be86c9057f65dd022,0bbf72cc053560c169af63d93c1a75b1f0c522a836a03dba628cc565d7f77d3b,dbce146e80a79535ccc714087d9ed127c4d2ea8d981448288d365328fbcf4361,d62213a10fdc9847f8add43670a5d518e04a439c07ab2b7ac9a9a2cc6c2ac8a0,cd07d103c6478935366711d9ee279c51ed1ca1938a4fc987188bd395f019bfda
"0","1","16032","0","0","じゃ、ちょっと遊んでくるわ～\n虫取…じゃなくて大人の社交場に♪","5","11","16","10","3.9"
"","0","16033","","","","16027","91","16","0",""
"","0","16034","","","","16032","91","16","0",""
"","","16035","","","0.5","0","22","16","",""
"","","16036","","","se_alces_surprise","se_alces","23","16","",""
"0.2","iroha_shock_loop","16037","1","0","iroha_shock_in","5","3","16","0",""
"0.2","","16038","","","iroha_shock_in","1001","3","16","0",""
"","","16039","","","0","1","93","16","",""
"0.2","","16040","","","sono_armcrossed_talk","3","3","16","1",""
"","0","16041","","","vo_alces_1604","vo_alces","21","16","0",""
"0","1","16042","0","0","…私のフリしてどこ行くのかしら？\nイロハちゃん？","3","11","16","10","1.7"
"","0","16043","","","","0","91","16","0",""
"","","16044","","","0.5","0","22","16","",""
"0.2","sono_doya_idle","16045","1","0","sono_doya_in","3","3","16","0",""
"0.2","","16046","","","iroha_kyorokyoro","5","3","16","0",""
"","","16047","","","0","1.8","93","16","",""
"","","16048","","","se_alces_dotabata","se_alces","23","16","",""
"0","iroha_escape","16049","1","0","iroha_escape_in","5","3","16","0",""
"","3.5","16050","0","","-1200","5","2","16","-160",""
"","","16051","","","1","11","32","16","",""
"","","16052","","","sweatR_Loop","11","37","16","",""
"","3.5","16053","0","","-1200","11","33","16","-160",""
"","","16054","","","0","0.1","93","16","",""
"0.2","","16055","","","sono_notice_in_anger","3","3","16","1",""
"0.2","","16056","","","sono_notice_in_anger","1002","3","16","0",""
"","","16057","","","0","0.3","93","16","",""
"0.2","surprise2R_idle","16058","1","0","surprise2_turn","132211","3","16","0",""
"","","16059","","","0","0.4","93","16","",""
"0.2","","16060","","","run_chase","3","3","16","1",""
"","3.5","16061","0","","-1050","3","2","16","-160",""
"","","16062","","","0","2","93","16","",""
"0.2","","16063","","","sadR_idle_nervous","132211","3","16","1",""
"0.2","sad_idle_nervous","16064","1","0","sad_idle_nervous_in","1003","3","16","0",""
"","","16065","","","0","2","93","16","",""
"","","16066","","","0","0","22","16","",""
"","","16067","","","0","3","93","16","",""
"","0","16068","","","","16067","101","16","0",""
"1.47","-100","17001","-190","0","5","5","5","17","100","idle_normal"
"0","-190","17002","1","","1101","11","31","17","-100",""
"1.47","-100","17003","-190","0","1001","10","5","17","101","empty"
"","","17004","","","130","5","13","17","",""
"1.43","125","17005","-190","1","4","4","5","17","101","idle_kyapi_normal"
"0","-190","17006","1","","1102","11","31","17","125",""
"","","17007","","","0","0","91","17","",""
"","","17008","","","se_alces_breath","se_alces","23","17","",""
"0.2","sono_relief_talk","17009","1","0","sono_relief_in","5","3","17","0",""
"0.2","","17010","","","sono_relief_in","1001","3","17","0",""
"","","17011","","","0","0.5","93","17","",""
"","0","17012","","","vo_alces_1700","vo_alces","21","17","0",""
"0","1","17013","0","0","はあ…\n元の姿に戻っちゃった…","5","11","17","10","2.4"
"","","17014","","","1","3.5","93","17","",""
"","0","17015","","","","17013","91","17","0",""
"0.2","sono_tired_talk","17016","1","0","sono_ache_in","5","3","17","0",""
"","0","17017","","","vo_alces_1701","vo_alces","21","17","0",""
"0","1","17018","0","0","うぎっ…筋肉痛やば。\nあんたどんだけ走り回ってんのよ…","5","11","17","10","3.7"
"","0","17019","","","","0","91","17","0",""
"0.2","","17020","","","sono_tired_idle","5","3","17","1",""
"0.2","","17021","","","jump_loop","4","3","17","1",""
"","0","17022","","","vo_alces_1702","vo_alces","21","17","0",""
"0","1","17023","0","0","あはははーっ！！\nイロハの体、なまってるー！！","4","11","17","10","1.4"
"","0","17024","","","","0","91","17","0",""
"0.2","","17025","","","joy_talk_normal2","4","3","17","1",""
"","0","17026","","","vo_alces_1703","vo_alces","21","17","0",""
"0","1","17027","0","0","ちょっと全力で走ってくるねー！！","4","11","17","10","0.3"
"","0","17028","","","","0","91","17","0",""
"0.1","iroha_run_dash","17029","1","0","iroha_joy_to_run","4","3","17","0",""
"","","17030","","","0.5","0","22","17","",""
"","2.1","17031","0","","1200","4","2","17","-190",""
"","","17032","","","1","1102","32","17","",""
"","","17033","","","smokeL","1102","37","17","",""
"","2.1","17034","0","","1200","1102","33","17","-190",""
"","","17035","","","0","2","93","17","",""
"0.2","sad_talk_anger","17036","1","0","tired_to_sad","5","3","17","0",""
"","0","17037","","","vo_alces_1704","vo_alces","21","17","0",""
"0","1","17038","0","0","…ん？\n後でその体にまた私戻るよ？\n無理だな。死んじゃうな","5","11","17","10","4.3"
"","0","17039","","","","0","91","17","0",""
"0.1","","17040","","","run_chase_Ex0006","5","3","17","1",""
"","3.5","17041","0","","1100","5","2","17","-190",""
"","","17042","","","1","1101","32","17","",""
"","","17043","","","sweatL_Loop","1101","37","17","",""
"","3.5","17044","0","","1100","1101","33","17","-190",""
"","0","17045","","","vo_alces_1705","vo_alces","21","17","0",""
"0","1","17046","0","0","コラ待てーっ！！","5","11","17","10","0.5"
"","","17047","","","0","3","93","17","",""
"","0","17048","","","","0","91","17","0",""
"","","17049","","","0","0","22","17","",""
"","","17050","","","0","3","93","17","",""
"","0","17051","","","","17050","101","17","0",""
"1.4","400","18001","-130","1","5","5","5","18","100","sit_drink_loop"
"1.37","235","18002","-145","0","4","4","5","18","101","iroha_sad_lookup_surprise"
"","","18003","","","0","0","91","18","",""
"","0","18004","","","vo_alces_1800","vo_alces","21","18","0",""
"0","1","18005","0","0","ごきゅっ…ごきゅっ…ごきゅっ！","5","11","18","10","0.5"
"","0","18006","","","","0","91","18","0",""
"0.2","sit_drink_handup_talk","18007","1","0","sit_drink_handup_in","5","3","18","0",""
"","","18008","","","0","0.2","93","18","",""
"0.2","iroha_surprise_look_idle","18009","1","0","iroha_surprise_in","4","3","18","0",""
"","","18010","","","0","0.2","93","18","",""
"","0","18011","","","vo_alces_1801","vo_alces","21","18","0",""
"0","1","18012","0","0","ああ、喉がよろこんでる。\n地元のブドウ朱も好きだけど、\nこっちの麦しゅわもいいわ～","5","11","18","10","4.2"
"","0","18013","","","","0","91","18","0",""
"0.2","sit_drink_idle","18014","1","0","sit_drink_idle_in","5","3","18","0",""
"0.2","","18015","","","iroha_anger_talk_lookup","4","3","18","1",""
"","0","18016","","","vo_alces_1802","vo_alces","21","18","0",""
"0","1","18017","0","20","えーイロハの喉もよろこびた～い！\nソノちゃん、イロハにも飲ませて～っ！","4","11","18","10","3.8"
"","0","18018","","","","0","91","18","0",""
"0.2","","18019","","","iroha_anger_idle_lookup","4","3","18","1",""
"0.2","sit_drink_idle_Jitome","18020","1","0","sit_drink_idle_notice","5","3","18","0",""
"","0","18021","","","vo_alces_1803","vo_alces","21","18","0",""
"0","1","18022","0","0","ふ、10年早いわ。\nぐびぐび","5","11","18","10","3.7"
"","0","18023","","","","0","91","18","0",""
"0.2","sit_drink_yareyare","18024","1","0","sit_drink_idle_to_yareyare","5","3","18","0",""
"","0","18025","","","vo_alces_1804","vo_alces","21","18","0",""
"0","1","18026","0","0","あんたもいつかわかるわよ、\n麦しゅわキメないと\nやってらんない日が来るってことがね","5","11","18","10","3.9"
"","0","18027","","","","0","91","18","0",""
"","","18028","","","0","0","22","18","",""
"0.2","iroha_sad_lookup_shy","18029","1","0","iroha_anger_to_sad","4","3","18","0",""
"0.2","sit_drink_loop","18030","1","0","sit_drink_yareyare_to_loop","5","3","18","0",""
"","","18031","","","0","2","93","18","",""
"0.2","sit_drink_handup_idle_dead","18032","1","0","sit_drink_handup_in_dead","5","3","18","0",""
"","","18033","","","0","2","93","18","",""
"","0","18034","","","vo_alces_1805","vo_alces","21","18","0",""
"0","1","18035","0","0","…うぃ～、ヒックッ","5","11","18","10","1.2"
"","0","18036","","","","0","91","18","0",""
"0.2","","18037","","","iroha_sad_talk_lookup","4","3","18","1",""
"","0","18038","","","vo_alces_1806","vo_alces","21","18","0",""
"0","1","18039","0","20","ダメな大人だ…","4","11","18","10","0.5"
"","0","18040","","","","0","91","18","0",""
"0.2","","18041","","","iroha_sad_lookup_shy","4","3","18","1",""
"","","18042","","","0","0","22","18","",""
"","","18043","","","0","3","93","18","",""
"","0","18044","","","","18043","101","18","0",""
"1.45","407","19001","-158","1","1","1","5","19","105","idle_normal"
"1.47","32","19002","-156","0","2","2","5","19","100","doyaB_idle"
"1.42","-124","19003","-168","0","3","3","5","19","108","idle_normal"
"1.42","1500","19004","600","0","4","4","5","19","108","idle_kyapi_normal"
"1.47","1500","19005","600","0","5","5","5","19","100","idle_normal"
"0","-158","19006","1","","18","18","31","19","407",""
"0","-156","19007","1","","19","19","31","19","32",""
"0","-168","19008","1","","20","20","31","19","-124",""
"0","-168","19009","1","","21","21","31","19","-124",""
"","","19010","","","0","0","91","19","",""
"","","19011","","","0","0.5","93","19","",""
"0.2","","19012","","","doyaB_idle_look","2","3","19","1",""
"0.2","cool_talk_joy_lookup","19013","1","0","cool_in_joy_lookup","3","3","19","0",""
"","0","19014","","","vo_alces_1900","vo_alces","21","19","0",""
"0","1","19015","0","0","じゃあワイルドグリフォンのしっぽね。\nイロハ頼んだよ","3","11","19","10","2.5"
"","0","19016","","","","0","91","19","0",""
"0.2","cool_idle_normal","19017","1","0","cool_idle_normal_lookup","3","3","19","0",""
"0.2","gutsB_idle_joy","19018","1","0","iroha_ok_luichan","2","3","19","0",""
"","0","19019","","","vo_alces_1901","vo_alces","21","19","0",""
"0","1","19020","0","0","オッケー！\nご飯までには帰ってくるねー！\nんじゃルイちゃん、よろしく～！","2","11","19","10","0.5"
"","","19021","","","","0","91","19","",""
"0.2","","19022","","","idle_kyapi_normal","2","3","19","1",""
"0.2","","19023","","","idle_normal","3","3","19","1",""
"0.2","","19024","","","luis_swap","1","3","19","0",""
"","0","19025","","","vo_alces_1902","vo_alces","21","19","0",""
"0","1","19026","0","10","はいはい。\n『入れ替わりの秘薬』噴射～♪","1","11","19","10","1.2"
"","","19027","","","0","1.2","93","19","",""
"","","19028","","","se_alces_replace","se_alces","23","19","0",""
"","","19029","","","0","2.8","93","19","",""
"","","19030","","","1","18","32","19","",""
"","","19031","","","1","19","32","19","",""
"","","19032","","","0","0.5","93","19","",""
"1","0","19033","0","0","1","2","6","19","0",""
"1","0","19034","0","0","1","3","6","19","0",""
"","","19035","","","0","1.5","93","19","",""
"","0","19036","0","","1500","2","2","19","600",""
"","0","19037","0","","1500","3","2","19","600",""
"","0","19038","0","","-124","4","2","19","-168",""
"","0","19039","0","","32","5","2","19","-156",""
"","","19040","","","0","1.2","93","19","",""
"0.1","idle_normal_talkjoy1","19041","1","0","luis_swap_out","1","3","19","0",""
"","","19042","","","0","0.5","93","19","",""
"0.2","speedMode_loop","19043","1","0","speedMode_in","4","3","19","0",""
"0.1","lookback_idle","19044","1","0","lookback_in","5","3","19","0",""
"","0","19045","","","vo_alces_1903","vo_alces","21","19","0",""
"0","1","19046","0","0","よーしっ！！\nイロハスピードモード！！","4","11","19","10","1.3"
"","","19047","","","","0","91","19","",""
"","","19048","","","0","0","22","19","",""
"","","19049","","","0","0.3","93","19","",""
"","","19050","","","se_alces_dash","se_alces","23","19","0",""
"0","speedDash_loop","19051","1","0","speedDash_in","4","3","19","0",""
"0.2","sono_idle_glasses_crooked","19052","1","0","sono_blown","5","3","19","0",""
"0.2","luis_blown_idle","19053","1","0","luis_blown","1","3","19","0",""
"","","19054","","","1","20","32","19","",""
"","","19055","","","0","0.4","93","19","",""
"","0.5","19056","0","","1500","4","2","19","-156",""
"","","19057","","","1","21","32","19","",""
"","0.5","19058","0","","1500","21","33","19","-156",""
"","","19059","","","0","3.5","93","19","",""
"0.2","sono_idle_shy","19060","1","0","sono_idle_glasses_up","5","3","19","0",""
"","0","19061","","","vo_alces_1904","vo_alces","21","19","0",""
"0","1","19062","0","0","はっや","5","11","19","10","0.5"
"","0","19063","","","","0","91","19","0",""
"","","19064","","","0","0","22","19","",""
"1.47","-60","20001","-190","0","2","2","5","20","100","naderare_idle"
"1.47","-60","20002","-190","0","101","10","5","20","103","empty"
"1.42","50","20003","-190","0","3","3","5","20","101","nadenade_idle"
"1.42","50","20004","-190","0","102","10","5","20","103","empty"
"1.45","270","20005","-190","1","101111","1","1","20","102","idle_normal"
"","","20006","","","0","0","91","20","",""
"","","20007","","","0","0.8","93","20","",""
"","","20008","","","se_alces_emotion_note","se_alces","23","20","",""
"0","","20009","","","naderare_idle_note","101","3","20","0",""
"","","20010","","","0","2.5","93","20","",""
"0.2","","20011","","","talk_normal_joy","101111","3","20","1",""
"","0","20012","","","vo_alces_2000","vo_alces","21","20","0",""
"0","1","20013","0","0","ふふ。\n仲のいい姉妹ですね～♪","101111","11","20","10","1.3"
"","0","20014","","","","0","91","20","0",""
"0.2","","20015","","","idle_normal","101111","3","20","1",""
"0.2","doya_talk_joy","20016","1","0","doya_in_joy","2","3","20","0",""
"0.2","idle_normal","20017","1","0","nadenade_to_idle","3","3","20","0",""
"","","20018","","","0","0.2","93","20","",""
"","0","20019","","","vo_alces_2001","vo_alces","21","20","0",""
"0","1","20020","0","0","姉妹じゃないよ！\n姪と叔母なんだ～！","2","11","20","10","1"
"","0","20021","","","","0","91","20","0",""
"0.2","","20022","","","doya_idle_Ex0004","2","3","20","1",""
"","","20023","","","0","0.2","93","20","",""
"0.2","talk_normal_joy","20024","1","0.2","notice_in_talk2","101111","3","20","0",""
"","0","20025","","","vo_alces_2002","vo_alces","21","20","0",""
"0","1","20026","0","0","あ、そうでしたか失礼しました！\nということはお二人は３頭身ですね！","101111","11","20","10","2.2"
"","0","20027","","","","0","91","20","0",""
"0.2","","20028","","","idle_normal_joyR","101111","3","20","1",""
"","","20029","","","0","0.2","93","20","",""
"0.2","","20030","","","idle_surprise","3","3","20","1",""
"0.2","","20031","","","idle_normal","2","3","20","1",""
"","","20032","","","0","0.8","93","20","",""
"","","20033","","","se_alces_emotion_quiet","se_alces","23","20","",""
"0","0","20034","0","0","12","3","12","20","1",""
"","","20035","","","0","3","93","20","",""
"0.2","","20036","","","talk_normal_surprise","3","3","20","1",""
"","0","20037","","","vo_alces_2003","vo_alces","21","20","0",""
"0","1","20038","0","0","……３親等のことかしら？","3","11","20","10","0.6"
"","0","20039","","","","0","91","20","0",""
"","","20040","","","0.5","0","22","20","",""
"0.2","","20041","","","idle_surprise","3","3","20","1",""
"","","20042","","","0","0.5","93","20","",""
"","","20043","","","se_alces_emotion_question","se_alces","23","20","",""
"0","0","20044","0","0","5","101111","12","20","1",""
"0.5","","20045","","","surprise_idle_normal2","101111","3","20","1",""
"0.2","","20046","","","idle_surprise","2","3","20","1",""
"","","20047","","","0","0.8","93","20","",""
"0.2","","20048","","","sad_idle_Ex0007","3","3","20","1",""
"","sad_idle","20049","1","0","sad_idle_in","102","3","20","0",""
"","","20050","","","0","0","22","20","",""
"","","20051","","","0","3","93","20","",""
"","0","20052","","","","20051","101","20","0",""
"1.4","-1.7","101001","-140","0","1","1","5","101","100","adv_luis"
"1","87","101002","1","","1","1","31","101","108.3",""
"1.4","-1.7","102001","-140","0","1","1","5","102","100","adv_luis"
"1","87","102002","1","","1","1","31","102","108.3",""
"1.4","-1.7","103001","-140","0","1","1","5","103","100","adv_luis"
"1","87","103002","1","","1","1","31","103","108.3",""
"1.5","90","104001","-190","0","2","2","5","104","100","adv_iroha"
"1","37","104002","1","","1","1","31","104","200",""
"1.5","90","105001","-190","0","2","2","5","105","100","adv_iroha"
"1","37","105002","1","","1","1","31","105","200",""
"1.5","90","106001","-190","0","2","2","5","106","100","adv_iroha"
"1","37","106002","1","","1","1","31","106","200",""
"1.38","350","107001","-130","1","3","3","5","107","100","adv_sono"
"1","-18","107002","1","","10","10","31","107","475",""
"1","125","107003","1","","1","1","31","107","460",""
"1.38","350","108001","-130","1","3","3","5","108","100","adv_sono"
"1","-18","108002","1","","10","10","31","108","475",""
"1","125","108003","1","","1","1","31","108","460",""
"1.38","350","109001","-130","1","3","3","5","109","100","adv_sono"
"1","-18","109002","1","","10","10","31","109","475",""
"1","125","109003","1","","1","1","31","109","460",""
"1.38","350","110001","-130","1","3","3","5","110","100","adv_sono"
"1","-18","110002","1","","10","10","31","110","475",""
"1","125","110003","1","","1","1","31","110","460",""
"1.4","-1.7","111001","-140","0","1","1","5","111","100","adv_luis"
"1","87","111002","1","","1","1","31","111","108.3",""
"","","111003","","","special","1","37","111","",""
"1.38","350","112001","-130","1","3","3","5","112","100","adv_sono"
"1","-18","112002","1","","10","10","31","112","475",""
"1","125","112003","1","","1","1","31","112","460",""
"","","112004","","","special","1","37","112","",""
"1.5","90","113001","-190","0","2","2","5","113","100","adv_iroha"
"1","37","113002","1","","1","1","31","113","200",""
"","","113003","","","special","1","37","113","",""
"1.5","90","114001","-190","0","2","2","5","114","100","adv_iroha"
"1","37","114002","1","","1","1","31","114","200",""
"","","114003","","","special","1","37","114","",""
"1.4","-1.7","115001","-140","0","1","1","5","115","100","adv_luis"
"1","87","115002","1","","1","1","31","115","108.3",""
"","","115003","","","special","1","37","115","",""
"1.5","90","116001","-190","0","2","2","5","116","100","adv_iroha"
"1","37","116002","1","","1","1","31","116","200",""
"","","116003","","","special","1","37","116","",""
"1.38","350","117001","-130","1","3","3","5","117","100","adv_sono"
"1","-18","117002","1","","10","10","31","117","475",""
"1","125","117003","1","","1","1","31","117","460",""
"","","117004","","","special","1","37","117","",""
"1.48","90","118001","-190","0","4","4","5","118","100","adv_iroha_kodomo"
"1","37","118002","1","","1","1","31","118","200",""
"","","118003","","","special","1","37","118","",""
"1.38","350","119001","-130","1","3","3","5","119","100","adv_sono"
"1","-18","119002","1","","10","10","31","119","475",""
"1","125","119003","1","","1","1","31","119","460",""
"","","119004","","","special","1","37","119","",""
"1.38","350","120001","-130","1","3","3","5","120","100","adv_sono"
"1","-18","120002","1","","10","10","31","120","475",""
"1","125","120003","1","","1","1","31","120","460",""
"","","120004","","","special","1","37","120","",""
"1.4","-1.7","121001","-140","0","1","1","5","121","100","adv_luis"
"1","87","121002","1","","1","1","31","121","108.3",""
"","","121003","","","special","1","37","121","",""
"1.38","350","122001","-130","1","3","3","5","122","100","adv_sono"
"1","-18","122002","1","","10","10","31","122","475",""
"1","125","122003","1","","1","1","31","122","460",""
"","","122004","","","special","1","37","122","",""
"1.4","350","123001","-130","1","5","5","5","123","100","adv_sono_otona"
"1","-18","123002","1","","10","10","31","123","475",""
"1","125","123003","1","","1","1","31","123","460",""
"","","123004","","","special","1","37","123","",""
"1.38","350","124001","-130","1","3","3","5","124","100","adv_sono"
"1","-18","124002","1","","10","10","31","124","475",""
"1","125","124003","1","","1","1","31","124","460",""
"","","124004","","","special","1","37","124","",""
"1.4","-1.7","125001","-140","0","1","1","5","125","100","adv_luis"
"1","87","125002","1","","1","1","31","125","108.3",""
"","","125003","","","special","1","37","125","",""
"1.48","90","126001","-190","0","4","4","5","126","100","adv_iroha_kodomo"
"1","37","126002","1","","1","1","31","126","200",""
"","","126003","","","special","1","37","126","",""
"1.5","90","127001","-190","0","2","2","5","127","100","adv_iroha"
"1","37","127002","1","","1","1","31","127","200",""
"","","127003","","","special","1","37","127","",""
"1.4","-1.7","128001","-140","0","1","1","5","128","100","adv_luis"
"1","87","128002","1","","1","1","31","128","108.3",""
"","","128003","","","special","1","37","128","",""
"1.4","350","129001","-130","1","5","5","5","129","100","adv_sono_otona"
"1","-18","129002","1","","10","10","31","129","475",""
"1","125","129003","1","","1","1","31","129","460",""
"","","129004","","","special","1","37","129","",""
"1.38","350","130001","-130","1","3","3","5","130","100","adv_sono"
"1","-18","130002","1","","10","10","31","130","475",""
"1","125","130003","1","","1","1","31","130","460",""
"","","130004","","","special","1","37","130","",""
"1.4","-1.7","131001","-140","0","1","1","5","131","100","adv_luis"
"1","87","131002","1","","1","1","31","131","108.3",""
"","","131003","","","special","1","37","131","",""
"1.5","90","132001","-190","0","2","2","5","132","100","adv_iroha"
"1","37","132002","1","","1","1","31","132","200",""
"","","132003","","","special","1","37","132","",""
